-0.00060644+0.00056465i,-0.00013917-0.00055974i,-0.0013494-0.00068946i,-0.0026896+3.1526e-05i,-0.003704+0.0010985i,-0.0026932+0.0017326i,-0.001374+0.0019139i,-0.00083727+0.0011797i,0.00068378+0.00036864i,0.0010858-0.0003267i,0.00048356-0.00089783i,-0.000157-0.00088429i,-0.00070556-0.00047012i,-0.0012974-0.00055127i,-0.0012254-0.0004607i,-0.00037661-2.504e-05i,0.00076872+0.00012526i,0.00044677-0.00011264i,-0.0005809+0.00011607i,-0.00044425+0.00017297i,0.0002443+0.00032322i,0.00031982+0.0004109i,0.00020482+0.00057066i
-0.00067122+0.00063979i,8.3997e-05+0.0013655i,-0.00029056+0.0027462i,-0.0022084+0.001972i,-0.0032268+0.00012167i,-0.0026882-0.00042231i,-0.0017686+1.9706e-05i,-0.0010897+9.0428e-06i,0.00012562+0.0001743i,0.00090061+0.00056085i,5.9705e-05+0.00051968i,-0.00042905+2.4865e-05i,-0.00050447-0.00024736i,-9.0878e-06+0.0002874i,0.00054941+0.00078598i,0.00073839+0.00080711i,0.00032944+0.0012908i,0.00030431+0.0013651i,0.00036497+0.00037419i,0.000228+9.6753e-05i,-0.00027663+0.00061432i,-5.7724e-05+0.00093135i,0.00026112+0.0012412i
-0.00015458-0.0016203i,-0.00049452-0.0014522i,-0.0011332-0.0014124i,-0.0011396-0.0017857i,-0.0014274-0.0012088i,-0.0012835+0.00013836i,-0.001345+0.00059374i,-0.0011553+0.0011096i,-0.001326+0.00095799i,-0.00093277+0.00053321i,0.00019907+0.00011581i,-0.00041641+9.5292e-05i,-0.0012122-0.00040236i,-0.00056541-0.00041844i,0.00015184-0.00053796i,0.00041201-0.00099194i,-0.00020862-0.0008666i,-0.000806-0.0010706i,-0.00037052-0.00097459i,-1.8784e-06-0.00029728i,0.0003715+3.3025e-05i,0.00042932-0.00028647i,-0.00055225-0.00035026i
0.0011966+0.00080104i,0.0012751+0.00052078i,0.00099547+0.00086596i,0.00021729+0.0007382i,-0.00057162+0.00022268i,-0.0020883-0.00028912i,-0.0019867-0.00062145i,-0.00064025-0.00017982i,0.0002161+0.00049483i,0.00089196+0.0009127i,0.0013015+0.0006885i,0.0013834+0.00039489i,0.00050641+0.00067425i,-0.00092538+0.00070032i,-0.0014143+7.415e-06i,-0.001161-0.00010449i,-0.00087048+0.0001273i,-0.00058405+0.00039555i,-0.00077137+0.00038976i,-0.00069872-0.00077506i,0.0003094-0.0012887i,0.00040335-0.00018693i,9.7472e-05+0.00056671i
-0.00097417-0.0010294i,-0.0021877+1.6804e-05i,-0.0026759-0.0012843i,-0.0025911-0.0020046i,-0.0031623-0.00043218i,-0.002442+0.001205i,-0.0015095+0.00075682i,-0.00053201+0.00046546i,0.00033226+0.00063187i,0.00045315+0.00069236i,0.0005059+0.00066381i,0.0003392+0.00024617i,0.00060736-0.00038921i,0.00032982-0.0003731i,-0.00040817-0.00043834i,-0.00067059-0.0012002i,-0.00074731-0.00051291i,-0.00061402+0.00060188i,0.00012635+0.00023804i,0.00036811-0.00012417i,0.00018023+0.00014164i,0.00036963+0.00050293i,-0.00014263+0.0001923i
0.0023511-0.0019121i,0.0020859-0.0021353i,0.0012572-0.0027783i,-0.001184-0.002461i,-0.0033431-0.0013288i,-0.0042053-0.0007199i,-0.0029942+0.00016419i,-0.00085974+0.001082i,0.00011654+0.00080799i,0.0001248-0.00040547i,-0.00016751-0.0010222i,-0.00063923-0.00027993i,-0.00040714+0.00045694i,0.00033571+8.074e-05i,-0.00016344+0.00086891i,-0.0010623+0.0012891i,-0.00075715+0.00039894i,-2.1458e-05+0.00027267i,-0.00025532+0.0005521i,-0.0006576+0.00019289i,-0.00062985+0.00024869i,-0.0001212+0.00036444i,0.0002983+8.7045e-05i
0.00022758-0.00096785i,0.0005923-0.00054336i,0.0001521-0.00050215i,-0.00092906+1.1552e-05i,-0.0013627+0.00050738i,-0.0019823+0.0011547i,-0.0016833+0.0012358i,-0.00029971+0.0011028i,-0.00048586+0.00061537i,-0.00083012+0.00056186i,-0.00012059+0.00055859i,-8.848e-05+0.00028444i,-0.00038196-0.00050433i,-5.8432e-05-0.00050488i,0.00041874-7.0959e-05i,0.00010039-0.00023871i,-0.00042115-0.0003589i,-0.00066716-0.00031889i,-0.00053955-0.00014327i,0.00025438+0.00012899i,-0.0001292-0.00018845i,-0.00025152-0.00025905i,-0.00017831+0.0002779i
0.00037097-0.0011591i,0.00069307-0.00066455i,0.00040246-0.00085163i,-0.00097612-0.00059559i,-0.0017975-0.00035838i,-0.0007781-0.0014768i,0.00024545-0.0010265i,-0.00036034+0.00064603i,-0.00079231+0.00092401i,7.1007e-05+0.00149i,0.00031256+0.0016861i,0.00077323+0.00063077i,0.00098781+0.00039713i,0.00015071+0.00025447i,7.833e-05+1.6211e-05i,7.8851e-05-0.00070051i,-0.00032411-0.0010844i,0.00011644-0.00036581i,4.3638e-05+0.00061515i,-0.0011651+0.00079325i,-0.0012186+6.3384e-05i,-0.00020711+5.998e-05i,0.0001774+0.00034934i
-0.00061793+0.0016804i,0.0002304+0.001399i,0.00072758+0.0010755i,0.00036067-0.00039889i,-0.00073362-0.0011741i,-0.0016909-0.00083475i,-0.0012469-0.00038292i,-0.001007+0.00023582i,-0.00095452+0.0010773i,-8.4396e-05+0.0011889i,0.00054229+0.00046845i,6.0507e-05-7.287e-06i,-0.00027134-0.00029329i,-0.00030779-0.00041311i,-0.00085418-0.00078023i,-0.00082427-0.00029948i,-0.00061778+2.9251e-05i,0.00012037-0.00053361i,0.00059363-0.0001809i,0.00031751+7.7436e-05i,0.00043357-0.00032068i,0.00039707-0.00043441i,-7.6359e-05-0.00032567i
0.00055697-0.00054872i,0.00059936-0.00071621i,-0.00036592-0.00062512i,-0.0013135+0.0001998i,-0.0019323+0.00023211i,-0.0017807+0.00032698i,-0.00090294+0.00042699i,-0.00056303+0.00069948i,-0.00036045+0.0008119i,-0.00031216+0.00066606i,1.2258e-06-3.2005e-05i,0.00015024-0.00080603i,0.00023965-0.00026166i,-2.7776e-05+0.00014754i,-0.00048213-0.00061567i,-0.00011178-0.00048116i,-0.00041459-4.5161e-05i,-4.9079e-06-0.00030388i,0.00038774+0.00020481i,-0.00015257+0.00016737i,0.00026795-9.1245e-06i,0.00028945+6.0104e-05i,0.00049191-0.00054733i
-0.0015753-4.8192e-05i,-0.0013757+3.6178e-05i,-0.0010464-7.8257e-05i,-0.0010268-0.00022816i,-0.0011352+0.00091307i,-0.002028+0.0012477i,-0.0023024-0.00020608i,-0.00075495+0.00023662i,0.00060583+0.0015821i,0.00027495+0.0010265i,9.6071e-05-0.00076687i,0.00058786-0.00095444i,0.00050449-0.00063868i,-0.00016528-0.0003i,-0.0002127-9.2243e-05i,-0.00050813-0.00030892i,-0.00073007-0.00089669i,-0.00061616-0.00079917i,-0.00021894-0.00044331i,0.00024681-0.00084452i,0.00047851-0.00080904i,-7.925e-05-0.00056457i,-0.00043965-0.00081559i
-0.00075959-0.00013454i,-0.0010888+0.0003348i,-0.0014888+0.00065042i,-0.0026553+0.00056909i,-0.0033748+0.00028128i,-0.0024634+0.00038056i,-0.0011833-2.6003e-05i,-0.0008641-0.00044996i,-0.0011211+0.00010076i,-0.00090513+0.00060104i,-9.684e-05+0.0006884i,0.00015541+0.00044622i,-0.00032549+7.7311e-05i,-0.00059575-2.0335e-05i,-0.00046932+0.00029071i,-0.00026012+0.0002221i,-0.00066361+0.00027538i,-0.00080863-6.5031e-05i,-0.00019616-0.00041725i,0.00024066-0.00034882i,0.00037057-0.00032477i,0.00057253-7.1351e-05i,0.0004811+0.00033896i
0.00053187+0.00046559i,-0.0007069+0.00016153i,-0.00062451-0.00029811i,-0.00073874-0.00068193i,-0.0015007-0.00067158i,-0.0021292-8.5665e-05i,-0.0017274+0.00074323i,-0.00099078+0.0011503i,-0.0011801+0.0011528i,-0.00094089+0.00080456i,-0.00020489+4.1401e-05i,-0.00020773-0.000259i,-0.00016545+1.9039e-05i,-3.6827e-06+0.00029988i,0.00021288+0.0005024i,0.00064145+0.00081886i,0.00011798+0.001027i,0.00016217+0.00037826i,0.00076267-0.00046911i,0.00031438-0.00086913i,0.00044086-0.00064405i,0.00039205+0.00039197i,-0.0003344+0.0002722i
0.0018286+0.00029413i,0.0025986+0.00067028i,0.0031342+0.00076186i,0.0014279+0.00031001i,-0.0014045-0.00043191i,-0.0022192-0.001063i,-0.0016592-0.0010328i,-0.0010343-0.00043478i,-0.0010155+0.00021566i,-0.00076273+0.00059468i,5.5972e-05+0.00033292i,-0.0002609+0.00038219i,-0.00060813+0.00035141i,-0.00028439+0.00020729i,-0.00025612+0.00017243i,0.00012982+0.00022418i,0.00062145+0.00042909i,0.00066963+0.0008279i,0.00014736+0.0011495i,-0.00060757+0.00022399i,-0.0011479-0.00023077i,-0.00083786+0.00040413i,-0.00073929+0.00071788i
-0.00022392+0.0017478i,-0.00034426+0.0018389i,-0.00098006+0.0011899i,-0.00092084+5.6359e-06i,-0.0010217-0.00014612i,-0.0011758+0.00012769i,-0.00044674+3.0284e-05i,0.00017819+0.00030393i,-0.00019064+0.0007187i,-0.00025763+0.0011563i,0.0001649+0.00093729i,0.00024655+0.00014853i,-8.874e-05+9.7508e-05i,-4.2908e-05-0.00019123i,0.00029834-0.00054952i,-0.00027614-0.00048908i,-0.00066039-0.00041132i,6.9824e-05-0.00039062i,0.00069997-0.00049894i,0.0010102-0.00040791i,0.0011389-0.00063092i,0.0011857-0.00063315i,0.0007199-0.00016854i
-0.00099766+0.0010649i,-0.0010603+0.00040974i,-0.00094596-0.0014834i,-0.0018598-0.0019135i,-0.0028559-0.00056517i,-0.0031059-0.0007801i,-0.0022357-0.0011543i,-0.0011315-0.0002709i,-0.00059391+0.00056314i,-0.00015061+0.00048697i,0.00033503+2.1987e-05i,0.00017985-0.00023377i,-0.00025005-0.00031357i,-0.00062003-9.3136e-05i,-0.00097154-0.00028174i,-0.00051986-0.0009974i,5.7296e-05-0.0007658i,0.00026004+0.00010312i,0.00034138+4.5245e-05i,0.00081048+0.00019331i,0.00096032+0.00069319i,0.00063805+0.00025065i,0.00080935+0.00045134i
-0.0014073+0.0014016i,-0.00050839+0.0019785i,0.00039789+0.0026267i,0.00063377+0.0016887i,0.0005953-0.00020736i,-0.00064071-0.00085935i,-0.0018343+0.00013817i,-0.00073576+0.00066549i,0.00045729+0.00051527i,-0.00014676+0.00054149i,-0.00090281-4.9407e-05i,-0.00079322-0.00010147i,-0.0011635+0.00018622i,-0.001073-0.00016221i,-0.00068427-2.7343e-05i,-0.00060033-9.8327e-05i,-0.00042237-0.00064492i,-2.0141e-05-0.0006749i,-3.6724e-05-0.00064399i,-0.00014592-9.1301e-05i,0.00026509+0.0010411i,0.00049826+0.0004325i,0.00043269-0.00043039i
-0.0020786+0.00015427i,-0.00045292+0.00060689i,-9.6925e-06+0.0014114i,-0.00061792+0.0018826i,-0.00055912+0.0015663i,-0.00055378+0.00068907i,-0.00075297-0.00020157i,-0.00070174-0.00033943i,-0.00070842+0.00013276i,-0.00023433+0.00056949i,0.00079313+0.00062036i,0.0010522+8.6539e-05i,0.00065153-0.00051579i,-0.00049286-0.00062843i,-0.0015439-0.00059944i,-0.0010421-0.00034409i,-0.00060302+0.00018332i,-0.00069464+0.00055745i,5.8796e-05+0.001025i,0.0012249+0.0006953i,0.00060983+0.00042237i,0.00017442+0.00010417i,0.00078149+8.5941e-05i
-0.00085294-0.001541i,-0.00098359-0.0005438i,-0.0012744+0.00036164i,-0.0018405+0.0011734i,-0.0029313+0.0016351i,-0.0030328+0.00087586i,-0.0019852+8.6052e-05i,-0.0003106-0.0001553i,0.000716-0.00030213i,0.00046245+0.00033066i,0.00024701+0.00034806i,0.00047423-0.00039928i,7.6305e-05-0.00068882i,-0.00037872-0.00081021i,0.00025986-0.0013461i,0.00050631-0.0011842i,0.00032606-0.00066973i,0.0003353-0.0001739i,-0.00011484+0.00030902i,4.8759e-05+0.00013401i,0.00016074-0.00046125i,1.6171e-05-0.0002738i,-0.00069523+9.0073e-05i
-0.0010196+0.00011186i,-0.001824+0.00035954i,-0.0019582+0.00084637i,-0.0022829+0.00022048i,-0.0027997-0.00068669i,-0.0018849-0.0011685i,-0.00034055-0.0012877i,7.7212e-05-0.00060429i,-0.00052586+8.7077e-05i,0.00010162+2.0314e-05i,0.00069795+0.00051937i,0.0001924+0.001145i,-0.00031977+0.00045547i,-0.00069307-0.0006178i,-0.000924-0.00062266i,-0.00039852-0.00053905i,0.00021038-0.00086554i,0.00021111-0.0011632i,-0.00014527-0.00076544i,-0.0010739-0.00045683i,-0.00076766-0.00065108i,-0.00048418-0.00074664i,-0.0006298-0.00073049i
-0.00071163+0.0029784i,0.00054229+0.0023266i,0.00070152+0.0020254i,0.00062254+0.0021488i,0.00043848+0.00068273i,-0.00047233-0.00096532i,-0.00097123-0.00018812i,-0.00080801+0.0016155i,-0.00090424+0.0016649i,-0.00044247+4.1849e-05i,0.00024759-0.00087563i,0.000168-0.001438i,-5.5723e-05-0.0017852i,-0.0001383-0.00093679i,-0.00035213+2.4455e-05i,-0.00049378-0.00010401i,-0.00022767-0.00012759i,-0.00036907+0.00018128i,-0.00043001+9.979e-05i,0.00039964-0.00036274i,0.00026697-0.00043729i,-6.2157e-05-0.0001752i,0.00015554+0.00026456i
-0.00014086+0.00043006i,-0.00090043+0.0010839i,0.00013425+0.0011231i,-0.00024762-0.00023192i,-0.0025993-0.00066546i,-0.0033212-0.00021428i,-0.0017356-0.00072223i,-4.232e-06-0.00056356i,0.00090493+0.00018355i,0.00092282+0.00069453i,0.0005271+0.00020599i,0.00027962-0.00049102i,-0.00029329-8.3394e-05i,-0.00043755-1.3357e-05i,-0.00079146-0.00034583i,-0.0011564-0.00013553i,-0.00069495-0.00017305i,-0.00029878-0.0011463i,-0.00050221-0.0013506i,-0.00056159-0.00054506i,0.00010534-0.00022785i,0.00030138-7.2707e-05i,0.00051389+0.0003874i
-0.00015581-0.0013809i,-0.0012697-0.00015154i,-0.0024781+0.0002912i,-0.0025396+0.00069047i,-0.0021828+0.00039404i,-0.0017907-3.8078e-05i,-0.0012145-0.00019577i,-0.00061957-0.00025516i,0.00040956+3.2582e-05i,0.00047678-0.00030681i,0.00056522-0.00040123i,0.00055039+3.6737e-05i,0.00018278+0.0004248i,0.00010329+0.00015593i,-2.4446e-05-0.00017123i,0.00044681-0.00016795i,0.00047336-3.9684e-05i,-0.00017574-0.0007263i,-0.00018212-0.00109i,0.0001265-0.00047337i,0.00030394+0.00039747i,0.0009859+0.00047986i,0.00076317+0.00019612i
0.00029423+0.00060845i,-0.00014184+0.00017088i,-0.00064724-0.0011822i,-0.0016128-0.0010969i,-0.0030025-0.00053013i,-0.0026703-0.00058009i,-0.0015652-0.00050838i,-0.00088104+0.0003564i,-0.0008045+0.0012829i,-0.00011242+0.00086149i,0.00059793-9.834e-05i,0.00064842-0.00049336i,-2.4879e-05-0.0002207i,-0.00020008-0.00049239i,0.0001883-0.0004138i,0.00024543+0.00017925i,0.00071978-4.4393e-05i,0.00017691+0.00024003i,-0.0010605+0.00057851i,-0.00055295-0.00028156i,0.00073146-0.00064252i,0.001306-0.00063242i,0.00043569-0.00047557i
-0.00091662+0.0012854i,-0.00069385+0.0025614i,-0.00030225+0.0029974i,-0.00071265+0.0020446i,-0.002134+0.0006575i,-0.0031762-0.00034542i,-0.0023264-0.00019968i,-0.0012096+0.00023661i,-0.0007245+0.00053466i,-5.3639e-05+0.00064259i,2.2859e-05-1.5708e-05i,-1.2501e-05-0.00067872i,-0.00043201-0.00019279i,-0.00085006-0.00012179i,-8.2836e-05-0.00045221i,9.5697e-05+0.00046823i,-0.00019147+0.00017652i,0.00034457-0.00069996i,0.00098078-0.00042628i,0.00062261-0.00028832i,0.00069054-5.4526e-05i,0.00080184-0.00024263i,-4.9031e-06-0.00058167i
-0.00012178+0.00047618i,8.1313e-05-0.0011937i,0.00051983-0.0017213i,-0.00017812-0.0011463i,-0.0017221-0.0016189i,-0.002077-0.0013687i,-0.0014975+0.00014355i,-0.0013809+0.0015415i,-0.0010203+0.0014279i,4.6519e-05+0.00089682i,0.00050445+0.00044897i,0.0004957+6.1916e-05i,-0.00021007+0.00015162i,-0.00095952+0.00073893i,-0.00097321+0.00073171i,-0.00083845-0.0002719i,-0.00057624-0.00071839i,-6.1427e-05-0.00079163i,0.00069265-0.0007413i,0.00058303-0.00024092i,0.00031587-0.00044124i,0.00039622-0.00034344i,-0.00021825-0.00017968i
0.0001777-0.00035569i,0.00024511+0.0010456i,-0.00021459+0.001731i,-0.00077718+0.0011762i,-0.0019766+0.00055192i,-0.0027518+0.00079676i,-0.0024337+0.0010231i,-0.0010659+0.00064846i,-9.9717e-06+0.0008542i,0.00016193+0.0009013i,0.00054333+0.00057699i,0.00053574+2.6733e-05i,0.00040616-0.00086012i,0.00068357-0.00039234i,0.00057734-0.0001115i,9.7774e-06-0.0006854i,-0.0009392-0.00016362i,-0.0011486+0.00054488i,-0.00071908+0.00066126i,-0.0011352+0.00058597i,-0.0015362+2.8273e-06i,-0.00061009-0.00026237i,0.00012345-0.0004883i
0.0025275-6.722e-05i,0.0018323-0.001854i,-0.00062087-0.0028696i,-0.0029866-0.0028588i,-0.002908-0.001978i,-0.0025549-0.0010226i,-0.0015165-0.00053094i,0.00025613+4.025e-05i,0.0010492+0.0012849i,0.0008006+0.001369i,-7.1084e-05+0.0001741i,-0.00050522-0.00014478i,-0.00015768+0.00059114i,0.00051527+0.0018122i,0.00051404+0.0010085i,-0.00045799+7.4937e-05i,-0.00096598+0.00068178i,-0.00070281+0.00080499i,-8.2738e-05-7.7621e-05i,0.00041977-0.00032164i,5.6445e-05+0.00043916i,-0.00014039+0.00090862i,0.00060806+0.00066442i
0.0012297+0.0034186i,0.0019303+0.002782i,0.0022786+0.0017821i,0.0016786+0.00031691i,0.0010835-0.0014815i,-0.00013512-0.001824i,-0.00038062-0.0003806i,0.00039585+0.0001233i,0.00051875-9.9077e-05i,0.00013536+0.00021878i,-9.9522e-05+0.00035413i,-0.00070639+4.7268e-05i,-0.0010147+0.00020459i,-0.00036335+0.001125i,0.00012452+0.001233i,9.61e-05+0.00012157i,0.00061909-0.00068354i,0.0014429-0.00056079i,0.0011216+0.000132i,0.00056652-0.00045137i,2.662e-08-0.0010577i,-0.00012473-0.00083031i,0.00025249-0.00013657i
-0.00065651-0.00080562i,4.4385e-05-0.0010604i,0.00026894-0.0008959i,-0.0012185-0.00063153i,-0.0029218-0.00059284i,-0.0028204-0.00018307i,-0.0017787+0.00014743i,-0.00075766-0.00024628i,9.4111e-06-0.00050424i,0.00045131+5.7551e-05i,0.00031522+0.00058924i,3.2539e-05+1.0436e-05i,-4.0474e-05-0.00034824i,-0.00025768+0.0003685i,-0.00072771+0.0010343i,-0.0002548+0.0012158i,0.00016395+0.00066879i,4.8519e-05-1.8054e-05i,0.00016841+0.00061999i,6.7685e-05+0.00062611i,0.00012376+4.2506e-05i,0.0002861-0.00035004i,0.0005435-0.00056302i
-0.00090971-0.0023637i,-0.0011264-0.0020089i,-0.0022943-0.00077213i,-0.0027976+0.00055152i,-0.0021072+0.00082806i,-0.0016239+0.0004945i,-0.0011765+6.4217e-05i,-0.00102-0.00014933i,-0.00089386-0.00018961i,-0.00031772+0.00017647i,0.00037237+0.00095598i,0.00081583+0.00049045i,0.00049881+0.00020599i,-0.00035798+0.0004564i,-0.00056599+0.00069799i,-0.00044754+0.00067571i,-0.00016763+0.00060559i,0.00030099+0.00077304i,0.00011816+0.0002585i,-0.000414-0.00015736i,-0.00036322-0.00031239i,-0.00017295-0.00043897i,-0.0002206-0.00063385i
0.00019297+0.00066755i,-0.00022459-0.00045707i,0.00010961-0.0014413i,-0.0014104-0.0017222i,-0.0031155-0.001078i,-0.0037654-0.0003119i,-0.0034198-0.00025845i,-0.002438+0.0008776i,-0.0015738+0.0016442i,-0.00030859+0.0016704i,0.00076939+0.0012331i,0.0009224+0.00030683i,0.00061735-0.00064963i,3.1204e-05-0.00055506i,-0.00072769-0.00026747i,-0.00084767+1.6786e-05i,-0.00066875+0.00060282i,-0.00062346+0.00075337i,0.00022628+0.0010469i,0.00059154+0.0012182i,0.00036684+0.00061536i,0.00041424+2.5862e-06i,0.00016783-6.8995e-05i
-0.0020811+0.0031239i,-0.0015606+0.0021005i,-0.00034495+0.00221i,-0.00070644+0.0025397i,-0.00099116+0.0019559i,-0.00042119+0.00024672i,-0.001278-0.00025525i,-0.0021537+0.00073877i,-0.00073555+0.00098641i,0.0011529+0.00035847i,0.00091537-0.0001622i,-0.00067215-0.00062995i,-0.00075349-0.0016048i,-0.00015297-0.0019711i,-0.0002796-0.0014753i,-0.00055772-0.0011604i,-0.00057439-0.00043382i,5.6691e-05+0.00045296i,6.5082e-05+0.00064973i,-0.00017714+0.00086732i,-0.00018196+0.00039582i,-7.8511e-05-0.00029321i,0.00047069-0.00042247i
0.0003684+0.00049031i,0.00054552+0.00034086i,-0.00061333+0.00020923i,-0.0018166-0.00085725i,-0.0029327-0.0018856i,-0.0029007-0.0011293i,-0.0020233-0.00021515i,-0.0013129-0.00016858i,-0.00057644-7.6291e-05i,0.00064206+0.00012067i,0.00039386+1.8907e-05i,-0.00057482-0.00047093i,-0.0003734-0.00042325i,-0.00025971-7.326e-05i,-0.00028233+0.00054237i,0.00022644+0.00073754i,0.00089798+0.00050208i,0.0010802-0.00027341i,0.0002309-0.00093621i,-0.0005612-0.00047718i,-0.00049551-0.00032449i,0.00019982-0.00028826i,0.00034502-0.00074957i
-0.0014871-0.0024441i,-0.0017681-0.0012974i,-0.0019517-0.001043i,-0.0017632-0.00099887i,-0.0019225+0.00019167i,-0.0024096+0.00067883i,-0.0013595+0.00077392i,0.00036565+0.0013531i,0.0010944+0.001284i,0.00086501+0.00071299i,0.00027334-1.2067e-05i,0.00061763-9.6465e-05i,0.00051195+0.00064965i,-0.00028138+0.00071296i,5.3743e-05-7.2817e-05i,-0.00014786+7.6879e-05i,-0.0010456+0.00059533i,-0.00097277-0.00015112i,-0.00018749-0.00068216i,0.00072493-0.00087612i,0.0013217-0.00089999i,0.0014198-7.7522e-05i,0.0012905+0.00039511i
-6.9751e-05+0.0010177i,0.00037456+0.00097982i,0.00088859+0.00023157i,0.00026114-0.0004253i,-0.0010691-0.0013571i,-0.0025703-0.0016975i,-0.0025322-0.0012052i,-0.0010592-0.00062244i,0.0001794-0.00036217i,0.00073229+0.00017695i,0.00072503+0.0010682i,0.00054465+0.0013765i,0.0003572+0.00059333i,-0.00026954-0.00014845i,-0.00053132-4.0067e-05i,8.6636e-05+5.8624e-05i,0.00024187-1.5532e-05i,-0.00017936+0.00023268i,0.00047569+0.00066876i,0.00087501+0.00081101i,0.00021684+0.00022528i,0.00027077-0.00032952i,0.00066046-1.0265e-05i
-0.00072822+0.0005782i,-0.0011881+0.00099425i,-0.00066101+0.0011808i,-0.0014254+0.00067447i,-0.0021976+0.00052968i,-0.0021402-0.00016726i,-0.0018488-0.00049234i,-0.0017179-0.00049746i,-0.0016271-0.0003907i,-0.00010746-8.4451e-05i,0.00080226-9.752e-05i,0.00093127-0.00025168i,0.00018058+6.4101e-06i,-0.00057665-8.9128e-05i,-0.00060289-0.00057169i,-0.00077491-0.00091097i,-0.00030019-0.0014208i,0.00054462-0.0011613i,0.0010427-0.00041187i,0.00051419+4.4677e-05i,-6.5283e-05-0.00029109i,-0.00020802-0.0003221i,-0.00025495-0.0002251i
0.0024299-0.0011798i,0.0029729-0.0012522i,0.0023762-0.0017484i,0.00085955-0.0017596i,-0.0017564-0.0013409i,-0.0027903-0.00045751i,-0.0018319+0.00042409i,-0.0007768+0.00071978i,-0.00024261+0.00082225i,0.00058864+0.00060792i,0.0016735+2.4994e-05i,0.00085941-0.00066557i,-0.00064179-0.00074779i,-0.00082763-0.00024866i,-0.00083149-0.00040638i,-0.00069622-9.577e-05i,-0.00074493+0.00056756i,-0.000321+0.00050142i,0.00039634+0.00071395i,0.00023191+0.00013519i,0.00050158-0.00076389i,0.00032584-0.00048571i,-5.462e-05+0.00024286i
-0.0010559-0.0026669i,-0.0019097-0.0011495i,-0.0029289-0.0001172i,-0.0031475+0.00040521i,-0.0035679+0.00051805i,-0.0029502+0.00043394i,-0.001089+0.0004988i,-0.0005121+9.7681e-05i,-0.00064506+0.00023483i,1.1307e-05+0.001203i,0.0002617+0.00076421i,-0.00056206+0.0002259i,-5.3669e-05+0.00021285i,-1.387e-05-0.00010865i,-0.00080198-0.00088081i,-0.0012432-0.0012598i,-0.00084669-0.00069849i,0.00021636-0.00081128i,9.6891e-05-0.0014842i,0.00022161-0.0013881i,0.00039335-0.0013513i,0.00050697-0.00060331i,0.00056452-0.00031485i
-0.0017328-0.0015959i,-0.0014743-0.00092535i,-0.0019061-0.00054749i,-0.0026455-0.0011349i,-0.0030623-0.0012i,-0.0027836-0.00037401i,-0.0020223-8.3251e-06i,-0.0010772+0.00035852i,0.00014315+0.0010626i,0.00074877+0.0012278i,0.00042751+0.0008422i,-1.6704e-05+0.00032158i,0.00017719+0.00050565i,-3.8291e-05+0.00060633i,-0.00075606+0.00039516i,-0.00016911+0.00011398i,-0.00013823-0.00015969i,-0.00041078+0.00035496i,-0.00053058+0.00077373i,-0.00044605+6.6365e-05i,0.00027282-0.0005773i,0.00058452-0.00052619i,0.00035792-0.00021744i
-0.0015275-0.00034478i,-0.0015405+0.00064831i,-0.0016783+0.0012284i,-0.0022672+0.0005521i,-0.0028661+0.0002976i,-0.002535+0.00012948i,-0.0013959+0.00027002i,-0.00018451+0.00053254i,0.00058625-0.00022032i,0.00045648-0.00035872i,9.5537e-05+3.3805e-05i,0.00060958+0.00029402i,0.0013687-2.624e-05i,0.0015299-0.0012031i,0.00012366-0.00094946i,-0.00079721-0.00024892i,-0.00056087-0.00011697i,0.00048397-0.00086993i,0.00092362-0.0010804i,0.00055346-0.00043838i,0.00015699+0.00051622i,-0.00035936+0.0010234i,-0.00095998+0.00047352i
0.0019429-0.0005544i,0.001025-0.00058452i,0.00047694-0.00092594i,-0.0006-0.0010952i,-0.0022413-0.0011495i,-0.002858-0.00019776i,-0.0013103+0.00064263i,0.00012419+0.00077374i,0.00025339+0.0009471i,0.00021778+8.1667e-05i,0.0002804+5.0953e-05i,0.00025389+0.00069736i,-9.1432e-05-0.0001028i,0.00046364-0.00062102i,0.0008675-0.00027866i,0.00051958-0.00027187i,-1.5351e-05+0.0006087i,-0.00047283+0.0011339i,-0.00037385+0.00090259i,-0.00036987+0.00077051i,-0.00037161+0.00063409i,-0.00013561+8.7352e-05i,0.00012924-0.00088988i
0.00069067-7.6769e-05i,0.0003009-0.0014138i,-0.0011197-0.0021331i,-0.0018931-0.0017184i,-0.0013811-0.00061354i,-0.0012467+0.00073356i,-0.0011375+0.0009941i,-0.0013204+0.00016788i,-0.00093714+0.00034078i,8.1362e-05+0.00072789i,0.00058586+0.00047248i,0.001024-0.00097502i,0.00080067-0.0019532i,0.0007348-0.0012756i,0.00096404-0.00044676i,0.0001121-0.0004194i,-0.0010334-0.00055485i,-0.00039045+0.00031441i,0.0007201+0.00050536i,0.00074507+7.795e-05i,0.00048857-0.00029104i,0.00089894-9.029e-05i,0.0004567+0.00059881i
