-0.006924+0.0015745i,-0.0041603+0.0028662i,-0.0018621+0.0018952i,0.00017241-0.00055973i,0.0006462-0.0011425i,0.00014965-0.00068524i,-0.00013319-5.8668e-05i,0.00016708+0.00096741i,0.0010538+0.00069175i,0.00079755-0.00034015i,-0.00032806-0.0010625i,-0.00037866-0.00088436i,0.00034012-0.00079689i,0.00070378-0.00028309i,0.0003324+0.0005784i,-5.5982e-05+0.00078443i,-0.00047949+0.0013717i,-0.00045366+0.0012748i,8.505e-05+0.00027772i,8.5183e-05-0.00070946i,-0.00055775-0.00054773i,-0.0013726-0.0002562i,-0.0011602+9.9864e-05i
-0.008695+0.0081644i,-0.0039475+0.0059206i,-0.0015311+0.0037747i,0.000192+0.0020309i,0.0023634-0.00019289i,0.0023065-0.0020026i,0.00075493-0.0025573i,0.00020284-0.0016339i,-0.00017796-0.00011432i,-0.0001468-0.00010492i,-0.00019284-7.3625e-05i,6.3987e-05+9.3464e-05i,0.00055031+0.00013464i,0.00049763-5.7467e-05i,0.00050695-0.00045379i,0.00029517+9.7976e-05i,0.00021644+0.0011047i,5.9045e-05+0.00077549i,0.00045194-0.00018654i,0.00052736-0.00016369i,0.0006958-0.00014792i,0.0013202-0.00018001i,0.001182-0.00017442i
-0.0077107+0.01001i,-0.0023459+0.0077202i,0.0010631+0.0050879i,0.0023403+0.0029195i,0.0031602+0.00037689i,0.0024694-0.0023859i,0.0011471-0.0040373i,0.00096744-0.0028671i,0.00045561-0.0013482i,-0.00041995-0.0010477i,2.3461e-05-0.00011728i,0.00076772+9.8798e-06i,0.00086905-0.00015869i,0.0011407-0.00024033i,0.001158-7.1136e-05i,7.5592e-05-4.9479e-05i,-0.00044676+0.00013268i,6.1882e-05+0.00016451i,8.1069e-06-0.0003309i,0.0003658-0.00072781i,0.0006377-0.00033584i,0.00047791-0.00029706i,0.0008077-0.00033917i
-0.0072669+0.0053137i,-0.003181+0.0043196i,-0.0016461+0.0029604i,-0.00045256+0.00014913i,0.00039705-0.0011948i,0.00053227-0.0013736i,0.00042605-0.0011895i,3.3246e-05-0.00049118i,-8.2963e-05-4.6517e-05i,-0.00074758+0.00054149i,-0.0012476+0.0011012i,-0.00034927+0.00094241i,0.00043636+0.0003014i,0.00087561+0.00019266i,0.001004+0.0003711i,0.00022834-0.00013714i,0.00020987-0.00091942i,0.00099496-0.00038569i,0.0005586+0.00070907i,-7.0451e-06+0.00060211i,-7.8473e-05+0.00013146i,-0.00078587+0.00066218i,-0.00076959+0.00059542i
-0.0086341+0.0064939i,-0.0040617+0.0049007i,-0.0012862+0.0020997i,-0.00012736-0.00050754i,0.00014535-0.0022359i,0.00084901-0.0025722i,0.00033711-0.0014104i,-0.00081359-0.00024418i,-0.00040315+0.00029024i,0.00023433+0.00030586i,-0.00013005-0.00016014i,-0.00076549+0.00051769i,-0.00022589+0.0007929i,0.00010459+0.00070062i,0.0002513+0.00095722i,0.00050592+0.00049836i,0.00020314+0.00019437i,-4.6056e-06+7.3611e-05i,7.3389e-05-0.00032703i,0.00050567+0.00029379i,0.00095633+0.00063977i,0.00067294-6.1978e-05i,-0.0001369+6.6623e-05i
-0.0065416+0.0060004i,-0.0020761+0.0034066i,-0.00057161+0.0015242i,4.0646e-05+0.00040204i,0.0004103-0.00078937i,-0.00031485-0.0023769i,-0.00063803-0.002648i,-0.0005717-0.0014468i,-0.00084265-0.0006536i,-0.00056701-0.00046893i,-0.00021007-0.00019622i,8.649e-05+0.00027997i,0.00019955+0.00047696i,0.00019855+0.00084265i,-0.00023199+0.00094812i,-0.00039442+9.4101e-05i,0.00022067-0.00056161i,-7.2413e-06-0.00070799i,-0.00028221+0.00038545i,0.00027831+0.00040357i,0.00086274-0.00035745i,0.00061188-0.00070565i,0.00056909-0.00071163i
-0.005269+0.0067763i,-0.0020933+0.0044846i,-0.00048784+0.0010424i,0.00062572-0.0010131i,0.00099014-0.0025184i,0.00060984-0.0036457i,0.00031305-0.0018854i,-0.0005966+0.00013153i,-0.00039305+0.00060103i,-0.00013169-0.00024191i,-0.00090981-0.00055928i,-0.0014019+0.00046808i,-0.00068232+0.00068556i,6.7254e-05+0.00027433i,-0.00041718+0.00049697i,-0.0011359+0.00042876i,-0.00038951+5.8094e-05i,0.00049409-0.0004158i,0.00098474-0.00036653i,0.00099413-0.00011386i,0.00038482-0.00019492i,-0.00012591+3.9367e-05i,0.00025328+0.00049737i
-0.0044269+0.0028891i,-0.00036502+0.0018502i,0.00025604+0.00016383i,-0.00050794-0.0013765i,-0.00092528-0.0025359i,-0.00058501-0.0027548i,-0.00016503-0.0014588i,-0.00052167+4.2049e-05i,-0.00051772+0.00046858i,-0.00065449+0.00027026i,-0.0004618-0.00027422i,0.00025497+2.1514e-05i,0.00035167+0.00085747i,0.00036837+0.00047788i,8.5318e-05-0.00010503i,-2.609e-05-0.00018835i,0.00013047-0.0001401i,-0.00028002-0.00031107i,-0.00041437-0.00047487i,0.00020241+6.137e-05i,0.00025962+0.00024758i,-0.00037377-0.0002387i,-0.00013537-0.00046984i
-0.0071715+0.0066873i,-0.0021225+0.0059106i,0.00071421+0.0030985i,0.0010078+0.00064605i,0.00048308-0.00027596i,0.00061166-0.00039934i,0.00035421-0.00061282i,0.00014375-0.0004797i,0.00052875+9.8975e-05i,1.1371e-05+0.00019822i,-0.00058682+0.00041839i,-0.00091578+0.00053289i,-0.00021597-0.00025421i,0.0013448-0.00015759i,0.001146+0.00048162i,0.00026933+0.00083386i,0.00029534+0.00072566i,0.00051629+0.00059799i,0.00037805+0.00069876i,0.00036538+0.00026658i,-0.0001266+0.00017063i,-0.00043663+0.00013937i,0.00014715-0.00010059i
-0.0093651+0.0072207i,-0.0045097+0.0066082i,-0.0029417+0.0034914i,-0.0014321+0.00050862i,-5.4756e-05-0.00042543i,0.0011882-0.00098235i,0.00094628-0.0011999i,-0.00029506-0.00078804i,-0.00037041-0.00036502i,-0.00037613-0.00049693i,-0.00086876-0.00063379i,-0.0002516+0.00021238i,0.0002794+0.00035294i,0.00044489-0.00016223i,0.00070722+0.00094948i,0.00059384+0.0018854i,0.00013323+0.00067728i,0.00037044-0.00043575i,0.00081685-0.00069381i,0.00052009-0.00056569i,0.00014553+2.1667e-05i,-0.00056445+0.00077251i,-0.00034391+0.00088171i
-0.0068097+0.0023108i,-0.0028357+0.002343i,-0.00048886+0.0015499i,0.00032552-3.3438e-06i,0.00055395-0.00043307i,0.00026034-0.0010098i,0.00062954-0.0018879i,0.001191-0.0016531i,0.0012228-0.0010105i,0.00057039-0.00083298i,-0.00027701-0.0014137i,-0.00016888-0.00071006i,0.00041668+0.00032016i,0.00024824+0.00011064i,1.2934e-05-0.00039678i,0.0001068-0.00089637i,0.0001965-0.00082403i,7.8411e-05-0.00026141i,0.00043848+0.00056806i,0.00078878+0.0014007i,0.00064964+0.0012762i,0.00041062+0.000689i,0.00061756-4.1511e-05i
-0.0044402+0.0055218i,-0.0002369+0.0033571i,0.0020349+0.0012796i,0.0020053+0.00028704i,0.00012704-0.0011789i,-0.00088336-0.0015721i,-0.0010758-0.0010555i,-0.00096244-0.00096922i,-1.2882e-05-0.00022081i,-0.00022567-0.00030243i,-0.00033227-0.0002721i,0.00030493+0.00057787i,0.00023772+0.0006148i,-0.00011729-0.00051227i,0.00047319-0.0007914i,0.00097355+6.8183e-05i,0.00060064+0.00030833i,0.00035338+0.00010106i,-0.00012462-5.0346e-06i,6.7041e-05-7.5481e-05i,-7.0888e-05-0.00040607i,-0.00026888-0.00043101i,0.00041018+0.00011365i
-0.0043756+0.006899i,0.00030988+0.0055141i,0.0019948+0.0028194i,0.0016493+8.9662e-05i,0.00087633-0.0019112i,0.00058526-0.0024193i,0.00046135-0.0021706i,0.00042664-0.00047041i,-4.1486e-07+0.00046524i,-0.00075734+0.00021995i,-0.00071469+0.00053411i,-0.00088731+0.00067152i,-0.00052808+0.00016076i,0.00068001-9.4127e-05i,0.0011734-0.00015053i,0.00040631-0.00025004i,0.00016975-0.00014015i,0.0010464+0.00086138i,0.00052372+0.0011479i,9.2423e-05+0.00019822i,0.00077652+0.00010943i,0.00083179+0.00034759i,0.00017061+0.00014794i
-0.0049882+0.0070109i,-0.0024353+0.0038268i,2.3372e-05+0.001003i,0.0011834+0.00066208i,0.00083169-0.00083983i,8.8609e-05-0.0023288i,-0.00020893-0.0017562i,8.9695e-06-0.00070082i,0.00062556+0.00026729i,-0.00013512+0.00057248i,-0.0010299-0.00018806i,-0.00092698-0.00021318i,0.00010267+4.764e-05i,0.00052783+0.00057551i,0.00043207+0.00135i,0.00068951+0.00097615i,0.00037033+0.00058226i,0.00033485+0.00058979i,0.00044095-0.00025442i,0.00060105-0.00084902i,0.00093344-0.0005414i,0.0013769+0.000395i,0.0015127+0.0011703i
-0.0069047+0.0077502i,-0.0013751+0.0051221i,0.0016186+0.0027012i,0.0016969+0.00040715i,0.0010093-0.0010987i,0.00064072-0.0013089i,-2.1336e-05-0.00087573i,-0.00041937+4.5631e-06i,-0.00012702+0.00042595i,-0.00023163-3.412e-05i,-0.00041382-1.4813e-05i,2.4443e-05+0.00063441i,0.00047386+0.00014842i,0.00049196-0.00011025i,0.00029031+0.00045308i,-3.2231e-05+0.00030366i,0.00024086-0.00048142i,0.00018021-0.00055666i,0.0007451-0.00037576i,0.00050009+4.4687e-05i,-0.00015414+3.1501e-05i,9.1761e-05+5.2846e-05i,0.00073863+0.00058239i
-0.0053934+0.0060679i,-0.0014903+0.0021776i,-0.00035772-0.00081329i,-0.00050336-0.0024806i,0.00018183-0.0038174i,0.00019191-0.0032744i,-0.00057705-0.0012463i,-0.00017081-0.00060195i,0.00086028-0.0013993i,0.00069028-0.001409i,0.0003829-0.00025181i,5.1647e-06+0.00052013i,-0.00011439+0.00090472i,0.00033259+0.00096765i,0.00053748+0.00067259i,0.00050172+8.2038e-06i,0.00024654-7.456e-05i,-0.00034937-7.6869e-06i,-0.00036264-0.00037573i,0.001116-0.00045084i,0.0011039+0.00015689i,0.00036147+0.00047404i,0.00054544+0.00029294i
-0.0083371+0.0090519i,-0.0016084+0.0066844i,0.0020479+0.0043405i,0.0023268+0.0019552i,0.0019501-0.0004636i,0.001962-0.0018281i,0.00091639-0.0018064i,-0.00026856-0.0007689i,-0.00086227+0.00060025i,-0.00069267+0.00095111i,0.0002441+0.0001534i,0.00042901-8.3777e-05i,0.00056545+0.00043812i,0.00042569+0.00051029i,-9.1394e-05+0.00049586i,-7.7406e-05+0.00058913i,9.1557e-05+0.00077807i,1.3705e-05+0.00076403i,0.00011154+0.00020176i,0.00039867-0.00011554i,9.0532e-05+6.5744e-05i,-0.00055859-0.00025964i,-0.00065197-0.00038605i
-0.0091605+0.0070408i,-0.00376+0.0052508i,-0.0014088+0.0039114i,0.00018039+0.0015697i,0.0014322-0.00098538i,0.0011068-0.0026253i,0.00069969-0.002248i,0.0014825-0.00044457i,0.0012077+0.00010322i,-0.00058453-0.00018446i,-0.001071-0.00028477i,-0.00031922+0.00031192i,0.0001805+0.00073886i,-5.703e-05+0.00012665i,-0.0005124-0.00049641i,-0.00016344-0.00010449i,0.00032312+0.00039245i,0.00019256+0.00056578i,-0.00035316+0.00069454i,-0.00033905+0.00037164i,0.00086176-0.00019142i,0.0012479-0.00021504i,-8.907e-05-1.7834e-05i
-0.0075556+0.0067279i,-0.0037439+0.0050284i,-0.0016715+0.0029345i,4.8969e-08+0.0014471i,0.0012586+0.00066575i,0.0011329-6.4134e-05i,1.1593e-05-0.00070822i,-1.0381e-05-0.0011238i,-9.2389e-05-0.00098307i,-0.00068188-0.00038904i,-0.00052657+0.00014841i,-0.00039474+8.7946e-05i,-0.00048679+7.2267e-05i,-0.00034009+0.00026261i,1.5177e-05+0.00054282i,0.00020234+0.00057104i,0.00049619+0.00064239i,0.00020239+0.00024903i,-0.00037035-6.1736e-05i,-0.0002504-0.00012764i,0.00029103-7.3529e-05i,-3.6845e-05+5.1198e-05i,-5.0493e-05+0.00043774i
-0.005008+0.0049649i,-0.00071437+0.0028065i,0.0010506+0.00019594i,0.00060183-0.0017562i,-0.00025616-0.0027004i,-0.00028223-0.0029587i,-0.00075556-0.0021999i,-0.00089829-0.00075169i,-0.00019302-0.00038366i,-0.00024832-0.00061625i,0.00014002-0.00030675i,0.00013857+0.00040549i,-0.00042005+0.00082672i,8.1154e-05+0.00085523i,0.00014107+0.00088021i,1.2207e-05+0.00094101i,0.00029946+0.00079828i,0.00055795+0.00016582i,0.00048787-0.00017128i,0.00014262+0.00010461i,-0.00022522+0.00063825i,-0.00027713+0.00092857i,0.00042253+0.00068094i
-0.0039578+0.0069823i,0.0013402+0.0062552i,0.0023356+0.0031261i,0.0020075+7.0861e-05i,0.0016781-0.0014869i,0.0012213-0.0019664i,0.00038298-0.001646i,-0.00086638-0.00060086i,-0.00098051-0.00086428i,-0.00058558-0.0014709i,-0.00015425-0.0004206i,0.00033268+0.00014679i,0.00034935-0.0002748i,0.00077094+3.3834e-05i,0.0014257+0.00042729i,0.0007051+0.00071634i,6.6655e-05+0.00043426i,0.0003706+0.0002608i,0.00014952+0.00043826i,-0.00071576+0.00072567i,-0.00073903+0.00021069i,-0.00036311-0.00051114i,-0.0003683-0.00067432i
-0.0074498+0.0073308i,-0.0026509+0.0058809i,-0.0010581+0.0031548i,4.3671e-06+0.0011355i,0.00057683-0.00073791i,0.00076432-0.0015975i,0.00013903-0.0012903i,-0.00017761-0.00062193i,0.00072262-0.00015128i,0.00067631-0.00031969i,8.3233e-06-0.0003654i,0.00012879-6.3837e-05i,0.00075711+0.00045315i,0.00071046+0.00070403i,0.00022969+0.00030403i,0.00033437+0.00058054i,-4.3098e-05+0.00057877i,-0.000387-0.00065045i,-0.00080367-0.0012762i,-0.00090503-0.00089532i,-0.00039863-0.00017606i,0.00018086-1.8233e-05i,0.00036652-0.00018893i
-0.0061528+0.0051934i,-0.0023162+0.001881i,0.00025351-0.00091042i,-1.565e-05-0.0015047i,-0.00075072-0.0019139i,-0.00035982-0.0021136i,-0.00033858-0.001705i,-1.1747e-05-0.00042598i,0.00042465-0.00034776i,0.00047741-0.00070309i,-5.2235e-05+0.00027072i,-0.00038734+0.00038576i,-0.00072864-0.0001674i,-0.0010028-1.4728e-05i,-0.000482+0.00036875i,0.00028848-8.8273e-05i,0.00053351+0.00025582i,0.00063849+0.0010581i,0.0001304+0.0005351i,-0.00068081-4.3405e-05i,-2.2072e-05-0.00053159i,0.00032892-0.00042719i,-0.00036329-0.00017257i
-0.0062037+0.0046496i,-0.0010624+0.0042411i,0.0013291+0.0017053i,0.00061522-0.0010922i,0.00031139-0.0020425i,0.001168-0.0017959i,0.00074614-0.0016514i,0.0001296-0.0013927i,0.00020762-0.00092113i,-0.00023431-0.00069654i,-0.0004977-0.00028554i,-0.00046213+4.7619e-05i,2.5126e-05+0.00037282i,0.00069927+0.00053063i,0.00099882-5.6309e-05i,0.00062467-0.00042059i,0.00020617-0.00019422i,0.00058286-0.00020929i,0.00050156-0.00013561i,0.00056343+0.00014004i,0.0011609+0.00039564i,0.00078064+0.00018169i,-3.7181e-05+0.00037753i
-0.0074165+0.0062647i,-0.0031962+0.0071167i,-0.00097256+0.0061474i,8.9851e-05+0.0031396i,0.00029496+0.0003485i,-3.6801e-05-0.00039302i,0.00011865-0.0004265i,0.00032303-0.00044824i,0.00052355+6.1379e-05i,0.00032936+0.00047553i,-7.9529e-05+0.00060163i,0.00024715+0.00047259i,0.00063953+0.00068061i,0.00039154+0.00084016i,0.00049631+0.00066846i,0.00077662+0.0007432i,0.0002085+0.00059601i,8.3274e-05+6.7449e-05i,0.00057535+1.3851e-05i,0.00013795+0.00083918i,-0.00082226+0.0011876i,-0.0013022+0.0013003i,-0.00096724+0.00055802i
-0.0079375+0.0070878i,-0.0051737+0.0049437i,-0.0031956+0.0029054i,-0.00092092+0.0013904i,0.00042391-0.00012575i,0.0014398-0.0013878i,0.0013468-0.0022108i,0.00031991-0.0012584i,-0.00020873-4.2973e-05i,-0.00087753-0.00025625i,-0.00082392-1.3897e-05i,-0.00077593-0.00012167i,-0.00021853-0.00017973i,1.9536e-05+1.7725e-05i,-3.525e-05-0.00076526i,0.0011141-0.00088511i,0.0017806-0.00044386i,0.0012925-0.00029391i,2.279e-06-0.00010567i,-8.3695e-05-2.6515e-05i,0.00047263-0.00025532i,0.0010166-0.00037778i,0.00089891-0.00050447i
-0.0072864+0.0038977i,-0.0026189+0.0024679i,-0.00016549+0.00051701i,0.00019264-0.0006794i,-7.8201e-05-0.00057841i,0.00041685-0.00039672i,0.00075553-0.00077222i,4.6641e-05-0.0010904i,-3.2982e-05-0.00084629i,1.7693e-05-9.9142e-05i,-0.00024815+0.00064852i,-0.00027142+0.00050072i,-0.00037092-0.00014883i,0.00024732-0.00033086i,0.0014198-7.0274e-05i,0.0015164+0.00018203i,0.00086405-0.00062116i,0.00016318-0.0018031i,-0.00031926-0.0010958i,-0.00040453+0.00011074i,-0.0002505-0.00011376i,-7.4386e-06-0.00030169i,-3.1801e-05+0.00043546i
-0.0057521+0.0062996i,-0.00057887+0.0049289i,0.00091207+0.0032225i,0.00094744+0.00040767i,0.0022241-0.0013147i,0.0015868-0.0012839i,-9.0106e-05-0.0011527i,-9.419e-05-0.0004215i,0.00019423+0.00013197i,-0.0011283+5.7921e-05i,-0.0011778-0.00026492i,0.00020251-0.0010264i,0.00024128-0.0006034i,0.00028292+0.00033806i,6.4161e-05+0.00062643i,-0.0008225+0.0003028i,-0.00034244-0.0002843i,0.00077038+0.00015611i,0.0013137+0.00012134i,0.00083458-8.9899e-06i,0.00054116+0.00050711i,0.00069642+0.00092408i,0.00028689+0.00081655i
-0.0044503+0.0069449i,0.00011655+0.0051239i,0.0019371+0.0020908i,0.0019945-0.00024754i,0.0011555-0.0022468i,0.00065047-0.0031055i,0.00032772-0.0021036i,0.00014567-0.00038733i,0.00025026+0.00013668i,-0.00016627+0.0001368i,-0.00060657+0.0007664i,-0.00050116+0.0011407i,0.00028158+0.00028175i,0.00099339+0.00038975i,0.00050344+0.00066716i,0.00020651+0.00015722i,0.00055709+3.6092e-05i,0.00083234+0.00018067i,0.00029815+6.7136e-06i,-0.00046147-9.3526e-05i,-9.0089e-05-0.00020782i,0.00053297-0.00055247i,-0.00015146-0.0004447i
-0.0058997+0.0079182i,-0.0018121+0.0063327i,-1.4846e-05+0.0040837i,0.00031767+0.0021764i,0.0011571+3.1794e-05i,0.0013348-0.0023355i,0.00040255-0.0027755i,0.00044349-0.0020486i,0.0011678-0.0013071i,0.0010006-0.000948i,0.00019346-0.00094829i,-0.00040895-0.00074546i,-0.00047273-0.00069908i,4.3325e-05-6.16e-06i,0.0007035+0.00056911i,0.0010901+0.00035113i,0.00097631+0.00015187i,0.00079566-0.00011719i,0.00074327+9.8554e-05i,0.00088725-0.00021908i,0.00052244-0.00055518i,-8.5957e-05-0.00051837i,0.00024022-0.00054065i
-0.0076723+0.0070766i,-0.003639+0.004924i,-0.0011766+0.0018904i,0.0001897-0.00060021i,0.00099384-0.0018205i,0.00049605-0.0022332i,-7.4305e-05-0.001372i,-0.00016381-0.00055285i,0.0001859-0.00029915i,-4.5431e-05-0.00011717i,-0.00043926-0.0001821i,-0.00013644-0.00055849i,-0.00043251-0.00032353i,3.2699e-05+0.00049977i,0.00081238+0.00083606i,0.00099731+0.00081646i,0.00037707+0.00048193i,-0.00021454+0.00017101i,-0.00056138+1.6245e-05i,-0.00073878-0.00016567i,-0.0003781-0.00016575i,9.381e-05-8.844e-05i,0.00049076+0.00028026i
-0.0071926+0.0023614i,-0.0028951+0.0011896i,-0.00047852-7.1995e-05i,0.00019413-0.0016972i,0.00058806-0.0018457i,-0.00029387-0.0012289i,-0.00061947-0.0012423i,-0.00017951-0.00038493i,-0.00022651-0.00017504i,-0.00082279-0.00023404i,-0.0011816+0.00062435i,-0.00062131+0.0011902i,0.00026693+0.00099808i,0.0012857+0.00062445i,0.0014701+0.00070808i,0.00089491+0.00041639i,0.00045972+0.0001184i,0.00075713+0.00054691i,0.00074465+0.00093269i,0.00078363+0.0007943i,0.0015765+0.00052943i,0.0018737+0.00027322i,0.0014043+0.00038305i
-0.0037505+0.0045668i,-0.00022678+0.0039572i,0.0011781+0.0028816i,0.0019398+0.0010224i,0.0009777-0.00085668i,-0.00043179-0.0020901i,-0.00060326-0.0022214i,-0.00017994-0.00092646i,7.9008e-05+0.00019217i,-2.7647e-05-0.00043555i,-0.00042897-0.00097322i,-0.0010576-0.00089004i,-0.0007376-0.00061476i,-0.00038551-0.00021374i,0.00010036+2.9063e-05i,0.00035454+0.00022109i,0.0009142+0.00015556i,0.0010182+0.00027576i,-0.000383+0.00047378i,-0.00036469+0.00029949i,0.00015265+0.00059845i,-0.00012084+0.00053151i,9.4665e-05+9.3412e-05i
-0.0078579+0.0079639i,-0.0033618+0.0061584i,-0.00071465+0.0042702i,0.00085414+0.0025959i,0.00095353+0.00084948i,0.00080304-0.0011356i,0.00085038-0.0012409i,0.00034209-8.2626e-05i,0.00033804+0.00085903i,0.00095326+0.00059833i,0.0012349+7.4414e-05i,0.00055147+0.00010052i,-0.00037653+2.4273e-05i,0.0003008-0.00092294i,0.00066439-0.0008854i,0.00031707-0.00028563i,0.00023128+7.5721e-05i,0.00065973+0.00056734i,-0.00021295+0.00049275i,-0.00099168+0.00054831i,0.00015923+0.00095031i,0.0011375+0.00041184i,0.0011449-2.6107e-05i
-0.0075549+0.0047003i,-0.0027683+0.0030381i,-0.0010398+0.0011269i,-0.0004983+0.00010984i,0.00023956-0.00067591i,0.00086533-0.0016437i,0.0003719-0.0020094i,-1.9363e-05-0.0014331i,-0.00015777-0.00080664i,-0.00058462-1.9117e-05i,-0.00093587+0.00088425i,-0.00037776+0.00033588i,-0.00025984-0.00099584i,6.3945e-06-0.00091161i,0.00062401-0.00022762i,0.00058239+0.00011847i,0.00098142+0.00059355i,0.0012644+0.00049152i,0.00051382-6.4433e-05i,0.00046577-8.5818e-05i,0.00077334+0.00039595i,0.00017869+0.0002438i,-0.00018191-0.0002025i
-0.006526+0.007177i,-0.0017094+0.0065021i,0.0010339+0.0047117i,0.0011225+0.0016365i,0.00063217-0.0010314i,0.0004133-0.0022651i,0.00087483-0.0017348i,0.00057755-0.00016545i,0.00040607-0.00010259i,0.0011994-0.0006446i,0.00075401-0.0010864i,-8.3433e-05-0.0010311i,0.00027143-0.00038002i,0.0003243-0.00016056i,0.00035719-0.00035129i,0.00090488-0.0005546i,0.00081718+0.00038291i,-0.00018875+0.00046i,-0.00020459-0.00036515i,0.0003205-0.00033778i,-4.0498e-05-4.7899e-05i,0.00023221-0.00016218i,0.0009856-0.0006563i
-0.0072287+0.0091817i,-0.0032587+0.0065611i,-0.00045117+0.0031781i,0.00089098+0.00077301i,0.0014843-0.0006336i,0.0012267-0.0014847i,0.00095452-0.0015847i,0.00060607-0.00065853i,0.00039178-0.0004854i,0.00043347-0.00090845i,-3.1773e-05-0.00036136i,-0.00044505+0.00029446i,5.0284e-05+0.00029424i,0.00039036+0.00060013i,8.7495e-05+0.0011044i,3.4531e-05+0.0010582i,0.00038131+0.00036674i,0.0010815+1.0356e-05i,0.0014248+0.00060068i,0.0010262+0.0010133i,0.00022287+0.00015454i,9.0836e-05-5.5509e-06i,-4.1994e-05-9.0555e-05i
-0.0069212+0.0063271i,-0.0030767+0.003686i,-0.00045712+0.001868i,2.4742e-05+0.00025257i,-1.5188e-05-0.0020879i,0.00019357-0.002746i,7.4185e-06-0.0010866i,-0.00076573-0.00017654i,-0.00042239-0.00039402i,-9.2628e-05-0.00019663i,-0.00042334+0.00026589i,-0.00055529+0.00029917i,-0.0012501+0.00027296i,-0.00076462+0.00014091i,4.9797e-05+0.00035984i,0.00088826+0.00023838i,0.0013665-0.00014851i,0.00087489-0.00013058i,-0.00021738+0.00033133i,-0.00064671+0.00039631i,-0.00012344+0.00027683i,-0.00012324+0.00051932i,-0.0002016+0.00052223i
-0.0065238+0.003603i,-0.0026725+0.0025013i,-0.0012105+0.0011277i,-0.00076301-1.9704e-05i,-0.00041466-0.0008281i,0.00028842-0.0015703i,0.00045843-0.0018635i,-2.4481e-05-0.0013257i,-0.00022711-0.00096432i,-0.00054376-0.0011105i,-0.00068904-0.00052271i,-0.00027985+0.00034081i,-5.3795e-05+0.00086457i,-0.00044513+0.0014269i,0.00022397+0.0016541i,0.0011509+0.00069371i,0.0012273-0.00052127i,0.0010247-0.00054291i,0.00023395-3.3393e-05i,-0.00020769+5.4185e-05i,7.2673e-05-0.0001034i,0.0005707-2.2246e-05i,0.00055158-4.0693e-05i
-0.0071895+0.0075392i,-0.0024098+0.0056734i,-0.00053918+0.0038478i,-0.00024186+0.0011626i,0.00039363-0.001274i,-1.3077e-05-0.0018361i,-0.00017786-0.0012828i,0.00055002-0.00092918i,0.00040902-0.00056761i,-0.00024206+8.1665e-05i,-0.00060345+0.00030465i,-0.00047985-9.3521e-05i,0.00010296+0.00016036i,0.00069442+0.00057137i,0.0010009+0.00059921i,0.0010238+0.00050446i,0.00079949+0.00017975i,0.00024377-0.00021953i,-0.00017295+0.00020335i,-6.942e-05+0.00078702i,0.00044191+0.0011725i,0.00072251+0.001035i,0.00046091+0.0004141i
-0.0065894+0.0046961i,-0.0025259+0.0035437i,-0.00028544+0.0024751i,-0.00031156+0.00078093i,-0.00024678-0.00082889i,0.00070629-0.0012719i,0.00075017-0.0012969i,2.2316e-05-0.0012739i,-0.00058718-0.0008036i,-0.00063339-0.00029197i,-0.00021582+0.00040908i,0.0001253+0.00081415i,0.00022199+0.00048478i,0.0007249-5.2628e-05i,0.0011719-9.7698e-05i,0.00043642+0.00026701i,4.5756e-05+0.00078491i,0.00012289+0.00087888i,-0.00012683+0.00012115i,-0.00054332+0.00013345i,-0.00033792+0.00048286i,-0.00028096+0.00043904i,-0.00015755+1.7742e-05i
-0.010313+0.0071195i,-0.0044235+0.0053333i,-0.0015005+0.00528i,0.00052108+0.0034105i,0.0014182+0.001607i,0.0023+0.00073478i,0.0018759-0.000663i,0.00049577-0.0008493i,-0.00014668-7.0971e-05i,-0.0002747+0.00010756i,0.0002751-0.00049313i,0.00026764-0.00081939i,0.00019935-0.00084681i,0.00019802-0.00094275i,0.00039285-0.00090794i,0.00061064-0.00048525i,-0.00014675-0.00023063i,-0.0004045+0.0001202i,-0.00039203-0.00023219i,0.00015637-0.00028966i,0.00034221+5.8728e-05i,8.5373e-05+0.00024483i,0.00024707-0.00014589i
-0.0085286+0.0041135i,-0.004646+0.0031115i,-0.0022264+0.0014711i,-0.00069035+0.00048793i,0.00067137-0.00088148i,0.00036789-0.0028575i,-0.00020579-0.0030886i,0.00049929-0.0019712i,0.00087487-0.0014904i,0.00048592-0.0017084i,-1.7558e-05-0.0010816i,-0.00013936-0.00012917i,-0.00017758+0.00013383i,-0.00026373+0.00038644i,-7.213e-06+0.00031683i,0.00062573+0.00027786i,-0.0001163+0.00051037i,-0.00056249+0.00040335i,-2.6717e-05-0.00071535i,0.00082354-0.00055848i,0.0011342+0.00051032i,0.00077657+2.7236e-05i,0.00041077-0.00028665i
-0.0063221+0.0025244i,-0.0018458+0.0013815i,-0.00090609-0.00015027i,-0.00075391-0.0010731i,0.00044542-0.0017612i,0.00066534-0.0016555i,0.00036299-0.0005087i,-0.0005498-0.00010859i,-0.0013093-0.00080556i,-0.0016853-0.00065207i,-0.0012727+0.00025503i,-0.00032812+0.0010634i,6.6118e-05+0.0015751i,0.00077825+0.0011237i,0.00094766-0.00071332i,0.00078867-0.0014097i,-8.8086e-07+7.5886e-05i,-0.00062851+5.2391e-05i,0.00027171-0.00091949i,0.0012679-0.001119i,0.0009749-0.00065535i,4.3005e-05+0.0001781i,-0.00015587+0.00078451i
