-0.0034466-0.00038376i,-0.0031415+0.00028835i,-0.0038286+0.0017346i,-0.0023098+0.0021398i,-0.0012653+0.0026841i,-0.00075411+0.0024675i,-0.00014684+0.0026164i,0.00057382+0.0023301i,0.00087715+0.00086516i,0.0013352+0.00029535i,0.0016114+0.00014821i,0.00085617-0.00033616i,0.00074017-0.0012336i,0.00196-0.0015016i,0.0021929-0.00048255i,0.00083057-0.0005434i,0.00040145-0.00098802i,0.00084802+7.3974e-05i,0.00062786+0.0010057i,-0.00072412+0.00034849i,-0.0011251-0.00025334i,-0.00039894-8.5357e-05i,-0.00024548-7.7591e-05i
-0.0005292-0.0013969i,0.0003775-0.0015447i,-0.00024546-0.00089411i,-0.0001725-0.00034423i,0.0001877+8.1913e-05i,9.6519e-05+0.0015119i,0.00014637+0.0019956i,-0.00051232+0.0016597i,-0.00047828+0.00053372i,0.00022294-0.00031868i,0.0011108+7.3147e-05i,0.0013632-4.3266e-06i,0.00097212+0.0002311i,0.00060991+0.00052766i,0.0001139-1.3401e-05i,-0.00063908+0.00030881i,-0.00097175+0.00044035i,-0.00030319-0.00026989i,-0.00056109-0.00022258i,-0.0014201+0.00014758i,-0.0010217+0.00068147i,-0.00065967+0.0008102i,-0.00042878+0.00024473i
0.001788+0.001043i,0.0016752+0.00090751i,0.00091055+0.001017i,0.00036074+0.0003688i,7.0841e-06-0.00086561i,-0.0007824-0.00035839i,-0.001684+0.0014258i,-0.0014078+0.0022908i,-0.00050869+0.0014171i,-0.00051562+0.00043347i,-0.00015938+0.00032667i,0.00076236+0.00036768i,0.00086516+0.00019478i,9.3756e-05+0.00018468i,-0.00013308-0.0001329i,0.00013263-0.00040722i,3.9738e-05-7.5421e-05i,-0.0003934+0.00037287i,-0.00085598+0.00039356i,-0.00034251+0.00059396i,0.00040115+0.0005745i,0.00044307+0.00024942i,-0.00015285+0.00054967i
0.0011308+0.0026138i,0.00038479+0.0017795i,0.0010942+0.001189i,0.0012776+0.00024194i,2.1978e-05-0.00045618i,-0.0014553-0.00037187i,-0.0020005+0.00040159i,-0.0013143+0.00078022i,-0.00018893+0.00030749i,-0.0003082-0.00032545i,-0.00024373-0.00052916i,0.00041825-0.00058614i,0.00024288-0.00044804i,0.00026951-1.8643e-05i,0.00059829-0.00047944i,0.00027223-0.00054583i,-0.00025018+0.00024535i,-0.00045561+0.00050682i,-0.00043056+0.00044434i,-0.00080264+0.00042455i,-3.7521e-05-8.5452e-05i,0.00093318+0.00011232i,0.00023442+0.00063291i
0.00073256-0.0012224i,0.00030416-0.0022124i,-4.5949e-05-0.0013861i,-7.6908e-05-0.00013297i,0.00041658+0.0010584i,5.436e-05+0.0014721i,-0.0009374+0.0020284i,0.00013188+0.0020981i,0.00088973+0.00069506i,0.00040299+0.00039456i,0.00043029+0.00079773i,0.00088719+0.0002839i,0.00078106-0.00043315i,0.00023523-0.00017478i,0.00062551+5.6702e-05i,0.001641-0.00019846i,0.0010752-4.251e-05i,0.00013374+7.4175e-05i,-0.00038844+0.00039663i,0.00012854+0.00018124i,0.0014255+3.285e-05i,0.00082448+0.00058508i,0.0002149+0.00017174i
0.0008284-0.00070923i,0.0012834+0.00053172i,0.0013447+0.00035284i,9.8225e-05+0.00044643i,-0.0016316+0.00084382i,-0.0024907+0.001235i,-0.0018144+0.0012888i,-0.0011752+0.00050204i,-0.00080464+0.00040075i,-0.00012623+0.00030261i,0.00061735+0.00089874i,0.0013654+0.0015494i,0.0014811+0.0012303i,0.00048836+0.00041399i,-0.00068729+0.00067529i,-0.00089142+0.0010345i,-0.00079933+5.2912e-05i,-0.00060513-0.00050389i,-0.00037486-0.00065877i,-0.0002939-0.0011305i,0.00036313-0.00058173i,0.0010115+0.00053915i,0.00067948+0.00050621i
0.0030927+0.00017487i,0.0041488-0.00087843i,0.0024791-0.00082437i,0.00051127-0.0012976i,8.5043e-05-0.0012129i,-0.0008423-8.3403e-05i,-0.0016447+0.0011494i,-0.0013573+0.0010182i,-0.00017302+0.0012942i,0.00098494+0.0016176i,0.0014221+0.00077092i,0.0013104+0.00016243i,0.00059979-0.00062034i,0.00056068-0.0010033i,0.00059018-0.0013991i,0.00048935-0.0010751i,0.00033089-0.00028906i,-0.00029537-3.3309e-05i,-0.00041447+0.00033754i,-0.00058189+0.00016503i,-0.00090684+0.00021289i,-0.00075602+0.00062191i,-0.00053419+0.00076597i
0.00044884+7.3122e-05i,0.00042635+0.00054605i,-0.00036473+0.00087564i,-0.00043842+0.00030042i,0.0002473+0.0001437i,-0.00013882+0.00050953i,-0.0013495+0.00070643i,-0.0014153-0.00011031i,-0.00050809-0.00020361i,0.00026546+0.0006135i,0.00027324+0.00042919i,8.7484e-06+0.00023546i,0.00041018+0.00023697i,0.00028147-0.00048748i,0.00043207-0.0011378i,0.00065668-0.0012317i,0.00015233-0.0010064i,0.00083782-0.00033244i,0.00091011+0.000414i,0.00023921+0.00027906i,-0.00027107+8.0578e-05i,-0.00029974+0.0007125i,0.00037432+0.00079771i
0.0017119+0.00058423i,0.00094658+0.00037946i,0.00056027-0.00031137i,0.00021909+0.00023708i,-0.0011971+0.00098595i,-0.0016608+0.0010554i,-0.00097129+0.0017225i,-0.00026271+0.0018057i,5.0979e-05+0.00097236i,8.902e-05+0.00129i,0.00019069+0.0011674i,0.00021878-0.00013052i,0.00052674-0.00011902i,-0.00013703+0.0010261i,-0.00052628+0.00072579i,0.00011255-0.00014928i,5.48e-05-0.00020785i,5.0787e-05+0.00022152i,0.0002899+0.00031848i,0.00045996-2.8679e-05i,4.488e-05-0.00023041i,-0.0010168-0.00011648i,-0.00070339-0.0001522i
0.00087131-0.0022548i,0.00016028-0.0025429i,-0.00068967-0.0022232i,-0.00070049-0.0011053i,-0.00093381-0.00025304i,-0.0020581+0.00050743i,-0.0019283+0.00088914i,-0.0010568+0.0007204i,-0.0003969+4.1238e-05i,-0.00075391-0.00077923i,-0.00061037-0.0010695i,-0.00028204-0.0006765i,-0.00086258-0.00015964i,-0.00049228+0.00020721i,-0.00039173+0.00047532i,-0.0010132+0.00075187i,-0.00032099+0.00059116i,0.0005247+9.5189e-05i,0.00063909-0.00015474i,9.6675e-05-0.00027562i,-0.00043849-0.00065497i,-2.4255e-05-0.00062779i,0.0003513+0.00022998i
-0.00073541+0.00094772i,-0.00018703-6.9378e-05i,0.0012446-0.00020542i,0.0020496+0.000447i,0.00088263+0.00071642i,-0.00045003+0.00050575i,-0.0011036+0.00044952i,-0.00074474+0.00012656i,-0.00030721-0.00031279i,0.0002944-0.00037188i,0.00064689+0.00044221i,0.00091703+0.00013535i,0.0010217-0.0011945i,0.00028342-0.0017311i,-0.00057347-0.0013148i,-0.00054783-9.1328e-05i,-0.00030864+0.00075796i,-0.00070719+0.00021925i,-0.00027808+0.00012012i,0.00019024-0.00029051i,-0.00069902-0.00044626i,-0.00081505-0.00013373i,-0.00075051+0.00012912i
0.001495+0.0017039i,0.0029605+0.00097248i,0.0029051-0.00058766i,0.0017854-0.00095517i,0.00077103+0.00020701i,-6.6539e-05+0.0005427i,-0.00033619+0.00051532i,-0.00010401+0.0013134i,-0.00034121+0.001386i,-0.00016432+0.00054291i,8.1883e-05-0.00028986i,5.7048e-05-0.00015512i,-1.6937e-05-0.0001995i,-0.00051599-0.00043295i,-0.00014386-0.00058372i,0.00036012-0.00032168i,0.00011866-0.0002624i,-0.00060685+0.00038534i,-0.00090139+0.0011363i,-0.00065962+0.00059097i,-0.00020668-0.00024518i,0.0004423-0.00061032i,0.00070998-0.00032213i
0.00038898+2.1513e-05i,-0.00036418+0.00076646i,-0.0011934+0.00094024i,-0.001647+9.5866e-05i,-0.0015852-0.00055586i,-0.001332+0.00034057i,-0.00087113+0.001423i,-0.00016254+0.0014574i,-3.7153e-05+0.00088106i,-0.00052544-2.7246e-05i,0.00018149+5.1649e-05i,0.00077749+0.00022482i,0.00017098-8.2572e-05i,-0.00023446+0.00037797i,-8.9844e-05+0.00083298i,-5.9628e-05+0.00024142i,-0.00041132-6.7088e-05i,-0.00031951+0.00044677i,0.00032024+0.00079324i,0.00039733+0.00042997i,0.00029409+0.00089372i,0.00028076+0.001278i,0.00029746+0.00041625i
0.0021762+0.00097693i,0.0019399-0.00016389i,0.0023659-0.00074725i,0.0015053-0.00031384i,-0.00011224-0.00017485i,-0.0008899+0.00017387i,-0.0008769+0.0017707i,-0.00036919+0.0023464i,0.00010478+0.0014716i,-0.00038885+0.00015295i,-0.00047381-0.00042769i,0.00039566-0.0011002i,0.0005596-0.0010177i,0.00018211-0.00027157i,-0.00014566-0.00042296i,1.0537e-05-0.00078285i,-0.00011623-0.00068228i,0.00011507-0.00021961i,-0.00013931+0.00021122i,-0.000474+4.7736e-06i,0.00024336-0.0002795i,0.00019915-4.5578e-05i,-9.1223e-05+5.8262e-05i
-0.00082287+0.00057987i,0.00039129-0.00080207i,0.0011349-0.0011987i,0.00041859-0.00052449i,-0.00056551-0.00018968i,-0.0012103-0.00032856i,-0.00063371-0.00031673i,0.0008554+0.00025218i,0.00093027+0.00050488i,0.00054561-0.00039235i,0.00044766-0.00094436i,-8.86e-06+0.00015041i,-3.9491e-05+0.00048908i,-0.00014485+2.3397e-05i,4.5651e-05-0.00015725i,7.3954e-05-0.00013234i,-0.00015603-0.00044479i,-0.00022058-0.00060539i,1.505e-05+8.4823e-05i,-8.1813e-05+0.00019786i,-0.00041896+7.2959e-05i,-0.0011059+0.00056405i,-0.00073349+0.00057667i
0.0015419+0.00055233i,0.0027101+0.0011837i,0.0025467+0.0018718i,0.0015734+0.0011557i,0.0010466+0.00070257i,-0.00030481+0.000965i,-0.0011694+0.0014555i,-0.000268+0.001029i,-0.00051075-5.4473e-05i,-0.00042896-0.00074154i,-8.2745e-05-0.001289i,-0.00023657-0.001004i,-0.0010263+0.0004324i,-0.0018523+0.00017053i,-0.0011891-0.00088488i,-0.00067619-0.00093505i,-0.00073773-0.00042458i,-0.00048758+0.00014865i,-0.00057743+0.00029352i,-0.00043704+0.00016554i,0.00031051-3.2987e-05i,0.00029616+2.4397e-05i,0.00018549+0.00079393i
0.0018622+0.0012116i,0.0015426-0.00017195i,0.0015253-0.00056476i,0.00023435+1.6757e-05i,-0.0015181-0.00047647i,-0.0029413-0.00097355i,-0.0029926-4.811e-05i,-0.001109+0.00096917i,0.00022314+0.00035085i,0.00046853+0.00010488i,0.00095823+0.00050596i,0.0012071+0.00019706i,0.00080355+0.00020637i,0.00045252-0.00037653i,-8.1326e-05-3.4374e-05i,-0.00045888+0.00086988i,0.00029845+0.00097492i,0.00071655+0.00070702i,0.00087522+0.00053726i,0.00059266+0.00033086i,-0.0005364-0.00011554i,-0.000158-0.00011965i,0.00022022+0.0001768i
9.022e-05-0.0035353i,0.00076657-0.0043973i,-0.00041897-0.0030618i,-0.00099335-0.0021247i,-0.00037203-0.0014536i,-0.00056658+0.00034247i,-0.00066022+0.0011277i,-0.00045348+0.00069547i,6.5622e-05+0.0002463i,-8.1404e-05-9.9794e-05i,-0.00019134-0.00011879i,0.00046767-0.0001504i,9.5256e-06+0.00026411i,-0.00064544+0.00094223i,-0.00058575+0.00031193i,-0.00025654+0.00013889i,-0.00020046+0.00022508i,-8.9274e-05+0.00019199i,0.00031799+0.00036331i,0.00060207+0.00054728i,0.00027637+0.00053162i,0.00039336+0.0001759i,0.00063757-6.4774e-05i
0.0035487+0.0028926i,0.0036289+0.0024666i,0.0038884-0.00014142i,0.0028072-0.00091463i,-0.00022524+0.00052438i,-0.0024791+0.0013969i,-0.0026944+0.0013464i,-0.0017208+0.0011646i,-0.0011634+0.0011823i,-0.0018862+0.00024576i,-0.00078835-0.00045306i,0.00080072+3.3179e-05i,-8.4917e-05+0.00018772i,-0.00061983+0.00026948i,1.8301e-05+0.0010596i,9.3142e-05+0.00074339i,-0.00017981+0.0002143i,-0.0007057+0.00020808i,-0.00056139-1.448e-05i,0.00028728+0.00050346i,0.00060985+0.00058437i,0.00029431-3.1676e-05i,-0.00035715-0.00048134i
0.00099736-0.00081365i,0.00019386-0.001128i,0.00083608-0.00097345i,0.0013072-0.00044364i,0.0011691-0.00028531i,-4.2938e-05-0.00086501i,-0.001257-0.00070755i,-0.00082164+0.00025963i,0.0004497+7.2466e-05i,0.00069727-0.00054072i,0.00039122-0.00016506i,-0.00037194+0.00019214i,-0.00043161+0.00034381i,-0.00022618+0.0011536i,0.00019228+0.0015238i,0.00060608+0.0014634i,0.00062887+0.00068832i,-0.00018801+6.4359e-05i,-0.00031876+0.00031937i,0.00030509+0.0001213i,-2.3102e-05-0.00015837i,-0.0003471+0.00062046i,-0.00024376+0.0010819i
0.0034404-0.00097296i,0.0033157-0.0016432i,0.0018182-0.0023709i,0.00011266-0.0014904i,-0.0014455+0.00031954i,-0.0026187+0.0026924i,-0.0022477+0.0022715i,-0.0012698+0.0016319i,-0.0007119+0.00088008i,0.000104-0.00021228i,-0.00028962-0.00017702i,-0.00010775-0.00011633i,0.00089003+0.00059807i,0.00070732+0.0015263i,-7.4164e-05+0.0019779i,-0.00038033+0.0014009i,-0.00014378+0.00091044i,-0.00014421+0.0005402i,2.6136e-05+0.00017993i,-0.000109+1.9879e-05i,-0.00017181+0.00020512i,-0.00023399-0.00043623i,-0.00074516-0.0008494i
0.00066185+0.00085307i,0.0024125+0.00052314i,0.0048405-0.0012725i,0.00365-0.0034711i,0.00034109-0.0041669i,-0.0017588-0.0028443i,-0.0017788-0.00016796i,-0.0013315+0.0011732i,-6.2047e-05+0.0003511i,0.000573-0.00045908i,0.00022726-0.0010752i,-7.2442e-05-0.0012997i,-0.00051028-0.0010274i,-0.0012165-0.00047194i,-0.0019214+8.9149e-05i,-0.00095318+0.00063716i,0.00072792+0.00039613i,0.00073961+0.0001376i,-0.00022461+0.0011612i,-0.00012601+0.0021044i,5.9193e-05+0.0017434i,0.00020713+0.00082825i,-0.00029459+0.00044742i
-0.0050297-0.0043129i,-0.0075384-0.0029532i,-0.009885+0.0013883i,-0.0066813+0.0051566i,-0.0020681+0.0072927i,0.0020438+0.0049629i,0.002084+0.0011042i,3.4021e-05-0.00058455i,-0.0018602-0.00069214i,-0.0017808+0.00079154i,0.00037927+0.0018276i,0.0017336+0.0012284i,0.0028411-3.9174e-05i,0.0045432-0.00016031i,0.0050341+0.00040897i,0.0032937+0.00046133i,0.0010101+0.0001835i,0.00014625-0.00079057i,0.000152-0.0016477i,-0.00081145-0.002036i,-0.0013387-0.0012235i,-0.001015+0.00032494i,-3.7237e-05+0.00051003i
-0.0020037+0.00066914i,-0.0021673+0.00088105i,-0.0023791+0.0020441i,-0.0015868+0.0023436i,-0.00068851+0.0016985i,-0.00059847+0.0010501i,-0.0014753+0.00013517i,-0.0014304+0.00034923i,-0.00021844+0.00047445i,2.2407e-05+2.276e-05i,-0.00041235-0.00012792i,4.0195e-05-0.00023928i,0.0010393-0.00040221i,0.00083912+0.00019388i,0.00086717+0.0010877i,0.00020748+0.0019746i,-0.00061056+0.0012638i,-0.00026573+0.00030199i,-0.00057359+0.00010627i,-0.00080445-1.4812e-05i,-0.00087519+4.9537e-05i,-0.0014892+0.00046649i,-0.00083554+0.00010127i
-0.0024027-0.0020181i,-0.0012558-0.0016126i,-0.00034749-0.00032672i,0.00084514+0.0010902i,0.00063177+0.0019811i,-0.0006099+0.001896i,-0.0014501+0.0018457i,-0.00096388+0.0013143i,-0.00018841+0.00067623i,3.0935e-05+0.00057578i,0.00090827+0.0010436i,0.0013455+0.00084387i,0.0010599-0.00019978i,0.0016459-0.00095835i,0.0012104-0.0008688i,0.0006981-0.00063363i,0.00075525+0.00026506i,-8.0021e-05+0.00056959i,-0.00053419-0.00069315i,-9.4505e-05-0.0011485i,0.00082991-8.241e-05i,0.00085407+0.00082552i,7.7274e-05+0.00056748i
0.00069024-0.00017971i,0.00097053+0.0007666i,0.00074253+0.0010659i,-1.0274e-05+0.0005811i,-0.0010551+0.00068572i,-0.0018835+0.0012826i,-0.0018974+0.0019182i,-0.0015951+0.0018516i,-0.00122+0.00065767i,-0.0010557-7.0641e-05i,-0.00091602-0.00024322i,-7.1153e-05-0.00023018i,0.0010343-0.00071453i,0.001242-0.0012051i,0.00071661-0.00052459i,0.00068895+0.00051129i,0.00048882+0.00030992i,0.00026642+0.00013168i,0.00087535+0.00059042i,0.000847-0.00011377i,0.00019792-0.00016372i,-0.00067763+0.00035387i,-0.0006823+0.00035723i
0.0012511+0.0022282i,0.00042211+0.00044345i,0.00088251-0.00010693i,0.0017794-2.6066e-05i,0.00094653-0.00036324i,-0.00069649+0.00046176i,-0.00087484+0.0018776i,-0.00038403+0.0023129i,-0.00012232+0.0012105i,0.00047207+7.5043e-05i,0.001053-0.0002469i,-0.00013676+3.2326e-05i,-0.0007861-0.00067144i,0.00062578-0.0014564i,0.0015234-0.00043989i,0.0012228+0.00043284i,0.001082+0.00048324i,0.00056789+0.00066882i,0.00030179+0.00037536i,0.00056734+0.00023973i,0.00022155+0.00019574i,-0.000299+0.00018402i,-0.00025413+0.00016272i
-0.000259+0.00038542i,0.00023199-0.00035394i,7.1111e-05-0.00086729i,-0.00058459-0.00078652i,-0.00031123-0.00034957i,-0.00067594+0.0010131i,-0.0015901+0.001926i,-0.00058401+0.0014357i,-0.00032915+0.0004744i,-0.00054388-0.00044355i,8.6196e-05-0.00052713i,0.00037936+0.00021918i,0.00011432+0.00069375i,0.00074649+0.00068328i,0.0014008+0.00044434i,0.0010889+0.00056249i,0.00050168+0.00047846i,-4.741e-05+0.00010326i,-0.00044834-0.00084631i,-0.00083302-0.00070638i,-0.00079657+0.00042729i,-0.00087817+0.00071075i,-0.0011595+0.00054248i
-0.0010683-0.0013387i,-0.0012077-0.0010481i,-0.0013528-0.00078744i,-0.00047025+0.00050159i,0.00036406+0.0021293i,0.00034295+0.0021733i,-0.00052765+0.0012664i,-0.00073306+0.00045481i,-0.00060056+0.00034902i,-0.00020284+0.00011197i,0.00058067+0.00029781i,0.00063953-7.1636e-05i,8.7504e-06-0.0003515i,0.00022886-0.00019777i,0.0010356-0.00028398i,0.0014282+0.00017365i,0.00072051+0.0010841i,-8.8208e-05+0.00060822i,-5.3655e-05-0.00050711i,0.00012078-0.0012019i,0.00059575-0.00073312i,0.00032656+4.4034e-06i,-0.00064577+0.00059992i
0.00013757-0.00019389i,-0.00040031+0.00060832i,-0.00045026+0.0004536i,-3.7438e-05-0.0008146i,-0.00053415-0.00062982i,-0.0017664+0.0010548i,-0.0026547+0.0018908i,-0.0018275+0.0009307i,-0.00032826-0.00017298i,0.00032677-5.6015e-06i,0.00091303+4.5913e-05i,0.00096788-0.00033085i,0.00049302-0.00028647i,0.00029226+0.00019817i,0.00037892+0.00025287i,0.00083677-0.0001802i,0.00059943-0.00040697i,-0.00034114-0.00011385i,-0.00092961+0.00042055i,-0.00058436-6.2335e-05i,6.2607e-05-0.00023383i,-0.00012725+0.00052593i,-0.0010448+0.00067522i
0.00046219-0.0030822i,0.00031846-0.0026606i,-0.00028776-0.0005208i,-0.00024956+0.0013593i,-0.00031684+0.0015561i,-0.0012747+0.00027367i,-0.0019347+0.00046945i,-0.0012472+0.0010173i,-0.0001293+0.00098943i,0.00058636+0.00020609i,0.00075483-0.0002821i,0.0011765-0.00044755i,0.00093291-0.001215i,0.0015091-0.00082433i,0.001504-0.00015531i,0.00033949-8.5907e-06i,-0.00046932-0.00021426i,-0.0001312-0.00048272i,0.00031704-0.00056614i,0.00037327-0.00041204i,-0.00053584-6.4858e-06i,-0.0013235-7.6805e-05i,-0.0005839-0.00018607i
0.00044145+0.0054047i,0.0015799+0.0044982i,0.0020195+0.0026644i,0.0014458+0.0013685i,0.00031045+0.00088736i,-0.0014408+0.0015228i,-0.0018245+0.002384i,-0.0007072+0.0020351i,0.00036825+0.0005656i,0.0011646-0.00015246i,0.0011018-0.00048193i,-2.0439e-05-0.00077937i,-0.00066876-0.00053687i,-0.00058101-4.3098e-05i,-0.00041516-0.00048856i,0.00010134-0.0010142i,0.00014114-0.00050755i,-3.959e-05-0.00023835i,0.0001941-0.00027185i,-8.0439e-05-6.4125e-05i,-0.00022863+4.7771e-06i,-0.00060145-3.1184e-06i,-0.001023-0.00061298i
-0.0011913-0.0022723i,-0.0011521-0.00266i,8.7408e-05-0.0020088i,4.4855e-05-0.00222i,-0.0012527-0.0017007i,-0.0023498+0.00020374i,-0.0024994+0.0014057i,-0.0012786+0.0012481i,-0.00081652-0.00047848i,-0.00053759-0.0017143i,-0.00010199-0.00079071i,-0.00025308-5.529e-05i,-0.00071752+0.00014427i,-0.00028009+0.00043641i,0.00017726+0.0010199i,0.00012352+0.0008408i,0.00038936+0.00086885i,0.00038334+0.0010712i,-0.00020667+0.0010001i,-0.00065552+0.00075284i,0.00019285+0.00022364i,0.0013949+9.2154e-05i,0.0010909-4.8532e-05i
0.0028091-0.003184i,0.002567-0.0035396i,0.0010756-0.0022835i,-0.00071195-2.7938e-05i,-0.00069174+0.0013188i,-0.00088172+0.0011677i,-0.0017075+0.00077138i,-0.0010607+0.00021051i,0.00061793-3.1934e-05i,0.00078055+0.00038995i,8.0494e-05+0.00032463i,0.00042488-0.00041973i,0.00060837-3.4582e-05i,0.00086817+0.00069351i,0.0015958+0.00092019i,0.001109+0.00052113i,-2.8982e-05-0.00021456i,-0.00043951-0.0011396i,-0.00043147-0.0012188i,-0.00035726-0.00032804i,-0.00030449-0.00022341i,-0.0001294-0.00029403i,0.00013325-0.00034193i
0.00062965+0.0016166i,9.6321e-05+0.0013419i,0.00079018+0.0013821i,0.0013488+0.0014685i,0.00046786+0.0011541i,-0.00074841+0.00081477i,-0.00098011+0.00125i,-0.00082374+0.0013695i,-0.00094496+0.00096272i,-0.00019679+0.00070905i,0.00065014+0.00021234i,0.00061764-7.6563e-05i,0.00014688-0.00022364i,-1.0401e-05-0.00035873i,2.8169e-05-0.00042755i,-0.00076204-0.00070445i,-0.00070688-0.0010252i,-0.00013371-0.00079724i,-0.00051366-0.00033898i,-0.00019813+3.6398e-05i,0.00034578+3.4313e-05i,-0.00020372-4.6585e-05i,-0.00056496+0.00015759i
-0.0014682+0.001019i,-0.0011475+0.0011954i,-0.00039327+0.00038352i,0.00042119-0.00024467i,0.0006036-0.00015581i,-0.0004866-0.00013441i,-0.0012799+0.00024522i,-0.00049529+0.0010993i,-0.00015301+0.00049927i,-0.000203-0.00058172i,1.0265e-05-0.0010116i,3.4242e-05-0.00046272i,0.0003519+0.00014495i,0.00087478-9.5321e-05i,0.0009556-0.00047963i,0.00027322-0.00068946i,0.00010407-0.00026426i,-5.2728e-05+0.00010337i,-0.00022854-7.0517e-05i,7.1002e-05-0.00025485i,7.4573e-05-6.4475e-05i,-0.00016064+0.00075152i,-0.00039049+0.0010328i
-0.00020268-0.0012055i,-0.00032973-0.00052211i,-0.00089521-0.00045003i,-0.0008092+0.00026562i,-0.00092025+0.0010205i,-0.001859+0.00068239i,-0.0016809+0.0011615i,-0.00082006+0.001676i,0.00017125+0.00085906i,0.0006095+0.0010045i,0.00021123+0.0011494i,-0.00070948-6.2202e-05i,-0.00049366-0.00049597i,0.00060163+0.00036819i,0.00099889+0.0004922i,0.00056211+1.7186e-05i,-0.00049966-0.00046694i,-0.00032053-0.000269i,-0.00017174-0.0005433i,-0.00059582-0.00073059i,-0.00063319-0.00062201i,-0.00044718-0.00039176i,-0.00038038+8.7335e-05i
-0.00097001+0.002011i,-0.00020065+0.0003112i,0.00079903-0.00019803i,0.001235-0.0011644i,0.0018085-0.0020417i,0.0015665-0.0011316i,0.00012859+0.00037018i,0.00025445+0.0010014i,0.00062909+0.0011554i,2.4495e-05+0.00092447i,-0.00064902+0.00037269i,-0.00063314-0.00059529i,-0.00019153-0.00094755i,0.0002471-0.00060673i,0.00017458+0.00011934i,-0.00012951+0.0003488i,-0.00065823-0.0002894i,-0.0010559-0.00051256i,-0.00069963-0.00076755i,-0.00021979-0.00082986i,0.00014009-0.00084809i,0.00085359+1.9708e-05i,0.00024974+0.00064686i
0.0026569-0.0036541i,0.0027911-0.0022999i,0.00031894-0.0010897i,-0.0013919-0.00024182i,-0.0018688+0.0005714i,-0.0016384+0.0011984i,-0.0014246+0.0011806i,-0.00058018+0.00086217i,-7.0537e-05+0.00023654i,-0.00076165-0.00032185i,-0.00029558+2.2781e-06i,0.00049303+2.0472e-05i,0.00041315-5.457e-05i,0.00011848+0.0012155i,-4.7974e-05+0.0021285i,0.00030332+0.001215i,0.00042931+0.00054992i,5.7586e-05+0.00036197i,0.00015506-0.00042498i,0.00038152-0.00053984i,0.0001946-7.0879e-05i,0.00034137-0.00022533i,-2.5346e-05-0.00049731i
0.0019278+0.0022435i,0.0016992+0.0011301i,0.0019069+0.00037128i,0.001579+0.00013924i,2.675e-05+0.00026249i,-0.00066609+0.0013042i,-0.00034794+0.0019826i,0.00016415+0.0019324i,-6.3145e-05+0.00095251i,-0.00049354+0.00028258i,-0.0006807+0.0003503i,0.00024107+6.1608e-05i,0.00033583-0.0001924i,-0.00042495+0.00020577i,0.00031048+0.00031765i,0.0015397-0.00022635i,0.00086459-0.00033828i,-0.00050922-0.00031041i,0.0002702+0.00040473i,0.00095377+0.00085142i,0.00084565-0.00029794i,0.00022219-0.00088732i,-0.0004159+0.00053177i
-0.00065726-0.0010436i,-0.0010237-0.0012366i,-0.00055555-0.00065184i,-0.00015915-0.00099855i,-0.00084613-0.0011372i,-0.0018814+1.9348e-05i,-0.0020992+0.00099911i,-0.00048225+0.00082562i,5.5438e-05+0.00029435i,-0.00087071+7.588e-06i,-0.00065199+0.0001209i,5.9973e-05+0.00031175i,-9.1074e-06-0.00014037i,-0.00013571-0.000631i,0.00049783-0.00044452i,0.00086102-2.5004e-05i,0.00018042+0.00045926i,9.1745e-05+0.00031256i,0.0010932+4.4334e-05i,0.0013951-3.3066e-05i,0.00043925-8.2572e-05i,-0.00058306-3.101e-05i,-0.0011094-0.00045261i
0.0008298+0.00040615i,0.0013477-0.00032746i,0.0011622+0.00046968i,0.00074679+0.00057958i,0.00067961+0.00048113i,-0.00060252+0.00026354i,-0.0016977+0.00032065i,-0.0018859-0.00012261i,-0.00085851-0.00072867i,0.0003014-0.00034395i,0.00077498-0.00089705i,0.00077505-0.0014192i,0.0012287-0.00097501i,0.0012921-0.0012158i,0.00069142-0.0015624i,0.00039581-0.00066708i,0.0006649+0.00015568i,0.00039006+0.00026552i,-0.00041214-0.00052611i,-0.0011104-0.00055318i,-0.0015306+0.00014736i,-0.00087266+0.00058801i,0.00019922+0.00070695i
0.0042247+0.0012759i,0.0041586+0.00022891i,0.0021726-0.0003479i,0.0003332-0.00041573i,-0.00032038-0.00041761i,-0.00040097+0.00047386i,-0.00052073+0.00081339i,-0.00071325+0.00066185i,-0.00067407+0.00028301i,-0.00038384+0.00011584i,-0.00023545+0.0009215i,-0.00062786+0.0012683i,-0.00048696+0.00081337i,-0.00021035+0.00095548i,-0.00059377+0.00064269i,-0.00057371+0.00014284i,0.00012429-5.7973e-05i,0.00070235-0.00076251i,0.00073336-0.00040383i,-0.00012178-0.00036938i,-0.00069961-0.0011097i,-0.00077292-0.0008856i,-0.00058958-0.0001656i
-0.00022475+0.0021154i,0.0011512+0.003008i,0.0010633+0.00063497i,-0.00087953-0.00073694i,-0.0032044-0.00025726i,-0.0030623+0.00044528i,-0.0016561+0.00047672i,-0.00054373+0.0003076i,-0.00035376+0.00027194i,-0.00039709+0.00058282i,0.00028439+0.0010521i,0.00084933+0.00067466i,9.0544e-05+0.00047939i,-8.8266e-05+0.00081776i,0.00055051+0.00075936i,0.00042353+0.00057865i,0.00055238+0.0003837i,0.00043479+0.00073821i,9.0627e-05+0.0011576i,1.4776e-05+0.00068576i,8.4219e-05-0.00012969i,0.00042249-5.8668e-05i,0.00057331+0.0004826i
