-0.005337+0.0016477i,-0.0042359+0.0023105i,-0.0035513+0.003149i,-0.001573+0.0027191i,-1.3733e-05+0.0018928i,0.000525+0.0020233i,0.0004011+0.0022004i,0.00098114+0.0025008i,0.0017281+0.0023383i,0.0023241+0.00052832i,0.002169-0.00073201i,0.0012665-0.0012644i,0.00090137-0.001853i,0.00043461-0.0019393i,-0.00081545-0.0014088i,-0.0017487-0.00050614i,-0.0013258-0.00052977i,-0.0003683-0.00063422i,0.00092629-5.824e-06i,0.0015071+0.00011029i,0.00058182-0.00033024i,-0.0001989-0.00054788i,-0.00016912+0.00056288i
-0.00018508+0.00034797i,-0.00083844-0.00085502i,0.00012307-0.0023044i,-8.5247e-05-0.0024533i,-0.0015583-0.0020584i,-0.0021797-0.0011549i,-0.0016628-0.00070209i,-4.3447e-05-0.00086679i,0.00080608-0.0010707i,0.00014536-0.0017384i,-0.00060655-0.0012804i,-0.00082593-0.0012244i,-0.0006479-0.0011582i,0.00033406-0.00045846i,0.0010177-0.00012232i,0.00041854+0.00021674i,-0.00057495+6.0305e-06i,-0.00012104-0.00030312i,0.00046982-0.00026215i,0.00072602-5.7706e-05i,0.00068073-0.00041009i,0.00013697-0.0001872i,8.5389e-05+0.00075944i
0.00047658-1.6002e-05i,0.00040655-0.00087347i,0.00028573-0.0013049i,0.00023402-0.0021521i,0.00058693-0.0024702i,-0.0002796-0.0016268i,0.00024787-0.00075817i,0.00133-0.00021845i,0.0010693-0.00038647i,0.00016789-0.00089015i,-0.00037656-0.0015104i,-0.00020983-0.0010885i,9.4951e-05+0.00024723i,-1.1872e-05+0.0001172i,0.0003281+0.00030589i,7.4045e-06+3.5581e-05i,-0.00015158-0.00094384i,0.00014748-0.00050494i,-0.00034832-0.000292i,-0.00066045-0.00044423i,-0.00084826+0.00050056i,-0.001263+0.00088172i,-0.0011349+0.00080594i
0.0020542+0.0013631i,0.0024234+0.0004485i,0.002471-2.2838e-05i,0.0010558-0.0010735i,-0.00064866-0.0022571i,-0.0010509-0.0019555i,-0.00061303-0.00095824i,0.00013738-0.00054375i,0.00073778-0.00036395i,0.00044825-0.00048557i,-0.00045189-0.00052019i,-0.00075682-0.00084957i,0.00015141-2.8608e-05i,0.00069445+0.00067948i,0.00052953-2.3318e-05i,-8.2637e-05-2.7257e-05i,-0.00058476-0.00042456i,1.0053e-05-0.0010647i,0.0006569-0.00068471i,0.00022435-0.00025398i,-0.00061309-0.0001963i,-0.00088883-0.00013983i,-0.0011307+1.8603e-05i
3.4633e-05+0.00040572i,-0.00099944+0.00024807i,-0.0014036-0.00029505i,-0.0016465-0.0014573i,-0.0016711-0.001407i,-0.0014001-0.00060845i,-0.00046401-0.00058598i,0.0010541-0.0014333i,0.0017478-0.0013908i,0.0012812-0.00055856i,0.00025243-0.00014276i,-0.00040077-0.00013263i,-0.00047211-6.8841e-05i,-3.147e-05+0.00041129i,0.00031041+0.0010887i,-0.00037065+0.0013724i,-0.00037873+0.00034356i,0.0001603-0.00056913i,2.5713e-05-0.00081698i,-0.00023371-0.00042384i,-0.00028171-0.00020234i,0.00075378+9.8139e-05i,0.0012708+0.00022454i
-0.00095189-0.0013996i,-0.00060808-0.00096142i,-4.5201e-05-2.653e-05i,0.00021849-0.00040983i,0.00035167-0.00071146i,-0.00031704-0.00033323i,-0.00056727-0.00094578i,0.00021331-0.0013818i,9.9289e-05-0.0010402i,-0.00043284-0.00082705i,-0.0001564-0.0012813i,6.4312e-05-0.0013498i,-0.00047632-0.00085729i,-0.00082931-0.00089589i,-0.00031434-0.0006878i,-0.00027208-2.1635e-05i,-0.00086619-3.0947e-05i,-0.00058153-0.00070545i,0.00028265-0.00093489i,0.00096426-0.0006977i,0.00069856-0.00040643i,-0.00027129-0.00037587i,-0.00024937+0.00019452i
0.0010323-0.00024556i,0.0013992-0.00064423i,0.0012391-0.0018562i,0.00014019-0.0018437i,-0.00068726-0.00073364i,-0.001318+0.00083323i,-0.00082146+0.0013313i,-0.00027724+0.00027151i,-3.8289e-05-0.0011659i,-8.0162e-06-0.0017793i,-0.0010657-0.0011756i,-0.0017079-0.00078287i,-0.00085714-0.00080692i,0.00036944-0.0002481i,0.00075383+2.3964e-05i,8.7144e-05-6.9448e-05i,-0.00054741+0.00021514i,-0.00016627+0.0004623i,-0.00026671-4.4224e-05i,-0.00023909-0.0002038i,-0.00026039+0.00019934i,0.0003811+0.00015586i,0.0002978-0.00034341i
0.0012438+0.00065012i,0.00037211+0.00093432i,0.00013973+0.00037294i,-0.00010469-0.00074512i,-0.00048041-0.0015181i,-0.0010177-0.00092642i,-0.0010559+0.00083595i,-0.00035478+0.0013098i,-0.0001363+0.00035795i,-0.00028133-0.00082584i,-8.0925e-05-0.0016072i,-0.00025298-0.00093186i,-0.00062166-0.00051893i,-0.00088246-0.00032646i,-0.00047741+0.0005982i,0.00043301+0.00060587i,0.00054411+0.00025341i,-0.00010444+0.00048827i,-0.00040744+0.00036574i,-0.0005338-0.0004876i,-0.00024734-0.00071185i,0.00015306-0.00052427i,0.00032422-0.00029564i
0.00048349+0.00034171i,-0.00098906+0.00025701i,-0.0019703+0.00036442i,-0.0022773-0.000826i,-0.001982-0.0014268i,-0.0015716-7.8427e-05i,-0.0003622+0.00028758i,0.00085272-0.00016685i,0.0012184-0.0003819i,0.00076318-0.00089573i,0.0004945-0.00059631i,0.00031082+5.4128e-05i,-0.00029525+0.00033706i,-0.00032174+0.0013723i,-0.000311+0.0014092i,-0.00034929+0.00032834i,-0.00073985-1.8189e-05i,-0.00096974-0.00071562i,-0.00068786-0.0010813i,-0.00031603-0.00017774i,0.00022639+0.00011891i,0.000304-2.3368e-05i,0.00043326+9.2675e-05i
0.0010322-0.00071956i,0.00072641-0.001723i,0.0014798-0.002292i,0.0012373-0.0028675i,-0.00011554-0.0023743i,-0.0011459-0.00078052i,-0.001675-0.00056376i,-0.0013305-0.0011786i,5.7722e-05-0.0015384i,0.00039017-0.00085593i,-5.6058e-05-0.00026831i,0.00012349-0.00038415i,0.00057496-0.00058206i,-0.00012789-0.00039866i,-0.001083-0.00045186i,-2.0752e-05-0.00056929i,0.00040142-0.00034833i,0.00013494-0.00091486i,0.00010078-0.00086551i,0.00038685-0.00013294i,0.00097825+0.00053102i,0.0011979+0.0010164i,1.8903e-05+5.3138e-06i
0.001512+0.001075i,0.003249+0.001044i,0.0028742+0.00045143i,0.0013803-0.00046663i,0.00029265-0.00085884i,-4.0785e-05-0.00098175i,-0.00064256-0.00020031i,-0.00086297+0.00055388i,-0.00029071-0.00032314i,-0.00022113-0.0015802i,-8.9163e-05-0.0015577i,-0.00029607-0.00061961i,-0.00070613+0.00043804i,-0.00069165+8.0587e-05i,-1.9024e-05-0.0011849i,0.00076507-0.0013504i,0.00028352-0.00075862i,-1.2803e-05-0.00054378i,0.00061241-0.00022498i,0.00047534-0.00044757i,-0.000461-0.00017536i,-8.2718e-05-0.00015403i,0.0004066-2.6904e-05i
0.00024773+0.0023189i,0.00020514+0.0017609i,0.00061445+0.0016508i,0.00090012+0.00063386i,0.00065419-0.00088283i,0.00091974-0.0014199i,0.0011542-0.001659i,0.00075337-0.0015211i,0.00066028-0.0010198i,0.00093956-0.00056826i,0.0011915-0.00015628i,0.00055189-0.00029734i,0.000285-0.00091147i,0.00046758-0.00088689i,-8.7274e-05-0.00043895i,-0.00014061-0.00015891i,0.00042107-0.00010253i,0.00041016+0.00030642i,9.7769e-05-0.00021809i,-0.00015085-0.00039291i,-0.00075082+0.00026256i,-0.00080176-8.3841e-05i,-0.0003563-0.00080913i
-0.0017817-0.0011584i,-0.0012697-0.0018618i,-0.0014097-0.0023034i,-0.001951-0.0015517i,-0.001205-7.8303e-05i,-0.00046907+0.0012215i,-0.00020348+0.00072733i,-0.00014089-0.00058765i,0.00014552-0.00076011i,0.00019465-0.00084814i,-0.00027496-0.00056988i,-0.00041427-6.5355e-06i,-0.0003869-0.0002804i,-0.00040501-0.00054568i,-0.00031073-0.00024409i,-7.8223e-05-0.00018374i,-0.00044889-0.00044556i,-0.00031074-0.00069009i,0.00036113-0.00073023i,0.00012878-0.00030349i,-0.00045673-4.5749e-05i,2.1102e-05+0.0006073i,-0.00015862+0.0010355i
-0.00026357-0.00099325i,-0.00036839+0.00010004i,0.0001024+0.00089881i,-0.0001111+7.4285e-05i,-0.0014478-0.00084153i,-0.0015445-0.0011325i,-0.00035525-0.00091906i,0.00036485-0.00040844i,0.00026487-0.0006477i,0.00022827-0.0012647i,0.00058712-0.0011795i,0.00039644-0.00023151i,-0.00045927-2.1926e-05i,-0.00087506-0.00011222i,-0.00088217+0.00012081i,-0.00045021-0.0001352i,-3.2217e-05-0.00024956i,0.00021668-6.3528e-05i,0.00091616-0.00030323i,0.00082643-0.00034049i,4.9607e-05-0.00013049i,0.00039694-0.00024507i,0.00070821-0.00021455i
0.00051055+0.00082372i,0.00067069+4.4646e-05i,0.0001419-0.001818i,-0.00030752-0.0022745i,-0.00084786-0.00090755i,-0.0014542+0.00030755i,-0.001045+0.0003188i,0.00058328+2.1678e-05i,0.0014319-0.00072966i,0.0012792-0.00067185i,0.00065069-0.0005442i,-0.00028509-0.00067633i,-0.00051952-0.00012337i,-0.00014692+0.00046244i,-0.0001667+0.00065542i,-0.00025882+0.00056819i,-0.00031044+0.00019099i,0.00041651+0.00025576i,0.00066024-0.00014198i,-0.00016068-0.00082197i,-0.00022422-0.0004475i,0.00033912-1.819e-05i,0.00058416-0.00017035i
-0.0014681-0.00066768i,-0.0012779-0.00061265i,-0.000437-0.00079141i,-0.00042345-0.00089732i,-0.00016534+0.0002537i,0.00020324+0.0019438i,0.0003805+0.0020224i,0.00070987+0.00043602i,0.00055234-0.0011821i,0.00051578-0.0010652i,-2.5974e-05-0.00070312i,-4.8841e-05-0.00053608i,0.00052995-0.00052647i,0.00039085-0.0010589i,-0.0002519-0.0012225i,-0.00031615-0.00060012i,1.0558e-05+0.00024634i,0.00012667+0.00016436i,-0.00015863-0.00065735i,-0.00021644-0.0011862i,-0.00061324-0.00061905i,-0.00076216-0.0001085i,-0.00016142-0.00071188i
-3.341e-05-0.00086863i,0.00033918-0.00045361i,0.00080935+0.0007335i,2.0189e-05+0.00070311i,-0.00046432-7.8871e-06i,-0.00066995-0.00070403i,-0.00070381-0.00030148i,9.3312e-06+0.00020877i,0.00035302-7.2439e-05i,0.00031492+0.00011779i,-0.00014734-3.0886e-05i,-7.6661e-05-0.00043284i,0.00044943-0.00087765i,0.00038414-0.00028535i,0.00024952+0.00095601i,0.00084704+0.0011009i,0.00073944-0.00011854i,0.00051922-0.00060913i,0.00029951-0.000473i,0.00021384-0.00054596i,1.6435e-05-0.00047855i,-0.00035479-0.00055601i,-0.00036282-0.000684i
-0.0010709+0.00076672i,-0.00013054+0.001122i,-0.00028495+0.00058524i,-0.00011215+0.00013888i,-3.8015e-05+0.00099504i,0.0003332+0.0012961i,0.00088651+0.00069741i,0.00085886-6.5311e-05i,0.00042377-0.00016523i,0.00022618-0.00054465i,-0.00012253+0.00014248i,-0.0005217+0.00025269i,-0.00058046-0.00080743i,6.0684e-05-0.0014556i,0.00056411-0.0013544i,-4.582e-05-0.00087695i,-0.00015732-0.00031021i,0.00037034+1.436e-05i,0.00055024-0.00075335i,0.00065382-0.0017486i,0.00042052-0.0014834i,0.00013141-0.0003347i,-0.00064496+0.00039925i
0.00016403+0.0013553i,-0.00050964+0.00050642i,0.00022391-5.3701e-05i,0.0012068+0.00026717i,0.0004795-0.00031388i,-0.00038218-0.0004206i,-0.00062502-5.9334e-05i,-0.00085222-0.00015492i,-0.00014773-0.00089037i,0.00038016-0.0011022i,0.00019205-0.00096156i,-5.3501e-05-0.00073821i,-0.00017944-0.00039488i,0.00012675-3.1296e-06i,-0.00024578+4.6718e-05i,-0.00051449-0.00011191i,-6.9892e-05-1.814e-05i,1.8596e-05-4.5148e-05i,0.00013158-0.00011802i,0.00068025+0.00025083i,0.00077516+0.00024352i,0.00041196+0.00043801i,0.00019873+0.00068315i
0.0013846+0.0011766i,0.0010453+0.00072621i,0.00097755-0.00020189i,0.00095347-0.00062227i,0.0011846-0.00041298i,0.00052337-0.00074893i,0.00010963-0.00091348i,0.00033548-0.00051819i,0.00016689+0.00062309i,-1.9913e-05+0.0013512i,-0.00062732+0.0010935i,-0.0012013+0.00032662i,-0.0010114-4.8423e-06i,-0.00047478+0.00066007i,-0.00036118+0.0010226i,-0.00076836+0.00022286i,-0.00077094-0.00078089i,0.00016856-0.0010476i,0.0008341-0.00020778i,0.00036075+0.00042821i,-0.00025626-9.1547e-05i,-0.00080326-0.00010427i,-0.00080296+0.000252i
0.00082527+0.00090814i,0.00058162-0.0003264i,0.00069391-0.0010587i,0.00095162-0.0011641i,-0.00017596-0.0011247i,-0.0011523-0.00023041i,-0.0012733-0.00021952i,-0.00045517-0.00095502i,0.00036924-0.00097278i,0.00044134-0.0010444i,0.00039839-0.0010181i,-4.8939e-05-0.00099659i,3.444e-06-0.00062568i,0.00028037-0.00024598i,0.00027326+0.00045108i,0.00012311+0.00074187i,0.0002674+0.00015597i,0.00057126-0.00042462i,0.00046206-0.00052182i,0.00031877-0.00041464i,0.00011209-0.00040663i,-3.4428e-05-5.1587e-05i,0.00049306-5.7755e-05i
-0.00083845+0.00016978i,-0.00057912+0.00038482i,0.0001091+0.0002526i,0.00011404-0.00018855i,-0.00019137-0.00077421i,-9.7224e-05-0.0012398i,0.00062059-0.00072372i,0.00080891-0.00026703i,0.00045474+0.00018322i,0.00050566+0.00033242i,0.00053064-0.00023768i,-0.00018704-0.00095259i,-0.00087745-0.0016308i,5.0681e-05-0.00098836i,0.00082218+0.00018435i,0.00081013+0.00037893i,0.00056746+1.0729e-05i,-5.3953e-05-0.00024802i,-0.00041738-0.00073584i,-0.00015426-0.00075743i,-8.4271e-05-9.8025e-05i,-0.00027428+0.00013209i,0.00060143+0.0005383i
-0.00025398-0.0014254i,-0.00042344-0.0017185i,-0.00069272-0.0020948i,-0.0011083-0.0024615i,-0.00135-0.0024885i,-0.00082218-0.0011114i,-0.00025034+0.00015546i,0.00048947-0.00053694i,0.0012602-0.0010434i,0.0013965-0.0013203i,0.000919-0.0018554i,0.00089165-0.0013355i,0.0010045-0.00071259i,0.00077562-0.00057981i,0.00054216-0.0008134i,0.0006975-0.00066789i,-0.00024586+3.3461e-05i,-0.00071983+0.00035372i,-0.00060475+0.0005508i,-0.00089995+0.00038125i,-0.0004191+2.3413e-05i,-0.00022719-0.00029173i,8.1188e-05-0.00043087i
-7.8319e-05+0.00058845i,-0.00083722+0.00037378i,-0.00091336+0.00011866i,-0.00099114+0.00032431i,-0.0012367-0.00035764i,-0.00071959-0.00096594i,0.0004861-0.00062594i,0.00017157-0.0004889i,-0.0005555-0.00016776i,-0.000147+0.00013891i,-0.00017179-0.00022401i,-0.0003775-0.0011159i,-0.00037419-0.001069i,-0.00055581-0.00043424i,0.00020578+0.00027244i,0.00028901+0.00053111i,-0.00042003-0.00037004i,0.00012278-0.00065628i,0.00036328-0.00053228i,0.00011508-0.00062459i,7.2955e-05-0.00055424i,9.8827e-05-0.00055181i,-0.00044155-8.4611e-05i
-0.0009886-0.0013271i,-0.00076187-0.0013956i,-0.00085555-0.000518i,-0.00063262-2.7774e-05i,-0.00056294+0.00058283i,-0.00021406+0.0011631i,-0.00016586+0.0010428i,-5.8203e-05-0.00042556i,0.00065287-0.0011821i,0.00066141-0.0011835i,0.00049348-0.0015777i,0.00037934-0.0014059i,0.0007861-0.0016742i,0.0013608-0.0014709i,0.00094313-0.00054446i,0.00045897+0.00016486i,0.0001091-3.4842e-05i,3.5392e-05-0.00096439i,-0.00016022-0.0011447i,-0.00020852-0.0008778i,0.00024893+0.00020844i,0.0003638+0.00033206i,-6.659e-05+8.3497e-05i
0.00095069+0.00076267i,2.9765e-05+0.00040985i,0.0004618-2.0516e-05i,0.0011539-0.00058496i,4.4596e-05-0.00059737i,-0.0012-0.00062369i,-0.00053495-0.00088399i,0.00059285-0.00099786i,0.00070984-0.00095498i,0.0005413-0.00081326i,0.00067052-0.00075961i,0.00015649-0.00041487i,-0.00032645-0.00017116i,-0.00014513-0.00037214i,3.4607e-05-0.00043001i,0.00049087-0.00047719i,0.001213-0.00013884i,0.0013765+0.00050384i,0.00098226+0.00010295i,7.4707e-06-6.4349e-05i,-0.00028484+7.818e-06i,1.5485e-05+8.8635e-05i,0.00011487+0.00070999i
-0.00022391+0.0019024i,-5.2836e-05+0.0012711i,-0.00038847+0.0014753i,-0.00063704+0.0013359i,-0.00015406+0.0001385i,0.00079821-0.00057258i,0.00083367-0.00055316i,0.00044738-0.00030449i,-6.5481e-05-0.00060282i,6.2674e-05-0.00057537i,-0.00033912-0.00047699i,-0.00055748-0.00010972i,-0.00061759+0.00010863i,-0.00058812-0.0003489i,-0.00027925-0.00078604i,-7.034e-05+0.0002084i,0.00040776+0.00085457i,-3.677e-05+0.00059596i,-0.00020047+0.00016129i,0.00027901-0.00018967i,6.9544e-05+4.8235e-05i,0.00013435+0.00099902i,-0.00012149+0.00081624i
-0.00069513-0.00061905i,-0.00083915-9.815e-05i,-0.00038129-0.00013958i,-0.00060818+0.00054977i,-0.0017866+0.00068138i,-0.0017198+0.00084335i,-0.00056879+0.00077831i,0.00062949-0.00046355i,0.0011043-0.0015636i,0.00068121-0.0013038i,-0.00034585+6.7075e-05i,-0.00020679+4.5326e-05i,0.00021181-0.00074162i,0.00091914-0.00040208i,0.001409-9.0094e-05i,0.00027942-4.3106e-05i,5.6481e-05-0.000111i,0.00019271-0.00078154i,0.00010364-0.0010926i,9.615e-05-0.0010278i,0.0007038-0.00097755i,0.0011329-0.00058896i,0.0008657-7.4871e-05i
0.00021996-0.0013073i,3.5811e-06-0.0010043i,-0.00027333-0.00073276i,-0.00098935-0.00095733i,-0.0015621-0.0012286i,-0.0011377-0.00019778i,-0.00026497+0.00062454i,-0.00025318-0.00025382i,-0.00057811-0.00096393i,1.3948e-05-0.0005886i,0.00084601+0.00015673i,0.00020565-0.00048486i,0.0001429-0.00063023i,-7.1777e-05-0.00012995i,-0.00064459-1.6025e-05i,-0.00038406+4.1355e-05i,-8.2267e-05-0.00032614i,0.00017964-0.00050787i,0.00057758-0.00026293i,0.00054887-0.00030646i,0.00012173-0.00053145i,-0.00070652-0.00012847i,-0.00047226-0.00011236i
0.0001016+0.0013295i,-0.0011177+0.0013985i,-0.00079867+0.00052739i,-0.00016729+0.0001656i,-0.00089674+0.00040613i,-0.0010396+0.00039666i,-0.00044722-0.00015333i,-0.00013431-0.0006505i,-0.00012199-0.0010148i,-6.0583e-05-0.0010214i,0.00027493-0.00089852i,-5.4958e-05-0.00087564i,-0.00075776-0.00053121i,-0.0010975-0.00084426i,-0.00023265-0.00076003i,0.00076598+5.8117e-06i,0.0014659+5.9218e-06i,0.0011811+7.6177e-05i,0.00044573+0.00038487i,-0.00021341+4.7703e-06i,-0.00064689-0.00071973i,-0.00051095-0.00080301i,-0.00074758-0.00010977i
-0.0007423+0.00090341i,-0.00060272+0.0010159i,-0.00098325+0.00093471i,-0.0013472-0.0004321i,-0.0013767+0.00027629i,-0.0013777+0.0013394i,-0.0011948+0.00039112i,1.1848e-05-0.00062432i,0.00082585-0.00087982i,0.00083982-0.0010104i,9.1103e-05-0.001007i,-0.0003179-0.0007202i,-0.00023122-0.00082619i,-1.8206e-05-0.00067751i,1.7583e-06+8.4991e-05i,-0.00049497-0.00022048i,-0.00048623-0.00037212i,-0.00028419-0.00046131i,-0.00018911-0.00030731i,-0.00062464+0.00024372i,-0.00092592-0.00032354i,-0.00062056-0.00050967i,-0.00018073+1.5587e-05i
-0.00040292-0.00073407i,-0.0010104-0.00074124i,-0.0012508-0.001055i,-0.00072063-0.0019729i,-0.00088364-0.0024687i,-0.0011059-0.0011797i,-0.00066072-0.00050284i,0.00039687-0.00067089i,0.0011642-0.00042583i,0.00085514-0.00029781i,-3.5905e-05-0.00012599i,0.00029422-0.00030989i,0.0014987-0.00037858i,0.00090927+0.00028163i,-0.00011994+0.00068273i,0.00040687+0.00033741i,0.0010661+0.00012888i,0.00028893-0.00047423i,0.00018309-0.00092322i,0.00082531-0.00027337i,0.00099112+0.00016355i,0.00078606+0.00052726i,0.00026031+0.00065023i
0.00075265-0.0029835i,-0.00052934-0.0025407i,-0.0010022-0.0029034i,-0.0020118-0.0019765i,-0.003118-0.0018709i,-0.0020681-0.00072661i,-0.00065944+0.000468i,0.00069802-0.00018599i,0.00071613-0.0013644i,-0.00025789-0.0012461i,0.00016843+0.00016715i,0.00022809+0.00075225i,0.00049666+0.0010517i,0.0017058+0.00089507i,0.0014647+0.00053008i,0.00030027+0.00083473i,-0.00015834+0.00098886i,-0.00022426+0.0006505i,-0.00047891-0.00023291i,-1.9426e-05-0.00053529i,0.00077999-0.0002258i,0.000135-8.0436e-05i,-0.00028329-0.00078842i
0.00022431+0.0005641i,0.00077015-0.0004513i,0.00043803-0.00097382i,0.00014608-0.0011352i,-5.2512e-05-0.0010123i,-0.00056512+0.00040755i,-0.00046972+0.00053305i,0.00014884-6.5107e-05i,-0.00048631-0.00056632i,-0.0010661-0.0012627i,-0.00062485-0.0014928i,-0.00065522-0.00062849i,-0.00061046+3.9146e-05i,7.8462e-05-8.1961e-05i,0.00054987+0.00022877i,0.00030799+0.00020873i,0.0001994-0.00085804i,0.0003679-0.0012075i,0.00072142-0.0010632i,0.0010783-0.00026277i,0.00040284+0.00063007i,-0.00044497+0.00045686i,7.8206e-05+0.00045184i
-0.00050394-0.0018016i,-0.0011904-0.0010268i,-0.0014013-0.00056399i,-0.0019561+6.4562e-05i,-0.0024996+0.0007509i,-0.0022928+0.0010209i,-0.001078+0.00061518i,0.00033995-0.00017054i,0.00085067-0.0010027i,0.00038859-0.0010316i,0.0001555-3.4757e-05i,0.0002026+0.0002995i,0.00045167-0.00022239i,0.00061307-0.00097116i,0.00037306-0.00095384i,0.00040192-0.00072965i,0.00012377-0.00038729i,0.00030394-0.0002359i,0.00051629+0.00010421i,-7.533e-05+0.00041445i,-6.6156e-05-5.8053e-05i,-2.4721e-06-0.00019345i,0.00023831+0.00047947i
0.0011743+0.00066497i,0.0014132+0.00023745i,0.0014889-4.2879e-05i,0.0011988-0.00108i,0.0008345-0.001567i,0.00013193-0.00039403i,-0.00050887+0.00080734i,-0.00025187+0.00050247i,0.00019439-0.00095569i,0.00026467-0.0013683i,0.00044378-0.00064025i,-9.2166e-05+0.00023735i,-0.00053169+0.0011692i,-0.00051921+0.00097123i,-0.00034734+0.00049029i,-9.939e-05+0.00049622i,-0.00011749+0.00065099i,7.0759e-05+0.00019501i,0.00051535+1.2658e-05i,0.00082732+0.0004544i,0.00053528+0.00029377i,-0.00010029+0.0003999i,-0.00022071+0.00051906i
0.00082309+0.00087203i,0.00075232+0.00043763i,0.00060292-0.0010072i,-0.00039387-0.002141i,-0.0012915-0.0027148i,-0.001259-0.001729i,-0.0006897-0.00079626i,-0.00068739-0.00062362i,-0.00047041-0.00065181i,-5.4101e-05-0.0014394i,-0.00024978-0.0017976i,-0.00023806-0.00055928i,7.1583e-05+0.00027023i,0.00050231-0.00060587i,0.00062434-0.00095253i,-9.2907e-05+0.00041303i,-0.00050279+0.00067652i,-0.00026467+0.0001965i,-6.6269e-05+0.00056503i,-0.00013443+0.00027943i,-0.00010062-7.523e-05i,-7.8393e-05-0.00013203i,-0.00039227-0.00033748i
-0.0011982+0.0017312i,-0.00071434+0.0020557i,-0.00012469+0.0015109i,-3.5931e-05+0.00079991i,0.00031394+4.5696e-05i,0.00056346-0.00059656i,0.00034586-0.00045256i,-0.00051074+2.1513e-05i,-0.00090895-0.0001719i,0.00054404-0.00030133i,0.0013462-0.00040831i,0.00060156-0.00079116i,-0.00058048-0.0010502i,-0.0010426-0.00084786i,-0.00052027-0.00058452i,-5.6018e-05-0.0007354i,-0.00059084-0.0004925i,-0.0010173-0.00068258i,-0.00026783-0.00049444i,5.7519e-05-6.1425e-06i,-0.00060577+0.00047731i,-0.00056045+0.00021953i,0.00013384-0.00015614i
0.00033819+0.0011776i,0.00077616+0.0010504i,0.0011479-7.7937e-05i,0.0001698-0.00073735i,-0.0013247-0.00093309i,-0.0014366-0.0010716i,-0.00075181-0.00087349i,0.00018669-0.00080535i,0.00041935-0.00096758i,-0.00016408-0.00091497i,0.00010238-0.00095067i,0.00019384-0.00066149i,-0.0003736-0.00039767i,-0.00060723-2.722e-05i,3.3294e-05+0.00091554i,0.00040131+0.0011253i,0.00010017-0.00026734i,0.00033176-0.0011671i,0.00025882-0.00090665i,0.00022761-0.00051709i,2.4591e-06-0.00062885i,-0.00081955-0.00017786i,-0.00049875+0.00019234i
-0.00067098-0.00067335i,-0.00053369-0.00059433i,-0.00034421-0.0010194i,-0.00046437-0.001423i,-0.00058714-0.0010123i,-0.0003692-0.00013493i,0.0009303-0.00017267i,0.0013158-0.00023835i,4.592e-05-0.00027721i,-0.00079059-0.00084018i,-0.00010186-0.0004833i,0.00072734-0.00020638i,0.0011335-0.00025613i,0.00098602+0.00010244i,0.00092966+0.00095036i,0.00020107+0.00052298i,-0.0011479+0.00020478i,-0.00089035+0.00024213i,0.00019332-0.00027602i,0.00023406-0.00032827i,-0.00016867+0.00040893i,-0.00017564+0.00027119i,0.0001563+0.00050567i
0.00042929-0.00095083i,0.0002868-0.0010929i,6.8814e-05-0.0011077i,-0.00072225-0.00090559i,-0.0027933-0.00067255i,-0.0037694-0.0010525i,-0.0019739-0.00055216i,0.00017163-0.00018588i,0.0010278-0.0009968i,0.0010727-0.00067504i,0.0011065-0.0002837i,0.00066837-0.00053437i,0.00036914-0.000872i,0.0003684-0.0007254i,0.00077685+1.3527e-05i,0.00082126+8.6191e-05i,0.00021474-0.00044909i,0.00017781-0.00050462i,0.00071222+0.00015201i,0.0007396+0.00028321i,0.00051489-9.6878e-05i,0.00027424+0.00015838i,0.00041998-1.0388e-05i
-0.00066725+5.927e-05i,-0.00042081+0.00087374i,-0.0012997+0.0003045i,-0.0014152-0.00059472i,-0.00050238-0.00095618i,0.00031484-0.00088361i,0.0002865-0.0010953i,9.4289e-05-0.0011641i,0.00053785-0.0012625i,0.00039113-0.0013972i,0.00031673-0.0012815i,0.00039362-0.0007335i,0.00034342-9.5413e-05i,0.00057643-2.6292e-05i,0.00061737+0.00030848i,-5.3483e-05+0.0006475i,-0.00017406-0.0005383i,0.00073457-0.0012487i,0.0010169-0.0010464i,0.00032139-0.00086208i,-2.289e-05-1.9646e-05i,-0.00022995+0.00020616i,-0.00027916-0.00034275i
