0.0012176+0.0022256i,-0.000335+0.0011419i,-0.0018137+0.000153i,-0.00234-0.00066404i,-0.0021616-0.00042008i,-0.0016469+0.00040699i,-0.00099886+0.0012556i,-0.00027798+0.001586i,0.00075729+0.00087053i,0.0015559+2.4694e-05i,0.0012352-0.00030066i,0.00044437-0.00042227i,0.00014757-9.0298e-06i,0.00023531+0.00025688i,-0.00049352-9.5461e-05i,-0.0007454+5.1885e-05i,-0.00034519-2.7806e-05i,-0.00023364-0.00055901i,-0.00065571-0.00033037i,-0.00036295+0.00046165i,6.8189e-05+0.00037229i,-0.0001267-0.00017773i,-0.00022736-0.00063833i
-0.0016374+0.0036064i,-0.0010291+0.0031344i,0.00043384+0.002636i,0.001092+0.0019994i,0.00096837+0.00093302i,0.00064295-0.00083632i,0.00013638-0.0019676i,-0.00037951-0.0011587i,-0.00023746+0.00031977i,-0.00023184+0.0003449i,-1.1901e-05-0.00047975i,-5.3759e-05-0.0008865i,-0.00085162-0.0010431i,-0.0010457-0.00066103i,-0.00053379-0.00044318i,-0.00081503+2.3006e-05i,-0.00079231+0.00036255i,0.00011304+4.5784e-05i,-9.1919e-05-0.00027199i,-0.00029634+6.9215e-05i,-0.00019073+0.00069375i,-0.00022714+0.00047536i,-0.00018652-0.00051871i
-0.00025714+0.00041613i,0.00079497+0.00013508i,0.0014869+9.1416e-05i,0.00033764-0.00055027i,-0.00056122-0.00047257i,-2.0193e-05+0.00038441i,0.00013467-0.00047187i,-0.00049946-0.0012661i,-0.00053935-0.00096199i,9.9895e-06-0.00056613i,-0.00025808+0.00046385i,-0.00037978+8.8063e-05i,3.8685e-05-0.00072486i,-0.00037979-0.00035375i,-0.00043605+0.00047843i,-0.00011427+0.0011215i,-0.00042173+0.00090604i,-0.00048449+0.00039498i,-0.00020272+0.00028975i,0.00016459-7.8312e-06i,0.00022874-0.00026531i,2.7689e-05-0.0005527i,0.00013764-0.00076072i
-0.0013776+8.543e-05i,-0.0010309+0.00082386i,-0.00031349-0.00013312i,0.00020839-0.00058214i,0.00026718+0.00055304i,0.00062281+0.00080478i,0.00090209+0.00032904i,-3.4394e-05+0.00052364i,-0.00070139+0.00047521i,-0.000558+0.00054722i,-0.00035782+0.00024703i,-0.00034211+0.00012528i,-0.00037787+0.00017375i,9.8138e-05+0.0001394i,0.00028166+0.00083584i,-0.00026033+0.001058i,-0.00070467+0.0011356i,-0.00037316+0.00084072i,0.00024084+0.00020898i,0.00039711+6.8242e-05i,9.4797e-05+0.00043666i,0.00011079+0.00052557i,0.00029374+2.62e-05i
-0.00018717-0.00055339i,0.00027759+0.00054457i,0.00075642+0.0018084i,0.00069311+0.0019236i,0.0003937+0.00099536i,-9.9849e-05-0.0001474i,0.00067949-0.0010852i,0.0012022-0.001015i,0.00065225-0.00063111i,0.00011999-0.00081786i,0.00018175-0.00055196i,0.000688+0.00074308i,0.00072613+0.0012705i,0.00061479+0.00037498i,0.00051238+3.6335e-06i,-6.6894e-05+0.00014136i,-8.2899e-05+0.00028208i,0.00066744-0.00039494i,0.00054537-0.00036345i,-0.0003858+0.00021359i,-0.000552-0.00015001i,0.00041933-0.00012354i,0.00070287+7.0595e-05i
1.4428e-05+0.0011412i,-0.00020763+0.00027504i,-0.00054173-0.0017658i,-0.00082506-0.0032913i,-0.00042368-0.0023566i,-0.00089248-0.0017088i,-0.00063383-0.001879i,1.6702e-05-0.0015858i,0.00038412-0.00077165i,0.00091049-0.00029495i,-0.00015297-0.0011084i,-0.00099006-0.00098041i,-0.00074963-0.00062471i,-0.00011159-0.0003298i,0.00010113-0.00016288i,0.00022968+1.5217e-05i,0.00028656+0.00060984i,7.3365e-05+7.9088e-05i,-0.00039842-0.0003307i,-0.00065991-0.00011541i,-0.00035383-0.00054555i,0.00019449-0.00032961i,0.00056627+6.1716e-05i
0.00031267+0.0010065i,0.0005871+0.001079i,0.00081678-0.0011288i,0.0020497-0.0017273i,0.0016795-0.00063559i,0.00073215-0.00011437i,0.0005839-0.00063605i,-0.00013205-0.0014378i,-0.00025681-0.0014328i,-0.0001669-0.00075404i,0.00016394-3.216e-06i,0.00040907+0.00028431i,-1.9043e-05+1.2154e-05i,0.00011641-0.00026384i,0.00045586+1.8354e-05i,0.00061881+0.00021966i,0.00025161-0.00088162i,8.1995e-06-0.0011169i,0.00012552+0.00018909i,-0.00011258+0.0008649i,-0.00027298+6.8619e-05i,-0.00014006-0.00090966i,7.2756e-05-0.00072679i
-0.0015778+0.0029545i,0.00034333+0.0028199i,0.0024999+0.0026686i,0.0026028+0.0029626i,0.0014008+0.002669i,8.6491e-05+0.0012819i,-0.0007116-1.2474e-05i,-0.00030642-0.00020701i,0.00096411+0.00055584i,0.0013393+0.00078284i,0.00061272+2.9223e-05i,0.00024943-0.00095341i,0.00024837-0.00048537i,-0.00021856-0.00034507i,-0.00038341-0.00060131i,-0.00015633+0.0003233i,-2.0656e-05+0.00071481i,-2.908e-05+0.00036554i,0.00036033+7.6403e-05i,0.00039685+0.00016414i,-0.0001572+0.00011374i,-0.00019058-0.00041126i,9.1108e-05-2.643e-06i
-0.00038516-0.0012094i,-0.00026097-0.0018137i,-8.2368e-05-0.00088668i,-0.00025022-0.00016377i,-0.0006961-0.00011476i,-0.00021405-0.00065699i,0.00042962-0.0015027i,0.00042413-0.0021411i,0.00011711-0.0017731i,-0.00019596-0.00067253i,-0.00084289+0.00038282i,-0.0008931+0.00079593i,-0.00042882+0.00086447i,-0.001045+0.00060345i,-0.0010486+0.00031373i,-0.00039355+0.00020259i,-0.0002489+0.00017793i,0.00098946+2.5137e-05i,0.0013777-1.0283e-05i,0.0010235+0.00011331i,0.00091692+4.6294e-06i,0.00040063-0.00017914i,7.8618e-07-0.00044316i
0.001152+0.00034201i,0.0033141-0.00015057i,0.0039555-0.00089534i,0.002707-0.0012576i,0.0016102-0.00052385i,0.0005711-0.0002306i,0.00010979-0.00030163i,-0.00063011-0.00027113i,-0.0011391+5.3456e-06i,-0.00064464+7.5345e-05i,-0.00020015+0.00018054i,-0.00056878+6.9543e-05i,-0.00079548+3.8302e-05i,-0.00066549-8.6031e-05i,-0.00065533+9.8125e-05i,-0.000112+0.00058719i,-6.6885e-05+0.00077423i,-3.485e-05+0.00031497i,-7.3503e-05-0.00042175i,0.0005924-0.00044741i,0.00061336-0.00040377i,-0.00069926-0.00017903i,-0.0011082-0.000355i
-0.0012951+0.0024778i,-0.0010327+0.0030443i,-0.00042415+0.0031052i,-0.00040344+0.0029368i,0.00020685+0.0018686i,0.0015007+0.00012545i,0.0014872-0.0013247i,0.00092055-0.0012502i,0.00090686-0.0012344i,0.00048345-0.0014638i,-0.00079452-0.00053846i,-0.0008977-0.00020347i,-0.0001492-0.00071914i,-5.4206e-05-0.00088906i,0.00016757-0.00089342i,1.9208e-05-0.00061262i,-0.00027945-0.00010616i,-0.00035144+0.00026599i,-0.00077857+0.00043873i,-0.00034971+0.00062996i,0.00027604+0.00070794i,0.00011301+0.00059068i,-0.00020914+0.00017639i
-1.3414e-05+0.0010147i,-0.00017933+0.0014921i,-0.00056944-8.4272e-05i,-0.0013009-0.00077463i,-0.0016202-0.00046349i,-0.00092417-0.00057235i,-0.0005396-0.00098287i,-0.00011521-0.0014245i,-0.00020597-0.00068601i,-0.00013177-0.000231i,4.6847e-05-0.000308i,0.0003483-2.3807e-05i,0.00043604+0.00032142i,0.00013198+0.00070251i,-0.00013441+0.0012049i,-0.00065193+0.0014265i,-0.00044322+0.00068767i,-0.00047784+0.00026545i,-0.00099821+0.00058225i,-0.00094029+0.00051393i,-0.00057811+8.4037e-05i,-0.00051974-0.00044348i,-0.00013473+0.00028351i
-0.0022329+0.0014953i,-0.0035952+0.0020721i,-0.002551+0.0020027i,-0.00050614+0.0014917i,0.00069946+0.00038353i,0.0012144-0.0011279i,0.00076987-0.002611i,-7.8485e-05-0.0023386i,0.00032312-0.0010744i,7.6728e-06-0.00025362i,-0.00026469-1.4863e-05i,-0.00033835-5.1999e-05i,-0.00036937+0.00026605i,-0.00025262+0.00058447i,0.00034034+0.00054809i,0.00018917+0.000745i,-0.0005994+0.00066991i,-3.5906e-05-8.0469e-05i,0.00070214-7.2365e-05i,0.0001095+0.00016777i,0.00015446-3.8453e-05i,-0.00019858-8.2208e-05i,-0.0001393-0.00026639i
0.00035353-0.001312i,0.0011514-0.0019002i,0.0019953-0.0024775i,0.0013633-0.0028014i,0.0012434-0.0017736i,0.00061078-0.00012031i,0.00052705-0.00012201i,0.0012162-0.00067696i,0.0011222+6.8089e-05i,0.00027254+0.00047478i,-0.00025123+0.00034015i,-0.00021154+0.00045934i,-0.00016324+0.00061353i,-8.8283e-05+0.00024058i,-0.00066953+0.00049431i,-0.00063825+0.0016957i,-0.00045657+0.0014725i,-0.00075118+0.00030308i,-0.00017839+1.3573e-05i,0.00017108+0.00024184i,0.00029215-0.00033731i,0.00084005-0.00069634i,0.00078527-0.000534i
0.001427+0.0028807i,0.0024427+0.0032798i,0.001828+0.0028413i,0.00099358+0.002191i,0.00084855+0.0013486i,0.0011969+0.00012255i,0.00069394-0.0011148i,-0.00018324-0.0013991i,-0.001025-0.001276i,-0.00094539-0.0014076i,-0.00057636-0.00086687i,-0.00047882-1.688e-05i,0.00041679+0.00056846i,0.00074473-0.00026159i,0.00025031-0.0002785i,-0.00036452-0.00010788i,-0.00033565-0.00057039i,0.0002179-0.00012043i,0.0009043+0.00018813i,0.00079691-2.3933e-05i,-0.0001391-0.00042383i,-0.00038693-0.00069396i,-0.0001276-0.00066345i
0.00064302-0.001402i,-0.00078118-0.0016454i,-0.0018711-0.002389i,-0.0022317-0.0024792i,-0.0022221-0.0012144i,-0.0010045-0.00026364i,0.00033493+0.00010092i,0.00055127-0.00030309i,0.00084086+8.4606e-06i,-0.00022513+0.0013895i,-0.00086494+0.0012661i,-0.00080848+0.00017683i,-0.00065423+7.7919e-05i,-0.00032041+0.0011157i,-0.00027368+0.0012956i,5.0966e-05+0.00073051i,0.00017639+0.00020954i,-0.00033132-0.00015971i,-0.00035133-0.00014223i,-0.00024456+0.00026626i,-0.00016577+0.00024496i,-7.7164e-05-5.8192e-05i,-0.00015974+1.0408e-05i
-0.0007867+0.0032859i,0.0016384+0.0033562i,0.0035969+0.0016908i,0.0034879+0.00011722i,0.0024803-0.00066981i,0.0010007-0.00062226i,0.00055078-0.00035396i,0.00054281-0.00064837i,-5.1864e-05-0.0008514i,9.3622e-05-0.00092545i,0.00022074-0.00019209i,0.00024122+0.00034418i,0.00054743+0.00021162i,-0.00027497-0.00057995i,-0.0011007-0.0012908i,-0.00034101-0.00094187i,-0.00019462+0.00019958i,-0.00063331+0.0010115i,-0.00072672+0.00053022i,-0.0003674+0.0003906i,0.00012458+0.00080632i,-0.00027516-0.00027289i,-0.00052178-0.001128i
-0.0026383+0.00090618i,-0.0013239+0.0021449i,-0.00014962+0.0025226i,0.00070049+0.0012949i,0.0006397-0.00040339i,0.00059864-0.0018062i,0.00071967-0.0019124i,0.00049207-0.0015912i,-0.00026611-0.0012787i,-9.2802e-05-0.0010288i,0.00021934-0.0006202i,-0.00048975-7.0256e-05i,-0.00082788+0.00028809i,-8.5172e-05-0.00034683i,0.00047602-0.0010018i,4.6427e-05-0.00046049i,-4.8995e-05-0.00048641i,5.7167e-05-0.00093377i,-0.0002471-0.00073498i,-0.00051499-0.00071754i,-0.00024136-0.00074804i,-0.00035675-0.0007934i,-4.8859e-05-0.00069903i
0.0019556+0.0021801i,0.0022562+0.0019097i,0.0016272+3.3293e-06i,0.0011498-0.00074986i,0.00086285-3.1845e-05i,0.00069112+0.00037459i,0.0011988-0.00046382i,0.0011512-0.00061543i,7.891e-05+0.00033017i,-0.00038425+0.00098981i,-0.0003816+0.0012379i,0.00011745+0.0010945i,0.0002628+0.00074793i,-0.00026041+0.00071649i,-0.0009138+0.00094542i,-0.0010173-2.043e-07i,-0.00040662-0.0010472i,0.00066744-0.00083123i,0.00078031-0.00019294i,0.00074031+6.5338e-05i,0.00076159+0.0006334i,0.00020446+0.00064029i,-0.00094278+8.8032e-05i
-0.00018254+0.0014505i,-0.00079594+0.0015186i,0.00010626-0.00011787i,0.00094133-0.00074859i,0.00016279-0.0011475i,-0.00017876-0.0012614i,9.1492e-06-0.00069468i,0.00064445-0.00021595i,0.00092071+0.00080397i,0.0006293+0.00082104i,0.00073072+0.00022768i,0.00083208-0.00015249i,0.00049598-0.00035491i,-5.2773e-05-0.00024325i,-0.0008092-0.00032414i,-0.00055223-0.00034679i,0.00053253-0.00020114i,0.00077595+0.00043343i,0.00035406+0.0012661i,9.3866e-05+0.00067684i,0.00015612-0.00071902i,-0.00047679-0.00038125i,-0.00073854-0.00037383i
-0.00058905+8.9521e-05i,-0.0010303-0.00014164i,-0.00079737-0.00044226i,-0.00039179-0.00047041i,-0.00049111+0.00022455i,-0.00061687+0.0010334i,0.00019141+0.00077389i,0.0006317-0.00063468i,0.00018324-0.001403i,-0.00024504-0.00070417i,-0.00092062+0.00019992i,-0.0010081+0.00042002i,-0.00042323+0.00056885i,7.88e-05+0.00074936i,-0.00019123+0.00083074i,-0.0011124+0.0014354i,-0.00039745+0.0012729i,0.00073592+0.0005987i,0.00095488-0.00021173i,6.7462e-05-0.00067503i,-0.00054091-0.0006225i,0.00026201-0.00039802i,0.0013181-0.00051181i
-0.0012095-0.0001712i,-0.0011854+0.0012258i,-0.00045084+0.0014902i,-0.00024702+0.00078007i,-0.00044801-2.0116e-05i,-0.00018058-0.00068736i,0.00029871-0.0013858i,0.00068036-0.00077102i,0.00059683+5.8624e-05i,0.00028532-9.0549e-06i,-0.00012638+0.00062627i,-0.00013138+0.00085502i,0.00027292-0.00021939i,0.00015087+8.1618e-05i,-0.00028457+0.00079717i,-8.0569e-05-0.00015469i,0.00049229-0.00089735i,0.00038936-0.00091935i,0.00074888-0.00067643i,0.0010185-0.00035646i,0.00038535-0.00088357i,-0.0005369-0.00087603i,-0.00027522+8.4255e-05i
-0.0011336-0.0011031i,-0.0019068-0.00056295i,-0.0028679-0.00063967i,-0.0023931+4.7677e-05i,-0.0001017+0.0002226i,0.0015337-0.0010616i,0.0010512-0.0018684i,0.00025095-0.0016814i,0.00047482-0.00098247i,0.00083133+0.00067433i,0.00056215+0.0011667i,0.00063817-0.00018441i,0.0010147-0.00076454i,0.0015235-0.00071717i,0.0014699-0.00030821i,0.00036995-3.3366e-05i,-0.00013318+0.00047381i,-0.00047833+0.00075149i,-0.0005795-0.00013693i,-0.00052981-0.00042238i,-0.00089121-0.00044815i,-0.00058561-0.00051547i,9.6288e-05-0.00051609i
0.0020629+0.0023854i,0.0039044+0.0024783i,0.0037915+0.00093501i,0.0035626-0.00045367i,0.0026826-9.4163e-05i,0.0018311-0.00010824i,0.0012612-0.00068633i,0.00063227-0.0010317i,0.00093137-0.00063491i,0.0011231-0.0003821i,0.00071548-3.6102e-05i,4.8635e-06+0.0004385i,-0.00055803-0.00013073i,-0.0009733-0.00076821i,-0.00059183-0.00054539i,0.00028169-0.00017354i,0.00040788+9.6034e-05i,0.00049932+0.00078084i,0.00066016+0.00049579i,-0.00013813-0.00015522i,-0.00098442+0.00023429i,-0.00088821+0.00087802i,-0.0008426+0.00055246i
-5.5316e-07+0.00022156i,0.00085776+0.00098752i,0.00033574+0.0010003i,0.00079723+0.00052166i,0.0012862+0.00082092i,0.00040975+0.0008946i,-0.00029007-0.00043083i,-0.0006222-0.0018027i,-0.0010054-0.0016569i,-0.0011362-0.00072491i,-0.00059539-0.00011162i,-0.00042438-0.00030431i,-0.00053604-0.00040462i,-0.0002065-0.00024654i,0.00030648-0.00026234i,-0.00037611-9.6862e-05i,-0.00082107+5.8123e-05i,-0.00087354+0.00028984i,-0.00089195-0.0002838i,-0.00026686-0.00090382i,-0.00025211-0.00069585i,-8.8985e-05-0.00015089i,0.00048995-7.5818e-05i
0.0023617-0.002592i,0.0014868-0.0015828i,-0.00068704-0.0018479i,-0.0019458-0.0022347i,-0.0018983-0.0019434i,-0.0010378-0.00068809i,3.7732e-05-0.00095954i,0.00033244-0.0016872i,-0.00080097-0.00032951i,-0.0017182+0.001106i,-0.0014502+0.00089089i,-0.00099166+0.0006455i,-0.00019722+0.00065699i,0.0005454+0.00046402i,0.00097084+0.0001465i,0.00041507+0.00028933i,-0.00032571+0.00027105i,-0.00063099-6.8452e-05i,-0.00043967-0.00048261i,0.00031465-0.0007011i,0.0006662-0.00043986i,0.00033826-0.00026463i,7.2965e-05-0.00022919i
0.00097766+0.0025112i,0.0013062+0.0012952i,0.0015613-0.00066213i,0.00076788-0.00057107i,0.00046805+0.00048553i,0.00062434+0.00021806i,0.00052863-0.00046111i,0.00034204-0.00092064i,0.0003303-0.00054711i,0.00024605+0.00067413i,-0.00018958+0.00050249i,-0.00036305-0.00033407i,4.8671e-05+0.00016882i,-0.00043056+0.00060582i,-0.00090908+0.00041471i,-0.00060307+0.00050555i,-8.8545e-06+0.00051984i,0.00032988+0.00065985i,0.00022703+0.0004042i,0.00083924+0.00029911i,0.0011004+7.8547e-05i,0.0010374+0.00048871i,0.00076971+0.00090213i
-1.3974e-05+0.0026236i,0.00064315+0.0033559i,0.0020563+0.0021824i,0.0020828+6.0993e-08i,0.0016276-0.0012274i,0.00023899-0.0015438i,-0.00092791-0.0021523i,-0.0013151-0.0026039i,-0.00091976-0.0015827i,0.00013814-0.0010681i,0.00085894-0.0015347i,0.00024357-0.0015884i,-0.00070804-0.001666i,-0.00047051-0.0014509i,-0.00039544-0.00058103i,-0.00071658+7.5658e-05i,-0.00075713+6.2627e-05i,-0.00041574-7.2987e-05i,0.00025045-0.00020641i,0.00041615-0.00041446i,4.9287e-05+3.5245e-05i,-0.0002948+0.0010167i,-0.00013677+0.00050428i
0.0015957+0.0026452i,0.0011003+0.0016136i,0.00074167+0.00061397i,0.0013648+0.00045691i,0.0018084-0.0004376i,0.0010131-0.00093646i,-0.00049195-0.0012211i,-0.00042076-0.0012673i,0.00016071-0.0011231i,-0.00050971-0.0003584i,-0.0020074+0.0001265i,-0.0016664+0.00037882i,-9.616e-05+0.00033435i,9.3157e-05+0.00054031i,-0.00067855+7.6014e-05i,-0.000951-7.1103e-05i,-0.0014885-2.6844e-05i,-0.00078627+0.00012127i,0.00038484+0.00011438i,0.00049001-0.00077165i,0.00028051-0.0013332i,0.00027244-0.00078475i,0.00028972-0.0006302i
-0.0025264-5.4296e-05i,-0.0025045-2.2104e-05i,-0.0021891-0.00024475i,-0.0020429+0.0004445i,-0.0010046+0.001016i,0.00036232+0.00093777i,0.00081584-0.0007592i,0.00070754-0.0017415i,0.00059506-0.00062723i,0.00017665+0.00085486i,-0.00029399+0.0012018i,0.00036433+0.0010605i,0.00069586+0.00075178i,0.00056107+0.00010148i,0.0004524-0.00013144i,0.00018043+0.00022015i,0.00027238+0.00047329i,0.00033834+0.00030339i,0.00030626+0.00028136i,0.00031546+3.0685e-05i,-0.00015925-0.00042479i,-0.00026487+2.3251e-05i,-0.00014817+0.0004807i
-0.00018062+0.0010055i,0.00091701-0.00016009i,0.0023884-0.0011474i,0.0026413-0.0022315i,0.0015177-0.0023339i,-0.00042969-0.001733i,-0.0014095-0.0011034i,-0.00089682-0.00059892i,3.5163e-06-0.0010337i,0.00058928-0.00071635i,0.00070258+0.00011474i,0.0001113-5.6218e-05i,-0.00025846-0.00077325i,-8.9055e-05-0.0010084i,-0.00040881-0.00054526i,-0.0014515-0.00045597i,-0.0013708-0.0012023i,-0.00043128-0.00031604i,-7.8038e-05+0.00062653i,0.00013807+0.00011742i,-0.00020881-0.0001054i,-0.0010531-0.00046864i,-0.00038934-0.00052062i
-0.0013195-0.0012248i,0.00014843-0.00051697i,0.00049129+0.0001611i,0.00063028+0.00083397i,0.0012054+0.00076594i,0.0010415-0.00029361i,0.00096741-0.0018682i,0.00095506-0.0018525i,0.00074984-0.00047965i,0.00029985-8.324e-05i,-0.00047575-0.00040889i,-0.0010107-0.00064678i,-0.0011297-0.00014829i,-0.00044368+0.0004408i,0.00012036-0.00025758i,-0.0001007-0.00030297i,0.00012733-0.00052798i,0.00044655-0.0011032i,0.00018151-0.00087145i,-0.00026166-4.8309e-05i,-0.00093452+0.00059958i,-0.00039294+0.00090174i,0.00083056+0.00058684i
-0.00030793+0.0012522i,-0.00026775+0.0028058i,8.0403e-05+0.0024265i,0.00050063+0.00070173i,0.0014444+0.00015847i,0.00096585+0.00046404i,0.00024294-0.0011433i,0.00057224-0.0018206i,0.00049126-0.00084924i,0.00018245-0.00080012i,-0.00054484-0.00074412i,-0.00010812-0.00045527i,0.00021948-0.0009564i,0.00038303-0.00062405i,0.00083215+0.00077739i,0.00037952+0.001228i,-0.00038463+0.0011045i,-0.00026622+0.0010017i,0.00025028+0.00020721i,7.004e-05-0.00052874i,0.00037981-0.00021047i,0.00023094-0.00015609i,0.00039794-0.0003877i
0.0021057+0.00047893i,0.00080008+0.00083025i,0.00027836+0.0004982i,-3.4823e-06+0.00023441i,0.0002633-6.9738e-05i,3.7925e-05-0.00057265i,-0.0005169-0.00097939i,-0.00024477-0.0012923i,0.00052715-0.00070211i,0.00044621-0.00015293i,-7.7396e-05+3.8584e-05i,0.00064166+0.00043269i,0.0005958+0.00049804i,-0.00059129-0.00013105i,-0.001079-9.7671e-05i,-0.00056122+0.00035806i,-0.00032968+0.00040289i,-0.00034705+0.00054887i,0.0004073+0.00062234i,0.0011666+0.00041167i,0.0011555+0.0002285i,0.000792+1.1396e-05i,0.00051843-0.0002273i
-0.00065309-8.405e-05i,-0.0017845-0.00074573i,-0.0023708-0.0018901i,-0.0017826-0.002144i,-0.0013222-0.0014041i,-0.00032596+0.00011688i,0.00048373+0.00019921i,0.00060774-0.0010385i,0.00080307-0.0012507i,0.00015409-0.00089236i,-0.00096846-0.00097665i,-0.00098124-0.0008716i,-0.00020097+6.8538e-05i,-0.00040139+0.00034061i,-0.00032584-0.00064383i,0.00028659-0.00048197i,-5.5243e-05-6.9716e-05i,-0.00049037+7.5138e-05i,0.00012212-0.00014105i,0.00024363-0.00013418i,-0.00027878-0.00016251i,-0.00059878-0.00023225i,-0.00057377-0.00056217i
-0.0002441-0.00015219i,0.00064869+0.00013645i,0.0024761+0.00074489i,0.0040286+0.0014276i,0.0029457+0.00043291i,0.0011591-0.00086507i,-0.00018475-0.0010559i,-0.00038187-0.0016234i,4.3849e-05-0.0015436i,-0.00037815-0.00053747i,-0.0014309-0.00035041i,-0.0011761-0.00049422i,-3.261e-05+0.00017354i,0.00052107+0.00051661i,0.00064494+0.00036219i,0.00071176-2.7726e-05i,0.0009243+0.001036i,0.00042577+0.0018579i,0.00012635+0.00059491i,-8.2337e-05-0.00037173i,0.00013117-0.0008401i,0.00086609-0.00084589i,0.0009342-0.00051338i
-0.0010263+0.0019372i,-0.00084206+0.0019357i,5.0878e-05+0.0011242i,0.00011492+0.00089843i,-0.00010759+0.0006071i,0.00036439-2.0597e-05i,0.00054779-0.00045111i,0.00035038-0.00043964i,0.00012997-0.0002426i,-0.00020102+0.00050593i,-0.00022531+0.00053267i,0.0003637+0.00026647i,0.0011459+0.00047495i,0.0017007+0.00014032i,0.00020071+2.4456e-05i,-0.00099442+0.0002265i,0.00027293+0.00044664i,0.0016412+0.00021998i,0.0016191+0.0003817i,0.000414+0.00063557i,0.00026956+0.00028921i,0.00075855+0.00018092i,0.0010116+0.00019814i
0.001558+0.00072345i,0.0036684-0.00039393i,0.0054844-0.0017531i,0.0039317-0.0016907i,0.00087515-0.0013159i,-0.00099048-0.00043468i,-0.0011246+0.00054948i,-0.00023335+0.00073112i,0.00086883+0.001161i,0.0010813+0.00043613i,0.00053631-0.0010352i,0.00032534-0.0014583i,0.00012616-0.00047508i,-0.00089405+0.00071762i,-0.001059+0.0011228i,-0.00061198+0.00058543i,-0.00038625+0.00055067i,-0.00042011+0.0011421i,-0.00021243+0.0010833i,2.2033e-05+0.0011716i,-0.00041397+0.0012147i,-0.00035528+0.00066927i,0.00011356-0.00018302i
-0.00069593+0.0011412i,-0.00092439+0.0018752i,-0.0012427+0.0025207i,-0.0012135+0.0029175i,-0.00075562+0.002986i,-0.00041486+0.0016773i,-0.00013907-0.0004583i,0.00014663-0.0016127i,-0.00025545-0.0015203i,-0.00078794-0.0009432i,-0.0010796-0.00013749i,-0.0013865+0.0001794i,-0.0010388+0.00024616i,-0.00049015+0.00029539i,-0.00041961+0.00019187i,-0.0005445-8.3954e-05i,-0.0007242-0.00010794i,-0.00026752+0.00021035i,0.00063589+6.7681e-05i,0.00038777-0.00065346i,0.00018464-0.00055293i,0.0006272-0.00031796i,0.00041764-0.0012059i
-0.0023827+0.0021444i,-0.00045623+0.0016212i,0.0007624+0.0011645i,-6.2845e-05+8.9541e-05i,-0.00069848-0.0012002i,0.00040843-0.001815i,0.00047458-0.0019566i,-0.0011693-0.0014478i,-0.0018738-0.00055807i,-0.0014328-0.00036238i,-0.00073117-7.6773e-05i,-0.00019416+0.0005781i,6.2264e-05+0.0011329i,0.00043465+0.00055406i,0.00029216-0.00029321i,-0.00020382-5.5686e-05i,-0.00075661+0.00045592i,-0.00051327+0.00066522i,-0.00013486+0.00027312i,9.9077e-05+0.00012709i,0.00042357+0.00015059i,0.00084547+0.00058862i,0.00092104+0.001087i
-0.00050659+0.0029007i,0.00082069+0.0030701i,0.0017222+0.003012i,0.0030673+0.0019015i,0.0027537+0.0012511i,0.0011021+0.00047182i,0.00045729-0.0010915i,0.001033-0.00098445i,0.0011435+0.00010315i,0.0018552+0.00043228i,0.001814-3.3563e-05i,0.00058864-0.00021449i,0.00085128-0.00052118i,0.00060647-0.00041571i,8.3926e-05-0.00060065i,0.00023842-0.0012619i,3.6904e-06-0.00030305i,-0.00020907+0.00053197i,-8.2928e-05-0.00018847i,-0.00012606-0.0010188i,0.00022566-0.00096383i,0.00050082-0.00068283i,0.00052516-0.00021809i
0.00062178+0.00064729i,0.00035011+0.00069566i,-0.00085357-0.00076378i,-0.0010583-0.0013791i,-0.00028056-0.0012333i,0.00027262-0.00048546i,0.0013098-0.0012233i,0.0015152-0.0019356i,0.0010618-0.00094524i,0.0003882-0.00061684i,-0.00045271-0.00078554i,-0.00089533-0.00077548i,-0.00066946-0.0006251i,-2.0432e-05-0.00095064i,-0.00033816-0.0006018i,-0.001562-0.00025013i,-0.0014277-0.00018685i,-0.00025765-0.00010082i,0.0005837-0.00073347i,0.0011823-0.00025137i,0.00088747+2.518e-05i,0.00047294+0.00059052i,-6.9562e-05+0.0010961i
0.0019763+0.00032121i,0.0023598-0.00038817i,0.0036745-0.0021812i,0.0039138-0.0026253i,0.0019029-0.00092248i,-0.00022113+7.3875e-05i,4.5433e-05-0.00047608i,0.00089404-0.0011142i,0.00019621-0.0012374i,-0.0005524-0.00059426i,-0.00061511+0.00012121i,-0.00098076+0.00053421i,-0.0017307+0.00076048i,-0.0016575+0.00039962i,-0.0014541+6.0014e-05i,-0.0012224-0.00014151i,-0.00048763-0.00015947i,0.00051022-0.00010374i,0.0012897-0.00046215i,0.00063911-0.00047577i,3.203e-06-0.00038548i,0.00030656-0.0003162i,0.00057836+0.00030469i
0.0018629+0.00057347i,0.00034214+0.00062755i,-0.0014008-0.00079194i,-0.0021684-0.0007483i,-0.0021051+4.2064e-05i,-0.00018822+0.00043526i,0.0001779-8.0956e-05i,-0.0013524-0.00048529i,-0.0015138+0.00063195i,-0.0006532+0.0010547i,-0.00033221+0.00066572i,0.00026513+0.00099474i,0.00078268+0.0019785i,0.00096024+0.0023093i,0.00093575+0.0012051i,0.00028287+0.00098461i,-0.00012035+0.00077058i,1.4435e-05+0.00064217i,0.00022192+0.00058695i,0.00083232-0.00025365i,0.00061126-0.00014996i,-0.00015289+0.00085401i,-0.0003073+0.00089481i
