4.622e-05-0.0023387i,0.00062736-0.0024963i,0.00015264-0.0013318i,-0.00025377-0.00081605i,-4.7498e-05-0.00024404i,0.0011082+0.00064699i,0.0013689+0.0013998i,0.00099345+0.0012378i,0.0012034+0.00069237i,0.0018386-0.00035271i,0.001675-0.0014724i,0.00051493-0.0013024i,4.3204e-05-0.00096853i,0.00049799-0.0012366i,0.00052739-0.0011533i,0.00019644-0.0002047i,-9.5994e-05-0.00054027i,2.9228e-05-0.00032029i,0.00082097+0.00071635i,0.00041448+0.00070321i,-0.00041234+0.00031603i,-0.00049699-0.00011059i,-0.00050462-0.00076028i
-0.0009589-0.0011542i,-0.0010073-0.00072234i,-0.00036231-0.00095866i,0.0007421-0.0010221i,0.0017123-0.000539i,0.0013714-0.00088202i,0.00067155-0.00068726i,0.00050213-0.00057224i,-0.00015524-0.00028295i,-0.00081509+0.00024992i,-2.4588e-05-0.00045554i,0.00030527-0.00035331i,-0.00018873+0.00082191i,-6.6997e-05+0.00123i,0.00021177+0.001075i,0.00048088+0.00078922i,0.0010419+0.00038243i,0.00047998+0.00048981i,-0.00040907+0.0005703i,-0.00016355+0.00048759i,-6.923e-05+0.00071257i,-0.00054916+0.0010864i,-0.00084918+0.00082928i
0.00066407-0.0033746i,-7.6307e-05-0.0027734i,-0.00013113-0.00094618i,-4.8814e-05-0.00046436i,0.00024473-0.00084222i,0.00054662-0.00090861i,0.00079677-0.00081885i,0.00087409-0.00083783i,0.00050644-0.00075437i,4.5327e-06-0.0002005i,-4.3938e-05-0.0001673i,-0.00050543-3.6715e-05i,-0.0008288+0.00046844i,-0.00041702+0.00037409i,-2.137e-05+0.00038909i,-0.00012676+0.00041395i,-3.8135e-05-0.00011204i,0.00021532-0.00024964i,0.00077138-0.00025784i,0.00048915-0.00030047i,-0.00016361-6.2629e-05i,-5.3687e-05+0.00028887i,0.00037125-0.00015916i
0.0005354-0.0027991i,-0.00010281-0.0025146i,-0.00049208-0.0008388i,5.5838e-05+0.00063589i,0.00021867+5.8861e-06i,0.00060918-0.0020548i,0.0012539-0.0029076i,0.00061089-0.0021907i,0.00011855-0.0020134i,-4.8586e-05-0.0013022i,-1.8736e-06+3.0157e-05i,-0.00035165+0.00024809i,-0.0011416-0.00032669i,-0.0013847+0.00011433i,-0.00099855+0.00075568i,-0.00066505+0.0011962i,-7.8739e-05+0.0014275i,-6.3151e-05+0.0013648i,-0.0001592+0.00057333i,0.00080136-5.1006e-05i,0.00093949+0.00011682i,0.00091675+0.00010944i,0.00091335+0.00067999i
0.0012538+0.00097242i,-0.00012865-0.00028515i,0.00038198-0.0017621i,5.9211e-05-0.0024508i,-4.0931e-05-0.0025658i,-0.00073155-0.0018608i,-0.00079645-0.001283i,0.00057997-0.0006002i,0.00081745+0.00018647i,0.00095615-0.0002787i,0.0011164-0.0012138i,0.00050529-0.00080665i,-0.00016186-0.00071689i,3.1637e-05-0.00011181i,0.00019787+0.0012152i,-0.00036277+0.0010478i,-0.00064127+0.00044193i,-0.00069634-0.00015279i,-0.00037408-1.962e-05i,-0.00036775-0.00049719i,-0.00083405-0.00047641i,-0.0011949-9.2495e-05i,-0.00060736-0.00013895i
0.00012049+4.687e-05i,-0.00015693-0.0011346i,-0.00012776-0.0015453i,-0.00027767-0.0010971i,0.00025136-0.00084221i,0.00051962-0.0010695i,0.0010289-0.0018988i,0.00068763-0.0019146i,9.0284e-05-0.0006268i,1.536e-05-0.00070684i,0.00068658-0.00071152i,0.0012315-0.00021917i,0.00074282-0.00080224i,5.7541e-05-0.000868i,0.00022589-0.00044903i,-0.00041979-0.0004819i,-0.00083826+0.00023844i,2.6682e-05+0.00084682i,0.00051106+6.1725e-05i,0.0010705-6.269e-05i,0.00099735+2.147e-05i,6.8047e-05-0.00052475i,0.00054092-0.00050673i
-0.0020953-0.0019409i,-0.0024293-0.0021819i,-0.0020299-0.0010634i,-0.0014808-0.00078558i,-0.00097074-0.0016905i,0.00011651-0.0020305i,0.0013439-0.0018135i,0.0013105-0.0017358i,0.00039904-0.0018197i,3.7274e-05-0.00085485i,0.00025136+0.00040319i,2.2438e-05+0.00055589i,-0.00012926+1.3828e-06i,0.00064554-0.00043131i,0.00046655-0.00057275i,-0.00015486-0.00041895i,6.0514e-06-0.00027359i,0.00036896-0.00014541i,0.00032915-0.00014953i,0.00028331+0.00026273i,0.0001155+0.0001706i,-2.2804e-05-0.00018263i,-0.00037253+0.00015459i
0.00051672-0.003521i,-4.0419e-05-0.0047173i,0.00032986-0.0037331i,-5.5328e-05-0.002512i,-0.00099724-0.0018212i,-0.0012662-0.0011102i,-0.00041977-0.0006112i,0.00053027-0.00074317i,0.00025324-0.00068927i,-0.00085806-0.00027281i,-0.0010996+4.6336e-05i,-0.00064959+0.00021788i,-0.00030137+0.00016935i,-5.4632e-05-3.9994e-05i,0.00011086-0.00058959i,0.00028706+0.00016999i,0.00019182+0.00057103i,0.00058521+5.2783e-05i,0.00094721-0.00040249i,0.00033788-8.1992e-05i,-0.0001929+0.00023931i,-0.00046536+0.00020713i,-0.00084162+0.0003161i
0.0012889-0.0014778i,0.0017572-0.0012679i,0.0013191+0.00011254i,0.00099862+0.00032988i,0.0013777-0.0012391i,0.0010698-0.0026328i,0.00053988-0.0019401i,0.00041396-0.0013108i,0.00038296-0.00087894i,0.0011014-0.00014726i,0.001554+5.5039e-05i,0.00072827-0.00037367i,0.00035549-0.00090981i,7.7957e-05-0.00097011i,-3.391e-05-0.00037923i,0.00024838-0.00022351i,-0.00041162-9.1625e-05i,-0.00048098+0.00040004i,-0.00043435+0.00037712i,-0.00065537-0.00049498i,0.00023359-0.00032818i,0.00033579+0.00041483i,0.00030932+0.00013924i
-0.00055921-0.00064297i,-0.00076218-0.0015605i,-0.00077552-0.0017598i,-0.00091413-0.00044777i,-0.00021608+1.6223e-05i,0.00036125-0.00061741i,0.00073464-0.0013704i,0.00086108-0.00090142i,-0.0001807-7.8879e-05i,-0.00055727+6.0136e-05i,-0.0001028-1.5398e-05i,0.00042738-0.00028811i,0.00014513-0.00039999i,-0.0002063-0.00018743i,-0.00018069+0.00059639i,-0.00021084+0.00027934i,0.00041695-0.00023896i,0.00065504+0.00019435i,0.00016169+0.00069125i,-0.00011438+0.00052963i,-0.00014313-0.00052034i,6.7845e-05-0.00026196i,0.00017203+0.00061908i
-0.00056447-0.00034232i,-0.0015583-0.001089i,-0.001599-0.0019413i,-9.299e-05-0.0012301i,0.00065587-0.00079723i,0.0010691-0.001398i,0.0012036-0.0014813i,0.00043449-0.00093459i,-0.00025954-0.0006603i,-0.00059084+0.00038442i,-0.00073698+0.00053074i,-0.00057585+2.2897e-06i,0.0001592+0.0003218i,0.00056644+0.00083075i,0.00027482+0.00076279i,0.00056991+4.738e-05i,0.00062099-0.00015369i,0.00070095-0.00051889i,1.0313e-05-0.00081607i,-0.00095993-0.00065393i,-0.00074429-0.00020267i,-0.00022074+0.00029745i,-0.00071509+0.00069866i
-0.0019308-0.0027578i,-0.0014723-0.0034244i,-0.0010669-0.0021935i,-0.0010754-0.00099746i,-0.00057549-0.00060482i,-0.00023093-0.0013414i,7.1788e-05-0.0017149i,0.00026971-0.00093043i,-0.00035181-0.00028728i,-0.00073007-0.00032308i,-0.00090234-0.00022129i,-0.0010113-0.00030824i,-0.00098929-0.00097956i,-0.00050047-0.00078683i,-0.00011036+3.7441e-05i,0.00041925-0.0001286i,0.00088609-0.00052777i,0.001071-0.00015031i,0.00037498+0.00032335i,0.00030375-0.0001423i,0.00084413-0.00038458i,0.00062243+0.00010461i,-1.1187e-05+0.00026063i
-0.0013481-0.0021346i,-0.0015559-0.002428i,-0.00029777-0.002265i,0.00087069-0.0013885i,0.00021027-0.0010977i,1.8075e-05-0.00088391i,0.0011046-0.00077826i,0.0012065-0.00074919i,0.00032589-0.00053648i,-0.00079184-0.00068179i,-0.0011648-0.00053487i,-9.98e-05-3.5738e-07i,0.00055438+5.2759e-05i,0.00034783-0.0002065i,0.00068981-0.00021552i,-9.5513e-06-0.00035825i,-0.00056317-0.00084223i,0.00022436-0.0011912i,0.00028545-0.00019701i,-0.0011763+0.00040458i,-0.0014774-8.4148e-05i,-0.00071426+0.00031993i,-0.0005139+0.00059626i
0.0015986-0.0011637i,0.00071745-0.0021036i,0.0010045-0.0017465i,0.00083403-0.0012909i,0.00042062-0.0018403i,-5.0239e-05-0.0019705i,0.00052729-0.001532i,0.0014388-0.0012373i,0.0011693-0.00055011i,-2.4042e-05-0.00025632i,-5.3606e-05-0.00050454i,0.00039722-0.00014706i,0.00044683+0.0001337i,1.9987e-05+2.6683e-05i,-0.0011145-0.00026054i,-0.00088278-0.00059774i,8.5156e-05-0.00047328i,0.00038169-0.00039639i,0.00063075-0.00034769i,0.00034985+0.00014598i,-0.00059014+2.7977e-06i,-0.00085465-0.00025247i,-9.5796e-05+0.0002341i
-8.0892e-05-0.0009902i,-0.00020508-0.0020166i,-0.00029613-0.0016162i,2.0736e-06-0.0023824i,0.0010785-0.0028275i,0.0011574-0.0015949i,0.00059832-0.0014405i,0.00011392-0.0017707i,1.3144e-05-0.0015404i,0.00038712-0.0014676i,0.00015325-0.0012642i,-0.00011474-0.00055161i,-3.8421e-05+0.00029356i,-0.00028937-0.00021672i,-6.0578e-05-0.00094217i,0.00035115-0.00027849i,-2.401e-05+1.6151e-06i,5.0745e-05-0.00010983i,0.00014394-4.4079e-05i,0.00037968-0.00097114i,0.00071233-0.00097656i,-8.4079e-07-0.0010315i,-0.0010513-0.00080609i
-0.00069691-0.0025836i,-0.00045193-0.0020171i,-0.00010463-0.00085833i,1.6249e-05-0.00066824i,0.00010169-0.00099565i,0.0007092-0.0011215i,0.0011071-0.0015633i,0.00089423-0.0015796i,-0.00018055-0.00064395i,-0.00029028-0.0003203i,0.00038361+4.3665e-05i,0.00021039+0.00033097i,-0.00061882+0.00023384i,-0.00053131+0.00014357i,-0.000106+0.00030382i,7.1082e-05+0.00082492i,0.00010701+0.00032466i,-0.00010925-5.7595e-05i,0.00033098+0.00019981i,0.00033964+0.00030964i,-0.00014121+0.00022166i,-9.4747e-05+0.00014016i,-0.00023949+0.00021166i
-0.00047148+2.4266e-05i,-0.00054327-0.00061814i,-0.00065798-0.00015247i,0.0005544-0.00078785i,0.0015716-0.0018718i,0.0011258-0.002504i,0.00057421-0.0024576i,0.00031233-0.0018573i,0.00092492-0.0015222i,0.0014723-0.0008006i,0.00077232-0.0001517i,-0.00025022+0.00011053i,-0.00082882+0.0004609i,-0.00050526+0.00055356i,0.00031202+0.00027694i,0.00028759+9.8964e-05i,4.5313e-05-0.00030213i,9.1161e-05-0.00081936i,0.00032454-0.0011805i,0.00057745-0.00075116i,0.00017142-3.8673e-05i,8.6455e-05-0.00038735i,0.0003554-2.9499e-06i
4.5299e-05-0.004635i,-0.00044053-0.0044146i,-0.0014275-0.0024791i,-0.0015348-0.00063361i,-0.001527-0.00037244i,2.4512e-05-3.7558e-05i,0.0025775+0.0001018i,0.0019727-0.00088971i,0.00029272-0.0014105i,-1.0039e-05-0.00011857i,0.00015857+0.00099819i,-0.00024284+0.00072938i,-0.00060872+1.6533e-05i,-7.9173e-05-0.00027487i,0.00078173-0.0003994i,0.00042626-0.00044302i,-0.00012018+0.00091252i,0.00033816+0.0020594i,0.00067954+0.0012909i,0.00048781+0.00068451i,0.00052708+9.7514e-05i,0.00037521-0.00092884i,-0.00029792-0.00081838i
0.0022633-0.0013351i,0.0012292-0.0018685i,0.00033191-0.0015829i,0.00040132-0.0014275i,0.00039003-0.0030527i,0.0004269-0.0033585i,0.00070657-0.0022915i,0.0011679-0.0013889i,0.0010492-0.00036043i,0.00058955-0.00032537i,0.00059554-0.00072593i,0.00066423-0.00076178i,4.8577e-05-0.00031828i,-0.00031741+0.0001767i,-1.1153e-05-4.5951e-05i,0.00042414-5.576e-05i,2.7308e-05-0.00038476i,-0.00020178-0.00062091i,0.00068971+0.00020522i,0.00051302+0.00051863i,-0.00043754+0.00024939i,-0.00064168-0.00076202i,-0.00056016-0.00085694i
0.00040014-0.0023481i,-0.00090271-0.0033254i,-0.0014366-0.0025262i,-0.0012893-0.001401i,-0.00049556-0.0010468i,0.0015032-0.0005732i,0.002234-0.00039345i,0.0016475-0.0005248i,0.00069736-3.2095e-05i,-0.00025487+3.4643e-05i,-0.00041417-0.0002948i,-2.967e-05-0.00047994i,0.00035272-0.00074931i,0.00031993-0.00073777i,0.00021209+0.00011658i,0.00013315+0.00075171i,2.8639e-06+0.00045063i,-0.0005815+0.00055037i,-0.0008248+0.00022925i,7.4896e-05-0.00032229i,0.00081336-0.00032396i,0.00016384-0.0003294i,-0.00068334-0.00015835i
0.0024156-0.0001205i,0.0016912-0.00044156i,0.00057632-0.00061251i,0.00012422-0.0013952i,-0.00014613-0.0022725i,-0.00031855-0.0019978i,0.00041876-0.0011002i,0.00052835-0.0015405i,0.00020223-0.0015926i,0.00057108-0.00022846i,0.0011612+0.00014802i,0.0011787+5.1017e-05i,0.0004492+1.5604e-05i,0.00023456+1.4941e-05i,0.00048507+0.00064451i,-0.00012911+0.0014014i,-0.00017806+0.00097176i,0.00014901-0.00025561i,0.00045685-0.00041113i,-1.1644e-05+0.00055953i,-0.00086377+0.00071799i,-0.00082611+0.00019788i,-0.00035271+8.5448e-06i
-0.00065706-0.00064329i,-0.00043506-0.0007831i,-0.00073499-0.00010402i,-0.00097647-9.1247e-05i,-0.00014737-0.00081159i,0.00082341-0.0010856i,0.00090603-0.00097925i,0.0003872-0.0004063i,0.00037314-0.00033365i,2.0968e-05-0.00025392i,-0.00031469+0.00047789i,3.726e-05+0.00023167i,0.00038205-0.00033136i,0.00044739+0.0003381i,2.9692e-05+0.00067641i,-0.00038077+0.00062726i,-0.00020815+0.00033278i,0.00041108-0.00015865i,0.0010008-6.9592e-05i,0.00046533+0.00047025i,-0.00016219+0.00046486i,-5.7302e-05+0.00031195i,2.4822e-05+0.00057488i
2.0691e-05-0.0032955i,0.00032343-0.0040824i,-0.00039571-0.0029807i,-0.00017398-0.0019849i,0.00037212-0.0017023i,0.00060569-0.0013757i,0.000853-0.00059908i,0.0006185-0.00013006i,0.0005025+0.00011795i,0.00068993+0.00069571i,0.00068069+0.00096778i,6.235e-05+0.00088277i,-7.7273e-05+0.00034041i,0.00026634-0.00056388i,0.00056983-0.00094036i,0.00073165-0.00044364i,0.00099649+0.00026377i,0.00053477-0.00034964i,-0.0001575-0.00067277i,-0.00046347-0.00079955i,-0.00082223-0.0011751i,-0.00070336-0.0011135i,-0.0006442-0.0005645i
0.00056991-0.0012369i,-0.00072095-0.0017402i,0.00030921-0.0016582i,0.0014291-0.0010012i,0.001487-0.001405i,0.00071512-0.0022234i,0.00091451-0.00153i,0.0010975-0.00086034i,0.00088061-0.00049922i,0.00059363-0.00061241i,-0.00048777-0.0013726i,-0.00069792-0.001405i,-0.00017676-0.00024497i,0.00019746+0.0010752i,9.5463e-05+0.00095905i,0.00014463+0.00043993i,0.00080602+0.00047466i,0.0008901-0.00031207i,-5.9335e-05-0.00045824i,-0.00024839+0.00048485i,-6.4267e-05+0.00021447i,-0.00034193-7.3445e-05i,-0.0002209+0.00076863i
-0.00044598-0.002286i,-0.00015065-0.0024574i,-0.00054232-0.0011055i,-0.00015552-0.00025564i,0.0013995-0.00058677i,0.0018114-0.00057234i,0.0013584+0.00035266i,0.0010649-9.987e-05i,0.00033585-0.00078911i,2.6926e-05-0.00061417i,0.00033002-0.00031528i,-8.2718e-05-0.00015696i,-0.0003831+0.00029405i,-8.3192e-05+0.00038477i,0.00063068-0.00046169i,0.00059599-0.00090923i,0.00013124-0.00045618i,-5.8275e-05-9.5129e-05i,-0.00056987+0.00044645i,-0.0009469+0.00048633i,-0.00016657-0.00021831i,0.00066028-0.00022016i,0.0012434+0.0003467i
-0.00021787-0.00087987i,-0.00085282-0.001468i,0.00043176-0.0012855i,0.00060533-0.0012497i,3.9612e-06-0.0017287i,-8.2882e-05-0.0023371i,0.00058701-0.0018446i,0.00072271-0.0014487i,-2.0081e-05-0.0011821i,-9.2945e-05+0.00031864i,0.0003926+0.00079944i,0.00049877-0.00032725i,-2.2872e-05-0.00087671i,-7.9386e-05-0.00034589i,-0.00010211+0.00050864i,-0.00020437+0.0010694i,-0.0002149+0.00082054i,0.00012898+0.00042156i,0.00059429+0.00036245i,9.415e-05-4.2601e-05i,-0.00019012-0.00017834i,0.00044776-0.00016423i,0.00018887-0.00093773i
-0.0003103-0.00081723i,-0.00061819-0.0025067i,-0.0014345-0.002593i,-0.0014809-0.0013869i,-0.00077755-0.00073722i,0.00076806-0.00064555i,0.0016018-0.00080744i,0.0017179-0.0017i,0.00056729-0.0017285i,-0.00089435-0.00091753i,-0.00054204-0.00059633i,7.8846e-07-0.00039037i,0.00011622-0.00048936i,0.00019306-0.00010684i,7.2916e-05+0.00016284i,0.00070316+0.00010972i,0.00079364+0.00023112i,0.00042014+0.00029887i,0.0008069-1.7484e-05i,0.0007669-0.00015733i,-5.9764e-05-3.6028e-05i,-0.0006409-0.00018066i,-0.00049695+0.00027149i
0.00079449-0.0025914i,0.0004777-0.0028582i,0.00091261-0.0015354i,0.0012875-0.0012659i,0.00089797-0.00074522i,0.00067917-0.00053148i,0.00082329-0.0012625i,0.00047318-0.0013936i,0.00012209-0.0003493i,0.0003744-3.3258e-05i,0.00073633-0.00046264i,0.00050152-0.00050485i,-0.00010197-0.00028999i,-0.00048837-0.00016057i,-0.00010586+0.00020525i,-0.00029126+0.0002891i,0.00052773+0.00033322i,0.0022029+0.00094593i,0.0015367+0.00086708i,0.00024016+0.00070766i,0.00060792+0.00055311i,0.00079426+0.0005802i,8.9137e-05+0.00076738i
0.0016816-0.00054005i,0.0016068-0.0015833i,0.0017074-0.0013858i,0.00091554-0.0013389i,0.00046778-0.0022354i,-0.00050528-0.0023595i,-0.0006384-0.0017554i,0.00028354-0.001368i,0.00050017-0.00071462i,0.00095636-0.00047653i,0.001216-0.00078179i,-0.00039766-0.00025393i,-0.0016155-0.0001037i,-0.0011264-0.00023964i,-2.492e-05-0.00023427i,7.8894e-05+0.00051312i,0.00020215+0.001052i,0.00010304+4.4752e-05i,-0.00020328-0.00023411i,0.00021357-0.00031537i,0.0005468-0.00053827i,2.6612e-05-5.1643e-05i,-0.00015896+0.00026435i
0.00048577-0.00032593i,-0.00064273-0.0016509i,-0.00083078-0.0020232i,-9.1237e-05-0.0016968i,0.00037732-0.0012324i,-0.00018885-0.00062475i,0.00021955-0.00057073i,0.0011238-0.00070963i,0.00091918-0.00039687i,5.2562e-05-0.00036621i,-5.7099e-05-0.0003953i,8.9736e-05+5.5647e-05i,0.00046251+6.0094e-05i,0.00070641+0.00024525i,0.00033481+0.00021538i,0.00011569+5.8786e-05i,0.00027485+0.00027934i,-0.00024749+0.00058716i,-0.00060221+0.00017411i,-0.00018758-0.00043662i,7.8097e-05-0.00055021i,-1.7489e-05+2.4094e-05i,-0.00041515+8.1523e-05i
-0.00043694-0.00044037i,-0.00018173-0.0011494i,0.00017652-0.00031614i,1.8208e-06+2.4029e-05i,5.2393e-05-0.00032616i,0.00095276-0.00082927i,0.0017015-0.0011555i,0.0009799-0.0013874i,0.00034752-0.00059684i,0.00061445+0.00068862i,8.624e-05-5.746e-05i,-0.00076288-1.9346e-05i,-0.00051507+0.00063927i,-0.0002097-0.00031604i,-0.0012294-0.001038i,-0.00158-0.00032094i,-0.00030352+0.00041188i,0.00036659+0.00023801i,0.00028518-8.5167e-05i,-0.00030925-0.00027653i,-0.00057989+0.00010719i,-0.00011165+0.00013389i,0.00025882-0.00014688i
-0.001802-0.0010993i,-0.0014284-0.001534i,-0.00032524-0.001183i,0.00020836-0.0014049i,0.00018176-0.0018169i,0.00036735-0.0020381i,0.00065377-0.0021051i,0.00029947-0.0017165i,0.00010517-0.001253i,0.00045305-0.000634i,7.8652e-05-0.00055529i,-0.00023407-0.00046537i,-0.00034625+0.00026341i,-0.00027189+0.00075289i,7.5443e-05+0.00090655i,0.00024795+0.00051631i,0.00031108-7.6285e-05i,0.00090804+6.7892e-05i,0.00093874+0.00053005i,2.4456e-07+0.00050938i,-0.00011959+9.1483e-05i,-0.00050793-0.00035215i,-0.00085438-0.00093234i
0.00027406-0.004312i,-0.00057552-0.0044807i,-0.0016741-0.0038642i,-0.0020392-0.0025467i,-0.0015657-0.00096074i,-0.00056352+0.00048492i,0.0010491+0.00070557i,0.00201-0.00044064i,0.0007827-0.0011625i,-0.0011592-0.00078227i,-0.0011544-0.00052977i,-2.4504e-05-8.6515e-05i,0.0009235+0.00086377i,0.00057491+0.0007077i,-0.00040272-0.00011148i,-0.0011653-0.00075996i,-0.00099537-0.00055581i,-0.00053859+0.00020986i,0.00033088+0.00067011i,0.00081095+0.0001836i,0.00018191-0.00043394i,0.00033215-0.0003995i,0.00048328-7.1662e-05i
0.0018338-0.0015567i,0.00090797-0.0019952i,0.00067099-0.00082585i,0.00022395-0.00065591i,0.0010987-0.0015907i,0.0017435-0.0019586i,0.0012577-0.0012577i,0.00057658-0.00065012i,0.00053525-0.00091294i,0.0003573-0.0010279i,0.0002443-0.00053459i,-0.00019906-0.00047021i,-0.00098314-0.00080362i,-0.00059561-0.00070087i,-0.00052333+0.00025207i,-0.00067864+0.0015686i,-0.00070535+0.0012285i,-0.00057048+3.2254e-05i,-3.8052e-05-0.00026983i,0.00012265-1.3485e-05i,-0.00064047+2.4458e-05i,-0.00098171-0.00025295i,3.5537e-05+0.00014266i
0.0016349-0.0007426i,0.00081015-0.0015831i,0.00032614-0.0014199i,0.00088056-0.0014052i,0.0011768-0.0018375i,0.0010927-0.0010298i,0.0013492+7.422e-05i,0.0015934-0.00018268i,0.0010541-0.00065831i,6.6141e-05-0.0005223i,-0.0005916+0.00042284i,-0.00097533+0.00082309i,-6.7819e-05+0.00085701i,0.00028523+0.00073226i,0.00039219-3.1606e-06i,0.00048981+0.00023985i,-0.00037856+0.00098987i,-0.00027624+0.00072754i,0.00012627+0.00042456i,-0.00020448+0.00074743i,-2.9552e-05+0.00072912i,-0.00016283+0.00010838i,-0.00059143-0.00069644i
0.0015382-0.0013836i,0.0013604-0.0010853i,0.00073456-0.0010063i,-0.00025552-0.00082584i,-0.00060732-0.0016115i,-0.00062541-0.0022261i,5.3199e-05-0.0013023i,-0.00010199-0.0006167i,7.2713e-06-0.0006809i,5.5767e-05-0.00037634i,-0.00073345-0.00046117i,-0.00075282-0.00088661i,-0.00017927-0.00011236i,-4.7812e-05+0.0001907i,0.00027496-0.00035607i,0.00055152-0.0010887i,-8.5098e-05-0.00069965i,-0.00019008+0.0003874i,0.00030239+0.0010243i,0.000242+0.00064785i,1.683e-05+0.00026643i,-0.00026464+0.00019418i,6.6524e-05-0.00015061i
-0.001785+0.00071701i,-0.0017101-0.00042808i,-0.00073327-0.00089943i,0.00058728-0.0018214i,0.0018441-0.0024614i,0.0019845-0.0022555i,0.0011835-0.0012942i,0.00057018-0.00065951i,2.6116e-05-0.00048833i,-0.00025656-0.0010079i,0.00013686-0.00067549i,-3.3896e-05+7.2484e-05i,-0.00065519-0.00028585i,-0.00047888-0.00035022i,0.00063044+0.00089825i,0.0011351+0.0017041i,0.00097254+0.0015704i,0.00085269+0.00072452i,0.00061622+0.00010447i,0.00047989-6.885e-05i,0.0003852-0.00032153i,0.00015497-0.00082113i,-0.00018938-0.00027458i
0.001854-0.0033193i,-0.00058711-0.0027854i,-0.0013002-0.0033256i,-0.00096662-0.0029989i,-0.00078913-0.0016783i,-0.00044906-0.00096304i,0.0006849-0.00043949i,0.0013906-0.00016136i,0.00038607-0.00026301i,-5.3057e-05-0.00037592i,6.8382e-05-0.00068328i,-8.8559e-05-0.00070073i,8.5793e-05-7.9572e-05i,0.00051206+8.5949e-05i,0.00051135+0.00040271i,0.00048756+0.00043661i,0.001129-5.1687e-06i,0.0012984-8.7456e-05i,0.00069601-0.00044522i,0.0008815-0.0003373i,0.00093581+7.0485e-05i,0.0003689+0.00034777i,-0.00050188+0.00081077i
0.00095646-0.00051473i,0.00028261-0.00070392i,0.00074355-0.0016248i,0.00072193-0.0023675i,0.00013364-0.0032625i,-0.0003238-0.0034605i,0.00046791-0.001742i,0.00078443-0.00060159i,0.0002141-0.00041259i,-0.00038473-0.00047028i,-0.0005904-0.0011911i,-0.00029908-0.0017716i,-0.00025157-0.0015738i,-4.7196e-05-0.00090716i,-2.0494e-06-0.00072712i,0.00036387-0.0012344i,0.0011615-0.0015104i,0.0012361-0.00028216i,0.00090112+0.00022025i,0.00065618-4.2146e-05i,0.00077557+6.1085e-05i,0.00090796+0.00025122i,0.00041111+0.00015534i
0.0011369-0.002312i,0.00056045-0.0022135i,-0.00014419-0.0011748i,-6.2909e-06-0.00074168i,0.0010202-0.0012277i,0.0015319-0.0012196i,0.0019147-0.00045282i,0.0016398-4.3239e-05i,0.00047892-0.0001552i,-0.00035442-0.00030111i,4.7368e-05+6.4973e-05i,0.00038612+6.0022e-06i,-2.2368e-05+0.00029012i,-0.00031401+0.0007727i,-0.00013614+0.00091875i,-4.4643e-05-0.00011958i,0.00026814-0.00022074i,6.1499e-05+0.00063433i,-5.3069e-05+8.0607e-05i,0.00010879-0.00042695i,0.00027689-5.6028e-05i,-9.7483e-05-0.00025887i,-0.00037831-0.00023627i
0.001878-0.00075378i,0.0016921-0.0020849i,0.001848-0.0024833i,0.00073476-0.0027034i,-0.00072705-0.0023192i,-0.0010781-0.0016364i,0.00028735-0.0014956i,0.0013205-0.0013223i,0.00092169-0.00086408i,5.3374e-05-0.00035414i,-6.3624e-05-9.1906e-05i,0.00036689+0.00026439i,0.00032157+0.00043819i,8.2719e-05-0.00053764i,-4.5373e-05-0.0012978i,-0.00026202-0.00088934i,-0.00020988-0.00041573i,0.00025251+0.00020785i,0.00086937+0.00037166i,0.00045173-0.00048278i,-0.00032425-0.00082908i,-0.0009131-0.00032788i,-0.00048324-0.00036465i
0.00057501-0.0006927i,-0.00027008-0.00074074i,-0.00076603-0.00070801i,-0.00094576+0.00026387i,-0.00040581+6.6476e-05i,0.00079768-0.00097468i,0.0011704-0.0011773i,4.1807e-05-0.00040083i,-0.00034716-0.00087894i,0.00022564-0.0015269i,0.00031418+0.00011083i,0.00030574+0.00077863i,1.1381e-05-0.00011205i,0.00025874-0.00060517i,-0.00028897-0.00010494i,-0.00069216+9.2233e-05i,9.43e-06+0.00027598i,0.00014464+0.00081447i,0.00017393+0.00072857i,-0.00044688-0.00014853i,-0.00064994-0.00055231i,-4.7953e-05-0.00034248i,-4.2354e-05+2.6841e-05i
0.00067396-0.0018472i,0.00082549-0.0016362i,7.7527e-06-0.00089312i,-0.00081337-0.0011971i,-0.00075653-0.0025174i,-1.0863e-05-0.0030457i,0.00035177-0.0020175i,0.00028753-0.00088036i,0.00030962-0.00027924i,0.0007765-0.00031711i,0.00070845-0.0002254i,-0.00068928+3.8363e-05i,-0.0012829-0.00062591i,-4.261e-05-0.0010524i,0.00075758-0.00090914i,0.00042656-0.0005632i,-0.00057252+0.00049519i,-0.00039035+0.00056704i,0.0004447+0.00023789i,0.00080158+0.00025284i,0.0002356-0.00040118i,-0.00036806-0.00036837i,-0.00017002+0.00043941i
