-0.0023494-0.00030526i,-0.0016983-0.00048248i,-0.0018359+0.00031826i,-0.0014924+0.0013076i,-0.0010685+0.0021759i,-0.00014711+0.0017259i,-0.00025685+0.00083149i,-0.00022704+0.0010288i,0.00060429+0.0020201i,0.0011439+0.0017084i,0.0016606+0.00017233i,0.0008304-0.00085752i,-0.0001612-0.0012172i,-4.2007e-05-0.00095648i,0.00072532-0.000431i,0.0012283-0.00074944i,0.00092718-0.0008533i,-0.00025419-0.00042937i,-0.0006426-0.0010647i,-0.00072111-0.0013181i,-0.00083581-0.00076908i,-0.0009314-0.00039305i,-0.00025552-0.00037642i
0.30575+0.041167i,0.49034+0.054031i,0.52737+0.018032i,0.44897-0.03171i,0.33445-0.050136i,0.19005-0.058838i,0.075036-0.046691i,0.024735-0.03348i,-0.0015867-0.034033i,-0.012129-0.026458i,-0.0078475-0.018934i,-0.0086523-0.011476i,-0.006486-0.0044447i,-0.0040953-0.0064581i,-0.0072605-0.0044885i,-0.008568+0.0024032i,-0.010539+0.0072233i,-0.012449+0.01073i,-0.013143+0.01557i,-0.013968+0.023404i,-0.0092989+0.027684i,0.0014795+0.02386i,0.0084283+0.016348i
0.038111+0.32958i,0.069195+0.45507i,0.07282+0.38174i,0.048924+0.19972i,0.031453+0.073157i,0.046378+0.013076i,0.045996-0.028294i,0.02022-0.025291i,0.0045515+0.0038311i,-0.0038478+0.016158i,-0.0091214+0.0097798i,-0.0033001+0.0018745i,0.010152-0.00019761i,0.020219-0.0055314i,0.013786-0.013452i,0.00026467-0.011752i,-0.0045534-0.0017098i,0.0082141+0.0059153i,0.035786+0.0023444i,0.04912-0.011248i,0.034703-0.023274i,0.0086497-0.021077i,-0.0062565-0.0070233i
-0.35893+0.095969i,-0.53471+0.1693i,-0.55274+0.16588i,-0.48306+0.14306i,-0.36381+0.15564i,-0.18302+0.12837i,-0.05025+0.06248i,-0.0071591+0.026989i,0.012958+0.025656i,0.023505+0.021426i,0.023315+0.017674i,0.015499+0.012799i,-0.0025352+0.0070067i,-0.016973+0.0012785i,-0.021271-0.0086208i,-0.01914-0.012892i,-0.013012-0.0099665i,-0.0075298-0.0073005i,-0.0073087-0.0039786i,-0.0072062+0.0046419i,-0.0020543+0.016738i,0.00094066+0.019766i,-0.0045805+0.012888i
-0.16108-0.34906i,-0.23258-0.50515i,-0.18986-0.41578i,-0.065856-0.19958i,-0.00017087-0.068427i,-0.0049865+0.011997i,-0.0029465+0.062858i,0.0039939+0.05173i,-0.0029705+0.014035i,-0.0083358+0.0015484i,-0.0051971+0.0087447i,0.00092699+0.0055828i,0.0016662-0.0026876i,0.00019785+0.0052487i,0.0070504+0.018981i,0.010468+0.01769i,0.0022308+0.0076323i,-0.014113+0.010181i,-0.028848+0.025249i,-0.031446+0.029619i,-0.022549+0.014682i,-0.012126-0.0028608i,-0.0070936-0.012568i
0.34465-0.2329i,0.49321-0.33237i,0.4916-0.32757i,0.399-0.291i,0.28278-0.25725i,0.13435-0.16908i,0.04012-0.054213i,0.020528-0.0054396i,-0.0038553-0.0033232i,-0.027274-0.0010337i,-0.030967-0.0012857i,-0.01855+0.0060867i,0.004564+0.0054341i,0.012751-0.013926i,0.0025543-0.025528i,-0.0066399-0.019209i,-0.0062892-0.0056403i,0.00038577+0.0031746i,0.012259+0.0061032i,0.027413+0.008522i,0.035342+0.0094543i,0.03451+0.0070047i,0.028066+0.0023984i
0.2811+0.33316i,0.38946+0.44888i,0.28115+0.387i,0.054336+0.25058i,-0.060762+0.15599i,-0.04616+0.066345i,-0.02748+0.00017865i,-0.022967+0.0078409i,-0.00033174+0.035194i,0.021329+0.036408i,0.027019+0.019632i,0.016371+0.0059253i,0.0052656+0.0092971i,0.010043+0.018249i,0.021347+0.021196i,0.029519+0.015034i,0.034937-0.0031817i,0.025469-0.031569i,-0.0067405-0.055986i,-0.042513-0.055569i,-0.056274-0.029802i,-0.043814-0.0029796i,-0.021958+0.0073675i
-0.30425+0.32312i,-0.40341+0.45751i,-0.35955+0.432i,-0.24091+0.33992i,-0.12859+0.26659i,-0.033206+0.14616i,-0.013074+0.0078357i,-0.036543-0.042777i,-0.028675-0.034945i,-0.0094228-0.030329i,-0.0043174-0.023646i,-0.0095813-0.018909i,-0.023155-0.0098924i,-0.027153+0.0067025i,-0.0155+0.016375i,-0.00080685+0.018501i,0.0034465+0.020064i,0.0023429+0.027859i,0.0050778+0.036596i,0.010529+0.033319i,0.015612+0.020891i,0.012579+0.0086568i,0.0054538+0.0029164i
-0.34699-0.26857i,-0.4731-0.2767i,-0.35055-0.23349i,-0.11214-0.24121i,0.0033522-0.24769i,0.0012196-0.15553i,0.010363-0.050159i,0.0182-0.026356i,-0.0043692-0.017583i,-0.01946+0.010245i,-0.016095+0.026066i,-0.0020391+0.01969i,0.013637-0.006361i,0.017061-0.027609i,0.0071009-0.02521i,-0.011577-0.007312i,-0.022747+0.014957i,-0.0064287+0.025184i,0.027674+0.01116i,0.039433-0.010884i,0.016194-0.018538i,-0.0088781-0.009286i,-0.012481-0.00025911i
0.22181-0.32425i,0.18992-0.50865i,0.0916-0.43884i,0.012086-0.25943i,-0.056984-0.18887i,-0.098429-0.096182i,-0.059047+0.02211i,-0.0097382+0.046658i,-0.011403+0.034082i,-0.020976+0.028797i,-0.017332+0.012838i,-0.0037157+0.0050936i,0.0070244+0.0036451i,-0.012172+0.0030787i,-0.041196+0.010056i,-0.043478+0.014092i,-0.025071+0.0058846i,-0.015942-0.011557i,-0.025539-0.026839i,-0.031462-0.031861i,-0.020335-0.032837i,-0.0088561-0.031696i,-0.0097963-0.0154i
0.30639+0.12658i,0.50365+0.078695i,0.4518+0.037423i,0.2626+0.13835i,0.18655+0.26989i,0.15766+0.20633i,0.086498+0.084977i,0.045824+0.054719i,0.05324+0.032221i,0.061149-0.0053004i,0.054296-0.024132i,0.029742-0.021346i,0.0081965-0.0024989i,0.014649+0.0065952i,0.034131-0.0039496i,0.039505-0.020792i,0.024574-0.02857i,0.0012382-0.018372i,-0.012421+0.012263i,-0.0065015+0.045681i,0.0066703+0.054618i,0.009689+0.040318i,0.0021606+0.018873i
-0.07356+0.27619i,-0.00094435+0.41091i,0.072683+0.29915i,0.10216+0.071416i,0.11515-0.035895i,0.11912-0.064884i,0.060864-0.086414i,-0.0074627-0.058581i,-0.036071-0.027272i,-0.051473-0.0099221i,-0.047976+0.012163i,-0.027242+0.01506i,-0.016008+0.00073917i,-0.016818-0.0095695i,-0.019604-0.0068605i,-0.014998+0.0045947i,-0.0031188+0.013542i,0.019748+0.016762i,0.045025+0.0038832i,0.05005-0.020051i,0.037507-0.0313i,0.025224-0.02717i,0.015606-0.022978i
-0.22791-0.019668i,-0.44453+0.10942i,-0.4981+0.15501i,-0.46+0.008723i,-0.41755-0.15362i,-0.2909-0.12946i,-0.11552-0.043565i,-0.026738-0.030711i,-0.0070096-0.012879i,0.011771+0.01238i,0.021258+0.016038i,0.024635+0.01134i,0.032234+0.0014501i,0.03633-0.0087204i,0.025404-0.0073121i,0.0078745+0.0076532i,0.0065756+0.015441i,0.011488+0.00043649i,0.0033963-0.018775i,-0.011077-0.022025i,-0.014095-0.0075106i,-0.0073687+0.0049112i,-0.0068886+0.0045434i
-0.075103-0.10561i,-0.1542-0.20373i,-0.14571-0.076482i,-0.059783+0.17181i,-0.028009+0.28454i,-0.038763+0.26346i,-0.012589+0.20035i,0.011591+0.12445i,-0.00024568+0.073834i,-0.017503+0.057055i,-0.022507+0.035979i,-0.021781+0.016341i,-0.018638+0.019291i,-0.011536+0.036549i,0.0019299+0.040723i,0.014696+0.026897i,0.014516+0.016271i,-0.0041294+0.024112i,-0.023026+0.045165i,-0.027241+0.057085i,-0.02801+0.046135i,-0.028513+0.030166i,-0.019303+0.023842i
0.17096-0.24224i,0.39161-0.36855i,0.5499-0.353i,0.64748-0.19343i,0.64606-0.046224i,0.44553-0.0096789i,0.21507-0.00060565i,0.10927-3.8019e-05i,0.057528-0.031376i,0.023427-0.044076i,0.017543-0.03102i,0.010764-0.01324i,0.0031748-0.0078752i,-0.0018317-0.027853i,-0.011356-0.045762i,-0.021366-0.035576i,-0.028515-0.0063063i,-0.018061+0.010977i,0.0063798-0.0072741i,0.019947-0.033945i,0.021957-0.034345i,0.026638-0.022311i,0.027066-0.022786i
0.22559+0.23167i,0.26765+0.2948i,0.11459+0.090885i,-0.14807-0.22337i,-0.26378-0.3542i,-0.18794-0.30718i,-0.11249-0.20782i,-0.087813-0.091757i,-0.05646+0.0019093i,-0.022365+0.034383i,-0.0043479+0.033691i,0.0038713+0.020992i,-0.0052016+0.010866i,-0.023146+0.026981i,-0.027374+0.052435i,-0.021106+0.052862i,-0.017328+0.028762i,-0.019662+0.0025268i,-0.030041-0.0082172i,-0.043209-0.0025697i,-0.045886+0.00080205i,-0.039873-0.0027261i,-0.025492+0.0020854i
-0.27116+0.13736i,-0.46773+0.20108i,-0.61874+0.23815i,-0.70656+0.23889i,-0.66561+0.19923i,-0.46801+0.12443i,-0.28995+0.030772i,-0.20205+0.0033315i,-0.11059+0.022426i,-0.036769+0.003386i,-0.019311-0.025734i,-0.013195-0.030965i,0.0014528-0.032241i,0.01277-0.04241i,0.011349-0.048479i,0.0055914-0.040132i,0.00093399-0.031813i,-0.0088853-0.028587i,-0.0088833-0.020839i,0.0091917-0.015716i,0.024485-0.012513i,0.021626-0.0014724i,0.01061+0.011676i
-0.16015-0.043101i,-0.14772+0.057922i,0.050983+0.22632i,0.34701+0.33185i,0.46955+0.31168i,0.3334+0.24182i,0.17891+0.18759i,0.11607+0.10552i,0.06116+0.035133i,0.01153+0.035688i,0.0040552+0.050697i,0.0098615+0.036301i,0.0050883+0.016978i,0.00020904+0.010266i,-0.00022735+0.0062733i,0.0024796+0.0037888i,0.016679+0.013269i,0.041169+0.025025i,0.061438+0.022348i,0.061386+0.013083i,0.041534+0.0081406i,0.019319+0.0045622i,0.0038888+0.00071733i
0.2041-0.36241i,0.24591-0.50179i,0.34046-0.43i,0.46856-0.31755i,0.43328-0.31486i,0.27357-0.28079i,0.17702-0.16554i,0.12622-0.09475i,0.043549-0.068358i,-0.01058-0.037156i,-0.010135-0.019607i,0.0065317-0.012285i,0.018574-0.013601i,0.0074284-0.014946i,-0.004658+0.0026666i,0.0024695+0.022114i,0.011369+0.019261i,0.013088-0.0083798i,-0.003272-0.036626i,-0.029733-0.041102i,-0.035936-0.034424i,-0.026229-0.032923i,-0.025125-0.028273i
0.25388+0.47639i,0.35372+0.42732i,0.093379+0.13145i,-0.36996-0.050022i,-0.5088-0.0056292i,-0.27744+0.028369i,-0.065557-0.017314i,-0.013869-0.019078i,0.014157+0.023372i,0.05121+0.031997i,0.05102+0.011523i,0.022782+0.0080701i,0.0078593+0.032336i,0.024466+0.050355i,0.040776+0.043815i,0.03055+0.027446i,0.0089779+0.016957i,0.0018775+0.020556i,0.020864+0.031264i,0.041172+0.036005i,0.032874+0.037574i,0.013662+0.040763i,0.0041163+0.034791i
-0.59525-0.29117i,-0.67665-0.3417i,-0.48086-0.31557i,-0.20971-0.23015i,-0.017507-0.055816i,0.070992+0.089043i,0.047287+0.1087i,0.0042018+0.085837i,-0.0091084+0.055465i,-0.021892+0.017497i,-0.028062+0.0029244i,-0.020864-0.0085968i,-0.025113-0.04096i,-0.04849-0.071831i,-0.073819-0.069674i,-0.07339-0.03573i,-0.050963-0.0040449i,-0.040021+0.011068i,-0.047855+0.014802i,-0.051819+0.011008i,-0.030862-0.0006539i,-0.003618-0.018448i,0.0031472-0.027658i
0.49996+0.0022266i,0.55276+0.28854i,0.48061+0.49773i,0.41274+0.3555i,0.26856+0.049708i,0.055277-0.065383i,-0.036213-0.0070799i,-0.030515+0.020341i,-0.029399+0.01225i,-0.020872+0.029124i,0.011728+0.043354i,0.03929+0.033503i,0.054276+0.019345i,0.061625+0.010088i,0.0516+0.004101i,0.02475+0.0031393i,0.0064042+0.0013162i,0.0088538-0.008269i,0.013832-0.015782i,0.012556-0.0070287i,0.0082963+0.0095418i,0.0020994+0.016852i,0.0018465+0.013411i
-0.080417+0.13968i,-0.27439+0.015458i,-0.35288+0.054515i,-0.25774+0.2403i,-0.19022+0.26187i,-0.1995+0.14493i,-0.16973+0.083359i,-0.080457+0.058582i,-0.018921+0.039075i,0.00075485+0.034177i,-0.0039743+0.016799i,-0.016326+0.0037839i,-0.012794+0.012065i,-0.0029394+0.028182i,0.0074806+0.037302i,0.014862+0.034868i,0.010214+0.036071i,0.0099992+0.039724i,0.014168+0.021937i,0.004752-0.0089923i,-0.011267-0.020715i,-0.015241-0.012905i,-0.010723-0.0069226i
-0.03258+0.39006i,0.24772+0.38874i,0.31727+0.17118i,0.12895+0.052883i,0.11466+0.13403i,0.29314+0.13254i,0.3065+0.010362i,0.12485-0.022565i,-0.020754+0.036912i,-0.060914+0.074414i,-0.038421+0.082259i,0.011248+0.068823i,0.036313+0.037893i,0.023793+0.01848i,-0.0033716+0.015514i,-0.023261+0.015578i,-0.019147+0.013082i,0.00045433+0.0067976i,0.019699-0.00080419i,0.030729-0.0070596i,0.033137-0.0101i,0.029215-0.01152i,0.016893-0.0067176i
-0.70145-0.93215i,-0.89624-1.0409i,-0.60705-0.91753i,-0.16074-0.81035i,-0.042422-0.66634i,-0.15757-0.36047i,-0.16589-0.10083i,-0.070962-0.045098i,-0.01636-0.071968i,0.0040835-0.071227i,0.012135-0.057162i,-0.0094137-0.046252i,-0.047635-0.03551i,-0.074829-0.028414i,-0.073277-0.023893i,-0.050473-0.020478i,-0.030792-0.0091283i,-0.020019+0.014509i,-0.0020209+0.029628i,0.020554+0.020312i,0.019896-0.00032265i,0.00079001-0.0072147i,-0.0047671-0.0051715i
1.3568+0.39084i,1.3846+0.64302i,0.77441+0.82293i,0.1454+0.76857i,-0.13219+0.4966i,-0.17672+0.18288i,-0.1616+0.025848i,-0.1313+0.029717i,-0.074455+0.049741i,-0.037614+0.025406i,-0.034807+0.011145i,-0.0047536+0.023142i,0.053525+0.019768i,0.072023-0.0070419i,0.030159-0.024185i,-0.018885-0.012543i,-0.033086+0.0074249i,-0.027657+0.0072251i,-0.026093-0.0062653i,-0.025863-0.0036099i,-0.013006+0.017928i,0.0056513+0.025826i,0.010161+0.01399i
-0.9759+0.62247i,-1.1618+0.42707i,-1.0014+0.074811i,-0.65434-0.0021439i,-0.30292+0.062856i,-0.1393+0.071593i,-0.13416+0.076213i,-0.082979+0.054298i,-0.0064376+0.015748i,0.028117+0.022393i,0.037267+0.033664i,0.0141+0.037753i,-0.0060019+0.057246i,0.0013815+0.058845i,0.024786+0.040904i,0.049297+0.030653i,0.05795+0.033971i,0.050646+0.0292i,0.022177+0.0089504i,-0.014308+0.011625i,-0.027742+0.034151i,-0.020822+0.043597i,-0.015196+0.047018i
0.1403-0.5186i,0.46444-0.38467i,0.60518-0.14924i,0.40857-0.11017i,0.20214-0.20399i,0.25715-0.26894i,0.36534-0.24708i,0.30945-0.12057i,0.19532+0.047435i,0.15016+0.14117i,0.14554+0.1017i,0.10329+0.0035906i,0.029755-0.058534i,-0.020678-0.075521i,-0.04644-0.059945i,-0.073394-0.019196i,-0.10697+0.027743i,-0.1076+0.06198i,-0.036389+0.06779i,0.033691+0.040268i,0.032391+0.012087i,0.0069292+0.0020798i,-0.0051767-0.0019455i
-0.36752-0.56862i,-0.87056-0.76088i,-0.89285-0.72173i,-0.36706-0.54002i,0.058039-0.36708i,0.10331-0.16116i,-0.0042372-0.0022874i,-0.14607+0.016392i,-0.27436+0.0034073i,-0.30575+0.0097422i,-0.26197+0.032043i,-0.16664+0.074179i,-0.065099+0.083862i,-0.020665+0.048659i,-0.018041-0.007175i,-0.029401-0.062692i,-0.029685-0.090391i,-0.011282-0.097401i,-0.018134-0.097272i,-0.060738-0.078323i,-0.087857-0.041338i,-0.07467-0.0062085i,-0.053659+0.0092166i
1.179+0.77027i,1.5518+0.93694i,1.2251+0.89725i,0.54259+0.69937i,0.041095+0.4424i,-0.22462+0.17825i,-0.28524+0.043809i,-0.11313+0.044423i,0.10198+0.052263i,0.16259+0.073662i,0.13861+0.094058i,0.10708+0.043702i,0.066982-0.028344i,0.043471-0.05419i,0.033439-0.015995i,0.017174+0.054365i,-0.013122+0.091743i,-0.03064+0.080727i,-0.0055143+0.059866i,0.021731+0.056975i,0.015223+0.051906i,-0.0002821+0.029518i,-0.004815+0.008939i
-1.3062+0.16717i,-1.3791-0.00014417i,-1.0366-0.50377i,-0.70041-0.82153i,-0.34523-0.68572i,0.051578-0.35129i,0.15159-0.11634i,-0.069844+0.028738i,-0.27621+0.15489i,-0.27705+0.18098i,-0.16579+0.10197i,-0.066995+0.045834i,0.0081157+0.038132i,0.073487+0.0092295i,0.12849-0.054814i,0.15745-0.14632i,0.14083-0.23127i,0.094639-0.24084i,0.039812-0.18535i,-0.029367-0.13794i,-0.089869-0.10352i,-0.10295-0.054027i,-0.085649-0.01076i
0.84287-0.98026i,0.9547-0.82534i,0.85386-0.12076i,0.70787+0.44343i,0.62084+0.50093i,0.59225+0.22539i,0.48075-0.083576i,0.23735-0.20484i,-0.0050278-0.12344i,-0.12464+0.029645i,-0.11715+0.13404i,-0.061643+0.13187i,-0.056954+0.078072i,-0.10085+0.087084i,-0.13011+0.16415i,-0.1095+0.23214i,-0.022385+0.21182i,0.084146+0.091201i,0.11162-0.037866i,0.050995-0.086492i,-0.0058652-0.059039i,-0.0067427-0.027738i,0.0061658-0.038954i
-0.52503+0.67626i,-1.1418+0.60465i,-1.3129+0.44486i,-0.72561+0.39343i,-0.20706+0.29985i,-0.31446+0.27134i,-0.48004+0.36632i,-0.35376+0.27873i,-0.22451+0.027687i,-0.2199-0.12604i,-0.22799-0.11675i,-0.19426-0.030063i,-0.1293+0.035135i,-0.051526+0.041834i,0.036563+0.011244i,0.11642-0.063536i,0.13033-0.13718i,0.091286-0.098994i,0.085836+0.013365i,0.1062+0.038788i,0.074256-0.02943i,0.00079625-0.061014i,-0.027763-0.025653i
0.41917+0.32212i,1.3108+0.59637i,1.8132+0.56213i,1.3294+0.17857i,0.55037+0.02181i,0.29507+0.12011i,0.3434+0.056883i,0.24801-0.093969i,0.049598-0.13464i,-0.083157-0.071186i,-0.071069+0.0012712i,0.025276+0.003568i,0.078958-0.032576i,0.088077-0.052627i,0.086436-0.071674i,0.088192-0.086959i,0.10761-0.1034i,0.095201-0.12841i,0.028347-0.1043i,-0.020614-0.039984i,-0.018394+0.0092509i,0.012543+0.028942i,0.046842+0.022707i
-0.074697+6.7913i,2.3775+6.2029i,5.6213+5.4698i,6.6586+2.327i,5.6118-1.1306i,3.0173-3.1696i,0.37045-2.4229i,-0.57095-0.32205i,0.14243+1.0488i,1.0437+0.82481i,0.75471-0.14287i,-0.20988-0.59633i,-0.96646-0.45827i,-1.3408+0.059762i,-1.0957+0.59358i,-0.48142+0.70123i,-0.025825+0.43803i,0.067157+0.059633i,-0.13946-0.16973i,-0.36953-0.15151i,-0.42145-0.11279i,-0.34537-0.12422i,-0.19602-0.12956i
0.7984+0.25927i,0.89801+0.28784i,0.87041+0.37063i,0.85735+0.34143i,0.78655+0.15397i,0.54504-0.056421i,0.19464-0.10973i,-0.0025641-0.02639i,-0.0018778-0.00013904i,0.018775-0.017024i,0.033801+0.016391i,0.056327+0.053712i,0.066335+0.085325i,0.10322+0.1045i,0.14908+0.065129i,0.14639-0.027008i,0.083591-0.13465i,-0.0014014-0.17283i,-0.042996-0.10396i,-0.035434-0.034853i,-0.030582-0.011208i,-0.024206+0.013534i,0.0044809+0.030997i
-0.98508+0.47224i,-1.2568+0.52251i,-1.1624+0.37747i,-0.75999+0.081778i,-0.44497-0.26789i,-0.41068-0.40264i,-0.37874-0.22736i,-0.22589-0.021828i,-0.094766+0.073588i,-0.032705+0.095404i,-0.013592+0.046726i,-0.026154-0.013022i,-0.039876-0.036122i,-0.032062-0.053688i,-0.019141-0.082676i,-0.016162-0.10069i,-0.019522-0.10132i,-0.021977-0.089418i,-0.017723-0.06278i,-0.016335-0.044117i,-0.023866-0.045498i,-0.024966-0.041079i,-0.0072389-0.031667i
0.54477-0.33751i,1.1754-0.15733i,1.4974+0.0066332i,1.0059+0.069103i,0.2542+0.27391i,0.019297+0.3577i,0.065419+0.088304i,0.0089301-0.094562i,0.0030604-0.032061i,0.084257+0.024697i,0.089183+0.018625i,0.018471+0.019755i,-0.039162+0.043056i,-0.04644+0.073892i,-0.024453+0.077715i,0.0012215+0.039709i,0.0073552-0.016187i,-0.012387-0.039168i,-0.011164-0.016165i,0.012333+0.0034902i,0.012344-0.00043998i,-0.0075744-0.0053537i,-0.01269-0.004654i
0.012851-0.37342i,-0.49512-0.62067i,-0.78708-0.50551i,-0.32961-0.10887i,0.33387+0.036393i,0.44987-0.060841i,0.22873-0.067915i,0.15188+0.0015135i,0.22653-0.026503i,0.23666-0.10689i,0.15379-0.10341i,0.063238-0.040663i,0.012726+0.014552i,0.0059435+0.029999i,0.013228-0.017878i,-0.032057-0.080419i,-0.12019-0.080546i,-0.154-0.03017i,-0.10578+0.0028828i,-0.037117+0.0077622i,0.013153+0.021165i,0.051153+0.041913i,0.073674+0.03876i
0.25415+0.85757i,0.6607+0.84206i,0.70454+0.2953i,0.20779-0.25489i,-0.18989-0.39249i,-0.12871-0.38994i,0.016166-0.36715i,0.060006-0.25617i,0.068629-0.16288i,0.049245-0.11957i,0.041408-0.073693i,0.068015-0.052523i,0.085803-0.054621i,0.071728-0.054327i,0.030084-0.055661i,-0.0074069-0.048472i,-0.021093-0.026312i,-0.030104-0.0059249i,-0.041217+0.013414i,-0.033251+0.035227i,-0.01238+0.034096i,-0.0078783+0.0047227i,-0.01499-0.012661i
-0.79693-0.79232i,-1.0801-0.66458i,-0.91005-0.13784i,-0.47865+0.29298i,-0.26024+0.3728i,-0.29363+0.30358i,-0.24606+0.18033i,-0.10365+0.022984i,-0.019563-0.078101i,-0.0017673-0.10497i,-0.017578-0.096701i,-0.041929-0.064167i,-0.049958-0.049659i,-0.054542-0.053391i,-0.053396-0.040915i,-0.033768-0.013105i,-0.003662+0.020759i,0.026989+0.046189i,0.046543+0.034983i,0.055072-0.0026506i,0.056418-0.030798i,0.038946-0.042734i,0.011003-0.0391i
0.80322+0.25818i,0.75219+0.18299i,0.4321+0.075585i,0.29097+0.072427i,0.38672+0.14028i,0.43951+0.19527i,0.32514+0.21505i,0.16266+0.17286i,0.054657+0.082768i,-0.0042949+0.013011i,-0.037486+0.0034193i,-0.053293+0.026036i,-0.054237+0.061227i,-0.04375+0.09317i,-0.038243+0.099873i,-0.037766+0.083199i,-0.018032+0.058852i,0.014879+0.036145i,0.025322+0.01708i,0.009153+0.0079967i,-0.0010516+0.013593i,0.012577+0.023475i,0.030855+0.019393i
-0.44502+0.34726i,-0.26136+0.41248i,0.043995+0.25946i,0.098773-0.10664i,-0.049726-0.40427i,-0.12476-0.41398i,-0.078473-0.28861i,-0.060809-0.17975i,-0.076913-0.071753i,-0.045692+0.0085597i,0.017283+0.012483i,0.059498-0.0262i,0.067825-0.051294i,0.053872-0.045041i,0.037148-0.0041255i,0.044951+0.03707i,0.058514+0.026769i,0.038155-0.010008i,0.0010003-0.0171i,-0.020496-0.0020076i,-0.022321-0.0046225i,-0.02238-0.024335i,-0.031811-0.032178i
0.10946-0.37064i,0.17751-0.44597i,0.11946-0.39549i,-0.040198-0.14054i,-0.14068+0.16487i,-0.16141+0.22443i,-0.14906+0.13633i,-0.080128+0.085624i,0.00084031+0.057431i,0.047535+0.014903i,0.044865-0.030959i,-0.00039262-0.046767i,-0.025407-0.031555i,-0.003907-0.023737i,0.027978-0.03488i,0.033313-0.043403i,0.018156-0.024642i,0.018305+0.0064351i,0.028394+0.012567i,0.020525+0.0018053i,0.0039804+0.0017311i,0.001366+0.010315i,0.0085258+0.017284i
0.20052-0.20041i,0.058536-0.25233i,-0.027433-0.17626i,0.060794-0.13041i,0.13181-0.18523i,0.053622-0.12882i,-0.038554+0.03558i,-0.034675+0.11395i,-0.0013639+0.066687i,-0.018766+0.0096272i,-0.052494+0.018759i,-0.049488+0.041739i,-0.043408+0.015294i,-0.072406-0.029925i,-0.097078-0.042302i,-0.079899-0.024917i,-0.043684-0.0088113i,-0.021829-0.0088028i,-0.023257-0.013485i,-0.034088-0.0029821i,-0.034915+0.017062i,-0.020917+0.025945i,-0.0047673+0.020596i
-0.31227+0.65439i,-0.46238+0.71354i,-0.5453+0.49179i,-0.49834+0.17287i,-0.40714-0.050585i,-0.30709-0.11552i,-0.1635-0.089513i,-0.048509-0.05844i,0.0030963-0.017597i,0.031092+0.008335i,0.038015-0.00061267i,0.032288+0.0027187i,0.032734+0.029818i,0.028198+0.056608i,0.011146+0.065871i,0.0023849+0.060587i,0.021284+0.04611i,0.033595+0.02674i,0.023137+0.019055i,0.025303+0.013222i,0.030568-0.0059394i,0.0097364-0.020372i,-0.013118-0.015793i
0.10677-0.50345i,0.47693-0.45326i,0.69392-0.15639i,0.48683+0.25239i,0.21563+0.5493i,0.16234+0.46117i,0.13755+0.1105i,0.054049-0.097152i,0.021247-0.12057i,0.021576-0.10881i,0.0038527-0.09283i,-0.015886-0.075113i,-0.018016-0.046348i,0.019786-0.011135i,0.073046-0.003284i,0.084176-0.024404i,0.048705-0.042385i,0.0086813-0.035232i,-0.006197-0.01781i,-0.0082058-0.0075184i,-0.003737+0.0016756i,0.015506+0.01118i,0.036352+0.0061225i
-0.09785+0.16542i,-0.50198+0.29844i,-0.58846+0.28127i,-0.16786-0.028089i,0.18688-0.35323i,0.17676-0.29321i,0.10072+0.020814i,0.094918+0.153i,0.056134+0.085326i,0.0062365+0.031722i,-0.0018746+0.039619i,0.0055095+0.049632i,0.00784+0.02711i,0.004237-0.017249i,-0.0055122-0.059788i,-0.020524-0.080366i,-0.036842-0.074395i,-0.038452-0.054817i,-0.02615-0.02387i,-0.01183+0.0070149i,-0.0038492+0.011503i,-0.011214-0.002397i,-0.023839-0.0096985i
0.62318+0.0079832i,1.1277-0.3819i,1.0624-0.64022i,0.42369-0.403i,-0.044708-0.032074i,-0.096618-0.02235i,-0.081095-0.17305i,-0.085399-0.11495i,-0.032216+0.024541i,0.02667+0.071073i,0.068121+0.049715i,0.087217+0.01023i,0.066848-0.0072661i,0.028366-0.00088717i,-0.001202+0.0050011i,-0.022057+0.0018416i,-0.038991-0.0077745i,-0.046666-0.018194i,-0.033756-0.026386i,-0.00052759-0.023633i,0.026609-0.0079268i,0.036541+0.0097224i,0.036448+0.014732i
-1.0362+0.062699i,-1.4303+0.39363i,-1.2282+0.55187i,-0.63625+0.37692i,-0.24+0.15301i,-0.14135+0.10775i,-0.073003+0.088673i,0.014061-0.023853i,0.036557-0.097953i,-0.00063003-0.079828i,-0.045199-0.036945i,-0.059251-0.014404i,-0.052321+0.0015283i,-0.033717+0.033244i,-0.0082755+0.052124i,0.0048621+0.043036i,-0.0020172+0.036149i,-0.024007+0.045746i,-0.039218+0.056477i,-0.037659+0.049766i,-0.022778+0.032183i,-0.0025632+0.016249i,0.01105+0.006061i
0.82993-0.43807i,0.87906-0.60079i,0.63458-0.47314i,0.42893-0.2207i,0.35926-0.08973i,0.26869-0.04671i,0.13999+0.0075143i,0.053046+0.017649i,0.0059797-0.035251i,-0.011897-0.062774i,-0.010167-0.048239i,-0.01527-0.016572i,0.0007043+0.0057547i,0.029347-0.015089i,0.023883-0.039676i,0.0059828-0.022226i,0.013247+0.0069392i,0.036586+0.017085i,0.044834+0.0089899i,0.029043-0.0061796i,0.0033258-0.020225i,-0.018498-0.030106i,-0.027322-0.030844i
