-0.0023494-0.00030526i,-0.0016983-0.00048248i,-0.0018359+0.00031826i,-0.0014924+0.0013076i,-0.0010685+0.0021759i,-0.00014711+0.0017259i,-0.00025685+0.00083149i,-0.00022704+0.0010288i,0.00060429+0.0020201i,0.0011439+0.0017084i,0.0016606+0.00017233i,0.0008304-0.00085752i,-0.0001612-0.0012172i,-4.2007e-05-0.00095648i,0.00072532-0.000431i,0.0012283-0.00074944i,0.00092718-0.0008533i,-0.00025419-0.00042937i,-0.0006426-0.0010647i,-0.00072111-0.0013181i,-0.00083581-0.00076908i,-0.0009314-0.00039305i,-0.00025552-0.00037642i
-0.0013414+0.001416i,-0.00049722+0.0010798i,-0.00035932+0.001653i,0.0004647+0.0016609i,0.00061027+0.00061768i,0.00038921-0.00036377i,0.0001097+0.00020705i,0.00029116+0.00047179i,0.00079287+0.00057049i,0.0011462-0.00011978i,0.0017501-0.00040035i,0.0014054-0.00032179i,0.00038958-0.00049712i,0.00025977-0.0003092i,0.0004364-0.00024656i,0.00069026+0.0003259i,0.00040517+0.00036063i,-0.00021373+3.0341e-05i,-0.00033644-0.0005281i,-0.00058021-0.001177i,-0.0004729-0.00072243i,0.00051245-0.00043026i,0.00061772-0.00027141i
0.00053327-0.0017451i,0.00079955-0.0015777i,0.0014954-0.00084138i,0.0013451-0.0010245i,0.00064867-0.001156i,0.00015549-0.0012363i,0.00026686-0.00061807i,0.0013552+4.4147e-05i,0.001791+0.00063886i,0.0017795+0.0010303i,0.0011898+0.00053322i,-8.6655e-05-0.00023923i,-0.00044836-0.00016568i,-0.00010626+0.00028944i,0.00027145+5.4867e-05i,0.00087311-0.00025814i,0.00098502+0.00028852i,0.00047558+1.2266e-05i,-7.1308e-05-0.00057443i,-0.00036556-0.00027851i,-0.00048978-1.3819e-05i,-0.00032874+8.2701e-05i,-0.00026912+0.00054619i
0.0015402-0.00032523i,0.0018294+0.00019373i,-4.2833e-05-0.00032318i,-0.0011285-0.00050298i,-0.00055333+1.2004e-05i,-0.00053684-0.000502i,-0.00035607-0.0005555i,2.7069e-06-0.00048367i,0.0005412-0.00061858i,0.00052433-5.6133e-05i,0.00013382+0.00082931i,-4.4347e-05+0.00085746i,0.00012352+0.0002798i,0.00023589+0.00015539i,0.00015217+0.00091399i,0.00030891+0.0014589i,0.00074051+0.0011391i,0.0010187+0.00067852i,0.00070539-0.00038332i,0.0008157-0.00077689i,0.00063718-0.00034529i,0.0004731+0.00011693i,0.0004876+0.00049413i
-0.0011268-0.00027436i,-0.0016308-0.00088506i,-0.00084997-0.00036407i,-0.0010268-0.00073267i,-0.0010087-0.00010275i,-0.00082718+0.00037557i,-8.4075e-06+6.9388e-06i,0.00020581+0.00016638i,-0.00067836+0.00076749i,-6.5079e-05+0.0010758i,0.0003165+3.8165e-05i,-0.00060722-0.0012713i,-0.00048565-0.00097525i,-0.00049085-0.00036182i,-0.00026816-0.00026997i,0.00066873-0.00015344i,0.00068028-0.00030909i,0.00012564-0.00027267i,-0.00020297+1.5302e-05i,0.00031974+0.00010713i,0.00022799-6.2392e-05i,-0.00016858-0.00013845i,0.00026802-5.829e-05i
-0.00016464-0.0012584i,-0.00050928-0.0019127i,-0.00023505-0.0012872i,0.00023069-0.00019242i,-0.00034765+0.00029963i,-0.00066336-0.000657i,0.0002583-0.00061834i,0.00038205+0.00039198i,0.00056676+0.00029299i,0.00085577-8.4483e-05i,0.00049612-0.00023976i,0.00022847+0.00052293i,0.00035403+0.0010793i,0.00044277+0.00052483i,0.00048476+0.00059013i,0.00025972+0.001026i,0.00075332+0.00021464i,0.00082608-0.00033949i,0.00039477+2.9242e-05i,0.00035125+0.00025982i,0.00021077+0.00058681i,-0.00038491+0.00077813i,6.4747e-05+0.00056843i
0.00048791+0.001612i,0.0010485+0.00014648i,0.0014077+0.00054159i,0.0016133+0.0005943i,0.00058322-0.00063724i,-0.00069315-0.0012572i,-0.00096521-0.00025481i,-0.00041883+0.0006469i,0.00070499+0.00042301i,0.0014335+0.0003618i,0.001087+0.000202i,6.7487e-05-6.5425e-05i,-0.00054411-0.00031286i,-0.0008793-1.5088e-05i,-0.00074005+0.00063078i,-0.00023388+0.0014677i,-4.3374e-05+0.0015289i,0.00014692+0.00089142i,-6.1152e-05+0.0004001i,5.1269e-05-0.0002372i,-7.5627e-05-0.00066411i,-0.00035038-0.00041609i,-0.00022966+0.00024628i
-4.5667e-05-0.00069169i,1.0928e-05+0.00015412i,-0.0001356+0.00012663i,-0.00086141-2.8617e-05i,-0.00016642+0.00053587i,0.0012467+0.00076145i,0.0012561+0.00045085i,0.00036987-0.00014188i,-0.0003466-0.00041155i,-0.00018232-0.00057019i,0.00084787+2.4112e-06i,0.00061601+0.00032916i,-0.00029349+0.00056268i,-0.00087803+0.00085269i,-0.00081258+0.00055449i,0.0004667+0.00053344i,0.001082+0.00090789i,0.00052657+0.00037329i,1.551e-06-0.0004327i,-0.00031442-0.00036437i,-0.00051428+9.0452e-06i,-0.00057888-0.00033663i,-0.00028431-0.00074986i
-0.00022124+0.00095867i,5.1607e-05+0.00099892i,0.0002938+0.00099848i,0.00015562+0.0012878i,9.0026e-05+0.00089229i,-0.00014006-0.00031829i,-5.2495e-05-0.00057939i,0.00023967+0.00056391i,-0.00021007+0.0014631i,0.00017768+0.00054566i,0.00084075-4.8537e-05i,0.00053605+2.7142e-05i,0.00013578-0.0003201i,5.8292e-05-0.00037576i,0.00028207-0.00037794i,0.00083773-0.0002302i,0.0013687+0.00017925i,0.00098517+0.00014598i,0.00017616+0.00053648i,-0.00026589+0.00093556i,-0.0010787+0.00023251i,-0.00076044-0.00060703i,0.00014357-0.00045651i
-0.00065262-0.00021847i,-0.00026801+0.00018463i,-0.00011815+0.00049305i,-0.00019223+0.0010898i,-0.00017922+0.001226i,0.00034067+0.00032485i,0.00091761+0.00026306i,0.0011508+0.00075471i,0.00010518+0.00058473i,-0.00094693+0.00051544i,0.00015425+0.00046673i,0.00074776+0.00053611i,0.00035426-0.00018964i,0.00024248-0.00065983i,0.00040055-0.00041114i,0.00050358+9.6134e-05i,0.00050187+0.00012516i,6.4144e-05-0.00060161i,-0.00018436-0.0014805i,0.00032408-0.0010191i,0.00015355-7.2726e-06i,-0.00025136+0.00094807i,0.00016668+0.00089577i
0.00095566+0.00088425i,-0.00048145+0.0010476i,-0.00066884+0.00021962i,-0.00051466-0.00037948i,-0.0007478-0.00041806i,-0.00044424+3.7044e-05i,0.00013025+0.00036247i,0.0011666+8.7345e-05i,0.001548-0.00019273i,0.00051222-0.00042579i,0.00015085-0.00013248i,0.00020895+0.00032595i,-0.00057189-1.7373e-05i,-0.00034526+0.00022792i,-0.00022626+0.0010483i,-0.00037446+0.0010555i,0.00051675+0.00068591i,0.0004973-1.5031e-05i,-0.0001634-0.00071561i,-0.00049693-0.00011054i,-0.00032828+0.00059669i,-0.00017178+0.00029008i,-0.00030077+0.00025468i
0.0012001+0.0025367i,0.0024663+0.0013409i,0.0029791+0.00085636i,0.003177+0.00053101i,0.0018716+0.00011109i,-0.00045505-9.1618e-05i,-0.0013007-0.00032159i,-0.00061489-0.00046828i,-4.9336e-05-0.00020056i,0.00083427+0.00021183i,0.00086717+0.00023594i,-0.00025897+0.00036133i,-0.0010828+0.00022035i,-0.0011355-8.2008e-05i,-0.00043805-0.00012914i,0.00030513-3.0157e-05i,0.00046913-5.3019e-06i,0.00015405-0.00032669i,-0.00057472-0.00025347i,-0.0013401-0.00021239i,-0.0014699-0.00023573i,-0.00060764-0.00066323i,-0.00036543-0.00050625i
8.6795e-05+0.0001585i,0.001106+1.2787e-05i,0.0013231+0.00066347i,0.0013978+0.00091911i,0.00056818+0.00049879i,0.00023956-0.00051934i,0.0002835-0.00090357i,-0.00020753-0.00035752i,0.00016248+0.00024722i,0.00082675+0.00045974i,0.00086696-9.267e-06i,0.00065586-2.9264e-05i,0.00070882+5.0127e-05i,0.00045375+0.00013153i,0.00044271+0.00024115i,0.00040582+9.5993e-05i,0.00060678+5.4914e-05i,0.00026169+0.00097143i,-0.00083273+0.00095057i,-0.0013022+0.00043205i,-0.0012935-3.1428e-05i,-0.0008057-0.00048739i,0.00031162-0.00027444i
0.00070879+0.0018072i,0.0015866+0.0030021i,0.0029905+0.0032966i,0.0033825+0.0018132i,0.0024397+0.00033233i,0.0015356-0.00039655i,0.00062445-0.00038173i,0.00049806+0.00049177i,0.00073376+0.001258i,0.00084396+0.0006859i,0.00086213-0.0002105i,0.00073102+0.00010482i,-0.0001687+0.00041536i,-0.00069851+0.00035996i,-0.00025884+0.00032517i,0.00062595+0.00057345i,0.0011238+0.00057339i,0.00035602-9.1596e-05i,3.9766e-05+0.00019568i,0.00022712+2.226e-07i,0.00033771-0.00060518i,0.00023486-0.00041604i,0.00048762-0.00030516i
-0.0017969+0.0017124i,-0.0015621+0.0017556i,-0.00021709+0.0017327i,0.0017299+0.0014728i,0.0023937+0.0010455i,0.00095745+0.00062043i,0.00025315+0.00037089i,0.00032177+0.00015124i,0.00068403+0.00036599i,0.00087053+0.00025457i,0.0001536+0.00077509i,-0.00063172+0.0012873i,-0.00075953+0.00072569i,-0.00080906+0.00044599i,-0.0010851+0.00057583i,0.00026574+0.00097399i,0.00078942+0.0007274i,0.0004868+0.00019609i,9.3072e-05-0.00023463i,-0.00075339-0.00068673i,-0.0010301+0.00017426i,-0.00041005+0.0011081i,-0.00033598+0.00073823i
0.00032452+0.0015107i,0.0009529+0.00040031i,0.00053467+3.5957e-06i,-0.00032782+0.0005174i,2.2637e-05+0.00011514i,0.00095506-0.00045343i,0.0011089-0.00073914i,0.00032214-0.00082669i,-0.00031373-0.0002586i,0.00030081-0.00018643i,0.00095214-4.222e-05i,0.00048115+0.00020797i,3.045e-05+0.0001935i,-0.00031073+0.00040055i,-0.00039861+0.00042217i,0.00016585+0.00033774i,0.00090477+0.00023322i,0.0007672-3.471e-05i,2.9263e-05-8.1914e-05i,2.9279e-05+0.00057794i,0.0004202+0.00081067i,0.00028901+0.00029878i,0.00042804-8.288e-05i
-0.00026331-0.001507i,0.00026134-0.0012428i,0.0014914-0.0010635i,0.001068-0.0011969i,0.00038587-0.00163i,-7.9843e-05-0.00094738i,-0.0005043+0.00039484i,-8.5255e-05+0.00055685i,0.00067053-0.00037731i,0.00048074-0.00047406i,-4.8479e-06-0.00011508i,0.00046734-0.00055126i,0.00054284-0.00052159i,0.00046086-3.9533e-05i,0.00068872+0.00013057i,0.00070427+0.00052271i,0.00077181+0.0014306i,0.00070828+0.0011514i,-4.0744e-06-0.00034823i,0.00015973-0.00047339i,0.00058869-2.1712e-05i,0.00025655+0.00031928i,0.00053331+0.0006454i
0.0014014-0.00056043i,0.00078329+0.00041456i,-5.3989e-05+0.00057662i,-0.00013967+0.00096179i,-0.00086526+0.0014552i,-0.0008799+0.0011913i,0.00087025+7.4003e-05i,0.0011655-0.0010598i,0.00080942-0.00056426i,0.0009334-0.00014926i,0.0005729-3.7456e-05i,0.0003614+0.00022166i,0.00010184+0.00015139i,-0.0001193-7.8425e-05i,0.00014755-0.00028681i,0.00082568-0.0004847i,0.00084397+0.00022857i,0.00029136+0.00043053i,0.00043686-0.00041721i,0.00054353-0.00018962i,0.00018037+5.347e-05i,0.00037688-0.00045937i,0.00033377+3.6853e-05i
-0.0002869+0.0005028i,-0.00015301-0.00065957i,-0.00062162-0.0015005i,-0.00045623-0.0016006i,-0.00023918-0.00070553i,-0.00099201-1.2051e-06i,-0.00087768+0.00042741i,0.00034987+0.00049678i,0.00043952+0.00053792i,0.0001201+0.00032053i,0.00089451+0.00018342i,0.00066863+0.00018096i,-0.0002986-0.00018122i,-0.00053122-0.00014013i,0.00034444-0.00011543i,0.0010882+2.6663e-05i,0.00088915+0.00016391i,0.00022602+0.00030536i,-2.484e-05+3.6982e-05i,-0.00055509-0.00011584i,-0.0011825+7.4337e-05i,-0.00055049+0.0002633i,-0.00024911+0.0010645i
0.00094623-0.0013309i,0.00067975-0.0015355i,0.00087931-0.00053464i,-0.00010281+0.00072145i,-0.0010708+0.0013478i,-0.00045091+0.0011292i,0.0007768+0.00064884i,0.0010669+0.00081224i,0.00088644+0.0004818i,0.00050659+0.00012478i,-0.00022311+0.00066044i,-0.000194+0.00044809i,0.00042588+0.00015459i,0.00012598+0.00094666i,0.00015228+0.00081449i,0.00065871-2.6459e-05i,0.0002766-0.00071807i,-0.0002492-0.00043122i,-0.00055555+0.00034318i,9.4317e-05+0.00024589i,0.00034499+0.00015523i,9.1236e-05+0.00034486i,0.00048156-0.00014678i
-0.00061817+0.0011023i,-0.0002494+0.00072496i,-0.00050975-5.6103e-05i,0.00030192-1.1691e-05i,0.00091956+0.00041176i,0.0011578+0.00012946i,0.00058754-0.00050449i,-9.3489e-05-0.00028194i,-0.00020243+0.00080211i,5.9215e-06+0.0014251i,0.00051857+0.0004776i,-2.1509e-05-0.00074937i,-0.00067251-0.0009592i,-0.00054695+0.00027317i,-0.00070377+0.0010915i,-0.0010071+0.0010018i,-0.00056279+0.00066804i,-0.00012962-4.988e-06i,-0.00017743-0.00068915i,0.00017272-0.00068i,0.00078775-0.00012536i,0.0010696+0.00049409i,0.0011579-7.7184e-05i
0.0018765+0.00033937i,0.0020947-0.00098008i,0.0013063-0.0025797i,4.0119e-05-0.001811i,-0.00096434+0.00063034i,-0.00098371+0.0016379i,-0.00040245+0.00094369i,0.00015762+0.00056727i,0.00068066+0.0004266i,0.0010864+9.4958e-05i,0.00067734+0.0001156i,0.00021251+0.00085094i,0.00023371+0.0008771i,0.00036667+0.0003576i,0.00035652+0.00029812i,0.00060152+0.00012208i,0.00085191+8.5109e-05i,0.00012766-8.3771e-05i,-8.8433e-07-5.5615e-05i,0.0003406+0.0001971i,8.1667e-05+0.0001728i,-0.00022451+0.00018124i,0.00028372+0.00074128i
-0.00067815+0.00031846i,-0.00028361+0.0005154i,-0.00015761+0.00080671i,-5.0642e-05+0.00083962i,0.00056519+0.00061279i,-0.00023063+0.000343i,-0.0010093+0.00020147i,-0.00089114-2.8676e-06i,-0.00078565+0.00049232i,-0.00028499+0.00095302i,-7.0687e-06+0.00046429i,-0.00012948-0.00033363i,7.4834e-05-0.00072761i,-0.00012925-0.00057565i,-0.00029535-0.00048476i,-6.7189e-05-7.7146e-05i,-0.00012904+0.00033256i,2.4952e-05-0.00041381i,0.00054528-0.00063215i,0.0005085+0.00028258i,0.00010284+0.0010741i,-0.00018222-3.7177e-05i,-4.8684e-05-0.00083106i
0.00065048-0.00064382i,0.001244-0.00027762i,0.0013872+0.00011659i,-0.00043224+0.00012354i,-0.0014848-0.00048999i,8.0029e-05+2.1355e-06i,0.0010037+7.4914e-05i,0.00047264-0.00032992i,0.00027889-0.0002687i,4.8974e-05-0.00013763i,-0.00059063+0.00011104i,-3.9852e-05-0.00027364i,0.00097248-0.00019391i,0.00090694+0.00064034i,0.00072337+0.0014527i,0.00078721+0.00080079i,0.0012055-1.3941e-05i,0.00053246-5.4885e-05i,-0.00033691+1.7738e-05i,-0.00044787+2.347e-05i,-6.0319e-05-0.00027456i,0.00028468-0.00088247i,0.00062969-0.00099015i
-0.00045747-0.0012005i,-0.0016918-0.00056038i,-0.0016523-0.00044063i,-0.0017401-0.00031187i,-0.0015533+0.00012003i,-0.0010997+0.00053856i,-0.00065627+0.00033985i,0.00031889+0.00016716i,0.0010081+0.00050722i,0.00066304-0.00025494i,0.00054274-0.00055161i,-0.00012761+0.00014739i,-0.00065124+0.0010463i,-0.0002128+0.0012055i,-0.00041732+0.00025739i,-0.00066503-0.00034372i,0.00041393-0.00088445i,0.00068542-0.00067527i,-1.9591e-05+3.7401e-05i,-0.00033058-0.00048283i,-0.00045818-0.00063748i,-0.0011268-0.00013704i,-0.0012673-0.00018252i
-0.0014528-0.0008094i,-0.0007387-0.00064993i,-0.00047163-0.0010235i,-0.0014773-0.0009272i,-0.0017967-0.00052911i,-0.0013353-0.00021253i,-0.00023322+3.8066e-06i,0.00030475-0.00036713i,-4.6705e-05-0.00040045i,-0.00049497+0.00015746i,-0.00026554+2.2231e-05i,0.00038446-8.1109e-05i,0.00037806+0.00055451i,-0.00042633+0.000716i,-0.00091719+0.00041048i,-0.00049734+0.00039451i,-0.00017207+0.00083925i,0.00017288+0.00091029i,-0.00011972-0.00034519i,-0.00022928-0.000433i,2.3466e-05+0.00062406i,0.00045683+0.00085874i,0.00088095-0.00013297i
-0.00094091+0.00018976i,-0.00089152+0.00036665i,-0.00051116+0.00069872i,-9.3892e-05+0.00033948i,-6.4208e-05-0.00056899i,-0.00014079-0.00072959i,0.00038878+0.00034532i,0.00044546+0.00070125i,0.00039532-0.0001549i,0.00065543+0.00029619i,0.00061678+0.0011751i,0.00048575+0.0004998i,0.00073975-0.00037837i,0.00079468-0.00079267i,0.00056668-0.00066331i,0.00020097-0.00038273i,-0.00036711-8.4443e-05i,-0.00066169-0.00020551i,-0.00049445-0.00054114i,-0.00023586-0.00061411i,0.00028733-0.0002179i,0.00052718-4.0896e-05i,0.00012016+0.00011011i
-0.00047319-0.00015754i,-0.00078993-6.366e-05i,-0.0016022+0.00030119i,-0.0016681+0.0014357i,-0.0018034+0.0010275i,-0.00073241-0.00017886i,0.0013172-0.00044557i,0.0010151+0.00042194i,1.9581e-05+0.00078746i,0.0003256+0.00046936i,-3.9643e-05+0.00046051i,-0.00020358+0.0009205i,-0.00035016+0.00082453i,-0.00091069-0.00025675i,-0.00058208-0.0008631i,-0.00025906-0.00051481i,0.00039031-0.00012741i,0.00075094+6.676e-05i,-0.00055332+0.00017631i,-0.0009898-0.00038705i,-0.00013432-0.00083752i,2.0417e-05-0.00061676i,-9.8361e-05-0.00034952i
-0.00024384+0.00022659i,-0.00019274+0.00041461i,-0.00024759+0.00074592i,-0.00089451+0.0015616i,-0.001841+0.00088107i,-0.0012575-0.00044918i,-0.0005-0.0006669i,-0.0007218-0.00064623i,-0.00054439-0.00042653i,-0.00042716+0.00013479i,-0.00021179+0.00022624i,0.00050649-9.4625e-06i,0.00062847+0.0001219i,0.00030437+0.00011334i,0.00033517+0.00023436i,0.00061874+0.00016053i,0.00032141-0.00072937i,6.9364e-06-0.0005059i,0.00071664-8.1664e-05i,0.00027996-8.6644e-05i,-0.00065012-6.5408e-05i,-0.0010415-0.00029841i,-0.0010156-0.00016385i
-0.0010732-0.00073181i,-0.0012653-0.00026349i,-0.00039458+0.00015079i,-0.00066883+0.00088933i,-0.0009796+0.0013536i,0.00011014+0.00058051i,0.00026912+5.0271e-05i,-0.00010065+0.00038174i,0.00073287+0.00085174i,0.0012006+0.00057413i,0.0011193+0.00045821i,0.00080118+0.0005788i,-0.00019056+0.00013775i,-0.00051151-0.00032049i,-0.00040118+0.00013243i,-0.0005456+0.00056712i,-0.00031597-2.4952e-05i,0.00022236-0.00019898i,0.00039947-7.6881e-06i,-0.00016838-2.1406e-05i,-0.00043006+0.00012579i,-0.0001189+0.00030743i,0.00028067+0.00050251i
-0.00083708-0.00030053i,-0.00053715-0.0012439i,-0.00021931-0.00099339i,-0.00036595-0.00036064i,-0.00024885+9.5349e-05i,0.00069211+0.00036961i,0.0012147-3.0939e-05i,0.0003211-2.0825e-05i,-0.00060138+0.00066126i,-0.00042313+0.00084976i,2.4101e-05+0.00028289i,-0.00017922-0.00019197i,0.00016813-0.00020084i,0.00033397+6.5932e-05i,-3.7384e-05+0.00044059i,0.0004853+0.00052156i,0.0011521-0.00036439i,0.00098635-0.00087513i,3.6878e-05-0.00076405i,-0.00094421-0.0009579i,-0.0012882-0.0004708i,-0.0008198+5.6765e-05i,0.00018516+2.0118e-05i
0.0012015+0.00089132i,0.0020909+0.0015622i,0.0023355+0.0018457i,0.0017359+0.00139i,0.001359+0.00062353i,0.0011428+5.309e-05i,0.0009426-0.00013039i,0.00057299-0.00014699i,0.00022916+0.00018172i,0.00025776+0.00082834i,-4.0067e-06+0.001009i,-0.00061183+0.00033119i,-0.00050346+0.00039119i,-0.00091336+0.00073294i,-0.00068788+0.00078249i,-0.00013528+0.00047822i,0.00079626+0.0003912i,0.0016173+0.00091429i,0.00054331+0.001013i,-0.00018488+0.00034562i,-0.0001303+0.00016954i,-0.00010641+7.7446e-05i,0.00028369-1.4565e-05i
-0.0011105-0.00029595i,-0.00068589-8.3558e-05i,0.00078052+0.0013524i,0.0015347+0.0016109i,0.0015389+0.001019i,0.0012212+0.00051559i,0.00053514-0.00083164i,0.00020596-0.0012288i,-0.00045595-0.00029791i,-0.00069981+1.3617e-05i,-0.00011332+0.00041426i,0.00042844+0.00025077i,0.00049128-0.00099527i,1.7374e-06-0.00037382i,9.9487e-05+0.00091777i,0.0010142+0.00057848i,0.00036492+0.00012285i,4.6082e-05-0.00031023i,6.3451e-05-0.001063i,-5.6679e-05-0.0010821i,0.0003207-0.00029841i,0.0006828-0.00013175i,0.00075306-0.00025386i
7.4537e-05+0.00039251i,-0.00015917+0.00049959i,3.3027e-05-0.0005701i,0.00066648-0.001604i,0.00093856-0.0017527i,0.0012157-0.0018964i,0.00086729-0.00088601i,0.00060529+0.00010877i,0.0010847+5.8234e-05i,0.0010398+7.2238e-05i,-8.8385e-05-0.00020396i,-0.0001314+0.00037742i,-0.00018978+0.0010863i,-0.00029494+0.00058653i,-3.6824e-05-0.00043477i,-0.00025864-0.000814i,0.00022163-0.00051757i,0.0011513-0.00046462i,0.001227+0.00052352i,0.00022367+0.001502i,-0.00034936+0.00089625i,-0.00043945-0.00070141i,-0.00029207-0.00039969i
-3.2007e-05-0.0006172i,-0.00039267-0.0005543i,-0.0014809-8.8964e-05i,-0.0010024-5.9289e-05i,-0.00016272-0.00072654i,-0.00030606-0.00081852i,-0.00014923-9.4311e-05i,4.9807e-05+7.5116e-05i,-9.4977e-05+0.00034305i,-7.0514e-05+0.0011903i,-0.00020623+0.0014489i,0.00037447+0.0011543i,0.0010746+0.00090052i,0.0011351+0.00058314i,0.00048093+0.00038929i,-9.7352e-05+0.00015462i,4.7582e-05+0.00048933i,0.00032688+0.00017606i,0.0015225-0.00073429i,0.0015384-0.00065176i,0.00075732-0.00049713i,0.00072172-0.00055869i,0.00075727+2.0387e-05i
-4.5473e-05-0.0018126i,-0.00053425-0.0024538i,-0.001178-0.001057i,-0.0016506+0.00040365i,-0.0014437+8.097e-05i,-0.00055253-0.00050675i,0.00077554-0.00057808i,0.00098249-9.7613e-05i,9.4192e-05+0.00022527i,-0.00013674+5.8172e-05i,0.00028312+0.0004461i,0.00019361+0.00012634i,0.00011879-0.00078138i,-2.9517e-05-0.00058146i,0.00091447-0.00030398i,0.0013934-0.00067859i,0.00066614-0.00068456i,0.0004373-0.00047553i,0.00041444-0.00038352i,0.00033206-0.00047465i,0.00045575-0.00080644i,0.00077344-0.00052675i,0.00046571+1.7296e-05i
0.0025085+0.00037022i,0.0026295+0.00039479i,0.0017462-0.0010763i,0.00029674-0.0023693i,0.00042405-0.0008877i,0.00077193+0.00037356i,0.00015168-7.0311e-05i,-1.5394e-05-4.5814e-05i,0.00050743+0.00097343i,0.0013142+0.0012491i,0.00092685+0.00051411i,0.00010321-0.00011782i,4.5152e-05+0.00029114i,-0.00042405+0.00011751i,-0.00048033-0.00047856i,0.00018485-0.00025874i,0.0003952-0.000427i,0.00011534-3.1202e-05i,-1.9669e-05+0.00025259i,-7.6112e-05+0.00011193i,-0.00041868+0.00047422i,-0.00063936+0.00081132i,-0.00011153+0.00069651i
-0.00095658+0.0003141i,-0.0024323+7.5057e-05i,-0.0018902-0.00039845i,-0.0009334-0.00041523i,-0.0011259-8.6138e-05i,-0.00065179-0.00012092i,0.000323-0.00037149i,3.6493e-05+4.7608e-05i,8.1358e-06+0.00029878i,-8.1395e-05+0.00060727i,-4.8984e-05+0.00086391i,-3.2265e-05+0.00066708i,-0.00035365-0.00013782i,0.00012366-0.00064553i,0.00032882-0.00059387i,-0.00027962-0.00035289i,-0.00067632-0.0003736i,0.00021235-0.00078745i,0.00082004-0.00069222i,4.5317e-05-0.00094427i,-0.00038479-0.0010751i,-9.6912e-05-0.00034386i,-0.00043618-0.00027171i
0.0020255-0.0010161i,0.0010634-0.0020232i,0.00064862-0.0025344i,0.00095192-0.0016064i,0.00091713-0.00053293i,0.00043119-5.2865e-05i,0.00028519+0.00069095i,0.00057223+0.00091865i,0.00018464+0.0012415i,4.6426e-05+0.0013025i,9.8882e-05+0.00083053i,1.8135e-05+0.00077007i,0.00019238+0.00016745i,-0.00011253-0.00020921i,-0.0002742-0.00017273i,0.00077324+0.00038071i,0.001767+0.00089251i,0.0015299+0.00077217i,0.00076793+0.00038149i,0.00071231-0.00014353i,0.00034392-0.00068159i,5.4123e-05-0.0010819i,-0.00016419-0.00052131i
0.0016105+0.00031005i,0.00037313+0.00041316i,0.00043861-4.665e-05i,0.00017615+0.00017076i,-0.0010088-5.6971e-05i,-0.00076552+0.00023406i,0.00017596+0.0010048i,0.00025326+0.00056664i,0.00033283+5.9927e-05i,0.0010334+0.00036953i,0.0006763+6.1322e-05i,-0.00031129-0.00087423i,-0.00019786-0.00082273i,0.0006113+8.8637e-05i,0.001085+4.9648e-05i,0.00096492+4.2133e-05i,0.000419+0.00046618i,-0.00033807+0.00059183i,-0.0011114+0.00069357i,-0.0011204+0.00060742i,7.1181e-05-0.00039562i,0.00074145-0.0009926i,0.0006969-0.00014425i
0.00038113-7.2923e-05i,0.0021968-0.00035663i,0.0036142-0.00027i,0.0019788-0.00059293i,0.00056983-0.001204i,0.00090324-0.001263i,0.00093559-0.0012023i,0.00044016-0.00060579i,0.00060676+5.6451e-05i,0.00069535+0.00010142i,0.00024501-0.00066103i,-0.00031492-0.0012497i,-0.00030616-0.00063015i,-3.7113e-05-0.00032049i,4.0229e-05-0.00060431i,0.00059533-0.00063303i,0.00087243-0.00019974i,-3.5599e-05-3.0556e-05i,-0.00026998-0.00025521i,0.00062531+0.00029627i,0.0011018+0.00059131i,0.0010547+0.00018287i,0.00061327-0.00021858i
-0.00023471-0.00092174i,-0.00024033-0.0002079i,-0.0006496+0.00087175i,-0.00083637+0.0015604i,-0.0006135+0.0011237i,-0.00018801+0.00055576i,0.00063084-0.00021571i,0.0011963-0.00015356i,0.00089326+0.00037218i,0.00058389+0.00019772i,0.0003621+8.5854e-05i,0.00033919+0.00091781i,0.00058395+0.00092605i,0.00025965+0.00011341i,4.9725e-05-0.00024353i,0.00021244-0.00051467i,0.00029191+9.2922e-05i,-0.00069372+0.00033829i,-0.0011399+0.00030879i,-0.0005523+0.00035549i,-0.00033435+7.1026e-05i,-0.00036264-2.9354e-05i,-0.00015188+0.00068567i
-0.0021693+0.0016616i,-0.0013671+0.0021985i,-0.00025574+0.002455i,0.00041576+0.0022058i,0.00041225+0.0023067i,0.00012464+0.0011041i,0.00018098-0.00028484i,-0.00019132-3.8033e-05i,-0.00055259+0.00077474i,-0.00035225+0.0010279i,-0.00086909+0.00054749i,-0.001235+0.00022401i,-0.0012631-7.8212e-05i,-0.0011445-0.00064987i,-0.0011363-0.00073408i,-0.0012428-0.00040776i,-0.001278-0.00011405i,-0.00070942-0.00013328i,0.00011072-0.00061605i,-0.00051156-0.00104i,-0.0012518-0.00056099i,-7.1136e-05+0.00020529i,0.00056812+0.0002088i
