-0.003532+0.00062947i,-0.0025818+0.0010761i,-0.001995+0.0013676i,-0.0016164+0.0016906i,-0.0013864+0.0026503i,-0.00046713+0.0018706i,-0.00015305+0.0014253i,0.00033546+0.0027815i,0.0016229+0.0030741i,0.0020481+0.0023721i,0.0011453+0.00084352i,0.0011352-0.00053731i,0.00039979-0.00039886i,-0.0002873+9.9118e-05i,-0.00015071+0.00028205i,-0.00034759+0.0004327i,-0.00039047+0.00013539i,-0.00035495-0.00088454i,-0.00027225-0.0012321i,-1.6609e-05-0.00053593i,0.00067179+0.00010365i,0.00048056+0.00032311i,0.00037952+3.4401e-05i
-4.8286e-05+0.00063169i,0.00037849+0.0004034i,0.0012841+0.00033122i,0.0010378+0.00070263i,7.8619e-05+0.00062319i,-0.00070347-0.00025352i,-0.0001144-0.00012839i,0.00085811+0.00076142i,0.00093435+0.0011848i,0.00032318+0.00024566i,-0.00077134-3.5655e-05i,-0.0011454+0.00037623i,-0.00022645-0.00053235i,0.0010346-0.00084639i,0.0011962-0.00057728i,0.0012473-0.00036198i,0.0006415-0.00037618i,-0.00057947-0.00034095i,-0.0005607+1.6053e-06i,-0.00053215-0.00060094i,-0.0011188-0.0004282i,-0.0011409+5.7042e-05i,-0.00016375+0.00036441i
0.0012402-0.00016068i,0.0008199-0.00014534i,0.0010818+0.00057945i,0.00084011+0.00071357i,0.00043836+0.0006421i,0.00011277+0.0011721i,-5.2849e-05+0.0012533i,0.00047803+0.00071968i,0.0005445+0.00030815i,-2.9206e-05-0.00017i,-0.00031074-0.00025107i,-0.00026731-0.00052877i,0.0005275-0.00081037i,0.001502-0.00046797i,0.0011795+7.2213e-05i,0.00096292+0.00045715i,0.00094799+0.00061015i,0.00011378+0.0004181i,0.00023865-0.00012983i,-4.6597e-05-0.00038824i,-0.00097721-0.00010481i,-0.00050127+3.6715e-05i,-0.00047867-0.00017076i
-0.00033399+0.0017961i,0.00018205+0.0021684i,-0.00039465+0.0028151i,-3.8507e-05+0.0029893i,0.00103+0.0027228i,0.00071148+0.0017174i,0.00056626+0.00036327i,0.00056047+0.00018736i,2.8853e-05+0.00074593i,0.00042156+0.0006627i,0.0007303+0.00047723i,0.00023383+8.6926e-05i,-0.00021076-0.0002637i,-5.5275e-06-0.00061384i,0.00040437-0.001004i,0.00040391-0.0003286i,-0.00027359-0.00023404i,-0.00011283-0.00081499i,0.00064429-0.00064758i,0.00046378+2.0401e-05i,0.00032439+0.00033278i,0.00069049+9.2542e-05i,0.0009836+0.00033186i
-0.0028554+0.0017637i,-0.0022178+0.0027417i,-0.0005552+0.0037288i,0.0015391+0.0028912i,0.0029183+0.0021376i,0.0014733+0.0017477i,-0.00051084+0.0010131i,-0.00014673+0.00037257i,0.00080704+0.00042064i,0.0013937+0.0001152i,0.0012693+9.8484e-05i,0.00049954+0.00052075i,0.00056632+0.00025546i,0.0011139-0.00057759i,0.000959-0.00073589i,6.4766e-05-3.2386e-05i,-0.00062252+1.475e-05i,-0.00025503-0.00045759i,0.00017959-0.00016078i,0.00011656+0.00017118i,0.00028317+0.00049538i,-0.00024332+0.00043162i,-0.00092327-0.00045068i
-4.4585e-05-0.00042747i,0.00020281-0.0014573i,-0.0005716-0.00093888i,8.862e-05-6.533e-05i,0.00051689+0.0009259i,-0.00016839+0.0010418i,-0.0007457-3.9229e-05i,-0.00040065-0.00023194i,0.00071806+0.00019095i,0.00083558+0.00051122i,8.6351e-05+0.00070904i,-0.00040166+0.00040292i,-0.00029398+0.00015815i,0.00021399-7.011e-05i,1.6687e-05-0.00014137i,-0.00032796-0.00015379i,-0.00055801-0.00059418i,-0.00076433-0.00023467i,-0.00041951+0.00042638i,-9.0614e-06+0.00084432i,0.00016822+0.0009193i,0.00027276+0.0008808i,0.00024351+0.00089581i
0.0016009+0.00077093i,0.0021212+0.0012894i,0.0020565+0.0014325i,0.0024055+0.00066468i,0.0021234+0.00018902i,0.00047488-0.00026591i,0.00014292+4.4924e-05i,3.1032e-05+0.00030975i,-4.4439e-05-0.00016241i,0.00077544-0.00055446i,0.0001776-1.4814e-05i,-0.00019128-0.00027117i,0.00055946-0.00087398i,0.00054983-0.00013461i,0.0003811+0.00013028i,0.00042938-2.4525e-05i,0.0002131-0.00019524i,0.00018001-0.00033576i,0.00087414-0.00088149i,0.00055429-0.00071999i,0.00042803+0.00017489i,0.00088965-7.2061e-05i,0.00045926-0.00082398i
0.00054067+0.003218i,0.00063996+0.0029666i,0.0017373+0.0016035i,0.0020805+0.00076845i,0.001909-7.6518e-05i,0.0013103-0.00016173i,0.00010446+0.0010836i,-0.00028903+0.0016731i,0.0010883+0.0010738i,0.0015625+0.00012307i,0.00060644-0.0009351i,0.00028555-0.0012829i,-0.00031187-0.00035977i,-0.00014551+0.00023584i,0.0005621+7.0039e-05i,0.0004492-5.5625e-05i,0.00047978-0.00043079i,0.00050128-0.00035526i,8.4948e-05-0.00046726i,6.5497e-05-0.00065769i,-0.00032068-0.00058512i,-0.00085427-0.00054856i,-0.00068029-0.00030551i
-0.0019544+0.00011725i,-0.0016497+0.00029367i,-0.0011223+0.00081727i,-0.00093587+0.0012862i,-0.0008075+0.0017084i,-0.00045379+0.0015017i,0.0008777+0.0012584i,0.0023525+0.00090575i,0.0022214-8.7884e-05i,0.0013247-0.00092252i,0.0017265-0.00074505i,0.0011067+0.00056388i,-0.00011929+0.00073152i,-0.00021323-0.00037885i,0.00020057-0.00013146i,0.00070045+0.00067221i,0.0005266+0.00070298i,-0.00035001+0.00055567i,-0.00024914+0.00011492i,0.00025687-7.4622e-05i,0.00027642+0.00014024i,-6.8496e-05+0.00020114i,-0.00030319+0.00010998i
-0.0010519+7.9572e-05i,-0.00026124-0.0006616i,0.00055258+0.00089263i,0.0010262+0.0023648i,0.0009309+0.0026905i,0.00079295+0.0023677i,0.00055883+0.0016438i,0.00039707+0.0004929i,0.00075504-0.00047056i,0.00073996-1.2452e-05i,0.00042333-3.5921e-05i,0.00032132-0.00043631i,7.2489e-05-0.00072873i,0.00019667-0.0010573i,0.00017436-0.0005602i,4.8906e-05+0.00011292i,0.00088847-4.6735e-05i,0.00074012-0.00020476i,-0.00018868-0.00017627i,-0.00082172+4.2198e-05i,-0.00085954+0.00026655i,-0.00033339-0.00048026i,0.0003915-0.00045279i
0.001596+0.00041078i,0.0012113-0.00081766i,0.00031325-0.0022779i,-0.0010741-0.0011469i,-0.0020262+0.00029387i,-0.0019188+0.00045171i,-0.00089287+0.00051552i,-0.0003723+0.001234i,0.00084319+0.0016349i,0.0011115+0.00066943i,0.00041009-0.00013547i,0.00061474+6.5192e-05i,0.001003+0.00033822i,0.00070951+0.00073378i,5.0364e-05+0.0005059i,-0.00071974-0.00020904i,-0.00051645+0.00020789i,-0.00010799+0.00018573i,6.1854e-05-0.00036743i,0.00045549-2.346e-09i,0.00044628+0.00028182i,7.5856e-05+0.00031812i,0.00037583+0.00068876i
-3.8216e-05-0.00041642i,-0.00061287+0.00017401i,-0.00051916+0.00096677i,-0.00038639+0.00092467i,-0.00013397+0.00066755i,-0.00026553+0.00067221i,-0.0011518-3.5765e-05i,-0.00086984+0.00026591i,0.00028955+0.00050573i,0.00026545+4.2486e-05i,-0.00062578-0.00042061i,-9.1618e-05-0.00041477i,0.00052735-3.9868e-05i,7.019e-05+0.00065048i,-2.362e-05+0.00089701i,0.00034041+0.00082335i,0.00040106+0.00091038i,0.00067769+0.00047094i,0.00094223+0.000109i,0.00026285+0.00028119i,-0.0003776+0.00029259i,-0.00059306+0.00031791i,3.9333e-05+7.8884e-05i
0.0012027-0.0011994i,0.00092398-0.00066549i,0.00050384-0.00059389i,0.00043601-0.00029945i,-5.4091e-06+0.00043054i,-0.00068116+0.00067227i,-0.00086772+0.00073917i,-0.00063108+0.0010092i,-0.00025649+0.00073806i,0.00013597+0.00066676i,0.00078802+0.00033274i,0.00034186-0.0006407i,-0.0004043-0.0012793i,0.00013648-0.00060098i,0.00035437-8.1694e-05i,5.4729e-05-0.00040466i,0.00017224-0.00019531i,5.7278e-05-1.3674e-05i,0.00054735+9.5598e-06i,0.0008478+5.3257e-05i,0.00037675-0.00043436i,-0.00021011-0.00016993i,0.00035263+0.00021204i
0.0020314+0.00092263i,0.0019018+0.0001272i,0.0017677-0.0004777i,0.00063855-0.00038298i,-0.00045536-1.0229e-06i,-0.00087114+0.000433i,-0.0009151+0.00019345i,-0.00052661+0.00082241i,0.00019856+0.00092338i,0.00029784+4.155e-05i,9.771e-05-0.00010342i,6.7655e-05-0.00012638i,-0.0002483-0.00051381i,-0.00015635-0.0003509i,-0.00025697+0.00064518i,-0.00084798+0.0010126i,-0.00055958-3.9195e-05i,0.00029583-0.0003934i,0.00015462-7.817e-05i,-0.00052557-0.0002133i,-0.00045032-0.00011776i,-0.00011554+0.00020849i,0.00031646-4.735e-05i
0.00046121+0.0016745i,0.0012208+0.0027163i,0.0016769+0.0027288i,0.0023353+0.001772i,0.0021621+0.00087261i,0.0011582+1.2698e-05i,0.00059357-0.00060076i,0.00089443+0.00031879i,0.0015701+0.00048571i,0.001166-0.00026476i,0.00017609-0.00056157i,-0.00036974-0.00067974i,-0.00030739-3.6362e-05i,-0.00016485+0.00049635i,6.4679e-05+6.2998e-05i,-0.00038435-0.00016549i,-0.0005962-3.3117e-05i,-0.00010313-0.00037521i,-0.00023165-0.00047871i,-0.00017742-0.00029711i,-0.0002926-0.0004924i,-0.00063826-0.00022526i,-2.0614e-05-1.0494e-05i
-0.00022324+0.0010952i,-0.00043635+0.0010608i,-0.00034969+0.00036684i,0.00032529-0.00059684i,0.00052273-0.0010814i,-0.00047543-0.00051642i,-0.00093935+0.00047403i,-0.00036329+0.0010042i,0.00082634-0.00016992i,0.0014401-0.00094812i,0.00078777-0.00085756i,-0.00064338-0.00037811i,-0.001125-0.00010318i,-0.00053625-0.00042713i,-7.3313e-05-0.00029165i,0.00033561+0.00028262i,-2.6647e-05+0.00077248i,-0.00087427+0.00038577i,-0.001007-5.162e-05i,-0.00040608-0.00050654i,1.5952e-05-0.00067831i,0.0006838-0.00010334i,0.00069029+0.00028352i
0.00012524+0.00095226i,0.00031239+0.0011748i,-0.00020248+0.0011609i,-0.00019154+0.0013032i,0.00039194+0.0017416i,0.0011606+0.0014976i,0.0010271+0.00083939i,0.00083381+0.0010795i,0.00076283+0.00095523i,0.00036733+0.00022969i,0.0004662+0.0004413i,0.00011426+0.00078247i,-0.0002329+0.00023174i,-0.00015517-0.00013735i,-0.00027171+0.00043988i,-0.00020995+0.00052938i,0.00032071+0.0004177i,0.00044585-0.00015519i,-0.00032397-0.00023901i,-0.00025685+0.00030737i,-1.1235e-06+0.00027015i,-0.00075722-1.8625e-05i,-0.0010993-8.8374e-05i
-0.0020645+0.00066803i,-0.001347+0.0010257i,-0.00033327+0.0016212i,0.00083316+0.0022576i,0.0017553+0.0024107i,0.0010026+0.0020314i,9.43e-05+0.00061396i,0.00049749-0.00079014i,0.00075976-0.00055748i,8.7497e-05+0.0001862i,-0.00015808-0.00022218i,-3.2092e-05-0.00060141i,-0.00023925-0.00064329i,3.5796e-05-0.00057911i,0.00088364-0.00040278i,0.00019663+0.00052222i,-0.00049881+0.0010942i,0.00012773+0.00071539i,0.00039879+0.0003222i,-5.9468e-05-2.4464e-05i,-0.00025011-0.00017268i,0.00012222-0.00077025i,-0.00012334-0.00067687i
-0.00044888-0.0019031i,-0.00094802-0.001431i,-0.002242-0.00056231i,-0.0024803+0.00056794i,-0.0017962+0.00091507i,-0.0023061+0.00065905i,-0.0015272+0.00091067i,-0.00015064+0.00080291i,0.00050078+0.00011842i,0.00053025-0.00012695i,0.00045752+4.7408e-05i,0.00083981+0.00047666i,0.00091117+0.0003142i,0.00037706-0.00073053i,0.00047279-0.00048104i,0.00053662-9.717e-06i,0.00042975-0.00043324i,0.0002752-0.00080306i,-0.00023877-0.00021557i,-0.0010412+0.00038406i,-0.00067292+0.00021732i,-0.0001161-0.00040036i,0.00011546-0.00091588i
0.00039529-0.001561i,0.0005194-0.0011464i,0.00051956-8.5701e-05i,0.0002641+0.00078219i,0.00016067+0.001076i,0.00028404+0.0015779i,0.0001409+0.0015177i,-0.00012592+0.0004156i,0.00017819+6.6962e-05i,0.00061283+0.00052069i,0.00066556+3.8956e-06i,5.3923e-05-0.00029982i,-0.00041914-0.00019173i,-0.00061623-0.00010603i,-0.00091956-0.00015937i,-0.00044785-0.00044691i,0.0001979-0.00046261i,-0.00016348+0.00035762i,-0.000192+0.00072815i,0.00079414+0.00061723i,0.0010573+0.00042175i,0.00045232+0.00048173i,-0.00028828+0.00086214i
0.0014047+0.0011671i,0.0020439+0.00084634i,0.0026464+0.00070229i,0.0016188+0.00071423i,0.00055044+0.00099115i,0.00094062+0.00037968i,0.00064951+0.00018537i,0.00031355+0.00013341i,0.00064279+0.00030554i,0.00075886+0.00069245i,0.00055775+0.00077457i,-0.00035249+0.00027157i,-0.00085553-0.00031224i,-0.00018789-0.00070209i,-1.0467e-05-0.00070102i,-0.0006804-0.0010273i,-0.00099066-0.0014246i,-0.00052638-0.0010661i,0.0002581-0.00067549i,0.00067833-0.00042513i,-3.8985e-06-0.00019738i,-0.00021549-9.9759e-05i,0.00010389+0.00038518i
0.00043098+0.00038464i,0.00014748+0.00081255i,-0.00032633+0.0016512i,-0.00063823+0.002247i,1.4552e-05+0.0017504i,0.0010834+0.0012035i,0.001593+0.00093857i,0.0014577+0.001131i,0.001216+0.0011757i,0.0003895+0.00029823i,6.2117e-05-0.00026293i,0.00066818+0.0002587i,0.00050962-4.0512e-06i,0.00056193-0.00086937i,0.00073552-0.0016805i,0.0003646-0.0017746i,5.0359e-05-0.00078301i,0.00010384+0.0001229i,0.00042164+5.7884e-05i,0.00020586-9.971e-05i,-0.00022757+0.00016982i,-0.00018417+6.6188e-06i,-0.00046555-0.00034062i
-0.00017153+0.0011387i,-0.00091969+0.00014071i,-0.0014113+0.00044376i,-0.0011954+0.0017588i,-0.0011016+0.0026697i,-0.0008333+0.0018644i,-0.00065452+0.00098346i,-0.00073194+0.00092207i,-0.00038711+0.00031433i,0.00056203-8.3382e-05i,0.00080591+0.00065061i,0.00078053+0.00085679i,0.00032673+0.00052208i,-0.00023203+0.00028983i,-0.00031548-9.8629e-05i,-0.00037793+0.00022969i,-0.00048722+0.00024437i,1.0978e-05-0.00018173i,0.00050053+0.00022112i,-0.00046145+0.00078821i,-0.00066207+0.00019807i,3.4647e-05-0.00011522i,0.0005926+0.00014595i
0.00099606-0.0013081i,-0.0004783-0.0021953i,-0.00065226-0.0027008i,0.00062806-0.0023445i,0.00099708-0.0010371i,8.5461e-05+4.1085e-05i,-0.00077523+0.00075901i,-0.000856+0.0011596i,-0.00014199+0.00025776i,0.00017685-7.292e-05i,-0.00016668+0.00079459i,-0.00074811+0.00051271i,-0.0011001-0.00019991i,-0.00078295+0.00029614i,-0.00042329+0.00042454i,-0.000153-1.3086e-05i,0.00064503+0.00039721i,0.00041807+0.00070833i,-0.00010829+0.00043033i,0.00039425-4.934e-05i,8.8461e-05-0.00081135i,-0.00021841-0.00033123i,-0.00043592+0.00014448i
0.002005+0.0010745i,0.0023305+0.0014558i,0.0013027+0.0023712i,-0.00014568+0.0018331i,-0.00090445+0.0018i,-0.00097908+0.0020089i,-0.00069668+0.0012398i,0.00013546+0.00097013i,0.00083071+0.00065455i,0.001211-0.00021084i,0.0011901-0.0007949i,0.0001219-0.0012803i,-0.00023585-0.00096762i,5.1123e-05+0.0002794i,0.00051947+0.0010941i,0.00037736+0.0010718i,5.1789e-06+0.00064189i,0.00038236+0.00010976i,0.00090676-0.00031305i,0.00039056-0.00049761i,-0.0006329+9.273e-05i,-0.0008571+9.9514e-05i,-0.0004712-8.413e-05i
-0.00071485+0.00084169i,-0.0006928+0.00077495i,-6.1267e-05+0.0004511i,0.0016731+0.00069434i,0.0019849+0.00087711i,0.00049632+0.00015214i,-0.00061902-0.00079759i,-5.1847e-05-0.00058324i,0.00055459+0.0004855i,0.0007728+0.00075955i,0.00081907+0.00034725i,0.00034634-0.00026297i,-5.1138e-06-0.00087651i,-0.00026979-0.00069782i,-0.00019709-2.5152e-06i,0.00010368-0.00055184i,0.0004532-0.00043684i,0.00067003+0.00030857i,0.00063519+0.00021623i,0.00038213+0.00048864i,-0.00031444+0.00058561i,-4.9199e-05-4.1876e-05i,-0.00019701-0.00016066i
-0.00012903+0.00042308i,0.00052822+0.00011087i,9.3163e-05-3.9528e-05i,0.00016633+0.00027509i,0.00012718+0.00047278i,-0.00054945+0.00020932i,-0.00080078+0.00058282i,-0.00064399-8.2643e-05i,5.5756e-05-0.00089928i,0.0010962-0.00085884i,0.00072566-7.1047e-05i,-0.00019176+1.3742e-05i,-0.00057643-0.00030193i,-0.00053803-0.00042727i,-0.00051928-0.00018893i,-0.0013434+0.00060604i,-0.0013415+0.000534i,-0.00013511+8.5451e-05i,0.00050244+0.00015987i,0.0001165+0.00011813i,-0.00043561+0.00036763i,-0.00034777+0.00076142i,-0.000196+0.00063101i
0.0022057+5.0945e-05i,0.0020606-1.4962e-05i,0.0015925+0.00047451i,0.0013438+0.00020331i,0.0011279+0.00010966i,0.00069808+0.0011236i,0.00034824+0.0016303i,0.00050548+0.001172i,0.00071909+0.00067427i,0.00017872+3.6148e-05i,-0.00086315-0.00014407i,-0.00053553-3.1525e-05i,0.00013274+0.00022626i,6.9504e-05+0.00026621i,-0.00012898+0.00040085i,5.9894e-05+0.00020781i,0.0006099-0.00023719i,0.00037161-0.00039405i,-9.1849e-05-0.00045944i,-0.00062319-0.00030625i,-0.00056148+0.00014073i,-0.00035126+0.00021086i,0.00037009+0.00014725i
0.0013165+0.0018166i,0.00094366+0.0013967i,0.0015493+0.00079034i,0.002058+9.8287e-05i,0.0012539-9.7875e-05i,-0.00022623+5.4011e-06i,3.259e-05+0.00029111i,0.00056081+0.00058769i,0.00026314+0.00041271i,-0.00040217-0.00025067i,-0.00080714-0.00070109i,-0.00060501-0.00080684i,-0.00035848-0.00048252i,-0.00024872-5.6947e-05i,-0.000244+0.00071183i,6.7249e-05+0.0009242i,0.00021154+0.00054172i,5.4233e-05+2.0204e-05i,-1.8547e-05-0.00012512i,2.48e-05+0.00022358i,0.00042947+8.1348e-05i,0.00038013+0.00015516i,-0.00023084+0.00039195i
-0.00091895+0.00043493i,-0.0023746+0.0006589i,-0.0017619+0.0015331i,0.00013335+0.0018489i,0.00043765+0.0015113i,-0.00094942+0.00043282i,-0.0018513+0.00035935i,-0.0010168+0.0011321i,5.0781e-05+0.00065993i,0.0011526+1.2545e-06i,0.0010568-0.00010754i,-0.00046619-0.00065454i,-0.00054588-0.00088684i,-0.00052691-0.00057712i,-0.00072165-0.00028319i,0.00013554+0.00023307i,0.00019012+0.00073094i,6.6855e-05+0.00031322i,-0.00050894-0.00062128i,-0.0011412-0.0010913i,-0.00059541-0.00047806i,-0.0002612-0.0002042i,-0.00045586-0.00024637i
-0.0020854-0.0022905i,-0.0011348-0.00098554i,-0.0014033+0.00036785i,-0.00071384+0.0015819i,0.00065467+0.0026983i,0.00091391+0.001876i,-0.00041553+0.0013232i,-0.00072871+0.00079621i,0.00020081+0.00014572i,0.00069489-0.00033535i,0.00065535-0.00036192i,4.3961e-05-0.00060466i,-0.00027042-0.0011741i,-0.00031174-0.0010598i,0.00013901-0.0013786i,0.00010847-0.0016507i,-0.00058187-0.0011238i,-0.00012099-0.00062917i,0.00028289-0.00027086i,-0.00020872-0.00023757i,0.00021603+5.2117e-05i,0.00058338+0.00032025i,0.00034963-3.1081e-06i
0.00078255+0.00085602i,0.0017498+0.0013143i,0.0010848+0.0019365i,0.0007673+0.0022828i,0.0014867+0.0027145i,0.0011333+0.0023105i,0.00028835+0.0013735i,0.00056255+0.00070402i,0.0010968+9.6106e-05i,0.00037839-0.00024195i,-0.00039062-0.00043343i,-0.00025611-0.00094779i,0.00012429-0.0011473i,-9.9521e-05-0.00062518i,-0.00022123-0.00010307i,0.00015776+9.6091e-05i,4.4983e-05+7.052e-06i,-0.00028623-0.00036969i,-9.1354e-05-0.00038177i,-8.8143e-05-0.00027075i,-0.00023718-2.6558e-05i,-0.00049042-2.3215e-05i,-0.00022147-0.00047097i
0.00052847-0.00095792i,-0.00025756-0.00073235i,0.00021813-0.00047578i,-2.0941e-05-0.00029583i,-0.00030472+0.0004799i,-0.00047401+0.00050229i,-0.00077572-0.00016649i,-0.00025113-0.00047713i,2.169e-05-0.0002815i,9.8567e-07-0.00016046i,-8.0008e-05+0.00010253i,-0.00019435+8.5392e-05i,0.0003446+8.367e-05i,0.0010689+0.00047823i,0.00096192+0.00082084i,0.00070472+0.00047211i,0.0004901+0.00013459i,0.00032828+6.9336e-05i,0.00029705-8.1024e-05i,0.00013246+4.3235e-05i,0.00013395+0.00034748i,0.00032023+0.00031122i,0.0003089+6.4791e-05i
-0.0011348-0.001356i,-0.00050172-3.4244e-05i,3.7643e-05+0.0021541i,0.0005258+0.0027696i,0.00028545+0.0019983i,5.5328e-05+0.0010471i,-0.00024129+0.0009614i,0.00014435+0.0012487i,0.0010848+0.00069316i,0.0011643+0.00038022i,0.00053802+0.00045856i,-0.00012803-1.7464e-05i,-0.00049551-0.00088108i,-5.7878e-05-0.00099686i,0.00038823-5.46e-06i,0.0008698+0.00055971i,0.001319+0.00037683i,0.00065746-0.00026355i,-0.00048066-0.0012452i,-0.00068586-0.0011357i,-0.00024109-0.00041054i,-0.00013784+9.658e-06i,0.00042919+0.00042182i
-0.00019297-0.0011272i,-7.9086e-05-0.00089409i,-0.0020218-0.00024687i,-0.0028745+7.314e-05i,-0.002316+0.00079053i,-0.0007811+0.0017532i,-0.00012811+0.0015309i,-0.00038243+0.00084461i,0.00016673+0.00073787i,0.00094226+0.00091148i,0.0010425+0.0010298i,0.00045948+0.00090483i,-0.00032964+0.00054113i,-0.0010083-9.9095e-05i,-0.00038255-0.00029174i,0.00069628-0.00013067i,0.00075275+0.00012861i,0.00072853+0.00014899i,0.00066015+0.00066759i,0.0003196+0.00066942i,-8.3562e-06-0.00014441i,-0.00010951-0.00041779i,-0.00024496-0.0003759i
0.00020414+0.0016021i,0.00030484+0.0011614i,0.00051481+0.0021813i,0.0010105+0.002904i,0.0014385+0.0017937i,0.0016565+0.00049941i,0.00074379+0.00056374i,0.0004696+0.00064715i,0.0015641+0.00064572i,0.0016338+0.00052683i,0.00048512+0.0002115i,-0.0012419+0.00015196i,-0.0011246-0.00016814i,-0.00022163-0.0003188i,-0.00017904+2.6848e-05i,-0.00052704-0.00026278i,-0.00025321-0.0013706i,0.00037273-0.0012817i,4.8977e-06-0.00089276i,-0.0005826-0.00057157i,-0.00052036-0.00036311i,-1.3258e-05+0.00010462i,-8.921e-05+0.00021517i
-0.00028763+0.0015238i,0.00020105+0.0010697i,0.00032495+0.00031017i,0.00034004+0.0007587i,0.0001561+0.00061132i,0.00056759+0.00015332i,0.00088604-2.3768e-05i,0.00068616+5.8942e-05i,0.00069574+0.00014136i,0.0014332+6.7352e-05i,0.0012753+0.0001122i,0.00095659-0.00013811i,0.00061333+3.9277e-05i,-0.00016093-8.7728e-06i,0.00019465+0.00018775i,0.00030424+0.00074556i,-0.00024237+0.00064548i,-0.00046698+0.0002869i,-0.00068328+2.8222e-05i,-0.00073033-0.00029018i,-0.00073181-0.00071015i,-0.00040198-0.00089054i,-0.00043477+0.00025436i
-0.00012473-0.0002852i,-0.00084324-0.00026442i,-0.00095983-0.00021518i,-0.00034789-0.00011292i,-0.00051294+0.00055638i,-0.00055233+0.00099997i,-0.00064063+0.0012551i,-0.00074677+0.00099353i,-0.00024669+0.00060581i,0.0002672+0.00078799i,0.00047816+0.00086786i,0.00042851-8.4102e-06i,-9.9967e-05-0.0003215i,0.00017476+0.00034364i,0.00012378+0.00057687i,-0.00010443+0.00039891i,0.00034215-0.00016404i,-0.00017588-0.00079347i,-0.0010969-0.0010218i,-0.0013777-0.0010989i,-0.00071621-0.00051387i,-9.061e-05-0.00049683i,-0.00027922-0.00052439i
-0.00030259-0.00071499i,0.00093208-0.00058747i,0.00082087+0.00010538i,0.00062506+0.00077266i,8.4299e-05+0.0012793i,0.00018634+0.0019664i,0.00013973+0.0015983i,0.0005566+0.0003637i,0.00067831+0.00041955i,9.9613e-05-7.409e-05i,-0.00058102-0.0011387i,-0.00051553-0.00056873i,0.00011373+0.00065934i,0.00072768+0.00044825i,0.00083606+0.00017297i,0.00048595+0.00020081i,0.00089837+3.7933e-05i,0.00079138+0.00021696i,0.00013706+0.00013503i,7.7777e-05-0.00059328i,-0.00011913-0.00050767i,8.5519e-05-0.00041376i,0.00075673-9.9154e-05i
0.0015584+0.00024431i,0.0014796+0.00022035i,-1.3692e-05+0.0011064i,-0.0016422+0.0018429i,-0.0013854+0.0015513i,-0.00039257+0.00084663i,3.493e-05+0.00061718i,0.0002591+0.00051949i,0.00031781+0.00077387i,0.00064085+0.00043293i,0.00057927-0.00010383i,-0.00021047-0.00012422i,-0.00013844-0.00044479i,0.00014902-0.00010869i,-0.00046201+0.00051618i,-0.0010115-0.00025744i,-0.00056874-0.00067331i,0.0001816-0.00029857i,0.00047373-0.00019683i,-1.266e-05-0.00039986i,-0.00045103-0.00024439i,-0.00021362+5.6295e-05i,0.00032603+0.00033049i
-0.001944+0.0019372i,-0.0010193+0.0031117i,-0.00025461+0.0043926i,0.00088816+0.0034924i,0.0016403+0.0015701i,0.0013413+0.00077262i,0.00045449+0.00033608i,0.00027286+0.00016061i,0.00051988-0.00011618i,0.00069094-0.00076236i,0.00071047-0.0011064i,0.00036168-0.00086361i,3.3374e-05-0.0009028i,-0.00044121-0.00058767i,-0.00016357+0.00018113i,-0.00034543+0.0009667i,-0.00051424+0.00062351i,-0.00028738+0.00012959i,-0.00026032-0.00030861i,0.00032748-0.00057273i,0.0006916+0.00029373i,-0.00028434+0.00043591i,-0.00083168-0.00060464i
-0.0010324-0.0020554i,-0.0015769-0.0012536i,-0.0010318+0.00041064i,-1.1947e-05+0.0016655i,-0.00052704+0.0021514i,-0.0012536+0.0012287i,-0.0014173+0.0006459i,-0.0010808+0.00015138i,-0.00020946+0.00023075i,8.7348e-05+0.00030801i,-0.000251-0.00016563i,0.0002712-7.7493e-05i,0.0003713-0.00050385i,-0.00028833-0.00071263i,-0.00092828-0.00064539i,-0.001053-0.00064143i,-0.00016606-0.00055273i,0.0002515-0.00056286i,0.00058309-0.00073429i,0.00067961-0.00055639i,0.00016429+0.0003272i,-6.805e-05+0.00046051i,-0.0001895-0.00048609i
0.0010675+0.0027531i,0.0010239+0.0013777i,0.001834-9.3677e-05i,0.0024899+4.7148e-05i,0.0023365+0.0010389i,0.0013502+0.0012529i,0.00041344+0.00028868i,0.00042752+8.5338e-05i,2.9314e-05-1.6892e-05i,0.0010239-0.00026097i,0.00074356+0.00021599i,-0.0010813+0.00027698i,-0.0011144+4.2087e-05i,-0.00064993-5.6487e-05i,-0.00057194+0.00048456i,-0.00030399+0.00052725i,-6.2202e-05-0.00010017i,-6.5664e-05-0.00037955i,-0.00034558-0.00035617i,0.00014401+2.4481e-05i,0.00058746-0.00031017i,0.0002768-0.00026658i,-0.00015128+0.00020496i
