-0.001519+0.000942i,-0.0016679+0.00051039i,-0.0035252+0.00084416i,-0.0033229+0.000736i,-0.0012381+0.0010389i,0.00031436+0.0013705i,0.0006752+0.0012668i,0.00092158+0.00078218i,0.0013013+0.0001198i,0.0014362-0.00028272i,0.0010261-0.00077142i,0.00078677-0.00055806i,-0.00012361-0.00025499i,-0.00099292-4.1833e-05i,-0.00052372+0.00022055i,-9.1845e-05+0.00037447i,-5.4038e-05+6.6593e-05i,-7.4719e-05+0.00030026i,0.00048942+0.00059749i,0.00098618-7.6234e-05i,0.00095336+0.00032115i,0.00044646+3.0582e-06i,-2.8324e-05-0.00022652i
-0.0029373+0.027835i,0.10525+0.070224i,0.26374+0.084841i,0.30286+0.029672i,0.18306-0.025694i,0.067514-0.028509i,0.037778-0.056111i,0.02129-0.10153i,0.0057947-0.087539i,0.015384-0.050482i,0.012297-0.036878i,-0.010952-0.022588i,-0.023311+0.0065068i,-0.014188+0.036891i,0.0087585+0.057162i,0.032472+0.060819i,0.039609+0.050402i,0.025939+0.035629i,0.0084035+0.027106i,0.00031026+0.030141i,0.00032851+0.032243i,0.0034771+0.021273i,0.0046038+0.0049543i
-0.021408-0.044283i,-0.14161-0.048122i,-0.30506+0.0057212i,-0.33015+0.083874i,-0.1972+0.092048i,-0.10549+0.038701i,-0.11341+0.043415i,-0.10789+0.083354i,-0.069904+0.068253i,-0.04479+0.032231i,-0.031176+0.026284i,-0.016833+0.029872i,-0.0076936+0.016595i,-0.007924-0.011494i,-0.0097831-0.041508i,-0.0079759-0.061784i,-0.0010428-0.06072i,0.0091101-0.040723i,0.014407-0.022569i,0.013368-0.021332i,0.0092278-0.027083i,0.0031579-0.023706i,-0.0029872-0.01183i
0.054419+0.040924i,0.1752+0.0040174i,0.30872-0.10299i,0.30119-0.17957i,0.17409-0.12678i,0.11561-0.032111i,0.13716-0.01189i,0.12849-0.020649i,0.079587-0.010046i,0.038394-0.0012009i,0.027138-0.0082951i,0.031412-0.021198i,0.032105-0.023939i,0.025808-0.012136i,0.009211+0.0095302i,-0.013098+0.030954i,-0.026536+0.035558i,-0.024016+0.019617i,-0.014529+0.0031742i,-0.0087274+0.0027556i,-0.0054108+0.010804i,-0.0018562+0.015736i,0.0023415+0.013849i
-0.082912-0.0083893i,-0.18903+0.067107i,-0.26769+0.20784i,-0.22307+0.26326i,-0.12264+0.15676i,-0.08979+0.029844i,-0.09382-0.019621i,-0.073638-0.036447i,-0.035664-0.03804i,-0.0088401-0.023905i,-0.013006-0.013263i,-0.034398-0.0009978i,-0.043826+0.015712i,-0.034304+0.025079i,-0.010227+0.023034i,0.018554+0.014425i,0.034962+0.008943i,0.028901+0.010173i,0.010918+0.011661i,-0.0038074+0.011519i,-0.0085831+0.0071085i,-0.0055533-0.0020611i,-0.003512-0.0086603i
0.094246-0.037722i,0.1708-0.1545i,0.18674-0.30499i,0.11636-0.32503i,0.054887-0.1898i,0.046179-0.06359i,0.024632-0.0079515i,-0.0087877+0.026151i,-0.017655+0.031604i,-0.01714+0.014923i,-0.0084575+0.014587i,0.015167+0.016112i,0.031953+0.0012945i,0.029508-0.020019i,0.013786-0.03673i,-0.0049544-0.043159i,-0.012764-0.041626i,-0.0059912-0.034114i,0.0064191-0.026182i,0.01908-0.025389i,0.024607-0.024813i,0.017082-0.013867i,0.0059409+0.000132i
-0.07377+0.087297i,-0.099217+0.23324i,-0.060768+0.37444i,0.0069832+0.35665i,0.016178+0.20527i,-0.0074947+0.094344i,0.019984+0.053114i,0.052798+0.015416i,0.035839-0.0064857i,0.016706-0.0045939i,0.01471-0.011299i,0.0052593-0.019425i,-0.0086877-0.0088046i,-0.015771+0.013569i,-0.013671+0.034951i,-0.0070851+0.04787i,-0.0034943+0.044398i,-0.0062213+0.028223i,-0.01446+0.016817i,-0.027519+0.02122i,-0.034455+0.028902i,-0.026495+0.024151i,-0.011835+0.011642i
0.018053-0.12735i,-0.019958-0.27966i,-0.10557-0.39295i,-0.15012-0.33998i,-0.088642-0.18734i,-0.016268-0.11028i,-0.02998-0.096974i,-0.054052-0.056092i,-0.028026-0.012658i,-0.0078115-0.00083962i,-0.017852+0.0030108i,-0.025798+0.010594i,-0.018908+0.0099111i,-0.0058456-0.0015149i,0.0068416-0.017143i,0.015726-0.02939i,0.017738-0.027027i,0.013051-0.012724i,0.013589-0.0049785i,0.024661-0.013906i,0.03318-0.025327i,0.029724-0.024152i,0.018487-0.015552i
0.052845+0.12502i,0.15334+0.2547i,0.26716+0.32878i,0.27039+0.25989i,0.14355+0.13465i,0.040568+0.087908i,0.034512+0.084856i,0.039982+0.05007i,0.017236+0.0056734i,0.001828-0.0090822i,0.011511-0.0025852i,0.028426+0.0011565i,0.032673-0.002532i,0.021526-0.0062893i,0.0037076-0.0059525i,-0.011372-0.0021372i,-0.01492-0.0032177i,-0.0079644-0.0086848i,-0.0056123-0.0070528i,-0.0125+0.0049191i,-0.0197+0.01649i,-0.021257+0.017665i,-0.017476+0.013868i
-0.11278-0.081784i,-0.26286-0.16012i,-0.39064-0.18676i,-0.35483-0.12658i,-0.18825-0.06239i,-0.073615-0.055374i,-0.049912-0.05824i,-0.038559-0.037003i,-0.021301-0.009433i,-0.0073452+0.00106i,-0.0051891-0.0068464i,-0.019017-0.013742i,-0.029919-0.0063191i,-0.027524+0.0079385i,-0.015435+0.019086i,-0.0023795+0.024713i,0.0023012+0.026755i,-0.00023304+0.024504i,-0.0018046+0.015282i,-0.0019326+0.0025112i,-0.0010892-0.0058666i,0.0033235-0.0068756i,0.0083629-0.0062288i
0.14646+0.0185i,0.31891+0.024495i,0.44325+0.0038565i,0.38298-0.022315i,0.21628-0.0096217i,0.11312+0.019669i,0.072704+0.024636i,0.039157+0.026814i,0.022371+0.030191i,0.010161+0.017499i,-0.004084+0.0097444i,0.00015614+0.0135i,0.014069+0.010417i,0.021121-0.0026448i,0.021363-0.01802i,0.017438-0.027164i,0.013369-0.027049i,0.010833-0.020748i,0.010993-0.013318i,0.01608-0.0071074i,0.020659-0.0032964i,0.016439-0.0017016i,0.0063047-0.0010444i
-0.13674+0.058685i,-0.29571+0.13146i,-0.402+0.1926i,-0.34028+0.16949i,-0.20147+0.070937i,-0.12504-0.0042058i,-0.077047-0.016719i,-0.020893-0.031587i,0.0037945-0.053458i,0.0054067-0.038311i,0.012036-0.012688i,0.01233-0.0064956i,0.00035505-0.0054938i,-0.011328-8.0642e-05i,-0.018004+0.008528i,-0.018738+0.016529i,-0.012192+0.016495i,-0.0035334+0.0097188i,-0.0054021+0.0036692i,-0.020374+0.0040268i,-0.032187+0.0061598i,-0.029972+0.004785i,-0.021558+0.0031295i
0.08586-0.11794i,0.19664-0.25302i,0.27001-0.3422i,0.22914-0.27641i,0.14295-0.11291i,0.10023-0.013482i,0.052705-0.0061429i,-0.016958+0.0044721i,-0.046594+0.032274i,-0.031521+0.028038i,-0.018511+0.0030943i,-0.016518-0.0081521i,-0.010186-0.0048929i,-0.00072034+0.001886i,0.0080792+0.0051196i,0.014136+0.0035055i,0.011422+0.0030001i,0.0034936+0.0049052i,0.0066755+0.0038871i,0.023971-0.0015364i,0.037985-0.0063188i,0.037288-0.0040563i,0.029812-0.00020978i
-0.015238+0.14071i,-0.053672+0.30958i,-0.08797+0.41721i,-0.081335+0.33271i,-0.058274+0.14287i,-0.04613+0.037798i,-0.013611+0.036474i,0.037851+0.042581i,0.059141+0.021802i,0.03666+0.0030422i,0.013154+0.0073337i,0.011352+0.016772i,0.01365+0.012038i,0.011613-0.00078065i,0.0073797-0.011873i,0.0025166-0.018238i,0.0040005-0.020626i,0.0066651-0.020641i,-0.0017725-0.016063i,-0.019343-0.0059465i,-0.031682+0.001395i,-0.031451-0.00010659i,-0.026318-0.003963i
-0.058899-0.13082i,-0.10189-0.29196i,-0.11616-0.39927i,-0.086264-0.32552i,-0.038188-0.16173i,-0.007212-0.081224i,-0.0034206-0.08398i,-0.0094439-0.095457i,-0.012331-0.080107i,-0.0065857-0.041973i,0.00089956-0.016927i,-0.0029193-0.014584i,-0.011769-0.010778i,-0.01586+0.0017552i,-0.015623+0.013189i,-0.012125+0.018892i,-0.0095236+0.019416i,-0.0077364+0.017888i,-0.00012248+0.013385i,0.011257+0.0044556i,0.015915-0.0016242i,0.012641+0.00065521i,0.010292+0.0052574i
0.11009+0.079196i,0.21937+0.1994i,0.27426+0.29376i,0.21208+0.25989i,0.1037+0.16242i,0.035418+0.11381i,-0.0069968+0.097831i,-0.051963+0.088013i,-0.065696+0.076306i,-0.040779+0.042165i,-0.018005+0.010202i,-0.0060617+0.005592i,0.004421+0.0089091i,0.012157+0.0044119i,0.016272-0.0024295i,0.016029-0.006978i,0.011172-0.0077759i,0.0063147-0.0076802i,0.0037308-0.0073435i,0.002167-0.0027838i,0.003732+0.0026583i,0.0069063+0.0037606i,0.0078986+0.0021435i
-0.13226-0.012293i,-0.2801-0.065479i,-0.36455-0.12859i,-0.28336-0.14317i,-0.13012-0.12587i,-0.033195-0.11552i,0.023086-0.078745i,0.082813-0.028509i,0.10326-0.012018i,0.064274-0.0098143i,0.022969+0.0010955i,0.0062329+0.0042174i,-0.0013057-0.0031519i,-0.0057115-0.0076283i,-0.0074854-0.0087545i,-0.00743-0.0082173i,-0.003475-0.0074609i,0.00025639-0.0059295i,-0.0026789-0.0037628i,-0.012216-0.0045278i,-0.020251-0.007327i,-0.021039-0.0097617i,-0.018345-0.010909i
0.11482-0.053129i,0.26266-0.074415i,0.35824-0.051319i,0.28244+0.0054117i,0.12206+0.057662i,0.026122+0.07364i,-0.010829+0.021111i,-0.047273-0.054248i,-0.066583-0.070777i,-0.0454-0.039066i,-0.014953-0.017426i,-0.0031783-0.011972i,-0.0027016-0.0036711i,-0.004938+0.0070933i,-0.0068168+0.014421i,-0.0050952+0.019184i,-0.0036986+0.020008i,-0.0028617+0.016743i,0.004617+0.01263i,0.018867+0.010942i,0.028652+0.012509i,0.026532+0.015402i,0.020058+0.01698i
-0.063648+0.097759i,-0.17668+0.18207i,-0.26766+0.20158i,-0.22217+0.12347i,-0.095236+0.025745i,-0.027288-0.013088i,-0.028632+0.020735i,-0.038322+0.074906i,-0.027972+0.083948i,-0.011045+0.044787i,-0.0069029+0.013595i,-0.0054447+0.010841i,0.0025191+0.0088877i,0.011436-0.0011109i,0.017625-0.0094116i,0.017471-0.014619i,0.014708-0.016852i,0.011374-0.01711i,9.0863e-05-0.017184i,-0.018783-0.015169i,-0.029269-0.014032i,-0.024236-0.015793i,-0.01534-0.016047i
0.009601-0.10378i,0.064748-0.22451i,0.13275-0.2832i,0.13059-0.21197i,0.071078-0.10166i,0.045197-0.048842i,0.066486-0.03572i,0.099372-0.029442i,0.098572-0.026428i,0.056813-0.016177i,0.020042-0.0048264i,0.0055108-0.0062122i,-0.0036281-0.00958i,-0.012723-0.0051979i,-0.017003+0.00056331i,-0.013899+0.0043745i,-0.0065697+0.0050044i,-0.00011067+0.0045159i,0.006316+0.0066047i,0.017213+0.0083388i,0.023475+0.0072738i,0.017053+0.0055681i,0.0075091+0.0051639i
0.042092+0.088849i,0.052371+0.21242i,0.018029+0.2955i,-0.025386+0.24639i,-0.045022+0.14239i,-0.059218+0.07376i,-0.073623+0.010078i,-0.091357-0.051168i,-0.091859-0.06174i,-0.05771-0.034088i,-0.020541-0.013316i,-0.0044581-0.0014101i,0.0010906+0.0076806i,0.0060059+0.0086779i,0.0083878+0.0069571i,0.006017+0.0065957i,0.00060893+0.0064565i,-0.001572+0.0057068i,-0.0024806+0.0029219i,-0.0076378+0.0005464i,-0.010519+0.0018832i,-0.0069445+0.0051126i,-0.0014589+0.0057655i
-0.079591-0.05472i,-0.14256-0.14954i,-0.14688-0.2314i,-0.072705-0.20764i,0.014416-0.12733i,0.060416-0.06744i,0.049101+0.0019338i,0.019957+0.077341i,0.014567+0.095015i,0.015048+0.054982i,0.0042445+0.019352i,-0.0024742+0.0063941i,-0.00011622-0.0019415i,0.0028176-0.0069309i,0.0048378-0.0081878i,0.0076039-0.011291i,0.010388-0.015084i,0.009205-0.016351i,0.0042703-0.014627i,0.0005356-0.011818i,-0.00054022-0.011128i,-0.0011412-0.012177i,-0.0021425-0.012851i
0.083084-6.068e-05i,0.17308+0.049345i,0.20792+0.11477i,0.12838+0.12268i,0.013446+0.079057i,-0.041253+0.040398i,-0.012296+0.00037006i,0.046738-0.042019i,0.059114-0.057503i,0.029788-0.037794i,0.010023-0.013629i,0.0058638-0.0050162i,0.00041365-0.0011073i,-0.0078697+0.0030229i,-0.014655+0.0040329i,-0.016276+0.0066317i,-0.012968+0.010801i,-0.0079523+0.013371i,0.00046901+0.013972i,0.0097546+0.013898i,0.0119+0.014697i,0.0080576+0.01626i,0.0040508+0.016213i
-0.064907+0.037092i,-0.15908+0.038661i,-0.21567+0.0036782i,-0.158-0.024935i,-0.052448-0.018689i,0.0024349-0.013403i,-0.013253-0.023397i,-0.059277-0.032142i,-0.074141-0.025627i,-0.046685-0.012214i,-0.018746-0.0057267i,-0.0092046-0.00085051i,-0.0025107+0.0046699i,0.008489+0.0063634i,0.016101+0.0063923i,0.01529+0.0038299i,0.0085315+0.00029776i,0.0010494-0.0031084i,-0.0081936-0.0074744i,-0.019294-0.011669i,-0.022257-0.014153i,-0.014964-0.013914i,-0.0073548-0.012413i
0.039477-0.057642i,0.11274-0.10355i,0.17428-0.10394i,0.15057-0.061215i,0.080968-0.029366i,0.040462-0.0086501i,0.023809+0.026159i,0.018585+0.067602i,0.025372+0.075174i,0.022613+0.044536i,0.0079867+0.017376i,0.00074965+0.0051358i,-0.00077793-0.0041754i,-0.0049614-0.0094473i,-0.008136-0.0098618i,-0.0052516-0.008146i,0.0021804-0.0059583i,0.0092668-0.003848i,0.016047-3.8498e-06i,0.023406+0.0058041i,0.025714+0.0094205i,0.018485+0.0084537i,0.0093196+0.0062408i
0.0027557+0.06504i,-0.033711+0.1339i,-0.086477+0.16162i,-0.10159+0.11314i,-0.083447+0.046845i,-0.065183+0.0050467i,-0.02171-0.024621i,0.029251-0.054866i,0.03654-0.066198i,0.015653-0.046696i,0.0055282-0.020718i,0.0025415-0.0057635i,-0.0018678+0.0024079i,-0.0028358+0.0076088i,-0.0017102+0.0088244i,-0.0017535+0.0083494i,-0.0048788+0.0084466i,-0.0081972+0.0076009i,-0.011542+0.0042837i,-0.016633-0.0018153i,-0.01875-0.0052137i,-0.014387-0.0028315i,-0.0084015-0.00057136i
-0.026782-0.050151i,-0.028692-0.12001i,0.0025829-0.16584i,0.040493-0.12616i,0.064164-0.04762i,0.0678+0.0012487i,0.022772+0.0093096i,-0.039953+0.0038147i,-0.059016+0.0080404i,-0.036843+0.011145i,-0.017063+0.004938i,-0.0099389-0.00045291i,-0.0015828-0.0015716i,0.0052574-0.0014604i,0.0067326+5.6289e-06i,0.0070521-6.6923e-05i,0.0072393-0.004146i,0.0065243-0.0089509i,0.0044335-0.010104i,0.0036035-0.0068488i,0.0050846-0.0051157i,0.0049501-0.0056073i,0.0032355-0.0041258i
0.041036+0.024455i,0.073715+0.078153i,0.068414+0.12545i,0.023444+0.10279i,-0.021977+0.033324i,-0.042619-0.014957i,-0.026074-0.011085i,0.0096573+0.023168i,0.032987+0.033903i,0.028473+0.018031i,0.013048+0.0080561i,0.0057368+0.0062929i,0.0017392+0.0017555i,-0.0033625-0.0035788i,-0.0051659-0.0070699i,-0.0030364-0.0071037i,0.0011086-0.002142i,0.0063203+0.0043733i,0.011722+0.0085673i,0.013945+0.009789i,0.010758+0.0090538i,0.0052275+0.0086302i,0.0015838+0.0073482i
-0.042203+0.0051313i,-0.09045-0.019582i,-0.11059-0.055761i,-0.07542-0.056134i,-0.02742-0.019538i,0.0018891+0.0099705i,0.01712+0.0071931i,0.020827-0.022067i,0.010575-0.041735i,-0.00083584-0.033504i,-0.00082415-0.017071i,0.00073448-0.0087823i,-0.0011869-0.0025329i,-0.00082831+0.0048162i,0.00046979+0.0095372i,-0.0001734+0.0094897i,-0.0037444+0.0045632i,-0.010888-0.0022767i,-0.019866-0.0084303i,-0.024983-0.013115i,-0.021937-0.01444i,-0.013504-0.012247i,-0.0062015-0.0097901i
0.033036-0.019703i,0.081275-0.021698i,0.11817-0.0018849i,0.10173+0.017501i,0.064327+0.015467i,0.038073+0.00411i,0.0080155-0.006484i,-0.025747-0.003093i,-0.036586+0.013153i,-0.023924+0.01734i,-0.014135+0.0079771i,-0.009367+0.0013195i,-0.0016844-0.0015075i,0.0024636-0.0048529i,0.0017347-0.0077342i,0.001961-0.0081826i,0.0052225-0.0064072i,0.010452-0.0031207i,0.017724+0.0020023i,0.023889+0.010141i,0.022755+0.01471i,0.01431+0.012182i,0.0074819+0.009723i
-0.017169+0.028122i,-0.053522+0.05248i,-0.092564+0.053156i,-0.093211+0.023537i,-0.068677-0.01152i,-0.048211-0.03169i,-0.024757-0.0177i,0.0084725+0.0099571i,0.030717+0.013674i,0.02682+0.0038034i,0.015198+0.0016195i,0.0080585+0.0041448i,0.0019864+0.0050315i,-0.001915+0.0046377i,-0.001107+0.0036402i,0.00067598+0.0030885i,0.00034813+0.0042186i,-0.0013348+0.005325i,-0.0058495+0.0029418i,-0.012663-0.0031627i,-0.014682-0.0070232i,-0.0094464-0.0051254i,-0.0042268-0.0040548i
-1.7146e-07-0.033218i,0.017241-0.0683i,0.04505-0.083518i,0.053164-0.049791i,0.040627+0.0078989i,0.028952+0.04677i,0.020267+0.036615i,0.008236-0.0011738i,-0.0075579-0.024521i,-0.01523-0.023097i,-0.01011-0.01375i,-0.003851-0.00802i,-0.0010502-0.0036819i,0.00049535+0.00020316i,-0.00058796+0.003175i,-0.0013333+0.0035656i,-0.0015016-0.00020034i,-0.0038189-0.0067908i,-0.006189-0.010899i,-0.0049161-0.0078857i,-0.0011003-0.0034554i,0.00031531-0.0020224i,-0.00090156-0.000231i
0.017228+0.02059i,0.0195+0.054662i,0.0051586+0.078257i,-0.010862+0.054824i,-0.0088175+0.001446i,0.0040367-0.039715i,0.0080288-0.044299i,-0.0032259-0.018599i,-0.0093642+0.0094516i,-0.0048786+0.016775i,-0.0044069+0.0094004i,-0.0058666+0.0047003i,-0.002476+0.0027048i,0.0017202-0.00050181i,0.0036123-0.003755i,0.0048104-0.0045796i,0.007406-0.0010397i,0.012257+0.0069345i,0.01799+0.014128i,0.019343+0.015296i,0.013706+0.012045i,0.0077708+0.0085657i,0.0039593+0.0052102i
-0.022495-0.0086728i,-0.039898-0.032767i,-0.042368-0.057444i,-0.027858-0.052162i,-0.019473-0.022744i,-0.027273+0.0024206i,-0.032018+0.01419i,-0.01398+0.012279i,0.0090293+0.0011247i,0.014579-0.0059499i,0.0098495-0.0024437i,0.0065994+0.0023915i,0.0028192+0.0027151i,-0.0017917+0.0029061i,-0.0029621+0.0034573i,-0.0010697+0.0035533i,-0.0016203+0.001576i,-0.0080228-0.0055462i,-0.017778-0.012917i,-0.022055-0.016452i,-0.017429-0.015268i,-0.0093161-0.010842i,-0.0034041-0.0079115i
0.013256-0.0028727i,0.037708+0.0098023i,0.052073+0.034527i,0.044227+0.047678i,0.031142+0.044865i,0.027673+0.03757i,0.029009+0.022881i,0.01842+0.0033136i,-0.0028215-0.0090695i,-0.012088-0.011077i,-0.008688-0.010456i,-0.0052583-0.0090478i,-0.0018317-0.0060907i,0.0017149-0.004441i,0.00071926-0.0041194i,-0.0023336-0.003578i,-0.0018885-0.0029077i,0.0037458-0.003193i,0.012325-0.00068578i,0.01741+0.0061078i,0.016492+0.0099661i,0.010302+0.0076924i,0.0022862+0.0063006i
-0.01456+0.010485i,-0.037956+0.014143i,-0.05993+0.0017297i,-0.05292-0.019173i,-0.023534-0.038503i,0.001142-0.052709i,0.0049119-0.049073i,-0.00053149-0.02391i,-6.7472e-05+0.0051909i,0.0010813+0.016772i,-0.00052221+0.013026i,-0.0020776+0.0078701i,-0.0020977+0.0055444i,-0.00077152+0.004355i,0.0031482+0.0025541i,0.0073243-0.00024881i,0.0082423+0.00053165i,0.0061741+0.0063855i,0.0013914+0.010123i,-0.0045134+0.0057062i,-0.0074271-6.4051e-06i,-0.00467-0.00059454i,0.00017366-0.0011354i
0.0072636-0.016456i,0.023907-0.028149i,0.042399-0.02929i,0.037811-0.0092022i,0.0056137+0.017666i,-0.029309+0.033307i,-0.03938+0.030654i,-0.024252+0.014414i,-0.0045811-0.0068184i,0.0036469-0.015486i,0.0031362-0.0092183i,0.0027113-0.0030032i,0.0016149-0.0023235i,-5.0834e-07-0.0028629i,-0.0029377-0.00036817i,-0.0052514+0.003121i,-0.0046773+0.0012325i,-0.0053894-0.0086322i,-0.0074601-0.018203i,-0.0064611-0.016763i,-0.0029888-0.010269i,-0.0019631-0.0072285i,-0.0031499-0.0035675i
0.0024982+0.0095284i,-0.0045171+0.026055i,-0.019941+0.036706i,-0.022829+0.027834i,0.0010086+0.01009i,0.033891+0.0032134i,0.047123+0.0075355i,0.031045+0.0079543i,0.0046397+0.0037439i,-0.0070853-0.00066109i,-0.0054422-0.0040082i,-0.0038201-0.0042154i,-0.0027756-0.0016889i,-0.00025621+0.00035415i,0.0025119-0.0011823i,0.0023471-0.0037798i,0.0010887-0.00094018i,0.00513+0.0091429i,0.012118+0.019438i,0.014821+0.020005i,0.011774+0.014926i,0.0080897+0.010585i,0.004959+0.006293i
-0.0086467-0.0096191i,-0.010435-0.0236i,-0.0055613-0.038648i,0.0014669-0.038042i,-0.00067341-0.029519i,-0.0091661-0.034758i,-0.014141-0.044207i,-0.009089-0.031835i,-0.00014216-0.0063545i,0.0017364+0.0074655i,-0.0011409+0.0091671i,-0.0015136+0.0090221i,0.00011247+0.0070284i,0.00046048+0.0038684i,0.0011201+0.0038163i,0.0040253+0.0041457i,0.0054274+0.001797i,-0.00054734-0.0037234i,-0.011868-0.0106i,-0.017934-0.013832i,-0.015764-0.012007i,-0.0095345-0.0084494i,-0.0037501-0.0057851i
0.0038467+0.0035242i,0.011911+0.013889i,0.014678+0.031242i,0.0064802+0.038855i,-0.0083533+0.035279i,-0.02156+0.035679i,-0.026252+0.035681i,-0.020339+0.020661i,-0.0063813-0.0021529i,0.004287-0.012147i,0.0052519-0.0099397i,0.0019693-0.0069054i,-0.00034372-0.0047231i,-0.0010111-0.0031562i,-0.0028793-0.0037076i,-0.006-0.0033356i,-0.0057245-0.0019522i,0.0014187-0.0029258i,0.011414-0.0039686i,0.01593-0.0010008i,0.013829+0.0027949i,0.0075062+0.0022453i,0.00085329+0.0022403i
-0.0041571-0.0011276i,-0.014744-0.0072426i,-0.023925-0.018823i,-0.015253-0.025734i,0.011754-0.021411i,0.038952-0.012207i,0.047627-0.0035007i,0.031386+0.0040043i,0.0046726+0.0084506i,-0.0088762+0.0065565i,-0.0074064+0.0026343i,-0.0036107+0.00021992i,-0.0016837+0.0002166i,0.00042271+0.0022872i,0.0036119+0.0037182i,0.0074439+0.0018658i,0.0079975+0.0006629i,0.0024997+0.0076401i,-0.004149+0.016492i,-0.0079715+0.015662i,-0.0081162+0.0089485i,-0.0043499+0.0053416i,0.00018254+0.0026131i
0.0065991-0.0022898i,0.016771-0.0034394i,0.025533+0.00036088i,0.018088+0.004651i,-0.0057102-0.0008815i,-0.02645-0.019478i,-0.028421-0.035894i,-0.01401-0.032231i,0.0010513-0.014538i,0.0040771-0.0022064i,-0.00075885+0.00071973i,-0.0029141+0.0021754i,-0.0010923+0.0036404i,-0.00094738+0.0024718i,-0.0028247+0.0012444i,-0.0038812+0.0026105i,-0.0025179-3.0659e-05i,9.1028e-05-0.012389i,-0.00021125-0.024839i,-0.00085764-0.025284i,0.00081827-0.018046i,0.00072193-0.013159i,-0.0020456-0.0094222i
-0.0054065+0.0027831i,-0.012995+0.0069612i,-0.022747+0.0089737i,-0.021998+0.0075143i,-0.010014+0.011527i,-0.0039057+0.027201i,-0.010298+0.037331i,-0.014937+0.02542i,-0.008003+0.0049255i,0.001377-0.003912i,0.005044-0.0035731i,0.0037856-0.0036136i,-1.3373e-06-0.0041664i,-0.00088233-0.0044176i,-6.7161e-06-0.0048301i,-2.6426e-05-0.0051826i,-0.0014525-0.0031857i,-0.00058492+0.0062373i,0.0047001+0.018503i,0.0077994+0.022135i,0.006664+0.018499i,0.0039568+0.013847i,0.0014829+0.0096379i
0.00089158-0.0041631i,0.0038994-0.011243i,0.010604-0.017246i,0.016811-0.015198i,0.020905-0.012186i,0.030133-0.015052i,0.039197-0.014411i,0.029605-0.003872i,0.005987+0.0038145i,-0.0085549+0.0018372i,-0.0086766+0.00060018i,-0.0045398+0.0038075i,-0.0010318+0.0061565i,0.0010118+0.0060721i,0.0023471+0.0055486i,0.0049551+0.004645i,0.0065068+0.0023542i,-0.00030288-0.0029662i,-0.011282-0.009033i,-0.014806-0.011851i,-0.010884-0.010676i,-0.0046541-0.0075261i,0.00053681-0.0055909i
-0.00080389+0.0084676i,-0.0011233+0.015663i,-0.004303+0.024042i,-0.0098756+0.021201i,-0.017604+0.0058105i,-0.027872-0.012346i,-0.031907-0.024924i,-0.018384-0.024949i,0.0013444-0.012781i,0.0078014-0.0025489i,0.0031662-0.00162i,-0.0012004-0.003235i,-0.0029943-0.0043364i,-0.0024069-0.0048704i,-0.0019358-0.0048442i,-0.0042634-0.0029433i,-0.0035953-0.0012087i,0.0044594-0.0035538i,0.014492-0.0067869i,0.017495-0.0043714i,0.014231-0.00080322i,0.0078281-0.0016812i,-0.00048665-0.00095184i
0.00028284-0.0019006i,-0.0033231-0.0077289i,-0.0022967-0.015652i,0.0036472-0.014526i,0.010699+0.0012937i,0.011372+0.023277i,0.0023645+0.035241i,-0.0073834+0.026788i,-0.0074851+0.0072975i,-0.00097586-0.0025278i,0.0030054-0.00055632i,0.0044613+0.0021953i,0.0038124+0.0016693i,0.0028578+0.00079305i,0.0030769+0.00086968i,0.0033844-0.0010168i,0.0011731-0.00035242i,-0.0060501+0.008051i,-0.013329+0.017599i,-0.015767+0.017447i,-0.012775+0.011772i,-0.0067064+0.0095658i,-0.0011204+0.0078547i
0.0062657-0.0012273i,0.0091527+0.0014933i,0.012238+0.00496i,0.0082122+0.0053726i,0.0034225-0.0056446i,0.012406-0.020321i,0.027828-0.022662i,0.026634-0.011012i,0.0095951-0.00074517i,-0.0037586-0.0015411i,-0.0073953-0.0046988i,-0.0076011-0.0021455i,-0.0069658+0.0025389i,-0.0049754+0.0044952i,-0.0030028+0.0040957i,-0.00069281+0.0035661i,0.0038149-4.0185e-05i,0.008562-0.011156i,0.0098593-0.022617i,0.010099-0.024258i,0.0087536-0.019535i,0.0050555-0.0155i,0.0023339-0.011015i
-0.0024061-0.00121i,-0.0081209-0.00053834i,-0.015039-0.0029282i,-0.016203-0.0048562i,-0.01559-0.0036018i,-0.022859-0.0051535i,-0.029708-0.0131i,-0.020051-0.017092i,-0.0024503-0.0088755i,0.0045015+0.0011297i,0.0041909+0.0033442i,0.0041266+0.00045354i,0.003791-0.0035913i,0.0027328-0.0059357i,0.0013785-0.005555i,-0.0013033-0.0046638i,-0.0043534-0.0012765i,-0.0032517+0.0078812i,0.00055064+0.018188i,0.00105+0.020941i,-0.0013688+0.016668i,-0.0026291+0.011851i,-0.0030093+0.0080856i
