-0.00045186+0.0005624i,-0.0016493-0.00018516i,-0.0014814-0.0014716i,-0.00067198-0.0015096i,-0.0014375-0.00039794i,-0.0018109+0.00032088i,-0.0011464+0.00078621i,4.5969e-05+0.0012531i,0.00088223+0.00099811i,0.00096213+0.00070619i,0.00060615+0.00012522i,0.00036918-0.00078455i,0.00011046-0.0011246i,0.0002703-0.001289i,0.00046811-0.00077088i,0.0001824+0.00019344i,0.00015719+8.2298e-05i,9.8029e-05+0.0002265i,-0.00028809+0.00049639i,-0.00025929+4.5012e-05i,-5.9785e-05-0.0004039i,0.0003004-0.00046573i,7.5583e-05-0.00050351i
0.0021177-0.00058639i,0.0017359-0.00091004i,0.00097652-0.0012114i,-0.00041864-0.0013481i,-0.001247-0.00051228i,-0.0017664+0.00031874i,-0.0013901+0.00025239i,-0.00034696+0.0008688i,-0.00022616+0.00087431i,-0.00071682+0.00057427i,-0.0012019+0.00058979i,-0.0010024-0.00032893i,-0.00078911-0.0006807i,-0.0010292-0.00013683i,-0.0012653-0.00062054i,-0.0012532-0.00066297i,-0.00047007-0.00042281i,8.8655e-05-0.00022857i,-0.00049353+8.2793e-05i,-0.00066014-0.00012459i,-0.00029539-0.00054096i,0.00013668-0.00031657i,0.00047476+0.00019649i
0.00032616-0.00021682i,0.00068226-0.0011947i,-0.00061068-0.0020488i,-0.0017907-0.0010247i,-0.001494+5.3636e-05i,-0.00074921-0.00026352i,-0.00040277-0.0014841i,-0.00088696-0.0020814i,-0.0011876-0.0016737i,-0.00015949-0.00055215i,0.0002226+0.00064514i,0.00022335+0.00011272i,0.00076003+9.2027e-05i,0.0010727+0.00073726i,0.00084126+0.00035954i,-0.00012015-0.00065652i,-0.00047673-0.0009003i,-0.00016827-0.00047762i,0.00010781-0.0005385i,6.5346e-05-0.0006205i,-0.00016888-0.00011618i,-0.00034174+0.00023614i,-0.00052481+0.00069671i
0.0019118+0.00051702i,0.0028898-0.0015008i,0.0028541-0.0024063i,0.0017135-0.0016828i,0.00025695-0.0011221i,-0.0011359-0.0010358i,-0.00091665+0.00019869i,0.00045995+0.00098306i,0.0011425+0.0003273i,0.0011916-0.00019367i,0.00051345-0.00016751i,-9.2425e-05-0.00040727i,7.3187e-05-0.00097487i,-0.00025463-0.00070748i,-0.00060698-0.00072213i,-0.00027588-0.0005227i,-0.00010613-0.00055552i,-8.4195e-05-0.00067327i,-0.00040682+0.0005007i,-0.0005591+0.00075735i,-0.00029008+3.7058e-05i,-5.8378e-05-0.00064231i,0.00011899-0.00055567i
0.00021533-0.0010412i,0.00039072-0.002254i,0.0004762-0.0033691i,-0.00036796-0.0035561i,-0.00091857-0.0018513i,-0.00037282-0.00027755i,0.00011454-0.00079008i,-0.00025692-0.0010525i,-0.00077756-0.00058894i,0.00011395+0.00029665i,0.0010702+0.0010117i,0.0014173+0.00096888i,0.0015053+0.0010725i,0.00064745+0.00078441i,2.9295e-05-0.00028373i,-7.718e-05-0.00054081i,-0.00027097-8.9106e-05i,0.00023965-5.5377e-07i,0.00028729+1.0051e-05i,-0.00078313+0.00059421i,-0.00090051+0.00051242i,-0.00079028-4.1409e-05i,-0.00069747-0.00033276i
0.00034834+0.0008614i,0.00098685-0.00019331i,0.0013137-0.00059662i,0.00041386-0.00092418i,5.0007e-05-0.0013076i,-0.00052598-0.0012002i,-0.0011192-0.0011115i,-0.00041717-0.0010652i,0.00043629-0.00036732i,0.00059365+0.00023836i,-0.00013642+2.1344e-05i,-0.00073504+4.1539e-05i,-0.00091847-0.00011548i,-0.0013233-0.0003411i,-0.0014539-0.00025051i,-0.0014005-0.0001757i,-0.0010804-7.0199e-05i,-0.00030638-1.7268e-05i,-3.8196e-05+2.742e-05i,-9.1641e-05+0.00052149i,0.00016465+0.00095492i,0.00024766+5.3494e-05i,-0.0003101-0.00087293i
-0.00022287-0.00073788i,0.00087259-0.0007247i,0.0014141-0.00099673i,0.00078686-0.00019925i,-1.5212e-05+0.0011433i,-0.00025925+0.0011607i,-0.00040302+0.00066812i,-0.00066727+0.00022785i,0.00045868-0.00048282i,0.0009296-0.00010458i,-0.00016262+0.00075285i,-0.00031636+0.00085323i,9.0442e-05+0.00063931i,0.0003234+0.00054665i,0.00076336+0.00011413i,0.0005224-0.00080414i,7.3129e-05-0.00059402i,0.00052144-0.00038164i,0.00032855-0.00079652i,-0.0004498-0.00077115i,-0.00064424-0.00039082i,-0.0004948-6.0258e-05i,-2.3696e-05+0.00019295i
-0.0012078-0.0010307i,-0.00055704-0.00086626i,-0.0019284-0.0013077i,-0.0021524-0.00090783i,-0.0017392-0.00015872i,-0.00056511+0.00028061i,0.00055628-6.0724e-05i,0.0011534-0.0011219i,0.00073957-0.0012504i,-0.00019276-0.0007454i,2.9142e-05+2.2306e-05i,0.00061394+0.00036564i,0.0011163+0.00021866i,0.00064248-0.00013177i,0.00080743-0.00050949i,0.00095541-0.00082579i,0.00044024-0.00034225i,8.5858e-07+0.00031493i,-0.00028615-0.00022994i,-0.0001288-0.00064859i,-0.0001001-0.00051923i,-0.00042038-0.00059187i,-0.00032302-0.00052326i
0.00046106-0.00079786i,0.0011244-0.00092681i,0.00064732-0.0015922i,-0.00020655-0.0018785i,-0.00042031-0.00048331i,-0.00041338-0.00039895i,-0.00045021-0.00092405i,-0.00054982-2.13e-05i,5.736e-05+0.00026246i,0.00095079+0.00026331i,0.00086633+0.00066698i,0.00072846+0.00054409i,0.0007463+0.00030221i,0.00016595+0.00043812i,-0.00029985+0.00038395i,-0.0006335-0.00020193i,-0.0011459-0.0004583i,-0.0015697-0.0002419i,-0.0010973+8.1097e-05i,-0.00011382+0.00040451i,0.00060408+2.7987e-05i,0.00060793-0.00054196i,0.00029598-0.0002223i
-0.00012862-0.0013656i,0.0002073-0.0017557i,0.00037047-0.002661i,-0.00056371-0.0022115i,-0.0012319-0.00018144i,-0.00068189+0.00030886i,0.00034179-0.00016911i,0.00015275-0.00086794i,-0.00029972-0.0010313i,1.8127e-05-0.00048607i,0.00017686+0.00037736i,0.00021144+0.0014467i,3.8072e-06+0.0010228i,-4.0916e-05-0.00090603i,3.5808e-05-0.0011983i,9.5841e-05-0.0002444i,-0.00033384+0.00037055i,-0.00061658+0.00023984i,-0.00012644+0.00022306i,0.0002549-4.328e-05i,0.00069863-0.0002616i,0.0015597+0.00037035i,0.000744+0.00045405i
-0.00078444-0.0012432i,-0.0004042-0.0013321i,-0.00081565-0.0012085i,-0.0012665-0.00054057i,-0.0011229+0.00025538i,-0.00077916+0.0004165i,-0.00041426+6.4056e-05i,-0.00084656-0.00017279i,-0.00056282-0.00025999i,0.0004797-6.5467e-05i,0.0007371+0.00052246i,0.00052544+0.00014145i,0.0008152-0.00061082i,0.00065536+7.0642e-05i,-8.0855e-05+0.00095968i,0.00018028+0.00067298i,0.00013589-0.00054617i,-0.0008238-0.0015578i,-0.0012438-0.00096062i,-0.00068263+8.9563e-05i,4.0562e-05+0.0002872i,0.00055479+0.0003181i,3.8296e-05+0.00040237i
0.00056265-0.0012911i,0.0010187-0.0011091i,0.00026049-0.0016974i,-0.000477-0.0017074i,-7.6732e-05-0.0012918i,0.0004452-0.0015697i,-0.00016318-0.0011106i,-7.1696e-05-0.00046672i,0.00053683-0.00056125i,0.00046995-0.00054231i,0.00053051+0.00018519i,0.00053284+0.0003645i,0.00075765-3.83e-05i,0.00078266-0.00027766i,-0.00014455-0.00054941i,-0.00035063-0.0012158i,0.00033131-0.00093765i,0.00030727-0.0003333i,0.00024489-0.00036386i,-0.00019321+4.3268e-05i,-0.0005742+0.00023396i,-0.00047312-0.00016642i,-0.00030997-0.00032481i
0.00037183-0.00035763i,0.00095793-0.00094318i,0.0014311-0.0020254i,0.00072908-0.0012495i,-0.00034258-0.00016645i,0.00060849+0.00029677i,0.0011592+0.00011514i,0.00023776-0.00061344i,1.7041e-05-0.00045916i,0.00011626+0.00049131i,0.00016752+0.00072579i,0.00033394+0.00023059i,0.00069345-0.0010576i,0.00044716-0.0012917i,-0.00045925+0.00049897i,-0.00079943+0.0012568i,-0.00035173+0.00010054i,-0.00067081-2.3286e-05i,-0.00067477+0.00062706i,-0.00020136+0.00031516i,7.1911e-05-0.00039656i,-0.00033069-0.00092629i,-0.00059302-0.00092925i
0.00023603-0.001105i,-0.00046349-0.0015438i,-0.00046656-0.0017794i,-0.00063827-0.0014254i,-0.0012113-0.0009559i,-0.00058662-0.0010726i,0.00048485-0.0010039i,0.0012068-0.00070156i,0.00077304-0.00019142i,0.00010591-6.2622e-05i,0.00052259+0.00010317i,0.0007944+0.00074963i,0.00086178+0.00078691i,0.0010423-0.00026058i,7.1277e-05-0.0011492i,-0.0007306-0.00088624i,-0.00050934-0.00048687i,-0.0006102-3.8796e-05i,-0.00037101+0.00045094i,-0.00034894+0.00052972i,-0.0003545-0.00020598i,-0.00018261-0.00015394i,-0.00031884-0.00029482i
-0.00057944+0.0012027i,0.00045161-0.00012091i,0.00010899-0.00039972i,0.00012231-0.00038608i,0.00011853-0.00070699i,-0.00026085-0.0009689i,-0.00093574-0.0016607i,-0.0015671-0.0011329i,-0.0015857-0.00020713i,-0.00075541-0.00024775i,0.00018055-0.00016706i,0.00042508-0.00081445i,0.00013099-0.0007385i,-0.00054947-0.00048775i,-0.00011059-0.0016343i,-0.00015099-0.0013785i,-0.0010431-0.00020308i,-0.00040515-5.2158e-05i,-0.00047033-0.0001082i,-0.00052207+0.00032322i,-0.00011089+0.00061548i,-0.00052914+0.00069814i,-0.00019003+0.00022324i
0.00066391-8.191e-05i,0.0014207-0.0011409i,0.0011956-0.0012547i,0.0011192-0.0012846i,0.001804-0.00086932i,0.0013154-0.00058982i,3.2337e-05-0.00074637i,-0.00042198-0.00049678i,-0.00042733-0.00046347i,-0.00028977-0.00028989i,-0.00046124-0.00014812i,-0.00035785+0.00036062i,0.00044814+0.0007024i,0.00074811-0.00023652i,0.00034599-0.0012857i,0.00022538-0.00090241i,0.00041443-0.00014859i,6.3539e-05-0.00031679i,-0.00034316-0.00016844i,-2.3162e-05-0.00040045i,0.00069036-0.00023066i,0.00068436+0.00020071i,0.00033442-0.00022609i
0.0012134-0.00046663i,0.0013965-0.00056132i,-0.00032409-0.0019087i,-0.0013045-0.0021606i,-0.00088843-0.0011657i,-5.5483e-06-0.00032118i,6.2054e-05-0.00016014i,-0.00046769-0.00099594i,-0.00028049-0.00093925i,-0.00024994-9.1226e-05i,-0.00040423-6.3803e-05i,-0.00021055+9.8611e-05i,9.0252e-07+0.00056022i,-0.00011965-0.00019391i,-0.0003953-0.0006641i,-0.00055608+2.4573e-05i,-0.00066962+0.00050228i,-0.00065797-3.9229e-05i,-0.00053021-0.00094543i,-0.00061035-0.00097039i,-0.00045755+8.6067e-05i,-0.00012409+0.00037478i,4.3861e-05-0.00011787i
0.0026705+0.0011534i,0.0032076-9.5941e-07i,0.002545-0.00026738i,0.0013595-0.00069572i,0.00085682-0.001474i,-0.00030149-0.0020868i,-0.0013475-0.0011644i,-0.0012626+0.0002874i,-0.00046652+0.00032238i,0.0002835+0.00043517i,0.00041119+0.00049483i,0.00047024+5.876e-05i,0.00012306-3.0207e-05i,-0.00068807+0.00040925i,-0.00085538-3.5661e-05i,-0.0007783-0.00053768i,-0.00045377+0.00039695i,0.00035338+0.00077423i,-9.8286e-06+0.00068887i,-4.846e-05+0.00083984i,0.00066521+0.00064265i,0.00076145+0.00045258i,0.00017845-0.00037161i
0.00086671-0.00039748i,0.00079246-0.0014058i,0.00067669-0.0026546i,-7.2608e-05-0.0038446i,-0.00075021-0.0036912i,-0.00068586-0.0017844i,-1.8538e-05-0.0010433i,-0.00016284-0.0011464i,9.9619e-05-0.0014659i,0.00075457-0.00073595i,0.00022005+0.00041694i,-0.00051341+0.00047982i,-0.00057568+0.00036703i,-4.5594e-05-0.00028533i,-0.00075035-0.00026516i,-0.0013043-0.00014696i,-0.0010019-0.0004853i,8.9042e-05-0.00062128i,0.00094204-0.00048432i,0.00081551-0.00023693i,0.00035718+0.00078921i,-0.00083236+0.0010979i,-0.0016814+0.00042635i
0.00033292+0.00060716i,0.0010103-0.00019858i,0.00086644-0.00085835i,0.00017357-0.00014589i,8.9295e-05+0.00052008i,-7.5254e-05-4.7419e-05i,-0.00069903+0.00013981i,-0.0010253-0.00023066i,-0.00040247-0.00060789i,-7.0337e-05-0.00038859i,0.00034635-0.00013281i,0.0012133+0.00039016i,0.0010065+0.00024584i,2.8264e-05-0.00012986i,-0.00037975-0.00038299i,-0.00044506-0.00028625i,-0.00015755-0.00012003i,-0.00043189+0.00014423i,-0.00082822+0.00047564i,-0.0010531+0.00084662i,-0.0007638+0.00087261i,-0.00050678+0.00033204i,-0.0010797-6.5136e-05i
0.0017325+0.00069369i,0.0029233+0.0002574i,0.0028845-0.00055348i,0.0019285-0.00022335i,0.0011006-2.6638e-05i,-0.00027425-0.00062102i,-0.00095482-0.0016235i,-3.0917e-05-0.0018837i,0.00069796-0.00073834i,0.00037265-0.00086876i,0.00026998-0.0015971i,0.0012743-0.0010307i,0.00094036-0.00051205i,-0.00056605-0.00018086i,-0.0010004-3.0994e-05i,-0.00082264+3.6214e-05i,-0.00037465+0.00017541i,0.00017153+1.1316e-05i,0.0001748-4.1333e-05i,-0.00013377+0.00085805i,0.00022486+0.00099268i,0.00050863+0.00023223i,0.00053825-0.00024226i
0.00068715-0.0016362i,-6.4844e-05-0.002236i,-0.00076047-0.002588i,-0.0010786-0.0027316i,-0.00048223-0.0013988i,0.00018801-0.0005574i,1.2562e-05-0.00063808i,-0.00020991-0.0002822i,0.00010034-0.00012311i,0.00029945-0.00072025i,0.00018372-0.00053731i,0.00039031+8.0771e-05i,0.00051673+0.00015049i,0.00016148+0.00048019i,-0.00010245+0.00065357i,0.00042805+0.00026113i,0.0005276-0.00049996i,-1.3672e-05-0.00079769i,-0.00010448-0.00081829i,0.00054896-0.0011574i,0.00065874-0.0011755i,0.00034383-0.00015786i,-0.00024236+0.00061009i
0.00068246-6.739e-05i,0.0018357-0.00092252i,0.0017051-0.0018301i,0.00086329-0.0010675i,0.00038127+0.00012869i,-0.00016931+0.00028474i,-0.00066525+0.00044305i,-0.00080547-4.7643e-05i,-0.00048699-0.0010541i,0.00045522-0.00070514i,0.00032349-8.1063e-05i,-0.00025111+0.00058198i,-0.00060274+3.8741e-05i,-0.00092089-0.00093061i,-0.00022715-0.0008161i,0.00050842+1.7948e-05i,0.0011519+0.00053029i,0.0014142+2.6877e-05i,0.00083718+9.0917e-05i,-0.00016352+0.00015365i,-0.0002992-0.00027933i,-0.00072878-0.00033556i,-0.0007579+0.00065962i
5.9942e-05-0.0020717i,0.001155-0.0023567i,0.00089207-0.0025992i,-0.00034149-0.0024764i,-0.00016665-0.0016476i,0.00078121-0.00059813i,0.0005652-0.00058144i,-0.00018133-0.0011512i,-0.0002718-0.00062818i,6.2315e-05+0.00034399i,0.00037826+0.00087031i,0.00056626+0.00070618i,0.0013413-8.813e-05i,0.0010088+0.0001108i,0.00049269-0.00042168i,0.00027095-0.0011317i,-6.3322e-05-0.00083737i,-0.00015972-0.00074324i,-0.00013162-0.00053116i,-0.00014131+0.00017927i,-0.00045201+0.00036226i,-0.00041623-0.00029795i,5.4248e-06-0.00034484i
0.00014211+0.0013811i,0.0011712+0.00021142i,0.0011988-0.0006846i,3.7723e-06-0.00070524i,-0.00021575-0.00014411i,-0.00036762-0.00044097i,-0.0006883-0.00026697i,-0.00034833-0.00020035i,1.4669e-05-0.00041474i,-0.00032181-0.00012151i,-0.00032655-0.00041637i,0.00046667+0.00019209i,0.00069391+0.0011304i,0.0009276+9.0924e-05i,0.00045012-0.00065327i,-0.00093101+0.00027923i,-0.00040423+0.00071777i,0.00062353+0.00060881i,0.00036241+0.00032511i,6.5791e-06+0.00017127i,-0.00011863+1.039e-05i,-1.0497e-05-0.00012305i,0.00058132-0.00010892i
-3.5628e-05-0.00056702i,0.00012512-0.0013499i,0.00082802-0.0020359i,0.0009721-0.0019163i,-0.0004263-0.00094731i,-0.0011612-0.00037822i,-0.00083791-0.0011063i,-0.00042802-0.0016744i,4.8151e-05-0.00084043i,-0.00023514-0.00022961i,-0.00069587-6.6335e-05i,-0.00032042-0.00030624i,-0.00021311-0.00069613i,6.8496e-05-0.00058612i,-5.8851e-05+0.00044717i,-0.00050738+0.00078541i,-3.4156e-05+0.00024252i,2.0057e-05+0.00020437i,-0.00017525+9.2151e-05i,-0.00062781-9.5199e-05i,-0.00073549-0.00052096i,-0.0003032-0.00065838i,-0.00044558-0.00021796i
0.0019079+0.0011113i,0.002729+7.0383e-05i,0.0030575-0.00068093i,0.0024429-0.0013336i,0.0012461-0.0015216i,-0.00040884-0.0013645i,-0.0012314-0.0010424i,-0.0006349-0.00013756i,0.00021327+0.00024981i,0.00010791+9.7072e-06i,-0.00043686-0.0001356i,-0.00011142-0.00017665i,0.00011883+8.8832e-06i,-0.00030931-3.0807e-05i,-0.00052126+7.3979e-06i,-0.00085476-9.8788e-05i,-0.00054311-3.9576e-05i,-0.00019198+0.00061462i,5.655e-06-9.978e-05i,6.5895e-05-0.00091627i,-0.00022132-0.00055796i,-0.00020049-0.00027958i,-3.3267e-06-0.00075855i
0.001338-7.4622e-05i,0.0026784-0.0012892i,0.0017491-0.0027128i,0.00012752-0.0020226i,-0.00094005+0.00053551i,-0.00087268+0.00085426i,-0.000148-0.00010463i,0.00013837-0.00045229i,0.00029047-0.00085208i,-0.00028725-0.00089575i,-0.0008045-0.00024546i,-0.00021871+0.0001769i,-0.00034606+0.0006978i,-0.00024681+0.00083216i,0.00023959+0.00083873i,0.00011379+0.00070432i,2.6375e-05+0.00027376i,0.00010247+0.00024746i,5.8678e-05-0.00034542i,-0.0003658-0.00064385i,-0.00020845-0.00033854i,0.00015607+1.5202e-05i,0.00028387-0.00012355i
0.0011617+0.00030846i,0.0013954-0.00035437i,5.5723e-05-0.00037667i,-0.00042731-0.00079933i,0.00052139-0.00078338i,0.00032523-0.00059801i,-0.00024308-0.0012513i,-0.00054675-0.00068011i,-0.0011041+0.00025896i,-0.00075294-0.00026004i,-0.00023943-0.00038702i,-0.00014048-6.3489e-05i,0.00032372-0.00038697i,0.00032484-0.0014945i,-0.00028215-0.0015808i,-0.00077367-0.00093832i,-0.00026996-0.00051019i,-5.7101e-05-0.0001227i,-0.00068144-3.8238e-05i,-0.00043187+0.00074244i,0.00059419+0.00068252i,0.0007829+0.00032274i,0.00050657+0.00058206i
0.00060707-0.0013848i,0.00054869-0.0024037i,-0.00011422-0.0025736i,8.6885e-06-0.0016018i,-0.00042536-0.00039307i,-0.00097282-0.00024028i,-0.00086197-0.0016249i,-0.0011511-0.0016025i,-0.0012979-0.001112i,-0.0010474-0.00066632i,-0.00053254-0.00032101i,0.00029724+0.00012491i,-0.00025727+0.00027475i,-0.00089919+1.7796e-05i,-9.1737e-05+1.2456e-05i,0.00035238-0.00013676i,0.00050286-0.00070703i,2.6633e-05-0.0010625i,-0.00030641-0.00010469i,0.0005967+0.00054454i,0.00066967+0.00031628i,3.533e-05+0.00017478i,-0.00012087+0.00058711i
-0.00059901-0.0015618i,-0.00011379-0.0029081i,-0.0011594-0.0036226i,-0.001478-0.0025186i,-0.00081221-0.00095822i,4.363e-05-0.00045542i,0.00013313-0.00029643i,-0.0004277-0.00028842i,-0.00044508-0.0002819i,-0.00032134-7.3979e-06i,-0.0002259+0.00041012i,-9.4247e-05+0.00068237i,-0.00032176+3.6103e-05i,0.00041163-0.00038435i,0.0010649-5.9073e-05i,0.00069601-0.00016761i,0.00063859-0.0010283i,0.00059621-0.0012457i,0.0002746-0.00046543i,-0.00031219-0.00058248i,-0.00050946-0.00052051i,-0.00047796+0.00045521i,-0.00029523+0.00043242i
0.00061381+0.00075644i,0.0018112-0.00041675i,0.0023115-0.00099122i,0.0018606-0.00055963i,0.0017564-0.00051853i,0.0014491-0.0013014i,0.00079187-0.0012976i,0.00016562+0.00010706i,-0.00018442+0.00030038i,-0.00031117-0.00013986i,-0.00075605+3.2665e-05i,-0.001014-5.5442e-05i,-0.00063937-0.00027666i,-0.0004739-0.0002847i,-0.00056076-0.00014378i,-0.00063047-0.00050259i,-0.00073339-0.0015712i,-6.069e-05-0.0014144i,-1.8158e-05-0.00028535i,-0.00029638+0.00012273i,-0.00028367+6.946e-05i,-0.00022786+9.402e-05i,-0.00024031+0.00012163i
0.0016465-1.5107e-05i,0.0020153-0.00016107i,0.0020984-0.00063881i,0.00034567-0.00073079i,-0.0012766-0.00093834i,-0.0017625-0.0012893i,-0.0013974-0.0019258i,-0.00037625-0.0014758i,-9.4721e-05+0.00025597i,-4.3377e-05+0.0012678i,-7.2057e-05+0.00045587i,-3.4131e-05-2.5647e-05i,0.00039411+0.00038856i,0.00011649+0.0011361i,-0.00039475+0.00091463i,-0.00067711+0.00027388i,0.00020305-0.00025246i,0.00073278-0.00085136i,-8.3491e-05-0.00035097i,-0.00042661+6.4654e-05i,-4.9307e-05-0.00039235i,-0.00046493-0.0010361i,-0.0010772-0.00055875i
-0.00054458-0.0013635i,0.00043656-0.0019261i,0.00067371-0.002037i,0.00020454-0.0014952i,0.0001381-0.00077261i,-0.00055988-0.0005446i,-0.00051297-0.00064758i,4.5085e-05-0.00088993i,0.00023618-0.00060787i,-0.00055269-0.00024062i,-0.001031-0.0003014i,-0.00027372-0.00050301i,0.00023733-0.00066374i,0.00010461-0.00047104i,-0.00063879-0.00020417i,-0.00089337-0.0010036i,-0.00090531-0.001671i,-0.00037985-0.0016764i,0.00061594-0.0010584i,0.0008752-0.00030187i,0.00040694-0.0010126i,2.1966e-05-0.0009346i,0.00036624-0.00014981i
0.0006241+0.00019934i,0.00092826-0.00026806i,0.00069058-0.0011025i,0.00068195-0.0013003i,0.00044547-0.001135i,-1.5675e-05-0.0006828i,-0.00016445-0.00043745i,-0.0002444-0.00038676i,0.00069725-0.00017368i,0.00058206-4.0285e-05i,-0.00015726-0.00058027i,-0.0001921-0.00046268i,-0.00021183+0.00027018i,-0.00037306+0.00038437i,-0.0006002+6.2732e-05i,-0.00034955-0.0004612i,-0.00016474-0.00054582i,-4.7163e-05-0.00022524i,4.0304e-05+6.7874e-05i,-5.7052e-06+0.00012415i,0.00046829+0.00030011i,0.00078065+0.00051948i,-9.5847e-06+0.00022132i
0.00054882-0.0017798i,-0.00046594-0.0025686i,-0.0016877-0.0024326i,-0.0026604-0.0015381i,-0.0017849-0.00094149i,2.3652e-05-0.00074391i,0.00037583-0.00050714i,0.00029976-4.4155e-05i,0.00078842+0.00015422i,0.00091295+0.00019887i,0.00058612-0.00028257i,0.00016249+0.0002509i,-0.00033623+0.00091718i,-0.00021747+0.00043697i,-0.00053238-4.4306e-06i,-0.00070414-1.9401e-05i,-0.00033969+2.5503e-05i,-0.00016378+0.00037438i,2.7553e-05-0.00026472i,-7.7077e-05-0.0009875i,-0.00040932-0.0011562i,-0.00027454-0.0012496i,-0.00039199-0.00055985i
0.00045462-0.00025054i,0.00069122-0.00066393i,-0.00028229-0.0010318i,-0.00083137-0.00016547i,-0.00056782+3.7062e-05i,0.00016272-0.00085865i,0.00030869-0.0013354i,-0.00029627-0.0013005i,-0.00024711-0.00091635i,-0.00024518+0.00042588i,8.2111e-05+0.0010008i,0.00068778+0.00065207i,-0.0002979+0.0001771i,-0.00038941+0.0003786i,-0.00024914+0.00036643i,-0.00057878-3.5263e-05i,-0.00035276-0.00024018i,-0.00063062-0.00065029i,-0.00056456-0.00046341i,-0.00014781+5.7379e-05i,-2.2009e-05-0.00062624i,0.00047043-0.00093736i,0.00086076+2.1925e-05i
0.00078699-0.00022804i,0.001445-0.00086804i,0.0018779-3.5212e-05i,0.001358+0.00080741i,7.0031e-05+0.0005496i,-0.00082958-0.00030492i,-0.00077401-0.00023366i,-0.00079557-0.00014894i,-0.00063521-7.4881e-05i,-6.9957e-05+0.00010123i,0.00045092+0.00041708i,0.00056762+0.00044012i,0.00042104+0.00058605i,0.00058134-3.5754e-06i,0.00041206-0.00095332i,-0.00040247-0.00087644i,-1.0984e-05+0.00041566i,0.00077496+0.00096433i,0.00053968+3.1691e-05i,0.0001582-0.0010432i,-7.6328e-05-0.0010735i,-0.00075367-0.0010341i,-0.0011478-0.0010673i
0.00051883-0.001688i,-0.0004243-0.0023214i,-0.001387-0.0019611i,-0.0020637-0.0017207i,-0.0021095-0.0015198i,-0.0015133-0.00056744i,-0.00061184-0.00067822i,-0.0002261-0.00077156i,-0.00098019-0.00022007i,-0.0015331-7.548e-05i,-0.00099563+0.00091195i,-0.00027157+0.0012959i,0.00016922+0.00097124i,0.0003693+0.00035131i,0.00038656+3.0606e-05i,0.00011444+0.00015527i,-8.6614e-05+0.00012053i,0.00041264+0.00042245i,0.00066495+0.00010948i,0.00035767-0.00072756i,3.202e-05-0.00045914i,-0.00024534+0.0004911i,-0.00087538+8.546e-05i
-0.00065983-0.00049762i,8.0218e-05-0.00086677i,0.00039807-0.0018072i,5.5151e-05-0.0017062i,-0.0004452-0.0014319i,-2.4754e-05-0.00099481i,0.00044537-0.0017073i,0.00028615-0.0016016i,0.00059523-0.00026147i,0.00051458+0.00027072i,0.00020138+0.00041571i,0.00011049+0.00088387i,0.00010182+0.00063378i,0.00027967-0.00021102i,0.00050813-0.00032615i,0.00024371+0.00037243i,0.000148+0.00082507i,0.00042809+0.00036821i,0.00084913+0.00026706i,0.00046527+0.00046663i,-0.00038136+0.00067851i,-0.00016292+0.00042274i,-0.00069834+9.9598e-05i
0.0001959+0.0017215i,0.00041575+0.00013345i,0.00030621-0.0017014i,-7.3611e-05-0.0017725i,-0.00052145-0.0016737i,0.00034038-0.0012439i,0.0014972-0.00025278i,0.00018662+0.00032516i,6.8533e-05+0.00049742i,0.00075638+0.00036206i,0.00044637+0.00036695i,8.2992e-05+0.0010225i,-0.00040176+0.0014671i,-0.00020479+0.00035863i,0.00056236+0.00026429i,0.00059167+0.00098521i,0.00056014-2.2607e-05i,0.0002703-0.00044603i,-6.6548e-05+0.00036939i,0.00060181+0.00065985i,0.0015569+0.00031402i,0.001547+0.00065307i,0.00033708+0.00079738i
0.0024063-0.001552i,0.0024782-0.0029469i,0.0026131-0.0023014i,0.0018035-0.0017293i,0.0002329-0.0014522i,-0.00078385-0.0006125i,-0.00083341-0.00064754i,0.00023932-0.00054717i,0.0005292-0.00026283i,-0.00026546+0.00021371i,-0.0011376+0.00037529i,-0.00077182+0.00036839i,0.00016156+0.00054201i,0.00068328+0.00077723i,0.00077289+0.00063296i,0.00029704+0.00037143i,-7.6403e-05+0.00021277i,-0.00028009+0.00016889i,-0.00072684-0.00033947i,-0.00037716-0.0009641i,0.00045841-0.0010371i,0.00021128-0.0010661i,-0.00071407-0.00032566i
0.0004575-0.00081096i,0.00018131-0.00056696i,-1.2544e-05-0.00023255i,-0.00041763+0.00023283i,-0.00070519+0.00021438i,-0.00056627-0.00050545i,-0.00028132-0.00090736i,-0.00047103-0.00045291i,-0.0003404-0.00056887i,-0.00021748-0.00070226i,-0.00052858-0.00024251i,-0.00086594+8.4766e-05i,-0.0012593+0.00012772i,-0.0011269-0.00045688i,-0.00061355-0.00067285i,0.00036593-0.00087564i,0.00017519-0.00094859i,-0.00033662-0.00075589i,0.00010631+0.00034914i,0.00054412+0.00088348i,6.2213e-05+0.00074804i,-0.00030918+0.00058623i,-2.4625e-05+0.00038892i
