-0.0051126+0.00022693i,-0.0043813-0.00028067i,-0.0042449+0.00064217i,-0.0023238+0.0015866i,-0.00046761+0.0025253i,0.00025207+0.002045i,-0.00022664+0.0019694i,-0.00020388+0.0022386i,0.00061043+0.001504i,0.001147+0.0006439i,0.0010252+0.00042387i,0.00044318+0.0001259i,0.00067631-0.00064161i,0.00089066-0.00093687i,0.00022069-0.00058562i,-0.00030462+0.00047025i,0.00042495+0.0011277i,0.00084497+0.0011743i,0.00033024+0.00086932i,3.8124e-05+0.0010795i,-0.00051675+0.00079698i,-0.00056344-0.00042231i,0.00017348-0.00056719i
0.0007179-0.0012417i,0.0010223-0.0019026i,0.00070671-0.0029212i,-0.0015587-0.0023561i,-0.0037386+7.4837e-05i,-0.0020629+0.0012471i,0.00084046-0.00032278i,-1.6387e-05-0.00086515i,-0.0016791+6.6688e-05i,-0.0016645+0.0014489i,-0.001647+0.0022445i,-0.0011603+0.001275i,-7.9332e-05-0.00034089i,0.00052521-0.001477i,0.001135-0.0012151i,0.0011729-0.0001525i,0.00058247-0.00010328i,0.00067076+0.00013957i,0.00034646+0.00076625i,-0.00045317+0.0007987i,-0.00090124+0.00096277i,-0.00065076+0.00074433i,-0.00020608-3.6276e-06i
-0.00047795+0.0016476i,-4.9146e-05+0.0013522i,0.0002633+0.0020959i,-0.00040136+0.0032932i,-0.0012517+0.004274i,-0.0017907+0.0028858i,-0.00073739+0.00073575i,0.00050182+0.00017861i,0.00017738+0.00082501i,3.1646e-05+0.0014627i,0.00051839+0.0016835i,0.00080402+0.00065619i,0.00048773-0.00082431i,7.3794e-05-0.00059168i,0.00080973-0.00014451i,0.0013461-0.00083805i,0.00098373-0.00075757i,0.00022209+0.00014992i,-0.00030657-0.00018069i,5.5026e-05-0.00059909i,-0.00028528-0.00067016i,-0.0011358-0.00027615i,-0.00040872+0.00045748i
-0.0030413+0.00012431i,-0.0035003+0.0001065i,-0.0025929+0.00061492i,-0.0013733+0.00040318i,0.00083521+0.00026548i,0.001152-0.00025982i,0.00035379-0.00099507i,0.00029-3.3419e-05i,0.00084238+0.00082285i,0.0016053+0.000985i,0.0018915-7.9589e-05i,0.0014204-0.00065547i,8.543e-06-0.00037793i,-0.00071622+0.00015957i,5.9434e-05+0.00092381i,0.0012607+0.00074362i,0.0014771-0.00025271i,0.00088025-0.00043974i,4.3767e-05-0.00057395i,0.00015569-0.00047919i,0.00030932-9.1738e-05i,0.00062687+0.00013679i,0.00056835+0.00047356i
-0.00038436-0.00088348i,-0.00018954-0.00069366i,-0.0013461+0.00070663i,-0.0021322+0.000766i,-0.0022863-0.00069714i,-0.0016657-0.001146i,-0.0010015+7.5535e-05i,-1.6144e-05-2.4628e-05i,0.0013086-0.0011486i,0.0017745-0.0016314i,0.0010104-0.0022973i,0.00023419-0.0025126i,-0.00010535-0.0013981i,-0.00098533-0.00076408i,-0.0016275-0.00028039i,-0.0015436+0.00046961i,-0.0010258+0.00065359i,-0.00018553+0.00010636i,0.00061046-0.00059699i,0.00075807-0.00075342i,0.00058204-0.0012579i,0.00037862-0.0013762i,0.00024452-0.00063001i
0.0025137-0.0015011i,0.0032007-0.0031934i,0.0012196-0.0048988i,-0.0029272-0.0034233i,-0.0053039-0.00083521i,-0.0047151+0.0011832i,-0.0024579+0.00054871i,-0.00098522-0.0015428i,-0.0019185-0.0033636i,-0.0027635-0.0043102i,-0.001882-0.0036447i,-0.0013811-0.002368i,-0.00091013-0.0014341i,-0.00019998-0.00078812i,-0.00056287-0.00019124i,-0.0011746+0.00087081i,-0.0014611+0.00080042i,-0.0014271-0.00027484i,-0.00057555-0.00062331i,0.0006444-0.00058892i,0.0013755-0.00039074i,0.0013444-0.00023519i,0.0012232-0.00016538i
0.0011376+0.0024815i,0.0020296+0.0027848i,0.0038126+0.0015175i,0.0018528+0.00021835i,-0.00047105+0.0015982i,-0.00047554+0.00328i,-0.00020466+0.0025717i,-0.0014756+0.0011167i,-0.0034277+0.00059746i,-0.0037067-0.00015775i,-0.0029174-0.00018456i,-0.0019995+0.00016406i,-0.00022257+9.9881e-05i,0.00039622+0.00011747i,-0.0005822-0.00059251i,-0.0010015-0.0010371i,9.0403e-07-0.0010064i,0.00064306-0.001459i,0.00075669-0.001309i,0.00030723-0.00033667i,-0.00028902+0.00047504i,1.0086e-05+0.001023i,0.00012389+0.00085182i
-0.0018235-0.0033461i,-0.0038809-0.0035664i,-0.0067449-0.0020817i,-0.0075722-4.1032e-06i,-0.0045492+0.0013871i,-0.00093841+0.00095431i,0.00025294+0.0013714i,0.00037748+0.0030047i,0.00051197+0.0044274i,-0.00045662+0.0047549i,-0.00048427+0.0038091i,0.00085386+0.0028454i,0.0016962+0.0018279i,0.0016397+0.00083989i,0.0012+0.00033374i,0.00090854-0.000726i,0.00049549-0.0010469i,0.00058479-0.00088363i,0.00020636-0.00089082i,-0.00041119-0.00047927i,-0.0004618+9.7484e-05i,-0.00031743+9.876e-05i,-0.00052314-3.3038e-05i
-0.0018538-1.239e-05i,-0.0023595+0.00082935i,-0.0016673+0.0020816i,-0.0011407+0.0017869i,-0.00065841+0.00011112i,9.5237e-05-0.0013377i,0.0020277-0.0018584i,0.0037335-0.0013189i,0.0033273-0.00053796i,0.0030885+0.0009064i,0.0028714+0.0018852i,0.002161+0.0009068i,0.00046543-3.4837e-06i,-0.00070797+0.00010686i,0.00053092-6.574e-06i,0.0020764-0.00025381i,0.0025845-0.00070581i,0.0018908-0.00049938i,0.0017426-4.6062e-05i,0.0014241+0.00019923i,0.00067971+0.00044085i,0.00012635+0.00057123i,-0.00084713+0.00040117i
-0.0014769+0.0011682i,-0.0018324+0.00084035i,-0.00072493+0.0024024i,0.00036908+0.0032807i,-0.00046223+0.0016582i,-0.0011548+0.00029882i,-0.00097534-0.0014246i,9.6045e-05-0.003822i,0.0015557-0.0043436i,0.0025204-0.0029241i,0.0027002-0.0020213i,0.00085943-0.0023777i,-0.0010755-0.0018081i,-0.0015181-0.00066315i,-0.00038302+0.00051006i,0.0007308+0.0016704i,0.0012599+0.0013265i,0.0011264+0.00091705i,0.00037425+0.0014805i,0.00028618+0.0015831i,0.00022125+0.00037091i,-0.00074467-0.0010114i,-0.00088585-0.0014678i
-0.0017705+0.0015203i,0.0010571+4.4635e-05i,0.0027127-0.0015795i,0.0026068-0.0027866i,0.00084511-0.0025675i,-0.00063143-0.0015501i,-0.0016027-0.0018509i,-0.0025161-0.0026448i,-0.0020079-0.0028517i,-0.0005492-0.0034281i,0.00023814-0.0037277i,2.1992e-05-0.0029451i,-0.0011895-0.0024283i,-0.0017673-0.0017319i,-0.001715-0.0006433i,-0.0018607+0.00041707i,-0.0017931+0.0011911i,-0.0012922+0.00098283i,-0.00050128+0.00097102i,4.9846e-05+0.00030853i,0.00010563-0.0014271i,0.0001793-0.001474i,0.00097167+0.00032373i
0.0020863-0.0002221i,4.6263e-05-8.5392e-05i,-0.0026699-0.0012846i,-0.0046309-0.0012922i,-0.0042575+0.00075058i,-0.00303+0.0021334i,-0.002338+0.0021647i,-0.0027731+0.0003983i,-0.0042032-0.0016946i,-0.0050055-0.0029196i,-0.0039775-0.0030266i,-0.0016789-0.0016141i,0.00045019-0.00060333i,0.0013379-0.00073942i,-0.00057887-0.00027862i,-0.0025271+0.00056527i,-0.0024791+0.00080623i,-0.0021906+0.0005476i,-0.0014485+0.00024555i,-0.0009965+0.00035371i,-0.0010107+8.6906e-05i,-0.00051726-3.18e-05i,0.000541+0.0003625i
0.00064631+0.00079648i,0.00048072+0.00066038i,-1.3369e-05-0.0014707i,-0.0013123-0.0016959i,-0.002595+0.00033455i,-0.0022861+0.00082177i,-0.0019649+0.0010672i,-0.0027517+0.0025952i,-0.0031454+0.0029134i,-0.0030134+0.0020982i,-0.0023352+0.0017714i,-0.00040472+0.0019319i,0.0012162+0.0018681i,0.0018441+0.0012361i,0.001278-2.1106e-05i,-0.00013703-0.00098814i,-0.0013386-0.0012744i,-0.00071248-0.001381i,-0.00017305-0.001961i,-0.00047669-0.0025868i,-3.224e-05-0.001815i,0.00019117-0.00042658i,0.00032589-0.00042203i
-0.0030309-0.0009653i,-0.0024464+0.00075155i,-0.00014778+0.0026473i,0.0011249+0.0036428i,0.00086456+0.0035226i,0.00021571+0.0023023i,0.00035928+0.0019444i,0.00079045+0.0028832i,0.00095293+0.0043873i,0.0014945+0.0050454i,0.0016608+0.0046134i,0.0014648+0.0041733i,0.001672+0.0031351i,0.00073329+0.001694i,0.00052314+0.00032986i,0.00090162-0.0013181i,0.00099866-0.0024394i,0.0011844-0.0016615i,0.00096737-0.0016971i,0.001525-0.0017941i,0.0014066-0.00016821i,0.0006452+0.0010338i,-0.00052674+0.0013202i
-0.00058289-0.0045802i,-0.00047793-0.0064815i,-0.0015094-0.0049631i,-0.0028221-0.0022269i,-0.0013078+0.00056913i,0.00099145+0.0018813i,0.0022715+0.00097054i,0.0035229+0.0010984i,0.0054825+0.0016296i,0.0059647+0.0011346i,0.0045779+0.001723i,0.0025144+0.0019215i,6.3543e-05+0.00024843i,-0.0012017+3.7536e-05i,-0.00053949+0.00092434i,0.00089263+0.00073755i,0.0021892-0.00026156i,0.0023397-0.0010105i,0.0021901-0.0004065i,0.0019+0.00010811i,0.00051859-0.00019144i,-0.00073366+0.00029682i,-0.0005697+0.00070688i
0.00046976+0.0013343i,0.0014386+0.0040278i,0.00074782+0.0047856i,-0.00056906+0.0033689i,-0.00099217+0.0028694i,0.00050553+0.002726i,0.0028964+0.00047635i,0.0037015-0.002439i,0.0025825-0.0048551i,0.0012263-0.0050458i,0.00045985-0.0030896i,-0.00037456-0.0024792i,-0.0018505-0.0034726i,-0.0030074-0.002979i,-0.0020987-0.0010125i,-0.00071659+0.00053168i,-0.0005181+0.0010676i,0.00031186+0.0008969i,0.0010472+0.00075903i,0.00054619+0.00053427i,2.5238e-05-0.00026448i,-0.00018024-0.0013956i,-0.00056751-0.0017243i
-0.0038563+0.0013506i,-0.0053257+0.0007732i,-0.0040841+0.0028488i,-0.0025334+0.0035451i,-0.0019483+0.0021301i,-0.0028406-0.00024263i,-0.0029043-0.0022208i,-0.0028597-0.004582i,-0.0044613-0.0058344i,-0.0045195-0.0052343i,-0.0027346-0.004649i,-0.0018667-0.0042148i,-0.0023747-0.0041176i,-0.0017531-0.0040911i,-0.0010085-0.0028337i,-0.00084885-6.1978e-05i,0.00022718+0.001991i,0.0011617+0.0024824i,0.00056456+0.0026594i,-0.00066721+0.0021245i,-0.00061991+0.0014864i,0.00012854+0.00023506i,0.00013469-0.00072797i
-0.0025496+0.005387i,0.00031768+0.0053095i,0.0059028+0.0043121i,0.0076463+8.8007e-05i,0.004564-0.0021066i,0.0017383-0.0021591i,-0.0017276-0.002778i,-0.0057343-0.0027651i,-0.006761-0.0010575i,-0.0048554+0.0004382i,-0.0029184-0.00035435i,-0.0017763-0.0013074i,6.3155e-06-0.0011758i,0.0016314-0.00063305i,0.00077178+0.00051745i,-0.00082465+0.0014942i,-0.00083211+0.0015751i,-0.00052843+0.001519i,-0.00094414+0.0013317i,-0.0013683+0.00053622i,-0.00056672+0.00018022i,0.00035652-0.00025362i,0.00070314-0.00092316i
-0.0032058+0.0028289i,-0.0059373+0.00077241i,-0.0027005+0.0028359i,-0.00022758+0.0033747i,0.00090293+0.0017996i,8.648e-05-0.00082874i,-0.0017469+0.00021913i,-0.0019+0.0044443i,-0.00051721+0.0069133i,0.0016743+0.0056581i,0.0020823+0.0031699i,0.0014852+0.0016963i,0.0020159+0.00071591i,0.002093+4.0546e-06i,0.0011974-0.0008228i,0.00089813-0.00062614i,0.0012419+0.00062627i,0.00084234+0.00050924i,-0.00022141-0.00050965i,-0.00075281-0.00028922i,-0.00057253-0.00015451i,0.00099534+0.00083411i,0.002021+0.0020504i
0.01957-0.03329i,0.019628-0.037573i,-0.0066572-0.04087i,-0.027636-0.023901i,-0.030217-0.0017244i,-0.01549+0.013685i,-6.8153e-05+0.010999i,0.0031963+0.0039678i,0.0019726+0.0013607i,-0.0013371+0.0014856i,-0.0030397+0.0057717i,-0.00049126+0.0082212i,0.0031391+0.008076i,0.0057371+0.008582i,0.0056708+0.006901i,0.0019678+0.0014695i,-0.0029212-0.0024728i,-0.0036356-0.0023011i,-0.0018791-0.0017224i,-0.0012936-0.00094862i,-9.5252e-05+0.00075314i,0.00086474+0.0010382i,0.00025181+0.0002241i
-0.0018681-0.0072389i,-0.0038569-0.0079306i,-0.0076498-0.0075176i,-0.0086009-0.0015748i,-0.0075054+0.0054015i,-0.0044046+0.0073479i,-0.00014395+0.0044832i,0.0027874+0.00063258i,0.0039261-0.0022809i,0.0025614-0.0025115i,0.000802+5.4859e-05i,0.00010606+0.0015085i,-0.0010502+0.0013833i,-0.0016926+0.0012598i,-0.0011685+0.00090263i,-0.0005957+0.0004773i,-0.00017438-6.4093e-05i,-9.4081e-05-0.00072419i,-0.00013082-0.001132i,-0.00039917-0.0011461i,-0.00067193-0.00066097i,-0.0011019-0.00061077i,-0.0015577-0.00033221i
3.0336e-05-0.0017979i,0.0018582-0.0040966i,0.0011623-0.0067687i,-0.0019874-0.0056896i,-0.0042921-0.0023467i,-0.0031025+0.00038838i,-0.0024509+0.001684i,-0.0025515+0.00077157i,-0.0028792-0.0020052i,-0.0035619-0.0047212i,-0.0033693-0.0048735i,-0.0021985-0.0038683i,-0.0016737-0.0030699i,-0.002453-0.0024328i,-0.0022556-0.001643i,-0.0015449-0.000333i,-0.00095305+0.00019282i,-0.00064198+0.00010379i,-0.0007162+0.00044339i,-0.00061372+0.00029568i,-0.00093357-0.00034707i,-0.001544-0.00065693i,-0.0016661-0.0015117i
-0.00016254-0.0029581i,-0.00060649-0.0030206i,-0.0018396-0.0020925i,-0.0034119-0.00089687i,-0.0049927+0.00021618i,-0.0033649+0.0013158i,-2.2195e-05+0.0013907i,0.00016845+0.00019029i,-0.0021348-0.0010173i,-0.0036838-0.0015242i,-0.0028007-0.0027096i,-0.0010996-0.0035496i,-0.0002529-0.0018399i,-0.00010421-0.00075376i,0.00066889-0.00085293i,0.00039284-0.00045437i,-0.00053445-1.2239e-05i,-0.00021457-1.5756e-05i,0.00085972+3.3809e-05i,0.0015976+0.00030694i,0.0017265-6.3321e-05i,0.00045416-0.00024083i,-0.0004909-0.00073685i
0.0079012-0.0032328i,0.0076455-0.0032175i,0.0040071-0.0031831i,-0.00042564-0.0011874i,-0.0043164-0.00024823i,-0.0041509-0.00028469i,-0.001517-0.00078164i,-0.0014874-0.0013481i,-0.0027582-0.00071571i,-0.002765-0.00026913i,-0.0019516+7.745e-06i,-0.00013977+0.00082572i,0.0025482+0.001466i,0.0039883+0.0016266i,0.0034692+0.0013885i,0.0019801+8.6734e-06i,0.0010643-0.0013979i,0.00089377-0.0012883i,0.00050866-0.00062644i,0.00067201+7.08e-06i,0.0018814-0.00037854i,0.0021467-0.00041097i,0.00090908+0.00011674i
0.0040403+0.0023045i,0.004447+0.00053759i,0.0035556-0.0043226i,4.0981e-05-0.0067072i,-0.0037944-0.0049795i,-0.0050089-0.0033789i,-0.0044882-0.0024806i,-0.0019039-0.00044865i,0.0014392+0.00068906i,0.0025753+0.00092487i,0.0013697+0.0015882i,0.00083771+0.0023084i,0.0013042+0.0025272i,0.0011835+0.0019287i,0.00069983+0.0015812i,0.0013643+0.00094653i,0.0016337-0.00014317i,0.00071061-0.00063179i,0.00080156-0.00059872i,0.0004837+0.0002308i,0.0013195+0.00043794i,0.0027805+0.00010925i,0.0017455-0.00028523i
-0.0010145+0.0010909i,-0.00017143+0.001544i,0.00019532+0.0014649i,-0.0019715+0.0018643i,-0.0036655+0.0017569i,-0.0025267+0.0016393i,-0.00040976+0.00077399i,0.0012565-0.0003062i,0.0021823-0.0010802i,0.0023223-0.0012765i,0.0013403-0.00042353i,-0.00052798+9.3636e-05i,-0.0020284+0.000414i,-0.0023815+0.00037663i,-0.0024523+0.00066842i,-0.0018649+0.0013102i,-0.00070958+0.0020833i,-1.3768e-05+0.0018044i,0.00024596+0.00081025i,3.4059e-05+0.00078994i,-0.00054094+0.00062239i,-0.0011343+0.00024025i,-0.00097175+0.00029442i
0.0027412-0.0063493i,0.0021296-0.0084335i,-0.0015845-0.0080192i,-0.0053563-0.0044429i,-0.0055325-0.00090523i,-0.0030248+0.0009235i,-8.3584e-05+0.00050313i,0.00012365-0.00083258i,-0.0014933-0.0021489i,-0.0025853-0.0022778i,-0.0023822-0.001694i,-0.00086499-0.0016645i,-0.0012549-0.0014218i,-0.002891-0.00021044i,-0.0038013+0.00082844i,-0.0043589+0.00053643i,-0.003438+0.00079262i,-0.0013868+0.0017217i,-0.00088311+0.0015809i,-0.0021718+0.0010086i,-0.0027978+0.00096629i,-0.0021927+0.0010992i,-0.00093608+0.0015258i
0.00081431+0.00091428i,0.0034069+0.00073684i,0.0045536-0.00058271i,0.0031463-0.001443i,0.0014764-0.00053139i,-0.00030457+0.00063054i,-0.0018436+0.0012527i,-0.0032323+0.0018333i,-0.0051379+0.0018689i,-0.0048567+0.0016037i,-0.0023866+0.00036096i,-0.00030986-0.00097268i,-9.8013e-05-0.00065446i,-0.0007971-0.0011174i,-0.0015529-0.0021441i,-0.0018618-0.001712i,-0.0011842-0.00045336i,-0.0010118-5.2813e-05i,-0.0011111+0.00012633i,-0.001416+0.00010532i,-0.0024477-0.00012605i,-0.0019849+0.00054075i,-0.00067592+0.0012888i
-0.0035338+0.0023883i,-0.0052073+0.0027962i,-0.0059155+0.0023311i,-0.0060153+0.00078294i,-0.0047835-0.00066182i,-0.0032786-0.00054221i,-0.0024738+0.00062525i,-0.0020403+0.0019589i,-0.0017201+0.0026325i,-0.0013532+0.0023005i,-0.00034433+0.00091526i,0.001027+4.5634e-05i,0.0024582-0.00074797i,0.003344-0.0017921i,0.0025085-0.0024192i,0.0014121-0.0023024i,0.00076209-0.0020639i,-0.00040021-0.0011949i,-0.00035613-0.0003308i,0.00066504-0.00048315i,0.0003996-0.0010951i,-0.00045453-0.0013047i,-0.00036957-0.0015839i
0.0016636-0.0016147i,0.0040499-0.00098328i,0.0044392-0.00043771i,0.0017931-6.4132e-05i,-0.0018661+0.0021534i,-0.0019303+0.0024576i,0.0014293+3.2394e-05i,0.0031829-0.00048062i,0.0040644-0.00020908i,0.0043509-0.0010368i,0.0024528-0.0011922i,0.0009182-0.00050886i,0.0019226-0.00010635i,0.0032109-0.00024724i,0.0038863-0.00074163i,0.0038035-0.0015039i,0.0030793-0.0016665i,0.001666-0.00087179i,0.00052227-0.00022941i,0.0013413-0.00042027i,0.0021568-0.0006749i,0.0012467-8.1224e-05i,-0.00026933-0.00035272i
0.0020462-4.7717e-05i,0.001497-0.00083239i,-0.00067873-0.0013868i,-0.0038075-0.0013367i,-0.0044013-0.00026483i,-0.0026663-0.00049094i,0.00020309-0.0021868i,0.0034228-0.0027866i,0.0055361-0.0029537i,0.0043931-0.0032499i,0.0015527-0.0028501i,-0.00044695-0.0021802i,-0.00061599-0.001235i,-0.0002345+2.6888e-07i,0.00046938+0.00087199i,0.0016992+0.00083684i,0.0017329-0.00020777i,0.00046508-0.0014493i,0.00034949-0.0016441i,0.0016973-0.00078429i,0.0020854+0.00046859i,0.0021559+0.00079031i,0.0016745+0.00048317i
0.0030181+0.00045373i,0.0035067-0.00075876i,0.0025222-0.0015714i,-0.00084611-0.0018353i,-0.0042239-0.0011351i,-0.0039627-0.00055924i,-0.00078686-0.0023903i,0.00081458-0.0049314i,0.00034432-0.0062243i,-0.00044183-0.0051237i,-0.0017002-0.0023581i,-0.0027456-0.0011864i,-0.0035708+0.00063235i,-0.0039177+0.002879i,-0.0024629+0.0032338i,-0.001114+0.0023325i,-0.00037526+0.00068029i,5.5349e-05-0.00073361i,1.6779e-05-0.00056185i,0.00014775+0.00067935i,0.00037+0.001842i,1.4465e-05+0.001355i,-0.00014923+0.00096026i
-0.00049856-0.0006051i,-0.0010743-0.0017984i,-0.0011549-0.0024597i,-0.0011834-0.001511i,-0.0017998-0.00063824i,-0.00094809-0.00091624i,-0.00068654-0.0014461i,-0.003609-0.0020075i,-0.0069392-0.0013056i,-0.0074354+0.00066757i,-0.0046789+0.0016806i,-0.0022055-0.00019346i,-0.0032667-0.0006527i,-0.0043255+0.0008675i,-0.0042195+0.0013004i,-0.0039631+0.00077386i,-0.0016297+0.00062502i,0.00048698+0.00063649i,0.0010197+0.00054622i,0.00014652+0.00054214i,-0.0007975+0.00029724i,-0.00048891-0.00080901i,0.00081278-0.001067i
0.001097-0.0047113i,0.0033185-0.0029231i,0.002299-0.0023111i,-0.00088423-0.0034482i,-0.0025666-0.0029051i,-0.0016424-0.00023824i,-0.0023293+0.0021009i,-0.0059264+0.0038543i,-0.0081209+0.0057302i,-0.0060358+0.0059615i,-0.0014991+0.0041227i,0.0011423+0.002218i,0.0022905+0.00064374i,0.0021901-0.0012064i,0.00013338-0.0025002i,-0.0018781-0.0019407i,-0.0015361-0.00045996i,0.00068219+0.00042667i,0.0011249-6.8086e-05i,-0.001006-0.0005801i,-0.0022335-0.00040549i,-0.0020968-0.00055486i,-0.00098762-0.0004145i
0.0036406-0.0017898i,0.0028953-0.0029036i,0.00098636-0.0029509i,-0.0016298-0.0027397i,-0.0042614-0.0015235i,-0.0048377+0.0010475i,-0.0037972+0.0037823i,-0.003172+0.0065875i,-0.0010397+0.00702i,0.0017093+0.004015i,0.0030295+0.00083201i,0.003548+0.00060825i,0.0042402-9.5213e-05i,0.0041717-0.0025535i,0.0023068-0.0029097i,0.0010598-0.0017498i,0.00049717-0.00076568i,-0.00047194+0.00039065i,-0.0011639+0.00050985i,-0.0012439-0.0002572i,-0.00077941-0.00027181i,-0.00028263+0.00029353i,-0.00029207+0.00045688i
0.00015849+0.0010139i,0.0011287+0.0021215i,0.00057643+0.00038623i,-0.0021734-0.000118i,-0.0043322+0.0015775i,-0.0034076+0.002112i,-0.0010229+0.0019522i,0.0026698+0.0014738i,0.0060964-0.0010868i,0.0064472-0.0039926i,0.0039775-0.0041297i,0.0020565-0.0022885i,0.0012935-0.0011473i,0.00053379-0.00098674i,0.00049899-0.00090071i,0.00073793-0.00068322i,-0.00068184-0.00031848i,-0.0020129+0.00036277i,-0.0015902+0.0010447i,-0.00025453+0.00073123i,0.0010488+0.00036007i,0.00080142+0.00068314i,0.00053626+0.00093556i
-0.0033919-0.0020759i,-0.0044924-0.0022777i,-0.0040425-0.0027187i,-0.0040916-0.0014435i,-0.0048676-9.1702e-05i,-0.0026188-0.00060516i,0.0018579-0.0032225i,0.0054538-0.0075906i,0.0064633-0.010348i,0.0037241-0.0086961i,0.00045858-0.0050466i,-0.00095637-0.0021205i,-0.0017201-0.0009074i,-0.0022249+0.00063643i,-0.0014289+0.0021588i,-8.506e-05+0.0017828i,-0.0013082+0.0005972i,-0.002864-0.00051666i,-0.0017037-0.0013014i,0.00032107-0.00069357i,0.0017959+0.00066049i,0.0013368+0.0015247i,0.00025506+0.0014775i
0.0016752-0.0023943i,0.0041828-0.0026691i,0.0053737-0.0011879i,0.0028909+0.00022297i,-0.00037088+0.0012729i,-0.00023566+0.00080898i,0.0021647-0.0029176i,0.002101-0.0078279i,-0.00090235-0.0089145i,-0.0039484-0.0046288i,-0.0041747+1.1381e-05i,-0.0024254+0.00094978i,-0.0021226+0.00051219i,-0.0020061+0.0013749i,-0.00058444+0.0021429i,8.0722e-05+0.0012106i,0.00054802-0.00016772i,0.00014123-0.00069396i,-0.00090397-0.0008741i,-0.00041234-0.0007622i,0.00047152+0.0004616i,0.00019764+0.0011064i,-0.0009223+0.0007722i
0.005526+0.0020121i,0.0058456+0.0011123i,0.0019789-0.0023562i,-0.0038743-0.0043023i,-0.0066184-0.0037415i,-0.005205-0.0023295i,-0.0026069-0.0011267i,-0.0030153-0.00079775i,-0.006209-0.00039317i,-0.0075145+0.00088667i,-0.0045649+0.0015049i,-0.0021155+0.0014101i,-0.0018185+0.0022178i,-0.0010503+0.0030137i,-0.00074606+0.0023128i,2.2047e-05+0.00077382i,0.001693-0.00050685i,0.0025778-0.00097561i,0.0017172-0.0010874i,-0.00012215-0.0016047i,-0.0013139-0.0015621i,-0.0016219-0.0004852i,-0.0016158+0.00053712i
-0.00061855+0.0014844i,0.00027467+0.0016922i,-6.474e-05+0.0015621i,-0.0010216+0.00077289i,-0.0028096+0.00058524i,-0.0021114+0.0013079i,-0.00076427+0.0035352i,-0.001633+0.0073714i,-0.0020065+0.0088586i,-0.00067456+0.0052391i,-0.00011568+0.000765i,-0.00054838+0.00016479i,-0.00014155+0.0013101i,0.00023506+7.2905e-05i,-0.00033052-0.0010581i,2.4117e-05+6.5795e-05i,0.0015748+0.0010895i,0.0020849+0.00027147i,0.00087776-0.0011361i,-0.00028673-0.0011252i,-0.00049891-0.00078418i,-0.0010758-0.00091233i,-0.001174-0.0011455i
-0.0032786-0.0017984i,-0.0043684-0.0031723i,-0.0041609-0.0018537i,-0.0019506+0.00091436i,-0.00016248+0.0036281i,-0.00071627+0.0048653i,-0.0023252+0.0062496i,-0.0017904+0.009138i,0.0017125+0.0096631i,0.0049874+0.004377i,0.004763-0.0020628i,0.0019868-0.0033947i,0.001077-0.0021083i,0.00035444-0.0021574i,-0.0016615-0.0018269i,-0.0020664+0.00023208i,-0.00039835+0.0014012i,0.00096353+0.0014016i,0.0008012+0.0012315i,0.00011932+0.00036574i,0.00030307-0.00041072i,0.0001873-0.00016407i,2.2605e-05-0.00049029i
0.0023787+4.6981e-05i,0.0037838+0.00054715i,0.0036165-0.00068531i,0.00081041-0.00080365i,-0.0021484+0.00024455i,-0.0030142+0.0011501i,-0.0025802+0.001506i,-0.0010725+0.0014215i,0.0013795+0.00066736i,0.0028158-0.00078837i,0.0027078-0.0019121i,0.0019156-0.0022403i,9.1107e-05-0.0027077i,-0.0019528-0.0024846i,-0.0032205-0.0016177i,-0.0031742-0.00041819i,-0.0032744+0.00083577i,-0.0028093+0.0013219i,-0.0019933+0.0012708i,-0.00081795+0.00090213i,0.0003165+0.00051243i,0.00071003-0.00011652i,0.0010531-0.00083458i
0.0038445+0.0010573i,0.0048829-0.00024684i,0.0039707-0.0041884i,-2.8717e-05-0.0059124i,-0.0038372-0.00483i,-0.0042186-0.0043705i,-0.002996-0.0062603i,-0.0021314-0.0095455i,-0.0016754-0.010211i,-0.00241-0.006179i,-0.0027876-0.00046357i,-0.0017661+0.00063322i,-0.0022092-0.0012607i,-0.0032624-0.00036735i,-0.0020881+0.00055762i,-0.0017968-0.00060607i,-0.0021602-0.0020752i,-0.0014214-0.0015511i,-8.3223e-05-0.00043849i,0.00079733+0.00088829i,0.0005764+0.0017996i,0.00025136+0.0022676i,0.00045515+0.0014272i
0.0012496-0.0025607i,0.00083555-0.0027873i,-0.00021901-0.0028263i,-0.0021619-0.0011219i,-0.0037823-2.3822e-05i,-0.0030231-0.0010968i,-0.00065769-0.0045561i,-0.00098509-0.0097218i,-0.0048488-0.01082i,-0.007266-0.0050945i,-0.0047749+0.00014776i,-0.0010556+0.00019416i,0.00065433-0.00031094i,0.0010659+0.00063359i,0.0016713+0.00085793i,0.0018973-0.00079603i,0.00095574-0.0010074i,0.0002752+0.00048708i,0.00020947+0.00067722i,0.00034769+0.00061724i,0.00033514+0.0013502i,-0.00018278+0.0017976i,-0.00039925+0.0020654i
