-0.0038598-9.7256e-06i,-0.0033354+0.00015179i,-0.0035475-3.6759e-05i,-0.0044353+0.00078314i,-0.004852+0.0018571i,-0.0029923+0.0020954i,-0.0017538+0.0021203i,-0.0013972+0.0021065i,-0.00090561+0.00089615i,-0.00025455+0.00015371i,-4.005e-05+4.1514e-05i,1.7379e-05-0.0005421i,-0.00024833-2.5676e-05i,-0.00074684+0.0007046i,-0.00086566+0.00023916i,-0.00084552+8.8841e-05i,-0.00057724+0.00044137i,-0.00017983+0.00011468i,0.00040618+0.00016109i,0.00058522+0.00016237i,-0.00017763-0.00030233i,-0.00037443-0.00027298i,0.00017973+0.00014759i
0.00074629-0.0050433i,-0.0035966-0.007068i,-0.0073932-0.011805i,-0.0080142-0.014574i,-0.0028063-0.012936i,0.0097216-0.0079012i,0.016714+0.0016345i,0.012971+0.009935i,0.0081143+0.011978i,0.0054569+0.0087424i,0.002636+0.0032838i,0.00037711+0.00062547i,-0.00054503+0.00039563i,-0.00079319-3.8489e-05i,-0.0017915+0.00072721i,-0.0035512+0.0012696i,-0.0051054+0.0018706i,-0.005526+0.0027427i,-0.0053417+0.0014737i,-0.0088088-0.00081722i,-0.012928-0.0036395i,-0.010953-0.0062042i,-0.0068787-0.0073316i
0.0014292-0.0037309i,0.0038978-0.0030168i,0.0074446-0.0011448i,0.0061495+0.0055257i,-0.0026086+0.013219i,-0.01287+0.010384i,-0.014857+0.0014513i,-0.0098483+1.1317e-05i,-0.004491+0.0042732i,3.7843e-05+0.0064241i,0.002329+0.0037596i,0.0032053+0.00035947i,0.0043623-0.0004454i,0.0049213+0.00083503i,0.0040748+0.0025548i,0.0041969+0.0044221i,0.0056033+0.0053023i,0.0052957+0.0054969i,0.0046279+0.0070243i,0.0063267+0.0087154i,0.0072219+0.0093512i,0.0042537+0.0087036i,0.00062256+0.0079654i
5.5004e-05-0.00045862i,-0.0013972+0.0015528i,-0.0041283+0.001576i,-0.0065735-0.0026648i,-0.002222-0.0055404i,0.0070528+0.0020467i,0.007781+0.012784i,0.00079586+0.017345i,-0.0054355+0.017573i,-0.005861+0.015814i,-0.00074061+0.011736i,0.0031605+0.0075158i,0.0037281+0.0058528i,0.0036491+0.0041233i,0.0017305+0.0017295i,0.0005982+0.0014813i,0.0045013+0.0024564i,0.0087444+0.0018829i,0.0073064-0.0013753i,0.00085331-0.0052093i,-0.0035404-0.008374i,-0.0019584-0.0097586i,-0.00010754-0.0088213i
-0.00225-0.00053619i,-0.0044074-0.0013254i,-0.0042528-0.0013791i,-0.003077+0.0015808i,-0.005397+0.0029907i,-0.0064964-0.0020821i,-0.0035781-0.0075992i,-0.00088544-0.0064986i,-0.0024189-0.00072533i,-0.0052722+0.0043958i,-0.0043143+0.0058684i,-0.00095215+0.0047516i,0.0023991+0.00090357i,0.0053912-0.0033006i,0.0055202-0.0061555i,0.0034084-0.0064877i,0.0010217-0.0046464i,-0.0015555-0.0025692i,-0.00223+0.00026457i,8.5348e-05+0.0048718i,0.0016734+0.0092497i,0.00076923+0.010949i,-0.0017584+0.011156i
-0.0015745-0.0017662i,-0.00041727-0.002554i,0.0017216-0.0036142i,0.0039195-0.0032077i,0.0052058-0.0013813i,0.0062433+0.004213i,0.0030698+0.0074566i,-0.0041649+0.0032388i,-0.0090187-0.00061106i,-0.010668+0.00029048i,-0.0088673+0.0027361i,-0.00442+0.0036518i,-0.00078803+0.0034125i,0.0012582+0.0035711i,0.0025097+0.0025111i,0.0037175-0.00060424i,0.0049852-0.0044768i,0.005368-0.0062102i,0.0038466-0.0063917i,0.00032166-0.0090248i,-0.0018394-0.012805i,-0.00078166-0.013217i,0.0013656-0.010996i
-0.0022727-0.00083005i,-0.0017704+0.00081157i,-0.0043062+0.0039257i,-0.0081544+0.0067936i,-0.0096054+0.0038493i,-0.0052907-0.0025861i,0.0019164-0.0081766i,0.0048676-0.010231i,0.0027036-0.00888i,-0.0016765-0.0067654i,-0.0055381-0.002961i,-0.006142+0.00022688i,-0.005216+0.0022142i,-0.0052261+0.0040241i,-0.0046858+0.004115i,-0.0036583+0.003786i,-0.003057+0.0022573i,-0.0027789-0.00024226i,-0.0021724-0.00055448i,0.00027269+0.0035858i,0.0018024+0.0073645i,0.00010701+0.0068134i,-0.0013976+0.0048775i
0.00015779+0.0004318i,-0.0016916-0.0013041i,-0.00138-0.0030502i,0.00061516-0.0035953i,0.0025646-0.0015625i,-0.00013784+0.0029501i,-0.004011+0.0040748i,-0.0036947+0.0002401i,-0.0006549-0.0053738i,-9.5572e-05-0.0087501i,-0.0032349-0.0063153i,-0.0070266-0.0018121i,-0.0098237+0.00058239i,-0.0094655+0.00062598i,-0.0064383-0.00052753i,-0.0045646+9.9198e-05i,-0.003483+0.0023959i,-0.0013266+0.0052237i,0.00026942+0.0045217i,-0.00060874-0.0027944i,-0.0014889-0.0081715i,0.00096009-0.0073585i,0.0044597-0.0055223i
0.0035551-0.001103i,0.0043403-0.0015786i,0.004215-0.0014825i,0.00086096-0.0012309i,-0.0027905-0.001954i,-0.0019413-0.0010177i,0.0030994+0.0016251i,0.0079801+0.0038067i,0.01021+0.0037685i,0.0090285+0.00052118i,0.0049936-0.0030272i,0.00056021-0.0037654i,-0.0010552-0.0020158i,0.00044975+0.00035103i,0.0029077+0.0019267i,0.0038561+0.0030179i,0.0024219+0.0025608i,1.9945e-05+0.0014306i,-0.0015358+0.0017364i,-0.0027705+0.0048056i,-0.0047487+0.0075618i,-0.0067898+0.0059568i,-0.0078065+0.0030434i
-0.0017011+0.0027697i,-3.7501e-05+0.004657i,-0.00032614+0.0068624i,0.0013464+0.0074121i,0.004541+0.0073632i,0.0025858+0.0076154i,-0.00060426+0.0081279i,0.0011832+0.0078291i,0.0045146+0.0078005i,0.0061083+0.0060321i,0.0046391+0.0020772i,0.0011496-0.000755i,-0.0013067-0.00082329i,-0.0029862+0.00031072i,-0.0037605+0.0016444i,-0.0032753+0.0038551i,-0.00057522+0.0063183i,0.0022991+0.0077363i,0.0035978+0.0052321i,0.0041131+0.00033516i,0.0050951-0.0038789i,0.0063687-0.0043383i,0.007267-0.0028767i
-0.0015532+0.0005595i,-0.0024448+0.00026741i,-0.0058102-0.0016454i,-0.0073746-0.0029539i,-0.0040722-0.0026125i,0.0018669-0.00088796i,0.004724+0.0038966i,0.0037858+0.0098072i,0.0029406+0.014199i,0.0026807+0.012911i,0.0028682+0.0072148i,0.0036207+0.0023962i,0.004118-0.00043604i,0.0036715-0.0011987i,0.0028527-0.0018823i,0.0025333-0.0030873i,0.0042194-0.0033078i,0.0057844-0.0017945i,0.0046485+0.00086606i,0.0014208+0.0044875i,-0.0024948+0.0066666i,-0.0041589+0.0055581i,-0.0046271+0.0030105i
-0.00043006+0.0035956i,0.0022377+0.0013205i,0.0058898+0.00090851i,0.0073085+0.001627i,0.0047368+0.0022835i,0.00058176+7.2909e-05i,-0.0020846-0.0022121i,-0.0031419+8.2576e-05i,-0.0043904+0.0045497i,-0.0043705+0.0075587i,-0.0019682+0.0069014i,0.0015028+0.0026277i,0.0031991-0.0012439i,0.0036954-0.0022815i,0.0050307-0.0023653i,0.0062007-0.0030668i,0.0055611-0.0028856i,0.0034149-0.0011826i,0.0023341-0.0012081i,0.0033082-0.0033296i,0.0045482-0.0042863i,0.0048398-0.0028025i,0.0055118+8.1904e-05i
0.0016327+0.0050159i,0.0027066+0.0053724i,0.0034527+0.0057821i,0.0017199+0.0032829i,-0.00057541-0.00086417i,-0.00092003-0.0019821i,-0.0017661-0.00018159i,-0.0050771+0.0012773i,-0.0094422+0.001797i,-0.0097479+0.0033689i,-0.0056975+0.0054268i,-0.0022156+0.0047946i,-0.0011264+0.0036407i,-0.00021149+0.0046498i,0.00072364+0.0053212i,0.00037026+0.004125i,0.00024917+0.0012188i,0.00058694-0.0025891i,-0.0002144-0.0041259i,-0.0033286-0.0025091i,-0.006122-0.0010604i,-0.005588-0.0018473i,-0.0040112-0.0037667i
0.0010982+0.0028532i,-4.5727e-05+0.0012034i,0.00022215+0.0015625i,0.0016252+0.0031394i,0.00040535+0.0041708i,-0.0021041+0.0022575i,-0.0026992-0.0016461i,-0.0036929-0.005639i,-0.0054455-0.0080311i,-0.0065781-0.0065099i,-0.0055365-0.0039672i,-0.0042342-0.0028952i,-0.0046092-0.0027976i,-0.0051428-0.0029163i,-0.0046527-0.0037721i,-0.0036316-0.0043123i,-0.0037876-0.0036756i,-0.0045026-0.0021939i,-0.0030186-0.0015613i,0.0008574-0.0023523i,0.0038788-0.0022508i,0.0052729-0.00077402i,0.0046888+0.00091402i
0.0017785-0.001499i,0.0021476-0.0019277i,0.0032797-0.0029333i,0.002051-0.0029747i,0.00019789-0.0020928i,-0.00073864+0.00027411i,-0.0010357+0.0022981i,0.00014452+0.00037624i,0.0010301-0.0043679i,0.00042366-0.0070386i,-0.0019984-0.0055374i,-0.0041938-0.0012026i,-0.0048751+0.0013512i,-0.0039371+0.0018522i,-0.0029096+0.0031844i,-0.0019833+0.0046991i,-0.00015192+0.0053964i,0.0007225+0.0058913i,-0.0010282+0.0057395i,-0.0040738+0.0051024i,-0.0061598+0.0037482i,-0.0062987+0.00064358i,-0.0051698-0.0021529i
0.0040331-0.0010608i,0.0040582-0.00085777i,0.0026832-0.0010334i,-0.00018536-0.00087053i,-0.0023899+1.2052e-05i,-0.0022552+0.0018762i,0.0011351+0.0032643i,0.0060826+0.0024366i,0.0080408-0.00012769i,0.0062968-0.0038264i,0.0024964-0.0050331i,-0.00074147-0.0023352i,-0.0019669+0.00023345i,-0.0028457+0.00042473i,-0.0029061+0.0012986i,-0.0017497+0.004807i,-0.0018439+0.007045i,-0.0025421+0.00644i,-0.0019809+0.004095i,0.00063227+0.0012613i,0.0028974+0.00063234i,0.0027736+0.0017721i,0.0011384+0.0028875i
0.00062308+0.0025632i,-0.00021534+0.0019782i,-0.00020765+0.0015352i,0.00096852+0.00080204i,0.0030266+0.00065354i,0.0035324+0.0014055i,0.0031228+0.0025751i,0.0058708+0.0044318i,0.0088448+0.0057101i,0.0076675+0.0040744i,0.0036343+0.0018558i,0.00059414+0.0015605i,-0.00050903+0.00088532i,-0.0014291-0.0005496i,-0.0029308-0.00088784i,-0.0033091-0.00026685i,-0.00080263+0.00040536i,0.0028226+0.0016129i,0.0036848+0.0031441i,0.0012152+0.0024035i,-0.001276+1.4407e-05i,-0.0014372-0.00099392i,-6.2108e-05-0.00090084i
-0.0040156-0.00035769i,-0.0029456-0.00033978i,-0.0037323+0.0013719i,-0.0035781+0.0036035i,-0.0022958+0.0042162i,-0.00016381+0.0032902i,0.0022551+0.003358i,0.0044774+0.0057084i,0.0055049+0.009707i,0.004763+0.010796i,0.0047085+0.0072665i,0.0057585+0.0023918i,0.0074108-0.00014773i,0.0089209-0.0018368i,0.0098799-0.0030285i,0.0097505-0.0026626i,0.0091953-0.0020459i,0.0082718-0.00089049i,0.0067654+0.00040709i,0.0065831+0.00076007i,0.0067601+0.0012696i,0.0051908+0.0018196i,0.0024241+0.0015104i
0.0016153-0.0010647i,0.0016857-0.00030325i,0.0017445+0.00036311i,0.00036101+0.00091664i,0.00014567+0.0013868i,0.00072822+0.0015795i,0.00048749+0.0021026i,-0.00099796+0.0051351i,-0.0018517+0.0094875i,-0.0006378+0.010799i,0.00023807+0.0074612i,-0.00058989+0.0029964i,-0.00089344+0.0014099i,-0.00069285+0.00094941i,-0.001386-0.0011261i,-0.0014193-0.0024415i,-0.00097175-0.0022301i,-0.00034212-0.0023124i,-0.0014539-0.0032011i,-0.0036918-0.0040525i,-0.0039645-0.0041752i,-0.0025099-0.0039327i,-0.00065998-0.004596i
-0.0036425+0.00088696i,-0.004709+0.001469i,-0.006014+0.0016292i,-0.0065343+0.001084i,-0.0053728+0.0017217i,-0.0031668+0.0027854i,-0.0025471+0.0039219i,-0.0051023+0.0055939i,-0.008014+0.0067805i,-0.0067931+0.0059231i,-0.003929+0.0031922i,-0.0034491+0.0014685i,-0.0032132+0.0010974i,-0.00046412+0.00039799i,0.00063924-0.00081274i,-2.4763e-05-0.0014561i,-0.00040415-0.0028865i,-0.00034907-0.0041022i,0.00071613-0.0024876i,0.0030687-0.00025214i,0.0035137+0.00085875i,0.0020361-0.00051333i,0.00051056-0.0015472i
-0.0014724-0.0016371i,-0.001444-0.0020053i,-0.0019966-0.002865i,-0.0021311-0.0013998i,-0.002682+0.0019291i,-0.0027436+0.0036148i,-0.0010668+0.002622i,-0.0013472+0.0015107i,-0.0043106+0.00020247i,-0.0053301-0.0014784i,-0.0045637-0.0025809i,-0.0052021-0.0025244i,-0.0053245-0.00035812i,-0.0047584+0.0014909i,-0.0044536+0.0013297i,-0.0033687+0.0001164i,-0.00092138-0.001287i,5.2296e-05-0.0014711i,-0.0019761-0.00059284i,-0.003729-0.0012737i,-0.0034959-0.0025515i,-0.0025869-0.0023355i,-0.0017837-0.0016021i
-0.0015807-0.0019072i,-0.0013986-0.0009047i,-0.0024891-0.00059295i,-0.0031536+0.00034797i,-0.0033181+0.0016567i,-0.0023484+0.0016442i,-0.0019885+0.00049922i,-0.0020749-0.0021503i,-0.0020066-0.0046692i,-0.0022504-0.0054037i,-0.0026539-0.002416i,-0.002372+0.0023718i,-0.0019382+0.0059108i,-0.0024098+0.0075586i,-0.0020913+0.0090169i,-0.00061134+0.01081i,3.4888e-05+0.010779i,-0.00053407+0.009133i,-0.0015262+0.0080732i,-0.0014608+0.007498i,-0.00026924+0.0064996i,-9.9172e-05+0.0051374i,-1.9977e-05+0.004266i
-0.00010015-0.0015057i,-0.0014713-0.00025665i,-0.002407+0.00099461i,-0.0020245+0.0020621i,-0.0014846+0.0029467i,-4.2264e-06+0.002916i,0.0019908+0.0017334i,0.0025294-0.00099938i,0.002008-0.0040045i,0.0017351-0.0039349i,0.0015439-0.0016904i,0.00050462-0.00010513i,-0.00054541+0.00017473i,-0.0021883-0.00098332i,-0.0023634-0.0017332i,-0.00042427-0.0012168i,0.0016104+0.00018816i,0.0024226+0.0018913i,0.0022317+0.0012501i,0.0011384-0.0012275i,-0.00039784-0.0020784i,-0.00051139-0.0011999i,0.0013337+7.2769e-05i
-0.0043817+0.0015112i,-0.0037336+0.00078929i,-0.0029079+0.0014651i,-0.0021333+0.00098133i,-0.001145+0.00044062i,0.00065427+0.00049202i,0.0025714-0.0006812i,0.0045606-0.0015278i,0.006195-0.00065088i,0.0064364+0.0012078i,0.0048712+0.0023119i,0.0036612+0.0016034i,0.0034279+2.9513e-05i,0.0031854-0.0002155i,0.0026728+0.00070466i,0.0023182+0.0015153i,0.0024822+0.001553i,0.0030481+0.0017764i,0.0031338+0.0022608i,0.0022013+0.0034293i,0.0016158+0.005519i,0.001941+0.0056918i,0.0019733+0.0041128i
-0.0011421-0.00064496i,-0.00067354-0.00031498i,-0.0016439+0.00050446i,-0.0018618+0.0010908i,-0.0013498+0.00029483i,-0.00058139-4.4274e-05i,0.0011835+0.0017851i,0.0035963+0.0043476i,0.0058131+0.0064342i,0.0063451+0.0065068i,0.005281+0.0048353i,0.0037183+0.0017064i,0.0017042-0.00072176i,0.00087729-0.0016347i,0.0012253-0.0028788i,0.0021874-0.0035073i,0.0032174-0.0022527i,0.0039177-0.00096554i,0.0037411-0.0015737i,0.0019721-0.0030107i,0.00085305-0.004204i,0.0009921-0.0038662i,0.0010769-0.0021489i
0.0036793+0.0017185i,0.0030708-0.0009746i,0.0030679-0.0024281i,0.00124-0.0023253i,-0.00042521-0.0017616i,-0.0020014+1.6629e-05i,-0.0018613+0.0022012i,-0.0002645+0.0051865i,0.0005555+0.0085243i,0.00026495+0.0085736i,-0.0013689+0.0052583i,-0.0035168+0.0017069i,-0.0049408-0.00042355i,-0.0050362-0.0018909i,-0.0047745-0.0023225i,-0.0052262-0.0019753i,-0.0052299-0.0013795i,-0.0038287-0.00095303i,-0.0032804-0.00022876i,-0.0043576+0.0011999i,-0.0045393+0.0016811i,-0.0033587+0.00087438i,-0.0023543+0.00043568i
0.0046709+0.0022266i,0.0055904+0.00051628i,0.0073369-0.00111i,0.0063567-0.0020763i,0.003456-0.00089092i,0.00070345+0.00081261i,-0.0013343+0.0029755i,-0.0021531+0.0057856i,-0.0032743+0.0069599i,-0.0045975+0.0052325i,-0.0047645+0.0026389i,-0.0035509+0.00081329i,-0.001575+0.00024941i,-5.079e-06+0.00040847i,0.0014786+0.00064904i,0.0030484+0.0010407i,0.0024933+0.00042173i,0.0015775-0.00047636i,0.0019206-0.00061023i,0.0018059-0.00085571i,0.0014506-0.0020437i,0.00081847-0.0026483i,-2.3469e-05-0.0017279i
0.0011113+0.0017736i,0.0015333+0.0023316i,0.0012801+0.0031977i,0.00068568+0.0042807i,0.0012424+0.003686i,0.0002276+0.0020416i,-0.001214+0.0017441i,-0.0024273+0.002039i,-0.0052778+0.0014314i,-0.0070227+0.00056963i,-0.0066864+0.00093396i,-0.0046937+0.0018928i,-0.0024174+0.0025356i,-0.0019221+0.0034104i,-0.0027111+0.004241i,-0.0018997+0.0041857i,-0.00089555+0.0039001i,-0.00084227+0.0035602i,-0.0013457+0.0014507i,-0.0021359+0.0010203i,-0.0032029+0.0023879i,-0.0041795+0.0013922i,-0.0033562-1.3785e-05i
-0.0011887-0.00083984i,-0.0011881-0.00063289i,-0.0024615-0.00074073i,-0.0030016+6.0825e-05i,-0.0025107+0.0016206i,-0.0010921+0.0021537i,-0.0016437+0.001381i,-0.0046581-0.00020305i,-0.0062938-0.0017i,-0.0057674-0.0016194i,-0.0038331-1.45e-05i,-0.001934+0.0011996i,-0.00057533+0.0018014i,-0.00041318+0.001976i,-6.0924e-05+0.0023021i,0.001734+0.0026809i,0.0025718+0.0026373i,0.0012851+0.0030683i,0.00019134+0.0032152i,0.00057556+0.0025688i,0.0020193+0.00187i,0.0028062+0.0015619i,0.0016575+0.0011411i
0.0023789-0.00066042i,0.0016002-0.00071978i,0.0028917-0.00084216i,0.0026255-0.00063739i,0.0010753+0.00039775i,0.00061751+0.00068231i,0.00044792+0.0007395i,-0.00071283+0.00055177i,-0.0019366-0.0009556i,-0.0014477-0.0026542i,-0.0009961-0.003761i,-0.00019299-0.0033754i,0.0011878-0.0037368i,0.0014814-0.0038013i,0.00073919-0.0031816i,-0.00091991-0.0030249i,-0.00084576-0.00097622i,7.2732e-05+0.0010555i,-0.00013413+0.00047849i,-0.00079057+9.7264e-06i,-0.0015413+0.00010923i,-0.00098157-0.00084578i,0.00034058-0.0012655i
0.0013747+0.0028742i,0.0023841+0.0017984i,0.0026772+0.0018778i,0.0019182+0.0018785i,0.00095199+0.0022663i,0.0012637+0.002015i,0.0021235+0.0012021i,0.0025185+0.00046011i,0.0033822-0.00054582i,0.004154-0.0013514i,0.0038473-0.0013376i,0.0028327-0.00071246i,0.0013558-0.00013224i,0.00019754+0.00016058i,-0.00042379+0.00049134i,-0.00054299+0.0017161i,0.00089708+0.0024336i,0.0032573+0.0024633i,0.0032606+0.0030398i,0.0017465+0.0026221i,0.0020213+0.0014518i,0.0033153+0.00062262i,0.0026763-0.00017431i
-0.0010113+0.0011057i,-0.0010519+0.001387i,-0.0014492+0.0012363i,-0.0020184+0.00077819i,-0.0029749+0.0005605i,-0.0016062+0.0006936i,0.0010371+0.0016527i,0.0034503+0.0029247i,0.0052635+0.0021677i,0.0046468+0.0012938i,0.0019558+0.0013555i,-0.0012596+0.00113i,-0.0030104-0.00030808i,-0.0028383-0.0023107i,-0.0028185-0.0035036i,-0.0027145-0.003079i,-0.00062867-0.0021535i,0.0014752-0.0018527i,0.0010104-0.0018854i,-0.00028539-0.0023525i,-0.0011128-0.0028337i,-0.0014802-0.0032064i,-0.0011692-0.0026553i
-6.9652e-05-0.0023191i,-0.0013059-0.0024329i,-0.0018594-0.0035189i,-0.0029065-0.003524i,-0.0035956-0.00055475i,-0.0025864+0.0019137i,0.00010993+0.002163i,0.0032868+0.0023367i,0.0049233+0.0031907i,0.0034683+0.0031498i,-8.1677e-05+0.0026441i,-0.0025355+0.0019686i,-0.0026533+0.0012484i,-0.0018137+0.0011265i,-0.00042278+0.0017724i,0.00072233+0.0024247i,0.0019596+0.0022192i,0.0024866+0.0011646i,0.001111-0.00016258i,0.00035461-0.00042036i,0.00072575+0.00025284i,0.00049316+0.00096971i,0.00018067+0.0012284i
-0.0008531+0.00086087i,-0.00048248+0.0020118i,-0.00065806+0.0027831i,-0.001135+0.0026801i,-0.00050738+0.0031614i,0.0018663+0.0037112i,0.0034528+0.0031034i,0.0029211+0.0033084i,0.0014389+0.0043111i,-0.00071577+0.0042544i,-0.0026537+0.0024682i,-0.0025139+0.00084984i,-0.00080038+0.00093432i,0.00047262+0.0022569i,0.0016977+0.0019732i,0.0029695-0.00048396i,0.0019795-0.0030085i,0.00022715-0.0031028i,-0.00015324-0.0015266i,-0.00073959-0.0012294i,-0.0017565-0.001296i,-0.0014972-0.0010064i,-0.0011016-0.00017718i
-0.0033842-0.0012837i,-0.0034326-9.4608e-05i,-0.004484+0.0010404i,-0.0040459+0.0028424i,-0.0027491+0.0037493i,-0.00053877+0.0032567i,0.00048268+0.0026839i,-0.00078933+0.0024537i,-0.0030788+0.0024995i,-0.0037761+0.002082i,-0.003568+0.0020412i,-0.0034667+0.0016484i,-0.0033056+0.0010305i,-0.0019277+0.0014917i,-0.0001269+0.0024756i,0.00042024+0.0029833i,0.00091515+0.0030243i,0.0013344+0.0030319i,0.00066722+0.0028969i,0.00022498+0.0031084i,0.00017919+0.0029526i,0.00060264+0.0027289i,0.00075025+0.0024759i
-0.002642-0.0025993i,-0.0037137-0.002679i,-0.0038048-0.001848i,-0.0033789-0.00015687i,-0.0029187+0.00062139i,-0.001253+0.00083968i,-0.00060547+0.00041409i,-0.0019024+0.0011257i,-0.0037578+0.0015261i,-0.0032671+0.00098471i,-0.0016985+0.00030935i,-0.00075885+0.00015982i,0.00049325+0.00033339i,0.0016729+0.00046176i,0.0022353+0.00032677i,0.0022488-9.2448e-05i,0.0025719+5.1622e-05i,0.0027601+0.0013723i,0.0022506+0.002078i,0.001249+0.0010488i,0.00046214+0.00035679i,0.0010829-9.3212e-05i,0.0019014-0.00053163i
-0.0057409-0.0026371i,-0.0058945-0.0007768i,-0.007498+0.00070974i,-0.0076747+0.0035348i,-0.0054494+0.0047173i,-0.0017497+0.0038455i,-0.00093319+0.0028286i,-0.0010679+0.0021924i,-0.00072082+0.0015001i,-0.00033682+0.00021467i,0.00049909+9.7967e-05i,0.00089204+0.00014968i,0.00039053+9.3379e-05i,-0.0010095+0.0010001i,-0.0016719+0.0021933i,-0.0013466+0.0036531i,-0.0004316+0.0039008i,0.0011914+0.0038503i,0.0016092+0.0038223i,0.0011404+0.0033755i,0.00074274+0.002765i,0.00076044+0.0016546i,0.00055192+0.00085692i
5.8806e-05+0.00017677i,0.00036029+0.0010663i,-0.0014839+0.00042426i,-0.0032963+0.00057048i,-0.0028872+0.001705i,-0.001038+0.0018034i,0.001091+0.0017938i,0.001769+0.0016126i,0.0025176+0.00024277i,0.0033116-0.00043102i,0.0028087-0.00015704i,0.0013738-0.00026804i,8.2104e-05-0.00032044i,-0.0014653-0.00013944i,-0.0022347+0.0006401i,-0.00018214+0.0017502i,0.0027575+0.0011911i,0.0037512+0.00020708i,0.0026302-8.8793e-05i,0.00083921-0.00070782i,0.00010808-0.0009154i,0.00037491-0.0011659i,0.00073495-0.0014545i
0.0019579-0.0010857i,9.6374e-05+0.00020517i,0.0003489-0.00057033i,0.00062046-0.0016181i,-0.00030059-5.0193e-05i,-0.00084314+0.00081369i,8.8626e-05-0.00010892i,0.0026403-0.0002444i,0.0045269+0.001001i,0.0038698+0.0014716i,0.0014636+0.001428i,-0.00027026+0.0017628i,-0.0010528+0.00057371i,-0.0010588-0.0010446i,-0.0010156-0.0013156i,-0.00083258-0.00067794i,-0.00081015-0.00036575i,-0.00072796-0.0005101i,-0.00063307-0.00048221i,-0.00076921-0.00045852i,-0.00087011+0.00021296i,-0.0018098+0.0008939i,-0.001906-6.6214e-05i
0.00151-0.002999i,-3.8932e-05-0.0034085i,-0.0018168-0.0038752i,-0.0036792-0.0023659i,-0.0039186-0.00024359i,-0.0024744+0.0018462i,-0.0012913+0.0030194i,-3.0481e-05+0.0029656i,0.00075099+0.0025461i,0.00021848+0.0026128i,-0.0012879+0.0030326i,-0.0018136+0.0028539i,-0.0017452+0.0023001i,-0.0018968+0.0014129i,-0.00063327+0.00029968i,0.0015826-0.0002795i,0.0028486-0.00034182i,0.0023577-0.00037092i,0.001749-0.00058913i,0.00066206-0.00052399i,-0.00012485-0.00052048i,1.9316e-05-0.00045735i,0.00077945+0.00042277i
8.4871e-05-0.0027892i,0.00093266-0.0016065i,1.2943e-05-0.0014416i,-0.0015959-0.00093441i,-0.0021022+0.00048473i,-0.0015522+0.0014499i,-0.00023393+0.0012132i,0.00034819+0.0017941i,-5.1315e-05+0.0030468i,-0.001055+0.0031122i,-0.0019366+0.0029735i,-0.001698+0.0029072i,-0.0008411+0.0021026i,-0.00037797+0.00047924i,-0.00077894-0.00066746i,-0.0016548-0.00086555i,-0.0013774-0.00035774i,-0.0020955+0.00025928i,-0.0024788-5.0099e-06i,-0.0016434-0.00026519i,-0.00088044+0.00095089i,-0.00082108+0.0011612i,-0.0010519+0.00027478i
-0.0017972-0.0008445i,-0.0021759-0.00059348i,-0.00263-0.00068157i,-0.0033676+0.00065533i,-0.0021763+0.0026421i,0.00013674+0.0036507i,0.0011181+0.0032707i,0.00024061+0.003477i,-0.001856+0.0041963i,-0.0025319+0.0037286i,-0.0023825+0.0024741i,-0.0025405+0.0017403i,-0.0013781+0.0017903i,0.0001598+0.001408i,0.00057526+0.00055487i,0.00084229+0.0011291i,0.0016943+0.002494i,0.0023616+0.0037935i,0.001791+0.0033833i,0.0015023+0.0020995i,0.0022877+0.001543i,0.0017618+0.00067779i,0.00017177-0.00048969i
-0.00093958-0.0016117i,-0.00037875-0.0023188i,-0.00094785-0.0024169i,-0.0015069-0.0016588i,-0.0023594-0.00042247i,-0.0021731+0.00042195i,-0.00074944+0.0012799i,-0.00067404+0.0018839i,-0.0016865+0.001746i,-0.0022411+0.00089654i,-0.0017293-0.00066612i,-0.001132-0.001244i,-0.00035005-0.00062862i,0.00061478-7.8446e-05i,0.0003245+0.00030224i,1.4291e-05+0.0013985i,0.00060422+0.0013943i,0.0015532+0.00078304i,0.0018325+0.00056617i,0.00043898-8.0985e-05i,-0.00039665-9.9267e-05i,0.00087988-0.0003685i,0.0020168-0.00092314i
-0.00033335+0.00021974i,0.00085211+0.00021833i,0.0016998+8.6563e-05i,0.00074725-0.00044069i,0.00068673-0.00037215i,0.00029864+0.0012575i,-0.00041626+0.0017528i,-0.00066014+0.0018779i,-0.00095751+0.0013195i,-0.00025797-0.00073053i,0.00041356-0.0018647i,-0.00095247-0.0019057i,-0.0024054-0.0010436i,-0.0020197-0.0005268i,-0.00041049+0.00071583i,0.00038531+0.0024593i,0.00034546+0.0036502i,0.0011479+0.0037036i,0.0015996+0.0028777i,0.0014259+0.0023221i,0.0016246+0.0018248i,0.0010271+0.00024726i,0.0004977-0.0012711i
0.00044421+0.00069264i,0.0011979+0.00084155i,-0.00032687+0.00081293i,-0.0012912+0.000787i,-0.00088932+0.00097897i,-6.0011e-05+0.0017172i,0.00028087+0.0020119i,0.00045917+0.0015529i,0.00085307-5.839e-05i,0.0007192-0.00040735i,7.2877e-05-0.00031901i,-0.0010076-0.00064505i,-0.0020333+6.6734e-05i,-0.001389+0.0007754i,-0.00022019-0.00025281i,0.00039264-0.0016613i,0.0012223-0.0020582i,0.0022508-0.0014553i,0.0021555-0.0013084i,0.00092579-0.0010065i,-8.7264e-05+0.00036865i,-0.00039715+0.00091012i,-0.00062599+0.00056173i
