-0.00063821+0.00014117i,-0.0010357-0.0013852i,-0.002315-0.0010897i,-0.0018892-0.00089235i,-0.00082406+0.00025394i,-7.8056e-05+0.001446i,-0.00021137+0.0018039i,-0.00022406+0.0022283i,0.00064604+0.0018759i,0.00071971+0.00074712i,9.5968e-05-0.00055001i,4.8987e-05-0.0011211i,4.7272e-05-0.001295i,-0.00022834-0.001308i,3.0809e-05-0.0010356i,3.8549e-05-0.0007162i,0.00035811-0.00011188i,0.00045836-3.6621e-05i,0.00024439+6.9838e-05i,-0.00052033+0.0002916i,-0.00024257+0.00046155i,0.00010708+0.00032119i,-0.00012364+0.00030869i
0.081853-0.027656i,0.076552-0.077686i,0.03596-0.07363i,0.0085543-0.037979i,0.0053851-0.017154i,0.0057562-0.012263i,0.004707-0.0084542i,0.0052797-0.0045556i,0.0061422-0.0015165i,0.0042974-0.00045045i,-0.00051541-0.0014958i,-0.004638-0.002815i,-0.0045056-0.0031587i,-0.001805-0.0023383i,0.00036093-0.0010302i,0.0025771-6.3466e-05i,0.003637+0.0011165i,0.0022291+0.0010331i,0.00085007-0.0001819i,0.0009455-0.00051573i,0.0019492-0.00050772i,0.0030383-0.00065063i,0.0037191-0.00079732i
-0.010725-0.075358i,-0.063411-0.080065i,-0.067752-0.0408i,-0.035951-0.0085618i,-0.014454-0.0035651i,-0.0082931-0.0045916i,-0.0053824-0.0037818i,-0.0023689-0.004641i,-0.0011483-0.0052054i,-0.0041162-0.0038078i,-0.0069898-0.0002748i,-0.0058469+0.0024854i,-0.0024939+0.002483i,0.00015681+0.0021218i,0.0022623+0.0016275i,0.0041979+0.00082126i,0.0040212+0.00074567i,0.0027485+0.0011657i,0.0025642+0.00023561i,0.0020651-0.0012857i,0.00088711-0.0021842i,-0.00022869-0.0035364i,-0.0011185-0.0044862i
-0.077568+0.0066475i,-0.093254+0.057497i,-0.054856+0.066761i,-0.015625+0.037551i,-0.0056111+0.015879i,-0.0045883+0.0096363i,-0.0033317+0.0054546i,-0.0055874+0.0018579i,-0.0075514-0.00061104i,-0.0065215-0.0012053i,-0.0017349+0.0011077i,0.0038247+0.0032669i,0.0062523+0.0036324i,0.0050604+0.0024151i,0.0022299+0.001691i,0.00046444+0.0013977i,-0.00031736+0.00056572i,-0.00066474+0.00038725i,-0.00053209-7.363e-05i,-0.0011679-0.00068447i,-0.002728-0.00071567i,-0.0034309-0.001041i,-0.0029946-0.001443i
-0.0077725+0.072136i,0.039534+0.095196i,0.056773+0.059011i,0.034117+0.016694i,0.013121+0.0052847i,0.0087089+0.0053512i,0.006821+0.0051781i,0.002607+0.0056631i,1.4492e-05+0.0050723i,0.0010892+0.0032967i,0.0047984+0.00011895i,0.0061083-0.001342i,0.0042957-0.00077662i,0.0019189-0.0013736i,-0.0011172-0.0022076i,-0.0035355-0.001868i,-0.0045166-0.001132i,-0.0043505-0.0003966i,-0.0036403-0.00038449i,-0.0032242-0.00036572i,-0.0026065+0.0013348i,-0.0013654+0.0033479i,-5.499e-05+0.0040612i
0.072858+0.010681i,0.10361-0.032836i,0.069792-0.052862i,0.024557-0.033602i,0.011412-0.013999i,0.011821-0.00945i,0.0094694-0.0060317i,0.0085713-0.0011644i,0.0092792+0.0021658i,0.0098461+0.0017174i,0.0058951-0.0010622i,-0.0013035-0.0016487i,-0.0050926-0.00093729i,-0.0056628-0.001289i,-0.0056646-0.001601i,-0.004958-0.00055649i,-0.0033162+0.0001934i,-0.0016889+0.00021625i,-0.00038071+0.00035819i,0.0010457+0.0005103i,0.0020824+0.0013527i,0.0028925+0.0024413i,0.0035666+0.0022831i
0.022465-0.064415i,-0.011606-0.10297i,-0.03808-0.073511i,-0.026651-0.023911i,-0.0066356-0.0081667i,-0.0010872-0.0098316i,0.00038102-0.0079575i,0.0033528-0.0061198i,0.0053623-0.0051506i,0.0035236-0.0026581i,-0.0029+0.0010344i,-0.0081934+0.0035805i,-0.0086542+0.004367i,-0.0054263+0.0035421i,-0.0010784+0.0013161i,0.0013565-0.00037951i,0.0019916-0.00067013i,0.0013399-0.00071496i,0.00072731-0.00081358i,0.0014282-0.0014106i,0.0029976-0.0018844i,0.0033126-0.0023352i,0.0018275-0.0028071i
-0.063438-0.027092i,-0.10547+0.00082923i,-0.079781+0.030831i,-0.028062+0.026451i,-0.0075337+0.0095874i,-0.0057067+0.0041391i,-0.0033416+0.0018166i,-0.003471-0.0017954i,-0.0054182-0.0026837i,-0.0072659-0.0016346i,-0.0065318+0.0013411i,-0.0020727+0.0029177i,0.0021933+0.0023088i,0.0040881+0.0012765i,0.0051436-0.00013652i,0.0062391-0.00050406i,0.0062005-0.00094738i,0.0043482-0.0012694i,0.001555-0.0011187i,-0.00010326-0.0015715i,-0.00037608-0.002608i,-0.0015502-0.0032728i,-0.0036961-0.0026683i
-0.036716+0.057827i,-0.017302+0.10288i,0.017945+0.084195i,0.021633+0.032131i,0.0078065+0.0088079i,0.0034174+0.0087223i,0.0023576+0.0069547i,-0.0021516+0.005286i,-0.0062643+0.0050544i,-0.0064559+0.0037758i,-0.0014222+0.0002902i,0.0049792-0.0049723i,0.007354-0.0071037i,0.0057553-0.0053035i,0.0041425-0.0024784i,0.0034369-0.00067502i,0.0018351+6.4775e-05i,0.00079534+0.00076319i,8.1304e-05+0.00076106i,-0.0019953+0.00079158i,-0.0033662+0.00069214i,-0.0037686+0.00094386i,-0.0031167+0.0018624i
0.051916+0.042288i,0.096301+0.029651i,0.083151-0.0061378i,0.033685-0.015766i,0.0093757-0.0055826i,0.0079085-0.0022846i,0.006011-0.0012819i,0.0040067+0.002944i,0.00296+0.0050746i,0.0039688+0.0027691i,0.0051433-0.0025884i,0.0031091-0.0052491i,0.00061965-0.0047002i,-0.0015807-0.0030541i,-0.0028924-0.0002878i,-0.0029344+0.0025628i,-0.0032942+0.0035475i,-0.0029371+0.0028006i,-0.0024766+0.0019701i,-0.0016918+0.0014005i,-0.00047954+0.0020085i,0.0010464+0.0024654i,0.0022333+0.0017512i
0.052881-0.044245i,0.048468-0.090416i,0.010096-0.083581i,-0.0069291-0.035612i,-0.00011305-0.010046i,0.001873-0.0095963i,0.0013966-0.0078809i,0.0045581-0.0037149i,0.0083237-0.0026596i,0.0093542-0.0043229i,0.0048564-0.0024773i,-0.0013098+0.0040003i,-0.0043209+0.0068808i,-0.0048154+0.0053509i,-0.0052044+0.0043819i,-0.0048981+0.0047046i,-0.0034559+0.003944i,-0.0018189+0.0034637i,-0.0005765+0.0028815i,0.00047295+0.0010416i,0.0019953+0.0003957i,0.0036803+8.8503e-05i,0.0039204-0.0012607i
-0.037127-0.051778i,-0.080139-0.053234i,-0.079916-0.014562i,-0.035506+0.0086724i,-0.0059321+0.0024684i,-0.0023725-0.0032938i,-0.0012489-0.0039201i,0.00086912-0.0061671i,0.0019003-0.0068868i,0.0008117-0.0034037i,-0.0014162+0.0044259i,-0.0018704+0.010583i,-0.00039166+0.010807i,0.0013645+0.006531i,0.00088787+0.001632i,-0.00047962-0.0012859i,-9.993e-05-0.0025107i,0.00037757-0.0022216i,0.00064267-0.0013308i,0.0017771-0.0015063i,0.002375-0.0021687i,0.0023769-0.0026173i,0.0008146-0.0032588i
-0.06052+0.03082i,-0.067218+0.071462i,-0.029285+0.074612i,0.00096772+0.03389i,0.0022164+0.0049469i,0.00059728+0.0020104i,0.0021781+0.0016514i,-0.0013159-0.00040553i,-0.0063723-0.0001948i,-0.0089+0.0022126i,-0.0077184+0.0038861i,-0.0038703+0.0014677i,-0.00024829-0.0016349i,0.0015385-0.0027288i,0.0030077-0.0031479i,0.0037876-0.0043324i,0.003048-0.0051542i,0.0021416-0.0047161i,0.0011992-0.0031248i,-0.0002808-0.0015064i,-0.0016563-0.0010577i,-0.0032822-0.00064801i,-0.0035818+0.00070986i
0.022537+0.065657i,0.060938+0.075425i,0.07219+0.039726i,0.035916+0.0046814i,0.0057446-0.0010742i,0.0019079+0.0010058i,0.0012784+0.0010905i,-0.0020966+0.0039824i,-0.005177+0.0058606i,-0.0060387+0.0048021i,-0.0056779-0.0015522i,-0.0061893-0.0092368i,-0.0065761-0.011081i,-0.0046935-0.0079639i,-0.00097544-0.0031959i,0.0018988-0.00070444i,0.0018445-0.00075807i,0.00013323-0.00055845i,-0.0010432+0.00019157i,-0.0020299+0.0015524i,-0.0031336+0.0029142i,-0.003461+0.0042111i,-0.0015976+0.0049487i
0.069521-0.010405i,0.081797-0.048647i,0.047231-0.069634i,0.008386-0.039269i,8.4672e-05-0.0077872i,0.001914-0.0019132i,0.0012382-0.00060362i,0.002955+0.0022657i,0.0042865+0.0021313i,0.0038338-0.0014882i,0.00095277-0.0060605i,-0.0025517-0.0056987i,-0.0043358-0.00089518i,-0.0046+0.0017051i,-0.002636+0.0032496i,-6.5486e-05+0.0048698i,0.001061+0.0046887i,0.0012719+0.0042057i,0.00099619+0.0030872i,-6.7132e-05+0.0015309i,-7.1073e-05+0.00084366i,0.0014749+0.00096236i,0.0026891+1.5857e-05i
0.0049339-0.069013i,-0.032689-0.083843i,-0.057521-0.050901i,-0.031779-0.0091495i,-0.0031517+0.0011454i,0.0010676-0.0016947i,0.0014168-0.00048724i,0.004531-0.0022244i,0.0071528-0.0055786i,0.0080879-0.0072821i,0.0072132-0.0042398i,0.0079785+0.0032111i,0.007911+0.0067908i,0.0044932+0.0057823i,0.00064911+0.0050159i,-0.0012021+0.0040672i,-0.00069183+0.003766i,0.00052959+0.0032381i,0.0013134+0.0013899i,0.0022431-0.00043491i,0.0031055-0.0016653i,0.0034359-0.003661i,0.0014773-0.0052118i
-0.062371-0.011661i,-0.080265+0.021118i,-0.054739+0.049618i,-0.012208+0.029027i,0.0030483-9.6743e-05i,0.0012084-0.0037655i,0.0012906-0.0025909i,-0.00054501-0.0054489i,-0.001482-0.0062978i,0.00010983-0.0032036i,0.0033704+0.0034154i,0.0078464+0.0060778i,0.0093236+0.0019057i,0.0065511-0.0021867i,0.0012605-0.0037666i,-0.0024316-0.0033923i,-0.002381-0.0029081i,-0.00073189-0.0024218i,0.00080867-0.0014679i,0.0013003-0.001839i,0.00095426-0.0026147i,-0.00035667-0.0026018i,-0.0017544-0.0012507i
-0.024623+0.061378i,0.008627+0.081945i,0.043214+0.062172i,0.031423+0.020338i,0.0057968+0.00046654i,0.00043908-0.00080207i,0.0004767-0.0015145i,-0.0021246-3.0256e-05i,-0.0041741+0.0036981i,-0.0062117+0.0073896i,-0.0065306+0.0084425i,-0.0064633+0.0042431i,-0.0055534-0.00083127i,-0.0030057-0.002969i,-0.001235-0.0046389i,-0.00067222-0.00495i,-0.0011224-0.0037867i,-0.0016269-0.0033361i,-0.0014852-0.0022942i,-0.00046764-0.00091438i,-0.0009758+9.7755e-05i,-0.0018959+0.0018027i,-0.00040385+0.0039773i
0.05462+0.041334i,0.078197+0.0071663i,0.062446-0.034223i,0.019609-0.027474i,0.00066449-0.0017684i,0.001099+0.0023513i,-0.00054096-0.00044766i,-0.0010802+0.0028241i,-0.0013252+0.0067256i,-0.003549+0.0075595i,-0.0080446+0.0039938i,-0.013261+0.0011562i,-0.013679+0.0022306i,-0.0074813+0.0034659i,-3.4632e-05+0.0026749i,0.0034644+0.00064506i,0.0032764-0.00078276i,0.0015646-0.00033999i,-9.9171e-05+0.00048765i,-0.00085631+0.0011984i,-0.00076737+0.0027123i,0.00021132+0.0038724i,0.0026213+0.0027195i
0.040145-0.041956i,0.009547-0.068582i,-0.028613-0.059414i,-0.022746-0.018553i,0.0013611+0.0022649i,0.0056457+0.0012483i,0.0024184+0.0020006i,0.0036888+0.001857i,0.0046178-2.5393e-05i,0.0036639-0.0033816i,0.00093878-0.0058643i,-0.0006486-0.0029014i,0.00029391+0.0017139i,0.0020953+0.0044818i,0.0039509+0.0050479i,0.0057515+0.0039365i,0.0060226+0.0030143i,0.0033681+0.0027698i,0.00035369+0.002455i,-0.0011524+0.0023918i,-0.00068477+0.0020907i,0.00053991+0.00026729i,0.0011514-0.0022629i
-0.028092-0.05563i,-0.060072-0.026098i,-0.060997+0.016762i,-0.023801+0.019547i,0.00074403-5.3281e-05i,0.0027269-0.0035715i,0.0045698+0.00038757i,0.0043752-0.0020293i,0.002971-0.0069588i,0.0036976-0.010371i,0.0059969-0.0091879i,0.010842-0.0074738i,0.012307-0.0078842i,0.0071002-0.0058896i,0.0017101-0.0014976i,0.00025909+0.0017733i,0.00054136+0.003201i,0.00081777+0.0022797i,0.00054845+0.00070702i,0.00041444-0.00055086i,0.00045846-0.0011359i,-0.00021968-0.0015768i,-0.0026564-0.0015537i
-0.051679+0.011893i,-0.027704+0.047915i,0.012358+0.057943i,0.01953+0.023409i,0.0031996-0.0028982i,-0.00027276-0.0040594i,0.0032393-0.0044706i,0.00037091-0.0050023i,-0.0023965-0.0038007i,-1.7337e-05-0.0019713i,0.0049768+0.00034028i,0.0072997-0.0021193i,0.004522-0.0071292i,-0.00023101-0.0078086i,-0.0050455-0.0041734i,-0.0076774-0.00087768i,-0.0061485-0.0010473i,-0.0034326-0.0022982i,-0.0010411-0.0019563i,-0.00016342-0.0020635i,-0.0012413-0.0027431i,-0.0027065-0.0015757i,-0.0028889+0.0014154i
0.0062238+0.059286i,0.045556+0.036117i,0.059307-0.0052629i,0.026336-0.01488i,-0.00061562-0.0010534i,-0.0026834+0.0013461i,-0.0037083-0.0021899i,-0.0045131+0.0010063i,-0.0028073+0.005651i,-0.0020598+0.0096729i,-0.002439+0.011277i,-0.0052277+0.0094879i,-0.0066553+0.0067664i,-0.005257+0.0030577i,-0.003734-0.00026439i,-0.0034275-0.001095i,-0.0041777-0.0014211i,-0.0037853-0.0020035i,-0.0023503-0.002075i,-0.0025116-0.0015595i,-0.0034444-0.00069014i,-0.0024756+0.00021234i,0.001012+0.00037289i
0.046131+0.018455i,0.029442-0.024049i,-0.001278-0.050463i,-0.0099198-0.025882i,0.0011818+0.0010084i,0.0025803+0.0024088i,-0.0028328+0.0014386i,-0.0016816+0.0034411i,0.00053149+0.0054522i,-0.00050757+0.007261i,-0.0048163+0.0073102i,-0.0071695+0.009801i,-0.0033769+0.012439i,0.0026855+0.0093877i,0.0060339+0.0032068i,0.0061138-0.0010046i,0.0049048-0.0014127i,0.0027162-0.00010765i,-3.2908e-05+0.0008386i,-0.0013691+0.0017572i,-0.0010289+0.001676i,0.00038557-0.00011348i,0.0010884-0.0030925i
0.022934-0.046764i,-0.020508-0.036094i,-0.049823-0.0044265i,-0.025918+0.010483i,0.0046239+0.0025062i,0.0099272-0.00084333i,0.0087832+0.0029007i,0.0059451+0.00052764i,0.0029002-0.0029894i,0.0011972-0.0053283i,-0.001903-0.0067111i,-0.0011258-0.004767i,0.0048184-0.0010447i,0.0090133+0.00082953i,0.0093163+0.00024245i,0.0083499-0.00059404i,0.0079578-0.00029603i,0.0061922+0.00015543i,0.0029718+0.00099977i,0.0017569+0.0019229i,0.0023075+0.001837i,0.001668-8.4781e-05i,-0.00059885-0.0009327i
-0.026978-0.037121i,-0.022687+0.0076941i,-0.0011774+0.043596i,0.010769+0.023211i,0.0040923-0.0060592i,0.0009547-0.0080588i,0.0047064-0.0048399i,0.0035708-0.0047103i,0.00082948-0.0062629i,-0.00016414-0.010682i,0.00052199-0.01334i,0.002016-0.015005i,0.0002887-0.013759i,-0.0022502-0.0074318i,-0.0025773-0.00093994i,-0.00092149+0.002401i,0.0010958+0.0015628i,0.0027057-8.9813e-05i,0.0034844-0.0010867i,0.0021622-0.0021898i,0.00069705-0.0021319i,-4.9002e-05-0.00103i,-0.0013731+0.0012597i
-0.035355+0.018434i,0.0078139+0.01663i,0.042435+0.001951i,0.024416-0.006777i,-0.0021954-0.002384i,-0.003431-0.0018072i,-0.0003573-0.0055083i,-0.00092319-0.002989i,-0.00031668-0.00055166i,0.00099048-0.0006971i,0.0036952-0.0015806i,0.0021876-0.0045593i,-0.0054296-0.0068369i,-0.011084-0.0045272i,-0.010855+0.00023937i,-0.0084721+0.0034339i,-0.0075982+0.0041743i,-0.005619+0.0026003i,-0.0024674+0.0010502i,-0.0013222-0.00019079i,-0.0011665-0.00089407i,-0.0010835-0.00031132i,0.0003577+0.00089367i
-0.0058001+0.048342i,0.0017322+0.0072967i,-0.0016036-0.033537i,-0.0084326-0.020973i,-0.0049761+0.0062899i,-0.0022764+0.007012i,-0.0051865+0.0018281i,-0.0033503+0.0014643i,-0.00089139+0.0033798i,0.0018518+0.0090533i,0.0041886+0.012574i,0.0024945+0.012536i,0.0006239+0.010448i,-0.00059611+0.006751i,-0.0017784+0.0033388i,-0.003286+0.0010238i,-0.0046102+0.0012818i,-0.0039759+0.0024436i,-0.0024224+0.0019516i,-0.0024504+0.0011842i,-0.0022246+0.0011762i,-0.00099516+0.00026146i,0.00013813-0.0019496i
0.03163+0.011065i,-0.0077006+0.002639i,-0.041914+0.006182i,-0.02258+0.012689i,0.0097789+0.0078759i,0.012374+0.0026515i,0.0046029+0.0045832i,0.001349+0.0042438i,0.0010925+0.0049169i,0.002033+0.0071561i,0.00039976+0.0083682i,0.0017265+0.0098559i,0.0071936+0.0081144i,0.010551+0.002594i,0.0097656-0.0022151i,0.0070592-0.0035003i,0.0047764-0.0024908i,0.0020176-0.00079905i,-0.00026903+0.00042066i,-0.00095645+0.0015882i,-0.00052336+0.0021545i,0.00043652+0.00099166i,-0.00025142-0.00071424i
0.028906-0.032756i,0.017344+0.004427i,0.011782+0.042875i,0.016033+0.026892i,0.013882-0.0053017i,0.008279-0.010459i,0.0063192-0.0043149i,0.0024983-0.0018617i,-0.00030717-0.0017944i,-0.0019473-0.004613i,-0.004403-0.0058551i,-0.0034966-0.0050668i,0.0017951-0.0072069i,0.0063746-0.010035i,0.0077154-0.0096888i,0.0076354-0.0074789i,0.0067783-0.0067625i,0.0038829-0.0061282i,5.1542e-05-0.003461i,-0.001774-0.00095225i,-0.00086656-0.00040743i,0.00050836-9.2063e-05i,0.00060261+0.0013092i
-0.0069435-0.055862i,0.018315-0.046893i,0.036771-0.041882i,0.014131-0.03241i,-0.016698-0.015061i,-0.012752+0.0016137i,0.0042699+0.001826i,0.0082144-0.0030798i,0.0036818-0.0085896i,-0.0064804-0.011968i,-0.011833-0.0093322i,-0.011063-0.0062812i,-0.0099101-0.00044291i,-0.0079728+0.0088074i,-0.0045563+0.013947i,-0.00054296+0.0099462i,0.00078156+0.001964i,0.00061637-0.0025745i,0.002825-0.0026785i,0.0037038-0.0027121i,0.00097904-0.0045607i,-0.0019664-0.0039089i,-0.0014239+0.00016057i
-0.04542+0.010829i,-0.029544-0.019338i,-0.015269-0.049797i,-0.017519-0.03174i,-0.017877+0.00053646i,-0.010128+0.0043607i,-0.005685-0.0020265i,-0.001261-0.0033323i,0.00063674-0.0043542i,-0.0001877-0.0025576i,0.000601-0.00073871i,-0.0011857-0.00047141i,-0.0057128+0.0040026i,-0.0079208+0.010161i,-0.0067275+0.011715i,-0.0045204+0.0098868i,-0.0028068+0.0085398i,-0.00068362+0.0064862i,0.0017946+0.0021919i,0.0017104-0.0011711i,-0.00035879-0.0018285i,-0.0012998-0.00168i,-0.00034521-0.0013663i
-0.0054609+0.043422i,-0.032391+0.029869i,-0.055092+0.012124i,-0.035504+0.012887i,-0.0040507+0.015115i,0.0023402+0.010701i,-0.00087035+0.0074473i,-0.00068712+0.0040934i,-0.00027293+0.0044817i,0.0037666+0.0079382i,0.0071118+0.0085764i,0.0063667+0.0076864i,0.0053983+0.0069302i,0.0047861+0.0061071i,0.0024833+0.0056954i,-0.00096039+0.0054925i,-0.0021667+0.0062766i,-0.00048804+0.0057449i,0.0018195+0.0029458i,0.0024995+0.0012337i,0.0028068+5.5477e-05i,0.0027662-0.001167i,0.00049052-0.0025245i
0.054238+0.0058151i,0.036806+0.031768i,0.01314+0.054184i,0.012352+0.036621i,0.016561+0.0042091i,0.013256-0.0021429i,0.011209+0.0029265i,0.0075261+0.0033203i,0.0043718+0.0047578i,0.0037779+0.005604i,0.0029793+0.0065354i,0.0047226+0.0066577i,0.0082215+0.001945i,0.0088405-0.0032432i,0.0067604-0.0046833i,0.0039241-0.0048148i,0.00088178-0.0044216i,-0.00055082-0.0027623i,0.00088724-0.00081029i,0.0024538+0.00121i,0.0023951+0.0014572i,0.0015672-0.00047882i,0.00041146-0.00093653i
0.030301-0.046561i,0.05224-0.03409i,0.064703-0.014342i,0.04352-0.014067i,0.012007-0.01786i,0.004538-0.01224i,0.0074869-0.007112i,0.0049004-0.0025354i,0.00065721-0.0013026i,-0.005138-0.0028835i,-0.0081844-0.002237i,-0.0050292-0.0022202i,-0.0017645-0.0041166i,-0.0012026-0.0049389i,-3.6007e-05-0.0046518i,0.001641-0.0058893i,0.00055912-0.0072886i,-0.0021629-0.0057881i,-0.0017071-0.0019455i,3.6464e-06+0.00041643i,0.00014516+0.00079155i,0.00017029+0.0017847i,0.00088365+0.0027821i
-0.043087-0.035312i,-0.029255-0.059447i,-0.0077951-0.073736i,-0.0084577-0.050258i,-0.015406-0.013572i,-0.010853+3.6111e-05i,-0.0050442-0.0019037i,-0.00092325-0.0034422i,-0.0021894-0.005635i,-0.0072237-0.006325i,-0.0079437-0.0056124i,-0.0082657-0.0045569i,-0.0081505-0.00041392i,-0.0055403+0.0045082i,-0.0033837+0.0062734i,-0.0012055+0.0045035i,0.00080033+0.00097017i,0.00062862-0.00060235i,-0.00021428-0.0007051i,-0.0010911-0.00075238i,-0.0022817-0.00011797i,-0.0022592+0.0011497i,-7.3918e-05+0.0018729i
-0.044054+0.02763i,-0.06898+0.011671i,-0.080805-0.0087923i,-0.058447-0.0018358i,-0.022023+0.013633i,-0.0059152+0.012972i,-0.0034462+0.0062281i,-0.0005594-8.6376e-05i,0.00087633-0.0025746i,0.0025386-0.0010305i,0.003244-0.00066457i,0.00017885+0.00020566i,-0.0011967+0.0036499i,-0.00026706+0.0058209i,-0.0011694+0.0066081i,-0.001524+0.007016i,0.0014319+0.0065313i,0.004277+0.0039198i,0.0022521+0.00052863i,-0.00089703-0.0003954i,-0.001615+1.4499e-05i,-0.0017202-6.119e-06i,-0.0018398+0.00047752i
0.030311+0.049785i,0.013398+0.075304i,-0.0080089+0.083605i,-0.0039236+0.059965i,0.0083715+0.026081i,0.007743+0.010897i,0.004816+0.0069326i,0.0026326+0.0027045i,0.0033049+0.0012017i,0.0082743+0.0020561i,0.010199+0.0030069i,0.0085474+0.002737i,0.0072429+0.00069499i,0.0065751-0.0016723i,0.0032877-0.002093i,-8.3586e-05+0.00075128i,0.00096112+0.003709i,0.0022071+0.0043806i,0.00077166+0.0029203i,-8.7513e-06+0.0010783i,0.00064758+0.00026093i,-0.00040275-0.00064617i,-0.0022706-0.00041803i
0.057249-0.017763i,0.079271-0.0020519i,0.084731+0.016407i,0.062203+0.0085214i,0.031651-0.0095256i,0.017229-0.010997i,0.012261-0.0054587i,0.0071528+0.00017545i,0.0043016+0.0025175i,0.0015502+0.0016744i,-0.00072371+0.002176i,0.0007862+0.0005591i,0.0019086-0.0037594i,-0.00028912-0.0050871i,-0.0021623-0.004657i,-0.0024723-0.0042268i,-0.0018985-0.0025336i,-0.00050276+0.00031021i,0.000772+0.001625i,0.0013885+0.001123i,0.0020047-0.00020138i,0.0021977-0.0018929i,0.0016804-0.002093i
-0.0077982-0.05457i,0.010558-0.079131i,0.02898-0.08567i,0.020762-0.064091i,0.0022766-0.033763i,-0.0010305-0.017443i,0.0013547-0.010632i,0.0013802-0.0039967i,-0.0025689-0.0010681i,-0.0096759-0.00025183i,-0.012228+0.00076864i,-0.009456+0.00094326i,-0.0067722+0.00157i,-0.0038893+0.0033076i,-0.00047923+0.0033348i,-6.2012e-05-0.00029295i,-0.0030221-0.0030203i,-0.0043416-0.0024386i,-0.0017972-0.0018198i,6.7751e-05-0.0012988i,-0.0001321-0.00068076i,0.00013082-0.00080715i,0.0014865-0.0011117i
-0.058208-0.0049104i,-0.081532-0.024789i,-0.085391-0.03793i,-0.062707-0.023199i,-0.031332-0.00075282i,-0.013897+0.0066247i,-0.0071784+0.0052371i,-0.0025032+0.0011556i,-0.0033273-0.00083092i,-0.0049508+0.00072532i,-0.0040731+0.0009804i,-0.0040165+0.0027765i,-0.0026922+0.0072014i,0.00070127+0.0096052i,0.0032451+0.008527i,0.0039379+0.0042239i,0.0013341-0.00052823i,-0.0015967-0.0023839i,-0.0020396-0.0023473i,-0.0022373-0.0013817i,-0.0021172+0.00056998i,-0.00085199+0.0019784i,0.00058078+0.0015433i
-0.0044266+0.056284i,-0.024838+0.076361i,-0.040027+0.078844i,-0.028199+0.059119i,-0.0049055+0.035321i,0.0049527+0.023202i,0.0063805+0.015397i,0.0042319+0.0057027i,0.0034848+0.00048128i,0.008126-0.001851i,0.0093553-0.0039578i,0.0062071-0.0023827i,0.0047219-0.00059455i,0.0035007-0.00057111i,0.0011963+0.0011889i,0.0029187+0.0030693i,0.0056903+0.0024209i,0.0052128+0.00081373i,0.0031023+0.00040353i,0.0016763+0.00082957i,0.0008547+0.0016026i,-0.00091448+0.0021323i,-0.0016317+0.001693i
0.05704+0.016005i,0.072989+0.035251i,0.07462+0.04819i,0.055861+0.036152i,0.031921+0.013832i,0.019363+0.0038399i,0.012864+0.00024587i,0.0065319-0.00091026i,0.005587-0.0016745i,0.0073903-0.0038299i,0.0064-0.0039083i,0.0041916-0.0039374i,0.0015748-0.0058604i,-0.0022011-0.0066966i,-0.0054179-0.003847i,-0.0042669+2.364e-05i,0.0016314+0.00079343i,0.0050058-0.00098979i,0.0045222-0.0012358i,0.0034781-0.00058114i,0.0018077-0.00097926i,-0.0001156-0.0010375i,-0.0010414+0.00069038i
0.02428-0.057302i,0.043266-0.073173i,0.054095-0.075693i,0.039643-0.056855i,0.014713-0.034716i,0.0028976-0.023678i,0.00028793-0.016074i,0.00082824-0.0067801i,-0.00059768-0.0019805i,-0.0066058+0.0015497i,-0.0082801+0.0047668i,-0.0066584+0.0024117i,-0.0068155-0.00028915i,-0.0055664+0.00069913i,-0.0036111+0.00087624i,-0.0033604+5.238e-06i,-0.0031501-6.919e-05i,-0.0017021+0.0006649i,-0.0007251+0.00069426i,-0.00082663-0.0010124i,-0.0015053-0.0022431i,-0.0019231-0.0032454i,-0.0016739-0.0031865i
-0.043875-0.033516i,-0.057648-0.051749i,-0.061441-0.059733i,-0.047358-0.046253i,-0.02898-0.026289i,-0.02051-0.014329i,-0.014066-0.004935i,-0.0063441+4.6059e-05i,-0.007113+0.0025723i,-0.011008+0.006485i,-0.0098074+0.0080979i,-0.0068379+0.0078622i,-0.0031057+0.0077632i,0.0017938+0.0065825i,0.0048867+0.003095i,0.0015999+0.00013331i,-0.0044271+0.0010586i,-0.0064117+0.0032316i,-0.0048981+0.0028171i,-0.0031515+0.00067706i,-0.0023896-0.00018587i,-0.0014107-0.00055177i,-0.00043771-0.0022953i
-0.035798+0.045355i,-0.052983+0.059005i,-0.062438+0.062269i,-0.046289+0.047032i,-0.020186+0.027634i,-0.0041083+0.019867i,0.00451+0.015302i,0.0044356+0.0064618i,0.0011875+0.0012875i,0.0018859-0.0010052i,0.0016217-0.0026716i,0.002015+0.00017766i,0.0062723+0.0033628i,0.0091094+0.0032288i,0.007764+0.001316i,0.0050361+0.00030932i,0.0029856+0.00061797i,0.0012215+0.0018539i,0.00032537+0.0028914i,8.4775e-05+0.0023073i,0.00028541+0.0017971i,0.0010071+0.0016106i,0.00071158+0.00011733i
