-0.0011227-0.0014012i,-0.0010504-0.0019248i,-0.0015334-0.0016672i,-0.0011415-0.00055193i,-0.00086859+0.00069636i,-0.00055087+0.0014586i,-0.00020397+0.0013452i,0.00056243+0.00065958i,0.0014882+4.6527e-06i,0.0016134-0.0010614i,0.00093343-0.0011358i,0.00018761-0.00057062i,0.00051453-0.00077848i,0.00067451-0.00089047i,0.00024881-0.00022162i,-0.00026548+0.00042084i,-0.00034536+0.00035172i,-0.00024862+0.0003324i,-0.001034+0.00029272i,-0.0010661-1.2899e-06i,-0.00022286-0.00045879i,0.00015692-0.00084985i,2.1289e-05-0.00060369i
0.00055209+0.00023562i,0.00066858+0.0012709i,-0.00058325+0.00024625i,0.00075503-0.00081387i,0.0017601-0.00044088i,0.00081546-0.00014781i,0.00017045-0.00029162i,0.00068761-0.00071853i,0.0016023-0.0005241i,0.00087265-0.00020469i,0.00013545-0.0002842i,0.00020061-7.9875e-05i,-0.00063784+0.00015896i,-0.00080395+0.0003981i,-8.7452e-05+0.00097871i,-0.00033103+0.0010951i,-0.0010349+0.0002562i,-0.0005822-0.00061074i,7.4912e-05-0.00058596i,-0.00012939-0.00010187i,8.897e-05+4.1142e-05i,5.875e-05-0.00021038i,1.7948e-05-0.00046387i
0.00052844+0.00045918i,0.00086174-0.0001112i,0.00091882+0.0011708i,0.0012653+0.0007225i,0.0013893-0.00040169i,0.00064305-0.00039035i,-0.00043052+0.00017618i,0.00016101+0.00068326i,0.00092879+0.00022997i,0.0011581-0.0007297i,0.00088988-0.0010344i,-0.00033573-0.00068355i,-0.00047442-0.0003386i,-0.00021827-0.00034785i,-0.0002954-0.00013508i,0.0001678+0.00016677i,0.00047517+0.00079801i,-0.00011916+0.00095921i,-0.00054948+0.00041241i,-3.0215e-05+0.00014541i,0.00069168-7.244e-05i,0.00069851-1.8067e-05i,0.00044939+0.00035691i
0.0009354+0.00069641i,0.00097116-0.0011673i,0.001373-0.00055521i,0.0010415+0.0018124i,0.00053243+0.0016655i,0.00027487+0.00093384i,0.00020319+0.00065382i,0.00054148+2.8588e-05i,0.00022116-0.00077553i,-0.00046964-0.0010729i,-0.00011346-0.00091457i,-5.3457e-05-0.0003728i,-0.00041933+6.4053e-05i,-0.00038859-0.0001702i,-0.00025025-0.000195i,1.6209e-05+7.8938e-05i,0.00067256-0.00012335i,0.0010519+0.0001758i,0.00061018+0.00041427i,-0.00026058-8.6075e-05i,-0.00049738-0.00033621i,-0.00031264+0.00015996i,3.1936e-05+0.00038183i
-0.00025887+0.0020705i,-0.0010923+0.0028335i,-0.001074+0.0031049i,0.00029816+0.0023683i,0.0020595+0.0020118i,0.0028726+0.0013351i,0.0015255-1.8493e-05i,3.0715e-05-0.00021015i,-0.00024797-0.00019866i,0.00012857+2.6125e-05i,-0.00013488-0.0001552i,-4.0117e-05-0.00092566i,-0.00025555-0.00048586i,-0.00061657-0.00015018i,9.8282e-06-0.00071635i,0.00061722-0.00076289i,0.00059775+0.00021498i,2.459e-05+0.00084548i,-0.00022782+0.00060815i,-0.0005202+0.00015392i,-0.00045389-0.00011862i,-0.00034044-0.00091226i,-0.0003955-0.0013832i
0.00032263-0.00030234i,0.00081619-0.00033821i,0.00040832+0.00087123i,0.00046846+0.0019891i,0.00096163+0.00091602i,0.0009228-0.00088398i,0.00056086-0.00022584i,0.00022126+0.00095056i,0.0004279+0.00074213i,0.00083916+0.00027279i,0.00048392+5.5013e-05i,0.00023668-0.00050068i,-0.00055499-0.00064452i,-0.00041648-0.00056306i,0.00012981+2.1037e-05i,-4.3918e-05+0.0009185i,0.00016624+0.00025896i,-0.00019637-0.00044501i,-0.00016868+0.00037324i,0.00041181+0.00048606i,-0.00013036-0.00029683i,-0.00061947-0.0011852i,-0.00025352-0.0013899i
0.0010592+1.273e-05i,0.0011085+0.00029541i,0.00077602+0.00088703i,-0.00022286+0.0015342i,0.00013356+0.0013374i,0.0008541+0.00081424i,0.00020907+0.00040215i,-0.00046543-8.1938e-05i,0.0001485+6.8098e-05i,0.00079596+2.3765e-06i,0.00068033-1.552e-05i,-0.00014994+0.00044323i,-0.00078481+0.00014338i,-0.00062256+0.00019417i,-0.00012814+0.00038493i,5.7638e-06-0.00042201i,-0.00021484-0.00058105i,-0.00056954+0.00036799i,-0.00033572+0.0001325i,-0.00011287-0.00053219i,-0.00049807-0.00090411i,-0.0011197-0.00022115i,-0.00069901+0.0012524i
-0.00061771-0.00082621i,-0.00055294+5.3204e-05i,-0.0015002-6.2358e-05i,-0.00070172+0.00043419i,0.00063839+0.001295i,0.0011364+0.001402i,0.00026372+0.00068989i,-0.0003531-0.00048614i,0.00023435-0.00059988i,0.00054641-6.7066e-05i,0.0004325+0.00014836i,0.00033129+0.00025606i,0.00047618+0.00041999i,0.0010022+0.00027324i,0.00081642+0.00044231i,0.00029038+2.7241e-05i,0.00092392-5.1224e-05i,0.0011237+0.00015969i,0.0010943+0.00034985i,0.0013103+0.00020295i,0.0012516-0.00045756i,0.00092094-0.00098691i,-8.4004e-05-0.0010542i
-0.00073463-0.00058538i,-0.00045534-0.0009303i,-0.00010941-0.00067144i,0.00096557+0.00012285i,0.0021435+0.00061896i,0.0021907+0.00043523i,0.0012832+0.00022248i,0.00057756-0.000262i,0.00072263-0.00057683i,3.3167e-05-0.00020851i,-0.00091171+0.00015343i,-0.0010324+0.00048894i,-0.00015408+0.00033053i,0.00043423+5.7591e-05i,-0.00014527+6.2053e-05i,-0.00019094-0.00049332i,-0.00021057-0.001186i,-0.00063653-0.0010927i,-0.00047951-0.00054529i,-0.00054659-0.000842i,-0.00047499-0.0009007i,-0.00022936-0.00021198i,0.00038702-3.2132e-05i
0.00095843+0.0011454i,0.00078661+0.00063983i,0.00018129+0.0010525i,0.00090939+0.0012094i,0.0014783+0.00063589i,0.0012333-0.00021564i,0.00043743-0.00060945i,3.7425e-05-0.00052535i,0.00042258+0.00023162i,0.00065588+0.00061934i,-0.00017557-4.1667e-07i,-0.00047413-0.00063962i,-0.00025418-0.00028388i,-0.00015188+0.0004166i,-3.3435e-05+0.00034875i,-0.00017935+0.00072596i,-0.00056199+0.00047536i,-0.0002797-0.00039263i,-0.00064512-0.00013158i,-0.0005405+0.00028077i,1.9315e-05+0.00037866i,-0.00011398+0.00021333i,0.00022693+0.00024024i
-6.7357e-05-0.0013008i,-6.4052e-05-0.0012691i,-0.00063352-0.00085949i,-0.00029125+7.4026e-05i,0.0012259+0.00071174i,0.0016009+0.00054402i,0.00094624+0.00023058i,0.00054413+0.00057046i,0.00019064+0.00028791i,-0.00034396+2.0663e-05i,8.9869e-05+2.5955e-05i,0.00065411+0.000271i,-0.00014608+2.8249e-06i,-6.6798e-06-0.00031881i,0.0011674+2.3981e-05i,0.0010234-0.00037325i,0.00053033-0.00025168i,-0.00021744+2.8471e-05i,-0.0004475-8.45e-05i,-0.0002768-0.00067673i,-0.00046701-0.00046633i,-0.00099007+0.00026101i,-0.00063996+0.00069361i
-0.00023183+0.00013778i,-0.00092435+0.00089332i,-0.00099877+0.0021219i,0.00045217+0.0017376i,0.0024161+0.00069793i,0.0023303-3.2052e-05i,0.00074774-0.0003298i,-0.00015421-8.8303e-05i,-0.00018006+0.00027826i,-7.4038e-05+0.00080822i,-3.1357e-05+0.00086978i,-0.0002718+0.00027814i,-0.00056679-0.00015371i,-0.00042574-0.00018605i,5.1996e-05-0.00021932i,0.00044567-4.4965e-05i,-5.5364e-05-0.00019426i,-0.00040792-0.00026622i,-5.531e-05-9.7693e-05i,-0.00017517-7.4619e-05i,-3.3205e-05+0.00011463i,0.00010056+0.00063267i,-2.7089e-05+0.00066709i
0.0001829+0.00073263i,0.00098337-0.0003609i,0.00080455-0.00036215i,0.0013253-6.0298e-05i,0.0013894+0.0011779i,0.00073883+0.0013439i,0.0011467+0.00070153i,0.0016667+0.00052932i,0.0011322-0.00054588i,0.00058313-0.0010259i,-2.1973e-05-0.00022803i,-0.00031406+0.00013464i,-0.00089342+0.00058586i,-0.0013755+0.00039827i,-0.000857-5.5881e-05i,-0.00067412+0.00053712i,-0.00054752+0.00018329i,-0.00011519-0.00097432i,0.00013294-0.00027234i,0.00029632+0.00081159i,3.9504e-05+0.00049007i,-0.00032947-0.00049538i,-0.00034046-0.00093147i
0.00092711-0.0013882i,0.00032306-0.0023861i,-0.0010339-0.0013788i,-0.0013796+0.00058612i,0.00018005+0.001544i,0.0017235+0.0017462i,0.0017845+0.001147i,0.0010276+0.00051197i,0.00031894-0.00010045i,-0.00027143+5.2504e-05i,-0.00048528+0.00062002i,-0.00096521+0.00084817i,-0.0015422+0.00084891i,-0.00093488+0.00033986i,-0.00031223-0.00023869i,-0.00041373-1.3605e-05i,-0.00047653+0.00038938i,-0.00033215+0.00022894i,-0.00019408+0.00026172i,-0.00025997+0.00038693i,0.00059265+0.00015304i,0.00058582-0.00060192i,0.00043664-0.00030818i
0.0003206+0.0011205i,-0.0004037+0.0015222i,-0.00022235+0.0015025i,-0.00026606+0.00090862i,-0.00021773-0.0002506i,0.0011856-0.00079351i,0.001287-0.00069888i,0.0006059-0.00027571i,0.00032428+0.00028354i,-0.00040558+0.00078667i,-0.00049458+0.0012908i,-0.00050591+0.001609i,-0.0008329+0.00095355i,-0.00036831+0.00062925i,0.00042076+0.0011757i,0.00049446+0.0014721i,0.00042925+0.00074676i,0.00016645+0.00081179i,-0.00051101+0.00058706i,-0.0009685-0.00014794i,-0.0011407-0.00046156i,0.00020512-0.00097758i,0.00087328-0.00065905i
-0.00062167+3.3036e-05i,-0.00091601-0.00030213i,-0.0014966+0.00027782i,0.00018362+0.0004993i,0.0023433-5.071e-05i,0.0019924-0.00028764i,0.0011977-0.00085451i,0.0011769-0.00085847i,-4.2769e-05+5.3638e-05i,-0.00096146-0.00014999i,-0.0005423-0.00096096i,0.00043625-0.00057388i,0.00084963-7.1339e-05i,0.00028704-0.00059098i,-0.00026407-0.00093132i,-6.1111e-05-0.00057687i,-0.00013043-0.00033197i,-0.00087659+4.4029e-05i,-0.00062788+2.3283e-05i,-0.00035808-0.00044074i,-0.00029424-0.00047449i,-0.00024505+0.00040672i,-0.0010213+0.00081622i
0.0020356-0.00033829i,0.0032607+0.0010056i,0.003258+0.0006894i,0.001667-0.00025669i,0.00030712-0.00011954i,4.8234e-05+0.00032187i,0.00038572+0.00022874i,0.00060623-0.00012366i,0.00082903-2.8977e-06i,0.0009784+5.5294e-05i,0.00016298-0.00048823i,-0.00048867-0.0012435i,-0.00055458-0.0011998i,0.0001246-0.00038607i,0.00028283+6.1769e-06i,-6.2488e-05-0.00063155i,0.00040285-0.00039012i,0.00021329+9.8201e-06i,-0.0005107-4.5586e-05i,-0.00058467-8.6889e-06i,-0.00051202-3.2953e-05i,-0.00034201+0.00016038i,-0.00055081-4.4118e-05i
0.00095603+0.0011541i,0.00049245+0.0013819i,0.00022564-0.00015118i,-0.00057152-0.00014975i,-0.00037099+0.0010091i,0.0001497+0.00090875i,2.2121e-05+0.0001415i,-0.00040926-0.00013971i,-0.0011416-0.00069993i,-0.00074648-0.00077675i,-0.00022843-0.00047448i,-0.000145-0.00016082i,7.9022e-06-4.3321e-05i,3.8872e-05+1.795e-06i,-0.00034367+0.00054635i,-0.00046587+0.0011578i,-0.00049642+0.00083565i,-0.00029751+0.00032583i,0.00030749+0.00053708i,0.00041219+0.00070795i,0.00021016+0.00031115i,5.5528e-05-0.00012735i,-0.00013842-0.00064931i
-0.00025614+0.00062787i,-0.0010234+0.00040096i,-0.00056614+0.00030288i,0.0007973+0.00044753i,0.0013516+0.00023315i,0.0012349-0.0014159i,0.001229-0.0018953i,0.0006665-0.0011366i,-0.00019834-0.00066835i,-0.00044826-0.00073318i,0.00019689-0.0009023i,0.00047067-5.767e-05i,4.6794e-05+0.00058026i,0.0001722+0.00053168i,0.00025656+3.9336e-05i,0.00028949+0.00023693i,-4.9266e-05+0.00038856i,-1.8216e-05+0.00039744i,0.00024435-0.00018228i,0.00022759-0.00094151i,0.00027092-0.00091038i,0.00013597-0.00030372i,-0.00023726-0.00010989i
0.0027478+0.00051701i,0.0037778-0.0004538i,0.0032628-0.0004959i,0.001743-0.00076961i,0.0012784-0.00024949i,0.0012663+0.00070118i,0.0010652-6.1493e-05i,0.00086147-0.00059816i,0.00032728-0.00032446i,7.2531e-05+0.00037234i,0.00063358+0.00035771i,0.00062506-3.5425e-05i,5.5611e-06-0.0003092i,-0.00038087-0.00089443i,-6.5493e-05-0.00091085i,0.00066727-0.00043251i,0.00064588-6.2964e-05i,0.00017159+0.0003984i,-0.00014286+5.3261e-05i,-0.00040881-0.00052559i,-0.00018284-0.00059342i,0.00034803-0.00037488i,-0.0003877-0.0004036i
-0.0013274+0.0019594i,-0.0021569+0.002465i,-0.00063906+0.0019659i,0.0018257+0.001591i,0.0022328+0.00068437i,0.0023096-0.00077687i,0.002067-0.0013035i,0.00090351-0.00077436i,-7.621e-06-3.8268e-05i,4.9291e-05-0.00053996i,0.00047662-0.00069727i,9.4765e-05-0.00059572i,-0.00025452-0.00075385i,-0.00015226-0.00021305i,0.00020814+0.00041244i,0.0005215+0.00034812i,0.00027768+0.00045548i,0.00023117+0.00034619i,0.00024642+6.4905e-05i,-0.00018604+0.00061579i,-0.0007458+0.0012409i,-0.00059952+0.00049699i,-0.00077675+0.00028518i
-0.0013532-0.00075235i,-0.001096-0.0004671i,0.0005337+0.00020247i,0.0015071+0.0010816i,0.0022344+0.0013214i,0.0026981+0.00041143i,0.0010132-0.00032966i,-6.6319e-05-0.00061864i,-0.00013071+0.00026427i,0.00062301+0.0011893i,0.00087222+0.00066407i,0.00040257-0.00043621i,0.00053628-6.7683e-05i,0.00054721+0.00039994i,0.00081063+0.00064642i,0.00063273+0.00089632i,-7.601e-05+0.00073369i,-0.0003231-1.5256e-05i,-6.4596e-05-0.00068654i,-0.00018524+0.00031949i,-0.00037076+0.0013266i,-6.2739e-05+0.00082965i,-0.00047715+0.00024422i
0.0018227-0.00054537i,0.0034476-0.00081005i,0.0028799-0.0007008i,0.0026571-0.00024354i,0.0023477-0.00088524i,0.0012857-0.001489i,0.00077704-0.00062565i,0.00038191-6.1866e-05i,0.00022824+3.5663e-05i,0.00019737+0.00069628i,-0.0002689+0.00067166i,-9.0242e-05-0.00078984i,-0.0002302-0.00084069i,-0.0006382+0.00014454i,-0.00045648+0.000239i,-3.5996e-05+5.9377e-05i,0.00019001+0.00012553i,-0.00023407-0.00033859i,-0.00018958-0.00054183i,0.00024074-0.00011778i,0.00062415+0.00047872i,0.00022634+0.00069641i,-1.1615e-05+0.00022191i
0.0058247+0.0029606i,0.0048802+0.0033228i,0.004359-4.0204e-05i,0.0023421-0.002928i,7.308e-05-0.0035557i,-0.00079537-0.0015612i,-0.00049914+0.00017833i,-0.00059144+0.00019806i,-0.00035727-0.00014168i,0.00035712-0.00027487i,0.00055018-0.00030986i,-0.00027509-0.00041625i,-0.0007917-0.00026469i,-0.00089059+0.00040427i,-0.0011204+0.0012301i,-0.00073403+0.00091476i,-0.0007232-6.3738e-05i,-0.00098247-0.00089158i,-0.00036488-9.2302e-05i,-0.00011379+0.00094791i,-0.00035411+0.00071066i,-0.00012934+0.0006484i,0.0003018+0.00053391i
-0.0024813-0.00223i,-0.0034408-0.0018345i,-0.0030664-0.00067681i,-0.0018267+0.00062524i,-0.00080436+0.00078606i,0.0010538+0.00079187i,0.0017857+0.0013051i,0.0012142+0.0012484i,0.00032531+0.0012582i,-0.00047203+0.00094239i,-0.00067356-0.00010715i,-0.00075696+3.0498e-05i,-0.0010314+0.00063244i,-0.00053174+0.00027692i,-0.00032241-0.00031471i,-0.00060922-3.3765e-05i,-0.00055977+0.00030968i,-0.00075771+0.00062145i,-0.00050356+0.00082437i,-0.00022894+0.00082618i,0.00030207+0.00036675i,0.00034938+0.00033402i,0.00040681+0.00010129i
-0.00037152+0.00011259i,-0.00047234+0.00046707i,-0.00062918+0.0014371i,0.00026316+0.00079515i,0.0013647+0.00023163i,0.001643+0.00039512i,0.001667+6.9514e-05i,0.00055436-7.8643e-05i,7.6067e-05+0.00020324i,-8.0734e-05+0.00069231i,-0.00020662+0.00035568i,-0.00012662-0.00020164i,0.00060971-0.00058227i,0.0014386-0.00027437i,0.0011716+0.00012006i,0.00052449+0.00018718i,0.00017284+0.00051334i,-0.00024359+0.00056138i,2.0639e-07-0.00014075i,-1.1225e-05-7.8573e-05i,-0.00042351+0.00018141i,0.00012948+5.6393e-06i,0.00059078-0.00033584i
0.0025254+0.00029717i,0.0019373+0.00032384i,0.0018196+0.00031224i,0.0015539-0.00020014i,0.0014384-0.00028095i,0.00032318+0.00024763i,-0.00054557+7.2032e-05i,-0.00031749+7.1678e-05i,0.00072273+0.0001123i,0.0007795+4.8437e-05i,-0.00024432+9.1355e-05i,-0.00030508-0.00058253i,0.00026097-0.00021262i,-0.00032537+0.00033146i,-0.0015015+0.00043728i,-0.0015513+0.00031753i,-0.0011801+0.00026655i,-0.000427+0.00040233i,0.00048932+0.00050017i,0.00016889+0.00065356i,-0.0001709+0.00076395i,0.00024624+7.7813e-05i,0.00063023-0.00054226i
-0.0017285-0.00054257i,-0.0025136-0.00053024i,-0.00184-5.7085e-05i,-0.00086827+0.0002302i,2.9861e-05+0.0003976i,0.0012236+0.00031089i,0.0013039+2.3675e-05i,0.0010111+0.00010783i,0.0012178-0.00068179i,0.0010776-0.00044081i,0.0004573+0.00023329i,0.00028303-0.00019888i,0.00011446+2.0418e-05i,-4.3576e-05+0.00054126i,0.00015325+0.00074757i,-0.00043103+0.00072389i,-0.0014507+5.5615e-05i,-0.0016042-0.00057019i,-0.00034044-0.0005324i,0.00027628-0.00085916i,-0.0004168-0.0013773i,-0.00060306-0.0012117i,0.00025231-0.00012859i
-0.00043412-0.0011987i,-0.0014342-0.00067097i,-0.0011327+0.00031459i,0.00031089+0.00039908i,0.0013875-0.00012453i,0.0017089-0.00056066i,0.0010967-0.00015675i,5.8077e-05-0.00067057i,-1.7101e-05-0.00059776i,4.8697e-05+5.6441e-05i,-7.6249e-05+0.00026333i,-0.00040903+0.00026973i,-0.00066777+0.00039689i,-9.7024e-06-0.00012703i,0.00034021-0.00098079i,-0.00013714-0.00047754i,-0.00045641+0.00022303i,6.0175e-05+0.00060398i,0.00062073+0.00030042i,0.00064795+0.00011947i,0.00033044-7.0027e-05i,-0.00010631-0.00061142i,-0.00026311-0.00031047i
0.0029985-0.001252i,0.0026196+0.00013186i,0.001437-0.00099723i,0.0003034-0.0015867i,-0.00059162-0.00023803i,-0.00090988+0.00072957i,-0.00012901-0.00032826i,0.00069509-0.00043831i,-1.362e-07-0.00051691i,-0.001009-0.0010758i,-0.00069629+0.00015003i,-0.00040818+0.00081645i,0.00017008+0.00038952i,0.0012248+4.0566e-06i,0.0010655-5.6595e-05i,-0.00041293+9.9452e-05i,-0.00096241+0.00011016i,-0.00078054+0.00052114i,0.00017955+0.0007118i,0.00016612+0.00060606i,-0.00056036+0.00051709i,-0.00054345+0.00032397i,-0.00052631-0.00024742i
-7.2501e-05+7.9851e-05i,-5.2702e-05+0.0002404i,-0.0005435+0.0012663i,-0.00010301+0.0016977i,0.00091057+0.0015698i,0.0015212+0.0012093i,0.0016323+0.00036755i,0.0012462-0.00023734i,0.00042517-0.00049863i,-0.00054228+7.4527e-05i,-0.00042651+0.00091771i,0.00017933+0.00068885i,-0.00011853+0.0005711i,0.00047536+0.00075428i,0.00057566+0.00076285i,-6.2816e-05-2.5606e-05i,-0.00027676-0.00034392i,-0.00074807+0.0001076i,-0.00097949-7.7466e-05i,-0.0004173-0.00070461i,0.00016256-0.00053871i,-0.00023932-0.00063792i,-0.00018339-0.001237i
-0.0021774-0.0012433i,-0.0027599-0.0016356i,-0.0023745-0.00083419i,-0.0010532+0.00067603i,0.00024577+0.0019717i,0.00063148+0.0015239i,0.00032837+0.00031886i,0.00053963-0.00042352i,0.00033044-0.00016252i,-0.00051742+0.00067361i,-0.00020106-6.7167e-06i,0.00032914-0.0011327i,0.00062518-0.0010106i,0.00083647-0.00052633i,0.00067569-0.00056349i,0.00071205-0.00035055i,0.00059206+0.00030083i,0.00017467+0.00041649i,0.00011858+0.00018792i,0.00021894-0.00020738i,-7.6837e-05-0.00025227i,-0.00047199-0.0010732i,-0.0002134-0.00090933i
-0.0011501-0.001584i,-0.0010704-0.00119i,-0.0016711+0.00029542i,-0.00085353+0.0011277i,0.00083942+0.0019313i,0.001379+0.001979i,0.000992+0.00095963i,0.00065805+0.00058933i,-4.4622e-05-7.9778e-05i,-0.00059804-0.00037666i,-0.000329-0.00027867i,0.00013812-0.00021851i,0.00069911+0.00021255i,0.0008705+8.6487e-05i,0.0012428-0.00068715i,0.0013237-0.0012547i,0.00016227-0.00085548i,-0.00049631+0.00035293i,-0.00017113+0.0006155i,0.00083093+0.00042398i,0.0010859+6.7788e-05i,0.00080944-0.00021017i,0.0007172-0.00018245i
0.001745-0.00021534i,0.0018733-0.00065469i,0.0023019-0.00061438i,0.0026608-0.00040623i,0.0017114-0.00035437i,0.00028209-0.00024541i,-0.00048831+0.00022529i,0.00013582-5.293e-05i,0.00087881-0.00079426i,0.00066194-0.00038337i,-1.756e-05+0.00048651i,-0.0006249+0.0007425i,-0.00043092+0.0012331i,7.1859e-06+0.0005075i,-0.00036967-0.00017873i,-0.00092451-0.00072067i,-0.00064034-0.00044393i,-0.00043608+4.745e-05i,-0.00099639-7.108e-05i,-0.00087028-7.3433e-05i,-0.00045614+0.0002102i,-0.00030626+0.00023358i,1.6364e-05-0.00014555i
-0.0018821-0.00076291i,-0.0019344-0.0015554i,-0.0020674+3.0693e-05i,-0.0012111+0.0013207i,6.7176e-05+0.0010961i,0.0011357+0.00063462i,0.00025071+0.00046542i,-0.00075315+0.00062944i,-0.00033141-7.376e-05i,5.6589e-05-0.00057571i,0.00045184-0.00078576i,0.00015867-0.001512i,-0.00018564-0.0014661i,-4.674e-05-0.00039441i,0.00050843-0.00010611i,0.00035715-0.00069243i,0.00034042-0.00053733i,0.00027497-0.00075071i,-0.00017529-0.00075911i,-0.00077629+0.00015103i,-0.00073279-0.00016658i,-0.00029151-0.00029295i,0.00036175-0.00027056i
-0.00078711-0.0013553i,-0.0018678-0.0011959i,-0.0036271+0.00013251i,-0.0031639+0.0020648i,-0.0011788+0.0033203i,0.00050207+0.0024092i,0.00089555+0.00062619i,0.00048032-0.00012643i,-0.00037972+0.00041267i,-0.00084093+0.0010278i,-0.00045695+0.00075981i,0.00019521+0.00048171i,4.1902e-05+0.00068366i,-0.00026312+0.00048096i,-0.00034082-0.00021783i,-0.00074619-0.0004447i,-0.00058392-4.6432e-05i,-0.00070293+0.00016752i,-0.00092462+8.642e-05i,-0.00020622+0.00010908i,0.00031895-7.4328e-05i,-1.166e-05+6.2061e-05i,-0.00064094-4.8632e-05i
0.00045681+0.0013589i,0.00042368+0.00065002i,0.0012523+0.00046073i,0.0017461+0.00074697i,0.002192+0.0006609i,0.0018844+0.00038904i,0.00078345+0.00058104i,9.6523e-06+0.00016462i,-8.0628e-05-0.00045034i,-0.00031828+5.392e-05i,-0.00021323+0.00033929i,-6.0794e-05-0.00018331i,9.0072e-05-0.00023614i,0.00011233+8.8232e-05i,-9.8059e-05+0.00039368i,-0.00048241+0.00049681i,-0.0012979+0.00032992i,-0.0010576-0.000172i,-0.00024375+0.00034979i,-0.00048844+0.00059978i,-0.00069213-0.00015314i,-0.00014992+2.3127e-05i,-0.000185+0.00077931i
-0.00087153+0.00049561i,-0.00091815-0.00084026i,8.3772e-05-0.00030095i,0.0011136+0.00073894i,0.0021727+0.0013439i,0.0019037+0.001128i,0.00091872+0.00034089i,0.00018927-0.0001505i,-0.00022886-3.9226e-05i,-2.5272e-07+0.00024501i,0.00035282+0.00011172i,-2.1197e-05-0.00041314i,-0.00059542-0.0010438i,-0.00037982-0.00062265i,-0.00014122-9.5948e-05i,-8.6096e-05+0.00013479i,-1.6242e-05+0.00032397i,-0.00014307+0.00072357i,0.00011067+0.00027245i,-0.00017891-0.00043759i,-8.8973e-05-0.00010521i,9.904e-06+0.00069873i,-0.00011418+0.00037809i
0.00048165-0.00073825i,0.00049052-0.00085926i,0.00011201-0.0007694i,0.00068489-0.00061991i,0.0018159-0.00045943i,0.0022542+0.00016293i,0.001886+0.00043684i,0.0012652+0.00028426i,0.00053543+0.00013772i,0.00011919+0.00044849i,-0.00011283+0.00035137i,-0.0002185-0.000462i,3.2715e-05-0.00086854i,-0.00046195-0.00014026i,-0.00057226+7.4143e-05i,6.5776e-06-0.00020878i,0.00016174-0.00018594i,-0.00021329+1.6511e-05i,-0.00069951+0.00064374i,-0.00088133+0.00079824i,-0.00049086+8.5864e-05i,-0.00016673-0.0001417i,0.00021184-7.6767e-05i
0.00056169-0.00054447i,0.00034361-0.00052776i,-0.00029828-0.00031982i,-0.00094832+0.00045181i,-0.00024876+0.0011718i,0.00017283+0.00072681i,-0.00060997-0.00072071i,-0.0002689-0.001248i,9.2745e-05-0.00037597i,-3.1745e-05-0.00039711i,0.00043039-0.00068284i,0.00084785-0.00027586i,0.00057907-1.5164e-06i,0.00014478-3.6295e-05i,-0.00034283-0.00032105i,-0.00097364-0.00081434i,-0.00086475-0.00089281i,-0.00068374-0.00059601i,-0.00024383-0.0006624i,0.00037909-0.00094089i,0.00074586-0.000316i,0.00053081+0.00077057i,0.00030876+0.00037748i
0.00060956+0.0008734i,0.0016596+8.1895e-05i,0.0018271-0.00069204i,0.0013289-0.00087442i,0.0010123-0.00066749i,0.00071009-0.00032365i,0.00053873-1.3337e-05i,-0.00026247+0.00028959i,-0.00072572+0.00020493i,-5.3267e-05-0.00036772i,-0.00062129-0.00018491i,-0.00096895-0.00038129i,-0.0004996-0.00074579i,-0.00029299-1.1316e-05i,0.00024911+0.00016127i,0.0004749-8.2695e-05i,0.00012494+0.00017753i,0.0002281-4.107e-05i,0.00046945-0.00010304i,0.00047744+0.00028853i,-0.00061461-0.00041782i,-0.0010975-0.0012172i,-0.00055901-0.00023152i
-0.00050813-0.00084216i,-0.00073792-0.00049535i,-0.00059874+0.00083764i,8.3492e-05+0.0011657i,0.0012464+0.0011954i,0.0012854+0.00087676i,0.00096967+3.4302e-05i,0.00075423-8.8157e-06i,3.4275e-05-0.00015035i,-0.00058247+1.5565e-05i,-0.00016333+0.00038096i,0.00046013-0.00013643i,0.00046184-0.00023945i,0.00022875-0.00015329i,-0.00019362-0.00010753i,-0.00020321+0.00028787i,0.00029269+0.0011232i,0.0004456+0.00086675i,-0.00035357+9.6475e-05i,-0.00065739-0.00023796i,-0.00058761-0.00020134i,-0.0011531-0.00039143i,-0.0015946-0.0010632i
0.00024055-0.0015699i,0.0004603-0.0005355i,-0.00027374-2.007e-05i,-0.00037528+0.00075573i,0.00082335+0.0015197i,0.0012731+0.0006235i,0.0012175-0.00066046i,0.00017311-0.00057589i,-0.0006931-0.00011978i,-0.00054563+5.4115e-05i,-0.00079517-0.00023448i,7.5993e-05-0.00021785i,0.0013605+1.9166e-05i,0.00060591+0.00020079i,-1.0919e-05+0.00078167i,-0.00029103+0.00069118i,-0.00049548+0.00062749i,-0.00041317-2.7737e-05i,-0.00043869-0.00098193i,-0.00082497-0.00068332i,-0.0013743-0.00049598i,-0.0012819-0.00060652i,-0.00078392-0.00058265i
