-0.0016357-0.0008362i,-0.001502+0.00020156i,-0.0024479+0.0011603i,-0.0021967+0.0016357i,-0.0010689+0.0018064i,-0.00023878+0.0014337i,0.00021804+0.0015855i,0.00046916+0.00050748i,0.00026312-0.00075138i,0.00094832-0.00093551i,0.0010129-0.00066332i,5.5091e-05-0.00032499i,-0.00047744-0.00011273i,-0.00053509-0.00051123i,0.00013965-0.0010588i,0.00039999-0.00099429i,0.00034979-0.00012393i,8.1579e-05+0.00055321i,-0.00037851+0.00067625i,-0.00053728+4.5345e-05i,-0.00074422+9.8507e-05i,-0.00098175+0.00041383i,-0.00031956-0.00020876i
0.12183-0.21407i,0.13908-0.39044i,0.039812-0.41671i,-0.064506-0.23567i,-0.066445-0.041792i,-0.0059439+0.018974i,0.033317-0.011014i,0.031365-0.037768i,0.023072-0.024729i,0.031895-0.0010011i,0.040087+0.0038274i,0.033997-0.0035548i,0.017707-0.0082129i,0.0029418+0.00039814i,0.0022701+0.016232i,0.010589+0.024856i,0.013483+0.020887i,0.0098177+0.010214i,0.006976+0.00050726i,0.0068878-0.006123i,0.0078732-0.0095867i,0.010655-0.012057i,0.0093942-0.011685i
0.17656+0.1359i,0.2037+0.1091i,0.13088+0.027884i,0.033508+0.0074587i,-0.0086094+0.036161i,-0.016513+0.020685i,-0.033854-0.028958i,-0.05239-0.053059i,-0.038138-0.045771i,-0.0085801-0.033004i,0.001052-0.016497i,0.0037141+0.00043613i,0.008121+0.008455i,0.0043709+0.014169i,-0.0061638+0.017306i,-0.017175+0.02003i,-0.017115+0.02305i,-0.010274+0.017156i,-0.0089848+0.010557i,-0.0063599+0.010095i,0.0026846+0.010047i,0.0088765+0.01013i,0.007009+0.011503i
0.015032+0.20854i,0.064465+0.31146i,0.15253+0.2571i,0.15477+0.05906i,0.036886-0.086868i,-0.056255-0.083318i,-0.052225-0.0053397i,-0.012937+0.041426i,-0.011793+0.037189i,-0.039422+0.029441i,-0.047149+0.030855i,-0.035801+0.025001i,-0.026343+0.014516i,-0.022041+0.0023454i,-0.02283-0.0063821i,-0.023569-0.0093209i,-0.019803-0.0075572i,-0.011856-0.00079691i,-0.0048862+0.0038846i,-0.0036045+0.0053294i,-0.0053485+0.0077003i,-0.0075436+0.011596i,-0.0056146+0.014282i
-0.18657-0.10144i,-0.17251-0.094328i,-0.057302-0.021923i,0.031998+0.020022i,0.035467+0.0096986i,0.022452+0.023562i,0.05281+0.042411i,0.088344+0.025368i,0.077765+0.0050622i,0.041279+0.0042813i,0.016549+0.0018209i,0.0064085-0.0057846i,0.0018001-0.010291i,5.2472e-06-0.01394i,0.0027122-0.018469i,0.0053513-0.024492i,-8.8788e-05-0.027271i,-0.0068813-0.021929i,-0.007434-0.016056i,-0.0088149-0.014234i,-0.014425-0.011735i,-0.018282-0.0080781i,-0.01801-0.004077i
-0.14301-0.13392i,-0.20507-0.14145i,-0.21555-0.035016i,-0.10008+0.093966i,0.081024+0.10143i,0.14729+0.0023398i,0.067827-0.0792i,-0.020089-0.089412i,-0.027077-0.078418i,0.00095609-0.078093i,0.01611-0.069931i,0.019133-0.052486i,0.016833-0.033432i,0.017239-0.015405i,0.018692-0.0037085i,0.019055+0.0024078i,0.015622+0.0025828i,0.0056565-0.0011611i,-0.0034816-0.0019145i,-0.0062677-0.0025171i,-0.0034354-0.0068723i,-0.0010276-0.013759i,-0.0037277-0.015395i
0.16012+0.12271i,0.16298+0.17502i,0.074694+0.14059i,-0.01879+0.062749i,-0.055226+0.015058i,-0.065527-0.014011i,-0.081264+0.0037348i,-0.083054+0.055864i,-0.057498+0.075124i,-0.02569+0.052959i,-0.0058771+0.026513i,-0.00052395+0.01049i,0.00020555+0.0028183i,0.0032036-0.00015591i,0.0037075+0.0046504i,0.0066787+0.018579i,0.015223+0.024115i,0.018048+0.01424i,0.013514+0.0050935i,0.013508+0.0011576i,0.020528-0.0052157i,0.025075-0.011583i,0.021729-0.012119i
0.062676+0.083246i,0.042493+0.036996i,-0.016249-0.049612i,-0.1027-0.072977i,-0.16549+0.0080616i,-0.11716+0.10928i,0.0040996+0.11341i,0.084539+0.057234i,0.09726+0.034081i,0.074108+0.039998i,0.038122+0.043653i,0.01529+0.04158i,0.004959+0.034005i,-0.006113+0.02527i,-0.012117+0.014745i,-0.015571+0.003752i,-0.015439-0.0026056i,-0.0057048-0.0072407i,0.0026977-0.011358i,0.0045455-0.0082782i,0.0069121+0.0017464i,0.011352+0.0090244i,0.014039+0.0045576i
-0.29932-0.16314i,-0.36577-0.23944i,-0.24914-0.24239i,-0.063932-0.18491i,0.064897-0.12361i,0.12276-0.076552i,0.12011-0.077546i,0.065789-0.1113i,0.0061454-0.10711i,-0.019173-0.067345i,-0.021708-0.033408i,-0.018556-0.016033i,-0.016096-0.0088383i,-0.014332-0.0065553i,-0.014605-0.0090739i,-0.019351-0.013633i,-0.0218-0.0101i,-0.017209-0.0014129i,-0.011057+0.003421i,-0.011119+0.0070299i,-0.014627+0.013479i,-0.014199+0.021908i,-0.0068345+0.027702i
-0.10384-0.14008i,-0.030934-0.10879i,0.083038-0.033253i,0.13467-0.020321i,0.092159-0.061267i,-0.0042296-0.069338i,-0.081262-0.012122i,-0.10763+0.058831i,-0.098956+0.081303i,-0.071464+0.050697i,-0.039634+0.00085895i,-0.02316-0.029774i,-0.013403-0.031526i,0.00050679-0.022431i,0.012096-0.012529i,0.019898-0.0055996i,0.019856-0.0025229i,0.012959+0.002022i,0.006611+0.0058275i,0.00068385+0.0030161i,-0.0066496-0.0027338i,-0.014752-0.0032223i,-0.017452+0.0045356i
0.32676-0.025771i,0.45972-0.01848i,0.40472-0.0011709i,0.2173+0.048797i,0.067663+0.14393i,0.024819+0.19307i,0.045272+0.16263i,0.082591+0.10871i,0.097451+0.061052i,0.086067+0.028909i,0.068167+0.0091654i,0.046543-0.0045558i,0.024396-0.0062975i,0.011774-0.0008435i,0.014569+0.0047333i,0.024547+0.0066786i,0.02633+0.0001055i,0.017111-0.0066184i,0.0096976-0.0087569i,0.0079239-0.012302i,0.0069445-0.018963i,0.0050036-0.024023i,-0.00071472-0.022192i
0.13424+0.10354i,0.075088+0.16718i,-0.01681+0.18518i,-0.037147+0.15516i,-0.016731+0.096589i,0.0098339+0.055344i,0.036522+0.0076598i,0.019479-0.065213i,-0.016445-0.095832i,-0.020203-0.056583i,0.0030856-0.0039819i,0.022282+0.011363i,0.022126+0.0038088i,0.014521+0.0013523i,0.001613+0.0039708i,-0.014547+0.012285i,-0.018703+0.020927i,-0.012653+0.015152i,-0.0068245+0.0039456i,0.0022593+0.0010247i,0.014182+0.00087043i,0.017556-0.0025928i,0.0079481-0.0067287i
-0.2532+0.074851i,-0.42609+0.15697i,-0.39462+0.16666i,-0.2376+0.047385i,-0.18619-0.093i,-0.22043-0.11439i,-0.20001-0.04701i,-0.13435+0.0090911i,-0.091311+0.036284i,-0.068498+0.04999i,-0.048804+0.052852i,-0.026575+0.04846i,-0.010115+0.036137i,-0.01167+0.020322i,-0.019761+0.011494i,-0.019743+0.0071719i,-0.013345+0.0039181i,-0.0052098+0.0036855i,0.00089018+0.0060356i,0.0026841+0.011315i,0.0027603+0.01945i,0.0049774+0.024553i,0.010739+0.018557i
-0.048455-0.11759i,-0.010778-0.20615i,0.041251-0.18964i,0.052038-0.098399i,0.033257-0.018821i,0.0020094+0.046627i,0.0042619+0.1074i,0.060279+0.11384i,0.09407+0.060348i,0.054942+0.0056551i,-0.0068283-0.015029i,-0.036533-0.011296i,-0.032513-0.0045855i,-0.017206-0.0039333i,-0.0024735-0.0086279i,0.0066874-0.016111i,0.0058741-0.019012i,0.0023704-0.013333i,-0.00047773-0.0051685i,-0.0094558+0.0012398i,-0.021492+0.0066382i,-0.025992+0.012045i,-0.017382+0.016829i
0.22693-0.043132i,0.29327-0.21478i,0.17515-0.27779i,0.056027-0.15246i,0.085516-0.0505i,0.11881-0.086977i,0.051926-0.11709i,-0.0083956-0.088375i,-0.020172-0.07858i,-0.020167-0.085575i,-0.014065-0.087078i,-0.012249-0.077274i,-0.010796-0.0449i,0.0041037-0.015493i,0.015762-0.0072611i,0.012029-0.008406i,0.0045501-0.0063561i,0.00021397-0.00047931i,-0.0028255-0.00087661i,-0.0065181-0.007583i,-0.0096976-0.015753i,-0.012797-0.023938i,-0.014179-0.022811i
0.13322+0.23021i,0.20398+0.33185i,0.18634+0.25703i,0.098594+0.11249i,0.02432+0.041952i,-0.00029316+0.0092626i,-0.01265-0.012435i,-0.03453+0.014406i,-0.028846+0.060123i,0.008246+0.065352i,0.036274+0.038566i,0.032184+0.013343i,0.0090324+0.00045394i,-0.0081018-0.0037761i,-0.010685+0.002062i,0.0010965+0.017822i,0.015043+0.024203i,0.016142+0.014914i,0.010761+0.0047038i,0.011277-0.0038291i,0.016032-0.014227i,0.016442-0.019534i,0.008487-0.011005i
-0.10843+0.24551i,-0.13447+0.37996i,-0.061467+0.33054i,-0.013087+0.14858i,-0.030211+0.046912i,-0.034137+0.050131i,-0.019712+0.03767i,0.005196+0.0074499i,0.039553-0.010232i,0.047496-0.0090467i,0.042245+0.010654i,0.048979+0.012611i,0.039143-0.0045814i,0.010598-0.0067297i,-0.0099347-0.0017081i,-0.019211-0.0046855i,-0.020967-0.00478i,-0.01667-0.00020807i,-0.0081252+0.0031597i,0.0027653+0.0072209i,0.011153+0.013781i,0.017611+0.018791i,0.016009+0.013531i
-0.32771-0.077535i,-0.35213-0.16964i,-0.18256-0.19659i,-0.0071198-0.16102i,0.044732-0.11024i,0.050565-0.066977i,0.053166-0.051081i,0.021119-0.052767i,-0.022516-0.038188i,-0.036366-0.0086132i,-0.028205+0.013617i,-0.021248+0.020786i,-0.016503+0.0165i,-0.0082103+0.0064642i,-0.0014851-0.006217i,-0.0011359-0.015082i,-0.0067044-0.014096i,-0.0086123-0.0075855i,-0.0064376-0.00075663i,-0.0089548+0.0090546i,-0.014845+0.017227i,-0.016159+0.019203i,-0.007598+0.013457i
-0.045254-0.06296i,-0.032026-0.10681i,-0.075533-0.02458i,-0.086034+0.1148i,-0.041259+0.16869i,-0.023315+0.16489i,-0.020831+0.16081i,-0.013095+0.1403i,-0.0078967+0.10872i,-0.0039064+0.059098i,-0.022396+0.0028734i,-0.042264-0.0097376i,-0.025896+0.0022159i,0.0027196-0.00053202i,0.013819-0.0017314i,0.010942+0.0079379i,0.0076083+0.011846i,0.0062569+0.0077234i,0.00091016+0.0036213i,-0.0066617-0.0027512i,-0.014255-0.011633i,-0.02345-0.015119i,-0.025412-0.0098394i
0.069607+0.074494i,0.19598+0.15035i,0.19548+0.088056i,0.052759-0.005783i,-0.051027+0.0029145i,-0.03313+0.0054849i,0.011413-0.044826i,0.03414-0.069566i,0.044801-0.070089i,0.041394-0.055428i,0.045935-0.026621i,0.049751-0.011545i,0.032341-0.0010163i,0.012908+0.015653i,0.0076046+0.018608i,0.013989+0.0031803i,0.017117-0.013698i,0.01282-0.018078i,0.0094481-0.013447i,0.0081878-0.011133i,0.011063-0.012857i,0.017053-0.015333i,0.017595-0.0089592i
-0.071429-0.19493i,-0.14111-0.076866i,-0.098185+0.020343i,-0.042118-0.010185i,-0.068943-0.063009i,-0.08675-0.017144i,-0.045198+0.048021i,-0.019828+0.033873i,-0.041985+0.0030705i,-0.053891+0.018512i,-0.032556+0.029002i,-0.01931-0.0015836i,-0.029069-0.028891i,-0.037171-0.024858i,-0.03639-0.0098371i,-0.034483+0.0051116i,-0.023448+0.019473i,-0.0089911+0.021073i,-0.0036803+0.011462i,0.00071202+0.0076779i,0.00958+0.0080239i,0.016537+0.0054584i,0.01388+0.0039247i
-0.12384-0.12699i,-0.32262-0.14891i,-0.3246-0.14667i,-0.14786-0.18098i,-0.037937-0.2137i,-0.063678-0.16592i,-0.099103-0.067705i,-0.064224+0.010343i,0.0020762+0.03215i,0.022412+0.010072i,0.0010322-0.00077263i,-0.006649+0.017869i,0.0024209+0.027611i,0.0027142+0.010269i,-0.0041255-0.01489i,-0.010602-0.028783i,-0.01745-0.025024i,-0.021746-0.013334i,-0.021859-0.0051255i,-0.02003+0.0030819i,-0.018132+0.015825i,-0.014899+0.025599i,-0.0097552+0.019617i
0.2265-0.091242i,0.29303-0.19635i,0.30799-0.10146i,0.30594+0.043361i,0.2693+0.053936i,0.18759+0.005442i,0.10863-0.0019095i,0.070205+0.010291i,0.046313-0.0010443i,0.011087-0.015268i,-0.0086964+0.002009i,-0.0018898+0.02428i,0.0084032+0.023271i,0.016717+0.011105i,0.026079+0.0077946i,0.03299+0.011452i,0.031051+0.0051193i,0.023212-0.0057052i,0.017639-0.0095558i,0.0062276-0.012206i,-0.013605-0.013121i,-0.027094-0.0086429i,-0.025843-0.0013586i
0.34936+0.19632i,0.47788+0.041097i,0.2378-0.098257i,-0.061533+0.013567i,-0.09195+0.20462i,-0.021542+0.22865i,-0.014329+0.13629i,-0.03777+0.054102i,-0.044088+0.027756i,-0.0068243+0.016064i,0.025748-0.03243i,0.012176-0.071134i,0.0019182-0.055947i,0.013789-0.023937i,0.015383-0.0099412i,-0.00021234-0.010281i,-0.011349-0.0096494i,-0.0070934-0.0064376i,0.0013201-0.0085626i,0.0072094-0.015089i,0.010463-0.027218i,0.0091436-0.038574i,0.0077668-0.035307i
-0.29582+0.1115i,-0.29595+0.29649i,-0.14253+0.28282i,-0.023028+0.1118i,-0.0098204+0.011164i,0.049847-0.016968i,0.12523-0.060985i,0.10291-0.081901i,0.053874-0.048675i,0.040111-0.012995i,0.027239+0.0024817i,-0.0023876+0.0083873i,-0.03709+0.016094i,-0.049622+0.027031i,-0.0305+0.028816i,-0.0022885+0.022555i,0.017429+0.013144i,0.018447+0.0035308i,0.0087872+0.0019023i,0.011264+0.0049362i,0.022705+0.0081013i,0.029515+0.013194i,0.029295+0.017437i
0.08463-0.22176i,-0.032475-0.14284i,-0.12102-0.034325i,-0.16275-0.046647i,-0.21569-0.099128i,-0.25536-0.028889i,-0.18694+0.097042i,-0.057523+0.10341i,-0.018357+0.016065i,-0.061019-0.014392i,-0.067689+0.010115i,-0.029826+0.014749i,-0.00081368-0.0045591i,0.0024658-0.024592i,-0.011001-0.028109i,-0.021435-0.016071i,-0.020326+0.0014689i,-0.011971+0.015456i,-0.0054936+0.023003i,-0.0046707+0.027826i,-0.0018177+0.029276i,0.0022612+0.023128i,-0.0040142+0.013022i
0.17072+0.12833i,0.19783-0.13569i,0.21412-0.34266i,0.21358-0.3146i,0.16697-0.18617i,0.097474-0.069955i,0.067524+0.023005i,0.089923+0.058556i,0.09735+0.043703i,0.078609+0.024804i,0.06976+0.0025102i,0.059419-0.023284i,0.036384-0.029766i,0.021238-0.018482i,0.025338-0.010661i,0.028581-0.014502i,0.013515-0.022475i,-0.0043993-0.029773i,-0.012134-0.03652i,-0.015738-0.03041i,-0.019579-0.012199i,-0.022441+0.0028488i,-0.016789+0.013738i
0.079767+0.26755i,0.17282+0.22803i,0.095855+0.25773i,0.042028+0.32637i,0.12436+0.27709i,0.12342+0.1512i,0.0093256+0.10272i,-0.048405+0.10872i,-0.018467+0.076332i,0.0028664+0.023237i,-0.013259+0.019578i,-0.025717+0.046625i,-0.02444+0.048549i,-0.025745+0.034877i,-0.03232+0.033888i,-0.029339+0.03979i,-0.009768+0.033293i,0.0086622+0.015921i,0.011308+0.0049832i,0.0039248+0.0026653i,-0.0076818+0.0027018i,-0.017878+7.5194e-05i,-0.019379-0.0073411i
-0.28113+0.42228i,0.013913+0.54971i,0.20524+0.26999i,0.058896-0.048797i,-0.15006-0.069968i,-0.1891-0.04323i,-0.1808-0.094156i,-0.17124-0.067189i,-0.12454+0.0031332i,-0.073742+0.028051i,-0.040494+0.0013581i,-0.032588-0.034161i,-0.028124-0.024348i,0.0002557-0.0048675i,0.023177-0.016769i,0.019802-0.02639i,0.011162-0.010657i,0.008774+0.0096002i,0.0091642+0.014373i,0.0081709-0.0030904i,0.0089632-0.029157i,0.016264-0.042738i,0.020697-0.0388i
-0.6432-0.86413i,-0.81639-0.5996i,-0.53631-0.13998i,-0.15615+0.079121i,-6.6955e-05+0.10322i,0.10126+0.15409i,0.22166+0.15088i,0.21115+0.057151i,0.11067+0.004785i,0.048381+0.012654i,0.042877+0.026794i,0.0589+0.011005i,0.042009-0.036997i,-0.013911-0.05552i,-0.048579-0.031524i,-0.042977-0.015438i,-0.02794-0.014252i,-0.016261-0.012792i,-0.0038966-0.0060545i,0.012381+0.011332i,0.025672+0.029022i,0.024096+0.038217i,0.01512+0.041772i
0.86551-0.46628i,0.57377-0.52997i,0.10317-0.37778i,-0.09537-0.23559i,-0.11401-0.23925i,-0.19236-0.25474i,-0.24209-0.1784i,-0.17722-0.10461i,-0.089786-0.094572i,-0.073821-0.10336i,-0.10396-0.077827i,-0.10782-0.013181i,-0.059515+0.031905i,-0.0059123+0.011203i,0.010842-0.033426i,0.0067693-0.047951i,-0.00098949-0.036814i,-0.010973-0.023692i,-0.02233-0.020687i,-0.032308-0.019497i,-0.037253-0.010667i,-0.035285-0.0059885i,-0.027605-0.0096666i
0.6219+0.73337i,0.75738+0.51947i,0.73101+0.2399i,0.58528+0.097732i,0.38426+0.043823i,0.21001+0.056729i,0.11635+0.087179i,0.087548+0.084452i,0.068064+0.062076i,0.075479+0.044204i,0.12058+0.014398i,0.13695-0.024424i,0.10491-0.021052i,0.082942+0.026884i,0.088949+0.065273i,0.08951+0.063689i,0.072399+0.033292i,0.048362+0.0064763i,0.028833+0.00010317i,0.019577-0.0016697i,0.017299-0.0098561i,0.014261-0.011408i,0.004619+0.0057427i
0.04259+0.59976i,0.10142+0.33078i,-0.17384+0.070095i,-0.4083+0.1522i,-0.34189+0.35164i,-0.25959+0.41782i,-0.21245+0.41433i,-0.077696+0.32107i,0.020361+0.16996i,0.025838+0.094223i,0.0036405+0.080129i,-0.03237+0.069151i,-0.055384+0.063927i,-0.053027+0.045397i,-0.057599+0.015094i,-0.063334+0.007374i,-0.043354+0.011723i,-0.015799+0.0027449i,-0.0077836-0.0082677i,-0.014636+0.00069014i,-0.020601+0.021091i,-0.012977+0.032542i,0.0050186+0.020908i
-1.1108+0.62385i,-0.75905+0.93756i,-0.13662+0.66903i,0.10089+0.11271i,-0.054668-0.26743i,-0.23931-0.42969i,-0.32954-0.37268i,-0.27282-0.1678i,-0.14733-0.072152i,-0.10632-0.077673i,-0.072177-0.073985i,-0.024579-0.09703i,-0.048471-0.10035i,-0.061996-0.045471i,-0.019905-0.0078467i,0.0081692+0.0014874i,0.0097275+0.021595i,0.0095399+0.035476i,0.01135+0.021138i,0.010123-0.0036117i,0.013304-0.021915i,0.024134-0.031665i,0.035065-0.033905i
-0.38146-1.4351i,-0.48896-1.2673i,-0.2967-0.68125i,-0.048138-0.19802i,0.1104+0.1381i,0.23271+0.39475i,0.25478+0.40993i,0.16565+0.26153i,0.10847+0.14736i,0.10452+0.070232i,0.097621+0.04918i,0.1253+0.064341i,0.14898+0.020367i,0.077498-0.036185i,-0.028355-0.035066i,-0.068674-0.013536i,-0.057747-0.016257i,-0.046608-0.02569i,-0.042364-0.011283i,-0.028831+0.011423i,-0.012526+0.023471i,-0.021043+0.036058i,-0.047603+0.057899i
0.95384+0.088305i,0.84913+0.036094i,0.45248-0.055242i,0.11293-0.10867i,-0.10162-0.16847i,-0.24965-0.21528i,-0.23832-0.17409i,-0.13334-0.14454i,-0.095439-0.12957i,-0.081868-0.087898i,-0.067267-0.087462i,-0.10548-0.072436i,-0.11368+0.0045599i,-0.059977+0.036102i,-0.033402+0.0028793i,-0.041005-0.029288i,-0.03734-0.040379i,-0.016246-0.042073i,0.00079381-0.046412i,0.0014557-0.042366i,-0.0058321-0.032311i,-0.0093156-0.037531i,-0.0044144-0.047369i
0.068652+0.40761i,-0.086241+0.43925i,-0.063205+0.4741i,0.10462+0.4204i,0.20066+0.36447i,0.19311+0.43183i,0.16443+0.48027i,0.16333+0.37733i,0.1675+0.1952i,0.15762+0.068639i,0.16982+0.013411i,0.16942-0.019475i,0.1357-0.010925i,0.13902+0.017599i,0.1725+0.014903i,0.17518-0.00076346i,0.13168-0.0092974i,0.055661-0.0092541i,-0.01494-0.00095566i,-0.047007+0.0078428i,-0.035344+0.014173i,0.0019771+0.016438i,0.027221+0.020861i
0.0069687+0.096508i,0.081138-0.17725i,-0.014103-0.45016i,-0.20942-0.44448i,-0.35727-0.26003i,-0.44369-0.040611i,-0.38196+0.17041i,-0.1668+0.21437i,-0.048055+0.12281i,-0.043057+0.08565i,-0.018197+0.054867i,-0.017809-0.014356i,-0.036997-0.020209i,-0.0078205-0.00074487i,0.01793-0.020787i,-0.0016334-0.029953i,-0.016702-0.017582i,-0.010479-0.011646i,-0.0071219-0.0029048i,-0.011752+0.0064958i,-0.018493+0.0023749i,-0.023894+0.0079686i,-0.01315+0.02931i
-2.0575+7.0302i,0.32337+7.031i,3.4763+5.9864i,4.5616+2.5428i,3.6171-0.69634i,1.4292-2.0471i,-0.38831-1.2562i,-0.86804-0.019251i,-0.22664+0.50226i,0.6446+0.023449i,0.7277-0.8277i,0.20994-1.35i,-0.42668-1.8799i,-1.1389-2.5576i,-1.4025-2.5778i,-0.93157-1.5371i,-0.36044-0.42615i,-0.33622+0.081654i,-0.67787+0.34426i,-0.65385+0.63394i,-0.11709+0.74185i,0.42631+0.45204i,0.51625-0.020574i
0.2195-0.50692i,0.25537-0.46796i,0.19358-0.31983i,0.025094-0.25315i,-0.16208-0.23773i,-0.2379-0.10817i,-0.12984+0.070195i,0.047306+0.11664i,0.087517+0.06786i,0.02477+0.062122i,-0.0038492+0.073741i,-0.010456+0.067258i,-0.013557+0.06861i,-0.0375+0.03508i,-0.10562-0.0086373i,-0.13171-0.0009095i,-0.079772+0.010793i,-0.026648-0.0016085i,-0.01302-0.0060734i,-0.0082515+0.012613i,0.020089+0.029755i,0.042576+0.017513i,0.031765-0.0017101i
0.18367+0.47817i,0.21651+0.35481i,0.10727+0.10088i,0.0084046+0.05899i,0.057489+0.2296i,0.14425+0.33285i,0.11599+0.27409i,0.013814+0.16262i,-0.029154+0.082516i,0.0065885+0.012283i,0.011214-0.060611i,-0.039393-0.085734i,-0.079662-0.054691i,-0.096518-0.0022526i,-0.092758+0.039263i,-0.05887+0.052748i,-0.017985+0.044511i,-0.0022837+0.032961i,-5.0023e-06+0.03904i,0.0074386+0.039782i,0.005482+0.019782i,0.0054458+0.0029835i,0.018196-0.012504i
-0.39535+0.17701i,-0.49947+0.3457i,-0.37917+0.4123i,-0.12808+0.22973i,0.027462-0.09291i,0.064301-0.36985i,0.0025026-0.47342i,-0.10706-0.33671i,-0.12552-0.11331i,-0.090868-0.0086717i,-0.092449+0.024034i,-0.088672+0.046483i,-0.086204+0.034873i,-0.1058+0.021846i,-0.12146+0.032059i,-0.11199+0.050774i,-0.077331+0.055928i,-0.038157+0.034551i,-0.0046027-0.00066249i,0.009139-0.025692i,-0.0037591-0.024655i,-0.027826-0.0066514i,-0.053549+0.0052336i
-0.26205-0.24599i,-0.12243-0.17863i,0.10331-0.080252i,0.13661-0.06167i,-0.043184-0.11061i,-0.24349-0.1084i,-0.31762-0.022853i,-0.21395+0.061616i,-0.066388+0.028932i,-0.02368-0.012702i,0.00063199+0.033226i,0.062632+0.049085i,0.058967-0.004558i,-0.012138-0.034057i,-0.059268-0.041327i,-0.06097-0.062932i,-0.040501-0.068629i,-0.019646-0.045253i,-0.015485-0.015794i,-0.019744+0.0042667i,-0.015859+0.010721i,-0.017564+0.0082932i,-0.029938+0.013847i
0.43673-0.29497i,0.3039-0.38489i,0.010549-0.35458i,-0.11501-0.21584i,-0.025776-0.098428i,0.035017-0.10569i,0.00605-0.14967i,-0.018448-0.13432i,0.0047596-0.076022i,0.031018-0.054543i,-0.0021426-0.056245i,-0.059464-0.021953i,-0.072162+0.021799i,-0.060879+0.035796i,-0.057703+0.037404i,-0.043587+0.047025i,-0.0095723+0.047882i,0.022394+0.030786i,0.045381+0.013181i,0.06022-0.0063119i,0.049133-0.03462i,0.011449-0.057462i,-0.026208-0.057317i
-0.042569+0.77672i,0.047749+0.94528i,0.1641+0.81252i,0.16484+0.474i,0.06749+0.12362i,-0.037036-0.10596i,-0.11409-0.15019i,-0.11754-0.058289i,-0.072687+0.019812i,-0.030375+0.050398i,0.025753+0.070465i,0.072904+0.059955i,0.064722+0.030291i,0.041023+0.013254i,0.032159+0.0041769i,0.018662-0.0034679i,0.0017763-0.0068809i,-0.0040999-0.0065507i,-0.00060827-0.010269i,-0.0027675-0.012569i,-0.0093072+0.0024939i,-0.014439+0.02682i,-0.023805+0.045856i
-0.25666-0.40015i,-0.29566-0.62272i,-0.29434-0.57888i,-0.21295-0.27559i,-0.079858+0.066667i,0.01129+0.26208i,0.029787+0.27129i,0.02373+0.1712i,0.035443+0.082264i,0.054497+0.035403i,0.038125+0.0069728i,0.011241+0.0018205i,0.017334-0.002044i,0.027002-0.031378i,0.018901-0.069284i,0.0060291-0.077064i,-0.0014125-0.047843i,-0.0030556-0.013957i,-0.010144+0.0046198i,-0.010735+0.00968i,0.0053713-0.0014152i,0.01805-0.028387i,0.011403-0.053131i
-0.018023+0.03444i,0.018439+0.20739i,0.075474+0.2287i,0.10656+0.079734i,0.11246-0.090432i,0.19008-0.19212i,0.27256-0.25811i,0.18662-0.26626i,0.02069-0.16476i,-0.046232-0.065358i,-0.050841-0.04199i,-0.04772-0.027337i,-0.02638-0.00095538i,0.0029118+0.022056i,0.028665+0.033985i,0.030555+0.021602i,0.0023327+0.0030611i,-0.021862+0.0007171i,-0.014304+0.0088536i,0.0061258+0.015283i,0.0052484+0.020408i,-0.019112+0.02894i,-0.04037+0.031975i
-0.0084329-0.50589i,-0.10247-0.4378i,-0.068176-0.17397i,-0.015233-0.037799i,-0.04074-0.10559i,-0.13445-0.19101i,-0.20925-0.15965i,-0.15235-0.056852i,-0.044237-0.028246i,-0.027859-0.023435i,-0.034432+0.030043i,-0.011949+0.062393i,-0.0040408+0.055214i,-0.010443+0.042174i,-0.015017+0.041541i,-0.0024146+0.048055i,0.02491+0.034226i,0.036317+0.008497i,0.024096-0.0092655i,0.0078689-0.015641i,0.0078922-0.010973i,0.02286-0.0066936i,0.028467-0.0073528i
0.45336+0.3523i,0.42764+0.095453i,0.18695-0.18299i,0.022082-0.16009i,0.027056+0.074228i,0.084983+0.23569i,0.114+0.21189i,0.06697+0.093899i,0.013024+0.043464i,0.041689+0.020877i,0.056587-0.04578i,0.0097483-0.077817i,-0.02001-0.049997i,-0.01335-0.0092085i,0.0044212+0.017023i,0.013595+0.016151i,0.0051997+0.005025i,-0.0087323+0.0069951i,-0.013808+0.022879i,-0.010165+0.031345i,-0.0070885+0.014354i,-0.0016511-0.018915i,0.010481-0.043439i
-0.57214+0.47254i,-0.51046+0.70979i,-0.26295+0.7239i,-0.070968+0.49308i,0.040336+0.24103i,0.17147+0.083101i,0.23062-0.026545i,0.14313-0.052452i,0.041699-0.00056559i,0.0020266+0.039753i,-0.013211+0.057541i,-0.01078+0.065491i,0.0041748+0.049378i,0.014944+0.020455i,0.011572-0.0028921i,-0.0056894-0.012011i,-0.013444-0.0058353i,-0.0014242-0.0054742i,0.010388-0.021124i,0.0080974-0.028657i,-0.0035433-0.013391i,-0.022418+0.016069i,-0.039784+0.039501i
