-0.0016357-0.0008362i,-0.001502+0.00020156i,-0.0024479+0.0011603i,-0.0021967+0.0016357i,-0.0010689+0.0018064i,-0.00023878+0.0014337i,0.00021804+0.0015855i,0.00046916+0.00050748i,0.00026312-0.00075138i,0.00094832-0.00093551i,0.0010129-0.00066332i,5.5091e-05-0.00032499i,-0.00047744-0.00011273i,-0.00053509-0.00051123i,0.00013965-0.0010588i,0.00039999-0.00099429i,0.00034979-0.00012393i,8.1579e-05+0.00055321i,-0.00037851+0.00067625i,-0.00053728+4.5345e-05i,-0.00074422+9.8507e-05i,-0.00098175+0.00041383i,-0.00031956-0.00020876i
-0.0075965-0.60208i,0.019247-0.77835i,0.0011727-0.7626i,-0.055651-0.57377i,-0.11059-0.41361i,-0.17352-0.35957i,-0.21153-0.2769i,-0.14471-0.16571i,-0.057567-0.1231i,-0.041396-0.092507i,-0.025599-0.038182i,0.01842-0.016844i,0.032443-0.024851i,0.010359-0.014799i,0.0070493+0.0086035i,0.028565+0.0052201i,0.026837-0.015483i,0.0025719-0.011063i,-0.0043303+0.0093613i,0.0081278+0.011414i,0.019983+0.003718i,0.032497+0.0072334i,0.049319+0.013725i
0.17488-0.21369i,-0.0054343-0.021549i,-0.091067+0.26598i,0.021031+0.34333i,0.11217+0.2309i,0.084279+0.15656i,0.059971+0.12087i,0.048487+0.068578i,0.030414+0.047589i,0.026393+0.029631i,-0.01019+0.003689i,-0.060608+0.023108i,-0.052292+0.053043i,-0.018949+0.046732i,-0.015972+0.038255i,-0.021217+0.044341i,-0.0068767+0.036242i,0.015134+0.010549i,0.022056-0.009663i,0.0098602-0.012326i,-0.0075621-0.0102i,-0.019572-0.021806i,-0.022129-0.037543i
0.3936+0.52937i,0.56195+0.42057i,0.47734+0.11665i,0.18557-0.047787i,0.013638+0.019727i,0.067258+0.097784i,0.12905+0.070661i,0.084689+0.027886i,0.026116+0.023552i,0.024156+0.02191i,0.050031-0.01222i,0.045651-0.05369i,0.0072706-0.046028i,-0.016083-0.009939i,-0.016471+0.0043091i,-0.017496+0.003767i,-0.018633+0.00587i,-0.02275+0.0066706i,-0.033472+0.010112i,-0.031651+0.022067i,-0.011965+0.035684i,0.0094835+0.045834i,0.023261+0.046456i
-0.81914-0.10915i,-0.99298-0.12528i,-0.80885-0.032125i,-0.41423+0.049234i,-0.11454-0.0040193i,-0.028743-0.11618i,-0.042727-0.14654i,-0.029358-0.10622i,-0.0051677-0.075608i,-0.011871-0.036334i,-0.010555+0.028446i,0.021692+0.056305i,0.04525+0.024737i,0.044833-0.0070212i,0.045924-0.016147i,0.053853-0.027737i,0.048099-0.034156i,0.035228-0.01739i,0.03552-0.0031878i,0.032874-0.016052i,0.013558-0.030566i,-0.0049502-0.021457i,-0.0088352+0.0017313i
0.47366-0.25042i,0.63248-0.23475i,0.52429-0.16086i,0.2844-0.092887i,0.099346-0.030632i,0.031002+0.013506i,0.038936+0.011834i,0.036157+0.0081487i,0.014263+0.038698i,0.0021495+0.047323i,-0.023952+0.024454i,-0.048181+0.026295i,-0.038151+0.04138i,-0.023246+0.038125i,-0.024274+0.036838i,-0.028969+0.05183i,-0.022571+0.05633i,-0.0079881+0.02961i,-0.002644-0.0047727i,-0.0031117-0.017086i,-0.0024195-0.014353i,-0.0073778-0.011738i,-0.014235-0.011082i
-0.10677+0.076574i,-0.20527+0.13697i,-0.15899+0.097057i,-0.074135+0.003873i,-0.016484-0.058444i,0.0296-0.067915i,0.026369-0.041415i,-0.0072495-0.020074i,-0.024929-0.040063i,-0.028863-0.068776i,-0.02016-0.081648i,-0.010648-0.087213i,-0.009041-0.075746i,-0.010034-0.048643i,-0.016319-0.026221i,-0.019657-0.020212i,-0.015499-0.019479i,-0.0092335-0.0059589i,-0.0040379+0.015874i,0.00021832+0.028098i,0.0094862+0.024192i,0.022672+0.0072711i,0.030677-0.0080103i
0.091977+6.7699e-05i,0.0032412-0.062734i,-0.069052-0.019921i,-0.02638+0.024598i,0.0024303-0.0014937i,-0.056087-0.046755i,-0.11014-0.067893i,-0.10271-0.039165i,-0.036786+0.0092905i,0.028789+0.022953i,0.05102+0.021251i,0.042453+0.023928i,0.024122+0.021227i,0.017512+0.011151i,0.020341-0.0035373i,0.013552-0.004503i,0.0027227+0.012471i,0.00075015+0.021416i,0.0060474+0.012535i,0.0048246+7.9019e-05i,-0.010874-0.0026235i,-0.024903+0.01111i,-0.022082+0.027621i
-0.20478+0.22079i,-0.026626+0.24653i,0.10774+0.18459i,0.078813+0.1428i,0.038718+0.15616i,0.090969+0.17476i,0.15037+0.15136i,0.12917+0.087909i,0.050592+0.051168i,-0.0097928+0.07117i,-0.022623+0.10698i,0.0032984+0.11242i,0.033475+0.074943i,0.032567+0.030843i,0.015294+0.010688i,0.0083332+0.00062399i,0.002064-0.01174i,-0.0052307-0.014539i,-0.0045411-0.011856i,-0.00019235-0.012848i,0.0083829-0.012026i,0.012718-0.0096788i,0.0012554-0.0074192i
0.014999-0.24564i,-0.051915-0.30647i,-0.18094-0.35921i,-0.25179-0.32042i,-0.18801-0.21871i,-0.10178-0.17815i,-0.079912-0.1705i,-0.077669-0.13522i,-0.066239-0.10135i,-0.049561-0.1024i,-0.051113-0.13256i,-0.074222-0.13545i,-0.077926-0.082838i,-0.04393-0.023538i,-0.0059044-0.003362i,-0.0014824-0.01135i,-0.014084-0.014169i,-0.015814-0.0053135i,-0.0088234+0.0081901i,-0.00048802+0.020655i,0.0011431+0.026407i,-0.00049888+0.021419i,0.0082053+0.0044915i
0.080016-0.026824i,0.05636+0.13652i,0.21472+0.3116i,0.38015+0.24472i,0.3269+0.032306i,0.17123-0.077333i,0.07104-0.081844i,0.042148-0.043635i,0.063199-0.013356i,0.07288-0.0058006i,0.072614+0.023565i,0.085913+0.052904i,0.077972+0.040399i,0.043212+0.013312i,0.014391+0.0087055i,0.018401+0.017969i,0.038542+0.010205i,0.038366-0.013161i,0.022242-0.026269i,0.011225-0.02438i,0.0068528-0.021133i,0.00073207-0.019125i,-0.0082008-0.011003i
0.36208+0.033521i,0.30641-0.23002i,-0.035331-0.32639i,-0.25816-0.11751i,-0.16118+0.11147i,-0.0064319+0.16166i,0.039521+0.11781i,0.010686+0.070298i,-0.021107+0.059795i,-0.011582+0.062993i,-0.0063236+0.043059i,-0.024994+0.016997i,-0.031674+0.0067803i,-0.018853+0.0099907i,-0.0038689+0.0076609i,-0.011966+0.00026377i,-0.033377+0.012369i,-0.033919+0.035459i,-0.021247+0.039668i,-0.017735+0.022837i,-0.018687+0.0030894i,-0.0123-0.0062378i,-0.0010346-0.010088i
-0.77004+0.31081i,-0.67019+0.53564i,-0.26497+0.4277i,-0.047913+0.1015i,-0.13416-0.07147i,-0.19566-0.060256i,-0.12859-0.043416i,-0.062937-0.055715i,-0.056619-0.062495i,-0.077257-0.046651i,-0.075064-0.0076469i,-0.040494+0.02436i,-0.0031051+0.028862i,0.01554+0.016553i,0.019218+0.0078684i,0.0275+0.00325i,0.03833-0.012167i,0.037387-0.029933i,0.031607-0.032179i,0.032811-0.018161i,0.040838+0.0015118i,0.043255+0.013826i,0.031269+0.014837i
0.30973-0.63914i,0.31483-0.68518i,0.22619-0.47372i,0.15359-0.23293i,0.15309-0.1234i,0.15917-0.10243i,0.12617-0.094034i,0.08787-0.074065i,0.07712-0.041858i,0.08518-0.02917i,0.074278-0.057212i,0.03548-0.079966i,-0.0043677-0.064676i,-0.029607-0.028115i,-0.031581+0.0081025i,-0.022165+0.02389i,-0.02045+0.023497i,-0.023404+0.022303i,-0.025193+0.022363i,-0.02877+0.020613i,-0.037579+0.014966i,-0.04378+0.0084639i,-0.034562+0.0037226i
0.28719+0.38672i,0.13967+0.38511i,-0.021524+0.31597i,-0.0023549+0.22187i,0.082974+0.085062i,0.08747-0.033243i,0.023182-0.048512i,-0.026405+0.014241i,-0.025128+0.050854i,-0.019539+0.039293i,-0.031089+0.043742i,-0.028713+0.062759i,-0.0080241+0.052809i,0.0087995+0.015204i,0.0033211-0.015788i,-0.0096553-0.021097i,-0.003981-0.012444i,0.01229-0.006347i,0.019245-0.0050236i,0.015886-0.0025137i,0.014495+0.0019219i,0.021882+0.0024065i,0.028108-0.0049272i
-0.047158+0.33224i,0.14985+0.22302i,0.18219+0.00014792i,0.0080364-0.059099i,-0.12427+0.073659i,-0.13188+0.18786i,-0.078756+0.17374i,-0.027986+0.079877i,-0.01573+0.01923i,0.00073922+0.016882i,0.03696+0.0003337i,0.052128-0.035703i,0.044062-0.045051i,0.032164-0.028961i,0.027097-0.011832i,0.02479-0.0053237i,0.0093602-0.00051152i,-0.011902+0.0082739i,-0.017922+0.0075518i,-0.010345-0.0053152i,-0.0050503-0.015894i,-0.0056498-0.01526i,-0.0048491-0.0060553i
-0.63324-0.57383i,-0.74552-0.42036i,-0.47082-0.11362i,-0.083213-0.029023i,0.091966-0.17224i,0.11364-0.26904i,0.12359-0.24043i,0.10461-0.17435i,0.054746-0.12053i,0.0048882-0.072215i,-0.024176-0.013576i,-0.023469+0.034069i,-0.014015+0.047856i,-0.0067573+0.044382i,-0.0039511+0.036361i,-0.0032166+0.030381i,0.0056088+0.019798i,0.013776+0.0031694i,0.011436+0.00013954i,0.0032412+0.012245i,-0.0052604+0.030453i,-0.012201+0.042429i,-0.017439+0.037184i
0.75935-0.15734i,0.73881-0.1901i,0.37979-0.15853i,0.054407-0.054201i,-0.032792+0.083929i,-0.037084+0.13549i,-0.070964+0.11033i,-0.078306+0.096613i,-0.048574+0.0956i,-0.017609+0.075279i,-0.0048572+0.033079i,-0.0057455-0.0010532i,-0.0018159-0.011639i,0.00026658-0.017361i,-0.0083815-0.019662i,-0.018049-0.018469i,-0.023659-0.018045i,-0.023703-0.017716i,-0.017619-0.019968i,-0.010131-0.028582i,-0.0064056-0.046223i,-0.0053649-0.058806i,-0.0012716-0.051244i
-0.22414+0.63532i,-0.18453+0.57403i,0.0046184+0.31289i,0.14137+0.12623i,0.14846+0.069136i,0.15077+0.036444i,0.1322-0.014446i,0.057155-0.034994i,0.0092509-0.024554i,0.0050333-0.026775i,0.0026512-0.02273i,0.00068279-0.0018881i,-0.0019608+0.010707i,-0.0041686+0.01427i,0.0055574+0.009234i,0.018158+0.00083629i,0.02233+0.0031686i,0.020849+0.010683i,0.015856+0.010786i,0.010923+0.009753i,0.014377+0.01786i,0.022995+0.025874i,0.023939+0.023219i
-0.38918-0.056763i,-0.36899+0.039587i,-0.31643+0.14968i,-0.29691+0.14202i,-0.27756+0.037862i,-0.25538-0.023816i,-0.1951-0.010252i,-0.10564-0.0027463i,-0.055325-0.020954i,-0.040317-0.012808i,-0.021601+0.0031112i,-0.0088575-0.00028328i,-0.0036751-0.0038516i,0.0050497-0.0040367i,0.007429-0.00095605i,-0.00099687+0.0095665i,-0.011548+0.011428i,-0.017058+0.0037744i,-0.014313+0.0031221i,-0.0060249+0.0064716i,-0.0005613+0.0068436i,0.00062964+0.0037919i,0.0026687-0.0028988i
0.27936-0.63682i,0.23587-0.74074i,0.14694-0.60436i,0.12989-0.37291i,0.15748-0.19232i,0.16364-0.095021i,0.13657-0.059116i,0.099926-0.037857i,0.082092-0.013517i,0.060763-0.0076001i,0.017748-0.0047528i,-0.010084+0.0033372i,-0.017953+0.00088162i,-0.023898+0.0010595i,-0.023379+0.0019356i,-0.016143-0.010908i,-0.0052812-0.024604i,0.0057876-0.025005i,0.01003-0.01841i,0.0041829-0.014026i,-0.010719-0.01023i,-0.024809-0.0032362i,-0.024535+0.0048447i
0.4039+0.47416i,0.41183+0.55091i,0.26898+0.42802i,0.10392+0.24366i,-0.0035233+0.10986i,-0.052935+0.036149i,-0.060321+0.010741i,-0.055345+5.3074e-05i,-0.065294-0.007698i,-0.065296-0.0052168i,-0.039086-0.003809i,-0.015628-0.0058093i,-0.005726-0.0042654i,-6.7099e-06-0.0053664i,0.0048794-0.0060907i,0.012443-0.0025819i,0.01527+0.002161i,0.00833+0.004295i,0.0019015+0.0041615i,0.0032521+0.0074437i,0.01421+0.0087826i,0.02358+0.0026812i,0.015318-0.0038543i
-0.59544+0.080923i,-0.60482+0.040126i,-0.38038+0.0015097i,-0.16695-0.0045784i,-0.053373+0.019236i,0.018483+0.042293i,0.05005+0.018724i,0.031379-0.0079181i,0.022503-0.0011164i,0.038587-0.0033788i,0.036085-0.01945i,0.023791-0.018114i,0.026342-0.015188i,0.029362-0.018405i,0.025087-0.012188i,0.019323+0.0043851i,0.014071+0.019677i,0.011948+0.023689i,0.012131+0.016199i,0.0087263+0.0063916i,0.0017471+0.0041871i,0.00060184+0.0064819i,0.008145+0.00095891i
-0.037876-0.35243i,-0.049536-0.34847i,-0.077453-0.25304i,-0.072343-0.17582i,-0.034143-0.13047i,-0.0093744-0.10098i,-0.0047054-0.076074i,0.0068433-0.05557i,0.024288-0.045748i,0.028082-0.028059i,0.026185-0.0076769i,0.02064-0.0047239i,0.0092411+0.0026593i,0.0040699+0.022028i,-0.00070754+0.026658i,-0.015034+0.013027i,-0.023762-0.0047481i,-0.020253-0.015362i,-0.020372-0.014959i,-0.023516-0.0091958i,-0.020211-0.0033319i,-0.014497+0.0037184i,-0.010048+0.014021i
0.47131+0.061102i,0.54743+0.065917i,0.47488+0.062522i,0.33525+0.054189i,0.17944+0.010642i,0.055837-0.036001i,0.0051087-0.032961i,-0.0064113+0.0083804i,-0.020392+0.052303i,-0.031945+0.067179i,-0.035029+0.057507i,-0.027278+0.047042i,-0.01453+0.033041i,-0.011611+0.0099953i,-0.0076745-0.0061525i,0.010005-0.013533i,0.021591-0.017533i,0.01481-0.015161i,0.0096825-0.0086577i,0.011502-0.0058349i,0.009597-0.012002i,0.0011936-0.020334i,-0.010508-0.021519i
-0.17211+0.36747i,-0.27879+0.39014i,-0.3342+0.2712i,-0.29147+0.16181i,-0.15714+0.11699i,-0.05118+0.091167i,-0.027945+0.078375i,-0.015045+0.047042i,-0.0023654-0.016033i,-0.010398-0.054576i,-0.01967-0.051882i,-0.018733-0.039162i,-0.011361-0.031387i,-0.0024265-0.023196i,0.0018698-0.004823i,0.00045065+0.019056i,-0.0020443+0.033169i,0.0026215+0.030253i,0.0096639+0.018227i,0.0083622+0.011351i,0.0052116+0.012543i,0.010196+0.01061i,0.018051-0.0013472i
-0.23462-0.33765i,-0.15195-0.39137i,0.061596-0.31598i,0.17802-0.23451i,0.12258-0.16303i,0.066006-0.10015i,0.059605-0.098702i,0.028085-0.092623i,0.0041665-0.03688i,0.025712+0.004782i,0.048717+0.0059523i,0.044761+0.0026456i,0.029425+0.015267i,0.020992+0.02816i,0.012879+0.020312i,-0.0014816+0.0038115i,-0.013288-0.0042052i,-0.018444-0.0010633i,-0.018049+0.0069732i,-0.012592+0.0087456i,-0.0071093+0.0085529i,-0.0027696+0.016494i,0.0067086+0.028809i
0.19017-0.12953i,0.13151-0.056641i,-0.015415+0.11657i,-0.068501+0.2345i,-0.034979+0.19458i,-0.031763+0.1193i,-0.034511+0.10192i,-0.0035944+0.091136i,0.019906+0.063496i,0.0083001+0.046694i,-0.011777+0.046064i,-0.012121+0.034756i,-0.0096047+0.0035912i,-0.018343-0.016787i,-0.018403-0.016644i,-0.0060466-0.017331i,0.0093151-0.021166i,0.020519-0.023163i,0.020025-0.025352i,0.010972-0.023752i,0.0018099-0.018917i,-0.0094827-0.017761i,-0.02721-0.019627i
0.094364+0.27199i,0.11327+0.21329i,0.045415+0.0060842i,-0.039565-0.11228i,-0.001192-0.093391i,0.093754-0.096926i,0.093853-0.12421i,0.021675-0.098514i,-0.024882-0.053624i,-0.033302-0.038324i,-0.035057-0.036529i,-0.032343-0.014649i,-0.01555+0.012852i,0.0018625+0.019219i,0.0088503+0.014498i,0.012135+0.012615i,0.0091699+0.013013i,0.00023069+0.010029i,-0.0039873+0.0092234i,0.00041112+0.013337i,0.0086724+0.011729i,0.017175+0.0020381i,0.024775-0.00781i
-0.23842+0.055785i,-0.21137+0.077287i,-0.058487+0.049685i,0.0083827-0.0075209i,-0.070534-0.0068466i,-0.13307+0.047846i,-0.11092+0.07448i,-0.055703+0.060391i,-0.013388+0.032458i,0.0025518+0.005346i,0.00061528-0.01238i,-0.0045041-0.020282i,-0.0015619-0.01937i,0.0041342-0.016336i,-0.0033209-0.010153i,-0.018693+0.0024002i,-0.026564+0.011681i,-0.022053+0.017953i,-0.012409+0.017906i,-0.0090988+0.010084i,-0.0095057+0.0074915i,-0.0073438+0.014265i,-0.0014484+0.021252i
0.050822-0.23913i,0.0080511-0.18601i,-0.011427+0.0089721i,0.055499+0.10861i,0.10524+0.049437i,0.091514-0.011554i,0.07848-0.029292i,0.05745-0.04401i,0.025613-0.034185i,0.025763-0.0045656i,0.045564+0.010251i,0.043727+0.0090702i,0.014356+0.0057235i,-0.0076072+0.0096352i,-0.0012865+0.0066462i,0.013659-0.010423i,0.020951-0.024201i,0.016667-0.028976i,0.0052814-0.026521i,-0.0011442-0.020414i,-0.0029533-0.017712i,-0.0092389-0.016396i,-0.016335-0.009879i
0.18375-0.001865i,0.1349-0.11085i,-0.067068-0.21128i,-0.22332-0.16283i,-0.20133-0.060588i,-0.12987-0.029169i,-0.11082-0.0061515i,-0.090403+0.029897i,-0.06388+0.032834i,-0.055656+0.025551i,-0.052513+0.027709i,-0.034907+0.028481i,-0.0013831+0.017366i,0.016121+0.0027896i,0.012117+0.0025475i,0.0076534+0.010709i,0.0040372+0.017325i,0.003347+0.022555i,0.0077763+0.024948i,0.0085177+0.024052i,0.0067306+0.020385i,0.0097501+0.010381i,0.011835-0.0076003i
-0.08101+0.20194i,0.065046+0.23846i,0.28746+0.12163i,0.34244-0.040337i,0.22734-0.066988i,0.15574-0.0012372i,0.143-0.0070791i,0.10029-0.045328i,0.058786-0.038179i,0.038829-0.025369i,0.015776-0.026304i,-0.011483-0.019647i,-0.030108-0.0035641i,-0.031326+0.0062527i,-0.018875+0.0064576i,-0.007365+0.0025827i,-0.0036552-0.0034195i,-0.0035595-0.0097331i,-0.0022197-0.013024i,-3.193e-05-0.011749i,0.00061677-0.0075846i,0.0021353+0.0010897i,0.0069305+0.013609i
-0.20798-0.096358i,-0.33259+0.0031484i,-0.34057+0.20335i,-0.19812+0.26277i,-0.057522+0.10494i,-0.038776-0.037371i,-0.055648-0.035658i,-0.038888-0.0010811i,-0.015949-0.011118i,-0.0091429-0.033193i,-0.0039115-0.036676i,0.0068536-0.031295i,0.017525-0.025606i,0.02274-0.019247i,0.011848-0.014149i,-0.0068482-0.0091869i,-0.014637-0.0049883i,-0.013609-0.0013208i,-0.010943+0.00082853i,-0.006543+0.00020577i,-0.0033226+0.00048683i,-0.0060876+0.00027665i,-0.012941-0.0045395i
0.16044-0.15394i,0.14204-0.29728i,0.008922-0.37814i,-0.087076-0.25993i,-0.050989-0.049951i,0.0097806+0.022486i,0.02022-0.0076405i,0.020549-0.012112i,0.028864+0.022895i,0.042983+0.055376i,0.050261+0.064522i,0.04208+0.055691i,0.024143+0.033997i,0.0047418+0.01787i,0.0021781+0.01462i,0.017153+0.012042i,0.025289+0.0092447i,0.021127+0.0051046i,0.0119-0.00073792i,0.0045899-0.0022651i,0.0041004-0.0029463i,0.0067868-0.0068827i,0.0091079-0.0072809i
0.13549+0.17449i,0.27972+0.22343i,0.36123+0.15305i,0.2578+0.029505i,0.084181-0.02292i,0.012958-0.00044479i,0.00033946+0.022134i,-0.017257+0.01618i,-0.034493-0.0083809i,-0.057359-0.022594i,-0.073653-0.015966i,-0.064464-0.0029993i,-0.039532+0.0087214i,-0.020022+0.010391i,-0.016202+0.0048787i,-0.020497+0.0023663i,-0.021051-0.0037771i,-0.017495-0.0094589i,-0.014994-0.0046876i,-0.014572+0.0026588i,-0.014785+0.0073134i,-0.012698+0.011092i,-0.0075902+0.011353i
-0.22733+0.044772i,-0.34894+0.15941i,-0.30027+0.28132i,-0.11289+0.25261i,-0.012152+0.11034i,-0.010097+0.020702i,0.0089813-0.012881i,0.01702-0.016577i,0.0033565+0.0088513i,0.010686+0.011091i,0.019846-0.018825i,0.010657-0.038092i,0.00012487-0.03842i,0.00090261-0.029598i,0.00908-0.018915i,0.01321-0.011554i,0.011994-0.002882i,0.013238+0.0039471i,0.016373+0.0016079i,0.017761-0.0046381i,0.015735-0.0073249i,0.010369-0.0042088i,0.0062323+0.002345i
-0.0013402-0.23762i,-0.072806-0.40509i,-0.20064-0.41758i,-0.23256-0.22736i,-0.10657-0.031153i,0.0089454+0.041132i,0.016504+0.058098i,0.0075628+0.053544i,0.024192+0.014271i,0.032504-0.011355i,0.034454+0.00056294i,0.03656+0.014862i,0.031387+0.017772i,0.021468+0.015585i,0.012793+0.0073564i,0.0066187-0.0021775i,0.0032229-0.0057589i,4.218e-05-0.0040604i,-0.0046587-8.333e-05i,-0.0080499+0.0023755i,-0.01032+0.0024568i,-0.0093262-0.0020791i,-0.0043313-0.011872i
0.19613+0.10142i,0.40023+0.1159i,0.4935+0.025717i,0.34981-0.087591i,0.12381-0.12069i,0.011582-0.1104i,-0.0007558-0.11376i,-0.019566-0.096895i,-0.047557-0.037176i,-0.049665+0.019157i,-0.040181+0.040679i,-0.029405+0.039201i,-0.016788+0.023901i,-0.01042+0.0076287i,-0.0074113+0.0086653i,-0.00093658+0.016961i,0.0021794+0.017694i,0.0017958+0.010842i,0.0034756+0.0021298i,0.0056645-0.0014041i,0.0087965-0.0012101i,0.0099244+0.00063904i,0.0059451+0.0063491i
-0.1427+0.17163i,-0.25016+0.3335i,-0.26692+0.4179i,-0.16832+0.32698i,-0.062204+0.16456i,-0.035659+0.084183i,-0.034528+0.076302i,-0.0011733+0.054707i,0.033323+0.002266i,0.022915-0.045739i,-0.010702-0.058172i,-0.024394-0.043749i,-0.022023-0.025277i,-0.017302-0.013195i,-0.013926-0.011153i,-0.010532-0.012954i,-0.0011161-0.012825i,0.0074978-0.0095167i,0.0066692-0.0028864i,0.0014629+0.0018569i,-0.0029695+0.0033764i,-0.0070568+0.0027058i,-0.0088779-0.0012253i
-0.091129-0.21069i,-0.18249-0.37098i,-0.20283-0.41186i,-0.11305-0.28515i,-0.0018557-0.13673i,0.063604-0.088639i,0.072526-0.08866i,0.037024-0.075428i,-0.0024184-0.037945i,0.0073891-0.0016848i,0.041378+0.00029346i,0.047317-0.0090585i,0.037458-0.0048548i,0.030583+0.0046272i,0.023007+0.010604i,0.012476+0.010407i,-0.0031042+0.0071927i,-0.014922+0.0049594i,-0.013087+0.003733i,-0.0013299+0.0027444i,0.0076894+0.0014699i,0.0089961+0.002354i,0.0071641+0.0060356i
0.20476-0.024655i,0.36364-0.03029i,0.38774-0.031186i,0.209-0.013963i,0.003187+0.04063i,-0.083728+0.089804i,-0.094745+0.09656i,-0.059746+0.094056i,-0.0049569+0.077243i,0.0062429+0.050703i,-0.01449+0.048511i,-0.021801+0.050068i,-0.020411+0.034866i,-0.019189+0.01753i,-0.012974+0.0073494i,-0.0055069+0.0046954i,0.00091605+0.0058891i,0.0026931+0.0052246i,-0.0044484+0.0018462i,-0.012916-0.0022005i,-0.013474-0.0048077i,-0.0048913-0.0051001i,0.005912-0.0073231i
-0.068215+0.17651i,-0.1173+0.32767i,-0.097653+0.37748i,0.013062+0.24538i,0.10699+0.041982i,0.13849-0.071607i,0.14483-0.10889i,0.10139-0.12356i,0.028858-0.094826i,-0.0055553-0.050198i,-0.0090905-0.035853i,-0.0074894-0.031537i,0.0016754-0.019493i,0.0073587-0.0087639i,0.0033516-0.0022809i,-0.0020261-0.0019957i,-0.0033369-0.0044192i,0.0021711-0.0034623i,0.01123+0.00014504i,0.013836+0.0048518i,0.009255+0.0092106i,0.0011793+0.011555i,-0.0075706+0.011067i
-0.13943-0.11099i,-0.26326-0.24169i,-0.33709-0.29066i,-0.30281-0.18333i,-0.20831-0.044352i,-0.14029+0.026725i,-0.10975+0.069738i,-0.06706+0.10325i,-0.01218+0.087346i,0.010271+0.038215i,0.0063248+0.0098847i,0.0030283+0.0038148i,-0.0010876-0.0017071i,-0.0054392-0.0075061i,-0.0031975-0.0096289i,0.0013433-0.0093278i,0.0033159-0.0071181i,0.0016026-0.0034102i,-0.0023766-0.0014865i,-0.0054199-0.0027847i,-0.0070639-0.0060527i,-0.0075143-0.0091947i,-0.0052155-0.010292i
0.15387-0.075032i,0.3229-0.11019i,0.42229-0.10208i,0.36015-0.063377i,0.2378-0.030051i,0.1534-0.024674i,0.10742-0.04924i,0.070733-0.077991i,0.029359-0.07253i,0.01034-0.028183i,0.019572+0.0079227i,0.02327+0.016182i,0.016083+0.019227i,0.012103+0.023115i,0.0094978+0.020428i,0.0068328+0.0094206i,0.0019777-0.0029478i,-0.0020276-0.010118i,-0.00012426-0.0098197i,0.0040919-0.0032322i,0.0082027+0.0042684i,0.0098662+0.010016i,0.0078298+0.014429i
0.0050412+0.14988i,-0.035425+0.29968i,-0.10693+0.33829i,-0.15278+0.21026i,-0.15156+0.064622i,-0.12839+0.00074016i,-0.10937+0.0056333i,-0.096103+0.043351i,-0.063608+0.059757i,-0.040715+0.02849i,-0.049795+0.00055065i,-0.049216-0.0023491i,-0.031055-0.0072909i,-0.018431-0.011449i,-0.011828-0.0051211i,-0.0091045+0.0048126i,-0.0078747+0.012228i,-0.0059632+0.013941i,-0.0052424+0.0072181i,-0.0053915-0.0039445i,-0.0048164-0.0091434i,-0.0023016-0.0064371i,0.0016503-0.0028383i
-0.14054-0.052911i,-0.2466-0.12637i,-0.23699-0.15586i,-0.087093-0.076458i,0.060493+0.024158i,0.12306+0.055382i,0.13737+0.031841i,0.12721-0.014259i,0.083094-0.035728i,0.051168-0.016227i,0.052753-0.0030233i,0.04668-0.0017759i,0.029828+0.0087256i,0.017826+0.01241i,0.0097593+0.0054601i,0.0086193-0.0018926i,0.010993-0.0047134i,0.0099173+0.00053347i,0.0050981+0.0084647i,0.00085498+0.012113i,-0.0027214+0.0099119i,-0.0071812+0.0027137i,-0.0091274-0.0053124i
0.08369-0.10359i,0.18407-0.18156i,0.22007-0.20955i,0.10707-0.18764i,-0.043216-0.1421i,-0.10817-0.086764i,-0.13383-0.034435i,-0.14031+0.016415i,-0.098269+0.034954i,-0.056326+0.014182i,-0.046389+0.0041951i,-0.038855+0.0052007i,-0.025832-0.0058155i,-0.013379-0.013994i,-0.0034397-0.010238i,0.00039997-0.0031434i,0.00014237-0.00072677i,-0.00058628-0.0050034i,-0.0015348-0.0096615i,-0.0024734-0.0088869i,-0.00035191-0.0054945i,0.0055633-0.0020539i,0.011397+0.00065154i
0.047661+0.11456i,0.059193+0.25477i,0.057835+0.3556i,0.083418+0.32111i,0.11764+0.19758i,0.12409+0.075321i,0.1311-0.010833i,0.12948-0.051974i,0.091457-0.045881i,0.050129-0.013673i,0.033207+0.0054808i,0.02515+0.0052898i,0.01405+0.0071693i,0.0035842+0.012151i,-0.00073943+0.011521i,0.0010469+0.007646i,0.0026227+0.0037702i,0.0026311+0.0020232i,0.0032695+0.0030055i,0.0020743+0.0052641i,-0.0022339+0.0074314i,-0.0073278+0.0097717i,-0.010265+0.012587i
-0.11579-0.0033565i,-0.23358-0.065904i,-0.30215-0.15718i,-0.26187-0.18964i,-0.17205-0.14426i,-0.10701-0.062969i,-0.094302-0.00049337i,-0.10562+0.016323i,-0.088785+0.01223i,-0.049545-0.0031565i,-0.02959-0.017936i,-0.020254-0.017169i,-0.006549-0.015856i,-0.00083989-0.017502i,-0.0046112-0.013746i,-0.0099633-0.0077122i,-0.01213-0.0017616i,-0.011096+0.0019567i,-0.0067967+0.0010813i,-0.0008445-0.0021237i,0.0034323-0.0056224i,0.004907-0.0082284i,0.0039005-0.010702i
