-0.0037895+0.00041105i,-0.0018681+7.1483e-05i,-0.0028687+0.0012049i,-0.0032736+0.0024393i,-0.0026476+0.0035816i,-0.001178+0.0026861i,0.00027349+0.0017914i,0.0012318+0.0018728i,0.0013988+0.0013803i,0.001648+0.00028827i,0.001798-0.00085686i,0.0012568-0.00090113i,0.00057514-0.00083219i,-0.00015198-0.00050707i,-0.00050565+0.00012614i,-0.00083066-0.0003345i,-0.00066575-0.00049667i,-0.00019135-0.00055617i,0.00038125-0.00050301i,-0.00059463-0.00019771i,-0.001409-0.00019443i,-0.0008467-0.00023504i,-0.00019328-0.00057207i
0.0034391-0.00060709i,0.00606-0.0043161i,0.0086495-0.0088311i,0.0082781-0.0090013i,0.0050715-0.0052506i,0.0018089-0.0022918i,-2.0109e-05-0.00092427i,-0.0001011-0.00022946i,0.00042068+0.00068248i,0.00066782+0.0012389i,0.00069206+0.0011355i,0.0010731+0.00091985i,0.0014522+0.00020339i,0.00069615+8.1559e-05i,-0.00084639+0.00029706i,-0.0017448+0.0007368i,-0.00064436+0.0010539i,-6.1129e-05+0.00083656i,-0.00010183+0.00052696i,9.9286e-05+0.00090028i,5.2739e-05+0.00050507i,0.00013327-0.00044608i,-4.5055e-05-0.00053628i
-0.001171-0.0037883i,-0.0038497-0.0079404i,-0.0065067-0.012015i,-0.006132-0.012052i,-0.0030912-0.0087379i,-0.00027436-0.0048722i,0.00016067-0.0026364i,-0.00060765-0.0010133i,-0.00092102+0.0003726i,-0.00066471+0.0014792i,0.00094936+0.0020769i,0.0019081+0.0012909i,0.001126-0.00037042i,0.00053333-0.00052974i,-4.3628e-05+0.00068202i,-0.00025036+0.0010453i,-0.0002737+0.00094477i,-0.00086184+0.00098384i,-0.00072556+0.00072085i,0.00045057+0.00025949i,0.00061974+0.00032711i,7.7591e-05+0.00067279i,-0.0004515+0.00033484i
-0.003586-0.00080079i,-0.0084305-0.00016401i,-0.014546-0.00083825i,-0.013845-0.0020579i,-0.007897-0.0032874i,-0.0042708-0.0033951i,-0.0023011-0.0020913i,-0.00095291-2.033e-05i,-0.00099599+0.001958i,-0.00092717+0.0020192i,-0.00034907+0.000329i,0.00010782-0.00064965i,0.00033072-0.00035872i,0.00072682+0.00057648i,0.00048399+0.001299i,0.00043276+0.0011253i,0.00085732+0.00093051i,0.00030239+0.00032066i,0.00024257-6.5121e-05i,0.00012189+0.00039008i,0.00041793+0.0004659i,0.00062304+0.00053128i,-0.00070464+0.00058758i
-0.0011343+0.0019712i,-0.0047425+0.0069095i,-0.0075979+0.010549i,-0.0084935+0.008896i,-0.0073675+0.0041996i,-0.0048081+0.00047222i,-0.0020562-0.00047679i,-0.00034968+0.00069243i,0.00051847+0.0015719i,0.00098133+0.00093373i,0.00027966+0.00029487i,-0.0010441-5.9607e-05i,-0.00089967+0.00016028i,-0.00039894+0.00044651i,6.4436e-05-0.00029158i,0.00011047-0.00096552i,0.0001852-0.0011075i,0.00075587-0.00060908i,0.00097751+2.7641e-05i,0.0016503-0.00043369i,0.0015129-0.00089864i,0.00098482-0.00051787i,0.0011583+4.0197e-05i
0.0013974+0.0027822i,0.0060035+0.0072594i,0.0081277+0.011726i,0.0064305+0.010871i,0.0029431+0.0063259i,0.00075098+0.0020545i,0.00039284+0.0008777i,0.00032177+0.00082144i,0.0013784+0.00055176i,0.0015194+0.00077329i,0.00056011+0.00050321i,4.2298e-06+0.00045952i,0.00084515+0.00036501i,0.0016007+0.00024542i,0.00097473-4.5698e-05i,0.00030315-0.00059933i,0.0003171-0.00056167i,8.1647e-05+3.6616e-05i,-0.00024776+0.00014832i,8.2442e-05-4.567e-06i,-0.00011083+0.00010431i,-0.00027657+6.8749e-05i,-0.0002254+0.00020105i
0.001526-0.0012412i,0.006892-0.002213i,0.012169-0.0025871i,0.012558-0.0022741i,0.0083287-0.0019325i,0.0039973-0.0020077i,0.0011654-0.0013819i,-0.00013139-0.0017191i,0.00012427-0.0014111i,0.0003657+0.00022668i,0.00019378+0.0014054i,0.00052048+0.0011534i,0.0011072-0.0002189i,0.00052183-0.0018545i,-3.9841e-06-0.0028307i,-0.00064417-0.0014828i,-0.0018569+0.00054412i,-0.0020139+0.00029682i,-0.0013452-0.00069343i,-0.0009809-0.00016063i,-0.00041489+0.00063623i,8.2836e-05+0.0006245i,7.0658e-05+0.0010846i
0.0010226-0.0018833i,0.0017316-0.0081641i,0.0029834-0.014469i,0.0035603-0.015571i,0.0023966-0.011041i,0.00044665-0.0052934i,-0.00088523-0.0019342i,-0.00085537-0.00048569i,-0.0012014+0.00045592i,-0.0011509+0.00158i,-0.00017517+0.0018659i,0.00034963+0.00059808i,0.00033619-0.00053566i,0.0005165-0.00066993i,-0.00014066+5.3996e-05i,-7.6357e-05+0.00053473i,0.00057584+0.00069346i,0.00074276+0.0010223i,-4.3504e-05+0.0011748i,2.3396e-05+0.0011617i,0.0012331+0.00068254i,0.0014895+0.00079683i,0.00034736+0.00086148i
-0.00403+6.4915e-05i,-0.0085276-0.0038142i,-0.012031-0.0077152i,-0.011002-0.009374i,-0.0053581-0.0085026i,-0.00085569-0.0049266i,-0.000391-0.0018427i,-0.0013798-0.0002702i,-0.0025021+0.00085021i,-0.0015237+0.0015521i,0.00081138+0.0010337i,0.0012609+0.00019558i,-0.00059525-0.00052325i,-0.0016471-0.00058229i,-0.0007495+0.00020304i,0.00054885+0.00082686i,0.00065935+0.0012088i,0.00025463+0.0012842i,0.00014645+0.0011525i,0.0011085+0.0010826i,0.0016356+0.00074095i,0.0011521+0.00020696i,0.00017781+0.0003747i
-0.00094642+0.0012045i,-0.0080154+0.004259i,-0.013329+0.005316i,-0.014144+0.0043351i,-0.010756+0.0012075i,-0.005409-0.0018099i,-0.0012916-0.0013352i,0.00074482+0.00095343i,0.0014462+0.0026717i,0.0021502+0.002432i,0.0021242+0.0012965i,0.00090243+0.00060747i,-3.605e-05+0.00030195i,-0.00021728+0.00017967i,1.195e-05-0.00042269i,0.00022567-0.00043388i,-4.4166e-05-0.00057803i,-7.1331e-06-0.00035804i,0.00051131+0.00028805i,0.00098388-0.00022121i,0.0005059-0.0009347i,0.00047765-0.0013443i,0.00019037-0.00073293i
-0.00042446+0.0049988i,0.0010852+0.012192i,0.0022242+0.017869i,0.0021415+0.016098i,0.00017557+0.0092731i,-0.0012451+0.0022526i,-0.00015303-0.00034537i,0.0015583+0.00054997i,0.002544+0.0016863i,0.002875+0.0017271i,0.0017539+0.0010854i,0.00026728+0.00088461i,-0.0003211+0.0006932i,-0.00025686+0.0002321i,-0.00011545-0.00019043i,-0.00022316-0.00083488i,0.00014874-0.0011352i,-0.00010316-0.00029097i,-0.00064155-0.00051878i,-0.00067761-0.00077944i,-0.00031493+3.6276e-05i,0.00011514+0.00032263i,0.00083139+0.00016554i
0.0038793+5.1638e-05i,0.0098599+0.0032506i,0.015079+0.0058013i,0.014854+0.0048176i,0.0094922+0.0033417i,0.0030218+0.0015212i,0.00037176-0.00021199i,0.0010818-0.00038748i,0.0017604-0.00019042i,0.0010895+4.7212e-05i,0.00026259+0.00049985i,-0.00056709+0.00067916i,-0.00054458+0.00013913i,-0.00029722-0.0003004i,-0.0010541+6.1276e-05i,-0.0019225+0.00044804i,-0.0015579+0.00076305i,-0.00093727+0.00084936i,-0.00034117+0.00018509i,-1.981e-05-0.00042068i,0.00046153-0.00019818i,0.00033218-2.1136e-05i,-0.00023806-0.00028665i
0.00077444-0.0030486i,0.0072816-0.0086072i,0.013199-0.01322i,0.013462-0.01372i,0.0092191-0.0095539i,0.0042637-0.0044342i,0.001233-0.0023209i,-0.0002187-0.0021164i,-0.00092499-0.0010369i,-0.0013324+2.3731e-05i,-0.001321+0.00052871i,-0.00046813+0.00017555i,0.00014382-0.00083741i,-0.00022251-0.00068398i,-0.0013598+0.00044078i,-0.0017366+0.00088473i,-0.0013187+0.00080867i,-0.00077073+0.000514i,-0.00044265+0.0013436i,-0.00086003+0.0017091i,-0.00080885+0.00057402i,-0.00060701+1.6734e-05i,-2.3631e-05+7.5224e-05i
-0.0052185-0.0013795i,-0.0049171-0.0087751i,-0.0059632-0.013996i,-0.0072269-0.013986i,-0.0042224-0.010333i,-0.00046957-0.0061066i,-0.00069362-0.0029857i,-0.0017237-0.0016298i,-0.002691-0.00092379i,-0.0027147+0.00067094i,-0.0011711+0.0015018i,-0.00044966+0.00021169i,-0.00093142-0.0013371i,-0.00065285-0.00095594i,0.00010715+1.1499e-05i,0.0012792+0.00063801i,0.0006309+0.0012314i,-0.00055262+0.0012078i,-0.00015876+0.0016722i,0.00014254+0.0014161i,0.00068691+0.00050357i,0.00062948+3.3813e-05i,0.00010961+6.983e-05i
-0.0029905+0.0010149i,-0.010362-0.00040233i,-0.016051-0.0023256i,-0.016909-0.0036607i,-0.012067-0.0050917i,-0.0057954-0.0054482i,-0.0034164-0.0035626i,-0.0034938-0.0013832i,-0.0026576+0.00083082i,-0.00073651+0.0031619i,0.00070077+0.0033483i,0.000313+0.0020672i,-0.00059727+0.001518i,-0.00036106+0.00071854i,-1.5203e-05-0.00063618i,0.00042176-0.00082687i,0.001454-0.00065843i,0.0016417-0.0003459i,0.0011151+0.00040764i,0.00031408+0.0011102i,0.00044645+0.00085327i,0.00098916-0.00027703i,9.8514e-05-0.00085483i
-0.0010705+0.0069153i,-0.0055554+0.0122i,-0.0083324+0.017212i,-0.0073323+0.016237i,-0.0052635+0.0094669i,-0.0031895+0.0025383i,-0.0014106+5.262e-05i,-0.00021229+0.0014627i,0.00070716+0.0031871i,0.0019804+0.0032523i,0.0027646+0.0023658i,0.0018163+0.0011576i,0.0007303+0.00068927i,0.00020502+0.00012456i,-0.00063738-0.0011429i,-0.0017346-0.0011288i,-0.0016941-0.00052796i,-0.00044681-0.00045966i,0.00033633-8.4915e-05i,0.00021202+0.00095216i,0.0007869+0.0011303i,0.0010406+0.00088208i,-0.00017576+0.0010734i
0.0042879+0.0033752i,0.0078691+0.0099721i,0.010523+0.015339i,0.010737+0.014041i,0.0068249+0.0079762i,0.0015306+0.0025743i,0.00024321+0.00098564i,0.0014146+0.0022902i,0.0016132+0.0032095i,0.0019763+0.0015818i,0.00203+0.00020022i,0.0013116+6.158e-05i,0.00077558+2.312e-05i,-0.00022246-3.3139e-05i,-0.0015124+0.00023631i,-0.0013086+0.00065138i,-0.0011707+0.00060588i,-0.00087959+0.00040166i,-1.925e-05+0.00056591i,0.00041099+0.00022188i,9.2488e-05+0.00044011i,0.00050539+0.00014928i,0.0013332-0.00016842i
0.0037249-0.00078486i,0.0118+0.00013654i,0.018857-0.0012407i,0.018381-0.0047959i,0.011978-0.0045602i,0.0049783-0.0026441i,0.0018378-0.0016692i,0.0013615-0.00079919i,0.0015955-0.00028999i,0.0016149-0.00047452i,0.00089696-0.00051141i,0.00017112-0.00029008i,-0.00048768-0.00034599i,-0.0012609-0.0005116i,-0.0012904+0.0001096i,-0.0010936+0.0016877i,-0.00096728+0.0015538i,-0.0012717+0.00029671i,-0.0011214-0.0011079i,-0.00030831-0.0014311i,-0.00026007-0.00033417i,-0.00053644-7.4614e-05i,-0.00043186-0.00014028i
0.00086103-0.0052017i,0.0048018-0.012156i,0.0071394-0.01804i,0.0051156-0.01947i,0.0032216-0.015434i,0.0019437-0.0087019i,0.00039-0.004234i,-0.0010348-0.0024535i,-0.0011605-0.0013945i,-0.0010205-0.00046848i,-0.0017197+0.00061778i,-0.001571+0.00062464i,-0.00048428-0.00040309i,-0.00036518-0.00012355i,-0.00032585+0.00086626i,0.00011551+0.00099392i,0.00064146+0.0014399i,0.00066064+0.0018169i,-0.00017268+0.0015762i,-0.00060252+0.0011592i,-0.00028677+0.00085757i,0.00017172+0.00079364i,0.00068275+7.1641e-05i
-0.0060581-0.0011811i,-0.010406-0.0083398i,-0.014183-0.011961i,-0.015281-0.010614i,-0.011025-0.0080849i,-0.0053599-0.0056235i,-0.0025857-0.0030614i,-0.0028139-0.0016218i,-0.0034034-0.00024937i,-0.0019342+0.0015667i,-0.00050725+0.0025303i,-0.00049136+0.0015207i,-0.00036462+0.001365i,-0.00038701+0.0014235i,0.00038089-0.00013604i,0.0013577-0.00087612i,0.00074973-0.00049141i,0.00067664-0.00020248i,0.00060686+0.00068189i,-0.000173+0.00069976i,-0.00019142-0.00017157i,0.00024392-0.00071321i,0.00031104-0.00055961i
-0.0057608+0.0037732i,-0.01238+0.0043618i,-0.01634+0.0048446i,-0.015337+0.006945i,-0.010802+0.0044388i,-0.0056199+9.8422e-05i,-0.0024809-0.00035151i,-0.0016894+0.0017956i,-0.0012358+0.0030146i,-0.00038979+0.002667i,0.00027478+0.0018424i,0.0006708+0.0015182i,0.0010318+0.0012094i,0.0011055+6.902e-05i,0.00088708-0.0013499i,4.1716e-05-0.001997i,-0.00093654-0.0019087i,-0.00033296-0.0010227i,0.0011128+0.00019848i,0.00079463+0.0010093i,-0.00015714+0.00076373i,0.0001696+8.9896e-05i,0.00016268+0.000223i
0.0019191+0.007771i,-0.00041937+0.014395i,-0.00058811+0.017192i,0.0018869+0.014428i,0.0022135+0.0081583i,3.5237e-05+0.0022826i,-0.00085476+0.00039116i,-0.00062697+0.0014282i,0.00033942+0.0030134i,0.0020917+0.0038771i,0.0033052+0.0029152i,0.0031889+0.0010852i,0.0019087-7.9544e-05i,-0.00024934-0.00052984i,-0.0013002-0.00041039i,-0.0013243-0.00045189i,-0.0016769-0.00091683i,-0.0015395-0.0015509i,-0.00066766-0.00097895i,-4.3257e-05+0.00017806i,-0.00025211-8.9912e-05i,-0.00027412-1.2025e-05i,0.00011279+0.00032242i
0.0079743+0.0011982i,0.012777+0.0073003i,0.015702+0.0087592i,0.015485+0.0041164i,0.0101+0.00074105i,0.0035639+7.3442e-05i,0.0010639+0.00030455i,0.0022186+0.0014761i,0.0027492+0.0022361i,0.0025045+0.0010945i,0.0015837-0.00054688i,0.00073195-0.0005612i,0.00043051-0.00019493i,-0.00017817-0.00041053i,-0.00017461-0.00023053i,-0.00066839+0.00053169i,-0.0015801+0.0010345i,-0.0013946+0.0010542i,-0.00046624+0.00052791i,0.00033589-0.0001906i,0.00050376-0.00017163i,-0.00011979-0.00022847i,-0.00086605-0.00036915i
0.0052931-0.005503i,0.0131-0.0067582i,0.015962-0.010131i,0.010313-0.014211i,0.0046702-0.012153i,0.0024871-0.0065814i,0.0014969-0.0027897i,0.0011758-0.0016191i,0.0011578-0.0015247i,0.00086773-0.0012644i,0.00060187-0.0016432i,0.00017199-0.0017602i,-0.00049421-0.0010083i,-0.00081719+0.00036769i,-0.001035+0.0013014i,-0.00086884+0.0013236i,-0.00049639+0.0018646i,-0.00037337+0.0016786i,0.00053217+0.00094802i,0.0010546+0.00024716i,0.00034254+5.1711e-05i,-0.0010743+0.0011509i,-0.0017542+0.0012226i
-0.0054819-0.0073941i,-0.0025916-0.013592i,-0.0043072-0.015657i,-0.0092688-0.012896i,-0.0079963-0.00768i,-0.0018829-0.003759i,0.00061066-0.0026356i,0.00015303-0.0018203i,-0.0013313-0.0010133i,-0.0028298-0.00059002i,-0.0021125+3.3719e-05i,-0.00034339+0.0001762i,-0.00029914-0.00024201i,-0.00021267-0.00051764i,0.0010456-0.00044499i,0.0013701-0.00057594i,0.00098032+6.8941e-06i,0.00069133+0.00052287i,0.00022885-0.00038802i,-0.00012232-0.00070715i,-0.00057978+7.0324e-05i,-0.00018979+0.00070788i,0.0012291+0.00082903i
-0.0087227-0.0018937i,-0.014763-0.0062762i,-0.017264-0.0045371i,-0.016262+0.001249i,-0.011963+0.0022599i,-0.0067494-0.0005611i,-0.0034108-0.002016i,-0.0021581-0.00097873i,-0.0015708+0.00043441i,-0.0011092+0.0021343i,-0.0008982+0.0027503i,-0.00060837+0.0020128i,-0.0008239+0.0019751i,-0.00033866+0.0011562i,0.0015548-0.00069467i,0.001659-0.00076503i,0.0010277+0.00066582i,0.00070036+0.00084898i,-0.00027385+0.0002146i,-0.00071896-0.00010807i,2.2673e-05-8.8357e-05i,0.00058571-5.3395e-05i,0.00054751+1.8773e-05i
-0.0043544+0.0084516i,-0.010938+0.0094539i,-0.0099575+0.011025i,-0.0039602+0.012796i,-0.0012196+0.0093232i,-0.0013912+0.0027696i,-0.0019389-0.00067618i,-0.001679-0.00018278i,-0.00081249+0.0021356i,0.00079072+0.0031109i,0.0014513+0.0025281i,0.0013202+0.0018428i,0.0012316+0.00034555i,0.00048515-0.00081947i,0.00029335-0.00043885i,-0.00023476-0.00056694i,-0.00099318-0.0016353i,-6.9974e-05-0.0015562i,0.00049875-0.00085829i,0.00051104-0.000571i,0.00054472-0.00031504i,0.00070265-0.00037818i,0.001159-0.00078317i
0.0026633+0.0083763i,0.002745+0.014691i,0.006195+0.014322i,0.011271+0.0084235i,0.00958+0.0022488i,0.0042602-0.0010536i,0.0019651-0.001024i,0.00073643+0.00035455i,0.00042896+0.001622i,0.0019394+0.0018474i,0.0024971+0.001041i,0.001617+0.00028486i,0.0011012-0.00019172i,0.00058342-0.00077253i,-4.4743e-05-0.00073432i,-0.00036099-0.00010486i,-0.00084704+0.00024297i,-0.0017113+0.00029282i,-0.0019346+0.00067818i,-0.0011184+0.00052635i,-0.00044899-0.00059257i,-0.00033693-0.0010661i,-0.00027882-0.00081548i
0.0077336+0.0022534i,0.013948+0.0062634i,0.015844+0.0027273i,0.013615-0.0068949i,0.0090751-0.010055i,0.0051103-0.0063592i,0.0024363-0.0019819i,0.00076381+4.1573e-05i,0.00048057+0.0013229i,0.0014875+0.00084692i,0.001975-0.0014078i,0.0014293-0.0019869i,0.00035168-0.0011626i,-0.00062521-0.00055588i,-0.0011317-3.5111e-05i,-0.0017675+0.00018216i,-0.0024945-0.00094082i,-0.001726-0.00075421i,-0.00090401+0.00067823i,-0.00052062+0.00057409i,-0.00063696+0.00056932i,-0.00043404+0.00061157i,-0.00027214+0.00029464i
0.0064459-0.0072885i,0.011452-0.010494i,0.0092775-0.013306i,-0.0008613-0.014849i,-0.0063401-0.011887i,-0.0037003-0.0066371i,-0.00074423-0.0024935i,-6.7879e-05-0.00016911i,0.00034878+0.00067653i,7.6214e-05-0.00086323i,-0.00040441-0.0021075i,-0.00033443-0.001359i,-0.0002065+0.0004076i,-0.00071424+0.001497i,-0.0011576+0.0015001i,-0.0012495+0.0010236i,-0.0012036+0.00077055i,-0.0002196+0.0013192i,0.0010511+0.0020826i,0.00078827+0.0010996i,-9.5082e-05+2.3181e-05i,0.00036664+9.9703e-05i,0.0010134+6.2085e-05i
-0.0054997-0.0094383i,-0.0061927-0.014938i,-0.010004-0.01144i,-0.015044-0.0031977i,-0.013219+0.00098552i,-0.0073015-0.00031876i,-0.0031657-0.0018088i,-0.00099306-0.0011007i,6.3741e-05-0.00020911i,-0.0011238+0.00037177i,-0.0021853+0.00039037i,-0.00094967-4.1866e-05i,0.00060178+0.00039006i,0.00059304+0.0013344i,0.00023356+0.0017919i,0.00026818+0.0011149i,0.00033472+0.001454i,0.001088+0.0019434i,0.0014452+0.0012021i,0.00090955+0.00061641i,0.00032739+0.00071049i,0.00015393+0.00092385i,-1.8676e-05+0.00026978i
-0.012641-0.00056218i,-0.017463-0.0026783i,-0.016717+0.0015418i,-0.010557+0.010748i,-0.0050382+0.012614i,-0.0019703+0.0052558i,-0.00079304+0.00066028i,-0.00073962+0.00044507i,-0.00013647+0.00086729i,0.00010671+0.0023296i,-0.00025624+0.0032943i,-7.2165e-05+0.002504i,0.00029192+0.00094013i,0.00062407-2.3138e-06i,0.00071387-0.0001389i,0.00036201+6.8059e-05i,0.00080333-3.5917e-05i,0.00099834-0.00026819i,0.00036839-0.00030421i,-0.0002137+9.6738e-05i,0.00014998-0.00012646i,0.00069529-0.0002504i,0.0006277-0.00038322i
-0.0059739+0.010214i,-0.010641+0.012485i,-0.004592+0.012753i,0.0073562+0.0093452i,0.010563+0.0040506i,0.005504+0.00088503i,0.0011825+0.00026245i,-0.00069402+0.00033373i,-0.001595+0.00076374i,-0.0009409+0.002183i,0.0010548+0.0024634i,0.0014792+0.0016163i,0.00052582+0.00011522i,-0.0009477-0.0010331i,-0.0010371-0.0014385i,-0.00050417-0.0012451i,-0.00050474-0.00072387i,-0.00043635-0.00078384i,-0.00037406-0.00020933i,-0.00079956+0.0005593i,-0.0015597-4.1163e-05i,-0.00093997-0.00041755i,6.1202e-05+0.00011276i
0.0038811+0.011579i,0.0047413+0.016732i,0.0079687+0.011695i,0.011513-0.00038382i,0.010457-0.0063236i,0.0053079-0.0042073i,0.00062927-0.0015817i,-0.00092973-0.0004631i,0.00014964+0.0015299i,0.0020067+0.0026355i,0.0023896+0.0017413i,0.0021034+0.00054289i,0.0011586-0.00069017i,-0.0010739-0.0013767i,-0.0021366-0.0012962i,-0.0014972-0.0015703i,-0.0012854-0.00090515i,-0.0013919-0.00037109i,-0.0015151-3.4625e-06i,-0.00092871+0.00046717i,6.4585e-05+0.00040114i,-0.00033681+0.00031453i,-0.00036184-0.00032548i
0.014346+0.00025263i,0.018735+0.0013665i,0.014148-0.0042701i,0.0024487-0.014439i,-0.0048553-0.016376i,-0.0045886-0.0097811i,-0.002341-0.0036496i,-0.00089422-0.00017632i,0.00074642+0.00083374i,0.0014877+0.00019143i,0.00047306-0.00054129i,5.9746e-05-0.00070113i,-6.6681e-05-0.00032338i,0.00042267+3.9471e-05i,0.00069966-8.8266e-05i,2.7737e-05+0.00047033i,-0.00098695+0.0014607i,-0.001814+0.0014427i,-0.0014136+0.00077096i,-0.00053727+0.0006306i,-3.9267e-05+0.00084235i,7.7476e-05+0.00050072i,0.00017123+0.0005481i
0.0045897-0.010767i,0.0086246-0.012932i,0.0026214-0.0098227i,-0.0090357-0.0048449i,-0.012258-0.0017712i,-0.0065882-0.0014003i,-0.0023927-0.0010492i,-0.00060682+0.00056724i,0.00049488+0.0017783i,-0.00012046+0.0020182i,-0.0010435+0.0018813i,-0.00051694+0.0012441i,0.00025468+0.00026013i,0.00041646+0.00042977i,-5.3728e-05+0.0011441i,-0.00051024+0.0012895i,-0.00061799+0.0012457i,-0.00036684+0.001125i,0.00051849+0.00077756i,0.00088166-9.244e-05i,0.001091-0.00050867i,0.00095664+0.00014018i,6.0945e-05+0.00075001i
-0.0088534-0.0095781i,-0.0097818-0.013818i,-0.0089946-0.0058414i,-0.0092189+0.0072774i,-0.0073938+0.010732i,-0.0040148+0.0058597i,-0.0015474+0.0016672i,8.2585e-06+0.00090935i,0.00074458+0.0008399i,0.00028752+0.0010168i,-0.00068283+0.0012149i,-0.0010846+0.00090311i,-0.00019656+0.0001723i,0.00022241-0.00059439i,-6.8016e-05-0.000446i,-2.9411e-05+8.1064e-05i,0.00058315+0.00063217i,0.00077216+0.00078508i,0.0010722+0.00022294i,0.0011704-0.00012832i,0.00049569-0.00012293i,6.2224e-05+0.00041431i,0.00016404+0.00096063i
-0.015436+6.5661e-05i,-0.020017+0.00024705i,-0.012645+0.0037944i,0.0013902+0.0095923i,0.0078115+0.0093025i,0.005282+0.0035781i,0.0022827-0.00058413i,0.0009112-0.00157i,-0.00034531-0.00053147i,-0.00034033+0.0017316i,0.00083825+0.0025903i,0.0010871+0.0017487i,0.0009952+0.0002574i,0.00083547-0.00085006i,-0.00015142-0.001019i,-0.0010902-0.00024798i,-0.00065987+2.5793e-05i,0.0007842-0.00046847i,0.00097879-0.00083973i,0.00028119-0.00088777i,8.9546e-06-0.00037828i,0.00039755-0.00014523i,0.00055012+0.0002311i
-0.006217+0.012799i,-0.0090348+0.015998i,-0.0019702+0.010599i,0.0096317-0.00060577i,0.011391-0.007887i,0.005688-0.007533i,0.0020317-0.0044468i,0.00021882-0.002375i,-0.0012018+0.0001414i,-0.00082521+0.0018665i,0.00097059+0.0020953i,0.0018012+0.00027546i,0.00048111-0.0011729i,-0.00069127-0.00075896i,-0.00076529+7.7308e-05i,-0.00062739-0.00029851i,-0.00017854-0.00097252i,0.0003925-0.00057867i,9.8098e-05+7.9144e-05i,-0.00086289+8.6274e-05i,-0.0003888-5.926e-05i,3.5301e-05-0.00026556i,6.9378e-05-5.4907e-05i
0.010876+0.011857i,0.012762+0.016157i,0.0088156+0.0065349i,0.0037299-0.0099992i,0.00013653-0.015883i,-0.0018371-0.010286i,-0.0021477-0.0034805i,-0.0024347-0.00014762i,-0.0017617+0.0013654i,0.00034707+0.0010227i,0.0010491+0.00014946i,0.0013322+0.0010273i,0.00086912+0.0019095i,0.00010468+0.0015499i,-8.7218e-05+0.0011439i,-0.00065305+0.0006846i,-0.00090315+9.8956e-05i,-0.0012788+0.00020153i,-0.0011895+0.00034296i,-0.00061684+0.00051388i,-0.0006123+0.00079874i,-0.00068886+0.00046155i,-0.00046941-0.00013805i
0.016002-0.0026316i,0.020659-0.0019319i,0.011454-0.0038081i,-0.0057659-0.0075853i,-0.013402-0.0071737i,-0.0090681-0.0030128i,-0.0043137-0.00014432i,-0.002062+0.0014104i,-0.0001895+0.0022347i,0.00076832+0.00074616i,0.0011055-0.0010557i,0.0013262-0.00074748i,0.0014624+0.00068624i,0.0012376+0.0012044i,0.00068993+0.00135i,-0.00067326+0.0012764i,-0.0014309+0.00043609i,-0.00052165+0.00033364i,5.9868e-05+0.0010161i,7.46e-05+0.0014532i,-0.00020642+0.0016975i,-0.0013942+0.0008321i,-0.0015181-0.00032204i
0.0061997-0.01188i,0.010398-0.016055i,0.006677-0.0090794i,-0.0043721+0.002352i,-0.007846+0.0081714i,-0.0032044+0.0064078i,0.00031226+0.0029593i,0.0015148+0.0019872i,0.0020671+0.0014472i,0.0018707+0.0013245i,0.0007386+0.0014823i,0.00039527+0.00089803i,0.00088558+0.00086348i,8.7538e-05+0.00078013i,-0.0011027+0.00017428i,-0.0013087+0.00090539i,-0.00086629+0.0010841i,-0.0002972+0.00052656i,5.0905e-05+0.00021868i,0.00036487+0.0001268i,0.00050367+0.00016574i,0.0008374-0.00036628i,0.00051149-0.0011084i
-0.010365-0.012471i,-0.012228-0.016998i,-0.0072874-0.0086067i,0.0013466+0.0057703i,0.0065615+0.0097341i,0.0063288+0.0040239i,0.0037421+0.00030386i,0.0022829-0.00063313i,0.00098297-0.00069241i,-0.00016598+8.8042e-05i,-0.00015843+0.00033584i,0.000352-0.0002916i,0.0011735-0.0016571i,0.0013099-0.0011693i,0.00047166-2.4955e-06i,-0.00065286+0.00042139i,-0.0011134+0.0013091i,-0.00044433+0.0018078i,0.00047822+0.0010866i,0.00010989+0.00045578i,-0.0001211-2.3916e-05i,0.00049358+0.00014865i,0.00029433+0.00050757i
-0.019337+0.0039591i,-0.025305+0.0047706i,-0.015183+0.0039121i,0.0042187+0.00091373i,0.013079-0.003736i,0.0085164-0.0058516i,0.0023757-0.0054573i,-0.00018044-0.0043279i,-0.0014359-0.002156i,-0.0010971+0.0004361i,-0.00021093+0.0011892i,-0.00013998+0.0004569i,-0.00024605-7.9625e-05i,-0.0008658-0.0006106i,-0.00056063-0.00077361i,-0.00062762-0.00022781i,-0.00027528+0.00017461i,0.00066139+0.00053994i,0.0010155+0.00061187i,0.00060744-2.598e-05i,-9.3083e-05-0.00018304i,-0.0004574-6.2653e-06i,-0.00071623+1.638e-05i
-0.0047291+0.018613i,-0.008049+0.022611i,-0.0068087+0.012508i,-0.0008358-0.0051692i,0.0011711-0.01405i,-0.0017418-0.011764i,-0.0029188-0.006567i,-0.0025651-0.0023792i,-0.0021372+0.00069362i,-0.00094765+0.0014525i,-0.00070244+0.0010168i,-0.0013554+0.001185i,-0.001922+0.0011332i,-0.002326+0.0010641i,-0.0018269+0.001185i,-0.00073157+0.00089433i,0.00032939+0.00038871i,0.00081723+0.00026114i,0.00062051+0.00022887i,-6.9522e-05+0.00047875i,-0.00028808-0.00063333i,-0.00010432-0.00073436i,0.00019592-0.00057839i
