0.003716-0.001279i,0.003185-0.0023568i,0.0012928-0.0026524i,-0.00033849-0.0015918i,-0.0021673-0.0012898i,-0.0034886-0.00080925i,-0.0022703+0.0005235i,-0.00071252+0.001103i,0.00051029+0.0007019i,0.00044102-0.00014212i,-0.00025382-0.00066177i,3.5863e-05-0.00071264i,0.00050037-0.00062231i,6.5515e-05-0.00048351i,-0.00072478-0.00010641i,-0.00060967-2.9068e-05i,-0.0007702-0.00044041i,-0.0011017-0.00055575i,-0.00037523+0.00030858i,3.5584e-05+0.0011858i,0.00041641+0.0011593i,0.00079027+3.8855e-05i,0.00049307-0.00054538i
0.0018827-0.002293i,0.002101-0.0020499i,0.00078937-0.0010139i,-0.00037477-0.00087595i,-0.00088205-0.00084021i,-0.00096972-0.0005567i,-0.00081289-0.00032312i,-0.00080484-0.00012161i,-0.00035244-0.00020695i,0.00018021+0.00042037i,-0.00025332+0.00073853i,-0.0012485+0.0005882i,-0.0011477+0.00042704i,-0.00067355+0.00040407i,-0.00095793+0.00019903i,-0.00080396+0.00018086i,-0.00026304-9.4534e-05i,0.00017714-0.00033917i,-0.0006271+0.00054607i,-0.0011308+0.0011796i,-0.00075628+0.00041245i,-0.00076917+5.2303e-05i,-0.00021919-0.00035112i
0.0018793-0.00049062i,0.00092659-0.00085931i,0.00050997-0.0010253i,0.0005316-0.00034177i,0.00061221+0.00030166i,0.00012604+0.00029638i,-0.00032899+6.3285e-05i,-0.00051415+2.5777e-05i,-0.00059699+0.00019001i,-0.0011814+0.00052706i,-0.0015185+0.00032723i,-0.0011276-6.2227e-05i,-0.00017756+0.00027674i,0.0005912+0.00033286i,0.00073509+0.00022179i,0.00020681+0.00078422i,-5.2336e-05+0.00085209i,0.00026543+0.00015886i,0.00022129+0.00031217i,-0.00014361+0.00039948i,-0.00047791-4.5768e-05i,-0.00044188-0.00013032i,-7.4468e-05+0.00021247i
0.0027494-0.00094896i,0.0024163-0.00051116i,0.00081586-0.00026437i,-0.00098532+2.0176e-05i,-0.0012673-3.5683e-05i,-0.0011565+0.00039223i,-0.00092319+0.00028358i,-0.00022976-0.00044855i,0.00011139-0.00043152i,-0.0002326-0.00013147i,-0.00038953-0.00017184i,5.4101e-05-0.00024371i,0.00086013-2.0021e-05i,0.0012486-0.00017251i,0.0002885-0.00035321i,-0.00028825-0.00048577i,-0.0002109-0.00081907i,3.2247e-05-0.00071007i,0.0005358-0.00084996i,0.00087187-0.00070741i,0.00048378-0.00036658i,7.3948e-05-0.00033842i,-0.00021207+0.00012938i
0.0010401+0.0012903i,0.0004247+0.0003502i,-6.493e-05-0.00018999i,-0.00086411-0.0002095i,-0.0014336-0.00039072i,-0.0017574-0.00093762i,-0.0018955-0.0008243i,-0.001732-0.00045262i,-0.00072034-3.1579e-06i,-0.00047001+0.00063007i,-0.00036382+0.00036124i,-6.6518e-05-6.7521e-06i,5.2953e-06+0.00033041i,0.00010943+0.00035345i,-0.00028977+0.0010401i,-0.00053985+0.0011651i,0.00016025+0.00034855i,0.00079506-0.00059518i,5.2919e-05-0.00027315i,-0.00091636+0.00054202i,-0.00048255+0.00044219i,-0.00049993+6.4856e-05i,-0.00085662-0.00017687i
6.092e-05-0.0024721i,0.0003547-0.0026924i,4.5068e-05-0.0017845i,-0.00022985-0.001082i,-0.00093175-0.00040138i,-0.0012837-0.00025827i,-0.00075743-0.00024367i,-0.00032215-0.00069562i,-0.0004953-0.00064635i,-0.00027098+0.00015118i,0.00037924-0.00019231i,0.00077305-0.0010905i,0.00040684-0.0005366i,8.3634e-05+0.00046808i,-0.00054069+0.00098732i,-0.00041255+0.0010807i,0.00030955+0.0011936i,-0.00014289+0.0012376i,-5.3259e-06+0.0010642i,0.0002941+0.00072243i,-0.00014309+0.00030015i,-0.0001325-0.00020102i,-0.0001914-0.0003306i
0.0039065-0.0025322i,0.0029418-0.0024815i,0.0015994-0.0013594i,0.00054927+0.00018849i,0.00010558+0.00071203i,-0.00028773+0.00016648i,-8.4051e-05-0.00014421i,0.00015442-0.00058099i,0.00029533-0.00056799i,0.00042964-0.00053306i,0.00060904-0.00106i,0.00062007-0.00033617i,8.2167e-05+0.00057736i,0.00019537+0.00052168i,0.00057905+0.00027057i,0.00087307+9.1513e-05i,0.0013823-0.00016912i,0.00061153-7.3857e-05i,-0.00055486+0.00056446i,-0.00022543+0.00047404i,-8.7431e-06+0.0001495i,0.00031341+0.00030846i,0.00059423+8.1772e-05i
0.0019965+0.0014916i,0.00067191+0.00089084i,0.00032439+0.00079906i,-0.00014517-0.00015746i,-0.00052629-0.0014631i,-0.0010295-0.0020056i,-0.0016721-0.0014306i,-0.0015764-0.00092167i,-0.0016436-0.00020002i,-0.0013823-0.00035372i,-0.00092642-0.0010181i,-0.00065142-0.00079301i,3.501e-05+4.9303e-05i,-0.00016447+0.0003123i,-0.00045437+0.00022698i,0.00010435+0.0004375i,5.3467e-05+0.00062025i,-0.00083317+0.00057705i,-0.0012176-2.8774e-06i,-0.00050127+9.4457e-05i,0.00017513+0.0006303i,4.3251e-05+0.00027502i,-0.00042125+0.00012032i
6.8718e-05+0.00047022i,0.00036704+0.00077514i,-0.000192+0.00087396i,-0.00035944+0.0014355i,-0.00038819+0.00088732i,-0.00053647+7.5661e-05i,-0.00087547+4.2334e-05i,-0.00090602-0.00052287i,-0.0010335-0.00060027i,-0.00071006-0.0007815i,-8.4193e-05-0.00098255i,-0.00023508-0.00056952i,-0.00025858+1.6943e-05i,-0.00056273-3.7669e-05i,-5.0746e-05-0.00013627i,0.00053162-0.00037711i,0.00045134-0.00062134i,0.00088138-0.00055213i,0.00055484-0.00035786i,-0.00054372-0.0010379i,-0.00029606-0.0017439i,0.00013106-0.0015996i,0.00078805-0.0011364i
0.0016067-0.00015249i,0.00041292-0.00038456i,-0.00023073-0.00012342i,-0.0012776-0.00045823i,-0.0014519-0.00060344i,-0.0010757-0.00037431i,-0.00071717-5.6926e-05i,-0.00033293+0.00011455i,-0.0001662+0.00023961i,-0.00014932-8.1157e-05i,2.5715e-05-0.0002511i,0.00037427+0.00035085i,-0.00020463-0.00017388i,-6.3052e-05-0.00070016i,0.00043536-0.0004337i,-0.00033638-0.00081645i,-0.00037611-0.00032901i,-6.1348e-05+0.00046794i,-0.00032878+0.00020799i,-0.00016446+1.5624e-05i,-2.0846e-05+0.00045763i,-0.00021193-0.00019491i,-0.00030529-0.00091725i
0.00017041-0.0014846i,0.00021108-0.0025065i,-0.00021427-0.0012588i,-0.00023853+0.0001803i,-0.00015666+0.00033059i,-0.00096092+0.0004502i,-0.00094921+0.00056321i,-0.0004476-0.00018046i,-0.00015715-0.00075076i,0.0006566-0.0006519i,0.0003448-0.00018854i,-0.0005971+0.00045583i,-0.00053221+5.4543e-05i,-0.00031122-0.00043166i,0.00034564-7.3774e-05i,0.0010674+0.00050946i,0.00072545+0.00020025i,-1.0339e-06-0.00050458i,-0.00010878-0.00079657i,-6.8127e-05-0.00054343i,0.00026185-0.00026998i,0.00013993-5.8159e-05i,-0.00030184-7.0852e-05i
0.0010601-0.0030524i,0.001839-0.0031162i,0.00015472-0.0020975i,-0.00037091-0.00032264i,0.00060335+0.0004467i,0.00056314+0.00019896i,-3.1661e-05+0.00021735i,0.0002508+0.00012482i,0.00046528+0.00024508i,2.161e-05+0.00031004i,-0.00041457-0.00020741i,-0.00056749-0.00012352i,5.798e-05-0.00010543i,0.00031005-0.00059164i,0.00073951-0.00046401i,0.0006777+0.00054753i,9.0087e-05+0.00081545i,0.0006132+0.00048681i,0.0006228+6.2378e-05i,0.00040678-9.0638e-05i,0.00095202-2.1722e-05i,0.00095825-0.00038405i,0.00016796-0.00072736i
0.00081288+2.5939e-05i,2.4132e-05-0.00045922i,-0.0012881-0.00076288i,-0.001365-1.4397e-05i,-0.00060323+0.0002426i,-0.00074999+0.00030547i,-0.0011818+0.00027817i,-0.00061497-0.00014735i,6.551e-05-0.00014871i,-9.8103e-05-6.5618e-05i,-0.0002357+1.6517e-05i,-0.00027123+4.5229e-05i,-0.00094365-0.0011622i,-0.00069584-0.0012141i,-0.00038895-0.00058501i,-0.00030944-0.00044429i,-0.00012338-0.0002602i,-0.00027616-0.00019281i,-0.00068906-0.00018286i,-0.00066071-0.00012328i,-0.00032064-0.00058191i,-4.4847e-05-0.00051089i,0.00069537-0.00014689i
0.0016033-0.00071043i,0.0012908-0.0015055i,0.0010798-0.00043047i,0.0012184+0.00013105i,0.000762-8.1488e-06i,-0.00028472-0.00063298i,-0.00055748-0.00053744i,-0.00030372-0.00018814i,-0.00082414-0.00082466i,-0.00089545-0.0011039i,-0.00010791-0.0012619i,-0.00020591-0.00098986i,-0.00036395-0.0003359i,-3.7127e-05+0.00017035i,4.7658e-05+9.6373e-05i,-0.00033149+0.00033141i,-0.00032058+0.0010407i,-0.00059445+0.0012135i,-0.00070795+0.00086118i,-9.6468e-05+0.00038772i,0.00010561-0.00042571i,-9.3657e-05-0.00064085i,-0.0008898-0.00048662i
0.0011084-0.0031017i,0.0011134-0.0033475i,-1.3305e-05-0.0023888i,-0.00053208+0.00012868i,-0.00038436+0.0017931i,-0.0010212+0.001524i,-0.00043412+0.00093188i,0.00047076+0.0008574i,-9.6887e-06+0.00024787i,-5.9027e-05-3.4567e-05i,0.00023102+0.00021032i,-0.00028284+0.00019996i,-0.0003389+8.1317e-05i,0.00014168-0.00043579i,0.00047102-0.00064902i,0.000731-0.00090296i,0.00073792-0.0010707i,0.0004413-0.00047068i,-1.1575e-05+0.00055643i,-7.7705e-05+0.00061302i,-0.00013753-0.00046474i,-4.2278e-05-0.00032526i,-7.6705e-05-3.4469e-05i
-4.3668e-05-0.00036921i,-0.00033676-0.0014227i,-0.0012172-0.0011677i,-0.00070064+1.2311e-05i,9.3015e-05-0.00024075i,7.3399e-05-0.00086715i,0.00011358-0.0011962i,0.00011662-0.0017498i,-0.00023926-0.0017083i,-0.00047321-0.0012814i,-0.00078177-0.0004864i,-0.00030178+0.00069235i,0.00044361+0.00059335i,-0.00024248+0.00081925i,-0.00099129+0.00064999i,-0.00040593-0.00063369i,-0.00027882-0.0011483i,-0.00056792-0.00098835i,-0.00092434-2.3323e-07i,-0.0010137+0.00039302i,-0.00038481-0.00054985i,0.00020075-0.00059359i,0.00034167+0.00013685i
0.0010856-0.0017199i,0.0016963-0.0019058i,0.00014957-0.001035i,-0.00035483+0.0001488i,-0.00039613+0.00070541i,-0.0013136-0.00034568i,-0.0013548-0.0013944i,-0.00032624-0.00079449i,-0.00027424+0.00020193i,-0.00083865-0.0002918i,-0.00066269-0.0010953i,-0.00017546-0.00096792i,0.00044315-0.001094i,0.00010619-0.0010979i,-0.00029319-0.00058632i,-1.345e-05-0.00065645i,-0.0002731-5.7919e-05i,-0.00016628+0.0012084i,6.2682e-05+0.0011079i,-0.00061771+0.00086671i,-0.0011391+0.00078944i,-0.00092154-8.236e-05i,-0.00033813-0.00058736i
0.001924-0.00051593i,0.00096995+9.1896e-05i,0.00028436-0.000446i,-0.00060649-0.00044998i,-0.0011037-0.00012553i,-0.0012186-0.00069563i,-0.00075916-0.00097124i,-0.00016109-0.00047739i,0.0003619-7.9293e-05i,-0.0002518-0.00018669i,-0.0010975+0.00050779i,-0.0011477+0.0013564i,-0.00047903+0.001001i,0.00026765+0.00060429i,-7.6015e-05+0.0010656i,-0.00068802+0.00073911i,-0.00032069+0.00035094i,-3.0962e-06+0.00066235i,0.00015666+0.00059777i,6.1448e-05-1.712e-05i,-0.00046385-0.00026612i,-7.1987e-05-0.00034512i,0.00092721-6.6816e-05i
0.0023346-0.0005808i,0.00133-0.0012372i,-0.00078878-0.0012687i,-0.0016022-0.00093404i,-0.0011702-0.00098236i,-0.00076377-0.00044632i,-0.00054523+0.00012158i,-0.0001375+9.8139e-05i,-6.3092e-05-0.00043948i,-0.00038167-0.00023501i,-0.00043826+0.00028614i,-0.00039366+0.0007314i,-0.00054488+0.00051665i,-0.00052334-9.6256e-05i,-0.00018423-0.00018645i,0.00056848+0.00011236i,0.0002144-6.5966e-05i,0.0007144-9.1793e-05i,0.00084166+0.00020997i,0.00045805+0.00013664i,0.00046896-0.00019761i,0.00024561+6.6038e-06i,-0.00019166+0.00028507i
0.0018763-0.0010742i,0.0014492-0.00091827i,0.00068323-0.00034284i,0.00036316+0.00018586i,0.00038675-0.00025178i,0.00020469-0.00089598i,9.3751e-05-0.0011013i,-0.00039204-0.00071398i,-0.00095892-0.00042336i,-0.00077529-0.00025583i,-0.00050324+0.00036954i,-3.2697e-05+0.00086521i,4.009e-05+0.00029617i,-0.00016144-7.5984e-05i,-0.00025614+0.0003404i,-0.0006883+0.00023093i,-0.0010262-0.00043903i,-0.00028262+0.00010433i,0.00042138+0.00061306i,0.00053667+0.00037919i,0.00087161-0.000636i,0.00071685-0.0010441i,-0.00028969-0.00015547i
0.0015481+0.00025824i,0.0025813-0.00097089i,0.0033427-0.00081172i,0.0024262+2.4396e-05i,0.00048109-8.4561e-05i,-0.00065863-0.00089157i,-0.00060761-0.0007727i,-0.00057431-0.00091532i,-0.0006004-0.0013606i,-0.00034543-0.00204i,-0.00040311-0.0019379i,-0.00036114-0.00069584i,-0.00056044-0.00058115i,-0.0004712-0.000169i,-0.00031887+0.00092782i,-0.00048847+0.00062526i,-0.00011704+0.00014421i,0.00011928+0.00033594i,8.5559e-05+0.00096428i,0.00030169+0.00089067i,0.00022782-0.00017476i,-0.00035277-0.00028384i,-0.00041238+0.00024453i
0.0022202-0.00087996i,0.0016593-0.0014654i,-0.00039944-0.001377i,-0.0016943-0.00038525i,-0.001925+2.947e-05i,-0.0011037+0.00016793i,-0.00035874-5.9571e-05i,-0.00050183+0.00012135i,-0.00050805+0.0001648i,-0.0003981-0.00048274i,-0.0017303-0.00056199i,-0.0014787-0.00063938i,-0.00088981-0.00055451i,-0.00073706-0.00023597i,-0.00050558-0.00024585i,-0.00023551-0.00040782i,-0.00016189-0.00064881i,-0.00032609-0.0010752i,-0.00037502-0.00079044i,5.8153e-05-0.00018827i,-0.00018963-4.2633e-06i,-0.00058934-0.00017351i,0.00031265-0.0008743i
0.0015949-0.00098787i,0.0013754-0.00028181i,0.00096666+0.0004595i,0.00019342+0.00068252i,-0.00074234+0.00053697i,-0.0013146-0.00024269i,-0.00073338-0.00055596i,0.00015474+0.00020424i,0.0011476+0.000254i,0.00093448-0.00036684i,0.00025007-0.00036208i,-0.00051903+0.00021862i,-0.00088273+0.00044459i,0.00015339+0.00071189i,0.00039726+0.00098377i,-0.00044666+0.00079794i,-0.00023449+0.00024704i,0.00010323+0.00053834i,0.00012863+0.00095358i,-0.00039679+0.00049992i,-0.00095242-0.00047505i,-0.00043428-0.00042272i,-0.00011634+0.00014891i
0.0037591-0.00012645i,0.0029646-0.0014686i,0.0013709-0.0010457i,-0.00025114-0.00070405i,-0.0007202-0.0015646i,-0.00126-0.0010895i,-0.0016281-0.00014325i,-0.00091906-8.2211e-05i,-0.00018458-2.6429e-05i,0.00026073-0.00041507i,-0.00021354-0.00087849i,-0.00016127-0.00042023i,5.0713e-06+0.00012934i,-0.00026652+1.4613e-05i,-0.00012484+0.00014916i,0.00044283+0.00034208i,0.00043419+0.00072804i,-0.00016014+0.00070492i,-0.00048047+0.00031958i,-0.00076362+0.00017603i,-0.00064915+8.899e-05i,-2.3425e-06+0.00023375i,0.00041298+0.00061953i
0.0011349+0.00052904i,0.0008979-0.00062673i,-0.00040824-0.00058215i,-0.00095702+0.00015372i,-0.0010617-0.00024756i,-0.0010213-0.00055293i,-0.00029642-9.9548e-05i,-0.00020387+0.00016335i,-0.00033785+0.0004423i,-0.00026356+0.00010414i,-0.00014991-0.00047217i,0.00020048-7.9466e-05i,3.9594e-05+0.00011773i,-0.00012065+5.9479e-05i,-0.00051077+2.6803e-05i,-0.00061884-0.00044635i,-0.00030862-0.00036483i,-6.4012e-05-0.00015103i,-0.00032016-0.00058303i,-0.00078318-0.0011458i,-0.00031992-0.00074555i,-0.00041345+0.00021746i,-0.00094339+0.00063745i
0.00056768-0.0007469i,0.00049039-0.0014874i,-2.5435e-05-0.00048906i,-0.0002384+0.0012174i,-0.00045028+0.0011156i,-4.566e-07+0.0013393i,9.856e-05+0.0015603i,-0.00025258+0.00091785i,0.00059199+0.00010833i,0.00046992-5.7669e-05i,-0.00044497-0.00015245i,-0.00035213+0.00024676i,0.00049734+0.00020115i,0.00060957-0.00049924i,0.00047783-0.00068585i,-0.00018369-0.00021904i,-0.00072116+0.00028729i,-0.00035387-0.00013361i,0.0005637+9.7892e-05i,0.00035251+0.000786i,-0.00015024+0.0004664i,-0.0012279+0.00073236i,-0.0018742+0.00073894i
0.00058243-0.0014525i,0.00081926-0.0014026i,-0.00016529-0.00072714i,-0.0010353-0.00047067i,-0.0015424-0.00099619i,-0.0013193-0.00078576i,-0.00051328-0.00029554i,-0.00058559-0.00040393i,-0.00034874-0.00019634i,-0.00024798-0.00034691i,-9.7973e-05-0.00025474i,0.00015632-0.00028085i,0.00036755-0.0010564i,0.00054428-0.00043596i,-7.1936e-05+0.00056006i,0.00013943+0.00075308i,4.4593e-05+0.00036719i,-0.00039654+0.000255i,-0.00028763+0.00021339i,-7.3755e-05-0.00025979i,-9.7382e-05-0.00055317i,-2.2552e-05-0.00058521i,7.0105e-05-0.00027005i
0.001255-0.00088756i,0.00065767-0.0021146i,0.00022707-0.0015414i,-0.000185-0.00071093i,-0.00037517-0.00047193i,4.4547e-05-0.00022294i,4.1344e-05-0.00026824i,0.00011115+0.00012581i,3.6362e-05+0.00018828i,-0.00038879-0.00028431i,-0.00039911-0.00045608i,-0.00034615-0.00078637i,0.00039851-0.00043663i,0.00068618-0.00030471i,0.00032134-0.0006687i,-3.9855e-06+8.6959e-06i,0.00020477-0.00016028i,0.00062351-0.00077108i,0.00017587-0.00058329i,-0.00080858-0.00010916i,-0.00070646-0.00034323i,-0.00011472+0.00018861i,3.9408e-06+0.00047652i
0.0030633-0.0016304i,0.0016995-0.0013002i,0.00087159-0.00035409i,0.00053951+0.00019141i,-0.000234-2.2743e-05i,-0.00058707-0.00070342i,0.00022189-0.0010996i,0.00054739-0.00061172i,0.00038849-0.00034506i,-0.00015342-0.00022976i,-0.00092173-0.00045809i,-0.000546-0.00088661i,-5.5051e-05-0.0013975i,0.00045402-0.00089789i,0.0010491+0.00020898i,0.00085127-4.2824e-05i,0.00035852-0.00031378i,0.00034075-0.00021939i,0.00038582-0.00016737i,0.00020049-0.00027542i,-0.00026519-0.00024032i,-0.00052857+0.00016994i,-0.00040545+0.00081036i
0.0027576-0.00057089i,0.0024421-0.0004197i,0.00095968-0.00081473i,-0.0012586-0.00079814i,-0.002276-0.00039003i,-0.001969-0.00034828i,-0.00085975-0.00017936i,0.0008615+0.00028935i,0.00093385+0.00038093i,0.00020094-0.00036184i,0.00053233-0.00062352i,0.00033122-0.00017586i,-1.3373e-05-0.00026669i,0.00039815-0.00074164i,0.00024561-0.00065996i,0.00027935-0.00055254i,0.00074518-0.00056746i,0.00053123-0.0001512i,-4.5379e-05+7.501e-05i,-0.00024866+7.5571e-05i,0.00066701+0.00051346i,0.00056666+0.00034545i,-0.00047023-0.00030502i
0.0007951-0.00064733i,0.00095367-0.00072756i,0.00010112-0.00096909i,-0.00061812+0.00012593i,-0.00059153+0.00054565i,-0.00029002+8.4626e-05i,-0.00087215-7.204e-05i,-0.00062556-0.00034707i,4.7404e-05-0.0014955i,-0.00041286-0.0016339i,-0.00062394-0.00093802i,0.00020803-0.00049385i,0.00067003-0.00016541i,0.00040526-0.00066014i,0.00026496-0.0014284i,-6.0015e-05-0.0011247i,-0.00040564-0.00051665i,-0.00012166-0.00041617i,1.1132e-05-0.00018163i,-0.00025087+0.00013865i,-0.00037508-0.00032969i,-0.00044155-0.00079198i,-0.00046105-0.00022617i
0.0017142-0.0014903i,0.0015505-0.0016209i,0.0004314-0.00042369i,-0.00070759+0.00041597i,-0.001022+0.00081831i,-0.00092588+0.00081433i,-0.00092861+0.00077114i,-0.00027495-0.00017538i,0.00015499-0.00035434i,-0.00027458+0.00013633i,-0.00089701-0.00066663i,-0.00097796-0.00043409i,-0.00044823+0.00062467i,-0.00010127+0.00094971i,0.00020795+0.00075242i,-0.00012401+0.00021924i,-9.6221e-05+8.3506e-06i,0.00032037-0.00011677i,-0.00012152-0.00025693i,-0.00012287-0.00014261i,-0.0003332-0.00032027i,-0.00029177+0.00012953i,0.00026992+0.00063288i
0.00012889-0.0015963i,7.1605e-05-0.0014169i,-0.0015163-0.0010235i,-0.0020709-0.00010254i,-0.0013395+0.0004092i,-0.00015328+0.00015656i,0.00023444-0.00054037i,-0.00013671-0.00025907i,-0.0006927+6.5089e-05i,-0.00040538-0.00029387i,0.00010798-8.2404e-05i,-0.00022695+0.00043103i,-0.0003625+0.00015466i,-0.00011721-0.00031297i,8.5089e-05-0.00069359i,-5.6399e-05-0.00096639i,0.00013862-0.00074358i,0.00039504-0.00022443i,-0.00043664+0.00040365i,-0.00075073+0.00045956i,-0.00026502+0.00034222i,-8.3548e-05+0.00015526i,5.4372e-05+7.1577e-05i
0.0025596-0.0015966i,0.0013423-0.0028355i,0.00028246-0.0027311i,0.0005316-0.0015277i,-0.00021716-0.00043919i,-0.0023472+0.00021789i,-0.0021852+0.00075813i,-0.00078568+0.00090978i,-0.0005137-0.00013405i,-0.00050321-0.0005675i,-0.00072353-0.00048306i,-0.00046415-0.00069732i,0.00020842-0.0010714i,0.00019724-0.00026367i,-0.00034112+0.00093248i,7.8358e-05+0.00078824i,0.00074866+0.0003956i,0.0011565+0.00035455i,0.001297+0.00025928i,0.0011078-0.000367i,0.00045653-0.00070642i,0.00039781-0.00079159i,0.00064702-0.00078703i
0.0025469+0.0005814i,0.0022901+0.00056306i,0.001395+0.00098962i,-2.3905e-05+0.00047492i,-0.00029179+0.00026921i,-0.00081817+0.00044022i,-0.0015999+0.00034542i,-0.00091763-0.00015616i,-5.1411e-05-0.00039147i,0.00024757-0.00014842i,8.6752e-05+4.2763e-05i,1.42e-05+0.00011045i,-7.5796e-05+0.00058238i,-0.00064335+0.00073854i,-0.00046172+0.0004116i,-1.4933e-05+0.00065663i,-0.00035441+0.00066843i,9.9828e-05+0.00021521i,0.00069214+0.00018741i,0.00024284+0.00024282i,-0.00017871+0.0004592i,0.00013403+0.00067173i,0.00054808+1.0195e-05i
0.00086674-0.00029857i,0.00046019-0.00049747i,0.00033066-3.7889e-05i,8.5434e-05-6.3623e-05i,-0.00027077-0.00046554i,-0.0011635-0.0014928i,-0.0013031-0.0014652i,-0.00074571-0.00048071i,-0.00086791+0.00062928i,-0.00081856+0.00052043i,-0.00036867-0.0001603i,0.00025176-0.00028023i,0.0001821+0.00044162i,-9.0533e-05+0.00085023i,-0.000153+0.000322i,-0.00035896+0.00024105i,-0.00013754+0.00061142i,0.00025034+0.00036077i,-3.9243e-05+4.3502e-05i,-5.3731e-05+0.00016522i,0.00020006+0.00071582i,2.7608e-05+0.00081039i,-0.00030317+0.00029039i
0.0011602-0.0019483i,0.00032889-0.0018472i,-0.00092086-0.0010146i,-0.0007123+0.00025665i,-0.00024082+0.0011697i,0.00045202+0.00059658i,0.00061889-0.00029436i,-0.00022733-0.00032527i,-0.00067782+5.3967e-05i,-0.0006939+0.00088025i,-0.00095856+0.00046894i,-0.00028317+3.4987e-05i,0.00034472+0.0002427i,-0.00020984+0.0003187i,-0.00028415+0.00015261i,0.00015071-0.00026954i,0.00023993-0.0001032i,-0.00032199-0.00012218i,-0.00041588-0.00034467i,-0.00044737-0.00010497i,-0.00067401-0.00040485i,-0.00066651-0.00097473i,-0.00084489-0.00059784i
0.0011679-0.00074114i,0.00074644+0.00024459i,-0.00050764+0.00071699i,-0.00074658+3.142e-05i,0.00045157-0.00082208i,0.00098422-0.0014993i,0.00014304-0.0016792i,-0.00011179-0.0013958i,0.00012643-0.00058209i,-0.00026434+0.00058221i,-0.00051064+0.00041311i,-0.000471-0.0003147i,-0.00046482-9.4498e-05i,-0.00093662+0.00045667i,-0.0010698-4.4929e-06i,-0.00057452-0.00017888i,-0.0010968+0.00027818i,-0.00058205+0.00077895i,0.00021842+0.00061919i,-7.9741e-05+0.00013254i,-2.3541e-06-0.00044096i,-0.00019024-0.00070755i,-0.00031192-0.0010382i
0.0014564-0.0011465i,0.0014387-0.001868i,0.00089535-0.0016307i,0.00011191-0.00060779i,-0.00082114-0.000647i,-0.0012552-0.0011013i,-0.0007549-0.000818i,-0.00028153-0.00083281i,-0.00090217-0.0003276i,-0.00061856-0.00034088i,0.00017209-0.00080099i,5.4155e-06-0.00036987i,-0.00027621+0.00024449i,0.00022002+0.00051026i,0.0010754+0.00039319i,0.00021364+0.00046137i,-0.00065929+0.00030448i,-0.00017681-0.00051772i,0.00043057-0.00091318i,0.00072195-0.00075607i,8.6039e-05-0.00032597i,0.00010531+0.00072223i,0.00046908+0.0010987i
0.0014719-0.0015825i,0.00083267-0.0014403i,0.00041725-8.0001e-05i,-0.00018516+0.00081917i,-0.00083809+0.00086801i,-0.0004943+1.6059e-05i,4.0599e-06+6.7132e-05i,-0.00018555+7.1435e-05i,-0.00015352-0.00046293i,-0.00035607-0.00050977i,-0.00045152-0.00013656i,-0.00057958+0.00050661i,-0.00081424+0.00039543i,-0.00077975+6.6351e-05i,-0.00050262+0.00066348i,-0.00027843+0.00036205i,-0.00018537-0.00095992i,0.00023442-0.00056193i,-4.9927e-05+0.0006546i,2.0555e-05+0.00020919i,8.4711e-05-0.00015113i,1.5614e-05+2.3064e-06i,0.00019921+2.4564e-05i
6.0946e-05-0.0012038i,-9.1268e-05-0.0017077i,-0.00084562-0.00012878i,-0.00092053+0.0010118i,-0.0015462+0.00082403i,-0.0016652+0.00021522i,-0.00075744-0.00036767i,-0.0006511+0.000134i,-0.0014342+0.00057196i,-0.00075993+5.9399e-05i,-2.425e-05-3.1132e-05i,-0.00066332-6.7945e-06i,-0.0014738-0.00063714i,-0.0016877-0.00076284i,-0.00097559-0.00031663i,-0.00011109-0.00080209i,-0.00023352-0.00090181i,7.3881e-05-0.00015227i,0.00034058-3.6817e-05i,0.00020132-0.00056198i,0.00021872-0.00066166i,-1.9775e-05-0.00047831i,-3.9468e-05-0.00026451i
0.0017898-0.0015421i,0.0015715-0.0010324i,0.0006457-0.0008992i,-0.00020214-0.0003974i,-0.00050061-0.00031155i,-0.00091102-0.00039035i,-0.0012656-0.0003489i,-0.00049876-0.00019763i,-0.00020505-0.00037266i,-0.00061018-0.0011069i,-0.0009505-0.0010446i,-0.0013745+0.00021055i,-0.0015103+0.0011734i,-0.00084181+0.00098614i,-0.00056291+0.00024826i,-0.00020927+9.6592e-05i,-0.00024059+0.00018759i,-0.00034733-0.00056109i,0.0003045-0.00091847i,0.00089069-0.00038468i,0.0014302+0.00010844i,0.0010383-0.00017404i,0.00033714-0.00073459i
0.0032872+0.00082008i,0.0024661-1.3406e-05i,0.0015884-7.6503e-05i,0.00078928+0.00090877i,-0.00028771+0.00038613i,-0.001088-0.00048815i,-0.0011543-0.00048037i,-0.00074744-9.4473e-06i,-0.00017512+0.00029215i,6.15e-05-0.00019928i,0.00022599-0.00085668i,5.9049e-05-0.00030093i,0.00030249+0.0005267i,0.00048663+4.8345e-05i,0.0001516-0.00047473i,0.00035385-0.00056135i,0.00032653-0.00041053i,0.00017897+4.6815e-05i,3.5013e-05+5.6833e-05i,0.00058911-0.00020569i,0.00077702-0.00012411i,0.00022802-0.00025098i,0.00017222-0.0006488i
