0.0012134+0.00011999i,0.0013219-0.0021265i,0.00087989-0.0030589i,0.00053625-0.0025084i,-0.00026059-0.00084349i,-0.00064389+0.00047286i,-0.00063388+0.0013357i,0.00038535+0.0021593i,0.0016505+0.0015263i,0.0015794-0.0001205i,0.00076012-0.001078i,-4.2924e-05-0.0011296i,-0.0010215-0.00075335i,-0.00040864-0.00088641i,-0.00013667-0.0011017i,-0.001143-0.00060426i,-0.001014-6.8947e-05i,-5.0796e-05+1.2539e-05i,0.00065495+0.00058319i,3.5943e-05+0.0010467i,-0.00028909+0.00069931i,-0.00012086-0.00048151i,-0.0002587-0.00082937i
-0.0036813-0.0053977i,-0.0058419-0.0055202i,-0.0054726-0.0032834i,-0.0036173-0.00046503i,-0.0016784+0.0012671i,0.0010719+0.0014792i,0.0018753+0.001525i,0.0010746+0.00082448i,-0.00050356-0.0012419i,-0.0032883-0.0028764i,-0.0044866-0.001862i,-0.0026027+0.00052378i,0.00037747+0.0010336i,0.002171+0.00085134i,0.0025748+0.0012276i,0.0020329+0.0016275i,0.0010995+0.0022186i,0.0014265+0.0015047i,0.0016528-0.00045611i,0.0007252-0.001016i,0.00074759-0.00016428i,0.0011469+0.00064548i,0.0012877+0.00088751i
0.0024477-0.0042866i,0.00084268-0.0079653i,0.00031603-0.0089607i,0.00085015-0.0067519i,-0.00079779-0.0034377i,-0.0016847+0.00051528i,-0.00080102+0.0023405i,0.0004348+0.0013123i,0.0010562-0.0016333i,0.00078938-0.0036855i,-0.00029954-0.0032107i,-0.0022603-0.00053484i,-0.0020631+0.0019368i,-0.001424+0.0027235i,-0.0023512+0.0020007i,-0.0025084+0.00040546i,-0.0030276-0.0013067i,-0.0040872-0.0014611i,-0.0035034-8.0188e-05i,-0.0021755+0.00166i,-0.0015408+0.0021841i,-0.0011946+0.0023647i,-0.00059535+0.0019093i
0.0029433-0.0015945i,0.0012046-0.0046825i,-0.00097516-0.0054992i,-0.0011038-0.0028926i,-0.0015204-3.5387e-05i,-0.00092469+0.0014301i,0.00014322+0.0021549i,0.00085784+0.0011743i,0.0022149-0.00084155i,0.0033528-0.0012222i,0.0026509-0.0015577i,0.00085812-0.0020349i,-0.0006859-0.0018989i,-0.0016299-0.0020727i,-0.0020541-0.0018481i,-0.0017514-0.0012492i,-0.00013752-0.0017172i,0.0018973-0.0016956i,0.0028567-0.0012822i,0.0019195-0.0015337i,0.00032072-0.0013495i,-6.3933e-06-0.0011391i,0.00036704-0.0012625i
0.0024128-0.00041181i,0.0010331-0.001981i,7.7589e-05-0.0022184i,-0.00018793-0.0009315i,-0.00023064-0.00019763i,-2.3704e-05+0.0010825i,5.2271e-06+0.0016112i,0.0011875+0.0019928i,0.0029645+0.0027386i,0.0030575+0.003065i,0.0024496+0.0016351i,0.0020576-0.00016418i,0.00062435-0.0013413i,0.00032508-0.001722i,0.00079002-0.00097523i,0.00072252-0.0011056i,-2.6587e-05-0.0016362i,-0.0014102-0.0010395i,-0.0018194+2.5444e-05i,-0.00096298+0.0010367i,-0.00094692+0.0014416i,-0.0015945+0.0010373i,-0.0015544+0.0003705i
0.0010417-0.00068704i,0.00068823-0.002518i,0.00014237-0.0028985i,-0.00030756-0.0012688i,-0.0011259+0.00060537i,-0.0016349+0.0020194i,-0.0015476+0.0022425i,-0.00026823+0.0024776i,0.0001016+0.0017156i,-0.0012272+0.00090227i,-0.00070911+0.0013523i,0.0015729+0.0017248i,0.0024489+0.00063915i,0.0012317-0.00056287i,-0.00049561-0.00027931i,-0.00031241+0.00096503i,0.0010691+0.00094876i,0.0025912+0.00031899i,0.0030632-0.00049996i,0.0019017-0.0017781i,0.00091972-0.0016781i,0.0010296-0.0007628i,0.0010132-0.00039819i
-0.0043319+0.001452i,-0.0053511+0.0012887i,-0.0050016+0.00034892i,-0.0042377-0.0014246i,-0.0022416-0.0012975i,-0.00016809+0.0005056i,-6.7244e-05+0.00069843i,-0.00057014+0.00092226i,-0.0013529+0.0010327i,-0.0026437+0.00017194i,-0.0028277+0.00056365i,-0.001694+0.0012969i,5.2876e-05+0.0014702i,0.0011718+0.0012997i,0.00044982+0.00090826i,-0.00039714+0.00050175i,-0.00096424+0.00060214i,-0.0022621+0.00099808i,-0.0031667+0.0016613i,-0.0020047+0.0020992i,-0.00050616+0.0016959i,8.0144e-05+0.001877i,0.00017835+0.0022497i
-0.0022209-0.00070764i,-0.004025-0.0018085i,-0.001638-0.0026612i,0.00045103-0.0019661i,-0.00051651-0.00080027i,-0.00076157+0.0016055i,-0.00040564+0.0033481i,8.4525e-05+0.0030612i,3.1795e-05+0.0013149i,-0.0011343-2.5142e-05i,-0.0019564+0.00045456i,-0.0025611+0.00095344i,-0.0018348+0.00086381i,-0.0015039+0.0011659i,-0.0026438+0.001783i,-0.0022552+0.00097098i,-0.00044452-0.00081857i,0.00085035-0.0013152i,0.0018377-0.0011762i,0.0021667-0.00093774i,0.0012618-0.00058832i,0.00053073-0.00094276i,0.0010662-0.00092446i
-0.0058458-0.0038023i,-0.0068207-0.0042395i,-0.0051397-0.0020188i,-0.0028063+0.00096297i,-0.002365+0.0020174i,-0.0025829+0.003049i,-0.0010448+0.0032377i,0.00070525+0.0020729i,0.0013253+0.00092818i,0.0019365-0.00019923i,0.002041-0.00073288i,0.00095672-0.0017263i,-0.0002355-0.0023282i,-0.00035952-0.0022701i,0.00052613-0.0017615i,0.00069441-0.0013888i,-0.00091027-0.0011054i,-0.002821+0.00016958i,-0.0032018+0.00099686i,-0.002775+0.0011212i,-0.0022601+0.0015487i,-0.00069803+0.0014119i,0.00098351+0.0010297i
-0.0065303-0.0089022i,-0.0086579-0.0095489i,-0.0088507-0.006553i,-0.0067203-0.0021966i,-0.003898+0.00057289i,-0.00043499+0.0011387i,0.0019513+4.9766e-05i,0.0017486-0.00038393i,0.00089071-6.6048e-05i,0.0010936+0.00076161i,0.0012974+0.0012705i,0.00074545+0.00047056i,0.0003764-0.00058711i,0.0001955-0.0014595i,0.0005822-0.0012007i,0.0013636-1.0673e-05i,0.0023287-3.6393e-05i,0.0033978-0.00078946i,0.0030345-0.0018162i,0.0016402-0.0021327i,0.00034424-0.0010223i,-0.00010342-0.00048087i,-0.00036046-0.00055949i
-0.00055991-0.0098698i,-0.0024397-0.010603i,-0.0038506-0.007005i,-0.0031717-0.0019379i,-0.0024873+0.00034975i,-0.0024614+0.0022101i,-0.0011328+0.0034529i,0.00048604+0.0026414i,0.00019249+0.0019711i,-0.0002284+0.0016439i,0.00022469+0.00174i,0.00078451+0.0012247i,0.0016625-0.00036658i,0.0015069-0.00069468i,0.00066193-8.931e-06i,2.0817e-05+0.00060027i,-0.0011393+0.00064586i,-0.0024071+0.00044146i,-0.0022857+0.00085777i,-0.0005753+0.0013339i,8.2795e-05+0.0012221i,0.00013807+0.0010757i,0.00087424+0.00076158i
0.004619-0.007474i,0.0028877-0.0086986i,-0.00018191-0.0055343i,-0.0016555-0.0020826i,-0.0006312-0.00044157i,-9.4404e-05+0.00071316i,0.00020174+0.0017595i,0.00042823+0.0017289i,-0.00079553+0.00015999i,-0.0018861-0.00062706i,-0.0016737+0.00095488i,-0.00013239+0.0020327i,0.001308+0.0015113i,0.00069292+0.0001893i,-0.00057845-0.00086102i,6.9923e-06-0.00067912i,0.0013232-3.2721e-05i,0.0013121-0.00040782i,0.00099327-0.0013588i,0.00026988-0.0012242i,-0.00034799-0.00077681i,-0.0005527-0.0006176i,-0.0004099-0.00050782i
0.0037964-0.0056148i,0.00023733-0.006414i,-0.0038719-0.0051891i,-0.0041468-0.0018229i,-0.0020968+0.00089479i,-0.00028449+0.0016891i,0.00051854+0.0007752i,0.00089468+0.00013502i,-0.00050786-0.00043514i,-0.0018493-0.0005877i,-0.0015388-2.8594e-05i,-0.0011157+6.5246e-05i,-2.8651e-05-0.00021752i,0.0010532-0.00053804i,0.0016289-0.00064155i,0.00072228-0.0006119i,-0.0012238-0.00059143i,-0.0024005+0.00019315i,-0.0024042+0.0011515i,-0.0014548+0.0011308i,-0.00046518+0.0011074i,0.00024045+0.0009193i,0.00078659+0.00059967i
0.0042876+0.00082012i,0.001619-0.0011806i,-0.0023464-0.0022234i,-0.0023419-0.00048575i,-0.00041008+0.0011322i,0.00043543+0.0021922i,0.0010379+0.0030159i,0.0019498+0.0029075i,0.0015045+0.0019224i,2.6392e-05+0.0010117i,0.00037132+0.00096917i,0.001107+0.00094987i,0.0010262+0.00091608i,0.00021931+0.0019688i,-0.00064396+0.0020068i,0.00031575+0.0012763i,0.001025+0.00047656i,0.00093163-0.0010326i,0.0010917-0.0021095i,0.00092444-0.001897i,0.0001901-0.0013441i,3.8741e-05-0.001374i,-0.00010538-0.0011347i
-0.0011826+0.0015686i,-0.0023506-0.0013673i,-0.0045932-0.0042713i,-0.0057411-0.0026227i,-0.0035354+0.0013356i,-0.00036789+0.0026169i,0.00099404+0.0013647i,0.0021616+0.00038058i,0.0029714+0.00016316i,0.0016006+0.00098859i,0.0012001+0.0012054i,0.0020162-0.00027459i,0.0018248-0.00077756i,0.0020211-0.00063953i,0.0021887-0.00057799i,0.0014717-0.00077881i,-0.00041065-0.00061226i,-0.0017341+0.00024902i,-0.0011521+0.00075425i,0.00029439+0.0005269i,0.0011225-3.512e-05i,0.001164+0.00031696i,-7.4603e-05+0.00082055i
-0.0053228-0.0034286i,-0.0048454-0.0062519i,-0.0041538-0.0069654i,-0.0050204-0.0044559i,-0.0052012-0.0012156i,-0.0018143+0.0021322i,0.00065159+0.0040676i,0.0010362+0.0030095i,-5.5611e-05+0.0010408i,-0.002467+0.00079816i,-0.0024854+0.0013611i,-0.00053868+0.0016878i,0.0013422+0.0022409i,0.0025031+0.0017981i,0.0020317+0.0015208i,0.0012587+0.0014233i,0.0012363+0.00019849i,0.00089187-0.00062478i,0.00043568-0.0005732i,0.00015854-0.00051447i,-0.00018509-0.0010685i,0.00037668-0.0018365i,0.0004673-0.0020926i
-0.0034647-0.00057063i,-0.0024337-0.001421i,-0.0022586-0.00073126i,-0.002071+0.001537i,-0.0011556+0.0016536i,-0.0010785+0.001553i,-0.0013272+0.0024872i,-0.00033708+0.0027392i,-3.3405e-05+0.0014895i,-0.00099568+0.00047419i,-0.0016499+0.00034714i,-0.00086303+0.00076452i,0.00067201+3.1996e-05i,0.00065785-0.00067612i,-0.00015664-0.00067699i,-0.00049451-0.00068282i,-0.0010137-0.00098689i,-0.0018288-0.00051078i,-0.0020403-9.1507e-05i,-0.0014336-0.00011095i,0.00025638+0.00053001i,0.0011056+0.0015893i,0.00093508+0.001462i
-0.0070228-0.0056164i,-0.0063685-0.006145i,-0.0059908-0.0074964i,-0.006242-0.0058808i,-0.004838-0.0020787i,-0.0018262+0.00012229i,-2.4001e-05+0.00065931i,0.00030041+0.0010082i,-0.00035003+0.00026255i,-0.0012243-0.00015776i,-0.00069878+0.00011102i,0.00081378-0.0001646i,0.0022698+0.00067444i,0.0028426+0.0024183i,0.0022185+0.0025439i,0.0011927+0.0011073i,0.00066156+3.0466e-05i,0.0010566-0.00066569i,0.0014095-0.0011234i,0.00094912-0.0011592i,0.00062567-0.00079837i,0.00047841+0.00035541i,0.00022442+0.0013732i
-0.0035151-0.010529i,-0.0043448-0.010184i,-0.0034906-0.0071357i,-0.0025946-0.0030319i,-0.0012435+1.4518e-05i,0.00010003+0.0013857i,0.001255+0.0015891i,0.0017784+0.0013877i,0.0013102+0.00044124i,0.00083306-0.00057509i,2.249e-05-0.00030528i,-0.00053648+0.00023862i,-0.00035416+0.00041786i,-7.9278e-05+0.0010888i,-0.00080338+0.0013i,-0.0016286+0.00064394i,-0.0018986+0.00056746i,-0.0021245-7.5859e-05i,-0.0014813-0.0004549i,4.1612e-05-0.0003484i,0.0006708-8.6783e-05i,0.00024592+4.0766e-05i,0.00030055+0.00025713i
0.0037826-0.0083182i,0.0027997-0.0066351i,-0.0012297-0.0040199i,-0.0040496-0.00031937i,-0.0034455+0.0019201i,-0.0014876+0.0020475i,-0.00084505+0.0015891i,-0.00083072+0.0011211i,-0.00094939+0.00022429i,-0.0011448-0.0003551i,-0.0010702+0.00019492i,0.00018288+0.0013267i,0.0013282+0.0012105i,0.00085765+0.00018201i,0.00015905+0.00071925i,0.00035215+0.00085853i,0.00045119+0.00018576i,-8.8038e-05-0.00019912i,-0.00078246+0.00015554i,-0.00071563+0.00077668i,0.00050301+0.00056409i,0.00058635+0.00023611i,-0.00028996+0.00028065i
0.0024892-0.0039569i,0.0013995-0.0066362i,-7.6588e-05-0.0090096i,-0.0015141-0.007098i,-0.00087507-0.0024874i,0.00038627+0.00071813i,0.00089703+0.0015445i,0.00069551+0.00084417i,-0.00046438-0.00036153i,-0.0011013-2.5673e-05i,-0.00083066+0.0012412i,-0.00025901+0.00082977i,0.00023284-0.00030401i,-6.3182e-05-0.00016411i,-0.00014171+0.00038038i,0.00057637+0.00033236i,0.00043121+0.00019885i,-0.0006842+0.00018293i,-0.00043166-0.00034944i,0.00045965-0.0004133i,0.00068082+0.00023573i,0.00065504-1.8461e-05i,0.00040185-0.00070141i
0.0045299-0.0018025i,0.0033763-0.0016348i,0.0014195+0.00060039i,-3.7483e-05+0.0030519i,-0.00076979+0.0032044i,-0.0009221+0.002637i,-0.00032113+0.0029791i,6.9599e-05+0.0024545i,-0.00093777+0.0006211i,-0.0027226+0.00055251i,-0.0029668+0.0010281i,-0.0013517+0.00078171i,0.00041008+0.00083997i,0.0014674+0.0015666i,0.001216+0.0022038i,0.00049585+0.0015589i,0.00063553+9.0578e-05i,0.00047307-0.00058419i,0.00029488-0.00036198i,0.00020068+4.6327e-05i,-0.0001007+0.00013707i,-0.00037074-0.00031117i,-0.00018329-0.0007591i
-0.00057082+0.0020185i,-0.0033092+0.00096501i,-0.0055158-0.0012389i,-0.0062715-0.0010693i,-0.0038819+0.00046526i,-0.00057767-0.0003033i,-0.00010588-0.0003219i,-0.00015654+0.00015186i,-0.0004699+0.00031363i,-0.001079+0.00022924i,-0.00017401+4.813e-05i,0.0010791+0.00022179i,0.0016528+0.00017763i,0.00052493+0.00025676i,-0.00069681-0.00079539i,-0.0012274-0.0019319i,-0.0015338-0.0015979i,-0.0011708-0.000911i,-0.00083615+0.00018507i,-0.00059728+0.00045128i,-0.00062111+1.7918e-05i,0.00020025-0.000758i,0.0013397-0.00088673i
-0.0043458-0.0027492i,-0.006955-0.0061555i,-0.0063308-0.0087209i,-0.0049573-0.0079618i,-0.0038119-0.0023539i,-0.0016007+0.0024705i,0.00031308+0.0030928i,0.0013301+0.0011649i,0.001153-0.0012421i,-0.00032971-0.0014267i,-0.00071295+0.00067605i,3.2136e-05+0.0018168i,0.00024881+0.0015302i,0.00066872+0.0010715i,0.0010563+0.0008281i,0.0017118+0.0011165i,0.0016969+0.00077044i,0.00034272-0.00070965i,-0.00049696-0.0011171i,-0.00039108-0.00035283i,-0.00025136-0.0003778i,-0.00024674-0.00013495i,0.000581+0.00062944i
-0.0022199-0.0065388i,-0.0027981-0.0082716i,-0.0028509-0.0050914i,-0.0018609-0.00017616i,-7.6673e-05+0.00048833i,8.8652e-05-0.0010818i,-0.00071237-0.0012407i,-0.00076811-0.0008841i,-0.00040827-0.0018262i,-0.00047766-0.0012022i,-0.00088311+0.0012336i,-0.00055987+0.0019255i,7.3795e-05+0.00093127i,0.00042088-0.00053514i,0.00083554-0.00099944i,0.00071511-0.00095028i,-0.00023534-0.00078551i,-0.00070452-0.00053133i,-7.111e-05-9.8418e-05i,0.0002673+0.00064488i,-0.00055754+0.00063431i,-0.00042328+0.00045582i,0.00021211+0.00064045i
-0.0028301-0.0047065i,-0.0028706-0.0068959i,-0.003953-0.0070709i,-0.0048103-0.0050611i,-0.0038554+2.9736e-05i,-0.001397+0.0037885i,8.4401e-07+0.0039263i,0.00052886+0.0023271i,0.00033486+0.00019588i,-0.0010054-0.000511i,-0.001119-8.3857e-05i,0.00010481-0.00065602i,0.00095965-0.00034319i,0.0015036-0.00013437i,0.0020201-0.00063895i,0.0020761-0.00082867i,0.00082134-0.00072014i,-0.00026867-0.00056419i,0.00027379-6.6752e-05i,0.00058456+0.00047003i,0.00063266+0.0007435i,0.00076397+0.0009008i,0.0004588+0.0011654i
-0.0012872-0.0058496i,-0.0025739-0.0073177i,-0.0030058-0.0057124i,-0.0017269-0.0038108i,-0.0020786-0.0024283i,-0.0025619-0.00063867i,-0.0024998+0.0010666i,-0.00043339+0.0013803i,0.0012161+0.00023161i,-0.00052117-0.00118i,-0.0012562-0.00028034i,-0.00037177+0.00069962i,-0.0002964+0.00084675i,-0.00068913+0.00078272i,-0.00073299+0.00061081i,-0.0013103-0.00012765i,-0.00082029-0.0010639i,-0.00040506-0.00037321i,-0.00023348+0.00050731i,-0.00051589+0.00040276i,-0.0011581+0.00068859i,-0.0006592+0.000859i,-0.00034146+3.3658e-05i
0.0033604-0.0063755i,0.00070404-0.0080889i,-0.0040383-0.0074759i,-0.005363-0.0014968i,-0.0031686+0.0028139i,0.00024264+0.0029607i,0.0021498+0.00098541i,0.0030253-0.00080899i,0.0019589-0.0021619i,-0.00082703-0.0017253i,-0.0016488+0.00069481i,-0.00014318+0.002478i,0.00061754+0.0025205i,0.001151+0.0021154i,0.001802+0.0016252i,0.0012796+0.0006136i,0.00028824-0.00023699i,-0.00011358-0.00095601i,0.00032243-0.00069888i,0.001133-0.00016149i,0.00090684-0.0012382i,5.4448e-05-0.0013754i,-0.00023937+0.00013354i
0.0081595-0.02819i,-0.0017576-0.03143i,-0.01753-0.032922i,-0.023308-0.018523i,-0.019889+0.0022805i,-0.0062426+0.015567i,0.005588+0.011653i,0.0073467+0.0030447i,0.0031413-0.0013883i,-0.0036046+0.00033305i,-0.0046097+0.0056263i,-0.00050246+0.007873i,0.0040858+0.0093714i,0.0077706+0.013002i,0.0084736+0.014534i,0.005094+0.0096033i,0.00070236+0.0026283i,0.00061548-0.0012072i,0.0030206-0.0018619i,0.0036614-0.0025019i,0.0014181-0.0028312i,-0.0013779-0.0015806i,-0.0020032+0.00073821i
-0.0043914+0.0053698i,-0.0050155+0.0056771i,-0.000887+0.0063317i,0.0018217+0.0052739i,0.0029957+0.0031917i,0.0016734+0.00070636i,-0.0024998+0.00057608i,-0.0041216+0.001345i,-0.0029165+0.00074135i,-0.0012648+4.3874e-05i,-0.00045045-0.00050423i,-0.00052389-0.00084295i,-0.00062744-0.0010581i,-0.0011034-0.0020168i,-0.0018066-0.0028476i,-0.00093991-0.0025124i,0.00069206-0.00085346i,0.001295+0.00016439i,0.00019364-5.6751e-05i,-0.00092269-0.00041236i,-0.00043429-0.00059348i,0.00076239-0.00038176i,0.0010704-6.588e-06i
-0.001396+0.0026029i,-0.00097451+0.0008554i,0.0015828-0.0012014i,0.0020718-0.0027826i,6.0058e-06-0.0026789i,-0.00085899-0.0011289i,-0.00010895+0.0014514i,0.00056437+0.0017199i,0.00063273+0.00056341i,0.00015187+0.00016248i,-0.00021966-0.00053737i,3.1761e-05-0.001368i,-0.00033282-0.0015736i,-0.00062446-0.00070405i,-0.0013099+0.00053488i,-0.0017117+0.0014189i,-0.0014669+0.00079792i,-0.0014928-0.00031094i,-0.00065921+0.00018256i,4.2551e-05+0.0010235i,-0.00024721+0.0014679i,5.9539e-05+0.0015982i,0.00023706+0.0010471i
-0.0047671-0.0021458i,-0.0061295-0.0029798i,-0.0037502-0.001684i,-0.0020177-0.00094979i,-0.00091073-0.0011792i,0.00030827-0.0012774i,0.00043063-0.0014138i,0.0010399-0.0012816i,0.0014728-0.00069678i,0.00091609-0.00029941i,0.00070054-0.00043405i,0.00038909-0.00055692i,0.00025057-0.0011213i,0.0002894-0.0021438i,-0.00024758-0.0027578i,-8.9147e-05-0.0018794i,0.00026209-0.00038241i,0.00019035+0.0002976i,-7.6197e-05+0.00047309i,8.9536e-05+0.00050191i,-4.1531e-05+0.0007244i,0.00010522+0.00081507i,0.00036705+0.00079142i
0.0011873-0.0022521i,0.00057632-0.0018384i,-0.00010579-0.0010293i,-0.00063483-0.0016424i,-0.00017953-0.0006166i,0.00016336-0.00070238i,-0.00021572-0.0009458i,-0.00038863-5.1068e-05i,-0.00018313+0.00076638i,-5.2779e-05+0.00043756i,-0.00023002-0.00030131i,0.00019266-0.0003196i,0.001334-0.0004939i,0.0018025-0.00085631i,0.0011091-0.00075204i,-7.8779e-05-0.00057225i,-0.0011077-0.00086644i,-0.0010678-0.0010834i,-0.00035431-0.00088822i,-0.00045561-0.00033121i,-0.00048369+0.00062075i,-3.3311e-05+0.00072916i,0.00070289+0.00057094i
0.00067337-0.0037062i,-0.0011245-0.0061622i,-0.0019885-0.0072469i,-0.0010016-0.0058571i,-0.00084925-0.0023399i,-0.00080257-1.4268e-06i,0.00016666+0.0010914i,0.001132+0.00146i,0.00099417+0.0011083i,-0.00048106+0.0006889i,-0.00051037+5.888e-05i,0.00033772-0.0004978i,0.00053927-0.00062513i,0.00059096-0.00014858i,0.00047727-0.00023911i,0.00099917-0.00016569i,0.0010373+0.00054115i,7.8414e-05+0.00068516i,-0.00053683+0.00086047i,-0.00064498+0.00095024i,-0.00049982+0.00060231i,-0.00020155+0.00026221i,0.00011495+0.00019736i
-0.0017313-0.0048405i,-0.0027443-0.0042628i,-0.0044204+0.00046345i,-0.0026465+0.0061504i,0.00020218+0.0059822i,0.00082709+0.0021088i,-0.00015243+0.00078535i,0.00013212+0.0010162i,0.00041044+0.00040231i,-0.00063078+0.00075813i,-0.001085+0.0017539i,-0.0012148+0.0014878i,-0.00088008+0.00022374i,-0.00012569-0.00019145i,-0.00021517+2.6673e-05i,0.00020996-0.00079331i,-0.00011049-0.00085299i,-0.00040694-0.00077891i,0.00012695-0.0010785i,-0.00055702-0.00063879i,-0.00064023+0.00029551i,0.00020453+0.0012293i,0.00027821+0.00097345i
0.00087247-0.0014347i,0.00040188-0.0029395i,-0.00099807-0.0051367i,-0.0020551-0.0054751i,-0.0015556-0.0024744i,-0.00019371-0.00022153i,0.00033656+0.00026827i,0.00045336+0.00032408i,3.8052e-05-0.00044904i,0.00019087-0.00099338i,0.00040928-0.0008369i,0.00029589-0.00097056i,0.00082387-0.0012366i,0.0011989-0.0012719i,0.0012539-0.0014739i,0.0013889-0.0017625i,0.00071052-0.00084966i,-0.0001444+0.00020758i,-0.00056714+0.00018523i,-0.00051585+6.307e-05i,-0.00080797-5.5169e-06i,-0.00098941-0.00032209i,-6.4857e-05-0.00010996i
-0.0027115+0.0024018i,-0.0027628+0.0015595i,-0.00062652+7.3597e-05i,0.00047258-0.0006237i,-0.0015055+0.00075367i,-0.0028861+0.0014101i,-0.0022764+0.001678i,-0.001422+0.0014604i,-0.00083425+0.00045421i,-0.0010733-0.00028429i,-0.001149-0.00031697i,-0.00048405+0.00042901i,-0.00014115+0.00042376i,-0.0008168-0.00024677i,-0.00070397-0.00023087i,-0.00028302-9.6855e-06i,-0.00056765-0.00043771i,-0.00061203-0.00044647i,-0.0005236-0.00040619i,-2.0439e-05-0.00068867i,0.00091599-0.00016119i,0.0008945-0.00020373i,0.00032335-0.00072623i
-0.0010289-0.0023075i,-0.0040532-0.0011461i,-0.003934+0.00044712i,-0.002472+0.001135i,-0.0018162+0.0011983i,-0.001578+0.0013293i,-0.0011543+0.0014173i,-0.00039002+0.0013247i,-0.00031531+0.00070248i,0.00024746-0.00031589i,0.0008488-0.00052527i,0.00086598+0.00048717i,0.00036469+0.0012125i,6.7796e-05+0.00076927i,-9.6865e-05-0.0005727i,0.00025208-0.0007699i,0.00089548-0.00054439i,0.00042497-0.00043826i,-4.9344e-05+0.00018817i,-0.00016484+0.0010035i,-0.00052079+0.0005589i,0.00020852-0.0007155i,0.00083076-0.00052481i
-0.0042119-0.0032059i,-0.0069685-0.0057572i,-0.0063069-0.0066969i,-0.0049758-0.0052931i,-0.0037666-0.0022369i,-0.00093644-0.00069456i,0.0015738-0.0014527i,0.0013709-0.0012126i,0.0001022-0.00036096i,-0.00019824-2.952e-05i,-0.00026854+0.00042257i,0.00017184+0.0012743i,0.00070443+0.0012805i,5.8965e-05+0.00058964i,-0.000216-0.0003574i,-0.00015547-0.00026651i,-8.5252e-06-0.00028965i,0.00060395-0.00061948i,-8.6002e-05-0.00033336i,-0.001003-6.8042e-05i,-0.00075046+0.0002496i,1.0683e-05+0.00013905i,0.00038807-0.0001738i
0.0018452-0.0042494i,0.0011234-0.0063014i,0.00046565-0.0035438i,0.0003089-0.0008201i,-0.00055156+0.00021786i,-0.001499+0.0012222i,-0.0014251+0.0017094i,-0.00065379+0.0014406i,-0.00016615+0.0012705i,-5.9796e-05+0.0013629i,-0.00036721+0.0015568i,0.00032873+0.0014771i,0.0012205+0.0011981i,0.00016039+0.0010702i,-0.00097827+0.00017204i,-0.00086389-0.00073538i,-0.00014957-0.0010025i,4.3853e-05-0.00045265i,0.00039738-0.00011844i,5.0002e-05+0.00032842i,-0.0004007+0.0010796i,0.00028591+0.00048949i,0.00066794+9.082e-05i
0.0012449-0.0019577i,0.0016922-0.0043293i,-0.00027062-0.0047664i,-0.0010579-0.0028413i,0.00030243-0.00045501i,0.0013364+0.00023486i,0.0017207+0.0002674i,0.0017261+0.00086734i,0.0011505+0.00073849i,-0.00011185+0.00091467i,-0.00030615+0.0011549i,0.0014912+0.0008092i,0.0020188+0.0008213i,0.0012795+4.1663e-05i,0.0009541-0.00072382i,0.00049654-0.00060175i,-0.0004679-0.00036226i,-0.0013028-0.00063644i,-0.001032-0.0013069i,-0.00026495-0.0010989i,0.00022285+0.00024563i,0.0012367+0.0007662i,0.0012415-2.7113e-05i
0.0017752-0.0018585i,0.00028268-0.0032525i,-0.0016741-0.0022319i,-0.0030226-0.00020657i,-0.0031082+1.5148e-05i,-0.0014288+0.00049791i,2.1879e-05+0.0015006i,0.00014834+0.0016857i,-0.00024127+3.2282e-05i,-0.00098267-0.00081355i,-0.00083384+0.00024755i,-0.00010357+0.00074527i,-0.00017463+0.00095994i,-0.00021163+0.0010752i,-0.0001097+0.0007738i,-0.00024667+0.00012964i,0.00012013-0.00048952i,0.00041942-0.0001295i,0.00038612+2.7462e-05i,0.00017637-0.00010649i,-0.00035986+0.00023177i,-0.00029359-0.00015201i,-0.00089928-0.0001797i
0.0016581-0.00069858i,0.0012965-0.0022908i,0.00023058-0.0047272i,-0.0011174-0.0039618i,-0.0009307-0.00010739i,0.00055354+0.0020664i,0.0014739+0.0018657i,0.0011474+0.0016734i,0.00052246+0.00063468i,-0.00017153-0.00035866i,-6.766e-05+0.00015895i,0.0003204+5.4315e-05i,-0.0007714-0.00061065i,-0.0013198-0.00018052i,-0.00081638+0.00012643i,-0.00039652-2.0623e-05i,0.00014371-0.00067819i,-0.00021964-0.0015557i,-0.00064134-0.00097078i,-0.00036752+2.2135e-05i,-7.8484e-05+0.00021077i,-0.00023431+6.0768e-05i,-0.00053043+0.00028986i
-0.0042121+0.0012545i,-0.004658+9.3422e-05i,-0.002411-0.0014539i,-0.001456-0.0011802i,-0.00054463-0.00055924i,0.00062497-0.00021656i,0.00067947+0.000293i,0.00093279+0.00067979i,0.00094577+0.00023243i,-7.5696e-05+0.00016309i,-0.0012392+0.00062025i,-0.0015863+0.00053278i,-0.00092287+0.00039295i,-0.00092577+0.00023143i,-0.00084098+0.0004511i,8.5857e-05+0.00026005i,-0.00026638-0.00059394i,-0.0010624-0.00090684i,-0.00025988-0.00045818i,0.00054531+0.0003913i,0.00048978+0.00059895i,0.00037086+0.00061421i,0.00053539+0.00062836i
