-0.0033688+0.0006394i,-0.0023932-0.00049523i,-0.0029293+5.283e-05i,-0.0017771+0.00049862i,-0.00072364+0.00096347i,-0.0011498+0.0011683i,-0.00075571+0.00081114i,0.00049783+0.00081963i,0.00073338+0.00038996i,9.4744e-05-9.8135e-05i,-0.00018637+6.8576e-05i,4.0984e-05-0.00033i,0.00036668-0.00079258i,-0.00037351-0.00085533i,-0.0011758-0.0011214i,-0.0010616-0.0011075i,-0.0011505+3.6701e-05i,-0.0013095+0.00092292i,-0.0010428+0.00091012i,-0.00073361+0.00077789i,-0.00015829+0.00041848i,0.00051783+0.00023748i,0.00034044+0.00010703i
0.00034037+0.00045975i,-0.0004084+0.0006494i,-0.0012827+0.00020363i,-0.0010604-0.00045864i,-0.00022929-0.00082069i,0.00022981-0.0010699i,0.00039389-0.00077351i,-6.0046e-07-0.00015633i,-0.00076017+5.6278e-05i,-0.0018285+0.00027593i,-0.0018413+0.00087322i,-0.0008412+0.00051525i,-4.6078e-05-0.00098222i,-4.8321e-05-0.00092997i,0.00016607-0.0002734i,0.00034616-2.2496e-06i,0.00033591+0.00018857i,0.00039113-0.00045435i,0.00066922-0.0003612i,0.00052951+0.0004411i,0.00019495+3.9078e-05i,0.0001573-0.00069145i,0.00035797-0.0011254i
0.0015751-0.00045911i,0.001168-0.00075296i,0.00088682-0.0013493i,-0.00044585-0.0017492i,-0.0011643-0.0015983i,-0.0011231-0.0012755i,-0.00081942-0.0011887i,-0.00063138-0.00024768i,-0.00069451-0.00028221i,-0.00093392-0.00095188i,-0.0015226-0.0004521i,-0.0014022+0.00016667i,-0.0017057+0.00022922i,-0.001613-0.00014029i,2.6422e-05-0.0006516i,0.00075108-0.00049814i,0.00031971+0.00021847i,0.00028423+0.00037721i,0.00098723+0.00024698i,0.00018447-0.00047483i,-0.00050094-0.00097311i,-5.9628e-05+3.7065e-05i,0.00011641+0.00042851i
-0.00022982+0.00058334i,-0.00088683+0.00065849i,-0.0011678+0.00047912i,-0.0003634-0.00029189i,0.00010305-0.00035177i,0.00057222-0.00063558i,0.00029894-0.0012159i,0.00053262-0.00086296i,-0.00019471-0.0002853i,-0.0013465-0.00081797i,-0.00097089-0.0006683i,6.6205e-05+0.00040241i,0.00024858+6.6124e-05i,-0.00079814-0.00054272i,-0.0010347+6.5068e-05i,-0.00029626+0.00032398i,-0.00031896-0.00021856i,-9.6064e-05-0.00033846i,0.00091125+9.5449e-05i,0.0013585+0.00067108i,0.0013414+0.00069932i,0.00088404-7.9102e-05i,0.00058949-0.00060888i
0.0016986-0.0011392i,0.003059-0.0010875i,0.0023355-0.0024031i,0.0012165-0.0025396i,0.00092679-0.0022171i,4.837e-05-0.0016174i,-0.00026415-9.1004e-05i,-0.00042303+0.00071193i,-0.00066959-0.00028048i,-0.00096496-0.00099538i,-0.0011449-0.00017154i,-0.0011714+0.00085465i,-0.0013383+0.0010903i,-0.00098767+0.0010582i,-0.00049688+0.0005749i,-0.00078557+0.00045581i,-0.0008555+0.00022689i,-0.00058344-3.9727e-05i,-0.00056224+4.9828e-05i,-0.0010661-2.417e-05i,-0.0012338+0.00030416i,-0.00025093+0.00049965i,0.00071446-0.00016635i
-0.00199-0.0016645i,-0.0024353-0.0017182i,-0.0031856-0.0019807i,-0.003224-0.0011846i,-0.0019837-0.00039176i,-0.0003777-2.2544e-05i,0.00023101+0.00010314i,7.9494e-05-0.00080619i,-0.00022786-0.0018058i,-0.0014412-0.0016523i,-0.0017391-0.00060804i,-0.00052533+0.00038483i,0.00014048+0.00072492i,0.00011077+0.00055059i,-7.9257e-05+0.00041788i,-0.00010354+6.7669e-05i,-0.00018665-8.3202e-05i,0.00020999-0.00029724i,0.00049819-0.00028154i,0.00035325+0.00042099i,0.00028556+0.00084973i,0.00011826+0.00037011i,0.00025752+0.0001273i
0.0013993+0.00037387i,0.0023506+0.0011618i,0.0025588+0.0010909i,0.0015674+0.0004076i,0.00044636-0.00019984i,-0.00047711-0.00035589i,-0.0011313-3.0441e-05i,-0.00044353+0.00017028i,-7.1036e-05+0.0004193i,-0.00080558+0.00076003i,-2.5426e-05+0.00082152i,-2.3774e-05+0.00038999i,-0.00056223-0.00050299i,-0.00079863-0.00048842i,-0.00091525+0.00022011i,0.00010637+9.1783e-05i,0.00057749-2.0371e-05i,0.00066789-0.00020239i,0.00077089+0.00012333i,-0.00044091+0.00044873i,-0.00064667+0.00018989i,0.00030872-0.00039876i,0.00026504-0.00026019i
0.0026949-0.0011074i,0.0012791-0.00051009i,0.00018474-0.00045847i,-0.0015284-0.00072688i,-0.0019663-0.0013253i,-0.00081462-0.0008725i,-0.00043288+5.5712e-05i,-0.00029304+0.00027409i,-0.00025225-0.00038481i,-0.00082491-0.00057392i,-0.0012707+0.00041578i,-0.00096798+0.00032564i,-0.00014827-0.0003639i,0.0001791-0.00016204i,-2.8462e-05+0.00058216i,0.00056287+0.00069434i,0.0013997+0.00023601i,0.00091638-0.00031673i,0.00061354+3.2037e-05i,0.00078662+0.00071408i,0.00014028+0.00068461i,-0.0004188+0.00040992i,8.8852e-05+0.00036078i
-0.00086774-0.00015824i,-0.00029343-0.00095154i,0.00032548-0.0016648i,0.0014016-0.0025385i,0.0016302-0.0026061i,0.0009991-0.0019138i,0.00054477-0.00092937i,0.00010962-0.00022988i,-0.00033247-0.00022482i,-0.00097903-0.00074855i,-0.0011634-0.00047717i,-0.0013521-0.00023513i,-0.0016633+4.4006e-05i,-0.00086517+0.00054918i,-4.5444e-05+0.00072014i,0.00011693+9.7332e-06i,9.1527e-05-0.00093991i,0.00039497-0.00074297i,0.00019009-0.00011097i,0.00035831-0.00023962i,0.00065255-0.00072819i,-0.00010759-0.00067176i,-0.00021571-7.4191e-05i
-0.0004916-0.0015317i,-0.0012983-0.00089996i,-0.001172+0.00019734i,3.4601e-05+0.0014761i,0.0003204+0.0010862i,0.0002221-0.00026009i,-0.0002748+1.067e-06i,-0.00041222+0.00031532i,7.6245e-08+0.00079664i,-0.00065804+0.00074698i,-0.0015482+0.00042336i,-0.0018137+0.000481i,-0.0018495+0.00014729i,-0.0015124-0.00010717i,-0.00079489+0.00010853i,-0.00029006+0.00039725i,-0.00019407+0.00044794i,-0.00034431+0.00040689i,0.00024298+0.00013504i,0.00052449-0.00040736i,-5.7769e-05-0.0007961i,0.00019267-0.00076647i,0.00069301-0.0009189i
0.0014893+0.0039359i,0.00093314+0.0034378i,0.0019742+0.0014471i,0.0024105-0.00042403i,0.0020646-0.0023753i,0.001106-0.0026349i,0.00027356-0.0011518i,8.8729e-05-0.00014615i,-0.00042355-0.00018992i,-0.00088645-0.00015043i,-0.0012923-0.00019079i,-0.0013133-0.0010417i,-0.001016-0.0015023i,-0.00082034-0.00068519i,-0.00057181-0.00012134i,-0.00083014-0.00023665i,-0.00050365-0.00089339i,-0.00012008-0.00078395i,-0.00057433-0.00021774i,-0.00064586-0.00045i,0.0001373-0.00070129i,0.00080294-0.0010035i,0.00081315-0.0010159i
-0.00031818-0.00073188i,-0.00060281+0.00019343i,-0.00084572+0.00057113i,-0.00052119+6.485e-05i,-0.00038096-0.00044202i,-0.00058682-0.00043254i,-0.00081535-6.7849e-05i,-0.00047605+0.00050162i,0.00033798-6.9528e-05i,0.00011711-0.00098423i,-0.00042317-0.00020216i,6.4227e-05+0.00088833i,0.00068231+0.00019954i,0.00043082-0.00086016i,0.00012553-0.00015721i,0.00042924+8.5602e-05i,0.00056939-0.00052873i,0.00034857+0.00016098i,0.00034351+0.00087743i,0.00078121+0.00084233i,0.0003904+0.00076116i,-3.425e-05+0.00086659i,7.4789e-05+0.00059972i
0.00083259+0.00084335i,0.001242+0.00091773i,0.0028167+0.00061894i,0.0031582-0.0013163i,0.0014215-0.0026479i,-0.00049877-0.0021024i,-0.0012047-0.0009559i,-0.0011237-0.00050693i,-0.001286-0.00018181i,-0.0013854+1.0816e-05i,-0.0011496-0.00043748i,-0.0010901-4.015e-05i,-0.0015782+0.00052966i,-0.0014495+0.00019332i,-0.000684-0.00057588i,-0.00058065-0.00048719i,-0.00022761+0.00098792i,-7.8946e-06+0.001059i,0.00016708+0.00025872i,0.0005134-0.00017461i,0.00016623-0.00016807i,-0.00060522+0.00057404i,-0.00065209+0.00078189i
-0.00058526+0.0010854i,0.00049625+0.0011607i,0.00088812+0.0011594i,0.0007141+0.00017595i,-5.7599e-05-0.0014171i,1.174e-05-0.0018645i,0.00061442-0.00089903i,0.0003179-5.1379e-05i,-0.00032091+1.8344e-05i,-0.00093479+0.00052176i,-0.000772+0.00086936i,-6.3784e-05+0.00039831i,-0.00014534-0.0007086i,-0.00027669-0.0005202i,-0.0001321+0.00020376i,-0.00060822-0.00026073i,-5.3611e-05-0.00033777i,0.0004932-0.0001287i,0.0002935-0.00027431i,0.00074633+9.4243e-05i,0.00052732+0.00052858i,0.0001829+0.00067598i,0.00076813+0.00084967i
-0.0012339-0.00091154i,-0.0021718+8.271e-05i,-0.0022915+2.0518e-05i,-0.00087602-0.00052917i,0.00035354-0.001161i,0.00044728-0.0011355i,-0.00045561+0.00010408i,-0.00095862+0.00016338i,-0.0014338-0.00021968i,-0.0019149-0.00011567i,-0.0014554-0.00017375i,-0.00076514-0.00046882i,-0.0006829-0.0010674i,-0.00054143-0.00097126i,8.5226e-05+0.00010566i,0.00055402+0.00068422i,0.00070262+0.00058089i,0.00076453+1.8288e-05i,0.00038483-0.00030076i,-0.00018406-2.0501e-05i,-0.0010089+0.00040876i,-0.00074089+0.000397i,-0.00039029+4.789e-05i
0.00066173-0.0017091i,-0.00014717-0.0013222i,-0.00057638-0.00088709i,-0.00020614-0.00054663i,6.3455e-05+0.00016014i,-0.00029501+0.0003852i,-0.0007232-0.00013169i,-0.00052336-0.00022553i,0.00037228-0.00053705i,5.4932e-05-0.00078863i,-0.001151-0.00011753i,-0.0011932+0.00027591i,-0.00078197+9.8863e-05i,-0.00051982-0.00021775i,5.8847e-05-0.00044457i,0.00067723+1.9716e-05i,0.00030811+0.00090323i,0.00028049+0.0011281i,0.00054075+0.00060345i,0.00055599-0.00047372i,0.00067451-0.00041338i,7.2335e-05-0.0003186i,-0.0006749-0.00056794i
-0.0012911-0.001252i,-0.0011615-0.001063i,-0.00082829-0.00066666i,-0.0001902-8.0001e-05i,2.103e-05+1.3242e-05i,-3.9048e-05-0.00026748i,-0.00061328-0.00022778i,-0.00063031-0.00031011i,-5.8814e-06-0.00074762i,-0.00062878-0.00023964i,-0.0013169+0.00033001i,-0.00085328-0.0001695i,-0.00051389-0.0011433i,-0.00037165-0.00082442i,-0.00018799+0.00011984i,0.00013255+0.00090488i,3.3576e-06+0.00058184i,-0.0004573+0.00023633i,-0.00051556+0.00011074i,-0.00012455-0.00068266i,-0.00015052-0.00073267i,0.00040838-0.00025112i,0.00033703+0.00037162i
0.0021764-0.00048964i,0.0013127-0.00037995i,0.00069296-0.0010699i,-0.00019548-0.0021234i,-0.00095736-0.0024502i,-0.0016244-0.0013703i,-0.0017982+0.00012473i,-0.0018257+0.00045001i,-0.0018691+0.00023707i,-0.0015681-0.00066371i,-0.00092522-0.00081038i,-0.00043269+5.557e-05i,-0.00056146+0.00030052i,-0.00071797+0.00037192i,-0.0011733+0.00056578i,-0.0010075+0.00073102i,-0.00087773+0.00070829i,-0.0003526+0.00053774i,0.00098124+0.00019446i,0.0011494-0.00041931i,-3.7205e-06-0.0011104i,0.00018168-0.00068371i,0.00033613+0.00050444i
-0.0021372+7.0567e-05i,-0.001319+0.0016707i,-0.00084679+0.0017343i,0.0001906+0.00086914i,0.0012474+5.5439e-05i,0.0011408-0.0011654i,0.00030065-0.00060868i,-0.00036003+0.00061873i,-0.00036688+0.00089529i,-0.0004181+0.0006101i,-0.0003563+0.00022958i,1.9541e-05-0.00035831i,-0.00036028-0.00058753i,-0.00085279-0.00051839i,-7.5891e-05-0.00032766i,0.00018917+3.0028e-05i,-5.6186e-05+0.00032373i,0.00061856+0.00024806i,0.0010652-0.0002461i,0.00095835+2.9037e-05i,0.0011038+0.00040807i,0.00056249+0.00032403i,0.00035987+0.0002252i
-0.0012031+0.00074724i,-0.00053131-0.00057527i,-0.00038423-0.00068769i,-0.00051792-0.0005383i,0.00017862-0.00018127i,0.00066818-0.00025785i,-0.00023448+0.00010799i,-0.0012163+0.00012559i,-0.00076004-0.00041754i,-0.0002031-0.0001016i,0.00018211+0.00048284i,0.00021597+0.00057889i,-0.00020907+0.00060923i,-0.00035829+0.00021289i,0.00019333-0.00026129i,0.00066579-0.00044406i,0.00075612-0.00013913i,0.00053974+4.4436e-05i,0.00064557-0.00019286i,0.0010149-0.00033208i,0.0008852-0.00028493i,0.00074772-0.00026469i,0.0007144-0.00082254i
-0.00054344+0.00089161i,-4.1401e-05+0.0014019i,0.0001465+0.00018972i,0.0011797+0.00010251i,0.0013208+0.00083339i,0.00048529-0.00040438i,0.00028801-0.0019055i,0.0010193-0.0013904i,0.00076393-0.00072626i,2.7128e-05-1.973e-06i,-0.00052515+0.00017638i,-0.00064288-0.00045613i,0.00018117-0.00019952i,0.00043304+0.00017156i,-0.00026513-0.00061537i,0.00011253-0.0010622i,0.00091848+8.3416e-05i,0.0011285+0.001087i,0.0011405+0.0011536i,0.00074492+0.00096646i,0.00022513+0.00053063i,-0.00018405-0.00043012i,-0.0002668-0.00035531i
0.00028179+0.000479i,-0.0012513+0.00088322i,-0.0015345+0.001192i,-0.00077777+0.00069752i,-9.7732e-05-6.8427e-05i,-0.00013569-0.00092937i,-0.00075559-0.00050126i,-0.00078027-0.00012877i,-0.00086407-0.001057i,-0.0011784-0.0012313i,-0.00054339-0.00067667i,7.8254e-05-0.00062711i,-0.00036689-0.00078965i,-0.0010276-0.00084087i,-0.00098297-0.0003823i,-0.0004804-0.0002409i,7.8089e-05-0.00038496i,-0.00029072-5.2301e-05i,-0.00023075-5.0454e-05i,0.00073506-0.00040379i,0.00062891-0.00097692i,2.8306e-05-0.00059537i,-0.00056477+0.00052338i
-0.0005227-3.6802e-05i,-0.00099337-0.00065473i,-0.00071548-0.00098849i,-0.00063224-0.00076696i,-0.00026018-0.001151i,0.00027828-0.0012341i,0.00021873-0.00046719i,-0.00024417-0.00013026i,-0.00025893-0.00060578i,-0.00036072-0.00074562i,-0.00083901-0.0010418i,-0.00068607-0.00044748i,-0.00015039+0.00024929i,0.00071475+0.00018124i,0.00088175+0.00037735i,0.00052928+0.00038374i,7.5768e-05+0.00020576i,-0.00021518+0.00013886i,-0.000214-0.00052022i,0.00016279-0.0013186i,0.00087492-0.00052607i,0.00086447+0.0005788i,0.00013862+0.00064268i
0.0011401-0.0001312i,0.0016267-0.0014693i,0.00016267-0.0016066i,-0.00044015-0.0010212i,-0.00083952-0.0016051i,-0.00088641-0.0019289i,-0.00036172-0.0013242i,-0.00048413-0.0002625i,-0.00013313+0.00019249i,-0.00087281+0.00052302i,-0.001932+0.00083134i,-0.0015532+0.00050029i,-0.001222+0.00031691i,-0.00077416+0.00068055i,0.000193+0.00073736i,0.00087529+0.00013426i,0.00076384-0.00070374i,0.00064003-0.0005789i,0.00013481-0.00053261i,0.00038797-0.00066933i,0.0006783-0.00059335i,0.00022993-0.00063468i,-0.00061214-0.00049904i
0.00099592-0.0022593i,0.00087228-0.0019906i,0.00049458-0.0034802i,-0.00036554-0.0034905i,-0.00040017-0.0023974i,-0.00063178-0.0014508i,-0.0010998-0.00050662i,-0.001012+0.00030768i,-0.00051762+0.00012659i,-0.0010499-0.0011522i,-0.0014713-0.00096392i,-0.0014972+0.00024488i,-0.0015571+0.00059463i,-0.0014265+0.00076068i,-0.00081857+0.00099596i,0.00067495+0.00069828i,0.00068224-0.00042996i,-0.00026853-0.00070602i,-0.00078301+4.713e-05i,-0.00076837+0.00020992i,-7.9351e-05+5.4389e-05i,0.0010287-8.5178e-05i,0.0011381+0.00013363i
0.0014065+0.0038795i,0.0015809+0.0015814i,0.0019274-0.00031706i,0.001897-0.0010583i,0.0014211-0.0021548i,0.00036299-0.0022126i,-0.00017273-0.00060368i,-0.00033822+0.00085924i,2.8347e-06+0.00012986i,0.00036128-0.00051289i,-0.00082332-0.00056558i,-0.0010575-0.00081859i,-0.00030426-0.00065639i,-0.00045867-8.5651e-05i,-0.00076555+0.00051476i,-0.00082927+0.00047332i,-0.0005602+0.00065775i,-0.00026345+0.00066109i,0.00039797+0.00021012i,0.00015388-0.00040412i,-0.00024071-0.00091212i,-7.7851e-06-0.0011448i,-0.00031192-0.0014105i
-0.0011507+0.00021762i,-0.00029639+0.0010945i,-0.0017998+0.00066741i,-0.0017679+0.00012514i,-0.0008953-0.0001307i,-0.0013049-0.0012348i,-0.00053253-0.001083i,0.0005726+0.0002127i,0.00026072+0.00083033i,-0.001209+0.00058385i,-0.0018496+0.00020405i,-0.0015812+3.2863e-05i,-0.0015176+0.00045451i,-0.0015688+0.00097652i,-0.00087959+0.00061158i,-0.00013668-0.0007569i,-4.3228e-05-0.00095861i,-0.0001343-5.0768e-06i,-0.00045362+0.00055322i,-5.6519e-05+0.0010666i,4.6746e-05+0.00080055i,-0.0002252+0.00026502i,0.00019487-5.9315e-06i
-0.00037596+3.8493e-06i,-0.00016053-0.003271i,0.0022323-0.0015298i,0.001906-0.00014847i,0.00017852-0.001812i,-0.00016774-0.0023426i,0.00027386-0.0018354i,-0.00019284-0.0010913i,-0.00045075-0.00063045i,-0.00039701-0.00061283i,8.9574e-05-0.00035407i,0.00071989+0.00072673i,0.00085695+0.0011106i,0.00011222+0.0003005i,-0.00044648-0.00026062i,0.00048842-9.3054e-05i,0.00068615-0.00026737i,0.00074001+7.0912e-05i,0.00068578-7.7768e-05i,0.00057303-0.0003214i,0.00033161+0.00045193i,0.0012631+0.00075639i,0.0020054+0.0004143i
-0.00079723+0.001187i,-0.00066201+9.2412e-05i,0.0010077+0.00017752i,0.00018433+0.00081388i,-0.00039711+0.000286i,0.00081913-0.00020832i,0.00027109+0.00037134i,-0.0012341+0.00036604i,-0.0019557-6.4039e-05i,-0.0018701-0.00030254i,-0.00097392-0.0005326i,-1.8817e-05-0.0005158i,0.00049971+0.00038562i,0.00039726+0.00041693i,0.00034731-7.1903e-05i,-2.4564e-05+3.0519e-06i,-0.00077499+0.00010966i,-0.00017636+0.00030128i,0.0010551+0.0004495i,0.00090857+0.00044217i,0.0001735-0.00032545i,0.00050469-0.00045i,0.00040052-3.6944e-06i
-0.0001673-1.8778e-05i,-8.3431e-05-0.00080826i,0.0022178-0.00091579i,0.002566-0.00037046i,0.0015734-0.0011589i,3.4189e-05-0.0026003i,-0.00091639-0.0024931i,-0.00093087-0.00088778i,-0.0011025+0.00025074i,-0.0011365+0.0004181i,-0.0007171-1.2134e-05i,-0.00078968+0.0001802i,-0.00084564+0.0006573i,-0.00039773+0.00070986i,-0.00048895+0.0007064i,-0.00061601+0.00078401i,-0.00059889+0.00017569i,-0.00067327-0.00028279i,-0.00074325-0.00024541i,-0.00024644-0.0004675i,0.00059593-0.00021968i,0.00089589-7.2207e-05i,0.00066108+0.00011838i
-0.0010331-0.00045225i,0.00021822-1.7212e-05i,0.00015202+0.001297i,-0.00055651+0.0013899i,-0.00034354+0.00025747i,-0.00027635-0.00072416i,-0.00084847-0.0001463i,-0.00060099+0.00039472i,-0.0002842-0.00019686i,-0.0005404-0.00045884i,-0.00084906-0.00025584i,-0.00020044+0.00023731i,0.00041889+0.00053905i,0.00072038+0.00016875i,0.00075062-0.00014159i,0.00082577-0.00027913i,0.00056823+0.00058664i,0.00012633+0.0012964i,3.5681e-05+0.00023714i,0.00021129-0.00023738i,0.00079177+0.0003223i,0.00027405+0.00056506i,-0.0011105-0.0001105i
0.0019135-0.00071262i,0.0013396-0.0010345i,0.0013633-0.0014887i,0.00018821-0.001553i,-0.0013164-0.0018214i,-0.0014506-0.0015764i,-0.00055778-0.0010185i,-9.0447e-05+1.789e-05i,-0.00012456+0.0008068i,-0.00013418+0.00025452i,-0.0006686-0.00023421i,-0.0011842-0.0003155i,-0.00073323-0.00045891i,-0.0001006+0.00017902i,-0.00036162+0.0006667i,-0.0010489+0.00016313i,-0.0008584+0.00015129i,0.00018972-0.00019324i,0.00054328-0.000495i,0.00029212+0.00061832i,0.00016017+0.00029901i,0.00036713-0.0007472i,0.00083601-0.00089753i
-0.00082018-1.8623e-05i,-0.00062053-0.00033374i,-0.00079362+0.00077849i,-0.00067957+0.0013141i,-0.00016372+0.00054061i,0.00049105+4.2947e-05i,0.00025221-5.2747e-05i,-0.00026088+2.5778e-05i,-0.00039116-0.00031466i,-0.00084417-0.0010899i,-0.0015811-0.00045879i,-0.0014217+3.3033e-05i,-0.0011322+2.9298e-05i,-0.00016248-7.8955e-05i,0.00069029-0.00016208i,0.00013682+0.00012607i,0.00011137+0.00035856i,0.00034628-0.00020665i,0.00069871+0.00024001i,0.0007929+0.00061776i,0.00020227+0.00040022i,-0.00027466+0.00069766i,-0.00024951+0.00082111i
-4.5475e-05-0.0010487i,-0.00080459-0.0020906i,-0.00059717-0.0010753i,6.2355e-05-0.00035591i,0.00028526-0.0010037i,-4.4609e-05-0.0014615i,-0.0010617-0.00099714i,-0.0019598-0.00023032i,-0.0013826+7.5464e-05i,-0.0015328+0.00016125i,-0.0016095+0.00011146i,-0.00090344+0.0003493i,-0.00026469+0.00028726i,0.00013866+0.00032653i,1.4697e-06+7.3073e-05i,3.3414e-05-2.6718e-05i,-0.00018248+3.3531e-05i,-5.6359e-05+0.00038473i,0.0003568+0.00018182i,0.00063711-0.00017912i,0.00047127-0.00021899i,-0.00028736-0.00012626i,-0.00019101+0.000325i
0.0024077+0.00038499i,0.0025197+0.00025401i,0.0021978-0.0010052i,0.0011403-0.0012793i,0.00020621-0.0011558i,-0.00039341-0.0010459i,-0.00082011-0.00039432i,-0.00037281+0.00058276i,0.00071927+0.00079369i,9.7178e-05+0.00019713i,-0.00033726-6.393e-05i,-0.00042372-0.00010243i,-0.0010494-0.00015538i,-0.00074287-9.355e-05i,-0.00056639-0.00027434i,-0.00065747-0.00089401i,-0.00050077-0.0007208i,0.00046963-3.0224e-05i,0.00065695+0.00048218i,-0.00069268+0.00046742i,-0.00085981-8.8612e-05i,-0.00016273-0.00061135i,-0.00010642-0.00021143i
7.8726e-05-0.00079788i,-0.00076086-0.00093447i,-0.00072244+2.5214e-05i,0.00037289+0.0011519i,0.00042186+0.0009941i,0.00043988+0.00017265i,0.00040177+0.00010553i,0.00026868+0.00011446i,-0.00013709+2.2343e-05i,-0.0016469+0.00074114i,-0.0015553+0.00091389i,0.00032102+0.00046852i,0.0007528-0.00061393i,0.00020874-0.00070644i,-6.3103e-05-0.00038561i,0.000333+0.00046046i,0.00034867+0.00121i,0.00031346+0.00082889i,0.00091861+0.00053119i,0.00035275+0.00017902i,-0.00073538-4.5439e-05i,-0.0003121-0.00068653i,-0.00013961-0.00049627i
0.0014881-0.00071014i,0.0011302-0.001253i,0.00085159-0.0022476i,0.00068546-0.0026119i,0.00016999-0.0024626i,-0.00030214-0.0022038i,-0.00059522-0.001676i,-0.0006815-0.0013569i,-0.00053654-0.0015222i,3.7273e-05-0.001794i,0.00014861-0.00057278i,-0.00026325+0.00040705i,-0.00069385+0.00073106i,-0.00078526+0.00058923i,6.1724e-06+0.00050045i,0.00049236+0.00042015i,-0.00011652+0.00054565i,-0.00034386+0.00038052i,0.00040478-0.00040135i,0.00016723-0.00073041i,-3.0266e-05-0.00035951i,8.6571e-05+0.00031084i,0.00035362+0.00076726i
-0.00094882+0.00072114i,-0.0012843+0.00046986i,-0.0017364+0.00087281i,-0.0012342+0.0010174i,-0.00015609+0.00011455i,0.00057427-0.00010218i,0.00082835+8.6569e-05i,0.00019876+0.00036246i,-0.00030467-0.00016803i,-0.00063155-0.001052i,-0.0006299-0.00064606i,-0.00093773-0.00043772i,-0.0015163-0.00014945i,-0.0010141-9.4213e-05i,-7.3169e-05-0.00034937i,-0.00024173-0.00011401i,-0.00073924-8.635e-06i,-9.4064e-05-0.00046885i,0.00066657-0.0005669i,0.00021305+0.00014286i,-0.00050835-0.00024872i,0.0005009+6.9961e-05i,0.0014142+0.00026238i
0.0008568-0.00051619i,0.00074477-0.00031607i,0.00034269-1.3436e-06i,0.00034607+7.1563e-05i,2.4805e-05-0.00080315i,9.7808e-05-0.0017795i,0.00021109-0.0015149i,0.00024733-0.00076521i,-0.00036568-0.00035729i,-0.00019055-0.00027089i,0.00029964-0.00012038i,-0.00033789+0.0002196i,-0.00034351+1.9549e-05i,-0.00024472-0.00010719i,-0.00014139+9.0905e-05i,0.00010053+0.00025222i,-6.4417e-05+0.00052024i,-0.00030737+0.00076573i,0.00016266+0.00051308i,0.00029197+0.00011891i,0.00010377-0.0001109i,-0.00018742-0.00044599i,-0.00078557-0.00054936i
0.001253-5.6036e-05i,0.00048765-0.00033589i,-0.0010992-0.00033196i,-0.00040943-0.00039484i,-0.0001168+5.2045e-05i,0.00014161-0.00034601i,0.00039622-0.00092217i,-0.00011212-0.00066924i,-0.00039609-0.00049902i,-0.00021271-0.00068774i,1.6907e-05-0.00027212i,2.9512e-05+0.00017739i,-0.00013704+8.8761e-05i,0.00017282-0.00015518i,0.00084073+9.0372e-05i,0.0010669+1.6715e-05i,0.00036524-0.000328i,-4.5023e-05-0.00045393i,0.00053215+8.8075e-05i,0.0010586+0.00045531i,0.0008544+4.2284e-05i,0.00052566-0.00022961i,0.00049426-0.00079015i
0.0012051+0.000956i,0.0019247+0.0013927i,0.0026794+0.0014266i,0.002006+0.00012027i,0.0023063-0.0022484i,0.0016944-0.0026135i,0.00036826-0.0014372i,0.00016871-0.00042019i,0.00020063-0.00065931i,0.00022998-0.0018226i,0.00029004-0.0017372i,5.0505e-05-0.0009016i,-0.00021724-0.00081309i,-0.00025429-0.00068231i,-0.00060335-9.0992e-05i,-0.0010137+0.00020179i,-0.00059599-0.00024209i,-0.00024353-0.00057652i,-0.00011806-0.00027315i,-9.2232e-05+0.00057952i,-1.055e-05+0.00059315i,0.00041465+0.00037818i,0.00071982+0.00043523i
0.0003072+0.0007158i,0.00022909+0.00042561i,-0.0003267-0.00053762i,-0.00044794-0.0013767i,2.7788e-05-0.00095226i,0.0002278-0.0010135i,-0.00026422-0.00035555i,-0.000584+0.00069659i,8.9969e-05+0.00059801i,-0.00047351+0.00055365i,-0.001057+0.00028323i,-0.00026385+0.00041546i,-0.00015864+0.00075896i,-0.00046751-8.015e-05i,-0.00028655-0.00011521i,-0.00018798+0.0003693i,6.7797e-05+0.00020725i,0.00042181+0.00011164i,0.00023135-0.00010202i,0.00046039-8.1409e-05i,0.0010091+0.00025552i,0.0010206+0.00057879i,-1.1409e-05+0.0003783i
0.0004622+0.0022765i,0.00089485+0.0025738i,0.0010522+0.0023519i,0.0013924+0.001626i,0.00099942+0.00060734i,-0.00016472-0.00070158i,-0.0010143-0.00091328i,-0.00078856-0.00047258i,-0.00040676-0.00064463i,-0.00019686-0.00083517i,2.1338e-05+0.00020023i,-0.00030899+0.00013219i,-0.0016481-0.00015586i,-0.0021013-0.0001473i,-0.0015047+6.7206e-05i,-0.00085861+0.00067368i,5.4883e-05+0.00084453i,0.0006113+0.0005119i,0.00055046-0.00044413i,0.0002522-0.0014499i,-0.00011152-0.0012395i,-0.00015833-0.00044289i,0.00024431-0.00059096i
