-1.318e-05-0.00033526i,-0.00067819-0.00063417i,-0.00071184+0.00026293i,-0.00061806+0.00018296i,-0.00064718-0.0011684i,-0.00097769-0.0008649i,-0.0010678+0.00010984i,-0.0001825+0.0010673i,0.0010269+0.00094684i,0.0016493+0.00030569i,0.0018722-0.00040751i,0.0008415-0.0010743i,-1.2128e-05-0.00082521i,0.0003494+0.00028778i,0.00061543+0.00081485i,0.00049306+0.00047914i,0.00032513+2.8655e-05i,-6.9093e-05-0.00030617i,8.3454e-05-0.00023044i,-0.00011121-0.00020518i,-0.00012744-0.00050139i,0.00047973-0.00017791i,0.00037742+0.00038783i
0.0018156-0.00033551i,0.00097489-6.4769e-05i,0.00063927-0.0012109i,0.0003252-0.00069254i,-0.00055373+0.00057793i,-0.00069917+0.00039423i,6.8178e-06+7.1284e-05i,-0.00025654+0.00072396i,-0.0005069+0.0010854i,0.00032973+0.00063385i,0.00061242-2.4194e-05i,0.00013357-0.00032486i,-0.000802-0.00028389i,-0.00082464-5.2753e-05i,-0.00051938+0.00052387i,-0.0009397+0.00054i,-0.00062601+0.00012016i,-0.00075523+0.00072121i,-0.0011903+0.00067244i,-0.00069794-0.00012517i,-0.00032043-0.00087734i,0.00017884-0.00030446i,0.00010794+0.00062174i
1.7923e-05-0.00074712i,0.00021966-0.0012659i,0.0006606-0.0013661i,0.00070639-0.0016463i,0.00081694-0.0011229i,0.00048999-0.00032397i,0.00028379-0.00019841i,0.00023143-0.00043317i,0.00025526-0.00052803i,0.000115-0.00053614i,-0.00052304-0.00013798i,-0.00067666+0.00066032i,1.1118e-05+0.00076966i,0.00051429+0.00079207i,-0.0003036+0.00076187i,-0.00073282+0.00059556i,-0.00046066+0.0002604i,-0.00020869-0.00029024i,-0.00032086-0.00066449i,-6.1045e-06-0.00035175i,0.00058678-0.00037075i,0.00031501-0.00045667i,5.4026e-06+0.00016034i
0.00040317+0.0023121i,0.0020381+0.0023655i,0.0022033+0.001444i,0.0021254+0.00052345i,0.001595+0.00023698i,0.0011551-0.00010552i,0.00071454-0.00046585i,0.00035368-0.00036078i,0.00048018-0.00032557i,0.00069918-0.00040518i,0.0001806-0.00012415i,-0.00021119-0.00010653i,-0.00029653+0.0002651i,-0.00039757+0.00043179i,-0.00057102+0.00052217i,-0.00026779+0.00056257i,0.00020811+0.00054562i,0.00068771+0.00032258i,0.0010289-3.2989e-05i,0.0012279-0.00042918i,0.001186-0.00023716i,0.00042123+0.0009087i,-0.00013162+0.00041421i
-0.00098257+0.0021554i,-0.00022296+0.0012239i,0.0010842+0.0024941i,0.0012039+0.0023895i,0.00045163+0.00093322i,-0.00014843+1.6959e-05i,-0.00037312-0.00029986i,-0.00028019-1.3628e-05i,-0.0005029-0.00026851i,-0.00036528-0.00047881i,4.7224e-05-0.00098296i,8.9857e-05-0.0010917i,-0.00072742-0.0010257i,-0.0010337-0.00058158i,-0.00010797+0.00011587i,0.00017789+0.00058133i,-0.00034277+2.9806e-05i,-0.0006013-0.00070634i,-0.00039027-0.00069042i,0.00019373-0.00055357i,0.00053733-0.00010975i,0.00048888-6.0581e-05i,0.00049134+5.5282e-05i
0.00010313-0.0012581i,-0.00014333-0.0011853i,-0.00075274-0.0010958i,-0.00080807-0.0011059i,0.00054616-0.00058654i,0.00065688+0.0001628i,-0.00041254+0.00024978i,-0.00027723+0.00029362i,0.00091851+0.00014794i,0.0011355-0.00019237i,0.00048605-0.0004311i,-0.00077288-0.00075193i,-0.0011744+0.00015663i,-0.00088277+0.00084292i,-0.00088302+0.00037788i,-0.00062166-0.00044975i,-0.00040872-0.00099349i,-0.00015884-0.0007301i,-0.00012909-0.00072167i,0.00054698-0.00024364i,0.0011583+0.00088265i,0.00071829+0.0011221i,0.0006775+0.0001294i
0.0030735+0.00175i,0.0023543+0.00049013i,0.0016287+3.6478e-05i,0.00097606+8.2307e-05i,0.00079874-0.00040608i,0.00032386-0.00034678i,0.00011054-0.00024832i,-0.00014401-0.00048429i,-0.00039458-0.00066877i,0.00010585-0.00043053i,-5.0077e-05-0.00055261i,-0.00021776-0.00076944i,-0.00024785+0.00024093i,0.00031124+0.0012255i,0.00090945+0.0013289i,0.0013283+0.00048012i,0.00083002-6.7747e-05i,-0.00050676-0.0001184i,-0.00087+0.00018973i,-0.00015653+0.00018181i,0.00053663-7.4724e-05i,0.00062006-0.00044511i,0.00021284-0.00065914i
-0.0017245-0.00015906i,-0.0015768-0.0007238i,-0.00070623-0.0015066i,-0.00027579-0.0017719i,0.00098692-0.0010309i,0.0018582-0.00032407i,0.0011963-0.00041489i,0.0005016-0.00024885i,0.00012934-0.0002608i,0.00038411+0.00022908i,0.00040537+0.00071761i,0.00056626+0.00052637i,0.00062728+0.00025066i,0.00076023+0.00052432i,0.00067697+0.00097984i,0.00047878+0.00029673i,0.00064297-3.678e-05i,0.00065172+0.00049572i,0.00013614-0.0001173i,-0.00030089-0.00067059i,-0.00040455+0.00024833i,-0.00039783+0.00051061i,-0.00058807+0.00055122i
-0.0015938-0.00049353i,0.00022345+5.7451e-06i,0.00051343+0.00099351i,0.00068145+0.0016914i,0.0015784+0.0012399i,0.002417-8.8235e-05i,0.0015641-0.00060671i,0.0011408-0.00066662i,0.0013273-7.1796e-05i,0.00044621+6.3876e-05i,-0.00023591-2.868e-05i,0.00013893+0.00018712i,-0.00056823-0.00013979i,-0.0014428-0.00038437i,-0.0015333+0.00023089i,-0.0010412+0.00079422i,-0.00033891+0.00074696i,-0.00039525+0.00048811i,-0.00095728+0.0001449i,-0.0015129-0.00013188i,-0.00069167+0.00021522i,0.00058277+0.00037719i,0.00090983+0.00068833i
0.0019008+0.0010627i,0.0016747+0.001303i,0.00046814-0.00050791i,-0.00090917-0.0014567i,-0.0015945-0.00060072i,-0.0012137-0.00013709i,-0.00011919-0.00021204i,0.00082103-0.0002493i,0.00047532+7.1775e-05i,0.00016891-0.00045159i,0.00039029-0.00048438i,-0.00025915+6.1248e-06i,-0.0006316+8.5929e-05i,-0.00017723+0.0010946i,0.00050538+0.0013494i,0.0011243+0.00050536i,0.00076992+0.00047583i,0.00018102+0.00015754i,0.00014243-0.00015273i,1.6422e-05+0.00010592i,-9.6071e-05+0.00019959i,-6.2785e-05-5.7283e-05i,-0.00013763-0.00010631i
-0.0020671-0.00044555i,-0.0024668-0.00067809i,-0.0013426+0.00015658i,0.00029414+0.00029972i,0.00093421+0.00057148i,0.001144+0.00031289i,0.00079925-0.00024093i,0.00027479-0.00024952i,-7.7649e-05+0.00013i,-1.6332e-05+0.00021341i,0.00018956+0.0001819i,-0.0002397-2.5015e-05i,-0.00068822-0.00028246i,-0.00087976+8.5669e-05i,-0.00064176+0.00013768i,-0.00019739-6.8133e-05i,-0.00037778-0.00043378i,-0.00021338-0.00023982i,-8.5582e-05+0.00018272i,-0.00063949+0.00028698i,-0.00027199+0.00031076i,0.00042323+0.00039182i,0.00015649+0.00057028i
0.00057261-0.00076647i,0.0007447-0.00030898i,0.00023271-0.00031006i,-0.0011193-0.00080265i,-0.0014667-0.0012668i,-0.0012982-0.00052881i,-0.0005307+0.00023198i,-3.3756e-05+9.1361e-06i,-0.00014132+0.00025462i,0.00010407+0.0011953i,0.00085144+0.0014059i,0.00066976+0.00092527i,9.7849e-05+0.00078103i,-0.00036204+0.00092741i,-0.00026541+0.00024241i,5.8374e-05-0.00085441i,0.00032009-0.0010032i,0.00028448-0.00035187i,-0.00043842-0.00034245i,-0.0013246-0.00029667i,-0.0008368+0.00052653i,-7.2944e-05+0.00068903i,0.00044506+0.00053703i
0.00070639+0.0005886i,0.001564+0.00043252i,0.0019322+0.00067882i,0.00042309+0.00029063i,-0.00089549-0.00032571i,-0.0008405-0.00041548i,6.6545e-05+0.00057845i,0.00041263+0.00042487i,-0.00026725-0.0003855i,-0.00045544-0.00063654i,-0.00040957-0.00066401i,-0.00073325-0.00058643i,-0.00067697-0.00046263i,-3.9366e-05-3.6874e-05i,0.00063755+8.9996e-05i,0.00054411-0.00052305i,0.00022895-0.00040174i,-0.00013245+0.0002024i,0.00012049+0.00022203i,0.00037674-0.0003789i,0.00026066-0.00038854i,-8.1949e-05-0.00046408i,-0.00010889-0.00037519i
-0.0016196-0.0014081i,-0.0014184-0.0015182i,-0.0012422-0.0014273i,-0.0010119-0.0014743i,-0.00043686-0.00025127i,1.3787e-05+0.0002529i,0.00051195-0.00040727i,0.0008727-0.00056517i,0.00010385-0.0010884i,-0.00042804-0.00010777i,-0.00027857+0.00038077i,-5.0601e-05-0.00075598i,0.00010693-0.00017135i,-0.00074788+0.0001111i,-0.0010059-1.7331e-05i,-0.0002112+0.00068887i,-5.9635e-05+0.00018706i,-0.00067247-0.00086853i,-0.00021328-0.0014667i,0.00046612-0.001736i,9.7212e-05-0.0010044i,0.0012421+0.00017479i,0.0018125+0.00047817i
0.00020384+0.0003541i,0.00055238+0.00080205i,-0.00070996+0.0016733i,-0.0011815+0.0017361i,-0.00036872+0.00097319i,0.00059221+0.00030122i,0.00018824+6.1289e-05i,-0.00021571-0.00011077i,-0.00027002+0.00027055i,0.00030697+0.00060102i,0.00055385+0.00042703i,-3.9696e-05+0.00019682i,-0.00039742-0.00035769i,3.1281e-05-0.00039437i,0.00037513+0.00053673i,-0.00015197+0.001094i,-0.00039577+0.00064254i,-0.00051102+0.00021493i,-0.00069336+0.0002833i,-0.00033799+0.00038034i,-1.3744e-05+2.8708e-05i,-0.00018756+0.00033602i,-4.8917e-05+2.6082e-05i
-0.00018659-0.00071591i,-0.0012598-0.0017508i,-0.0015072-0.0013014i,-0.00097413-0.00060432i,-6.5066e-05+8.504e-05i,0.0003501-0.00011881i,0.0004044-0.00029768i,-6.2951e-07-0.00015609i,-0.00017697-0.0003475i,0.00037755-0.0001196i,0.0010708-0.00032905i,0.00076056-0.0001782i,-0.00028109+1.2475e-05i,-0.0002324+0.00027113i,0.00011879+0.00094828i,0.00058597+0.00042365i,0.0010429-0.00060655i,0.00075993-0.001381i,0.00036241-0.00082821i,0.00059844+0.00026529i,0.0006154+0.00055041i,0.00041308+0.00030772i,-0.00012516-0.00033947i
0.001284-0.0010744i,0.00067305-0.0016688i,0.0007075-0.0021946i,0.00016386-0.0016571i,-0.00055664-0.00024758i,-0.00095513+0.00023405i,-0.00039424+0.00022066i,0.00043874+1.0931e-05i,0.00041328-0.00019801i,-0.00039082-0.00042145i,-0.00078933-0.00046314i,-0.00030657+0.00011411i,0.00016179+0.00010453i,0.00084782+0.00024913i,0.0015472+0.00089658i,0.0012122+0.00067931i,0.00061558+0.00013888i,0.00014499-0.00071602i,-0.00038483-0.00011176i,-0.0001915+0.00042918i,0.00062848-0.00010405i,0.0014473-0.00083742i,0.00097664-0.00030468i
0.0001386-4.9736e-05i,-0.0004908-0.0015986i,-3.6417e-05-0.0017455i,0.00057971-0.00033642i,9.4194e-05-0.00091708i,-0.00076797-0.0019401i,-0.00051861-0.0014105i,0.00041678-0.00095032i,0.00062422-0.0010729i,-2.9047e-05-0.00093324i,-0.00031954-0.00024345i,-0.00066754-1.0007e-05i,-0.000636+0.00051285i,-0.00058369+0.00054529i,-0.0005652-2.9317e-05i,-0.00024245+0.0003091i,0.0001891+0.00069861i,0.00039675+0.00023516i,0.00060795-0.00029534i,0.0011067-0.00061752i,0.0010107-0.00043946i,0.00081158-0.00012619i,0.00086917+5.2855e-05i
0.0011787+0.00047974i,0.00092585+0.00065461i,0.00038475+0.00027635i,-0.00040568-0.00030432i,-0.00082934+0.00015577i,-0.00040642+0.00034844i,-0.0003212-0.00023775i,-0.00012108-0.00053501i,-0.00033654-0.00011867i,-0.0005846+0.00028976i,4.2287e-05+0.00041821i,0.0013596+0.00035309i,0.00045716+0.00025137i,-0.00088037+0.00081812i,-0.00071195+0.0010351i,-0.00016847+4.0275e-05i,0.00020987-0.00075531i,-0.00015814-0.00095641i,0.0001441-0.0011206i,0.00081528-0.00081282i,0.00073944-0.00033338i,8.598e-05-8.0231e-05i,0.00030975-2.4563e-05i
0.0008495+0.00045264i,0.00083823-0.0001277i,0.0013477-0.00055456i,0.0016315-0.00030253i,0.0014179-0.0001041i,0.0010021+0.00036834i,0.00035096+0.00036451i,0.0001105-8.6194e-05i,0.00013809+0.00017378i,0.0003024+0.00053578i,0.00025519+0.00069968i,0.00057531+0.00070687i,0.0004135+0.0010476i,-0.00041497+0.001434i,-0.00062671+0.0012723i,-0.00051897+0.001114i,-0.00071434+0.00060483i,-0.00082385+0.0003197i,-0.00043999+0.00053256i,0.00062654+0.00038409i,0.00099238-0.00027078i,0.00047777-0.00029048i,-0.00013327-0.000148i
-0.00031253+0.00114i,-0.00056553+0.00016091i,-0.00038225+0.00030751i,9.3347e-05+0.00021424i,0.00046479-0.00051748i,-2.7261e-05-0.00049484i,-5.6529e-05-0.00015494i,-0.0004821+0.00081496i,-0.00063264+0.00035793i,-0.0003917-0.00070608i,-0.00060817-0.00089693i,-0.00039604-0.00084813i,-5.1532e-05-0.00028655i,-0.00036475+0.0004297i,-0.00079287+0.00011268i,-0.0007667-0.00042264i,-0.00055747+0.00017638i,-4.6967e-05+0.00090644i,2.3264e-05+0.00072074i,0.00027447+0.00026899i,0.00051317-2.3976e-05i,9.0515e-05+0.00014486i,-4.1297e-05+0.00075499i
0.0020249-0.0004355i,0.0023173-0.00030922i,0.0024768-0.00061899i,0.001951-0.00074553i,0.0013491-0.00087977i,0.00018017-0.00070187i,-0.00027758-0.0002883i,0.0011546-7.7678e-05i,0.0022849+0.00045058i,0.0018301-9.706e-05i,0.00068125-0.00052347i,-0.00040398-0.0001751i,-0.001236+0.00026309i,-0.00092256+0.0011008i,-0.00022432+0.0012286i,0.00084303+0.00057586i,0.0012769+0.00014743i,0.00038391-0.001046i,-0.00012098-0.0013127i,0.00049957+4.8739e-05i,0.0010297+0.00049333i,0.00085407-1.0093e-05i,0.00059117+0.00015207i
0.001278+0.0019847i,0.00012307+0.0011112i,0.0010366+0.00086087i,0.0015533-0.00013032i,0.00056401-0.0010888i,7.8618e-05-0.00071162i,0.00058046-0.0011472i,0.00090139-0.0012436i,0.0006221-0.00052492i,-0.00064907-0.00046395i,-0.0015343-0.00064291i,-0.00089434-0.00077973i,-0.00014787-0.00027638i,0.00079645+0.00080443i,0.0016042+0.00079969i,0.0014638+0.00036633i,0.0013537+6.8562e-05i,0.0011038+0.00027353i,0.00059772+0.00044116i,0.00034809+2.7468e-05i,0.00058447-0.00065665i,0.00080149-0.00070211i,0.00054036+0.00031261i
0.00033951+0.0014648i,0.001832+0.00023674i,0.0024938+0.0018866i,0.0016895+0.0028786i,0.0022038+0.0015219i,0.0020088+0.00085808i,0.00049783-0.00011344i,0.00038746-0.00055826i,0.00033991-0.00018476i,-0.00036897-0.00021807i,-0.00073351-0.00076897i,-0.00058973-0.00090452i,-0.0005912+0.00048177i,-0.00056005+0.0015408i,-0.00047965+0.0012753i,-0.0002722+0.00088075i,6.0084e-05+0.00021631i,0.0001397-0.00069988i,2.1345e-05-0.0010242i,0.00051341-0.00030003i,0.00038578+0.00058889i,-0.00051581+0.0010932i,-0.00069362+0.0012033i
-0.0016632-0.00033564i,-0.0010835-0.00067873i,-9.5918e-06-0.00075386i,0.00036204+0.00013965i,-0.00010421+0.00088534i,-0.00019171+0.00042469i,-0.00061079-0.00056927i,-0.00101-0.00068393i,-0.0008173+0.00029903i,-1.536e-05+0.00040565i,0.00025288+0.00065354i,0.00016487+0.00086786i,-2.682e-05+0.00013985i,-0.00062478+9.6196e-05i,-0.00080581+0.00014189i,-0.00024748+0.00046212i,1.1721e-05+0.00091578i,-0.0003797+0.0012362i,-0.00018172+0.00057391i,0.00055935-0.00062878i,0.00027794-0.00072086i,-0.00030966-0.00066769i,-0.00085814-0.00037002i
0.0013823-0.0020442i,0.0012895-0.001665i,0.00030308-0.0009291i,0.00024447-0.00037902i,0.00090676-0.00010373i,0.0012816-6.5158e-05i,0.0010296+0.00020069i,0.0007808+0.00011103i,0.0003795-0.00020094i,-5.7875e-05-0.0006708i,9.5284e-05-0.00040839i,2.0675e-05+7.2223e-05i,-3.36e-05-0.00020259i,0.00026257-8.3995e-06i,8.0433e-05+0.00075129i,-0.0005128+0.00064399i,-0.00082786-0.0001135i,9.5534e-05-0.00025813i,0.00085965-0.00043024i,0.00042609-0.00038599i,-0.00013294-0.00073699i,-0.00032937-0.00052106i,-0.00044018+6.2842e-05i
-8.4847e-05+0.00028076i,-8.1322e-05+0.00041497i,-0.00093926-0.0001786i,-0.00040814-0.00019225i,-0.0002142+4.1351e-06i,-0.00029212+0.0002122i,0.00034269-9.6389e-06i,0.00024894+0.0001244i,-0.00093736+0.00034538i,-0.0013387+7.87e-05i,-0.0009536+3.3698e-05i,-0.00032153+0.00073818i,0.00061646+0.00091968i,0.00029817-7.3651e-05i,-0.00052853-0.00038838i,-0.000423-0.00038095i,0.00017411-0.00018786i,0.00039928-0.00028107i,0.0006356-0.00018432i,0.00038398+0.00069363i,0.00031943+0.00060408i,0.00011399-5.0767e-05i,0.00062509-0.00021764i
-0.00074662+0.00010196i,-0.00026533-0.00026194i,-2.9794e-05-5.7094e-05i,-0.00055264+0.00016735i,-0.00089123-0.00066857i,-0.00097081-0.0011714i,-0.00098901-0.00058987i,-8.2786e-05+0.0003879i,0.00048955+0.00056799i,0.0010135+0.00024011i,0.00083714+0.00028794i,-0.00034498+0.00012437i,-0.00066652+5.2862e-05i,-0.00024061+0.0005627i,0.00033507+0.001599i,0.00032865+0.0013936i,-0.00016121+0.00066748i,-0.00041181+0.00039162i,4.7967e-05+0.00019556i,0.00020298-0.00026267i,-0.00028071-0.00027277i,-0.00058673-0.00022903i,-0.00051-0.00030449i
0.00048758-0.00086484i,0.00093458-0.0022305i,0.0022384-0.0027999i,0.0018613-0.0015934i,7.576e-05-0.00038703i,-0.00017486-0.00085775i,0.00087334-0.00069517i,0.0016237-0.0003556i,0.001337-0.0011221i,0.00061144-0.00089114i,-0.0004192+0.00094982i,-0.00088572+0.0018216i,-0.00037823+0.0013171i,5.1664e-05+0.0010533i,-8.6888e-05+0.00089333i,0.00037826+0.0001189i,0.0008949-0.00017684i,0.00068713+0.00025544i,0.00070021+0.00079108i,0.00089511+0.00034908i,0.00056791-0.00072356i,5.8241e-05-0.00080435i,7.0887e-05-0.00039721i
0.00086373+0.0010527i,0.00055703+0.00085423i,-0.00081855+0.0006906i,-0.0015269+0.00083225i,-0.00088439+0.00066655i,-0.00078222+0.00040121i,-0.00055645-0.00073542i,0.00022761-0.0013035i,-8.4188e-05-0.00068236i,-0.00044203+8.018e-07i,-0.00046657+1.1398e-05i,-0.00052543+0.00011802i,-0.00032709+0.00046262i,-0.00033168+0.00011483i,-0.00017859+8.8245e-05i,-0.00018495+0.0007008i,-0.00049729+0.0011051i,-0.00052992+0.00043218i,0.00029024-0.00011177i,0.0011275+3.605e-05i,0.00097033-0.00022803i,0.00045259-0.00029619i,-0.0004381-0.00070087i
-0.0012141-0.0016663i,-0.00049909-0.00082174i,-0.00093042-0.00069193i,-0.001349-0.00051486i,-0.0011907+0.00093688i,-0.00038773+0.00098245i,-0.00022438+0.00045235i,-0.00054405-1.2552e-05i,-0.00014579-0.00064221i,-6.6664e-05-0.00053295i,-0.0003401-0.00035345i,-0.00040556-0.00060635i,3.2319e-05-0.00044952i,0.00046128-0.00080292i,0.00059177-0.00096326i,0.00028839-0.00091614i,-0.00012887-0.00081681i,-0.00043233-0.00064487i,-0.00043512-0.00026795i,7.455e-05+0.00042338i,0.00043898+0.0007062i,0.00064616+0.0005533i,0.00076844+0.00039234i
0.0001114-0.00061701i,0.00010667-0.00045884i,0.00092909-0.00028747i,0.00074991-8.5923e-05i,0.00014107+0.00030968i,1.5392e-05+0.00031392i,-0.00066474-9.682e-05i,-0.00039632+0.00020124i,-0.00027433+0.00020827i,-0.00084896-0.00039872i,-0.00057151-0.00068997i,-0.00051548-0.00030352i,-0.00086046+0.0001491i,-0.00067705+0.000418i,-0.00010274-1.0419e-05i,0.00056977-0.00026725i,0.00060163+1.6475e-05i,0.00024278-0.00035705i,-0.00035719-0.00073367i,-0.00043422-0.00049047i,-0.00054608-0.00056821i,-9.3091e-05-0.00081276i,-0.0002226-0.00020926i
0.00016012-0.0011644i,0.00081716-0.00047233i,0.00039974+0.000372i,0.00042257+0.00055737i,0.00088197+0.00046033i,0.0011214-0.00017851i,0.00083991-0.0011339i,0.00017448-0.0016149i,-0.00029195-0.0012205i,-6.6964e-05-9.3001e-05i,-0.00020581+0.00024543i,-0.0005353-0.00080598i,-0.00047818-0.00088314i,-0.00052816-9.5755e-05i,-0.00080555+0.00025379i,-0.0010422+0.00020816i,-0.00052831-1.8964e-05i,-1.7123e-05-0.0009699i,1.5951e-05-0.001227i,0.00021116-0.00061327i,-0.00019085-0.00059784i,-0.00050702-3.3748e-05i,4.7608e-05+0.00061609i
-0.0012022+0.00037354i,-0.0001551+0.0013165i,0.0007593+0.0012267i,0.00023004+0.0016067i,-0.00023608+0.0011995i,0.00041574-0.00014802i,0.0011995-0.00086282i,0.0011254-0.00059611i,0.00026829-0.00030814i,-0.00025274-4.3102e-05i,-0.00033957+0.00039365i,1.3438e-05+0.00030755i,-7.9864e-05-8.0485e-05i,-0.00057667-0.00025612i,-0.00038604+5.5437e-05i,-0.00033323+0.00069019i,2.39e-05+0.00064758i,0.00059751+6.7916e-05i,0.0005078-0.00034813i,0.00017324+0.00019767i,6.7277e-05+0.0010142i,-0.00025796+0.0011325i,0.00013969+0.00050412i
0.00081732-0.00024054i,0.00082299-0.0003406i,0.0013178-0.00013079i,0.0011956+0.00027343i,0.00049518+0.00022356i,-9.2904e-06-0.0003442i,-0.00025454-0.00026643i,0.00012345-0.00026021i,0.00061527-0.00040032i,0.00010145-0.0001811i,-0.00012445-0.00027633i,0.00040079-0.00037553i,2.4074e-05-0.00014823i,-0.00011025+0.00012066i,0.00037046+0.00034022i,0.00038683+0.00033996i,-0.00017885+0.00012493i,-0.0002106-7.7451e-05i,-6.4935e-05-6.5761e-06i,-0.00033685-4.2088e-05i,-0.00025821+5.1087e-05i,0.00015833-0.00029943i,6.2474e-05-0.00065098i
-0.00037863-2.4457e-05i,-0.00072163-0.00020891i,-0.00067455-0.00040757i,-0.0005837+0.00049961i,0.00056328+0.0013432i,0.0012141+0.0011192i,0.00063746+0.00052543i,0.00019302+2.9647e-05i,-6.5372e-05-0.00051983i,-0.0004901-0.0009115i,-0.0010849+2.1325e-05i,-0.00099469+0.00086509i,-0.00020869+0.00084542i,0.00046452+0.0007646i,-0.00039192+0.00095494i,-0.00076492+0.0010526i,4.1964e-05+0.00042372i,0.00061126+7.7572e-05i,-0.0001602+0.00066082i,-0.00061641+0.00060523i,0.00041321+0.00056806i,0.00013279+0.00080784i,-3.7864e-05+0.000328i
-0.00050007+0.0010155i,-0.00042907+0.0014331i,0.00027504+0.0020745i,0.00097155+0.0014316i,0.0014517+0.00069777i,0.0012796-0.00035071i,1.9781e-05-0.00048978i,-0.0006891+0.0004341i,-0.00039785-0.00013482i,-0.00073449-0.00034351i,-0.00070751-0.00039948i,-0.00033324-0.0010646i,-0.00043983-0.00095286i,-0.0016148-0.00033612i,-0.0018209-0.00028861i,-0.0010315+3.3504e-05i,-0.00026428+0.00012937i,0.00028847-0.00044006i,0.00039383-0.00073049i,0.00035393-0.00068941i,0.0001227-0.00044818i,-0.00011568-0.00024527i,-0.00039622-0.00010298i
-0.00056332+1.902e-05i,0.00021017+0.0012244i,0.00019327+0.00076735i,-0.0002805+0.0002506i,-0.00056896+0.0010293i,-0.00087315+0.0010578i,-0.00071396+0.00025914i,0.00038972-0.00037993i,0.000321-0.00095027i,-9.58e-05+0.00024146i,0.00022432+0.00080546i,0.00059316-0.00020211i,0.00047712-0.00010176i,-0.00030235+0.00034753i,-0.0010406+0.00075138i,-0.00089481+4.7192e-05i,-0.00051814-0.0007497i,-0.00025453-0.0010394i,0.00037292-0.00024907i,0.00023077+0.00080925i,-0.00027985+0.0010157i,-0.00020377+0.00041647i,0.00046052-0.00025578i
0.00062972-0.0012506i,0.00073975-0.0021845i,0.00080653-0.0027878i,0.0006033-0.0016804i,0.00023172-0.00058115i,0.00065002-0.00030941i,0.00061968+0.00013974i,0.00031685-0.00010162i,0.0011813-0.00027614i,0.001562-0.00082378i,0.0010448-0.0012135i,0.00034276-8.1745e-05i,-0.00048814+0.0012116i,-0.00066965+0.0011386i,-0.00038141+0.0007361i,-0.00055741+0.0011156i,0.00011103+0.00075798i,0.00088705+1.2765e-05i,5.4562e-05-9.0466e-05i,-0.00055362-0.00018568i,-0.00078721-0.00028785i,-0.0006402-0.00050408i,-8.4008e-05-0.00051195i
-0.00053827-0.00072288i,0.00016812-0.0005164i,0.00030778+0.00039283i,-0.0010826+0.0010477i,-0.0011459-0.00010394i,-5.8453e-05-0.00040992i,8.5169e-05+0.00020719i,8.687e-05+0.0002397i,0.00048113-0.00010027i,9.5466e-05-0.00013835i,-0.0011467+0.00023502i,-0.0013869+0.00045719i,-0.00054203+0.00042601i,-0.00054549+0.00043257i,-0.000407+0.0004719i,0.00011972+0.0003642i,-4.3759e-05+0.00040313i,-0.00016655+0.00028063i,0.00020846+0.00039567i,0.00021434+0.00024984i,-0.00028543+0.0005042i,-0.00042747+0.00023028i,3.068e-05-0.00036893i
0.00037126+0.00095376i,0.00093964+8.1882e-05i,0.0015601-0.0004448i,0.0014274-0.00033241i,0.0011742-0.00066295i,0.00042191-0.0012942i,7.9813e-05-0.0014872i,-0.00027668-0.0011696i,-0.00074091-0.00037379i,-0.00027103+0.00036316i,5.0313e-06+4.2572e-05i,-0.00015038-0.00027627i,-0.00023374+0.00050355i,-0.0007984+0.0011608i,-0.00076405+0.0010171i,-0.00033732+0.00071639i,-0.00015445+5.2121e-05i,0.00044859-0.00024709i,0.00021005-2.9757e-06i,9.144e-05-0.00042614i,0.00038245-0.00030253i,0.00060417+0.00037361i,0.00094507+9.1169e-05i
0.0013252-0.0014495i,6.035e-05-0.0020368i,1.0153e-05-0.0026445i,0.00093389-0.0029163i,0.00026547-0.0026509i,-0.00062137-0.0019626i,0.00015899-0.00084141i,0.00045889+0.00025946i,-0.00034429+0.00049904i,-0.00037109+1.1056e-05i,4.626e-05+0.00039074i,-0.00020591+0.0017252i,-0.00059294+0.0014612i,-0.0001375+0.00047885i,0.00041595-0.00064573i,0.00067819-0.001534i,0.00028788-0.00066802i,-0.00033587+8.4425e-06i,0.00011107+7.083e-05i,0.00070577+7.8911e-05i,0.00061957-0.00010441i,0.00015604-0.00019882i,0.00027434+0.00015197i
0.00011212-0.0010114i,-9.4918e-05-7.0696e-05i,-0.00011056+0.00061262i,0.00014432+0.001117i,0.00013405+0.0018558i,0.00067286+0.0013569i,0.00060402+0.00021729i,0.00062049+0.00035592i,0.00060269-7.6625e-05i,-0.00083697-0.00057432i,-0.001156-0.00024886i,8.5243e-05-0.00011639i,0.00044488+0.00010284i,0.00072252+0.0010627i,0.00121+0.0014688i,0.00081435+0.00055381i,-0.00022808+0.00051597i,-0.00065451+0.00020753i,9.4212e-05-0.00033307i,0.0010735-0.00042989i,0.00060191-0.00046909i,-0.00035195-0.00024173i,0.00021396-6.4423e-05i
