0.00041714+0.0020017i,0.0015889+0.0018974i,0.0011145+0.00030921i,-0.00018188-0.0014998i,-0.001608-0.0012687i,-0.0017998+0.00043692i,-0.00032044+0.0010736i,0.00089907+0.00039956i,0.0013655-0.00013726i,0.00092171-0.00087607i,0.00054958-0.00067899i,0.00039899+0.00051656i,-0.00010944+0.0014169i,-0.00055098+0.0015331i,-0.00059699+0.00074088i,5.0012e-05+0.00034531i,0.0011397+0.0007202i,0.0012443+0.00013087i,0.00015131+0.00010098i,3.0345e-05-1.7565e-05i,0.00043144-0.00037305i,0.00035336-0.00072938i,0.00063321-0.00017729i
-0.0025961-0.00091451i,-0.0025142-0.00055204i,-0.0021764+2.8986e-05i,-0.0013727-0.0001366i,-0.0002828+2.448e-05i,0.00026626+0.00065656i,-0.00011421+0.0012298i,-0.00026733+0.00036531i,-3.9128e-05+8.4813e-05i,0.00011191+0.00039925i,0.0003405+5.2384e-05i,0.00033886-8.9378e-05i,-3.1819e-05-0.00012177i,-0.00037549-0.00032767i,-0.00072968-0.00059396i,-0.00026657-0.00077735i,0.00036658-0.00034245i,9.1467e-05-0.00023238i,0.00039301-2.3876e-05i,0.00025015+1.4529e-05i,-0.0001896-0.0005395i,0.00016053-0.001676i,0.0002136-0.0016513i
0.00015619-0.00027302i,0.00036307-0.00019275i,0.00074236-0.00046018i,0.00076896+0.00031619i,0.00093084-0.00012317i,0.00088332-0.0007313i,0.00041092-0.00059649i,-0.00023204-0.00038493i,-0.0006599-0.00018116i,-0.00021174-0.00056944i,2.0909e-05-0.0010394i,-4.7311e-05-0.00042685i,-0.00017755+0.00012048i,-5.2025e-06+0.00027773i,7.1153e-06+0.00025986i,6.8477e-06-2.0181e-05i,0.00089419+2.1806e-05i,0.0013787+0.00040334i,0.0011493+7.6953e-05i,0.0013165+0.00014867i,0.00096552+0.00085415i,0.00039089+0.0013456i,0.00035243+0.0014402i
-0.00081658-0.0012519i,-0.0010331-0.000146i,-0.0010492-0.00028207i,-0.00067974-7.2705e-05i,-0.00044264+0.00015832i,0.00020982+0.00070199i,0.00087131+0.0010429i,0.00064644+0.00060816i,0.00036215-0.00022268i,0.00033473-0.00089617i,0.00050412-0.00085266i,0.00054989-0.00029812i,7.2527e-05+0.00038528i,2.6533e-05-3.0504e-05i,0.00031277-0.0005881i,-0.0002433-0.0005109i,-0.00054911-0.00049557i,-2.1807e-05-0.00010341i,0.00058216+0.00065807i,0.00088876+0.0014189i,-0.00015294+0.001426i,-0.0010378+0.00075396i,-0.00026337-8.7718e-05i
-0.00043669+0.00045921i,-0.00051005+0.00023667i,-0.00074221+0.00021152i,-0.00038274-0.00013189i,0.00029329-0.00067835i,0.0008977-0.0010362i,0.00035479-0.0014583i,0.00037445-0.001345i,0.00027332-0.00073033i,-1.8123e-05+3.6549e-05i,-0.00020418+0.00037123i,-0.0003542-0.00010938i,-1.2987e-06-0.00033331i,0.00017188-0.00039191i,0.00024851-0.00032461i,0.00021126+0.00025941i,0.00030559+0.00011337i,-0.00030131-0.00017712i,-0.00043307-3.6079e-05i,0.00056116-3.3407e-05i,0.00021011+0.00024585i,-0.00073321-0.00021471i,-0.00087824-0.00049088i
-0.00092663-0.00090447i,-0.0007973-0.00024806i,-0.00029601+0.00042867i,0.00043692+0.0013499i,0.00090891+0.0012254i,0.0011169+0.00064789i,0.00095122+0.00034506i,0.00096823-5.8263e-05i,0.00054759-2.0908e-05i,8.251e-05+6.6111e-06i,7.0833e-05-0.00036524i,0.00047967-0.00048509i,0.00011612+8.1702e-05i,-0.0012349-0.00027609i,-0.0014464-0.00085801i,-0.00015605-0.0010871i,0.00079787-0.0011125i,0.00073216-0.0011358i,0.00039081-0.0008708i,0.00063564+0.00037887i,-1.6e-05+0.00047137i,-0.0007062-0.00012343i,-0.00055243+3.0847e-05i
0.00012361-0.0016755i,0.00032976-0.0014346i,8.1758e-05+0.00018071i,-0.00021031+0.0017775i,3.9378e-05+0.0018535i,0.00048638+0.0013078i,0.000776+0.00057695i,0.00012597-0.00064586i,-0.00029287-0.0011433i,-0.00016354-0.00036241i,0.00018024+0.00038662i,-0.00038315+0.00025255i,-0.00073973-0.00025853i,4.9345e-05-0.00051671i,0.00059066+0.00089153i,6.6133e-05+0.0017187i,-1.0934e-05+0.0010758i,0.0001062+0.00039653i,-7.3201e-05-4.208e-05i,-0.00081864-2.9933e-05i,-0.0010625-9.0324e-05i,-2.0373e-05+5.8353e-05i,0.00074718-3.3904e-05i
-0.0013232-0.00034426i,-0.0019924-0.00042446i,-0.00087294-0.00076958i,0.00019961-0.00015217i,0.00078722+0.00091613i,0.00015943+0.0011323i,-0.0001948+0.00013242i,0.0001528+9.8004e-05i,-8.6733e-06+5.1326e-05i,7.8301e-06-0.00046606i,0.00016935-0.00072163i,0.00031899-0.0010924i,0.0002183-0.0013607i,-2.5833e-05-0.0011422i,8.0871e-05+0.00022465i,0.00061875+0.001376i,0.00065912+0.00090481i,-6.713e-05+0.00026855i,-0.00036481+0.00051811i,-0.00029386+0.00029461i,-8.3524e-05+0.00014192i,9.995e-05+0.00014072i,-3.3866e-05+4.2307e-05i
-0.00048782+0.00077849i,-0.0010143+0.00014521i,-0.0010559+0.00079265i,-9.1293e-05+0.0007958i,0.00056168+0.00022905i,0.0003022-0.00011309i,0.00050243+0.00021024i,0.00034271+0.00048086i,-6.3969e-05-0.00026616i,0.0004354-0.00097503i,0.00023726-0.00058813i,-8.3812e-05-0.00015193i,6.7964e-05+0.00034698i,3.2704e-05+0.00062314i,-7.3714e-05+0.0003899i,4.6104e-05-0.00044097i,8.7538e-05-0.00064709i,0.00043578-6.2633e-05i,0.00023519+0.00017906i,0.00020135+0.00066332i,0.00022939+0.00078887i,0.0007152-0.00031275i,0.00090312-0.0010469i
-0.00045496-0.00037653i,-0.00093252+0.00045155i,-0.00082921+0.00040217i,-0.00013093-0.00039972i,0.0006671-0.00014485i,0.0013271+8.656e-05i,0.0012363-0.00024116i,0.00065268-0.00024739i,5.4848e-05-8.1747e-06i,0.0001888-0.00023541i,0.00020244-0.00055881i,2.8967e-05-0.00097776i,-0.00024934-0.0013059i,-7.3919e-05-0.00096318i,0.00039265-8.6066e-05i,0.00037141+0.00026263i,0.00055981+0.00016741i,0.00042764-6.1166e-05i,0.00010333-3.9898e-05i,-0.00027161-7.9247e-07i,0.00015736-0.00016735i,0.00017274+0.00017717i,-0.00018985+0.00018484i
-0.0010292-0.00028725i,-0.0017268-0.00029933i,-0.00090054-0.0012476i,-0.00042158-0.0010676i,-0.0006467-0.00016198i,-0.00024726+7.8278e-05i,0.00037597-0.00017953i,0.00048164-0.00038693i,0.00078854-0.00049214i,0.00065609-0.0005664i,0.0001032-0.00053068i,0.00017819-0.00054058i,0.00027713+0.0002309i,0.00037021+0.00095132i,0.00030206+0.00038172i,-2.8454e-06-0.00035921i,0.00073611-2.7717e-05i,0.0011844+0.00062623i,0.00059746+0.00071511i,0.00020576+6.8158e-05i,0.00013854-0.00015171i,0.00084391-0.0007039i,0.00089911-0.00038654i
-0.00084684+0.0007852i,-0.00038091+0.00044654i,-0.0008225+0.00037372i,-0.0005116+0.00011905i,0.00079733-0.00061855i,0.0020844-0.00022036i,0.0018115+0.00098234i,0.00083237+0.0013646i,0.00038106+0.00024348i,5.3074e-05-0.00069173i,-7.7389e-05-0.00069138i,0.00052695+0.00018555i,0.00049519+0.00039076i,-0.00024672+0.00014263i,-0.00060349+8.3696e-05i,-0.00061004+7.6927e-05i,-0.0008418+0.00043016i,-0.00078511+0.00078395i,-0.00032066+0.00057375i,-9.61e-05-0.00037209i,0.00010104-0.0010238i,0.00052804-6.8577e-05i,-0.00067013+0.00045988i
2.5263e-05-7.7935e-05i,-9.5654e-05-7.6254e-05i,0.00071742-0.00024678i,0.00080877+0.00019034i,0.00052167+0.00028329i,-0.00069696-0.0001197i,-0.00078867+5.1337e-05i,0.00051484+0.00066801i,0.00088295+0.00072054i,0.00047043-0.00012548i,2.2879e-05-0.00089652i,1.1045e-05-0.00066711i,0.00011751+9.1319e-05i,-0.00083605+0.00074929i,-0.0011155+0.0010634i,-0.00072517+0.0005196i,-0.00078409+0.00065483i,-0.0007866+0.00065107i,2.61e-05-3.9899e-05i,0.00040507+0.00024457i,-6.121e-05+0.00059052i,-0.00052333+3.481e-05i,0.00010495-0.00073342i
-0.0016447+1.631e-05i,-0.0015689+0.00051302i,-0.00099121+0.00091405i,-0.00023416+0.00096106i,0.00085786+0.00081587i,0.0014706+0.00011891i,0.001357-0.00022056i,0.00044735+0.00040441i,-0.00016053+0.00091949i,-0.00036263+0.00032567i,0.00014745+0.00020466i,1.7009e-05+0.00023172i,-0.00039428+0.00032072i,-0.00033142+0.00096981i,-0.000373+0.00065283i,-0.00038298+0.00040542i,-0.00036111+0.0008974i,-0.00013906+0.00069673i,-0.00032915+0.00049496i,0.0002571+0.00069802i,0.00098303+0.00038299i,0.00085348+7.3137e-05i,0.00078951-0.00060197i
0.00068891+0.00085575i,0.00098026+0.00071164i,0.0010183+0.0002368i,-8.842e-05-0.00024163i,-7.1486e-05-0.00011409i,0.00034913+0.00095404i,5.1032e-05+0.0011583i,0.00064971+4.1604e-05i,0.00091054-0.00096095i,0.00059293-0.00071097i,0.00051077-3.8192e-06i,0.00040063-0.00032263i,0.0004926-0.00080472i,0.00028528-0.00071068i,0.00041017+9.167e-05i,0.00075855+0.00021771i,0.00049001+6.1279e-06i,0.00017468+8.7505e-05i,0.00072699+0.00053753i,0.0010762+0.00050663i,0.00078834+0.00036238i,-0.00034173+0.00025836i,-0.0007181-1.9118e-05i
0.0005272+0.00037581i,0.00015128-0.00021076i,-0.00044413-0.00028358i,0.00026517-0.00021419i,0.00080431-0.00031382i,0.00045675-0.00082966i,0.00044813-0.00061149i,0.0010358-0.00035851i,0.0013201-0.00053465i,0.00088903-0.00040967i,0.00041308-0.00041613i,0.00065459-0.001063i,0.00084424-0.0013455i,0.00048616-0.00029231i,0.00063911+0.00018415i,0.0010454+0.00036974i,0.0010684+1.6591e-05i,0.0011343+1.072e-05i,0.00064401+0.00011993i,0.00061927-0.00042866i,0.00038214-0.00072365i,-0.00014625-0.00010278i,-0.00036512+0.00092651i
-2.3014e-05-0.001019i,0.00063732-0.00060808i,0.0004258-0.00085466i,-5.1269e-05-0.0013859i,-0.00039766-0.00074879i,-0.00070623-0.0001784i,0.0001269-0.00020592i,0.00076993-4.1341e-06i,0.00067622-0.0005463i,0.00019926-0.0010236i,-0.00047423+3.32e-05i,-0.0010068-0.00020806i,-0.0010511-0.0011602i,-3.8203e-05-0.0007088i,0.0009456+0.00012752i,0.00040793+0.00077954i,0.00015329+0.00046693i,5.5012e-05+8.1546e-05i,-0.0003003+0.00051252i,0.00010693+0.00041677i,0.00054626-0.00042636i,-0.0002924-0.0012322i,-0.00068271-0.0013349i
-0.0014341-0.00069001i,-0.00079418+0.00036412i,-0.00073179+0.00061107i,-5.6617e-06+0.00061413i,0.0010132+0.00062489i,0.00057264+0.00016738i,0.00037904-1.9233e-05i,0.00089658+2.801e-05i,0.00083281+0.00010795i,-0.0003564+4.6304e-06i,-0.00076864-0.0002044i,-0.00036122-0.00028326i,-0.00030159-0.00014255i,0.00045511-0.00018742i,0.0012844-0.00040028i,0.0013481-0.00036204i,0.00084585+0.0003582i,0.00017649+0.00055037i,-0.00047198+5.3496e-05i,-0.00027244-3.8301e-05i,0.00010101+4.8054e-05i,0.00036972-1.9974e-05i,0.00031618+0.00014748i
-0.00037347-8.1514e-05i,-0.0009623+0.00031963i,-0.00058535-0.0002211i,-0.0005948-0.0005787i,-0.00035881-0.00059944i,-0.00025021+0.00019777i,-0.00044683+0.00042038i,-9.5214e-05-0.00023275i,0.00040416-0.00072186i,0.00053819-0.00068469i,0.00088278-0.00027959i,0.00088173-0.00075115i,-0.00016768-0.00056007i,-0.0008884-0.00042211i,-0.0002443-0.00018746i,0.00055086+0.00018816i,0.00063707+0.00034849i,0.00052041+0.00035332i,0.00035713+0.00057061i,0.00029946+0.00018709i,-3.8602e-05-0.0004094i,-0.00056427-0.00026775i,-0.00083422-0.0002415i
-0.0013604-0.00074049i,-0.00079909-0.00051587i,-0.00083842+0.00027505i,-0.00068897+1.889e-05i,-0.00093242-0.00060827i,-1.5607e-05-0.0015012i,0.0011092-0.0014266i,0.00058686-0.00015795i,0.00023281+0.0005325i,0.00026346-0.00015865i,-0.00010368-0.00055827i,-7.3351e-05-0.00030273i,-4.0431e-05+0.00044608i,-0.00069473+0.0010799i,-2.7652e-05+0.0011138i,0.00061269+0.00073389i,0.00044897+0.00067699i,0.00093068+0.00026425i,0.00021835-0.00021443i,-0.00066382-0.0003526i,0.00018361-0.00035272i,0.00047791-9.4331e-05i,0.00037343+0.00020175i
-0.0026335-0.00051713i,-0.001668+7.1905e-05i,-0.00057066-2.0099e-05i,0.00025755-0.0001609i,0.0014537+0.00056011i,0.0017302+0.001508i,0.00070967+0.0013259i,0.00047565+0.00035533i,0.00028545-0.00035372i,-0.00017475-0.00020473i,-0.00027126+0.00049357i,0.00019349+0.001014i,1.3532e-05+0.00048747i,-0.00041539+0.00038928i,-6.5376e-05+0.00044419i,0.00022164+0.00012705i,0.00026097-0.00012249i,-0.0001565-0.00045413i,-0.00012784-0.00019629i,0.00024549+0.00024093i,-0.0002714+9.7093e-05i,-0.0005649+0.00014305i,-6.525e-05+0.00030361i
-0.0023126+0.0011207i,-0.0022117+0.0012194i,-0.00098295+0.0012068i,6.8115e-05+0.00098596i,0.00080099+0.00068934i,0.00090907+0.00061723i,0.00024655+0.00038666i,-0.00012318+0.00017726i,-0.00055846+0.00035736i,0.00016781+0.00019361i,0.00078945+0.00012906i,-0.00020793-0.00014019i,-0.0010068-0.00022844i,-0.00060973+7.7147e-05i,-0.00016081+0.00028427i,0.00012263+0.00066736i,3.6422e-05+0.00098042i,-0.00018127+0.00071238i,-0.00027952+0.0005561i,0.00010653+0.00046058i,0.00073281-0.00039154i,0.00078447-0.0011106i,0.00021629-0.00084157i
0.00066576-0.0014303i,0.00012275-0.0006662i,-0.001094+3.433e-05i,-0.00066749+0.0010188i,0.0009866+0.0015911i,0.0027505+0.0017517i,0.0021764+0.0013354i,0.00078231+0.00040577i,0.00083885-0.00030175i,0.00085666-0.00055134i,0.00054095-0.00018423i,0.00076156+5.525e-05i,0.00037605-0.00055021i,0.00025373-0.00081308i,0.00027406-0.0006308i,0.00031605-0.00030837i,0.00040574+0.00014766i,0.00044948+0.00027802i,0.00040815+0.00040815i,0.00059462+0.0005292i,0.00084664+0.00046375i,0.00082497-0.00013093i,0.0012167-6.1501e-05i
0.001189+0.0023745i,0.001151+0.0014834i,0.0025663+0.00078381i,0.0022076+0.00045859i,0.0010999-0.00035171i,0.00046425-0.00096694i,0.00031804-0.00052608i,0.00051303-0.00014176i,0.0012902-0.00061967i,0.0012225-0.00086688i,0.00017788-4.444e-05i,-0.00054029+0.0004912i,-0.00017802+0.0001144i,1.6373e-05+0.0001135i,-0.00065163+6.1078e-05i,-0.00089238-0.00027002i,-9.6707e-05+0.00012219i,0.00065372+0.00041725i,-9.8249e-05-0.00032628i,-0.00077634-0.0007041i,-0.00059745-0.00094211i,-0.00031065-0.00089136i,9.9915e-05-1.4087e-05i
-0.00012208-9.9536e-05i,-0.0019476+0.001648i,-0.0017907+0.002409i,-0.00085078+0.0010921i,-0.00076463-3.9595e-05i,-0.00062377+0.00063152i,0.00032209+0.001113i,0.00055138+0.00055404i,7.5302e-05+0.00020822i,4.1623e-05+0.00018098i,0.00011264+0.0003283i,-4.3405e-05+0.00027083i,-0.00067155+0.00015507i,-0.00060664+0.00038644i,-0.00010014+0.00041007i,1.2052e-05+0.00030372i,-1.0925e-05+4.8572e-05i,-0.00032432-0.00048629i,-0.00034887-0.00033251i,-5.957e-05+7.18e-05i,0.00018076+8.8195e-05i,0.0004827+0.00021459i,0.00039841+0.00019077i
-0.00089304-0.0012331i,-0.001632-0.0013803i,-0.0011818-0.0001258i,-0.00098568-3.3775e-05i,-0.00095077-0.00082401i,0.00016869-0.00056541i,0.00063121+0.00048714i,0.00027738+0.00063601i,0.00045075-0.00011381i,0.00040305-0.00063699i,0.00030482-0.00034092i,-1.8668e-05+0.00011874i,-0.00016134+0.00016644i,-9.0094e-05+0.00094223i,-0.00010573+0.0017209i,-0.00022156+0.00052002i,3.7808e-05-0.00015084i,-5.0887e-05+0.00011286i,-0.00039415-0.0001394i,-0.00014528+0.00033683i,0.00033067-0.00025813i,0.00067684-0.0014542i,5.5931e-05-0.0012994i
-0.001309-0.0020646i,-0.00047444-0.0021276i,0.000102-0.0015397i,-0.00039903-0.00039349i,-0.00060079+0.00038974i,-0.00012946+0.00086015i,0.0005001+0.00068121i,0.00063812+0.00034448i,-4.7853e-05+0.00081665i,-0.00060353+0.00066281i,-0.00086708-2.4116e-05i,-0.001107-0.00026597i,-0.00012731-1.185e-05i,-9.2593e-05-0.00032141i,-0.00040984-0.00096795i,-0.00013558+6.5408e-05i,-0.00030965+0.00080191i,-1.3312e-05+0.00045903i,0.00026752+0.00015732i,-0.00043115+3.3785e-06i,-0.00085835-0.00063226i,-0.00037369-0.00086478i,-0.00049327-1.3131e-05i
-0.0011208+0.00010486i,-0.0016083+7.1955e-06i,-0.0010074+0.00052313i,-0.00035008+0.00029593i,0.00026532-8.6792e-05i,0.0006545-0.000111i,0.00022378-0.00015446i,6.6584e-05+0.00021915i,0.00055954+0.00043233i,0.00055246+0.00062357i,-0.00026068+1.1625e-05i,-0.00015095-0.00054017i,-0.00057263+0.00010975i,-0.0008087+0.00024855i,0.0009949-0.00043752i,0.0013319-0.00054382i,0.00089066-0.00041588i,5.0545e-05-1.851e-05i,-0.0012387+0.00049286i,-0.0011414+0.00017276i,-0.0010155-0.00011378i,-0.00072188-0.00078702i,-0.00021994-0.0013896i
-0.0011545+0.00086966i,-0.0022744+0.0013446i,-0.0011479+0.00066269i,0.00013088-0.00038528i,0.00076126-0.00067227i,0.00028127-0.00092777i,-0.00020347-0.0001512i,0.00098219+0.0010862i,0.001771+0.00038193i,0.0017754-0.00030646i,0.0014717+0.00038498i,0.00085501+0.0003052i,0.00013304+0.00028668i,-0.0012022+0.00089551i,-0.0015558+0.00067024i,-0.00040222+0.00044148i,-0.00018007+0.00087383i,-0.00094757+0.0010154i,-0.001567+1.0715e-05i,-0.00088034-0.00013007i,-1.3021e-06+0.00020468i,0.000525+1.9535e-05i,0.00085183-0.00010782i
-0.0019806-0.00063879i,-0.0016965-0.00058564i,-0.00099808+0.00026079i,0.00011046+0.00085541i,0.0013466+0.00058765i,0.0020887+0.00061508i,0.0021748+0.00098153i,0.0011369+0.00082188i,0.00035296+0.00059534i,0.0002504+0.00022202i,0.00034194-0.00064263i,0.00047004-0.00010717i,0.00031583+0.0011165i,0.00056125+0.00096084i,0.00083273+0.00044276i,0.00021242+0.00061227i,1.3998e-06+0.00010702i,0.00016063-0.00020321i,-0.00034719+0.00031066i,-0.00049407-0.00079192i,-0.00048581-0.0018442i,-0.00081992-0.001484i,-0.00032204-0.00093977i
-0.00096881-0.0011099i,-0.0012046-0.00098441i,-0.00092905+0.00050442i,6.4893e-05+0.00063397i,0.000696+0.00092787i,0.00079262-8.3328e-05i,0.00095535-0.0010551i,0.00043538+0.0001409i,-0.000665+0.00035503i,-0.0010899-0.00047665i,-0.00028047-0.00039659i,0.00012463-0.00020076i,-5.5975e-05+4.6372e-05i,1.2832e-05+0.00027204i,0.0003634+0.00084786i,0.00016298+0.0012871i,0.00031219+0.00036276i,0.00082082-0.00034572i,0.0010711+0.00030523i,0.00064116+0.00028066i,-3.9362e-05-0.00053125i,1.3285e-05-0.00064556i,0.00014901-0.00028808i
-0.00034122-0.00011212i,-0.00035458-0.00012219i,-0.0006882+0.0007349i,-0.00038778+0.0010891i,0.00087967+0.0001023i,0.0016402-0.00064747i,0.00086914-0.00056681i,0.00019123+0.00021498i,0.00075517+0.00054918i,0.00062874-0.00011412i,6.8703e-05-0.00037032i,0.00037404-0.00010257i,0.00071392+0.00016336i,0.00032696+0.00058227i,-0.00073287+0.0010713i,-0.00080015+0.0010852i,0.00031716+0.00013013i,0.0010742-0.00029063i,0.0011253-4.1492e-06i,0.00086699-4.6604e-05i,0.0010406-0.00086222i,0.001369-0.00084637i,0.00083589+0.00028293i
-0.00058064-3.7334e-05i,-0.00096146-0.0011684i,-0.0013166-0.0013799i,-0.0015485-0.00035585i,-0.00082074+1.2428e-05i,-0.00050042-0.00030485i,2.6657e-05-0.0001597i,0.00013112+1.7612e-05i,-0.00078999-0.0001385i,-0.00079366-0.0010561i,-9.836e-05-0.0006619i,3.9962e-05+0.00077788i,3.4562e-05+0.00069673i,4.744e-05+0.00019725i,-0.00040599+0.0001577i,0.00010062+0.00036475i,0.00050276+0.00081239i,0.00079549-5.9522e-05i,0.00043304-0.00019555i,-0.00045919+0.0001095i,-0.00010751-0.00049896i,0.00020167-0.00061498i,-0.00021207-0.00011367i
-0.0010683-0.00051406i,-0.00047708-0.00087607i,-0.00037936-0.0013951i,1.6096e-05-0.00069092i,-0.00031695-4.312e-05i,0.00073514+7.2028e-05i,0.0019475-0.00029955i,0.00059335-0.00088359i,-0.00056546-0.0014285i,0.00034547-0.0010741i,0.00054737+0.00043837i,-0.00041423+0.00046177i,-0.00052377-0.0010528i,-0.00057793-0.0012808i,-0.00026616-0.0010496i,0.00032813-0.00046085i,0.00033357-0.00025572i,0.00089752-0.00010218i,0.0012868+0.00060126i,0.00096383+0.00022917i,0.0004913-0.00050652i,0.00028445-0.00096788i,0.00014427-0.00072155i
-0.0013983-0.0015884i,-0.0017756-0.0017261i,-0.0016057-0.0012517i,-0.00066184-0.00058687i,6.4398e-05+0.00070091i,0.00024227+0.00090523i,6.1616e-05+0.00054934i,6.8657e-05+0.00070076i,0.00016607-9.2032e-05i,0.00020902-0.00039738i,0.00014169+0.00023932i,8.1171e-06-0.00026128i,0.00026293-0.00050545i,7.1221e-05-0.00045697i,-0.00031135+7.8892e-05i,2.2577e-06+0.00029975i,0.00066541+0.0003685i,0.00018976+0.00049281i,-0.00056348-9.2834e-05i,-0.00028135-0.0002601i,0.00040857-0.00060768i,0.00048061-0.00049456i,0.00075139+0.00034296i
-0.0017033-0.00095858i,-0.0015033-0.00028184i,-0.00075655+0.00064748i,0.00012286+0.001104i,0.00070637+0.00059507i,0.0014019+0.000401i,0.0015806+0.00023997i,0.00050248-0.00025126i,-2.9229e-05-0.00048933i,-0.00030459+9.7835e-05i,-0.00061684+0.00059099i,-0.00017003-2.2151e-05i,0.00052264-0.00073646i,0.0011379-0.00074437i,0.00048591-0.00087663i,-0.00022934-8.0232e-05i,-2.0522e-05+0.00011875i,-0.00012542+4.3228e-05i,-6.4124e-06+0.00025788i,0.00056149+0.00039832i,0.0013774+0.00092651i,0.001093+0.00070097i,-4.0632e-05+0.0004793i
-0.0010139-0.00022343i,-0.0010901+0.00099452i,-0.00066179+0.00073507i,-0.00058407-0.00022442i,-6.6886e-05-0.00019229i,0.00044757+0.0012338i,0.00086028+0.0012163i,0.0013458-0.00011401i,0.0019041-0.00046416i,0.00080687-0.00026515i,-0.00030084+0.00014651i,-0.00014397+0.0010021i,0.00017083+0.00076302i,-0.00062916-0.00036301i,-0.00088211-6.7965e-05i,-2.8175e-05+0.00026967i,0.00064867-0.00059738i,0.0012628-0.00055324i,0.0014508-0.00044736i,0.0010661+4.2237e-05i,0.00091094+0.00012122i,0.00087431-0.0010186i,0.0003672-0.00095708i
0.00012933-0.0001519i,-0.00044717+0.00060409i,-0.00030805+0.00047971i,0.00036735-2.8324e-06i,0.00083074-0.00026213i,0.00050147-5.2619e-05i,0.00092683+0.0002863i,0.00091715+0.00042504i,-0.00030499+0.00031357i,-0.00035126-0.00020876i,-0.00018006-0.00033249i,-0.00075471-0.00042597i,-0.00050584-9.2221e-05i,0.00046066+0.00050864i,9.9962e-05+5.1669e-05i,-0.00053709-3.3691e-05i,0.00019884+0.00039023i,0.00025012+0.00072665i,3.3304e-05+0.00075234i,0.000519+0.00052512i,0.00076296-0.00022465i,0.0007564-0.00024253i,-0.00050832+0.00029587i
-0.0016201-0.00091919i,-0.0018826-0.0011964i,-0.0013877-0.00023332i,5.3678e-05+0.00055566i,0.00095031+0.00046132i,0.00080014+0.00048418i,0.00030124+0.00083707i,0.00053156+0.00078343i,0.0008921+0.00017024i,0.00077602+0.00033749i,0.00069953+0.00066027i,0.0010843+0.00032801i,0.00062952+0.00025394i,-0.0005492+0.00056891i,-0.00073066+1.6099e-05i,-0.00021218-0.00015441i,-0.0001026+0.00053255i,-0.00046122+0.00064033i,-0.00024387+0.00075092i,0.00028819+0.00034785i,0.0007655-0.00035478i,0.00086778-0.00031206i,-8.4179e-05-0.00035334i
-0.0018051-6.8924e-05i,-0.0010755-0.00016571i,-0.00047864+2.3002e-05i,0.00097843+0.0012439i,0.0017849+0.00094166i,0.0015762-0.00053073i,0.0007656-0.00015204i,0.00021062+0.00089345i,0.0001215+0.0012811i,-0.00076215+0.001012i,-0.0015533+0.00032727i,-0.00094012-0.00077292i,0.00027044-0.00089045i,0.00039279-0.00011168i,0.00038737+0.00015795i,0.00086283+0.00073945i,0.00052132+0.0012447i,0.00013699+0.0003438i,0.00024222-0.00030728i,0.00021683-3.4992e-06i,-0.0001198+0.0005146i,-0.00024746+0.00045728i,0.00034178-0.0003992i
0.00070631-0.00014293i,3.3373e-05+0.00074276i,-0.00031613+0.00045901i,-0.00042788-0.0012284i,-0.00024601-0.00147i,0.00049871-2.8865e-05i,0.00095351+0.00067639i,0.00053211+0.00021867i,0.00024764-0.00056567i,-1.8228e-06-0.00055314i,-0.00066007-0.0002315i,-0.0011797-1.0828e-05i,-0.00077481-7.3708e-05i,-9.9108e-05+0.00044413i,-0.0001194+0.0013431i,0.00041427+0.0016347i,0.00090607+0.0015366i,0.00031508+0.00081116i,-5.6399e-05-6.3679e-05i,-0.00035039-0.00018185i,-0.00020207+0.00011888i,0.00099083-0.00036386i,0.00052583-0.00010013i
-0.00095464-0.00062029i,-0.00074481-0.00070025i,0.0003018-0.0012755i,0.0014823-0.0018374i,0.0019966-0.0010502i,0.0019367+0.00018085i,0.0011097+0.00077956i,-0.0001398+0.00038952i,-0.00077872+0.00013638i,-0.00026466-0.00030477i,-0.00017369-0.00026709i,0.000169+0.00033547i,0.00075043+0.00030606i,-0.00026295+0.00029169i,-0.00078178+5.9891e-05i,5.5382e-05-0.00073071i,0.00046381-3.3532e-05i,-4.2506e-05+0.00051216i,-0.00050429+0.00025324i,-0.00039287-0.00014836i,0.00018145-0.00047533i,0.00057353-0.00099519i,0.00053241-0.0012178i
-0.0018121+0.0010127i,-0.0018379+0.00033123i,-0.00030533+0.00022132i,0.00033506+0.00072607i,0.00042794+0.0011318i,0.00066765+0.0014018i,0.00073242+0.0014276i,0.00071007+0.0010217i,0.000756+0.00012651i,0.00035662-9.4256e-05i,0.00057182+0.00036482i,0.0010989+0.00042832i,0.0010136+0.00050214i,0.00073363+0.00016294i,-1.2243e-07-0.00049256i,-0.00021401-0.00076432i,0.00027707-0.00097297i,0.00016133-0.0010784i,-0.00019728+0.00015119i,8.0568e-05+0.0010666i,0.00084168+0.0004497i,0.0010594-0.00032969i,0.00059651-0.0008979i
