-0.0028579+0.0027658i,-0.0029232+0.0019498i,-0.0037508+0.0022532i,-0.0020261+0.0022798i,-0.00057376+0.0016057i,-0.00032963+0.001433i,1.67e-05+0.0019282i,-0.00011103+0.0017706i,-0.0006378+0.00094743i,0.00022739+0.00056442i,0.0010066-4.8562e-05i,0.00070456-0.00038553i,-5.3452e-06-0.00084054i,-7.4438e-05-0.0014264i,6.3299e-05-0.000834i,-9.7749e-05-0.00016181i,-3.6249e-05+0.0001749i,-0.00011853+3.5611e-05i,-6.3289e-06-0.00090936i,0.00034381-0.0012735i,7.908e-05-0.00044719i,-0.0003718+0.00031686i,-0.00026245-4.2299e-05i
-0.00052766-0.0019825i,0.00036877-0.00054432i,-0.001263-0.00028226i,-0.00092784-0.001188i,-9.1611e-05-0.00090855i,-0.00019158+2.5948e-05i,0.00027795-0.00035133i,0.00043865-0.00049204i,-0.00046991+1.9525e-05i,-0.00077378+0.00045469i,0.00013727+0.00055724i,0.00039948+0.00084094i,0.00066506+0.0010833i,0.0011051+0.00151i,0.00027979+0.0012885i,-0.00033802+0.00049394i,-3.0857e-05+0.00042391i,0.00017112+0.00075309i,0.00035941-0.00042634i,0.00033178-0.00119i,0.00035064+8.9636e-05i,0.00077095+0.0006275i,0.00062284+0.00014022i
0.0004154-0.00068616i,-0.00040711-0.00015826i,-0.00096618+0.00015251i,-0.00013622+8.5233e-05i,0.00016663+0.00086947i,-0.0003167+0.00099617i,-0.00036347+0.00042145i,0.00033409+0.00019168i,0.00043519-0.00041812i,-0.00026299-0.00055338i,-0.00016012+0.00011581i,-0.00017697+0.00037303i,0.00024374+0.00041959i,0.00046712+0.00094379i,-0.00018901+0.0015433i,-0.00030138+0.0013706i,0.00014482+0.00036275i,0.00075268-0.00025693i,0.00072313-9.4295e-05i,0.00067946+0.00031976i,0.00025894+0.00024869i,-0.00013903+0.00016733i,0.00012507-8.1751e-05i
0.0003904+0.00027242i,-4.7962e-05+0.00031332i,-0.00060908-0.00083193i,-0.00054605-0.0015711i,-0.00035757-0.00046931i,-0.00013405+0.0011297i,0.00035858+0.00061824i,-0.0002371-0.00011804i,-0.00055741-8.781e-05i,0.00061923-0.00047314i,0.00094707-0.00051343i,0.00014912-0.00079919i,0.0001641-0.00083085i,0.00058465+3.1665e-05i,0.00041214+0.00021801i,0.00010832+0.00017926i,-7.7454e-05-0.00022369i,0.00011093-0.00096465i,0.00013808-0.00078563i,0.00018265-0.0005437i,0.0002174-0.00080938i,-0.00026512-8.5196e-05i,-0.00036118+0.0002707i
-0.00017553-0.0010776i,-0.00033963-0.00032866i,-0.0002288+0.00051255i,-0.00045415+0.00068962i,-0.001581+0.0002684i,-0.0014231+0.00063023i,-0.00041123+0.00051051i,-0.00035618+2.5704e-05i,-0.00066776-0.0003952i,-0.0010458-0.00029572i,-0.00099868-0.00015081i,-0.00071255+6.3268e-06i,0.00044154+0.00089751i,0.00057338+0.0019221i,4.6409e-05+0.002044i,0.00038649+0.00057399i,0.00080392-0.00046832i,0.00040954-1.3593e-05i,0.00022513-7.1015e-05i,2.4756e-05-0.00061887i,0.00020964-0.0011139i,0.0005655-0.00094204i,-0.00042578-0.00044398i
-0.00041262-0.0017476i,-0.00042223-0.0021643i,-0.0015858-0.0015174i,-0.0027145-0.00078556i,-0.0021822-0.00094713i,-0.00083403-0.00051874i,-0.00027845-0.00033488i,-4.5474e-05-0.00045126i,0.00064702-0.00025783i,0.00082091-0.00015098i,0.00043697-0.00017044i,2.2867e-05+0.00031131i,-0.0003002+0.0010246i,-0.00050052+0.00056864i,-0.00017716+3.4119e-06i,0.00011966-0.00029291i,0.00074801-0.00020488i,0.00065438-0.00015981i,0.00015975-0.00045016i,0.00032496-0.00033389i,0.0008745+0.00016252i,0.00068386+0.00039047i,0.00041739-0.00054328i
-0.00019339+0.00026518i,-0.00025306-0.00018408i,-4.9579e-05-9.3453e-07i,-0.00052386+0.00013658i,-0.00058986-0.00063089i,0.00043562-0.0012126i,0.00099666-0.00067046i,0.00070189+7.252e-05i,0.00034589+0.00065654i,0.0008111+0.00071722i,0.0011791+2.8847e-06i,0.00075385-0.00012125i,0.00030897-0.00034029i,0.00014243-0.00053269i,-0.000228-4.9043e-05i,-0.0012366+0.00018517i,-0.00054792-0.00024489i,0.00071934-0.00023672i,0.00056489-0.00013783i,-0.00013078-0.00065474i,-0.00082545-0.00032054i,-0.00030874+2.8378e-05i,0.00043916-6.2568e-05i
-0.00025579+0.00084013i,-0.00027649+0.00094983i,0.0003203+0.00083781i,0.00069214+0.00073241i,0.00061072-0.00023297i,-0.00023294-0.00077581i,-0.00065274-0.00093763i,-0.00028762-0.00050975i,0.00029479-0.00064373i,0.00038466-0.0007691i,-0.00033589-0.00031763i,-9.6036e-05-0.00055766i,0.00052367-0.0010292i,-6.1738e-05-0.00082589i,-0.00068052-0.00026758i,-0.00039312-6.9269e-05i,-0.00020262-0.00027776i,-0.00048715+0.00016282i,-0.00038438+0.00027247i,0.00014656+0.00015634i,0.00018956+0.00022156i,5.4293e-05-0.00018726i,-0.00014625+0.00012057i
-0.0010643-0.00083806i,-0.0021744-0.00086032i,-0.0017253-0.0011905i,-0.00090608-0.00040191i,-0.00089646+0.00050094i,-0.00074115+0.00076957i,0.00068111+0.00017725i,0.00043558-8.4195e-05i,-0.00042637-0.00021553i,-0.00020749-0.00054643i,-0.00026405-0.00017216i,-0.00018175+0.00011505i,-5.4879e-05+4.8074e-05i,0.0003452+0.00088781i,0.00073537+0.0017467i,0.00029053+0.0012322i,-1.2125e-05+0.00063877i,2.9417e-05+0.00031201i,0.00029912-0.00019858i,0.00079697-0.00050313i,0.00030278-0.0002328i,-0.00027844-0.00024419i,-0.00040742-0.0004275i
-0.00083393+8.406e-05i,-0.0012877+0.00013399i,-0.0016855+0.0005769i,-0.0010879+0.00041943i,-0.00036907-0.0004305i,-0.00024865-0.00053417i,-0.0013676-0.0011169i,-0.0014992-0.0013825i,3.9817e-05-0.0010863i,0.00052832-0.00023387i,-8.0876e-05+9.1799e-05i,-0.00032554-0.00097195i,-0.00024192-0.0012549i,-0.00058808-0.00078369i,-0.00081867-0.00040647i,-0.00010523-0.0003409i,0.00026805+2.5609e-05i,0.00060335+0.00017487i,0.00088238-0.00019892i,0.00028865+0.00019356i,-0.00033614-0.00013372i,9.2385e-05-0.00014409i,0.00032096+0.00040577i
0.00045804+0.00081204i,0.00037128+0.0015577i,0.00034283+0.00099304i,0.00022717+0.00015231i,4.5304e-05-0.00041492i,0.00019235-0.00067686i,0.00057213-0.00043656i,0.00041576-0.00025064i,-0.00015668-0.00018312i,1.6405e-05+0.00018901i,0.00049282+0.00048204i,0.00026544+0.00057516i,0.00026675+0.00093925i,-1.7941e-05+0.00033013i,-0.00068293-0.00056308i,-0.00055952-0.00025427i,-0.000627-0.0006159i,6.9138e-05-0.0013284i,0.00086293-0.00094734i,4.6863e-05-0.00024337i,-0.00045433-0.00035457i,-0.00040415-0.00036522i,0.00020105-0.00020076i
-0.00061346-0.00030442i,-0.0010508+2.4274e-05i,-0.00092521-0.00016487i,-0.0010497-0.00074825i,-0.00074743-3.6054e-05i,-0.00042463+0.00054209i,-0.00026324+0.00059657i,-0.00040126+0.00090468i,-0.00053519+0.00024913i,6.6077e-05-0.00082704i,0.00075622-0.0016653i,0.00028541-0.0016183i,-0.00048468-0.00080928i,0.00011603-0.00056885i,-0.00052249-0.00067384i,-0.0013724-0.0002875i,-0.0013524-0.00045306i,-0.00083972-0.00077519i,-2.6483e-05-0.00072281i,-0.0002013-0.00083833i,-0.00026222+0.00049123i,-3.0621e-05+0.001294i,0.0007196-1.517e-05i
-0.00051606+0.0004826i,-0.00013118+0.00048922i,0.00018597+0.00045954i,-8.1711e-05+0.00064218i,-0.00016292+0.0011859i,0.00057789+0.0014133i,0.00067637+0.00057418i,0.00013518-0.00071171i,0.00021822-0.0012861i,0.00021469-0.00094613i,6.6841e-05-0.00029535i,0.0004685+0.00020903i,0.00015516-0.00021103i,-0.00066582+0.00024031i,-0.00065739+0.0010977i,-0.00080397+0.0010241i,-0.00079168+0.0006314i,-0.00040764+0.00049769i,0.00043424+0.00016809i,0.00059988-0.00033296i,-3.7201e-05+7.1574e-06i,-0.00044629+0.00031897i,-0.00040941-1.0024e-05i
-0.0017228-0.00028007i,-0.0014693-0.0011525i,-0.0012323-0.00087037i,-0.0012386-0.00013962i,-0.00098886-0.00073291i,-0.00020269-0.0013681i,0.00034552-0.00073234i,0.00025995+0.00015901i,-9.0501e-05+0.00072174i,0.00025426+0.00084235i,0.00039464+0.00035058i,0.0007061+0.00081103i,0.0010107+0.00063693i,-0.00031571-0.00086649i,-0.00053525-0.00089685i,0.00041906-1.9015e-05i,0.00010857+0.00012362i,4.2335e-05-0.0003827i,0.00017787+7.734e-05i,-0.00020495+0.00017844i,0.00051582-0.00046267i,0.00069456-0.00038163i,-0.00040126-0.00020664i
-0.001718+0.0014395i,-0.00055933+0.0024911i,0.0011873+0.0027132i,0.0017817+0.0014212i,0.00078628-1.0133e-06i,0.0002745-0.0003394i,0.00063146-0.00046751i,6.8556e-05-0.00089167i,-0.00071426-0.000304i,0.00032849+7.4565e-05i,0.00094634+0.00062912i,0.00097663+0.0006484i,0.00050817+0.00011215i,1.151e-05-0.00015103i,0.00046661+9.5156e-05i,0.00061093-0.00021905i,0.00045008-0.00046479i,0.00014114-0.00054072i,-0.00072427-0.0005975i,-0.0013411+0.00025874i,-0.00090924+0.00059087i,-0.00065029+3.4219e-05i,-0.00037187-0.00053627i
-0.000152-0.00089761i,-0.0014014+0.00054577i,-0.0022112+0.0014431i,-0.00058604+0.00093836i,0.00080306+3.3934e-06i,0.0002524-0.00026769i,0.00037684-0.0008657i,2.1103e-05-0.0015878i,-0.00036364-0.00047675i,0.00012378+0.00076043i,-0.00018502+0.00089842i,-0.0003068+6.717e-05i,0.00023614-0.0008581i,6.1838e-05-0.00081912i,-0.00088286-0.00067266i,-0.0011201-0.00058013i,-0.00059593-9.504e-05i,9.09e-05-0.00038145i,0.00054633-0.00059902i,0.00061686-0.0006614i,0.00088779-0.00051053i,0.00088451-0.00013584i,0.00035629-0.00053257i
-0.001015-0.00069164i,-0.001514-0.0013197i,-0.0022703-0.0018209i,-0.0024325-0.0012922i,-0.0016325-0.00010525i,-0.0004011+0.0010944i,9.1666e-05+0.00085431i,0.00018933-0.0002122i,-0.00067322-0.00037306i,-0.0014446-0.00019162i,-0.00061576-0.00033452i,0.00039974-0.00058704i,0.0007148-0.00079898i,7.8422e-05-0.0010273i,0.00030038-0.0006813i,0.00068725+0.00043757i,0.00018402-0.00013935i,0.00022846-0.00087737i,-0.00025334-0.00067041i,-0.00036801-0.00083577i,0.00070659-0.00024442i,0.00038409+0.00066909i,-0.00032344+0.00057004i
0.0009691+0.00015851i,0.00061561-6.658e-05i,2.1226e-07-0.00068801i,0.00087448-0.0010078i,0.00094777-0.00097273i,0.00017135-2.0466e-05i,0.00023259+0.00024284i,0.00020505+0.00038711i,-0.00059928+0.00075649i,-0.0012899+0.0003499i,-0.00093434+0.00035239i,-0.00062777+0.00048965i,-0.00029188+0.00020799i,0.0004068+0.00023711i,0.00024102-4.7931e-05i,-0.00040117-0.00051063i,0.0002149-0.00024887i,0.00071919+0.000288i,0.00037791-0.00024434i,-0.00020703-0.0012387i,-0.00019354-0.0013138i,-3.0307e-05-0.00028575i,-2.8606e-05+0.00083626i
-0.0014483+0.0014881i,-0.0007041+0.0022405i,-0.00055278+0.0023075i,-5.7241e-05+0.0013681i,0.0004465+0.00089414i,4.143e-05+0.00045409i,-0.0009183+9.0779e-06i,-0.00032986-0.00037562i,0.000119-0.00070237i,-0.00033368+0.00032289i,-0.00021368+0.00046149i,-4.1589e-06-0.00030746i,-0.00069989-0.00054182i,-0.00067313-0.00070447i,0.00031085-0.0011047i,0.00080806-0.00093291i,0.00061637-0.00040879i,0.0004125-0.00012452i,5.2319e-05+0.00033371i,-0.00044887-0.00046636i,0.00024174-0.00010969i,0.0007245+0.00075366i,0.00042914+0.00044006i
-0.0016443-0.00043627i,-0.0018759-0.00071504i,-0.0020813+0.00015996i,-0.0022979-0.00030969i,-0.001614-0.0012935i,-0.00062221-0.001099i,0.00024913-0.00022439i,0.0004464-5.2268e-05i,0.00064712+1.2381e-05i,0.00054098+0.00011708i,0.00048877+0.00028846i,0.0011801+0.0011051i,0.0011786+0.0016711i,8.8761e-05+0.0012324i,-0.00035936+0.0013768i,-0.00080762+0.0013447i,-0.0012249+0.000606i,-0.0006183+0.00052483i,-9.435e-05+0.00094475i,3.0666e-05+0.00013401i,3.018e-06-0.00033028i,0.00069737+0.00016501i,0.00077407-7.6272e-06i
0.00091903+0.00035364i,0.0013214-0.00021753i,0.00099629-0.0017808i,-9.0106e-06-0.0019913i,-0.00079258-0.0013852i,-0.0010628-0.00045232i,-0.00028817+8.7081e-05i,0.00033879+0.00049267i,0.00020448+0.00060236i,-0.00037675+0.00069823i,-0.00062161+0.00055138i,-2.3406e-05+4.7263e-05i,7.9972e-05+0.00030617i,-0.00081603+0.0010398i,-0.00065155+0.0007304i,0.00020271+0.00022325i,0.0001608+0.00013273i,0.00014155-8.8292e-05i,0.00096826-0.00046443i,0.001558-0.00064606i,0.001164-0.00037886i,0.00041774+0.00010516i,0.0001093+6.9974e-05i
-0.0012643-0.00099854i,-0.0015373-0.00030397i,-0.00086251-0.00024225i,0.00028123-0.00048517i,-0.00045208-0.00076649i,-0.00038704-2.2243e-05i,0.00038153+0.00083247i,0.0005252+0.00060811i,0.00067905+0.00041511i,0.00062356+0.00017177i,0.00038006+0.00017231i,0.00083089+8.6964e-05i,0.00059657-9.3728e-05i,6.5881e-05-0.00011989i,-9.0999e-05-0.0001441i,-0.00020933+6.3807e-05i,0.00042131+0.00039883i,0.0007512+9.8242e-05i,0.00066458-0.00061422i,0.00065063-0.00046241i,0.00046892-0.00018497i,0.00065959-0.00014162i,0.0011974+0.00026331i
0.00084124+9.9584e-05i,0.00021609+0.00058625i,-0.00096255+0.0013831i,-0.0010871+0.00094234i,-0.00034941-0.0010648i,-5.8583e-05-0.0015866i,0.00010607-0.00029093i,0.00024804+0.00017613i,-0.00011457-0.0002525i,-0.00053111-0.00017145i,-0.00046982-0.00032932i,-0.00074343+7.2364e-05i,-0.00038209+0.00074773i,6.7183e-05+0.00078284i,-0.00012232+0.00074506i,-0.0003524+0.00049315i,8.0289e-05+0.00076195i,0.00049297+0.00073508i,0.00026997+0.00021002i,-0.00041226+2.9678e-05i,-0.0008015+0.00024392i,-0.00032412+0.00026363i,-0.00014349+4.8857e-05i
-0.0011338+0.00013654i,-0.0015743-0.00035873i,-0.0013425-0.0010462i,-0.0011928-0.0012424i,-0.0010954-0.0013238i,7.3939e-05-0.00055849i,0.0015805+0.00020144i,0.0012731-5.1632e-05i,0.00070354-0.00031048i,5.6634e-05-0.00025206i,-0.00032934-0.00042291i,0.00020382-0.00032516i,2.681e-05+0.00044833i,-0.0006205+0.00077584i,-6.6004e-05+0.0003569i,0.00055613+0.00036891i,0.0005365+0.00061572i,0.00017736+0.00072306i,-0.00021342+0.00060667i,-0.00028794-9.6524e-05i,-6.2674e-05+0.00028999i,0.00058142+0.0010588i,0.00032302+0.00079823i
-0.0026794-0.00089321i,-0.0022807-0.0003797i,-0.00154+0.00067895i,0.00019077+0.00066706i,0.0010455+0.00031296i,0.00083664+0.00013403i,0.00014106-0.00036105i,-0.00064845+5.0441e-05i,-0.00062181+0.00048433i,-0.00024767+0.00045086i,0.00052405+0.0006998i,0.0011119-2.508e-05i,0.0013608-0.00059199i,0.0013423-0.00067453i,0.00048122-0.00058783i,-0.00064656-0.00045701i,-0.00023539-8.5096e-05i,0.0011374+0.0003948i,0.0010451+0.0004598i,-3.6443e-05+2.4449e-05i,-0.0003041+0.00045752i,0.00032106+0.0003431i,0.0013231-0.00038307i
-0.0016425-2.1061e-05i,-0.0012511+0.00066594i,-0.00095572+0.0013961i,-0.00067897+0.00083334i,-0.00079715-6.6939e-06i,-0.00021533-0.00075952i,0.00087505-0.0011329i,0.00095453-0.00091514i,0.00035218-0.00058287i,-0.00010668-0.00034625i,-0.00075366-0.00027383i,-0.00059965-0.00025619i,-4.1377e-05-0.00035687i,0.00035246-0.0004497i,0.00015701-0.0011828i,-0.00051622-0.0011338i,-0.00051584-0.00044473i,-0.0002439-0.00026412i,-0.00010021-0.00040889i,0.00020141-0.00012928i,-0.00042357+0.00076409i,-0.00045861+0.00078659i,0.00035477+4.0105e-05i
-0.0001266-0.00053086i,-0.00074239-0.0010334i,-0.0010883-0.0015847i,-0.0010142-0.0013298i,-0.00081215-0.0001918i,-0.00046188+0.00093234i,0.0005085+0.001208i,0.00075298+0.00067199i,5.8775e-05+0.00026138i,-0.00040899+0.00017017i,0.00023212-0.00057138i,0.00051582-0.00016784i,0.00024422+0.00064458i,-6.8202e-05+0.0014321i,-0.00010395+0.0013753i,-3.3486e-05+0.0010463i,-0.00011726+0.00069938i,-0.00033242-0.00047603i,-0.00016202-0.00084593i,0.00010115-0.00041486i,0.00067942-0.00084407i,0.00058699-0.00028583i,-0.00066655+0.00065896i
-0.0014725-0.0015855i,-0.0016368-0.0015005i,-0.00087689-0.00030104i,-0.00025065+0.00036491i,-0.00014338+0.0002144i,-0.00057632+0.00035549i,-0.0012469+0.00039568i,-0.00097826-4.116e-05i,-0.00094151+0.00058402i,-0.00033129+0.0021707i,0.00068732+0.0025281i,0.00066082+0.0013556i,0.00018965+7.9178e-05i,0.00041725-0.00044461i,0.00036549+1.2021e-05i,-0.00033304+0.00054904i,-0.00029513+0.000152i,0.00026568-0.00031681i,0.00041929-3.9083e-05i,4.7143e-05-0.00039652i,-0.00024133-4.2119e-06i,-0.00059901+0.00078604i,-0.0011277+0.00058162i
0.0018021+0.0012334i,0.0012451+0.00016731i,0.00072977-0.00014494i,0.001052-0.00086963i,0.00019048-0.00096311i,-0.00071906-0.00023332i,-0.00062734+0.00015811i,-0.00038918+0.00016609i,-0.0006017+0.00034309i,-0.00019863-0.000451i,4.8853e-05-0.001137i,-0.0011122-0.00076039i,-0.00096118-0.00029951i,-0.00013646+0.00037335i,-0.00054686+0.00060377i,-0.00058978+0.00021243i,5.8597e-06-0.00027922i,-0.00044945-7.9997e-06i,-0.00055562+0.00037129i,-7.266e-05+0.00042201i,6.0565e-05+0.0005493i,0.00014099-3.3236e-05i,0.00034799-0.00062865i
-0.0012284+0.0018462i,-0.0011874+0.0020049i,-0.00041818+0.0016364i,0.00089207+6.1527e-05i,0.0011568-0.0011953i,0.00069252-0.0011549i,0.00046035-0.0011483i,0.00024573-0.00085253i,-0.0001302-0.00089633i,-0.00033407-0.00084179i,8.6824e-06-0.00021842i,0.00056381-3.8379e-05i,0.00021081+0.00044451i,0.00018614+0.00062164i,0.00055061+0.00038528i,0.00035698-4.6505e-05i,-5.4235e-05-0.00012246i,-0.00029863-0.00033114i,-0.00061153-0.0003659i,-0.00046879-0.00074978i,0.00016734-0.00070938i,-6.4185e-06+3.0584e-05i,-0.00044743-0.00015657i
0.00093301-0.00096941i,0.0011031-0.0010301i,0.00039344-0.0015116i,-0.00041376-0.00092559i,-0.00064667+4.6836e-05i,-4.8495e-05-6.155e-05i,-7.9166e-05+0.00046547i,-0.00081281+0.00057455i,-0.00057126-0.00011733i,-0.00035625-0.0006325i,-0.00035016-0.00046913i,-0.00018317+0.00051143i,-0.00026491+0.0006634i,-0.00040242-0.00021156i,-0.00046742-0.00013985i,-0.00061367+0.00051944i,-0.00069856+0.0011027i,-0.00046068+0.0010848i,9.7156e-05+0.00034912i,0.00041601+0.00013221i,0.00058739-0.00020521i,0.00064402-0.00040679i,-0.00035758-0.00010022i
-0.00028262+0.0011471i,-0.00077646+0.0013033i,0.0003283+0.00097689i,0.00042767+0.001282i,-4.3252e-05+0.00046986i,0.00062373-0.00027654i,0.00097513-0.0003823i,0.00076806-0.00091287i,0.00047547-0.0008197i,5.4298e-05-5.581e-05i,-9.5384e-05-0.00026076i,-0.00011939-0.00027547i,-0.00072871+2.7373e-08i,-0.001085-0.00042869i,0.00016914-0.00031713i,0.00069416+0.00059096i,-0.00023495+0.0011708i,-0.00043417+0.00057131i,-0.00027739-4.5515e-05i,-9.9014e-06+0.00018522i,0.0002932+9.1138e-06i,0.00048064+0.00039209i,0.00031703+0.00094414i
-0.00027575+0.0003844i,-2.6028e-06+0.0001837i,0.00015991+5.6623e-05i,-0.00032162-0.0014034i,-0.00087166-0.0014388i,-0.00088053+6.4323e-05i,-0.00047713+0.0010545i,-0.00046087+0.0015931i,-0.00019798+0.0010403i,7.3027e-05+0.00028958i,-0.00010799+0.00028032i,-6.3109e-05+0.00051477i,-0.00035874+0.00094686i,-0.00042201+0.0011846i,-7.202e-05+0.00068729i,0.0003364-0.00012146i,0.00084916-4.532e-05i,0.00045985+0.00039221i,0.00082316+0.0006209i,0.00068651+0.00036679i,0.00045355+0.00013909i,0.00090557+0.00073174i,-0.00013538+0.00096047i
-0.00054624+0.00029558i,-0.0010981+0.0005612i,-0.000964+8.4391e-05i,-0.00049941-0.00019937i,-0.00056248-0.00017654i,0.00064228+0.00071107i,0.0014141+0.0011209i,0.00069886+0.00023901i,7.4099e-05+0.00015823i,-0.00011865+0.00047638i,-0.00015971+0.0004731i,0.00032935-0.00041309i,0.00040406-0.0012435i,0.00049507-0.00049173i,0.00015887+0.00070083i,6.4336e-05+0.00040964i,0.00035208+0.00012579i,0.00031867+0.00057116i,0.00029509+0.00044927i,0.00062084-0.00042633i,0.0014994-0.00028514i,0.0014332-2.6128e-05i,0.00021072-0.00076219i
-0.00152+0.00093939i,-0.0012334+0.00020037i,-0.0002012+6.717e-06i,-0.00015773-0.00013606i,-0.00030665-0.00038735i,-7.1636e-05-0.00027763i,-0.0001206-0.00016571i,-0.00011934-0.00028394i,0.00025334-8.9569e-05i,0.00018574+0.00030106i,-0.00041661+0.00036151i,-0.00056009-4.9639e-05i,-0.00034195-0.00025109i,0.00025615-0.00043805i,0.00071473-0.00053668i,-4.0867e-05-0.00029307i,-0.00033944+0.00024669i,0.00015016+0.0011982i,-0.00016748+0.00084886i,-0.00038784+0.00023853i,-0.00019791+0.0001332i,-0.00020037-1.9065e-06i,3.1963e-05-0.00011332i
-0.00046862+0.0012724i,-0.00052643+0.0017384i,0.00046187+0.001269i,0.0010071+0.00035621i,0.00047418-0.00046517i,-0.00052353-0.00078995i,-0.00067919-0.000593i,-0.00026279-0.00059942i,-0.0001561-0.00050807i,0.00026946-0.00019163i,0.00053326+0.00015026i,9.0805e-05+0.00039777i,0.00022703+0.00084064i,0.00059189+0.00092611i,0.00020852+0.00052945i,-0.0002296+0.00082588i,-0.00042092+0.000772i,-0.00085676-0.00049116i,-0.0010153-0.00077342i,-0.0006865-0.00034198i,-0.00069239-6.7527e-05i,0.00010025+0.00015303i,0.00057402-0.00016166i
-0.0013443-0.0014247i,-0.000976+0.00032686i,-0.00052537+0.002047i,0.00019797+0.0021226i,0.00082648+0.0010662i,0.0006229-0.00034289i,0.00038377-0.00083492i,-0.00045014-0.00030327i,-0.00059543+0.00033518i,0.0002014+0.00043668i,0.00060705-0.00040718i,2.9443e-05-0.00080738i,-0.00011714-0.00055824i,0.00082303-0.00075105i,0.00098484-0.00091853i,0.00031137-8.5194e-05i,0.00052469+0.00035228i,0.00085801+0.00032748i,0.00068562-0.00011311i,0.00062278-0.00022357i,0.00048484-0.00030941i,0.0002407-0.00088383i,-0.00057248-0.00034094i
-0.00089521-0.0012245i,-0.00082235-0.0019903i,-0.0011255-0.0023961i,-0.0017372-0.001955i,-0.0017586-0.0010684i,-0.00051489-0.00040268i,-0.00027372-4.2724e-05i,-0.0017452+0.00012708i,-0.0015167+0.00060736i,-0.00034869+0.00048283i,-9.3633e-05-8.4556e-05i,-7.7852e-05-0.00024882i,-0.00047745+0.00025539i,-0.00080333+0.00080737i,-0.00075007+0.00046194i,-0.0010673+0.00017746i,-0.0014605+0.00062104i,-0.00081881+0.00053265i,-0.00020486-0.00077298i,-0.00015099-0.0013732i,0.00010077-0.00053325i,-0.00011448-0.00062642i,-0.00088572-0.00045649i
-0.00031355-0.0013273i,-0.0011776-0.0011362i,-0.0013086-0.0011395i,-0.001199-0.0018567i,-0.00061185-0.0011692i,-0.00039832-0.00024625i,0.00042369-0.0001836i,0.0011763-0.00089123i,0.00039003-0.0011319i,-0.00082667-0.00040459i,-0.0010378-5.5333e-05i,-0.0005175-0.00074118i,-0.00011172-0.0005309i,-7.2396e-05+0.00056345i,5.4244e-05+0.00014107i,0.00022336-0.00021156i,0.00020155+0.00076464i,-0.00031818+0.00083398i,0.00012477+0.00053816i,0.00052405+0.0004598i,0.00027282+0.00018876i,0.000212-4.6621e-05i,-4.6963e-05-0.00036884i
-0.0013725+0.0013379i,-3.8041e-05+0.0018471i,0.0010832+0.0022979i,0.0018294+0.0013857i,0.00099146-0.00054307i,-0.00044224-0.00074292i,-0.00044945-0.00056772i,-0.00022272-0.0008108i,3.6218e-05+0.00013105i,-0.0007474+0.0010096i,-0.00082421+0.00045156i,0.00028238-0.00022987i,0.00028062-0.00017202i,-0.00053273-0.00032717i,-0.0001388-0.00070911i,2.5857e-05-0.00066426i,-0.00061739-0.00031022i,-0.00065506+0.00039563i,-0.00041075+0.00073522i,-0.00015041+0.00057107i,0.00049676+1.7832e-05i,0.0010556+0.0002437i,0.00062449+0.00062929i
0.00020448-0.0014303i,-0.000879-0.00086359i,-0.0018814-0.0011932i,-0.0019498-0.00084949i,-0.00068158-0.00021477i,0.00092785+0.00026421i,0.0017234+2.5989e-05i,0.0012511-0.00064735i,0.00066187-0.00032307i,-1.3952e-06+0.00021167i,-0.00066655+0.0001957i,0.00033782+0.00045674i,0.0011418+0.00097125i,0.00055167+0.0006131i,-0.00034173+0.00017169i,-0.00038896+0.0011486i,-9.5712e-05+0.00132i,0.00037481+2.0598e-05i,0.00015749-0.00028133i,0.00040869-0.00033434i,0.00044632-0.00045299i,0.00021951-0.00041608i,3.8002e-06-0.00061322i
-0.0013189+0.0016255i,-9.1241e-06+0.0022455i,0.0022895+0.0020988i,0.0022795+0.0011585i,0.00031205-0.00024647i,-0.00077337-0.00031449i,-0.0013525-0.00026705i,-0.00040784-0.00083047i,-0.00015704-0.00043307i,-0.00068288-0.00022614i,-0.00061756-0.00062804i,-0.00034461-0.00077365i,-0.0011177-0.0011068i,-0.00084603-0.0011564i,-0.0001765+2.3758e-05i,0.0001018+0.00052522i,7.6147e-05+0.00056938i,-0.00046954+0.00066719i,-0.00077865-2.422e-05i,-0.00031183-8.7853e-06i,-0.00010197+0.00064613i,-0.00010895+0.00058349i,0.00034751+0.00014382i
-0.00010573+9.9335e-05i,-0.00061272-0.00046807i,-0.0010043-0.00036195i,-0.0011006-5.7905e-05i,-0.0011091-0.00041679i,-0.00087091-0.00021975i,0.00031137+0.000576i,0.00042306+0.0011492i,-3.8749e-05+0.0008759i,-0.00021782+0.00016315i,-0.00043669+0.00024025i,-0.00034976+0.00033591i,0.00016295+0.00048981i,6.2952e-05+0.0011142i,-0.00058559+0.00072867i,-0.00098277+0.00058867i,-0.00057497+0.00084271i,0.00029946+0.00029593i,0.0005201-0.00023366i,-8.8483e-05-0.00011684i,0.00018561+7.7759e-06i,0.00021251+6.7682e-05i,-0.00012607-0.00038858i
