-0.00036023+0.00099223i,0.00090388-0.00049874i,0.00017373-0.00040376i,-0.0011033+0.00039459i,-0.0022891+0.0015574i,-0.0017905+0.0015777i,-0.0013149+0.00051749i,-0.0006132+0.00043987i,0.00051591+0.00044586i,0.00069611+0.00029902i,0.00029443+7.0596e-05i,0.00031063-0.00043738i,1.7764e-05-0.00029159i,-0.0008513-0.00022681i,-0.0012007-0.0001962i,-0.00081872+0.00049505i,-0.00059628+0.00033236i,0.00055309-0.00012861i,0.00080636-0.00021817i,0.00043997-0.00048001i,0.00062676-0.00047408i,0.00047244-0.00042971i,0.00033021-0.0002484i
-0.0009628-0.00058394i,-0.0015891-0.00072745i,-0.0016414-0.0014006i,-0.0012961-0.00095733i,0.00017415+0.00039135i,0.00083757+0.0004858i,0.00089964+0.00022349i,0.00036282-0.00010137i,-0.00045016-0.00052762i,-0.00066627-0.00024821i,-0.00079785+0.00048843i,-0.00051771+0.00078156i,-0.00041286+0.0007261i,-0.00040241+0.00069888i,1.1789e-05+0.00026266i,-0.00051282+9.172e-05i,-0.00052939+0.0007005i,0.00038633+0.00031225i,0.00064614-0.00077827i,0.00059023-0.00078407i,0.00011348+0.00022625i,0.00031012-0.00012039i,0.00032621-0.00093148i
0.00029741-0.00053844i,0.0015311-0.00022884i,0.0016596-0.00096705i,0.0012318-0.00064468i,0.00088082+0.001226i,0.00010031+0.001902i,-0.00019641+0.0010288i,0.00059423+0.00017374i,4.9505e-05-5.6914e-05i,-0.00087978-0.00049596i,-0.00054185-0.0014247i,2.6313e-06-0.0014784i,0.00059307-0.00022193i,0.00079553-0.00025278i,0.00048847-0.0013011i,-8.5217e-06-0.00056858i,-0.00045006+0.0003681i,-0.00016494+0.00064875i,-0.00039431+0.00056284i,-0.00078693+0.0004529i,-0.00051952+0.00058511i,-3.7878e-05-0.00013532i,-2.9951e-05-0.00060325i
0.0020626+2.365e-05i,0.002591+0.00066802i,0.0024378+0.0011149i,0.0020645+0.0018122i,0.0018377+0.0016702i,0.0007471+0.0013175i,0.00021023+0.00082496i,0.00026292-0.00010217i,0.00026936-0.00081898i,0.00039486-0.0014964i,-0.00013696-0.00066268i,-0.00077944-0.00015406i,-0.00045229+9.9481e-05i,0.00036601-5.1647e-06i,0.00038499-0.00073741i,-0.0001286-0.0001589i,-0.00059004+0.00077938i,-0.00073794+0.00061534i,-0.00040074-0.00023639i,-0.00021949+0.00019299i,0.0001174+0.00084391i,0.00025273+0.00081434i,0.00020489+0.00055638i
0.0019405+0.0016085i,0.001073+0.0013275i,0.00052792+0.0014807i,-0.00013664+0.0012247i,-0.00010105+0.0014022i,0.00031028+0.0018924i,0.00045526+0.0018375i,0.00043568+0.00076613i,0.00035364-6.1224e-05i,0.00025425-0.00069739i,-6.6993e-05-0.001382i,0.0002564+1.7391e-05i,0.00071781+0.0016968i,0.00071124+0.0012867i,0.0004119+0.00063982i,-0.00021079+0.00076572i,-0.0001553+0.00050074i,0.0002425+0.00039292i,0.00024023+0.00086965i,0.00039945+0.0015416i,0.0011875+0.001397i,0.0007521+0.0001796i,-0.0002429-0.0003839i
0.00081518-0.00095884i,0.001061-3.0339e-05i,0.0009257+0.00054538i,0.00035+0.0014586i,-0.00028579+0.0024607i,-0.00015756+0.0025821i,0.00046854+0.0020064i,0.0003596+0.0013895i,9.6939e-05+0.00063836i,0.00015708-0.00079917i,0.00028994-0.00085697i,0.00053006+0.00062613i,0.00089062+0.00072222i,0.00075238+0.00066064i,-0.00036643-0.00012078i,-0.00072785-0.0007029i,-0.00078106-7.0596e-05i,-0.00045342+0.00079277i,-1.7188e-06+0.00078334i,-0.00027227+0.00028678i,-0.00047953-4.7368e-05i,-7.9487e-05-0.0007338i,0.00040076-0.001073i
-0.00066544+0.00087236i,-0.00021442+0.0011212i,-0.00029198+0.0010185i,-0.0010248+0.00063136i,-0.0003535+0.00080882i,0.00085686+0.00070827i,6.147e-05+0.00030527i,-0.00031402-0.00051595i,0.00016085-0.00034204i,0.00012707-0.0002008i,-9.1177e-05-0.00031952i,0.00013758-0.00019682i,0.00032745-0.00049728i,-9.7931e-05+0.00017634i,0.00024758+0.0009468i,0.00019531+0.00067798i,-0.000683-5.8812e-05i,-0.00024218+0.00031275i,2.4864e-05+0.00043519i,-0.00018331+0.00037491i,0.0006257+0.00070073i,0.00075082+0.00082979i,0.0001247+0.00064773i
0.00038181+4.3107e-05i,0.00067885-6.8453e-05i,0.00057514-0.00068462i,-0.00044673-0.00084908i,-0.0014766-0.00033551i,-0.0011162+0.00088575i,-0.00028777+0.00036508i,-0.00057482-0.00052649i,-0.0009958-0.00051849i,-0.0002394-0.00087972i,-8.5369e-05-0.0009929i,-0.00025899-0.001096i,-0.000313-0.00097251i,-0.00022176-0.00076208i,-7.2925e-05+0.00022666i,0.00017225+0.0010065i,0.00031443+0.00095067i,-0.00018732+0.0010101i,-0.0011648+0.0011405i,-0.00097166+0.0010224i,0.00022458+0.00042108i,0.000504+0.00026813i,2.4019e-05-9.4153e-06i
0.0012906-0.0017i,0.0013274-0.0013891i,0.00085822-0.0016682i,0.00075488-0.00070336i,0.001295+0.00082954i,0.0014925+0.0018876i,0.00062665+0.0013725i,-0.000364+0.0005288i,-0.00080999+4.4821e-06i,-0.00075059-0.00020389i,-0.0011854+0.00032833i,-0.00063645+0.00058799i,0.00045497-0.00050417i,0.00042709-0.0015164i,-0.00049169-0.0012036i,-0.00099426-0.00046783i,-0.001077-1.4747e-05i,-0.00091667+0.00010254i,-0.00056739-0.00040521i,-0.00031258-5.9384e-05i,-0.00031582+0.00071487i,-0.00021867+0.00058623i,-0.00012932+0.00041378i
0.0015587+0.0021972i,0.0014483+0.0025671i,0.00066986+0.0018173i,0.00030202+0.001541i,0.00055608+0.0012254i,0.00055378+0.00067857i,0.00097447+0.00046539i,0.0013693+0.0006774i,0.00021739+0.00035566i,-0.0015134-0.00044103i,-0.001397+0.00028152i,-0.00058085+0.0013972i,-0.00020527+0.0012066i,-0.0001369+0.00030827i,-0.00041146+5.2221e-06i,-0.00034008+0.00025327i,2.0604e-05+0.00059341i,-0.00037414+0.0005188i,-0.00022092+0.00090682i,-0.00020977+0.00090058i,-0.00017008+0.00061472i,0.00018303+0.00071849i,-7.9972e-05+0.00012964i
0.00066234+0.00014648i,0.00074087+0.00068802i,0.0014107+0.0010901i,0.0011323+0.00080012i,0.00090828+0.0012993i,0.00040162+0.0016483i,4.1184e-05+0.0012121i,6.0661e-05+0.00032691i,0.00052826+0.00047007i,0.00068781+0.001033i,0.00052752+0.00086969i,0.00036949+0.00029432i,0.00049308-0.00034941i,-0.00022252+3.576e-05i,-0.0010548+7.9771e-05i,-0.00033586-0.00080886i,0.00067487-0.00040354i,0.0011509-7.3937e-05i,0.00095528-0.00017551i,0.00070187-0.00075384i,0.00036504-0.00088383i,8.2297e-05-0.00032592i,0.00010073-0.00027611i
1.9682e-05-0.0013017i,0.00010957-3.6476e-05i,0.00043437+0.0013614i,0.00034164+0.0018276i,-0.00024565+0.0011653i,-0.00053465+0.0011935i,-5.2094e-05+0.0012545i,0.00014164+0.0010545i,-0.0011241+0.0008214i,-0.0019799-0.00015806i,-0.0016331-0.000589i,-0.00083095-0.00012198i,0.00055929+0.00038733i,0.0012981+0.00045985i,0.0012632+9.7085e-05i,0.00097834+0.00011686i,0.00059131+0.00047356i,0.00017209+8.984e-05i,-0.00040729-0.00061333i,-0.00068327+1.853e-05i,-0.00059051+0.0002127i,0.0001308-0.00063988i,0.0003367-0.00084371i
0.0013818+0.00087612i,0.0006161+0.00034635i,-0.00025265+0.00026157i,-0.00093917+0.00023483i,-0.00099649+0.00045936i,-0.00063996+0.00086691i,-0.00050886+0.00078865i,-0.00031776+0.00082655i,-0.00047116+0.00026695i,-0.00058424+3.6271e-05i,-0.00011453+0.00037176i,0.00017865-0.00016004i,6.8109e-05-0.00034145i,-0.00053822-0.00054618i,-0.00073765-0.00059592i,-0.00045254+4.7781e-05i,-9.3823e-05+0.00062014i,0.00014972+0.00060586i,0.00048016+0.00043946i,0.00029748-8.1817e-05i,0.00012867-0.0010568i,0.00076314-0.0012552i,0.00080962-0.00043903i
-0.00051272+0.0003227i,-0.00023326+0.0017002i,-0.00014077+0.0020728i,-5.9495e-05+0.0018296i,-4.9672e-05+0.0019382i,0.001207+0.0013164i,0.0020348+0.00033439i,0.0012666+0.00011338i,0.00017265+0.00014913i,-0.00037466+0.00023439i,-0.0004494-0.00031515i,-0.00057444-0.00032449i,-0.0010285+4.9157e-05i,-0.0011041+6.1431e-05i,-0.00057832+0.00014462i,-0.00076786+0.0008886i,-0.00065908+0.0011205i,0.00043004+0.00050426i,0.00025638+0.00033723i,-0.00024413+0.00013048i,0.00026915-0.00013892i,0.00026718-7.5399e-05i,-0.00014023-0.00038239i
0.001106+0.0014785i,0.0013477+0.001697i,0.0016765+0.00086249i,0.0014334+0.0010156i,0.0010632+0.001872i,0.0011556+0.00248i,0.00025978+0.0020057i,-0.00090868+0.0011003i,-0.00093368+0.00042877i,-0.00044119-0.00015475i,3.161e-05-0.00028963i,0.00017761-0.00037424i,-0.00058478+0.00022085i,-0.00090346+0.0009697i,-0.00023223+0.0010377i,0.0002068+0.00057349i,0.00028782-2.3906e-05i,-0.00021551-0.00016992i,-0.00056005+1.6856e-05i,-0.00033328+0.00023373i,0.00048821+0.00058i,0.00061512+0.0005122i,-0.00010059-0.00031858i
-0.0012399+0.0024844i,-0.00061977+0.001696i,0.000446+0.0020065i,0.00076124+0.0017134i,0.00086091+0.00075807i,0.00088094+0.00013183i,-0.00025539+0.00047062i,-0.0011622+0.00033604i,-0.00071491-0.00014333i,-0.00030237-6.647e-05i,-0.00041721-0.00025153i,-0.00057649-0.00017994i,-0.00011257+0.00036092i,-7.2998e-05+0.00067622i,-0.00070512+0.00079855i,-0.0010045+0.0012642i,-0.00060358+0.0013405i,0.00010343+0.00066078i,0.00026498-1.2133e-05i,-7.0526e-05+0.00057282i,0.00013231+0.00084328i,0.00030367-0.00036756i,-8.1102e-05-0.0010377i
0.00057995-0.00018939i,0.00096766-0.0010609i,0.00068274-0.0014098i,0.00024102+0.0003135i,-0.00028789+0.0019531i,-0.0013176+0.0022753i,-0.0010838+0.0014745i,0.00019249+0.0010257i,0.00053791+0.00069976i,-0.00022595+0.00017542i,0.00029876+8.4191e-05i,0.00064674+0.00074752i,-5.3077e-06+0.00069347i,-0.00021892+0.00013824i,0.00057437+0.00040298i,0.0011639+0.00041965i,0.0002632-0.00041114i,9.8848e-05-0.00078351i,1.2999e-05-0.00045389i,-0.00047175+0.00032589i,-2.2117e-05+0.00063404i,0.00052975+5.0197e-05i,-0.00020442+0.0003607i
-0.00034192-0.00094177i,0.00074663-0.00075491i,-1.1728e-05-1.3237e-05i,-0.00035614+0.00057964i,0.00091514+0.00085178i,0.0020017+0.00049056i,0.0014414-0.00042119i,0.00033851-0.0010515i,-0.00016651-0.00071612i,-0.00085495-0.00019151i,-0.00094976+9.6614e-05i,0.00039183+0.0003012i,0.00059864+0.00053406i,-0.00013435+0.00070453i,-0.00045598+0.00064902i,-0.00095685+0.00049608i,-0.0013632+8.0704e-06i,-0.00028457+0.00043953i,0.0010902+0.0010416i,0.00099177+0.00030426i,0.00038932-0.00037244i,0.00029607-0.00014846i,-4.1751e-05-0.00017059i
0.00011342-0.00052448i,0.0017975+0.00023432i,0.0025164+0.0011145i,0.0018698+0.0021216i,0.0002865+0.0021467i,4.8518e-05+0.0010266i,0.00019623+0.00015016i,-9.8524e-05-0.00049511i,-0.00050596-0.00078864i,-0.001198-0.0010628i,-0.0012816-0.00091485i,-0.00039294-0.00026626i,0.00018965+0.00048488i,0.00019355+0.00080735i,-0.00056145+0.00089208i,-0.0011027+0.00034864i,-0.0010966-0.0006771i,-0.00098102-0.00089748i,-0.00074776-0.00045719i,-0.00071239-0.0002792i,-0.00013017-0.00035393i,0.00036113-0.00033088i,0.00060703-0.00036399i
-0.00085405+0.0012716i,-0.0008065+0.00076509i,-0.00073155+0.00050798i,-0.00023837+0.00058397i,0.001469+0.00076895i,0.0025736+0.00057846i,0.0014155+0.00074429i,0.00025465+0.00094655i,8.8705e-05+0.00060689i,4.9287e-05+0.00033978i,-0.00039656+0.00020351i,-0.00015073+0.00032685i,0.00034781+0.00039632i,-8.6644e-06+0.00011984i,-0.0001339-0.00013855i,-0.00046293+0.00030064i,-0.00013981+0.00093755i,0.00059976+0.00049381i,-9.4049e-05+0.00023666i,-0.00040935-0.00024579i,0.00054776-0.00061119i,0.00043875-0.00037938i,-0.00057659-0.00042275i
0.0017337+0.002732i,0.0018148+0.0012631i,0.0029251+0.00030663i,0.0020919+0.00096722i,0.0010471+0.0014062i,0.00075975+0.0016784i,-0.00012506+0.001744i,-0.00025072+0.00086074i,0.00035441-0.00012359i,0.0010575-0.00060674i,0.00055614-0.00051315i,-0.00033808-0.00025027i,-0.00087263-0.00029682i,-0.00080195-0.00035629i,-0.00019709+0.00024968i,0.00030608+0.0011132i,0.00069033+0.0013096i,0.0004734+0.00076002i,-0.00039575+8.6005e-05i,-0.001268-1.6711e-06i,-0.00090906+0.00066306i,-0.00040933+0.00081942i,-0.00027866+0.00039369i
-0.0015318-0.00070139i,-0.0012126-0.00030792i,-0.00061774+0.00077565i,0.00042759+0.0014676i,0.00096385+0.0019049i,0.0010298+0.0016449i,0.00036952+0.0013642i,-2.033e-05+0.0010139i,0.00016864+0.000331i,-0.00029447-0.00034105i,-0.00087345-0.00054176i,-0.0007891+1.3226e-05i,-0.0006671+0.00027328i,-0.00026915+0.0002993i,7.8331e-05+0.00056179i,-0.00056886+0.00073029i,-0.0011451+0.00031541i,-0.00085129-0.00041677i,-0.00068101+6.6549e-05i,4.9196e-05+0.00023472i,0.00052707-0.00026974i,0.00045015-6.4183e-05i,0.00024213+0.00025593i
0.00011251+0.0011204i,0.00076412+0.00034931i,0.00078201+0.00057666i,0.00022096+0.0016915i,0.00012377+0.0026655i,-6.192e-06+0.0023652i,9.3498e-05+0.0013002i,0.00024249+0.00067201i,0.00013131+8.5204e-06i,0.00028905-0.0010577i,0.00015212-0.00098949i,-0.00028327+8.3541e-05i,-0.00046174+0.00036248i,-0.00025404+0.00024448i,-0.00019169+0.00021263i,-0.0001826-0.00020841i,0.00053788-0.00047255i,0.0013165+0.00083713i,0.00087769+0.001804i,-4.5234e-05+0.0009314i,-0.00020046+0.00038168i,9.5173e-05+0.00013401i,0.00027276-0.00032388i
0.0007102+0.00065981i,0.0010167+0.00141i,0.0012183+0.00052147i,-0.00013831+0.00048329i,-0.00041885+0.0014073i,0.001042+0.0016259i,0.0018737+0.0013655i,0.0014253+0.0016946i,-0.00015021+0.00126i,-0.0011521-9.8184e-05i,-0.00094778-0.00041141i,-0.00056801+0.00016986i,-2.0374e-05+0.00022306i,1.5845e-05-0.0003471i,-7.151e-06-3.1772e-05i,-0.00012437+6.2374e-05i,-0.00019452+0.00039061i,-3.5323e-05+0.00042646i,-0.00041878+0.00026805i,-0.00099849+0.00055496i,-0.00071731+0.00048999i,-0.00093475+0.00024218i,-0.0015115+1.0617e-05i
0.00096357+0.0012128i,0.00096306+0.00062982i,3.9993e-05+0.00026316i,-0.00048497+0.00031373i,2.6348e-05+0.00051318i,-0.00055671+0.0003595i,-0.00087233+0.00053217i,-0.00033757+0.0012403i,-0.00040482+0.00071249i,0.00030502-0.00045682i,0.00060344-0.00021882i,-0.00011053+7.4653e-05i,-0.00045645-0.00035109i,-0.00037195-0.00053037i,-0.00076723+0.0001727i,-0.0011818+0.00041299i,-0.00080038-0.00018537i,-0.00037258-0.00015304i,-0.00042969+0.00042933i,0.0001845+0.00086864i,0.00042093+0.0011622i,-6.513e-05+0.00053345i,-7.2281e-05-0.0006712i
0.0015078-0.00063243i,0.0010436-0.00016172i,0.00052785-0.00060126i,0.00025421+0.00018023i,0.00043858+0.0023757i,0.0011572+0.0035152i,0.0011842+0.0024225i,0.00078904+0.0011267i,-9.2342e-05+0.00030393i,-0.0010161-4.2854e-05i,-0.0011061-0.00011449i,-0.00059488-0.00029018i,-0.00065534-0.00035878i,-0.0001789-0.00035415i,0.00092217-0.00069874i,0.00088267-0.00022832i,7.0671e-05+0.00081736i,-9.2483e-05+0.00094401i,0.00033441-0.00016205i,0.00049934-0.0002888i,0.00030248-0.00024295i,0.00039611-2.4772e-05i,-0.00012815-0.00017025i
-0.0012927+0.0020658i,0.00026412+0.0016875i,0.00083561+0.0017797i,0.0016716+0.0011488i,0.0022274+0.00033079i,0.0010001-0.0001382i,-0.00034114-0.00049397i,-0.00055279+2.7456e-05i,-0.00077743+0.00051036i,-0.00042552+0.00062455i,6.1084e-05+0.00077174i,-0.0002288+0.00069532i,-0.00065637+0.00020609i,-0.00044639+0.00026202i,-0.00065941-3.7995e-05i,-0.0009049-0.00022011i,-0.00066377+0.00022747i,-0.00034768+0.00043751i,-0.00020099+0.00011055i,-4.3887e-05-0.00071174i,-4.2465e-05-0.00046624i,-0.00018915+0.00042489i,-0.00013396+0.00032354i
-0.0011694-0.00067103i,-0.00096401-2.46e-05i,-0.00058883+0.00019887i,0.00045658+0.0014i,0.0009087+0.0025019i,0.00084373+0.0023223i,0.00015783+0.0016521i,6.5375e-06+0.00056666i,5.0475e-05+0.00020601i,-0.00051922+0.0002796i,-0.00058504+0.00046384i,0.00010263+8.714e-05i,0.00034333-0.00059053i,0.00033326-7.3721e-05i,-8.3917e-05+0.00059324i,-0.00054981+0.00038056i,-0.00080879+0.00067992i,-0.00076519+0.00092235i,-0.0005655+0.00069941i,0.00034782-4.5388e-05i,0.00090296-0.00084153i,0.00023801-0.00021631i,-0.00012894+0.00041419i
0.00025939+0.0013529i,-0.00056802+0.00010661i,-0.00038333-0.00027763i,-0.00068629-0.00055881i,-0.00056297-0.00048445i,-0.00030212+0.00044572i,0.00039764+0.0011188i,0.00039417+0.0016425i,0.00012185+0.0010059i,-0.000136-6.8458e-05i,4.1451e-05+0.00026837i,-0.00050666+0.00063492i,-0.0011516+0.00067467i,-0.0010215+0.00064793i,-0.0011783+0.0001154i,-0.0013196-0.00033995i,-0.00097293-8.7469e-05i,-0.00066676+8.6249e-05i,-0.00057086-1.5636e-05i,-0.00083032+0.00013035i,-0.00090387-0.00018745i,-0.00094187-0.00085939i,-0.00043208-0.0012488i
0.001386-0.00057642i,0.0012207-0.00053459i,0.00085031-0.0012736i,2.7279e-05+0.00016535i,-0.001013+0.0022415i,-0.00024839+0.0026088i,0.00036804+0.0016476i,-0.00014718-7.7589e-05i,-0.00090318-0.00085351i,-0.0014673-0.00027183i,-0.0015135-0.00024948i,-0.00089149-0.00088817i,-0.00049112-0.00099743i,-0.00070343-0.00081421i,-0.00064762-0.0011195i,-0.0004793-0.00039674i,7.6611e-07+0.00075066i,0.00036161+0.00098561i,-0.0004093+0.0008451i,-0.00058732+0.00014462i,8.681e-05-0.000235i,0.00088189+0.00047373i,0.00075707+0.0008938i
-0.00097868+0.00073491i,-0.00071516+0.00089639i,-0.00049663+0.00033278i,0.00056718+0.00087792i,0.0014856+0.0019568i,0.00086096+0.0014851i,0.00028736+0.00053189i,0.00022975+0.00089161i,-0.00030975+0.001167i,-0.00044187+0.00039547i,1.9098e-05+4.1581e-06i,0.00028952-0.00041331i,0.00040377-0.00086159i,0.00055773-0.00016427i,0.00011817-1.4752e-05i,-0.00027015-0.00022082i,-0.00039846+0.00033152i,-0.00038545+0.00043352i,-0.00056856-0.00014607i,-0.00051976-0.00031138i,-0.00015043-0.00059926i,0.0002543-0.0013384i,0.0001964-0.00036355i
0.0017981-0.00042528i,0.0011738+0.0011968i,-0.00013756+0.0016729i,-0.00078392+0.0013943i,0.0001652+0.0018618i,0.0006774+0.0021014i,-0.00010877+0.0013936i,-0.00097356+0.0009758i,-0.0013287+0.0009687i,-0.0017253+0.00053419i,-0.0013417+0.00026526i,-0.0011759+0.00031683i,-0.00017004-8.877e-05i,0.00062847-0.00021027i,-0.00016018-0.00052401i,-0.00041591-0.0006469i,-0.00030138+0.00029482i,-0.00027701+0.0012645i,0.00022654+0.00040773i,0.00015823+2.7934e-06i,0.00055831+0.00015497i,0.00085468-0.00026423i,-0.00030692-0.00088882i
0.00055677+0.00025403i,0.0012734+0.00015113i,0.00089248+9.5959e-05i,0.00076598+0.00016589i,0.00070756+0.00036332i,0.00085102+0.00047513i,0.00041867+0.00058041i,0.00046407+0.00059959i,0.00030592+7.501e-05i,-0.00017276-0.00070473i,-0.00024377-0.00069767i,-0.0001163-0.00034908i,0.00036025-1.3523e-05i,0.00042202+0.00042461i,0.00016742+0.00024707i,-0.0001023+0.00026876i,4.3377e-05+0.00082986i,0.00068221+0.00073197i,0.00043191+0.0006986i,-0.00013795+0.00030457i,0.00034642+0.000349i,0.00025468+0.0007478i,8.1418e-05+0.00037964i
0.0011231+0.00020556i,0.00090465+0.00041226i,0.00094192-1.0717e-05i,0.00071377+0.00038765i,0.0009366+0.0014861i,-0.0001138+0.002414i,-0.0011671+0.0020224i,-0.0014009+0.00072406i,-0.0007524-0.00067951i,-0.00029768-0.00014186i,-0.00032779+0.00090449i,-0.00013255+0.00070418i,-0.00020303+0.00046673i,-0.00029832+0.0006638i,-0.00010534+0.00018638i,8.8033e-05+0.0002074i,0.00062521+0.0001262i,0.00038914-8.5434e-05i,-0.00021952+0.00049766i,-5.2695e-05+0.00045184i,0.00038+0.00017744i,0.00013888+0.00035522i,-3.0793e-05-0.0001089i
0.00096729+0.0022264i,0.0010108+0.0017523i,0.00062971+0.0011229i,3.4508e-05+0.00049918i,-0.00030211+0.00054464i,-0.00027041+0.00041105i,-0.00069249-0.00027911i,-0.0005557-0.0003222i,0.00016076-0.00026544i,0.00042286-0.00029714i,0.00021901-0.00037047i,-4.1106e-05-0.00038435i,-0.00035223+3.8999e-05i,5.8186e-05+0.00055425i,0.00041574+0.00050394i,-3.571e-05+0.00049509i,-0.00021886+0.0011662i,-0.00083453+0.0014815i,-0.00066166+0.00036246i,-1.5729e-05-0.00010906i,0.00030506+0.0005076i,0.00048583+0.00089489i,0.00067921+0.00027169i
-0.0012893-1.0358e-06i,-0.0013782+5.2576e-06i,-0.0014118+9.8749e-05i,-0.0010327+0.00035674i,-6.0754e-05+0.0011429i,0.00026594+0.0011517i,-2.1004e-05-0.00031923i,0.00018963-0.00087917i,8.7444e-06-0.00066509i,-0.00049647+1.7107e-05i,-0.00032746+0.00038742i,-0.00015224+0.00020622i,-7.0367e-05-0.0007271i,-0.00035469-0.0010399i,-0.00047697-0.00025317i,-0.0006896+3.4162e-06i,-0.00071855-0.00035956i,0.00012611-0.00032276i,0.00046083+4.8093e-06i,9.9246e-05-6.4486e-06i,-0.00034198-0.00019812i,-0.00070001-0.00019604i,-0.00055813-1.9169e-05i
2.4682e-05+0.00038381i,-0.00014403+0.00086592i,-0.00042832+0.00074634i,0.00039316+0.0014429i,0.00012039+0.0022816i,0.0002146+0.0024065i,-8.0662e-05+0.0018095i,-0.00063086+0.00076664i,-0.00029675+0.00037905i,0.00035949+0.00013092i,0.00032692+0.00024518i,-0.00028848-4.7102e-05i,-0.00086146-0.00023874i,-0.0010988+0.00020837i,-0.00027565+0.00011207i,-0.00013411+0.00060059i,-0.00028033+0.0016164i,-0.0004627+0.0015137i,-7.6406e-05+0.0010021i,0.00017207+0.00043616i,7.6355e-05+0.00024082i,-8.2982e-05+0.00027511i,-0.00037878+0.00018502i
0.00024575+0.0021576i,5.6876e-05+0.00063731i,0.00021836+0.0005661i,-1.9663e-05+0.00035874i,8.9948e-05-0.00062533i,0.00040462-0.00080533i,-1.786e-05-2.855e-05i,3.2522e-05+0.00039571i,0.00035505-0.00014819i,2.8886e-05-0.00061219i,0.00012373-0.00040401i,0.00057152-0.00066856i,-0.00037835-0.00074645i,-0.0010093-0.00012276i,-0.00026544+0.00047783i,-0.00010483+0.0010687i,0.00013836+0.0011369i,0.00065858+0.00054551i,0.00045446-0.00013139i,9.7362e-05-0.00030912i,-0.00043972-0.0007986i,-0.00070088-0.0012485i,-7.1351e-05-0.0011736i
0.00034193+0.00078146i,0.0025422-0.00032496i,0.0031952+0.00054983i,0.0025862+0.0009521i,0.0014284+0.0013955i,-0.0001733+0.0014907i,-0.00062377+0.00063994i,7.1398e-05+0.00025267i,-0.00050736-0.00038338i,-0.0012579-0.0011261i,-0.001936-0.00051045i,-0.0015851-0.00011973i,-0.0004535+0.00048793i,-0.00037659+0.00071833i,-0.00042084-0.00010831i,-0.00066822-0.00027936i,-0.0013119+0.00027958i,-0.00099389+7.3537e-05i,-8.5975e-05-0.00042078i,0.00023894-6.5325e-05i,-0.00016411+1.2481e-06i,-0.00020721-0.00023433i,-0.00032616-0.00010073i
-0.001224+0.0010281i,0.00028593+0.0016149i,0.0010374+0.0037614i,0.0010648+0.0035773i,0.0010469+0.0016265i,0.0011653+0.00045202i,0.0012036+0.00031808i,-1.1322e-05+6.1672e-05i,-0.00061329-0.00097807i,-0.00017512-0.00073557i,9.9816e-05+0.00042751i,0.00027936+0.00084088i,-0.00053027+0.00032436i,-0.00095562-0.00063182i,-0.00093328-0.00014507i,-0.0014543+0.00070999i,-0.0012466+0.00024271i,-0.0010174+3.7867e-05i,-0.0014484-1.6299e-05i,-0.0014533-0.00014388i,-0.0010012+0.0001054i,-0.00031637+0.0006167i,9.2596e-06+0.00051342i
-0.00042113+0.00064705i,-0.00078751+0.00062424i,-0.0017972+0.00020658i,-0.0013154+0.00037318i,0.00044352+0.0013446i,0.0012482+0.0012906i,0.00080702+0.00027148i,-4.6108e-05-0.00052079i,-0.000854-0.00052398i,-0.00090224+8.1233e-05i,-0.00047062+0.00037789i,8.8974e-05+0.00034285i,0.00015735-0.00012637i,-0.0004135-0.00037606i,-0.00085037-0.00032028i,-0.00081798-0.00048561i,-0.00048213+0.00081598i,-5.3715e-05+0.0015115i,-5.8342e-05+0.00071581i,5.4425e-05+5.2613e-05i,5.2579e-05+0.00019205i,-0.00026721+0.00065042i,-0.00067568+0.00017483i
0.0011395-0.00086309i,0.00086013+0.00027991i,0.00072131+0.0005672i,0.00057091+0.00032191i,0.00056083+4.8086e-05i,0.00049754+0.00042069i,-0.00012343+0.00065267i,0.00021527+7.3737e-05i,-8.9707e-05-0.0003983i,-0.00075282-0.00052885i,-0.00044563-0.00023939i,-0.00020545+0.00011279i,-0.00011227+0.00090127i,-5.2402e-05+0.001514i,0.0005917+0.00072513i,0.00074418+0.00019709i,0.00084295+0.00048164i,0.00057689+0.00050316i,-0.0007151-0.00013863i,-0.0015775-0.00096414i,-0.00095212-0.00046384i,0.00025564+0.0007695i,0.00042257+0.00060894i
-7.0864e-05+0.0014578i,0.0010422+0.0014221i,0.0013352+0.0015149i,0.0014882+0.0020935i,0.0018254+0.001763i,0.00092413+0.00079649i,-0.00065306-3.3399e-05i,-0.0010467+6.0651e-05i,-0.00078732+0.00043241i,-0.00073478-0.00011665i,-0.0010378-5.7143e-05i,-0.00081529+0.00041885i,-9.1408e-05+0.00069341i,-0.0003199+0.00060085i,-0.00072638+0.0004444i,-0.00094305+0.00032322i,-0.0012572+0.00023752i,-0.00089037+0.00061914i,-0.00094571+0.00062072i,-0.0012088+0.00017101i,-0.00081049+0.0001963i,-0.00081202+0.0002517i,-0.00082869-0.00016271i
