-0.0027485-0.00035506i,-0.0015708-0.00031519i,-0.0015823+0.0010623i,-0.0011437+0.0020506i,-0.00075701+0.0026093i,-5.3998e-05+0.0015073i,0.00076317+0.00035018i,0.0012693-0.00022076i,0.0015368-0.00011747i,0.0014691+0.00017962i,0.001445-0.0003697i,0.0012167-0.00097921i,0.00079274-0.0015597i,0.00067893-0.0016548i,0.0014955-0.0010858i,0.0015494-0.00061277i,4.9852e-05-0.00011133i,-0.0009024+0.00022828i,-0.00097074-0.00054781i,-0.00087351-0.00060628i,-0.00078515-0.0001584i,-0.00074075+0.00017341i,-5.42e-05-8.8853e-05i
-0.00017201+0.0017628i,0.00050036+0.0013691i,0.00046752+0.0011837i,3.7418e-05+0.0013428i,-4.7932e-05+0.00055106i,-0.00042671-0.00075772i,-0.00036778-0.0015435i,-0.00016573-0.0009957i,-0.00044507+0.0004117i,-0.00050476+0.00078433i,-0.00016217-5.3649e-05i,-0.00043765-0.00021238i,-0.00068867-0.00029922i,-7.6494e-05-0.00050332i,0.00038862-0.00077972i,0.00065518-0.0004924i,0.00090545+0.00018176i,3.3151e-05-0.00013815i,-0.00060186-0.0004935i,-9.0151e-06+9.0376e-05i,0.00018195+0.00016176i,0.00070631-0.00029323i,0.00077713+7.2621e-05i
0.0010447+0.0027573i,0.0021318+0.0022666i,0.0021232+0.0012367i,0.0020427+0.00013959i,0.0014201-0.00063721i,-0.00061934-0.0018293i,-0.0020586-0.002059i,-0.0016548-0.0011195i,-0.00067167-0.00071193i,0.0004294-0.00054448i,0.0010464+0.00016012i,0.00063278+0.00024017i,-0.00067386-0.0004872i,-0.0015026-0.0011961i,-0.0012002-0.0014606i,-0.0013606-0.0012993i,-0.0012075-0.00062335i,4.6718e-05-0.00020931i,0.00016194+0.00056371i,-0.00071694+0.001483i,-0.00032509+0.0012266i,0.00045045+0.00017037i,-0.00021414-0.00060605i
0.00089925+0.0019461i,0.001203+0.0019964i,0.00064664+0.0014432i,-0.00015156+0.00086882i,-0.00038826+0.00021337i,-0.00091164+6.3329e-06i,-0.00083426+0.00058253i,-0.00022532+0.00048289i,0.00013428+0.00024749i,0.00028167+0.00030035i,0.0006199-0.00017221i,0.001033-0.00015061i,0.00032827+0.00013692i,-0.00043162-0.00064508i,-0.00054695-0.0011427i,-0.00089074-0.00075287i,-0.0011453-0.00056616i,-0.00059695-0.00046941i,-0.0002776-2.0076e-05i,-0.00031557-4.7351e-05i,-0.00010695-0.00031417i,-5.4281e-05-0.00077701i,-0.00016259-0.0011288i
0.0025218-0.00079655i,0.0017456-0.0019673i,0.00014582-0.0019642i,-0.00060495-0.0016488i,-0.00038128-0.0013906i,-0.00011448-0.0014095i,-0.00013538-0.00081612i,-0.00021563-0.00012691i,-0.0001288-0.00055907i,6.8596e-05-0.00094454i,0.00017985-0.0005187i,0.00042601-1.2464e-05i,0.00077286+0.00040533i,0.00091309+0.00080406i,0.0008359+0.00099661i,0.00099281+0.00099815i,0.00079357+0.00039207i,3.9717e-05-0.0003347i,-0.00052753-0.00018245i,-0.00054799+0.00046391i,0.00029079-3.8353e-06i,0.00038274-0.0010953i,8.4046e-05-0.0012036i
0.0012581+0.00038362i,0.00017929-0.001287i,-6.2365e-05-0.00058864i,0.00020096+6.9762e-05i,-0.00056027-0.00064761i,-0.0017334-0.00094651i,-0.0018561-0.00049106i,-0.0007037+7.2484e-05i,8.2274e-05+0.00038997i,-0.00014379-0.00016753i,1.4669e-05-0.00083575i,0.0003949-0.00041989i,0.00037944+6.8291e-06i,-0.00027282-0.00028464i,-0.00065383-0.00036217i,-0.00035349-0.0003544i,-5.7891e-05-0.00036745i,0.00032903+6.7045e-05i,0.00033156+2.6295e-05i,-1.4328e-05-0.00073096i,-0.00044095-0.00022727i,-0.00052708+0.00014982i,-0.000137+0.0003239i
0.0021925+0.00021981i,0.0017986-5.74e-05i,0.0012488-0.00027316i,0.0010598-0.00038703i,0.00039632-0.0003036i,-5.0771e-05-0.00073163i,0.00011107-0.0010361i,9.4412e-05-0.00046705i,-1.9793e-05+0.00022509i,-0.00032008+0.00014373i,-0.00011114-6.3875e-05i,-0.00019998+0.00018249i,-0.0010604+0.00028562i,-0.00067446+0.00039684i,0.00019725+0.00033044i,0.00051492-0.0009441i,0.0011307-0.001271i,0.0014148-0.00013635i,0.0012411+0.00023359i,0.00090797-0.0001207i,0.00016682-0.00052259i,-0.0001884-0.00049157i,0.00030282-0.00072398i
0.00069373-0.00048372i,0.00148-0.00018855i,0.00083772+0.00054077i,-0.00025034+6.3627e-05i,-0.00021206-0.0005454i,-0.00058456-0.00089308i,-0.00083172-0.0010219i,-0.00044734-0.00085114i,-0.0006445-6.8376e-06i,-0.00088515+0.00051093i,-0.00023677+0.00075492i,0.00032799+0.00051452i,0.00056532-8.7e-05i,0.00015893+1.6189e-05i,-0.00014768+0.00037633i,6.2047e-05-3.5715e-05i,0.00075299-0.00080162i,0.00078771-0.00060341i,0.00010699-0.00040978i,-0.00059717-0.0002304i,-0.0012199+0.00027148i,-0.0010988+0.0005827i,-0.00018226+0.00027288i
0.0011627+0.00019532i,0.001477-0.00057059i,0.00030287-0.00067564i,-0.00067224-0.00023467i,-0.0003754-0.00078431i,0.00047807-0.0011365i,0.00060544-0.00058017i,0.00018483+0.00030723i,0.00026345+0.00046712i,0.00021759+0.0010065i,0.00045367+0.0010709i,0.00054841+0.00038635i,0.00041155+0.00063752i,0.00016637+0.00074545i,-0.0005146+0.00032985i,9.2869e-06+3.6814e-05i,0.00048008-4.7114e-05i,-8.9502e-05+0.00056985i,-7.1632e-05+0.00059663i,0.00020316-0.00052249i,0.00040706-0.00090636i,0.00037382-0.0004877i,0.00060789+0.00010913i
0.0022994-0.0005493i,0.0019582-0.0010625i,0.00078336-0.00082278i,-0.00049473+0.00066839i,-0.00070996+0.00050031i,-0.00039333-0.00034247i,-0.00046619-0.00013882i,-0.00022926-0.00047721i,-2.0348e-06-0.00033391i,2.7683e-05+0.00036676i,0.00013101+0.00046794i,0.00032731+0.00042564i,0.00026833+0.0008232i,0.00012759+0.0014941i,0.00017172+0.00068829i,-0.00053656-0.001019i,-0.0005767-0.0015794i,0.0003515-0.00019066i,0.00042884+0.00025662i,0.00033037-0.00047508i,0.00011056+3.6546e-05i,-0.0001688+0.00018471i,-0.00032105+4.3014e-05i
1.5438e-05+0.0018717i,0.0016803+0.00079641i,0.0014966+0.001266i,0.0012378+0.00095973i,0.0010122-0.00012647i,0.00053856-0.00043334i,6.6149e-05-0.00063653i,-0.00024085-0.0004051i,4.6594e-05+0.00047163i,-0.00030546+0.00079555i,-0.00086645+0.00077815i,-0.00036857+0.00089014i,0.00036258+0.00026078i,0.00072704-0.00040291i,0.00033299-0.00050303i,0.00032271-1.0984e-05i,0.00083012+0.00068858i,0.00067562+0.00063166i,-0.0001862-9.6541e-05i,0.0001002-0.0004108i,0.00014114-0.00061817i,-6.049e-05-0.00048431i,-0.00049337+0.00012648i
0.001135+0.00086315i,0.0017143+0.00082758i,0.0015808+0.0011109i,0.0012379+0.0011243i,0.00069179+0.00054065i,-0.00017362-0.00043068i,-0.00012722-0.0016232i,0.00032178-0.0019809i,0.00064697-0.00084413i,0.0003416+0.00058669i,-0.00011097+0.00016642i,0.00027604-0.00018238i,0.00076965+0.0004938i,0.00095705+0.00028514i,0.0007073-1.3602e-06i,-0.00024417-0.00014491i,-0.00037943-0.00049366i,0.00033745-0.00031521i,-9.9394e-05-0.00016841i,-0.00042498+0.00062478i,-0.00010058+0.00037893i,-2.1528e-05-0.0003611i,0.00031061-0.00011033i
0.0015994+0.0014015i,0.0019148+0.0007331i,0.00086405+0.00049706i,-0.00042368+0.00073276i,-0.00018036+0.0010107i,4.116e-05+0.00054259i,3.0088e-05-0.00015749i,0.00026581+0.00065269i,-2.5268e-05+0.0010334i,-0.00040862+0.00058375i,0.0001446+0.00019056i,0.00068288-0.00022227i,0.00034781-0.00058861i,0.00019224-0.00093439i,0.00037642-0.00065209i,0.00034907-0.00047468i,0.0003273+0.0002623i,3.3055e-06+0.00065928i,-0.00066455-0.00034635i,-0.0012536-0.00055539i,-0.00088488+0.00051435i,-0.00032481+0.0012361i,0.00013073+0.00050872i
0.0010758-0.0014388i,-0.00013534-0.00084335i,-0.0014721-0.00017688i,-0.0013588+6.5116e-05i,-0.00070734-9.8617e-05i,6.2085e-05-0.00042863i,0.00072092-0.00050486i,-0.00017351-0.00038188i,-0.0012067-0.00070525i,-0.0007708-0.00037989i,-0.0008484-8.569e-05i,-0.00049883-0.00042369i,-0.00030373+8.917e-05i,-0.0010534+0.00018611i,-0.0010451-0.00023488i,0.00017438-0.00027542i,0.0007466-0.00033026i,4.0616e-05-6.3425e-05i,-0.00026545-0.00016317i,0.00032247-0.00062611i,0.00080045-0.00063996i,0.00025511-0.00031909i,0.00019459-0.00042448i
0.00023576-0.0010146i,0.00056377-0.00047121i,0.00055578-0.00041524i,-0.0005695-0.00023928i,-0.0013251+0.00028415i,-0.0005625+0.00027394i,2.8644e-05+0.00015707i,0.00046705+0.00035958i,0.0007427+0.00021972i,0.0004343-0.00028597i,0.00023884-0.00036436i,0.00054319-0.0005629i,0.00018784-0.00083381i,-0.00065015-0.0005682i,-0.00061339-6.498e-05i,0.00085003+0.00059082i,0.00086228+0.00055309i,0.00036933-1.8171e-05i,0.00015474+0.00027502i,-0.00020274+0.00060473i,-0.00047332+0.00028606i,-0.00057214+0.00027882i,-0.00038538+0.00018096i
0.0022379-0.0012957i,0.0014948-0.0017962i,9.9197e-05-0.0014923i,0.00030242-0.0010731i,0.00028243-0.00051389i,0.00020365-0.00017275i,-8.034e-06+7.5015e-05i,-0.00039331+0.00013096i,-0.00030648-8.97e-05i,-9.125e-05-0.00054682i,6.1176e-05-0.00030554i,0.00010269-9.0136e-05i,0.00036608+6.7047e-05i,0.00087037+0.00016112i,0.00082353-0.00019923i,-0.00024962+0.00015916i,-8.503e-05+0.00029272i,0.00081488-0.0002906i,0.00090525-5.9212e-05i,0.00097454+0.00036271i,0.00033954+0.000473i,0.00018462-1.746e-05i,0.00040976-0.00087297i
0.0015102+0.0013471i,0.00098168+0.00055797i,0.0003369+0.0001211i,0.00014811-0.00010497i,1.7553e-05-0.00085889i,-0.00066591-0.0012272i,-0.001248-0.00052531i,-0.00070158+8.5941e-05i,-0.00037362-0.00010135i,-0.00075575-0.00020691i,-0.0013908+2.0302e-05i,-0.0014471-0.00010263i,-0.00050685+0.00015819i,-0.00032109+0.00070099i,-0.00050741+0.00033349i,-0.00061664+1.296e-05i,-0.00065922+0.00018045i,-0.00021392+0.00065612i,-0.00025756+0.0005574i,-0.0005243+0.0007556i,-0.00051172+0.00091346i,-0.00017604+0.00055605i,0.0004308+0.00018228i
0.0017657-0.0010559i,0.0022183-0.000506i,0.0018408+0.0002645i,0.0011143+0.00057813i,0.0012887-0.00014135i,0.0011748-0.0013315i,8.9025e-05-0.00091943i,-0.00057796-5.3948e-05i,-0.00039424-0.00051088i,-1.1911e-05-0.0003781i,0.00052245-0.00027516i,0.00029518-0.00032286i,9.6953e-05+0.00082315i,0.00020775+0.0011051i,0.00035319+6.2566e-05i,0.0003745-0.00052479i,0.00054138-3.9426e-05i,-6.7951e-05+0.00036699i,-0.0010177-1.4366e-05i,-0.00028268-0.00070161i,-0.00014787-0.0010195i,-0.00093488-0.00023762i,-0.00054845+0.00022717i
0.0012703+9.5204e-05i,0.0013713-9.01e-05i,0.00094884-0.00032293i,0.00061624-0.00066747i,0.00044081-0.00066366i,0.00019985-0.00093537i,-0.00058263-0.0012497i,-0.00051546-0.00072232i,0.00013432-8.0779e-05i,0.00050395+0.00026162i,0.00066132+0.00027347i,0.00078405-0.00011731i,0.00022033-0.00022931i,-6.0009e-05+0.00015619i,0.00018493-5.5912e-05i,6.3974e-06-0.0002779i,0.00039899-0.00029957i,0.0009997-0.00090744i,0.00081082-0.00062456i,0.00032612-5.7255e-05i,-0.00019945-8.2334e-05i,0.00057825+0.00038464i,0.0012032+0.00019227i
0.00063958+0.00031846i,0.0012802+0.00040362i,0.00086726+0.00054637i,0.00014004+0.00033374i,-0.00091408+6.9986e-05i,-0.00092731+2.8007e-05i,-0.0010046-0.00035969i,-0.00082103+0.00014561i,-0.00040386+0.00012088i,-0.00034291-0.00041999i,7.2273e-05-0.00027812i,0.00015094+0.00034533i,0.00010872+0.001164i,-0.00038225+0.001006i,-0.00062464-0.00024486i,-0.00027796-0.00074572i,0.00019442-0.00083165i,0.00046382-0.00060314i,-0.00030314-0.00021035i,-0.00038271-0.00073213i,0.00019681-0.00092226i,0.00011049-0.0010262i,-0.00034412-0.00065521i
0.0016788+0.00096373i,0.0012648+3.4161e-05i,0.0011804-0.00049288i,-0.00024975-0.00027674i,-0.00066798-0.0005277i,-0.00091057-0.0010143i,-0.0011744-0.00065952i,-0.00030138+0.00011346i,0.00059968+0.0010444i,0.00034652+0.00089744i,7.9276e-05-0.00021291i,0.00032625-0.00052332i,-0.00020785-6.098e-05i,-0.00078275+0.00037881i,-0.00060888+2.2483e-05i,-0.00050209-5.7324e-05i,-0.00033868+0.0003i,6.667e-05+6.8278e-05i,5.8968e-05-0.00037613i,-7.3346e-05-0.00094681i,4.1039e-05-0.00083062i,9.1943e-05-0.00041243i,0.00022969-0.00026349i
0.0027507-0.00048921i,0.002629-0.0010204i,0.0021582-0.0018656i,0.00094505-0.0019907i,0.00028218-0.0016344i,-6.2241e-05-0.0015168i,-0.00040839-0.0012684i,0.00033093-3.3421e-05i,0.00088078+0.0009289i,0.0010463+0.00018955i,0.00072367-0.00042275i,-0.00012389-0.0001558i,-0.00088743+5.9648e-05i,-0.00069327+9.8266e-05i,-5.9973e-05-0.00036096i,-0.00045903+7.6418e-05i,-0.00069768-0.00010738i,-0.00015759-0.00044591i,3.0319e-05-9.8274e-05i,0.0002578+0.0004071i,0.00034382+0.0005216i,0.00039854-0.00013817i,0.00052552-0.00025375i
0.0028366+0.00041058i,0.0028713+0.00050054i,0.0020864-0.00021022i,0.0014372-0.00024691i,0.0008662+0.00023947i,0.00061678+0.00018963i,0.00015936+0.00045412i,-8.8068e-05+0.00044882i,-0.00031311+0.00037854i,-0.00015323+0.00011564i,0.00029801-0.00038104i,0.00086155-4.741e-05i,0.001309+0.00018946i,0.00048676+0.00032478i,-0.00062166+0.0001381i,-0.00058522-0.00032917i,-0.00040418+0.00044889i,-9.8787e-05+0.00056109i,4.3063e-05+4.28e-05i,-0.00017407-0.000173i,1.6211e-05-0.00083545i,2.6535e-05-0.00023359i,-0.00095238-0.00027621i
0.0022471+0.0023042i,0.0018621+0.0024196i,0.0012353+0.0020979i,0.0016403+0.00082851i,0.0023658-0.00063803i,0.001498-0.0016027i,0.00015194-0.0012976i,-0.0010303-0.00046139i,-0.0016463-0.00087676i,-0.00088956-0.0011835i,-0.00034462-0.00093747i,-0.00039909-0.0005385i,-0.00033421-0.00070085i,-0.00018665-0.00053738i,-0.0008776-0.00036597i,-0.00077934-0.0013307i,-0.00045024-0.0015045i,-0.00063937-0.00066224i,-0.0010662+0.00039364i,-0.0004759+0.0010703i,0.00082239+0.0010384i,0.00090322+2.1095e-05i,0.0010176-0.00065784i
-0.0010748-0.0021257i,-0.0021893-0.0021156i,-0.0035355-0.0011246i,-0.0031251+0.0009269i,-0.001604+0.0023734i,-0.00050513+0.0015013i,0.00050567+0.00056741i,0.00056815+8.0221e-06i,-0.00019525-0.00042085i,-0.00046573+0.00050134i,7.9731e-05+0.0010112i,0.00028519+0.00090508i,-7.2843e-05-9.8945e-05i,0.00046741-0.00089204i,0.0011468-0.00040323i,0.001246+0.00013364i,0.00090368+0.00070495i,0.00078772+0.00049553i,0.00076274-0.00057355i,0.0008146-0.00049791i,0.0006785+0.00012819i,0.00079593-0.00015871i,0.00077061+0.00014006i
-0.00054053+0.00021004i,-0.00028169+0.00083471i,-0.00066701+0.00078913i,0.00028976+0.00038912i,0.00097724+9.5226e-05i,0.0007261-1.6251e-06i,0.00010837-0.00033589i,-0.00057311-0.0011391i,-0.00068675-0.00071661i,-3.6056e-05-0.00042089i,0.00054745-0.00066528i,0.00078938+0.00053164i,8.6964e-05+0.0010582i,-0.00066439-0.00081063i,5.7533e-06-0.0012444i,-0.00010453-0.00065694i,-0.0007064-0.00035537i,-0.0013028+0.00014599i,-0.0018853-0.00019561i,-0.0010155+0.00021712i,1.3977e-05+0.000909i,-0.00037475+0.00039006i,-0.00024126-0.00040206i
0.0020827-0.001215i,0.0011272-0.002254i,-0.00019186-0.0020584i,-0.0011326-0.00095339i,-0.00082292-0.00016163i,-0.00038975+0.0003117i,-0.00037719-7.0783e-05i,-0.00091312-0.0001364i,-0.0011475+0.00011666i,-0.0011246+0.00022173i,-0.0010958+0.0004135i,-0.00088655+0.00036406i,4.5402e-05+0.00068192i,0.00044766+0.00083469i,0.00016379+0.00022316i,0.00023719-0.00035745i,0.00048912+1.6263e-05i,0.00064304+0.00033538i,0.00012293+0.00013846i,-0.00078674+3.8835e-05i,-0.0010236-0.00025043i,-0.00026124-0.00080798i,0.0006592-0.00099238i
0.00043259+0.00081452i,3.1884e-05-3.1043e-05i,0.00058751-5.3043e-05i,0.00057581+0.00074066i,0.00028243-2.1332e-05i,0.00053941-0.00098207i,0.00044977-0.0010064i,0.00022273-0.00053626i,-9.3942e-05+0.00077459i,-0.00081576+0.00092621i,-0.00060663-9.1704e-05i,-8.4042e-05-8.3467e-07i,2.6533e-05-0.00017401i,-0.00044538-0.00099459i,0.00022356-0.00067755i,0.00094375+0.00014834i,0.00018205+0.00024342i,-0.00030567+0.00011273i,-0.00010022+0.00011462i,-9.0255e-05-0.00011542i,-0.00073123+5.1363e-05i,-0.00078159-8.2372e-05i,-0.00031518-0.00024861i
0.00066091-0.00026881i,0.00087616-0.00059315i,-3.5329e-05+0.001326i,-0.00045965+0.0019748i,7.6783e-05-0.00011743i,-0.00031652-0.0019546i,-0.00083202-0.0016898i,-0.00055871-0.0012406i,-0.00048021-0.0012996i,-0.0005145-0.0010879i,2.9845e-05-0.00045268i,-7.0392e-05+7.8345e-05i,-0.0010066+0.00019392i,-0.00097376-0.00042916i,0.00044674-0.00080024i,0.0011968-0.0011697i,0.0008287-0.001676i,0.00016761-0.0009981i,3.5413e-06+0.00010004i,0.00019488+6.8012e-05i,-6.4877e-05+0.00010196i,8.2118e-05+0.00048527i,0.00036853-5.2436e-07i
0.00088688+0.0019682i,0.00176+0.0019953i,0.0013263+0.0020754i,0.00086221+0.00075034i,0.0015549-0.00056284i,0.001179-0.0006276i,6.4743e-05+0.00017935i,-0.00056748+0.0012887i,-0.00054135+0.0011936i,-0.00082202+0.00023205i,-0.0012379+1.039e-05i,-0.0010738-0.00021214i,-0.00084012-0.00043893i,-0.00086133-0.00075658i,0.00019736-0.0014882i,0.00080304-0.0015144i,0.00076309-0.00031865i,0.00093619-0.0001586i,0.00052831-0.00055946i,0.00019178-0.00079063i,0.00013676-0.00089947i,0.00018131-0.00041146i,0.00069303+0.0004818i
0.0014141+0.0014481i,0.0011526+0.00046508i,0.00092452+0.00014339i,0.00094441+0.0002867i,0.00072933-0.00038819i,-0.00050533-0.001902i,-0.0010519-0.0016995i,-0.00042754-0.00045639i,-0.00011212-0.00022903i,-2.5656e-05-0.00070163i,-0.00014878-0.00043231i,-0.00039566-0.00017599i,-0.00043307-0.00021265i,-0.0012157-0.00024131i,-0.0010718-0.0010821i,-0.00019728-0.0008714i,0.00013161-0.00064949i,0.0004166-0.00043828i,0.00030403+0.00017261i,0.00010447+0.00018072i,0.00058339-0.00021503i,0.00035349-0.00025767i,-0.00018361+0.00018746i
0.0012674+0.00069659i,0.0017096+0.00025445i,0.00096223+0.00023537i,-0.00038584+8.359e-05i,-0.00015063+1.5828e-05i,-9.5692e-05+0.00022092i,-0.0010314+0.00041964i,-0.0008134+0.0005848i,-0.000757+2.3774e-05i,-0.001297-0.00082438i,-0.0010438-0.0010725i,-0.00023644-0.00045836i,-0.00038561+0.00021329i,-0.00071583-9.2292e-05i,-0.00048136+0.00028162i,-0.00047563+0.00064299i,-0.0005473-4.5851e-05i,-7.9123e-05-0.00044637i,0.00064085+0.00011048i,0.00060191+0.00078863i,1.7679e-05+0.00036554i,-0.00021247-0.0008836i,0.00030089-0.0011888i
-0.00043117+0.00093642i,0.00017847+0.00019749i,0.00022962+0.00032305i,0.00014197+0.00063322i,-0.00012565-7.4616e-05i,-0.00071943-0.00072365i,-0.00068422-0.001433i,-0.00027226-0.0012i,0.00019968-0.00046898i,0.00074516+6.9747e-05i,0.00075534+0.00032615i,0.00065099+0.00016469i,0.00060454-0.0002159i,0.00043211-0.00079513i,0.00043475-0.00064949i,0.00045302-2.9091e-05i,0.00075329+0.00029262i,0.00095181+0.00049069i,0.00034192+0.00063222i,0.00041071+0.00037261i,0.00073626+0.00010068i,-0.0004189-2.5179e-07i,-0.0010092-0.00033112i
-0.0012528-0.00050878i,-0.00080246+0.00090903i,-0.00014572+0.0012765i,-0.00017218+0.0010516i,-0.0007668+0.0011586i,-0.00074553+0.00043332i,-0.00089364-0.00056453i,-0.0010527-0.00080408i,-0.00086971-4.0684e-05i,-0.00030309-0.00017483i,0.00024229-0.00016824i,0.00030127-8.2872e-05i,0.00044938-1.1917e-05i,0.00051609-0.00047772i,0.0007401-0.0017084i,0.0011088-0.0013141i,0.00067699-0.00021265i,-0.00040847-0.00033908i,-0.00034412-0.0012149i,-0.0001763-0.00078885i,-0.00021789+0.00032443i,0.0001134+0.00030391i,-0.00016241+0.00014192i
0.00050834-0.0014441i,0.0005207-0.0011809i,-0.001247-5.7399e-05i,-0.0017075+0.0006939i,-0.00047279+0.00081667i,0.00025224+2.5861e-05i,-0.00024425-0.0011432i,-0.00072798-0.0010717i,7.3203e-05-0.00084086i,0.0004742-0.00030311i,2.4824e-06+0.0010179i,-0.0001145+0.00094659i,0.00031954-4.4948e-05i,0.00079108-0.00083427i,0.00093668-0.00072694i,0.00058161-6.7259e-05i,0.00066472-9.4652e-05i,0.001195-0.00024514i,0.00078958+0.0001744i,-0.00055462+0.00032771i,-0.001117+0.00014473i,-0.00069442+0.00051906i,0.00012839+0.0010436i
0.0013088-0.00013099i,0.00035635+0.00035635i,7.2344e-05-0.00031563i,0.00055092-0.00080738i,0.00099258-0.00059197i,0.0010898-0.0016221i,-0.00046494-0.0020626i,-0.0016344-0.0010241i,-0.00039427-0.00016394i,0.00082029-0.00021134i,0.00030439-0.00013484i,0.0006395+0.00023149i,0.0011788+7.6569e-05i,0.00088897-0.00014047i,0.00013885-0.00034241i,-2.9795e-05-0.00015288i,0.00073825+0.00040926i,0.001196+0.00071423i,0.00062596+0.00081005i,-0.0003876+0.00060629i,-0.00059537+0.00024658i,-0.00019066+0.00025586i,0.00019206+0.00023878i
0.0010614+0.00092325i,-9.3648e-06+0.00025075i,0.00014521-3.8588e-05i,0.00086379-0.00051652i,0.00026965-0.00029861i,-0.0012489+0.00049225i,-0.0017944+0.00077026i,-0.0014218+0.0011345i,-0.00085542+0.00091294i,-0.00019533+0.00059991i,0.00021449+0.00059985i,0.00076365+0.00058765i,0.00059036+0.00044899i,0.00061478-0.00021466i,0.0010495-0.0013361i,0.00046722-0.0010056i,-8.5025e-06+7.6563e-05i,-0.00039343+0.00028499i,-0.00058744-1.6149e-05i,-0.0005507-0.00024801i,-0.00041894-0.00050927i,0.00029397-0.00023218i,0.0002171+0.00042778i
0.0012596-0.001061i,0.00042755-0.0019358i,-0.00017284-0.0023946i,-3.3691e-05-0.0022997i,3.2087e-05-0.0017236i,-0.00024574-0.0011271i,-0.00073251-0.00041909i,-0.00068548+0.00019183i,0.00011373-0.00032372i,0.0005259-0.00050498i,0.0001876+0.00034498i,-8.0435e-05-9.8215e-05i,-0.00040457-0.00072436i,-0.00074602-0.00028967i,-0.00018392-0.00035947i,0.0007892-0.00042159i,0.00027841+0.00018505i,-0.00048818-4.7412e-05i,-0.00084117-0.00071249i,-0.00071524-0.00051875i,-3.8105e-05-2.5976e-06i,0.0002697-0.0002306i,0.0003358-0.00047494i
0.0016122-0.0026091i,8.2921e-05-0.0022545i,-0.0019219-0.0018221i,-0.0022141-0.00064603i,-0.0015473+7.5283e-05i,-0.0010714+0.00011729i,-0.00039107-0.00044953i,-3.3979e-05-0.00043804i,-0.00065776-0.00080653i,-0.00034748-0.00074718i,0.00058751+0.0003726i,0.00042201+0.00084305i,0.00021823+0.00089225i,2.5823e-05+0.00077423i,0.00048281+0.00050777i,0.0010956+0.00061999i,0.00089069+0.00041192i,0.00088976-9.2886e-05i,0.00091912-0.00050511i,5.6109e-05-0.00067929i,-0.0010662-0.00067193i,-0.001619-0.00046538i,-0.001004+0.00012875i
8.7727e-05+0.0018261i,0.0017331+0.00027925i,0.0010688-0.00053213i,0.00038706+0.00016282i,0.00044292-0.00093734i,0.00029682-0.0028191i,7.5639e-05-0.0027414i,-0.0004948-0.0012651i,-0.00060715-0.00053608i,-0.00053615-0.0005626i,-0.00062851-0.00046869i,-0.00052478-0.0002759i,-0.0005352-0.0010825i,-0.00017228-0.0010937i,0.00050188-0.00047071i,-2.8783e-06-0.00044582i,-0.00064967-0.000236i,-0.0011308-2.7558e-05i,-0.0011561-0.00030295i,-0.00043977-0.00059934i,0.00014887-0.0006021i,0.00018312-0.00087795i,-0.00055109-0.00095981i
0.00074389-0.0010529i,0.00091824-0.00062215i,-5.7942e-05-0.00016315i,-0.00053567+0.00023454i,-0.00013307+0.00067566i,-0.00043973+0.00074672i,-0.00065188-3.5966e-05i,-0.0005037-0.00028546i,0.00016503+0.00020221i,0.00093509+0.00067446i,0.00091367+0.00052834i,0.00051226+0.00036533i,-1.6308e-05+0.00035483i,0.00014335+0.0001262i,0.00027358-0.0001574i,-0.00028113-0.00052314i,-0.00087629-0.00063185i,-0.00010207-0.000258i,0.00080536-5.9194e-05i,0.00052576-9.8107e-05i,0.00066671+0.00036054i,0.00048034+0.00047242i,-0.00020427-0.00025513i
0.0011319-0.00075117i,0.00064577-0.0010021i,0.00024065-0.00017266i,-0.00017878+0.00054765i,0.00024631+0.0003102i,0.00018857-0.00032922i,-0.0005003-0.0012705i,-0.000679-0.0014307i,-0.0001488-0.0003037i,-6.592e-05+0.00037742i,0.00017708-1.6644e-05i,9.3831e-05-0.00066286i,-0.00044112-0.00043384i,0.00011883+0.00016044i,0.00074859-0.00038394i,0.00072745-0.00057376i,-0.0002749+0.00029163i,-5.4449e-05+0.00059424i,-0.00028161+0.00019737i,-0.00060625-0.00019989i,-0.00053637-9.6971e-05i,-0.00086764+0.00010238i,-0.00036422+0.00013811i
0.00049877-0.00081826i,-0.00014768-0.0010961i,-0.001402-0.00086992i,-0.0020603-0.00056898i,-0.0021115+0.00014673i,-0.0020022+0.00032309i,-0.0011128+1.2099e-05i,-2.6404e-05-0.00096881i,0.00054159-0.00036697i,8.7651e-05+0.00079939i,-0.00045275+0.00091361i,-0.00030898+0.00086745i,-0.00023033+0.0011248i,-0.00012507+0.0011405i,-0.00038836+0.00019107i,-0.0003471-0.00040798i,4.7701e-05-7.6015e-05i,7.3896e-05-0.0004063i,0.0001085-0.0013198i,0.00032968-0.00059042i,-3.767e-05+0.0014404i,-0.00085729+0.0018411i,-0.0013694+0.00025089i
