-0.0034168+0.0012029i,-0.00089897+0.0009915i,-0.00088641+0.0016845i,1.5331e-06+0.0018816i,0.00085143+0.0017255i,0.00041414+0.000976i,-0.00010962+0.0011548i,0.00026156+0.0015748i,0.00044707+0.0010025i,0.00018644+0.00055183i,0.00044198-9.1859e-05i,0.00015311-0.00076388i,-0.00041662-0.00039747i,-0.00076976-8.8401e-05i,-0.00012506+0.0001295i,-0.00046778+0.00029244i,-0.0013242-0.0001415i,6.6475e-05-0.00055454i,0.00078427-0.0010533i,0.00040375-0.0011485i,-4.9839e-05-0.00082308i,-0.00040497-0.0003119i,0.0002385+0.00042187i
9.5397e-05-0.00021048i,0.00091026+0.00020356i,0.0011122+0.0016999i,0.0010606+0.0021853i,0.00099524+0.00036567i,0.00051031-0.0013793i,-0.00016464-0.00072755i,-0.00028087+0.00020452i,-3.9943e-05+0.00058424i,0.00065045+0.00086977i,0.00058325+0.00092667i,0.00020022+0.00058819i,0.00048594-0.00033462i,0.00023029-0.00025985i,0.0001098+0.00097838i,0.00057736+0.00059155i,0.00080449+0.00057723i,7.9898e-06+0.0014534i,-0.00040742+0.0011829i,-0.00034085+0.00017189i,-0.000722-0.00057029i,-9.3377e-05-0.0002395i,0.00076121+0.00036536i
0.0021001+0.002298i,0.0012547+0.0012162i,0.0013506+0.0010489i,0.0018368-0.00048167i,0.0016578-0.0023601i,0.00058653-0.0024568i,5.3119e-05-0.0014107i,7.4946e-05+0.000365i,3.3036e-05+0.0011083i,0.00024953+0.001282i,0.00045003+0.001681i,-0.00026427+0.0011181i,-0.00088884+0.00054536i,-0.001096+0.00051013i,-0.00046345+0.00022873i,6.7895e-05+0.00050385i,4.9345e-05+0.00050668i,-0.00013368-0.00014929i,-0.00015346-0.00041351i,-0.00042871-0.00019596i,-0.00077147+0.00052052i,-9.46e-05+0.000655i,0.00049116+0.00028409i
-0.00058013-0.00028361i,-0.0011975+0.0011862i,-0.00091693+0.0022176i,-0.00011022+0.0021023i,0.00048128+0.00052732i,-0.00025333-0.00072118i,-0.00081895-0.00070034i,-0.00028383+0.00010055i,0.00012715+0.00045924i,0.00015116+0.00093565i,-0.00050257+0.0012915i,-0.000426+0.00052123i,0.00071539+7.9581e-05i,0.0011059-2.9643e-05i,0.00078976-6.7613e-05i,-9.3056e-05-0.0003111i,-0.00061529-0.00059839i,0.00011849-0.00040729i,0.0012295+0.00071753i,0.0015239+0.0016356i,0.0010877+0.00089944i,0.00055244-0.00068423i,4.8755e-05-0.00075135i
1.6324e-07-0.00077326i,-1.3575e-05+0.00021716i,0.0001978-0.00042472i,0.00035565-0.0010807i,-7.5172e-05-0.00059454i,-0.00053383-5.1884e-05i,-0.001147+0.00055705i,-0.0011039+0.00043172i,0.00013497+0.00017242i,0.00090301+0.00035201i,0.00074848+0.00037147i,0.00061173+0.00072538i,0.00080413+0.00032389i,0.00054542-0.00040839i,-9.357e-05-0.00046804i,-0.00013442+0.00012407i,-0.00014102+0.00013811i,-0.0003787+0.00012066i,-0.00092758+0.00046391i,-0.00087753+0.00039132i,-8.2572e-05+0.00025351i,-0.000165+0.00014798i,-0.00031911+0.00020873i
0.00032415+0.00048443i,-0.00038989+1.8401e-06i,0.00083068+0.00014226i,0.0018986-0.0012443i,0.0018128-0.0022292i,0.0010685-0.0011462i,-0.00055309+0.00028207i,-0.0011766+0.0009948i,-0.00034018+0.00085515i,0.00010101+9.7295e-05i,-5.7737e-05-0.00029563i,0.00016608-0.00061743i,0.00029549-0.00028611i,0.00032176+0.00089293i,-0.00017099+0.00082926i,-0.00079811+0.00018373i,-0.00079906-0.0003691i,-0.00070691-7.1965e-05i,-0.00012127+0.0007609i,0.0007231+0.00015821i,0.0002643-0.00038238i,-0.00035523-0.000515i,6.7049e-05-0.0002132i
-0.00041388-0.00087194i,0.00072524-0.00039436i,0.00034035+0.0012713i,-0.00013844+0.0017638i,0.0002386+0.00050525i,0.00093866+1.5858e-05i,0.00016705+0.00042127i,-0.00072297+0.0012263i,-0.00095287+0.0013746i,-0.00025871+0.0013228i,-2.2637e-05+0.00066842i,6.8448e-06-0.00029488i,0.00021101-0.00024054i,0.00053497-0.00022279i,0.00061913-0.00066282i,0.00057639-0.00063593i,0.00052465+0.00066757i,0.00086372+0.00090918i,0.0012788+0.00028636i,0.00064801-1.1059e-05i,-0.00029565+0.0005342i,-0.00055334+0.00080949i,-9.7369e-05+0.0009908i
0.0010823+0.00063142i,0.0012364+0.0025038i,0.00061759+0.0031141i,0.0011453+0.0022747i,0.0017839+0.00071432i,0.00097281-0.00077214i,-0.00019021-0.00092044i,-0.00058334-7.217e-05i,-0.00063544+0.00027871i,-0.00027233+0.000299i,0.00013329+0.00073002i,0.00066293+0.00043301i,0.0012611-0.00047819i,0.00086155-0.00092365i,0.00043503-0.00086391i,0.00017039-0.0007011i,-0.00046371-0.00074397i,0.00042365-0.0010657i,0.0012602-0.001222i,0.00028299-0.00082488i,-0.00054931-0.00020657i,-0.00011618-0.00027539i,0.0003064-0.00037056i
-0.00017592+1.2305e-06i,-0.0011027+0.00012274i,-0.00083747-0.00032743i,0.00067698-0.0012294i,0.0008817-0.0013274i,0.00046204-0.00070215i,0.00013737+0.00012667i,-0.00039891+0.00038477i,-0.00063726+0.00050937i,-0.00033229-0.0001163i,0.00015908-7.4362e-05i,-0.00057337+0.00032153i,-0.0002469+0.00068451i,0.0010123+0.00078049i,0.00034193+0.00041121i,-8.2869e-05+0.00031496i,0.00012533+0.00012355i,-0.00066388+4.7781e-05i,-0.0010968+0.00059595i,-0.00032376+0.00032013i,-0.00046209+3.6188e-05i,-0.0011604+0.00034535i,-0.0011485+0.00049808i
0.0015483+0.0011226i,0.0014728+0.00087365i,0.0012735+0.0013352i,0.0010521+0.00061466i,0.00032258-0.0012154i,-0.00099116-0.0014254i,-0.0012506-0.00018825i,-0.00016327+6.1218e-06i,0.00027417+5.3373e-05i,-4.8375e-05-0.00014626i,-0.00057353-0.00050414i,-0.00034552-0.00031203i,0.00015418+0.0004349i,0.00019658+0.00096124i,8.2452e-05+0.00066462i,0.00019951+0.00030473i,-0.00020569+0.00075568i,-0.00041117+0.000682i,0.00053667+0.00062406i,0.00063633+0.0011189i,3.7283e-06+0.00091116i,-0.0001632+0.0007838i,2.8068e-05+0.00077278i
0.00012509+0.00038797i,0.0011634+0.0015896i,0.0015962+0.0018067i,0.0012566+6.1657e-05i,0.001752-0.0012789i,0.00079599-0.0014129i,0.00020859-0.0010776i,5.8414e-05-0.00023246i,-0.00098303+0.00055269i,-0.00068972+0.00029196i,6.6617e-05+0.00017888i,-6.2784e-05+0.00024479i,-0.00021605+0.00022808i,0.00024641-0.00025745i,0.00020611-0.00040981i,-0.00055958-0.00046722i,-0.0010723-0.00083165i,-0.0011526-0.00085769i,-0.00027253-0.00035155i,-0.00038136-0.00036995i,-0.000796-0.00046983i,-0.00050894+0.00057078i,0.00020101+0.00045553i
0.00027259+0.00018737i,0.00062021-0.00022754i,0.00079308-0.00032034i,0.00036235-0.0012257i,0.00033019-0.0020033i,0.00048878-0.0017527i,-0.00098481-0.0005096i,-0.0013939+0.00022722i,-0.0010984-0.00017088i,-0.00162-0.00040972i,-0.00085993-0.00035117i,0.00072622+2.2853e-05i,0.00098545+0.00027506i,0.00077172+0.00093883i,0.00037776+0.00056853i,8.0181e-05-0.00048064i,0.00043388-0.00089392i,0.00028778-0.00087164i,0.000517-0.00022047i,0.00072224+0.00069742i,0.00041722-0.00021342i,-0.00023161-0.0010574i,-0.00030493-0.00068184i
0.0010011+0.0027367i,0.00073839+0.0021379i,0.0013888+0.0011964i,0.0025315-0.00044895i,0.0027235-0.0026291i,0.0012955-0.0028328i,-0.00065833-0.0007673i,-0.0014674+0.00014342i,-0.00078271+4.9069e-06i,-0.00042521+0.00016534i,-0.0004462+0.00022978i,-0.00073197-0.00024513i,-0.00030094-0.00062265i,-6.5375e-05-0.0005295i,-0.0002631-0.00043159i,0.00060896-0.00028829i,0.00071743-0.00048487i,0.0003454-7.6139e-05i,0.00033556+0.00059565i,-2.915e-05+0.00042665i,-0.00052591+0.00035877i,-0.00039082+0.00024121i,-0.00022817+0.00020922i
-5.0728e-06-0.00029906i,-0.00017316-0.00076365i,-0.00079813-0.00061789i,-0.0014331-0.00051931i,-0.0011491-0.001213i,-0.00042407-0.0005064i,6.6803e-05+0.00050882i,-0.00048975+0.00098239i,-0.00055445+0.00091531i,0.00021436+0.00050044i,0.00021378+0.00034648i,0.00085644+0.00050927i,0.0010581+0.00061323i,0.00033384+0.00039713i,0.00017386-5.3556e-05i,0.0001234+2.2621e-05i,-0.0001225-0.0002091i,1.3985e-05-0.0005305i,-6.9274e-05-6.7184e-05i,5.4673e-05-0.00049027i,0.00041158-0.00074345i,0.00010427-0.00024006i,0.00010406-0.00014812i
0.00029972-0.0019013i,0.00014384-0.0021051i,0.00027222-0.00184i,0.00065126-0.00164i,0.00067552-0.0014774i,-0.00021245-0.0011282i,-0.0007151-0.0012243i,-0.0008792-0.00087918i,-0.00051192+0.00021851i,-9.9682e-05+0.00097133i,0.0001595+0.0012243i,0.00055684+0.00036185i,0.00082748-0.00023334i,0.00060319+0.000145i,0.00077267+0.00030643i,0.00065355-5.5052e-05i,-0.00020627-0.00038691i,-0.00046785-8.7242e-05i,-0.00083421-3.2647e-05i,-0.00083472-0.00028853i,1.5501e-05+1.7551e-05i,3.7044e-05+0.00023023i,-0.00039158+0.00075552i
0.00037399-0.00020809i,-0.00096987-0.00041407i,-0.0011753+0.00096788i,-0.0010434+0.0014182i,-0.00056032+9.4291e-05i,3.5543e-06-0.00060358i,1.9045e-05-0.00018023i,-1.177e-05-3.0994e-05i,-0.00021596+0.00026293i,0.00039393+0.00050556i,0.001414+0.00048399i,0.0013621+0.00014546i,0.0009948-0.00084643i,0.00028527-0.00094938i,4.7908e-05-0.00016857i,0.00017052+0.00039161i,-0.00012953+0.00049989i,-0.00042844+0.00035645i,-0.00072602+0.00053997i,-0.00080484+0.000481i,-0.00021547+0.00032248i,0.00031941+0.00018517i,0.00012323+0.00019669i
-0.00025799-0.0007066i,0.00013309-0.00016886i,8.6658e-05+0.00028835i,-0.00032644+0.00089485i,-0.0016025+0.0003133i,-0.0020179+3.5213e-06i,-0.00071797+0.00021839i,-0.00063682+7.542e-06i,-0.0008015+0.00087864i,-0.00045742+0.0015049i,-0.00053994+0.00092275i,-8.91e-05+0.00080372i,0.00054747+0.00020788i,0.00098737+1.5965e-05i,0.0006926+0.00090514i,0.00013806+0.00059032i,-0.00011267-0.00044179i,-0.00027291-0.0011354i,-4.0291e-05-0.0010662i,-0.00017287-0.0001085i,-0.00051178+0.00037987i,-0.0004361+0.00057911i,-0.00053758+0.00015435i
0.00076033+0.00022779i,0.00064518+4.1955e-05i,0.00083447+0.0006851i,0.0012605+0.001036i,0.0012811-0.00088462i,-0.00015625-0.002515i,-0.0011837-0.0018569i,-0.00019534-0.00034848i,0.00017912-0.0003459i,1.7108e-05-0.00027793i,0.00054615+0.00039787i,0.00054189+0.00012725i,-0.00036949-2.3228e-05i,-0.00041189-0.00025158i,0.00088012-0.00068276i,0.0012241-0.0011161i,0.00079736-0.0011096i,0.00072276-0.0013868i,0.00046909-0.00078879i,-5.5059e-05+0.0003036i,-0.00018418+0.0002252i,0.00017962-0.00015032i,5.6646e-06-0.00049789i
0.00024804+0.00053402i,0.00056139+0.00087016i,0.0003671+0.00038798i,0.0011919-0.00066341i,0.00085615-0.0015698i,-0.00025211-0.0018965i,-0.00063454-0.00055954i,-0.00071835+0.00024692i,-0.00069461-0.00024188i,-0.00049307-0.00043534i,3.4758e-05-0.00031552i,0.00052981+8.7383e-05i,0.00075348+0.00038262i,0.00070904+0.00026483i,-0.00017666+0.00030955i,-0.00053756+0.00062767i,-0.00023771-0.00012104i,-0.00020736-0.00043282i,-0.00022349-0.00032834i,-0.00015345-0.00048446i,0.00016288-0.00062614i,0.00042307-0.00020625i,0.00053489+0.00067592i
-0.00022455-0.0001268i,-0.0003254+0.00090274i,0.00036907+0.0011826i,0.0010752+0.0011797i,0.0013916+0.00046442i,0.0011047-0.00038692i,0.00089267+0.00013079i,0.0003055+0.0010628i,-0.00018025+0.0011967i,3.3101e-05+0.00055309i,-0.00035088-0.00015713i,-0.00015144-0.00018476i,-3.7896e-05-0.0005075i,-2.5344e-05-0.00077205i,0.00067744-0.0001706i,0.00094867+0.00089362i,0.00015708+0.00068181i,-0.00042788-1.4094e-05i,-0.0002954+0.00022393i,0.0008872+0.00048923i,0.00057982+0.00088305i,-0.0008224+0.00056447i,-0.00056816-0.00052974i
0.0005049+0.0009247i,0.00088508+0.0016392i,0.00061351+0.00084296i,0.00063513-0.00039845i,0.00022755-0.00027211i,-0.00083942-0.0008702i,-0.00099914-0.00094212i,-0.00042078+0.00046949i,0.00016833+0.001529i,0.00013016+0.0019602i,-0.00034751+0.0013132i,-0.00062328+0.00022378i,-0.00039805+0.00014344i,0.00028347+0.00021683i,0.00095135-0.00044754i,0.00027013-0.00077222i,-0.00040384-0.00042697i,-6.5505e-05+1.9711e-05i,2.487e-05+3.2773e-06i,-3.2475e-05+9.2566e-06i,-5.6762e-05+0.00029646i,0.00026363+0.001028i,0.00024347+0.00082694i
-0.00017108-0.00021215i,-0.00033899-0.00019129i,0.00058678-0.00064406i,0.0016567-0.0013707i,0.0013209-0.0014664i,-0.00042816+1.6348e-05i,-0.0012415+0.00082421i,-0.00032592+0.00054105i,9.4637e-05+3.1513e-05i,0.00016276-7.3876e-05i,0.00037138+0.00053452i,0.00034249+0.00074672i,0.00087597+0.00022909i,0.00066262+0.00032183i,0.00042549+0.00069075i,0.0007187+0.00012319i,0.00041169+0.00019169i,-0.00059043+0.00070604i,-0.00059564+0.00074945i,-0.00028736+0.00026787i,-0.00063265-1.121e-05i,-0.000704+0.00011051i,7.5429e-05+0.00045853i
-0.0019016-0.0013519i,-0.0021481-0.00037291i,-0.0031229+0.00079621i,-0.0026747+0.0012755i,-0.0010532+0.00067708i,-0.00019663+5.0358e-05i,6.253e-05+0.00071394i,-0.0005066+0.00084796i,-0.00091452+0.00087337i,-0.00046006+0.00099512i,-6.3801e-05+0.00013877i,0.00019571+0.00020172i,0.00050903+0.00050745i,0.00072145+0.00031893i,0.00012148-0.00020334i,-0.00035993-0.00066703i,-0.00040616-0.00079523i,-0.0002639-0.00067521i,-0.00017386-5.4609e-05i,0.00011443+0.00053197i,0.00050777+0.00082045i,0.00091955+0.00078412i,0.001314+0.00023581i
-0.0010031-1.5718e-05i,-0.0012421+0.00010833i,-0.00068894+0.0019366i,0.0010615+0.0024607i,0.0023295+0.001448i,0.0015799+0.00027558i,0.00065315-9.5069e-05i,0.00038549+0.00043359i,0.0002295+0.00032296i,-0.00011104+0.00022642i,-0.0001794+0.00050142i,0.00022797+0.00049745i,0.00018032+8.617e-05i,-0.00046976+0.0001296i,-0.00055733+0.00057734i,-0.00036175+0.00074318i,-0.00016814+8.1529e-05i,0.00058569+0.00054186i,0.00050116+0.00055353i,9.971e-05-0.00020174i,0.00083823+0.0007148i,0.0010067+0.00076165i,0.00048772+0.00016193i
0.0014476-0.00030235i,0.0011281+0.00099816i,0.0015105+0.0020501i,0.0014058+0.0013451i,0.0013799-0.0002213i,0.00088289-0.00069903i,-0.00059335-0.00026605i,-0.0014365+0.000184i,-0.00042626+0.00072561i,0.00042988+0.00072172i,0.00072532+0.00038501i,0.0012224+0.00016578i,0.00086164+0.00011345i,0.00035239-0.00020169i,0.00021392-0.00060139i,0.00065283-5.9052e-05i,0.00048923+0.00025394i,-0.00036364-0.00042227i,-0.00038108-0.00024816i,0.00068949+0.00034852i,0.00055935+0.00024113i,-0.00042345+0.00046774i,-0.00036172+0.00038585i
0.0010593+0.0001437i,0.0011417+0.00085463i,0.0015001+0.0006326i,0.0012474-0.00030599i,0.00034938-0.0006838i,-1.507e-05-0.00086449i,-5.1704e-05-0.00053479i,-0.0001582-0.00067917i,-0.00065221-0.00019922i,-0.00030364+0.00062974i,0.00016122+0.0003175i,-0.00020602+0.00034051i,-0.00047669+0.00079691i,-0.00057662+0.00040596i,-3.2993e-05+0.00063258i,0.00066497+0.00048513i,0.00077565-0.00012061i,0.00033438-0.00011425i,-2.8105e-05-0.00022877i,-0.00051118-0.00071054i,-0.00042131-0.0012379i,4.5396e-05-0.00082758i,0.00029579-0.00020144i
-0.0003617+0.0012985i,-0.00060556+0.001765i,0.00048448+0.0010141i,0.0016102+0.00032214i,0.001266-0.0010443i,0.00062993-0.00094909i,-0.00013699+0.00049806i,-0.00087349+0.00050314i,-0.00094238-1.7673e-05i,-0.00064281-0.00024397i,-0.00012687+1.4511e-05i,-2.073e-05+0.000576i,0.00029821+0.00089622i,0.00012389+0.0012654i,-0.00082054+0.00070898i,-0.00036002+0.00014383i,-0.00025389+0.00029755i,-0.0005933+0.00032477i,2.4565e-05+0.00013634i,0.00026486-0.00052387i,0.00042689-0.00053256i,0.00026867+0.00055206i,0.00036098+0.00045838i
-4.9515e-05-0.00090356i,-0.00043819-0.00067236i,-0.00013579+9.1402e-05i,-3.0863e-05+0.00060922i,-0.00025064+0.00031895i,-0.00031051-0.0002666i,-0.00061497+0.00038298i,-0.00081017+0.00096234i,-0.00025764+0.00072331i,0.00063364+0.00094542i,0.00052973+0.00056322i,0.00040727-0.00034195i,0.0009796-0.00023531i,0.00070889+0.00014016i,0.00049412-0.0001472i,0.00080236-0.00071537i,0.00048869-0.00049947i,0.00034326-0.00031444i,0.00040925+0.00022687i,0.0002398+0.00070962i,0.00028121+0.0010295i,-9.2312e-05+0.00076566i,-0.00078566-5.6799e-05i
0.0013269+0.00078825i,0.0014452+0.0010762i,0.0030274+0.00019498i,0.0036232-0.0015185i,0.0017671-0.0025861i,-0.00033724-0.0027122i,-0.0012871-0.0013204i,-0.00078003+0.00032987i,-0.00027913+0.0011187i,0.00021986+0.00081842i,0.00098511+0.00038015i,0.0004955+0.00047014i,-0.00034659+0.00042478i,-0.00066715-2.632e-05i,-0.00043936-0.00047385i,0.00012052-0.00051647i,0.00015681-0.00027014i,-0.00056788+0.00035343i,-0.00024084+0.00025747i,0.0011604-0.00017967i,0.0013666-0.00047042i,0.00081517-0.00046979i,0.00056015-0.00012189i
1.8395e-05+0.00029772i,-2.7475e-05+0.001194i,-0.00034991+0.0028953i,-3.168e-05+0.0028497i,0.00021919+0.0010128i,-0.00041413-0.00014083i,-0.0012097-0.00011692i,-0.0014619+0.00031098i,-0.00083532+0.00014848i,-0.00011138+0.00019158i,0.00025839+0.00035384i,-5.3802e-05-0.00059801i,-0.00020572-0.0015513i,0.00012731-0.00054779i,-0.00028534+0.00090611i,-0.00012555+0.0010477i,-4.3416e-05+0.00025023i,-0.00039347-4.7286e-05i,-0.00026622+0.00027703i,1.1705e-05+0.00020665i,0.00076401-0.00052213i,0.00044962-0.00044961i,-0.00017414-0.00034358i
-0.0001433+0.0010013i,-0.00036723+0.0020607i,0.00031272+0.0022034i,0.0013357+0.00064019i,0.0020189-0.0010688i,0.0011034-0.0017842i,-7.8973e-05-0.0013469i,-0.00017558-0.00037525i,-4.4382e-05+0.0008006i,0.00010057+0.001141i,0.00046615+0.00066733i,0.00087052-0.00038704i,0.00078624-0.0014829i,0.00095064-0.0011759i,0.00091222-2.7292e-05i,0.00034397+3.0644e-05i,-0.00013038-0.00071584i,0.00034303-0.00092646i,0.0011944-0.00031065i,0.0009997+0.0010412i,0.00035113+0.001612i,-0.00046063+0.00094467i,-0.00032696-0.00024459i
-0.0012514-0.00074507i,-0.002384-0.00026722i,-0.0017256+0.0016662i,-0.00076027+0.0015257i,-0.00013775+0.00068957i,0.00065373+0.0003449i,0.00027636-0.00014642i,6.4117e-05-0.00034033i,0.00056785+0.00039968i,4.0035e-05+0.00056495i,-0.00028081+0.00055133i,-2.4072e-06+0.00067829i,-0.00053993+0.00045395i,-0.0011507+0.00053477i,-0.00057979+0.00015423i,-0.00034251-0.00011672i,-0.00084772+0.00031448i,-0.00015396+0.00056226i,0.00048458+6.3191e-05i,-0.00029598-0.00017745i,-0.00050755-0.00024301i,5.8583e-05+0.00016163i,-1.2354e-05+0.00026212i
-0.00012338-0.00030381i,0.0010723-0.0005969i,0.0015967-0.00088138i,0.0017764-0.00023374i,0.0015101-2.2857e-06i,0.00066563-0.00075752i,6.2634e-05-0.00024725i,-0.00019551+0.00057853i,0.00014821+0.00097i,9.0578e-05+0.00044917i,7.4664e-06-0.00052366i,0.00035448+4.8147e-06i,0.00037953+0.00038044i,9.8324e-05+0.00015669i,-1.1221e-05+8.8363e-05i,0.0003212+8.9109e-05i,0.00015643+6.7921e-05i,0.00018045+0.00031032i,0.00092749+0.0006144i,0.0009468+0.00043937i,2.37e-05+0.00051972i,-4.5806e-05-1.0401e-06i,0.00023658-0.00079253i
0.00078935+0.00044516i,0.00083491+0.0004698i,0.00065197+0.0014774i,0.00069383+0.0015473i,0.0010218+0.00057561i,0.00069959-0.00067754i,1.1963e-06-0.00065474i,-0.00024972+0.00034181i,5.8454e-06+0.00059975i,0.00063902-7.7599e-05i,0.001136+0.00021037i,0.00077715+0.00050935i,-0.00013093-3.9545e-05i,-0.00041209+3.9453e-06i,7.5926e-05+0.00024749i,0.000211+0.00047721i,-0.00022525+1.2119e-05i,-0.0006675-0.00064614i,-0.00042441-0.00054777i,7.2268e-06-0.00034071i,0.0003243+5.7226e-05i,0.00035228-4.0457e-05i,-0.00031446-0.00023575i
0.00023022-0.0013897i,-0.00043044-0.0016815i,-0.00088468-0.00098275i,-0.00047141-0.00065829i,0.00019601-0.00045153i,-0.00030839-7.8779e-05i,-0.00094868-0.00012213i,-0.0006678+0.00023999i,0.00011046-5.7792e-05i,0.0013504-0.00047319i,0.001742-0.00011921i,0.0011271+0.0002719i,0.00090948+0.00062322i,0.00046871+0.00045851i,3.2733e-05-0.00035355i,-0.00035716-0.0011663i,-0.00010761-0.0013004i,0.00012959-0.00021866i,0.00033619+0.00035639i,0.00054772-0.00013406i,0.0002807-0.00071649i,0.00033804-0.00056014i,0.00065374+0.00054605i
-0.00024691-0.001649i,4.1412e-05-0.00079212i,-0.00059896-0.00051362i,-0.00090365-0.00076657i,-0.0010459-0.00062073i,-0.00099084-0.00086539i,-0.00072716-0.00026123i,-0.00080914+0.00073389i,-0.00093234+0.00098547i,-0.00032448+0.00099747i,-1.0427e-05+0.00074576i,-7.0005e-05+0.00015076i,0.00073562+0.00029103i,0.00062677+0.00038395i,0.00060995-0.00026708i,0.0013548-0.00087912i,0.00072465-0.00048691i,-2.6179e-05-4.7675e-05i,-5.196e-05+0.00032676i,-0.00044671+0.0006853i,0.00010179+0.00024976i,0.00028054-0.00052521i,-1.3864e-05-0.0002197i
-0.00028367+8.4745e-05i,0.0006681+0.0012211i,0.00054273+0.00073719i,4.0439e-05+0.00013867i,-0.00018098-0.00062449i,-0.00034404-0.0011305i,7.7562e-05-0.00035014i,-0.00012657+0.00017967i,-8.666e-05+1.1897e-05i,-3.0843e-07+0.00045115i,-0.00062003+0.00035537i,-0.00017395+0.00053263i,0.00057807-3.4863e-05i,-0.00020936-0.00068658i,-0.00091668-0.00055633i,-0.00071584-0.00087661i,-0.00029146-0.00042836i,-0.00059276-0.00011411i,-0.00031034-0.00030909i,5.0287e-05-0.0003133i,-0.00019137-0.00051326i,-0.00074887-0.00082751i,-0.00072452-0.00051223i
-0.00098364-0.0015928i,-0.00055836-0.00089633i,-0.00054614+0.00064421i,-0.00056165+0.00097713i,-0.00093684+0.00079153i,-0.00029449+0.00038133i,0.00034216+0.00096197i,-0.0005465+0.0011241i,-0.00050922+0.001014i,5.4425e-05+0.00097431i,-0.00028278+0.00049747i,-0.00061356+4.45e-05i,-2.7485e-06+0.00038547i,0.00048601+0.00017009i,0.00090021-0.00030893i,0.0010565+0.00020848i,8.029e-05+7.2154e-06i,-0.00016146-0.00010844i,0.00071903-1.3549e-05i,0.0010242-0.00023868i,0.00063966+0.00047654i,0.0002899+0.00061559i,0.00071587+5.7639e-06i
0.00054344+0.00090607i,0.00060588+0.0009571i,0.00075147+0.00088937i,0.0017158+0.00049505i,0.0012442-0.00028601i,0.00018879-0.00015375i,-0.00035842+0.00046847i,-0.0010568+0.00088722i,-0.0012138+0.0011436i,-0.00056111+0.00091045i,0.00021502+0.00019391i,0.0004848-2.7993e-05i,9.4513e-05-0.00011585i,-0.00022355+8.4421e-05i,-0.0007107+0.00028107i,-0.00048545+7.5608e-05i,0.00031055+0.00010599i,-0.00075384-0.00021392i,-0.00093942-0.00112i,-8.6972e-05-0.00074836i,0.0005445-9.3845e-05i,0.00034974+0.00046654i,-0.00036484+0.00048841i
0.0012503+0.00038158i,0.00081407+0.00066914i,0.0012479+0.00014371i,0.0012516-0.0013232i,0.00076885-0.0020956i,0.00037161-0.0014853i,-0.00042665-0.00032553i,-0.0011295+0.00029767i,-0.00071074+5.0186e-07i,1.7294e-05-0.00014708i,0.00062887+0.00025749i,0.00051557+0.00044724i,0.00040403+0.00028764i,-0.00015569+2.9246e-05i,-0.00019988-0.00041089i,-0.00049297-0.00038046i,-0.00068374-0.00025199i,-7.1698e-05-0.00027903i,0.00056117-0.00043647i,0.00071965-0.00032601i,0.00054453+4.4223e-05i,0.00055691+0.00034657i,0.00039443+0.00026684i
-0.0010608+0.00082441i,-0.0010959+0.0013251i,-0.00084017+0.0012727i,-0.00058216+0.00096215i,0.000556+0.0006084i,0.00091247-0.00036237i,0.00011618-0.00060913i,-5.7131e-05-0.00010691i,0.00040815+0.00039464i,7.8166e-05+0.00059316i,-0.00048345+5.8226e-05i,-6.0672e-05-0.00012535i,0.0003419-9.567e-05i,0.00052896-0.00050667i,0.00063574-0.00034895i,0.00030391+0.00011888i,0.00030506-0.00020718i,0.0003326-0.00046217i,-0.00026529-5.8938e-05i,-6.3415e-05-4.2759e-05i,-0.0002932-0.0002097i,-0.00063053-0.00024318i,1.4889e-05+0.00023103i
-0.00037416+4.5368e-05i,0.00019195+0.00074126i,0.0017853+0.0010746i,0.0019369+0.00035723i,0.0011806-0.00031798i,5.0672e-05-0.00034926i,-0.0013325-9.9684e-05i,-0.0014552+0.00022279i,-0.00035261+0.00049345i,-0.00030664+0.0011026i,-0.00080501+0.0010535i,3.5532e-05+0.00049677i,0.00012047+0.0011626i,-0.00024191+0.0014307i,0.0003206+0.00029488i,0.00040934-0.0003254i,-0.00010722+8.9764e-06i,6.8441e-05+4.065e-05i,0.00088126-0.00021475i,0.00090831+0.0002285i,0.00043455+0.00065133i,0.0001221+0.00058687i,0.00050835-0.00019395i
0.00020342+0.0011488i,0.00029727+0.00033796i,0.00092405+0.0010676i,0.0016292+0.00050399i,0.0012925-0.001184i,0.00018712-0.0016862i,-0.00020888-0.0010786i,-0.00027724+4.0784e-05i,-4.3523e-07+0.0003745i,0.000781-5.0277e-05i,0.00085113-0.00059273i,0.00075157-0.00046414i,0.0001092-0.00054623i,-0.00030379-0.00070208i,-0.00011386-0.00054187i,-0.00082987-0.00013809i,-0.0011917-0.00047133i,-0.000333-0.00022422i,0.00045618-0.00011283i,0.00011994-0.0006576i,-0.00030779-0.00080036i,4.8945e-05-0.00081367i,0.00049927-4.5912e-05i
