-0.0034168+0.0012029i,-0.00089897+0.0009915i,-0.00088641+0.0016845i,1.5331e-06+0.0018816i,0.00085143+0.0017255i,0.00041414+0.000976i,-0.00010962+0.0011548i,0.00026156+0.0015748i,0.00044707+0.0010025i,0.00018644+0.00055183i,0.00044198-9.1859e-05i,0.00015311-0.00076388i,-0.00041662-0.00039747i,-0.00076976-8.8401e-05i,-0.00012506+0.0001295i,-0.00046778+0.00029244i,-0.0013242-0.0001415i,6.6475e-05-0.00055454i,0.00078427-0.0010533i,0.00040375-0.0011485i,-4.9839e-05-0.00082308i,-0.00040497-0.0003119i,0.0002385+0.00042187i
-0.00079465+0.00036399i,-0.00024086+0.00055218i,0.00019177+0.0010875i,4.1216e-05+0.00095893i,0.00088301+0.00012777i,0.0012477-0.00063173i,-9.0408e-06-0.00055117i,-0.00081575-0.00023619i,-0.00093488+0.00019909i,-0.00074192+0.00037639i,-0.00034693+0.00040807i,-4.9857e-05+0.00069446i,-0.000291+0.00089259i,-3.2642e-05+0.00046631i,0.00025993-0.00038902i,-0.00011786-0.00051984i,3.2352e-05-0.00028843i,0.00038986-0.00019416i,-0.00051237+6.1323e-05i,-0.00042123+0.00059551i,0.00034623+0.0008863i,0.00052272+0.00031331i,0.00084076+8.1362e-05i
-0.0021726+0.00071855i,-0.0021962+0.0011002i,-0.001157+0.0023793i,-0.00026707+0.00257i,0.00074852+0.00092988i,0.0014607-0.00048605i,0.00086704-0.0003113i,-0.00021466+0.00028993i,-0.00055085+0.00070872i,-0.00092664+0.00036975i,-0.00027454+8.7522e-06i,0.00041931+0.00071243i,-0.00010409+0.00095685i,-0.00012902+0.00061066i,-0.00028596+0.00058485i,-0.00053315+0.00025486i,-0.00026246-0.00018171i,-0.00029047-0.00049754i,-0.00066045-0.00019575i,-2.3975e-06+0.0001028i,0.00067968+0.0001838i,0.0010768+0.00035405i,0.00042294+0.00019303i
0.00020408-0.0006473i,0.00061567-0.00031079i,0.00013258+0.00024666i,0.000305+0.00030638i,0.00086298-0.00021191i,0.0004624+5.0939e-05i,-0.00050449-0.00061847i,-0.00035862-0.0011373i,0.00041964+8.1863e-05i,-2.9447e-05+0.00087715i,-0.00066799-0.00010961i,0.00012829-0.00016521i,0.00065169+0.00054302i,5.529e-05+0.0005037i,-2.5659e-05+0.00082315i,9.734e-05+0.00081914i,0.00019526-0.00042375i,0.00026323-0.00026035i,0.00056573+0.00052515i,0.00098711+0.00047324i,0.00040001+0.00090293i,-0.00019219+0.00061064i,-0.00058667+8.4101e-05i
-0.00026522-2.101e-05i,0.00063636+0.00072514i,0.00088246+0.0012516i,0.00096261+0.0012446i,0.0011656+0.00027339i,0.0013252-0.0010159i,0.00043574-0.00098398i,-0.00069579-0.00024322i,-0.0012467+0.00016428i,-0.00069937+0.00058813i,-0.00052633+0.0005818i,-0.00096847-0.00031905i,-0.00041615-0.00046075i,0.00057385-5.5331e-05i,0.00067348+0.00025633i,0.00048589+0.00054792i,0.00027874+3.9105e-05i,0.00034296+0.00045876i,0.00051735+0.00060568i,0.00018081+0.0002411i,-0.00061237+0.00018695i,-0.00040404+0.00010643i,-0.0002884+0.00041776i
0.0016204+0.00042153i,0.00056156-0.00014343i,-0.00070855-0.00055493i,-0.00098871+2.4009e-05i,-0.0012194+0.00038131i,-0.00096661+0.00072314i,-0.00086673+0.0010163i,-0.00025357+0.00086438i,0.00093276+9.5961e-05i,0.0013046-0.00052081i,0.00031515+1.5223e-05i,-0.00068879+0.00031878i,-0.0008333+3.6675e-05i,-0.00049586+7.2562e-05i,0.00025001-0.00037381i,0.00092169-0.00061245i,0.0011839+0.00027472i,0.00042035+0.00066256i,-0.00026478+0.00020704i,-0.00029552-0.00056394i,-0.00035892-0.00051317i,-0.00031989-3.2924e-06i,-0.00024046-3.587e-05i
-7.7768e-05-0.0016741i,-0.0020743-0.0011144i,-0.002552-0.00041342i,-0.0021437-0.0001517i,-0.0011649-0.00087438i,0.00014571-0.00084648i,0.00023088-0.00057138i,-2.6248e-05-0.00046042i,-0.00027261+0.00023914i,-0.00033215+0.0010851i,-0.00053368+0.00066225i,-0.00040457+0.00025111i,-7.3185e-05+0.00047169i,0.00044099+0.00030164i,0.00033731+0.00012533i,-0.00029685+0.00022212i,0.00014784+0.00011984i,0.00055587+0.0001306i,0.00024268+0.00018899i,-6.7206e-05-0.00011331i,2.2911e-05-6.933e-05i,5.9324e-05+6.6132e-05i,-0.0003828-9.5972e-05i
-0.0010111-0.00075854i,-0.00089986+0.00015193i,0.00018375+0.0022741i,0.00095068+0.0023349i,0.0016497+0.0009579i,0.0020598+1.0279e-05i,0.00073686+0.00022745i,-0.00084004+0.00089957i,-0.0011439+0.00030525i,-0.00023395-0.00016622i,0.00028184+0.00010815i,0.00089238+0.00015871i,0.001013+0.00018509i,0.00027229+0.00018987i,0.00032801+0.00014774i,0.00011293+0.00045775i,-2.557e-05+0.00027734i,-0.00011777+0.0003112i,0.00015343+0.00055902i,0.00013818+0.00011642i,-0.00038549-0.00038512i,-0.00034575-0.00040365i,0.00012311-0.00048531i
0.0021464-0.0019342i,0.00057648-0.0018455i,-0.00046684-0.0013964i,-0.0015536-0.00058882i,-0.0018116-0.00087048i,-0.0014248-0.00058297i,-0.00075593-0.00010217i,3.4788e-05+5.1485e-06i,-0.00035715-0.0001669i,-0.00038694-0.0002823i,-8.8775e-05-0.00020213i,-0.00044432+0.00017745i,0.00045261+0.00064279i,0.0016574+0.00057214i,0.0012389-0.0006514i,0.00050671-0.0011073i,0.00027784-0.00029147i,-1.2678e-05-0.00023178i,1.0052e-05-0.0008475i,-0.00014112-0.00062328i,-0.00035025-0.00011849i,-0.00020277+0.0005333i,1.0841e-05+0.00079364i
-0.0015453+0.0014595i,-0.0010804+0.00087713i,-0.0018539+0.0014795i,-0.0012435+0.0023155i,0.00052461+0.0018356i,0.0013217+0.00078488i,0.00011421-0.00015911i,-0.0013002-0.0006476i,-0.00087751+0.00011774i,-0.0001004+0.00044657i,-0.00064859-0.00010222i,-0.00049603-0.00054749i,-0.00013994-0.00067511i,-0.00049629-0.00093679i,-0.00035362-0.00074082i,0.00023572-0.00063039i,0.00031597-0.00046829i,0.00011215-0.00056433i,-1.5676e-05-0.00075i,-0.00046024-0.00055683i,-7.1044e-06-8.8836e-05i,0.00060369+0.00032712i,9.7424e-05+0.00056005i
-0.0012538-0.00018593i,-0.0012434-0.00040887i,-0.0013809+0.00053367i,-0.00080254+0.00099068i,0.00012396+9.622e-05i,-0.00010178-0.00038181i,-0.00084288+0.001109i,-0.0011747+7.9017e-05i,-0.00078545-0.00089208i,-0.0014268-0.00027187i,-0.0010867+0.00012158i,0.00016926+0.0010609i,0.00075329+0.0010153i,0.0009603+0.00036957i,0.0010302+8.4901e-05i,0.00066689-0.00010904i,0.0007845-0.00037669i,0.001701-7.2528e-05i,0.0010044+0.00063131i,-9.9341e-05+0.00034836i,-0.00023428+3.8016e-05i,-0.00017765+0.00017046i,-0.00037779+0.00089029i
-0.0007993-0.00026833i,-0.00087705-0.0005617i,-0.00066501-1.6504e-06i,-0.00025715+0.00017088i,0.0010033-1.312e-05i,0.0018562-0.00056462i,0.0006451-0.00067739i,-0.0008951-0.00018896i,-0.00084003+9.1982e-05i,-0.00030658+0.0002179i,-7.4929e-05+0.00046896i,-7.7105e-06-0.00015909i,-0.00017417-0.00083782i,-3.1227e-05-0.0011714i,-7.6229e-05-0.00064227i,-3.8523e-05-0.00026909i,8.7578e-06-7.4165e-05i,-0.00045673-0.00020949i,-0.0010977-0.00063583i,-0.00077348-0.0004781i,-0.00018368-0.00068497i,-0.00021113-0.00010047i,-0.00022375-0.00015313i
-0.0013653+0.0010044i,-0.0011648+0.00076947i,-2.9828e-05+0.00080729i,0.00042194+0.0010679i,9.026e-05+0.00039653i,-0.00016409+0.00016558i,-0.00086102-0.00018668i,-0.0011526-0.00036769i,-0.00067869-0.00034174i,0.00018719-0.00032286i,2.9679e-05+0.00015885i,-0.00077688+0.00014371i,-0.0011031-0.00067347i,-0.00041475-0.001552i,5.9871e-05-0.001061i,5.6667e-05-0.00061889i,0.00029351-0.00079398i,0.0002625-0.0012045i,5.6087e-05-0.00045837i,-0.00035122+0.00021832i,-0.00039132-0.00010768i,8.6942e-05-0.00050167i,0.00065053-0.00033121i
0.00069349+0.0025438i,0.00094521+0.0015713i,0.0022726+0.00058116i,0.0035235+0.00035082i,0.0028736-0.00033865i,0.0011742-0.0016697i,-0.00026257-0.0019449i,-0.0012053-0.00099494i,-0.0007402+0.00086378i,0.00065995+0.0015027i,0.0012897+0.00047656i,0.0015195-0.00015988i,0.0017672-8.3679e-05i,0.00095199+0.00039213i,-0.0001471+0.0011445i,0.00029671+0.0011101i,0.00040087+0.00071187i,0.00031955+0.00044489i,0.00027941-0.00010366i,6.1484e-05-0.00045549i,0.00019497-0.00079088i,0.0010863-0.00056534i,0.0018309+0.00044547i
0.0002004-0.00046756i,-4.1636e-05+0.00098756i,-0.00063705+0.0019745i,-0.00036472+0.0017263i,0.0010517+0.0015588i,0.00093254+0.00061545i,-0.00015668+0.00020837i,-0.00035444+0.00050798i,-0.00030207-3.0928e-05i,0.00024257+2.1386e-06i,0.00084891-6.8616e-05i,0.00062959-4.8481e-05i,9.6892e-05+0.00067439i,-3.8032e-05+0.00043741i,0.00020641-0.00038629i,0.00036633-6.9175e-05i,-0.00015076+0.00059879i,-0.00028094-4.6595e-05i,-7.8287e-05-1.9816e-05i,-0.00052361+0.00036393i,-0.00061935+0.00034715i,0.000136+0.00095913i,0.00015973+0.0012447i
0.00032963+0.00078474i,-0.00030262+0.00061085i,-0.00085964+0.00080654i,-9.5978e-05+0.0010002i,0.0010298+0.00016012i,0.00035619-0.00028209i,-0.00042386-0.00031281i,4.7239e-05-0.00072942i,0.00029851+0.00012828i,-0.00011958+0.00084675i,-0.00052093+0.001133i,-0.00047157+0.0018329i,-5.9016e-05+0.0018392i,0.00076748+7.9439e-05i,0.00091554-0.00035562i,0.00060673-9.6683e-05i,0.00039054+0.00012847i,0.00019649+0.00078157i,0.00038758+0.0011247i,0.00041801+0.00078604i,2.8941e-05+0.00015242i,0.00055604+0.0003985i,0.00047388+0.0001649i
-0.0003972+0.00119i,-0.00052553+0.0015486i,6.1404e-05+0.0014139i,-6.4793e-05+0.00058239i,8.6953e-05-0.00074792i,0.00027904-0.0019509i,-0.00056776-0.0014961i,-0.001028-0.0001775i,-0.0002856+0.00032886i,-0.00018043+2.348e-05i,-0.00015946+1.089e-05i,0.00011132+0.00027531i,-0.00040916+0.00017782i,-0.0011396-8.1334e-05i,-0.00091563+0.00019797i,0.00024167+0.00060257i,0.00061808+0.00029862i,0.00063075+0.00041241i,0.00031914+0.00058875i,0.00012511-4.7449e-05i,0.00026216-0.00047649i,-0.00037298-0.00040779i,-0.00070489+0.00058687i
-0.00032072-0.00069925i,-0.00039698+2.3295e-05i,-0.00012833+0.00089457i,0.00043631+0.0017086i,0.00084165+0.00074674i,0.00077765-5.9759e-05i,0.00026946+0.00046441i,-0.00067172+0.0003432i,-0.0011812-0.00011205i,-0.0010516-0.00023568i,-0.00013605-0.00028061i,0.00058787+5.1842e-05i,0.0005749+0.00040443i,0.00075572-1.1056e-05i,0.00094136-0.000239i,0.0011009-0.00035678i,0.0008225-0.00058801i,-0.00045126-0.00084967i,-0.00088734-0.00080814i,1.6674e-05-0.00023682i,-0.00040267+0.0004889i,-0.00056092+0.00081502i,-7.2732e-05+0.00073711i
0.00056851+0.000199i,0.00010976+0.000473i,-0.00032369+0.00043404i,-0.00050331+0.00019446i,-0.00094782-0.00023093i,-0.0014366-0.00024968i,-0.0011904+7.7553e-05i,-0.000691+0.00044468i,-0.0005968+0.00015019i,-0.0003107-0.00040712i,-0.00017519-0.00081625i,2.3255e-05-0.00080061i,0.00026902-8.0855e-05i,4.1701e-05+2.0185e-06i,0.00064966-0.00031907i,0.00043424-0.00029911i,-0.00023208-0.00019943i,-0.00035228-3.1116e-06i,0.00012243-0.00012099i,0.0003213+0.00055452i,-0.00012314+0.00032448i,-3.138e-05-0.00015204i,7.9756e-05-0.00020946i
-0.0013886+0.00036628i,-0.0017209+2.5019e-05i,-0.0017557-2.4688e-08i,-0.00072092+0.0007748i,0.00070605+0.00062193i,0.0010845+0.00025908i,3.268e-05+0.00039601i,-0.00075015+0.0011678i,-0.00053049+0.0012185i,-0.00018482+0.00088746i,-0.00013161+0.000862i,0.00044586+0.00041522i,0.0006992+0.00054674i,2.6534e-05+0.00052737i,3.044e-05+0.00012298i,0.0013078+0.00061075i,0.0012761+0.00047657i,0.00043354-0.00021479i,0.00032419-0.00024289i,-3.4918e-05+0.0001376i,-0.00084538+0.00017761i,-0.0010959-0.00016477i,-0.00043277+3.182e-06i
-0.00017232+0.00078698i,-0.00079647+0.001625i,-0.0010108+0.0019702i,-0.0013784+0.0015965i,-0.001478+0.00048016i,-0.00098052+3.3034e-05i,-0.0010497+0.00025307i,-0.0014544-0.00021928i,-0.0010599-0.00037584i,-0.00043999-0.00036086i,-0.00023443+0.00018819i,0.00057362+0.00040659i,0.0016387-0.00019365i,0.0014939+0.00047693i,0.00074531+0.00057477i,2.5314e-05-8.8188e-05i,-0.00083617-1.1607e-05i,-0.0012338+0.00035489i,-0.00085938+0.00085034i,-0.00012343+0.0011564i,-0.00014823+0.00063663i,-0.00053463-0.00035915i,-0.00047066-8.564e-05i
0.00098947+0.0012237i,0.00064739+0.00010069i,0.0013294+3.09e-06i,0.0016677-5.2851e-05i,0.0011932-0.00020345i,0.00058711+1.4726e-05i,-0.00031932-0.00035367i,-0.00032171-0.00069123i,-0.00010027-1.4626e-05i,-0.00037331+0.00059563i,-0.0002635+0.00047015i,0.00022269-0.00032481i,0.00042961-0.00046025i,0.00039973-0.00086785i,0.00010589-0.0011444i,-0.00028219-0.0004497i,0.0001711-0.00073461i,0.00049241-0.0009073i,0.00093864-0.00076876i,0.0011375+0.00015401i,0.00094816+0.00045588i,0.00024395-0.00052487i,-0.00054125-0.00065377i
-0.0015796-0.00119i,-0.0014478-0.00043384i,-0.00032104+0.00032247i,0.00069331+0.00090869i,0.001427+0.0014579i,0.001273+0.0011436i,1.4491e-05+0.000401i,-0.00051214-1.1318e-05i,-0.00053952+0.00018582i,-0.00025862+0.00015301i,8.1884e-05-0.00069254i,0.0003611-0.00032967i,0.00034199+8.4391e-05i,0.00064673-0.00026876i,0.00048198+6.3574e-05i,0.00021346-0.00015381i,0.0005519-0.00095272i,0.00069997-0.00062623i,0.00046303+0.00038305i,-4.7804e-05+0.00021123i,-0.00073745+6.1652e-05i,-0.00091693+0.00071291i,-0.00095197+0.00039241i
-0.0020439-0.00029726i,-0.00087781+0.0011451i,0.00028965+0.0020459i,0.0022798+0.0019922i,0.0032932+0.0014252i,0.0020925-0.00010456i,0.00029109-0.00064659i,-0.00079765+0.00048259i,-0.0007837+0.0010811i,8.7467e-05+0.00071747i,0.0007381+0.00054795i,-0.00033382-0.00013284i,-0.00070376-0.0013939i,-0.00047342-0.0014595i,-0.00042836-0.00064649i,0.00030932+8.2111e-05i,0.00016294+0.00021246i,-0.00058524+7.9336e-05i,-0.00086075-0.00016254i,-0.00049994-0.00012036i,-9.4754e-05-0.00033677i,5.7242e-05-0.00050728i,0.00037965-0.00044184i
0.001799-0.00024295i,0.0012693-0.00067956i,0.00072929-0.00043122i,0.00043019-0.000385i,0.00065466-0.0003713i,-5.2951e-05-0.00065787i,-0.00043494-0.0004219i,-0.00023882+0.00027904i,6.947e-06+0.00013095i,-4.4586e-05-0.00013353i,-0.00039035+6.8093e-05i,-0.00032888+0.00025441i,-0.00024876+0.00037925i,0.00016453+0.00044147i,0.00036348+0.00045073i,-9.8077e-05+0.00033027i,0.00058135+0.00025958i,0.0012479+0.00027065i,0.00082985+9.1921e-05i,0.00035978+0.00026777i,0.00049172+0.00030608i,0.00045075+0.00036958i,1.7207e-05+0.00075027i
-0.0014771-0.0012607i,-0.0014299-0.00093248i,-0.0011671+3.1211e-05i,-0.00075575+0.0013468i,-0.00012405+0.0013373i,0.00060566+0.0001382i,8.892e-05-0.00044638i,-0.00092363-0.00026465i,-0.0013608+0.00020208i,-0.00086418+0.00042286i,7.7669e-05+0.00052269i,0.0010508+0.00086944i,0.0013127+0.00014768i,0.0011022-0.00074031i,0.0007657-0.00035513i,0.00016455+7.4862e-05i,0.00028237+0.00040631i,0.00038589+0.00041308i,0.00025593-0.00038474i,0.00019559-0.00065535i,-0.00041986-0.00030417i,-0.0011224-0.00012831i,-0.00091167-0.00093092i
-0.00021426-0.0013099i,-0.00031527-0.00033942i,5.8902e-05+0.0012162i,0.00011253+0.0012834i,0.0010578+0.00050108i,0.0013694-0.00037745i,0.00092713-0.0012894i,-0.00012516-0.0012291i,-0.001111-0.00020978i,-0.00050444+8.9701e-05i,0.00043084+0.00053822i,0.00026003+0.00061189i,-0.00042587-0.00074829i,-0.00058766-0.0014489i,-0.00026629-0.0014913i,-0.00039042-0.00095871i,-0.00044641+5.1107e-05i,0.00025339+0.00036571i,0.00015094-0.00011962i,-0.00053795-0.00042623i,-0.001244-0.00021295i,-0.00086818-4.6352e-05i,0.0004465+2.2187e-05i
-0.00079669-0.00042516i,-0.0015124+0.00058943i,-0.0025916+0.0018116i,-0.0018156+0.0028381i,0.00012072+0.0017795i,0.00049148+0.00022122i,-0.00048205-0.00021121i,-0.00078586+0.00052482i,-0.00039246+0.00044666i,0.00047557-4.5326e-06i,0.00072737-1.4935e-05i,0.0005131+0.0001815i,0.00028261+0.00047335i,-6.5765e-05+0.00019869i,7.2613e-05-9.5158e-05i,0.0005682+0.00025753i,0.00050058+0.00054001i,0.00051814+0.00060565i,0.00070488+0.00035092i,0.00060958+2.6825e-05i,0.00065169-0.00026444i,0.00019596-0.00094226i,-0.00020714-0.0011163i
0.00086129-0.00022024i,0.0011269+3.9336e-05i,0.0010887+0.00077267i,0.0012507+0.00035339i,0.00098283-0.0012788i,0.00018285-0.0014654i,-0.00040554-0.00039283i,-0.00089384+0.00029303i,-0.00050078+0.0010561i,0.0006252+0.0010255i,0.00085626+0.00026947i,0.00048406-0.0003871i,-0.00015149-1.4186e-05i,-0.0008255+0.00068668i,-0.00028393+0.00049251i,0.00052812+0.00061261i,0.00039721+0.00063677i,0.00036662+0.00029641i,0.00020547+0.00060053i,0.00026881+0.00024708i,3.6853e-05-0.0005591i,-0.00022993-3.7977e-05i,-7.6043e-05+0.0005912i
0.00080852+0.0013661i,0.00017413+0.0012588i,-0.0002227+0.0011803i,7.1584e-05+0.00074906i,0.00038603+0.00084399i,0.00035637+0.00070885i,0.00010673+3.2226e-05i,-0.0002011-8.5735e-05i,-0.00094788+0.00060361i,-0.0011265+0.00075429i,-0.00106+0.00019583i,-0.00087959+0.00034117i,-0.00063889+0.00090658i,-4.8889e-05+0.00022441i,0.00069305-0.00039004i,0.0011269-0.0013459i,0.0004329-0.0010578i,-0.00069284+1.088e-05i,-0.00061131+9.3519e-05i,-0.00041236+9.1685e-05i,-0.00037948-0.0002243i,1.4686e-05-0.00037538i,-2.9514e-05-0.00014573i
-0.00068296+0.00037053i,0.00033052+0.00028122i,0.0007882+0.00065508i,0.00082641-0.00067186i,0.00097575-0.0017073i,0.0013131-0.0022979i,0.00064056-0.00168i,-0.00055058-0.00068647i,-0.00048153+4.9388e-07i,-0.00057502+0.00080129i,-0.00068472+0.0011272i,-0.00045868+0.0010697i,-0.00054757+0.0010488i,-0.00021598+0.00045673i,0.00029535+0.00020255i,0.00069447+0.00079069i,0.00036733+0.001214i,-0.00051725+0.00055544i,-0.00099439-2.5061e-05i,-0.00056124+0.00016286i,-9.6495e-05-0.00045514i,-0.00070022-0.0010727i,-0.00053195-0.0006071i
-0.0004097+0.00063077i,-0.0010796+0.0010115i,-0.00083816+0.0013162i,9.0869e-05+0.0011592i,0.0011055+0.0010438i,0.0005696-0.00045965i,-3.845e-05-0.0017699i,1.2723e-05-0.00041624i,-7.9926e-05+0.00094039i,-0.00018123+0.0010825i,0.00023921+0.00093424i,0.00038988+0.00053589i,0.00029717+0.00022288i,0.0011392-0.00010445i,0.0014949-0.00011752i,0.00047705+0.00012045i,0.00088967+0.0004979i,0.0010043+0.00054816i,0.00068944+0.00047787i,0.00047216+0.00055438i,0.00024421+0.00061609i,-0.00023148+0.0007606i,-0.00050252+0.00042667i
-0.00046711+0.00084949i,0.00048442+0.00055134i,0.00064544+0.0013402i,0.00094048+0.00079353i,0.0012589+0.00037293i,0.00037456+0.0011506i,-0.00046627+0.0010831i,-0.00090506+0.00034969i,-0.000888-0.00037284i,-0.00012187-0.00062336i,0.00055833-0.00018372i,0.00072195-0.00059435i,0.00042237-0.00081223i,0.00048515+0.00028879i,0.00021303-0.00037228i,3.6041e-05-0.00080311i,-0.00021389-0.00048129i,-0.0008888-0.00024956i,-0.00038779+8.9593e-05i,5.142e-05+0.00031399i,-0.00035422+5.0317e-05i,-0.00010834+6.9962e-05i,0.00046917-0.00011384i
6.0793e-05+0.00063168i,-0.00044014+0.0015293i,-0.00096729+0.0013156i,-0.00055011+0.00097557i,0.00082423+0.0012501i,0.0012196+0.00099438i,0.00043131+3.3964e-05i,-0.00018707+4.5647e-05i,-0.00079028+0.00046587i,-0.00047054+0.00039395i,0.00017553+0.00054316i,-4.7855e-05+0.00039914i,-0.00011255+2.2271e-05i,-6.4839e-05+0.00043256i,-0.00032666+0.00025348i,-0.00017545-9.2079e-05i,0.00032822+0.00015532i,0.0001342+0.00046172i,0.00052308+0.00070367i,6.8476e-05+0.00053688i,-0.00051244-0.00032197i,-0.00034389-0.00010967i,-0.00060676+0.00088545i
-0.0010999+0.00089807i,-0.00033527+0.00086245i,-4.9968e-05+0.0010964i,0.00047662+0.0010059i,0.0011696+0.00016681i,0.00095108-0.00061563i,0.00043787-0.0011358i,-0.00029022-0.0002516i,-0.001219+0.00091847i,-0.0011941+0.0003219i,-0.00026678+0.00015318i,-2.752e-05+0.0005239i,-8.8995e-05+0.00037822i,-0.00064738-0.00022332i,-0.00080176-0.00069957i,-3.3157e-05-0.00089457i,0.00064951-0.00084385i,0.00063849-0.00041867i,1.1065e-05-0.00029964i,-0.00036483-0.0003999i,-2.1523e-05-0.00049964i,0.00012016-0.0004493i,0.00023265-4.6306e-05i
0.0017634+0.00064171i,-0.00011677+0.0003677i,-0.0013119+0.00029445i,-0.0010111-6.4631e-05i,6.8848e-05-0.0007617i,0.000361-0.00095862i,-6.3137e-06-0.00051975i,-0.00066048+8.2038e-05i,-0.0012964+0.00019761i,-0.00123+0.00050916i,-0.00034569+0.00096759i,0.00022476+0.0014957i,-0.0003503+0.0019182i,-0.00057488+0.0010293i,-0.00065039+0.00014379i,-0.00029642-0.00035678i,7.7061e-05+7.8105e-05i,0.00066734+0.00067816i,0.00070122+0.00062531i,3.0353e-05+0.00096135i,-4.4374e-05+0.00034829i,0.00049675-4.8682e-05i,0.00067475+0.00020913i
0.0013537-0.0018587i,0.0016639-0.00094578i,0.00078569-0.0011406i,0.00015484-0.0007132i,-5.3209e-05-0.00032625i,-0.00045956+0.00022056i,-0.00020986+0.00012827i,-0.00027113+0.00015201i,-0.00060609+0.00044136i,-0.00066641+7.9327e-05i,-0.00016324-0.00033748i,0.00055963-0.00053936i,0.00084512-0.00017088i,0.00096677+0.00043776i,0.00081304+0.00056783i,0.00083443-6.0501e-05i,0.00064993-0.00040012i,0.00021666+0.00031119i,-0.00057552-8.4109e-06i,-0.00072034-0.000624i,-4.0152e-06-0.00043068i,0.00034672-0.00098865i,-0.00014168-0.00094801i
-0.00045282+0.00018747i,-0.00078214+0.00049665i,-0.0010175+0.0015735i,-0.00059479+0.0026332i,0.00065251+0.0014003i,0.0019518-0.00055217i,0.0014096-0.0011514i,-7.8494e-05-0.00017991i,-0.0011478+0.00031008i,-0.00049949+0.00029609i,0.00033336+0.00078657i,-1.745e-06+0.00014539i,0.00051629-0.0010527i,0.0010025-0.00066607i,0.00076288+0.00048638i,0.00033084+0.00092499i,0.00013686+0.00093692i,0.0010302+0.00076225i,0.0016853+0.00018404i,0.00072061-0.00015561i,0.00054956+0.00020208i,0.0011737-5.6671e-06i,0.00075198-0.00045182i
-0.0010341-0.0011314i,-0.0007233-1.463e-05i,-0.0012568+0.0017729i,-0.0011462+0.0019802i,3.5103e-05+0.00066304i,0.0008917-0.00042791i,0.00049095-0.00090937i,0.00014343-0.00039951i,-3.4164e-05+0.00090777i,-0.00088896+0.0011269i,-0.0013238+0.00030074i,-0.00054945-6.7553e-05i,0.0001051-8.1736e-05i,0.00059549-5.8654e-05i,0.00039181-0.00024965i,-1.9448e-05-0.00012471i,0.00012906+0.00012652i,-0.0005158-0.00016563i,-0.0011785-0.00073541i,-0.00045914-0.00073323i,4.6604e-05-0.00022182i,-0.00024279+2.6966e-05i,-0.00056838-5.1308e-05i
-0.0013983+0.0002583i,-0.0010888+0.00070118i,0.00053154+0.0003304i,-0.00031056+0.00028866i,-5.0444e-05+0.00016172i,0.00053148+0.00015637i,-9.0223e-05-0.00021656i,-0.00041041+0.00016896i,-0.00063819+0.00089786i,-0.0010295+0.00081258i,-0.0006972+0.00052151i,-0.00025858-0.00014363i,0.00030626-0.00055369i,0.00071438-0.00022612i,0.00030529-1.3576e-05i,-0.00019042-0.00067479i,0.00015791-0.001083i,0.00022896-0.00059018i,-0.00046466+0.00016748i,-0.00073363+0.00018074i,-0.00057376-0.00024831i,-0.00057307-0.00086221i,-0.00091074-0.00026664i
-0.0012824+0.0031335i,0.0001419+0.0034421i,0.00014961+0.003917i,0.001672+0.0030023i,0.0041222+0.0010252i,0.0030357-0.00049463i,0.0003394-0.00097603i,-0.00052766-0.00021316i,-0.00028962+0.00058179i,0.000234+0.00063554i,6.9249e-05+0.00038878i,-0.00046065+0.00057968i,-0.00045974+0.00057436i,-0.00050757-0.00071205i,-0.00039706-0.00074617i,-0.0004455+0.00043521i,-0.00015017+0.00095751i,7.4584e-05+0.00040714i,0.00013245+0.0002513i,0.00010625+0.0005011i,0.00054884-0.00011981i,0.00085744-0.00037399i,0.00029309+0.00037407i
-0.00027618+0.00016663i,0.00015172+0.00092488i,-0.00049387+0.001439i,7.2183e-05+0.00065422i,0.0011548-0.00028133i,0.0011425-0.00060363i,0.00055469-0.00089308i,-0.00055991-0.00047138i,-0.00041019+0.00027951i,0.00014091+0.00086378i,-0.00039811+0.00059199i,-0.00011473+0.00061672i,0.00020018+0.0011956i,4.3373e-05+0.0011016i,0.00035844+0.00053128i,0.0009559+0.0002393i,0.0018244-0.00012454i,0.0010424+0.00030735i,-0.00028337+0.00049416i,0.0001927-5.7883e-05i,0.00059664-0.00053306i,0.00047138-0.00044186i,0.00067003+0.00023138i
-0.00045827+0.00056476i,-0.0010573+0.0015584i,-0.00089047+0.0024985i,-0.00058567+0.0025048i,-8.9318e-05+0.00093531i,0.00010274-0.00040109i,-0.00049204+0.00025154i,-0.00042212+0.00094844i,-5.7011e-05+0.0010138i,-5.07e-05+0.0011903i,0.00019619+0.0010445i,-4.3816e-05+0.00038287i,0.00023428+0.00021769i,0.00069012-0.00057722i,0.00062182-0.00070595i,1.379e-05-0.00017934i,-0.00032895+3.2577e-05i,-0.00053688+0.00045006i,-0.00027471+0.0010167i,0.00027998+0.00076173i,0.00068975-0.00032053i,-6.5094e-05-0.00070584i,-0.00096601-0.00058034i
