-0.0019468-0.0006434i,-0.0020329-0.00062604i,-0.0022107+0.00038458i,-0.001278+0.0023288i,-0.00034304+0.0025549i,-0.00079155+0.0016756i,-0.0010272+0.00069737i,1.9761e-05+0.0014005i,0.0008931+0.0023305i,0.00074648+0.0020646i,0.0001536+0.0014592i,-0.00060018+0.00066611i,-0.00071571+0.00017839i,-0.00041303-7.1661e-05i,0.00067532-0.00015646i,0.000369-0.00028244i,-0.00034099-0.00047413i,-7.9838e-05-0.00055341i,-8.6034e-05-0.00029047i,0.00010103-0.00017257i,0.00034186-0.00077299i,0.00021132-0.00075607i,0.00032128-0.00087485i
0.0054312+0.00026697i,0.015463+0.0040286i,0.023528+0.0047683i,0.021463+0.0033199i,0.012451+0.002792i,0.0063219+0.0031246i,0.0050542+0.001601i,0.0048783-0.00053065i,0.0030135-0.0016669i,-0.00012556-0.0014354i,-0.0016992-0.00052232i,-0.00073244-0.00061188i,0.00018267-0.0019182i,-0.00089211-0.0020795i,-0.0015301-0.0012033i,-0.0014614-0.000893i,-0.0013583-0.00071532i,-0.0014434-0.00056784i,-0.0018895-0.00031616i,-0.0018253-0.00036242i,-0.00073351-0.00052838i,0.00029204-0.00032882i,0.00056605+0.00023266i
0.0034154-0.0046541i,0.0099502-0.013195i,0.013349-0.021876i,0.011776-0.020966i,0.0086625-0.011935i,0.0067452-0.0056484i,0.0042861-0.0054625i,0.0020967-0.0060405i,-0.00037712-0.0053541i,-0.0025493-0.0032794i,-0.0031963-0.0015344i,-0.0034251-0.0021402i,-0.0036953-0.0016845i,-0.0036299-0.00044073i,-0.0026877-9.2997e-05i,-0.0018785+0.00063497i,-0.0018729+0.00077514i,-0.0019835+0.00042409i,-0.0015235+0.00011035i,-0.00050898-0.00035079i,-0.00024608-0.00050198i,-0.00026538-0.00033494i,0.00043196+0.00048568i
-0.0028658-0.0045798i,-0.010153-0.013482i,-0.018221-0.018968i,-0.01926-0.016995i,-0.012746-0.011452i,-0.006811-0.00594i,-0.0043525-0.0017948i,-0.0031523+0.0012956i,-0.0015758+0.0026478i,0.0008834+0.0023861i,0.0017814+0.0013272i,2.047e-05+0.00060669i,-0.0016741+0.00079626i,-0.0020101+0.0013569i,-0.0010481+0.0014178i,-7.7073e-05+0.0011182i,-0.00015765+0.00057969i,-0.00082654+0.000477i,-0.0011922+0.00076821i,-0.0010439+0.00029352i,-0.00017442-0.0001031i,-6.2275e-05-0.00016145i,-0.00050921+2.8093e-05i
-0.0042086+0.0040484i,-0.01497+0.0073893i,-0.02138+0.013206i,-0.019399+0.014271i,-0.012197+0.0082043i,-0.0062521+0.0031684i,-0.0043672+0.0021078i,-0.0038246+0.0032222i,-0.0017519+0.0037949i,0.00025487+0.0026506i,0.00051413+0.0018118i,-0.00020536+0.0015535i,0.00022285+0.0012404i,0.0010663+0.00094223i,0.0013188-4.0883e-05i,0.0018339-0.00086664i,0.0018906-0.00040345i,0.0011139-1.4093e-05i,0.0010724-0.00040181i,0.0012043-8.8332e-06i,0.00065898+0.00073212i,0.00022025+0.00039641i,-0.00034828-0.00037787i
-0.0010904+0.0070201i,0.00013646+0.017473i,0.0048263+0.025595i,0.0068148+0.023756i,0.0035268+0.014952i,9.6104e-05+0.0082283i,-0.00087115+0.0051396i,0.00016019+0.0044091i,0.0015315+0.0031951i,0.0013063+0.0010345i,0.0012271+0.00038067i,0.0020727+0.00067831i,0.0023316+0.00023491i,0.0017536-0.0011531i,0.00087822-0.0014964i,0.0001346-0.0011359i,0.00014712-0.0012698i,0.00076174-0.0016224i,0.00071951-0.0011332i,0.00041514-0.00032891i,0.00096455+0.00030948i,0.00045473+0.001067i,-0.0006155+0.00019957i
0.0057014+0.0019275i,0.016043+0.0038968i,0.025283+0.0019949i,0.024619-0.00015174i,0.014974+0.00082851i,0.0073248+0.0015444i,0.005245+0.0010122i,0.0040681+0.0012112i,0.0025295+0.00034369i,0.00092115-0.00020297i,4.8991e-05+0.00028591i,0.0004257+0.00015931i,0.00030866-0.00068114i,-0.00088504-0.0014666i,-0.0014958-0.0017827i,-0.0010265-0.0012507i,-0.00058676-0.00054252i,-0.00062402-0.0010499i,-0.00090834-0.0013473i,-0.0006763-0.00080481i,-4.2406e-05-9.3904e-05i,-3.1396e-05+0.00043563i,-0.00026416+0.00076914i
0.0021171-0.0077012i,0.0069075-0.015746i,0.0074754-0.024258i,0.0042436-0.023804i,0.0023618-0.013961i,0.0022732-0.0055271i,0.0021339-0.0027123i,0.0016341-0.0021246i,0.00029782-0.0015926i,-0.00091983-0.00067305i,-0.00031875-0.0008431i,-0.00042842-0.001728i,-0.002213-0.0012002i,-0.0031238-0.00011215i,-0.0026799+0.0010797i,-0.0017571+0.00087759i,-0.0012602-8.2867e-05i,-0.0013034-0.0003243i,-0.0013427-0.00026155i,-0.0013385-0.0004515i,-0.0011797-0.00053283i,-0.00046632+9.0913e-05i,0.00035801+5.176e-05i
-0.007816-0.0047413i,-0.015642-0.011567i,-0.025135-0.013678i,-0.025587-0.0097445i,-0.015804-0.0051412i,-0.0057944-0.0032287i,-0.0015308-0.0029564i,-0.0010464-0.002761i,-0.0011484-0.0019207i,-0.00067441-7.461e-05i,-0.00055036+0.0011232i,-0.001129+0.001118i,-0.0011054+0.0020878i,-0.00033018+0.0027704i,0.00031904+0.0019503i,0.0005509+0.00094788i,0.00059153+0.00021587i,0.00077441+0.00050742i,0.00029134+0.00057404i,0.00045195+0.0003839i,0.00038835+0.00019462i,-0.00011478+0.00030148i,2.1647e-05+0.00036502i
-0.0061334+0.0035236i,-0.014797+0.0075983i,-0.01967+0.015697i,-0.017388+0.018598i,-0.011013+0.012061i,-0.0052271+0.0042635i,-0.0021753+0.00050003i,-0.0016237+0.00060799i,-0.0015641+0.0016571i,-0.00032973+0.0019036i,0.00036392+0.001783i,0.00025761+0.0017827i,0.00082349+0.0018432i,0.0019078+0.00096012i,0.0017626+9.0547e-05i,0.00088162+0.00038626i,-5.4275e-06+0.00046032i,-8.847e-05+0.00042884i,2.3678e-05+0.00049665i,0.00026181+0.00039606i,0.00038029+0.00044658i,-0.00013582+0.00012204i,7.6683e-05+9.3258e-05i
0.0017671+0.0089678i,0.0024263+0.018612i,0.0090726+0.025149i,0.012849+0.022599i,0.0073557+0.013378i,0.001851+0.0059043i,0.00021714+0.003407i,-4.8626e-05+0.0028125i,0.00071193+0.0023473i,0.00047492+0.00073687i,-0.00065337-0.00011386i,-0.00011044+0.00018966i,0.00070032-0.00075918i,0.00074356-0.0017302i,0.00016762-0.0015875i,-0.00045478-0.0013174i,0.0002705-0.0012275i,0.00066831-0.0016808i,-3.301e-05-0.0014769i,0.00010819-0.00021562i,0.00063662+0.0003889i,0.00010633+0.00051164i,-0.00064967+0.00052021i
0.0079454+0.00099068i,0.017918+0.0017858i,0.025971-0.0037967i,0.024931-0.0069437i,0.015989-0.0042714i,0.0079184-0.00084387i,0.0046649+0.00064877i,0.0040741+0.00092064i,0.0032096+0.00032412i,0.0013067-0.00036436i,-0.00040022+0.00034391i,-0.0012432+0.00026726i,-0.0019741-0.0013945i,-0.0024088-0.0017515i,-0.0025907-0.00062493i,-0.0017118-0.00021375i,-0.00060707-0.0010502i,-0.00038487-0.0015547i,1.9812e-05-0.001356i,0.0002317-0.0010728i,-0.00022609-0.0006127i,-0.00037785+0.00031039i,-0.0003163+0.0006905i
0.0039892-0.010521i,0.0061785-0.017811i,0.0019333-0.025575i,-0.002846-0.025938i,-0.0018939-0.016306i,0.0010252-0.0058356i,0.0013643-0.0018133i,0.0014328-0.0014866i,0.0005334-0.0023346i,-0.00036389-0.0023673i,-0.00026835-0.0009033i,-0.0013688-0.00043146i,-0.0023911-0.00065809i,-0.0018476+0.00024166i,-0.0015889+0.0012362i,-0.0013879+0.00092955i,-0.00092879+0.00065417i,-0.0013437+7.8929e-06i,-0.001547-0.00062442i,-0.001432+0.0001335i,-0.0011403+0.00026022i,-0.00048378-0.00040272i,-0.00015285+0.00061358i
-0.0062219-0.0087111i,-0.012481-0.014043i,-0.022718-0.012524i,-0.025166-0.0061658i,-0.016147-0.0026299i,-0.006321-0.0018779i,-0.0015777-0.0012599i,-0.00028156-0.0016405i,-0.00037575-0.0026053i,-0.00073928-0.0014291i,-0.0016191-0.00012326i,-0.0027019+6.4756e-05i,-0.0023329+0.0016155i,-0.00084525+0.0026988i,0.00019227+0.0021268i,-4.0962e-05+0.001427i,1.3208e-05+0.00083299i,0.00045075+0.0004159i,0.00026383+0.00038166i,-0.0006571+0.00059159i,-0.00098544+0.00038897i,0.00010483-0.00023697i,0.00015767-0.0001984i
-0.0084953+0.0050295i,-0.013965+0.0091087i,-0.015001+0.020122i,-0.011202+0.0233i,-0.0068014+0.013845i,-0.0046321+0.0051813i,-0.0025508+0.0021348i,-0.001266+0.0016412i,-0.0015367+0.0019286i,-0.001099+0.0015908i,-0.00078746+0.0006659i,-0.0010267+0.0010983i,-0.00072506+0.0016685i,-0.00039607+0.00033414i,-7.6884e-05-0.0012586i,0.00042605-0.001038i,0.00096846-0.00077627i,0.0013724-0.00016253i,0.0010174-7.872e-05i,0.0009253-0.00066014i,0.00043842-2.2009e-05i,-0.0002695+0.00055463i,-0.00052636+0.00044867i
0.0039578+0.010699i,0.0054594+0.017145i,0.014646+0.020222i,0.020145+0.016588i,0.013817+0.009487i,0.004351+0.0043606i,-0.00011995+0.001375i,-0.0010271+0.00085996i,-0.00029003+0.0012358i,0.00063249+0.00044716i,0.00011752-0.00042365i,0.00036961-0.00097324i,0.00061742-0.001781i,-0.00084801-0.0020312i,-0.0022565-0.0012341i,-0.002009-0.00048593i,-0.00047044-0.00036245i,0.00049508-0.00083916i,0.00031353-0.0012072i,-0.00081613-0.00081546i,-0.0015454-0.00035799i,-0.00063071-0.00040942i,0.00051781-0.00067994i
0.0116+0.00060165i,0.017962+2.7592e-06i,0.022642-0.0082589i,0.020856-0.014426i,0.012732-0.010219i,0.0055514-0.0034603i,0.0017353-4.0451e-05i,0.00091097+0.001631i,0.0015342+0.0010953i,0.0011072-0.00044532i,0.00021373-0.00064838i,-3.8506e-05-0.00073545i,-0.00023803-0.0020085i,-0.00090587-0.0015581i,-0.0014601-0.000143i,-0.0012508-0.00034682i,-0.00080213-0.0014019i,-0.00093293-0.0015455i,-0.00089565-0.0010552i,-0.00043033-0.0006433i,-0.00014393-0.00056502i,0.00031056-0.00041777i,0.00022571-0.00018013i
0.0050871-0.0092281i,0.0072552-0.014863i,-0.00086724-0.022691i,-0.0085812-0.024032i,-0.0065003-0.015241i,-0.0011243-0.0046434i,0.00065593-8.5427e-05i,0.001198+0.00039864i,0.0011313-0.00072149i,-0.0009208-0.0010347i,-0.0016069-8.4455e-05i,-0.0011107+0.00024799i,-0.00072001+2.1403e-05i,-0.00038122+4.5351e-05i,0.00012738+0.00083054i,1.4974e-05+0.00081655i,-0.00098831+0.00056985i,-0.0012128+0.00058954i,-0.0012582+0.0004446i,-0.00099726+0.00044682i,-0.0004922+0.00043822i,-0.00011731+9.5816e-05i,0.00054461+0.00067135i
-0.0077533-0.0071412i,-0.013118-0.0098854i,-0.021975-0.0047702i,-0.024894+0.0018167i,-0.016774+0.0030278i,-0.0073256+0.00059738i,-0.0022517-0.0014835i,-9.2699e-05-0.0020855i,-0.00052102-0.0016188i,-0.00089557-0.00098252i,-0.00091795-0.00070362i,-0.0016977-0.00017642i,-0.0015959+0.00063354i,-0.0013398+0.00042908i,-0.00012695+9.015e-05i,0.0012725+0.00066201i,0.00050408+0.0012847i,-0.00097129+0.001685i,-0.00086722+0.00084835i,0.00023213+0.00032488i,0.00049364+0.00046963i,-0.00037095+0.00093077i,-0.0010949+0.00051435i
-0.008394+0.0047545i,-0.011744+0.0071602i,-0.0088592+0.017086i,-0.0038411+0.023386i,-0.0018578+0.016925i,-0.0016304+0.0072452i,-0.00094016+0.0025757i,-0.00057126+0.0009809i,-0.0006126+0.00049114i,-0.00023747+0.00079762i,-0.00028691+0.00079613i,-0.0011264+4.8311e-05i,-0.0011449+0.00020609i,-0.0014642+0.00037004i,-0.0013113-0.00080099i,0.00040851-0.00066317i,0.00096695+0.00017365i,0.00068655-0.00020859i,0.00026505-0.00040076i,3.6835e-05+3.9971e-05i,0.00028284+9.6288e-05i,0.00051382+0.00042013i,0.00086486+0.00062693i
-0.0011731+0.01059i,0.0025375+0.014825i,0.014401+0.016175i,0.022677+0.013249i,0.017523+0.0082718i,0.008091+0.0048596i,0.0026929+0.0020624i,-0.00012294+0.00017356i,-0.00084851+0.0003644i,-0.00024422+0.00056861i,-0.00047177+0.00051813i,-0.00028613+0.0015209i,0.00033311+0.00091078i,-0.00046746+0.0003646i,-0.0012399+0.00082912i,-0.00045897+0.00043423i,0.00064321+0.0004462i,0.00061596+0.00024958i,0.00030265-0.0008261i,0.00031272-0.00032148i,5.8947e-05-0.00026701i,-0.0004143-0.00087355i,-0.00071642-9.5039e-05i
0.011242+0.0038901i,0.013959+0.0015134i,0.016464-0.010837i,0.014589-0.019187i,0.0083345-0.014307i,0.003756-0.0055781i,0.0015224-0.0013049i,0.00040093+0.00028669i,0.0011075+0.00039662i,0.0012292-0.0002684i,0.00044387-0.00061549i,0.00042802-0.00061926i,-0.0001242-0.0014441i,-0.00068303-0.0014021i,-0.00036686-0.00015599i,-0.00014128-0.00017954i,-0.00055511-0.00040906i,-0.00074758-0.00032363i,-0.00064845-5.2532e-05i,-0.00074203+0.00028402i,-0.0013658+0.00067549i,-0.0013876+0.00066744i,-0.00033836+0.00064544i
0.0059587-0.0068944i,0.0049573-0.010202i,-0.0046932-0.015951i,-0.013421-0.017042i,-0.010854-0.011835i,-0.0033705-0.0059337i,-0.00012017-0.0012369i,0.00054095+0.00085435i,0.0002009+0.00051193i,-0.0013408-0.00050646i,-0.0016656-0.00027907i,-0.0013776-0.00023577i,-0.0021908-0.00024328i,-0.0020541-0.00030123i,-0.00049885-0.00098226i,-0.00011234-0.0011223i,-0.00072907-0.00077448i,-0.00080579-0.00080375i,-0.0011922-0.00038371i,-0.00166-0.00016303i,-0.00099651-0.00020783i,-0.00014837-0.0004513i,0.00058348-0.00038978i
-0.0065153-0.0098291i,-0.0091658-0.0090406i,-0.017903+0.0011753i,-0.021758+0.010886i,-0.015239+0.0090691i,-0.0067843+0.0031271i,-0.001271+0.001507i,0.0012205+0.00082198i,0.00060014-0.00030799i,-0.00085778+0.00020157i,-0.00075362+0.0010384i,-0.00058229+0.00093421i,-0.0013058+0.00049785i,-0.00060213-0.00033343i,0.00014013-0.00091453i,-0.0006368-0.0010906i,-0.00042661-0.00043645i,0.00030261+0.00036577i,0.00023808+0.00026611i,-2.2481e-05-1.77e-05i,-0.000405+0.00023436i,-0.00025304+0.00064436i,0.00035038+0.00016082i
-0.011033+0.0018804i,-0.011005+0.005612i,-0.0037767+0.017088i,0.0035397+0.022732i,0.0047407+0.016102i,0.0014491+0.0077567i,0.00017975+0.0026689i,0.00097262-8.1409e-05i,0.00023069-0.00040242i,0.00023051+0.0001936i,0.00019107+0.00056684i,-0.00066673+0.00042357i,-0.0006436-0.00021634i,-0.00051206-0.00032926i,-0.001416-0.00051922i,-0.001337-3.4088e-06i,0.000398+0.00047628i,0.001204-0.00070185i,0.00037034-0.00062695i,-0.00010897+0.000176i,0.00030669-0.00016993i,0.00040153-0.00031576i,9.5619e-05+0.0003634i
-0.0031717+0.012038i,0.00046294+0.012411i,0.014853+0.0087013i,0.02338+0.0029058i,0.016719-0.00012041i,0.0076017+0.00054539i,0.0030959-0.00047868i,-0.00043656-0.0015829i,-0.0012793-0.0010634i,7.5975e-05-0.00017207i,0.00023474+0.00037964i,-1.5467e-05+0.00063929i,0.00031023+0.00043191i,-0.00025664-8.9452e-05i,-0.0015877+0.00056753i,-0.001301+0.00097475i,-5.5312e-06+0.00063383i,0.00057408+0.00025616i,0.00095918-0.00066072i,0.00097263-0.0010308i,0.00087582-0.00079978i,0.00016045-0.00011113i,-0.00085163+0.00063884i
0.010607+0.0065673i,0.011069+0.0025685i,0.011799-0.010225i,0.009773-0.019619i,0.0054513-0.015703i,0.0026886-0.006574i,-0.00027012-0.0014998i,-0.0016894+0.0011142i,-0.0013345+0.0018399i,-0.0014174+0.00094577i,-0.0016001+0.00053352i,-0.0005528+0.00034919i,0.00048351-0.00048881i,0.0010818-0.00072088i,0.0018619+0.00027933i,0.0011684-3.5634e-05i,0.00048165-0.0014651i,0.00044524-0.0015768i,-0.00012552-0.00077261i,-0.00013308-0.00061061i,-0.00077046-0.00056513i,-0.0008779-0.00017929i,-0.00052978+0.0010808i
0.012003-0.006238i,0.008885-0.0070913i,-0.0051854-0.011007i,-0.016985-0.011216i,-0.014273-0.0066711i,-0.0049063-0.0033051i,-0.0013718-0.00038589i,-0.00046367+0.0016718i,0.0010816+0.0011414i,0.0010384-9.3096e-05i,6.4279e-05-0.00048889i,-0.00058418-0.00016157i,-0.00061915+2.2061e-05i,-0.00015317-7.5899e-05i,0.00042627-0.00053421i,-0.00039463-0.00141i,-0.0012439-0.0019926i,-0.00078464-0.0013577i,0.00021606-0.00067275i,-0.00032719-0.00010849i,-0.0012643+0.00053094i,-0.0005497+0.0001137i,0.00035002-0.00034359i
-0.00056906-0.013076i,-0.0018368-0.0089556i,-0.0097754+0.0039751i,-0.01412+0.013601i,-0.010245+0.010788i,-0.0047215+0.0032349i,2.7801e-07+0.00083445i,0.0032853+0.0014142i,0.0027788+0.0010112i,0.00032075+0.00035861i,-0.00083974+0.00075884i,-0.0011145+0.00048973i,-0.0013059-0.00013375i,-0.0020146-0.00081193i,-0.0017531-0.0017274i,-0.0010028-0.0020687i,-0.0010398-0.0009382i,-0.0010544+0.00057714i,-0.00049127+0.00033186i,2.1954e-05-3.5717e-05i,3.9514e-05+0.00013113i,-4.0881e-05-0.00032815i,-6.2185e-05-0.00084192i
-0.013491-0.0041208i,-0.010022-0.0017848i,0.00076653+0.0081132i,0.0090254+0.014831i,0.0089289+0.011331i,0.0035384+0.0059519i,0.0012608+0.0024913i,0.0022743-0.00080008i,0.0014886-0.0022545i,-0.00034399-0.0012463i,-0.00095994-0.00044187i,-0.0017837-0.00030344i,-0.0022544-0.00024899i,-0.0022627-0.00071752i,-0.0023938-0.00085325i,-0.0024096-8.2838e-05i,-0.0012984+0.0013721i,-0.00048552+0.0015302i,-2.746e-05+0.00021487i,0.00083789+0.00016526i,0.0011+0.00054797i,0.0010512-0.00012507i,0.00053289-0.0012007i
-0.0086099+0.01065i,-0.005772+0.007774i,0.007523+0.00079574i,0.017915-0.0050717i,0.014207-0.0052665i,0.0068094-0.0010029i,0.0034104-0.00057779i,0.0011941-0.0023902i,-0.0010183-0.0015343i,-0.0011989-6.8728e-05i,-0.000376+0.00050213i,-0.00097958+0.00083402i,-0.0010534+0.00046703i,-0.0011505+0.00039698i,-0.001666+0.0009224i,-0.00064348+0.0014129i,0.00077101+0.00080072i,0.00079395-0.00039269i,-0.00026808-0.00064624i,-0.0011538-0.00023476i,-0.00088395-0.00033517i,-0.00046874-0.00015238i,-0.00077969+0.00028155i
0.0076743+0.013094i,0.0043972+0.0079764i,0.00087447-0.0082809i,-0.0021452-0.019117i,-0.0027308-0.014968i,-0.00060024-0.0057474i,-0.00029732-0.0018161i,-0.0015276-0.00088698i,-0.00096114+0.00068518i,-9.0098e-05+0.0010936i,-0.00072437+0.00015854i,-0.0011234-0.0003361i,-0.00056861-0.00056066i,0.00025303-0.0005482i,0.0011114+0.00015942i,0.00076336-8.1866e-05i,1.0074e-05-0.0012402i,0.00011374-0.0010601i,0.00042645+0.00059382i,0.0002473+0.00052294i,4.6581e-05-0.00036618i,7.6414e-05-0.00017522i,0.0010774+3.3707e-05i
0.014185-0.0026202i,0.0097326-0.00085716i,-0.0050845-0.0014931i,-0.016446-0.0019916i,-0.013713-0.0005803i,-0.0051905-0.00086248i,-0.0019061-0.00039625i,-0.0011796+0.0017554i,5.7342e-05+0.0019823i,-0.00027648+0.00032722i,-0.00099338+0.00030322i,-0.00082368+0.00059429i,-0.00065178-0.00045271i,-0.00019446-0.00092506i,0.00088314-0.0011255i,0.00079953-0.0020089i,-0.00011795-0.0022403i,-0.00016514-0.0015961i,2.6229e-05-0.00033961i,-0.00059715+0.00060756i,-0.00073519+0.0004572i,-0.0002549+6.3149e-05i,-0.00062124+0.00020972i
0.00068328-0.016914i,0.00093258-0.011464i,-0.0041114+0.0052499i,-0.0067615+0.017706i,-0.0045055+0.014887i,-0.0025062+0.0059006i,-0.00034439+0.0021188i,0.0024598+0.0015577i,0.0027878+0.000401i,0.00083611+0.00031488i,-9.8959e-05+0.00097257i,-0.00085868+0.0010937i,-0.0014562+0.00023231i,-0.0011519-0.001232i,-0.0011726-0.0014636i,-0.0015444-0.001087i,-0.0012992-0.001026i,-0.0011846-0.0011604i,-0.00074416-0.00051815i,-0.00025768+0.00045002i,-0.00042018+0.0012316i,-0.00052469+0.00056579i,0.0001884-0.00077273i
-0.013551-0.0080033i,-0.007214-0.007056i,0.0071551+0.0030367i,0.017096+0.0096615i,0.014811+0.0066673i,0.0059265+0.0036064i,0.0024604+0.00064611i,0.0024678-0.0025349i,0.00073054-0.0025101i,-0.00051482-0.0009501i,0.00015895-0.00025016i,0.00037956+0.0003373i,-0.00052476+0.00030853i,-0.0018456-0.00017859i,-0.0022182-0.00039885i,-0.0015555-0.00017369i,-0.00063269+0.00085655i,-6.3256e-05+0.0013748i,-0.00010603+0.0010474i,-0.00052469+0.00055208i,-0.00026888+0.00024871i,-0.00043575+5.8564e-05i,-0.00046191-0.00042916i
-0.015609+0.0084566i,-0.013722+0.0033026i,4.9864e-06-0.0058371i,0.0095811-0.011701i,0.0069713-0.0099483i,0.0036588-0.0034428i,0.0018197-0.00086668i,-0.00018475-0.0017926i,-0.0011081-0.001369i,-0.0013438-0.00033699i,-0.0013797+4.6693e-05i,-0.00096563+0.00078104i,-0.00075191+0.0012006i,-0.0011566+0.00081008i,-0.0016193+0.00089203i,-0.0011868+0.0015104i,-0.00026468+0.0013045i,0.00025349+0.0011891i,4.9723e-05+0.0008937i,0.0005319+0.00018738i,0.00057211-0.00018094i,2.4564e-05-0.00013536i,9.6209e-06+0.00039805i
0.0044476+0.016723i,-0.0011264+0.013545i,-0.0062855-0.0032387i,-0.0099981-0.013864i,-0.0082959-0.010162i,-0.0018375-0.0043298i,-4.5139e-05-0.0012154i,-0.0017773+0.00052825i,-0.0020202+0.00099659i,-0.0011223+0.00063605i,-0.0014345+0.00079314i,-0.0016102+0.0012439i,-0.00094731+0.00090676i,-0.00030958+0.00017881i,0.0003142+0.00087392i,0.00097713+0.0012403i,0.0018845+1.4134e-05i,0.002383-0.00075379i,0.0015856-0.00055065i,0.0010368-0.00023241i,0.00030224+0.00041401i,-0.0010892+0.00089095i,-0.0012516+0.0011406i
0.018323+0.0013133i,0.012976+0.0057947i,-0.0043947+0.0062205i,-0.015189+0.0065713i,-0.011992+0.0061412i,-0.0045945+0.0018106i,-0.00068766-9.4803e-05i,0.00022016+0.0013697i,0.00063472+0.0018127i,7.5907e-05+0.00036626i,-0.00083302-0.00048486i,-0.00069086-0.00042089i,-0.00074809-8.3743e-06i,-7.5272e-05-0.00010138i,0.00096438-0.00089906i,0.0012804-0.0017476i,0.0010022-0.0023706i,0.00066721-0.0016142i,0.00038102-0.00066004i,-8.169e-05-0.00017173i,-0.00023805-0.00012648i,-0.00054214+2.0364e-07i,0.00011201-0.00012733i
0.0088429-0.016078i,0.012148-0.0103i,0.0098624+0.0065509i,0.0068599+0.017842i,0.0049452+0.013742i,0.0010551+0.0039687i,0.00068522+4.4495e-05i,0.0032702+0.0011664i,0.0023148+0.0018823i,0.00026346+0.0011756i,0.0003294+0.0010935i,0.00040001+0.00066994i,-0.00023457-0.00059154i,-0.00064246-0.0011337i,-0.00049505-0.0012311i,-0.00048151-0.0011393i,-0.00062357-0.00098455i,-0.00091077-0.0010379i,-0.0013974-0.0011415i,-0.0011999-0.0013878i,-0.00099686-0.00061182i,-0.00084908+0.00052451i,-0.00080136-7.3558e-05i
-0.015493-0.014703i,-0.0074299-0.015489i,0.0073203-0.0063328i,0.015885+0.0006861i,0.012663+0.00084331i,0.0038619+0.00072849i,-0.00020064+0.0005614i,0.0006583-0.00054235i,0.0010429-0.0017883i,0.00021491-0.0015005i,-0.00011442-0.00040455i,-6.9032e-05-7.2305e-05i,0.00015684+0.00064577i,-0.00026285+0.00045686i,-0.0015339-0.00014443i,-0.0021584+0.00049048i,-0.001694+0.0010087i,-0.0015939+0.0002741i,-0.0013522-0.00043876i,-0.00093686+0.00044275i,-0.00082062+0.0011599i,-0.00091166+0.0011236i,-0.0010348+0.00046958i
-0.01825+0.007958i,-0.017273+0.00055218i,-0.0043399-0.012206i,0.0043174-0.018399i,0.0027087-0.013893i,0.00078396-0.0045417i,0.00017413+0.00019028i,-0.0012888-0.0005236i,-0.0014561-0.0010829i,-0.00068881-0.00034659i,-0.00070466-0.0011208i,-0.0012341-0.0019484i,-0.0016446-0.00091247i,-0.0012795+0.0002592i,-0.00081562+0.00075391i,-0.00040041+0.0011831i,-2.6535e-05+0.0013023i,-2.5261e-06+0.00045295i,-0.00047832+0.00038458i,-0.00062316+0.00069358i,-0.00018219+0.00085656i,5.6435e-05+0.00072235i,-0.00029179-0.00027229i
0.0019683+0.020074i,-0.0069622+0.017566i,-0.015776+0.0027839i,-0.018279-0.0059569i,-0.013602-0.0034578i,-0.0043072-5.0954e-06i,0.00030403+0.00066175i,-0.0005629+0.00035279i,-0.00060412+0.00058999i,0.00018421+0.00061204i,-0.00094156+0.00024698i,-0.0025663+0.00047809i,-0.0028132-7.6304e-05i,-0.0012053-0.00061281i,0.00083205-0.00019161i,0.0015343-0.0002168i,0.0010306-0.00083337i,0.0002355-0.00087437i,0.00055181-3.7223e-05i,0.0013033+0.00041484i,0.00067018+0.00016906i,-0.00037334-0.00011794i,-0.00054404+0.00020716i
0.020326+0.0065621i,0.016603+0.013977i,0.0014564+0.017831i,-0.0073131+0.017232i,-0.0051155+0.01317i,-0.00039595+0.0050002i,0.0004808+0.00067656i,0.00015748+0.0013158i,0.0011536+0.0014764i,0.00058237+0.0011i,-0.00096813+0.0013016i,-0.0010478+0.0014191i,-0.00023419+0.0011043i,0.00022519+0.00013737i,0.0010295-0.000749i,0.0010707-0.0011892i,0.00079041-0.0015925i,0.000517-0.0024439i,0.00018862-0.001776i,0.00010122-0.00088558i,0.00070213-0.00080213i,0.00099417-0.00091025i,0.0010458-0.0017379i
0.011025-0.015325i,0.016887-0.0091095i,0.015216+0.0076964i,0.013776+0.015327i,0.012723+0.010415i,0.0058263+0.0028195i,0.001242-0.00085855i,0.0018922-0.00072846i,0.0021787-8.6881e-05i,0.0011769+0.0010212i,0.0002716+0.0019479i,0.00024592+0.0020835i,0.00091481+0.0013161i,0.00049188+0.00016448i,0.00037212-0.00036456i,0.00016109-0.00083291i,-0.00067835-0.0013611i,-0.0015469-0.0011441i,-0.0017638-0.00079385i,-0.0013406-0.0011174i,-0.00093543-0.00090608i,-0.00037425-0.00056616i,0.00032464-0.00073707i
-0.010947-0.019974i,-0.0024363-0.025693i,0.012325-0.019954i,0.017898-0.014239i,0.011237-0.012307i,0.0015927-0.0068599i,-0.0013156-0.0015976i,0.0001845-0.0013376i,0.00024133-0.0023336i,0.00060735-0.0019719i,0.00061809-0.00054026i,0.00018525+0.00019795i,0.00029483-0.00084632i,-4.3547e-05-0.0016351i,-0.0011615-0.0010721i,-0.0011114-0.00062712i,0.00017073-0.000332i,0.0004266+0.00019596i,-0.00016964+0.0004689i,-0.00066967+0.00072713i,-0.0011118+0.00085947i,-0.0010722+0.00029645i,-0.00059648-0.00022175i
