-0.00040081+0.00099509i,0.0014222-0.00063336i,0.00039007-0.00077571i,-0.0010725-0.00023971i,-0.0021919+0.00093139i,-0.0016695+0.00099338i,-0.00072783+0.00094735i,0.000105+0.0011265i,0.0011401+0.00051993i,0.0010212+0.00044635i,0.00024509-7.5689e-05i,0.00014599-0.00047947i,0.00075455+0.00021886i,0.00021717+0.0010643i,-0.00023442+0.0015046i,-0.00028845+0.00065126i,0.00075508-0.00065406i,0.0010681-0.0009367i,0.00015957-0.0011125i,0.00018509-0.00077593i,0.00061792-0.00021128i,0.0010093+0.00016159i,0.00047949+0.00021814i
0.0019891+0.000633i,0.0021834+0.00045156i,0.002028-0.00023907i,0.0014493-0.0011355i,0.00052611-0.0014543i,-2.2846e-05-0.0015631i,0.00022214-0.0015089i,0.00011121-0.00016372i,0.00016878+0.00069564i,5.8525e-05+0.00068983i,-0.0006111+0.00060338i,-0.00041232+0.00087807i,0.00023592+0.0013352i,0.00031155+0.00098058i,-0.00025532-3.6099e-05i,-0.00059168-0.00053106i,-0.00052635-0.00042832i,4.4942e-05+0.00021814i,0.000381+0.00072756i,0.00035696+0.00059617i,-0.00014898+0.00023761i,-0.0009212-0.00016827i,-0.0010669-0.00013094i
-0.00046464+0.00062345i,-0.001183+0.0021221i,-0.0014194+0.0022197i,-0.0013828+0.0011917i,-0.0018068+0.0012801i,-0.00085118+0.0010884i,1.2426e-05+1.4101e-05i,-0.00059854+2.8104e-06i,-0.0012821+0.00077311i,-0.00085086+0.0007651i,-0.00015046+0.00082225i,-0.00014653+0.00033798i,0.00059947-0.00021841i,0.00049527+8.3354e-05i,-1.5348e-05-1.43e-05i,0.00029147-0.00040086i,-5.1432e-05-0.0009877i,-0.00045129-0.0006714i,-0.00037963-6.305e-05i,-0.00049124+0.00032627i,-0.00044897+0.00025406i,0.00012083-0.00012119i,-5.6462e-05-0.00038869i
0.00024504-0.00070929i,0.0002823-0.0021823i,0.00056669-0.0031328i,0.0018541-0.0029167i,0.0019743-0.0025759i,0.0016682-0.0022509i,0.0013295-0.0012671i,0.00062745-0.00090776i,0.00046008-0.00069413i,-4.9223e-05-0.00024319i,-0.00089658+0.00034611i,-0.0013941+0.0011544i,-0.00089856+0.0012235i,-0.0003908+0.00020815i,-0.00018886-0.00021332i,0.00031942+0.00051246i,0.00055418+0.00016779i,0.00016651+0.0002365i,0.00024769+0.00096272i,0.00042113+0.00097444i,-3.1542e-05+0.00059999i,-0.00042427+8.3267e-05i,5.012e-05+0.00056871i
-0.00025806-0.0023743i,-0.0011997-0.0018386i,-0.0020703-0.00043833i,-0.0020441+0.001317i,-0.0017523+0.0012441i,-0.0012032+0.00049794i,-0.0011569+9.824e-05i,-0.00063014-0.00084903i,-0.00050142-0.00070683i,-0.00074764+0.00060664i,-0.00014176+0.00094128i,0.00064256+0.00080169i,0.00075812+0.00095578i,0.00032799+0.00023859i,0.0012164-0.00073883i,0.002054-0.00059091i,0.0010237-0.00047676i,0.00031326-0.00018556i,0.00039346+0.00026608i,0.00044059+0.00014178i,0.00073557+8.076e-05i,0.00072194-0.00017313i,0.0003208-0.00028861i
0.00098608+0.0031601i,0.0020331+0.0030387i,0.0031248+0.0022572i,0.0023953+0.00092157i,0.0011493-9.467e-05i,0.00038096-0.00051815i,0.00055478-0.00077932i,0.00055286-0.00063813i,-0.00024414-7.2061e-05i,-0.00021305+7.562e-05i,-2.147e-05-0.00021344i,-0.00030726+0.00016326i,-0.00026664+0.00039915i,7.3229e-05+0.00025175i,-0.00030537+0.00056265i,-0.00043413+0.00052946i,4.9101e-05+5.0861e-06i,-0.00036149+0.00015658i,-0.00069783+0.00025479i,9.3888e-05+0.00037488i,0.00049356+0.00056267i,0.00023178+0.00014612i,9.0214e-05-0.00017375i
-0.0028294-6.903e-05i,-0.0030463-0.00040637i,-0.0012886+0.00025149i,0.001223+0.0006345i,0.0016921-0.00016099i,0.0011736-0.0011362i,0.00063656-0.0013004i,-1.024e-05-0.00061412i,-0.00030215+0.0001847i,-0.00066673+0.00051358i,-0.00069825-0.00039263i,-0.00064758-0.0010956i,-0.00030827-0.00023977i,2.3087e-05+8.9687e-05i,-5.3157e-05-2.5703e-05i,0.00020523+0.00035437i,0.00064084+0.00085691i,0.0014516+0.00066023i,0.001635+0.00037781i,0.0010667+0.00089227i,0.00029247+0.0013855i,-0.00033875-0.00012481i,-0.00019413-0.0011819i
-0.00033839-0.00011115i,-0.00016258-0.00068352i,-0.00061268-0.00082482i,-0.00062845+0.00014863i,-0.00073951-0.00014712i,-1.562e-05-0.00085938i,0.00044283-0.00054418i,6.2777e-05-0.00034552i,5.4608e-05+0.00031785i,0.00080392+0.00068668i,0.00077376+0.00035744i,0.0001869+0.00031656i,0.00022184+0.00053309i,0.00033672+0.00034418i,-6.1321e-05-0.00042553i,-0.00020601-0.00088312i,0.00063288-0.0006479i,0.00044929+0.0001143i,-0.00025696-3.3875e-05i,0.00019685-0.00075522i,0.00071723-0.00067719i,0.00041748-0.00049032i,0.0003639-0.00059296i
0.00094898+0.0015242i,0.0006394+0.0017164i,0.00058123+0.0010893i,0.00044114+0.0014558i,0.00055383+0.00087587i,0.00077007-9.2023e-05i,0.00035673-0.00026924i,-0.00047778-0.00059919i,-0.00043494-0.0011663i,0.00014701-8.4435e-05i,-0.00041488+0.00090201i,-0.00074922+0.00047128i,-5.9031e-05-0.00039894i,3.5547e-05-0.00033708i,-0.00027881-0.00065907i,-0.00049509-0.00044734i,-0.0005157-0.00011256i,0.00012002-0.00032461i,0.00061659+0.0001426i,0.00043949+0.00023097i,0.0003949-0.00040759i,0.00059918-0.00042744i,0.00036056+0.00027717i
0.0020339+0.00048738i,0.0024133+0.00061724i,0.002201+0.00072998i,0.00095108-0.00022833i,-0.00018322-0.0019444i,-0.00031609-0.0024297i,-0.00031806-0.002174i,-1.1386e-05-0.0016884i,0.00014039-0.00052494i,-0.00030591-0.00017791i,-0.00015387-0.00010019i,0.00029714+0.00030862i,0.00098182+0.00013813i,0.0010351-0.00021702i,0.00070963-0.00068277i,0.00056399-0.0011231i,0.00042266-0.00068536i,0.00032122-0.00014208i,8.9494e-05-0.00027043i,-0.00021692+9.0019e-05i,0.00012646+0.00077566i,0.00034272+0.00090935i,0.00048215+0.00088424i
-0.00049052+0.00051325i,-0.00062615+2.2375e-05i,0.00041371-0.00026928i,0.0012295-0.00055789i,0.0013419-0.00035516i,0.00076897-0.00010511i,0.00038802-0.00044158i,-0.00021373-0.00065185i,-0.0010546+1.1371e-05i,-0.00044382-2.3187e-05i,0.00061351-0.00017212i,0.00022058-0.00024171i,-0.00015044-0.00070256i,-0.00011896-3.0296e-05i,0.00012897+0.00029017i,0.0004334-0.00031981i,0.00013158-0.00052086i,0.00030536-0.00028764i,0.00059233-0.00018581i,0.00057502-0.00015418i,0.00072843-0.00010313i,0.00044077-0.00027592i,8.6023e-05+0.0004914i
-0.000523-0.001467i,-1.9556e-05+0.00058446i,-0.00074095+0.0017118i,-0.0011584+0.00083145i,-0.00031902+0.00022546i,0.00081755+0.00020154i,0.00089412-0.00020095i,0.00011806-0.00011203i,-0.00060541-0.00012759i,-0.00040432-0.00020956i,0.00014687+0.00065345i,0.00056581+0.00097698i,0.00070076+0.00026968i,0.00028592-9.933e-05i,-0.00016058-0.00036895i,-0.00025863-0.0004349i,0.00014324-0.00013444i,-0.00010078+0.00053084i,-0.00058836+0.00066079i,-0.00047584+0.0010715i,-0.00078347+0.0013915i,-0.00052416+0.00050301i,0.00032201-0.00052747i
-0.00015095+0.002513i,0.001439+0.00093728i,0.003169-0.00014778i,0.0028531+0.00015362i,0.0017399-1.9518e-06i,0.00074193-0.00042213i,0.00011838-0.00063026i,-0.00019085-0.00096261i,-0.00017837+6.1747e-06i,8.2573e-05+0.0010368i,0.00015127+0.00086481i,0.0003457+0.00086153i,0.00044235+0.00010616i,0.00067796-0.0008409i,0.00041567-0.00094913i,-7.6798e-05-0.00069579i,-4.1478e-06-0.00056448i,-0.00024212+0.00017394i,0.00028598+0.00029454i,0.00099786+1.5299e-05i,0.00043656-0.00023734i,0.00083677-0.00051568i,0.001664-0.00048062i
0.00013131+0.00020395i,0.00025318+0.00045594i,0.0013099+0.00034889i,0.00093934-7.6208e-05i,-0.00035425-0.0007323i,-0.00045572-0.00041631i,-0.00034504+5.0649e-05i,-0.00072641-0.00043711i,-0.00113-0.00061316i,-0.0010968-0.00039449i,-0.00068434+0.00077836i,0.00031427+0.0014095i,0.00090723+0.0011664i,0.00043333+0.00044869i,0.00049047-0.00011252i,0.00047636-0.0002024i,0.0002426-9.3163e-05i,-0.00010911-0.00053325i,0.00020712-0.00072291i,0.00083594-0.00020734i,0.0006642+0.00044315i,0.00052199+0.00063764i,0.00050226+0.00071564i
-0.00014865-3.1654e-06i,0.00024654+0.0013138i,0.00049241+0.0020938i,-0.0007173+0.0018234i,-0.00068068+0.00034412i,0.00030111-0.000645i,0.00092777-0.00082582i,0.00034513-0.00048328i,-0.00082303+0.00029499i,-0.00011665+0.00079062i,0.00030682+0.00038388i,-7.1532e-05+0.0001327i,0.00046083+0.00011232i,0.0007013-2.7969e-05i,0.00023031+0.00052152i,-0.00038904+0.00041255i,-0.00044522-0.00044419i,-5.6925e-05-0.00086047i,9.6866e-05-0.0011505i,-0.00044378-0.00078426i,-0.00061633-0.0002458i,-0.00045064-0.00033753i,-8.3012e-05-0.00061878i
0.00099009+9.8577e-05i,-0.00073965-0.00018687i,-0.00065986-0.0009662i,0.00011273-0.0015567i,-0.00012649-0.0031553i,-0.00027346-0.0031508i,0.0002151-0.0018194i,0.00034807-0.00041786i,-0.00014594+0.00080586i,0.00022065+0.0008587i,-3.6182e-05+0.00055022i,-0.00084347+0.00056672i,-0.00068785+0.00065479i,-0.00056912+0.00040565i,-9.9015e-05-0.00060329i,0.00015935-0.00069984i,5.065e-05-0.00059932i,0.00038809-0.00022788i,7.9556e-05+0.00013269i,-0.00026791-7.4476e-05i,0.0007325+0.00099333i,0.00073774+0.0014985i,0.00047469+0.00025253i
-8.3697e-05-0.0015113i,0.0003053-0.00034446i,-0.00034075+5.7959e-05i,-0.0018231-0.00022094i,-0.0021604-0.00051433i,-0.0014387-0.0007196i,-0.00097111-0.0010928i,-0.0011295-0.0011968i,-0.0010783-0.00037255i,-0.00022883+0.00016805i,-0.00018718+0.00030469i,-0.00063745+0.00057608i,-0.00023409+0.00043012i,0.00060446+3.7405e-05i,0.0013029+6.0395e-05i,0.0014308+0.00098882i,0.00053788+0.00079348i,-0.00068159+0.00069143i,-0.0007028+0.00082055i,0.00013887+0.00012617i,0.00035318-0.00043557i,0.00051686-0.00085756i,0.00077646-4.8571e-05i
-0.0018473+0.0011574i,-0.0015893+0.0010251i,-3.2478e-05+0.002401i,0.0010575+0.0030252i,0.0011493+0.0016851i,0.0010948-0.00012586i,0.00044686-0.00023882i,-0.00084345+0.00014559i,-0.0004979+0.00035817i,0.00033759+0.00016687i,1.026e-05-0.00095647i,4.3539e-05-0.0010155i,-0.00012686-2.3159e-05i,-0.00013739-0.00030037i,0.00035676-0.00029179i,-0.00037652+0.0001048i,-0.0009463-0.00027137i,-0.001047-0.00045525i,-0.00082511-4.9192e-05i,-0.00024419+0.00026153i,0.00027545+6.4992e-05i,0.00042116+9.0623e-05i,0.00033166+0.00020661i
0.00044516+0.0014285i,0.00025292+0.0015915i,0.0003941+0.000581i,0.00036124-0.0013887i,6.5223e-05-0.0025283i,-0.00064822-0.0026675i,-7.3628e-05-0.0018012i,0.00070242-0.0007082i,0.00047565-8.2646e-05i,9.191e-05-0.00023734i,0.00019361+2.5238e-05i,0.00019439+0.00048562i,1.3344e-06+8.5272e-05i,2.7366e-05-0.00046178i,0.0001004-0.00050627i,0.00035247-0.00060412i,0.00033765-0.00044206i,-3.3163e-06-0.00011177i,-0.00022826+0.00023461i,-9.828e-05+0.00029188i,0.00033919+0.00025423i,0.00051111-9.8089e-05i,8.1279e-05-2.257e-06i
0.0010139-0.00098366i,0.00082323-0.0010016i,0.00067057-0.00038473i,0.00023715+0.00069717i,-0.00024793+0.00040975i,-0.00059956-0.00040278i,-9.8254e-05-0.00064015i,-0.00018462-0.00032635i,-0.00049352+0.0001141i,-0.00015533+0.00050483i,0.00039265+0.00051947i,0.00065847+0.00051332i,0.00069184+0.00093319i,0.0009385+0.0003199i,0.0007795-0.00031862i,6.9334e-05-0.000484i,-0.00019957-0.00070074i,0.00030715-0.00052726i,0.0006465+0.00012462i,0.00077037+0.00031897i,0.00099787+0.0001477i,0.00082595-0.00030607i,0.00054583-0.00049826i
-0.00015033+0.0005572i,-0.00084177+0.00017437i,-0.0014617-0.00068903i,-0.0012665-0.0013054i,-0.0010358-0.0015304i,-0.00021922-0.00098796i,0.00065561-0.00051853i,-0.0002116-0.00058217i,-0.0010456-0.0007588i,-0.0012102-0.00033136i,-0.0014772+0.00033147i,-0.0011897+0.00061718i,-0.00027083+0.00049055i,0.00036206-3.2239e-05i,0.0010586-0.00030803i,0.0011941-0.00018039i,-0.00046184+2.9757e-05i,-0.0011509-0.00023311i,-0.00048763-0.00052825i,-1.7189e-05-0.00081806i,0.00017542-0.0007117i,0.00031734-9.879e-05i,0.00064441-0.00063521i
0.00054924+0.0017603i,0.001677+0.0028672i,0.0036781+0.003001i,0.0038998+0.0015625i,0.0029295-0.0003803i,0.0019045-0.0018143i,0.00078768-0.0011392i,-0.00061382-0.00031992i,-0.0013191+0.000421i,-0.00055777+0.0011034i,-0.00014904+0.0013059i,0.0002233+0.0012012i,0.00020485+0.0013306i,-0.0001249+0.0010286i,0.00021766+0.00020146i,1.6047e-05-0.00048426i,-0.0010128-0.00095531i,-0.0013177-0.00082757i,-0.000317-0.00060939i,0.00039223-0.00013597i,0.00052553-9.4558e-05i,0.00073586-0.0007146i,0.00095452-0.00026978i
-3.8281e-05+0.00012625i,0.00017244-0.001393i,1.9576e-05-0.0020737i,0.00024792-0.002302i,-0.00022569-0.002746i,-0.00095052-0.0028718i,-0.00074959-0.001574i,-0.00095603-0.00026865i,-0.0010035-0.00021903i,-0.00046945-0.00039267i,-0.0011264+4.9982e-05i,-0.0013306+0.00024996i,-0.00056595+0.0005293i,-0.00027863+0.00037756i,-0.00022482-0.00033144i,0.00079782-0.00031931i,0.00059554+0.0001704i,-0.0010096+9.6537e-05i,-0.00076618-4.8308e-05i,0.00020813-3.0826e-06i,-5.1339e-05+0.00016181i,-0.00060499+3.8584e-06i,5.0535e-05+2.8951e-05i
-0.00081291-0.0032836i,-0.0012249-0.0019888i,-0.0020946-0.0007215i,-0.0025444+0.0012365i,-0.0021849+0.0010973i,-0.00078824-0.00038017i,0.00022997-0.0015757i,-2.9482e-05-0.0010443i,-0.00080595-0.00032816i,-0.00079117-0.00036675i,-0.00015528+0.00010739i,0.00032411+0.00051955i,0.00077064+0.00038287i,0.0010004-0.00017209i,0.00093762-0.0010108i,0.00072638-0.0014131i,0.00077647-0.00086462i,0.0004327-5.5664e-05i,-0.00022423+0.00033944i,-0.0007213+0.00027974i,-1.8603e-05+9.7912e-05i,0.0011405+0.00011256i,0.00087042-0.00017055i
0.00039847+0.0020336i,0.0010234+0.0017839i,0.00086849+0.0013159i,0.0014123+0.0007562i,0.0013615+0.00015763i,0.00076166-0.0008379i,0.00041977-0.0018043i,-0.00060646-0.0012659i,-0.00098133+0.00020852i,-0.00064017+0.00047808i,-0.00037699-5.9148e-05i,0.00018529-0.00010341i,0.00056004-0.00021637i,2.8325e-05-0.00013831i,6.0416e-05+0.00016915i,0.0001347-0.00032775i,-1.8144e-07-0.00075216i,-0.00017597-0.00035798i,-0.00078837+0.0002946i,-6.6392e-05+0.00045631i,0.0004335+6.1141e-05i,0.00012606+4.1755e-05i,0.00032818+0.00049294i
-0.0028622-8.3645e-05i,-0.001954+0.0010617i,-0.00054601+0.0018527i,-0.00066632+0.0025443i,-0.0016524+0.0025361i,-0.0018512+0.00073783i,-0.00031139-0.00046221i,0.00049487+6.0447e-05i,-0.00017735+0.0003271i,-0.00022127+0.0004507i,-0.00013905+0.001069i,-0.00071988+0.0012168i,-0.00057118+0.00073654i,0.00044232-2.3292e-05i,0.0010659-0.00036513i,0.00041729-0.00014446i,-0.00014678+0.00021496i,8.4052e-05+0.00076127i,-0.00016734+0.00093368i,-0.00057416+0.00018232i,-0.00074199-0.00050624i,-0.00059015-0.00058212i,0.00048939-9.8868e-05i
-0.0027246-0.0021867i,-0.0020913-0.0019459i,-0.0022463-0.00052384i,-0.0015855+0.0011113i,-9.3185e-05+0.0018324i,0.00093376+0.00050737i,0.0015585-0.00049263i,0.001012-0.00020864i,-0.00051009+0.00032008i,-0.0015477+0.00067396i,-0.00094533+0.0011236i,0.0003996+0.0014108i,0.001053+0.00058164i,0.0007138-0.00028358i,0.00034963-0.0010697i,0.00058861-0.00066718i,0.0007527+0.00015029i,0.00079036+0.00055194i,0.00079974+0.0012329i,0.00099685+0.0010457i,0.00075878+0.00087163i,0.00033239+0.0010945i,1.3853e-05+0.00012896i
0.0021776+0.00092877i,0.0021849-0.00035512i,0.0016688-0.00076063i,0.0017901-0.00047471i,0.0010444-0.0012282i,0.0003383-0.0014267i,0.00031897-0.0011413i,-0.00026311-0.0011466i,-0.00035064-0.00042132i,0.00063422-9.8422e-06i,0.0013251-0.00030664i,0.00018976-0.00058668i,-0.00040334-0.00041645i,0.00062207+0.00037531i,0.001487+0.00061442i,0.0014729+0.00013202i,0.00010697-4.9107e-05i,-0.00055252+0.00042456i,0.00016269+0.00073555i,0.00064599-6.7339e-05i,0.00021264-0.00018549i,2.399e-05+0.00057683i,-0.00055263-0.0001379i
0.0001049+0.001062i,0.0012086+0.00068433i,0.0034788+0.0014017i,0.0038502+0.00024201i,0.0023702-0.0011594i,0.00032022-0.0013382i,-0.00016246-0.0010668i,-0.00011369-0.00077767i,-0.00077345+0.00026972i,-0.00036762+0.0014582i,-4.6827e-05+0.0012629i,-0.00040441+0.00041562i,-0.00014309-0.0005379i,0.00069649-0.0010336i,0.00067027-0.00070076i,0.00030952-5.4072e-05i,0.00041936-9.2217e-05i,0.00040091-0.00030895i,0.00031372+0.00070068i,0.00011057+0.001181i,-0.00044682+0.00054548i,-0.00059607+0.00016834i,1.9485e-05-0.00016768i
-0.00060832-0.00083736i,-0.0013039-0.00055825i,-0.00144-0.0010256i,-0.00070702-0.0014993i,-0.000273-0.0011003i,-0.00017439-0.0010792i,-0.00014186-0.00068264i,-0.00080975+0.00044555i,-0.001387+0.00073347i,-0.00077783+0.00031788i,0.00070517-0.00023752i,0.0010455+7.7617e-05i,7.5765e-05+0.00042618i,-0.00031741-0.00016059i,3.9562e-06-0.00050338i,0.00017613-0.0012968i,4.638e-05-0.0011551i,-0.00027797+0.00044443i,-0.0002684+0.00079603i,0.00015806+0.00028841i,0.00054415+0.00057494i,0.00070421+0.00090357i,0.0005245+0.00032977i
8.7234e-06+0.00010598i,-3.6682e-05+0.00047797i,-0.00095953+0.00068296i,-0.00078147+0.0011356i,-0.00016224+0.00057424i,0.00025292-0.00010632i,0.00087539-0.00050462i,0.00012043-0.00082322i,0.0001569-0.00056956i,5.4219e-05+0.00082329i,-0.00098919+0.0013618i,-0.0010861+0.00030548i,1.7416e-05-9.4791e-05i,0.00082693+0.00021831i,6.993e-05+0.0003755i,-0.00063137+0.00022416i,-0.00035063-0.00024229i,-0.00021579-0.00010541i,-0.0004074+0.00010646i,-0.00090519-0.00046893i,-0.00036038-0.00059193i,0.00017864-0.00029205i,5.9902e-05-0.00012989i
0.00043722-0.00020677i,0.00069171+0.00021289i,0.00032596-0.00052603i,-0.0003407-0.0018401i,-0.00054621-0.0021091i,0.00023444-0.0014104i,0.00063536-0.00088366i,0.00014802-0.00077411i,-0.00054539-0.00091582i,-0.00081003-0.00021604i,-0.00080379+0.00033688i,-0.0006852-0.00016374i,-0.00027283+0.00010707i,-3.2935e-06+0.00062339i,-0.00035935+0.00057456i,-7.0318e-05-0.00045948i,6.5104e-05-0.0010358i,-0.00066756-0.0004408i,1.6351e-05-0.00016084i,0.00049924+9.8987e-06i,9.9645e-05+0.00058963i,-0.00048488+0.00031997i,-0.00019531-0.00078856i
-0.00085391-0.0012618i,-0.00051423+0.0002749i,-0.00042275+0.0013026i,-0.00066869+0.0022132i,-0.0010315+0.0012135i,-0.00022893+5.4298e-06i,0.0010966+0.00027882i,0.00068203+0.00040742i,-6.4534e-05+0.00060249i,-0.0005726+0.00062063i,-0.0003884+0.00023937i,0.00018067-5.4192e-05i,-0.00046877+0.00022363i,-0.00064614+0.00030751i,0.00034291-0.00011504i,0.00062032+4.8442e-05i,0.000948-8.0609e-05i,0.00087492-0.00087305i,0.00067097-0.00087454i,0.00023672-9.1994e-05i,-7.4018e-05-8.0784e-05i,0.00037885-0.00026921i,3.9736e-06-0.00021055i
-0.00087274+0.00198i,-0.00061751+0.0028693i,0.00026715+0.0027388i,0.00085041+0.00072054i,0.0018109+0.0001217i,0.0016229-0.00044115i,0.0004061-0.0016713i,-0.00013074-0.0012264i,-0.00039973-0.00016972i,-0.000417-6.3948e-05i,0.00019661-0.00045065i,0.00043156-0.00087188i,-0.00055999-0.00068515i,-0.00094417-0.00017171i,9.5897e-05+0.00015255i,0.00075952-0.00013718i,2.7337e-05-0.00032429i,-0.00023367-0.00040003i,0.00042823-3.2345e-06i,0.00051802+0.00034101i,0.00061567+0.00010618i,0.0002867+0.00030257i,-0.00011174+0.0006787i
-0.0018783-0.00023482i,-0.0021499+2.0468e-05i,-0.0022028+0.0019292i,-0.0017781+0.0021706i,-0.00097185+0.00043336i,-0.00024127-0.00071078i,0.00047239-0.00056147i,-7.4793e-05+4.1956e-05i,-0.001239+0.00077955i,-0.00076663+0.00092849i,0.00018116+0.00069151i,3.1039e-05+0.00058599i,0.00019702+0.00029262i,0.00071211-0.00034984i,0.00075429-0.00043388i,0.0003852+0.00041543i,0.00038758+0.00059539i,0.00061407+0.00042893i,0.00012596+0.00072181i,-3.4455e-05+0.00073065i,0.00051945+0.00054889i,0.0013062+0.00011886i,0.0013135+0.00036839i
-0.00038959-0.00075024i,0.00053329-0.00084693i,0.0017837-0.0009062i,0.0021507-0.0012381i,0.0016374-0.0016663i,0.00078174-0.0014417i,0.00045887-0.0015471i,-0.0004659-0.0010637i,-0.0011695+0.00014838i,-0.00046883+0.00079058i,-0.00047854+0.00062781i,-0.00048549+0.00019968i,1.9378e-05+5.2064e-05i,-0.00035059-0.00020518i,7.4243e-05-0.00022122i,0.0011047+0.00010407i,0.00096052+7.287e-05i,0.00096141-0.00011119i,0.0006532+0.00021364i,0.00033856-1.8257e-05i,0.0010057-0.00037744i,0.0010433-0.00038453i,0.00085549-0.00054791i
-0.0010535+0.00028376i,-0.00089718+0.0013873i,-0.001157+0.0031897i,-0.001839+0.0043488i,-0.0011273+0.0035161i,0.0005386+0.001349i,0.00081235+7.9929e-05i,-0.00035949-0.00045264i,-0.0012716+8.6737e-05i,-0.00076888+0.00050085i,-0.0001085+4.8533e-05i,0.00061416+0.0004827i,0.00065825+0.00079878i,8.6921e-05+4.9019e-05i,0.00042649-0.00052674i,7.6038e-05-0.00052147i,-0.00045827-0.00085018i,-0.00044955-0.00042965i,-0.00037654+0.00060006i,-0.00041331+0.0015772i,-0.0010242+0.0013651i,-0.00059644+0.00088988i,0.00058563+0.00079463i
0.0012574+0.00071386i,0.00064646+0.0005131i,0.00038483-0.001048i,0.00087659-0.0016615i,0.00080588-0.001456i,0.00059792-0.0012439i,0.00031579-0.00069821i,9.5377e-05-0.00059871i,-0.00086783-0.00048126i,-0.0016144-0.00035235i,-0.0005704-0.0003913i,2.9523e-05+0.00016986i,-0.00023634+0.00035345i,8.3729e-05-3.5931e-05i,0.0004876-0.00035934i,0.00028779+0.00018816i,-0.00057115+0.0006581i,-0.00044198+0.00051472i,0.00065434+7.3707e-05i,0.00050794-0.00056676i,-0.00028683-0.00024293i,-2.7209e-05+0.00068542i,-0.00023142+0.00040586i
-0.00093784-0.0015234i,-0.0021391-0.00034107i,-0.0025685+0.00031971i,-0.0025031+0.0013121i,-0.0020554+0.00072614i,-3.6394e-06-0.00081464i,0.0010524-0.00081904i,0.0002276+5.4633e-05i,-0.00079422+0.0013002i,-0.00096322+0.0017439i,-0.00033733+0.0012704i,-0.00028074+0.0013809i,-2.7477e-05+0.0013796i,0.00066701+0.00092726i,0.00056802+0.00055293i,0.00019761+0.00014293i,0.0001309+6.0386e-06i,-8.5019e-05-2.5186e-05i,-0.001044+0.00053006i,-0.0014707+0.00076284i,-0.001053+0.00037971i,-0.00073504+0.00020072i,-0.00013228+0.00018754i
-0.00060897-0.0030769i,-0.0007558-0.0023757i,-0.0016889-0.0017383i,-0.0021818-0.00056297i,-0.0014231+0.00042951i,-0.00040498+0.00047072i,0.00016148-0.0002314i,-0.00012965-0.00072917i,-0.00049775-0.00078855i,-0.00079846-0.00033449i,-0.00044659+0.00011706i,0.00010702+0.00069585i,0.0010113+0.0011535i,0.001437+0.00076349i,0.00039291-0.00033681i,3.6238e-05-0.00071289i,0.00082257-0.00074192i,0.0011906-0.00087228i,0.00069315-0.00067859i,-5.2908e-05-0.00021727i,0.00029896-4.6455e-05i,0.00096399+3.5013e-05i,0.00038881+9.0061e-05i
0.0011969+0.0024728i,0.00051531+0.0028303i,0.00045561+0.0019759i,0.00085388-0.00030316i,0.0011457-0.0015826i,0.0019296-0.0010945i,0.001772-0.00067364i,0.00081962-0.00070082i,0.00020532-0.00024678i,-0.0005548+0.00070299i,-0.00067351+0.00030032i,-2.6383e-05-0.00014658i,0.0007327+0.00029965i,0.001134+0.0010719i,0.00088884+0.0010369i,0.00032029+8.2513e-05i,-6.7935e-05+0.00034756i,5.8433e-05+0.0003922i,-7.056e-06+5.6388e-05i,-0.00049904+0.00058007i,-0.0001062+0.00053312i,0.00097476+0.00030625i,0.00079924+0.00086188i
0.00036961+0.00071389i,-0.00051795+0.00095047i,-0.00061816+0.0005424i,0.00031694+0.00023487i,0.00079925-0.00013428i,0.00026154-0.0005489i,0.00053389-0.00035704i,0.00028945-9.1323e-05i,-0.00028102+0.00092501i,-0.00066055+0.0012853i,8.2285e-05+0.00070146i,0.00035765+0.00083759i,6.1146e-05+0.0013508i,0.00010018+0.00037547i,-4.1703e-05-0.0002746i,-0.00028035-0.00013825i,-0.00014699+2.3475e-05i,0.00019322+0.00075067i,0.00014678+0.00016093i,0.00017774-0.00069642i,9.0955e-05-0.00083883i,0.00013519-0.00023926i,0.0004267+0.00079166i
0.0011392-0.0030783i,-0.00015198-0.0034872i,-0.0012758-0.0037466i,-0.0022799-0.0032388i,-0.002394-0.0021001i,-0.00079972-0.00059135i,0.00058051-0.00034594i,0.00079152-0.0005796i,0.00060195+0.00012276i,-0.00025101+0.0002994i,-0.00077148-0.00018943i,-0.00024261+0.00062725i,0.00020154+0.0014228i,0.00085766+0.00079907i,0.0015946+0.00022987i,0.0014911+0.0001586i,0.00060408-0.0004033i,4.0318e-05-0.00067555i,-0.00035656-0.00055214i,-0.00090633-0.00078486i,-0.00078268-0.00048718i,-0.00058073+0.00055923i,-0.0002964+0.00054144i
0.00015698+0.0004584i,0.00058349+0.0012235i,0.00021109+0.0010213i,-0.00033038+0.00045818i,-0.00077351-4.6071e-05i,-5.0755e-06-0.000998i,0.00065784-0.0010007i,-0.00021091-0.00046338i,-0.00072676+0.00010948i,-0.00026779+0.0012259i,0.00021238+0.0019427i,0.00032536+0.0019741i,0.00020918+0.0017135i,-0.00044067+0.00082884i,-0.00075317+0.000127i,0.00015644+0.00014881i,8.1144e-05+4.5991e-05i,-0.00022108-8.9501e-05i,-0.00010292+0.0005008i,2.0233e-05+0.00063862i,0.00022484+3.3587e-05i,0.00057474-0.00071112i,-9.6143e-05-0.0002671i
