-0.0020231+0.0010112i,-0.00024891+0.0002944i,-0.00085851-0.00013717i,-0.00053131+0.00019054i,2.9897e-07+0.001392i,-0.00039428+0.0012822i,-0.00077908+0.0013402i,-0.00036862+0.0020916i,-0.00010743+0.0015285i,-1.4107e-05+0.00058946i,4.9572e-05+8.9811e-05i,-0.00047339-0.0003308i,-0.00078549-0.00047057i,-0.00073999-0.00091869i,-0.00093672-0.00044912i,-0.0010625+0.00051683i,-0.0004665+0.00051107i,1.6981e-05+0.00018248i,-0.00021606-0.00035758i,-0.00060752-0.0010455i,0.00032732-0.00089174i,0.00089391-0.00020889i,-0.00021449+0.00022766i
-0.0014157+0.00038057i,-0.00095485+0.0014007i,-0.00061484+0.0019652i,0.00064345+0.0021748i,0.0014358+0.0015539i,0.00060622+9.9632e-05i,-0.00030696-0.00056804i,-0.00069607-2.1236e-06i,-0.00096217+0.00042624i,-0.00094968+0.00077235i,-0.00075882+0.00078323i,-3.3071e-05+0.00043489i,0.00049087+0.00049953i,-0.0001552+0.00045113i,0.00022512+0.00077272i,0.00045042+0.00069957i,9.7272e-05+0.00010822i,7.7948e-05-6.3959e-05i,2.9703e-05-0.00038916i,-0.00014055-0.00091477i,-0.00022691-0.00075405i,0.00018443-0.00071307i,8.7511e-05-0.00054045i
6.9402e-05-0.00018859i,0.00058211+0.00041402i,0.0013341+0.0005526i,0.0023367+0.00010559i,0.0023376+0.00044776i,0.001698+8.1467e-05i,0.00042259-0.00062521i,-0.00057972-0.00082607i,-0.00056667-0.0002601i,-0.00068722+0.00028599i,-2.1091e-05+0.00073417i,0.00063231+0.00052859i,0.00040929+0.00029781i,-0.00029857+0.00091626i,-0.0010508+0.0005088i,-0.00074226-0.00041921i,0.00044774-9.7512e-05i,0.00046867+0.00014258i,0.0001098+0.00035325i,0.00033122+0.00049949i,0.0006744-0.00015773i,0.00069596-0.00020587i,-0.00026135+0.00032689i
-0.0028893-0.00020081i,-0.0022244+0.0020284i,-0.0012574+0.0031362i,-0.00011037+0.0023698i,0.00071808+0.0018186i,0.0005495+0.0010334i,8.3841e-05-0.00044151i,-0.00058036-0.00070185i,-0.00099312+0.00014704i,-0.00077377+0.00042428i,-0.00099567+0.00046106i,-0.00080489+0.00030281i,-0.00022549-9.8375e-05i,3.1788e-06+0.00017744i,0.0001283+0.00037246i,0.00037576-0.00046772i,0.00090885-0.00052399i,0.00096723+0.00013531i,0.00029039+2.6855e-05i,-0.00043785+0.00011747i,-0.0003836+0.00030795i,-2.8916e-05+9.5251e-05i,-4.77e-05-0.00066299i
0.0003822+0.00064984i,0.00015219+0.0015117i,7.3516e-05+0.001566i,0.00093555+0.00055972i,0.0011416-0.00088304i,0.00047308-0.0010473i,-0.00010975-0.00051052i,-0.0001758-4.1014e-05i,-0.00049177+8.4491e-05i,-0.0009658-0.00073308i,-0.0010839-0.00065076i,-0.00096561-4.5038e-05i,-0.00055788+0.00071809i,-0.00038905+0.00070044i,-0.00054841+0.00045968i,-0.00011167+0.00052956i,0.00034515+0.00064683i,9.8478e-05+0.00079339i,-0.00040927+0.00047734i,-0.00056744-0.0001299i,-0.00045277-0.00037069i,-0.00045648-0.00053975i,-0.0004983-0.000554i
-5.8253e-05-0.0014636i,0.00049851-0.0014726i,0.00078131-0.0012329i,0.0011618-0.00065148i,0.0009313-0.00010932i,0.0001038-7.0112e-05i,-0.00091585+0.00058498i,-0.00073013+0.00016116i,0.00026699-0.00077482i,0.00018839-0.00035948i,5.6523e-06-6.4752e-05i,-0.00043237-0.00050509i,-0.0011005-0.0006271i,-0.000108-0.0001119i,0.00073672+0.00029295i,0.00061008-0.00025601i,0.00034491-0.00012202i,0.00068779+0.0001726i,0.00091425-0.000748i,0.00093776-0.00091757i,0.00020072-0.00022148i,-0.00057662-0.00011303i,-0.00059748-0.00028085i
5.9434e-05+0.0007617i,0.00056351-0.00031273i,0.00060447-0.00080297i,0.00084961-0.00049631i,0.0012634+0.00030358i,0.00063336+5.8177e-05i,-0.00032892-0.0011151i,-0.00041868-0.00088258i,-6.3826e-05+0.00049742i,0.00033856+0.0011075i,-0.00053951+0.00070089i,-0.001023+0.00051795i,-0.0007541-7.5605e-05i,-0.00049325-0.00029639i,-5.3585e-05+0.00043629i,0.00042223+0.00075492i,0.00039381+0.0010729i,0.00014143+0.00060776i,-4.0885e-05-4.1694e-05i,-0.00044887+2.3956e-06i,-0.00018759-6.6079e-05i,-5.5162e-05-0.00058699i,1.4192e-05-0.00040072i
0.0002755-0.00043669i,-0.00039761-0.00085611i,-6.0337e-05+4.2959e-06i,0.00045859+0.00029405i,0.00054469+0.00040126i,-0.00013925-9.4345e-05i,-0.00063501+0.00012984i,-0.00052505+0.00060455i,-0.00092345+0.00057956i,-0.00083925+0.00086227i,-0.00052705+0.00089658i,-0.0011854-8.627e-05i,-0.0010648-0.00043604i,-0.00089924+1.1462e-05i,-0.00049454+0.00046309i,0.00066404+0.0006967i,0.00022192-3.3724e-05i,-0.00018094-0.00087288i,0.00036337-0.00060046i,0.00024426+4.0161e-05i,-0.00018905-0.00060327i,-0.00046181-0.00049025i,-0.00047153+0.00016297i
0.0029141-0.00056926i,0.0012826-0.0004528i,0.00093957-0.00027944i,0.00028388-0.0012103i,-0.00032395-0.0024257i,-0.001187-0.0021517i,-0.0011076-0.0013492i,-0.00034413-0.00038254i,-0.00023038-0.00054494i,-0.0001572-0.00095627i,-0.00030813-0.00066525i,-0.00036949-0.00087787i,0.00017033-0.00043186i,0.00031066+0.00067372i,0.00020234+0.00079425i,0.00018436+0.00043347i,0.00025713-1.4193e-05i,0.00040229-0.00011307i,-0.00044252-0.00020029i,-0.0006559-0.00038988i,-5.0171e-05+0.00029149i,-1.025e-05+0.00071778i,1.852e-06+0.00029125i
-0.0011687-5.0703e-05i,-0.0005716-0.00061139i,0.00042342+0.00023043i,0.00029102+0.00094093i,-0.00013761+0.00042785i,-0.00037259-0.00017186i,-0.0014339+0.00016603i,-0.0015056+0.00017643i,-0.00050361-6.5723e-05i,-0.00045904+4.7366e-05i,-0.001137-0.00023623i,-0.00075041-0.00032764i,0.00034506-0.00010411i,0.00092986-0.00035779i,0.00052097-0.00017861i,-0.00028034+0.0011789i,-0.00034475+0.0014391i,-0.00013507+0.00024566i,-0.00039941-0.0004162i,-4.5998e-05-2.8957e-05i,0.00033357+0.00012098i,0.0004754-0.00087966i,5.5649e-05-0.0010579i
0.0012884-0.0012493i,1.785e-05-0.0016007i,-0.0003638-0.0015913i,-7.5218e-05-0.0010666i,0.00015079-0.001565i,6.9742e-05-0.00088261i,-1.9929e-05+0.00070148i,-0.00030065+0.00040191i,-0.00051972+3.6651e-05i,-0.00073259+8.4578e-05i,-0.00051956+0.00013093i,0.00038776+0.00023897i,0.00097931+0.00027929i,0.00068291+0.00054285i,0.00057055+0.00047666i,-0.00014595-2.9203e-05i,-0.00044606-2.4276e-05i,0.00019142+2.21e-05i,-5.4596e-05-0.00062112i,-0.00032623-0.00086428i,4.3688e-05-7.2359e-05i,-0.00094156+0.00057573i,-0.0014384-0.00024114i
0.0015547+0.0023685i,0.0015403+0.0010573i,0.0028022+6.5607e-06i,0.0031159-0.0009904i,0.001515-0.0024849i,0.00019242-0.001932i,0.00048794-0.00010796i,0.00037331+0.00032373i,-3.8826e-05+0.00045722i,-0.00012688+0.0004961i,-7.4804e-05-5.0197e-05i,-0.00016737-0.00049521i,-0.00033835-0.00065924i,-0.00022414-0.00015408i,-4.0439e-05+0.00042776i,0.00020509+7.8909e-05i,4.7034e-05-0.00028902i,-0.00026479-0.00014314i,-0.00011198-0.00013965i,-0.00031684+0.00050594i,-0.00029839+0.00063583i,-0.00040334-0.00065746i,-0.00018527-0.00074639i
0.0005812-0.001707i,0.00040895-0.0018771i,-0.00083882-0.0011887i,-0.0019943-0.00050109i,-0.0012786-0.00025593i,-0.00037033+0.00036266i,-0.00023702+1.3389e-05i,-0.000348-0.001118i,-0.00020194-0.0015146i,-8.5968e-05-0.00060621i,-0.00029815+0.00040306i,0.00033175+0.00087133i,0.00063889+0.00077862i,0.0004356+0.00026215i,0.00032347-0.00012075i,0.00024087-0.00025326i,0.00025776-2.6017e-06i,-0.00021099-0.00038736i,-0.00043803-0.00033721i,-0.0001983+0.00041254i,0.00017811+0.0002839i,-5.224e-05-0.00068239i,-0.00045939-0.00074962i
3.2671e-05+0.00014924i,-0.00025103+0.0012268i,-0.00043715+0.0012446i,-0.00013337-1.012e-05i,-0.00013809-0.00044737i,5.2887e-06-0.00029698i,0.00065413-2.7647e-05i,0.00042325+0.00011036i,0.00020412+0.0003914i,1.549e-06+0.00034635i,-5.0944e-05+0.00015167i,0.00052786+0.00013592i,0.00043393+0.00029416i,-7.5189e-05+0.0011282i,0.00011126+0.0010088i,-8.7233e-05-3.9489e-05i,-5.4514e-05-0.00076979i,0.00022249-0.0002207i,-0.00032847+0.000427i,-0.00029395+0.00032641i,-0.00019317-0.00028026i,1.6672e-05-0.00080578i,0.00021518-0.00039448i
0.00021902+0.001069i,0.0013449+0.0013301i,0.0019583+0.0019626i,0.0024768+0.0020062i,0.0024042+0.00097878i,0.0013015-0.0005826i,0.000593-0.0012125i,-0.00010207-0.0011661i,-0.00041744-0.00096272i,0.00026248-0.00092015i,0.00042336-0.00077092i,-0.00038656-0.00069792i,-0.00062466-0.00058043i,-0.00022528+6.8257e-05i,0.00028317+0.00021314i,0.00066056+0.0010443i,0.00098006+0.0015677i,0.00097053+0.00081811i,0.00022522+0.00091043i,-0.00071674+0.0012735i,-0.00030478+0.00078492i,0.00016917+0.00098042i,-0.00067845+0.0010114i
-0.00044481+0.00045732i,-0.00011098+0.0010344i,-0.00024872+0.0016589i,0.0007613+0.0017143i,0.00076474+0.0013348i,-0.00010187-2.3997e-05i,0.00017504-0.00071389i,0.000705-0.00057761i,0.00032686-0.00060415i,-0.00024099+0.00028246i,-0.00029543+0.00077827i,-0.00047467+0.0005804i,-7.2702e-05+0.00056591i,0.00050304+0.0010669i,0.00040044+0.00049279i,0.00031032+0.0002658i,0.00048699+0.00053268i,3.8411e-05-6.557e-05i,-0.00088899-0.00038831i,-0.0011049+0.00026992i,-0.00063844+0.00039708i,-0.00058079+0.00018256i,-6.3239e-05-0.00034441i
0.00086029-0.0015707i,0.00021727-0.0010238i,0.00038817+0.00019277i,-6.6353e-05+0.00079385i,-0.00042625+0.0008684i,-0.00038585+0.00036645i,-0.00084931-0.00028627i,-0.0011063-0.00010766i,-0.0009802+5.3531e-05i,-0.00023889+0.00029068i,0.00048848+0.00033092i,0.00091693+8.7753e-05i,0.0010654-0.00070113i,0.00093247-0.00077052i,0.00051177-0.00011437i,0.00032395-0.00032124i,0.00050044-0.0009966i,0.00083561-0.00059274i,0.00073483+0.0007158i,-8.7569e-05+0.00052796i,-0.00072246-7.7678e-05i,-0.00078337-0.00011479i,5.162e-05+0.00063193i
-0.00026286-0.00032222i,-0.00061035+0.00078747i,-0.00065796+0.00059902i,0.00050767-0.00025462i,0.0016755-0.00031611i,0.0013072-0.00067688i,-0.00021834-0.001709i,-0.00020538-0.0015195i,0.00020062-0.0006456i,-0.00066308+0.00016093i,-0.0006967+0.00057389i,8.4793e-05+0.00034242i,0.00076994-0.00061031i,0.00085883-0.00088645i,4.745e-05+4.4069e-05i,-8.5129e-05+0.00010529i,7.6331e-05-0.00032877i,-0.00041542-0.00020344i,-0.00071501+0.00030573i,-4.2537e-05+0.00077622i,-0.00015046+0.0013235i,-0.00053705+0.00092423i,-0.00076604-0.0002177i
-0.0015931+0.00070686i,-1.3997e-05+0.00073167i,0.00044931+0.00084618i,0.00068714+0.00085554i,0.00077651+0.00026196i,-0.000139-0.00010632i,-0.0010409+0.00049372i,-0.00060849+0.00061051i,-0.00079275+0.00057496i,-0.00085283+0.00013791i,-0.00043152-0.00023642i,1.8641e-05-0.00016731i,0.00022442-0.000159i,0.00012489+0.00013682i,-0.00018769+0.00040122i,-0.00025362+0.00072062i,0.00025123+0.00042013i,0.00094866+0.0002375i,0.00068791+0.00056606i,0.00030686+0.00045828i,0.00051941-3.2845e-05i,0.00028361-0.0003739i,-0.0001725-2.4822e-05i
-0.00065943+0.00012228i,-0.0011597+0.00030457i,-0.0011001+0.00032304i,-0.00010992+0.0010564i,0.00048869+0.0013783i,0.00088694+0.0019496i,0.0003946+0.0021358i,-0.00022018+0.00050953i,-0.00026584-0.0011983i,-5.5065e-05-0.00094889i,0.00015935+0.00039801i,0.00026918+0.00083321i,0.00016236+0.00046418i,0.00033262+0.00014363i,-0.00015336-0.00044655i,-0.00027615-0.00010492i,4.1225e-05+0.00066575i,0.00040314+0.00023548i,0.0005476-0.00012987i,0.00026351+6.1304e-05i,0.00032973-0.00015789i,-1.9398e-05-0.00031258i,-0.00030704-3.4151e-06i
-0.0024304+0.00092695i,-0.0020508+0.0016909i,-0.0014883+0.0027424i,1.5756e-05+0.0030637i,0.0013044+0.0020452i,0.0014448+0.00024407i,0.0010119-0.00063667i,-0.00017322-0.00036708i,-0.00088869-0.00038136i,-0.00033771-0.0002987i,7.6691e-05-5.1795e-05i,-0.00030669-0.0001603i,-0.00018093-0.00027639i,-8.3558e-05-0.00021239i,-0.00054338+0.00020919i,-0.00065317-4.9628e-05i,-0.00010088-0.0002824i,-0.00026748-0.00011204i,-0.00061862-0.00043802i,-0.00016973-0.0006272i,0.00034951-0.0003135i,0.00049592-0.00016851i,0.00033642+3.2325e-05i
-0.00059925-0.0027061i,-0.00032282-0.0028467i,-0.0012333-0.0018418i,-0.0007802-0.0012067i,0.00011943-0.00073794i,1.7967e-05+8.1078e-05i,-0.00010212+0.0004227i,-0.00097778-4.5635e-05i,-0.0019426-0.00029254i,-0.0018684+8.0477e-06i,-0.00084083+1.957e-05i,-0.00013125-0.0003265i,0.00017339-0.00042033i,0.00050791-0.00039098i,0.00061316+0.00055819i,0.00071043+0.0003641i,0.00035151-0.00046826i,-0.00030219-0.00065183i,9.6745e-05-0.00046676i,0.00014096+9.0464e-07i,0.00026858+0.00049654i,0.00057546+0.00038509i,0.0002569-0.00044196i
0.0010507+0.0016215i,0.0006388+0.0016285i,0.00078616+0.0012525i,0.0016507-0.00039398i,0.0013574-0.0017311i,0.00069394-0.0015476i,0.00033549-0.00051261i,0.00025065+4.5331e-05i,-0.00013902-0.0003701i,-0.001063-0.00075556i,-0.00085074+5.6443e-05i,-0.00012794+0.000784i,0.00023073+0.00048208i,-8.4479e-05+0.00044949i,-0.00084643+0.0010841i,-0.00096602+0.00094122i,-0.00013474+0.00043809i,0.00054301+0.00066707i,-0.00018068+7.3385e-05i,-0.00019616-0.00041891i,-0.00042922-0.0001603i,-0.00066262+0.00026951i,-0.00090393+0.00052552i
0.00055814+0.0013064i,0.00076559+0.0014044i,0.001735+0.0011948i,0.0013027-0.00019912i,0.00058485-0.0012233i,-0.000655-0.00080013i,-0.0012508-0.00093787i,-0.00036405-0.0012088i,-0.00013147-0.00097969i,-0.00060011-0.00044599i,-0.00035426-0.00034401i,-0.00041004+3.9774e-05i,-0.001322+0.00016721i,-0.00118+7.9181e-05i,-0.0003409+0.00051297i,3.5445e-05+0.00065869i,0.00057108+0.00049348i,0.00028539+1.3735e-05i,-4.8104e-05-0.00075564i,0.00043974-0.00073054i,-0.00014815+0.0001723i,0.00030131+0.00098712i,0.0011845+0.0013278i
-3.6982e-05+0.00013507i,-0.00024199-7.478e-05i,-0.00073075+0.00053025i,0.0005342+0.00085375i,0.0011219+0.0014829i,-0.00017564+0.001786i,-0.0011384+0.00036182i,-0.0011123-0.00087219i,-0.00072466-0.00019736i,-0.0009546+0.00081799i,-0.0010865+0.00052213i,-0.00052199+0.00063783i,0.00042379+0.00061844i,0.00076152-0.00030923i,0.00040852-0.00074024i,0.00016503+0.00011971i,0.00010994+0.00018428i,0.00062788+7.4795e-05i,0.00014495+0.00040995i,-0.0002629-0.00029051i,-7.037e-05-0.00012492i,9.6378e-05+0.00035418i,0.00075548+0.00075688i
-0.00044415-0.00017157i,-0.00027077+8.4631e-05i,-0.00017967+0.00060475i,0.0011045+0.00036475i,0.0018587+0.00026115i,0.0011201+0.0010337i,-0.0002071+0.001411i,-0.00059801+0.00031453i,-0.00046988-0.00042429i,-0.00024763+0.0001987i,0.000324+0.00036959i,0.00046362+0.00031303i,5.9744e-05+0.00013764i,-0.00066723-0.00047578i,-0.00060473-0.0010351i,-5.6495e-05-0.0009444i,0.00049052+7.8706e-05i,0.00067482+0.0010848i,0.0006213+0.00053695i,0.00064118-0.0003753i,-2.0033e-05-0.00062576i,-0.00055139-0.00093266i,0.00016486-0.00054166i
0.00092216+0.00032386i,0.0011208-0.00051938i,4.9136e-05-0.00037937i,-2.9556e-06-0.0002089i,-3.8015e-05-0.00065066i,-0.00035349-0.001149i,-0.00014389-0.0015777i,-0.00020981-0.0017238i,0.000192-0.0012987i,9.4685e-05-0.00067549i,0.0002125+5.134e-05i,0.00064795+0.00029507i,0.00046989+0.00015645i,0.00061745+0.00071904i,0.00027306+0.00099668i,-0.00038197+0.00084111i,0.0001061+0.00040802i,0.00042033-1.7822e-05i,-0.00030468-0.00047359i,-0.00044757-0.00048411i,-0.00026523+0.00021275i,-0.00013041+0.00021833i,-0.00060581-0.00034146i
-0.00033896+0.00012358i,0.00057008+0.00059954i,0.0008686+0.0021577i,0.0002417+0.0023013i,-3.5678e-05+0.00027526i,-0.00019276-0.0006358i,-0.00043617-0.00012863i,-0.00014318-4.5124e-05i,-0.00042441-0.00032074i,-0.00032705-0.00055246i,-7.6621e-05-3.032e-05i,3.7552e-05+0.00024459i,0.00043441-0.00065043i,0.00029638-0.00076118i,0.00062232-0.00059315i,0.0010044-0.00068024i,0.00079361-0.00065552i,0.0011199-0.00025322i,0.0011097+5.9087e-05i,0.00010544+0.00043584i,-0.00066826+0.00027478i,-0.0011631+0.00069883i,-0.00070254+0.0005182i
0.00018804+0.0011378i,0.00034684+0.00091631i,0.0002621+0.0010067i,0.00052132+0.0014066i,0.0014758+0.0014286i,0.0017302+0.00093831i,0.00053506+7.0393e-05i,-0.00041838-0.00032001i,-0.00086694-0.00039783i,-0.00055391-0.00018117i,-7.0214e-05+0.00023673i,-0.00040199-0.00015473i,-0.00022953-0.00059379i,0.00057178-0.00082267i,0.00017547-0.0002722i,0.00040084+0.00083465i,0.00040407+0.0015206i,-0.00014931+0.0017873i,0.0001149+0.0010316i,-0.00011057-0.00058136i,3.4003e-05-0.0010374i,-1.5846e-05+0.00013982i,-0.00049861+0.00068761i
-0.00035913+0.0011608i,-0.00069429+0.0014642i,-0.00055763+0.0012027i,0.00052942+2.8837e-05i,0.00059802-0.00050436i,-0.00030302-0.0012471i,-0.00024569-0.001117i,6.7255e-05-1.8053e-05i,-8.0841e-05+3.1256e-05i,-0.00019703+0.00028695i,-0.00031534+2.1249e-05i,-0.00013165+0.00042896i,-6.5301e-05+0.00063151i,-8.4325e-06+9.974e-05i,-1.4841e-05-2.8021e-05i,0.00064392+0.00052692i,0.00094453+0.00075367i,0.00030727+6.6478e-06i,-0.00044433-0.00016607i,-0.00030979+0.00031535i,0.00045825+0.00024447i,0.00036279-0.00017675i,0.00036413+0.00020804i
0.0012669-0.00075077i,0.00070263-0.0015005i,0.00050654-0.0022728i,0.00020655-0.0022935i,-0.00034833-0.001825i,-0.00011631-8.4039e-05i,-0.00050148+0.0011365i,-0.00045609+0.00055637i,0.0003259-0.00030442i,0.00037002-0.00013133i,-6.4708e-05+0.00041433i,-0.00043114+0.00023953i,-0.00041656+9.7381e-05i,-0.00053129+0.00024147i,-0.00055891+0.00046677i,0.00045349+0.00022401i,0.00093755-0.00027906i,2.632e-05-0.0006352i,-0.00022241-0.00053234i,6.7778e-05+0.00015645i,0.00021023-2.717e-05i,0.0004223-0.00051807i,-0.0005204+0.00014451i
-0.00092231+0.00020005i,-0.00071212+3.0234e-05i,0.00027107+0.0012483i,0.0017581+0.0016863i,0.0015675+0.0008513i,0.00039981-3.424e-05i,0.00012938+0.00012198i,-0.00050941+0.0001288i,-0.00071835+0.00030537i,6.2021e-05+0.00050549i,0.00042686+0.00036744i,0.00037561-0.00030532i,-7.6438e-05-0.00045965i,-0.00041328+1.9876e-05i,-0.00022854-0.0004823i,-0.00010798-0.00056599i,-0.00064428+0.00037565i,-0.0012429+0.00056284i,-0.00094863+0.00058281i,-0.00022097+0.00066947i,0.0005908+0.00033549i,0.00061852+0.00014303i,-0.00034188+0.00039376i
0.00040848+0.0017869i,0.0011876+0.0019404i,0.0010537+0.0013744i,0.001241+0.0017672i,0.0016161+0.0018363i,0.00095407+0.00057406i,0.00012261-0.0002246i,-0.00043851+0.00016759i,-0.00070013+0.00052727i,-0.00041822+0.00021136i,0.00017952+8.1144e-05i,0.000235+0.00018838i,0.00031155+0.00034315i,0.00015318+0.00020286i,-0.0005384+0.00013186i,-0.00035459+0.00071512i,0.00014094+0.0012872i,6.3204e-05+0.00087774i,-0.00058059+0.0005128i,-0.001092+0.00045043i,-0.0010471-0.00022697i,-0.0015039+0.00034076i,-0.00047545+0.0013455i
-0.00086144+0.0003541i,-0.00087042-0.0010284i,-0.00047272-0.0013352i,0.00062591-0.00080302i,0.0011953-0.00042274i,0.00074376-2.0716e-05i,-6.3934e-05+1.4334e-05i,0.00027665-0.00010213i,0.00038565+4.0809e-05i,0.00011838+0.00019008i,-0.00063251+0.00041612i,-0.00088987+0.00031119i,-0.00010311+0.00015154i,-0.00022568+0.00030706i,-0.00087882+0.00069378i,-5.2805e-05+0.00094329i,0.00099944+0.00086075i,0.00086641+0.00053162i,0.00055786-0.00014312i,5.9733e-05-0.00035868i,-0.00041524+8.7927e-05i,-1.3552e-05+0.00075905i,-0.00065411+0.00076976i
-6.8296e-05-0.00014148i,-0.00018119-0.00072949i,0.00019883-0.00078754i,0.00029641-0.0003502i,0.00052045+0.00062432i,0.00099627+0.00046923i,6.566e-05-0.00082635i,-0.00023833-0.00059246i,-0.00010125-1.978e-05i,-0.00060784+0.0004285i,-0.0003261+0.0002984i,0.0003134+4.3775e-05i,0.00033897-0.00012862i,0.00019736-0.0010629i,0.00010417-0.0011377i,0.00028959-0.00029678i,9.2601e-05-0.00030285i,-8.0035e-06-0.00054359i,-0.00017349-0.0001556i,-0.00017974-0.00086369i,-3.3404e-05-0.0011422i,0.00032577+4.5776e-05i,-0.00019147+0.00070069i
0.0014088+0.00060655i,0.0013741+0.00075538i,0.0011962+0.0011028i,0.0019215+0.00045808i,0.001903+0.00037784i,0.00080126+0.0011593i,1.8982e-05+0.0013833i,-0.00037665+0.00094936i,-0.00070603+0.00071389i,-0.00036728+0.00046392i,0.00023574+1.1729e-06i,-4.6089e-05-3.3236e-05i,-0.00058146-0.00014141i,-0.00023359-4.561e-05i,9.3708e-05+0.0008536i,0.00015944+0.0016756i,0.00016448+0.00068381i,-0.00022558-0.00024469i,-0.0006758-0.00013048i,-0.00021497-0.00054698i,8.7398e-05-0.00036561i,0.00011798+0.00025963i,-5.2907e-05-0.0005901i
-0.00058754+0.002547i,0.00010284+0.0016433i,0.0016599+0.0019813i,0.0020965+0.0013055i,0.0016471-0.00083235i,0.00037194-0.0013434i,-9.907e-05-0.00034282i,-0.00021914+3.291e-05i,0.00020358+2.9701e-05i,0.00070072+0.00026695i,0.00051233+0.00040617i,8.6359e-05-0.00042285i,0.00023579-0.00085954i,0.00027288-7.7216e-05i,-0.00034754+0.00052739i,-0.00071889+0.00065406i,7.8291e-05+0.0004266i,0.00015477+0.00066464i,-0.0011266+0.00091265i,-0.0015676+0.0009257i,-0.001125+0.00055769i,-0.00031076+0.00070243i,8.9993e-05+0.00033747i
-0.00096476+0.0026622i,0.00013336+0.002962i,0.00082569+0.0032768i,0.0011557+0.0021878i,0.0018251+0.0007357i,0.0022101-0.00024279i,0.00090549+0.00062101i,-0.001043+0.0010166i,-0.0015339+0.00019008i,-0.00033746-6.7392e-05i,0.00097219+0.00035121i,0.00048427+0.00022411i,-0.00066546-0.0002903i,-0.00086471-0.00064674i,-0.00017063-0.00027861i,0.00012326+0.00042317i,-0.00013589+0.00086025i,-0.00031727+0.00052022i,1.155e-05-5.6275e-05i,0.00027459-6.5657e-05i,0.00016009+0.00040563i,-0.00020723+0.00059491i,-0.00031724+0.00016258i
0.00046757-0.00085498i,2.0468e-05-0.0015771i,-0.00020274-0.00029057i,-0.00022442+0.00058827i,0.00017993+0.00027215i,-3.5802e-05+0.00046521i,-0.00084169+0.00044967i,-0.00057762-0.00010112i,1.7247e-05-0.00057354i,-0.00045148-0.00039334i,-0.00010128-0.00073061i,0.00053686-0.0004471i,0.00085844-0.00013407i,0.00077194+0.00015208i,8.8893e-05+0.00050862i,-0.00044329-0.00014229i,-7.4614e-05-0.00030392i,0.00044046+0.00011352i,0.00034133+0.00013806i,0.00043042+0.00055548i,0.0005651+0.00077704i,0.00036094-0.0001779i,-0.00017917-0.00061623i
-0.00094641+0.00012102i,-0.00017486+0.00044057i,0.00071158+0.00090273i,0.00049405+0.0011399i,8.4525e-05+0.00093865i,7.6956e-05+0.00051652i,-0.00024417+0.0005112i,-0.00054147-0.00031173i,-0.00047837-0.00089415i,-0.00032031-0.00013152i,-0.00025228+0.00038621i,0.00035891-5.2636e-05i,0.0013064-0.00042382i,0.00047104+0.00056701i,-0.00040141+0.0006196i,-0.0010542-0.0002616i,-0.00096182-0.00015535i,-0.0003247+0.00014075i,0.0003272-0.00022186i,0.00053184-9.9303e-05i,-0.00019+0.00041179i,-0.00098406+6.9655e-05i,-0.0010139+0.00027079i
-0.00034468-0.0011585i,-4.3109e-06-0.00020988i,-0.00063113-0.00049625i,-0.00041947-0.00062207i,-0.00050082+0.00014341i,-0.00043311+0.00076097i,0.00029649+0.00050547i,0.0008237-0.00012044i,0.00023242-0.0004877i,-0.00089143-0.00024835i,-0.0010878-7.3553e-05i,-0.00099859+1.4701e-05i,-0.00042148+0.00061939i,0.00058924+0.00054883i,0.00067698-0.00018606i,0.00039721-0.00030172i,0.00021396+0.00037591i,-0.00012095+0.00017297i,-0.00059097-0.0007024i,-0.001256-0.00074219i,-0.0013545-0.00023429i,-0.00067758+2.3614e-05i,-0.00032821+0.00019079i
0.0015381+0.0019728i,0.0016143-0.00059676i,0.0026191-0.0018018i,0.0028157-0.0019337i,0.0014566-0.0028827i,0.00054935-0.0024272i,-0.00019831-0.00075271i,-0.00059898+0.0004658i,-0.00019383+0.00010689i,-5.9103e-05-0.00050782i,-0.00036345-0.00020958i,-0.00036097+6.9261e-05i,-0.00037539-0.00021662i,-0.00039544+9.4841e-05i,-0.00012229+0.0002342i,0.00024979-0.00028501i,0.00062192+0.00022583i,5.0727e-05+0.00032286i,-0.00020722-0.00016611i,-0.00017232+0.00023184i,-0.00071493+0.00074235i,-0.0010419-9.5652e-05i,-0.0010716-0.0011832i
0.00096859-0.00092155i,-0.00024346-0.0014381i,-0.0001439-0.0010194i,0.00036607-5.9093e-05i,0.00050652-0.00074637i,-0.00025925-0.00094256i,-0.00049252+0.00029852i,-0.00051869+0.001242i,-0.00069814+0.00059017i,-0.00049789-0.00031406i,5.8164e-05+1.0131e-05i,-7.3634e-05+0.00049695i,-0.0010141+0.00036552i,-0.0008489+0.0005542i,0.00046013+0.00052483i,0.00035495+0.00020285i,9.0613e-06+0.00029846i,-1.3038e-05+0.00022772i,0.00017024+8.2647e-05i,0.00049918+0.00019379i,-3.5222e-05+0.00017922i,-0.00011021+0.00025773i,-0.00018181+0.00065087i
