0.0016597+0.0029531i,0.00032037+0.0017275i,-0.0017185-1.1922e-05i,-0.0021126-0.00019318i,-0.0024432-0.00016205i,-0.0033762+0.001553i,-0.0022707+0.0026704i,0.00010994+0.002201i,0.0010515+0.0011111i,0.0004761-0.00033326i,-0.00032764-0.00017846i,-0.0009197+0.00070705i,-0.0011222+0.0014216i,-0.001032+0.001331i,-0.0010134+0.00053095i,-0.0013048+0.00048105i,-0.0015648+0.0004721i,-0.00063604+0.00089565i,0.00060329+0.00093378i,0.00053481+0.0004086i,0.00010146-0.00027664i,0.00021587-0.00079844i,-0.00037279-0.0010951i
0.0022857+0.0020734i,0.0012005+0.0027875i,-0.00041742+0.0032647i,-0.0001396+0.0026004i,-0.00027293+0.0010342i,-0.00068684+0.00028292i,-0.00033864+0.00024204i,-0.00042534+0.00054677i,-0.00056964+0.0011329i,-0.00038193+0.00093335i,0.00063699+0.00057078i,0.0012073+0.00026223i,0.00097441-0.00037402i,0.0012784+5.9894e-05i,0.00049553+0.00056602i,-0.00095271+5.5343e-05i,-0.0014387-0.00044455i,-0.0010846-0.00032352i,-0.00036977+0.00013099i,0.00045411+0.00057233i,0.00054625+0.00028435i,0.00012805+0.00035561i,-0.00014408+0.0012104i
0.0016885-0.0012867i,-0.0002477-0.00089395i,-0.0019464+6.1019e-05i,-0.0020905+0.00097864i,-0.00062877+0.0014061i,0.00027651+0.0011638i,0.00037949+0.00060042i,-0.00015878+0.000201i,-0.00049811+0.00036331i,-0.00092404+0.0006543i,-0.00034771+0.00035305i,0.00028597+0.00047233i,0.0006051+0.00061065i,0.00085614-0.00031665i,0.00062814-0.00047163i,7.3191e-05+0.00067019i,-0.00051339+0.00082643i,-0.00030989+0.00018555i,-0.00012404-0.00014822i,-0.00059483-0.00064143i,-0.0007267-0.00059224i,-0.00022728-3.8804e-05i,0.00020405+0.00055907i
0.0021496+0.0031025i,0.0025953+0.0029442i,0.0023146+0.0015157i,0.001263+0.00011956i,0.00050261-0.0007559i,0.00039361-0.00065709i,0.00026847-0.00042158i,0.00026179-0.00036441i,-0.00030532-0.00030023i,-0.0012255+0.00012541i,-0.0014459+0.00062601i,-0.0007112+0.0008559i,-0.00024671+0.00096408i,3.5104e-07+0.00029882i,-3.817e-06-0.00017107i,0.00019049-0.00016242i,0.00060159-0.00018846i,0.00051653-0.00012667i,7.5198e-06-3.6226e-05i,3.5619e-05+0.00091161i,0.00021916+0.00075227i,0.0003795-0.00048737i,0.00026548-0.00039753i
0.00015891+0.0024494i,-0.00066745+0.0030969i,-0.0010248+0.0040237i,-0.0013469+0.0027631i,-0.0012361+0.0020785i,-0.0013467+0.0026793i,-0.0013225+0.0024012i,-0.00071488+0.0011521i,-6.9226e-05-4.357e-05i,9.2834e-05-0.00071862i,-0.00060822-0.00101i,-0.00089682-0.00077876i,-0.00079331-0.00024373i,-0.0014911+0.00016832i,-0.0010824-1.5735e-05i,-0.00015803-0.00013289i,0.00032996+0.00073086i,0.00020675+0.00085653i,-3.797e-05+0.0004478i,-0.00021368-0.00034348i,-0.00067816-0.00098198i,-0.00040393-0.00022771i,-2.9823e-05+0.0005964i
0.00081107+0.0017462i,0.00059032+0.0021464i,-0.00055678+0.0016345i,-0.00088842+0.00041207i,-0.00069364+0.00027381i,-0.00037079+0.00060115i,0.00031483+5.1018e-05i,-7.7607e-05+5.269e-05i,-3.7055e-05+0.00020517i,0.00031807+0.0008211i,-0.00033849+0.00095868i,-0.0007328+0.00088604i,-0.00048401+0.0011033i,9.0471e-05+0.00091212i,0.00014849+0.00025503i,1.7503e-05+0.00010957i,1.3534e-06+0.0010283i,-0.00081895+0.00054946i,-0.0010677-8.0564e-05i,-0.00088964+0.00018577i,-1.7067e-05+9.4134e-05i,0.00052735-0.00030395i,0.00026791-7.1952e-05i
0.0023161+0.0036368i,0.0019644+0.002911i,0.00095601+0.0024342i,0.00019913+0.0018393i,-0.00070379+0.00070763i,-0.0015332-0.00040458i,-0.00090413-0.00075205i,-0.00026448-9.5734e-05i,-0.00082172-0.00070494i,-0.00071984-0.0014902i,-0.00014738-0.00075311i,6.4593e-06-3.6144e-05i,-0.00021258+0.00030549i,-0.00025756+0.00023826i,-0.00041464+0.00026336i,-0.0011592+0.00068716i,-0.00071582+0.00058881i,-0.00014572+0.0010104i,3.2425e-05+0.0020338i,-6.8783e-05+0.0019214i,-0.00010632+0.0013409i,-0.00022598+0.0010167i,-0.00019108+6.3029e-05i
0.0014601+0.00039125i,0.00086264+0.0012438i,-0.00058319+0.0021589i,-0.0011463+0.0015961i,-0.00052741+0.00045165i,3.2351e-05+0.00053604i,0.0001942-0.00015523i,0.00041924-0.001435i,0.00038664-0.00092116i,-0.00057275+0.00024402i,-0.00060834+0.00034466i,0.00018013+0.00050681i,0.0003869+0.0012343i,-8.8448e-05+0.00094382i,7.1554e-06+0.00059555i,8.3456e-05+0.00043091i,0.00022525+0.00014805i,0.00040185+0.00046012i,0.00058074+0.00047076i,0.00086181+0.00065576i,0.00046941+0.00048135i,-2.514e-05+8.1005e-05i,-3.4872e-05-5.4924e-05i
-0.00043753+0.0025914i,-0.0010688+0.0032833i,-0.0012528+0.0034214i,-2.5885e-05+0.0026181i,0.00085587+0.0017544i,0.00026564+0.001409i,-0.00049061+0.00086266i,-0.00073366+4.1978e-05i,-0.00068665-6.636e-05i,-0.00064921+0.00056245i,-0.00041362+0.00073057i,-0.0005873+0.00062564i,-0.00092302+0.00039452i,-0.00054575-0.00029212i,-0.00041885-0.00040682i,-0.0010744-0.00024359i,-0.00065878-0.00010214i,1.1784e-05-0.00025223i,-0.0001191-0.00072444i,4.5698e-05-0.00056232i,-0.00021418-0.00039439i,-0.00045642-0.00028152i,0.00016152+0.00033276i
-0.00025011+0.0011009i,-0.0020015+0.00044471i,-0.0027317-0.00035636i,-0.0020889-0.00056704i,-0.00090747-0.00027349i,-0.00047543-2.0466e-05i,-0.00010024+0.00048307i,0.00022043+0.00032541i,0.00043808-0.00012438i,0.00038948+0.00022888i,-4.9379e-05+0.00099864i,-0.00020938+0.00067506i,-0.00012198+0.00075605i,0.00030517+0.00085698i,0.00035799+0.0003633i,0.00028964+0.00012556i,0.00019344+0.00023717i,0.00068384+0.00030379i,0.00096034+0.00050255i,0.00074468+0.0005321i,0.0010567+9.8872e-05i,0.00074174+0.00036879i,0.00053813+0.00062798i
0.00053556+0.0013094i,-0.00047077+0.0016466i,-0.00012673+0.0018337i,0.00061503+0.0020037i,0.00069869+0.0015527i,0.00083723+0.0007645i,0.00070995+9.2844e-05i,0.00025296+2.1975e-05i,-6.5393e-05+1.299e-05i,-0.00034291-0.00027417i,-0.000176-0.00018972i,-8.6432e-05-0.00019211i,-1.8368e-05-5.0716e-05i,0.00021823-0.00014295i,0.0010617-0.0002083i,0.00068463-4.5573e-05i,-6.53e-05-0.00014056i,-0.00037924-0.00030351i,0.00023053-0.000753i,0.00082767-0.00031594i,0.00061857+0.00017649i,0.00065272-8.3228e-05i,0.00099839+0.00029961i
0.0017917+0.0014974i,0.0010856+0.0023481i,-0.00054047+0.0022231i,-0.0010297+0.0012513i,-0.00090066+0.00071995i,-0.00052637+0.00073655i,0.00053267+0.0012465i,0.0011374+0.0017388i,0.00090008+0.0013799i,0.00055479+0.00068137i,0.00010262+7.711e-05i,5.1878e-05-0.0003291i,0.00061566-0.00023008i,0.00081043+0.00056589i,0.00015429+0.00047592i,-0.00022585+0.0006009i,-0.00061328+0.00044182i,0.00029082-4.0678e-05i,0.0012348+0.00045792i,5.4355e-05+0.00053896i,-0.001038+8.1651e-05i,-0.00050541+0.00036276i,0.00050201+0.00042122i
0.00060635+0.0026962i,-0.00055516+0.0022664i,-0.0015037+0.0029306i,-0.00088732+0.001923i,-0.00017625+0.0004755i,-0.00087178-0.00019597i,-0.0012478+0.00062748i,-0.0005062+0.00079741i,0.00015385-0.00013856i,-0.00047301+0.00025302i,-0.0003202+0.00093556i,-0.00016096+0.0010767i,-0.00045752+0.0011072i,-0.00059097+0.0002826i,-0.00071776-0.00036107i,-0.00023499-0.00067282i,-0.00021689-0.00016563i,0.00016805+0.00088601i,0.00026022+0.00074342i,-0.00044861+0.00036618i,-0.00028512+4.8624e-05i,-0.00015872+0.00041715i,7.9396e-05+0.00084914i
0.00067227+0.0017745i,9.0433e-05+0.0018314i,-0.00049897+0.00068925i,-0.0012707-0.00053102i,-0.0015869-0.00088208i,-0.0015385-5.3117e-05i,-0.0015304+0.001102i,-0.0007465+0.00099991i,-0.00015956+0.00047224i,-0.00060869+0.00022565i,-0.0008218-0.00027699i,-0.0003619+0.00015236i,-0.00069596+0.00031513i,-0.0015782+0.00091722i,-0.0012269+0.0010573i,-0.00015352+0.00015244i,0.0003646-0.00064197i,0.00077168-0.00046191i,0.00089018+0.00010453i,0.00071493+0.00013377i,0.00051578-0.00040293i,2.9384e-05-0.00019847i,-0.00045286-0.00040425i
0.00060479+0.0018589i,0.001387+0.0033451i,0.0017173+0.0033018i,0.0011838+0.00090384i,0.00099426-0.0015175i,0.00097715-0.001276i,0.0012793-0.00031909i,0.00085807-6.7413e-05i,0.00039922-0.00048245i,0.00042634-0.00083696i,0.00014066-0.0001212i,-0.00010815+0.00065602i,-0.00044209+0.00040776i,-0.0010259-0.00017364i,-0.001005-3.0189e-05i,-0.00054443+8.0647e-06i,-0.00053403-0.00029503i,-0.00046393-0.00011655i,2.2815e-05+9.0896e-06i,1.0142e-05+0.00023742i,-0.00028068+9.9384e-05i,0.00015135-0.00070132i,0.00050648-0.0008537i
0.0018215+0.0020827i,0.0003003+0.0032033i,-0.00050479+0.0043567i,-0.00026272+0.002953i,-0.00051592+0.00080372i,-0.00076484-4.6507e-05i,-0.00031681-0.00016936i,-0.00035644+0.00025458i,-0.00045219+0.00019125i,-0.0003928+0.00044667i,-0.00084636+0.00066788i,-0.00088082+0.00055332i,0.00032117+0.00097014i,0.00053194+0.0010233i,-0.00069215+0.00025984i,-0.00081435-1.9675e-05i,0.00051001+0.00030312i,0.00085949+0.00028496i,0.00060291+0.0001234i,0.00029823-0.00040451i,7.2531e-05-0.00039757i,0.00022021+0.00015818i,1.921e-05+9.0752e-05i
0.0010978+0.0020782i,-0.00075082+0.0020955i,-0.0014394+0.001888i,-0.00060119+0.0014235i,0.00020137+0.0008077i,-0.00051224+0.0003682i,-0.00023328+0.00035292i,0.00064065+0.00037739i,0.00069665+0.0002241i,-8.5676e-05-0.0004423i,-0.00052934-0.00049657i,-0.00028596+4.3062e-05i,-0.00016437+0.00055684i,-0.00031715+0.00038974i,-0.000159-0.00025022i,0.00019411-0.00043846i,-6.3212e-05-3.0672e-05i,0.00011504-5.8765e-06i,8.4666e-05-0.00078705i,-0.00063118-0.00073395i,-0.00065806+1.0792e-05i,-0.00054628+0.0006098i,-0.00054648+0.00031014i
8.9317e-05+0.0014892i,-0.0010455+0.0018037i,-0.0013617+0.0022027i,0.00032142+0.0028074i,0.00080355+0.0015448i,0.00023548-0.00084305i,-0.00074756-0.00081335i,-0.00094066-5.1728e-05i,-0.0001353+0.00024786i,0.00050067+0.00059258i,-0.00039981+0.00019288i,-0.00045245-0.00051088i,0.0009954+2.9454e-05i,0.0016209+0.00056401i,0.00091587+3.1383e-05i,-0.00032233-0.00035439i,-0.00081049-0.00024583i,-0.00054139-0.00018488i,-0.00021684-2.9289e-05i,-0.00050909+0.00028321i,-0.00028684+0.00035901i,0.00077731+0.00022347i,0.0013378+0.00020223i
0.00041756+0.0016014i,-0.00044455+0.0020372i,-0.0009411+0.0020247i,-0.00022364+0.0014135i,0.00080111+0.0011345i,0.00039058+0.00078851i,0.00016498+0.0010613i,-0.00027009+0.00065609i,-0.00057134-0.00034681i,-0.0001836-0.0002838i,0.00069871+0.00027027i,0.001075+0.00070228i,0.00080697+0.00062241i,0.0009142-0.00053736i,0.00059245-0.0011685i,-0.00035794-0.00011433i,-0.00072486+0.00084013i,-0.00038129+0.00061917i,0.00045586+0.00054187i,0.00052971+0.00049044i,7.441e-05+0.00044363i,0.0003391+0.00038644i,0.00036968+0.00042417i
0.0010567+0.0032969i,0.0012657+0.0035029i,0.00072727+0.0038068i,3.0428e-05+0.0029923i,-0.00062952+0.00081996i,-0.001026-0.00075455i,-0.00056499-0.00038633i,-0.00029021+0.0010299i,-7.8024e-05+0.00057024i,0.00030271+0.00074935i,-0.00024094+0.0017534i,-0.00046051+0.0018518i,-0.00021929+0.00077287i,-0.00041827+1.1919e-05i,-0.0011511+0.00047812i,-0.0014765+0.00030177i,-0.0009268+0.00034072i,-0.00040799+0.00053119i,-0.00049399+0.00036214i,-0.00061099+0.00032779i,-0.00043569+0.0004916i,-0.00033482-0.00021502i,-0.00017352-0.00052985i
0.0017494+0.0024352i,0.0021977+0.0012494i,0.0026099+0.00035518i,0.0021334-0.00072044i,0.00062557-0.00058547i,-0.0013041+0.00080844i,-0.0019947+0.00046093i,-0.00099078-0.00065522i,9.1146e-06-0.00061261i,-5.0312e-06-0.00060486i,-0.00064911-0.00071542i,-0.00084516-0.00065936i,-0.00075546-0.00040763i,-0.0009724-0.00033543i,-0.0013047-0.0002464i,-0.001196-0.00019263i,-0.00036166+0.00035659i,0.00031261+0.00060928i,8.8047e-05+0.0003657i,-0.00022261+0.00057558i,-3.3964e-05+0.00013291i,-8.3331e-05-0.00014806i,-0.00026865+0.00029281i
-5.2334e-05+0.0011626i,-0.0011538+0.0028558i,-0.00077995+0.0034106i,0.00030351+0.0025078i,0.00028508+0.00019995i,-0.00058523-0.00050043i,-0.0010225+2.1451e-05i,-0.0006441-0.00040222i,-0.00068312-0.0010075i,-0.00061627-0.00013879i,-0.00021608+0.0010847i,0.00016469+0.0006851i,0.00059618-0.00038074i,0.00074916-0.00064199i,0.00010901-0.00073015i,-0.00047443-0.0006531i,-0.00055753-0.00046547i,-0.00026504-0.00035693i,-0.00047134+0.00014129i,-0.0010616+4.4957e-05i,-0.00051565-2.4554e-05i,0.00064744-0.00026997i,0.00071548-0.00046923i
0.0012845+0.0018302i,0.0014392+0.0020723i,0.00064778+0.0018552i,-0.00011298+0.0010605i,-0.00047922-0.00010735i,-0.00064499-6.2309e-05i,-0.00083438+0.00072562i,-0.0011568+0.00074589i,-0.0016267+0.00051188i,-0.0019547+0.00033774i,-0.0013708+0.00041206i,-0.00040333+0.00066897i,-0.00044184+0.00050949i,-0.00057958-0.00013412i,0.00010352-0.00072481i,0.00066367-0.00045751i,0.00015197+0.00016514i,-0.00018379+0.0004378i,-0.00041564+0.00031915i,-0.00025037-0.00078594i,0.00013801-0.00045855i,0.00033863+0.00054322i,0.0010249+0.00061397i
0.00033903+0.0017226i,-0.00054102+0.0014387i,-0.00094395+0.0020557i,-0.0007596+0.002673i,-0.00067851+0.001569i,-0.00024704+8.153e-05i,0.00013372-0.00020868i,1.4286e-05-0.00020512i,0.00024758+3.9866e-05i,0.00046977+0.00040508i,0.00049181+0.0002195i,0.00032827+0.00056915i,-4.7607e-05+0.0007497i,0.00014426-8.5514e-05i,0.00045008-0.00047963i,0.00032812+3.529e-05i,0.00032148+0.00022768i,0.00040953+4.9519e-05i,0.00085907+0.00096176i,0.00084663+0.001098i,0.00031189+0.00014i,1.829e-05+5.4186e-05i,0.00063891+0.00098669i
-0.00094906+0.0016706i,0.00040438+0.002905i,0.00088029+0.0023492i,0.0012471+0.00094821i,0.0012932+0.00012247i,0.00092988-0.00030963i,1.3701e-05-0.00060463i,-0.00084692-0.00062539i,-0.00078449-0.00041681i,-0.00073352-0.00049409i,-0.00057464-0.00042448i,-0.00027287-0.00041922i,0.00049508-0.00088717i,0.00075304-0.00097346i,0.00042114-0.00094389i,0.00019483-0.00073432i,0.00043686+0.00027795i,0.00074974+0.00012085i,0.00037622-0.0010498i,-0.00079837-0.00094382i,-0.0011602-0.00028446i,-0.00075997+0.00014464i,0.0001493+0.00019695i
-0.0001844+0.0019648i,-0.0017675+0.0042647i,-0.0013676+0.0051181i,-9.9238e-05+0.0038003i,-0.00014875+0.001985i,0.00013444+0.00093226i,0.0004342+0.00013239i,0.00033872+0.00042635i,0.00029968+0.0011005i,-0.00062426+0.00040968i,-0.0011183+0.00017724i,-0.00037029-0.00038356i,-0.00018885-0.00083503i,-0.00057081-0.00048706i,-0.00017907-0.0007823i,-0.00013669-0.00088701i,-0.00047804-0.00056064i,-0.00040548-0.00046756i,-0.00035479-0.00078566i,-0.0005268+2.3598e-05i,-0.00064451+8.3512e-05i,-0.00068821-0.00022665i,-0.00030244-0.00018143i
0.00065743+0.0016575i,0.0003418+0.0025356i,-3.1906e-05+0.0029921i,-4.6757e-05+0.0023294i,0.0001989+0.0016096i,-0.00029205+0.0011538i,-0.00041051+0.00022325i,0.00062176+0.0001382i,0.00031162+0.00040426i,-0.00059026-0.00014136i,-9.551e-05-7.4819e-05i,0.00010036+2.4795e-05i,-0.00031693-0.00020927i,-7.4271e-05-0.0011113i,5.697e-05-0.0010302i,6.9037e-05-0.00051423i,0.00045829-0.0001064i,6.2877e-05+0.00057196i,-0.00077109+0.0010679i,-0.0010891+0.0011875i,-0.00092673+0.00051441i,-0.0003185+0.00035291i,0.00047285+0.0006153i
0.001352+0.00055532i,0.00027708+0.0016292i,-0.00039569+0.001607i,8.6807e-05+0.00080638i,0.0011048+0.00035866i,0.0016465+0.0014672i,0.0011262+0.0015292i,0.00011385+0.00045378i,-0.00085517+6.3367e-05i,-0.00099275+0.00010602i,0.00040209-5.5065e-05i,0.00091746+7.8545e-05i,-7.3616e-05+0.00049387i,-0.0011139+0.00051441i,-0.0013327+0.00025681i,-0.0013169-0.00038716i,-0.00097325-0.00075386i,0.00042078-0.00021337i,0.0011265+5.4105e-05i,-0.00025083+0.00017658i,-0.0013384+0.00018353i,-0.00071754+0.00042933i,0.00013188+0.00083497i
0.0010253+0.0023872i,0.00035041+0.0037981i,-0.001021+0.0030732i,-0.00076455+0.0022074i,-0.00066572+0.001489i,-0.0007164+0.00052071i,-5.057e-05+0.0003448i,0.00074816+0.00057236i,0.00036932+0.00087519i,-0.00032806+0.00065844i,-0.00040135-0.00031324i,-0.00018639-0.0007496i,-2.6706e-05-0.00014482i,0.00017528-4.2708e-05i,0.00067938+0.00053414i,0.00038183+0.0012111i,-0.00022009+0.0010109i,-0.00070359+0.00015898i,-0.00049951-2.6985e-05i,-6.4739e-05+4.7076e-05i,-0.00013819-0.00042961i,-0.0009649-0.00041685i,-0.00086237-0.00052856i
0.0003374+0.0022371i,-0.00012485+0.0020527i,-0.00039782+0.0018992i,0.0002525+0.0014589i,0.00077708+0.00072592i,-0.00033325+0.00048438i,-0.0011181+0.00032765i,-0.0015427+0.00043675i,-0.0015546+0.00048943i,-0.00087603+0.00031862i,-0.00091174+0.0002325i,-0.00082136-0.00032162i,3.1879e-05-0.00074386i,-8.8163e-06-6.591e-05i,-0.00026854+0.0001724i,-0.00047242-0.00033719i,-0.00036406-0.00010717i,-0.00055556+0.00042152i,-0.00076814+0.00019013i,-0.00013689-2.9238e-05i,0.00016366+0.00037143i,0.00041381+0.00058375i,0.00027736+0.00069352i
0.00062132+0.001695i,-0.00055031+0.0026055i,-0.00029692+0.0035649i,0.0010267+0.0025533i,0.0011239+0.001237i,-9.4113e-07+0.00034756i,-0.00038351-1.5557e-05i,-0.00060877+0.00010342i,-0.0007418+2.2654e-05i,0.00050228+0.00027953i,0.001331+8.779e-05i,0.00094507-0.00016209i,0.00070823+0.00025169i,0.00076943+1.3428e-05i,0.00048924-0.00056311i,0.00045197+3.633e-05i,0.00023569+0.00080298i,-0.00069255+0.00058379i,-0.00085863+0.00015681i,-0.0009674+0.00033106i,-0.00080498+0.00073361i,-6.822e-05+0.00086929i,0.00070228+0.00014918i
0.00037665+0.0010051i,-0.00080197+0.0023315i,-0.0010141+0.002428i,-0.00063376+0.0013405i,-0.00026722+0.00074896i,-0.0001891-5.224e-05i,-0.00030256-0.0005329i,0.00016995-0.0006354i,0.00018272-0.00017132i,-0.00044091-0.00028972i,-0.00045073-0.00019887i,-0.0008186+0.00011159i,-0.00068394+0.00042453i,0.00035569-2.2679e-05i,0.00037905-9.264e-05i,-0.00054248+0.0005368i,-0.00080658+0.0011725i,2.6722e-05+0.0014163i,2.5079e-05+0.00044191i,-0.00040956-0.00070516i,-0.00017084-0.00062035i,0.00038319+5.5206e-05i,0.00031337+0.00074041i
0.0012829+0.0029519i,4.6464e-05+0.0024886i,0.00045225+0.0016484i,-0.00023341+0.0010978i,-0.00093184+0.00040165i,-0.00013392+7.3985e-05i,-0.00019599+0.00058452i,-0.00022168+0.00071947i,-0.0001685+0.00063193i,-0.00089355+0.00065689i,-0.00088+0.0004849i,-0.00017697+0.00081532i,4.3576e-05+0.0010269i,1.6897e-05+0.00024249i,-0.00022172-0.00031207i,-0.00017655-0.00045503i,-0.00015809-0.00044954i,-0.00057776+0.00018661i,-0.00066788+0.00012113i,-0.00029123-0.00013244i,-1.3575e-05+0.00036296i,-0.00035727+0.00048748i,-0.00039398+0.00018735i
0.00080654+0.0021389i,0.00040139+0.0028991i,4.9097e-05+0.0029327i,0.00062897+0.0012534i,0.0008115-0.00028234i,-0.00011024-0.00020718i,-0.00069814+0.0008524i,-0.00057911+0.00052959i,-0.00020303+5.1911e-05i,-7.9871e-05+8.5928e-05i,0.00046686+0.00014908i,0.00044648-3.7915e-05i,-0.0004383-0.00018699i,-0.0012615-0.00019373i,-0.0012241-0.0007095i,-6.285e-05+0.00016845i,0.00043824+0.0010621i,-0.00037528+0.00053008i,-0.00059799-0.00032266i,-2.126e-05-0.00061693i,0.00035696-0.00017396i,6.9334e-05+0.00045278i,0.00017381+0.00086178i
0.0018933+0.0019849i,0.0016499+0.0014237i,0.0013308+0.00075117i,0.00054817+0.00079052i,0.00043262+0.00081418i,0.00031015+3.7837e-05i,0.00016505+1.3059e-05i,-0.00012846+0.00044656i,-0.00023176+3.6382e-05i,-0.00050526+0.0001131i,-0.00087539+5.8776e-05i,-0.0003813+1.1672e-05i,-0.00063881+0.0010204i,-0.0014555+0.0015692i,-0.0016772+0.00078074i,-0.00050995-0.00015823i,0.0010112+0.0001043i,0.00090466+0.00092255i,-8.5021e-05+0.0010002i,-0.00023959+0.00091456i,-0.00021385+7.265e-06i,-0.001019-0.0011572i,-0.0011064-0.0011399i
0.0030354+0.0020371i,0.0022142+0.0011377i,0.0017206+0.00094095i,0.00039002-0.00072158i,-0.00080533-0.0018949i,-0.0010844-0.0015072i,-0.00058289-0.0006207i,-0.00019211+0.00042238i,-0.0002253+0.00089227i,-0.0002359+0.00041646i,-0.00046971+0.0002992i,-0.00054704+3.6814e-06i,1.4317e-06+2.7099e-05i,-0.0001851+0.00067804i,-0.00044737+0.00041083i,-0.00032059+0.00022541i,-0.00040386+0.00093202i,-0.00031813+0.00080039i,0.00013588-1.9879e-05i,-0.00032703+0.00024009i,-0.00036757+0.0007637i,0.0001081+0.00051003i,-0.0006189+0.00011504i
0.0001291+0.0016077i,0.00062652+0.0036744i,0.0020181+0.0044563i,0.0017723+0.0026446i,0.00079299+0.00074812i,0.00065812+0.00046162i,-0.00048903+0.00087804i,-0.0013734+0.00055553i,-5.8147e-05+0.00042625i,0.00031515+0.0001183i,-0.0001159-0.00068656i,2.4286e-06-0.00055782i,-0.00027283-0.00023206i,-0.00011667+1.7203e-05i,-0.00059313+0.00013558i,-0.00093343-0.00040687i,-0.00058616-0.00051676i,-0.00037981-0.00029302i,-0.00030069+0.00025096i,-0.0010403+0.00079832i,-0.0010139+0.0011158i,-0.00084894+0.001069i,-0.00030337+0.00065056i
-0.0022277+0.0026773i,-0.0030745+0.004201i,-0.0024454+0.0047261i,-0.0010898+0.0034548i,0.00017311+0.00065866i,0.00052995-0.00083609i,-8.7578e-05-0.0011525i,-0.00091403-0.00088903i,-0.0012384-0.00054475i,-0.00087002-2.202e-05i,-0.0010513+0.00022816i,-0.00063957-9.7721e-05i,8.1264e-05-6.4504e-05i,-0.00015014-0.00069162i,0.00021125-0.0017705i,0.00028529-0.002065i,-0.00032139-0.0013291i,-0.00030418+0.00017148i,-0.00018328+0.0004983i,-0.00040678+0.00027159i,-0.00047422-0.00036216i,-0.00038461-0.00054229i,0.00015672-0.00028572i
0.00018942+0.0022367i,-0.0014011+0.0027825i,-0.0028243+0.0037616i,-0.0016788+0.0027656i,3.5493e-05+0.00088314i,-0.00030609-0.00023543i,-0.00075997-0.00024052i,-0.00049211-0.00027843i,-0.0010753-0.00010624i,-0.00043359+0.00034817i,0.00037482+0.00017246i,0.00070929-0.00066157i,0.00022828-0.00099407i,-0.00037894-0.00070753i,-0.00039108-0.001373i,-0.00023264-0.0023456i,0.00023569-0.0016342i,-2.9596e-05-0.00069941i,-0.00017107-0.00059084i,0.00022665-0.0004582i,-0.00037028-0.00040013i,-0.00067428-0.00011577i,-0.0002021+0.00026709i
0.00034692+0.00060596i,0.00046256+0.0018355i,-0.00022338+0.0024205i,0.00046336+0.0011355i,0.001379+0.0005037i,0.0014073+0.00093529i,0.00053364+0.00020431i,-0.00012544-0.00078734i,-0.00085454-0.00037323i,-0.00090374+0.00035838i,1.7024e-05+3.9608e-05i,0.00073051-0.00016099i,0.00083348+3.8257e-06i,0.00057888+0.00071382i,-4.0386e-05+0.00062902i,-0.00017173-0.00055533i,0.00056802-0.00015685i,0.00049622+0.00025677i,0.00020219+0.00030336i,0.00030233+0.00065663i,-0.00019597+0.00043061i,-0.00028126+9.9285e-05i,0.00025574+2.9051e-05i
0.0024807+0.0011646i,0.0014984+0.00095985i,-0.0012984+0.0011096i,-0.0014029+0.0011417i,-0.00029269+0.00094901i,-0.00061058+0.00089808i,-0.00088487+0.00082699i,-0.0013202+0.00064234i,-0.00097422+0.00074903i,-0.00030039+0.00081976i,-0.00039573+0.00034262i,-0.000667+0.00022329i,-0.0007349+0.00066828i,-0.00054673+0.0005277i,-5.8572e-05+0.0004961i,-0.00014207+0.00081253i,-0.0002187+0.00084893i,0.00015669+0.00074789i,0.00050745+0.00054196i,0.00022279+0.00042522i,0.00019725+0.0006068i,-4.6288e-05+0.00011461i,-0.00016269-0.00014396i
0.0012708+0.0018179i,0.0014816+0.0027652i,-0.00020803+0.0029437i,-0.0017706+0.0025271i,-0.0010765+0.0014166i,0.00018139+0.0009554i,0.00054944+0.001052i,0.00021512+0.00060517i,-0.0002299+0.00020837i,-0.00069627+0.0001776i,-0.000541+0.00053283i,0.00038761+8.6209e-05i,0.00067317-1.465e-05i,0.00065035-0.00042298i,-6.6882e-05-0.0006362i,-0.0006665+3.7996e-05i,-0.00011657+0.00016041i,0.00070486+0.00017892i,0.00063346+4.3339e-05i,0.00059871-0.00033923i,0.00037436+6.2911e-05i,0.00020694+0.00086732i,0.00032453+0.00059203i
-6.2941e-05+0.0013381i,-3.0341e-05+0.0019146i,-0.00045501+0.0013597i,-0.00027992+0.00096596i,-0.00033177+0.00068696i,-0.00041902+0.000645i,-0.0010775-0.00030314i,-0.0016269-0.0008843i,-0.0013101-0.00031998i,-0.0011192+0.00059939i,-0.0010279+0.0012513i,-0.00026333+0.001121i,0.0004387+0.0010932i,0.00074904+0.00038993i,0.00053809-0.00020411i,0.0001263-1.3226e-05i,4.8045e-05+0.00033525i,0.00028434+0.00075621i,6.0998e-05+0.00011592i,-0.00055807+0.00018071i,-0.00023008+0.00053849i,0.00020521+0.00080377i,-9.8641e-05+0.0010611i
