-0.002622+0.001005i,-0.0013267+0.00063637i,-0.0016592+0.0011801i,-0.0006168+0.0014712i,0.00025601+0.0014263i,-0.00057221+0.0012298i,-0.0015191+0.00095594i,-0.00076257+0.001374i,0.00069131+0.00108i,0.001187+0.00020604i,0.00072213-6.9492e-05i,0.00075242-0.00027221i,0.00072495-0.0007275i,-0.00033426-0.0006084i,-0.0012912-0.00018385i,-0.0009949-0.00020123i,-0.00027296-0.00069443i,-3.0039e-05-0.0010692i,0.00022329-0.00088055i,-4.1261e-05-0.00027684i,-7.0304e-05-0.0002906i,0.00051325-0.00067988i,0.00047323-0.00067879i
-0.00034605-0.0023604i,-0.00099304-0.011301i,0.002192-0.019923i,0.01826-0.02136i,0.054342-0.013456i,0.081961+0.0083998i,0.066506+0.033624i,0.022494+0.045854i,-0.0089119+0.040071i,-0.012511+0.022573i,-0.0052393+0.010698i,-0.00094382+0.0080695i,0.0007193+0.0070721i,0.0025832+0.0054407i,0.0039853+0.0053942i,0.0042575+0.0061683i,0.0058685+0.0043263i,0.0084486-0.0067312i,0.0086575-0.026914i,0.0068108-0.040086i,0.0043661-0.034383i,0.0026482-0.019328i,0.0029555-0.0076859i
0.0041581+0.00040853i,0.0095861+0.0032858i,0.012625-0.0011661i,0.0057006-0.017652i,-0.011866-0.041889i,-0.02431-0.059335i,-0.012496-0.056055i,0.016333-0.037807i,0.029984-0.01721i,0.020239-0.0040485i,0.0095563-0.00053938i,0.0060866-0.0024156i,0.0041452-0.0060157i,0.00096777-0.0062959i,-0.0020362-0.0041193i,-0.0042689-0.0017927i,-0.0037422+0.0007939i,0.0028243+0.0086876i,0.010399+0.022256i,0.011601+0.030789i,0.008285+0.026901i,0.0061131+0.015525i,0.0028148+0.0060189i
-0.0053823-0.0030018i,-0.0093742+0.00038411i,-0.013144+0.012009i,-0.016154+0.035627i,-0.023476+0.065439i,-0.035702+0.075728i,-0.045046+0.052924i,-0.043813+0.0166i,-0.031908-0.0090222i,-0.015241-0.013862i,-0.0069042-0.0089162i,-0.005995-0.0037542i,-0.0048457+0.0013828i,-0.0016315+0.0048465i,0.0015633+0.0048554i,0.0022896+0.00211i,-0.0022658-0.00071833i,-0.013556-0.00080709i,-0.022193+0.0011743i,-0.019326-0.00028898i,-0.012009-0.0025267i,-0.0084696-0.0011463i,-0.0053236+0.0011567i
0.00064562-0.0045784i,0.0021914-0.0099893i,0.0044615-0.021163i,0.014903-0.039805i,0.041622-0.056529i,0.071267-0.050994i,0.071846-0.021666i,0.044109+0.011682i,0.016863+0.025399i,0.0035261+0.018464i,0.0018892+0.011064i,0.0050686+0.0094874i,0.0065408+0.0066177i,0.0052102+0.0032327i,0.0031438+0.0036414i,0.0025069+0.0051697i,0.0061075+0.0033527i,0.01252-0.0072804i,0.013304-0.021182i,0.0067276-0.024459i,0.0016735-0.016699i,0.0025021-0.0086438i,0.0025998-0.0040485i
-0.0008557+0.0016177i,-0.00041564+0.005565i,-0.0002988+0.010147i,-0.011663+0.015847i,-0.042484+0.016294i,-0.069288+0.0033337i,-0.0572-0.018006i,-0.021867-0.03096i,0.0021665-0.025712i,0.0062361-0.01293i,0.0014613-0.0069006i,-0.0027551-0.005698i,-0.003518-0.0050836i,-0.003469-0.0042915i,-0.0047976-0.0041533i,-0.00546-0.0035179i,-0.0055405+0.0018774i,-0.0026442+0.014834i,0.0053185+0.030676i,0.013069+0.036825i,0.013665+0.029606i,0.0085141+0.018475i,0.0030526+0.0098415i
-0.0033246+0.002177i,-0.0059082+0.0018575i,-0.0032759+0.0037427i,0.0084518+0.0091236i,0.028707+0.020141i,0.038013+0.037312i,0.021805+0.044884i,-0.0041739+0.030903i,-0.016218+0.011193i,-0.010016+0.00046463i,-0.0021416-0.0023518i,-5.4779e-05-0.0012323i,0.0021784+0.0015342i,0.0049803+0.0035747i,0.0073361+0.0042205i,0.0083329+0.0023448i,0.0051817-0.0014105i,-0.0057613-0.0078102i,-0.020668-0.017205i,-0.027681-0.023308i,-0.023349-0.020897i,-0.014296-0.013038i,-0.0053564-0.0070772i
0.0039237-0.00013928i,0.0057715-0.0024694i,0.0053228-0.010771i,0.002883-0.028173i,0.0038514-0.048872i,0.010303-0.057645i,0.019295-0.042675i,0.025202-0.014001i,0.018475+0.0054099i,0.0066284+0.0088847i,0.0028036+0.0063121i,0.0031836+0.0046054i,0.0024015+0.0021684i,-0.0004059-0.00012093i,-0.0038844-2.1048e-05i,-0.0046586+0.0015208i,-0.0012064+0.00078672i,0.0069978-0.0044529i,0.016817-0.0080456i,0.02056-0.0028622i,0.01671+0.0031719i,0.010338+0.0026786i,0.0038569+0.0021615i
0.0041532+0.0016744i,0.0037685+0.0039423i,0.0040486+0.010014i,-0.0023034+0.024226i,-0.021556+0.041645i,-0.044575+0.042633i,-0.049001+0.019778i,-0.030582-0.0043324i,-0.0091059-0.014498i,-0.00046546-0.012238i,-0.0021083-0.0083819i,-0.004288-0.0067022i,-0.0045621-0.0038724i,-0.0023766-0.0011985i,5.0805e-05-0.00062192i,0.00038638-0.001119i,-0.00032494+0.0036345i,-0.0013555+0.017228i,-0.0011289+0.02866i,-0.00079551+0.024248i,-0.001389+0.012704i,-0.0015734+0.0077836i,-0.0007227+0.0038316i
-0.00020425-0.0023177i,-0.00063549-0.0046218i,0.00071092-0.010244i,0.0094377-0.020781i,0.030998-0.024873i,0.051713-0.012503i,0.045729+0.0069474i,0.017582+0.017573i,-0.0017898+0.014479i,-0.003128+0.0057386i,0.0010663+0.0023018i,0.0042956+0.0035238i,0.00549+0.0042237i,0.0047324+0.0036069i,0.0037825+0.0041876i,0.0036894+0.0032492i,0.00072248-0.0028185i,-0.0090097-0.015125i,-0.020991-0.024959i,-0.02547-0.023011i,-0.020463-0.015474i,-0.012569-0.0096838i,-0.0076783-0.0046533i
0.0026067-0.0013466i,0.0034464-0.00051671i,0.0024515+0.001129i,-0.005064-0.00046043i,-0.022335-0.0084234i,-0.032783-0.021303i,-0.019665-0.027663i,8.4991e-05-0.021058i,0.0073059-0.0065049i,0.0039203+0.0023789i,-0.00022862+0.0023085i,-0.0023425+0.00040132i,-0.0044676-1.2492e-05i,-0.0057338+0.00036846i,-0.0056522+0.00030446i,-0.0058342+0.0015247i,-0.0027757+0.004547i,0.0091564+0.0069532i,0.025051+0.0082047i,0.032783+0.0085165i,0.027902+0.0070287i,0.017448+0.0059367i,0.008721+0.0063i
-0.0026297+0.0017721i,-0.0019082+0.0023305i,-0.00030404+0.0056166i,0.0032524+0.012564i,0.0079926+0.025073i,0.0034221+0.037321i,-0.0088204+0.033484i,-0.01347+0.012522i,-0.0092896-0.003793i,-0.0022928-0.0065509i,0.0014746-0.0055631i,0.0013449-0.0045761i,0.0020713-0.0032196i,0.0043747-0.0013541i,0.0063132-0.0002102i,0.0073762-0.00075137i,0.0052926+1.4386e-06i,-0.0018673+0.0066081i,-0.013343+0.014212i,-0.021319+0.012914i,-0.020038+0.0073735i,-0.012534+0.0026595i,-0.0056187-0.0023721i
-0.00094258+0.0018518i,-0.0006583-0.00025768i,-0.0018148-0.0050663i,-0.00035109-0.016567i,0.0093241-0.030335i,0.022693-0.032668i,0.026013-0.01645i,0.016904+0.0024964i,0.0042188+0.0083911i,-0.0013945+0.0055288i,8.2936e-06+0.003882i,0.0015155+0.003591i,0.0016493+0.0041005i,0.00022614+0.0044609i,-0.0018556+0.0038336i,-0.0035467+0.002855i,-0.0056913-0.0023148i,-0.0084764-0.013957i,-0.0084914-0.023587i,-0.0037469-0.021174i,0.00051696-0.01281i,-0.00024514-0.0064732i,-0.0026296+0.00035651i
0.0051324-0.0032029i,0.0060434-0.0032646i,0.0061427-0.001448i,-0.00065444+0.0057824i,-0.017835+0.015473i,-0.033048+0.012899i,-0.029029-0.0015564i,-0.01077-0.0084267i,0.0024426-0.005755i,0.0026396-0.0029589i,-0.0025709-0.002487i,-0.0060598-0.0023493i,-0.0062912-0.0022118i,-0.0043024-0.0014495i,-0.0026262-0.00051564i,-0.00013019+0.0012721i,0.0060815+0.0062143i,0.016221+0.012806i,0.025589+0.016008i,0.025167+0.012558i,0.017282+0.0078527i,0.011269+0.0052607i,0.0085541+0.001281i
-0.00053014-0.0018276i,-0.0017005-0.0016383i,-0.0024062-0.0033623i,0.0025127-0.0073503i,0.014883-0.0060735i,0.023766+0.0048363i,0.016297+0.013491i,-0.00058368+0.0098424i,-0.0064961+0.00075926i,-0.001563-0.0041105i,0.001745-0.0040434i,0.0039493-0.0012685i,0.0054048+0.00058727i,0.0051218+0.00033375i,0.0044282-3.1958e-05i,0.0031888-0.001712i,-0.0014889-0.003062i,-0.012266-0.0013608i,-0.025788+0.0041295i,-0.030933+0.0084981i,-0.024412+0.0064586i,-0.016096+0.0028861i,-0.01165+0.0014714i
-0.0054812-0.00084692i,-0.0046199-0.00011781i,-0.0045917-8.6634e-05i,-0.0062858-0.0029223i,-0.009886-0.010204i,-0.0064555-0.01807i,0.0043815-0.016525i,0.0077273-0.0069385i,0.0029278+0.0030763i,-0.00078614+0.0059297i,-0.0014272+0.0034832i,-0.0018317+0.0021161i,-0.0013416+0.0018048i,-0.0013888+0.0023672i,-0.0034309+0.0025407i,-0.0041126+0.0025043i,-0.0028951+0.00065855i,-0.00057066-0.0071131i,0.0055732-0.01736i,0.013146-0.020319i,0.01445-0.014655i,0.010447-0.0061222i,0.0074342+0.0014201i
0.0027317-0.0054591i,0.0036465-0.0045338i,0.0021555-0.0018814i,0.00041571+0.0051966i,-0.0024531+0.015791i,-0.011025+0.020843i,-0.016265+0.012999i,-0.0099108-0.00079596i,-0.0014419-0.0069953i,0.0013359-0.0040555i,0.00035175-0.0020509i,0.00052714-0.0023598i,0.001147-0.0019187i,0.0010888-0.0018891i,0.0013187-0.0020325i,0.0029619-0.0010415i,0.006854+0.0018598i,0.012065+0.0087562i,0.013092+0.016086i,0.0066197+0.018199i,0.0010546+0.014408i,0.0012882+0.0077336i,0.001216-0.00044218i
0.0044468+0.0017417i,0.0039189+3.1174e-05i,0.0027848-0.0056272i,0.0032346-0.013992i,0.0093778-0.019621i,0.017229-0.014751i,0.015754-0.001851i,0.005936+0.0054275i,-0.0014867+0.0032273i,-0.0021109-0.00069988i,0.00018725-0.0011457i,0.0015073+0.00041466i,0.0024541+0.00095076i,0.0031168+0.0014745i,0.0022603+0.0018704i,-0.00058407+0.00038973i,-0.0066902-0.00099193i,-0.016458-0.0025046i,-0.024095-0.0039086i,-0.021571-0.0038429i,-0.014047-0.0034472i,-0.010715-0.00093992i,-0.0090681+0.0041255i
-0.0002677+0.0026579i,0.001105+0.0030713i,0.0035122+0.0041118i,0.0018413+0.0056005i,-0.006691+0.0050862i,-0.013357-0.0017283i,-0.0097793-0.0083464i,-0.00071192-0.0052259i,0.002788+0.00033655i,0.0011011+0.00086452i,-0.0014161+0.00036722i,-0.0035848+0.0011381i,-0.0046922+0.0017971i,-0.0046186+0.0017178i,-0.0028405+0.0010684i,0.00066495+0.00092284i,0.0046983+0.00096008i,0.0106-0.0032375i,0.017431-0.0099668i,0.018197-0.012222i,0.014019-0.0093102i,0.011993-0.0050736i,0.011208-0.003837i
0.0032288-0.0020274i,0.0020901-0.0022937i,0.0018821-0.0025657i,0.0037142-0.0023583i,0.007122+0.00068652i,0.0075115+0.0071205i,0.0010468+0.0079207i,-0.004645+0.0016897i,-0.0027472-0.0027186i,0.00050357-0.0034622i,0.00092798-0.0030273i,0.0022957-0.0021302i,0.0034247-0.0013269i,0.0022417-0.00095027i,0.00093709-0.00071966i,0.00034092-0.0021999i,0.00082338-0.0015031i,0.0022333+0.0055255i,0.0007439+0.015343i,-0.0029743+0.02093i,-0.0051993+0.017201i,-0.0063383+0.0086i,-0.007688+0.0028518i
-0.0015541-0.0026476i,-0.00078533-0.0032952i,-0.001834-0.0049853i,-0.0037872-0.0069783i,-0.0037384-0.010309i,0.0011352-0.011029i,0.0062376-0.0049066i,0.0038011+0.0018838i,-0.0015799+0.0034131i,-0.0023456+0.0020238i,-0.0014476+0.0016825i,-0.001477+0.0016349i,-0.00020486+0.0013786i,0.0013549+0.0019885i,0.00094772+0.0033825i,0.00034507+0.004537i,-0.0028766+0.0031691i,-0.011227-0.0017526i,-0.016261-0.0088911i,-0.0134-0.014234i,-0.0089012-0.013319i,-0.0059354-0.0056793i,-0.0010672+0.0030108i
0.0018383+0.0013834i,0.0034301+0.00074253i,0.00609+0.00021897i,0.0064554+0.0018714i,0.00089368+0.0057392i,-0.0076201+0.0064402i,-0.0096188+0.0024205i,-0.0024388-0.0018549i,0.0036761-0.0019059i,0.0034651-0.00039081i,0.0015163-0.00031972i,-0.0004037-0.00056195i,-0.0021075-0.00019378i,-0.0026499+0.00012564i,-0.0030908-0.00038087i,-0.002019-0.00088486i,0.0029917-0.001714i,0.010847-0.0035643i,0.016753-0.0033465i,0.015489+0.00020656i,0.011934+0.001691i,0.0095486-0.0009016i,0.0050785-0.0059769i
-0.00053788+0.0012195i,-0.0012157+0.00053242i,-0.0015015-0.001995i,0.00024587-0.0052804i,0.0051715-0.0077774i,0.0080769-0.0048278i,0.0047794+0.0014796i,0.00018777+0.0022716i,-0.001908-0.001396i,-0.00029804-0.0027371i,0.0023718-0.001927i,0.0038905-0.0015318i,0.0042096-0.0016133i,0.0029673-0.0024248i,0.0018353-0.0020516i,0.00070603-0.00027072i,-0.0012668+0.0025099i,-0.0047319+0.0079849i,-0.0087158+0.013224i,-0.0099788+0.013028i,-0.0085321+0.0086864i,-0.0081861+0.0069271i,-0.0077225+0.0082397i
-0.0010822+0.0014363i,-0.00023501+0.0011654i,0.001921+0.00035162i,0.00118-0.00017977i,-0.0032529+6.3301e-05i,-0.004604-0.002358i,-0.00079763-0.0033794i,0.0020628+0.00073472i,0.0013739+0.0035911i,0.00016449+0.0027544i,-0.00094399+0.0011925i,-0.0028155+0.0016374i,-0.0028569+0.002837i,-0.00094078+0.0039626i,0.00076053+0.0046653i,0.0017615+0.0032598i,0.00029588+1.3436e-06i,-0.0041005-0.0055325i,-0.0082582-0.012139i,-0.0083913-0.014966i,-0.0049328-0.011156i,-0.00039215-0.0060029i,0.004268-0.003911i
-2.6649e-05-0.0019209i,-0.00076723-0.0022249i,-0.0001881-0.0015863i,0.0014278-0.0010253i,0.0025335+0.00073443i,5.9943e-05+0.0037291i,-0.00265+0.0029741i,-0.0022805-0.00038314i,-0.00036192-0.0017533i,0.00092049-0.0016204i,0.0019366-0.0019114i,0.0019423-0.00203i,0.00045249-0.00079314i,-0.0010876+0.00030497i,-0.0017851-0.00078276i,-0.0018012-0.0021029i,0.00063587-0.0026958i,0.0083857-0.0013376i,0.015839+0.0032795i,0.016934+0.0075038i,0.013342+0.0065751i,0.0070228+0.0017257i,0.0004257-0.0010999i
0.0021944+0.0038695i,0.0024361+0.0021673i,0.0039811-0.00025886i,0.0048217-0.0038053i,0.0047502-0.007746i,0.0041639-0.0069876i,0.0027844-0.00096353i,-0.00052248+0.0019455i,-0.0028627+0.0010255i,-0.0015735+0.00030724i,-0.00033143+6.6835e-05i,-0.00010322-0.0005109i,-7.7943e-05-0.0020323i,0.00075398-0.0015372i,0.0021956+0.0020121i,0.0026001+0.0050287i,0.00067779+0.0062159i,-0.0047445+0.007444i,-0.011622+0.0075246i,-0.014165+0.0043868i,-0.014021+0.0027625i,-0.011131+0.0051127i,-0.0034433+0.0069288i
-0.0041751+0.0042562i,-0.0024976+0.0045059i,-0.00043938+0.0062602i,0.0021458+0.0068672i,0.0019274+0.0058428i,-0.0015588+0.0030311i,-0.0025878-0.00026524i,-0.00025558-0.00035093i,0.00017759+0.0024227i,-0.0001654+0.0031299i,0.00045792+0.0014516i,0.00035333+0.00017408i,0.00012739+5.2933e-05i,-0.00042283+0.00077217i,-0.0013336-0.00022026i,-0.0016351-0.0020362i,-0.0022069-0.0040452i,-0.0028252-0.0080273i,-0.0016362-0.011501i,0.0022063-0.0093864i,0.0055843-0.0054695i,0.0071905-0.0061096i,0.0056129-0.0079583i
0.00036348+0.0033497i,-0.00046857+0.0032505i,0.00055355+0.0018349i,0.0017119-0.0013013i,0.0026232-0.002858i,0.002522-0.0016065i,0.00069331+7.6408e-05i,-0.00019227-0.00048615i,0.00052662-0.0022287i,0.0018979-0.002473i,0.0025728-0.0023903i,0.0021022-0.0031877i,0.0011283-0.0033644i,-0.00021892-0.0024903i,-0.0016914-0.0008717i,-0.0016431+0.00024162i,0.0010547+0.001782i,0.0068093+0.0046934i,0.011382+0.0075654i,0.0098645+0.0072349i,0.0052768+0.0047904i,0.00097084+0.0039111i,-0.0015154+0.0053126i
-0.0024134-0.0015874i,-0.0011943-0.0020614i,-0.00018138-0.0012782i,5.5577e-05-0.0010244i,-0.00041628-0.0010951i,4.5679e-05-0.0013125i,0.00096107-0.0001318i,0.00024966+0.001775i,-0.0010808+0.0016709i,-0.0013505+0.00093656i,-0.00081257+0.0015592i,-0.0011566+0.0031169i,-0.00017075+0.0027856i,0.0020145+0.0016642i,0.004051+0.0021057i,0.005258+0.0034458i,0.003459+0.0042338i,-0.0041522+0.003684i,-0.013505+0.0024731i,-0.017193+0.001541i,-0.013838+0.0024497i,-0.006283+0.0035959i,0.00039217+0.0019603i
-0.0037426-0.00097164i,-0.0033527-0.00028812i,-0.0031008+0.0012758i,-0.0019373+0.0018874i,-0.0011067+0.0020158i,-0.00035206+0.0018025i,4.5366e-05+0.00010885i,0.00028257-0.0008049i,0.001179-0.00035775i,0.0021944-0.000352i,0.002548-0.0011669i,0.0020803-0.001194i,0.00050956+0.00041896i,-0.0010927+0.0018527i,-0.0019858+0.00046833i,-0.0027681-0.0028732i,-0.0023106-0.0046311i,0.00037386-0.0068697i,0.0057351-0.0087413i,0.011782-0.0074776i,0.013381-0.0072953i,0.0084008-0.0082536i,0.0010309-0.0062752i
-0.00036746-0.0018412i,-0.0011837-0.0027176i,6.87e-05-0.0043395i,-6.9362e-05-0.0053314i,0.00013873-0.0049093i,0.001179-0.0023272i,0.00024211+0.00077915i,-0.0012737+0.00084168i,-0.0021237-0.00026353i,-0.0019275+0.00035736i,-0.00091256+0.00047672i,0.00032986+0.00042967i,0.00046097-2.2657e-06i,0.00035151-0.00044807i,0.00094876+0.0010667i,0.0026371+0.002817i,0.003833+0.0049462i,0.004222+0.0070505i,0.001833+0.0090695i,-0.0025326+0.0097583i,-0.0051141+0.0091151i,-0.0044224+0.009621i,-0.000627+0.0095107i
0.0023981-0.00068684i,0.0025509-0.0021116i,0.0041621-0.0023418i,0.0034825-0.001508i,0.0010227+7.877e-05i,-0.00096547+0.00084908i,-0.00092026+0.00054945i,-0.00040992+9.534e-05i,-0.0015094-0.00024897i,-0.0017711-0.00093796i,-0.00094146-0.0010081i,-0.0006363+0.00053949i,1.8663e-05+0.0029157i,0.0010844+0.0032915i,0.00099132+0.0022014i,0.00054643+0.0011739i,-0.0010071+0.00016097i,-0.0057878-0.0014046i,-0.0096218-0.0029465i,-0.0076846-0.0025147i,-0.002678-0.0014414i,0.00056627-0.0030298i,0.00054571-0.0051273i
-0.0040271-0.0015834i,-0.0039748-0.0012488i,-0.0042944-0.00053096i,-0.004214+0.00026034i,-0.0018868+0.00077784i,0.00050324+0.0010337i,0.00059147-0.00012532i,-4.0717e-05-0.0010786i,0.00052541-0.0011659i,0.0014044-0.0011111i,0.001732-0.0014767i,0.0011307-0.0026716i,-0.00013051-0.0026045i,-0.0019076-0.0013033i,-0.0031193-0.001136i,-0.0031186-0.0022135i,-0.0011167-0.0029899i,0.0041808-0.0038693i,0.0096332-0.0052766i,0.0099216-0.0062384i,0.0057826-0.006334i,0.001315-0.004025i,-0.0012796+0.00047727i
0.0027868+0.0019699i,0.0038425+0.00088723i,0.0037188-0.00098007i,0.0043874-0.0036034i,0.0039808-0.0041044i,0.00094426-0.0022481i,-0.00067863+7.187e-06i,-0.00073725+0.0010609i,-0.00057674+0.00023229i,0.00039671-0.00019684i,0.00081804+0.00078353i,0.00077368+0.0015236i,0.0015664+0.0017105i,0.002289+0.0019403i,0.0034414+0.0018952i,0.0044583+0.0032332i,0.0037616+0.0051831i,0.00055605+0.0074975i,-0.0044726+0.010206i,-0.0078686+0.012309i,-0.0067091+0.013033i,-0.0020789+0.010795i,0.0016585+0.0058055i
0.0039811+0.0009759i,0.0044827+0.00037407i,0.0049205+0.00015439i,0.0041519-0.00087733i,0.0019691-0.0025966i,0.00072062-0.0012158i,0.00029424+0.0015077i,0.00024922+0.0016982i,-0.00046817+0.00072584i,-0.0012206-0.00062155i,-0.001057-0.0014687i,-0.0011999-0.0010851i,-0.0015436+0.00062944i,-0.001964+0.001979i,-0.0023128+0.0015608i,-0.0023545-0.00013345i,-0.0032489-0.0017976i,-0.0054968-0.0032632i,-0.0053959-0.006035i,-0.0013791-0.0088915i,0.0014612-0.011178i,0.00034929-0.011462i,-0.002994-0.0085104i
0.00066897+0.0017012i,0.00055981+0.0010807i,0.00057714+0.00036799i,0.0015843-0.0021811i,0.00089687-0.004083i,0.00011633-0.0030542i,-0.00055269-0.0010568i,-0.0010682-0.0004053i,-4.2925e-05-9.2782e-05i,0.00080861+0.00013999i,0.0009511-0.00045616i,0.00041946-0.0016221i,-0.0012741-0.0020832i,-0.0023088-0.0020882i,-0.00092427-0.00095829i,0.00047264+0.001022i,0.0015777+0.0018038i,0.0046598+0.00088666i,0.0064302+0.0004819i,0.00353+0.0018969i,-0.0003874+0.0031666i,-0.0013477+0.0047952i,0.00035415+0.0060934i
8.7581e-05+0.0020589i,-0.00010139+0.0021032i,0.0020684+0.003252i,0.0042248+0.0015982i,0.0043236-0.00057219i,0.0026578-0.00079139i,0.00060367+0.00039471i,-1.0572e-05+0.00072253i,-0.00087097+5.6709e-05i,-0.0012255-0.00011014i,-7.7448e-05+0.00045493i,0.0011011+0.0012691i,0.0030146+0.0021648i,0.0042507+0.0023579i,0.0032614+0.0017935i,0.0018145+0.0017467i,0.0005585+0.002181i,-0.0028679+0.0033831i,-0.0063478+0.0053179i,-0.0052043+0.0069133i,-0.0007681+0.0067774i,0.0020437+0.0033803i,0.0021457-0.0016894i
-0.0024738-0.0020824i,-0.0013548-0.00030303i,-0.0020871+0.00059465i,-0.0021687+0.00043682i,-0.0013025-0.0002391i,0.00028738-0.00017848i,0.00026582-0.0002233i,-0.00056361-0.00079212i,-0.00071513-0.00055424i,-0.00028923+0.0002077i,0.00024168-0.00033457i,-0.00033062-0.0010689i,-0.0022557-0.0010509i,-0.0032742-9.5391e-05i,-0.0034871+0.00042709i,-0.0031567-0.00011111i,-0.0022665-0.00062118i,-0.0010498-0.003349i,1.5478e-05-0.0078371i,-0.00014459-0.010796i,-0.0028966-0.011241i,-0.0060049-0.008253i,-0.0067615-0.0027705i
-0.004387-5.2616e-05i,-0.0033933+4.3946e-05i,-0.0036134+0.00024537i,-0.0024613+0.00020361i,-0.0013015-0.00052724i,-0.00034668-0.00061989i,0.00078418+0.00039441i,0.0008362+0.00033793i,0.00085421+0.00010815i,0.0010323+0.00081319i,0.0019191+0.0016489i,0.0033455+0.0013516i,0.0037207-0.0001269i,0.0036438-0.0011691i,0.0038068-0.00064093i,0.003616+0.00072923i,0.0033556+0.0018906i,0.0028537+0.0030532i,0.0019125+0.0056335i,0.0015742+0.0091957i,0.0030644+0.012189i,0.0051222+0.011776i,0.0060742+0.0071413i
0.0034066+0.00030946i,0.00321-0.00011961i,0.004704-0.00088889i,0.0043126-0.0015791i,0.001577-0.0018945i,-0.0002915-0.00060589i,-0.00052907+0.0010939i,-0.00029016+0.0011024i,0.00039538+0.00025522i,0.00058238-0.00075724i,-0.00050142-0.0014408i,-0.0012789-0.00038882i,-0.00058621+0.0019072i,0.0001371+0.003021i,-0.00044699+0.0021771i,-0.0009345+0.0012442i,-0.0014284+0.00034825i,-0.0038597+0.00022376i,-0.005398+0.00017082i,-0.0043266-0.0018139i,-0.002827-0.0048026i,-0.0030037-0.0075172i,-0.0042-0.0067313i
0.0011669-0.0024406i,5.2577e-05-0.0020331i,-0.0018202-0.0040349i,-0.0031253-0.0048213i,-0.0026399-0.0033731i,-0.0012129-0.00090865i,-0.0007084-0.00026601i,-0.00064808-0.0011692i,-0.00035682-0.0014562i,-0.00099977-0.0010627i,-0.00084724-0.0012352i,-0.00036728-0.0018997i,-0.0010067-0.0018141i,-0.0017732-0.00069267i,-0.0018015+0.00013079i,0.00018804+0.00024912i,0.0009569-0.00044225i,0.0011874-0.0025687i,0.0012963-0.0039241i,-0.00087393-0.0027101i,-0.0041589+0.00036092i,-0.0049151+0.0035804i,-0.0023807+0.0046901i
-0.00099471-0.0017475i,-0.0021518-0.00063265i,-0.0014174-0.00044789i,0.00024615-0.00073393i,-0.00042166-0.0005552i,-0.00053641+0.00024477i,0.00047844+0.00085243i,0.00040323+0.00054096i,-0.0004112+0.000119i,-0.0005668+8.0819e-05i,-0.00022439+0.00032239i,0.0013999+0.0017308i,0.0034366+0.0020688i,0.004347+0.0013602i,0.0039134+0.0012801i,0.0034554+0.00091224i,0.002571+0.00097881i,0.0019226+0.0025785i,0.0025378+0.0055409i,0.00382+0.0076757i,0.0063294+0.0067497i,0.0076105+0.0034081i,0.0065978-8.6255e-05i
-0.00037948+0.00051298i,-0.00022847+0.00052925i,-0.00010454+0.0013521i,0.00047783+0.00059464i,0.0014696-0.0011476i,0.0013419-0.0012315i,0.00060113-0.00092101i,0.00020573-0.00097878i,-5.3077e-05-8.4521e-05i,1.7281e-05+0.00047756i,-0.00094907-0.00084369i,-0.0026988-0.0014008i,-0.0033857+0.00010744i,-0.0035487+0.0014802i,-0.0039442+0.0019674i,-0.0032511+0.0010616i,-0.002653+0.00053252i,-0.0033202-0.00059568i,-0.0045473-0.003963i,-0.006704-0.0060557i,-0.010117-0.0063437i,-0.011197-0.0054868i,-0.0092097-0.0031577i
0.00203-0.0010021i,0.0027247-0.0012106i,0.0025589-0.002538i,0.00076405-0.0036634i,-0.0003541-0.0031385i,-0.00056075-0.0015901i,-0.00080116-0.00063334i,-0.00030921-0.00050371i,0.00036281-0.0010342i,0.00041359-0.00042763i,0.00086603+0.00020045i,0.001801+0.00028525i,0.0024453-0.00042389i,0.0014907-0.0013182i,0.0013494-0.00095379i,0.0024613+0.00016028i,0.0028316+0.00053173i,0.0019679-0.00065449i,0.0023388-0.0010148i,0.0039549+0.0015758i,0.005762+0.0051218i,0.0074195+0.0069056i,0.0070008+0.0063021i
0.00038956+0.00023335i,0.00016429-0.00058118i,0.0017896+0.00027671i,0.0025793+0.0012145i,0.0016791+0.00076131i,0.0010964+0.00062174i,0.00072087+0.00072375i,0.00059643+0.00019437i,0.00025732-2.7684e-05i,0.00057008+0.00022759i,0.00015061+0.001063i,-0.00085317+0.0015911i,-0.00061421+0.0019848i,0.00023106+0.0018444i,0.00063562+0.0014603i,0.00032885+0.00089743i,0.00011232+0.00064478i,-0.00047119+0.0022309i,-0.00085458+0.0035462i,-0.00040253+0.0020133i,-0.00044722-0.0020052i,-0.0010585-0.0060267i,-0.0027731-0.006138i
-0.001193-4.7473e-05i,-0.00071093+0.00017289i,-0.00096109+0.00021586i,-0.0011125-0.00013755i,-0.0015611-0.00025081i,-0.0021838+0.00049257i,-0.0010916-0.00030009i,-3.2345e-05-0.00087952i,-0.00047903-0.00048043i,-0.00038253-0.00048412i,0.00012055-0.00017175i,-0.00027197-0.0003607i,-0.0012595-0.00030373i,-0.0019266-3.37e-05i,-0.0013618+0.00027906i,-3.0283e-05+0.00093969i,0.00053181+0.00096022i,-0.00015118-0.00024755i,-0.0022544-0.0018161i,-0.0044014-0.0010821i,-0.0064626+0.0011434i,-0.0067321+0.0035221i,-0.0048826+0.0051139i
