-0.0014316+0.0003225i,-0.0012717-0.00016464i,-0.0016567+0.0009025i,-0.0019484+9.2794e-05i,-0.0012258-0.0010226i,-3.6917e-05-0.00011083i,-0.00040464+0.00062232i,-0.00053461+0.00049218i,9.6674e-06+0.00033391i,0.00066966-0.00013964i,0.0008078-0.0011302i,-2.0771e-05-0.0013295i,-0.00032669-0.00072093i,0.00045301+0.00033688i,0.00053039+0.00047428i,1.9201e-05+5.569e-05i,4.2416e-06-0.00018872i,0.00041562-0.00025869i,0.00023228-8.364e-05i,-0.00032754+0.00065176i,-0.00049276+0.0011698i,-0.0013379+0.00016825i,-0.0010689-0.00038973i
0.00022409+0.0011202i,0.00062842+0.00071765i,0.00075863+0.00065627i,0.00035486+0.00054521i,-0.00082964+0.0002753i,-0.00098348-0.00074798i,0.00011684-0.0012485i,0.0010963-0.00030007i,0.00021128+0.00086733i,-0.00072808+0.00096953i,-0.00021049+0.00064985i,8.0021e-06+0.00055801i,-0.00052567-0.00036081i,-0.0011076-0.0008621i,-0.00084445-0.00078238i,-3.1817e-05-0.00054354i,3.5482e-05-0.00021682i,-0.00034028-0.0001213i,0.00035239-0.00047416i,0.00040319-0.001036i,-0.00055771-0.00058498i,-0.00033408-6.6321e-05i,-0.00040977-0.00015568i
-0.0007173-0.00058036i,0.00016238-0.00020544i,2.6683e-05-0.00046207i,-0.00034072-0.00040751i,-0.00070482+0.00015949i,-0.00041417+6.7865e-05i,0.00026779-0.00057285i,0.00021483-0.00072644i,0.00029571-0.0003459i,-5.6488e-05+0.00016539i,-0.00081446+0.0003514i,-0.00083448+0.00065958i,-0.0010009+0.00030468i,-0.001461-0.00062213i,-0.0015031-0.00049476i,-0.00093659-0.00027222i,-0.00043165-0.00018812i,-8.7233e-06+0.00055032i,-5.1858e-05+0.0012871i,-0.00021486+0.00079241i,0.00013178-0.00015745i,0.00053489-0.00040171i,0.00056573-0.00014515i
0.0010619+6.0743e-05i,0.0011653+0.00071373i,0.00048903+8.1746e-06i,0.00030822-0.00019579i,0.00017088-0.00099531i,-3.8865e-07-0.0017159i,0.00048146-0.0010422i,0.00035491-1.4354e-05i,9.7792e-05+0.00052366i,-0.00020084-0.0001667i,-0.0012405-0.00085166i,-0.0013496-0.00024635i,-0.00065094+0.00021094i,-0.00068667+0.00062907i,-0.00039264+0.0013168i,-0.00014166+0.0010611i,-2.2791e-06+0.0011666i,0.00054707+0.00086834i,0.00075251+0.00024041i,0.00065843+0.00034473i,0.0005056+0.00050994i,5.2319e-05-0.00012235i,-0.00022749-0.00076112i
0.00057513-0.0011316i,0.00074883-0.001183i,0.00087942-0.0016102i,-0.00019407-0.0011014i,-0.00090978-0.00067591i,-0.00011962-0.00043305i,0.00098827-0.00021197i,0.00024622-0.00051202i,-0.00089808-0.00031238i,-0.00060486-0.00051698i,0.00037678-0.00071338i,-7.6112e-05+0.00026158i,-0.00063547+0.00083534i,-0.00014917+0.00043125i,-0.00037009+0.00077263i,-0.00080589+0.00067965i,-0.00068686+0.00032726i,-0.00072639+0.00028019i,-0.00032368+0.00052183i,-0.0003808+0.00059303i,-0.00033341+0.00048795i,-0.00018786+0.00056139i,-0.00030891+0.00048186i
-0.0018046-0.00023149i,-0.0008007+0.00069048i,-0.0014954+0.00059395i,-0.0021279+0.00035192i,-0.0010783+0.0010011i,0.0004287+0.00064283i,0.0010672-0.00029663i,0.00049149-0.00061405i,-0.00047644-0.00051712i,-0.00043611+0.00043987i,1.1945e-05+0.0012492i,-0.00032891+0.00038135i,-0.00034685-0.00021721i,-0.00052858-0.00036193i,-0.00079761-0.00018258i,-0.00046729+7.1033e-05i,3.6433e-05-0.0004944i,-5.3793e-05-0.00071819i,-0.00085186-0.00034844i,-0.00064373-0.0005587i,0.00024493-0.00087516i,0.00048264-0.000618i,0.00011179-0.00022877i
0.00075129+2.7342e-05i,-0.00023309-0.0016793i,-0.00039288-0.0025447i,-0.00025135-0.0016719i,-0.00013073-0.001138i,-0.00022201-0.00058573i,-0.00052257-0.00050623i,-5.4004e-05-0.00052307i,-3.9075e-05-0.00041129i,-0.00036535-0.00030687i,-0.00010454-0.00027078i,-0.00013399-0.00019991i,-2.6691e-05+0.00033453i,1.2978e-05+0.00070981i,0.00024237+0.00049791i,0.00066053+6.0219e-05i,0.00048924-0.00068667i,0.00014508-0.00063306i,-6.4859e-05+0.00034965i,0.00013376+0.00052365i,0.00041217+0.00010489i,0.00043293-0.0007852i,0.00017342-0.0012145i
0.0013093+8.0448e-05i,0.00026955+0.0010162i,-0.00028063+0.00061789i,-0.00039477-0.00090569i,-0.00015941-0.0011331i,0.00061988-0.0002787i,0.00070434-0.00060642i,0.00010554-0.00058995i,-0.00035618-9.3351e-05i,-1.7365e-05-0.00010293i,0.00024318-0.00046384i,0.00082362-0.00050521i,0.0011068-8.1905e-05i,0.00060455-0.00031437i,0.00040265-0.0007437i,0.00051194-0.00059239i,0.00062212-0.00061285i,0.00057905-0.00060415i,0.00077756-0.00088915i,0.00090976-0.00022473i,0.00015192+0.00097038i,-0.00073775+0.00032016i,-0.000708-9.0944e-05i
0.0008693+0.00074066i,0.0018155-0.00069266i,0.0013875-0.0020882i,0.00071955-0.0017512i,0.00033837-0.0014616i,-1.4795e-05-0.0014714i,-6.4706e-05-0.00049794i,-0.00016925+1.7687e-05i,0.00018396+0.00037093i,-1.1466e-05+0.00044039i,2.0523e-05-0.00013949i,0.00014826-0.000365i,0.00080004-0.00012222i,0.0013683+5.1464e-05i,0.00066911-2.2439e-05i,0.00037556-0.00023777i,0.00015725-0.00039635i,-7.8275e-05-6.0855e-05i,0.00042573-3.4601e-05i,0.00041967-1.6858e-05i,6.1893e-05+0.00012816i,2.2137e-05+0.00047241i,-0.00030878+0.00077232i
-0.0011175+0.00099708i,-0.00040538+0.0010516i,0.00077288+0.0012372i,0.00069461+0.0012605i,0.00016751+0.00047491i,-0.00016049-0.00095364i,-0.00039144-0.00052039i,-0.00017532+0.00045091i,2.474e-05-9.4607e-05i,-0.00053122-0.00048814i,-0.00061773-0.00044164i,-4.6923e-05-0.00045921i,-1.2521e-05-0.00075522i,-0.0004098-0.00050653i,-0.00047375-0.00051279i,-0.00052722-0.00090318i,-0.00071805-0.00051817i,-0.00074407+0.00014805i,-0.00068972+0.00037323i,-0.00072712+0.0001645i,-0.00049075+0.00013459i,-4.6746e-05+0.00040957i,-6.5646e-05+0.00060274i
0.0005912+0.00042973i,0.00066604-0.00033988i,-0.0001333-0.00028143i,-0.00042891-0.0002302i,-0.00044454-0.0012836i,-0.00074772-0.0018622i,-0.0003619-0.0011709i,-0.00036199+6.5106e-05i,-0.00010167+7.3835e-05i,0.00055243+0.00012277i,0.00053552+0.00029215i,0.00018364-7.3081e-05i,-0.00066188+0.00032237i,-0.00079123+0.00072774i,0.00033736+0.00018908i,0.00078355+0.00028228i,0.00086331+0.00013645i,0.00046027+0.00017488i,-5.9358e-05+0.00066563i,-0.00043451-6.8985e-06i,-0.00038111-5.7366e-06i,0.00022368+0.00025433i,0.00011712-0.00047102i
0.00073633+0.00015076i,-0.00013619+0.00016175i,-0.0007656-0.00021597i,-0.00072055+0.00026684i,-0.00039989-0.00029952i,-0.00028616-0.0011733i,-1.5795e-05-0.00058318i,-4.5246e-05-0.00018219i,-0.00041532-0.00067121i,5.4996e-05-0.001034i,0.00096149-0.00033251i,0.00072708+0.0003459i,3.1259e-05+0.00030259i,-0.000348+7.0102e-05i,-0.00021618-8.1703e-05i,-0.00011281-0.0007062i,-0.00012169-0.0010497i,0.00013063-0.00042962i,-2.4937e-05-0.00054377i,6.4403e-05-0.0011663i,-0.00052947-0.0013327i,-0.00058033-0.0010532i,0.00013113-0.00084972i
-0.00084349-0.00011992i,0.00071874+0.00067261i,0.0008194+0.00092467i,-0.0004903+0.00094083i,0.00048278+0.00081661i,0.002038-0.00010077i,0.0019495-0.00094658i,0.00079571-0.00092984i,8.7666e-05-0.00051533i,-0.00035492-9e-05i,-1.9937e-05+0.00033758i,5.2715e-05+0.00057331i,-0.00016756+0.00042217i,0.000424+0.00049584i,-6.7361e-05+0.00066464i,-0.00016178+2.9257e-05i,-0.00053225-7.8692e-05i,-0.00038465+0.0005419i,0.00025842-0.00021313i,0.00043989-0.0011761i,0.0003027-0.000735i,-0.00041221+0.00016343i,-0.00036837+0.00097261i
-0.00088982+0.001744i,-0.0010432+0.001538i,-0.00023033+0.0016634i,0.0006363+0.001146i,0.0012933+0.00060966i,0.0011664+0.00020471i,0.00039429-9.269e-05i,0.00022104-3.911e-05i,-0.00014776-0.0001281i,-4.955e-05-0.00012507i,0.00098728-5.5391e-05i,0.00084284+5.676e-05i,2.6605e-05+0.00046133i,9.7719e-06+0.0005751i,0.00034639+0.00076913i,0.00090471+0.0011031i,0.00098638+0.0005688i,0.00050691-0.00035047i,0.00022994-0.00040577i,0.00052564-0.00024082i,0.00056004-0.00034783i,-0.00017262-7.5964e-06i,-0.00014944+7.2397e-05i
0.0020347-0.00023318i,0.0021656-0.0011842i,0.0017009-0.0019173i,0.00034572-0.0016722i,-8.7609e-05-0.0014519i,7.9692e-05-0.00070754i,-5.0613e-05+0.00019531i,5.078e-05-0.00017475i,0.00013288-0.00021879i,-0.0006388+0.00026674i,-0.00085391-4.5074e-05i,-0.00027756+0.00016867i,0.00026091+0.00059783i,0.00040047+0.00067719i,0.00034299+0.00044861i,0.00027316+9.8367e-05i,-5.1849e-05-3.3637e-05i,-3.0257e-05-0.00016939i,0.00064788-0.00027032i,0.00027306+8.5254e-05i,5.0257e-05-8.4201e-05i,6.9816e-05+0.0005181i,-0.00037237+0.00091539i
0.00091355+0.00040153i,0.00077986+0.0013014i,0.00051023+0.0011624i,0.00079769+0.00097338i,0.00035908+0.0010823i,0.00088501-8.898e-05i,0.001068-0.0012709i,0.0001848-0.00065221i,9.3481e-05-0.00015647i,9.0246e-05-0.00039041i,-4.561e-05-0.00074832i,-4.6237e-05-0.00075215i,-0.00031321-7.2177e-05i,-0.00056956+0.0011266i,-0.0012029+0.001518i,-0.0015168+0.00038341i,-0.0011585-9.9158e-05i,-0.00060224+0.00017164i,-0.00046586+0.00059776i,-0.00095464+0.00086836i,-0.00042196+0.00057173i,0.00014069+0.00016116i,0.00029165-0.00092819i
0.00070207+0.00066849i,-0.00050052+0.00065426i,-3.3829e-05+0.001249i,0.00029159+0.0010869i,-0.0001102+0.00091105i,0.00029889-0.00027713i,0.00078125-0.00087853i,0.00027186-0.0010214i,-8.8249e-05-0.00071418i,0.00036065+0.00031611i,0.00056618+0.00029371i,-9.2993e-05-0.00026568i,0.0004858-0.00037545i,0.0010766+3.1643e-05i,0.00031093+0.00017671i,-3.8024e-05+0.00042999i,-0.000885+0.00047392i,-0.001156+0.000223i,0.00014817+0.00096472i,6.5153e-05+0.0010005i,-0.00048613+0.00048495i,-0.00076262+0.0010206i,-0.0011529+0.0011352i
-0.00086096-0.001736i,6.2132e-05-0.0017195i,-0.00051475-0.0015729i,-0.0021756-0.00095369i,-0.0022101+0.00028i,-0.00098954+0.00092963i,-0.00022325+4.4124e-05i,-3.0216e-05-7.1165e-05i,-0.00021746+0.00081484i,-0.00051134+0.0010971i,-9.6274e-05+0.00045251i,0.00037991-8.5493e-07i,0.00040762-0.00056226i,1.9085e-07-0.00058563i,2.0233e-05-0.00035524i,-0.00047413-0.00076122i,-0.0012009-0.00066701i,-0.00083318-0.00060487i,-6.8674e-05-0.00058606i,0.00019897-0.00021322i,-0.00018274+0.00017265i,0.00025394+0.00041508i,-1.9775e-05+0.00043125i
0.0014987+0.00015605i,0.0010405+0.00066292i,-7.1204e-05-0.0012775i,-0.00082686-0.0020877i,-0.00065919-0.0009503i,-3.3622e-05+0.0003513i,-2.2604e-05+0.00062173i,0.0004162-2.0194e-05i,0.00055746-0.00096698i,0.00045632-0.0013151i,5.9597e-05-0.00075131i,-0.00025186+0.00013068i,-0.00031886+0.00045952i,-0.00063702+0.00049981i,0.00039812+0.00080632i,0.00090459+0.00033526i,0.00052781-0.0001876i,-4.0925e-05-0.00012147i,-0.00022055-6.9837e-05i,-0.00021184+0.00028201i,0.00023833+0.00028522i,0.00043979-0.00017882i,-0.00025934-0.0004599i
0.00020726+0.0016543i,0.000565+0.0017173i,0.00063772+0.00041213i,-4.0843e-05-0.00047049i,-7.8198e-05-0.00088896i,0.00083986-0.00043971i,9.4369e-05+1.128e-05i,-0.00070946+7.5645e-05i,-0.00012322-0.00055711i,0.00053832-0.00078688i,0.00030474+9.1656e-06i,-0.00032797+0.00068052i,-0.00022282+4.7837e-06i,-0.0002381-0.0011521i,-0.00082022-0.001222i,-0.00012197-0.0011805i,-0.0002003-0.001107i,-0.00093349-0.00051937i,-0.00030342-0.00011006i,0.00074889+0.00048799i,0.00088159+0.00049083i,0.00057349+0.00012422i,6.9264e-05+8.8368e-05i
0.0010187-0.00018307i,0.0015535-0.00038021i,0.0026873+0.0010256i,0.0012423+0.0013844i,-0.0010178+0.00068271i,-0.0014384-0.00037145i,-0.0011995-0.0008244i,-0.00066114-0.00037647i,-0.00014014+8.6424e-05i,-0.00020688-5.0662e-05i,0.00023326-0.00028053i,0.0007541+0.0004638i,-9.5e-05-0.00010307i,-0.00079312-0.00067125i,-0.00069759-0.00021924i,-0.00025726+0.00011936i,-0.00082047+0.00022826i,-0.0010096+0.00072165i,-0.00024503+0.00066888i,-2.8678e-05-0.00025999i,-0.00027151-5.5566e-05i,-0.00023012+0.00048685i,-0.00059699+0.00035188i
0.00019067-0.00040364i,-0.00040354+0.00011142i,-0.0018524-0.0010168i,-0.0021056-0.00083338i,-0.0017824+0.00018731i,-0.00057241+0.0010414i,0.00093278+0.00085969i,0.00080151+0.00049602i,0.00026783+0.00022695i,0.00017298-0.00038999i,-0.00014434-0.00014914i,0.00011813+0.00055487i,0.00026046-0.00010759i,0.00034858-0.00085117i,0.00043724-0.00096778i,0.00051786-0.0009891i,-9.2093e-05-0.0011108i,-0.00064916-0.0013446i,0.0004429-0.00079078i,0.00051594+0.00030305i,-0.00034506+0.00058535i,-0.00028671-7.2505e-05i,-0.00025247-5.7587e-05i
-0.00011303-0.001073i,0.00019275-0.00095649i,0.00029208-0.00020613i,-0.00062203+0.0015103i,-0.0010081+0.0021194i,-0.00071379+0.0006761i,-0.00041613-0.00039547i,-0.0008088-0.0005619i,-0.0010671+0.00010243i,-0.00068869+0.00050648i,-0.00015866-0.00018263i,-0.0005697-0.00055327i,-0.00077644-1.2281e-05i,-0.00051604+0.000235i,-0.0003991+0.00046716i,-0.00049221+0.00062162i,-0.001113+0.00017289i,-0.00076941-0.00044915i,0.00039377-0.00074064i,0.00018936-0.00033172i,0.00047173-0.00071335i,0.0014279-0.0002642i,0.0010543+0.00057657i
0.00079256+0.00099272i,0.00083433+0.00083853i,0.00051427+0.00054892i,0.00035467-0.0012589i,0.0010062-0.0014961i,0.00084992-0.0010502i,0.00081086-0.00081407i,0.00047287-0.00020513i,0.00044752+0.00015342i,0.00050404+0.00024213i,0.00064719+6.9988e-05i,0.0007352-7.7591e-05i,0.00024317+0.00018095i,-0.0001782+0.00044884i,-0.00030512-0.00016855i,-0.00052731-0.00050674i,-0.00062409-0.00015278i,-6.2671e-05+0.00013516i,-0.0003356+0.00023099i,-0.00055775+0.00010372i,-0.0004879-0.00040735i,-0.00043663-0.00056555i,0.00022039-0.0001966i
0.0018986-0.0005079i,0.0013675-0.0010587i,0.0010548-0.0018208i,0.00040037-0.0016518i,-0.00023635-0.0017875i,-0.00010427-0.0013395i,0.00073301-8.7155e-05i,0.00058418+0.00031934i,-0.00084927+0.00013327i,-0.00079365-0.00073115i,0.00028802-0.00068262i,0.00044525+0.00010701i,0.00014565+0.00043783i,0.0006725+0.00053518i,0.0011141+0.00036794i,0.00105+0.00072924i,0.0010371+0.0011578i,0.00038651+0.00079327i,0.00017017+0.00049917i,0.00045764+6.1296e-05i,0.00015265-0.00045767i,0.00037324-0.00031468i,0.00030278-0.00063601i
0.0015539+0.00014863i,0.0011541-5.2429e-05i,0.00091392-5.4409e-05i,-0.000903+8.8299e-05i,-0.0022468+6.0199e-05i,-0.0018498-0.00040288i,-0.00081195-0.00041182i,0.00029302+1.0812e-05i,0.00095073-0.00016548i,1.9677e-05-0.00078494i,-0.001248-0.00046216i,-0.0011649+0.00030119i,-0.00034521+1.2421e-05i,-0.00017477-0.0004477i,-0.00014921-0.00027716i,3.3221e-05-0.00018329i,-5.8827e-05+5.4661e-05i,-0.00019987+0.00043753i,-0.00017534+0.00049782i,-0.00010287+0.0004834i,0.00026256+8.4783e-05i,0.00083012-0.00042026i,0.00060261+0.00013043i
0.00046877+0.00094799i,0.0010068+0.00061431i,0.00057852-0.0010484i,-0.00037642-0.0017182i,0.00019429-0.0012566i,0.0007708-0.0003144i,0.00028362+0.00027192i,-0.00051164-0.00037548i,-0.00036557-0.00098998i,0.00032266-0.00076202i,-0.00024604-0.00055784i,-0.00065929+4.7708e-05i,-0.00020237+0.00044707i,0.00015864+0.00060854i,0.00057271+0.00049754i,0.00021829+0.00040757i,-3.3906e-05-0.00030664i,0.00030345-0.0008583i,4.9061e-05-0.00053088i,0.00010911-0.00055815i,0.00023458-0.00043589i,7.596e-05-4.6225e-05i,2.7936e-05+4.9077e-05i
-0.00012625+0.00045396i,-0.00062366+0.0019235i,-0.00087543+0.0012564i,-0.000903-0.00014306i,-0.00020529-0.00052878i,0.00057365-0.00060061i,0.0008743-0.00024468i,0.00041136-0.00016276i,-6.6383e-05-0.00055346i,0.00033018-0.00070391i,0.00031131-0.00051067i,-0.00026763-0.00017537i,-0.00085515-2.5248e-05i,-0.00046918-0.00015001i,-0.00014531-7.2961e-05i,-0.00066072-0.00010978i,-0.0011109-0.00040235i,-0.00054541-0.00027239i,0.00033479+0.00017636i,0.00039499+6.1099e-05i,-0.00015391+2.7125e-05i,-0.0005509-0.00026205i,-0.00099854-0.00078139i
0.00064627+0.00099094i,0.0013124+0.00092784i,0.0012165+0.00061383i,0.001002+0.0006045i,0.0010099+0.00099513i,0.00065428+0.0011697i,-0.00020425+0.00044017i,-0.00091173-0.00034328i,-0.00090019+7.7136e-05i,-0.00061548+0.00039513i,-0.00045256+0.00031567i,-0.00031218+8.172e-05i,-0.00013919+0.00050399i,-0.00027194+0.0003349i,-2.7236e-06-0.00047762i,-0.00031757-0.00086399i,-0.00068366-0.00072975i,0.00041918-0.00067854i,0.0011744-0.00081636i,0.00067976-0.0003649i,-0.0001964+0.00053573i,-0.00033977+0.00078446i,7.1202e-05+0.00095419i
-0.000493+0.000802i,6.339e-05+0.0016374i,0.00064565+0.001758i,-0.00019455+0.0011199i,-0.00079591+0.00060224i,0.00048046-0.0004007i,0.00055918-0.00083267i,-0.00036983-0.00023658i,0.00015773+0.00013354i,0.00012313+0.00029515i,-0.00083941+0.00096347i,-0.00067095+0.00037817i,0.00061218-0.00072194i,0.00088313-0.00061665i,0.00034406-0.00011515i,0.0003696+4.7154e-05i,0.00043428-0.00013965i,0.0001379-0.00054266i,-0.0001665-0.00037133i,-8.286e-06-2.6813e-05i,-0.00011167-0.00015695i,5.0207e-05-0.00040031i,-0.00045769-0.00025252i
-0.0012925+0.00048737i,-0.00068464+0.00047865i,-0.0011391+0.0012045i,-0.00090645+0.0016393i,0.00034407+0.00078035i,0.0010226+0.00050412i,0.00049961-7.1302e-07i,-0.00029771-0.00037848i,-0.00022176+0.00036915i,0.00018678+0.00035191i,0.00029253-0.00015755i,-0.00036886+0.00015409i,-0.00097833-0.00015897i,-0.0011406-0.00080881i,-0.0009891-0.0002946i,-0.00051237-3.8349e-05i,-0.00068885+7.4004e-05i,-0.00074497+0.00071017i,-0.00086627+0.00095688i,-0.00067328+0.00060159i,5.1399e-05-0.00019361i,0.00077797-0.00057377i,0.00048093-0.000706i
-0.00031078+0.00031651i,-0.0002645+0.00040019i,-0.0010215+7.433e-05i,-0.00069942+0.00064573i,0.00012406+0.00075177i,0.00050366-0.001208i,0.00046128-0.0018486i,0.00034478-0.0012103i,0.00037375-0.0010488i,-9.6558e-05-0.0010667i,-0.000245-0.00078358i,-0.00047586-0.00032184i,-0.00043112+0.00012893i,8.9394e-05+0.00051588i,0.00021275-0.00058794i,1.638e-05-0.0009619i,0.00010681+3.9154e-05i,0.0008358+0.00011367i,0.00054163-0.00041855i,-0.00019439-0.00065383i,0.00070105-2.0883e-05i,0.0008472+0.00039673i,-8.7516e-05-0.00031429i
-0.00012791-3.4208e-05i,1.1723e-05+0.00031755i,-0.00065249+0.00024282i,-0.001297+0.00027254i,-0.0011599+0.00042537i,-0.00026878+0.00013131i,0.00062529-0.00064957i,0.00019944-0.00046633i,-0.00025865-0.00035363i,-0.00013702-0.00071118i,0.00017351-0.00068597i,0.00035583-0.000505i,-0.00026052-0.00050356i,-0.00076425-0.00051955i,-0.00073752-0.0003133i,-0.00026832-0.00035802i,-0.00018441-0.0003552i,-0.00014687-0.0005827i,-8.4199e-05-0.00018332i,0.00042306+0.00031604i,0.00076027+0.00011215i,-4.8456e-06-0.00018371i,-0.00048528+5.0394e-05i
-9.9023e-05+0.00071234i,-0.00035094+0.00038399i,0.00020524+0.0010875i,0.00071726+0.0012147i,0.00021339+0.00061517i,5.6959e-05+0.00048121i,0.00039386-0.00021615i,-0.00015408-0.00093289i,-0.00031375-0.00097721i,0.00032673-0.00059359i,0.00018306-0.00017992i,-0.00028001+0.00011184i,-0.0003009+0.00049997i,1.8837e-05+0.0011994i,0.00048165+0.00065287i,-4.3024e-05+3.7349e-06i,-7.7399e-05+0.00019733i,0.0005424+0.00010207i,-0.00031683+0.00050689i,-0.00039643-6.3306e-05i,0.00059874-0.0002189i,0.00026195-0.00014938i,-1.7018e-05-0.00031895i
0.00097654-0.00021337i,0.00059873-0.0003443i,8.7071e-05-0.00038954i,0.00031132-0.00099862i,0.00053628-0.0015115i,0.0002795-0.0010756i,0.00055552-0.00080316i,0.00072384-0.00019472i,0.00073981+0.00029351i,0.00051652+9.8109e-06i,-5.0634e-05-5.6134e-05i,-9.5028e-05+0.00014753i,-0.00013008-5.7053e-05i,-4.0857e-05+0.00020784i,4.7471e-05+6.8072e-05i,-0.0003748-0.00057697i,-0.0010167-0.00067278i,-0.00055213-0.00068593i,-0.00049589-0.00037496i,-0.00043395+0.0003626i,0.00012987+0.00061356i,0.00035791+9.9582e-05i,-0.00033876+0.00079871i
-0.0008259+0.00072216i,-0.00011941+0.00096649i,0.000459+0.0010519i,0.0015442+0.0010488i,0.0018302+0.00092961i,0.0014615-0.00012289i,0.0012213-0.00026763i,0.00050776+0.00044964i,-3.0638e-06+0.0011838i,-0.00050587+0.0013936i,-0.00084439+0.00022595i,-0.00040662-0.00067415i,0.00067409-0.00063947i,0.0010186-0.00049317i,0.00038476-0.00042032i,-0.00029074+8.1436e-05i,-0.00027119+0.00088921i,0.00056034+0.00079773i,0.00079404+0.0004385i,-7.8715e-05+0.00090625i,-1.927e-05+0.00099011i,0.00017968+0.0010077i,-0.00033383+0.00053027i
-0.00058199-3.9639e-06i,-0.00081631+0.0009706i,-0.0014231+0.00081227i,-0.0014947+0.00055739i,0.00018266+0.00050801i,0.0014341-0.00016278i,0.0004705-0.00041295i,-0.00064079-0.00012992i,-0.0012023+9.6186e-05i,-0.001172-0.00017369i,-0.00060734-0.00032582i,0.00016998-0.00087234i,0.00068914-0.0010336i,0.00044026-0.00070523i,0.00022437-0.00087427i,-0.00032604-0.00062815i,-0.00080017-0.00028769i,-0.0010848-0.00041788i,-0.0012001-0.00040126i,-0.00036014-0.00059081i,0.00041095-0.00038801i,0.00032179-0.00011368i,0.00020991+5.604e-05i
0.0011706+0.0014449i,0.0012248+0.0014448i,0.00075446+0.00065886i,0.00022324+0.00015408i,0.0001941-4.5861e-05i,-6.9552e-06-0.00029599i,0.00028542-0.00089539i,0.00061521-0.00072543i,0.00038504-5.3489e-05i,0.00042633-0.00047754i,0.00012818-0.00076208i,-0.00039-0.00063958i,-0.00067933-0.00056809i,-0.00038377-0.00028714i,-0.00025646-3.6066e-05i,-0.00030194+0.00026189i,-0.00055315+0.00027598i,-0.0010133+0.00013389i,-0.0010139+0.00011535i,-0.00014082-0.00040608i,0.00066854-0.00012575i,0.0010079+0.00028734i,0.0010558+6.9125e-05i
-0.00013319-0.0006663i,-0.00025073-0.00033239i,-0.00036639-0.00056996i,-0.0006079-0.00090881i,-0.0003678-0.00032505i,-0.00012631+0.00062321i,-0.00022435+0.00060782i,0.0001305-0.00061805i,0.0001288-0.0011044i,-3.5458e-05-0.00040398i,-0.00031311-7.1484e-05i,-0.00034335-0.00036271i,9.4328e-05-2.175e-06i,5.9982e-05+0.0010253i,-0.00075699+0.0015829i,-0.00085233+0.0010026i,-1.6564e-05+0.00017056i,0.00048884+0.00038227i,-7.6883e-05+0.00079694i,-0.001052+0.00044792i,-0.0012162+2.7447e-06i,-0.00040115+0.00040056i,-9.1699e-05+0.00076094i
0.00024137+0.0011513i,0.00073904+0.0029698i,0.00032762+0.002527i,0.00069346+0.002054i,0.0010922+0.0021519i,0.001092+0.0008446i,0.00070825-0.00063349i,-0.00017907-0.00084078i,-0.00029293+0.00014278i,-0.00053274+0.0010294i,-0.00014704+0.00028095i,0.00011623-0.0010073i,-0.0007566-0.00058628i,-0.0010747-9.6917e-05i,-0.00051144-0.00066203i,-0.00023138-0.00071469i,-0.00045127+3.8485e-05i,-0.00028979+0.00055849i,9.8753e-05+0.00058876i,0.00046771+0.00029042i,0.00028712+0.00014355i,-0.00062241+3.6843e-06i,-0.0010413-0.00037467i
-0.0010779-0.00029241i,-0.002201+0.00048131i,-0.0019564-0.0002394i,-0.001732-0.00054352i,-0.001942-0.00046955i,-0.00092873-4.5729e-05i,0.00063508-0.00021128i,0.00039942-0.00019114i,-0.00024495-0.00028281i,-0.00041801-0.0011855i,-0.00018408-0.001022i,-0.00010636-0.00023143i,6.7535e-06+0.00037581i,1.5644e-05+0.00039332i,0.00059877-0.00046212i,0.0010127-0.00057269i,0.00013899-0.00040235i,-0.00043617+0.00020169i,9.3934e-06+0.00019808i,0.00031833+3.8542e-05i,-0.00044107+0.00045196i,-0.00032951+0.00073029i,0.00034171+5.4509e-05i
0.00035228+0.00026814i,-0.00018602+0.0012018i,-0.001501+0.0004263i,-0.0023378-0.00067325i,-0.0017789-6.4859e-05i,-0.00083574+0.0014242i,0.0007574+0.0014033i,0.00086052+0.00053829i,-0.00025983-8.4654e-05i,-0.00049973-0.00048282i,-0.00040729-0.00032318i,-0.00078486-6.1589e-06i,-0.0012374+0.00015936i,-0.0013232-0.00045149i,-0.0010568-0.00074114i,-0.00072738-6.9981e-05i,-0.00033306+0.00020106i,-0.00094542+0.00016672i,-0.000731-0.00010244i,0.00055226-0.00043561i,0.00077747-0.00030657i,0.00045158+0.00052613i,-0.00026435+0.0011216i
-0.0010247-0.001644i,0.00017252-0.0013802i,-7.7768e-05-0.0019379i,-0.0012391-0.0015208i,-0.00065364-0.00024933i,0.00077619+0.00050882i,0.0013779+0.00045604i,0.00065334-7.5666e-05i,0.00031516-1.2021e-05i,0.00017909+0.00043806i,-0.00039669+0.00058396i,-0.00081743-0.00032545i,-0.0014174-0.00058279i,-0.00077111-0.00063834i,-0.0003006-0.00021232i,-0.0014363+0.00026685i,-0.00082562-6.0056e-05i,0.000413+0.00015031i,0.00054007+0.00031527i,0.00028551+0.0005672i,0.00059189+0.0011579i,-0.00034343+0.00091454i,-0.0011861-0.00010839i
