-0.0025401+0.00024132i,-0.0021168-0.00016973i,-0.0026092+0.0010311i,-0.0018582+0.0022805i,-0.00052916+0.0026983i,-0.00024801+0.0025312i,-0.00061542+0.0019915i,-0.00043024+0.0017556i,-2.1356e-05+0.0013748i,0.0006302+0.00098099i,0.00059514-0.00024189i,0.00037908-0.0012307i,0.00091332-0.0014057i,0.00064209-0.001346i,-0.0006499-0.00087324i,-0.0014661-0.00017877i,-0.0011729+0.00038134i,-0.0001567+0.00063171i,0.00071621+0.00075989i,0.00049196+0.00060079i,-0.00027713-5.3389e-05i,-0.00024523-0.00035887i,0.0004059-2.3736e-05i
0.00080836-0.00073791i,-0.00058658-0.0017626i,-0.001137-0.0023992i,-0.00092966-0.0015572i,-0.00087459-0.0011585i,-0.0012017-0.00094079i,-0.0010214-0.00075398i,-0.0006326-0.00077113i,-0.00029178-0.00041531i,0.0001425+0.00030276i,0.00036679+0.00062245i,3.6089e-05+8.9875e-06i,-8.5778e-05+0.00038256i,-0.0004366+0.00086864i,-0.00033393+0.00029647i,0.00012154-0.00027967i,-1.4407e-05-0.00019321i,-0.00084793-0.00021093i,-0.00075483-0.0001467i,-0.00037575+0.00024258i,-0.00073846-6.037e-05i,-0.00015954-0.0004255i,-9.7368e-05-0.00029959i
0.0012277+0.0025426i,0.0022518+0.0023352i,0.003094+0.0019931i,0.0036962+0.0006277i,0.003347-0.0012409i,0.0018791-0.0026642i,0.0012188-0.0021288i,0.00096895-0.00050094i,0.00036662+0.00048159i,0.00096261+0.0008006i,0.00095395+0.00049318i,0.00073301-3.0528e-06i,0.00088848+0.00012253i,0.00018605+0.00044961i,0.00028449+0.00021397i,0.00072814+0.00040137i,0.00089507+0.00093929i,0.000752+0.00028039i,0.00027903-0.00028919i,-0.00061767-0.0003769i,-0.00079157-0.00051229i,-0.00015532-0.00069277i,-0.00014757-0.00028843i
0.00072249-0.00059679i,-0.00066231-0.00028741i,-0.00074957-0.00010271i,0.00020572+8.4953e-05i,0.00087377+0.00030291i,0.00055804+0.00033785i,0.00025223+1.736e-05i,-1.5208e-05-0.00045206i,-0.000696-2.009e-05i,-0.001226-9.835e-05i,-0.00033254+6.2808e-05i,0.00055819+0.00094431i,0.00016908+0.0013373i,-0.00077964+0.00098404i,-0.0010343+0.00052313i,-0.0009754+0.00028357i,-0.0005278-0.00053275i,-0.00020153-0.0010857i,-0.00054656-0.00021453i,-0.00066063+0.00031279i,0.00026018+0.00040831i,5.8298e-05-5.6853e-05i,-0.00011123-0.00039805i
0.0012278-0.0005332i,0.00084609-0.002345i,0.0014533-0.0041997i,0.0022821-0.0038883i,0.0019833-0.0036723i,0.00070994-0.0039015i,-0.00036847-0.0026801i,-0.00082024-0.0014542i,-0.00084514-0.000532i,-0.0010416+0.00014061i,-0.0009669+0.00048755i,-0.00038138-0.00020456i,-0.00045316-0.00088363i,-0.00093059-0.00088509i,-0.00042705-0.00042111i,0.00074198-0.00011749i,0.0014528+0.00040397i,0.00064903+0.00071503i,-0.00025696+0.00032523i,-0.00062772+2.5911e-05i,-0.001096+0.00024806i,-0.00038534-0.0001073i,-0.00021111-0.00060007i
-0.00019214-5.7945e-05i,0.00028391+0.0014831i,-0.00013905+0.0026178i,0.00065254+0.0021663i,0.00042193+0.0012962i,0.00047692+0.00038226i,0.0014657-0.00023071i,0.0011399-0.00067607i,0.00043673-2.7549e-05i,-0.00055307+0.00085818i,-0.00075705-0.00035976i,0.00060726-0.00066591i,0.0010749+0.00045244i,0.00060702+0.00091485i,0.00030014+0.0011373i,0.00057997+0.00031474i,0.00075151+0.00011679i,0.00018164+1.5622e-05i,0.00030981+0.00025921i,0.00034604+0.00085367i,0.00055552+4.0409e-05i,0.00094439-0.00094184i,0.00057877-0.00064475i
-0.0010196-0.00032526i,-0.0010129-0.00052881i,-0.001426-0.00017144i,-0.00097287+0.00039145i,-0.0004346+0.0002766i,-0.00024282-0.00049425i,0.00063794-0.00025269i,0.00083789+0.00025389i,-0.00030607+0.00025256i,-0.00098467+5.8524e-06i,-0.00023371+0.0002745i,-0.00013082+0.00020599i,0.00022838-0.00011371i,0.00043763-0.00011511i,-0.00027568-0.00022509i,-0.00055846-0.00016458i,-0.0005282-0.00010675i,0.00014364-5.8226e-05i,0.00045438-0.00012387i,-0.0003093-0.00046807i,-0.00091607-0.000111i,-0.00068997+0.00027062i,-0.00028741-0.00056309i
0.00041656+0.00094765i,0.0014551+0.00023122i,0.0013492+0.00043917i,0.0018154+0.00050526i,0.0017389-0.00025969i,0.00066931-0.0011585i,0.00039424-0.0016789i,0.00084613-0.0010389i,0.00087428-0.00012859i,0.00018533+0.00011868i,0.00041353+0.00039418i,0.00065261+0.00098817i,0.00022971+0.00065623i,-0.00039128+5.0568e-05i,-0.0005685-0.00054649i,-9.3731e-05-0.00043648i,-0.00019843+9.433e-06i,-0.00041564+0.00033219i,-0.00091328+0.0010151i,-0.0015158+0.00065747i,-0.001307-0.00030357i,-0.0008285-0.00083647i,-0.00043231-0.00077281i
-0.0012958+0.0016209i,-0.0011931+0.00061389i,0.0011611+0.0011188i,0.0024589+0.00068457i,0.0022751-0.00027129i,0.0018126-0.0011471i,0.0016834-0.0013032i,0.0013751-0.00029758i,0.00043885+0.0006356i,0.00042058+0.00080307i,0.00076143+5.3076e-06i,0.0006732+3.3947e-05i,0.00066407+0.00067053i,0.00032915+0.00056184i,-0.00027621+0.00038676i,-0.00066681+5.8321e-05i,-0.00078456-0.00034185i,-0.00032369+0.00018541i,8.9169e-05+0.00071037i,-9.0898e-05+0.00030238i,-0.00010338-8.5269e-05i,0.00026433-0.0003508i,0.00045316-0.00092694i
0.0046197-0.0014214i,0.0046209-0.0023079i,0.0049912-0.0034363i,0.0031799-0.0030367i,-0.0004349-0.0024893i,-0.0014944-0.00189i,3.1561e-05-0.00086376i,0.00064495-0.00027247i,0.00070326-0.00014632i,0.0012993-0.00042549i,0.0014723-0.00058235i,0.00084602-9.3384e-05i,-4.8016e-06+0.00061614i,-0.00040429+0.00075286i,-0.00063717+0.00030474i,-0.00060773-0.00020285i,0.00026478+4.4698e-05i,-0.00039415+0.00043863i,-0.0012156+0.00055087i,-0.00062744+0.00020552i,-2.5765e-05-0.00051378i,-8.3238e-05-9.015e-05i,-0.00038173-0.00014079i
-0.0020199+0.00066393i,-0.0016485+0.00031383i,-0.0012454+0.0014903i,0.00064732+0.0012793i,0.0027013-0.00018253i,0.0020887-0.00037108i,0.00069623-0.00083064i,0.00012138-0.00044583i,-0.00031764+0.0007435i,-6.4966e-05+0.0016187i,0.00015954+0.001337i,0.00040573-0.00019697i,0.00035535-0.00080148i,0.00018938-0.00068703i,0.00051929+0.00030652i,0.00042722+0.00084411i,0.00012463+0.00032786i,0.00010024+0.0004901i,0.0002314+0.00013451i,0.00024554-0.00053038i,0.0001232-0.00052907i,8.109e-05+0.00017157i,-0.0005716+0.00034137i
-0.0027061-0.00063821i,-0.0015775-0.00055523i,-0.00058722+0.00025001i,0.00034964+0.0015264i,0.00095626+0.0013845i,0.00065021-0.00026095i,-1.4865e-05-0.00083803i,-0.0010109-0.00060172i,-0.0012337-0.0005703i,-0.00080145+5.8359e-05i,-0.00020699+0.00047007i,0.00040652+0.000188i,0.00052534-0.00019383i,0.00062264-7.061e-05i,0.00052265+0.00075515i,-0.00017756+0.00051864i,-0.0002361-0.00019795i,0.00059071+0.00049819i,0.00090765+0.00087463i,0.00040213+0.00017737i,-0.00022659-9.447e-05i,-2.8431e-05+0.00051395i,0.00048154+0.00021134i
-0.00068747+0.0006999i,4.7337e-05+0.0019358i,0.0010477+0.0028288i,0.0023252+0.0025081i,0.0022818+0.00169i,0.0009683-4.6016e-05i,0.00042313-0.0010882i,-0.00014158-0.00065168i,-0.00073637-7.5632e-05i,0.00054626+0.00089818i,0.0011868+0.0011391i,0.00062379+8.8208e-05i,0.00012204-0.0007065i,0.00012957-0.00051731i,-0.00048632+0.00019624i,-0.00077468+0.00053577i,-0.00035263+3.5771e-05i,-0.00060483-0.00067997i,-0.00048403-0.0011976i,-7.9854e-05-0.00055706i,2.4031e-05+0.0007653i,-0.00013708+0.00085269i,-0.00044047-0.00038892i
-0.0012215+0.00054514i,-0.0017964+0.00019901i,-0.00084488+0.00030227i,0.00089954+1.6185e-05i,0.0016703-0.0008846i,0.0018629-0.0010642i,0.0010441-0.0015351i,-0.00037981-0.0014994i,-0.0008441-0.00058925i,-0.0003989+0.00018507i,0.0002916-5.1413e-05i,0.0011586-0.00044996i,0.0015322-0.00023711i,0.00054364-0.00046378i,-0.00035528-0.0010692i,-2.6468e-05-0.00096283i,0.00032009-0.00064222i,0.00014907-0.00022024i,0.00019049-0.0002695i,0.00025226-6.727e-05i,3.4253e-06+0.00011514i,-0.00010759-0.00070152i,0.00016757-0.00052997i
-0.0001946-0.00060473i,0.00036443+0.00022969i,2.8322e-05+0.00085409i,0.00057227+0.00011334i,0.0012984-0.0009299i,0.00057339-0.0014304i,-0.00034404-0.0010654i,-0.00027188-0.0005788i,-0.00017615-0.00021787i,0.00034061+0.00026783i,0.0011242+0.00055i,0.00041107+0.00023084i,-0.00096017+0.00037891i,-0.00068673+0.00032729i,-1.7313e-05-0.00023177i,0.00022558-0.00059985i,0.00083909-0.00025758i,0.00059078+0.00049457i,-8.3768e-05+0.00055084i,-0.0002052+0.0009157i,-0.00034098+0.00086272i,-0.00035328-2.9745e-05i,-9.9526e-05-0.00067808i
0.0012652-5.418e-06i,0.00035414-0.00056549i,-0.001381-0.00011548i,-0.0008784-7.4203e-05i,0.00047673+2.7429e-05i,0.00084902-0.00075368i,0.00052323-0.0010112i,0.00056963-0.00021386i,-0.00028169+0.0011765i,-0.00066016+0.001706i,-0.00012565+0.0010117i,0.00024817+0.00023115i,0.00027433-7.566e-05i,0.00026787-0.0001493i,9.3923e-05+0.00030973i,9.5814e-06+0.00010123i,0.00065452-0.00075497i,0.00070584-0.0010535i,0.00098636-0.00046617i,0.00062933-0.00040934i,0.00069674-3.9277e-05i,0.0011516+0.00064476i,0.00078471+4.8669e-05i
0.00073476-0.0015237i,-0.00099412-0.0015607i,-0.001806-0.0022498i,-0.00081142-0.0019911i,-0.0004794-0.0015198i,-0.00055514-0.00060773i,0.00017582-0.0003428i,0.00042882-0.00077965i,-5.9718e-05-0.00084348i,-0.00054814-0.00070134i,4.5845e-05-5.8114e-05i,0.0014396+0.00028026i,0.001409-6.3161e-05i,0.00012425-0.00031538i,8.9064e-06-0.00041674i,0.00011974-0.00019015i,1.7642e-05-0.00044545i,0.00055049-0.00045733i,0.0002422+0.00017448i,-0.00039125-0.00020142i,-0.0004518-0.00022391i,-0.00011647-4.1921e-05i,0.00050931-0.00052467i
-0.00013572-0.00055083i,0.00020842-0.0002674i,0.00086191-0.00098616i,0.00095707-0.00067425i,0.001101-0.00046208i,0.00084205-0.00064293i,-0.00012541+0.0002854i,-0.00071932+0.00065745i,2.7372e-07+0.00046158i,0.00049156+0.00042773i,0.00047706+0.00010577i,0.00045315+0.00011484i,0.00022678+0.00029673i,-0.0004225+6.1527e-05i,0.00013868-2.0798e-05i,0.00043271-0.00011715i,0.00081608+0.00073425i,0.00064874+0.0012669i,-0.00012234+0.00063671i,-0.00033664-5.2375e-05i,-0.00050737+6.0681e-05i,0.00029547-0.00032528i,0.00084163-0.00076491i
-0.0010236+0.0010442i,0.00014124+0.00060614i,0.0011711+0.00048295i,0.0012993-4.2112e-05i,0.0012327-0.0003188i,0.00078115-0.00055166i,-6.2339e-05-0.00092413i,-0.00015086-0.00085328i,0.00047743-0.00066826i,0.00045735+5.8779e-05i,-0.00055268+0.00025702i,-0.00087529-0.00042508i,-0.00011241-0.00023156i,0.00061128+5.0233e-05i,0.00062868-1.5319e-06i,0.00078398+6.8282e-05i,0.00098596+0.00027389i,0.00083438+0.00021525i,0.00021488+0.0003719i,-0.000818+0.00041916i,-0.00098414-6.3258e-05i,-0.00044437-0.00015754i,-0.00032282+2.6815e-05i
0.00069305-0.001938i,-0.00055515-0.0010378i,-0.0010046-0.00035123i,-0.00047166+0.00029041i,0.00033663+0.00051777i,0.00087869-0.00012397i,0.00039351-0.00075159i,-5.1623e-05-0.00087931i,-0.00043616-0.00050627i,-0.00055801+0.0001353i,-0.00013026+0.00035608i,0.00018856-0.00025467i,0.00054152-0.00058906i,0.00069391-0.00090611i,0.00023547-0.0015322i,-0.00034776-0.00094488i,-0.00046411+0.00026034i,-0.00025178+0.00049294i,-0.00042537-8.3676e-05i,-0.00059484-0.00046568i,-0.00022443+5.403e-05i,-0.00033863+0.00029474i,-0.00073306+0.00028274i
-0.0016933+0.00083797i,-0.0025526+0.0010842i,-0.0035668+0.0022656i,-0.0014854+0.0023154i,0.0007101+0.00088955i,0.00052771-0.00049785i,0.00040889-0.00051866i,-0.00022057+0.00037415i,-0.0014404+0.0007055i,-0.00090427+0.0011576i,-2.5736e-05+0.00096267i,0.00018704+1.7744e-05i,0.00030124-0.00037757i,-7.325e-05-0.0011231i,-0.00077491-0.00045388i,-0.00075169+0.00068138i,-5.628e-06+0.00050007i,0.00021012+0.0005966i,0.00027222+0.00048325i,0.00031245-6.1299e-05i,-4.3948e-05+2.4498e-05i,-0.0005572-2.2146e-05i,-0.00093662-3.1696e-06i
-0.001898+0.0010203i,-0.0013238+0.0015628i,-0.0012931+0.0023348i,-5.3531e-05+0.003209i,0.0015523+0.0031234i,0.0019803+0.0013525i,0.0017079-0.00020858i,-7.2199e-05-0.00040807i,-0.0011033+0.00014713i,-0.00066347+0.00077494i,0.00021421+0.00034755i,0.00022158+1.1222e-05i,-0.00049699+0.00014573i,0.00052671+0.00020496i,0.00040206+0.00069585i,-0.0005966+0.00077855i,-0.00059634+0.00028655i,-0.00023425+0.00034272i,-0.00046307+0.00037526i,-0.00083853-6.6798e-05i,-0.00036617-0.00065437i,0.00087886-0.0010019i,0.0012397-0.00013218i
-0.00088478-1.4189e-05i,-0.001178+0.00027567i,-0.00090244+0.00087226i,0.00022759+0.00085685i,0.001318+0.00010489i,0.00062167-0.0009816i,-0.00076079-0.0011031i,-0.0010008-0.00082828i,-0.00056426-0.00074171i,-2.8829e-05-0.00018469i,0.00054845+6.9724e-05i,0.0010917+0.00030187i,0.00080509+0.00045757i,-0.00062907-0.00048077i,-0.00078129-0.00076875i,-0.00013284-0.00035158i,0.00036805-0.00011423i,0.0012725+0.00010952i,0.00084639+0.00014806i,-0.0006451+3.5989e-05i,-0.0011023+0.00010444i,-0.00033455-0.00016363i,0.00058231-0.00038187i
0.0012556+0.00017615i,0.0012354-0.0012999i,0.00096587-0.0012115i,0.0007568-0.00060694i,0.00059988-0.00084062i,0.00030566-0.001516i,0.00022441-0.0016391i,0.00061378-0.00076568i,0.00063231-0.00029009i,0.0003787+8.6063e-05i,-1.9053e-05+0.00017948i,-0.00013792-0.00022895i,0.00056785-0.0001244i,0.001035+0.00022729i,0.00048444+0.00010378i,0.00025975-0.00060011i,0.00055642-0.00066029i,0.0012311+5.5877e-05i,0.00092736-0.00010129i,-0.00036973-0.00023975i,-0.0014332-0.00028877i,-0.00082075-0.00035038i,-3.6443e-05+7.8698e-05i
-0.0017814-0.0013577i,-0.0030661+0.00039123i,-0.0036524+0.0018124i,-0.0024786+0.0020808i,0.00024331+0.0015198i,0.001723+0.00037993i,0.0012356-0.00029059i,0.00030208-0.00079521i,-0.00023092-0.00092606i,-0.00030875-0.00018794i,-0.00014986+0.00026815i,0.00017953+0.00021815i,-8.8018e-05-0.00019641i,-8.7641e-05-0.00072513i,0.00020849-0.0012511i,-2.5018e-05-0.0012878i,0.0001133-0.00054646i,0.00075406-0.00012319i,0.0013179-0.0003387i,0.00083204-0.00012207i,-1.1134e-05-3.7675e-05i,-0.00030805-0.00029228i,-0.00012987-0.00029803i
0.00075097-0.00041263i,-0.00041932-0.00085514i,-9.3726e-05-0.00063673i,-0.00010162-3.2151e-05i,-0.0006013-0.00050068i,-0.00081489-0.0011331i,-0.00054612-0.00057089i,-0.00023772+7.0839e-05i,5.5818e-05+0.00020815i,0.00015619+0.00037851i,9.9459e-05+0.0002808i,0.00046421+0.0004054i,0.0010561+0.00063029i,0.00039175+0.00025182i,-0.00042826-0.00026377i,-3.881e-05-0.00026359i,0.00013768-0.00054469i,-3.8203e-05-0.00081862i,0.00010081-0.00048791i,0.00029743+0.0001519i,0.00031235+0.00069388i,0.00011336+0.00050205i,-0.00026793-0.00028678i
0.001402-0.00034629i,0.0021943-0.00083566i,0.0020544-0.00083647i,0.0022916-0.00068856i,0.0025324-0.00055827i,0.0014386-0.0015133i,0.00065074-0.0014124i,-0.00020352-0.00041642i,-0.00044333-0.00025805i,0.00015137+0.00056226i,0.00068126+0.00090113i,0.0012028+0.00037318i,0.00029477+0.0007602i,-0.00019389+0.00076218i,0.00086149+3.6118e-05i,0.00144-0.00024387i,0.00079981-1.2477e-05i,-0.00022624+0.00038254i,-0.00033925+0.00075206i,-0.00042327+0.001079i,-4.3986e-05+0.00081154i,-0.00016741+0.0005072i,-0.00039095+0.00027883i
-0.001826+0.00021022i,-0.0012825+0.00073308i,-0.00022064+0.0011419i,0.0011754+0.0014249i,0.0018559+0.00041203i,0.0021166-0.00021309i,0.0011863-0.00020297i,-0.00011306-0.00021979i,-0.00034841+0.00033937i,-0.00036348+0.00047715i,0.00042894+0.0003611i,0.00068368+5.7017e-05i,0.000659+1.8448e-05i,0.00041689+0.00030053i,-0.00039152+8.3396e-05i,-0.00054259+0.00043i,0.00012852-5.3022e-06i,0.00054928-0.00050619i,0.00049163-0.00044518i,-0.00017301-0.00045953i,-0.0005996-0.00065303i,-5.0779e-05-0.00033981i,4.2473e-05-0.00030962i
7.4721e-05+0.0011528i,0.0011012+0.00015787i,0.0019566+0.00053974i,0.0022838+0.00069755i,0.001689-0.00029149i,0.00082291-0.0020297i,-0.00016001-0.0025952i,-0.00061072-0.00072591i,-0.0003127+0.0010958i,-0.00029953+0.0021269i,-0.00012056+0.0016734i,-0.00014446+8.1377e-05i,-0.00053597-0.00072466i,-0.00064097-0.00027983i,-0.00085477+0.00089161i,-0.0012391+0.0009229i,-0.00094669+0.00078458i,-0.00057717+0.00066054i,-0.00069476-7.5927e-05i,-0.00052648-5.9886e-05i,0.00030491+8.2775e-06i,0.00078386-0.00035051i,0.00072571-8.4707e-06i
-2.1046e-05+0.0011033i,-0.0011052+0.0012716i,-0.0018042+0.0014744i,-0.00095253+0.00052285i,0.00040698-0.00035177i,0.0008219-0.00094572i,0.00094527-0.0012836i,0.00039775-0.00086957i,0.00025967+0.00025663i,-1.646e-05+0.00053538i,-0.00018655-0.00012747i,0.00016365-0.00015025i,0.00044082-0.00075343i,-7.747e-05-0.0016634i,-0.00036827-0.0010081i,0.00019726-7.8916e-05i,0.00064423+0.00029794i,0.00032961+0.00057569i,-0.00069281+0.0014772i,-0.00035853+0.00069135i,-3.9442e-05-0.00011629i,-0.00027599+5.9425e-06i,-0.0001919+1.3299e-05i
0.00054775-0.00078902i,0.00038757-0.00077758i,0.0013451+0.00059066i,0.0019471+0.0010052i,0.0017395-0.00071646i,0.0018643-0.0015158i,0.0012015-0.00055317i,-5.1442e-05-0.00039646i,-0.00029806-0.00070625i,-0.00030311-8.3429e-06i,2.6222e-05-6.0062e-05i,-0.00015349-0.00020094i,-0.00071494-0.00030556i,-0.00068886-0.00031209i,-0.0007802+0.00013417i,-0.00085475-4.8641e-05i,-0.00057922-2.354e-05i,2.285e-05+0.00014762i,2.4507e-05-0.00013065i,-0.00085121-2.1823e-05i,-0.00090855-0.00028819i,-0.00051476-0.00089205i,-0.0003158-0.00061119i
0.0018718+0.00064108i,0.0012371-0.00011601i,0.001559-0.0005433i,0.0021769-0.00080597i,0.0019908-0.0016975i,0.00081736-0.0014657i,0.00030196-0.00011908i,0.00058479-6.5969e-05i,0.00044275-0.00050034i,-0.00025036-0.00015035i,-0.0002865+0.00014633i,0.00039919+0.00036184i,0.00071034+0.00013337i,0.00037092-0.00090493i,0.00033856-0.0009454i,5.8452e-06+0.00044318i,-0.00027907+0.0012535i,1.0594e-05+0.00087642i,-6.7898e-06+0.00037963i,-0.00044243+0.00022941i,-0.00062754+4.798e-05i,-0.0002258-0.00011911i,0.00012192+0.00053322i
-0.0010408+0.0012901i,-0.00077298+0.002035i,0.00035061+0.003013i,0.0022778+0.0026936i,0.0036697+0.0015744i,0.003173-0.00031647i,0.0013402-0.00099269i,-0.0004332-0.00028516i,-0.00098786+0.00042444i,6.2324e-05+0.00080275i,0.00096639-8.2082e-05i,0.00091666-0.00086841i,0.00029638-0.00069193i,-0.00064513-1.0463e-05i,-0.00097383-0.00024535i,-6.6743e-05-0.0009427i,0.0004406-0.00069202i,0.00016178-0.00036899i,-0.00025088-7.4373e-06i,-0.00017834+0.00015271i,-0.00010594-0.00047323i,0.00012428-0.00077772i,0.00070157-0.00039342i
-0.0010352-0.00083724i,-0.0012312-0.0012444i,-0.0015397-0.0019078i,-0.0013619-0.0018747i,-0.00047008-0.0020017i,0.00035561-0.0017387i,-7.3538e-06-0.00078525i,-0.00022293-0.00077347i,-6.6378e-05-0.00083802i,0.00012592-0.00010613i,0.00048632+0.00021033i,-9.7126e-05-0.00014164i,-0.00048136-0.00049421i,0.00016881-5.2825e-05i,0.00032681+0.00033285i,-2.0141e-05+0.000131i,-0.00018753+0.00015302i,-8.0595e-05+0.00026852i,0.00043759+0.0003462i,0.00019227+0.00067641i,-0.00042505+0.00069293i,-0.0003243+0.00035151i,1.843e-05+0.00077863i
0.00097098+0.0036826i,0.0020843+0.0037027i,0.0035398+0.0030075i,0.0041118+0.0012283i,0.0030781-0.00075784i,0.00098621-0.0016259i,-0.00022553-0.0012207i,0.00030055-0.00027333i,0.00042752+0.00039433i,0.00023882+7.6188e-05i,2.3246e-05-0.00018119i,-0.00097685-0.00045701i,-0.00078385-5.5026e-05i,-0.00025601-0.00019551i,-0.00022788-0.00051589i,-0.00066342+0.00011123i,-0.00060085+9.6919e-05i,0.00021625-0.00038338i,0.0011988+0.00030722i,0.00095554+0.001512i,-0.00078684+0.0019052i,-0.0013598+0.0012205i,-0.00096485+0.00044539i
0.00072125-0.001063i,-0.00017272-0.0018718i,-0.00016543-0.001301i,0.0011385-0.0013196i,0.0012868-0.0015364i,0.00058895-0.0014062i,-0.00021639-0.0015193i,-0.00029426-0.0009183i,0.00034704+0.00022165i,0.00040051+0.0010817i,0.00036981+0.00074632i,0.0010149+0.00028407i,0.001726-0.00030109i,0.0018927-0.00047506i,0.0012106+7.7275e-05i,0.001014+3.6691e-05i,0.00049894-9.7336e-05i,-0.00010385-0.00035574i,0.00017097-0.00083793i,-0.00011169-0.0011505i,-0.00094902-0.00084471i,-0.00053708-0.00019384i,-0.00026703+0.00051709i
0.0020313-3.604e-05i,0.0024226+0.00044548i,0.001901+0.00059887i,0.0010215-0.00014119i,0.0011646-0.00062379i,0.001092-0.00064418i,0.00086624-0.0004134i,0.0010252-0.00055141i,0.000956-0.00045993i,0.00081599-0.00021246i,0.00052326+0.00058393i,6.6133e-06+0.0010383i,-0.00025618+0.00048693i,0.00025121-3.9035e-05i,0.00084474-0.00013074i,0.00085688+4.6152e-05i,0.00092362+0.00029758i,0.00072754+0.00067476i,-0.0001954+0.00077635i,0.00026475-0.00017631i,0.00062802-0.00079218i,0.0011219-0.00071922i,0.001062-0.00046688i
-0.0012377-4.8704e-05i,-0.0020014-5.9004e-05i,-0.0023234+0.00040451i,-0.0013786-0.00021123i,3.2125e-05-0.0010913i,4.1102e-06-0.00051106i,-0.00053139+5.1113e-05i,0.00013597+5.9452e-06i,8.7082e-05+0.00062538i,-0.00015152+0.00035569i,0.00059896-0.00010676i,0.0010142-3.5633e-05i,0.00097055+0.00037812i,0.00030387+0.00069461i,0.00014176+0.0012019i,4.5679e-05+0.0009782i,0.00022193-0.00040199i,0.00037615-0.0013316i,3.9758e-05-0.0010453i,0.00012429-0.00099474i,0.00010648-0.0010775i,-4.6212e-05-0.0013014i,-4.3901e-05-0.0010912i
-5.4225e-05-0.0011736i,0.00072321-0.0018261i,0.00029016-0.0013494i,0.00024356+0.00011939i,0.0022001+0.00059054i,0.0024598-0.00058396i,0.0008813-0.00070531i,0.00041266+0.00027198i,0.00037639+0.00021802i,-0.00037929+0.00021299i,-0.0002692+0.00043164i,-2.6172e-05+0.00048134i,-0.00076558+0.00036617i,-0.0010936-0.00020508i,-0.00043442-9.0867e-05i,-0.00031064+0.00060951i,-0.00036984+0.00064046i,-0.00031948+7.8027e-05i,-0.00013046-0.00025262i,-0.00010208-0.00058268i,0.00021311-0.00085067i,0.00024632-3.8594e-05i,-0.00025265+0.00036089i
-0.00040893+0.0005913i,-0.0017013+0.0026819i,-0.0022759+0.0029314i,-0.0016484+0.0014395i,-0.00034145-0.00058647i,0.00080824-0.0013942i,0.00097768-0.00071845i,0.00096636-8.894e-05i,0.00049035+0.0001079i,0.00019237+0.00070371i,0.00035125+0.001097i,8.8697e-05-0.00013612i,0.00033084-0.0010506i,0.0009782-0.00072511i,0.00049646-0.00023476i,0.00014309+0.00018123i,0.00023509-0.00017458i,8.5841e-05+3.387e-05i,3.6924e-05+1.0885e-05i,0.00046312-0.0006429i,0.00098623-0.00073383i,0.00096235-4.973e-05i,0.00073588+9.3162e-05i
5.6151e-05+0.0020079i,0.0018081+0.0009607i,0.0029952+0.0016097i,0.0032922+0.0012869i,0.0026462-0.00047821i,0.0010716-0.001867i,-0.00010023-0.0017296i,1.6526e-05-0.00063268i,0.00012121+0.00021829i,-0.00012145+0.00018159i,-0.00032433+5.1262e-05i,-0.00025269+0.00022247i,-1.4255e-05+0.00085413i,-0.00014598+0.0017224i,1.7747e-05+0.0018322i,0.00053206+0.0015461i,0.00021415+0.00093017i,-0.0006988-0.00011426i,-0.00058246-0.00029199i,-0.00017508-4.6651e-05i,7.7518e-05+0.00023978i,8.8822e-05+0.00018975i,-0.00021543-4.1003e-05i
-0.00067187-0.00069073i,0.00032628-0.00061859i,0.0010787-0.00011175i,0.0012831+5.8921e-05i,0.0013093-0.00014358i,0.0012481-0.0005515i,0.00057988-0.0010355i,0.00048352-0.00062257i,0.00018544+0.00034966i,4.2139e-05+0.00087876i,-8.2795e-05+0.00075173i,-0.00019898-0.00011421i,-7.0763e-05-0.00072843i,-0.00025603-0.00073132i,-0.00035375-0.00042579i,-0.00036386-0.00013671i,-0.00021964-0.00038644i,0.00029686-0.00041552i,0.00010454-0.00016802i,0.00014045-0.00050991i,0.00052265-0.00064969i,-0.00030953-0.00066306i,-0.0011353-0.00061442i
-0.00082922-0.00032396i,-0.0012566-0.00028688i,-0.0017105-0.00055212i,-0.00072134-0.00047062i,0.00062147+0.00023906i,0.0010578+1.9187e-05i,0.00066134-8.3291e-05i,-0.00021492-0.00045781i,-0.0008149-0.00048194i,-0.00090311+0.00078768i,-9.6428e-06+0.001019i,0.0011038+0.00070368i,0.0011443+0.00028654i,0.00046721+0.00031423i,0.00028563+0.00058613i,8.8555e-05+0.00011201i,-0.00029754+0.00063443i,0.00024068+0.00070197i,0.001097+0.00014375i,0.00089012+0.00047413i,0.00019346+0.00098781i,-0.00027438+0.00037776i,9.7068e-05-6.3967e-05i
