-0.0018912+0.0016958i,-0.0012541+0.00024244i,-0.0011998-0.0004606i,-0.00019199-0.00086902i,3.9651e-05-0.00059833i,-0.00069996+0.00091162i,-0.0012628+0.0016665i,-0.000786+0.0013414i,0.00029567+0.00065781i,0.00090171-0.0001011i,0.00060533-0.00064366i,0.00016278-0.0012322i,-0.00031123-0.0010529i,-8.287e-05-0.0008056i,0.00024771-0.001162i,0.00018805-0.00077223i,0.00030285-7.0835e-05i,0.00025159+0.00011195i,-0.00020692+0.00024853i,0.00025342+0.0004992i,0.000539+0.00057284i,-0.00016868-0.0004802i,-9.4053e-05-0.0015263i
-0.29863+0.032273i,-0.41314+0.12437i,-0.32104+0.1979i,-0.09817+0.15747i,0.050394+0.075029i,0.088406+0.051871i,0.096277+0.024332i,0.065992-0.0094204i,0.020898+0.015967i,0.0070527+0.054224i,-0.0018732+0.052605i,-0.027109+0.030405i,-0.045984+0.011962i,-0.037033+0.0023293i,-0.010963-0.0062464i,0.0097461-0.017678i,0.019525-0.03009i,0.016151-0.040898i,0.0048533-0.040162i,-0.0012644-0.025607i,0.0031447-0.010854i,0.018283-0.0018386i,0.032086-0.0030696i
0.13832-0.30054i,0.13864-0.48986i,0.017575-0.52576i,-0.10245-0.39622i,-0.11754-0.25226i,-0.098598-0.14792i,-0.089088-0.041516i,-0.059447+0.025442i,-0.031216+0.03034i,-0.021904+0.024579i,-0.0037707+0.020836i,0.024573+0.0021674i,0.034874-0.017947i,0.027706-0.021635i,0.020472-0.019108i,0.0073023-0.019018i,-0.010549-0.0065844i,-0.014949+0.019488i,0.0016858+0.034366i,0.026154+0.024092i,0.032628+0.0059973i,0.01907-0.00099454i,0.0045347+0.0019673i
0.17993+0.3021i,0.33231+0.45378i,0.40027+0.44417i,0.32169+0.34018i,0.19148+0.25887i,0.11369+0.14902i,0.071175+0.018378i,0.040149-0.045988i,0.027629-0.062812i,0.017392-0.072191i,-0.00082877-0.058312i,-0.0083675-0.017286i,0.0010233+0.018143i,0.0047131+0.029781i,-0.0028162+0.042304i,0.00091839+0.061277i,0.016785+0.057863i,0.026407+0.027816i,0.010676+0.00070627i,-0.023099-0.0013193i,-0.040271+0.0096694i,-0.035507+0.012121i,-0.026326+0.007219i
-0.37012-0.017925i,-0.58564-0.0059283i,-0.59171-0.006358i,-0.4097-0.062874i,-0.22993-0.10602i,-0.11231-0.050297i,-0.031211+0.025406i,-0.00028913+0.043865i,-0.0072696+0.05863i,-0.0025377+0.081516i,0.011168+0.075442i,-0.0016875+0.04262i,-0.025684+0.014084i,-0.019904-0.0041054i,0.0042535-0.038459i,0.0087586-0.080783i,-0.0051715-0.092366i,-0.015215-0.06398i,-0.0042632-0.027455i,0.021552-0.014549i,0.034414-0.017755i,0.031885-0.017038i,0.026443-0.012281i
0.22308-0.30115i,0.3322-0.47482i,0.31686-0.45716i,0.20508-0.26834i,0.099674-0.11704i,0.017797-0.074096i,-0.042618-0.056731i,-0.051509-0.036566i,-0.031812-0.037678i,-0.018726-0.048417i,-0.0057991-0.055943i,0.011403-0.059992i,0.012443-0.053511i,-0.0072776-0.027675i,-0.018897+0.017208i,-0.010567+0.061934i,0.002729+0.082267i,0.010224+0.067802i,0.0053092+0.035265i,-0.009914+0.013845i,-0.024596+0.0075977i,-0.0312+0.0084921i,-0.026515+0.012581i
0.13001+0.34051i,0.20706+0.52996i,0.20452+0.52173i,0.146+0.348i,0.1048+0.19774i,0.10713+0.10868i,0.11345+0.037588i,0.090774+0.0055343i,0.062504-0.0026528i,0.032607-0.013492i,0.0023051-0.0011974i,-0.0029322+0.035363i,0.020492+0.050671i,0.043622+0.027425i,0.044646-0.0067504i,0.032703-0.032576i,0.024841-0.049076i,0.021389-0.048192i,0.016915-0.026857i,0.015956-0.00049942i,0.021421+0.011624i,0.023329+0.0058329i,0.014821-0.003671i
-0.35555-0.071942i,-0.55347-0.13503i,-0.56179-0.16616i,-0.41239-0.14087i,-0.27389-0.089471i,-0.19811-0.016282i,-0.14394+0.041712i,-0.099892+0.043969i,-0.070624+0.036792i,-0.03521+0.048742i,-0.0039374+0.042907i,-0.010032+0.010267i,-0.039553-0.0040412i,-0.051795+0.0074223i,-0.047475+0.0066563i,-0.049349-0.0064763i,-0.054635-0.0062865i,-0.051591+0.0039475i,-0.035739+0.0021421i,-0.019804-0.01496i,-0.016471-0.025019i,-0.01517-0.01854i,-0.0084361-0.0082426i
0.2466-0.25156i,0.41397-0.35988i,0.4494-0.32081i,0.34383-0.18595i,0.23198-0.10153i,0.14946-0.10772i,0.077237-0.10941i,0.039423-0.065992i,0.020504-0.033008i,-0.0069354-0.031478i,-0.026111-0.035215i,-0.018617-0.030192i,-0.0038859-0.02584i,-0.0014761-0.015193i,0.0092358+0.014065i,0.038914+0.042067i,0.060879+0.047186i,0.058359+0.030835i,0.0376+0.017654i,0.017113+0.023759i,0.012077+0.031886i,0.014308+0.02861i,0.015241+0.019095i
0.074278+0.32607i,0.062239+0.50946i,0.0069766+0.48488i,-0.042069+0.29148i,-0.05199+0.16607i,-0.0092223+0.14895i,0.042985+0.12646i,0.05451+0.073547i,0.039976+0.031304i,0.024439+0.016285i,0.01707+0.023101i,0.024767+0.032713i,0.045115+0.023469i,0.058332-0.0075718i,0.038727-0.043444i,-0.0079672-0.066496i,-0.042609-0.070963i,-0.040701-0.05538i,-0.018024-0.034536i,-0.0018074-0.02953i,0.00046525-0.033801i,-0.0041381-0.032477i,-0.0084272-0.023012i
-0.29849-0.10583i,-0.44031-0.20903i,-0.39897-0.22769i,-0.24143-0.14014i,-0.15248-0.06989i,-0.1472-0.051476i,-0.1479-0.049588i,-0.1312-0.046788i,-0.095747-0.024827i,-0.039558+0.0032727i,-0.0018914+0.0059237i,-0.015643-0.0066011i,-0.053155+0.0056783i,-0.066942+0.044091i,-0.04378+0.073355i,-0.0041799+0.080689i,0.019032+0.0794i,0.011397+0.070744i,-0.007534+0.051578i,-0.016912+0.036022i,-0.013844+0.032473i,-0.0014617+0.029262i,0.0088287+0.018086i
0.23249-0.18553i,0.38831-0.25005i,0.38628-0.21428i,0.25319-0.14956i,0.17877-0.12626i,0.17462-0.11906i,0.16299-0.075895i,0.13806-0.0046911i,0.099498+0.027202i,0.038058+0.016099i,-0.0015773+0.0098147i,0.0071888+0.0071259i,0.027871-0.014924i,0.032132-0.046274i,0.027705-0.064246i,0.024291-0.0675i,0.025764-0.068042i,0.032793-0.063568i,0.039012-0.045737i,0.038446-0.027292i,0.026921-0.021371i,0.0072932-0.01691i,-0.0078852-0.0078466i
0.030904+0.27513i,-0.0038186+0.42676i,-0.051358+0.40531i,-0.062125+0.2776i,-0.067236+0.22414i,-0.080366+0.22136i,-0.077645+0.15402i,-0.069687+0.041231i,-0.052394-0.023903i,-0.015135-0.03251i,0.0109-0.027116i,0.012758-0.017612i,0.010688-0.0036592i,0.010726+0.0016432i,-0.0023232+0.0026239i,-0.028645+0.010607i,-0.046359+0.022313i,-0.046526+0.027693i,-0.038453+0.022107i,-0.032799+0.01165i,-0.028688+0.0041106i,-0.020754-0.00010453i,-0.012991+0.00056958i
-0.23046-0.099932i,-0.32702-0.20127i,-0.27624-0.22793i,-0.15528-0.17234i,-0.085353-0.16098i,-0.063824-0.18475i,-0.055112-0.13975i,-0.040618-0.050481i,-0.026245+0.0067129i,-0.017647+0.023776i,-0.010509+0.02631i,-0.014406+0.026629i,-0.027299+0.038025i,-0.025935+0.059968i,0.00030448+0.063276i,0.038407+0.04053i,0.062841+0.018547i,0.060787+0.0091208i,0.04583+0.0052658i,0.034393+0.0049825i,0.031371+0.0090418i,0.031948+0.013901i,0.028979+0.011795i
0.19072-0.13935i,0.31152-0.16776i,0.30169-0.13315i,0.18176-0.091777i,0.11062-0.037612i,0.11807+0.02933i,0.12981+0.054065i,0.11647+0.036644i,0.079472+0.016176i,0.027035+0.0060227i,-0.0093968-0.0028328i,-0.011973-0.01672i,-0.0011206-0.041912i,-0.0033249-0.072087i,-0.024133-0.083461i,-0.051324-0.068329i,-0.064195-0.052599i,-0.051938-0.048396i,-0.029853-0.040542i,-0.019139-0.028092i,-0.023727-0.019707i,-0.031903-0.01467i,-0.029787-0.0081463i
0.026029+0.21017i,-0.013649+0.32042i,-0.041534+0.31061i,-0.019359+0.22617i,-0.024691+0.16847i,-0.076685+0.12533i,-0.11299+0.061759i,-0.12036-0.0010768i,-0.097048-0.031454i,-0.045205-0.035374i,-0.0082919-0.032265i,1.8166e-05-0.017819i,0.0042729+0.0099642i,0.016002+0.036681i,0.032481+0.053859i,0.043534+0.060153i,0.041217+0.062387i,0.025159+0.063768i,0.0074837+0.054832i,0.0017568+0.037092i,0.010348+0.019516i,0.023848+0.0035341i,0.027268-0.0083939i
-0.17636-0.080121i,-0.243-0.17311i,-0.22703-0.20686i,-0.17-0.17079i,-0.098804-0.16941i,-0.028358-0.1829i,0.022502-0.1229i,0.05461-0.02282i,0.057223+0.033033i,0.032005+0.047489i,0.016911+0.055508i,0.018601+0.047977i,0.013115+0.032515i,0.0036317+0.023961i,0.0019909+0.0063098i,0.0047205-0.023443i,0.0084047-0.047969i,0.010551-0.054537i,0.011549-0.044166i,0.010516-0.029902i,0.0037093-0.016404i,-0.0052724-0.00067558i,-0.007675+0.008878i
0.13759-0.099956i,0.24281-0.10513i,0.25432-0.067594i,0.17931-0.020346i,0.11998+0.056565i,0.090277+0.12243i,0.05971+0.098619i,0.022976+0.025959i,-0.0006799-0.0098976i,-0.0048957-0.013765i,-0.01474-0.022559i,-0.032116-0.029921i,-0.041435-0.036699i,-0.046917-0.048058i,-0.051575-0.038602i,-0.052124-0.0030553i,-0.04892+0.027883i,-0.040145+0.035884i,-0.026732+0.031568i,-0.016204+0.026516i,-0.010999+0.017993i,-0.0099894+0.0039999i,-0.012112-0.0043956i
0.01722+0.15038i,-0.029925+0.23397i,-0.061371+0.21858i,-0.049307+0.13189i,-0.055436+0.044558i,-0.077651-0.016703i,-0.081604-0.025792i,-0.066955-0.0019842i,-0.046243+0.0024001i,-0.028125-0.0069082i,-0.0025931-0.0031332i,0.02736+0.0051468i,0.049321+0.013489i,0.065401+0.024219i,0.077222+0.022688i,0.07968+0.0020977i,0.073715-0.013707i,0.062297-0.011183i,0.044242-0.0079795i,0.023905-0.01185i,0.012838-0.013707i,0.015396-0.0083971i,0.020028-0.0030922i
-0.1264-0.058749i,-0.17273-0.13544i,-0.15195-0.16505i,-0.10854-0.1318i,-0.069034-0.092463i,-0.013034-0.059072i,0.037812-0.035631i,0.057561-0.026362i,0.052082-0.010467i,0.039728+0.012687i,0.024904+0.023743i,0.0010905+0.021205i,-0.023865+0.017263i,-0.041066+0.015258i,-0.05261+0.007611i,-0.057728-0.0020673i,-0.05358-0.011238i,-0.042565-0.019438i,-0.026683-0.017252i,-0.0095645-0.0064313i,-0.0005029+0.0032358i,-0.0058294+0.0089927i,-0.012443+0.011865i
0.099382-0.071387i,0.17918-0.069168i,0.19465-0.025252i,0.15596+0.016295i,0.1202+0.047607i,0.078335+0.068096i,0.024989+0.062174i,-0.014906+0.041062i,-0.030893+0.023439i,-0.032271+0.0040269i,-0.034814-0.017713i,-0.036485-0.023446i,-0.029805-0.021751i,-0.019467-0.024775i,-0.005979-0.016124i,0.0098351+0.008395i,0.019198+0.030725i,0.020192+0.036183i,0.014976+0.026006i,0.0030816+0.012296i,-0.0067443+0.0022039i,-0.0063562-0.0061737i,-0.0028237-0.010561i
0.012163+0.10973i,-0.02617+0.1612i,-0.074363+0.14053i,-0.093102+0.070722i,-0.095531+0.0034717i,-0.091126-0.036934i,-0.063679-0.04271i,-0.024793-0.031098i,-0.0049136-0.026541i,-0.0044471-0.019482i,0.010754-0.0033277i,0.042555-0.0015241i,0.061511-0.0060486i,0.065379-0.0018557i,0.057397-0.0084167i,0.036287-0.031647i,0.015076-0.050449i,0.0047347-0.048663i,0.0024588-0.032077i,0.0031964-0.01771i,0.0053984-0.0078571i,0.007777+0.0027549i,0.011611+0.0073106i
-0.085024-0.03661i,-0.10533-0.090289i,-0.073764-0.1139i,-0.024648-0.079686i,0.017501-0.033954i,0.045042-0.0045597i,0.04686+0.0072654i,0.027662+0.0047423i,0.015519+0.0086951i,0.020238+0.014079i,0.0084922+0.013319i,-0.026786+0.023225i,-0.053794+0.03831i,-0.061337+0.044171i,-0.055148+0.045481i,-0.039813+0.048075i,-0.027416+0.04675i,-0.022133+0.036128i,-0.016313+0.022344i,-0.0073785+0.013138i,-0.00079321+0.0063552i,-0.0041824+0.00067616i,-0.0099797+0.001076i
0.063414-0.052905i,0.11085-0.043349i,0.11461-0.016224i,0.068795-0.0035596i,0.025921+0.010702i,0.0064821+0.020085i,-0.0058594+0.02123i,-0.0045185+0.029917i,-0.0039696+0.027931i,-0.022278+0.0139i,-0.026774+0.0020723i,-0.006074-0.013589i,0.0099613-0.033958i,0.015801-0.047891i,0.021874-0.047747i,0.028887-0.036562i,0.033473-0.021756i,0.033079-0.0099391i,0.023663-0.004154i,0.0064313-0.00071081i,-0.0045824+0.0035472i,-0.00012511+0.0030806i,0.0070738-0.0036056i
0.022087+0.064546i,-0.012897+0.095421i,-0.039387+0.079308i,-0.035011+0.027357i,-0.044075-0.011319i,-0.05177-0.02069i,-0.032079-0.033391i,-0.021372-0.0555i,-0.020381-0.054617i,-0.0028239-0.031359i,0.016071-0.010016i,0.020783+0.00018193i,0.020249+0.0067304i,0.019775+0.014991i,0.011657+0.014758i,-0.0086238+0.0032328i,-0.026564-0.0080132i,-0.027841-0.0092426i,-0.01341-0.0031989i,0.0054978-0.0035916i,0.014919-0.011051i,0.0099646-0.010994i,0.0019735-0.0050691i
-0.057648-0.013145i,-0.068491-0.052975i,-0.053851-0.061906i,-0.017609-0.015121i,0.035363+0.014939i,0.060793+0.011871i,0.044359+0.030207i,0.029692+0.060478i,0.027397+0.061099i,0.020831+0.037758i,0.0032307+0.021066i,-0.019709+0.024449i,-0.032341+0.033785i,-0.031395+0.034458i,-0.019164+0.031519i,0.0014533+0.028501i,0.019204+0.023872i,0.020663+0.017878i,0.0064039+0.010461i,-0.010018+0.0095388i,-0.018606+0.014958i,-0.016116+0.015094i,-0.01016+0.011777i
0.027011-0.040902i,0.061183-0.034428i,0.059732-0.026933i,0.0023927-0.039951i,-0.054926-0.027562i,-0.06395+0.0012162i,-0.040215-0.01372i,-0.018555-0.043861i,-0.013577-0.040168i,-0.020606-0.016392i,-0.013669-0.0086051i,0.008855-0.02713i,0.015419-0.049056i,0.0060952-0.056498i,-0.0011645-0.053822i,-0.0044086-0.044169i,-0.0026862-0.031014i,0.0044169-0.020467i,0.014264-0.012344i,0.021761-0.010618i,0.019962-0.015208i,0.013778-0.016625i,0.0089508-0.015122i
0.028399+0.037554i,0.0058048+0.060443i,-0.0028735+0.066053i,0.039803+0.046144i,0.068864+0.00071922i,0.047865-0.029065i,0.01856-0.012924i,-0.0089646+0.0076506i,-0.021073+0.0089182i,-0.0042832-0.00072517i,0.0062703-0.0035635i,-3.2937e-05+0.014882i,0.0041616+0.035339i,0.017553+0.042887i,0.021576+0.042259i,0.01108+0.035007i,-0.0052301+0.024869i,-0.015586+0.014573i,-0.018733+0.0085666i,-0.01777+0.0089402i,-0.013973+0.010337i,-0.0095227+0.012039i,-0.0052621+0.014252i
-0.039438+0.0059841i,-0.044932-0.022957i,-0.055548-0.050902i,-0.08564-0.019179i,-0.076475+0.044104i,-0.026196+0.058765i,0.0033323+0.042451i,0.027905+0.037237i,0.04256+0.023846i,0.021921+0.0092048i,0.0013892+0.0073138i,-0.0060445+0.0043215i,-0.014562+0.002193i,-0.018555+0.0010672i,-0.011853-0.0044638i,0.0038671-0.012643i,0.018031-0.016561i,0.021224-0.013935i,0.014734-0.0096073i,0.005651-0.0034356i,0.0017421+0.0039035i,0.0033592+0.0045676i,0.0048683-0.0021933i
0.0045839-0.04128i,0.026146-0.027126i,0.06433-0.021095i,0.069177-0.073915i,0.012657-0.10749i,-0.026534-0.070371i,-0.020105-0.055966i,-0.033188-0.072639i,-0.050131-0.047348i,-0.034975-0.0072423i,-0.014752-0.00032104i,-0.0045864-0.012543i,-0.0043238-0.023568i,-0.010433-0.026081i,-0.013567-0.020549i,-0.014936-0.0098764i,-0.016703-0.00019527i,-0.010938+0.0037768i,0.0052005+0.0025244i,0.015406-0.0077628i,0.010004-0.021331i,-0.00070784-0.022255i,-0.0053945-0.011769i
0.026002+0.0156i,0.00054178+0.019363i,-0.039371+0.061032i,-0.004513+0.12119i,0.070291+0.10151i,0.07017+0.036274i,0.027703+0.045158i,0.023884+0.081136i,0.030289+0.060333i,0.019638+0.018717i,0.0078008+0.0078439i,0.0052704+0.018706i,0.017673+0.026119i,0.034996+0.025355i,0.040389+0.021065i,0.031366+0.014799i,0.016644+0.0095174i,0.0011008+0.0089354i,-0.013662+0.015285i,-0.018669+0.029184i,-0.0078412+0.040285i,0.0073914+0.036653i,0.010355+0.024072i
-0.024139+0.023612i,-0.0043071-0.0018423i,-0.015206-0.07417i,-0.099864-0.098845i,-0.14829-0.025963i,-0.090849+0.035332i,-0.025149-0.00021923i,-0.0046221-0.054352i,-0.0043159-0.056784i,-0.0070736-0.026352i,-0.0031339-0.0058191i,-0.0033344-0.010093i,-0.019459-0.012831i,-0.034919-0.0063783i,-0.037487-0.0056811i,-0.027711-0.010956i,-0.010718-0.015095i,0.0059346-0.016112i,0.017767-0.020725i,0.017613-0.032761i,0.0024365-0.040121i,-0.011728-0.033783i,-0.013195-0.02351i
-0.021947-0.032696i,-0.018519+0.0027199i,0.047608+0.049796i,0.14098+0.0078867i,0.14283-0.086412i,0.061315-0.10714i,0.006809-0.053165i,-0.018336+0.0043235i,-0.02614+0.039063i,-0.011617+0.040078i,-0.0043342+0.020932i,-0.001395+0.010786i,0.005808+0.001377i,0.0080167-0.0084385i,0.0095923-0.0049694i,0.010727+0.0062959i,0.0068057+0.012734i,-0.00015863+0.012772i,-0.005181+0.016195i,-0.0014948+0.022015i,0.0066905+0.020286i,0.0094347+0.014684i,0.0083206+0.015053i
0.043985-0.0077886i,0.01375-0.036533i,-0.081214-0.022241i,-0.13587+0.082033i,-0.080844+0.16639i,-0.012742+0.13586i,0.0060687+0.083914i,0.033336+0.051175i,0.048654-0.0015852i,0.024899-0.031913i,0.0093473-0.0198i,0.0094283-0.0051679i,0.013806+0.0022665i,0.022341+0.005347i,0.023783+0.0011773i,0.016773-0.0045857i,0.011073-0.0062831i,0.0084724-0.0046709i,0.0022001-0.0031227i,-0.0056822+5.7483e-05i,-0.0045006+0.0043189i,0.0010882+0.0035531i,-5.7532e-05-0.0034519i
-0.013061+0.04755i,0.036999+0.049109i,0.09957-0.043803i,0.059725-0.17131i,-0.041992-0.17782i,-0.047504-0.094447i,-0.0083411-0.075919i,-0.034383-0.085705i,-0.060359-0.041013i,-0.036807+0.0041835i,-0.012321+0.00824i,-0.01387+0.00081464i,-0.029159+0.0037793i,-0.038757+0.013065i,-0.035622+0.016081i,-0.025335+0.010053i,-0.016803+0.0021565i,-0.0083043-0.0036347i,0.0027916-0.010011i,0.0048915-0.021807i,-0.0068009-0.027222i,-0.015691-0.017696i,-0.010205-0.0060655i
-0.044467-0.041032i,-0.091412-0.0018816i,-0.068226+0.11813i,0.061474+0.17903i,0.13909+0.088858i,0.067888+0.0028704i,-0.00017035+0.03628i,0.018434+0.086165i,0.046021+0.073981i,0.034439+0.037055i,0.009432+0.016023i,0.0052733+0.0064768i,0.017125-0.0097561i,0.024447-0.023527i,0.025935-0.023524i,0.024839-0.016452i,0.019553-0.008185i,0.0095665+0.0012821i,0.001418+0.016749i,0.0070155+0.032086i,0.022654+0.030401i,0.028025+0.017049i,0.018726+0.010699i
0.072542-0.020647i,0.07613-0.10104i,-0.036782-0.17357i,-0.18658-0.11016i,-0.18424+0.037432i,-0.060409+0.088343i,0.0099261+0.025501i,0.0068463-0.047041i,-0.015019-0.077395i,-0.024644-0.062501i,-0.010453-0.032792i,-0.00029105-0.015473i,-0.0022067+0.00056154i,-0.00036654+0.013318i,0.0012341+0.011129i,-0.0020472+0.0035732i,-0.0027593-0.00087599i,0.0021748-0.0048968i,0.0023274-0.015924i,-0.012563-0.025288i,-0.0282-0.019667i,-0.02805-0.0101i,-0.019742-0.0090767i
-0.01798+0.080042i,0.048456+0.14377i,0.18381+0.10835i,0.23976-0.054908i,0.13766-0.17371i,0.02233-0.14741i,-0.013715-0.076467i,-0.033034-0.011053i,-0.034444+0.051119i,-0.0099773+0.065537i,-0.0032664+0.040111i,-0.010538+0.022789i,-0.015313+0.015267i,-0.018927+0.011011i,-0.016589+0.012439i,-0.010772+0.012692i,-0.010486+0.0094311i,-0.011223+0.0084371i,-0.0013549+0.012517i,0.016225+0.011379i,0.02457+0.0031532i,0.02109+0.00055996i,0.017515+0.0041023i
-0.065726-0.073913i,-0.17366-0.066373i,-0.25451+0.05663i,-0.18482+0.21228i,-0.039796+0.22862i,0.0063007+0.14162i,-0.00089566+0.098643i,0.042537+0.065608i,0.070817-0.0012679i,0.040899-0.032892i,0.01304-0.021094i,0.011584-0.014854i,0.016787-0.021668i,0.016961-0.027577i,0.012517-0.028585i,0.008014-0.024705i,0.0096331-0.018694i,0.010684-0.013124i,0.0023494-0.0054429i,-0.0081609+0.0050713i,-0.011388+0.0099627i,-0.012003+0.0067088i,-0.013041+0.003539i
0.10524-0.013103i,0.18045-0.11124i,0.14988-0.26642i,-0.0073906-0.3169i,-0.10135-0.19441i,-0.034458-0.078256i,0.019421-0.078835i,-0.03078-0.089528i,-0.0805-0.049073i,-0.063482-0.012505i,-0.024439-0.0038044i,-0.0096828+0.0028641i,-0.0095915+0.019391i,-0.004685+0.029993i,0.0017565+0.027414i,0.0040979+0.020884i,0.0038297+0.016032i,0.0038285+0.0092066i,0.0033925-0.0038125i,-0.0015926-0.016082i,-0.0070393-0.015595i,-0.0036158-0.0099565i,0.001734-0.0095059i
-0.049788+0.10451i,-0.023283+0.23606i,0.10957+0.32403i,0.242+0.23355i,0.19514+0.051656i,0.034378-0.018064i,-0.036924+0.027135i,-0.00043104+0.074011i,0.046209+0.080749i,0.04998+0.058695i,0.02197+0.03462i,0.0020584+0.018701i,-0.0045644+0.0020859i,-0.0095895-0.0082157i,-0.0093066-0.0070657i,-0.0057137-0.002735i,-0.0053711+0.00097193i,-0.0064828+0.0073553i,0.0011351+0.017117i,0.017576+0.01898i,0.025194+0.0097939i,0.017928+0.005124i,0.011034+0.0074642i
-0.061357-0.10988i,-0.19127-0.18709i,-0.35405-0.15467i,-0.37429+0.0084974i,-0.20177+0.12652i,-0.025242+0.1067i,0.034103+0.041556i,0.031908-0.021189i,0.0084939-0.072775i,-0.015424-0.073198i,-0.01204-0.044482i,0.00018875-0.029531i,0.0042651-0.02063i,0.0067766-0.012514i,0.0063793-0.011801i,0.0040749-0.015415i,0.0051324-0.018512i,0.0046183-0.021343i,-0.0085974-0.020922i,-0.027266-0.0090442i,-0.033376+0.0066963i,-0.027806+0.0099473i,-0.020853+0.0033994i
0.12973+0.011058i,0.28345-0.042959i,0.37326-0.18525i,0.27053-0.30356i,0.081771-0.26238i,-0.0043884-0.15057i,-0.018904-0.094686i,-0.052751-0.036636i,-0.065502+0.038296i,-0.036262+0.057826i,-0.011195+0.037162i,-0.0050994+0.02688i,-0.0026609+0.027107i,0.0016813+0.024109i,0.0078442+0.017889i,0.012558+0.012847i,0.011288+0.013462i,0.011248+0.01649i,0.019784+0.009323i,0.028876-0.0096539i,0.030384-0.024236i,0.027008-0.02449i,0.020219-0.016035i
-0.088864+0.1022i,-0.15048+0.26223i,-0.11904+0.42376i,0.0088192+0.42235i,0.072099+0.25802i,0.017128+0.13022i,-0.0098157+0.1097i,0.043648+0.078694i,0.084268+0.014286i,0.063718-0.014755i,0.02629-0.0079725i,0.0073059-0.0048692i,-0.0035211-0.012748i,-0.012388-0.01554i,-0.015631-0.011886i,-0.015261-0.0083945i,-0.015327-0.0076786i,-0.015577-0.0027969i,-0.013118+0.011951i,-0.0092936+0.026972i,-0.0091819+0.033034i,-0.012161+0.032791i,-0.0088521+0.026828i
-0.034428-0.1397i,-0.12058-0.29852i,-0.25671-0.39564i,-0.3211-0.30548i,-0.20733-0.12955i,-0.027002-0.054631i,0.038925-0.070995i,-0.0082457-0.077076i,-0.063344-0.052842i,-0.064922-0.027644i,-0.033434-0.018077i,-0.011432-0.015738i,-0.0012302-0.0069608i,0.0076827+0.000583i,0.010442+0.00076141i,0.0080433-0.0020767i,0.0080912-0.0080065i,0.0059782-0.01654i,-0.0051592-0.024144i,-0.016183-0.024582i,-0.015404-0.020761i,-0.0089274-0.020829i,-0.0066541-0.018756i
0.13255+0.055593i,0.31321+0.093402i,0.47634+0.065346i,0.44132-0.03471i,0.21243-0.088527i,0.0048737-0.049103i,-0.06145+0.0017751i,-0.038136+0.038117i,0.0050823+0.064572i,0.026157+0.058975i,0.019783+0.038748i,0.011055+0.028376i,0.0065307+0.018706i,0.0019681+0.0080524i,0.00032054+0.0033218i,0.0012837+0.0050668i,0.0044312+0.011882i,0.012706+0.018511i,0.02889+0.014693i,0.039168-0.00029472i,0.032633-0.010243i,0.022857-0.0056657i,0.018085+0.0018372i
-0.12481+0.07593i,-0.27491+0.18842i,-0.36849+0.32443i,-0.27997+0.36047i,-0.091987+0.24641i,0.021875+0.11838i,0.055032+0.065771i,0.06495+0.014883i,0.048722-0.047075i,0.01768-0.058751i,0.0011033-0.037296i,-0.0038642-0.023774i,-0.0091186-0.015861i,-0.0095775-0.0063359i,-0.0065016-0.00089765i,-0.0060462-0.0014322i,-0.0095021-0.0046917i,-0.018902-0.0037343i,-0.029103+0.011468i,-0.030516+0.03289i,-0.02314+0.041102i,-0.016655+0.033013i,-0.01262+0.017761i
0.014725-0.14729i,0.02533-0.3381i,-0.0094503-0.5022i,-0.07758-0.46313i,-0.090327-0.2625i,-0.042727-0.12709i,-0.027621-0.10037i,-0.058634-0.055129i,-0.074099+0.014061i,-0.052498+0.037063i,-0.024281+0.021764i,-0.0077481+0.008171i,0.002689+0.0049735i,0.0092757+0.0035684i,0.011545+0.0022204i,0.012848+0.0019928i,0.014507+0.00017298i,0.015646-0.0095945i,0.010524-0.028585i,0.00022667-0.046349i,-0.0053253-0.051715i,-0.0047672-0.043958i,-0.0037109-0.026704i
0.10179+0.098076i,0.24316+0.2301i,0.37549+0.31764i,0.36478+0.25639i,0.19538+0.12949i,0.02554+0.078808i,-0.022292+0.085231i,0.014231+0.064569i,0.052527+0.022364i,0.051918+0.0015826i,0.03138+0.0048692i,0.0174+0.01063i,0.0064394+0.0072903i,-0.0039198+0.0014145i,-0.0077984-0.0021178i,-0.0074182-0.0040198i,-0.0043942+0.0011685i,0.0060544+0.012678i,0.023647+0.021083i,0.03565+0.024226i,0.033434+0.02676i,0.024599+0.027399i,0.017006+0.020179i
-0.13835+0.022896i,-0.32787+0.045271i,-0.47899+0.07267i,-0.42203+0.085694i,-0.19424+0.05445i,0.0033761-0.0042371i,0.069561-0.036358i,0.042381-0.042934i,-0.0086643-0.040683i,-0.031885-0.030133i,-0.026194-0.019881i,-0.019761-0.015125i,-0.015182-0.008496i,-0.0043481+0.00059904i,0.0069902+0.0046529i,0.01085+0.00013812i,0.0025661-0.006794i,-0.015337-0.0053011i,-0.033105+0.0080691i,-0.03909+0.018671i,-0.032294+0.014296i,-0.023968+0.0037203i,-0.018862-0.000578i
