-0.0018726+0.00028385i,-0.0011713-0.0013042i,-0.0014943-0.00014624i,-0.0015829+0.0010482i,-0.0012952+0.001193i,-0.0006849+0.0019171i,-0.00034607+0.0027956i,-0.00034475+0.0028042i,0.0010816+0.0019771i,0.0024625+0.001207i,0.0014884+0.00047256i,-0.00034032+0.00020668i,-0.00035338+0.00034224i,0.00035267+0.00026059i,0.00026669-0.00068738i,-0.00019201-0.0014298i,-0.0001691-0.001014i,0.00012912-0.00025127i,0.00060864-0.00018664i,0.00040694+0.00010945i,-0.00032275+0.00030016i,-0.00065254+7.4998e-06i,-0.0010634+0.00035825i
0.0028567-0.00015709i,0.0031179-0.0014644i,0.001665-0.0017438i,0.00048389-0.00057251i,6.9299e-05+0.00073184i,-0.00070919+0.00091369i,-0.0013111+0.00011263i,-0.0014391-0.0005461i,-0.0010181+4.2268e-05i,-0.00082794+0.00013035i,-0.00029959-0.00010381i,9.3186e-05-5.9113e-06i,0.0003102-0.00022709i,-0.00041982-4.3743e-05i,-0.0013527+3.9622e-05i,-0.00094445+0.00031751i,0.00023883+0.00028286i,0.00061252-0.00028047i,1.4717e-05+0.0002477i,0.00028741+0.00024156i,0.00052725-0.00058412i,5.4442e-05-0.0003857i,6.7309e-05+0.00013185i
-0.0022878+0.00036908i,-0.0028618+0.00027683i,-0.0026818-0.00040541i,-0.0027684+0.00036397i,-0.0026983+0.00080136i,-0.0016174-0.001018i,-0.00073319-0.0018563i,-0.00074364-0.00093577i,-0.00033667+0.00021954i,0.00011358+0.00075312i,0.00036557+0.0003296i,0.00098452-0.00033015i,0.00072185-0.00085696i,0.00041074-0.0011707i,0.0005196-0.00065357i,0.00059252-5.1125e-05i,8.9485e-05+0.00032514i,-0.00025074+0.00072804i,-0.00049304+0.00054808i,-0.0007877+0.00056583i,-0.00026585+0.00077614i,0.0001866+0.00047501i,6.3765e-05+0.00033156i
-0.00102-0.0011826i,-0.00094084-0.0015862i,-0.00030701-0.00080862i,-0.00024794-3.7528e-05i,-6.963e-05+0.00023689i,-8.1869e-06-0.00031296i,1.7083e-05-0.00053197i,0.00016328+0.00020796i,0.00029186+0.00032081i,-5.219e-06+0.00025828i,0.00030823+0.0003676i,0.00079723+0.00044615i,0.00040944-0.00017334i,-8.6664e-05-0.00080882i,-6.2824e-05-0.00030849i,-0.0004528+0.00050885i,-0.00061965+0.00086317i,-0.00066531+0.00079818i,-0.00042783+0.00024975i,0.00028001-0.00038295i,0.00039434+4.0048e-05i,-4.5244e-06+0.00034663i,-0.00034447-0.00039298i
-0.00031938-0.00076316i,-0.0013155-0.00018734i,-0.0020908+0.00076225i,-0.0010733+0.0016856i,-0.00012664+0.0016844i,0.00097035+0.00086607i,0.001017+0.00022887i,1.671e-05+0.00023922i,0.00016603+0.00029047i,0.00068204+0.00072295i,0.00032373+0.0010768i,0.00013574+0.00073874i,0.00076003+0.00032972i,0.00057379-0.00019537i,-0.0001445-0.00038083i,-0.00040485-0.00048577i,-0.00024337-0.00059428i,-0.00036805-0.00082269i,-0.00046967-0.00034323i,0.00035879+0.00049032i,0.00064592+0.0010322i,-5.8863e-05+0.00042049i,-0.0001067-0.00073126i
0.0010231-0.00075135i,0.00089008-0.0015362i,-6.9218e-05-0.0014865i,-0.0011039-0.0011462i,-0.0017102-0.00080621i,-0.0023522-0.00069151i,-0.0016813-0.00091465i,9.1355e-05-0.00098865i,0.0012569-0.00051756i,0.0011468-0.00063767i,0.00037074-0.000573i,0.0004541-4.2706e-05i,0.0007021+0.00029232i,0.00042815-5.534e-05i,0.0007922+0.00010998i,0.00037162+0.00048674i,-0.00016121+7.1418e-05i,0.00020607-0.00042993i,-4.3806e-05+0.00013256i,-0.00028198+0.00050418i,-0.00016556+0.00010537i,0.00023806+0.0002269i,0.0011823+0.00078903i
-0.00050163+0.0030557i,0.00050287+0.0025637i,0.00053314+0.0023296i,0.00017342+0.0015438i,2.2014e-05+0.00085848i,-0.00034404+0.00021701i,-0.00048251-0.00013354i,-0.00035926+0.00025604i,0.00034924+0.0003719i,0.00057196+0.00054454i,0.00023863+0.00078852i,-0.00018476+0.00047857i,0.00011939-6.5184e-05i,0.00066323-0.00044013i,0.00069443-0.00065861i,0.00093085-0.00034651i,0.0007809+0.00054949i,-0.00025496+0.00032118i,-0.00034603-0.00041585i,6.5587e-05-0.00058925i,8.7364e-05-0.00020402i,-0.00011194-0.00010556i,-0.00028873-0.00088141i
0.00065773+0.00064857i,-0.000134+0.00084812i,-0.00032036+0.00080007i,0.0001023+0.0006481i,0.00015616-0.0002772i,-0.00042268-0.0011386i,-0.0010687-0.00093535i,-0.00085667+2.1342e-05i,-0.0004517+0.0002388i,-7.9333e-05+7.3135e-05i,0.00059493-0.00047714i,0.00078332-0.001001i,0.00084096-0.00044973i,0.00071189+0.00020231i,0.00066442-0.00029073i,0.00063664-0.00078719i,5.5978e-05-0.0002279i,-0.00019305+0.00031362i,-0.00012554+0.0009937i,5.3856e-05+0.0010358i,0.00032119+0.00052176i,0.00048772-2.4797e-05i,0.00040047-0.00054191i
0.0027149+0.0005858i,0.0029035-0.00067094i,0.00287-0.00081064i,0.0017373+0.00032401i,9.2092e-05+0.00025439i,-0.00069759-0.00068663i,-0.00039775-0.00089976i,-0.00025869-0.00073123i,-0.00039057-0.00037324i,-4.9361e-05+0.00020944i,0.00053737+0.00089137i,0.00056946+0.0010681i,-7.3353e-05+0.00082012i,-2.7891e-05+0.00048646i,0.00036211-3.5157e-05i,0.00091199-0.00038068i,0.0011434-0.00034474i,0.00022072-0.00036864i,-0.00022231-0.00020985i,-0.00061907+0.00043334i,-0.0012911+0.00087942i,-0.00041293+0.00062336i,0.00087809+0.00054385i
0.00014338-0.00010035i,2.2361e-06-0.00018541i,-0.0010945-0.00081684i,-0.001895-0.001173i,-0.0018786-0.00093254i,-0.0016436-0.0010792i,-0.00092342-0.00124i,-1.0679e-05-0.00052015i,0.00054117-0.00040475i,0.00083979-0.00011652i,0.0008852+0.0003888i,0.00018547+0.00053838i,-0.00028278+0.00030697i,-0.00010185-7.3762e-05i,0.00012526+0.00011722i,0.00015969+0.00021913i,-0.00018211+0.0003244i,0.0001481-0.00036335i,0.0010346-0.00053348i,0.0013137-0.00031211i,0.00069901-0.00043027i,-7.3777e-05-0.00034083i,0.00041911+0.00026004i
0.00033507-0.0015944i,0.00019327-0.00056292i,0.00013472+0.00051711i,-0.00094985+0.0010006i,-0.0010531-0.00054859i,0.00038199-0.00098666i,0.00070522-0.000593i,0.00019297-0.00057071i,0.00036126-0.00090538i,0.00038637-0.0011562i,0.0010367-0.00098759i,0.0014861+0.00023378i,0.0010428+0.00061783i,0.00055026+5.4313e-05i,0.00057681-0.00024327i,0.00091148-0.00052346i,0.0011116-0.00080797i,0.00073263-3.9553e-05i,0.00045977+0.00041491i,-0.00019473+0.00026056i,-0.00083037+0.00044985i,-0.00023908+0.0005758i,7.388e-05+0.00045071i
-0.0021374-0.0035579i,-0.0040247-0.002377i,-0.0048427-0.00086445i,-0.0034485-6.1994e-05i,-0.0017092+0.0012076i,-0.00029333+0.00089634i,0.00050074-2.816e-05i,0.00060219-5.8575e-06i,0.00088882+0.00018701i,0.00069372+0.00065467i,0.00036018+0.00048808i,0.0002889-9.5036e-05i,0.00034038-0.00069355i,0.0005014-0.0005963i,0.0010658-0.0010404i,0.0014376-0.0014088i,0.00055931-0.00037483i,-0.00014741+0.0004715i,0.00015036+0.0002389i,0.00020973-0.00040845i,-3.822e-05-0.00064648i,-2.6506e-05-0.00064808i,0.00010043-0.00029151i
0.0005988-0.00076696i,-0.00027273-8.2471e-05i,-0.00073243+0.00036034i,-0.00018543+0.0010031i,0.00027809+0.0010956i,-0.00032047+0.00021659i,-0.00033568-4.6659e-05i,0.00013153+0.00027896i,-0.00016747-0.00016315i,-0.00028401-0.000765i,-0.00058617-0.00020818i,-0.00051663+0.00015667i,0.00022476-0.00030228i,0.0010615-0.0004984i,0.00084103-0.00066298i,0.00057606-0.00054033i,0.00058184+0.00031642i,0.00036662+0.00092198i,0.00043765+0.00064978i,0.00044705+6.1024e-05i,0.00060908-0.00042746i,0.00031835-0.00033555i,-0.00035335-0.0001478i
-0.00061556+0.00027593i,-0.00019506-0.0011191i,6.8149e-06-0.0011749i,-0.00089747-0.00070267i,-0.00029006-0.00075665i,-0.00040786-0.00089318i,-0.00021082-0.00028801i,0.00022277+0.00032292i,8.2289e-05-0.00018628i,0.00027977-0.00021135i,0.00040157+0.00039869i,0.00065545+0.00046868i,0.00036313+0.00027959i,-0.00014028+0.0004264i,8.8747e-05-0.00022406i,0.00011958-0.00061578i,2.3777e-05-0.00062694i,-0.00017754-0.0010969i,-0.00043671-0.0013157i,-0.00026091-0.0010206i,0.00022127-9.7697e-05i,-1.6305e-05+0.00055648i,-0.00059961+0.00023369i
0.0011714+0.00030168i,6.9926e-05+0.00031333i,-0.00016724-0.00087711i,0.00018913-0.0019987i,0.00041238-0.0019557i,-0.00050517-0.00069384i,-0.00094848-0.00041516i,-0.00025725-0.00026556i,0.00057648-0.00017577i,0.00057242-0.00016703i,0.00022833+0.00015961i,0.00027631+1.9237e-05i,0.00070005+0.00011904i,0.0007139-0.00015621i,0.00017392-0.00056257i,-8.2612e-05-0.00048825i,-8.6674e-05-0.00038521i,-0.00029036+0.00027485i,-0.00045208+0.00059745i,-0.00090278+0.00051032i,-0.0013308+0.00061625i,-0.00084105+0.00078647i,-0.00069619+0.00055184i
0.00098753-0.00047485i,-0.00035434-0.00058281i,-0.00072273+0.00084642i,-0.00074786+0.00089156i,-0.00080715-0.0003069i,-0.00080355-0.00082392i,-0.00015837-0.00030542i,7.687e-05+0.00022594i,0.00010435+0.00044425i,0.00022599+0.00091304i,-0.00045078+0.00047963i,-0.0005831-0.0006112i,0.00049081-0.00053843i,0.0003313-7.6468e-05i,-0.00020863-0.000128i,0.00032172-0.00028372i,5.215e-05-0.00067124i,-0.00084767-0.00055391i,-0.00071322-0.00048891i,-0.0001891-9.8465e-05i,-0.00085742+1.4607e-05i,-0.00090782-0.00019811i,1.6999e-05+0.00015129i
-0.00066397-0.00059737i,-0.00071151-3.9025e-05i,-0.0013192-0.0008652i,-0.00058902-0.00069012i,-0.00031788-0.00024312i,-0.00013043-0.00017369i,0.0011049-0.00013711i,0.0013715-0.00054982i,0.0011573-0.00048278i,0.00059095-0.00017235i,0.0001668+0.00045494i,0.0001349+0.0002602i,-1.3802e-05-0.00023478i,0.00034332+0.00019204i,0.00048393+0.0004276i,-0.00038607+0.00040639i,-0.00044376-0.00030018i,0.0005971-0.00072918i,0.00055248-0.000139i,-0.00029965+0.00031257i,-0.00013375+7.701e-05i,0.00058595-0.00062069i,0.00037879-0.0004684i
-0.00086078+0.0006976i,-0.0012922+0.00046808i,-0.0010888+0.00070927i,-0.0008295+0.0011116i,-0.00087086+7.9082e-06i,-0.00056333-0.000966i,0.00068704-0.00044399i,0.001256+0.00039633i,0.0008169+0.00030839i,0.00092988+0.00029017i,0.0013358+0.00079407i,0.0011679+0.00081365i,0.00057675-1.0362e-05i,0.00045893-0.00040342i,0.00046027-0.00019046i,-0.00024645-0.00015862i,-0.00050302-0.00035887i,-0.00040151-0.00078553i,-7.9965e-05-0.0011386i,2.5732e-05-0.00047475i,-3.3002e-05-0.00017792i,-1.3371e-06-0.00067116i,-0.00036277-0.0012768i
-0.00023148+0.00025423i,7.406e-05+0.00018747i,0.0004143+0.0014839i,0.00016945+0.0012749i,-0.00058989+0.00095587i,-0.00012453+0.0002522i,-0.00016329-0.00012907i,-0.00079711+2.3534e-05i,-0.0004388+0.00054193i,-4.4898e-05+0.00043142i,4.293e-06+0.00016685i,0.00018693-0.00013763i,0.00031482-0.00063105i,-0.00015016-0.00044335i,-0.00015803+3.923e-05i,0.00015954+0.00040069i,0.00079597+0.00073702i,0.0002449+8.0674e-05i,-7.6625e-06-0.0001396i,0.00017806+0.00050147i,0.0001034+0.00070382i,6.0062e-05+0.0013283i,0.00038637+0.001381i
-0.00045063+0.00082773i,-0.0002109+0.0016855i,-0.00075113+0.0010506i,-0.0014399+0.0013144i,-0.00072009+0.00073009i,-0.0002453-0.00068473i,-0.0010604-0.00012159i,-0.0011497+0.00082978i,3.8067e-05+0.00029356i,0.0010119-0.0003845i,0.0011099-0.00028253i,0.00074827+0.00025959i,0.00023813+0.0005235i,3.5801e-05+0.00056162i,0.00029025+0.00047016i,0.00042045+0.00023416i,0.00013438+8.3134e-05i,-0.00012794-0.0001122i,-0.000123+2.2739e-05i,0.00020249+0.0002174i,0.00047114+9.8939e-05i,-0.00047907+0.00018152i,-0.00062712+0.0002532i
0.0017601-0.00079613i,0.0013012-0.0014416i,0.00080205-0.00078368i,0.00079114-0.0012096i,0.00073315-0.0018975i,0.00015263-0.0013173i,0.00058342-0.00062087i,0.00055548-0.00018013i,0.00044039+0.00048191i,0.00046471+0.00075321i,-8.4685e-06+0.00042947i,-0.00074763+3.9023e-05i,-0.0005096-0.00011391i,0.00065925+0.00093278i,0.0010284+0.0010513i,0.00024769-0.00064399i,-0.0006984-0.00096525i,-0.00069968-0.00010568i,-0.00049373+0.00018471i,-0.00029446+0.00029004i,0.00030322-0.0003468i,0.00017378-0.0001866i,-4.0832e-06+0.00030752i
-0.00029105-0.00069033i,-0.0010503-0.00039304i,-8.6427e-05-0.00044715i,0.00024045-0.00072314i,-0.00033838-0.00088053i,0.00013435-0.00062628i,0.00033569-0.00054412i,0.00037668-0.00091658i,0.00064947-0.00043858i,0.0005528+0.00068863i,-9.2082e-05+0.00075543i,-0.00037843+0.00054332i,0.00032726+0.00012592i,0.00087464+0.00016575i,0.0007577-0.0002918i,0.0003222-0.00054471i,0.0002442-1.0339e-05i,0.00066063+7.6694e-05i,0.00047958+0.00011791i,-0.00021557+0.00015132i,-0.00031161-0.00028316i,-0.00045478-0.00079693i,-0.0004052-0.00016571i
-0.00094983+0.00098165i,-0.00080014+0.00078534i,-0.0006576+0.00025296i,-0.00051794+0.00011818i,-6.2679e-06-0.00068692i,-0.0004424-0.0011029i,-6.225e-05-0.00047729i,0.00015614+0.00030364i,0.00010807+0.00019248i,0.00065026-8.2093e-05i,0.00063239-0.00015774i,7.2349e-05+6.8394e-05i,4.6819e-06+0.00033751i,8.5192e-05+0.00036031i,5.3478e-05+0.00013337i,6.4707e-05-0.00026875i,-0.00012828-0.00014243i,0.00014208-0.00033884i,0.00018444-0.00055044i,-9.9457e-05-0.00033343i,-9.243e-05-0.00018258i,-0.0007283+2.2569e-05i,-0.00094767+0.00082972i
0.0013303-1.7648e-05i,0.0015665+3.5106e-05i,0.0012268+0.00094059i,0.00051167+0.0007965i,0.0001957-0.00024919i,-7.1364e-05-0.0011684i,-3.542e-06-0.0010027i,0.0002879-5.2085e-05i,0.00022875+0.00024442i,0.00026356+0.00048854i,0.0002046+0.00064681i,-0.00043579+0.00028019i,-0.0010303-6.0246e-05i,-0.00051865-0.00011544i,0.00014726-0.00025775i,0.00056411-0.00050829i,0.00049818-0.00036545i,-0.00010048-0.00087318i,-7.4926e-05-0.0008398i,-0.00015043+0.00077818i,-0.00062649+0.00052685i,-0.00075222-0.0010901i,-0.00043623-0.00065965i
-0.0010867-0.00029883i,-0.00086277+0.0003157i,-0.0018086+0.00035563i,-0.0018509+0.00089871i,-0.0011879+0.0011954i,-0.00050506+0.00016382i,-0.00030833-0.00015585i,-0.00057415-0.00042011i,-0.00072071-0.0005177i,-0.00079249+6.1469e-05i,-0.00051119+0.00010136i,0.00018404+0.00045536i,0.00027598+0.00029915i,-0.00067404-0.00026314i,-0.00062319+3.9013e-05i,-7.8242e-05+0.00068147i,0.0001831+4.1206e-05i,-6.0708e-05-0.00027559i,-0.00030193+0.00015457i,-0.0003818-0.00014056i,-0.0005419-0.00037088i,-0.00034181-0.00042904i,-0.00029942-0.00028625i
-0.0018765-0.00078818i,-0.0016608+0.00017253i,-0.0021502+0.0010352i,-0.001712+0.00053082i,-0.00043924-0.00029595i,0.00011171-0.00086974i,-0.00013676-0.00075164i,-0.00036907-0.00020917i,-0.00071495-0.00035543i,-0.00083217-0.00033838i,-0.0001765-0.00045331i,0.00050335-0.0004493i,-0.00019264-0.00027453i,-0.00080201-0.00017497i,-4.5277e-05+0.00041478i,-0.00010961+0.00020736i,-0.00029018-0.00020906i,-0.00065069-0.00014102i,-0.00059725-8.3695e-05i,0.00023984+0.00013301i,0.00052727+1.135e-05i,-9.9278e-05+8.9474e-05i,-0.00011692-9.1049e-05i
-0.00066401-0.00032545i,-0.00084284-0.00085986i,-0.0010228-0.00057901i,-0.0008943+0.00097907i,-0.000695+0.0011285i,-8.2671e-05-0.00027286i,0.00034052-0.0005727i,-1.3765e-05-0.00029027i,-0.00033857+0.00043412i,-0.00051691+0.0013519i,-0.00022607+0.001182i,-2.1313e-05+0.00049516i,8.6828e-05+0.00010138i,-0.00044659+0.00021231i,-0.00051449+7.9327e-05i,7.8634e-05+0.00040572i,0.00069705+0.00037905i,0.00037931-0.00036928i,-8.7004e-05-0.00034826i,-0.00012192-0.00051727i,-0.0010157-0.00012016i,-0.0012769+0.00072103i,-0.00043654+0.00077878i
-0.00077908+0.0005801i,-0.0021569+0.0012281i,-0.0026055+0.0012338i,-0.0022315+0.00072983i,-0.0015252+0.00022847i,-0.00046013+0.00020626i,2.8438e-05+0.0002372i,0.00034193+0.00049192i,0.00074881+0.00076409i,0.00019482+0.0011088i,-0.00062876+0.00065719i,4.7818e-06-0.00020488i,0.0013979+0.00052159i,0.0016829+0.0011355i,0.00063901+0.00089357i,0.00048809+0.0003113i,0.00066001+0.00029719i,-0.00027928-2.8011e-05i,-0.00070285-0.00059805i,-0.00060162-0.00063812i,-0.00094021-0.00016921i,-0.00042349+0.00063909i,-9.2118e-05+0.00061862i
0.0012123+0.0015883i,0.00085267+0.00035159i,0.00069833-0.00079855i,0.00037377-0.00077758i,2.506e-05-0.00056073i,0.00028057-0.00021374i,0.00066485+0.00050066i,0.00026335+0.00027796i,2.0125e-05-0.00015519i,0.00014754+0.00015398i,0.00049368+0.00046054i,0.00035854+0.00030697i,-0.00032602+0.00010069i,-0.0006474+0.00015117i,-0.0006973+0.00031172i,-0.00048306+0.00051923i,-0.00075395+0.0010224i,-0.00041029+0.001025i,-2.2303e-05+0.0004155i,0.00039384-0.00014771i,0.0012694-0.00026603i,0.00047759+0.00028856i,-0.0006657-0.0002407i
0.00088297-0.0011482i,-0.0002736+0.00047509i,-0.00034169+0.00099173i,-0.0010517+0.00083722i,-0.0014901-0.00022057i,-0.0010924-0.0014893i,-0.00092426-0.0013009i,-0.00051751-0.00025143i,0.00036354+9.8946e-06i,0.00083828-0.0002624i,0.00030827+0.00041963i,-5.348e-05+0.00084432i,5.5589e-05+0.0008383i,-2.9403e-05+0.0011719i,0.00044914+0.0014244i,0.0008894+0.00069368i,0.00067668-0.00013805i,0.00073712-0.0004707i,0.00013058-0.0001461i,-0.00064224-8.0984e-05i,-0.00053505-0.00050419i,-0.00080095-0.00014658i,-0.00080414-0.00024973i
-0.00016804-0.00034695i,0.001033-0.00091954i,0.0010212-0.0007273i,0.00045885+5.4661e-05i,-3.8624e-05+0.0005079i,-0.00055502-0.00058719i,0.00030557-0.0016443i,0.00098547-0.00089263i,0.00020883+0.00039106i,0.00051225+0.00040871i,0.00084228-0.0004072i,0.00043887-0.00066448i,0.00012857-0.00026947i,-0.00029138-0.0002919i,-0.00034956-0.00067283i,0.00034788-0.00032315i,0.0005002+0.00053362i,-0.00088577+0.00091825i,-0.0012685+0.00014985i,-0.00082377-0.00049082i,-0.00092642-0.00041398i,-0.00086825-0.00014514i,-0.00032598-0.00014973i
-0.0029624+0.0013972i,-0.0011415+0.0020648i,2.1095e-05+0.0010782i,-0.0015453+0.00048686i,-0.0020351-0.00036185i,-0.0012606-0.0012202i,-0.00010607-0.0011124i,0.000675-0.00027613i,0.00032619+0.00048794i,0.00035441+0.0010679i,0.00044398+0.00060091i,0.00080442-0.00024907i,0.00086772+0.00017969i,0.00082788+0.00069184i,0.00036313+0.0008209i,4.5699e-06+0.00051262i,0.00023214+0.00042606i,0.00033859+0.00018417i,0.00019411+0.00030778i,-9.3135e-05+0.00036067i,-0.00013109-3.6275e-05i,0.00062722+0.00017316i,0.00036569+0.00053906i
0.0009221-5.2449e-06i,0.00020223+0.00049965i,0.00044956+0.00094998i,0.00039316+0.0012571i,-0.00011014+0.0007253i,-0.00015945-0.0006154i,-0.0010392-0.00088637i,-0.00037051-0.0011275i,0.0009196-0.0011953i,0.0012426-7.5084e-05i,0.00081488+0.00093878i,0.00053239+0.00080854i,0.001177+0.00021109i,0.00084627+0.00032311i,-0.00019481+0.0003566i,-0.00013648-1.7814e-05i,0.0006963-0.00026136i,0.0008761-0.00056208i,0.00070279+9.3058e-05i,0.0005056+0.00081722i,0.00021463+0.00071966i,0.00025418-0.00021576i,0.0011064-0.0010548i
0.0015587+0.0020828i,0.0028478+0.0018081i,0.0017381+0.00016032i,0.00074957-0.00041473i,0.00049169-0.00020356i,2.3722e-05-0.00042245i,-7.9613e-05-0.00033335i,0.00029176-0.00015513i,0.00072975+0.00019081i,0.00055668+0.00026878i,0.00048364-0.00022094i,0.00026858-0.00015326i,-7.5982e-06-0.00034398i,-0.00014165-0.00076735i,0.00014527-9.3304e-06i,7.7842e-05+0.00027538i,-0.00019865-0.00050913i,-0.00028327-0.00024364i,-0.00061711+0.00050515i,-0.0012812+0.00020528i,-0.0011506-0.00022535i,-0.00077335-0.00028141i,-5.7289e-05-0.00055393i
-0.00057638-0.0014385i,-0.0018705+0.00051585i,-0.0019385+0.0014129i,-0.0013689+0.0011515i,-0.00073789+0.00075911i,-0.00087398+0.00015893i,-0.001087-0.00032742i,-0.00034368-0.00033702i,0.00079706+9.0523e-05i,0.00091352+0.00044066i,0.00076869+0.00050396i,0.00053274+0.00021466i,0.00038001+0.00042322i,0.00065353+0.00021967i,0.00052677-7.6479e-05i,0.00032233+1.4392e-05i,0.00047661-0.0007167i,0.00095279-0.0013549i,0.00079738-0.0013301i,-5.3596e-05-0.00089283i,-1.6726e-05-0.00025983i,0.00011588+0.00036043i,0.00015122+0.00072231i
0.00089067+0.00030328i,0.00044815+0.00012538i,0.0009372-0.00028917i,0.0010893-0.0014329i,1.1606e-05-0.0010145i,-0.0011766-0.00039292i,-0.0012161-0.00055767i,-0.00081205-0.00070109i,-0.00088389+0.00020044i,-0.00069005+0.00098776i,-0.00012036+0.00075432i,-0.00036736+0.00086176i,-0.00039009+0.00086819i,0.00034437+0.0010286i,0.00094944+0.00057563i,5.8815e-05+2.3224e-05i,-0.0007702+3.3063e-05i,-0.00061541-4.4769e-06i,-2.9446e-05+0.00051099i,9.9954e-05+0.0011587i,-0.00071457+0.00014575i,-0.0010166-0.0014846i,-0.00013405-0.00078555i
-0.0022568-0.00022604i,-0.0030631+4.0483e-05i,-0.0027161+0.00064332i,-0.0016189+0.00029443i,-0.001006-0.00052505i,-0.00062618-0.0014053i,-0.00015691-0.0014934i,-9.5086e-05-0.0012216i,0.00011485-0.00076299i,0.00029501-0.00012471i,0.00033889+0.00050922i,5.0298e-05+0.00038875i,0.00070352-0.0003897i,0.00016982-0.00044963i,-0.00020747-0.00034779i,0.00040811-0.00047298i,-0.00032183-0.00056719i,-0.0006923-0.00093642i,-0.00020419-0.00046029i,8.5209e-05-0.00024847i,0.00010776-0.00069309i,0.00025145-0.00053035i,0.0010033-2.5999e-05i
0.00064501+0.0008589i,0.0009129+0.0011309i,0.00045026+0.0018442i,0.0006781+0.0019884i,0.0011845+0.0010537i,0.00090841-0.00034531i,0.0012237-0.00019052i,0.001407+0.00023335i,0.00067234+0.00043489i,-0.0002097+0.00090892i,-0.00043821+0.0005014i,-0.00037196-0.00034947i,-0.00060337-0.00043103i,-0.00042831+0.00039677i,-0.00036118+0.0010727i,8.3762e-05+0.00078406i,0.0003895+0.00018607i,0.00031535-8.6854e-05i,-4.5322e-05-0.00028329i,-0.00039116+0.00014074i,-0.00059152+0.00061823i,-0.00023173-0.00038231i,0.00039227-0.00046897i
-0.0019022+0.00031546i,-0.0013953+0.0014051i,-0.0014137+0.0016408i,-0.0016075+0.00067162i,-0.00035861+0.00019266i,0.00050856+0.00013169i,0.00017004-0.00020823i,0.00015637+4.983e-05i,0.00043025+0.0015211i,9.7909e-05+0.0014776i,0.00037626+0.00028914i,0.00073616+0.0003414i,0.00054029-8.0365e-05i,4.2707e-05-0.0010524i,-0.0010617-0.00081841i,-0.0011464-0.0012705i,-9.2825e-05-0.0015778i,0.00073587-0.0010626i,0.00057963-0.00044239i,0.00023014-0.00032351i,0.00012868+0.00018774i,-0.00047941+0.00040327i,-0.00074083-0.00014561i
0.0017586+0.0017378i,0.0014401+0.00091512i,0.00069297+0.00032876i,-8.4045e-07+0.00011911i,0.00018332+0.00057596i,0.00052061-3.5672e-05i,8.7536e-05-0.00091379i,-0.00063176-0.0006288i,-0.00028743+6.169e-05i,0.0006325+0.00037301i,0.00021501+9.9385e-07i,0.00021058-0.0001611i,0.00020638+0.0003479i,0.00066295+0.00049725i,0.00078833-0.00043455i,-8.7293e-05-0.00084319i,-0.00068735-0.0005517i,-0.00060002-0.00082585i,-0.00035129-0.00069131i,0.00014988-0.00033539i,0.00032056-0.00030435i,-0.00015035-0.00058108i,-0.00019123-0.0010603i
-7.0874e-05+0.00070368i,-0.00017558+0.0010166i,0.00029054-0.00011278i,-0.00014913-0.00073727i,-0.00093846-0.0010109i,-8.0551e-05-0.0013788i,0.00056774-0.0010223i,0.00051684-0.00035744i,5.4976e-05-0.00012237i,-0.00018051-0.00037086i,0.00041392+5.5918e-05i,0.00074767+0.00033281i,0.00023952+0.00052599i,-0.00035885+0.000601i,0.00010085+0.00047634i,0.00087116+0.00014433i,0.0006537+2.7565e-05i,4.9435e-05+0.00050786i,0.00035977-3.2806e-06i,0.0001713-0.00050227i,-0.00010445-0.00031541i,0.00044805+0.00052469i,-0.00031354+0.00095165i
0.0013677-0.0015045i,0.00099672-0.00065173i,-0.00036219-0.00071879i,-0.0011648-0.0010071i,-0.0010893-0.0016229i,-0.00059615-0.0024673i,0.00043292-0.00192i,-8.205e-05-0.00052641i,-0.00035561-0.00056651i,0.0004826-0.00093786i,0.00056037-0.0005035i,-4.8562e-05+0.00042023i,-1.5517e-05+0.00091132i,0.00061981+0.00088089i,0.00070806+0.00049797i,4.546e-06+0.00024256i,-0.00027142+0.00042584i,5.1964e-05-0.00064941i,-0.00024294-0.0011973i,-1.1605e-05-0.0005872i,0.00027347-0.00042834i,-0.00010528-0.00032454i,-0.0001559-0.00041892i
0.00072439+0.0012386i,0.00019409+0.0008086i,-0.00059619+0.00019678i,-0.0016821+0.00012481i,-0.0023152+0.00059784i,-0.00021156-0.00011648i,0.0010495-0.00066818i,0.00068787-0.00048596i,0.00031676+0.00014033i,-0.00034024+0.00052266i,0.00059817+0.00039137i,0.00085884-0.00011855i,8.4839e-05-8.0189e-05i,0.00073453-0.00055191i,0.00087127-0.00051651i,-0.00013966+0.0003585i,0.00019135+0.00083491i,0.00023255+0.0010189i,-0.0004132+0.00064196i,-0.00023844-0.0001921i,0.00015451-0.00029527i,0.00017999-0.00021909i,5.6122e-05+0.00028118i
