-0.0022362+0.00023333i,-0.0015734+0.00043094i,-0.0015637+0.00038113i,-0.00054966+0.0010249i,-0.00063067+0.0018278i,-0.00093738+0.0021225i,9.59e-05+0.0024482i,0.00063344+0.0019623i,0.00084427+0.0011542i,0.00052787+0.00010951i,8.227e-05-3.0012e-05i,0.00021463+0.00040464i,-0.00014485+0.00018643i,-0.00050788-0.00024171i,-0.0002053-0.00032395i,-0.00057235-0.000297i,-0.0010759-0.00032242i,-0.001073-0.00073303i,-0.0010485-0.00087064i,-0.00098023-0.00049893i,-0.00059259-0.00046205i,-0.00021455-0.00088711i,-0.00051836-0.00039618i
0.0042652+0.0018737i,0.0035651+0.0050614i,0.0014307+0.0054306i,0.0011456+0.0039804i,0.0014015+0.0025479i,0.00070113+0.00097362i,-0.00069313+0.00024158i,-0.0014045+0.00028119i,-0.0010812+0.00076925i,-0.00097972+0.001349i,-0.0008866+0.00060853i,-0.00068707+0.0002864i,-0.00017758+0.00037883i,0.00051872-0.00015872i,0.0001372-0.00036481i,1.8802e-05+0.00021553i,0.0002706+0.0012061i,-0.0001224+0.0014066i,-0.00042203+0.0010826i,-0.00032707+0.0012758i,0.00041131+0.0016566i,0.00042169+0.0010591i,0.00020904+0.00063414i
-0.00013429-0.0054356i,0.0026252-0.0031706i,0.00339+0.00053389i,0.0025329+0.0019981i,0.0010293+0.00094163i,-0.00033714+0.00031764i,-0.0011136+0.00095177i,-0.0013048+0.0014672i,-0.0014073+0.0018862i,-0.0015702+0.00098679i,-0.0011056+9.4318e-05i,-0.00055166+8.0254e-05i,-0.00046576-0.00084069i,-0.00011543-0.00083593i,2.157e-05+4.6743e-05i,-0.00064852+0.00061709i,-0.0012388+0.00062185i,-0.00056571+0.00088108i,0.00071721+0.0011664i,0.00056778+0.00031124i,0.00011393-0.00012509i,0.001101-0.00014368i,0.0011993-0.00015756i
-0.0051985+0.0013468i,-0.0026312-0.00082954i,0.0013265-0.00062441i,0.00087936+0.00072379i,-3.2195e-06+0.0019509i,-0.00036452+0.0024887i,-0.0018199+0.0019915i,-0.0017983+0.0017707i,-0.00039623+0.0017332i,0.00040793+0.0011644i,3.1779e-05+0.00097325i,-0.00063373+0.00086699i,-0.00083405+0.00030374i,-0.00099163-0.00053481i,-0.0015007-0.00091059i,-0.0014146-0.00069298i,-0.00042737-0.00016452i,0.00043936+0.00050211i,0.0001639+0.00074614i,-0.00029093+0.00062353i,4.377e-05+0.00028529i,0.00030712-0.000396i,3.5658e-05-0.00040447i
-0.0010157+0.007111i,-0.0028762+0.0047757i,-0.0017857+0.00075907i,9.6769e-05-0.00048555i,0.00092684+0.00020567i,0.00086036+0.0014388i,0.00023335+0.0023668i,-0.00079352+0.0023885i,-0.0015756+0.0022606i,-0.0012691+0.0015374i,-8.6594e-05+0.00053138i,0.00039721+2.2241e-05i,-0.00029599-0.00032822i,-0.00054026-0.00081716i,6.6762e-05-0.00026703i,-0.00014089+0.00044033i,-0.00016609+0.00029106i,0.00023461-0.00053291i,0.00027487-0.00079074i,8.4254e-05+0.000274i,0.00018757+0.00075447i,0.00059059+0.00038352i,0.00025639+0.00036033i
0.0073701+0.0045584i,0.0054877+0.0055631i,0.0026903+0.0056513i,0.0020179+0.0036125i,0.001843+0.0018505i,0.0010897+0.00067903i,-0.00028355+0.00033886i,-0.0013761+0.0012226i,-0.0012016+0.001851i,-0.00036784+0.0012319i,-0.00012959+0.00069666i,-0.00075172+0.00045408i,-0.00073311+0.00020697i,0.00011677+0.00016214i,0.0007857-0.00024778i,0.001161-0.00067382i,0.00078389-0.00080079i,4.7689e-06-0.00058294i,-0.00032434+0.00031544i,-0.00039185+0.00063801i,-1.9828e-05+0.00041788i,0.00088429+0.00044871i,0.0010839+0.00072661i
0.0056114-0.0083515i,0.0080071-0.005972i,0.0074439-0.00146i,0.0040766+0.00025322i,0.0012515+0.00013439i,-0.0012557+0.00051201i,-0.0020846+0.0011135i,-0.0015531+0.0020542i,-0.00084273+0.0023266i,-0.0001064+0.001163i,0.000226-0.00035477i,0.00050353-0.000242i,0.00014148+0.00080394i,-0.00029103+0.00012604i,-0.00020634-0.00095249i,8.0565e-07-0.00053435i,-9.067e-05-0.0001056i,-8.9137e-05-0.00083393i,-2.3887e-05-0.00082343i,0.00080718-0.00033608i,0.0012141-0.00032124i,0.0011771-0.00047318i,0.001264-0.0001169i
-0.0073395-0.0044299i,-0.0038856-0.0054408i,0.00042515-0.003591i,0.0024041-0.0014398i,0.001766+0.00020582i,0.0002098+0.0013126i,-0.00069338+0.0015656i,-0.0013391+0.0016775i,-0.00099908+0.0012821i,-0.00027345+0.0010639i,0.00012636+0.0011797i,0.00011162+0.00099316i,-3.6627e-05-0.00019999i,0.00017533-0.0012222i,-0.00013313-0.00032958i,-0.00074386+0.00055016i,-8.885e-05-0.00033938i,0.00053024-0.00024754i,-0.00010631+0.0011682i,-0.00021324+0.00083142i,-0.00023658-0.00031189i,-0.0007436+5.0682e-05i,-0.00038653+0.00085166i
-0.008342+0.0081605i,-0.0091502+0.0052866i,-0.0057381+0.0014606i,-0.0026204+0.0013496i,-0.0011038+0.0032738i,-1.8843e-05+0.0032742i,0.00060661+0.0027181i,-0.00023378+0.0023915i,-0.0011464+0.0016553i,-0.00057758+0.0006642i,-0.0001607+0.00041108i,-0.00049899+0.00083245i,-0.00017787+0.00047774i,0.00019643+2.3029e-06i,-3.9346e-05+9.3255e-05i,-0.00046228+0.00015301i,0.00016571-0.00010959i,0.00030892-1.3073e-05i,-4.2163e-06-1.7272e-05i,0.00024969-0.00025785i,0.00030234+0.00045348i,-6.0158e-05+0.001087i,-0.00021316+0.0010723i
0.0055279+0.0037187i,0.0021942+0.0068383i,-0.0010096+0.0061384i,-0.0018753+0.0035232i,-0.00092373+0.0020967i,6.7517e-05+0.0016725i,0.00041757+0.0012763i,-0.00053304+0.0014939i,-0.0015946+0.0015694i,-0.0019107+0.00061574i,-0.0014281+3.2288e-05i,-5.4706e-06+0.00026563i,0.00068067+0.00025659i,0.00040292+0.00051327i,0.00041112+0.0007189i,0.00041603+0.00084446i,-0.00020452+0.0011296i,-0.00092428+0.00091869i,-0.00070417+3.752e-05i,0.0001397-0.00025396i,4.1027e-05+0.00046463i,-0.0006301+0.00055184i,-0.001012-0.00011654i
0.0080134-0.0056854i,0.010477-0.00080235i,0.0079643+0.0036028i,0.0043784+0.0031552i,0.0018639+0.0017241i,0.00014416+0.00040568i,-0.00079129-0.00075549i,-0.00094978-0.00011457i,-0.00063125+0.0016783i,-0.00053734+0.0014917i,-0.00080718+0.00045458i,-0.00089129+0.00034421i,-0.00079035-0.00011367i,-0.00021805-0.00075432i,-0.00011595-0.00055684i,-0.00065585-0.00022917i,-0.00053956+0.00070811i,-0.00036999+0.00035248i,-0.00013635-0.00063388i,0.00027818-0.00015063i,0.00058591+0.00042259i,0.0005389+0.00061767i,-0.000109+0.00053093i
-0.0030049-0.0083848i,-0.00041261-0.0088243i,0.0042185-0.005859i,0.004459-0.0032367i,0.0012489-0.0016472i,-0.0012682+0.00095629i,-0.00080173+0.0024377i,-1.2884e-05+0.0024402i,0.00026263+0.0022008i,0.00045203+0.0013904i,-0.0003451+0.0007687i,-0.0012778+0.00062496i,-0.00085531+0.00067615i,-0.00055673+0.00042163i,-0.00071162-0.00018401i,-0.00055108-0.00036236i,0.00044818-0.00030357i,0.00089454+0.00022221i,0.00015555+0.00055031i,-0.00047614-0.00041729i,-0.00052409-0.0008355i,-0.00041564-0.00060672i,-0.00042573-0.00017794i
-0.0094575+0.0042744i,-0.0092376+0.0010334i,-0.0055149-0.0018902i,-0.0023792-0.00098139i,-0.00048578+0.00055107i,0.00026186+0.00099776i,0.00033032+0.001632i,-0.00038791+0.0025817i,-0.001166+0.0024706i,-0.0015321+0.0016457i,-0.0012517+0.0010372i,-0.00040702+0.00039155i,-0.00059758+0.0004356i,-0.00077172+0.00043179i,-4.5723e-05-0.00014843i,-0.00037588-0.00021491i,-0.00088372+0.00056565i,-0.0003448+0.0002707i,0.00058303-0.00042481i,-2.6731e-06-0.00053667i,-0.00044252-0.00048005i,-0.00029347-0.00068794i,-0.00067207-0.00029717i
0.0068085+0.011422i,0.002863+0.011506i,-0.00031156+0.006448i,-0.00057148+0.0020146i,0.00089277+0.00033383i,0.00081672-4.3602e-05i,-0.000248+0.00094691i,-0.00073252+0.0016662i,-0.0012404+0.0014448i,-0.0011569+0.00043599i,-0.001059-0.00016033i,-0.001281-0.0001527i,-0.00042571+0.00016999i,0.0005129+0.00092915i,0.00026191+0.00083248i,-0.00030792+0.00021362i,-0.00030658+0.00016673i,-0.00010484-0.00014284i,-0.00041555-0.00010264i,-0.00076341-0.00021487i,-0.00025534-0.00023848i,0.00017084+0.00043628i,0.00020373+0.00068678i
0.011362-0.0039683i,0.010649+0.0013575i,0.0062854+0.0053588i,0.002646+0.0045739i,0.00020673+0.0024192i,-0.0010869+0.00064604i,-0.0013284+9.8659e-06i,-0.0013794+0.0002431i,-0.0010129+0.00093036i,-0.00018648+0.0011912i,-8.3153e-06+0.00076858i,-0.00053746+0.00093406i,-8.2841e-05+0.0010516i,0.00068108+0.00089263i,0.00061937+0.00054327i,0.00014449+0.00049043i,0.00045316+0.00061113i,0.0010085-0.00025504i,0.0006611-0.0011167i,-5.0307e-06-0.00054677i,0.00019446-0.00020358i,0.00081672-2.593e-05i,0.00026191+6.2805e-05i
-0.0040203-0.013923i,-0.0001384-0.012719i,0.0028945-0.0069809i,0.0024562-0.0014115i,0.0005649+0.0012654i,-0.0010331+0.0018143i,-0.0015652+0.00090086i,-0.0012751+0.00060334i,-0.00047944+0.0015505i,-0.00042959+0.0023544i,-0.00083031+0.001774i,-7.587e-06+0.00058348i,0.0011588-0.00049626i,0.00072688-0.00093239i,-5.8065e-05-0.00052372i,-0.00024378+0.00034634i,0.00012211+0.00067938i,0.00029752-0.00017148i,0.0003943-0.00066086i,0.00026396+0.00069744i,0.00045811+0.00060703i,0.00064826-0.00059885i,0.00015077-0.00057668i
-0.013105+0.0025757i,-0.012198-0.00012638i,-0.0063929-0.0014352i,-0.0014526-0.00074791i,-0.00047441+0.0010454i,0.00037646+0.0027085i,0.00078469+0.003303i,-0.00042791+0.0028053i,-0.001594+0.0026598i,-0.0016641+0.002479i,-0.0016075+0.001816i,-0.0010407+0.00054922i,-0.00012192-0.00013868i,-0.00041878+0.00026929i,-0.0010442+0.0003219i,-0.0011053+0.0001887i,-0.00053415-0.00021488i,-0.00017749-0.00072043i,-4.6428e-05-0.00018382i,-5.7822e-05+0.00044961i,3.2538e-06-0.00012663i,-2.7024e-05-0.00042107i,-0.00037151-0.00027729i
0.00094857+0.016206i,-0.0021789+0.015029i,-0.0028407+0.0085591i,-0.0019003+0.0039502i,-0.00042618+0.0017281i,0.00065337+0.00074608i,0.0010148+0.0010118i,0.00062024+0.00094429i,0.0010122+0.0008913i,0.0010606+0.00096638i,-0.00027468+0.001013i,-0.0009015+0.00086015i,-0.00078598+0.00035538i,-0.001004+0.00052801i,-0.0006601+0.0003668i,9.8286e-05-0.00030523i,-0.00038472-0.00026975i,-0.00016526-0.00019781i,0.00052583-0.00071117i,0.00060884-0.00069822i,0.00043893-0.00010148i,-0.00012126-3.0395e-05i,0.00010036+0.00031183i
0.014687+0.0019602i,0.012293+0.0060219i,0.0080514+0.0077329i,0.0045633+0.005711i,0.0018846+0.0018425i,9.6891e-05-0.00085813i,-0.00058293-0.0008232i,-0.00033499+0.0006448i,-0.00071225+0.0019342i,-0.00072407+0.0010884i,-0.00017231-0.00018065i,1.4696e-05-3.4898e-05i,-0.00036965+0.00013483i,-0.0006261-0.00016114i,-0.00068542-0.00030946i,-0.00075451+5.3851e-05i,-0.00096095-0.00019266i,-0.00036017+7.5315e-05i,0.00047771+0.0010382i,0.00044805+0.0010403i,-9.2846e-05+3.8302e-05i,0.00014388-0.00069731i,2.1335e-05-0.00076085i
0.0035335-0.016072i,0.007125-0.01534i,0.008971-0.0083025i,0.0056264-0.0024147i,0.0010257-0.00018417i,-0.0017337+0.00088975i,-0.0025655+0.00083761i,-0.0017246+0.0011745i,-0.00076019+0.0019247i,-0.00041108+0.0015117i,-0.00039792+0.00059084i,0.0001116+0.00010056i,0.0010982-4.6587e-05i,0.0010836-0.00036146i,2.2482e-05-0.000225i,-4.1613e-05+0.00024535i,0.00077115+0.00036595i,0.0012759+0.00011822i,0.00059085-2.5035e-05i,-6.327e-05-0.0003022i,-4.5755e-05-0.00017803i,0.00027732+8.1141e-05i,0.00055751-0.0003181i
-0.013281-0.0026931i,-0.01178-0.0064677i,-0.0061025-0.0076857i,-0.0015588-0.0044994i,-8.1549e-05-0.00082032i,-0.0003505+0.0020838i,-0.001109+0.0039417i,-0.0014743+0.004227i,-0.00030651+0.0037073i,0.00016976+0.0029198i,-0.00092168+0.0014203i,-0.0011265+0.0003148i,-0.0010828-0.0001122i,-0.0012737+4.0303e-05i,-0.0014667+0.0001076i,-0.00073233-0.00025213i,0.00043536-0.00012691i,0.00052933-0.00042817i,-0.00026007-0.0010833i,-5.2447e-05-0.00075904i,-5.8499e-05+0.0004362i,-5.6617e-05+0.00067786i,0.00016921-0.00019095i
-0.0066774+0.018065i,-0.010211+0.017206i,-0.0097141+0.0092291i,-0.0050486+0.0035416i,-0.0011744+0.0027622i,-1.3264e-05+0.0025102i,0.00084344+0.0014902i,0.00092236+0.0010483i,0.00082521+0.00057672i,0.0010832+0.00037028i,0.00041028+0.00073505i,0.0002569+0.0012691i,0.00041024+0.0011298i,-3.9305e-05+0.00040095i,-0.00039895+0.0007229i,-0.00060987+0.0012033i,-0.00089676+0.00033755i,-0.0013638-0.0010056i,-0.00097121-0.0016662i,-0.00037903-0.0005942i,-0.00049444+0.0010645i,-0.0005047+0.0013629i,-0.00045895+0.00080746i
0.015177+0.0052059i,0.014119+0.0094228i,0.008442+0.0092415i,0.0041032+0.0050915i,0.0015884+0.0016612i,0.00083857+0.00028464i,0.0011347+0.00018517i,0.00023983+0.0010738i,-0.00064785+0.0012196i,-0.00045552+4.5478e-05i,-0.00019961+0.00029625i,-0.00038181+0.0011129i,-0.00016674+0.00092955i,0.0003703+0.00057257i,0.0003041+0.00041835i,0.00011776+0.00060231i,0.00044125+0.00032355i,0.00092753-0.00032656i,0.0013484-0.00070513i,0.0010903-0.00038962i,0.00052384-0.00012288i,-9.604e-05-4.5118e-05i,-0.00046504+0.00045736i
0.0074673-0.016193i,0.010577-0.014946i,0.0085233-0.0067841i,0.0042266+8.1448e-05i,0.0013524+0.0017138i,-0.00060131+0.0011247i,-0.0019934+0.00033375i,-0.0021739+0.00035421i,-0.0017551+0.00098527i,-0.0015129+0.00052731i,-0.00088649-1.5109e-07i,-0.00012297+2.8124e-05i,0.00012831+0.00048836i,-0.00019662+0.00058639i,-1.1965e-05-9.0426e-05i,6.1356e-05-0.00026542i,0.00030399+3.5061e-06i,0.0010129+0.00053364i,0.00028543+0.00039679i,-0.00015464+0.00010429i,-0.00092921+0.00016386i,-0.00079964+0.00030139i,0.00069122+0.00070079i
-0.01513-0.0086885i,-0.013236-0.011917i,-0.0060198-0.010507i,-0.0013994-0.0057048i,-0.00066021-0.0010636i,-0.0013584+0.0013816i,-0.0018852+0.0021516i,-0.0014019+0.0023385i,-0.0010018+0.002382i,-0.0016381+0.0017761i,-0.0014271+0.00090861i,-0.00073837+0.00057236i,-0.00072148+0.00067128i,-0.00037754+0.00046604i,-0.00031323-0.00010126i,-0.00095296-0.00053699i,-0.00052126-9.7469e-05i,0.00033841+0.00086584i,0.00043006+0.0011007i,1.9973e-05+0.00043686i,-0.00075703+4.2186e-06i,-0.00045987+0.00017279i,6.7924e-05+0.00037352i
-0.013616+0.016949i,-0.016289+0.016388i,-0.0119+0.0096908i,-0.0052331+0.0048841i,-0.0018811+0.0035591i,-0.00016672+0.0039237i,0.00055821+0.003914i,-0.00011837+0.0026027i,-0.00043271+0.0021574i,-0.00065744+0.0019027i,-0.00092767+0.0011969i,-0.00084662+0.00019567i,-0.00076832+0.00021762i,-0.0007776+0.00072285i,-0.0001102+0.00028169i,0.0006929+0.00022767i,0.00031369-1.4491e-06i,0.00011644-0.00039075i,5.2259e-05-1.2907e-05i,-0.00047412+0.00077351i,5.8999e-05+0.0010073i,0.0003304+9.8227e-05i,-0.00034725-0.00064402i
0.012805+0.01247i,0.012107+0.01563i,0.0065602+0.013071i,0.0025796+0.0076132i,0.0017496+0.0038191i,0.0018721+0.0017652i,0.0012224+0.00050102i,-0.00056944+0.00045444i,-0.00096583+0.0014642i,-0.00048843+0.0018395i,-0.00036679+0.0017206i,-0.00048091+0.0017321i,-0.00033366+0.001525i,-0.00034437+0.0014519i,-0.00091771+0.00042801i,-0.00095469-0.00010675i,-0.0010867+0.00064213i,-0.00050996+0.00075551i,0.00026755-0.00031934i,0.00070369-0.0006076i,0.00093285-0.00028208i,0.00027947-0.0005169i,-0.00084424-0.00039422i
0.018542-0.012051i,0.021207-0.011383i,0.017131-0.004618i,0.0095468-0.0010739i,0.0028822-0.001591i,-0.0018126-0.0022104i,-0.0031366-0.0012104i,-0.0023787+0.00081177i,-0.0014712+0.0021243i,-0.00095113+0.0013332i,-0.00093799+0.00095901i,-0.00037998+0.0017501i,0.00048819+0.0016527i,0.00031391+0.0012637i,-0.000131+2.3248e-05i,-0.00021811-0.0010767i,0.00016445-0.00030708i,0.00042474+0.00070178i,0.00041299+9.113e-05i,0.0012266-0.00054093i,0.0016399-0.0007237i,0.00057429-0.00046611i,-0.00016595-0.00013496i
-0.014449-0.017633i,-0.013738-0.019676i,-0.0068915-0.014074i,-0.0018123-0.0066741i,-0.001418-0.0014303i,-0.0027539+0.0016341i,-0.0027905+0.0023047i,-0.0022388+0.0016997i,-0.00089323+0.00061022i,-0.00015546+0.0004158i,-0.00038673+0.00052056i,-4.2775e-07+0.00018567i,-0.00035189-0.00041867i,-0.00065854-0.00063339i,-0.00035962-0.00033747i,-0.00041746-0.00068651i,-0.00040168-0.00035574i,-0.00025672+0.00021209i,-1.6788e-05+7.4988e-05i,-0.00052258+0.0001433i,-0.00087645+0.00097301i,-0.00086965+0.00123i,-0.00087341+0.00048558i
-0.017675+0.011187i,-0.020317+0.010893i,-0.015181+0.0056408i,-0.0071715+0.0028765i,-0.0031252+0.0029236i,-0.0012081+0.0036006i,0.00027821+0.0035209i,0.00013761+0.0027232i,-0.0011151+0.0018691i,-0.0017061+0.0010922i,-0.0013576+0.00029259i,-0.00131-0.00021486i,-0.0012008-0.00023269i,-0.00090469-0.00027924i,-0.00078771+0.000397i,-0.00052013+0.00073548i,-0.00027889-7.9764e-05i,-0.0002249-0.0004715i,0.00056692+0.00033127i,0.00065408+0.00091401i,-8.8085e-05+0.0010051i,-0.00043378+0.00080718i,-0.00060528+0.00056289i
0.011754+0.018987i,0.010548+0.023195i,0.0043528+0.017607i,0.00025374+0.0097125i,-0.0001549+0.0052601i,0.0010216+0.0024366i,0.0013937+0.00063604i,0.00010388+0.00022992i,-0.0013428+0.00096247i,-0.0012552+0.0010078i,-0.00056287+0.00091387i,-0.00045223+0.00097104i,0.00014365+0.00093658i,0.00039655+0.0011583i,-4.0731e-05+0.00084943i,6.6966e-05+0.00017215i,0.00045531-0.00065401i,0.00037905-0.00051985i,5.5416e-05+0.00010856i,-0.00057982-0.00036671i,-0.0012962-0.00022448i,-0.0013489-3.0004e-05i,-0.0009077-0.00042518i
0.020793-0.012667i,0.02186-0.011086i,0.014528-0.0066837i,0.0065454-0.0022511i,0.0015871+0.00060792i,-0.00013222+0.0013498i,-0.00023651+0.00054757i,-0.00072897+0.00011218i,-0.00039097+0.00084674i,0.00027195+0.0011066i,0.00059729+0.00079631i,0.001475+0.00058321i,0.0010104+0.00071086i,-4.4904e-05+0.00057883i,-0.00027397-0.00034304i,-8.4689e-05-0.00051809i,-0.00052702+1.2434e-05i,-0.00082748+0.00021965i,-0.00035805+0.00032953i,9.3676e-05+0.00011078i,-0.00042712-0.00025863i,-0.0011873-0.00018989i,-0.00090479-0.0002355i
-0.0069812-0.022968i,-0.0061201-0.025768i,-0.0024413-0.019587i,-0.00044659-0.010041i,-0.0011763-0.0034756i,-0.0018729-3.8497e-05i,-0.0013318+0.0010265i,-0.00075405+0.00087269i,-0.00064656+0.00032128i,-0.0010259-0.00013412i,-0.001144-0.00040826i,-0.00058124-0.00074355i,0.00029387-0.0010451i,-7.9769e-06-0.00092818i,-0.0012836-0.00064458i,-0.0012313-0.00024627i,-0.000471+0.00051993i,-0.00011912+0.00054311i,0.00045656-0.00044014i,0.00036803-0.0014731i,-0.00011938-0.00078798i,-0.00041008+0.00050191i,-6.7664e-05+0.00056454i
-0.023194+0.0032588i,-0.027075+0.0037382i,-0.021562+0.0019646i,-0.01243+0.0014416i,-0.007594+0.002663i,-0.0044134+0.0029044i,-0.0016491+0.0016835i,-0.00043355+0.00095917i,-0.00091719+0.00083294i,-0.0013139+0.00099866i,-0.0013432+0.00081933i,-0.00083556+0.00097501i,-0.00079862+0.0011451i,-0.0014793+0.00092115i,-0.0011988+0.00079945i,-0.0009618+0.00063496i,-0.00065789+0.00047857i,-0.00052944-6.2445e-05i,-0.00016634+2.9547e-05i,0.0003886+0.00070246i,0.00041167+0.00080213i,-9.6233e-05+0.00031492i,0.00015156-0.00013138i
0.0058877+0.024827i,0.0044987+0.027963i,0.0024721+0.02085i,0.0011442+0.010908i,0.0011226+0.0047911i,0.0010203+0.0021773i,0.00071506+0.0015559i,-0.00052329+0.0013785i,-0.0019025+0.0022439i,-0.001431+0.0024969i,-0.00019745+0.0017168i,-0.00055833+7.6167e-05i,-0.00078153-0.0012974i,-0.00016744-0.00037829i,0.00026722+0.000831i,0.0003094+0.00033662i,0.00038539-0.00014538i,-5.3996e-05+0.00044666i,-0.00047043+0.00076854i,-5.0141e-05+0.00042114i,0.00055853+0.00087447i,0.00046388+0.0015372i,8.3049e-05+0.00056258i
0.021663-0.0026156i,0.026738-0.0017194i,0.0216+0.0010629i,0.011552+0.0024401i,0.0040798+0.0015769i,0.00068312+0.00010704i,-0.00068911-0.00042127i,-0.0021242+0.00034764i,-0.0018061+0.0012829i,-0.00048405+0.0010815i,-5.5879e-05+0.00085033i,0.00023275+0.00082314i,0.00059366+0.00021759i,0.00063277-0.0005194i,0.00052011-0.00064245i,2.8129e-05-6.0663e-05i,-0.0013215+2.7043e-05i,-0.0015825+2.4095e-05i,-0.00056373+0.00027617i,0.00066269+0.0005666i,0.00062535+0.00049547i,0.00012185-0.00010387i,0.00013011-2.5255e-05i
-0.0016096-0.0259i,-0.0014124-0.028102i,-0.00056007-0.019196i,0.00028483-0.0077741i,-0.00029985-0.0012373i,-0.0014849+0.0010437i,-0.001596+0.0016546i,-0.001189+0.0017463i,-0.00046193+0.0010231i,-0.00010202+0.00059862i,-0.00029469+0.00018057i,-9.4925e-05-0.00027002i,0.000625-0.00047702i,0.00053585-0.00032368i,-0.00040986-0.0001106i,-0.0013071-0.00044484i,-0.00078352-0.00036677i,0.00014566+0.00042457i,0.00032076+0.00059165i,-6.5699e-05+0.00035503i,-0.00047543-0.00020012i,-0.00060972-0.00034739i,-0.00065605-0.00080201i
-0.025006-0.0010086i,-0.02843-0.00056434i,-0.020371-0.0011386i,-0.010113-0.0014841i,-0.0043974-0.00031016i,-0.00083043+0.00083221i,0.00049724+0.00090573i,-0.0011209+0.00074774i,-0.0021202+0.00069579i,-0.0020161-0.00041607i,-0.0012626-0.00041339i,-0.00087941+0.0006761i,-0.0002817+0.00061403i,-0.00017185-0.00049371i,-0.0003095-0.00055588i,0.00017829+0.00050392i,0.00031502+0.00065324i,7.2442e-05+0.00030324i,-4.3317e-06-6.5694e-05i,2.3086e-05-0.00014772i,-0.00043327-0.00017514i,-0.00045687-0.00034215i,0.00017017-0.00058907i
-0.0031807+0.024384i,-0.0026705+0.029552i,-0.0030923+0.023127i,-0.0029696+0.011903i,-0.001798+0.0059178i,-7.526e-05+0.0031581i,0.00028566+0.00040394i,-0.00049529-0.00055782i,-0.0012526+0.00035706i,-0.0021586+0.00088831i,-0.0021339+0.00093416i,-0.00077533+0.0013373i,-2.7165e-05+0.0011817i,0.00075604+0.00071835i,0.0009244+0.00075447i,3.1088e-05+0.001269i,-0.00061257+0.00094702i,-0.00021822+0.00046701i,0.00044697+0.00013378i,2.8895e-05+0.00069758i,-0.00069934+0.0010523i,-0.00045677+0.00022592i,5.8107e-05-0.00031096i
0.025075+0.0040297i,0.02926+0.0045488i,0.0209+0.005852i,0.0099678+0.0049479i,0.0036592+0.0022667i,-9.5699e-05+0.00018612i,-0.0020053+0.00011955i,-0.0021893+0.00075358i,-0.0019188+0.0012229i,-0.0005761+0.0012276i,0.00016417+0.001155i,0.00014134+0.00082987i,-1.553e-05-4.999e-05i,-0.0002311-0.00049664i,9.7555e-05-0.00015904i,-7.1599e-05-0.00053213i,-0.00017286-0.00056885i,-0.00042793-0.00012052i,-0.0008004+1.5595e-05i,-0.00042021-0.0004508i,0.00066387-0.00074277i,0.00086431-0.00021064i,0.00092379-0.00052742i
0.0070433-0.022359i,0.0065593-0.027109i,0.0053807-0.020927i,0.0032559-0.010546i,-0.00024104-0.0032075i,-0.0021479+0.00067806i,-0.0015768+0.0025416i,-0.0010821+0.0024046i,-0.0015035+0.0014936i,-0.0015717+0.00052385i,-0.0012372-0.0005675i,-0.00088385-0.0006183i,-0.00038439+0.00026794i,-0.00020809+0.00079694i,5.1829e-05-2.0519e-05i,-0.00022217-0.0006226i,-0.00086282+1.8599e-05i,-0.00027144+0.00053205i,0.00017897+0.00039175i,0.00018884-0.00042497i,-0.00018011-0.00015791i,-0.00026686-7.2439e-05i,0.00012307-0.0011096i
-0.024355-0.006582i,-0.028413-0.0064034i,-0.019946-0.0047681i,-0.0085205-0.002127i,-0.0033596+0.00093275i,-0.0010077+0.0029797i,0.00082261+0.0025699i,-0.00013167+0.00087241i,-0.0013198+0.00020124i,-0.00091258+3.2632e-05i,-0.0012415+8.8792e-05i,-0.001833-0.00026331i,-0.00091271-0.00047917i,-0.0005952-0.00027232i,-0.0007285+4.9316e-05i,-0.000965+0.00070271i,-0.00091749+0.00043364i,-0.0004525+0.00033643i,0.00025098+0.00077295i,-0.00031677+6.742e-06i,-0.00063751-0.00046333i,-0.00010625+0.00035194i,-0.00049012+0.00038577i
-0.0076616+0.023524i,-0.0061047+0.02772i,-0.0032444+0.020463i,-0.00063414+0.0098361i,0.00097189+0.00394i,0.0018609+0.0017683i,0.0012839+0.00061157i,-0.00046405+0.0010253i,-0.0017072+0.0018093i,-0.0019508+0.0011117i,-0.0013825+0.00072602i,-0.00059862+0.00090749i,-0.00039659+0.00095327i,-0.0006796+0.00050449i,-0.00089363-0.00010669i,-0.00041016-0.00037918i,-0.000523-0.00068696i,-0.00056295-0.00056749i,-0.00015025+0.00010544i,-0.0002856+0.00062126i,-0.00025642+0.00041375i,0.00046511+0.00028297i,0.00072406+0.00066234i
0.023299+0.010416i,0.029168+0.010408i,0.02266+0.0073384i,0.012117+0.0032322i,0.0056989-6.6931e-05i,0.0013817-0.00095542i,-0.0024974-0.00082402i,-0.0034029+0.00031687i,-0.0021277+0.0021727i,-0.00073501+0.0024034i,0.00031725+0.0015611i,0.00089715+0.00024538i,0.0013472+0.00014193i,0.001359+0.00083113i,-7.6104e-05+0.00046385i,-0.0017035-4.8835e-05i,-0.002451-0.00036663i,-0.0016955+4.2247e-05i,-0.000293+0.00092401i,0.0011985+0.001529i,0.0011002+0.0013159i,0.00048907+0.00046337i,0.0010895+0.00016368i
