0.00029968+0.00099141i,0.00071523-0.00023433i,-0.00095754-0.00013546i,-0.0018427+5.9771e-05i,-0.00070229+0.00052073i,-0.00027212+0.0011904i,-0.00087251+0.00088254i,0.0001591+0.0011642i,0.0019311+0.0013985i,0.0015842+0.0014218i,-0.00029651+0.00091877i,-0.00082474+0.00020697i,-0.00027318+0.00012496i,0.00020067+0.00043957i,0.00019701+0.00038347i,0.00043858+0.00032761i,0.00042377+0.00086869i,0.00029632+0.00020966i,0.00057293-0.00052645i,-4.0318e-05-0.00013609i,-0.0005732+0.00048992i,-0.00036562+0.00096606i,-0.00051198+0.0010357i
-0.061872+0.19872i,-0.044967+0.1925i,0.054062+0.16287i,0.17069+0.13317i,0.20137+0.082955i,0.13971+0.042442i,0.082175+0.033524i,0.066799+0.019566i,0.040644-0.0030459i,0.0021864-0.0082952i,-0.011792-0.008831i,-0.0044154-0.013727i,0.011567-0.014488i,0.025736-0.015148i,0.025806-0.01468i,0.019105-0.0047944i,0.016831+0.0046699i,0.015417+0.0090552i,0.0074275+0.020383i,0.00016207+0.035816i,0.0013155+0.038578i,0.0053795+0.028663i,0.012185+0.018933i
-0.052738-0.094523i,-0.029321-0.077302i,-0.08798-0.044993i,-0.19845-0.044612i,-0.2465-0.057107i,-0.1871-0.068615i,-0.10053-0.083361i,-0.055659-0.082661i,-0.027388-0.060135i,0.0011601-0.033129i,0.011515-0.0086172i,-0.002254+0.0052985i,-0.028674+0.010335i,-0.042688+0.01978i,-0.030332+0.028944i,-0.0069657+0.025827i,0.0061629+0.015924i,0.0073303+0.0070402i,0.0093615-0.0082978i,0.013702-0.025509i,0.011524-0.028893i,0.0031927-0.021876i,-0.0067758-0.014709i
-0.0077944+0.047101i,0.0052117-0.00049899i,0.088863-0.055353i,0.19914-0.034209i,0.22651+0.027124i,0.14806+0.05822i,0.055506+0.054097i,0.0056115+0.029844i,-0.024622+0.0074912i,-0.038703+0.00513i,-0.028121+0.0031441i,-0.0057378-0.00086449i,0.020022+0.0020408i,0.035831+0.0010677i,0.031566-0.005628i,0.019891-0.010177i,0.011263-0.011406i,0.0031995-0.0085643i,-0.0058791+0.0028533i,-0.010561+0.014325i,-0.0073507+0.01615i,-0.00107+0.01294i,0.0041815+0.0082399i
-0.11346-0.074196i,-0.15091-0.047812i,-0.22129-0.0071375i,-0.27594-0.011487i,-0.24062-0.053947i,-0.14029-0.080543i,-0.069384-0.069001i,-0.04999-0.029568i,-0.034863+0.0062795i,-0.017819+0.013898i,-0.011621+0.014107i,-0.010723+0.01421i,-0.014491+0.0092543i,-0.015692+0.0099474i,-0.010696+0.011435i,-0.010016+0.0051928i,-0.011367-0.00018951i,-0.0082186-0.0023513i,-0.0039732-0.010839i,-0.0077473-0.022089i,-0.015071-0.026253i,-0.016575-0.023662i,-0.017604-0.015307i
0.06107-0.012319i,0.088415+0.020213i,0.15544+0.036652i,0.24363+0.041235i,0.26546+0.031012i,0.17502+0.018089i,0.066926+0.023524i,0.025512+0.025645i,0.015006+0.01304i,0.0044937+0.0088659i,-0.0020528+0.0054574i,-0.0050903-0.0031622i,0.0007178-0.011098i,0.0055343-0.019777i,-0.00076297-0.018332i,-0.0067943-0.0043017i,-0.0079859+0.0030885i,-0.012275+0.0036249i,-0.015914+0.015305i,-0.0092995+0.033431i,0.00041605+0.039415i,0.0045271+0.032828i,0.0089828+0.022841i
-0.025724-0.035719i,-0.015137-0.034704i,-0.029764-0.03064i,-0.10774-0.061963i,-0.16921-0.10517i,-0.12976-0.10264i,-0.047409-0.064945i,-0.0022247-0.023319i,0.01662+0.0031032i,0.022645+0.0034704i,0.014706+0.0064825i,0.007172+0.022152i,-0.0015897+0.028933i,-0.012253+0.026932i,-0.012407+0.0218i,-0.007415+0.015103i,-0.0050508+0.014432i,-0.00080229+0.012934i,0.0080417-0.0019526i,0.014995-0.022545i,0.012882-0.030065i,0.0064228-0.022508i,0.00097357-0.012693i
0.074946-0.059303i,0.072695-0.083489i,0.075528-0.094039i,0.094927-0.04826i,0.091457+0.021973i,0.037546+0.049201i,-0.015556+0.036306i,-0.020989+0.010611i,-0.0061982-0.011813i,0.00094629-0.018158i,0.0057724-0.020235i,0.0093691-0.024805i,0.011202-0.02648i,0.0080662-0.024621i,-0.0015372-0.018663i,-0.0054143-0.010027i,1.916e-05-0.0055142i,0.0031142-0.0039472i,-0.0012598+0.0019652i,-0.0049566+0.010443i,-0.00031665+0.013164i,0.0078521+0.010596i,0.012207+0.0065773i
0.012545+0.038591i,-0.021879+0.054129i,-0.054855+0.063636i,-0.087779+0.045363i,-0.094644+0.021358i,-0.056365+0.015985i,-0.0053324+0.017568i,0.024283+0.018351i,0.032463+0.015743i,0.023812+0.0071381i,0.010834+0.0081394i,0.0094213+0.013992i,0.0083135+0.014924i,0.001466+0.016275i,-0.0015294+0.01331i,-0.0026263+0.0046818i,-0.00065695-0.00095219i,0.0072951-0.0062099i,0.010954-0.017799i,0.0041073-0.028627i,-0.0063585-0.031504i,-0.0097167-0.027038i,-0.0077732-0.016892i
0.05516-0.017106i,0.060673-0.016599i,0.058461-0.0046412i,0.06558+0.021865i,0.074048+0.046534i,0.045329+0.0486i,-0.00045269+0.031297i,-0.020556+0.0024046i,-0.019039-0.016903i,-0.0064127-0.019093i,0.0033138-0.027108i,-0.0065237-0.040325i,-0.020044-0.041546i,-0.021499-0.034308i,-0.020118-0.022067i,-0.019298-0.0089296i,-0.018215-0.0042727i,-0.018915-0.003555i,-0.018276+0.0050555i,-0.011972+0.021087i,-0.0025007+0.029969i,-0.00069872+0.024712i,-0.0027041+0.015002i
0.038583+0.049046i,0.037717+0.039488i,0.053434+0.021873i,0.049473-0.0088284i,0.020514-0.024034i,0.026302-0.011645i,0.057097+0.0055535i,0.061375+0.01858i,0.045772+0.022915i,0.02767+0.019506i,0.014263+0.021279i,0.011664+0.028275i,0.012961+0.032226i,0.011297+0.02906i,0.008687+0.016147i,0.0028606+0.0044546i,-0.0010022+0.0035295i,0.0054238+0.0033266i,0.014356-0.0071205i,0.016208-0.021916i,0.0097579-0.025932i,0.0014493-0.016719i,-0.0040188-0.0064229i
-0.015701+0.010574i,-0.03618-0.015962i,-0.089474-0.027395i,-0.1154-0.0040737i,-0.07896+0.014526i,-0.044676-0.0053374i,-0.040776-0.025522i,-0.036183-0.019412i,-0.024179-0.0024647i,-0.0092255+0.0015309i,-0.00051067-0.015983i,-0.009045-0.032941i,-0.019159-0.031128i,-0.018107-0.023087i,-0.014019-0.014177i,-0.0098518-0.0028366i,-0.0036217+0.0042888i,0.00032267+0.007758i,-0.0021121+0.01195i,-0.0046017+0.017419i,-0.001319+0.018444i,0.0028222+0.015145i,0.003993+0.014198i
0.0070227+0.042197i,0.0099097+0.074277i,0.05634+0.099485i,0.11463+0.087245i,0.11981+0.052217i,0.081836+0.024927i,0.056291+0.013682i,0.056064+0.012881i,0.055936+0.011953i,0.036834+0.013974i,0.013934+0.026982i,0.010563+0.038188i,0.019728+0.034781i,0.02165+0.024511i,0.015535+0.013467i,0.0098889+0.005989i,0.0091777+0.0017387i,0.011571-0.0051614i,0.012787-0.015536i,0.0091007-0.024605i,0.0014712-0.024932i,-0.00020671-0.017687i,0.003471-0.010615i
-0.021799+0.024532i,-0.0232-0.00036968i,-0.047373-0.017742i,-0.065811-0.040895i,-0.063066-0.079394i,-0.058113-0.094741i,-0.066915-0.070772i,-0.069066-0.034484i,-0.054077-0.014584i,-0.032646-0.012926i,-0.019127-0.018823i,-0.022899-0.02277i,-0.029912-0.021995i,-0.023561-0.019633i,-0.011321-0.016379i,-0.0043583-0.01273i,-0.0026934-0.0093912i,-0.0046813-0.0024901i,-0.0079613+0.010223i,-0.0057439+0.022249i,0.001105+0.022545i,0.0024379+0.0098866i,-0.0015324-0.0023635i
-0.014301-0.0004683i,0.021161+0.010028i,0.085515+0.0047465i,0.12583-0.0023523i,0.10638+0.0064182i,0.056048+0.021318i,0.025209+0.029327i,0.021197+0.018772i,0.019124+0.0021214i,0.010265+0.0011484i,0.010155+0.016192i,0.02427+0.026801i,0.035502+0.022968i,0.03312+0.01451i,0.024399+0.0045928i,0.016991-0.0047345i,0.01141-0.0070923i,0.010479-0.0062896i,0.014391-0.010363i,0.015754-0.018296i,0.010233-0.020664i,0.0031897-0.014459i,-0.0013896-0.0079495i
-0.010381-1.7194e-05i,-0.050818-0.033463i,-0.12401-0.058576i,-0.18513-0.075526i,-0.19365-0.084832i,-0.14877-0.068458i,-0.097534-0.034472i,-0.074378+0.0034006i,-0.061115+0.028819i,-0.039352+0.025159i,-0.019125+0.0028995i,-0.014982-0.015291i,-0.022045-0.017999i,-0.021834-0.013197i,-0.01312-0.009917i,-0.0072467-0.0092763i,-0.0058325-0.0064213i,-0.0052121+0.0019797i,-0.0031211+0.011564i,-0.0020108+0.017545i,-0.0021869+0.015426i,-0.0047728+0.010188i,-0.0082103+0.0085333i
-0.025717-0.0091265i,0.0070248+0.017369i,0.062221+0.047786i,0.112+0.096675i,0.1234+0.14118i,0.083915+0.13173i,0.040828+0.085557i,0.034335+0.035108i,0.03742-0.0043133i,0.026587-0.010853i,0.018047+0.00099121i,0.021084+0.0050945i,0.02644+0.0012532i,0.023192-0.00051373i,0.012031+0.00046824i,0.0013924+0.00057471i,-0.0055907-0.0012553i,-0.0075915-0.0044947i,-0.0037733-0.011424i,-0.00032563-0.017585i,-0.0002321-0.0133i,0.0035948-0.0022978i,0.010449+0.0039457i
0.025015-0.025873i,-0.0051395-0.04803i,-0.049438-0.065336i,-0.082849-0.10192i,-0.082304-0.13317i,-0.039737-0.10125i,-0.0038327-0.048513i,-0.011398-0.0092385i,-0.022107+0.022511i,-0.011499+0.024158i,-0.0062763+0.006277i,-0.015426-0.0033921i,-0.025369-0.0018588i,-0.025099+0.00060223i,-0.016178-0.0011556i,-0.0095405-0.0035519i,-0.0061565-0.00019195i,-0.003473+0.0091382i,-0.0044215+0.018821i,-0.0066133+0.022999i,-0.0061195+0.017944i,-0.003934+0.0069627i,-0.0023105-0.0013339i
-0.030984+0.015982i,-0.00065423+0.020736i,0.024832+0.026287i,0.039133+0.076833i,0.053596+0.12405i,0.052901+0.096629i,0.041381+0.039124i,0.040751-0.0057524i,0.038854-0.033662i,0.027465-0.033006i,0.021154-0.020687i,0.021468-0.011976i,0.022194-0.0060514i,0.016396-0.00077817i,0.0063283+0.0063014i,0.00092498+0.011817i,0.0014828+0.0094098i,0.003874+0.0011073i,0.0055481-0.0076666i,0.0065579-0.010643i,0.0082867-0.0062755i,0.010114-0.00090766i,0.010754-8.378e-05i
0.024216-0.04465i,-0.012292-0.042245i,-0.040105-0.037583i,-0.060802-0.081046i,-0.080938-0.12066i,-0.06315-0.10341i,-0.02568-0.06207i,-0.014378-0.013365i,-0.010918+0.025755i,-0.002905+0.028148i,-0.0089134+0.015206i,-0.020622+0.0106i,-0.02358+0.011712i,-0.017199+0.01381i,-0.0072684+0.012133i,0.00058266+0.0050872i,0.0051089-0.00081853i,0.006707-0.0012564i,0.0056235+0.0038986i,0.0033671+0.0081349i,-0.0003129+0.0030547i,-0.0083008-0.0043878i,-0.015063-0.004084i
0.0031127+0.06554i,0.034215+0.06032i,0.036867+0.076411i,0.04124+0.14933i,0.064021+0.17816i,0.042213+0.11619i,-0.0018074+0.041737i,-0.0011873-0.011249i,0.013752-0.045673i,0.0092484-0.048602i,0.004559-0.034953i,0.0063126-0.024615i,0.0087181-0.016489i,0.011277-0.0078415i,0.011269+0.00051529i,0.0083054+0.0043584i,0.0018128+0.0011837i,-0.0057542-0.0050663i,-0.0072921-0.010412i,-0.0025197-0.013219i,0.0013882-0.010767i,0.0038241-0.0035069i,0.0069675+0.00063758i
-0.0043966-0.062435i,-0.0041365-0.044509i,0.052966-0.056577i,0.087124-0.1463i,0.048778-0.18816i,0.019541-0.1233i,0.016865-0.047538i,-0.0010225+0.003232i,-0.011274+0.036506i,-0.0061222+0.040432i,-0.0052536+0.035475i,-0.0053829+0.034412i,-0.0047158+0.027666i,-0.0038877+0.017061i,0.00077876+0.0074047i,0.0066472-0.00029693i,0.011109-0.0034606i,0.01254+0.00033959i,0.007107+0.0072983i,-0.0025453+0.0092631i,-0.0088074+0.0041656i,-0.012153-0.0017759i,-0.014711-0.0018943i
0.044754+0.06473i,0.038426+0.026804i,-0.037149+0.016174i,-0.084685+0.08529i,-0.050967+0.11735i,-0.035416+0.065279i,-0.045078+0.028528i,-0.019866+0.0080883i,0.00028546-0.022599i,-0.00035702-0.029776i,0.0072113-0.025107i,0.014591-0.026701i,0.012614-0.022085i,0.0054226-0.013281i,-0.0027313-0.0057695i,-0.00569-0.00028898i,-0.0046956+0.00064073i,-0.003873-0.0028519i,-0.00027013-0.0058151i,0.0054988-0.0025905i,0.0098092+0.0042599i,0.014226+0.007414i,0.017592+0.0052684i
-0.066929-0.046501i,-0.046777-0.0052218i,0.050456-0.002337i,0.10851-0.091275i,0.064748-0.14362i,0.02662-0.08947i,0.028069-0.031575i,0.013138+0.002683i,0.0032057+0.035054i,0.0090702+0.044604i,0.0068809+0.039929i,0.0017554+0.032842i,-0.00036586+0.020678i,-0.0016542+0.010814i,-0.0018523+0.0041697i,-0.00023793-0.0016462i,0.003554-0.0046985i,0.0053946-0.0049356i,0.0027478-0.0029231i,-0.0015098-0.001825i,-0.0051956-0.0042682i,-0.0078865-0.0076111i,-0.0095409-0.0050129i
0.086151+0.035508i,0.052418-0.0045809i,-0.066344+0.011026i,-0.12688+0.10994i,-0.077132+0.15132i,-0.038454+0.0889i,-0.034861+0.03148i,-0.012108-0.0031023i,-0.00038935-0.034249i,-0.0050154-0.03957i,-0.0011568-0.033717i,8.0974e-05-0.031455i,-0.0049619-0.024922i,-0.0099612-0.018163i,-0.013802-0.011641i,-0.015487-0.003334i,-0.016414+0.0031266i,-0.01475+0.0062616i,-0.0092008+0.0033272i,-0.0010428-0.00042104i,0.0058887-9.8772e-05i,0.0096399-8.2891e-05i,0.011383-0.0043015i
-0.10325-0.0033027i,-0.049503+0.043195i,0.10012+0.013881i,0.18346-0.10288i,0.13959-0.14309i,0.091598-0.072282i,0.075068-0.019539i,0.039219-0.0011593i,0.013027+0.021525i,0.011213+0.032083i,0.007723+0.034118i,0.0041938+0.033876i,0.0028323+0.022864i,0.00011244+0.010485i,-0.001177+0.0050811i,0.00093645+0.0048131i,0.006121+0.0059767i,0.011165+0.005908i,0.0066945+0.0051153i,-0.0054045+0.003979i,-0.01246+0.00072132i,-0.013211-0.00035299i,-0.015102+0.0037575i
0.11421-0.030219i,0.033408-0.087231i,-0.14685-0.050401i,-0.23649+0.068907i,-0.17893+0.098658i,-0.10982+0.034036i,-0.075892+0.00016088i,-0.038082-0.0036203i,-0.013534-0.015044i,-0.0084403-0.023457i,-0.0048185-0.030463i,-0.0050685-0.032054i,-0.0072108-0.019903i,-0.0075646-0.0068317i,-0.0089793-0.00048541i,-0.0093031+0.0020484i,-0.0081706+0.0037848i,-0.0049901+0.0041812i,0.0028387+0.0023395i,0.010995+0.0026927i,0.014649+0.0073695i,0.015363+0.010183i,0.015707+0.0074299i
-0.11721+0.080162i,-0.036133+0.14336i,0.13555+0.10157i,0.20884-0.017714i,0.14462-0.050079i,0.084425-0.010222i,0.059919-0.0041959i,0.02807-0.0044758i,0.0119+0.016257i,0.013613+0.026194i,0.010178+0.026874i,0.0069195+0.025616i,0.0070413+0.0162i,0.0087465+0.0069645i,0.011939+0.0037775i,0.013218+0.0018129i,0.011922-0.0014558i,0.0077659-0.0057035i,-0.00047928-0.0072376i,-0.0086637-0.005077i,-0.010365-0.0055578i,-0.007482-0.0048759i,-0.0057087+0.0011423i
0.11301-0.1156i,0.015012-0.17442i,-0.16479-0.10451i,-0.23548+0.043048i,-0.16485+0.089556i,-0.10603+0.046604i,-0.082417+0.032941i,-0.036538+0.031772i,-0.0028376+0.0066768i,-0.0017337-0.01463i,-0.0052593-0.022163i,-0.0060021-0.023079i,-0.005903-0.01535i,-0.0056609-0.0060189i,-0.0071434-0.0030283i,-0.0090829-0.0028221i,-0.011543-4.9309e-05i,-0.012606+0.0043429i,-0.0062295+0.0042003i,0.0036906-0.00039549i,0.0077373-0.0028386i,0.008118-0.0054718i,0.0089374-0.012043i
-0.075728+0.15578i,0.028343+0.19763i,0.20185+0.11268i,0.26584-0.022604i,0.19096-0.060542i,0.11266-0.016869i,0.066485+0.0032885i,0.025294+0.0060459i,0.0089255+0.018019i,0.010765+0.024458i,0.011179+0.025574i,0.013362+0.022804i,0.014068+0.011082i,0.010792-0.00021994i,0.0069122-0.0048137i,0.004356-0.0042489i,0.0059872-0.0027966i,0.0091846-0.0044691i,0.0048156-0.0056358i,-0.0057983-0.0036153i,-0.01171-0.0025299i,-0.013456-0.0012641i,-0.015358+0.0044375i
0.039188-0.19532i,-0.07839-0.24411i,-0.2413-0.16063i,-0.28522-0.025402i,-0.19994+0.018597i,-0.11945-0.009373i,-0.072599-0.0068035i,-0.025004+0.0084531i,0.0010259+8.0921e-05i,0.00019805-0.0098502i,-0.0046507-0.012786i,-0.0061722-0.012082i,-0.00508-0.0050475i,-0.0038722+0.0011418i,-0.0040212+0.0022987i,-0.005797+0.0018754i,-0.0085695+0.0020657i,-0.0065029+0.0026482i,0.0035629+0.0018484i,0.014029-0.00067043i,0.014362-0.0014286i,0.0081406-0.00072984i,0.0041572-0.0024218i
0.0049588+0.22025i,0.12789+0.26456i,0.26639+0.17643i,0.28442+0.050927i,0.1918+0.0066849i,0.10879+0.016009i,0.065932+0.0032333i,0.029447-0.014857i,0.0053771-0.0095323i,0.0021599+0.0057765i,0.0062492+0.015715i,0.0079896+0.014598i,0.0062164+0.0046337i,0.0054796-0.004498i,0.0060993-0.0076818i,0.0059859-0.0067945i,0.0056323-0.0043311i,0.0020529-0.0043815i,-0.0056597-0.0051482i,-0.011778-0.0039838i,-0.012567-0.002972i,-0.010468+0.00019815i,-0.0075349+0.0070565i
-0.055994-0.2277i,-0.17014-0.27659i,-0.26754-0.18967i,-0.25194-0.06947i,-0.1621-0.02823i,-0.094307-0.02879i,-0.056204-0.012766i,-0.022008+0.001021i,-0.0026298-0.0053098i,-0.0032435-0.012193i,-0.0080574-0.010862i,-0.0089586-0.0064453i,-0.0071125-0.00089401i,-0.00579+0.0019937i,-0.005699+0.0016885i,-0.0068404+0.001048i,-0.0083578+0.0020508i,-0.0055238+0.005151i,0.0024006+0.0050443i,0.0083357+0.00095246i,0.0085371-0.00015083i,0.0082116-0.001058i,0.0087388-0.0079692i
0.10813+0.22537i,0.23005+0.25936i,0.31107+0.16422i,0.27689+0.044795i,0.17997+0.0023903i,0.10313-0.0013371i,0.050167-0.016586i,0.005192-0.025326i,-0.018488-0.011918i,-0.012756+0.0036562i,0.00085036+0.0060472i,0.0054754+0.0028856i,0.0022523+0.00038607i,-0.0018297-0.0024591i,-0.0025239-0.0040218i,0.00026954-0.0052585i,0.0060368-0.0059621i,0.0093833-0.0069255i,0.0040852-0.0038817i,-0.0026622+0.003188i,-0.0025014+0.0049913i,-0.0012477+0.004237i,-0.0025585+0.0071424i
-0.16674-0.20711i,-0.28581-0.24043i,-0.34109-0.17113i,-0.28691-0.086852i,-0.18141-0.056404i,-0.09732-0.04397i,-0.042283-0.019412i,-0.0064851-0.00080315i,0.0082153-0.0015871i,0.0046594-0.0088969i,-0.0048474-0.0093391i,-0.010302-0.0032552i,-0.0076929+0.0036784i,-0.0022351+0.0099908i,-0.00054263+0.013893i,-0.0019453+0.012347i,-0.0040143+0.006533i,-0.0026527+0.0032128i,0.0048959+0.0011892i,0.010812-0.0028109i,0.0096625-0.004621i,0.0064297-0.0069794i,0.0051595-0.011699i
0.20223+0.18015i,0.31716+0.21486i,0.33963+0.17121i,0.25679+0.10741i,0.14031+0.068445i,0.055892+0.042351i,0.0092967+0.019457i,-0.013094+0.0087121i,-0.017198+0.01092i,-0.0085749+0.012217i,0.00024463+0.0048492i,0.0025048-0.0028422i,0.0014538-0.004243i,-0.00050377-0.0031897i,-0.0018778-0.0028842i,-0.00055296-0.0022195i,0.0012154-0.0014768i,0.00027864-0.0031342i,-0.0053106-0.0031939i,-0.0097363+0.00015836i,-0.0082649+0.0010214i,-0.0067644+0.0020994i,-0.0058714+0.0066761i
-0.2489-0.13848i,-0.35397-0.15837i,-0.34887-0.12916i,-0.25217-0.092009i,-0.14093-0.060507i,-0.065608-0.031403i,-0.02385-0.0063916i,0.0031652+0.0075391i,0.017103+0.0057484i,0.012513-0.0011325i,0.0019142+0.002431i,-0.00081483+0.008868i,0.0015147+0.0087479i,0.0041549+0.0064373i,0.0058653+0.0060409i,0.004043+0.0063222i,0.00047116+0.0064663i,0.00077711+0.0079601i,0.0046993+0.0056568i,0.0057203+5.1542e-05i,0.0019138-0.00062504i,-0.00072192+0.00039778i,-0.0015349-0.0038342i
0.26602+0.080323i,0.36536+0.10288i,0.33494+0.10861i,0.22293+0.10324i,0.11705+0.079024i,0.047832+0.048801i,0.010661+0.031577i,-0.0033212+0.022771i,-0.004837+0.01745i,-0.00011496+0.015122i,0.0051537+0.0076574i,0.0057904-0.0011786i,0.0029169-0.0030871i,0.0011941-0.0015416i,0.0006219-0.0031493i,0.00076605-0.0057135i,0.0037787-0.0051607i,0.0059535-0.0041364i,0.0035533-0.0011691i,0.0010518+0.0036109i,0.0031018+0.0044607i,0.00328+0.005357i,0.00080599+0.010081i
-0.28205-0.029072i,-0.38069-0.041993i,-0.34004-0.063906i,-0.21853-0.079878i,-0.11231-0.061996i,-0.039198-0.03126i,0.0018417-0.015318i,0.016818-0.0057161i,0.022897-0.003604i,0.017149-0.0066981i,0.0055584-0.0012673i,0.00075471+0.0053533i,0.00034398+0.0054025i,0.0028056+0.0022808i,0.0042823+0.00073595i,0.0029545+0.0017523i,0.00022714+0.0024443i,-0.0013536+0.0020666i,-0.00019113-0.00078276i,0.00035513-0.0049605i,-0.0014895-0.0061715i,-0.0015141-0.0067847i,0.00075151-0.0078011i
0.27675-0.042938i,0.36414-0.029712i,0.3137+0.033248i,0.19649+0.092231i,0.10256+0.08769i,0.03439+0.045986i,-0.004957+0.020844i,-0.013472+0.0095135i,-0.012924+0.0042942i,-0.0077629+0.0053525i,-0.0011624+0.00033014i,-0.0011117-0.0084274i,-0.0040979-0.010652i,-0.0069815-0.008751i,-0.007946-0.0095379i,-0.0056753-0.011969i,-0.0021467-0.010983i,-0.0021161-0.0077811i,-0.003424-0.0027731i,-0.0021968+0.0010442i,-0.0014339-0.00031442i,-0.003034-0.001048i,-0.0024282+0.0012786i
-0.25034+0.093989i,-0.33092+0.083292i,-0.27682+0.0013576i,-0.15283-0.074597i,-0.052996-0.073065i,0.0075114-0.042851i,0.028949-0.034601i,0.023384-0.028264i,0.015168-0.021439i,0.0067072-0.016269i,0.0020185-0.0048265i,0.0034373+0.0039391i,0.0032876+0.0020607i,0.00014722-0.0021992i,-0.0031472-0.00088013i,-0.0052292+0.0030645i,-0.005396+0.0060035i,-0.0016375+0.0082415i,0.0025048+0.0069999i,0.0008672+0.0036546i,-0.0021521+0.0038886i,-0.0014956+0.0034233i,-0.0022588-0.0021546i
0.22203-0.15149i,0.28747-0.1529i,0.23954-0.050262i,0.14349+0.047764i,0.066414+0.050579i,0.0064831+0.018464i,-0.0243+0.012507i,-0.022984+0.01106i,-0.016261+0.0051599i,-0.010409+0.0020192i,-0.0064916-0.0034055i,-0.0072209-0.0071014i,-0.0080643-0.0033575i,-0.0083107+0.0033223i,-0.0079444+0.0055958i,-0.0061038+0.0022604i,-0.0030704-0.0017733i,-0.00090379-0.0043305i,0.0017019-0.0038801i,0.0064684-0.0022007i,0.0095284-0.003346i,0.0088289-0.0027381i,0.0067424+0.0013276i
-0.17302+0.18867i,-0.23531+0.19729i,-0.20311+0.076563i,-0.11972-0.046943i,-0.049834-0.067525i,-0.0018096-0.046138i,0.015123-0.041997i,0.0066414-0.033051i,0.00055198-0.015799i,-0.0001673-0.0059734i,0.00068827-0.00030534i,0.0029871+0.0032295i,0.0029182+0.0025869i,0.0023769+0.0016174i,0.0042016+0.0048155i,0.0057378+0.0097814i,0.0044948+0.010694i,0.0025127+0.0078287i,-0.00019772+0.0047654i,-0.0038997+0.0023736i,-0.0038874+0.0021903i,8.802e-05+0.0010585i,0.0015045-0.00072376i
0.12959-0.2158i,0.18157-0.22906i,0.15799-0.099019i,0.089154+0.028398i,0.023595+0.041939i,-0.026088+0.022372i,-0.03486+0.025706i,-0.016911+0.021425i,-0.0083626+0.011187i,-0.0056721+0.0081048i,-0.0038386+0.0039508i,-0.0053286+0.00087515i,-0.0040511+0.0030439i,0.00021056+0.005356i,0.0050104+0.0026063i,0.0080973-0.0039322i,0.0067404-0.0095591i,0.0027872-0.011522i,0.0020659-0.010037i,0.0040295-0.0067701i,0.0034988-0.0055688i,0.00097017-0.0054279i,0.00054867-0.0041873i
-0.066049+0.23524i,-0.10577+0.25365i,-0.10204+0.11523i,-0.06977-0.023903i,-0.034352-0.038773i,0.0040556-0.011745i,0.017527-0.010571i,0.0073779-0.0059614i,0.0051945+0.0042137i,0.007732+0.0055287i,0.0074245+0.0050535i,0.0082043+0.004481i,0.0081725+0.00037671i,0.0077809-0.0050062i,0.0065541-0.0063944i,0.0056385-0.0024322i,0.005223+0.0034829i,0.0047376+0.0068874i,0.0036875+0.0090938i,0.00065089+0.011161i,1.3177e-05+0.011462i,0.0017324+0.0095024i,0.00058755+0.0059356i
0.013503-0.23357i,0.039341-0.26365i,0.044396-0.1343i,0.023952+0.0064786i,-0.0043918+0.031585i,-0.031839+0.017715i,-0.032187+0.023666i,-0.0119+0.019149i,-0.00078074+0.0084773i,0.0022284+0.0059525i,0.0016694+0.0033004i,-0.0025872+0.0012211i,-0.002242+0.0019583i,0.0011611+0.0014661i,0.0014701-0.0022243i,-0.0003304-0.007795i,-0.0016127-0.011309i,-0.0011971-0.012769i,0.001025-0.01343i,0.0044014-0.013718i,0.0043145-0.011972i,0.00075649-0.0083495i,-0.00084084-0.0042701i
0.041674+0.22937i,0.021845+0.25749i,-0.01149+0.13456i,-0.024585+0.0070796i,-0.0073035-0.0090868i,0.027872+0.0023602i,0.035444-0.0090767i,0.018588-0.0072586i,0.011697+0.0027097i,0.011517+0.0034085i,0.010278+0.00059129i,0.0099396-0.0034019i,0.0069855-0.0084409i,0.0018573-0.011425i,-0.0031309-0.009307i,-0.0044909-0.0011401i,-0.0023124+0.0090611i,-0.00034764+0.014222i,-0.0002884+0.014553i,-0.0022435+0.012174i,-0.0036642+0.0093468i,-0.002978+0.0071349i,-0.00030232+0.0060625i
-0.092275-0.20473i,-0.093738-0.24077i,-0.050268-0.12684i,-0.0076795+0.0030101i,0.00093907+0.024469i,-0.016961+0.0094243i,-0.018041+0.016453i,0.0012011+0.014767i,0.0072999+0.0020403i,0.00084784-0.0022272i,-0.0030123+0.00050462i,-0.0041169+0.0030906i,-0.0044979+0.0037494i,-0.0056614+0.0052702i,-0.007633+0.0041609i,-0.0094256-0.00031623i,-0.0096776-0.0043509i,-0.0076312-0.0071186i,-0.0035541-0.0095743i,-0.0011215-0.01059i,-0.0027734-0.0083051i,-0.0045947-0.0047195i,-0.0035733-0.0034168i
0.1298+0.17954i,0.13753+0.21562i,0.081743+0.12254i,0.030794+0.01613i,0.025322-0.00387i,0.03686-0.0019954i,0.025805-0.012259i,0.0067079-0.0060833i,0.0043886+0.0041711i,0.005384+0.001839i,0.0023694-0.004448i,0.00029789-0.0084957i,-0.0034292-0.0082993i,-0.0074962-0.0040274i,-0.0089256+0.0023064i,-0.0069883+0.0088627i,-0.00041523+0.013927i,0.00654+0.016081i,0.0087422+0.017232i,0.0079188+0.017461i,0.007707+0.014718i,0.0080588+0.010042i,0.0072009+0.0063849i
