-0.00020649+0.00033112i,0.00036968+0.00048932i,0.000891-3.2558e-05i,-0.00015699-0.00073295i,-0.0019606-3.7484e-06i,-0.0024244+0.00089512i,-0.0012606+0.00079829i,3.6355e-05+0.00044395i,0.00091957+0.0004327i,0.0010311+0.00011107i,0.00095614-0.00032809i,0.00044729-0.00047547i,-0.00048857+7.8335e-05i,-0.0011708+0.00061156i,-0.0013239+0.00099312i,-0.00084101+0.00080973i,-0.00028687+0.0004523i,0.00016182+0.00074192i,-0.0002328+0.00088101i,-0.0004726+0.00049907i,0.00032649-0.00022239i,0.00029974-0.00017854i,-0.00061001-6.0504e-05i
-0.0031879-0.002524i,-0.0037703-0.0022801i,-0.0037315-0.0018849i,-0.0027267-4.5171e-05i,-0.0012668+0.00027626i,0.00066882-0.00098263i,0.0022949-0.00094812i,0.0029186-0.00014257i,0.0025379-2.9556e-05i,0.0011682-1.3176e-05i,0.00029878-0.00030699i,-0.00036756-9.8995e-07i,-0.00065899+0.00062382i,-0.00024138+0.0009197i,-7.6004e-05+0.00068265i,0.00030931+0.00034085i,3.8544e-05+8.4284e-05i,-0.00047897-0.00077086i,-8.3177e-05-0.0012087i,-0.0002761-0.00052611i,-0.00027384+0.0001108i,-0.00039018+0.00083666i,-0.00067861+0.00096249i
0.0010315+0.00047996i,0.00019411-2.241e-06i,0.0015832-0.0014391i,0.0024771-0.0018911i,0.0022801-0.0015291i,0.002457-0.0024186i,0.0028783-0.0025393i,0.0021162-0.0017722i,0.00080139-0.0016017i,0.00039123-0.0017566i,9.9149e-05-0.0015308i,-0.00069268-0.0010505i,-0.0007615-0.0010131i,-0.00011007-0.0011447i,0.00033931-0.0012035i,-3.0326e-05-0.00089263i,5.0236e-05-0.00056546i,0.00082438-0.00063404i,0.00083177-0.00084539i,0.00093833-0.00066237i,0.001329-0.0010128i,0.0013676-0.0007398i,0.00048769+6.1839e-05i
0.00034477-0.0010532i,-0.00031023-0.0018127i,-0.0012065-0.001686i,-0.0017805-0.00057057i,-0.00053591-0.00067445i,0.0010513-0.0015791i,0.0012797-0.0018631i,0.00074678-0.0023281i,-0.00022615-0.0022648i,-0.00052122-0.0016897i,5.7598e-05-0.00045547i,0.00087024+0.00069764i,0.0011409+0.00072855i,0.00036294+0.00021604i,-0.00023373+3.6631e-05i,-7.3238e-05+0.00046102i,4.9978e-05+0.00079801i,0.00017837+0.00089374i,0.00023249+0.00035356i,3.2159e-05-0.00013346i,0.0011031+0.00016915i,0.001631+0.00068532i,0.00039268+0.0011748i
-0.0017421+0.0012284i,-0.00040707+0.0015807i,5.7421e-07+0.0014452i,-0.00036209+0.00055419i,-6.1862e-05+7.7037e-05i,0.000331-0.00077924i,0.00029477-0.0021851i,-0.00074372-0.0017345i,-0.0017553-0.00051426i,-0.0015831+0.00058093i,-0.0013089+0.00040896i,-0.0011469-0.00025784i,-0.00063524-0.00032263i,0.00033374+0.00029752i,0.00081143+0.0013988i,7.8498e-05+0.0016914i,-0.0008417+0.0010413i,-2.4719e-05+0.00012293i,0.00084677+0.00036737i,0.00040242+0.00065037i,0.0005185+0.00029135i,0.00050542-7.6645e-05i,0.00011167-5.009e-06i
-0.0012289+0.0015275i,0.00065932+0.0013889i,0.0023016+0.0010581i,0.0021732+0.00086911i,0.0010155+0.00046121i,0.00074259-0.00024216i,0.00064229-0.0012355i,-0.00032662-0.0011027i,-0.0010276+0.00086144i,-0.0011866+0.0018199i,-0.0010396+0.0018135i,-0.0005912+0.0012943i,-0.0006088+0.00063685i,-0.00071511+0.00043559i,-0.00035573+0.001167i,0.00016729+0.0019226i,0.00011827+0.0017108i,-0.00019647+0.0009257i,0.00015939+2.0633e-05i,0.00037005-0.00064462i,0.00062753-0.00018272i,0.0002291+2.401e-05i,-0.00053274-0.00054391i
-0.0013083-0.0031363i,-0.0010518-0.0002242i,-0.0025546+0.0016557i,-0.0014833+0.0025641i,0.00087137+0.0025269i,0.0033371+0.0010252i,0.0032808-0.0011545i,0.0012159-0.0014006i,-0.00056781-0.00032301i,-0.00089891+0.00039028i,-0.00059332+0.00051147i,-0.00046643+0.00036871i,-0.00017914+0.00032365i,0.00038947+0.00059517i,0.00028083+0.0018492i,-0.0005032+0.0021642i,-0.00026921+0.00092077i,0.00017708-0.00018172i,0.00026359-0.00010207i,-1.8842e-05+0.00061324i,-7.1155e-05+0.00052264i,-0.00020079+5.9573e-05i,-0.00065104-0.00012441i
-0.00075354+0.00103i,-0.00056514+0.0025728i,0.0001101+0.0027815i,0.0011105+0.00068848i,0.0012629-0.0010789i,0.0017187-0.0024148i,0.002766-0.0030461i,0.0025828-0.0026236i,0.00097996-0.0016438i,0.00019249-0.0010789i,0.00035861-0.001104i,-8.0105e-05-0.00080433i,-0.00023826+4.3701e-05i,-0.00096099-3.7399e-05i,-0.0016301-0.00042069i,-0.00201-0.00090849i,-0.002201-0.0013258i,-0.0015736-0.00047879i,-0.0014478-4.6756e-05i,-0.00092338+6.5457e-05i,-0.00069574+0.00061578i,-0.00081399+0.00022676i,-0.0005987-0.00010632i
0.0010337+0.0014203i,0.00051414+0.0015096i,0.00089921+0.0013488i,0.0007514+1.2171e-06i,-2.2559e-05-0.0013104i,-0.00015577-0.0010241i,0.0013228-0.0012395i,0.0010386-0.0025646i,-0.00035495-0.0027796i,-0.00068865-0.0028075i,-0.0006737-0.0030563i,-0.00034703-0.001927i,-5.7302e-05-0.00037891i,-0.00065574+3.0128e-06i,-0.0013396-0.0009068i,-0.0013354-0.0012942i,-0.0013474-0.0010873i,-0.00087364-0.00016358i,-0.0003655+0.00015642i,-0.0007279+8.7022e-05i,-0.0013966+0.00021369i,-0.0010437-0.00012785i,-0.00054839-0.00039365i
-0.00089452+2.5874e-05i,-0.0015723+0.0012906i,-0.0012643+0.0013222i,-0.00059534+0.00076068i,-0.00044573-0.00016888i,0.00069281-0.0014236i,0.0017914-0.0026212i,0.0011633-0.0025558i,-8.0299e-05-0.00093423i,-0.00071039-0.00074327i,-0.00094195-0.0012843i,-0.0012949-0.0014402i,-0.00076381-0.0010669i,-0.00065627-0.001297i,-0.0013275-0.0022377i,-0.0010276-0.0016447i,-0.0013531-0.00086022i,-0.0011298-0.0002163i,-0.00056551+0.00013627i,-0.00051162-0.00012446i,-0.0003378-0.0006969i,-7.3947e-05-0.00065529i,0.00043725-0.00038616i
-0.00010481+9.513e-05i,-0.00059751+0.00013866i,-0.00061163+0.00018883i,2.6661e-05-0.00052046i,0.00091426-0.0013937i,0.0012622-0.0022166i,-2.7816e-05-0.0025185i,-0.0014214-0.0019853i,-0.0013424-0.00055029i,-0.00047949+4.5358e-05i,1.607e-06+0.00037803i,0.00016574+0.00033322i,0.00078022-0.00012205i,0.0018057-0.00027496i,0.0011774-0.00075541i,-0.00063152-0.00082842i,-0.0011959-0.0007988i,-0.00040656-0.00081928i,0.00014806-0.0012144i,-0.00010243-0.0010162i,6.9267e-05-0.0004416i,0.00056526+4.3641e-05i,0.00010092+0.0004954i
-0.00030875+0.00094176i,-0.0010488+0.00093443i,-0.0010728+0.0020314i,-0.0003466+0.0019049i,0.00010191+0.0012575i,0.00077019+0.00031569i,0.00080377-0.00035928i,0.00027517+7.4701e-05i,-0.00033155+0.00076506i,-0.00033619+0.0010983i,5.0421e-06+0.0012505i,0.00037606+0.0012187i,0.00015066+0.0011808i,9.5711e-05+0.00050311i,0.00060069-0.00047642i,0.0012009-0.00076161i,0.00093612-0.00081616i,0.00035448-0.00049147i,0.00047305-0.00037255i,0.00056585-0.0010389i,0.00058821-0.0011479i,0.00060681-0.00020993i,0.00055188+8.1966e-06i
-0.0018094-0.00041039i,-0.0020751-0.00093633i,-0.0018041-0.00056041i,-0.0010135+4.902e-05i,-1.7249e-05-2.3481e-05i,0.0016677-0.001154i,0.0021641-0.0019991i,0.00099686-0.0012836i,0.00050802+0.00039732i,2.4451e-05+0.00087856i,-0.00025056+0.00021208i,0.00066265+0.00058711i,0.0013382+0.001034i,0.0014954+0.00083149i,0.0018468+0.00077153i,0.0023665+0.00051358i,0.0028978-0.00040461i,0.0017778-0.00063521i,0.000699-0.0004675i,0.0011098-0.00040641i,0.0006082-0.00072838i,2.4236e-05-0.00088703i,0.00045555-0.00040891i
0.00087301+0.00080919i,0.0011389+0.00080396i,0.00076311-0.00072247i,1.6678e-05-0.0021746i,-0.00059604-0.0019966i,-0.00010944-0.0013063i,0.00073985-0.0013471i,0.0011733-0.0011599i,0.0015334-0.00080778i,0.00080168-0.00069934i,-0.00029647-0.00064223i,-0.00080564+0.00017015i,-0.0011661+0.0011699i,-0.0012117+0.0015068i,-0.00074997+0.00093443i,0.00026217+0.00037538i,0.00097589+0.0001472i,0.00085117+0.00030033i,4.9441e-05+0.0008738i,0.0003038+0.0012793i,0.00058217+0.0010094i,8.4887e-05+0.00074248i,-0.00048299+0.00053454i
-0.0031682-0.00019216i,-0.002666+0.0013727i,-0.0009351+0.0021454i,0.0006658+0.0021635i,0.0013726-0.00069638i,0.0014445-0.0039134i,0.00056078-0.0036979i,-0.00029614-0.0022279i,-0.00046345-0.0016606i,-0.0001808-0.001484i,-9.5278e-05-0.00087852i,-0.00094686-0.00055508i,-0.0021521-0.00060969i,-0.0020539-0.00070142i,-0.0010267-0.0010896i,-0.00076849+3.9299e-05i,-0.00032447+0.0013045i,0.00060099+0.001115i,0.00048288+0.00056564i,5.4418e-05+0.00034045i,-5.3829e-05+0.00075294i,7.1211e-05+0.00087731i,0.00021795+0.00042394i
0.00055972+0.0021257i,0.0004631+0.00061798i,0.0012279-0.0005092i,0.0011239-0.0010276i,0.00064625-0.0017738i,0.00097599-0.0023711i,0.00090928-0.0023725i,0.00056493-0.0017322i,0.00022001-0.0010831i,-0.00044146-0.00087718i,-0.0019042-0.0010324i,-0.0030667-0.00083765i,-0.0029477-0.00065245i,-0.0021023-0.00061706i,-0.0019665-0.00034297i,-0.0016692+0.001152i,-0.00065633+0.0020869i,-0.00050367+0.0012043i,-0.00054046+0.0014528i,0.00047797+0.0017841i,0.00094629+0.00079411i,0.0007898+8.6075e-05i,-0.00011073-0.00016572i
0.00043336+5.6526e-05i,0.0003637-3.1532e-05i,0.00073881-0.00062805i,0.0010883-0.0004826i,0.00064278-9.4716e-05i,0.0003921-0.00071809i,0.00017844-0.0017846i,-0.0003646-0.0028127i,-0.0010174-0.0016773i,-0.0010134+0.00016397i,-0.0011532+0.0012558i,-0.0011685+0.0011832i,-0.00092951+8.8612e-05i,-0.0012625-0.0010142i,-0.0010947-0.0013684i,-0.00095663+0.00012901i,-0.00081793+0.0017867i,-0.00021782+0.001681i,0.00040385+0.00061791i,-0.00032583+0.00021623i,-0.0007097+0.00031761i,-0.00023436+0.0006392i,-0.00040453+0.00061821i
-0.0017692-0.00099752i,-0.0018248-0.00030952i,-0.0027314-7.4072e-05i,-0.0021955+0.00028066i,-0.00036805+9.6711e-05i,0.00098627-0.00054698i,0.00055711-0.0019768i,-0.00030162-0.0028309i,-0.00038142-0.0019786i,-0.0001191-0.00066086i,0.0005877-0.00030521i,0.00096913-0.00064671i,0.0012144-0.0011439i,0.0013473-0.0010146i,0.00063658-0.00091999i,-0.00070482+4.3458e-05i,-0.0013411+0.0013607i,-0.0012481+0.00092236i,-0.00043217+0.00044591i,-0.00020177+0.00031214i,-0.0007195+0.00016509i,-0.00016309+0.00012595i,0.00116-0.00030068i
-0.0017457-0.001014i,-0.0020441+0.00013733i,-0.00063739+0.0015657i,0.0004368+0.0022189i,0.00099256+0.001744i,0.0011605+0.00036833i,0.00091211-0.0010701i,3.2558e-05-0.0010398i,-0.00032615-0.00023811i,0.00073985-0.00032787i,0.00162-0.0004051i,0.0013782-0.00034147i,0.0013559+5.751e-05i,0.0018189+0.00063331i,0.0017121+0.00020864i,0.000528+0.00039531i,-0.00071339+0.00029731i,-0.0015763-0.00064066i,-0.0016229-0.0014747i,-0.0015268-0.0011202i,-0.00094735-0.0005716i,1.8135e-05+0.00027249i,0.00013673+0.00065918i
-0.00024658-0.0014489i,-0.00059801-0.0011978i,-8.6656e-05-0.0021198i,-5.7057e-05-0.0032572i,-4.8337e-05-0.0029044i,0.00034317-0.0014373i,0.0012273-0.0010451i,0.0019788-0.00048517i,0.0013954-0.00038435i,-8.1559e-05-0.0010905i,-0.00084558-0.0016139i,-0.00041575-0.0010735i,0.00059606-0.00011632i,0.00049746+0.000914i,-0.00025953+0.0013969i,-0.0010812+0.00023339i,-0.0012288-0.00076879i,-0.00042297-0.00020003i,0.00016825+0.00078698i,-0.00027896+0.00038411i,-0.00073222-0.00086989i,-3.6513e-05-0.00090338i,0.00099916+0.00019651i
0.00084249-0.0010628i,-0.0018614-0.00020253i,-0.0017339+0.0013347i,-0.0023105+0.0018835i,-0.0034778+0.001746i,-0.0019785+0.00031418i,0.00032834-0.0012537i,0.00070642-0.00089349i,-0.00016571-0.0012869i,-0.00075441-0.0019618i,-0.0010246-0.00018458i,-0.0008718+0.0019352i,0.00032099+0.0029875i,-0.00022397+0.0029483i,-0.0011609+0.0016431i,-0.0012361-0.00019017i,-0.00049377-0.0010052i,0.00071069-0.00042356i,0.00057295+0.0001396i,0.00015012-0.00076277i,0.00025218-0.0019389i,0.00062557-0.0016296i,0.00037558-0.00094923i
0.0032432+0.0014302i,0.0033831+0.00027121i,0.0044187+0.00048707i,0.0059868-0.00063872i,0.0053607-0.0020424i,0.0033997-0.0024618i,0.002432-0.0028135i,0.0014122-0.0022366i,0.00046423-0.00063496i,3.6685e-05+0.00039306i,-0.00071316+0.00098613i,-0.0013569+0.0012422i,-0.001109+0.001554i,-0.001643+0.0015469i,-0.0020002-7.155e-05i,-0.0015443-0.0014982i,-0.00069528-0.0011223i,0.00035663-0.00027739i,0.00059728+0.00035345i,0.00097236+0.00066696i,0.0012345-0.00016158i,0.0011438-0.00080094i,0.00023753-0.00028648i
-0.0020843+0.00083517i,-0.0042852+0.0015018i,-0.0046357+0.00099287i,-0.0041365-1.9449e-05i,-0.0032085-0.00082195i,-0.00099147-0.00062449i,0.00026793-0.0010508i,-0.00033271-0.0012617i,-0.00076476-0.00039835i,-0.00099365-2.9605e-05i,-0.00093367+0.00015191i,-0.00075002+0.00068111i,-0.00044293+0.00064651i,-0.00091896+0.00026402i,-0.00081196-0.00056398i,-0.00011027-0.0014835i,5.0127e-05-0.00098418i,9.9628e-06-2.7595e-05i,0.00014434-0.00029223i,0.00045284-0.00055112i,0.00032499+4.0783e-05i,9.8096e-05+0.00029962i,-0.00017714+0.00056705i
-0.005015-0.001233i,-0.0059909-0.0013824i,-0.0041741-0.00031768i,-0.0013479+0.00034518i,0.0012491-0.0002137i,0.0025931-0.00099374i,0.0018013-0.0013297i,0.00015474-0.00098915i,-0.00074341-0.0011606i,-0.00046374-0.0012188i,-0.00080223-0.00090846i,-0.00086133-0.00067392i,-0.00080311-0.00085058i,-0.00055192-0.00096289i,-0.00057708-0.00048323i,0.00015777+0.00017519i,0.0011716+0.00072313i,0.00053593+0.00086412i,-0.00027801+0.0012784i,0.00026075+0.0015936i,0.00084017+0.0012601i,0.00075649+0.000375i,0.00028949+6.5422e-05i
-0.00073242-0.0023635i,-0.00025495-0.0033638i,-4.6651e-05-0.0020046i,-0.0016144-0.0010798i,-0.0018702-0.0013421i,-0.00048338-0.0018782i,0.00041307-0.0016027i,-0.00065789-0.00067787i,-0.00058807-7.3209e-05i,0.00061335-0.00049475i,-2.7939e-05-0.0012565i,-0.0009322-0.001797i,-0.0014338-0.0017246i,-0.00046822-0.0017293i,0.0010013-0.0013508i,0.0011791+2.9544e-05i,0.00049386+0.00065166i,0.00017189+0.00012051i,0.00024821-2.2612e-05i,0.00051655+0.00074995i,0.00065807+0.0011025i,0.00035263-0.00021678i,0.00054301-0.001083i
0.0018865+0.00035264i,0.0033289-0.00052634i,0.0039084-0.00077031i,0.0038114-0.00015622i,0.0034331+0.0004772i,0.0028562-0.00029011i,0.0018399-0.00092562i,0.0016961-0.00047861i,0.0019033-0.00055812i,-0.00030243-0.00086769i,-0.001853-0.0008815i,-0.00055303-0.0012429i,0.0003543-0.001503i,-3.5505e-05-0.00080016i,4.453e-05-0.00027016i,0.0002182+0.0003542i,-0.00031783+0.00086953i,-0.00072502+0.000815i,-0.00051613+0.0008435i,-0.00092541+0.0010223i,-0.001089+0.0011782i,-0.00080543+0.00094876i,-0.00071533+5.4307e-05i
-0.00084895+0.00043302i,-0.00092466+0.00079541i,-0.0007645-7.0965e-05i,-0.0022564-0.0015606i,-0.0024729-0.0017933i,-0.00015388-0.0017346i,0.0017196-0.0022585i,0.0015531-0.0022214i,0.00038461-0.0015775i,-0.00020629-0.00052793i,0.00012603+0.00080426i,0.00076797+0.0013572i,0.0014422+0.0016452i,0.0014694+0.0010145i,0.00061294+0.00049329i,-0.00038919+0.00059094i,-0.00052475+0.0010076i,-0.00016139+0.00078937i,-0.00068002+0.00040298i,-0.0014406+0.00022012i,-0.0015179-4.1794e-06i,-0.0010406+6.2448e-05i,0.00026416+0.00031009i
0.00010013+0.0012333i,-0.00083633+0.001371i,8.7705e-06+0.001866i,0.0016985+0.0017622i,0.001713+0.0017366i,0.00084096+0.00024391i,0.00010779-0.0018869i,-0.00027524-0.0021193i,1.8425e-05-0.0019417i,0.00021743-0.0017648i,-0.00015314-0.00034049i,-0.00087892+0.00091752i,-0.00062998+0.0010243i,0.0004264+0.00085136i,0.00024557+0.00055615i,-0.0008623+0.00081337i,-0.0010079+0.00085347i,-0.00028697+0.00022477i,4.2399e-05+7.7915e-05i,5.6992e-05-0.00023993i,-0.00049364-0.00071398i,-0.0012296-0.00050784i,-0.00059298+0.00041099i
0.0011794+0.00065385i,0.0015513+0.00141i,0.0015667+0.00077086i,0.00016549-0.0013099i,-0.0014144-0.0025985i,-0.0006065-0.0024804i,0.00099317-0.0031357i,0.0008714-0.0035384i,-6.2509e-05-0.0028017i,-0.00076554-0.0010076i,-0.00057569-0.00046432i,0.00027454-0.00050136i,-0.00019442+0.00069282i,-0.0015145+0.001512i,-0.0025341+0.001694i,-0.0023978+0.0013279i,-0.0011421+0.001166i,-0.00017912+0.0017312i,-0.00028993+0.00061852i,-0.00049874-0.00044559i,0.00033258-0.00080892i,0.00054186-0.00080968i,0.00063991-0.00067723i
-0.00087959-0.00064397i,-0.0015741-9.3651e-05i,-0.00015679+0.00093332i,0.001459+0.0018828i,0.0016191+0.0019753i,0.0014283+0.0010045i,0.00079113-0.0010597i,-0.00034303-0.0023722i,-0.0010027-0.0013749i,-0.00073253-2.5963e-05i,-0.00023352-0.00045911i,-0.00056393-0.00044346i,-0.0013567+0.0004143i,-0.0014055+3.0574e-05i,-0.0017084-2.8073e-05i,-0.0018637+0.00067313i,-0.0013853+0.00082343i,-0.00034076+0.00037689i,0.00093606-0.00083303i,0.0013583-0.0010882i,0.00068788-0.00069131i,0.00040657-0.00014587i,0.00043415+0.00097041i
-0.002512-0.0024823i,-0.0031965-0.0024662i,-0.0034935-0.0012879i,-0.0024274-0.0012242i,-0.00081542-0.0029789i,0.00091363-0.0033619i,0.0018961-0.0021141i,0.00092587-0.0014119i,-0.00081024-0.00090276i,-0.00065142+0.00047512i,-0.00087804+0.00088273i,-0.001604+0.00033487i,-0.0016456-0.00067945i,-0.00081202-0.0010548i,0.00030609-0.00053603i,0.00035286-1.8158e-05i,-0.00045139+0.00019899i,-0.00051828-0.00034394i,-4.5978e-05-0.00028123i,7.8884e-05-0.00027749i,0.00045318-0.00048309i,0.0006485-0.00033808i,0.00016619+0.00022201i
-0.00032638+0.0024324i,0.00047986+0.0042045i,0.00029508+0.006609i,0.00035467+0.0075588i,0.0011062+0.0045079i,0.0022988+0.00031307i,0.0029582-0.00074474i,0.0014489+0.00096059i,-0.00024479+0.0023286i,-0.000778+0.0012024i,-0.0007757-0.00021091i,-0.00098136-0.00045998i,-0.00029788-0.001001i,-8.1107e-06-0.0017805i,-0.00053605-0.0024433i,-0.00079031-0.002492i,-0.00097006-0.0019767i,-0.0010012-0.0010668i,-0.00085454-0.00073853i,-0.00041253-0.00025443i,-0.00016928+0.0010512i,-0.00031464+0.0011412i,-0.00046538+0.00035298i
0.0016146+0.00045311i,0.0021025+0.00060873i,0.0026456-0.0009366i,0.0028861-0.0029869i,0.0027847-0.0027978i,0.0022479-0.0022109i,0.0022912-0.0013732i,0.0018278-0.0010472i,0.00019619-0.0016366i,-0.00050452-0.00078734i,-0.00017893+5.131e-05i,-9.411e-06+0.00019955i,-3.5425e-05+0.00045151i,-4.8233e-05-0.00014589i,0.00011805-0.00080113i,3.3908e-05-0.0012478i,-0.00064775-0.0013688i,-0.00080976-0.0011735i,-0.00029409-0.0010076i,-5.6816e-05-0.0006372i,-0.00020256+8.4107e-05i,8.5519e-05+0.00090998i,0.00053949+0.00075888i
0.0005599+0.0021795i,-0.00097347+0.0021506i,-0.0018579+0.0017908i,-0.001364+0.0016287i,4.581e-05+0.0016397i,0.0012975-0.00067766i,0.0012806-0.0022747i,0.00091497-0.0017819i,-0.00012131-0.0011047i,-0.00078608-0.0013369i,-0.00038786-0.0017031i,0.00063448-0.0011953i,0.001186-0.00099545i,0.00040812-0.0016763i,-0.00045228-0.002442i,-0.00059002-0.0027992i,-0.00060002-0.0026449i,-0.0001517-0.0018867i,-0.00021134-0.00012439i,-0.00095324+0.00087212i,-0.00099482+0.00056037i,-0.00039583-0.00044329i,-0.00016049-0.00088105i
-0.0024169+0.0002934i,-0.0018717-0.00037839i,-0.0023325-0.0017259i,-0.0012562-0.0022781i,0.00050849-0.0018659i,0.00142-0.001945i,0.00059933-0.0031588i,-0.0011959-0.0031701i,-0.0021797-0.0019215i,-0.0011445-0.0008906i,-0.00026943-0.00079728i,-0.00011171-0.00062316i,0.00052099+2.5018e-05i,0.00097876+0.00055753i,0.001071+0.00041439i,0.0012268-4.8609e-05i,0.0012307+0.00021841i,0.00084435+0.00013148i,0.00058824+1.6685e-06i,0.00064137+0.00037247i,0.00030423-0.00032783i,-0.00042851-0.0010655i,0.00030226-0.0015399i
-0.0041426+0.0035i,-0.0038074+0.0028105i,-0.0020741+0.0031808i,-0.00191+0.0032814i,-0.0016105+0.0023427i,-0.00013931+0.00051224i,0.00065762-0.0014565i,0.00071656-0.0018732i,0.00070803-0.0010341i,0.00099009-0.0010773i,0.0012684-0.001022i,0.00087448-0.00050316i,0.00061318-0.00011629i,0.00090324-0.0007333i,0.00082421-0.0011721i,0.0014053-0.00050306i,0.0023932-0.00024206i,0.0015553-6.6903e-05i,-0.00034926+0.00020132i,-0.00064781+1.5846e-05i,0.00044777+0.00018856i,0.00079952+0.00010021i,0.00011818-2.8278e-05i
-0.0036873-0.0039702i,-0.0027203-0.0025861i,0.00015717-0.0010901i,0.0022102-0.00074857i,0.0019045-0.0012205i,0.0012687-0.0018993i,0.00064249-0.0030592i,-0.0001341-0.0036082i,-0.00071558-0.0019858i,1.9716e-05+0.00056082i,0.00022339+0.0020507i,-0.00075682+0.0025734i,-0.00050393+0.0019389i,0.0012646+0.0011331i,0.0022124+0.00072388i,0.0018386+0.0012494i,0.0016552+0.0017763i,0.0010788+0.00080578i,-3.9613e-05-9.2706e-05i,-0.00040594+3.6766e-05i,-0.00047163+0.0003435i,-3.3051e-05+0.00021699i,0.00077167+0.00031912i
0.0010829-0.00018416i,0.0020412+0.00017839i,0.0030469+0.0010161i,0.0021836-0.00041836i,0.00069435-0.0013029i,0.0010681-0.0022522i,0.0016734-0.0032644i,0.0012404-0.0019312i,0.00072829-1.3956e-05i,0.00034786+0.00045286i,-7.9063e-05+0.00034178i,-0.00080034+6.1838e-05i,-0.0012032-0.00045169i,-0.00072598-0.00047963i,-9.8787e-05-8.7589e-05i,-0.00029256+0.00078579i,-0.00081014+0.0018303i,-0.0014196+0.0023956i,-0.0017389+0.0014967i,-0.0018069+0.00059785i,-0.0018232+0.00061251i,-0.0012038+0.00059993i,2.7772e-05+0.0003414i
0.00045477+0.0039336i,0.0013525+0.004215i,0.0023051+0.0024017i,0.0034571-0.00020305i,0.0038513-0.0019231i,0.0040761-0.0033908i,0.0034859-0.0028438i,0.0012935-0.00046411i,-0.0003364+0.0013425i,-0.00064148+0.0009047i,-0.00042701-4.6332e-05i,-0.00044639-0.00032333i,-3.1034e-05-8.2671e-05i,0.00023728-0.00022766i,-0.00038931-0.0010865i,-0.0019592-0.00015352i,-0.0029268+0.0012838i,-0.0013571+0.0012735i,7.4683e-05+0.00059496i,-0.00026632+0.00031328i,-0.0011832+0.00021525i,-0.0013043-0.0001462i,-0.00047217-0.00025335i
-0.00053016+0.0021605i,-0.0010793+0.0041274i,-0.002687+0.0037017i,-0.0046904+0.0025169i,-0.0033478+0.0013749i,0.00075894-0.00073069i,0.0032958-0.0026528i,0.0028004-0.0028385i,0.001341-0.0022644i,0.00017053-0.0017729i,-0.0010069-0.0011349i,-0.00087916-0.00080585i,-6.6016e-05+0.00032389i,0.00023372+0.0014284i,-9.8217e-05+0.0017264i,-0.00067867+0.00077016i,-0.0016746+0.0001734i,-0.0012293-7.4777e-05i,-0.00036286-0.00061388i,-0.00026019-0.0013469i,-0.00034613-0.0017353i,-9.574e-05-0.0011818i,0.00051303-5.112e-05i
-0.0067967+0.0042405i,-0.0062487+0.0064736i,-0.002846+0.0077644i,0.0013365+0.0057429i,0.0041162+0.0034263i,0.0042963+0.0012855i,0.0035568-0.0016529i,0.0021289-0.0024773i,0.00042875-0.0020533i,0.00015519-0.0020814i,0.00048661-0.0020766i,0.00044927-0.0019844i,4.7296e-05-0.0013701i,-0.00066045-0.0013707i,-0.00025037-0.0017761i,-0.00032483-0.0017774i,-0.00091216-0.0014088i,-0.00055861-0.00085949i,-0.00020701-0.0012683i,-0.0002299-0.0011761i,-0.00076856-0.00081629i,-0.00085391-0.00075902i,0.00025576+2.6148e-05i
-0.0023772+0.00058407i,-0.001478-0.00021118i,0.00072064-0.0014718i,0.00069228-0.0023322i,0.00015579-0.0015831i,0.00045614-0.0015307i,0.00058547-0.00233i,-0.0002-0.0014701i,-0.00021234-0.0005404i,0.0012601-0.0004336i,0.0016261-0.00025882i,0.00044058-0.00084022i,-0.00028549-0.0016939i,-0.00066344-0.0019232i,-0.001632-0.0019517i,-0.0017407-0.0020274i,-0.00069531-0.0014432i,0.00039461-0.00041033i,0.00070501-0.0003558i,0.00097862+0.00015384i,0.001054+0.00055293i,0.00055201-6.9244e-05i,-0.00063636-0.00077096i
-0.0041811-0.0047011i,-0.0041349-0.005437i,-0.002783-0.0024342i,-0.001267+0.00047498i,-0.00016544+0.00072375i,0.00036599-0.00020878i,-0.00058774-0.00096082i,-0.0014871-0.00038744i,-0.0017065+0.00079931i,-0.00090503+0.0010991i,0.00025388+0.00033657i,0.00093149+0.00036193i,0.00079501+0.00063382i,0.00032052-0.00031187i,0.00025306-0.0013411i,0.00079249-0.00080103i,0.001369+0.0001332i,0.00081675-0.00080964i,0.00027733-0.0011977i,-1.8115e-05+2.8933e-05i,0.0002442+0.00034696i,0.0010061+1.4153e-05i,0.00052104-0.0004459i
0.003161+0.00069897i,0.0023832+0.00043352i,0.00065366-0.00053683i,-0.0011943-0.0012479i,-0.0020359-0.0013341i,-0.0018864-0.0012808i,-0.0022182-0.00035706i,-0.0021294+0.00017316i,-0.00070092+0.0011726i,-0.00050348+0.0016604i,-0.00022012+0.0017654i,0.00060858+0.0020486i,0.00075474+0.0010577i,0.00065503-0.00036604i,0.00027275-0.0015992i,-6.5903e-05-0.0016101i,0.00038998-2.4348e-05i,0.0014832+0.0013014i,0.0017237+0.00131i,0.00183+0.001121i,0.0020355+0.0010696i,0.0013028+0.0013378i,0.00062881+0.00034385i
