-0.00075411+0.0010241i,-0.0010309+0.00025602i,-0.0022785-0.00041652i,-0.0020917-0.0002776i,-0.0020212+0.00098911i,-0.0022488+0.0019995i,-0.0012561+0.0024432i,0.00075798+0.0016118i,0.0018365+0.00035289i,0.0011001-0.00022022i,-7.0064e-05-0.00051711i,-0.0002951-0.0012422i,-0.00022195-0.00078755i,-0.00027794+0.00066637i,-0.00021901+0.0014319i,-0.00031161+0.001117i,-0.0001086+0.00049594i,-6.1171e-06+0.00041178i,-9.1047e-05+0.0010865i,-0.00044937+0.00096539i,-0.00018256+0.00021661i,-0.00023096-0.00067568i,-0.00057957-0.00039193i
0.0012512+0.00017915i,0.0013798+0.00092274i,0.00074022-0.00031141i,-0.00027613-0.001317i,-0.0003194-0.00059737i,-0.00031526+0.00099806i,-0.00036026+0.0013042i,0.00047012-7.3287e-05i,0.00083815-0.00045245i,0.00077096-0.00071648i,0.00061473-0.0013164i,-0.0003909-0.0014094i,-0.00068903-0.0009042i,-0.00059699-0.00073625i,-0.00095518-0.001132i,-0.0011023-0.00056248i,-0.0009793+0.00011131i,-0.00055639-0.00071485i,-0.00048504-0.0013158i,-0.00094747-0.00051635i,-0.0010602-0.0001121i,-0.00062931-0.00027387i,-0.00045438+0.00030352i
0.0014213+0.00051862i,0.0024492+0.00078908i,0.0027593+0.00082878i,0.0016408+0.00054906i,3.2073e-05+0.00051278i,-0.00061792+0.0015349i,-1.2684e-05+0.0025327i,2.2763e-05+0.001625i,-0.0003895-0.00056662i,-0.00013415-0.0016515i,4.4957e-05-0.0019047i,0.00049246-0.0020707i,0.00058272-0.0013038i,-3.1664e-05-0.00062484i,-0.00036532-0.00049167i,-0.00035835-0.00038263i,-0.00036898-0.00029907i,-0.0002145+1.5093e-05i,-0.00011672-0.0001665i,-6.2183e-05-0.00049161i,0.00040377-0.00014387i,0.00094078-0.00028443i,0.0007003-0.00038025i
-8.6042e-05-0.0013405i,0.00054956-0.0021969i,2.6568e-07-0.0019546i,-0.00085576-0.0013722i,-0.00096433-0.0013941i,-0.00084808-0.00025901i,4.6981e-05+0.0015103i,0.00067293+0.0016176i,0.00059964+0.00056518i,0.0007018-0.00037697i,0.00041051-0.00056553i,-0.00029422-0.00046644i,-0.0007486-9.1059e-05i,-0.0009049+0.00020579i,-0.0011608+0.00023915i,-0.00049009-7.3015e-05i,0.0002594+0.00074183i,-0.0001713+0.0004809i,-0.0001291-0.00029233i,0.00079429+0.0001324i,0.0014567+0.00025657i,0.0017527-0.00022116i,0.00086156-0.0009861i
-0.00027371+3.2718e-05i,-0.00032952+0.00061566i,-0.0013029+0.00017171i,-0.0015106-0.00058041i,-0.0013042-0.00014366i,-0.0009834+0.00055089i,0.00012117+0.0007332i,0.0011727+0.0009077i,0.00069706-0.00019883i,-0.00036472-0.0014108i,-0.00032035-0.0012316i,-0.00047087-0.0012257i,-0.0011958-0.0013912i,-0.00063331-0.0001792i,-9.844e-05+0.00013171i,-0.00041131-0.0007379i,-0.00041637-0.00073487i,-0.00016133-0.00016404i,-0.00043418+0.00052753i,-0.00053835+0.00071031i,-0.00021548+6.6039e-05i,-0.00023861-0.00019503i,-0.00011659+2.1618e-05i
0.00086757-0.00028882i,0.0021-0.00028967i,0.0023179-0.0003005i,0.0013048-0.00075143i,0.00051895-0.00019129i,-0.0011928+0.00076147i,-0.00101+0.0010993i,0.00064088+3.7969e-05i,0.0014317-0.0013372i,0.0011669-0.0010056i,0.00014881-0.00073698i,3.9566e-06-0.0013792i,-0.00031455-0.0011658i,-0.00021076-0.00030376i,1.1643e-05+6.3833e-05i,-0.00015162-0.00031237i,-0.00015019+0.00038527i,-0.00032747+0.0017431i,-0.00055888+0.001183i,-0.00025665-0.0004738i,-5.3455e-05-0.0011186i,0.00063634-0.00044577i,0.0012589+0.00035523i
0.00037571+0.0008802i,0.00041037+0.00051657i,0.00041475+0.000153i,-5.8593e-05+0.00068216i,0.00057219+0.00056319i,0.0009704+0.00017896i,0.00042957+0.00050714i,0.00027435+0.00071903i,0.00057834-9.4355e-05i,0.00039248-0.00093267i,-3.1372e-05-0.00094294i,-0.00052761-0.00069069i,-0.00084864-0.0011634i,-6.9867e-05-0.00082844i,0.00024932-0.00011365i,-0.00054552+3.6183e-05i,-0.00064344-1.8316e-05i,-7.2793e-05-0.00010678i,0.00054222+0.00043412i,4.2743e-05+0.00083955i,-0.00085321+8.9867e-05i,-0.00098693+4.479e-05i,-0.00093496+0.00095808i
0.001258+0.00018929i,0.0010066+0.00031115i,0.00065873+0.00063494i,0.00031886+0.00065516i,-0.00066068+0.00043139i,-0.0014925+0.0011623i,-0.00020728+0.0015761i,0.00085944+0.0010605i,0.001135-0.00021848i,0.00042601-0.0014828i,-5.7309e-05-0.0015431i,0.00055557-0.0010253i,-7.9889e-05-0.00042491i,-0.00033412-0.00049561i,0.00027425-0.00053282i,0.00017233-0.00013974i,-3.5005e-05-5.6243e-07i,0.00040134+9.5871e-05i,0.00048679+0.0010482i,3.6454e-05+0.0010933i,-0.00060083+0.00074524i,-0.00063814+0.00066941i,-0.00043283+0.00051924i
0.00063804+0.00015556i,0.00080814+0.00035402i,0.00011387+0.00026901i,-0.00067329-0.00041688i,-0.001028+7.6938e-05i,-0.0006201+0.00035283i,-0.00036869+0.00019723i,0.00070384+0.00041229i,0.0011698-5.3948e-06i,-7.8389e-05-0.0009448i,-0.00017622-0.0010994i,0.00055289-0.00091744i,0.00053145-0.0011501i,0.0004753-0.0010727i,0.00045065-7.3281e-05i,-0.00016586+3.816e-05i,-8.7301e-05+0.00015434i,-7.6375e-06+0.00019372i,-0.00033937+0.00038303i,-0.00036707+0.000535i,3.2736e-05+0.000283i,-0.00018777+0.00010298i,-0.0005391-0.00013233i
0.00031322+0.00049129i,0.00030902+0.00039407i,-6.407e-06+2.6279e-06i,-0.00010219+9.4169e-05i,0.0001585+4.5952e-05i,0.00063583-7.5754e-06i,0.0013485+0.00062065i,0.0023186+0.00054185i,0.0012995-8.5938e-05i,0.0003812-0.0004469i,0.00045024+6.6551e-05i,-0.00010379+0.00010025i,-0.00030116-0.00010063i,0.00014715+0.00050328i,0.00036275+0.00047374i,0.00013654+0.0004069i,-0.00014697+0.00043115i,-0.00017893+5.9505e-05i,-0.00056388-0.00026676i,-0.00042153+5.0855e-05i,-0.00050079+0.0005005i,-0.0010833+0.000286i,-0.00065937+0.00018895i
0.00041277-0.00020887i,-0.00023599-0.001088i,1.5739e-05-0.00106i,-0.00039477+8.5449e-05i,-0.0017487-0.00022228i,-0.0027642-0.00029351i,-0.0018531+0.00069994i,-0.00013435+0.00058286i,0.00077645-0.00034258i,0.00088096-0.00076463i,0.00031323-0.0012687i,7.0836e-05-0.0010887i,-0.00059489-0.00068971i,-0.0011005-0.00035897i,-0.00036193-0.00058613i,4.8731e-05-0.00071961i,-0.00026181-0.00045411i,0.00010736+0.00027557i,0.0002676+0.0004268i,-0.00027425+0.00046229i,0.0001002+0.00034328i,0.00068739-2.4533e-05i,0.00067245-0.00052845i
-0.00016757+0.0010398i,0.0016973+0.0012401i,0.0015024+0.00086595i,0.00094087-0.00056153i,-0.00066159-0.00029453i,-0.0017482-0.0003429i,-0.00067853-0.0001284i,0.0008709+0.00087306i,0.0015306+0.00050136i,0.00095203-0.00052519i,0.0011939-0.0012988i,0.0012338-0.0013428i,0.00070548-0.0013592i,0.00043832-0.0013025i,2.1044e-05-0.00017374i,-0.0007105+0.00074111i,-0.0015082-5.6081e-05i,-0.0017629+3.4953e-05i,-0.00077889-7.4704e-05i,-0.00038795-0.00047547i,-0.00048407-8.4644e-05i,0.00024764-0.00020395i,0.00035279-0.00061994i
0.00038813+0.0025694i,3.6823e-05+0.0034172i,-0.00037596+0.003505i,0.00061302+0.0015871i,0.00099569+0.00043746i,0.00071283+0.00043407i,0.00059606+0.0010524i,0.00046329+0.0014401i,0.0011421+0.00098175i,0.0012069+0.00020114i,-0.00049584-0.00073093i,-0.0013202-0.0020485i,-0.0004659-0.0016256i,-0.00018312-0.0011293i,-0.00013888-0.00073461i,0.0003229+0.00047553i,-0.00017003+0.001245i,-0.0002943+0.00041826i,0.00015793-0.0013071i,0.00047555-0.0008411i,0.00015192+0.00030744i,-0.00051105+0.00030622i,-0.00019643+0.0003923i
-0.0012629-0.0012328i,-0.001782-0.0012706i,-0.0019302-0.0011072i,-0.0015762-0.00076306i,-0.001065+1.276e-06i,-0.00076518+0.00075144i,-0.00012471+0.0012763i,0.00084529+0.00071203i,0.0011035-0.00020967i,0.0006448-0.00067401i,-0.00025003-0.0005415i,-0.00051084-0.00028067i,-0.0002886-0.0002908i,-0.000402+5.2616e-05i,-0.00046557+0.00026869i,-0.00021404+0.00033639i,0.00013314+0.00023109i,0.00059572+0.00013797i,0.00026658-0.00010221i,-0.0002094+9.0591e-05i,-8.5372e-05-1.9811e-05i,-0.00024852-0.00023229i,0.00017016-0.00037722i
-0.00024067-0.00012923i,0.00090213-0.00020409i,0.0010288-0.00027906i,0.00017844-9.9217e-05i,-0.00058841+0.00033892i,5.9261e-05+0.00081876i,0.00048269+0.0014455i,2.9611e-06+0.0013446i,-4.1059e-05+5.0881e-05i,0.00045796-0.00084142i,0.00045437-0.0013779i,0.00010604-0.0015968i,0.0001935-0.00046295i,0.00021213+0.00055037i,0.00034104+0.00050699i,0.00095083+0.00021021i,0.00063804-0.00010958i,-0.00070079-0.00025781i,-0.00074857-0.00047295i,0.00028966+0.0001245i,0.00052782+0.00047283i,0.00025506+5.6493e-05i,4.6623e-05-0.00022359i
0.00070709+0.00034263i,0.00033855-0.0014327i,-0.0002113-0.0018179i,-0.00064343-0.0012366i,-0.00055874-0.0013195i,-0.00076539-0.00063218i,-0.00046258+0.00032455i,-2.2429e-05+0.00054863i,0.00091148+0.0001412i,0.0011279-0.00094215i,0.00019196-0.0017617i,-0.00042707-0.0017384i,-0.00093032-0.0015089i,-0.00042836-0.0013061i,0.0007226-0.00095059i,7.4208e-05-0.00056298i,-0.00044043-0.00049489i,-0.00071875-5.3475e-05i,-0.00071357-0.00016372i,0.00021288-0.00043159i,0.00013055-0.00019448i,8.4567e-05+8.9222e-05i,1.0891e-05+0.00028496i
-0.0014355-0.0013437i,-0.0015511-0.0015497i,-0.00089059-0.0010492i,-0.00017235+0.00023351i,-0.0010458+0.00083115i,-0.0014363+0.00043666i,-0.0010459+0.00089663i,-0.00044301+0.00093333i,0.00047414+0.00010368i,0.00044435-0.00036245i,0.00014272-0.00098006i,0.00011128-0.0011923i,-0.00016203-0.0011678i,-0.00060817-0.00054739i,-0.00060374+0.00040008i,0.00011122+0.00115i,0.00078549+0.00097825i,1.3664e-06+0.00030064i,-0.0005034-0.00014854i,-0.00034775-3.8003e-06i,-0.00043357+0.00012414i,0.00012256-4.1586e-05i,0.00044609+0.00040373i
0.0010532-2.0754e-05i,0.0012075+0.00056945i,0.0018614+0.00030631i,0.0013666-9.603e-05i,0.00036753-0.00016184i,0.00010839+0.00052472i,0.00064871+0.00058756i,0.0015048+3.1363e-05i,0.0012375-0.0009407i,0.0011117-0.0014542i,0.0008207-0.0012193i,-0.00018423-0.00067415i,-0.0012733-0.0004876i,-0.0015056-0.00041674i,-0.00064893-0.00076834i,0.00026759-0.00081602i,0.00076828-0.00072899i,0.00091252-0.00026581i,-0.00023044+0.00042091i,-0.00083655-0.00023703i,-5.3219e-05-0.00051068i,0.00044127-0.00051979i,0.0002862-0.00086266i
-0.0012732+0.00095269i,-0.0017717-0.00013832i,-0.0010231-8.2415e-05i,0.0004164+0.00016439i,0.00026592+0.00079881i,-0.00055312+0.00060945i,-0.00032383-9.4385e-05i,-0.00011769+0.0001231i,-0.00022364-0.00019454i,-0.00021527-0.00072414i,-9.4596e-06-0.00043403i,-0.00080744-0.00080186i,-0.0014275-0.0016548i,-0.00040836-0.000931i,0.00065798-0.00054832i,0.00063834-0.001187i,3.2502e-05-0.00034072i,-0.00075576+0.00038557i,-0.00054925-6.8162e-06i,-0.00024064-0.00056648i,0.00014861-0.0011569i,0.00088274-0.00077694i,0.00039763+4.2122e-05i
-0.00039386+0.00045545i,-0.0011018-0.00056648i,0.00041851+0.0002535i,0.0009869+0.00033326i,-0.00027832-0.00049597i,-0.0011034+0.0006286i,-0.00031415+0.0016429i,0.00074304+0.0012191i,0.0010361+0.00027946i,0.00099064-0.0012052i,0.00048503-0.0022278i,-0.00019653-0.0020005i,-0.00028124-0.0010564i,-9.9979e-05-0.00076057i,-0.00028566-0.00088073i,-0.00046757-0.00092318i,-0.00010619-0.0003786i,-0.0001184+2.1075e-05i,-7.2907e-05-0.0008992i,4.9269e-05-0.0011815i,-0.00024135+0.00028114i,0.00040306+0.0010424i,0.0005914-0.00010881i
-0.0006476+0.00041828i,0.00088862+0.00055892i,0.0014308+0.0010463i,0.00082837+0.000816i,-0.00032366+0.00087935i,-0.0007544+0.00082027i,7.3977e-05+1.9982e-05i,0.0010083-0.00017279i,0.00084168-0.00015645i,0.00043693-0.00017756i,0.00037355-0.00070761i,9.3112e-05-0.0013915i,-0.00079516-0.0011489i,-0.0006781-0.00068623i,0.00050562-0.00098795i,0.0011583-0.00080853i,0.00030355-0.00011887i,-0.00059531+0.000336i,-0.0004623+0.00031937i,-0.00019733-0.00052111i,-0.00034572-0.00055553i,-0.00043543+0.00015512i,-0.00028834-1.4578e-05i
7.8433e-05+0.0044389i,-0.00052377+0.0041784i,0.0006352+0.0027826i,0.00077537+0.0017179i,0.00030341+0.0014646i,0.00027491+0.00087992i,0.00050854+0.0010782i,0.0015653+0.0016976i,0.0025499+0.00063891i,0.0016941-0.0002432i,0.00034105-0.0009133i,-0.00021313-0.00087108i,-0.00068654-0.00043938i,-0.00055522-0.00040009i,0.00053347+0.00016864i,0.00063875-1.6979e-05i,6.9997e-05-0.00029526i,0.00026089+7.4243e-05i,0.00048156+0.00040979i,0.00013703+0.00057188i,-0.00048989+0.0012455i,-0.00071681+0.0015957i,-0.00062552+0.0010859i
-0.00058393-0.00064562i,-0.00090727-0.0014545i,0.00046018-0.0021415i,0.0015176-0.001227i,0.00017544-0.00042619i,-0.00070704-0.00043846i,-9.5056e-05+0.00050319i,0.00031029+0.00096655i,0.00079605+0.00067672i,0.00044198+0.00010739i,-0.00071686-0.00073243i,-0.0011892-0.0010593i,-0.00086532-0.0012965i,-0.00094623-0.0009648i,-0.00039776+3.4522e-05i,0.00035527+0.00024584i,0.00063277-0.00012318i,0.00063646-0.00056821i,0.00082909-0.00054436i,0.00060661+4.1241e-05i,6.5201e-05-0.00021578i,-5.1622e-05-0.00071394i,4.7182e-05-0.0010955i
-0.0020459+0.0006921i,-0.0029051+0.00096448i,0.00023466+0.003065i,0.00043502+0.002525i,-0.00074636+0.00089463i,-0.0011354+0.00053416i,-0.00080867+0.00072629i,0.0005565+0.00047655i,0.0014137-0.00030765i,0.0010987-0.00057096i,0.00074165-8.7282e-05i,0.00018541-6.3776e-05i,-0.00092172-0.00081321i,-0.00059545-0.00056296i,0.00079628+8.3592e-05i,0.0010811-0.00016667i,0.0009458-0.00035868i,0.00027553-0.00050406i,-1.1058e-06+0.00013955i,0.00023618+0.0016785i,1.4692e-05+0.0015724i,-0.00020534+0.0004399i,0.00010286+0.00047239i
6.5227e-05+0.0027134i,0.0011829+0.0035396i,0.0012385+0.0034181i,0.00027205+0.0020521i,-0.0001674+0.00066231i,9.5041e-05+0.00042434i,0.00016939+0.00076211i,0.00053963+0.00067073i,0.0012261-0.00029621i,0.0012812-0.0009071i,0.00069305-0.00074117i,0.00060129-0.00085029i,0.00058394-0.0010025i,5.6741e-05-0.00098565i,2.7655e-05-0.00070972i,0.00057633-0.0001529i,0.0004278-0.00015719i,-0.0010806+0.00012462i,-0.0023418+0.00063588i,-0.000985-0.0002848i,0.00085421-0.00078382i,0.00083811-0.00071868i,0.00048447-0.00057522i
-2.6837e-06+0.0027597i,0.00053893+0.0017452i,0.00043862+0.0021189i,-0.00040735+0.001787i,-0.00088874+0.00062414i,-0.00088101-0.0003246i,-0.00091909+0.00039349i,-6.9182e-05+0.0014515i,0.000321+0.0014988i,0.0002697+0.00027303i,0.0011444-0.0012343i,0.00092755-0.0014739i,-0.00015376-0.00097827i,-0.00024912-0.00024054i,-0.00021378+0.00013544i,-0.00013816+0.00065311i,0.0003954+0.00064966i,0.00078078+0.00035517i,0.0001118+0.00092986i,-0.00012625+0.0018122i,-0.00058167+0.0016407i,-0.0010606+0.00020359i,-0.00053348-0.00022369i
0.00081058+0.00044732i,0.0014639+0.0013605i,0.00050421+0.0010696i,1.6434e-05-0.0003828i,-0.0002193-0.0008999i,-0.00069206-0.00059397i,3.7259e-05+0.00013313i,0.00083223+0.0001661i,0.000797-0.00070229i,-4.5279e-05-0.00084577i,-0.0010574-0.00088272i,-0.0012693-0.0015931i,-0.0010022-0.0013899i,-0.00087241-0.00016484i,-0.00047932+1.6535e-05i,0.00028691-4.5539e-05i,0.00034013+0.00010468i,-0.00015519+0.00031145i,-0.00089567+0.00066239i,-0.00053631+0.00063499i,-6.3264e-05+0.0003381i,-0.00055964+6.45e-05i,-0.00091896-0.00036772i
-0.0015434+2.116e-05i,-0.0011578+0.00072367i,-0.00055932+0.0018114i,-6.3803e-05+0.0017376i,4.8532e-06+0.0018236i,-0.00027644+0.001591i,-0.00024179+0.0015477i,-4.6943e-05+0.00071763i,0.00027167-0.00046703i,0.00025954-0.00024885i,-0.00017148-0.00085352i,-0.00096076-0.0012261i,-0.0010132-0.00059693i,-0.00057578-0.00050649i,-0.00033176+0.00015011i,7.9499e-05+0.00032847i,1.1546e-06-7.5009e-06i,-1.0558e-05-4.0652e-05i,0.00021159+0.0001451i,-0.00013893+0.00027776i,-0.00034455-4.4137e-05i,-0.00027164-0.00023594i,-9.7848e-07-0.0001038i
-0.0024627+0.0015319i,-0.0026052+0.0004831i,-0.0025502+0.00011507i,-0.0021407+0.00044624i,-0.0013312+0.00061502i,-8.7138e-05+0.00066953i,5.2978e-05+0.00041215i,0.0012418+0.00078444i,0.0017506+0.0011789i,0.00050614+0.00018034i,-0.0005047-0.00065551i,-0.0012687-0.00104i,-0.0013259-0.0012976i,-0.00083053-0.001016i,-0.00015674-0.00038519i,9.8598e-05-0.00015129i,0.00066385-0.00029874i,0.00048666+5.0369e-05i,-0.00016091+0.00015363i,-0.00012465+0.00014128i,-9.4202e-05+0.00055692i,-0.00033112+0.00054616i,-0.001037+0.0010901i
-0.0014594-0.001621i,-0.0012862-0.0015013i,-0.0012694-0.0011443i,-0.00052572-0.00018796i,-0.00078945+0.00058779i,-0.0011862+0.00099149i,-0.00026485+0.00081511i,0.0010288-9.3835e-05i,0.0016402-0.00075413i,0.0011997-0.00081606i,0.00020981-0.00085113i,-0.00025604-0.0009717i,-0.00082104-0.00049754i,-0.0011048+0.00013234i,-0.00029926-0.0001566i,0.00040781-0.00048532i,0.00054546-0.00059971i,0.00063979-0.00059631i,0.00078445-0.00024798i,-0.00019211-0.00034963i,-0.0010127-0.00043687i,-0.00071671-2.8889e-05i,0.00014269-0.00027114i
0.0021586-5.1601e-05i,0.0027219-0.00058444i,0.0024235-0.00090071i,0.0011428-0.00035143i,5.8575e-05+0.00051544i,-0.0002417+0.0010703i,0.00029395+0.0013995i,0.00073687+0.00098152i,0.00053213-1.7076e-07i,-0.00012805-0.00023624i,-0.00037049-0.00029403i,-0.00038593-0.0010452i,-0.00088715-0.0010268i,-0.00060213-6.2041e-05i,-0.00033363+0.00023298i,-0.0014002+0.00022383i,-0.0014585+0.00066264i,-0.00052195+0.00054572i,-0.00051645+0.00042305i,-0.00031079+0.0010996i,4.0212e-05+0.00046988i,0.00040587-0.00060781i,0.00065233-0.0005525i
0.0014228-0.00076208i,0.0016926-0.0002932i,0.0007028+0.00085518i,-0.00018132+0.0005978i,8.1064e-05-0.00013334i,0.00031194+0.00052976i,0.0013136+0.00099494i,0.0023076+0.001278i,0.0018609+0.00051931i,0.0011879-0.0012601i,0.00049933-0.0020291i,-0.00069464-0.0021438i,-0.0010351-0.0021234i,-0.00075337-0.0021081i,0.00017665-0.0015505i,0.00066363-0.00078859i,0.00069558-0.00029118i,0.00030829+0.00037601i,-0.00062106+0.00012715i,-0.0012184-0.00090086i,-0.00068814-0.0010469i,-0.00021567-0.0002157i,-0.00072364-0.00017643i
-0.00086579-0.0023331i,-0.0018465-0.0022939i,-0.0014673-0.0012307i,-0.0012582-0.0003105i,-0.001296-0.00016665i,-0.00058591+0.00035313i,0.00010621+0.00063927i,0.00052934+0.00045913i,0.00070309-0.00021115i,-0.0004012-0.00037213i,-0.001261-0.00015408i,-0.001532-0.00037301i,-0.0017301-6.868e-05i,-0.0018923+0.00090834i,-0.001612+0.00098638i,-0.0002527+0.00019611i,0.00040937-0.00035699i,0.00050222+0.00024747i,0.00058211+0.00020029i,0.00064741-0.00054828i,0.00073601+2.6956e-05i,6.2467e-05+0.0002784i,-0.00021183-0.00035494i
-0.00030197-0.0014485i,0.00019818-0.0018589i,0.00020696-0.0017982i,-0.00066448-0.0011781i,-0.0018889+0.00023036i,-0.0020304+0.001045i,-0.00093044+0.0011421i,0.0008899+0.0011647i,0.001591+0.00077082i,0.00069833+2.3054e-06i,-8.1624e-05-0.00066494i,-0.00091818-0.0010621i,-0.0011694-0.0010568i,-0.00040418-0.00051926i,-0.00019288-0.00066415i,2.5133e-06-0.0013061i,0.00069206-0.00092501i,0.0012508-0.00060962i,0.00091832-0.00026035i,0.00037585-2.6947e-05i,0.00050537-0.00016611i,0.00035262+5.4375e-05i,-0.00033276+8.1352e-05i
0.00060112+0.00022036i,-0.00044461-0.00077397i,-0.00060848-0.0020389i,-0.00088197-0.0018403i,-0.0022257-0.00078308i,-0.0025965+0.00065428i,-0.0010589+0.0014723i,0.00053416+0.0015265i,0.0011398+0.00019582i,0.00046978-0.00072124i,-0.0004362-0.0003165i,-0.0008775+0.00012235i,-0.0012532-0.00030926i,-0.00061472-0.00098104i,-0.0001652-0.0012217i,-0.00020864-0.00041569i,0.00018472+0.00033164i,0.00051998+0.00065036i,0.00074618+5.1228e-05i,0.00073507-0.00029473i,0.0013162-0.00011422i,0.0010007-0.00029705i,-3.3776e-05-0.0004875i
-0.00045006+0.00072863i,-0.0012446+0.000295i,-0.0010949+0.00040739i,-0.00028931+0.00032944i,-0.00047828-0.00051303i,-0.0011518-0.0006104i,-0.00099507+0.00028088i,0.00032101+0.00095871i,0.00077643-7.6998e-06i,0.00052615-0.0018634i,0.0002856-0.0022853i,-0.00016716-0.001447i,-0.00057105-0.0015513i,-0.00054569-0.0013596i,9.3681e-05-0.00044766i,-0.00033055-4.6137e-05i,-0.00057958+0.0001984i,-0.00040508+0.00029399i,-0.00038663+2.3314e-06i,0.00039987-0.00028646i,0.0006345-0.00013209i,-0.0002087+0.00052169i,-0.00052014+0.00083573i
0.003598+0.0016492i,0.0037593+0.0005721i,0.0037048+0.00031704i,0.0021757-0.00013902i,0.00045234-0.00057844i,-0.00054337-0.00032344i,0.00013915+0.00073087i,0.00040506+0.0010718i,0.00053612+0.00066094i,0.00075612-0.00030814i,0.00049557-0.0010097i,9.8065e-05-0.00085373i,0.00011931-0.00098269i,0.00057698-0.00073106i,0.0004489+3.4222e-05i,0.00016395+9.0026e-05i,0.00019987-0.00023085i,0.00065164-0.00042652i,0.0004081-0.00087063i,0.00038546-0.001105i,0.00030032-0.00097644i,-0.00080127-0.0005725i,-0.0009284-0.00095771i
-0.00025665+6.2279e-05i,-2.8739e-05-0.00026231i,-0.00050502-0.00068865i,-0.0010473-0.00036657i,-0.0012436+0.00014897i,-0.0012109+9.2345e-05i,-0.00077106+0.00062447i,0.00021087+0.00066002i,0.0014745-0.00016374i,0.0012597-4.899e-05i,-0.00031757+0.00035473i,-0.0010256-0.00045473i,-0.0013667-0.00098322i,-0.0011882-0.00043823i,-0.00061227-0.00036876i,-0.0004614-0.00039208i,-0.0010618-0.00046826i,-0.0020809-0.00094142i,-0.0018332-0.00098478i,-0.00032185-0.00048259i,0.00017695-0.00047955i,-0.00045968-0.00012916i,-0.0011441+0.0010008i
0.00014881-0.0004625i,2.503e-05-0.00068151i,0.00051859-5.2438e-05i,0.0011462+0.00050676i,0.00035044+0.00077146i,-0.00053565+0.00088796i,-0.00012733+0.0013531i,0.0012185+0.00091312i,0.0013513+0.00015617i,0.0007749-0.00082711i,0.0004486-0.0010177i,-0.00032374-0.0011238i,2.6217e-05-0.00091646i,0.00084886-0.00023643i,0.00050758-9.4613e-05i,-0.00019821-0.00036973i,-0.00037799-0.00055868i,-0.00029982-0.0006799i,-0.00046151-0.00064963i,-0.00084474-0.0001876i,-0.00059945-0.00012169i,-3.9104e-05+0.00023186i,8.0685e-05+0.00082738i
-0.0013082-0.00072318i,-0.001995-0.00131i,-0.0025647-0.0015672i,-0.0012109-0.00022208i,-0.00056065+0.0012298i,-0.00098063+0.00087443i,-0.00079564+0.00049053i,0.00028574+0.0004445i,0.0011732+0.00011893i,0.0010158-0.00041707i,0.0010577-0.0011071i,0.00099179-0.0011158i,-0.00022113+0.00014844i,-0.00073508+0.00021778i,-0.00022859-0.00067833i,-0.000285-0.00091078i,-0.00030134-0.00052831i,-0.00025283+0.00017389i,-0.000649+0.00050125i,-0.00049977+0.00057996i,0.00035358+0.00096208i,0.00083515+0.00064656i,0.00081958+8.0959e-05i
0.002578+0.0017366i,0.0018781+0.0016614i,0.0013494+0.0017547i,0.00082561+0.00092064i,0.00068043-0.00023196i,3.1825e-05-4.8691e-05i,-0.00065591+0.00048582i,-4.2351e-05+0.00043013i,0.00056014-0.00051097i,0.0011047-0.0011088i,0.00086753-0.0020881i,0.00047318-0.002583i,-0.00025249-0.00098524i,-0.00086693-0.00036002i,-0.00036298-0.00031764i,-0.00059015-0.00048596i,-0.00032535-0.00085218i,0.00024136-0.00042027i,-0.00015993-0.00023094i,-6.133e-05-0.00025327i,0.00062014-4.7725e-08i,0.00069737+0.00035472i,0.00022763+0.00023646i
0.0014419+0.00020769i,0.0011952-0.00047107i,0.0013083-0.0012631i,0.0011664-0.00067645i,-7.977e-05-0.0006378i,-0.0013294+0.00061402i,-0.00039214+0.0016548i,0.0011195+0.001318i,0.0013689+0.00060489i,0.0014575-0.00062775i,0.00093417-0.0013947i,6.6531e-05-0.0017519i,4.0542e-05-0.0012786i,0.00023854-0.00041844i,-8.4791e-05+0.00027984i,-0.0001754+0.00013714i,-0.0001748-0.00026274i,-0.00099924-0.00025985i,-0.0014783-0.00014036i,-0.0001847-0.00039195i,0.00055776-1.6485e-05i,0.00021702+4.3943e-05i,0.00020236-0.00093139i
-0.00015123-0.0012998i,-0.0014776-0.0022453i,-0.0013657-0.0023823i,-0.00077171-0.0021197i,-0.0010286-0.0016739i,-0.00086249-0.00068434i,1.108e-05+1.7201e-05i,0.00012895+0.0004956i,-0.00013421+0.00025464i,6.2007e-05-0.00058994i,0.00027669-0.0013096i,0.00042195-0.0014334i,-0.00012311-0.00038132i,-0.00083127-0.00035961i,1.2832e-05-0.00077247i,0.0009852-0.00021974i,0.00088709-0.00014689i,0.00078495-2.1905e-05i,0.00071853+3.5393e-05i,-7.3024e-05-5.4421e-05i,-0.0003481-1.6837e-05i,-0.00018087-0.00081198i,-0.00079921-0.0018754i
