0.0016075-0.00011194i,0.0022112-0.0014828i,0.0014859-0.0031476i,-0.00047904-0.0030658i,-0.0020896-0.0017635i,-0.0025894-3.3707e-05i,-0.0015994+0.001464i,-0.00065048+0.0013343i,8.0742e-05+0.0013427i,0.00013049+8.5902e-06i,-0.00030725-0.0013862i,0.00021368-0.0010533i,0.00068778-0.00045728i,0.0003124-5.4293e-05i,9.1739e-06+1.4613e-05i,-0.00033934+9.4478e-05i,-0.00078225+0.00018545i,-0.00075936-4.0571e-05i,0.00017103-0.00011263i,0.00067397-6.3402e-05i,0.00011125-0.00036293i,-1.6901e-05-3.9121e-05i,-0.00025461-0.00051407i
-0.0014094-0.010624i,-0.00091942-0.0087541i,-0.0083398-0.0069676i,-0.010342+4.4e-05i,-0.0083566+0.0057584i,-0.0034638+0.0056673i,-0.0006727+0.00089838i,-0.0011393-0.0020855i,-0.0024081-0.0015958i,-0.0033525+0.00031777i,-0.0019573+0.0027788i,0.00018131+0.0036263i,0.0018014+0.0023251i,0.00066751+0.0012943i,-0.0014691+0.0019002i,-0.0010487+0.002189i,0.0001733+0.0009769i,0.00087075-0.00041774i,0.0014116-0.00064027i,0.0011657-0.00046661i,0.00019656-0.00086932i,8.6008e-05-0.00049607i,0.00030042+0.00062557i
0.00069593-0.0024225i,0.00084368-0.0016912i,0.00069284-0.0017981i,0.00068765-0.00071397i,0.00025099+0.00022379i,0.00056744+0.00054901i,0.0014114+0.0003456i,0.00078633-0.00069386i,-0.00022006-0.0010591i,-0.00066713+6.6442e-05i,-0.00048545+0.00085634i,0.00017765+0.0011437i,0.00053935+0.00094443i,0.0001768-0.0002348i,-0.00054257-0.0009467i,-0.00077897-0.00065638i,-0.00047772-4.9717e-05i,-0.00059015-7.3365e-05i,-0.00092537-0.00041857i,-0.0005056-0.00046823i,-0.00030114-0.00046886i,-2.3344e-05-0.00056611i,0.00013411-0.00044077i
-0.00075215-0.0031754i,-0.00096201-0.0031272i,-0.0014423-0.001373i,-0.00031521-0.00023248i,0.00085635-0.00023353i,0.00053352-0.00027971i,-0.00040482-0.00065541i,-0.00082324-0.00053076i,-0.0011856-0.00048896i,-0.0012552+9.0113e-06i,-0.00042836+0.00084604i,0.00058817+0.00062465i,0.00060048+0.00025411i,0.00042184+0.0006341i,0.00070241+0.00065939i,0.00044526+0.00075058i,-0.00014373+1.8742e-05i,-0.00021145-0.00041321i,0.00013484-0.00025907i,0.00063621-0.00023008i,0.0011733+8.0057e-05i,0.00056111+0.00047206i,0.00052221-0.00023745i
-0.0012888-0.0002816i,-0.0017826-0.00089092i,-0.0010785-0.0023486i,-0.0018405-0.0015616i,-0.0020479-0.0003178i,-0.0010385+0.0010828i,-0.000395+0.0014562i,-9.198e-05+0.00081931i,9.2644e-06-0.00011404i,6.0569e-05-0.00080431i,-0.0002881-0.00035306i,-0.0015347+4.7535e-05i,-0.0013812-0.00012395i,-0.00043314-0.00013342i,-0.00057703+0.00042078i,-0.00067016+0.00056333i,-0.00038822+0.00024199i,-0.00024895+0.00034957i,-0.00047718+0.00048609i,-0.00057306+0.00018806i,-0.0003757+0.0002409i,-5.0666e-05-3.116e-05i,0.00012636-0.00078617i
0.00066599+0.00062312i,0.00061182+0.0013504i,0.001254+1.0815e-05i,0.0014509-0.001754i,0.0005585-0.002033i,0.00021205-0.001969i,0.00031797-0.0010775i,0.0005687-0.000339i,0.00017984-0.00019457i,1.612e-05+0.00051823i,0.00025823+0.00089203i,-0.00036398+6.7568e-05i,-0.00092837+0.00013935i,-0.0014174+0.00025499i,-0.001446-0.00058774i,-0.0006483-0.0007386i,-2.3616e-05-0.0010394i,0.00035198-0.00079976i,-0.00012921-2.9957e-05i,-0.00025066-1.9523e-06i,-8.5296e-05-0.00037774i,-0.00045708-0.00046612i,-0.00075636-7.2067e-05i
0.0019213-0.0020091i,0.0018027-0.0013531i,0.0012635+0.00027766i,-8.4968e-06+0.00085788i,-0.0010795+0.00033916i,-0.0015387-0.00035424i,-0.0010363-0.00036322i,-0.0010562-0.00020859i,-0.00132+7.2849e-05i,-0.00074828+0.00054077i,0.0001543+0.00071105i,0.00089653+0.00069656i,0.0011427+0.00068268i,0.0007916-0.00013162i,-0.00025598-0.00027603i,-0.00055567+0.0001422i,0.00029378+8.9014e-07i,0.00023231+9.667e-05i,-3.1631e-06-0.00021676i,0.00014936-0.00054805i,0.0002477-0.00011494i,-4.7416e-05-0.00012741i,-0.00035908-6.6788e-06i
-0.0015533-0.00075466i,-0.0014486-0.00056124i,-0.00097807-0.0010225i,0.00069784-0.0010783i,0.0016224+3.3121e-05i,0.0011423+0.00069993i,0.0011405-0.00023071i,0.00084234-0.0014854i,0.00080531-0.0017836i,0.00081421-0.00048866i,0.00062026+0.00086481i,0.0003325+0.0013075i,-0.00043514+0.0013189i,-6.102e-05+0.0012438i,0.00053906+0.0017145i,-0.00025141+0.001645i,-0.0003173+0.00054158i,1.4035e-05-0.00012993i,-2.7008e-05-0.00050231i,-0.00020093-0.00062909i,-0.00045831-9.7148e-05i,-0.00062962-0.00029787i,-0.00043906-0.00082677i
0.0011176-0.0010346i,0.0013474-0.00011148i,0.0021856-0.00029241i,0.0028914-0.0005873i,0.0014708-0.0011885i,0.00080514-0.001867i,0.00079564-0.0009515i,0.00036577-0.00035721i,-0.00014997+2.0978e-05i,-0.00055119+0.00014914i,-0.00037669-0.00030962i,0.00010275-0.001133i,0.00083482-0.00090113i,3.7648e-06+0.00011194i,-0.001564+0.00026701i,-0.00090878-0.0002463i,-0.00032285-0.00070802i,-0.00014726-0.00080484i,-8.3703e-05-0.00023491i,-0.00016282-9.6986e-05i,-7.1438e-05-0.00017216i,-0.00065263-0.00050562i,-0.00094974-0.00024159i
0.0016456+0.0006125i,0.0010209-2.6323e-06i,0.00058193-0.0011459i,0.0011023-0.0012512i,0.0012219-0.00068965i,0.0007989-0.00080828i,0.00068203-0.00097902i,0.0003377-0.00052913i,-4.3245e-05-0.00070571i,-0.00010134-0.0014043i,2.9664e-06-0.00067863i,-0.00082636+0.0001264i,-0.00081676+4.2392e-05i,-4.7862e-06+0.00027166i,-0.00052406+0.00037076i,-0.00050613-0.00034217i,0.00016705-0.00036691i,0.00050797-0.00025063i,0.00065209-0.0002282i,-5.2837e-05-0.00038168i,-0.0013765-0.00062942i,-0.0013719-0.00054608i,-0.00059283-0.0002392i
0.00038025+0.0001848i,0.0010899-0.00019745i,0.0018166-0.00047553i,0.00038567-0.0011804i,-0.0010051-0.002042i,-0.00097071-0.0016471i,-0.00021886-0.0011032i,0.00049588-0.00058012i,8.7224e-05+0.00033895i,7.1951e-06+0.00024868i,-7.1446e-05-0.00029886i,-0.0002134-0.00069286i,0.00030428-0.0012072i,0.00025571-0.0011643i,0.00021565-0.00050115i,9.1883e-05+0.0001192i,0.00024733+0.00084657i,0.0010106+0.00072916i,0.00077387+7.3827e-05i,0.00081471-0.00041292i,0.0014944-0.0010957i,0.00036155-0.00061347i,-0.00078482+0.00019083i
-0.0005728+7.9738e-05i,-0.00090417+0.0010081i,-0.00032927+0.0011901i,0.0010368+0.00089667i,0.00059492+0.0015222i,-0.00032118+0.0010129i,-8.6478e-05+4.6607e-05i,-0.00039651+0.00019977i,-0.001121+0.00066994i,-0.0006004+0.0012638i,0.00016888+0.0013293i,0.00033433+0.00072841i,0.0012231-8.3432e-05i,0.0014546-0.00073385i,0.00092341-0.0012282i,0.00068962-0.00088173i,0.00034058-0.00049896i,0.00050741-0.00065861i,0.00064266-0.00017202i,0.00034232+0.00017836i,0.0002448-0.00076167i,0.00037779-0.0017705i,0.00011139-0.0015437i
0.0013457-0.0011114i,0.0020216-0.0011771i,0.0025696-0.00093996i,0.0016165-0.00068377i,0.00063386-0.00041845i,0.0005963+0.0010367i,0.00013854+0.0014904i,-0.0010352+0.00050569i,-0.0012063+0.0010143i,-0.00047198+0.0014635i,-0.00020367+0.0010289i,-0.00060036+0.00079326i,-0.0010102+0.00035409i,-0.00099085+0.00033263i,-0.00040559+2.1403e-05i,-0.00027755-0.00023087i,-0.00046746-4.3253e-05i,-0.00013975+0.00027118i,0.00056253+0.0001272i,0.00039361-0.00046788i,9.16e-05-0.0001194i,-0.00016599-0.00021873i,6.6758e-05+0.00014939i
0.00019629-0.00047251i,-0.00073193-0.00096242i,-0.00089451-0.0016992i,-0.0004503-0.0029944i,-1.6613e-05-0.002915i,-0.00054509-0.0010728i,-0.00030185-6.0099e-05i,0.00033531+0.00025451i,0.00035283+0.00090632i,0.00023173+0.00021398i,0.00050833-0.00020871i,0.00060376-4.0852e-05i,5.0877e-05-8.0312e-06i,-0.00087286-0.00038567i,-0.0014504-0.00074745i,-0.00093862-0.00046604i,-0.00017633-0.00053655i,-0.0004602-0.00038623i,-0.0011271+0.00036792i,-0.0013815+0.0010921i,-0.00063543+0.00058126i,-0.00044202-0.00025199i,-0.00080213-0.00052015i
0.00032253+0.0019455i,0.00015875+0.0021074i,0.00076528+0.00067i,0.0004586-0.00047577i,-0.00054795-0.0011237i,-0.00046958-0.0007646i,0.00017204-0.00070518i,0.00075881-0.0013033i,0.00065718-0.00094977i,0.00012019-0.00052094i,0.00034253-0.00046679i,0.00049399+7.5057e-05i,0.00051977+0.00028679i,0.00075671-9.1316e-05i,-6.3862e-05-0.00031466i,-0.0008757-4.0813e-05i,-0.00025272+0.00070366i,0.00069288+0.00072443i,0.00096728+0.00081353i,1.3829e-05+0.00076908i,-0.00083887+0.0006145i,-0.00096441+0.00036613i,-0.0012105-0.00010383i
-6.3072e-05-0.00072896i,0.001976-0.0011915i,0.0010383-0.00015955i,-0.00020783+0.00068885i,8.7864e-05+0.00016298i,0.00037716-0.00096089i,0.00047436-0.001238i,0.00056715-0.00099106i,0.00034285-0.00026175i,-0.00028253+8.2978e-05i,1.2498e-05-8.9628e-05i,0.00081194-0.00037792i,0.00089052-0.00056659i,0.0008084-0.00012303i,0.00060595+0.00010484i,0.00011098+0.00025712i,-0.00036638-0.00024322i,-0.00045648-0.00079731i,-0.00048128-0.00029452i,-0.00075247+0.00011517i,-0.00060265+0.00013492i,-0.00033144+0.00019996i,0.00041366-0.00043046i
-0.0005325-0.00037535i,-0.0013983+0.00092418i,7.436e-05+0.0012469i,0.0015816+0.00050729i,0.00089576-0.00022422i,-0.00087617-0.00014126i,-0.0012098+0.00010121i,-0.00045886-9.6617e-05i,-0.00028511-2.194e-05i,-0.00038736-0.00010594i,-0.000457-4.1232e-05i,-0.00085467-0.00051709i,-0.00114-0.00069046i,-0.00062314-0.00041968i,0.000104-0.0003564i,0.0010818-0.00018832i,0.0008566+8.0275e-05i,-2.3106e-05+7.9502e-06i,-0.00029404-0.00048083i,0.00016438+0.00013097i,0.00050928+0.0011008i,0.00013865+0.00092595i,-0.00046298+0.00040599i
-9.827e-05+0.0019233i,-0.00037238+0.0016558i,0.00066123+0.0014728i,0.0012039+0.00074055i,0.00013435+0.00044794i,0.00013984+0.0008455i,0.00088973+7.4941e-05i,0.00082003-0.00061494i,-1.1865e-05+3.1299e-06i,-0.00020015+0.0011146i,5.9643e-05+0.0013994i,4.9324e-05+0.00046149i,-0.00017227-0.00050261i,-0.00034976+2.8037e-05i,0.00037921+0.00074391i,-5.1302e-05+0.00084906i,-0.00073071+0.0007767i,-0.00024765+0.00033881i,0.00041669-0.0002924i,0.00066558-0.00093598i,8.8068e-05-0.00077396i,-0.00044567+0.00028155i,-8.9916e-05+0.00057811i
0.00098589+0.00053045i,0.0018349+0.00018896i,0.0016092-0.00069198i,0.0011936-0.0011364i,0.00079636-0.00057769i,0.00035822-0.00011996i,-0.00030711-0.00016536i,-0.0001765+7.8628e-05i,-0.00013226+0.00014888i,-4.1304e-05+0.00011535i,0.00019008+0.00086673i,-0.00015611+0.00069809i,-0.00036686+0.0003113i,0.00016311+0.00013681i,0.00035663+0.00024565i,-0.00038877+0.0001925i,-0.00063736-0.00018362i,-0.0002967+5.5292e-05i,0.00020724+0.00013015i,0.00054718+0.00062442i,0.00038285+9.3226e-05i,1.1851e-05-0.00098711i,0.00035177-0.0013249i
-0.0030968-0.0014069i,-0.0025438-0.0012751i,-0.00024467-0.00035947i,0.0017257-1.6472e-05i,0.0016409-0.0012311i,0.0011048-0.0017996i,0.00079254-0.00058674i,0.00062189+0.00046155i,0.00063233+0.00097573i,0.00091573+0.0011131i,0.0014436+0.00078702i,0.00075066+3.584e-05i,0.00014744-0.0012238i,0.00038534-0.00098701i,0.00024616-0.00021531i,3.8697e-05-0.00056459i,0.00065375-0.00080176i,0.00060798-0.0003392i,0.00014027-9.6191e-05i,0.00018388-0.00052823i,4.9906e-05-0.0014698i,0.00021919-0.0010089i,9.119e-05+0.000133i
-0.0022748-7.2005e-05i,-0.002062+0.00024039i,-0.0015205+0.0020825i,-0.00058015+0.0022858i,0.00025558+0.00078256i,0.0003506+0.00021322i,0.00097884+0.00010037i,0.00051851-0.00072907i,0.00018756-0.00057102i,0.000632+0.00059339i,0.00057546+0.0010564i,0.0011005+0.00068287i,0.0012791+3.058e-05i,0.00060705+2.5839e-05i,0.00040825+0.0002806i,0.00083598+0.0004441i,0.00047867+0.0003072i,0.00043095+0.00029351i,0.00039965+0.00018458i,0.00029549-0.00082314i,0.00038955-0.0011063i,-8.237e-06-0.00094765i,0.00010351-0.0001846i
0.0026871+1.8482e-05i,0.0028425+4.0198e-06i,0.0021382-0.0011625i,0.00054245-0.0011252i,-0.00055794-0.00079642i,0.0001603+6.5942e-05i,0.00090907+0.00028031i,0.00018654-4.5053e-06i,2.8687e-06-0.00047934i,8.4232e-05-0.00076761i,-0.00052586-0.0009992i,-0.00024324-0.0005737i,-0.0005258-0.00035332i,-0.0011031-0.00053398i,-0.00092883-0.00025317i,-0.00040699-0.00046205i,-1.3404e-05-0.00093689i,0.00073649-0.0010429i,0.00089209-0.00060053i,0.00087984-0.00039854i,0.0013009-0.00015196i,0.0010419+0.00087799i,0.0010585+0.0010149i
-6.6558e-05-0.0011943i,-0.00010137-0.001749i,-0.00013108-0.0023858i,0.00060193-0.0018672i,0.0012133-0.00091951i,0.001282-0.0010005i,0.0017043-0.00048486i,0.0011423-0.00026218i,-0.00030282-0.0001926i,-0.00094952+0.00024664i,-0.00049628+0.00044775i,-0.00060403+0.00048177i,-0.00096628-0.00021588i,-0.0008063-0.0011431i,-0.00053832-0.0011345i,0.00022639-0.00053899i,7.0587e-05+1.2235e-05i,-0.00019838+0.0011056i,-0.00042629+0.00096174i,-0.00081506-0.00031945i,-0.00020085-0.00036398i,0.00068749+0.00013667i,0.00072084-0.00017761i
-0.0014543-0.00025308i,-0.0011422-0.00019093i,7.2256e-05-0.00014193i,0.0011288+0.00075409i,0.00096992+0.0003984i,0.00032891-0.00051726i,-0.0002773-0.00054325i,-8.4874e-05-0.00063814i,0.00040219-0.00071518i,-7.9727e-05-6.2124e-05i,0.000325+0.0006145i,0.0010129+0.00051532i,0.00095817-0.00030681i,0.00090189-0.000541i,9.1473e-05-0.00023826i,-0.00043669+0.00012453i,-0.00074234+0.00023098i,-0.00041589+0.00053789i,0.00016029+0.00087218i,-0.00084634+0.00089308i,-0.0011765+0.00081567i,0.00036537+0.00024623i,0.00090435-0.00053014i
-0.00030455+0.0023656i,-0.00091737+0.0030262i,0.00045932+0.0023114i,0.0025125+0.0015529i,0.0019879+0.00065245i,0.00012263-0.00035274i,-0.00093346-0.0008281i,-0.0014138-0.00056407i,-0.0012984+0.00053973i,-0.00045004+0.00072006i,0.00038606+0.00020707i,0.00064162-0.00089616i,0.001021-0.001758i,0.00082309-0.00095207i,0.00030223+0.00037819i,-2.4632e-05+0.0011193i,-0.00078439+0.0010122i,-0.0011539+0.00026321i,-0.00042364+6.7267e-05i,0.00028061-0.00040564i,0.00086401-0.0011645i,0.00069645-0.00097656i,0.00035736-0.00061762i
-0.00070689-0.0014011i,7.8874e-05+5.0029e-05i,-0.00017493+0.00054827i,-0.00031669-7.022e-06i,0.00010051-0.00016821i,-7.9061e-05+0.00011174i,-0.00056301+0.00075016i,-0.001053+0.00048673i,-0.0013098+0.00029844i,-0.0018128+0.00074551i,-0.0013032+0.00083513i,-0.00010786+2.2481e-05i,-1.5465e-05-2.4072e-05i,-0.00048649+0.00015519i,-0.00021478+0.00022297i,0.00028905+0.00027981i,-0.00017737-1.9739e-05i,-0.00016295-5.0202e-05i,0.00026846+0.00025292i,0.00039674+0.00068443i,0.00049207+0.00071068i,2.361e-05+0.00073093i,8.2058e-05+0.00046037i
0.00088163-0.001501i,0.0010026-0.0022498i,0.0016007-0.0018317i,0.0013755-0.0007689i,0.00019877-0.0006165i,-0.00021252-0.00045071i,-7.8888e-05-0.00052528i,-0.00035801-0.00056948i,-0.00035379-0.00012386i,0.00031591+0.00052033i,0.00037749+0.00080195i,0.00011649-0.00016886i,-0.00017766-0.00074828i,-0.00017749+0.00014302i,0.00012048+0.00034927i,0.00015485-0.00026256i,0.0007226+5.2781e-05i,0.00092366+0.00023367i,0.00060986+0.00015126i,0.00075345+0.000368i,0.0010639+9.5808e-05i,0.00034103-0.0004524i,-0.00036059-0.00041316i
-7.6363e-05+0.0013431i,-0.00089604+0.0019706i,-9.3999e-05+0.0018087i,0.00046359+0.00043759i,-0.00011866-0.00089938i,-0.00081475-0.0015244i,-0.0010182-0.00033165i,-0.00059164+0.00015073i,0.00022676-5.8557e-05i,0.00057601+0.00011099i,0.00024502-0.00014728i,0.00023972-0.00055298i,0.00012449-0.00064263i,-0.00018303-0.0012691i,2.0516e-05-0.0014046i,0.00096574-0.00043114i,0.0010026-0.00061531i,0.00036355-0.00059775i,0.00021293+0.0010241i,-0.000202+0.0011588i,-0.00031046-8.284e-05i,0.00064756+0.00030653i,0.00063837+0.00042752i
-4.1051e-06-0.0018635i,0.00046385-0.0009554i,0.00033585-0.00055361i,0.00064673-0.0005168i,0.00089127-3.7659e-06i,0.00033015+0.00054028i,9.6176e-05+0.00024997i,8.5369e-05-0.00059554i,-0.00057461-0.0012538i,-0.00096839-0.0016809i,1.6061e-05-0.00044203i,0.00057156+0.00054456i,0.0003153-2.4726e-05i,-0.00023506+0.00027343i,-0.00085549+0.00085997i,-0.00067426+0.00060012i,-0.00020605-0.0001498i,-5.9764e-05-7.5731e-05i,0.00017997+3.5113e-05i,0.00048797-0.00048696i,0.00052932-0.00080571i,0.00077435-0.0014081i,0.00023813-0.00095262i
0.00060778-0.0024976i,0.0016945-0.0025696i,0.00027871-0.0019374i,-0.00053295-0.00025712i,-0.000268+0.00010335i,-0.00075668-0.00034527i,-0.00091887+0.00015525i,-4.5878e-05+7.0587e-06i,-0.00031217-0.00041903i,-8.2374e-05+0.0002554i,-0.00015822+0.00097835i,-0.00035452+0.0020219i,0.00039665+0.0015334i,0.00024897+0.00059084i,-0.00028697+0.00064916i,-0.00061975+0.00019193i,-0.00050574+0.00026398i,0.00013652+0.00044146i,0.00063365-4.7588e-05i,0.00055054-0.0010178i,-0.00027258-0.00086754i,-0.00039861-0.00013844i,0.0001784-0.0003147i
0.0004287-0.00062001i,-0.00098284-0.00083699i,-0.00090379-0.0017231i,0.00023943-0.0021815i,0.00038835-0.0014637i,-0.00080928+0.0002471i,-0.0012786+0.00014755i,-0.00028042-0.00070275i,-0.00020023+4.4269e-05i,-0.0010457+0.0015473i,-0.0004506+0.0010446i,-3.3671e-05-0.0012795i,-0.00038279-0.002278i,-0.00029697-0.00090007i,-0.00029238+0.00044861i,-0.00058648+0.00039096i,-0.00059579+0.00052685i,0.00024253+0.00037537i,0.0011351+6.1798e-05i,0.00078602-0.0002664i,3.7213e-05-0.00086473i,0.00030449-0.00077222i,0.00059302-0.00035607i
-0.00069753+0.0013278i,-0.00041833+0.0022177i,0.00098754+0.0011655i,0.0023683-0.00062032i,0.0020688-0.0011447i,0.00011029-0.00072002i,-0.00069088-0.0007893i,-0.00021143-0.00057174i,0.00021652-0.00037249i,0.00012468-0.0004059i,4.8124e-05-0.00046746i,5.9662e-06-0.00087065i,0.00037398-0.00055993i,0.00012194+0.00026292i,3.9518e-06+9.2534e-05i,0.00019421-0.00041685i,-1.1719e-05-1.3655e-05i,-0.00010713+9.5929e-06i,0.00052266-0.00067787i,7.3083e-06-0.00029996i,-0.00048161+0.00011084i,-0.00035875-0.00064809i,-0.00054325-0.00094945i
0.0020527-0.00093236i,0.0023167-0.0015327i,0.002225-0.0020474i,0.00068149-0.0011265i,-0.0010641-0.00057094i,-0.0012208+0.00046923i,-0.0008418+0.00091405i,-0.00022588+0.00036313i,0.00054437-4.343e-05i,0.0010939+6.2502e-06i,0.00083051+0.00046734i,0.00064819+0.00024303i,0.00044591-0.00021999i,0.00042288+6.6398e-05i,0.00045811+7.4604e-05i,0.0006268-2.4037e-05i,0.0007521+4.575e-05i,3.3245e-05-5.3606e-06i,-0.00027424+4.9082e-05i,-0.00019155+2.9649e-05i,-0.00060251+0.00034236i,-0.00088508+0.00038906i,-0.00062141-6.6125e-05i
-0.0010704+0.0015505i,-0.0006237+0.00054483i,0.00077684+0.0014616i,0.0017917+0.00061624i,0.0018738-0.0014649i,0.00058213-0.0015386i,-1.8879e-05-0.0010551i,0.00021312-0.00043112i,1.6745e-05+0.00059618i,0.00010784+0.00048838i,0.0010378-0.00039981i,0.0010516-0.00089098i,0.00030423-0.0008908i,0.00025362-0.00036363i,0.0001864+0.00034716i,-0.00032909+0.00019241i,-0.00075705-0.00030272i,-0.00056441-2.3908e-05i,1.1172e-05+0.00021536i,0.00041394-6.5724e-05i,0.00041186-0.00035174i,0.00024354-0.000505i,0.00052868-4.6549e-05i
-0.0026527+0.0016643i,-0.0020827+0.0022613i,-0.00061157+0.0015884i,0.00061606-3.0498e-05i,0.00047257-0.0011159i,-0.00023616-0.0016499i,-0.00018995-0.0013901i,-0.00024555-0.00045905i,-0.00065587-0.00032925i,-2.093e-05-0.00030245i,0.00041441-0.00032489i,9.8698e-05-0.0007324i,-0.00016822-0.00051419i,-0.00039091-0.00022385i,-0.00032033+5.1611e-05i,-0.00022235+0.00057987i,-0.00010105+0.00058324i,-0.00020419-4.3977e-05i,-0.00033871-0.00040533i,-8.9662e-05-0.00036897i,0.00015081-0.0001412i,8.0154e-05-0.00020511i,-1.9844e-05+9.7682e-07i
0.0016741-0.00083672i,0.002118-0.00071261i,0.0018149-0.00089995i,0.00088926-0.00032973i,0.00035962-0.00018398i,0.00071671+0.00013917i,0.00052737+0.00038211i,-0.00036828-0.00025615i,-0.00068558-0.0006741i,-0.0015417+0.00062417i,-0.001219+0.00092343i,0.0002289+0.00024643i,0.00021919-0.00012048i,-0.00031265-5.1907e-05i,-0.00052695+0.00013371i,-0.00050517-0.00018493i,-0.00060296-0.00058522i,-0.00013443-0.00043485i,0.00062109-0.00024879i,0.00062471-6.9304e-05i,0.00051543-2.9484e-05i,0.0009677-9.3076e-05i,0.0010571+4.8401e-05i
-0.0029442+0.00089331i,-0.0020305+0.00015003i,0.00021799-0.00025554i,0.0013354-0.00094571i,0.001018-0.0010739i,0.00030849-0.00045789i,-0.00052984-0.0005704i,-0.00071364-0.00084986i,-0.00019774+9.1774e-05i,-0.00028331+0.0015397i,-5.9722e-05+0.0016824i,0.00061623+0.0011134i,0.00068803+0.00034794i,0.00071647+8.5043e-05i,0.00078987-0.00061871i,0.00096655-0.00043372i,0.00063326+0.00022178i,0.00035689+0.00011107i,0.00051914+0.000288i,0.00085331+0.0006602i,0.00034321+0.00045067i,-0.00055649-0.00017654i,-0.00033295+0.00013565i
0.00032193-0.0029984i,0.0010333-0.0015681i,0.00057383-0.00066652i,0.00043677-2.4928e-06i,-4.7942e-05+0.00088863i,-0.00077196+0.0012587i,-0.00051868+0.00030394i,0.00025709-0.00072417i,0.00091688-0.00077572i,0.0003244-8.3887e-05i,-0.00060426+0.00011442i,-0.00048961+3.0691e-05i,-2.388e-05+0.00022106i,0.00022832+0.00010222i,-0.00029786+0.00046089i,-0.000981+0.00073235i,-0.00038852+0.00020967i,0.00013713+0.00010823i,-7.9271e-05+8.3977e-05i,-0.00020422-0.00010805i,-0.00045752+9.3945e-05i,-0.00065949-0.00021187i,-6.1435e-05-5.7689e-05i
0.0014008+0.00068213i,0.00023272+0.00040471i,0.0011466+0.00013393i,0.0015458-0.0004214i,0.00013709-0.00054636i,-0.00073818-0.00015679i,5.9393e-05-2.7695e-05i,0.00051652-0.00025248i,-0.00028283+0.00019024i,0.00020992-1.3149e-05i,0.0011842-0.00053386i,0.00076409-1.8588e-05i,0.00081448+0.00017889i,0.00072517-0.00016162i,7.7222e-05-0.00057316i,-0.00049538-0.00064892i,-0.0007011-0.0005846i,-0.0006257-0.00067838i,7.9748e-05-7.5535e-05i,0.00058113+0.00017849i,0.00043526-0.00063939i,0.00075921-0.00078617i,0.0010439-0.0004499i
-0.00025501+0.00038033i,-0.00017541-0.00047297i,0.0010176-0.00021896i,0.002108-0.00073239i,0.0017619-0.0014573i,0.00099583-0.0013808i,0.00061377-0.00092885i,0.00066201-0.00061303i,0.00055847-0.0007475i,-0.00034368-0.00072146i,-0.0011303-0.00057547i,-0.0011921-0.00058547i,-9.7018e-05-0.00024852i,0.00036785-8.2306e-05i,-0.00047889-0.00040276i,-0.00070789-0.00084729i,-0.00023189-0.00013303i,-0.00013067+0.00013247i,8.8867e-05-0.00034808i,0.00043918-0.00048273i,9.5882e-05+7.1496e-05i,0.00011474+0.00067044i,0.00033021+0.00093986i
0.00050858-0.0016203i,-0.00034724-0.0016583i,-0.00079057-0.0014484i,-0.000578-0.00016217i,7.1951e-05+0.0013093i,3.9171e-06+0.00075016i,0.00034313-0.00058715i,0.00026702-0.0008947i,-0.00062118-0.00053508i,-0.00067395+0.0001568i,-0.00010069+0.000961i,-0.00037407+0.0010013i,-0.00032481+9.1118e-05i,0.00054787+0.00049878i,0.00069718+0.00070216i,0.00083536+0.00018815i,0.00035653-0.00018234i,-0.000592-0.00026127i,-0.00087071-0.00051715i,-0.00088352-0.00012344i,-0.00027037+0.00042893i,0.0002869+0.00031963i,-0.00022264+0.00022288i
-0.0011427+0.00037891i,-0.0017338+0.0011032i,-0.00097402+0.002079i,8.0069e-05+0.00090318i,0.00055596-0.00017487i,0.00097288-0.00011754i,0.00011783+0.00033832i,-0.00070232-0.00020184i,-0.00082762+0.00019913i,-0.0001636+0.00083843i,0.00077843+0.0002448i,0.0013678-7.5169e-05i,0.0018283+0.0001762i,0.0014831+0.00019786i,0.00049798+0.00063816i,-0.00013795+0.00098766i,-0.0010392+0.00080174i,-0.0015861+0.00081141i,-0.0013134+0.00035991i,-0.0011204-0.0004829i,-0.00063068-0.00054291i,-7.1229e-05+6.3783e-05i,2.5857e-05+0.00028198i
0.00043995+0.00052825i,0.0010482+0.00090957i,0.0014341+0.00090201i,0.0023639+0.00060743i,0.0024626-4.0614e-05i,0.0018298-0.00078684i,0.00093583-0.00087594i,-0.00028433-0.00054108i,-0.0011226-0.00066669i,-0.00076915+3.3439e-05i,-0.00013562+0.00086301i,5.2595e-05+0.0010956i,0.00045873+3.1355e-05i,0.00047182-0.0002847i,-0.00054303+3.7392e-05i,-0.00047054+2.608e-05i,-0.00068277+0.00011088i,-0.00087448+0.00011409i,-0.00094262-0.00010818i,-0.00069203-0.00049603i,-0.00044868-0.00097881i,-0.0007207-0.00029505i,-4.743e-05+0.00011481i
