-0.0032377+0.00042889i,-0.0020541+0.00019174i,-0.0026382+0.0012835i,-0.0018914+0.0022175i,-0.00043769+0.0035321i,0.00016496+0.0032795i,0.00022938+0.0027787i,0.0002566+0.0025105i,0.00051493+0.0017451i,0.0010837+0.001119i,0.0007277+0.00063149i,-0.00043641-0.00021131i,-0.00071748-0.0010976i,-0.00015841-0.0011579i,-0.00015841-0.0012084i,-0.0010665-0.00072727i,-0.0012373+0.00021229i,-0.00041314+0.00022362i,0.00044756+0.0005207i,0.00071787-0.00027777i,0.00071334-0.0010524i,0.00049167+0.00032875i,0.00075774+0.00059945i
-0.0064031+0.017649i,-0.0071287+0.018684i,-0.0071275+0.012008i,-0.0047802+0.0053908i,-0.0031291+0.0032248i,-0.0036808+0.0016126i,-0.0042426+0.00030006i,-0.0019525+0.0012568i,0.00087111+0.002601i,0.0010073+0.002765i,0.00074714+0.0021469i,0.00099872+0.0017136i,0.0012686+0.00083248i,0.00056074-0.0005689i,-0.00079789-0.00078781i,-0.00096927-8.8487e-05i,-0.00052187+2.9897e-05i,-0.00048996-0.00030673i,-0.00028587-0.00065652i,1.7243e-05-0.000206i,-0.00051009+0.00018634i,4.3108e-05+0.0002606i,0.00034007-5.7278e-05i
0.0151+0.012708i,0.015342+0.01262i,0.010215+0.0099978i,0.004472+0.0056023i,0.0012351+0.0031716i,-0.0018672+0.0043642i,-0.003685+0.0058311i,-0.0024186+0.0066511i,-0.00086194+0.0065676i,0.00011657+0.0043645i,-0.00026137+0.0017149i,-0.001418-0.00023856i,-0.0011247-0.0010977i,-0.00059032-0.00035861i,-9.5483e-05+0.0003051i,0.00030112-0.0001895i,6.6351e-05-0.0013006i,-0.00011588-0.0011689i,-0.000282+0.00046323i,0.00018194+0.000904i,0.00032082+0.00050946i,-0.00057021+0.00041688i,-0.00012491+0.00073352i
0.015088-0.010852i,0.014955-0.010372i,0.01009-0.0051255i,0.0039542-0.00036403i,-5.1974e-05+0.0018246i,-0.00032561+0.0023239i,0.0016392+0.0012i,0.0017805-0.0013897i,0.00099627-0.003396i,0.00072846-0.0038379i,0.00053459-0.0028556i,0.00026728-0.0017987i,-0.00015889-0.0010482i,-0.00035955-0.00079736i,-0.00087997-0.001264i,-0.0012251-0.0012893i,-0.0013085-0.00092297i,-0.00098795-0.0011956i,-0.00011083-0.0013218i,0.0005149-0.00085215i,0.00073835-0.0003563i,0.00064036-0.00026796i,0.00018627-0.00085898i
-0.004936-0.01792i,-0.0034234-0.019294i,0.0002636-0.013193i,0.002202-0.005733i,0.0024225-0.00060625i,0.0031424+0.00081384i,0.0047298-0.00038091i,0.0055939-0.0015005i,0.0050849-0.0028448i,0.0040343-0.003924i,0.0029012-0.0030003i,0.0020269-0.001365i,0.0017468-0.00043414i,0.0011392-9.0422e-07i,6.2766e-05-9.7414e-06i,-0.00034765+9.838e-06i,-0.0010224-0.00050103i,-0.0012225-0.0011766i,2.0424e-05-0.00061549i,0.00091476-0.00035523i,0.00049446-0.0006947i,0.00011495-0.0011076i,0.00036975-0.0011626i
-0.020469-0.0030858i,-0.022158-0.0024508i,-0.014564-0.0036039i,-0.0057108-0.0034815i,-0.0026439-0.0019098i,-0.0022056-0.0011485i,-0.0019508-0.0011165i,-0.0023315-0.00050654i,-0.003404+0.0002401i,-0.0040994+0.0008135i,-0.0038499+0.00049153i,-0.0027021+0.00067608i,-0.00049437+0.00072997i,0.0006478+0.00018295i,0.00029628-0.00034067i,-0.00037716-0.00011518i,-0.00083029+0.00037176i,-0.00031669+0.0002566i,-0.00039621-0.00019641i,-0.0012549-0.00017955i,-0.0011239+0.00013452i,-0.00061083+1.5176e-05i,-0.00079666+0.00018435i
-0.010866+0.018024i,-0.010793+0.019075i,-0.00945+0.012227i,-0.0054863+0.0056987i,-0.001456+0.0041181i,-0.0010827+0.0024707i,-0.0036355-0.00037573i,-0.0058855-0.0015976i,-0.006133-0.00076513i,-0.0051686-1.5171e-06i,-0.0031428-0.00077289i,-0.0014234-0.00055546i,-0.0010296+0.00046298i,-0.0015965+6.5293e-06i,-0.0022301-0.0005033i,-0.0015388-0.00041952i,-0.00069579-0.00024016i,-0.00015866-5.636e-05i,2.7375e-05+0.00033031i,-4.1142e-06+0.00090306i,-3.6195e-05+0.00086795i,-4.0778e-05+0.00031711i,-0.00035563-0.00038137i
0.013294+0.014053i,0.015592+0.014591i,0.009938+0.011782i,0.0030618+0.0068099i,-4.3817e-05+0.0035017i,-0.00073116+0.0025996i,-0.00045254+0.0026881i,0.00095765+0.002916i,0.0032685+0.0020785i,0.0043212+0.0011715i,0.0034281+0.00087912i,0.0032652-0.00040508i,0.0025084-0.00097666i,0.0011307-0.00079492i,4.7412e-05-0.00092811i,-0.00022315-0.0010503i,0.00055655-0.0010213i,0.0012991-0.0012869i,0.00066664-0.0010649i,7.7547e-05-0.0002103i,0.00055587-0.00049751i,0.00065015-0.0013122i,0.00063526-0.0018197i
0.01855-0.0072155i,0.02125-0.0099791i,0.016057-0.0064441i,0.0091254-0.0015402i,0.0040844+0.0006867i,0.00121+0.0020646i,0.00012044+0.0039734i,0.00098894+0.0049618i,0.0019016+0.0040427i,0.0019623+0.0022062i,0.0017549+0.0012797i,0.00082617+0.00043508i,0.00029735-0.00034465i,0.00048665-0.00085523i,0.0011173-0.00092804i,0.0011853-0.00086125i,0.00017364-0.00073258i,-0.00069434-0.00037519i,-0.00079705-0.00018594i,-0.00049818-0.00010435i,9.3176e-05-0.0007494i,0.00057845-0.00026045i,0.00027282+0.00095731i
-0.0010597-0.02101i,-0.0033081-0.024505i,-0.0015713-0.017666i,-0.00016685-0.0077861i,-0.00087619-0.002588i,-0.00065091+9.6594e-05i,0.00061922+0.00053203i,2.4881e-05-0.0019663i,-0.0015761-0.004286i,-0.0031567-0.004773i,-0.0027774-0.0040809i,-0.0014834-0.0023328i,-0.00099561-0.00076432i,-0.00054837-0.00051254i,-0.0005735-0.00097325i,-0.00076235-0.00098605i,-0.00086232-0.00061064i,-0.00029868-4.5189e-05i,1.198e-05+0.00029968i,2.9501e-06+0.0003718i,-0.00019409+0.00047732i,-0.001079-0.00032732i,-0.0015057-0.00044923i
-0.018088-0.0072278i,-0.022621-0.0062504i,-0.018067-0.007199i,-0.0097464-0.0066963i,-0.0042942-0.0035069i,-0.0011875-0.00062847i,0.0010482-0.00084721i,0.0015476-0.00306i,0.00096695-0.0040069i,-3.7567e-05-0.0034631i,-0.00057073-0.0019694i,-0.00048338-0.001205i,0.00040852-0.0017573i,0.0013525-0.0018144i,0.00047321-0.00090258i,-0.00051861-0.00033136i,2.0271e-05-0.00022233i,0.00083506+0.00080146i,0.0003283+0.00088319i,-0.00057896-7.3464e-05i,-0.00033724-0.00045428i,-0.00073964-0.00069372i,-0.0010827-0.00028889i
-0.015126+0.01679i,-0.015298+0.021948i,-0.011952+0.017568i,-0.0077487+0.0086417i,-0.0048733+0.0050316i,-0.0024481+0.0034501i,-0.0012779+0.0021802i,-0.0024595+0.0039154i,-0.0037168+0.0054959i,-0.0033192+0.0054002i,-0.0020136+0.0042448i,-0.0006423+0.0026622i,0.00069094+0.00070896i,2.1514e-05-0.0015131i,-0.0010974-0.0023652i,-0.0012556-0.0018162i,-0.00061223-0.00108i,-5.9069e-05+6.3259e-05i,0.00044371+0.00069586i,0.00040635+0.0011323i,-0.00013309+0.0018353i,-0.00026557+0.0016878i,0.00042043+0.0010144i
0.0098703+0.017782i,0.01462+0.0191i,0.010804+0.015098i,0.0041773+0.0096412i,0.0024119+0.0057763i,0.0011273+0.0028032i,-0.0021084+0.00071818i,-0.0038741+0.00063644i,-0.002996+0.001215i,-0.0010879+0.0011924i,-0.00059547+0.0011304i,-0.00047742+0.0008331i,-0.00026137+0.00039493i,-0.0006826+0.00075222i,-0.00094487+0.0008744i,-0.00096205+0.00033338i,-0.00059479-0.00081479i,-0.00053754-0.0015135i,-0.00045027-0.0010985i,-0.00021565-0.00017073i,4.4538e-05+0.00083774i,0.000422+0.0013831i,0.00056778+0.001042i
0.021481-0.0056717i,0.026253-0.010827i,0.021117-0.008663i,0.010675-0.0040929i,0.0037231-0.0020218i,0.00094833-0.00069764i,0.0010947+0.00090418i,0.0036822+0.00036183i,0.0053544-0.0018651i,0.0044873-0.0034926i,0.0023277-0.0035162i,0.00075214-0.0024925i,0.00054232-0.001723i,0.00063054-0.0015599i,0.00026842-0.00058397i,0.00093388+0.00017025i,0.0017135+2.2357e-05i,0.0012006+1.829e-05i,0.00076947+0.00020339i,0.00040822-8.9797e-05i,2.0102e-05-1.5625e-05i,0.00020858+0.00013133i,-4.9961e-05-0.00039292i
0.0028846-0.020709i,0.00059428-0.026986i,0.00093298-0.021626i,0.0015962-0.011647i,-0.00048155-0.0048149i,-0.0019634-0.00068114i,0.00031112+0.0019543i,0.0018858+0.0032676i,0.0016512+0.00267i,0.0010291+0.00028094i,0.00050029-0.0010828i,0.0010833-0.0013753i,0.001335-0.0011469i,7.2012e-05-0.00074604i,-0.0013597-0.00062203i,-0.00092893-0.0010422i,0.00021377-0.0012164i,-0.00020731-0.00057741i,-0.00090238-9.4611e-05i,-0.00011529+0.00010187i,0.0010767+0.00043321i,0.00078998-0.00036478i,1.4644e-05-0.00039553i
-0.018249-0.0094362i,-0.02631-0.0099648i,-0.021306-0.0093774i,-0.010414-0.0067238i,-0.0047606-0.0024318i,-0.0037787+0.00032831i,-0.0030784+8.4897e-05i,-0.0029826-0.0017547i,-0.0049042-0.0028286i,-0.0063287-0.0022346i,-0.0055224-0.0005954i,-0.0034556+0.00074819i,-0.0020294+0.00065238i,-0.0010808-0.0002819i,0.00018596-0.00040879i,-0.00015803-0.00046024i,-0.0011621-0.00063186i,-0.00082441-0.00095025i,0.00048195-0.00066919i,0.00069888-2.1539e-05i,0.00030597-0.00023166i,-0.00048964-0.00077376i,-0.0014322-0.00039144i
-0.014513+0.013758i,-0.016603+0.021146i,-0.013879+0.017333i,-0.0087417+0.0086158i,-0.0047107+0.005411i,-0.0021225+0.0041043i,0.00038912+0.00074009i,0.0014302-0.0018122i,0.0012008-0.0020205i,0.00062712-0.0015494i,-0.00084607-0.0010708i,-0.0014947-0.00042756i,-0.0012669-0.00050707i,-0.00042659-0.0011687i,0.00018407-0.0020921i,-0.00019236-0.0018499i,-0.00015099-0.0011924i,0.0005298-0.00029972i,0.0006621-8.1631e-05i,0.00053299-0.00060434i,-0.0002288-0.00037887i,-0.00085792-9.5572e-05i,-0.00040565+0.00026993i
0.0091492+0.021503i,0.016286+0.026004i,0.013321+0.022127i,0.0054558+0.012972i,0.0028689+0.0072255i,0.0026725+0.0043753i,0.0013804+0.0036995i,0.00087006+0.0048403i,0.0018768+0.0053914i,0.0028586+0.0037069i,0.002678+0.001528i,0.001248+0.00080277i,-0.00031317+0.00083909i,-0.0016762+0.00048236i,-0.002869-0.00012197i,-0.003226-0.00018948i,-0.0023227-0.00049361i,-0.00056763-0.00040174i,-0.00023222+0.0004713i,-0.00085032+0.00075624i,-0.00062434+0.0011542i,-0.00032722+0.00060607i,-7.6865e-05-0.00042171i
0.020593-0.004444i,0.026926-0.0094934i,0.021963-0.0073445i,0.012823-0.0020759i,0.0064495-0.00058941i,0.0022081-0.00021292i,-0.00067731+0.00083654i,-0.0028896+0.00089906i,-0.0036407-0.00069171i,-0.0026683-0.0024701i,-0.0013283-0.0012361i,0.00024034+0.0011796i,0.00096647+0.0016106i,0.0011058+0.00085205i,0.0014774+0.00034515i,0.0011821-0.00024079i,-3.3074e-05-0.0012496i,-0.0015276-0.00053136i,-0.0014814-0.00014107i,0.00041377-0.00018964i,0.0016631-0.00028963i,0.0014453-0.00082998i,0.00064702-0.00017158i
0.0042258-0.017597i,0.0021201-0.028269i,0.0032445-0.025621i,0.0046569-0.015016i,0.0021963-0.0080968i,-9.7027e-05-0.0051758i,0.00085389-0.0032784i,0.003096-0.0022368i,0.0032579-0.0027691i,0.00085365-0.0041016i,-0.00076132-0.0038527i,-0.00070821-0.0024503i,-0.00063192-0.0024979i,-0.00098126-0.0021937i,-0.00041528-0.00076296i,0.00045882-0.00038066i,0.0010085-0.00036889i,0.0011362+0.00014125i,0.00085286+0.001132i,0.00060806+0.0012844i,0.00017834-0.00019213i,1.5221e-06-0.0012055i,6.5959e-05-0.0012358i
-0.016966-0.0099915i,-0.026265-0.010273i,-0.0237-0.0086446i,-0.013506-0.0070472i,-0.0073896-0.0040913i,-0.0056091-0.00048203i,-0.0027525+0.001717i,0.00051404+0.0028005i,0.0016247+0.0030874i,0.0010945+0.0019924i,0.00061245+0.000143i,0.00065855-0.00057013i,-8.2461e-05-0.00075617i,-0.00074541-0.00040824i,-0.00056964+0.00020214i,-0.00050112+2.2116e-05i,-2.3707e-05-0.00026309i,0.00028599-0.00039458i,0.00036544-9.9428e-05i,0.00087373-0.00025782i,0.00094191-0.00039906i,0.00027871-0.00043879i,0.00034889+0.00048037i
-0.014939+0.012296i,-0.018715+0.020821i,-0.016885+0.018354i,-0.011967+0.0085649i,-0.0078933+0.003819i,-0.0058914+0.0044908i,-0.0049644+0.0035012i,-0.0045647+0.0012401i,-0.0040838+0.00099792i,-0.0032224+0.0019058i,-0.0021221+0.0013711i,-0.001379+0.00059124i,9.7261e-05+0.00023959i,0.0017707-0.00093239i,0.0020818-0.0016888i,0.0012902-0.0015866i,0.00034159-0.00096855i,-0.00038662-0.0010821i,-0.00031356-0.0013757i,0.00013167-0.00076708i,6.1845e-05-0.00051199i,-0.0005282-0.00027066i,-0.00074239+0.00029209i
0.0074221+0.018844i,0.016218+0.026615i,0.014497+0.025177i,0.0059761+0.018532i,0.0022946+0.012514i,0.0025924+0.008842i,0.0021446+0.0037474i,0.0015798-0.0011668i,0.0016258-0.0029569i,0.00092275-0.0033693i,-0.00066409-0.0026876i,-0.001511-0.00039258i,-0.0022803+0.0015903i,-0.0026322+0.00040313i,-0.0025759-0.0011475i,-0.0029583-0.0015583i,-0.0016582-0.0017344i,-0.00018089-0.0014223i,-0.00030625-0.00044885i,-0.00071675+4.9089e-05i,-0.0004716-0.00061992i,-0.00020856-0.00058422i,-0.00012491+0.00017102i
0.019156-0.001165i,0.029937-0.0061721i,0.027779-0.006395i,0.017098-0.0017951i,0.010261+0.00083961i,0.0078722+0.00081524i,0.0053565+0.0014897i,0.0032551+0.0024532i,0.0029874+0.0019664i,0.0029276+0.00051364i,0.0016379-0.00058047i,0.00041724+0.00061428i,0.00019054+0.0013275i,-0.00070807+0.00019498i,-0.0019959+0.00043037i,-0.0016654+0.0010382i,-0.00075962+0.00043651i,-0.0011608+0.00014643i,-0.0010993+0.00070799i,-0.00033624-8.7273e-06i,-0.00049971-0.0011457i,-0.00015313-0.0018116i,0.00048316-0.0015818i
0.0057355-0.019847i,0.0024431-0.031315i,0.0012071-0.029923i,0.0034125-0.018963i,0.0045683-0.0099475i,0.0024604-0.0055007i,-0.00031335-0.0033998i,-0.002717-0.00053154i,-0.0046005+0.0015456i,-0.0040129+0.0012998i,-0.0014624+0.00072983i,0.0014141+0.00019262i,0.0023881-0.0010071i,0.00184-0.0017222i,0.0014611-0.0014337i,0.0016347-0.00126i,0.0016899-0.0011813i,0.00086539-0.00035763i,0.00016059+0.0006407i,-0.00057013+0.0013116i,-0.0006482+0.0011763i,-0.00032655+0.00104i,-0.00054507+0.00057276i
-0.017852-0.0097072i,-0.031094-0.011038i,-0.029764-0.0092489i,-0.017142-0.0074048i,-0.0087203-0.0059269i,-0.00645-0.0052957i,-0.003303-0.0043498i,3.7822e-06-0.0033022i,0.0011112-0.0033405i,0.00042482-0.0021025i,-0.00086958-0.00050524i,-0.00070074-0.00043712i,-0.00048839-0.00024828i,-0.0015075+0.0009028i,-0.0021086+0.0012197i,-0.001701-0.00029271i,-0.00046761-0.00086541i,-0.00013586-0.00074532i,-0.00022987-0.00047252i,0.00020333+0.00014898i,0.00019985+0.00082298i,-0.00016578+0.00065831i,8.2939e-05+7.1319e-05i
-0.014226+0.01161i,-0.018879+0.023727i,-0.01783+0.025189i,-0.013563+0.014018i,-0.010483+0.0055248i,-0.0085208+0.0039796i,-0.0051067+0.0039356i,-0.00071995+0.0038946i,0.0022178+0.0031547i,0.0021973+0.0010815i,0.0010904-0.0008724i,0.00018318-0.0021709i,-0.00018834-0.0018083i,0.00050444-9.8448e-05i,0.0012641+0.00048688i,0.001339-0.00031218i,0.00057448-0.0015074i,-0.00019607-0.0016653i,-3.634e-05-0.00092327i,0.00021832-0.00063541i,0.00095888-0.0010978i,0.00047004-0.0006893i,-0.0005826+0.00034326i
0.0056982+0.018293i,0.017384+0.026289i,0.019034+0.025332i,0.0093181+0.016689i,0.0020825+0.010695i,-0.00063366+0.0085484i,-0.0025983+0.0066466i,-0.0038659+0.0037901i,-0.0041873+0.0011858i,-0.0025543-0.00056849i,-0.0017891-0.0011072i,-0.0025341-0.00082259i,-0.0022695-0.0015131i,-0.0014642-0.0030177i,-0.0012514-0.0046451i,-0.00087381-0.0042112i,-0.00033955-0.0029468i,-0.00047291-0.0024618i,-5.2302e-05-0.0010555i,0.00026301-0.00012985i,0.00075575-0.00041722i,0.0013553-0.00031192i,0.00094899+0.00062054i
0.015834+0.00099647i,0.029438-0.0059953i,0.030623-0.0082099i,0.02078-0.0026309i,0.012268+0.0029584i,0.0078032+0.003654i,0.0049096+0.0013925i,0.0030118-0.0018888i,0.0016321-0.00361i,-0.00042804-0.002939i,-0.0024574-0.0021444i,-0.0024029-0.00061893i,-0.00094037+0.0015771i,-0.0013457+0.0018697i,-0.0029779+0.0016747i,-0.0033735+0.0013924i,-0.0018692+0.00098429i,-0.0006161+0.0011023i,-0.00043958+0.00068191i,-0.00011006+5.1337e-05i,-0.0003815-0.0003476i,-0.00044522-0.00044181i,0.0002244-0.0010626i
0.0045535-0.016723i,7.3831e-05-0.029697i,-0.0029887-0.031597i,-0.00096692-0.021619i,0.002322-0.011309i,0.0038475-0.0051161i,0.0032757-0.0011523i,0.0020912+0.00093196i,0.0020722+0.0013896i,0.0010784+0.00053126i,-0.00043744+0.00048869i,0.00015638+0.0013383i,0.00098545+0.0010418i,0.0006079+0.00048631i,0.00057683+0.00062231i,0.00088699-0.00070015i,0.00068962-0.0016806i,-1.2315e-05-0.00017798i,-3.8857e-05+0.0010971i,-0.00025754+0.00090056i,-0.0017979+0.00024946i,-0.0022723+0.00031314i,-0.0012094+0.00034993i
-0.013861-0.008597i,-0.028788-0.0086728i,-0.031247-0.0055739i,-0.018879-0.0048368i,-0.0083994-0.0057648i,-0.0051042-0.005502i,-0.0035946-0.0038454i,-0.0024745-0.00097154i,-0.0020716+0.0019937i,-0.0015142+0.0020495i,0.00042014+0.00043748i,0.0016594-0.0014282i,-3.8718e-05-0.0032208i,-0.0022024-0.0032552i,-0.0018862-0.0025563i,-0.00068936-0.0018568i,0.00018638-0.00092326i,0.00088408-6.5537e-05i,0.0010591+0.00012562i,0.0010064-0.00025604i,0.0013077+0.00034379i,0.001347+0.0015666i,0.00088259+0.0015299i
-0.013882+0.01035i,-0.017251+0.02552i,-0.015547+0.028625i,-0.010771+0.016419i,-0.0078539+0.0053276i,-0.0070778+0.0026586i,-0.0045113+0.00068134i,-0.0013251-0.001927i,-0.00028362-0.0031806i,-0.00058808-0.0024696i,-0.00071412-0.0015934i,-0.00038369-0.0021019i,0.0006114-0.0023412i,0.0016789-0.0012874i,0.00092994-3.951e-05i,0.00013749+0.00065242i,0.00022689-0.00039153i,0.00030131-0.0011953i,1.3188e-06-0.0010715i,0.00072794-0.00073442i,0.0015021-0.00077044i,0.0013393-0.0013015i,0.00033569-0.0010274i
0.0048067+0.014426i,0.019457+0.022115i,0.024358+0.022559i,0.01337+0.014957i,0.0019514+0.0091498i,-0.001751+0.0074425i,-0.0016328+0.005893i,0.00024471+0.0039544i,0.0017127+0.0019444i,0.00037435+2.9039e-05i,-0.0025495-0.0016638i,-0.0039963-0.0016851i,-0.0023958-0.00047717i,-8.6104e-05-0.00043682i,0.00045697-0.00077784i,-0.00031373-0.0010186i,-0.0010216-0.0014997i,-0.0013843-0.00086901i,-0.00097786+0.00080532i,-0.00013617+0.00048407i,0.00032279-0.00058241i,0.00025097+9.7846e-05i,0.00060561+0.00063617i
0.011393-4.7469e-05i,0.024417-0.0094427i,0.026525-0.013103i,0.017159-0.0057104i,0.0091231+0.0029732i,0.0056734+0.0055621i,0.0030278+0.0048664i,-6.6718e-05+0.0036807i,-0.0021078+0.0019902i,-0.0024894+0.0020306i,-0.0021855+0.0022917i,-0.0017673+0.0025538i,-0.0018361+0.0017947i,-0.0029852+2.6866e-05i,-0.0037805-0.0003777i,-0.003603-0.0011084i,-0.0023692-0.0017515i,-0.0013659-0.0012427i,-0.0011188-0.0013437i,-0.00021728-0.0010784i,0.00042233-0.0010147i,0.00020383-0.0019893i,0.0001449-0.0013154i
0.0025832-0.013271i,-0.003053-0.029288i,-0.0060565-0.032746i,-0.0028926-0.019979i,0.0022092-0.0073769i,0.0043285-0.0025854i,0.0039634-0.0021673i,0.0023905-0.0027202i,0.00048698-0.002476i,-0.00044042-0.00096913i,-0.00037756+0.00093496i,0.00054511+0.0025666i,0.0021168+0.0013049i,0.002209-0.00040425i,0.0013645+0.00026432i,0.0010705+0.00047598i,0.00082114+0.00010309i,0.0010017+0.00056604i,0.0011326+3.3796e-05i,0.00042529-0.00074887i,-0.00067355-0.00051549i,-0.00074184-0.00047463i,-0.00091968-0.0010221i
-0.0085971-0.0060974i,-0.025845-0.0054465i,-0.031315-0.0044072i,-0.021056-0.0042056i,-0.009287-0.0042289i,-0.0035891-0.0028356i,-0.0026581-0.0012512i,-0.00090538-0.00075939i,0.0018049-0.00050375i,0.0023044-0.001027i,0.0014663-0.0018062i,0.0016522-0.0024771i,0.0021192-0.0034549i,0.0016243-0.0028112i,-0.00016341-0.002057i,-0.0017065-0.0020709i,-0.00076799-0.0018231i,0.00087577-0.00025585i,0.0012966+0.00087556i,0.00067514+0.001225i,-0.00042287+0.0024052i,-0.00018756+0.0026219i,6.8609e-05+0.0017338i
-0.0065123+0.0087084i,-0.0092974+0.025087i,-0.0069449+0.030984i,-0.0041929+0.019045i,-0.0047709+0.0057036i,-0.0053+0.00017228i,-0.004831-0.0011436i,-0.0039996+0.00059695i,-0.0022666+0.0012501i,-0.0008981-0.0011935i,-0.00050477-0.0028642i,-0.00027259-0.0025588i,-0.0012272-0.00021614i,-0.0021784+0.0027312i,-0.001656+0.0029864i,-0.00094496+0.0017048i,8.3304e-06-0.00025786i,0.00065952-0.0017172i,0.00055983-0.0011046i,0.00068695-0.0003258i,0.0013218-0.00012658i,0.0015288-0.0001591i,0.001035-0.00026669i
0.0076406+0.0064928i,0.021953+0.015386i,0.026336+0.016288i,0.014901+0.009952i,0.0021545+0.0061922i,-0.0025516+0.0057436i,-0.0021186+0.0037649i,-0.00057647+0.00044086i,-0.00066458-0.0020062i,-0.00213-0.0019881i,-0.003028-0.00013088i,-0.0036522+0.0013141i,-0.002811+0.0013224i,-0.00070463+0.00030468i,0.00045851-0.00058243i,0.00074099-0.0010629i,0.00055967-0.0018554i,-9.5534e-05-0.0018261i,-9.3296e-05-0.0012219i,0.0007566-0.00056639i,0.0010433-0.00080697i,0.00069823-0.0014744i,-0.00026204-0.001691i
0.0068691-0.0049225i,0.019494-0.017235i,0.0241-0.02272i,0.015529-0.014051i,0.0065097-0.0023331i,0.0026971+0.0029999i,0.0013145+0.0045166i,0.0013408+0.0035298i,0.0016907+0.0016909i,0.00079656+0.00082492i,-0.0013329+0.0017589i,-0.0023979+0.0028968i,-0.00099606+0.00096497i,-0.00026704-0.003071i,-0.0020224-0.0047912i,-0.0032213-0.0039061i,-0.0019705-0.0019105i,0.00018934-3.1686e-05i,0.00056798+0.00028277i,0.00024704-0.00035142i,-0.00041492+0.0001559i,-0.00082319-1.8155e-05i,-0.00051869-0.00023074i
-0.0031405-0.0068771i,-0.0081531-0.021868i,-0.011223-0.027205i,-0.0063256-0.016883i,0.0005932-0.0049011i,0.0028453-0.0004268i,0.0027205-0.00057921i,0.0015376-0.00027235i,-0.00024574+0.0015823i,0.00076692+0.0023262i,0.0029308+0.0007965i,0.0041288-0.00097187i,0.0042135-0.0011795i,0.0021883-0.00025535i,0.00058236+0.0012342i,0.0008159+0.0011914i,0.00097601+2.6654e-05i,0.00075732+0.00010527i,-0.00044002+0.00036564i,-0.0016295-0.00054988i,-0.0016297-0.0014893i,-0.0013641-0.001629i,-0.0012464-0.00095534i
-0.0051311+0.0013063i,-0.024335+0.0020609i,-0.032924+0.0018021i,-0.023221+0.00023569i,-0.011075-0.0016004i,-0.0049195-0.0028582i,-0.0017111-0.0035571i,-0.00087534-0.0036245i,8.8705e-05-0.003955i,0.0023154-0.0041998i,0.0029883-0.0028522i,0.0022692-0.0017169i,0.00066187-0.0014114i,-0.0012855-0.00080789i,-0.0015349-0.0013104i,-0.00085726-0.0018768i,-0.00068979-0.001622i,-0.00065105-0.00053026i,-0.00019121+0.00060457i,-0.0003771+0.0013978i,-0.00076258+0.0018876i,-0.00062559+0.001065i,-0.00036265+0.00059475i
0.00010957+0.0083161i,-0.0012973+0.025796i,-0.00092139+0.034783i,0.00027507+0.024857i,-0.00070009+0.010657i,-0.002647+0.0034304i,-0.0028831+0.00093973i,-0.0015239+0.0010816i,0.0003875+0.00051186i,0.00024006-0.0015029i,-0.0024289-0.0028036i,-0.0051038-0.0026103i,-0.006565-0.0019917i,-0.0056791-0.0014722i,-0.0043181-0.0009188i,-0.0032529-0.00087092i,-0.0014981-0.0011077i,-1.9672e-05-0.0011195i,0.00047427-0.00079137i,0.0013349+0.0004456i,0.0023578+0.0015091i,0.0022742+0.00076221i,0.00092739+0.0008946i
0.009629+0.0027843i,0.025798+0.011008i,0.033477+0.013051i,0.023069+0.0078863i,0.0084621+0.0039684i,0.00064034+0.0027816i,-0.0024209+0.0016802i,-0.0032799+0.0017092i,-0.0034954+0.0014125i,-0.0044189-0.00055348i,-0.0047346-0.0012255i,-0.0035447+0.00064921i,-0.0012903+0.0025882i,0.00063942+0.0025908i,0.0016913+0.0011027i,0.0020161-0.00049486i,0.00194-0.0016683i,0.00034885-0.0025612i,-0.00087919-0.0021677i,-0.0010968-0.0014033i,-0.00092506-0.0017089i,-0.00057933-0.0014642i,-0.00064462-0.00098115i
0.0022553-0.010326i,0.013268-0.025546i,0.017666-0.032546i,0.011475-0.023368i,0.0041147-0.0083386i,0.0019685+0.00059143i,0.0015678+0.002659i,0.00097869+0.00084068i,-0.00041855-0.0013548i,-0.0010387-0.00034276i,0.00060772+0.0021404i,0.0027394+0.0029916i,0.0035631+0.0033325i,0.0030393+0.0020468i,0.0018218+0.00068599i,0.0010619+0.00010129i,0.00021214-0.00075617i,-0.00086907-0.00088307i,-0.00041819-0.00016491i,0.0003598-5.0957e-05i,8.3974e-05-7.6414e-05i,-0.00058792-0.00020043i,-0.00050894-0.00050774i
-0.0082277-0.001856i,-0.015827-0.018074i,-0.019921-0.026315i,-0.01423-0.019197i,-0.0044073-0.010132i,0.00056162-0.0044514i,0.0023618+0.00069533i,0.0032543+0.0022011i,0.0035675+0.0025433i,0.0036974+0.0028883i,0.0026533+0.0024613i,0.001247+0.0017748i,0.00067215+0.00011974i,-0.00097026-0.0010292i,-0.0023594-0.00032875i,-0.0015188+0.00071514i,-0.00063372+0.0007854i,-0.0005929+0.00039675i,-0.0010209+0.00023302i,-0.001061+0.00045597i,-0.00063919+0.0003794i,-0.00059327+0.00023461i,-0.00063447+0.00059623i
