-0.0020988-0.00035189i,-0.0036171-0.00089888i,-0.0046756-0.00053389i,-0.0036379-0.00033941i,-0.0033273+0.00031006i,-0.0026652+0.00089341i,-0.00067907+0.001179i,0.00058583+0.0013959i,0.00090182+0.0011432i,0.00051989+0.00046071i,-2.6456e-06-0.0003598i,-0.00034811-0.00014436i,-0.00090408+0.0006016i,-0.00057899+0.00071943i,-5.9531e-05+0.00052131i,9.1246e-05+0.00012446i,0.00023401-0.00040086i,-0.00015577+8.1792e-05i,-0.00039315+9.0827e-06i,-0.000266-0.00017422i,-0.00030458-0.00038017i,-0.00035697-0.00050492i,-9.2816e-05-0.00057006i
0.00034018-0.00080206i,0.00039333+0.000416i,-0.00087265+0.00011252i,-0.0015108+0.00024301i,-0.0016435+0.00067307i,-0.001499+3.2429e-05i,-0.00088605+0.00015343i,-0.00010753+0.00093962i,0.00075513+0.00060306i,0.00086944+0.00049857i,3.4974e-05+4.2634e-05i,-0.00047795-0.0011567i,-0.00078237-0.001748i,-0.00012801-0.0015806i,0.00099611-0.0010149i,0.0010027-0.00018568i,0.00016829+0.00079354i,-8.3109e-05+0.0011976i,0.00030437+0.00024931i,1.4737e-05+5.6989e-08i,-0.00069122+0.00038413i,-0.00054734-1.658e-05i,0.00041039-0.00035318i
0.00040958-0.0031343i,0.0014963-0.003976i,0.0016924-0.0043389i,0.00078691-0.0029395i,-0.00021705-0.00098442i,-0.00094308+0.00036664i,-0.00060446+0.0012222i,0.00080525+0.001223i,0.001179+0.00068803i,4.1055e-05+1.8204e-05i,-0.001166-0.00077744i,-0.0010018-0.0016434i,-0.00042974-0.0012838i,0.00061483-0.00068627i,0.0011421-0.00025881i,-5.0168e-08+0.00031792i,-0.00066577+0.00026277i,-0.001587-6.2692e-05i,-0.0018191-0.00090103i,-0.00027149-0.00095442i,-0.00043689-0.00013908i,-0.00031634-0.00042976i,0.00051891-0.00046908i
0.00065102+0.00056579i,0.00078275-0.00026948i,0.00068317-0.001153i,-0.00015881-0.00082841i,-6.0089e-06-0.00045054i,0.00030541+7.0915e-05i,5.1102e-05+0.00064672i,0.00029864+0.00070507i,0.00049263-0.00028004i,-0.00072481-0.0011162i,-0.0016077-0.00052583i,-0.0012706+0.00025088i,-0.0012309-0.00014224i,-0.00049445-0.00016655i,0.00011263+0.0005999i,-0.00035344+0.00032071i,-0.00040909+0.00012669i,0.00012086+0.00019565i,6.2139e-05+0.00041187i,-0.00050987+0.00039301i,-0.00055341+0.00027951i,-0.00045465+0.00029692i,0.00038339-0.00031654i
0.00075711+0.00061948i,-0.00015106+0.00052067i,0.00057701+2.6783e-05i,5.5869e-05-0.0010718i,-0.0018405-0.001138i,-0.00184+0.00021422i,-0.0010065+0.0012653i,-0.00041634+0.00085088i,0.00064149+0.00034663i,0.00022954-0.0001219i,-0.00038497-0.00042005i,-0.00027827-0.00038958i,-0.00047539-0.00076435i,-0.0007301-0.00098231i,-0.00114-0.00061363i,-0.0005027-0.00075646i,-6.3338e-05-0.0014597i,-0.00014442-0.0019672i,-0.00084989-0.0015198i,-0.0011791-0.00051867i,-3.6633e-05-0.00039095i,3.5459e-05+0.00023407i,-0.0010226+0.00064877i
-0.00025132-0.0019586i,-0.00092625-0.0031537i,-0.0013177-0.0038684i,-0.00082906-0.0019915i,-0.00038778-0.00053892i,-0.001125+0.00021431i,-0.00096119+0.00039648i,-0.00031943+0.00036385i,-4.4477e-05+0.00024727i,-0.00010818+0.00012412i,-0.00077632-0.00017654i,-0.00012429-0.00033063i,0.0003672-0.00043793i,-0.00011415-0.00029181i,-0.00038723+0.00015397i,0.00017658+0.00017187i,0.0014657-0.0001828i,0.0015211-0.00057395i,6.4929e-05-0.0010219i,-0.0011121-0.0011643i,-0.00072913-6.6432e-05i,-0.00050609+0.0003167i,-0.00053655-6.0573e-05i
-0.00077727-0.00051321i,-0.0001422-0.0016803i,-0.00068339-0.0014312i,-0.0020066-0.00010216i,-0.0019785+0.0002838i,-0.001468+0.00053546i,-0.00044031+0.00030563i,8.0779e-05+0.0012355i,-0.00053321+0.0016089i,-0.001157+0.00022382i,-0.00070925-0.00095295i,0.00022503-0.00096278i,0.00037591-0.0011583i,0.00024833-0.0014499i,0.00023679-0.0011467i,0.00016898-0.00035982i,5.1524e-05+0.00059223i,-0.00051385+0.0011101i,-0.00010976+0.00050712i,0.00063263+0.0002688i,0.00029069+0.00050312i,9.6756e-05+0.00015071i,0.00057479+2.6682e-05i
-0.00034741-0.00081653i,-0.0013923-9.946e-06i,-0.0012641+4.8941e-05i,-2.1322e-05-0.00040552i,-0.00018548-0.00048087i,-0.001253-0.00021698i,-0.0015408-0.00032016i,-0.0007275-0.00056806i,0.0001992-0.00061877i,0.00018425-0.00065238i,0.00012542-0.00031171i,0.00086079-0.00047583i,0.00015512-0.0011067i,-0.00072542-0.00089333i,2.9549e-05-0.00067552i,0.00090544-0.00037106i,0.00038986+0.00053473i,-0.00026078+0.00086205i,0.00014494+0.00037364i,-0.00029547+0.00035762i,-0.00044841+0.00019959i,0.0004689-1.7571e-05i,0.00048243-0.00011028i
0.0016417+0.0024501i,0.0015495+0.0015257i,0.0026436+0.0013725i,0.002908+0.00063733i,0.0010208+8.6102e-05i,-0.00046333+3.2587e-05i,-0.00054322+0.000408i,-0.00040292+0.0010357i,0.00016887+0.00087355i,0.00071124-8.4512e-05i,0.00045352-0.00049639i,-0.00049002-0.00052626i,-0.00072875-0.00032427i,0.00023469+0.00046696i,0.0003421+0.0004858i,-0.00066099-0.00037786i,-0.00096552-4.3401e-07i,-0.0010123+6.4957e-06i,-0.0013637-0.00026035i,-0.0015963+0.00027976i,-0.0010586+2.1563e-05i,-0.00077274-0.00018775i,-0.00031093-0.00045706i
0.0030579+0.0015852i,0.0029383+0.001316i,0.0024888+0.00031411i,0.0010315-0.00096114i,-0.00033082-0.0019427i,-0.0015268-0.00097869i,-0.0019269+0.00062359i,-0.0007435+0.0010906i,-4.1881e-05-0.00038691i,-0.00068866-0.0014963i,-0.00099178-0.00071238i,-0.00073412+1.8646e-06i,0.00016976-0.00035171i,0.00051466-0.00033252i,7.1038e-05+0.00033074i,-7.3067e-05+0.00025781i,-0.00028776-0.00061431i,-0.00081141-0.0012427i,-0.00072671-0.0011538i,6.1569e-05-0.0012357i,0.00073336-0.0012543i,0.00077995-0.00097307i,0.00023112-0.00037767i
-0.0011529+0.0010218i,-0.001678+0.0013929i,-0.00091268+0.0011665i,0.00036731+0.0010162i,0.00028129+0.00093348i,-0.00057775+0.00043277i,-0.00055327+0.00099648i,0.00067267+0.0019988i,0.0014086+0.0018068i,0.0010298+0.0010273i,0.0005606+0.00096668i,0.00032266+0.00082193i,0.00046695+0.00070367i,0.00021016+0.00034304i,0.00016621-0.00039606i,0.00018826-0.00034942i,0.00057788-0.00030336i,0.0005806-0.0010385i,0.00012461-0.0010238i,9.0536e-05-0.00045591i,0.00040109-0.00088441i,0.0013373-0.0012845i,0.0012679-0.0013207i
0.0011389-0.0028618i,0.0019412-0.0020567i,0.00050371-0.0030983i,-0.0009131-0.0028287i,-0.0011799-0.00089006i,-0.0012452+0.00022395i,-0.0013022+0.00060084i,-0.00062322+0.0011679i,0.00018812+0.00094431i,0.00012138-0.0001038i,0.00064205-0.00029239i,0.0013026+7.1493e-05i,0.0010604+0.00053046i,1.0365e-05-0.00023456i,0.00011372-0.00088533i,0.00073137-0.00047451i,0.00077423-0.00062344i,0.0011153-0.00047006i,0.001127+0.00033179i,0.00086725+0.00067538i,0.00076461+0.00036772i,0.00040744-0.00022009i,0.00048827-0.00018095i
0.00042702-0.00086084i,-0.00087572-0.00045883i,-0.0024266-0.0010976i,-0.0010367-0.0014074i,-0.00031859-0.00095616i,-0.00094789+1.5878e-05i,-0.00074544+0.00054626i,0.00042506+9.8712e-05i,0.00070415-0.00064905i,0.00043055-0.00036242i,0.00059463+0.00021219i,0.001503-0.00048107i,0.00067141-0.0010331i,-0.00020728-0.00095109i,-0.00041053-0.0003363i,2.8429e-05+1.2431e-05i,0.00066659-0.00013886i,0.00061436+0.00059341i,0.00039644+0.00079552i,0.0005736+0.0001842i,0.0005076+0.0003378i,0.00072331+0.00033634i,0.00094036+0.00034909i
0.0027827+8.3299e-05i,0.0031547-0.00049468i,0.0033261+0.00046899i,0.001861+0.00030749i,0.00019187-0.00058413i,-0.00070789-0.00059743i,-0.00076858+0.00043655i,-0.00035831+0.00095162i,0.00046081+4.7675e-05i,6.6684e-05-0.00091625i,-0.00042849-0.0010579i,-3.6163e-05-0.0013201i,-0.00077563-0.0015153i,-0.0015016-0.00056203i,-0.0013663+0.00079595i,-0.0008946+0.00020301i,-0.00057404-0.00058636i,-0.00060504+0.00019317i,-0.00075153+0.0011839i,-0.00055526+0.00094813i,-0.00019262+0.00017259i,0.00049523-0.00017967i,0.00063277-0.00088815i
-0.0018899-0.00099487i,-0.0018885-0.0008401i,-0.0014026-0.00035288i,-0.00088406-0.00065521i,-0.00093516-0.00049427i,-0.00081856-0.00027915i,-0.00063888+1.9714e-05i,-0.00085805+0.00045798i,-0.00033965+9.1026e-05i,-0.00014996-0.00066533i,-0.00057681-0.0013532i,-0.001112-0.0016275i,-0.0013576-0.00091042i,-0.0010477-0.00027884i,-0.0011054-8.1376e-05i,-0.00091621-0.00051148i,-0.00064225-0.0013595i,-0.00023159-0.0013076i,7.6525e-06-0.00017732i,-0.00054216+0.00029793i,-0.00085994+0.00028789i,-0.0011413+0.00015948i,-0.00097262+0.00034029i
0.00082362-0.0019423i,0.00084146-0.0015297i,0.0011364-0.0023799i,0.0008498-0.0023638i,-0.00036595-0.001923i,-0.00083892-0.00025148i,1.9493e-05+0.00085379i,0.00046558+0.0010444i,-0.00035613+0.0002367i,-0.0014147-0.00070688i,-0.0013416-0.00028645i,-0.00060962+0.00018079i,-0.00032765-0.00026254i,-0.00013866-0.0011214i,0.00020895-0.0015193i,-0.0001567-0.0011767i,-0.00063269-0.0012391i,-0.00036726-0.0014952i,-0.00093854-0.0011455i,-0.0011209-0.00064654i,-0.00037745-0.00033164i,-0.00048498-0.00042627i,-0.00056179-0.00035373i
-0.00030547+0.0003582i,0.001062+0.00049466i,0.0020805+0.00044981i,0.0021405-0.00030483i,0.00092337+0.00018934i,-5.4104e-05+0.0001752i,0.00057566+0.00035579i,0.00062126+0.00075203i,0.00064059+0.0002856i,0.0008235-0.00049183i,0.0011429-0.00025801i,0.0016772+0.00058444i,0.0024683+0.0007429i,0.0024651-0.00011649i,0.001771-0.00091339i,0.0017102+4.4285e-05i,0.0013445+0.00021673i,0.00065273-0.00025807i,0.00024709-0.00023508i,-0.00029864-0.00036158i,-0.00075352+0.00021177i,-0.00047287+0.00040328i,-0.00016077+0.00014153i
-0.00052532-0.0013324i,-0.0015705-0.0013452i,-0.001678-0.0013998i,-2.3024e-05-0.0011728i,0.00055229-0.0004005i,1.7094e-05-0.00010148i,-0.00068426+0.00031643i,-0.00050549-9.9771e-05i,0.00024554-0.00019301i,0.00038787+0.00019578i,7.8018e-05+0.00032293i,0.00028673+0.00013736i,0.00052868-0.00084884i,0.00038914-0.0016254i,0.00044872-0.0012105i,0.00071527-0.00026054i,0.0011517-2.9547e-05i,0.00092883-9.4349e-05i,-5.9446e-05-0.00030281i,-0.00044413-0.0006385i,0.00012653-0.00019259i,0.00019173+0.00052578i,0.00047743+0.00036774i
0.00014097+0.00049307i,-0.00022065+0.00046382i,-2.387e-05+0.0011816i,-0.00035691+0.0010333i,-0.00051501-0.00018497i,-0.00021794-0.00041398i,0.00013966+0.00018698i,0.00061536+0.0010706i,-4.725e-05+0.00064981i,-0.0011248-0.00027425i,-0.0002731-0.00018264i,0.0010761+0.00043669i,0.00019944+0.00014394i,-0.00076961-0.00040967i,-0.00070911-0.00033586i,-7.4693e-05+0.00015134i,-0.00038625-6.2807e-05i,-0.0011321-0.00013802i,-0.0011075+0.00075699i,-0.000737+0.0003798i,-0.000573+0.00014918i,-0.00025692+0.00074418i,0.00019994+0.00017376i
0.0023279-0.0010362i,0.0023579-0.00077593i,0.0021378-0.00096521i,0.0018096-0.0012536i,0.00069838-0.00094421i,0.00039005-0.00063144i,0.00045749+4.3882e-05i,0.00051314+0.00079144i,0.0004132+0.00050721i,8.7426e-05+0.00036537i,-7.6561e-05-7.7886e-05i,-0.00065488-0.0012532i,-0.001295-0.0016165i,-0.0010089-0.0016784i,-0.00063469-0.001055i,-0.0011052-0.00019313i,-0.001781+0.0002971i,-0.0018068-4.2355e-05i,-0.0010782-0.00077322i,-0.00046212-0.0010871i,-0.00018638-0.00085684i,-0.00020055-0.00082661i,-0.00017093-0.00067707i
0.0009917+0.00016934i,0.00083025-0.00037511i,0.00089875-0.00030801i,0.00043088-0.00084801i,-0.00042936-0.00077647i,-0.00030247+0.00019441i,-0.00067604+0.00039659i,-0.00031761+0.00012512i,0.00040185-0.0002379i,0.0004677-0.0012965i,-6.0549e-05-0.001019i,-0.00025401-0.00031733i,-9.9138e-05-0.0003957i,-0.00036227+3.024e-05i,0.00025798+0.00028692i,0.00061727-0.0002188i,-0.00041127-0.00057084i,-0.00081778-0.00050207i,-0.00057957-0.00087526i,-0.00011548-0.00025578i,0.00027096-0.0001238i,0.00043298-0.00075097i,0.00045456-0.00067249i
0.0017962+0.0018034i,0.00049834+0.0024974i,0.0016721+0.0013634i,0.0027577-0.00058056i,0.0020028-0.0016951i,0.00069723-0.002042i,-0.00011186-0.00066082i,0.00015571+0.00023295i,0.00067926+0.00023652i,0.00039132+0.00032786i,-2.6175e-05+5.1871e-06i,0.00010879+0.00013255i,0.00080496+0.00061113i,0.0016967+0.00040769i,0.0013316-0.00014324i,0.00087742-0.0008741i,0.00094634-0.0012353i,0.00062038-0.00094692i,4.9821e-05-0.00059822i,-0.0001958-0.0002876i,-0.00055681-0.0003337i,-0.0015589-0.00060892i,-0.0013277-0.00028606i
-0.00040123+0.00014497i,-0.00058651+0.00016222i,-0.0019607+0.00044866i,-0.0017986-0.00048929i,-0.00064336-0.00113i,-0.00098156-0.00093364i,-0.00031005-0.00042802i,0.00038265+0.00034896i,-0.00031368-2.4028e-05i,-0.00084803-0.001446i,-0.00025375-0.0006303i,0.00093411+0.00067856i,0.0012132+0.00092616i,0.00034961+0.00098327i,0.00085631+0.00066035i,0.0019132+0.00078115i,0.0015958+0.00059369i,0.00080675+6.5726e-05i,0.00030231+2.9477e-05i,-0.00060426-0.00035945i,-0.00052682-0.00012761i,0.00065515+0.00033925i,0.00069882-0.00010239i
0.00024044-0.00019281i,0.00074558-0.0014453i,0.00049845-0.0016089i,-0.00019412-0.0010171i,-0.00085217-0.00011385i,-0.0012546+0.00080894i,-0.0009007+0.0015672i,-0.00026784+0.0019202i,0.00066585+0.00098044i,0.00035927-0.00052601i,0.00011918-0.00045735i,0.0011729+0.00070468i,0.0013994+0.00052762i,2.3158e-05-0.00093265i,-0.00092135-0.00096641i,-0.00029267-0.00029521i,0.00051603-0.00044752i,-7.1156e-05-0.0007518i,-0.00062687-0.00021107i,-0.00072127+6.1401e-06i,-0.00084495+0.00040146i,-0.00096857+0.00068089i,-0.0007037+0.00044504i
0.00067035-0.0013272i,0.00074614-0.0013343i,0.001056-0.0016187i,0.00067157-0.0018826i,-9.1447e-05-0.0020395i,-0.00075674-0.001444i,-0.0005383-0.00041565i,0.00018286+2.8096e-05i,-6.963e-05+0.00027763i,-0.00056632-5.2097e-05i,-0.00016418-0.0009377i,0.00073128-0.0015144i,0.00047493-0.0021643i,-0.00011487-0.0024185i,0.0005127-0.0014811i,0.00065389-0.00029292i,-0.00039714-0.00048615i,-0.0013854-0.00058135i,-0.00062995+5.3976e-05i,0.00081371+0.00031879i,0.00087199+0.00019912i,0.00018006+0.00025891i,-3.2827e-05-0.00028607i
0.0014385-0.00020758i,0.001083+0.00016958i,0.00023125+0.0004924i,-0.00049915+2.9646e-05i,-0.00036796-0.0012024i,-0.00067534-0.0012443i,-0.00031705+0.0002781i,0.00027685+0.0012653i,0.00041885+0.00086422i,0.00059971+0.0003504i,0.00048546-0.00026873i,0.00035278-0.0013917i,0.00076275-0.0016337i,0.0011074-0.0019989i,0.00016871-0.0021747i,-0.00049408-0.0012968i,-0.00038346-0.0010431i,-0.00044218-0.0015424i,1.5434e-05-0.00098116i,-0.00017904-0.00045895i,-0.00024139-0.00053974i,0.00067893-0.0003304i,0.00060307+0.0001957i
0.0021606+0.0016181i,0.0018349+0.0020534i,0.0026048+0.0012582i,0.0018993+0.00070277i,0.00058756-2.6862e-05i,-0.0001371-0.00020033i,-0.00035934+0.00089827i,0.0007682+0.00097978i,0.0017162+0.00025275i,0.00099399-9.5184e-05i,0.00016429-0.000307i,-0.00028205-0.0003788i,-0.00040604-0.00048369i,-0.00013852+0.0002261i,-2.3926e-05+0.00057385i,0.00030184-0.00026581i,0.00074937-0.00058798i,7.3343e-05-0.00036991i,-0.00088857-0.00094482i,-0.00050292-0.0010544i,0.00014961-0.0008785i,-0.00016555-0.00090947i,-0.00040111-0.0004271i
-0.0018284+0.0017202i,-0.0022878+0.0012567i,-0.0016932+0.0024046i,-0.00016619+0.0025096i,0.00074201+0.00089809i,0.00034475+7.6823e-05i,-0.00088769+5.7262e-05i,-0.00083725-0.00018575i,-2.6676e-05-0.00035081i,-0.0001736-0.00020873i,-0.00032343+0.00014829i,-0.0002855+0.000923i,-0.0003018+0.0014254i,0.00017114+0.001968i,0.00069459+0.0020691i,0.00075525+0.0016927i,7.1406e-05+0.00092381i,-0.00020112+0.00042506i,-0.00017608+0.00034841i,-0.00051057+5.3882e-05i,-0.00065065+0.00029486i,-0.0011394+0.00019085i,-0.00102-9.6827e-05i
0.00042941-0.00176i,0.0010189-0.00090744i,0.0007803-0.0015882i,-2.9266e-05-0.0014081i,-0.00045279-0.00088671i,-0.00066549-0.00071986i,-0.00047463+0.00027899i,0.00020906+0.0016454i,0.00052473+0.0012554i,5.2944e-05-0.0005272i,-0.00049642-0.00047823i,-0.00093333+0.00052638i,-0.0006019+0.00064971i,6.1031e-05-0.00051885i,-0.00018556-0.0009179i,-3.2749e-05-3.1737e-05i,-0.00027289+7.047e-05i,-0.00047741-0.00024472i,-0.0010095-0.00039351i,-0.0014834-0.0005896i,-0.0011621-0.00082837i,-0.00069428-0.00094773i,-0.0014014-0.0010499i
0.0016606+0.0018167i,0.00097563+0.0016934i,0.0017651+0.00016165i,0.0012854-0.00085852i,-0.00033322-0.0011837i,-0.0010908-0.00095249i,-0.0010784+9.9146e-05i,-0.00025018+0.00056412i,0.00069534-6.1042e-05i,0.00049122-0.00039392i,0.00016138-0.00029132i,0.0012981-0.00033392i,0.0019761-0.0014032i,0.0018241-0.0024136i,0.001977-0.0019756i,0.0015738-0.00088677i,0.0006682-0.0013786i,-6.8135e-05-0.0016706i,-0.00067245-0.000802i,-0.00013307-0.00011136i,0.00044375+5.5965e-05i,0.00056755-0.00038723i,0.00022293-0.00069817i
0.0017679+0.00063519i,0.0017671+0.00096945i,0.002036+0.00021625i,0.001014-0.000786i,-0.00034102-0.0012683i,-0.00044633-0.0010564i,0.00029375+0.00024814i,0.00077662+0.0014207i,0.0013653+0.0011688i,0.00082064+1.8442e-05i,0.00093912-0.00071232i,0.0021309-0.0008983i,0.0019378-0.0019415i,0.001681-0.002311i,0.0015263-0.0013331i,0.00071695-0.0013525i,6.1853e-05-0.0016967i,-0.00082662-0.0010377i,-0.0010338-0.00031232i,-0.00037216-0.00017624i,-8.8521e-05-1.754e-05i,6.663e-05-0.00010876i,0.00022437-0.00014646i
0.0016009-0.0009883i,0.0025955-0.0005259i,0.0022961-0.0013104i,0.0010019-0.00095413i,-0.00052212-0.00073622i,-0.00099116-0.00073346i,-0.00035043-0.00031631i,0.00027785-0.00029795i,0.00076491-0.00066557i,0.00059771-0.0012063i,-0.00010633-0.0015753i,-0.00079791-0.0016325i,-0.00072633-0.001255i,-0.00083113-0.00062296i,-0.0008118-0.00056426i,0.00014804-0.00093792i,-0.0002326-0.0012629i,-0.0011365-0.0013085i,-0.0014945-0.0014674i,-0.00080591-0.0012065i,0.00015804-0.00074178i,0.00036065+0.00012788i,-0.0001585+0.00091515i
0.00096095+0.00060444i,0.00079559+0.00016248i,0.00066404+0.0002389i,0.0009861-0.00026556i,0.0013441-0.00095397i,0.0011489-0.00079397i,0.000942+6.4921e-05i,0.00025217+0.00077775i,-0.00016108+0.00011162i,3.0861e-05-0.00028839i,-0.00051815-0.00059794i,-0.0013095-0.00078712i,-0.002022+7.7996e-05i,-0.0025571+0.00052576i,-0.0019219+0.00028752i,-0.00062093+0.00097346i,3.124e-05+0.0011242i,0.00025028-5.2952e-05i,0.00066761-0.00061173i,-0.00016736-0.00085086i,-0.00091427-0.00060925i,-0.00047094-6.7953e-05i,-8.0373e-05-0.00045557i
0.0025436+0.00019774i,0.0026638-0.00029112i,0.0027237-0.00080106i,0.0015092-0.0017373i,0.00030838-0.0018561i,-0.00042711-0.0004476i,-0.000379+0.00097066i,0.00064226+0.0012394i,0.00087773+0.0005037i,0.00023335-0.00081927i,-0.00099301-0.00097225i,-0.0015172-0.00087544i,-0.0013391-0.0011958i,-0.0010743-0.0012937i,-0.000293-0.00058947i,0.00019464+0.0002856i,0.00010051+0.00056282i,-4.6702e-05+0.00066322i,-0.00060412+0.00035168i,-0.00087539-0.00011071i,-0.00049662-0.00025021i,-0.00029932-0.00018776i,-0.00023092-0.000497i
0.00015476+0.0012834i,0.00040067+0.001046i,0.00064804+0.000772i,0.00032022+0.00018163i,0.00010704-0.00076276i,-0.00095861-0.0013075i,-0.0015096-0.0007618i,-0.00060407+0.00023202i,0.00045684+0.00089555i,0.00076064+0.00053198i,-1.5746e-05+0.00023361i,-0.00035248+0.0006382i,0.00062974+0.00073421i,0.0011343+2.9754e-05i,0.00027304-0.00055556i,-0.00041659-0.00026707i,-0.00027537+1.847e-05i,0.00020713+0.00072184i,0.00035119+0.00068662i,7.947e-05+2.043e-05i,-0.00012841+0.00016969i,-0.00015407+0.00020473i,0.00010149+7.1552e-05i
-0.0010186-0.00099126i,-0.00057299-0.00081447i,-0.00036722-0.0016603i,-0.0013431-0.0012592i,-0.0013667-0.00037851i,-0.00066581-0.00016576i,-0.00026639+0.00018596i,0.00033406+0.00081356i,0.00069585+0.00015603i,0.00042492-5.2644e-05i,0.00018263+0.00040663i,0.0012766+0.00060747i,0.0021776+0.00038498i,0.001169+0.00012004i,-1.7818e-05-8.5794e-05i,-0.0001822-0.00071897i,-0.00034025-0.00048789i,-0.00052257+0.00048655i,-0.00034831-0.00027538i,-0.00024623-0.00065797i,-0.00037354-0.00035206i,-0.00024917-0.00020707i,-4.5211e-05-0.00010117i
-0.00099059+9.4208e-05i,-0.00071772+0.00029687i,-0.0003267-8.7953e-05i,6.093e-05+0.0010168i,5.5033e-05+0.001309i,-0.00018616+0.00058455i,-0.00013866+0.00059019i,0.00064063+0.00099326i,0.00030581+0.00096177i,-0.00048574+3.9778e-05i,5.73e-05-0.00059478i,0.0016203-0.00070061i,0.0015606-0.00043125i,0.0003916-0.00089545i,0.00030756-0.0017037i,0.00094223-0.0011448i,0.00083324-0.00037314i,-0.00051593-0.00085762i,-0.0014411-0.00082743i,-0.00063388-4.5181e-05i,-0.00018835+0.00022903i,-0.00035953+0.00019169i,-9.8142e-05+0.00032415i
0.0010761-0.0010139i,-4.6294e-05-0.0009087i,-0.00042552-0.0019033i,5.3396e-05-0.0024342i,-6.8046e-05-0.0010094i,-0.00072547+0.00020263i,-0.00065077+0.0003964i,-0.0001209-5.5331e-05i,0.00069935-0.00030306i,0.00042904-0.00097232i,0.0001287-0.0011343i,7.3109e-05-0.0015173i,-0.00041097-0.0018728i,-0.0015204-0.0015755i,-0.0014364-0.0014962i,-0.00058949-0.0011888i,-0.00071578-0.0010139i,-0.0012307-0.00055615i,-0.00083472-3.7098e-05i,-0.00015175+0.00020003i,-0.00041167-0.00024322i,-0.0003681-0.00033393i,0.00011595+0.0004044i
0.0024721-0.00058623i,0.003784-0.0010117i,0.0037299-0.0013868i,0.001765-0.0017817i,-0.00045174-0.0022594i,-0.0014958-0.0017786i,-0.0010118-8.8554e-05i,-0.00010973+0.00053473i,0.00031212-0.0003206i,-0.00023186-0.0014138i,-0.00069925-0.0021633i,-0.0011722-0.0018621i,-0.0011481-0.0015302i,-0.00069926-0.0010482i,-0.00029795-0.00021696i,0.0001035+0.0010182i,0.00064441+0.0011266i,0.00074283+0.00024728i,-0.00027306-0.00064551i,-0.00072667-0.001248i,-0.00055965-0.00066429i,-0.00032067-4.6602e-06i,0.0001415+0.00067397i
-0.00089385-0.00024666i,3.6875e-05+0.00073087i,-0.00087777+0.00048616i,-0.0019735-0.00013722i,-0.0022118-0.00017583i,-0.0013789+0.00016385i,-0.00021559+0.0001336i,0.00063846+2.1895e-05i,0.0009894-8.8404e-05i,0.00034758-0.00011542i,0.00012103+0.00032155i,-0.00041625+0.00097423i,-0.00022661+0.0007939i,0.00036175+0.00050302i,-0.00035556+0.0003916i,-0.00075887+0.00031911i,-0.00015209+0.00090705i,-6.3363e-05+0.00083754i,-0.00011669+0.00014684i,-0.00028521+5.5065e-05i,-0.00065376+0.0004006i,-0.00016787+0.00039647i,0.00088262+0.00047353i
-0.0013435-0.0029381i,-0.0019477-0.0029085i,-0.0035379-0.0036396i,-0.002688-0.0027645i,-0.00090897-0.00088052i,-0.00070666+0.00065322i,-7.307e-05+0.00089857i,0.00095114+0.00057609i,0.00062944+0.00021348i,-0.0010198-6.8297e-05i,-0.0018065+0.00094911i,-0.00085461+0.0014555i,-0.00016231+0.00057916i,0.00031312+0.00098065i,0.00020313+0.0020199i,-0.00062912+0.0019598i,-0.00073949+0.0012446i,-0.00087044+0.00023976i,-0.00097352+1.0425e-05i,-0.00031615-0.0003801i,0.00011372-0.00073814i,0.00011908-0.00015553i,-4.1123e-05+0.00046095i
0.0020307-4.4393e-05i,0.0019506-0.00082741i,0.0031198-0.0012119i,0.0021587-0.00086643i,0.00069922-0.00033658i,0.0002412-0.00070567i,-0.00013239-0.00020677i,-0.00030386+0.00096832i,0.00049455+0.00039756i,0.00041341-9.1339e-05i,-0.00095364+0.00057749i,-0.00097999+0.00075966i,9.0142e-05-0.00023723i,0.00013556-0.0012672i,0.00031946-0.0014735i,0.001223-0.00095218i,0.00024315-0.00026772i,-0.0011148-0.00042351i,-0.00098826-0.00048714i,-0.00054987-0.00029506i,0.00022402-0.00036064i,0.0002518-0.00037478i,-0.00029912-0.000244i
-0.00018972+0.0020672i,-0.00026623+0.0019507i,0.00017707+0.002547i,0.00072063+0.0016924i,0.0010089-0.00010965i,-0.0001462-0.00042327i,-0.0012014+0.0010732i,-0.0003379+0.001185i,0.00066748-0.00026544i,0.0010339-0.0010267i,0.0016671-0.0010737i,0.0021362-0.0010085i,0.0016507-0.0014878i,0.0016424-0.0017808i,0.0019369-0.0011905i,0.0020653-0.00060478i,0.0010108-0.0012489i,-6.3621e-06-0.0017346i,0.0003651-0.00083779i,4.4997e-05-0.00033512i,0.00010322+0.00011756i,0.00098288+0.00020026i,0.0013764+5.3381e-05i
-0.0010679+0.0018958i,-0.00060843+0.0019789i,-0.00073011+0.0016311i,-8.087e-05+0.00094306i,0.00080156-8.3443e-05i,0.00048123-0.00016859i,4.1854e-05+0.0011831i,0.00061645+0.001514i,0.001475+0.00095256i,0.0014322+0.00037115i,0.0011737-0.00042083i,0.0014458-0.0014769i,0.0016795-0.002485i,0.0015761-0.0024142i,0.0012903-0.0013735i,0.00036456-0.00097796i,5.867e-05-0.0012035i,0.000455-0.0010677i,0.00023368-0.0013049i,-0.00039768-0.0011254i,-0.00062702-0.00041319i,-0.00067732-0.0001083i,-0.00033729+0.00025806i
