-0.0021904+6.7555e-06i,-0.0020668+4.3503e-05i,-0.0031552+0.00022474i,-0.0039086+0.0003436i,-0.0036169+0.00098636i,-0.0020775+0.0013872i,-0.00079604+0.001359i,0.00045032+0.00091405i,0.00088647+0.00037384i,0.00085992+1.2033e-05i,0.00043451-0.00073715i,-0.0002511-0.00044499i,5.8988e-05-0.0001815i,9.6871e-05-0.00033079i,0.00035136+0.00067664i,0.00030682+0.00040922i,0.00011739-0.00022958i,0.00016018-2.2472e-05i,-0.00013392+0.00015375i,-0.00073458+0.00043437i,-0.00025062+0.00031541i,0.0002691-4.2577e-05i,-0.00011565-0.00041629i
0.03676+0.016233i,0.036038+0.013633i,0.022458+0.006926i,0.010726+0.0023058i,0.0055705-0.0009498i,0.00286-0.0022647i,0.0011861-0.0020522i,0.00053169-0.0011755i,0.00016954-0.00038642i,0.00012655-0.0010802i,0.00044281-0.00092589i,0.00040395-8.2149e-05i,0.00051673-0.00060083i,6.5029e-05-0.0013315i,-0.00032623-0.001102i,-0.00047601-0.0003112i,-0.00044885-0.00024976i,-0.00052141-0.0011911i,-0.0010499-0.0014095i,-0.0010445-0.0011618i,-0.00090653-0.00033899i,-0.00096922+0.00057422i,-0.00066397+0.00016452i
0.024015-0.034588i,0.022096-0.036028i,0.011909-0.024806i,0.0053662-0.014251i,0.0018676-0.0088468i,-0.0011747-0.0051111i,-0.0011013-0.0028091i,0.00035387-0.002149i,0.00094004-0.0016011i,-0.0001124-0.0016461i,-0.0012484-0.0019263i,-0.00099393-0.0016591i,-0.00024219-0.0015268i,-9.396e-05-0.00042384i,-0.00066057+0.00041194i,-0.00064312+0.00012379i,-0.00042526-0.00028108i,-0.00082779+0.00020159i,-0.0016138+0.00068723i,-0.001718+0.00066164i,-0.00072373+0.00046818i,0.00017548+0.00058458i,-0.00010116+0.00060725i
-0.032335-0.03058i,-0.033082-0.028214i,-0.022276-0.015924i,-0.011522-0.0069288i,-0.0065091-0.0027303i,-0.0035526-0.00072401i,-0.0014464+0.00017288i,-0.00049617-0.00042083i,-0.00013961-0.0013007i,-5.1469e-05-0.0009234i,0.00040489-0.00015328i,-0.00029796+0.000458i,-0.0012694+0.001425i,-0.00081659+0.0015734i,-0.000342+0.0015184i,-0.00015056+0.0017396i,-0.00063622+0.0018748i,-0.0007126+0.0016177i,2.4981e-05+0.001515i,0.00051987+0.001504i,0.00018308+0.00038007i,-0.0005925-0.00068953i,-0.00090051-0.00097157i
-0.038678+0.022659i,-0.037373+0.025853i,-0.023691+0.017403i,-0.012542+0.0080979i,-0.0065391+0.0047203i,-0.0025578+0.003705i,-0.001322+0.0014965i,-0.0006011-0.00059055i,-0.0001279-0.0012234i,0.00034083-0.00067067i,0.00076012+0.00065517i,0.00043628+0.00099921i,0.00017658+0.00035369i,0.00059933+7.4895e-05i,0.0012173+9.7912e-05i,0.0010519+0.00012455i,0.00064173+0.00056855i,0.0003984+0.00051756i,0.0010225-1.281e-05i,0.00097547-0.00047744i,-0.00079507-0.00020936i,-0.0015016+0.00078619i,-0.0010739+0.00097455i
0.016308+0.040926i,0.019326+0.040098i,0.011703+0.024869i,0.0042948+0.012341i,0.0030592+0.0065084i,0.0027838+0.0024917i,0.002194+0.0007112i,0.0011687-0.00061394i,0.00011792-0.001571i,0.00042989-0.00068389i,0.00058444-3.7225e-05i,0.0013731-0.00059313i,0.0019221-0.00065097i,0.00069002-9.1522e-05i,-0.0003185+8.3998e-06i,-0.00035126-0.00072836i,0.00028155-0.0015192i,0.0013884-0.0020746i,0.0016289-0.002211i,0.00020233-0.0015457i,-0.00087944-0.00038481i,-0.00050466+0.00040138i,-0.00015743+0.00059545i
0.044352-0.0049676i,0.045322-0.0097584i,0.029209-0.0065515i,0.014833-0.0022594i,0.0079979-0.0026046i,0.0036224-0.0033188i,0.0011663-0.0022502i,-0.00014539-0.0012805i,-0.00021186-0.00049921i,0.00071429-0.0011463i,0.00052614-0.0016899i,1.0351e-05-0.0013097i,0.00049546-0.0012074i,0.00073441-0.00040119i,-0.00048986+0.00023967i,-0.0010677-8.3542e-05i,-0.00080227-0.0010736i,-0.00095632-0.0010088i,-0.0016717-0.00019725i,-0.0019407+0.00015022i,-0.00088925+0.0002251i,-0.00035512+0.00039374i,0.00032706+0.00095051i
-0.0013854-0.044881i,-0.0034543-0.047031i,-0.002224-0.030545i,-0.0010297-0.015362i,-0.0016276-0.0086453i,-0.0018384-0.0043689i,-0.001453-0.0016567i,-0.0011711-0.0010125i,-0.001305-0.0017072i,-0.0017224-0.0022459i,-0.0021903-0.0011327i,-0.001729-0.00010151i,-0.00092415-0.00038907i,-0.00016716-0.00064827i,0.00020482+0.00040795i,0.00028858+0.0013569i,-0.00047211+0.0003942i,-0.0023182-0.00024899i,-0.0032103+0.00064022i,-0.0025896+0.0010333i,-0.0016098+0.00046098i,-0.00019054+4.8965e-05i,0.00048405+0.00012279i
-0.043249-0.013724i,-0.047144-0.010341i,-0.031511-0.007185i,-0.015692-0.0055064i,-0.008074-0.0025812i,-0.0039497+0.00014932i,-0.0018333+0.00016273i,-0.0002948-0.00036881i,0.00038158-0.0005608i,-0.00065889+0.00034716i,-0.0013611+0.0010057i,-0.0012403+0.0015511i,-0.00031487+0.0017996i,0.00085285+0.00090302i,0.00089507+9.4554e-05i,0.00026488-0.00049332i,-0.00036519-3.0016e-05i,-0.00038701+0.00092298i,2.2935e-05+0.00032475i,-0.00029344+0.00021455i,-0.0010375+0.0010817i,-0.0002952+0.0007243i,0.00081305+0.00047408i
-0.017376+0.042349i,-0.015315+0.046292i,-0.011299+0.029472i,-0.0078419+0.012772i,-0.0039158+0.0050544i,3.6046e-05+0.0017912i,0.0012194+0.00042237i,0.00096767-1.7243e-05i,0.00052026+0.0004039i,0.00075037+0.00086769i,0.0016312+0.00126i,0.0014133+0.0010626i,0.00096196-2.9178e-05i,0.0012124-0.00076979i,0.0017508-0.00018161i,0.0012499+0.001i,0.00078303+0.00075979i,0.00065138+0.00039282i,0.0013077+0.00089084i,0.001197+0.0011126i,-0.00017282+0.0014634i,-0.00060148+0.0014332i,5.8277e-05+0.0011788i
0.03281+0.025351i,0.039004+0.024312i,0.025634+0.016721i,0.01065+0.010427i,0.0046568+0.0054328i,0.0031089+0.00055816i,0.0020492-0.0015543i,0.0013897-0.0020581i,0.00070314-0.0020081i,0.00075816-0.0017159i,0.0013475-0.0016523i,0.0014309-0.0014761i,0.0013009-0.00091441i,0.00074952-0.00051228i,0.00022181-0.00049147i,-0.00032885-0.00044786i,-0.00021407-0.00097964i,2.9839e-05-0.0020563i,0.00034018-0.0026283i,0.00059305-0.001925i,0.00046895-0.00054666i,-1.0924e-05+0.00037384i,-0.00031933+0.00047912i
0.0305-0.032558i,0.029843-0.03865i,0.018324-0.024814i,0.0088899-0.0093505i,0.004207-0.0037192i,0.00069436-0.0025767i,-0.00053141-0.0023834i,-0.00051402-0.001902i,-0.00046291-0.0012858i,-0.00018555-0.0021162i,0.00014602-0.0023848i,-0.00013349-0.0017503i,-0.00026792-0.0019145i,-0.00041766-0.001975i,-0.0010298-0.0010167i,-0.00083268+6.2955e-05i,-0.00079587+0.00026378i,-0.0014512-4.1306e-05i,-0.0015098-0.00025719i,-0.00078026-1.7136e-05i,-0.00012044-0.00014476i,0.00014387+0.0001795i,-5.16e-05+0.00073228i
-0.024916-0.034597i,-0.030522-0.03648i,-0.020851-0.02494i,-0.0081012-0.012727i,-0.0020586-0.0054071i,5.0943e-05-0.0013829i,0.00079292-0.00067798i,0.00062091-0.0012279i,-0.00076318-0.00083852i,-0.0017996-0.00029746i,-0.0020045-0.00032669i,-0.0015143-0.00074648i,-0.00043023-0.00031352i,-0.00035423+0.00046968i,-0.00036354+0.0011826i,0.00021583+0.0012705i,0.00016365+0.00073548i,-0.00082174+0.00051674i,-0.0014582+0.00046205i,-0.0010098-1.185e-05i,-0.0013133-0.00011734i,-0.0011717+0.00019471i,-0.00040541+0.00089386i
-0.040486+0.016891i,-0.042494+0.022799i,-0.029054+0.014812i,-0.014767+0.0050414i,-0.0069078+0.0020714i,-0.0017184+0.00091572i,0.0010078+0.00012466i,0.0011545+0.00015208i,0.0008964-2.2144e-05i,0.00077769+0.0010939i,0.00084255+0.0021414i,0.00056522+0.0015554i,-0.00018742+0.00066672i,9.0868e-05+0.0005423i,0.001079+0.00013188i,0.0015781-0.00013644i,0.0013593+0.00063046i,0.00020893+0.0010968i,0.00018279+0.00070809i,0.00027308+0.0002144i,-0.00056421+0.00033637i,-0.00071564+0.00058776i,-0.00034947+8.7458e-05i
0.0086145+0.039106i,0.013675+0.043195i,0.0067154+0.028417i,-0.00068875+0.012962i,-0.0016596+0.0052196i,-0.00045597+0.0011785i,0.00044263-0.00087519i,0.0013529-0.0011771i,0.001378-0.00086704i,0.0019155+0.00027514i,0.0023776+0.00095181i,0.0023563+0.00032599i,0.0017796-0.00030193i,0.0010996-0.00017788i,0.00042156-0.00081354i,-5.4005e-05-0.0015712i,-6.18e-05-0.00088642i,0.00091213+0.00054633i,0.0018075+0.0010982i,0.0015026+0.0014304i,0.00085042+0.0014675i,0.00035479+0.0006349i,-0.00040046-5.0823e-05i
0.036305-0.0059128i,0.042253-0.008419i,0.026973-0.0043615i,0.010586+0.00045399i,0.003238+0.0021893i,-0.00016206+0.0014485i,-0.0010438-0.00033267i,-0.00031351-0.0018035i,0.00014133-0.0023597i,0.00097174-0.002046i,0.0017569-0.0014635i,0.0017129-0.0016099i,0.0021436-0.0015189i,0.0014806-0.001045i,0.00030195-0.00041169i,0.00022941+7.863e-05i,-5.5147e-05-0.00014332i,-0.00013339-0.00088227i,-0.00037852-0.00072892i,-0.0011595-0.0003272i,-0.00063434-0.00035273i,0.00071429-0.0002375i,0.00052287+0.00017006i
0.0028799-0.037383i,0.0015164-0.044232i,0.0018853-0.030654i,0.0031902-0.014364i,0.0023497-0.0050091i,0.00064154-0.0010427i,-0.00013677-0.00025713i,-0.00041661-0.00056734i,-0.0011332-0.00054746i,-0.0021026-0.0008458i,-0.0022714-0.0014066i,-0.0020979-0.0011891i,-0.0018575-0.00096863i,-0.0014282-0.00045783i,-0.0011981-0.00039652i,-0.001194-0.00052335i,-0.0010533-0.00037189i,-0.0010729-0.00037518i,-0.0009324-0.00018632i,-9.4529e-05+0.00010136i,0.00027801+1.5289e-05i,-8.7139e-05+0.00034023i,0.00028002+0.0012207i
-0.035189-0.0086465i,-0.044124-0.008878i,-0.030867-0.0083835i,-0.013786-0.0067794i,-0.0056201-0.0033968i,-0.0020319-0.0003059i,-0.00052126+0.00075924i,-0.00014638+0.0012597i,-0.00060252+0.00065617i,-0.0016548+0.00065964i,-0.0019375+0.00098569i,-0.0013896+0.00088027i,-0.00087979+0.00092848i,-0.0011043+0.00099382i,-0.00037803+0.0014432i,0.00067151+0.0013222i,0.00026726+0.00061169i,-0.00051915+0.00084199i,-0.00057369+0.0017639i,-0.00064649+0.0011223i,-0.00053625-0.00064996i,-0.00039003-0.0011241i,4.0913e-05-0.00043617i
-0.014147+0.032879i,-0.014244+0.04026i,-0.0094067+0.027581i,-0.0050418+0.0098651i,-0.0021314+0.00090869i,0.00019265-0.0010106i,0.0014771-0.00024893i,0.0018345+0.00042333i,0.0019629+0.00010164i,0.0014425+0.00048007i,0.00083987+0.00077902i,0.00042963+0.00078275i,0.00084175+0.00065386i,0.0015032+0.00065732i,0.0016232+0.00054945i,0.0019288-0.00014602i,0.0014978+0.00047971i,0.00086768+0.0016764i,0.00017298+0.0015206i,8.6528e-05+0.00064522i,0.00053648+0.00048667i,0.00051366+0.00091322i,1.1784e-05+0.0002685i
0.03091+0.02179i,0.040404+0.024122i,0.02771+0.014904i,0.011173+0.0051769i,0.0038886+0.00019159i,0.00048487-0.0027146i,-0.0010082-0.0033318i,0.00057254-0.0029459i,0.0022591-0.0025721i,0.0019761-0.0018129i,0.0021177-0.0016113i,0.0022795-0.0017543i,0.0015726-0.0017408i,0.00034978-0.0017025i,-0.00022138-0.00083971i,-2.0439e-05-0.00025888i,-1.0265e-05-0.0011473i,-0.00020608-0.0012309i,0.00024755-0.00073555i,0.00077158-0.00010354i,0.00030557+0.00046116i,0.00047131+0.00038249i,0.00041019+0.00040138i
0.020904-0.027767i,0.023309-0.035968i,0.0143-0.024787i,0.004908-0.0097003i,0.00025214-0.0028835i,-0.0022686-0.00074647i,-0.0017332+0.00058914i,-0.00054487-0.00010733i,-0.0005047-0.00057558i,-0.00088341-0.00058613i,-0.00084114-0.0014617i,3.0048e-05-0.0013639i,0.00026723-0.0010832i,-0.00012645-0.0014166i,-0.00049955-0.00083978i,-0.00069433-5.6228e-05i,0.00040313-0.00040251i,0.00097007-0.00097527i,0.00034891-0.00088384i,0.00069002-0.00040001i,0.0013199+0.00015829i,0.0005582+0.00059891i,0.00014082+0.00096403i
-0.026232-0.028655i,-0.035832-0.033763i,-0.026927-0.022218i,-0.01255-0.0096034i,-0.0064224-0.0028611i,-0.0033775+0.0020333i,-0.0001365+0.0026802i,-0.00014871+0.0010734i,-0.0011479-0.000138i,-0.0019276-0.00033589i,-0.0029722+0.00026192i,-0.0027831+0.00068078i,-0.0015242-7.3234e-05i,-0.00050121-0.0006255i,3.5727e-06+0.00022024i,0.00020585+0.00049089i,9.8966e-06-0.00028957i,-8.2825e-05-0.00084167i,-0.00038013-0.00095444i,-0.00076775-0.0011102i,-0.00059144-0.0005357i,-0.00063544+0.00036938i,-4.3723e-05+0.00089775i
-0.02802+0.020841i,-0.035998+0.026848i,-0.026894+0.016914i,-0.013338+0.0057918i,-0.0044347+0.0034055i,0.0019398+0.0043298i,0.0038822+0.0029931i,0.0031945+0.00055396i,0.0022978-0.00038224i,0.00032149+0.0011415i,-0.00045939+0.0027291i,0.00028225+0.0027266i,0.00058956+0.0021431i,0.00013133+0.0017105i,-0.00030905+0.0012891i,0.00029475+0.00094651i,0.00089999+0.0013599i,0.00033903+0.0014731i,-0.0004375+0.00070465i,-0.00081661-0.00019909i,-0.00087237-0.00078244i,-0.00035655-0.00059822i,-0.00015967-4.4138e-05i
0.017047+0.028556i,0.022322+0.036561i,0.015613+0.023749i,0.0064441+0.0076545i,0.0027176+9.8049e-05i,0.0013535-0.0025171i,0.0017204-0.003055i,0.0024796-0.0023368i,0.0026555-0.0017217i,0.0021862-0.00072773i,0.00097711-0.00085197i,0.00047181-0.0011954i,0.00073238-0.000487i,0.00073-0.00037624i,0.00059729-0.0010475i,0.0010889-0.0010235i,0.0014728-0.00019386i,0.00057664-1.3245e-05i,-0.00077058-0.00042689i,-0.0011836+0.00015574i,-0.0011247+0.00055043i,-0.00025472+0.00045185i,0.00022534-0.00042766i
0.035008-0.013276i,0.044473-0.018181i,0.032113-0.015082i,0.013945-0.0093214i,0.0036923-0.0069544i,-0.002469-0.0066042i,-0.0042448-0.0042728i,-0.0027269-0.0020046i,-0.0012539-0.0016507i,-4.9749e-05-0.0025979i,-0.00046367-0.0033506i,-0.0010317-0.0031213i,-0.00012267-0.0024683i,0.00044111-0.0016382i,0.00023932-0.0014226i,0.00040275-0.0015318i,0.00014137-0.00069825i,-0.00012904+0.00033991i,0.0001831+0.00089631i,0.00053568+0.0020503i,5.372e-05+0.0021319i,-0.00068168+0.00063879i,-0.0011199-0.0004544i
-0.0097789-0.034028i,-0.014259-0.044276i,-0.0123-0.031996i,-0.007347-0.014636i,-0.0051353-0.0051206i,-0.0054506-8.9852e-05i,-0.0038968+0.0019319i,-0.0019737+0.0010069i,-0.001831-0.00035549i,-0.0020759-0.00077331i,-0.0017605-0.0012174i,-0.001328-0.0009251i,-0.0010959-0.001013i,-0.0014529-0.0008243i,-0.0022394+9.3024e-06i,-0.0018113-0.00025389i,-0.00046055-0.0006194i,0.00024197-0.0011325i,0.00044218-0.0010716i,0.0002701-0.00065189i,-0.00010151-0.00084401i,-0.00044988-0.00014357i,-1.0806e-05+0.00052194i
-0.040045+0.0072442i,-0.04802+0.0072197i,-0.033601+0.0064832i,-0.014836+0.0056731i,-0.0048162+0.0058905i,-0.0002605+0.0060442i,0.00060164+0.004557i,0.00059521+0.0029141i,0.00049998+0.0013614i,-0.0002155+0.00086169i,-0.00048013+0.0019907i,-0.00031273+0.0017062i,0.00054644+0.00094024i,9.6368e-05+0.0010652i,-0.0011613+0.0011897i,-0.0010614+0.00085821i,-0.0010695-7.993e-05i,-0.00097618-0.00034624i,-0.00049309-0.00021706i,-0.0006696-0.00039593i,-0.00081464-0.00045009i,-0.00055342+0.00015357i,0.0005792+0.00050362i
0.001503+0.037183i,0.00068043+0.04576i,0.00075257+0.030683i,0.00091282+0.011905i,0.0021322+0.0045104i,0.0040764+0.0025137i,0.004121+0.00038172i,0.0037129-0.00083091i,0.0027812-0.0014991i,0.001069-0.00087214i,0.0011388+0.0006573i,0.001236+0.00068848i,0.00071946+0.00071842i,0.0011884+0.0012358i,0.0015149+0.0014353i,0.0015857+0.0015425i,0.0013859+0.0015456i,0.00056053+0.00053555i,-2.1271e-05-0.00065156i,-0.00090652-0.00096012i,-0.00085212-0.00027387i,-8.2531e-05-0.00021257i,0.00017914-0.0010455i
0.039379+0.0036324i,0.047725+0.0056592i,0.033215+0.00052477i,0.014407-0.0039169i,0.0051981-0.005585i,0.0024018-0.0061705i,0.001544-0.0034336i,0.00098032-0.0017938i,-7.1556e-05-0.002543i,-0.00084929-0.0025376i,-0.00031387-0.0021815i,-8.5531e-05-0.00074031i,-0.00054908-8.5655e-05i,-0.00060757-0.00016823i,-0.00056981-0.00050524i,-4.5271e-05-0.0010414i,0.00042574-0.00035136i,0.00019582+0.00050961i,-0.00052696+0.00068173i,-0.00096957+0.00094674i,-0.0006648+0.00063704i,-1.6568e-05-0.00035677i,0.00053836-0.0010229i
0.014629-0.041257i,0.01658-0.051269i,0.010084-0.040279i,0.0026763-0.022407i,-0.0018291-0.011613i,-0.0048099-0.0059999i,-0.0048288-0.0022613i,-0.0024952-0.00045492i,-0.00073372-0.0002958i,-0.00030842-0.00085873i,-0.00055527-0.0017342i,-0.00082938-0.0013238i,-0.0017503-0.00049491i,-0.0013815-0.00062726i,-2.5892e-05-0.0014154i,0.0003687-0.0015629i,0.0002869-0.0010801i,0.00015978-0.00023411i,-0.00011745+0.0012535i,0.00026734+0.0016751i,0.00021959+0.0010701i,-0.0010547+0.00074731i,-0.0014644+0.0005502i
-0.037978-0.020234i,-0.047295-0.025663i,-0.037727-0.019052i,-0.02041-0.0095275i,-0.010281-0.0037898i,-0.0066432+0.00093944i,-0.0026509+0.0027372i,0.00042908+0.0018966i,0.0012637+0.0004326i,0.00022387-0.00085841i,-0.0012903-0.00014532i,-0.00091745+0.0010539i,7.6551e-05+0.00077838i,0.00023383+0.00055542i,-0.00055312+1.6849e-05i,-0.001052-0.0004044i,-0.00056579-0.00038089i,-0.0001702-0.00039132i,0.00073782-0.00024112i,0.0013899-0.00068397i,0.00079544-0.00096886i,4.9627e-05+0.00044762i,-0.00021625+0.0018835i
-0.024169+0.038754i,-0.028634+0.044815i,-0.019277+0.033518i,-0.0091031+0.01691i,-0.0037837+0.0079929i,-0.00077568+0.0050912i,0.00061315+0.0020888i,0.001702+0.0001701i,0.002447-0.00088471i,0.0011497-0.0012737i,0.00050735-0.0004802i,0.0010709+0.00030205i,2.0411e-05+0.00035758i,-0.00072649+7.4398e-05i,-0.00080027+0.00076152i,-0.00092688+0.0011659i,-0.00077332+0.00012969i,-0.00046597-0.00073109i,0.00014733-0.0016143i,0.00043432-0.002395i,-2.4255e-05-0.0014614i,0.00034722-0.00070933i,0.00078445-0.00022231i
0.033131+0.03078i,0.040047+0.035704i,0.032025+0.022339i,0.017449+0.0087591i,0.0097116+0.0033217i,0.0070041+0.00073453i,0.0034359-0.00056116i,0.00077484-0.0012681i,-1.6643e-05-0.0017669i,0.00014642-0.0015088i,0.00016137-0.0013915i,-4.4532e-05-0.0011267i,-0.00011888-0.00065691i,0.00040689-0.00049982i,0.00072476+0.00026847i,0.00079232+0.00047952i,0.00085377-0.0001926i,-4.4808e-05-0.00091013i,-0.0017224-0.0012867i,-0.0020238-0.00052997i,-0.0013317+0.00037346i,-0.00069773+0.0007172i,-0.00023284+0.00089435i
0.038424-0.028631i,0.042712-0.035672i,0.029648-0.02963i,0.016452-0.01732i,0.0093907-0.011089i,0.0029444-0.0080207i,-0.00073736-0.0034588i,-0.0010253-0.00148i,-0.00071358-0.0012901i,-0.00012875-0.0012044i,1.3003e-05-0.0016243i,-0.00065206-0.0011221i,-0.0012314-0.0001647i,-0.00049801-0.00020226i,0.00026083-0.00073553i,-7.3803e-05-0.0015491i,-0.00043942-0.0015538i,-0.0009138-0.0010792i,-0.0016633+0.00054229i,-0.0021582+0.0014637i,-0.001875+0.0014604i,-0.0010312+0.00076583i,-0.00055931-6.3782e-05i
-0.021448-0.040244i,-0.025959-0.050465i,-0.021836-0.0384i,-0.011805-0.021446i,-0.0071822-0.012143i,-0.006619-0.0062267i,-0.00365-0.0011374i,-0.0008738+0.00041297i,3.5093e-05-6.5261e-07i,0.00018926-0.0002812i,-0.0005109-0.0011772i,-0.0010387-0.00093964i,-0.00069217-0.00022003i,-0.00020959+0.00053296i,9.713e-05+0.00052398i,-0.00068645-8.9145e-05i,-0.0017172+5.5287e-05i,-0.0016641+0.00093608i,-0.00038092+0.0020573i,0.00051332+0.0027504i,-2.5028e-05+0.002913i,-0.00043527+0.0018602i,-0.00030668+0.00061766i
-0.044299+0.014964i,-0.052509+0.016949i,-0.040351+0.012932i,-0.022835+0.0058888i,-0.011782+0.0035547i,-0.0051872+0.0043226i,-0.00097493+0.0023308i,0.00043726+0.00017479i,0.0013946-0.0004377i,0.001017-0.0003616i,-0.00029115+0.00065651i,-0.00060881+0.0010094i,-0.00046666+8.3664e-05i,-0.00064828-0.00022849i,-0.0012734+8.9224e-05i,-0.0013631+0.00088813i,-0.00031946+0.0015836i,0.001146+0.0013652i,0.0019262+0.00052326i,0.0022425-0.00086394i,0.0023031-0.00081227i,0.0018347-0.00062259i,0.00069727-0.00095446i
0.0057111+0.048309i,0.0091474+0.058252i,0.010259+0.045111i,0.0054885+0.024585i,0.0026681+0.012987i,0.0036103+0.0069128i,0.0024202+0.001753i,0.00077543-0.0006081i,0.00057546-0.0015776i,5.2285e-05-0.0013852i,0.00098165+5.1719e-05i,0.0014085+8.5348e-05i,0.00054591-0.00027294i,0.00072983-0.00017493i,0.00083372+0.0002591i,0.00051128+0.0012546i,0.0004258+0.00084304i,0.00056038-0.00062849i,9.4119e-05-0.0015025i,-0.00095082-0.001587i,-0.00091191-0.0017724i,9.5233e-05-0.0012169i,0.00032327-8.5131e-05i
0.052444-0.00031354i,0.059775-0.0052076i,0.04668-0.008929i,0.027-0.0052954i,0.015233-0.0032931i,0.0080402-0.0037361i,0.0024851-0.0020539i,0.00037765-0.00068265i,4.0422e-05-0.0016827i,0.00011983-0.0024565i,-0.00013332-0.002015i,-0.00073824-0.0015762i,-0.0001845-0.0013995i,0.00096816-0.00049213i,0.0011344+5.2264e-05i,0.0013091-0.00043293i,0.0015002-0.0012934i,1.1896e-05-0.0013258i,-0.0021385-0.00078773i,-0.0024105-0.00039466i,-0.0015269+5.5283e-05i,-0.0011009-0.00043815i,-0.00043982+3.4064e-05i
0.0090605-0.049137i,0.0069213-0.05795i,-0.00083257-0.045721i,-0.00086532-0.026466i,-0.00051297-0.015374i,-0.0035767-0.0082344i,-0.0029586-0.0016992i,2.5272e-05-0.00010383i,7.6529e-05-0.00105i,-0.0014543-0.0010889i,-0.0018527-0.0012617i,-0.0007116-0.00072722i,0.00011764+0.00078852i,-4.3314e-06+0.00058309i,-0.00026604-0.00080295i,-0.00029168-0.0010631i,-0.00093327-0.00085262i,-0.0022566-0.00073705i,-0.0024906-1.7682e-05i,-0.0019677+0.0004491i,-0.0020583-0.0001092i,-0.0019103-0.00081634i,-0.001532-0.00056939i
-0.048156-0.019265i,-0.053447-0.020188i,-0.041433-0.01338i,-0.024154-0.0088764i,-0.013956-0.0043848i,-0.0085682+0.00043974i,-0.0029169+0.0016232i,-0.00035551+0.00075146i,-0.00010627-3.4719e-05i,-0.0006267-0.00019736i,-0.0011244+0.00026306i,-0.00060311+0.0003867i,0.0003857-0.00030328i,0.000306-0.0011497i,-0.00097304-0.0012888i,-0.0017923-0.00026939i,-0.0018442+0.0011719i,-0.0010896+0.0018295i,0.00020821+0.0024445i,0.0010461+0.0023178i,0.00083266+0.0013513i,0.00039803+0.0012447i,0.00059917+0.0011297i
-0.022743+0.037983i,-0.025641+0.043883i,-0.017151+0.031407i,-0.01205+0.014122i,-0.0090694+0.0071913i,-0.0032951+0.005888i,0.00028571+0.0024501i,0.00089002+0.00085263i,0.00067786+0.0015476i,0.00021769+0.001058i,-6.4325e-05+0.0011627i,3.6676e-05+0.0012201i,0.00044497+0.00093438i,-0.00028583+0.0010293i,-0.001234+0.0011399i,-0.0013093+0.0014236i,0.00015606+0.0011005i,0.0014302+0.00038254i,0.0020614+0.00012452i,0.0021413-0.00089171i,0.0021084-0.0014858i,0.0022643-0.0005197i,0.0017289+0.0005469i
0.03998+0.032149i,0.043568+0.033974i,0.032935+0.021366i,0.016216+0.012042i,0.0083342+0.0076549i,0.0056142+0.0028072i,0.0023034+0.00034785i,0.0015036-0.00021592i,0.0027875-0.0017188i,0.0029651-0.002044i,0.0020295-0.00094269i,0.00083454-5.7654e-06i,-0.0001755+0.00040124i,-0.00069258+0.0010268i,-0.00060043+0.0018485i,0.00024319+0.00083161i,0.0018217-0.00068323i,0.0018369-0.0013393i,0.00065274-0.0018129i,-8.0699e-05-0.0022977i,2.3294e-05-0.0023929i,0.00038863-0.0022257i,2.3918e-05-0.0010689i
0.0374-0.036954i,0.039329-0.041976i,0.0263-0.034985i,0.016372-0.018221i,0.011314-0.0089947i,0.0046555-0.0059798i,0.001235-0.002425i,0.0016198-0.0015899i,0.0016501-0.0027142i,0.00046617-0.0034935i,-0.00052828-0.0033225i,-0.00017469-0.0016689i,0.00086568-8.2813e-05i,0.0012641+0.00039541i,0.0016264-0.00010269i,0.0016849-0.0010861i,0.00037872-0.0016697i,-0.00091152-0.0020455i,-0.0017043-0.0022022i,-0.0023866-0.0014714i,-0.0025884-0.00044162i,-0.0025321-0.0002414i,-0.0011416-9.8053e-05i
-0.027882-0.04335i,-0.031382-0.046338i,-0.025704-0.03364i,-0.011787-0.021857i,-0.0053276-0.01477i,-0.0056382-0.0079758i,-0.0032585-0.002759i,-0.00094934-0.0024675i,-0.0019122-0.0030318i,-0.0027366-0.0013817i,-0.0018942+7.9824e-05i,-0.000864-0.00025109i,-0.00059737-0.00053883i,0.00027938-0.00039437i,0.00054635-0.000449i,0.000161-0.00069414i,-0.00031517-0.00082509i,-0.0016815-0.0001982i,-0.002313+0.0012423i,-0.0018143+0.0019542i,-0.0021159+0.001895i,-0.0021183+0.0011861i,-0.0010188+0.00058356i
-0.043974+0.021624i,-0.045548+0.024605i,-0.031266+0.019343i,-0.018434+0.0055531i,-0.012127-7.2552e-05i,-0.0070476+0.0013243i,-0.0031626+0.00099488i,-0.0022734+0.00064561i,-0.0023355+0.0020464i,-0.0015277+0.0018999i,-0.00082716+0.0011243i,-0.00068044+0.00051507i,-0.00013724+0.00083134i,-0.00059214+0.00083565i,-0.0022898+0.0001891i,-0.0025232+0.00029899i,-0.0018021+0.00010277i,-0.0011843+0.00071744i,0.00012448+0.001872i,0.0017693+0.002409i,0.0016543+0.0018945i,0.00065752+0.0016913i,0.00058029+0.0014504i
