-0.0015718-0.0013915i,-0.001784-0.0016887i,-0.0023577-0.00085664i,-0.0024729-1.409e-05i,-0.0026947+0.0010286i,-0.0026483+0.0021951i,-0.0017879+0.0019996i,-0.00052892+0.0014615i,0.00043037+0.00080166i,0.0012519+0.00050226i,0.0017907+0.00069105i,0.0015709-0.00025601i,0.00067584-0.0013617i,-0.00017497-0.00097517i,-5.6223e-05-7.5132e-05i,0.00072589-0.00014336i,0.00045084+7.9691e-05i,-0.0008409+0.00031185i,-0.0011403+0.00048046i,-0.00090744+0.00088916i,-0.00084505+0.0008998i,-0.00029298+0.00051123i,-0.00013445+0.00025935i
-0.0019694-0.0014246i,-0.0022797-0.0021364i,-0.0025683-0.0028082i,-0.0041557-0.0020645i,-0.0047776-0.00047619i,-0.003157+0.00068338i,-0.0010307+0.00037706i,2.9957e-05+9.6973e-05i,-0.00020332+0.00070753i,-0.00013546+0.00081092i,-0.00029156-0.00015037i,-0.00018033-0.00098135i,0.00061134-0.00015112i,0.0012608+0.00030189i,0.001165-0.00047595i,0.0010326-0.00076452i,0.0011053-0.00064534i,-0.00019157+0.00026734i,-0.0011307+0.00074686i,-0.00059537+1.8822e-05i,-0.00017188-0.00018249i,-0.00016858+0.0001165i,-0.0003419+0.0002079i
0.0013887-0.0017342i,0.00034064-0.0010834i,-9.7641e-05-0.00089722i,0.00029811-0.0015115i,-0.00066913-0.0017566i,-0.0014558-0.00077735i,-0.0013933+0.00086021i,-0.0014923+0.0014326i,-0.00073879+0.00079518i,-0.00019613-5.5997e-05i,-6.9566e-05-0.0007874i,0.00026227-0.00076934i,0.0010963-4.7152e-05i,0.0012815+0.0002291i,0.00074899-0.00094033i,0.00043605-0.0015226i,0.00025921-0.0014722i,-0.00049545-0.00073434i,-0.001355-0.00019487i,-0.0013292-0.00059472i,-0.00083072+2.0818e-06i,-0.00010217-1.9101e-05i,0.00051244-9.7448e-05i
-0.0017939-0.0030146i,-0.0027864-0.0028486i,-0.0034285-0.0013914i,-0.0035425-0.00061623i,-0.002807-0.00040854i,-0.0011318+0.0014653i,-9.0279e-05+0.001669i,0.00026776-0.00012317i,-0.00016098-0.0010599i,-0.00035695-0.00056348i,0.00021256+0.00021673i,0.00045214-0.00021906i,0.0010473-0.0015953i,0.0016598-0.0016231i,0.00099501-0.00075713i,-4.3199e-05-0.00022103i,-0.00021274+0.00038129i,-0.00014461+0.00020256i,-0.00033947-0.0001497i,-0.00034277-0.00048256i,9.2093e-05-0.0013018i,0.00076661-0.0012866i,0.00016294-0.00043507i
0.0017581-0.00056244i,0.0019272-0.0014566i,0.00059224-0.0018724i,-0.000365-0.0010754i,-0.00047414-0.00074485i,-0.00057002-0.00066881i,0.00010848+0.00012841i,0.00070413+0.00020185i,0.00041126-0.00023939i,-0.00034679-0.00024293i,-0.00019685-0.00025542i,0.00059186-2.9536e-05i,0.00043262-0.00026832i,-3.1574e-05-6.6807e-05i,-0.00020287+5.1454e-05i,-4.438e-05-0.00036236i,0.00027834-0.00083906i,-7.6931e-05-0.00086418i,-0.0004352-0.00064472i,-0.00014976-0.00041386i,-8.6445e-05+6.2298e-05i,-0.00043227+6.5719e-05i,-0.00035097-0.00043029i
9.0982e-05-0.00011132i,0.00028718-0.00057864i,0.00080711-0.0010488i,0.0013178-0.0013511i,0.0010021-0.0010846i,0.00050024-0.00097884i,-7.8645e-05-0.00042625i,-0.00048862+0.0005696i,-0.00038582+0.00076379i,-0.00024621+0.00033925i,-0.00016339+0.00016298i,0.00036393-0.00014574i,0.00047193+0.0003149i,0.0007115+0.00025364i,0.00070627-0.00073847i,0.00099657-0.00095863i,0.0010694-0.00067551i,-0.0001904+3.0428e-05i,-0.00032048+0.00039415i,0.00056761-0.0001324i,0.00012219-0.00044666i,-0.00042037-0.0011446i,0.00040966-0.00081911i
-0.0012911+0.00012586i,-0.0023376+0.00053692i,-0.0019848+9.954e-05i,-0.00052198-0.00080397i,0.00082549-0.0013773i,0.00093244-0.00060003i,0.0005747+0.00047709i,0.00049335+0.00085097i,0.00022501+0.00065488i,3.6119e-05-0.00018704i,-0.0002209-0.00013777i,-0.00022156-0.00041312i,-0.00030461-0.0010311i,-0.00042106-0.00015825i,-0.00025634+6.2723e-05i,-0.00010378-0.00025578i,0.00039942-0.00038886i,0.00054593-4.6412e-05i,0.00032356-0.00036182i,0.00022748-0.00078184i,0.00080162-0.00068722i,0.0011256-0.00026536i,0.00041333+0.00030966i
-0.00014781-0.00085253i,-0.00066953-0.0010964i,-0.0021678+0.00034955i,-0.0027471+0.0012062i,-0.0023796+0.00045787i,-0.0016255-0.00027125i,-0.00064397-9.8099e-05i,-0.00036769-0.00028419i,-0.00054598-0.00045718i,1.057e-05-0.00036741i,0.00078058-0.00016485i,0.00054583-0.00031636i,0.00081163-0.00064661i,0.00081137-0.00082778i,0.00051284-0.0011969i,0.00011109-0.00093449i,-0.00086997-0.00019194i,-0.00065688+0.00039712i,5.3081e-05+0.00071996i,-2.1666e-06+0.00053778i,-0.00076843+0.00017727i,-0.00089006+0.0003021i,-0.00053574+0.00080268i
-0.0015077-0.0019338i,-0.0028587-0.0010181i,-0.0025983-0.00011866i,-0.002004-0.00068215i,-0.0026744-0.00087934i,-0.0029266-0.00010215i,-0.00098629+0.00025122i,-3.1627e-05-9.5898e-05i,-0.00029267-0.00051275i,0.00020232-0.00025597i,0.00058901-6.3623e-05i,0.00095582+0.00017681i,0.001715-0.00072862i,0.0018702-0.0016782i,0.0017799-0.00079828i,0.0010263+4.6355e-06i,-9.4811e-05+1.0346e-05i,-0.00038122-2.5995e-05i,-4.5139e-05-0.0002639i,0.00019974-0.00045027i,-0.00026218-0.00024431i,-0.00046497-0.00031876i,8.2991e-05-0.0011048i
-5.1132e-05-0.0017379i,-0.0011242-0.0029876i,-0.003015-0.0031683i,-0.0037617-0.002261i,-0.0036064-0.00057972i,-0.0031332+0.0010987i,-0.0019072+0.0019104i,-0.0011835+0.0016228i,-0.0004285+0.00044245i,0.00018184-8.564e-05i,-0.00028643-0.00029823i,0.00042561-0.00017783i,0.0015131-0.00038873i,0.0012848-0.00049991i,0.0007951-0.00033284i,0.00067666-0.00028279i,0.00055207-0.00044285i,0.00020104-0.00045295i,1.7452e-05-0.00033957i,-0.00051289+0.00051825i,-0.00038348+0.0013954i,-0.0003105+0.00023533i,0.00011643-0.00055792i
-0.0016303+0.00019595i,-0.0012582+5.6069e-05i,-0.0015284+0.0009369i,-0.0011228+0.0012366i,1.6596e-05+0.0008185i,-3.9243e-05+0.00038431i,-0.00067052+0.00071788i,-0.00079652+0.00058944i,-0.00059915-0.00019882i,-8.7081e-05-0.00026142i,0.0002557-0.00039472i,0.00033433-0.00035056i,0.00030533-0.00013596i,0.00015973-0.0007828i,-0.0001389-0.0011286i,-0.00056219-0.00096101i,-0.0011955-0.00046522i,-0.0012708+0.00020993i,-0.00086458+0.00056044i,-0.00070484+0.00067113i,-0.00070382+0.00058893i,-0.0011165-7.3279e-05i,-0.00052415-0.0005314i
-0.0011961-0.002653i,-0.00035042-0.0032i,-0.00121-0.0024784i,-0.0021471-0.00092592i,-0.0019101-0.0003685i,-0.0021273+4.4453e-05i,-0.0021439+0.00033472i,-0.00048536+0.00023245i,0.0006143-6.284e-06i,0.00050133-0.00026824i,0.0003228-4.5648e-05i,0.00012221+0.00037592i,0.0010106+4.2703e-05i,0.0018248-0.00046702i,0.0014972-0.00046872i,0.0015199-0.00038961i,0.0004792-0.00021504i,-0.00042507-0.00016393i,-0.00014879+0.00014126i,-0.00065618+3.0479e-05i,-0.00027414+0.00016793i,-9.8548e-05+0.00025744i,-0.00028662+4.721e-05i
0.00066147-0.00055226i,-0.00043117-0.00081435i,-0.0016114-0.0012318i,-0.001428-0.0017485i,-0.0010892-0.0012219i,-0.0013301+0.00019479i,-0.00092419+0.00023289i,-0.00013841-0.00032727i,0.0010042-0.00029381i,0.0014653-0.0005233i,0.0011235-0.0011265i,0.00074524-0.00098231i,0.0013438-0.00061422i,0.0015095-0.00025828i,0.00023214-0.00024143i,-0.00033757+0.00014707i,6.0724e-06+0.0003148i,-0.00035088-6.6985e-05i,-0.00063534-0.0001204i,-0.00055658+0.00070627i,7.0493e-05+0.0010914i,0.00060096+0.00022416i,0.00051234+0.00011361i
-0.00093782+0.00073366i,-0.0011492+0.00022708i,0.00030978-0.00035176i,0.00088858+0.0004121i,0.00047715+0.00035474i,-0.00015823-0.00030823i,-0.00065522+0.000789i,-0.00044635+0.0008915i,0.00069152-6.3579e-05i,0.0017324+0.00073063i,0.0010742+0.00073089i,-0.00018991+0.00017421i,-0.00020211-9.6215e-05i,-0.0001919-0.00037638i,-0.00068654-0.00016786i,-0.00035325+0.0003846i,-0.00054499+0.00057038i,-0.00093626+0.00065738i,-0.0010678+0.00031686i,-0.0010803-0.0001426i,-0.00037641-0.00025999i,-6.1851e-05-0.00015734i,-0.00049869+0.00024245i
-7.5251e-05-0.0014769i,-0.00098876-0.00076805i,-0.00084164+0.00035104i,-0.0007861-0.00021767i,-0.0011874-0.00075463i,-0.0014986-0.00037897i,-0.0014097-0.00014674i,-0.0012386-2.1393e-05i,-0.0007067+0.00026031i,0.00030187+0.00041616i,0.0003449-0.00046536i,1.0336e-05-0.0010841i,0.00020208-0.00072357i,0.00058054-0.00034213i,0.00079341+0.00024282i,0.00069352+0.000547i,0.00056874+0.00076971i,-0.00016103+0.00066939i,-0.00076061+0.00059683i,-0.0003492+0.00086346i,-3.7356e-05+0.00083205i,-0.00036885+0.00098895i,-0.00062889+0.00045148i
-0.00067035-0.002202i,-0.00080941-0.0025951i,-0.001854-0.002207i,-0.0032727-0.0014349i,-0.0036687-0.00073208i,-0.0020421-0.00010139i,-0.00037041+0.00011506i,0.00056277+0.00023219i,0.00070145+0.00012456i,0.00093307+0.00045768i,0.00080902+0.00033233i,0.00098459-0.0009263i,0.00055867-0.0020622i,-4.2597e-05-0.0017103i,0.00061938-0.0010103i,0.00084689-0.00075591i,0.00030242-0.00061361i,6.376e-05-0.0004011i,0.00038084-0.000257i,0.00060334+0.00048667i,0.00011374+0.00052462i,5.1862e-05+0.00030659i,-5.5778e-05+0.00030316i
0.0014726-0.00097074i,0.00061357-6.4204e-05i,0.00068682-0.00090406i,0.00052884-0.0015351i,-0.00067404-0.0011187i,-0.0018075+0.0001091i,-0.0016188+0.0017305i,-0.00051584+0.0025943i,-0.00032898+0.0022666i,-0.000584+0.00085189i,-0.0003984-0.00047514i,-0.0008941-0.000542i,-0.00031865-0.00020213i,0.00084924+0.00036585i,0.0015194+0.00064329i,0.0016705+0.00010071i,0.00076715-0.00017889i,-0.00023059-0.00033157i,-0.00068535+9.8782e-05i,-0.00052702+0.00068214i,0.00019966+0.0006997i,-4.9196e-05+0.00032015i,0.00011055+0.00050612i
0.00071638-0.00042189i,-7.1154e-05-0.0014565i,0.00048668-0.0013036i,-0.00013381-0.00071925i,-0.0013737-0.0010832i,-0.0018925-0.00012299i,-0.0015271+0.0012783i,-0.000228+0.00079388i,8.5381e-05-0.00021307i,0.00038973-0.00011549i,0.0014103+6.9052e-05i,0.00081903-0.00031242i,-0.00031621-0.00052182i,-0.00036529-0.00076008i,0.00028521-0.0009358i,0.00033018+8.904e-05i,-0.00012416+0.00083358i,6.3028e-05+0.00021917i,0.00040001-0.00054786i,1.2291e-05+3.3728e-06i,-0.00032135+0.00016212i,-0.00043312-0.00026147i,-0.00027862-0.00076308i
0.0010271-0.0012995i,0.00034779-0.0011711i,-0.0014255-0.0011801i,-0.0020827-0.00082109i,-0.0020726-0.00097i,-0.0013513-0.00073579i,-0.00043915-0.00014814i,-0.00016458+0.00010303i,-7.7832e-06+0.00014104i,-3.1935e-05-0.00025268i,-0.00021588-0.00046362i,-0.00048547-8.2301e-05i,3.1924e-05-0.00015191i,0.0013387-0.00022799i,0.0018028+5.7845e-05i,0.0012044+0.00037976i,-7.621e-06+0.00085898i,-0.00039063+0.00053488i,-7.9866e-06+0.000156i,-0.00021665+0.00048898i,-0.00035295-0.00029129i,-0.00036399-0.00065213i,-0.00083813-0.00016251i
0.0014626-0.0021677i,0.0012835-0.0020549i,0.00036034-0.0025002i,-0.0022264-0.0027234i,-0.0041406-0.0019699i,-0.0035703+6.9111e-05i,-0.0021544+0.00094206i,-0.0005243+0.0015402i,4.5527e-05+0.00151i,2.5487e-05+0.00054285i,0.00028667+0.00063855i,0.00039513+0.00071316i,-6.0473e-05-0.00014494i,0.000534-0.00047406i,0.0013794-0.00058233i,0.0011443-0.00015455i,0.00079412-6.2566e-05i,0.00075765-0.00093177i,-2.0346e-05-0.0005872i,-0.00062324+0.00041815i,-0.00085269+0.00030045i,-0.0010792-3.7083e-05i,-0.00065751-0.00054213i
-0.0011459-0.00056016i,-0.0018359-0.00087584i,-0.00042371-0.00056019i,-0.00094995-0.00030377i,-0.0013164-3.2225e-05i,-0.00030391+0.00083645i,-4.5531e-05+0.001372i,-0.00024192+0.00099083i,-6.0622e-05+0.00030705i,0.00074908+0.00021571i,0.0011038+0.00041843i,0.00053944-0.0002433i,0.00029773-0.00053409i,0.00077833+5.4278e-05i,0.00099769-0.00016419i,0.00027295-0.00097881i,0.00025608-0.0013936i,0.00096602-0.00071412i,-0.00029253+0.00031048i,-0.00083948+0.00014607i,6.038e-05+0.00027829i,0.00030331+0.00038969i,0.00029669-2.3829e-05i
0.0012491-0.00051823i,0.00022684-0.00080277i,-0.0010057-0.0013555i,-0.0014217-0.0011345i,-0.0020078-0.0010783i,-0.0023698-0.00077412i,-0.0014644-0.00019712i,-0.00039541+0.00044528i,0.00023654+0.00014147i,0.00042573-0.00042471i,0.00013149-0.0002316i,0.00020827+0.00027065i,0.00040923+0.00075542i,0.0008022+0.00093538i,0.00095913+0.00026611i,0.00080684+0.00058362i,0.00060975+0.00085477i,-0.00038473+0.00026599i,-0.00087066-0.00023248i,-0.00098934-0.00011027i,-0.00069338+0.00048724i,3.681e-05+0.0003089i,0.00053959-0.00042375i
0.00029531-0.0013758i,-0.0012093-0.0014175i,-0.0019065-0.001067i,-0.0020965-0.00089947i,-0.0021388-0.0010186i,-0.0019297-0.00010841i,-0.001532+0.00069919i,-0.00098177+0.00072151i,0.00015809+9.4156e-05i,0.00054697-0.00052008i,0.00064942-0.00025371i,0.00049002+0.00019451i,-0.00032723+0.00018866i,-0.00026806-0.00060685i,-0.00015704-0.0010182i,-0.00057815-0.00056351i,-0.00059192-0.00055012i,-0.00089633-0.00033297i,-0.00098481+0.00029982i,-0.00042197+0.00086918i,0.0001436+0.00089589i,0.00035745+0.00056737i,-0.00011276+0.00064117i
0.0013335-0.0012902i,4.103e-05-0.002512i,-0.0023767-0.0022486i,-0.0033178-0.0015254i,-0.0025881-0.0014112i,-0.0027012+1.6485e-05i,-0.0013332+0.00072593i,0.00042163+0.00053468i,0.00040612+0.00067618i,0.00073467+0.00058735i,0.0012241+0.00038909i,0.0013971+6.1178e-05i,0.0009252-0.00013593i,1.6641e-05-7.689e-05i,0.00053825-0.0010264i,0.00079944-0.0012932i,-7.5745e-05-0.00016664i,-9.9926e-05-0.00027239i,-6.3407e-05-0.00042204i,-0.00092318+0.00044358i,-0.00099282+0.00056736i,-0.00050366+0.0001516i,-0.00054189-7.8298e-05i
0.0011192-0.0014242i,0.00027224-0.0027594i,-0.00058915-0.0047183i,-0.0013858-0.0047302i,-0.002128-0.0028947i,-0.0021144-0.0010409i,-0.0013895-5.5574e-05i,-8.425e-05+0.00020528i,0.00030051+0.00018806i,0.00022515-0.00053824i,0.00014203-0.000832i,0.00022409-0.00025282i,0.00092791-0.00019565i,0.00094706-0.00024151i,0.0014768+0.00071499i,0.0013391+0.00044794i,0.00047424-6.0252e-05i,-8.1615e-05+0.00018319i,-0.00058166+0.00041667i,-0.00069781+0.00063925i,8.7941e-06+0.00045444i,0.00025741+0.00075786i,0.00011851+0.00075086i
0.00095472-0.0010038i,0.00059625-0.0025479i,6.5962e-05-0.0030482i,-0.00053394-0.0023836i,-0.0016608-0.0016598i,-0.0021025-0.0015153i,-0.0018361-0.00079604i,-0.0012841-0.00066164i,-0.0010982-0.0005143i,-0.00064701+0.0002657i,-0.00018043+0.00061665i,-0.00022809+4.2151e-05i,0.00023544-0.00047548i,0.00042364-0.00024616i,-0.00014382-0.00030389i,-0.00013565+7.3331e-05i,-0.00055394+0.0003913i,-0.0011167+0.00014139i,-0.00094157-0.00015552i,-0.00030325-0.00025515i,0.0005722-1.5584e-05i,0.00064772-4.9192e-05i,0.0002365-0.00010715i
0.00065091-0.0005362i,-2.2999e-05-0.00017108i,-0.0013996-0.00046644i,-0.0014869-9.8951e-05i,-0.00099797+0.0002026i,-0.00093261-4.259e-06i,-0.00088732+0.00023006i,0.00015749+0.00077044i,0.00051278+0.00082697i,-0.00016237+0.00038354i,0.00029758-9.3428e-05i,0.0012998-0.00063135i,0.0016742-0.0014108i,0.0011832-0.001562i,0.00048976-0.0011671i,0.00040105+0.00021085i,0.00011382+0.00073967i,-0.00025045+0.00032086i,-0.00030713+0.00085497i,-4.8056e-05+0.00092655i,-0.00026375+0.000636i,-0.00061659+0.00031987i,-0.0010157-0.00015781i
-0.0001276-0.00084039i,-0.00066353-0.0013395i,-4.2945e-05-0.0012748i,0.00012682-0.00078483i,-0.00090674-0.00064547i,-0.0017932-0.00063204i,-0.0012243+0.00034181i,-7.4654e-05+0.0011415i,0.00050603+0.00089793i,0.00095149-0.00021871i,0.0015914-0.00041056i,0.001152+0.00015365i,0.00076029-4.1009e-05i,0.00047416-0.00082225i,0.00011447-0.0012496i,-2.624e-05-0.00043286i,-0.00051136-0.00013999i,-0.00061397+0.0001857i,-0.00094429+0.00082686i,-0.0010754+0.001031i,-0.00011627+0.00085851i,0.00059715+0.00019557i,0.0001784-0.0003529i
0.0020364-0.00062822i,0.001478-0.00091833i,0.001061-0.0014176i,0.00060456-0.0022i,0.00014809-0.0022356i,-0.0002811-0.00074939i,-7.8438e-05+0.00072257i,-0.0001822+0.00094429i,-0.00048241-0.00032328i,0.000244-0.00065552i,0.00080683+1.3632e-05i,0.0010371+0.00013083i,0.00095312-4.7042e-05i,0.00027078+0.00042183i,-0.00014455+0.00021924i,8.9042e-05-0.00052293i,-0.00020724-0.00080725i,-0.00087189-0.00078054i,-0.00064362-0.00035028i,-0.00015469+0.00028512i,-9.9313e-05+0.00037234i,0.00026639+0.00026171i,0.00025279+0.00053132i
-0.0010118+0.00060995i,-0.0018492-0.00021838i,-0.0024111-0.00044207i,-0.0028499-2.6754e-05i,-0.0020935-8.8318e-05i,-0.00070454-0.00012236i,-0.00051261-0.00034394i,-0.00077217-0.00057478i,-0.00081787-0.00048431i,-0.0013017-7.6841e-05i,-0.0014193-1.3311e-05i,-0.00078801-0.00061034i,-0.00031655-0.00057491i,-0.00036136+6.7127e-05i,-0.00062589+0.00027598i,-0.00037578+0.00022718i,0.0007616+0.00047529i,0.00089406+0.00053204i,-0.00050604-3.9021e-05i,-0.0013932-0.00062656i,-0.00047277-0.00021804i,0.0003283+0.00047001i,-0.00020026+0.00036727i
0.00067477-0.0023587i,0.0013302-0.0024888i,0.00041485-0.00034221i,-0.0010924+0.00073076i,-0.0021296+0.00024i,-0.0020013+2.4861e-05i,-0.0011602+0.00033426i,-0.00043978+0.00019035i,-0.00039523-0.00042648i,-4.3123e-05-0.00094268i,0.00050668-0.00083409i,0.00060956-0.00031942i,0.00035343-0.00040718i,-0.00016127-0.00059324i,8.0795e-05-0.00022565i,0.00019452+0.0001396i,-0.0004254+0.00035891i,-0.00055918+0.00042889i,-0.00082311+0.00015819i,-0.00087145-4.4237e-05i,-0.00041088-0.00053867i,-0.00030059-0.00064192i,-0.00039725-0.00015999i
-0.00034376-0.0009144i,-0.0015402-0.00078247i,-0.0016085-0.0014877i,-0.00052712-0.0021382i,-0.00086224-0.00089491i,-0.0024231+0.00093012i,-0.0018693+0.0014459i,-0.00048073+0.0011913i,3.7416e-05+0.00061566i,0.00075108+0.00028864i,0.00099925+0.00040546i,0.00071308+6.6328e-05i,0.00093995+4.2985e-05i,0.0010142-0.00051673i,0.00031535-0.00085957i,0.00036455-0.0006916i,0.00019864-0.00067926i,-0.00035669-0.00061057i,-1.2462e-05-2.0442e-05i,-0.00023989+0.00057136i,-0.00047611+0.00031172i,-0.00030769-0.00028263i,-0.00090056-0.00027456i
0.00014138-0.0010959i,0.00012187-0.0017204i,0.00014682-0.00052735i,-1.0082e-06-5.1266e-05i,-0.00065564+2.5475e-05i,-0.0018732+0.00035172i,-0.0015932+0.00075586i,-0.00010733-5.1535e-05i,0.0003909-0.00061095i,0.0008146-0.00057169i,0.0010267-0.00064897i,0.0007281-0.00052223i,0.0006708-0.00071231i,0.00090023-0.00060296i,0.0011481+0.00031671i,0.00045928+0.00045966i,-0.00047271+0.00038866i,-0.0012964+0.00076372i,-0.00090339+0.00027422i,-9.8716e-05-0.00053658i,0.00045163-0.00034438i,0.00080578+0.00053053i,0.00051567+0.00093768i
0.0016236+0.00080734i,0.0011603-0.00014628i,0.001654-0.0011622i,0.0011678-0.0018151i,-5.032e-05-0.0020386i,-0.0010875-0.0013236i,-0.0015661+0.00028442i,-0.0011558+0.00062978i,-0.00018438-0.00036081i,0.00042894-0.0013971i,0.00047044-0.00090145i,0.00045982-0.00060903i,-6.8015e-06-0.00075885i,-0.00054132+0.00024756i,-0.00024222+0.00077101i,0.00047597-8.0438e-05i,-0.00015676-0.00082134i,-0.0010687-0.00028868i,-0.0013114+2.1521e-05i,-0.00097043-0.00047377i,-7.8697e-05-0.00032284i,0.0003883+0.00019313i,0.00074793+9.1116e-06i
-0.00040116-0.0012034i,-0.00088801-0.0018409i,-0.0024714-0.00075746i,-0.0029033+9.1794e-06i,-0.0017491-0.00013979i,-0.00063213-0.00022058i,-0.00057734-0.0006828i,-0.00035519-0.00035207i,-4.8243e-05+0.00040352i,0.00055789+0.00033828i,0.001239+0.00017673i,0.0012155+0.0003149i,0.00069286+0.00024772i,0.0004935-0.00028056i,0.001136-0.00085692i,0.0007428-0.00090189i,0.0001509-0.0012879i,-0.00039071-0.0016084i,-0.00040888-0.00050921i,9.1377e-05+1.6629e-05i,-0.00036974-0.00028507i,-0.00064868-0.00030279i,0.00022332+0.00039441i
0.0008486-0.00015803i,0.00023857-0.00068348i,0.00023036-0.00074293i,-0.00037819-0.0013154i,-0.0010995-0.00064691i,-0.0013562+0.00016166i,-0.0012322+0.00050261i,-0.00095448+0.00056316i,-0.00070667-8.9714e-05i,-0.00015207-0.00067149i,0.0010511-0.00079206i,0.0011247-0.0013769i,-5.8505e-05-0.0015412i,6.8522e-05-0.00082298i,0.00070396-0.0005539i,0.00057853-0.00043179i,0.00025376-0.00057754i,0.00049179-0.00049605i,0.0003785-0.00013724i,-0.0008395-0.00052214i,-0.0016067-0.0007038i,-0.0013151-0.00059327i,-0.00085446-0.0010118i
-0.0010292-0.00029923i,-0.0014615-0.00011244i,-0.0018511+0.0011084i,-0.00052626+0.0003543i,-0.00025909-0.00059281i,-0.0013179+0.00072064i,-0.00073661+0.0011709i,0.00040102+0.00076982i,0.00039078+0.00067804i,0.00077999+0.00043062i,0.00090955-3.2005e-05i,0.0013082-0.0001245i,0.0017016-0.00038082i,0.0014802-0.00097744i,0.00082566-0.00056959i,8.1635e-05+0.00020642i,-0.00012608-0.00014471i,-0.0001545-0.00099724i,-0.00050875-0.00099682i,-0.0006914-0.0002072i,-0.00017389-0.00017623i,-0.00019679-0.00033851i,-0.000581+6.5654e-05i
0.0014199-0.0022264i,0.0001112-0.0027801i,-0.0016761-0.0031883i,-0.0027297-0.0033668i,-0.0023249-0.001979i,-0.0024025+6.8583e-05i,-0.001846+0.0010196i,-0.0005773+0.00018653i,0.00012809-0.00030343i,0.00044232-0.00021386i,0.00078423-0.00045047i,0.0010874-0.00035691i,0.00069941-0.00063694i,0.00090554-0.0016575i,0.0014661-0.001607i,0.0014562-0.0010785i,0.00053868-0.00071753i,-0.00046231+3.7118e-05i,-0.00027605+0.00044325i,-0.0002799+0.00029771i,-0.0012224-0.00089819i,-0.0010482-0.0018232i,-0.00039442-0.00030637i
5.4515e-05-0.0017793i,-0.0013467-0.0025367i,-0.0021111-0.002808i,-0.0024201-0.0015917i,-0.0027389-0.00080905i,-0.0030238-0.00044461i,-0.0021955+0.0008395i,-0.00024087+0.0016665i,-9.3358e-06+0.00072497i,-0.00039547-8.4259e-05i,0.0004573+0.00025239i,0.0012432+0.00052217i,0.00087374-0.00051982i,0.0010095-0.00064426i,0.0010041-0.00011163i,0.00011528-0.00037128i,-0.00015654-0.00032886i,-0.00044439-0.00023238i,-0.0010699-0.00065646i,-0.00092733-0.00064787i,-0.00044537-0.00016225i,-0.00052229-0.0003804i,-0.00078563-0.00014764i
-0.00066552-0.00092738i,-0.0002544-0.00085632i,-0.00074608-0.0013576i,-0.00091959-0.0010505i,-0.00015544-5.0374e-05i,-0.0005001+0.00086994i,-0.00084337+0.00097786i,-0.0003065+2.3436e-05i,-0.00020605+0.00057372i,-0.00033662+0.0011448i,-0.00024986+0.00017307i,-0.00028013-0.0010459i,-0.00010727-0.00093315i,0.00010289-0.00053911i,0.00017516+0.00030666i,3.1915e-05+0.00050633i,1.256e-05-0.00010796i,0.00054035-6.9707e-06i,0.0010309-0.00053621i,7.205e-05-0.0011476i,-0.00054045-0.00095587i,-5.6696e-05-0.00032835i,-0.00035511+0.00028871i
8.1072e-05+0.00057624i,-0.0008199-0.00064362i,-0.001185-0.00069766i,-0.00064393-0.0011111i,-4.2876e-05-0.0013053i,-0.0012632-0.0010816i,-0.0015218-0.00024014i,-0.00098473+0.00020854i,-0.00036551+0.00043935i,0.00065262+0.00061372i,0.00046555+0.00034291i,-0.00028226+6.6976e-05i,-0.00042195+4.4129e-05i,-0.00018293+0.00048563i,-0.00034363+0.00067411i,-0.00075263-1.6956e-05i,-0.00081383-0.00042418i,-0.00082762+0.00021632i,-0.00088446+0.00046637i,-0.0005341+0.00028919i,-0.00020154+0.00083408i,0.00026594+0.00058781i,0.00028951+0.00033829i
0.00074043-0.00085621i,-3.16e-05-0.0013158i,-0.0011511-0.0012489i,-0.0011657-0.001117i,-0.00055679-0.00045094i,-0.00024036+0.00028235i,-0.00027982+0.0011329i,0.00036819+0.0014613i,0.00065671+0.0010641i,0.00024969+0.00052318i,0.00019696+0.00058719i,0.00041302-0.00013271i,0.00042088-0.0012431i,-0.00017127-0.0013442i,0.00036205-0.00057534i,0.00092477-0.00071577i,0.00033847-0.00082005i,-0.00023546-0.00043306i,-0.0002311-0.00069701i,-0.00025868-0.00042679i,-0.00044606-0.00053263i,-0.00032984-0.00092666i,-4.2891e-05-0.00072727i
0.0011449-0.0004533i,0.00016315-0.00011537i,-0.00098914-0.00053798i,-0.0014684-0.0016784i,-0.0010328-0.0026653i,-0.0006574-0.002579i,-0.00053016-0.0012865i,-0.00043185-0.00035262i,-0.00016416-9.3699e-05i,0.00023395+0.00011337i,0.00073323-0.00051175i,0.0010574-0.00049043i,0.00093101-0.00019859i,0.00020399+0.00013148i,-8.576e-05+0.00041934i,0.00027454+0.00039364i,0.00021027-3.1435e-05i,-0.00053312-0.00020345i,-0.00070081-0.00040727i,-0.00058552-0.00033814i,-0.00053664+5.6649e-05i,-0.00066143+0.0003839i,-0.00026452+0.00039272i
