0.00097527-0.00028338i,0.0015912-0.0019216i,0.00038542-0.0028795i,-0.0019233-0.0021212i,-0.0039612+3.2146e-06i,-0.0037963+0.001833i,-0.0017318+0.00099956i,-0.00063765+0.00048339i,8.1061e-05+0.00026568i,0.00040226-0.0006418i,5.2392e-05-0.0012714i,-0.00065394-0.001394i,-0.0011786-0.00054515i,-0.0010588+0.00011323i,-0.00060688+0.00055066i,2.4996e-06+0.00034023i,0.00017026-0.00098699i,0.00061615-0.0010282i,0.00095156-2.9228e-05i,0.0012575+0.00082108i,0.00078306+0.0017644i,-7.0676e-05+0.001769i,-0.00010958+0.00069514i
-0.0018275-0.0012272i,-0.0021192-0.0013154i,-0.0032161-0.00010108i,-0.0030816+0.0019586i,-0.00097728+0.0026364i,8.0486e-05+0.0011037i,0.00032939+8.6748e-05i,0.00076836-2.7082e-05i,0.0007315-0.00032706i,0.00029392-0.00010603i,0.00059203+6.9151e-05i,0.00011604+0.00053784i,-0.00026519+0.00046256i,0.00047795-0.00048177i,0.00065139-0.0012672i,0.00025401-0.00081751i,-0.00036881-6.4881e-06i,-0.00013547+0.00022577i,6.0483e-05+0.00060745i,-0.0004852+0.0010237i,-0.00052305+0.00068556i,-0.00064335+0.00022009i,-0.00017425+0.00060996i
-0.0015471-0.0011824i,-0.000755-0.00094881i,-0.00024742+0.00010589i,0.00016159+0.00065064i,0.00050303+0.00069431i,-0.0001096+0.00097129i,-7.6242e-05+0.00058558i,0.00036389-9.6104e-05i,-0.00032589-0.00011659i,-0.001087+0.00037443i,-0.001169+0.00012615i,-0.00089118-0.00028848i,-1.6086e-05-0.00029754i,0.00062764-0.00048649i,0.00054271-0.0005311i,0.00075682-0.00014147i,0.00044538+6.5774e-05i,-0.00032549-0.00027862i,0.00061195-0.00023519i,0.00093298+0.00037547i,-0.00022091+3.1755e-05i,2.7668e-05-0.00086598i,0.00060447-0.00050866i
-2.2743e-05+0.0008429i,-0.0006813+0.0004792i,-0.00076998+0.002087i,0.00067759+0.0029851i,0.0018805+0.0019685i,0.00082379+0.00059337i,5.3936e-05+5.5591e-05i,0.00015912+0.00052129i,-0.00019501+0.00034847i,-0.00017235+0.00010344i,-0.00023592-0.0006217i,5.2019e-05-0.0010966i,0.00091487-0.00042423i,0.00050953+0.00035364i,-0.00026372+0.00032745i,2.0307e-05-0.00010608i,-0.00025003-3.2087e-05i,-0.00016755+0.00037302i,0.00089911+0.00028288i,0.00063359+4.1793e-05i,-0.0004281-0.00036428i,-0.00078427-0.00024782i,-0.0003558-0.0004962i
0.0010664+0.0020597i,0.0014572+0.0024411i,0.0010664+0.0010965i,0.00076056+6.2585e-05i,-0.00048697-0.00071155i,-0.0013399-0.00044464i,-0.0012693+0.00058919i,-0.001206+0.00095476i,-0.000496+0.0001826i,0.00026524-0.00041572i,-0.00026059-0.0003718i,-0.0001909-0.00028705i,0.00038328-0.00023723i,0.00037136-3.01e-05i,5.0095e-05+0.00023026i,-0.00091989-0.00053037i,-0.0011859-0.0011323i,-0.00085951-0.00043211i,-0.00035283-0.00027878i,0.00043171+0.00029765i,0.00038418+0.0017221i,7.4711e-05+0.0016184i,-0.0007346+0.00055128i
-0.0011659+0.0014303i,-0.0012123+0.0015742i,-0.00075084+0.0024387i,0.00046075+0.0027594i,0.00080304+0.0018182i,0.00022411+0.00059612i,-5.5645e-05-4.9687e-06i,0.00011454-0.00029517i,0.00063196-0.00021008i,0.00079315-0.00049496i,0.00012319-0.00071867i,-0.00064972+1.5012e-05i,-0.00052079+0.00066458i,-0.00024798+0.00037374i,-0.00029436-7.2052e-06i,0.00039931+6.7087e-05i,4.6629e-05+0.00027361i,-0.00073107+0.00010344i,2.8193e-05+2.1444e-05i,0.00045634+0.00035612i,-4.0669e-05+0.00097575i,-0.00010236+0.0008793i,0.00081769+0.00028817i
0.00075599-0.0032721i,0.00032798-0.0044193i,-0.00092226-0.004939i,-0.0022795-0.0018049i,-0.0020152+0.00090968i,-6.3742e-05+0.0016045i,0.00062487+0.0014268i,0.00066591+0.0006565i,0.00045639+0.00056186i,6.3855e-05+0.00020913i,6.0666e-05-0.00077396i,7.6546e-05-0.00046266i,-5.2589e-05-0.00064975i,0.00025408-0.0008805i,0.0003731-5.6735e-05i,-0.00030164+0.00069884i,-0.0010789+0.00083496i,-0.0013366+0.00030046i,-0.00046959-0.00028959i,1.3143e-05+0.00022185i,-4.0525e-05-6.2215e-05i,6.5097e-05-0.00065381i,0.00052898-0.00035132i
-0.0013022+0.0016408i,-0.001388+0.003029i,-0.00085954+0.0043404i,-7.0435e-05+0.0034058i,0.00041291+0.0016986i,0.00012431+0.00060171i,-0.00059073+0.00015041i,-0.00038578-0.00048148i,0.0001471-0.00069463i,0.00017356-0.00026443i,0.00089139-0.0001441i,0.0012256-0.00025844i,0.00016833-0.00069017i,-0.00014694-0.00077029i,7.0514e-05-0.00044527i,-0.00019143-7.95e-05i,-0.0010955+0.00017708i,-0.0014154+7.5032e-05i,-0.0010893+0.00050651i,-0.00084746+0.00073169i,-0.00029147-9.5065e-05i,0.0011532-0.00050606i,0.00095772-0.0004636i
0.0016925-0.0012547i,0.0017208-0.0012908i,0.00057619-0.0012321i,1.4678e-05-8.547e-05i,-0.00068482+0.00099481i,-0.00099571+0.00099642i,-0.0014619+0.00063835i,-0.0010708+0.00061156i,-0.00089202+0.00033557i,-0.00047179+9.0539e-05i,-0.00038535+0.0010929i,-0.00014235+0.001773i,0.00027076+0.0007186i,0.00057037-0.00040877i,8.9602e-05+0.00028656i,0.00022005+0.00025897i,0.00097181-0.00031086i,0.00024969-0.00011093i,-0.00076463-0.00075952i,-0.00059772-0.00067325i,-0.00061571+0.00021596i,-0.00037034+4.2827e-05i,0.0001201+0.00011943i
3.2576e-05+0.0008928i,0.00043194+0.0010425i,0.00084689+0.0004758i,0.0014957+0.00063718i,0.0018218+0.0013059i,0.0011804+0.00029563i,0.00047532-0.00084662i,-0.00021337-0.00039963i,-0.00050147+0.00068542i,-0.00034554+0.00075835i,0.00017924+0.00038817i,-6.668e-05+0.00012921i,-0.00012907-0.00033756i,0.00037523-0.00043284i,0.00014287+0.00035903i,0.00028407+0.00053159i,0.00064924+0.001074i,0.00017649+0.0014304i,3.8164e-06+0.00044233i,0.00040439+0.00015107i,0.0006645+0.00038925i,-2.2178e-05+0.00024491i,-0.00081977-3.9974e-05i
0.00042036-0.0025502i,-0.0023544-0.0017574i,-0.0049945-0.0025537i,-0.0047942-0.0017588i,-0.0028466-4.7052e-05i,-0.0011085+0.00079264i,-0.00048788+0.00083306i,-0.00051223+0.00066919i,-0.00071639+1.4109e-05i,-0.00054277-7.263e-05i,-0.00034305-1.0522e-05i,0.00016115+0.00025962i,0.0013292+0.00050609i,0.0012168+0.00055315i,-0.00045191+0.00055101i,-0.00059844+0.00027441i,0.00069906+9.128e-05i,0.0008024-5.2914e-05i,0.00035525-0.00016547i,-5.3867e-05-0.00012084i,6.5604e-05+7.6083e-05i,0.0007492+0.00064555i,0.00014568+0.00070207i
0.0025226-0.0017243i,0.00345-0.0028138i,0.0033368-0.0023119i,0.0012707-0.0005365i,0.00019608+0.00023229i,0.00039682+0.00085342i,0.00052231+0.00060827i,6.6013e-05-7.4803e-05i,3.3376e-05+9.6874e-06i,0.00054354+0.00046605i,0.00046094+0.00042416i,0.00018216-8.473e-06i,7.3669e-05+0.00036907i,2.0186e-05+0.00041479i,0.00011528+0.00040559i,0.00048216+0.00085273i,-0.00012328+0.00073319i,-0.0011039+0.000409i,-0.0009172+0.00026958i,-0.00012107+0.00038744i,0.00022709+4.0758e-05i,0.00072234-0.00025754i,0.00027163-1.7734e-05i
-0.0011213+0.0009898i,-0.0018039+0.0022369i,-0.0025962+0.0037842i,-0.0019623+0.0036946i,-0.00037402+0.0019494i,0.00029256+0.00067524i,0.00012572-1.8136e-05i,-0.00032767-0.00045681i,-0.00079748-6.9346e-05i,-0.00036265+0.00026557i,0.00014245+0.00046516i,0.00012276+0.00069553i,-0.00031896+0.00011574i,-0.00042626-0.00048058i,-0.00034636+0.00017455i,-0.00023671+0.0011049i,-0.00024744+0.001452i,0.00028168+0.00082887i,0.00065194-0.00041306i,0.00053857-0.00027713i,0.00060057+0.00024868i,0.00071535+8.4142e-05i,0.00066231-0.00049694i
0.00080254-0.0021918i,0.0015084-0.0024274i,0.00031508-0.0030205i,-0.0013988-0.0019521i,-0.0015426+0.00035893i,-0.00087708+0.0013338i,-0.00082203+0.00046891i,-0.00075393-0.00023104i,-0.00049611-0.00045603i,-0.00051061-0.00029262i,-0.00026379+0.00043384i,0.00032653+0.0010691i,0.0020025+0.0011073i,0.002429+0.00048681i,0.0017662+0.0001585i,0.00086727-0.00048072i,0.0003903-0.00098319i,-0.0002595-0.00057505i,-0.00054591-0.00010744i,-0.00011799+0.00070252i,-0.00067627+0.00062992i,-0.00082573-0.00030421i,-0.00024202-0.00012502i
0.0010283-0.00098345i,0.0010475+0.0001339i,0.00040931+0.0020253i,0.00035941+0.0018745i,0.0011244+0.0013261i,0.00073944+0.0010174i,-0.00036744+0.00032058i,-0.0012734-0.0003763i,-0.0017048-0.00061197i,-0.0012063+0.0002125i,-0.00046421+0.0005263i,-1.6854e-05+0.00059838i,-0.00033005+0.00063496i,3.6717e-05+0.0001947i,0.00047399-0.00012128i,-0.00019429-0.00051828i,-0.00060797-0.00018859i,-0.00074709+5.9015e-05i,-0.00052308+6.2265e-05i,0.00038808-0.0005438i,0.00053228-0.00044314i,-0.00021232+0.00020527i,-0.00035869+0.00019274i
-0.0010245-0.00069224i,-0.0014668-0.00042248i,-0.00156+0.00039572i,-0.0013647-7.7388e-05i,-0.00073903+0.00017244i,-0.00047276+0.0010358i,-0.00092378+0.00097066i,-0.00072503+0.00036029i,-0.00014744-0.00011981i,-0.00010549-0.00025046i,-2.1579e-05+0.00010603i,-0.00031498-0.00010366i,-0.00061416-0.00042248i,-0.00022566+0.00021848i,-0.00041104+0.00031035i,-0.00017049-0.00020746i,-0.0002617+8.7868e-05i,-0.00047214+0.00029252i,0.00033791+0.0011239i,0.00018866+0.0007773i,-0.00049729-0.00036538i,-0.00080732-0.00042256i,-0.00019675-0.00040734i
-0.00067794+0.00034964i,0.001135+0.0013064i,0.0024385+0.0017848i,0.0016572+0.0027359i,0.00083597+0.0029334i,0.0006061+0.00098438i,-0.00014514-0.00051701i,-0.000461-0.00058336i,0.00025128-0.0002799i,0.00063381+0.00013989i,9.4417e-05+0.00031484i,-0.0001375+0.00016937i,-0.00024849+0.00036438i,-0.00037118-0.0001123i,-0.00091445-0.00088003i,-0.00091646-0.00053737i,-0.00062969+1.0579e-06i,-0.00048711-0.00045997i,2.3086e-05-0.00071457i,-0.00018839+0.00026423i,-0.00050516+0.00061707i,-0.0001721+5.0422e-05i,-4.6035e-05+7.0756e-05i
-0.00016337-0.0030738i,-0.0013145-0.0029663i,-0.003323-0.0022098i,-0.0032923-0.00039502i,-0.0012949+0.0012906i,-5.1034e-06+0.00144i,0.00043628+0.00062635i,0.00028603+0.00021652i,-3.5041e-05-8.2952e-05i,-0.00039394-7.2979e-05i,-0.0004225-0.00027176i,-0.00034597-0.00036736i,-3.0864e-05-0.00043473i,-0.00044082-0.00058158i,-0.00090374-0.0003325i,-0.00014863-2.5041e-05i,-0.00015046-0.00015217i,-0.0003908+0.00016818i,0.00026369+0.00073909i,-9.6622e-05+0.0006706i,-0.00036837-0.00012623i,-0.00035163-0.00048801i,-0.00026925-0.00053778i
-0.0011353+0.00041253i,-0.00077053+0.00056456i,0.00086181+0.00040086i,0.0014455+0.001031i,0.00073863+0.001621i,0.00070024+0.00049356i,0.00043786-0.0003448i,-6.012e-05-0.00039246i,0.00015059-0.00043267i,0.00036451-9.3482e-05i,0.00044288-4.7022e-06i,-9.3577e-05-0.00025335i,-0.00018313-0.00045674i,0.00048069+9.9899e-05i,6.8406e-05+0.00054468i,-0.00061053-0.00026794i,-0.00048191-0.00060772i,0.00014127-0.00011563i,0.00056251-4.5799e-05i,0.00026257-4.7619e-06i,2.9017e-05+0.00034118i,0.00024327+0.00075908i,-0.00025842+0.00060958i
-0.00078307-0.0016214i,-0.00053851-0.0014043i,-0.0016297+0.00017511i,-0.0021171+0.0020926i,-0.00087473+0.0019584i,0.00030365+0.0011682i,-2.2667e-05+0.00056381i,-0.00052136-0.00021405i,-0.00087765-0.00064414i,-0.0010726+0.00021635i,-0.00066376+0.00092156i,-0.00013469+0.00040086i,7.7575e-06-0.00031446i,0.00013831+2.8982e-05i,-5.7387e-05-0.00035197i,0.00016038-0.00014282i,0.0002752+0.00037547i,0.0003299+5.7048e-05i,-0.00010042-0.00056128i,-0.00058884-0.00054674i,-0.00047673-0.00021435i,-0.00046086-0.00035238i,0.00017393-0.00072544i
-0.00037902+0.00085242i,-0.00013827-0.0002082i,-0.00075766-0.0011126i,0.00060252-0.0012742i,0.0014722-0.00050073i,0.00078314-0.0012777i,-0.00058707-0.0012573i,-0.00084121-0.00013379i,-0.00011518-6.8789e-05i,0.001197-0.00010946i,0.00086124-0.00036585i,-0.0002731-0.00026085i,0.00037325+0.00040952i,0.00087195+0.00060629i,0.00010999-0.00035407i,-0.00067894-0.00053947i,-0.00068486+0.00058537i,-0.0001543+0.0005931i,0.00031267+1.7584e-05i,0.00011116+0.00037715i,-0.00088192+0.00031233i,-0.00075613-2.4321e-06i,-0.00027612-0.00083246i
-0.0028285-0.00056137i,-0.0027239+0.00082557i,-0.0022019+0.002299i,-0.0011951+0.0029579i,-0.00055001+0.0020619i,0.00056285+0.0008025i,0.00031244-8.5e-05i,-0.00021444-0.00022353i,-0.00024046+0.00020575i,-0.0015251-0.0001051i,-0.0010377-0.00046476i,0.00018754-0.00041415i,0.0002578-2.4155e-06i,2.8098e-05+0.00034549i,-0.00038826+0.00025758i,-0.00018825+9.1875e-05i,-0.00044285+0.00049539i,-0.0012758+0.00015928i,-0.0014241-0.00062845i,-0.0011382+0.0002024i,-9.8652e-06+0.00059674i,0.00048159+0.00076604i,5.7889e-05+0.0010911i
0.0002165+0.00060188i,0.00056256+0.00079735i,0.0013307+9.7168e-07i,0.00067291+3.5632e-05i,0.00032022+0.00040827i,0.00013671-0.0012481i,-0.00078585-0.0014761i,-0.00047277-0.00012438i,0.00021589-0.00047459i,0.00024283-0.00075633i,0.00025454-0.00024446i,0.0004606+6.0564e-05i,0.00049196-0.00023539i,0.00050787-0.00048637i,0.00040388+0.00019031i,0.00083557+0.00033014i,0.00072722-2.7311e-05i,5.7138e-05+0.00073073i,-0.00031869+0.00022657i,-0.00062048-0.00049072i,-0.00060741-0.0003453i,-0.00071344+0.00020117i,-0.00078922+0.00040837i
-0.00080753-0.00020567i,-0.00058884+0.00065088i,0.0001727+0.0023491i,0.00073155+0.0027902i,0.0010972+0.0013177i,0.00068242-0.00068031i,0.00029727-0.0013011i,0.00016075-7.8286e-05i,-0.00043371+0.00065727i,-0.00052546+0.00060572i,0.00033516+0.0010509i,0.00035487+0.00040877i,-0.00025485-1.8293e-05i,-0.00033936+0.00056859i,-0.00058289+9.1852e-05i,-0.00091655-0.00034957i,-0.0007273-2.0814e-05i,-0.00053888+3.0025e-05i,-0.00038459+9.9321e-05i,-8.9503e-05+0.00017226i,0.00020908-0.00010804i,0.00012569-0.00017168i,-0.0002841+8.1857e-05i
-9.3537e-05+0.0016444i,0.00099517+0.0014692i,0.0010515+0.00030063i,0.00017928-0.00049767i,0.00010474-0.00058425i,-0.00047939-0.00021336i,-0.0012911+0.00018583i,-0.0013064+0.00021372i,-0.00082703+4.0548e-05i,-9.2945e-05-0.00039869i,0.00043212-0.0002538i,0.00068864-2.6449e-05i,0.00054722-0.00020563i,0.00020093-0.0010457i,0.00045528-0.0012046i,0.00026923+9.4074e-05i,-0.00027829+0.0007341i,-0.0010311+0.0007207i,-0.0010019-0.00025091i,7.2441e-05-0.00069868i,0.00011472-0.00030296i,-0.00025136+0.00040288i,-0.00038506+0.00094565i
-0.0019529-0.0021646i,-0.002437-0.0023472i,-0.0029451-0.00056097i,-0.0024014+0.0017183i,-0.00082952+0.0020349i,0.00098016+0.0011322i,0.00049702+3.1882e-05i,-0.00042822-0.0005369i,-0.000173+2.3933e-05i,5.5592e-05+0.00062375i,0.00022287+0.0010876i,0.00010891+0.00033887i,-0.00031052-0.00075753i,-0.00039112-0.00044722i,0.00025543-0.00022095i,-0.00043383-0.00069726i,-0.00081677-0.0011575i,-0.00021486-0.00096637i,8.315e-05-0.0010125i,0.00022922-0.00069172i,-0.00010591-1.7756e-05i,0.000273+0.00038907i,0.00060982+0.00044327i
-0.00045189+0.00025942i,-0.0020196-6.174e-05i,-0.0031927+0.00014618i,-0.0020484+0.0017264i,-0.00011952+0.002244i,0.00012873+0.0013802i,-0.00074699+0.00049188i,-0.00077244-0.00035558i,-0.00026745-0.00084381i,-0.0002302-0.00051402i,0.0011834-0.00038493i,0.0021278-6.7535e-05i,0.00062196+0.00065536i,-0.0012896+0.00066515i,-0.0014776+0.0002823i,-0.00097005+3.6031e-05i,-0.00068517-5.9354e-06i,0.00038699+0.00015994i,0.00025298-9.9258e-06i,0.00019258-4.9373e-05i,0.00088581-4.9903e-05i,0.00055532-0.00046513i,0.00032662-0.0001059i
-0.0011053+0.0017263i,-0.000178+0.0025339i,0.0012959+0.0021921i,0.0013952+0.00062453i,0.00061878-0.00040034i,0.0006915+2.4103e-05i,0.00018573+0.00015299i,-0.00015828+0.0004913i,0.00022668+0.00070544i,0.00010482-0.00036548i,-0.00029563-0.0010259i,-0.00064983-0.0010113i,-0.00035054-0.00044565i,-9.6212e-06-0.00020205i,-0.00017451+0.00010583i,-0.00017179-0.00018749i,0.00042218-0.00034146i,0.0005217+0.00015971i,0.00013252-9.4794e-05i,-0.00048193-0.00035989i,-0.00059718-0.00032248i,-0.00036205-0.0002496i,-0.00017319+5.9104e-05i
0.0001694-0.0012283i,7.7225e-05-0.001977i,0.00056733-0.00093663i,-0.00015656+0.00056784i,-0.00049942+0.00074271i,-0.00050694+0.00018649i,-0.00098666-0.00018516i,-0.0012075+6.5362e-05i,-0.0012733+0.00061369i,-0.00043424+0.00075999i,-0.00018234+0.00090175i,-0.00077689+0.0014757i,0.00019527+0.0012907i,0.00048027+0.00081033i,-0.00015358-0.00034117i,-0.00037616-0.00066904i,-0.00062619+0.00044489i,-0.00016298+0.0011676i,2.4882e-05+0.00070263i,-0.00018669+0.0005394i,2.6639e-05+0.00050324i,0.00033013+0.00024232i,0.0007888+0.00035802i
0.001909-0.00033642i,0.0013527-0.0005422i,0.0016052-0.00075698i,0.00054402-0.001646i,-0.00059343-0.0018819i,-0.00099733-0.0014561i,-0.00087882-0.0010451i,-0.0005268-0.00023426i,0.00050399+9.3276e-05i,0.00057731-0.00054518i,0.00010267-0.00052555i,-3.683e-05+0.00026776i,-0.00058377+0.00014705i,-0.00091428-1.8857e-05i,-0.00065326+0.00017022i,0.00054908+0.00030791i,0.001043-0.00023396i,0.0011213-0.00069494i,0.0013838-0.00059777i,0.00050577-0.00039774i,-0.00071664+0.00018259i,-0.00092613+0.00041882i,-0.00030833+0.00032583i
4.6761e-05+0.0009555i,-0.0015973+0.00071783i,-0.0013955+0.0010308i,-0.00044398+0.00066565i,-0.00041397+0.00013692i,-0.0006743+0.00022645i,-0.00072875+0.00035219i,-0.00094043+0.00045726i,-0.00017227-8.4148e-05i,0.00047068-0.00036822i,0.00024542-0.00026874i,0.00066343+0.00051905i,0.0006309+0.00095315i,-0.00022129-0.00028118i,-0.00061227-0.0014301i,-0.0007286-0.0012149i,-0.00046071-0.00057166i,-0.00061467+0.00017527i,-0.00065358+0.00083261i,-0.00032878+0.00064909i,-0.00041924+0.00039483i,-0.00069132+0.00017031i,-0.00032452+7.6595e-05i
-0.00064264+0.0017393i,-0.00011728+0.0018495i,0.00074817+0.001252i,0.00074142+9.0646e-05i,0.00034152-0.00019776i,3.8727e-05-0.00064989i,-0.00066343-0.00056632i,-0.00042393+9.2454e-06i,0.00024093-1.891e-05i,0.00052567+0.00033058i,0.00058544+0.00083514i,0.00074746+0.0001195i,0.00054439-0.00034999i,-0.0006408+0.00021387i,-0.00025654+0.00050832i,0.00096999+0.00044683i,0.00066847+0.00048606i,0.00042168+0.00035408i,0.00032456+0.00034277i,0.00025828+4.2788e-05i,0.00046984+4.4629e-05i,-5.9134e-05+0.00063612i,-0.00082233+0.00077437i
-0.0006974-0.0023329i,-0.00048593-0.002074i,-0.00016673-0.00037925i,0.00011574+0.001383i,-8.0656e-05+0.0015562i,0.00024918+0.00094975i,0.00045304-0.00049542i,0.00026957-0.00076046i,0.00034692+5.3308e-05i,-0.00029144-6.5703e-05i,-0.00029212-0.00055497i,4.1508e-05-0.00085054i,0.0001495-0.00033332i,0.00032258-0.00014185i,0.00038315-0.00086189i,0.00055892-0.00042609i,-4.1877e-05+0.00039873i,-0.00098721+0.00066898i,-0.0010611+0.00047151i,-0.00093743+0.00048081i,0.00019749+0.00065575i,0.00052898+0.00066393i,-0.00032929+0.00041188i
-0.0013511+0.0034763i,-0.0013636+0.0029366i,0.00023743+0.0019974i,0.0010045+0.00073432i,0.0020189-0.00018952i,0.0015434-0.00057913i,-0.00039034-0.00043625i,-0.00041706-0.0005882i,0.00041159-3.3333e-05i,0.00080742+0.00047066i,0.00037254+0.00026725i,-0.00077592-1.0308e-05i,-0.00086721-0.00056558i,0.00017914-0.00048239i,0.00027924+2.0004e-05i,-0.00018973+0.00014104i,-0.0001129+0.00035986i,-0.00013617+0.00061682i,-0.00013959+0.00075948i,0.0003326+0.00038335i,0.0006961-0.00032392i,0.00055914-6.1646e-05i,0.00075177+0.00075246i
-0.00072445+0.00018411i,0.00021359-6.9759e-05i,0.00057225+0.00047053i,0.00079248+0.0011351i,6.0347e-05+0.0010653i,-1.3761e-06-0.0002142i,-0.00011113-0.00087368i,-0.00074808-0.00029942i,-0.00070394-0.00026218i,-0.0003461+0.00012398i,-0.00061844+0.00043089i,-0.00072953+0.00037859i,-0.00045244+0.00073397i,-0.00089258+0.00063534i,-0.00094364+0.00039359i,-7.9737e-05+0.00024838i,-0.00014495+7.7888e-05i,0.00024125+2.4109e-05i,0.00059779+5.1522e-05i,9.3843e-05+2.2485e-05i,-0.00035704+0.00055665i,0.00030437+0.0003773i,0.00069209+2.433e-05i
0.0023966+7.8182e-05i,0.0013184+8.7759e-05i,3.3262e-05-0.00077473i,-0.00076991-0.0010708i,-0.00031928-0.00043527i,-0.00029133+0.00033618i,-0.00066703+0.00063322i,-0.00016798+0.00058172i,-0.0002664+0.00077955i,-0.0010251+0.00026953i,-0.0010721-0.00034341i,-0.00073351+1.6765e-05i,-0.00021149+0.00034004i,0.0012103-6.1795e-05i,0.0014004+9.4863e-05i,0.0004706-6.438e-05i,0.00017237-0.00041507i,-0.00041694+0.00041403i,-0.00063399+0.00086715i,0.00014935+0.00057741i,0.00057881-1.6358e-05i,0.0004564-0.000684i,0.00011875-0.0010727i
-0.00011319+0.0011043i,0.00047442+0.001718i,0.0010786+0.0026516i,0.0016561+0.002561i,0.0016395+0.0013528i,0.00057929-0.00046687i,-0.00077428-0.001352i,-0.00069054-0.0013259i,0.00041885-0.0010407i,0.00067265-0.00041737i,-9.7729e-05-0.00028754i,0.00012367-0.00060966i,0.00058746-0.00071234i,-0.00017858-3.6849e-06i,-0.0011901-3.1992e-05i,-0.001107-0.00055398i,-0.00040516-0.00062185i,1.1773e-05-9.7102e-05i,0.00011169+0.00016217i,-0.00038785-0.0001152i,-0.00077378-0.0001737i,-0.00065498-0.00050394i,-6.6334e-05-0.00039969i
-0.0006364+0.0016332i,-0.00058683+0.0022707i,-0.00055754+0.0029773i,0.00019212+0.0036002i,0.0010491+0.0030872i,0.001365+0.0014599i,0.00022451+2.1977e-05i,-0.00078641-0.00048344i,-0.00024557-0.00061089i,-3.5953e-05-0.00018577i,-0.00042857-0.00012923i,-0.00028597-0.00090165i,8.2931e-05-0.00031572i,0.00027182+0.00049968i,0.00034414+0.00021028i,0.00027424-9.8146e-05i,-1.0155e-05+0.00044244i,-0.00061971+0.00028729i,-0.00060212-0.00036438i,-0.00047906-0.00034949i,-0.00040118-0.00048437i,0.00030905-0.00033417i,0.00091897-0.00012861i
-0.0026216-0.0022931i,-0.0023102-0.0026374i,-0.0018861-0.00092718i,-0.00083286+0.00029502i,-0.00028675+0.0012673i,8.9088e-06+0.0010236i,2.4453e-05+0.00028181i,-0.00028242+0.00044878i,0.00011673-9.2186e-05i,0.00027588-0.0001346i,0.00048505+4.8178e-05i,0.00060855+5.1731e-05i,7.8084e-05-0.00040056i,9.2712e-05-0.00078051i,3.5476e-05-2.3507e-06i,-0.00072881+0.00050915i,-0.00081497+5.5349e-05i,0.00032919-0.00047653i,0.00066512-0.00054919i,-0.00027942+0.00012354i,-0.00068541+0.00038786i,-0.00068433+0.00047834i,-0.00099566+0.00071107i
-0.0005417+0.0025518i,-0.00012487+0.0033394i,0.00080903+0.0038732i,0.0017553+0.0028337i,0.0023445+0.0015476i,0.00099936-9.9489e-05i,-0.00067451-0.0004304i,-0.00078342+0.00031224i,-0.00021207+0.00075924i,-0.00020643+0.00052082i,-0.00030261+6.9045e-05i,-0.0004327-9.9451e-05i,-0.00038133+0.00012681i,3.2185e-05+0.00056346i,4.5475e-05-6.7638e-05i,0.00065691-0.00072277i,0.0011334-0.00029644i,0.00093832+0.00014611i,6.0258e-05+0.00042289i,-0.00090863+0.0007516i,-0.00071185+0.00047827i,-0.00010659+0.00013133i,0.00012874-0.00048601i
0.0018947+0.0004978i,0.0022678-0.0010436i,0.002053-0.001554i,0.0007704-0.0013248i,-0.00030601-0.00063712i,-0.00087887+9.1113e-05i,-0.0013925+0.00039754i,-0.0011963+0.00068873i,-0.00037742+0.00093309i,2.9517e-05+0.00042843i,-0.00022442+0.00042375i,-0.00050329+0.00040317i,5.8094e-05-3.0257e-05i,-0.00031331+3.335e-05i,-0.00055021-8.8865e-05i,-0.00013318+0.00022102i,-0.00043362+0.00036017i,-0.00078949+0.00013042i,-0.00014883+0.0004904i,0.00016229+0.00061706i,6.5394e-06+0.00010756i,0.00014586+0.0001521i,-0.00015245+0.00057698i
-0.0018178-0.0001365i,-0.002365-0.00073108i,-0.0020992+0.00034325i,-0.00064458+0.0013276i,0.0004095+0.0018123i,1.0622e-05+0.00087905i,-0.00070426+0.00039271i,-0.00074405+0.00059034i,0.00036515+0.00075243i,0.00074477+0.00073066i,-0.00013375+0.00076979i,-0.00031864+0.0011418i,-3.9823e-05+0.00083677i,-0.00022869-9.5096e-05i,-4.8023e-05-0.00068888i,0.0003931-0.00037189i,-0.00017949+0.00013046i,-0.00035924+0.00029738i,0.00053871+0.00056903i,0.00055827+0.00064766i,-0.00018669+4.1579e-05i,0.00010843-0.00025718i,0.0013892-0.00030385i
0.0025958-0.00028722i,0.0024776+8.2641e-05i,0.0013336-0.0008919i,-0.00029896+9.5386e-05i,-0.001699+0.0015669i,-0.0016921+0.00059733i,-0.0011042-0.00072073i,-0.00036368-0.00056843i,-4.5738e-05-0.00050109i,-0.00011827-0.00020242i,-0.00048931+0.00017276i,3.1121e-05+0.00016069i,0.00091207+0.00049108i,0.00055795+0.00055755i,-0.00050568+0.00066916i,-0.00013819+0.00083466i,0.00047619+0.00013043i,-0.00025547-0.00023157i,-9.1654e-05-0.00016433i,0.00021814-0.00026664i,-0.00033252-0.00048912i,-0.00041904-0.00058905i,-9.4473e-05-0.0006449i
