0.0051282-0.00053599i,0.0071045-0.0023802i,0.0050618-0.0063439i,8.7482e-05-0.0076657i,-0.0049014-0.0055459i,-0.0072259-0.0011141i,-0.0040715+0.00097053i,-0.00070148+0.00024858i,0.00019853-0.00034721i,2.7665e-06-0.00068592i,1.2766e-05-0.00018523i,0.00011154+8.5754e-05i,0.00034652+0.00025724i,-0.00043989+0.00088307i,-0.0013786+0.0010999i,-0.00077931-0.00023544i,-0.00064982-0.0010149i,-0.00060818-0.00034954i,0.00011146+2.5757e-05i,0.00041527+0.00022114i,0.00032533+6.3681e-05i,0.0003884-0.00044384i,0.00023902-0.00019385i
-0.0008204-0.00023508i,-0.0014889+0.00028223i,-0.0022365+0.00062543i,-0.0024693-0.00044624i,-0.0026152-0.001003i,-0.00274-0.00079504i,-0.001859+4.8281e-05i,-0.00076665+0.0010794i,-0.00030505+0.00077463i,-0.00032561+0.00021597i,-0.00035471-0.0001063i,-0.00015256-0.00042828i,8.1943e-05-4.7578e-05i,0.00067276+0.00018085i,0.00027188-0.00043514i,-0.00025954-0.00064865i,-0.00050469-0.00053923i,-0.00073802-0.00023051i,-0.00038465+0.00027651i,0.00055061+0.00035878i,0.0010045+0.00010123i,0.00064276+0.00021792i,9.5322e-05+0.00054007i
0.0015034+0.0039922i,0.0022506+0.0041979i,0.0032865+0.0026509i,0.0026559+0.00010945i,0.00022838-0.0014726i,-0.001122-0.0016384i,-0.00087757-0.00068818i,-0.0001989+0.00016769i,7.3027e-05+5.9907e-05i,0.00024507-0.00025391i,9.725e-05-0.00066873i,0.00027884-0.00070136i,0.00034399-0.00061802i,0.00045625-0.00011268i,0.00032136+0.00051407i,-0.00041346+0.00099015i,-0.00089255+0.00091803i,-0.00023221+0.00053637i,0.00025613+6.3598e-06i,0.00014817-6.5455e-05i,-0.00010034-1.962e-05i,-0.00068649+0.00014514i,-0.00034453+0.00074081i
0.0018031-0.0012663i,0.001424-0.00045122i,0.0005457-0.0014425i,-0.00026816-0.0021073i,-0.001132-0.0018704i,-0.0020213-0.0019403i,-0.0021119-0.0010451i,-0.0013309-0.00041178i,-0.00052505-0.00040891i,-0.00017986-0.00027219i,-2.9964e-06+6.4262e-05i,-0.00021347+0.0002524i,-0.00029835+0.00058093i,4.8814e-05+0.0010544i,-2.8785e-05+0.00097677i,-0.0001813+0.00028771i,0.00052003-0.00019759i,0.00011522+0.00021562i,-0.00077374+0.00046913i,-0.00084816+9.4115e-05i,-0.00037823-0.00047718i,-0.00050234-0.00080331i,-0.00036108-0.00060279i
-0.00052035-0.002468i,-0.0028269-0.0012464i,-0.0032128-0.00042197i,-0.0022481-0.00077511i,-0.0025434-0.0016126i,-0.0025577-0.00075311i,-0.0018313+0.00030024i,-0.0012734+0.00060731i,-0.00084767+0.00033814i,-0.0003914+0.00022341i,0.00010693+0.00036155i,0.00049515+0.00041634i,0.00059802+0.00029058i,0.00044509+0.00014361i,-0.00010534+0.0001424i,-0.00013705+0.00061593i,-0.00035043+0.0016766i,-0.00030291+0.0014112i,-0.00012218+0.0006928i,-0.00038487+0.00040527i,-0.00043431+5.8709e-05i,1.4486e-05+0.00010426i,0.0003666+5.1654e-05i
0.00075792+0.0015798i,0.00074184+0.00075244i,0.00028816+4.4375e-05i,-0.00076887-0.0010663i,-0.0020822-0.0014841i,-0.0022124-0.00098774i,-0.0020423+2.3339e-05i,-0.0020787-0.00017308i,-0.0010658-0.00030177i,-0.00017296+0.00050254i,-0.00046493+0.00068898i,-0.00086026+0.00025755i,-0.00063051+0.00042209i,-0.00053676+0.00048692i,-0.0009552-0.00043983i,-0.00081557-0.0011692i,0.00023518-0.00081855i,0.00060199+0.00025036i,0.00034018+0.00047197i,-0.00030577+0.00082654i,1.2724e-05+0.00047189i,0.0001773-0.00019887i,-0.00023181+6.004e-05i
0.0011256-0.00096445i,0.00065144-0.00029539i,-0.00013862-0.0013606i,-0.0013389-0.0025459i,-0.002294-0.0020797i,-0.0027272-0.00071103i,-0.0025672+0.00025581i,-0.0017872-0.00031203i,-0.00090506-0.00079318i,-2.7701e-05+0.00012413i,-0.00020078+0.00094644i,-0.00080709+0.00066492i,-0.00056074+0.0001063i,-0.00070707+0.00038173i,-0.00094019+6.4349e-05i,-0.00060298-0.00067866i,-0.00058463-0.00074275i,-0.00031036+4.2214e-06i,-0.00027328+2.2684e-05i,-0.00061992-0.00066839i,-0.00074483-0.00068032i,6.9735e-05-0.00021102i,0.00053584-5.2663e-05i
-0.00036839-8.2323e-06i,-0.0010263+0.00067793i,-0.0015742+0.00061508i,-0.0020371+0.00013717i,-0.0025568-0.00054484i,-0.0025403+0.00011876i,-0.0023011+0.00097346i,-0.0020125+0.0009447i,-0.0008712-0.00016455i,-0.00013512-0.00058489i,-3.0722e-05+0.00050589i,-0.00026165+0.0014555i,-0.00046574+0.0012378i,-0.000328+0.00053744i,-0.00065722+0.00059443i,-0.00057242+0.001137i,-0.00014543+0.0012002i,-0.00011648+0.0010248i,0.0002957+0.0011297i,-0.00011095+0.0005502i,-0.00080174-0.00029799i,-0.00086632-0.00024855i,-0.0010748-0.00010371i
0.0011227+0.00055574i,0.0017111+0.00053202i,0.0013547-0.00010491i,0.0010781-0.0010967i,0.0001554-0.0017595i,-0.00048654-0.0011175i,-0.0010515-0.00045654i,-0.0013808+0.00014903i,-0.0012566+0.00079814i,-0.00070897+0.0010368i,0.00072486+0.0013468i,0.0013888+0.00091363i,0.00077019+0.00033028i,0.0004304+0.0005661i,-0.00018918+0.00026773i,-0.0005327+0.00018822i,-0.0003603+0.00047519i,-0.0001689+0.00020582i,0.00021708-0.00030465i,-0.00021641-0.00081529i,-0.00030053-0.00061004i,-0.00018366+0.00025821i,-0.00042222+0.00096634i
-0.0021054-0.0013881i,-0.0026633+6.0681e-05i,-0.0022129+0.0017171i,-0.0018477+0.0016725i,-0.0021758+0.00083401i,-0.0014223-0.00027477i,-0.0011654-0.00014279i,-0.0015741+0.0006908i,-0.0013566+0.00055049i,-0.0012968+0.00058831i,-0.001094+0.0010731i,-0.00025019+0.000724i,0.00092704-0.00018717i,0.00071493-0.00056596i,0.00025055-0.00032828i,0.00015584-0.00015419i,0.00016616+2.4654e-05i,0.00011474+0.00048449i,-0.00022345+0.000402i,-4.2639e-05-3.0319e-05i,-0.00016305-0.00010834i,-0.00027426-0.00024968i,0.00035632-0.00025312i
-0.0017331+0.0019098i,-0.0019091+0.0019274i,-0.001985+0.0012204i,-0.0017355-5.8603e-05i,-0.0023002-0.00046138i,-0.0028522-0.00020518i,-0.0019078+0.00026528i,-0.00111+0.00075743i,-0.00070385+0.00017i,0.00027915-7.1037e-05i,0.0013809+0.00012915i,0.0012811+0.00020935i,0.00095667-2.0144e-05i,0.00024353-0.00078208i,-0.00027305-0.00060928i,0.00075623+0.00015585i,0.001103+0.00053488i,0.0005191+0.00030875i,0.0011225-0.00042628i,0.0017976+3.9054e-05i,0.0010888+0.0003404i,0.00069237+0.00039782i,-0.00019875+0.00067186i
-0.0021182+0.0020538i,-0.0012226+0.0024766i,0.0015581+0.0023i,0.0012528+0.00037193i,6.8389e-05-0.00098898i,-0.00074245-0.00092984i,-0.00094551-0.00012677i,-0.00015947-0.00024026i,0.00011222-0.00081106i,-0.00052409-0.00053786i,-0.0011377-0.00045682i,-0.00086266-0.00047393i,-0.00053416-0.00080566i,-0.00059635-0.00062784i,-0.00028842-0.00078396i,-0.00052931-0.00075535i,-0.00089031-0.00021573i,-0.00032495+0.00021141i,-0.00060639+0.00057736i,-0.0009389+0.00053139i,-0.0007711+0.0004403i,-0.000343+0.00022922i,-0.00013191+0.00014273i
-0.00076579-0.001591i,-0.001004-0.00076849i,-7.8664e-05+0.00078044i,0.00038096+0.0005226i,-0.00014794-0.00073385i,-0.0011857-0.00097428i,-0.0016175-0.000423i,-0.00082957+9.0773e-05i,-0.00024128+0.00012424i,-0.00010985+0.00017446i,0.00052532+0.0006727i,0.00089941+0.00019828i,0.00068798+0.00036246i,9.4798e-06+0.00096863i,-0.00056091+0.00030756i,-0.00045699-0.00051931i,-8.9278e-05-0.00078085i,-0.00022627-0.00077703i,-0.00042079-5.3494e-05i,-0.00049454+0.00032944i,-0.00011016+0.00040604i,-0.00020557+0.0002396i,-0.00014846-0.00029635i
6.8917e-05+0.0026647i,-0.00049571+0.0015835i,-0.00068715+0.00066482i,-0.00027148-0.0007457i,-0.0010144-0.00090452i,-0.0020448-0.00061192i,-0.0016398-0.00038685i,-0.00095727-0.00013641i,-0.00083284+0.00028004i,-0.0011504+0.00073787i,-0.00098048+0.00043142i,-0.00041102+3.1151e-05i,-0.00047752+0.00064273i,-0.00032196+0.00047992i,-3.3237e-06-3.6622e-05i,1.7859e-05+1.5091e-05i,0.00057044+0.00088832i,0.00095953+0.0009281i,0.00045553-8.7364e-05i,-0.00013981-0.00045387i,-0.00013061-0.00047479i,0.00022-0.00018868i,0.0010141+0.00046527i
-0.00049358+0.0010283i,4.0543e-05+0.00073069i,0.0010846+0.00079178i,0.00071992-0.00014562i,-0.00091627-0.00085246i,-0.0012019-0.00084648i,-0.0010791-0.00091728i,-0.0009996-0.00076652i,-0.00048643-0.00057673i,-0.00041609-0.0006177i,-0.00080667-0.0003553i,-0.00057601+9.1931e-05i,-0.00031363+0.00041852i,-0.00061271+7.8264e-05i,-0.00079783+0.00034812i,-0.00042946+0.00052846i,0.00038801+0.00010302i,0.0008383-0.00024286i,0.00026343-2.4886e-06i,-0.00049266+0.00026097i,-1.7159e-05+0.00011487i,0.00025487+1.8982e-05i,-0.00032581-0.00024609i
0.00070815-0.0013543i,0.0014896-0.00062025i,0.0010387-0.001561i,-0.0009131-0.0020091i,-0.0022948-0.0015378i,-0.0024169-0.00087768i,-0.0016884-0.00035448i,-0.00093283-0.00019972i,-0.00037898-0.00017994i,-0.00013395+6.762e-07i,-0.00016414+0.00074904i,0.00010815+0.0011094i,-2.4318e-05+0.00086833i,0.00017607+0.00095828i,0.00084879+0.00059744i,0.00094089+0.00026915i,0.00054525-5.196e-05i,-0.00043695-0.00018389i,-0.0013277-0.00054094i,-0.0010799-9.0903e-05i,0.00021799+0.0002019i,0.00065591-3.5023e-05i,0.00079031-2.0251e-05i
-0.00026753-0.0010624i,-1.1948e-05-0.0011551i,-0.0017219-0.0004267i,-0.0016693-0.00030539i,-0.0017018-0.00020584i,-0.0023479-0.00028566i,-0.0012611-0.00026598i,-0.00078855+0.00024651i,-0.0014678+0.00013956i,-0.0010058+9.1041e-05i,-0.00059572+0.00024937i,-0.00048532+0.00028692i,-0.00058019+0.00064597i,-0.00057221+0.00070386i,4.0589e-05+0.00071601i,8.2476e-05+0.00049849i,0.00026039+0.00013873i,0.00091224+0.00022907i,0.00070667-7.8106e-05i,0.00030595-0.0003769i,0.00014769+0.00040343i,-0.0002435+0.00098459i,-0.00051564+0.00067379i
-0.00018501+0.00061737i,-1.4976e-05+0.00086827i,9.1241e-05+0.00042196i,-0.00092622-0.00017295i,-0.0025765-0.00092257i,-0.0019727-0.00067411i,-0.0008864+3.5889e-05i,-0.00094161+7.413e-05i,-0.0012145-0.00022448i,-0.00058178-0.00026396i,3.64e-05-0.00033224i,-4.6457e-05-1.2166e-05i,-3.6026e-05+0.00042007i,-0.00065205+0.00026122i,-0.00082226+0.00013223i,-0.00029436-0.00025294i,-0.00027405+3.7011e-05i,0.00040859+7.201e-05i,0.001138-7.492e-05i,0.00099651+0.00021223i,0.0010835-5.1518e-06i,0.00059224-0.00021325i,6.0979e-05-5.63e-05i
0.00025887-0.00053107i,0.00039647-0.00029431i,-0.00020206-0.00034245i,-0.0012453-0.00045003i,-0.0017937-3.9291e-05i,-0.0022994+0.00031994i,-0.0019812-0.00019476i,-0.00069656-0.00032274i,-0.00051335+8.1001e-05i,-0.0009626+0.00034205i,-0.000265-5.6214e-05i,0.00070842-0.00088754i,0.00091092-0.0012399i,-0.00034689-0.00069671i,-0.0010966-0.00057275i,-0.00079197-0.0008445i,-0.0004667-0.00059612i,-0.00021969+0.00040179i,-7.5318e-05+0.00056099i,-0.00037454-5.7607e-05i,-2.5174e-05-4.8306e-05i,0.00042851+0.00023955i,0.00020656-0.00022696i
0.00035707+0.0014569i,0.0018426+0.0012674i,0.0016128+0.00085964i,0.00094545+9.6871e-05i,-0.00045124-0.0015465i,-0.001258-0.0013536i,-0.00084357-0.00046992i,-2.0372e-05-0.00071208i,0.00044256-0.00025918i,0.00047485+0.00050001i,-6.1368e-06+0.00081399i,9.878e-05+0.00012608i,8.1336e-06-1.6378e-05i,-0.00091086+0.00035829i,-0.0005844+0.00072165i,0.00037483+0.00077246i,0.00015263+0.00018309i,-0.00026391-0.00018525i,-2.0515e-05+3.1152e-05i,-9.6972e-05-0.00039642i,-0.00066285-0.00079886i,-0.00041659-0.00023379i,-7.4533e-05-0.00025914i
4.7762e-05+0.0012531i,-0.00030335+0.0016046i,-0.0011856+0.0008097i,-0.00097662-0.00020023i,-0.0011365-0.00077928i,-0.0022054-0.0007875i,-0.0022648-0.00056558i,-0.0012669-0.00016743i,-0.00085371+0.00016894i,-0.00058607+0.0002655i,-0.00017243+0.00098923i,0.00041692+0.00058357i,0.0013018-5.2603e-05i,0.00091573-0.00012489i,-0.00038988-0.0004574i,-1.4295e-05-0.00047389i,-8.7409e-05-0.00014658i,-0.0005613-0.00023928i,-0.00041173+7.7816e-06i,-0.00021488+2.2432e-05i,0.00063021-0.00010601i,0.0008817+0.00027213i,7.2227e-06-0.00035723i
-0.00064605-0.00056447i,-0.0017076+0.00053536i,-0.0025631+0.0010781i,-0.0024313-0.00035796i,-0.0018441-0.0010667i,-0.0016432-0.00032933i,-0.001861+0.0004344i,-0.00056002+0.00047515i,0.00034566+0.00043503i,-0.00059106+0.00074762i,-0.0010484+0.00053299i,-0.00079956+0.00036253i,4.2084e-06+0.000355i,-5.814e-05+3.1381e-05i,-0.00070241-0.00016951i,-0.00096845+0.00011873i,-0.0011117+0.00031505i,-0.00053545-0.00012607i,8.1061e-05+0.00032121i,-0.00023179+0.00014618i,-0.0004237-8.2092e-05i,-0.00031488+0.00078162i,-0.0001861+0.00087108i
0.00064318+0.00044161i,0.0014363+0.0008374i,0.0024232+0.0015505i,0.0014363+7.1801e-05i,-0.0006244-0.0011694i,-0.001766-0.00068484i,-0.0011336-0.00020228i,-9.1746e-05+0.00032454i,-0.0002026+0.00047635i,-0.00063529-0.00020538i,3.0049e-05-0.00054636i,0.00047822-0.00059952i,0.00018532-0.00038274i,3.8734e-05-4.8935e-05i,0.00012234-0.00040066i,-0.0003798-0.000951i,8.3777e-05-0.0010621i,0.0010644-0.0003495i,0.00096679+0.00017411i,0.00012434+0.00042324i,-0.00025622+0.00036937i,-7.9597e-05+0.00021193i,0.00025627+0.00041681i
-0.00053669-0.0026219i,0.0003399-0.0031429i,-0.0008668-0.0038666i,-0.0024472-0.0032374i,-0.0039815-0.0016509i,-0.0039696-0.00079501i,-0.0027-0.00040337i,-0.0017298-0.00046603i,-0.0010309-0.0014429i,0.00011518-0.0014267i,0.00052155-0.00058607i,0.00029912-0.00012982i,0.00032282+0.0001593i,-3.0783e-05+0.00064658i,-9.7773e-05+0.0010363i,0.00024222+0.00057443i,-0.00020767-0.00018592i,0.00025999+0.00014822i,0.00075718+0.00030374i,0.0006326+0.00018957i,9.7206e-05+0.00088487i,-3.2426e-05+0.00072807i,5.8541e-05+0.0003067i
0.00054289-0.00096585i,0.00035394+2.5511e-06i,0.0001136-0.00054044i,-0.00077835-0.00077716i,-0.0017654-0.00097122i,-0.0020082-0.0010333i,-0.0018719-0.00057847i,-0.00092894-0.0002463i,-0.00053051+0.00062676i,-0.001468+0.0010205i,-0.0011174+0.0013442i,-0.00046298+0.0011325i,-0.00042379+0.00029444i,-0.00020364-0.00013427i,0.0001354-0.00046944i,0.00021877+0.000192i,-8.0291e-05-0.00011839i,-7.8576e-05-0.00067655i,0.00014037-0.00053779i,-2.959e-05-0.00014974i,-0.0004533+0.00036103i,-0.0011764-0.00019507i,-0.00080962-0.0012206i
-5.1026e-05+0.00073619i,-0.00028385+0.0013899i,-0.00080273+0.001566i,-0.001274+0.00079823i,-0.0013736+0.00015843i,-0.0016873-0.0002472i,-0.001349-0.00047592i,-0.00082116-0.00030994i,-0.00078744-0.00014979i,-0.0001383-0.00044635i,0.00045435+0.00026411i,8.5581e-05+0.0012767i,0.00016546+0.0012908i,0.00037954+0.0011215i,0.00010248+0.00073445i,-0.00040615+0.00020688i,-0.00096576+0.00011253i,-0.00079709+0.0004455i,6.3885e-05+0.00053748i,0.00026654+0.0003935i,0.00026197+4.7452e-05i,0.00030325-9.2146e-05i,-0.00014658+0.0002031i
-1.279e-05-0.00029082i,0.0010123-0.0012272i,0.0014535-0.0026849i,0.00054097-0.0022345i,-0.001073-0.0017983i,-0.0023942-0.0013937i,-0.0025477-0.00091247i,-0.00172-0.0010624i,-0.0011245-0.0013227i,-0.0013003-0.00077543i,-0.00089775-0.00031208i,5.8311e-05+3.0127e-05i,-1.2366e-05+0.00059931i,-2.3671e-05+0.0007016i,-0.00029465-0.00066933i,-0.0008448-0.0012423i,-0.00077289-0.0002225i,-0.00036648+0.00088953i,1.1371e-06+0.00086277i,-2.763e-06+0.00024187i,-0.0005338+0.0003709i,-0.00064858+0.00050687i,-0.00031406-0.00017219i
-0.0017261-0.00020435i,-0.002199-0.00014038i,-0.0023133-0.00051683i,-0.0021354-0.00097143i,-0.0024303-0.00082829i,-0.0024785-0.00012307i,-0.0012353-0.00042362i,9.028e-05-0.00099064i,0.00054874-0.0005337i,0.00049581+0.00079687i,-0.00014333+0.00151i,0.00010349+0.0010543i,0.00077041+0.0006035i,0.0004107+0.00020414i,0.00025747-0.00020737i,0.00047185-0.00067435i,0.00025345-0.00081181i,0.0003675-0.00038241i,0.00080887-0.00059279i,0.00088973-0.0003283i,0.00051495-3.4301e-05i,-0.00020027-0.00015786i,-0.00044723-0.00025837i
0.00013006+0.0019219i,-0.00087549+0.001055i,-0.00049413+2.7202e-05i,4.2422e-05-0.00059146i,-0.0014663-0.00081236i,-0.0023881-0.00044399i,-0.0020522-2.5704e-05i,-0.0016994+0.00012052i,-0.0011716-0.0004394i,-0.0012206-0.00073949i,-0.0015749+0.00026149i,-0.0010353+0.00039245i,0.0001179-0.00016514i,0.00054728-0.00052041i,0.00058552-2.1023e-05i,0.00071387+0.00060644i,0.00061053+0.00032861i,0.00051719-1.3652e-05i,0.00077162+0.00011118i,0.00020682-7.4535e-05i,-0.00014467-0.00039762i,6.508e-05-0.00029043i,0.00062557+0.000116i
0.00046449+0.0015323i,0.00016558+0.00113i,0.0013599-0.00081178i,0.0015691-0.002132i,-0.00063911-0.001284i,-0.0019944+0.00021845i,-0.0013175+0.00050574i,-0.00027207-0.00027213i,0.00054456-0.00099616i,0.00014411-0.0013846i,-0.000527-0.0011469i,-9.8867e-05-0.00042072i,0.00047979+0.00025625i,0.00066183+1.1292e-05i,0.00036019-0.00013033i,0.00024066-8.7835e-05i,1.2965e-07-0.00019924i,-0.00046647+0.00027111i,-0.00077612+1.2417e-05i,-0.00064802-0.00016938i,0.00016089+0.00062719i,0.00068539+0.0013599i,0.00066671+0.0013204i
-0.0016617-0.0031384i,-0.0017444-0.0024417i,-0.0022818-0.00070117i,-0.0018095-0.00020076i,-0.0014108+7.6361e-05i,-0.0016647+1.4235e-05i,-0.0011604-0.00068329i,-0.0004682-0.00095021i,-0.00071135-0.0012926i,-0.0010745-0.00034841i,-0.000749+0.0010846i,6.3533e-05+0.0013028i,0.00021277+0.00093667i,0.0002026+0.00066072i,0.00074948+0.00044928i,0.00036688-0.00031725i,-0.00028254-0.00016663i,-0.00039099+0.00017708i,-0.0006443+0.00020754i,-0.00058899+0.00063921i,0.00026724+0.00068631i,0.00020262+0.00019094i,0.00044384-0.00018652i
-0.00047825+0.00021645i,-0.00097785+0.0011369i,-0.0010695+0.0014994i,-0.0010215+0.00076174i,-0.0005298+0.00011462i,-0.00074028+0.00026497i,-0.0013877+0.00022255i,-0.0014424+0.00029341i,-0.0012343+0.00062356i,-0.00051233+0.00083413i,0.00078377+0.00090497i,0.00083847+0.00088916i,-4.0852e-05+0.00056767i,-0.00031288-4.7856e-05i,-0.00056689+0.00014348i,-0.00024865+0.00035493i,0.00077982-0.0003751i,0.00075089-0.00044921i,-0.00038982-1.3841e-05i,-0.00082141+0.00031971i,-0.00039544+0.00012594i,0.00015592-0.00036981i,0.00017771-0.0005859i
3.3132e-05+0.0016632i,0.00070678+0.00059841i,0.00074253-0.0010236i,0.00021504-0.0018434i,-0.00074777-0.0018902i,-0.0015113-0.0011021i,-0.002175+0.00021343i,-0.0021837+0.00040672i,-0.00096531+1.8947e-05i,-0.00025666+0.00013566i,-0.00043601-0.0002501i,-0.00077547-0.00062658i,-0.00077542-0.00013688i,-0.00030744+0.00022042i,0.00028125-0.00050586i,-0.00059218-0.00042417i,-0.00078766+0.00064221i,-0.00059347+0.0016075i,-0.00055131+0.0012479i,0.00032183+0.00015843i,0.00050063+9.0063e-05i,-6.3664e-05+0.001167i,-0.00066656+0.001426i
-0.00034516-0.0027866i,0.0001135-0.0012875i,-0.00076058+0.00091108i,-0.0021334+0.00058482i,-0.0025629-0.00040756i,-0.0019882+2.2853e-05i,-0.00044382+0.0003028i,8.8692e-05+0.00047801i,-0.00068264-0.0001579i,-0.00081491-0.00019893i,0.00042024+0.00097929i,0.0017623+0.0012337i,0.0018468+0.00054111i,0.00131-0.00035589i,0.00085603-0.0012678i,0.00026232-0.0010085i,7.2126e-05-0.00019386i,0.00014721+0.0004099i,-9.5276e-05+0.00064127i,-6.6953e-05+0.00017102i,-0.00040229-0.00025137i,-7.073e-05-0.00012796i,0.00053323+0.00039145i
-0.00022286+8.5789e-05i,0.0001858+8.8085e-05i,0.00077984-0.00049381i,-0.00073091-0.0013261i,-0.0018585-0.0016252i,-0.0015279-0.0006292i,-0.0014408+3.3393e-05i,-0.0012259+0.0003213i,-0.0010695+0.00053592i,-0.0011414+0.00025714i,-0.00057982+0.00042577i,-0.00011909+0.00062679i,0.00014285+0.00069432i,0.00079833-0.00012011i,0.00057411-0.00081981i,-0.00018949-0.00063942i,-0.00058118+0.00033959i,7.8805e-05+0.00048869i,0.00096068+0.00038997i,0.00026564+0.00085489i,-0.00069867+0.00019209i,-0.00042493-0.00076113i,0.00052943-0.00039493i
0.00026952+0.0011598i,0.00039118+0.00066149i,0.00062002-0.00081323i,0.00014711-0.0016557i,-0.0011356-0.0018772i,-0.0024894-0.0015476i,-0.0027732-0.00056311i,-0.0015817-0.00082117i,-0.00052588-0.0011376i,-0.00044605-0.0007483i,-0.00071826+0.00021857i,-0.00069411+0.00054896i,-0.00038846+0.00014801i,-0.00014649-0.00029332i,-0.00048341-0.00020891i,-0.00026351+1.5776e-05i,0.00014597-9.996e-05i,-0.00028288-0.00036784i,-0.00022137+0.00022873i,0.00022695+0.00049901i,0.00014302+0.00039767i,-0.00051385+0.00038313i,-0.00084305-7.674e-07i
0.001219-0.0017243i,0.00073875-0.0015213i,0.00031224-0.0011308i,-0.00035759-0.001664i,-0.0012137-0.0023511i,-0.0018377-0.0010339i,-0.0017186+0.00014328i,-0.0017045+0.00043601i,-0.0015748-0.0001053i,-0.00055956-0.00013338i,-0.00012563+0.00055307i,0.0001588+0.00069535i,0.00027415+0.00023162i,-0.00023613-0.00027561i,-0.00029549-0.00047074i,-0.00021628-0.00042505i,0.00015318-6.3516e-05i,0.00024577-0.00017749i,0.00027525+0.00022353i,3.0826e-05+0.00022223i,0.00012886-0.00073048i,-0.00028442-0.00072884i,-0.00048735+0.00028946i
0.00094978+0.00058055i,0.0016785+0.00033886i,0.00095112-0.00053877i,-9.8523e-05-0.0023834i,-0.0017082-0.0022054i,-0.0027115-0.0013378i,-0.0020648-0.00076139i,-0.0011907-6.1394e-05i,-0.00089833+6.8151e-05i,-0.001004+0.00018019i,-0.00028572-2.7776e-05i,0.0004344-0.00010087i,0.00027309+4.6962e-06i,-0.00020932+0.00011598i,-0.00038177-0.00065613i,0.00012528-0.00065486i,0.00020542+0.00013724i,0.00034524+0.00029136i,0.00062805+5.5144e-06i,0.00044691-0.00051969i,0.00041989+3.9024e-05i,0.00048616+0.00058921i,-0.00029577+0.00034878i
0.0019608-0.0011546i,0.0012605-0.0011574i,-0.0004088-0.0021162i,-0.0018714-0.0023961i,-0.0029336-0.0014222i,-0.0032449-0.00041471i,-0.0020785-0.00014809i,-0.001315+1.4062e-07i,-0.00088445-0.00026473i,-0.000335-0.00017785i,-0.00017747+0.00095998i,-0.00051566+0.0013503i,-0.00014911+0.00074037i,0.00023055+0.000686i,3.7338e-05+0.00086888i,-0.00075689+0.0010046i,-0.0011647+0.00052354i,-0.00031514-0.00045135i,0.00059841-0.0009062i,0.0010033-0.00079395i,0.00085861-0.0010055i,0.00078943-0.00098439i,0.00049352-0.00024777i
-0.00067611+0.00047416i,0.00021315+0.00079365i,0.0014187+0.0007666i,0.0020662+0.00016362i,0.00082566-0.00049507i,-0.00082842-0.00048105i,-0.001734+0.00063751i,-0.0014146+0.00091991i,-0.0005368+0.00039265i,-0.0003029-0.00027199i,-6.4208e-05-0.00095428i,0.00064459-0.00040739i,0.0004805+0.00043637i,-0.00018664+0.0002528i,-0.00010043-0.00068008i,0.00020729-0.0015124i,-5.4265e-05-0.0011937i,-0.00065713-0.000666i,-0.00054303-0.00012083i,-0.00028408+0.00023088i,-0.00017738+0.0004274i,1.8943e-06+0.00044767i,0.00017641+0.00013636i
-0.00095593+0.0015157i,-0.0012116+0.0017909i,-0.0017263+0.001208i,-0.0015453+0.00063661i,-0.0011767-0.00013754i,-0.0012974-0.001194i,-0.001524-0.0014i,-0.00089788-0.00011312i,-0.0008827+0.00079402i,-0.0011189+0.0004464i,-1.8069e-05+0.00026952i,0.0009914+0.00023389i,0.00087827+0.00049661i,1.352e-05+0.00091284i,8.6567e-05+0.00072661i,0.00063514+0.0001343i,0.00050265-0.00018752i,0.00040782-0.00010394i,0.0012713+0.00012375i,0.0012081-0.00016896i,0.00010855-0.00022258i,-0.00039433+0.00011954i,0.00010038+0.00030037i
-0.0022766-0.00054643i,-0.0014711+0.00061583i,-0.0011336+0.0010174i,-0.0010788+8.7739e-05i,-0.00091619-0.00074763i,-0.0018056-0.0004706i,-0.0025985-0.00075225i,-0.0015852-0.00087774i,-0.00089496-0.00026589i,-0.00038024+0.00022487i,0.00056918+0.00031332i,0.00078183-0.00019311i,0.00047472-0.00066982i,-1.0417e-05-0.0002907i,-8.2885e-05+0.00021401i,0.00010847-1.6251e-05i,-0.00031114-0.00021285i,-0.00036625-0.00036237i,-0.00030086-0.00038493i,-0.000452+8.7252e-05i,0.00022435+0.00041604i,0.00053789+8.6258e-06i,-0.00020079-0.00019736i
-0.0020329+0.0010182i,-0.0018661+0.0023435i,-0.00090063+0.0035098i,-0.00013991+0.0028967i,-4.0716e-05+0.0011961i,0.00012573-0.00088806i,-0.0014554-0.0015024i,-0.0017417-0.00071365i,-0.00064731-0.00021717i,-0.00016541+0.00019832i,0.00043023+0.00092321i,0.0011745+0.0007944i,0.00071407-6.8619e-05i,0.00041605-0.00057903i,0.00085233-0.0007477i,0.00060989-0.00013848i,-0.00028449+1.4889e-05i,-0.0002386-0.00068999i,0.00071036-0.00044812i,0.00010651-2.4708e-05i,-0.000871-0.00013962i,-0.00053036-0.00017137i,-0.00037536-0.00022078i
