0.0051282-0.00053599i,0.0071045-0.0023802i,0.0050618-0.0063439i,8.7482e-05-0.0076657i,-0.0049014-0.0055459i,-0.0072259-0.0011141i,-0.0040715+0.00097053i,-0.00070148+0.00024858i,0.00019853-0.00034721i,2.7665e-06-0.00068592i,1.2766e-05-0.00018523i,0.00011154+8.5754e-05i,0.00034652+0.00025724i,-0.00043989+0.00088307i,-0.0013786+0.0010999i,-0.00077931-0.00023544i,-0.00064982-0.0010149i,-0.00060818-0.00034954i,0.00011146+2.5757e-05i,0.00041527+0.00022114i,0.00032533+6.3681e-05i,0.0003884-0.00044384i,0.00023902-0.00019385i
0.00044517-0.00042384i,0.00099787+2.4889e-05i,0.00044405-0.0022764i,-0.00077945-0.0036736i,-0.0017933-0.0030337i,-0.00201-0.0020018i,-0.0010732-0.00058022i,-0.00058086+4.42e-06i,-0.00014067-0.00021657i,-0.00022415-0.00095177i,-0.00072241-0.000723i,-0.0007224+9.7397e-05i,-0.001096+0.00036677i,-0.0015523+4.7642e-05i,-0.0011264+0.00013454i,-0.00022831-0.00018836i,0.00025751-0.00036312i,-8.3495e-05-8.8282e-05i,-0.00017953-0.00032854i,0.0009359+0.00045879i,0.00059981+0.00093788i,-0.000426+0.00047142i,-9.2325e-06+0.00025083i
-0.0011895-0.00059864i,-0.0020913-0.0004283i,-0.0018686-0.00066877i,-0.00059987-0.000734i,-0.0010256-0.0012229i,-0.0024741-0.0015963i,-0.0025078-0.0011312i,-0.0010187-0.0001669i,7.2954e-05+0.00050558i,0.00029765+0.000129i,-0.00014333-0.00050322i,-0.00052664+0.00012153i,-0.00042427+0.0007577i,0.00034588+0.00050229i,0.0010868+0.0004684i,0.00091796+5.5511e-05i,-0.00039482-0.00014867i,-0.00074308+0.00024344i,-0.00016581+0.00060827i,-7.3543e-05+0.00057357i,0.00011845+0.00077889i,0.00056959+0.0017419i,0.00029659+0.002128i
-0.00026065-0.00083982i,-0.00094316-0.00071579i,-0.0016296+0.00054636i,-0.0011196+0.00014678i,-0.00089134-0.0012096i,-0.00055061-0.0012797i,-0.00038752-0.00063144i,-0.00013351-4.1841e-05i,0.00016369+0.00063307i,-9.8473e-05+0.0010246i,-0.00047525+0.0010535i,-0.00033625+0.00046739i,5.1844e-05+0.00014122i,0.00039764-0.00041428i,0.00063323-0.00040832i,-5.4709e-05+0.00023164i,-0.00042021+0.00051132i,-0.00064063+0.00074438i,-4.912e-05+4.383e-05i,0.0011264-0.00039355i,0.00088441+0.00014646i,-4.8023e-05+0.00036104i,-0.00022187+0.00027007i
0.00022364+0.00014191i,0.00018944-1.7748e-06i,-0.00020606+0.00070935i,-0.00098612+0.00050051i,-0.0014356-0.00068438i,-0.0011569-0.0019643i,-0.0011616-0.0025768i,-0.00072137-0.00093871i,7.2882e-05+0.00027979i,0.00024615+0.0006644i,0.00040493+0.00078502i,0.00015926+0.00027974i,-0.00043016+0.00014271i,-0.00057687-0.00045704i,-0.00060506-0.00070179i,-0.00040199-0.00013342i,0.00030575+0.00053392i,0.00030605+0.00086658i,0.00047669+0.00031975i,0.00077984-0.00060745i,0.00078101-2.861e-05i,0.00027477+0.00040851i,-0.00014351+0.00027873i
0.00083025+0.00039165i,-0.00015693+0.00059382i,0.00036247-0.00026984i,0.00036931-0.0019381i,-0.00062407-0.002595i,-0.0024053-0.0018807i,-0.0022736-0.000814i,-0.0010921-0.00037313i,-0.0012087-0.00026462i,-0.0014211-0.00087094i,-0.00083642-0.00084475i,-0.00067-2.4009e-05i,-5.791e-05+8.9024e-05i,0.0001577+7.6976e-05i,0.00037919+0.00036569i,0.00092073+0.0005894i,0.00043519+0.0003989i,-0.00040023+0.00015876i,-0.0010196-0.0002119i,-0.00049138-0.00040944i,0.00088748-6.4492e-05i,0.00094309+0.00030275i,0.00084654+0.00034819i
0.0012888+0.00093675i,0.00041234+0.00099857i,-0.00020559-0.00067466i,-0.0012056-0.0018775i,-0.0015384-0.0026446i,-0.0013033-0.0015743i,-0.001322-0.00012805i,-0.00098723-0.0003457i,-0.00019743-0.0004318i,3.6297e-05-8.1534e-05i,-0.0003445-0.00011167i,-0.00043937-0.00033251i,0.00035053-0.00090363i,0.00048399-0.00037579i,-0.00017855+0.00049196i,-0.00065582+0.00050906i,-0.00022422+0.00085622i,7.3104e-05+0.00058605i,0.00036009-4.867e-05i,-3.9991e-05-0.0003415i,-6.1045e-05-0.00018416i,0.00040057+0.00083422i,-8.9549e-05+0.00040332i
-0.0016624+0.00095311i,-0.0010013+0.0017688i,-0.00094894+0.0017435i,-0.00051715+0.0010662i,-0.00082934-0.00088992i,-0.00143-0.0023039i,-0.0019478-0.0024266i,-0.0011668-0.0017809i,-7.0226e-05-0.00084937i,-0.00053261+7.4361e-05i,-0.00057642+0.00032753i,0.00063139-3.0999e-05i,0.00069304-0.00023571i,0.00018788-0.0004626i,0.00027953-0.0010838i,0.00040503-0.0010542i,0.00037293-0.00051313i,0.00066096+7.3995e-05i,0.00039636+0.00045443i,-2.5765e-05+0.00030521i,4.1486e-06+0.00034426i,7.4337e-05-1.0784e-05i,-0.0001654-0.00033108i
0.00060633-0.00017936i,6.689e-05-0.00072471i,-0.00035963-0.00092845i,-0.00039032-0.0011537i,-0.00058606-0.00099925i,-0.00019697-0.00074528i,-0.00047259-9.2688e-05i,-0.0011588+0.00062896i,-0.0011909+0.00089266i,-0.0012123+0.0011111i,-0.00089322+0.00079949i,0.00015944+0.00021505i,0.00053288+0.00026846i,-3.8318e-05+0.00082702i,0.00010143+0.00062113i,5.6702e-05+0.00069499i,-0.00057738+0.00032881i,-0.00027467-0.00031866i,5.7288e-05-8.2317e-06i,0.00021926+0.00012306i,0.00050615-0.00033835i,0.00070167-0.00058769i,6.6835e-05-0.00051697i
-0.001983-0.00085276i,-0.0019088-0.00014795i,-0.0025487+0.00059254i,-0.002309+0.0013329i,-0.0022896+0.00025106i,-0.0019722-0.00088104i,-0.00067119-0.0010894i,-0.00021457-0.0015159i,-0.00092331-0.00097968i,-0.00046028-0.00010793i,-0.00039654+0.00056711i,-0.00028662+0.00077754i,0.00041645-0.00038426i,0.000169-0.00053695i,-0.00094296-0.00041567i,-0.0011901-0.00062424i,-0.001055-0.00018089i,-0.00073653+0.00052329i,-3.4081e-05+0.00059911i,-4.6712e-05+0.00040929i,0.00028328+8.159e-05i,0.00041937-0.00034112i,0.00014605-7.756e-06i
-0.00074017+0.00015349i,0.00039859-0.00081611i,0.0018049-0.00081348i,0.001553-0.0014136i,0.00018287-0.0020658i,-0.00082344-0.0021398i,-0.0008542-0.0010684i,-0.00058287+0.00042187i,-0.0006676+0.00033433i,-0.00054553+0.00023517i,-4.1054e-05+0.001092i,0.00034011+0.0012348i,5.4408e-05+0.00079014i,-0.00032096+0.00061138i,-0.00022108+0.00018961i,0.00018787-0.00014114i,0.0001501+0.00048374i,0.00040966+0.00012756i,0.00044383-0.00096446i,-0.00021034-0.0011369i,-0.00014415-0.00053804i,0.00025716+0.00032869i,0.00018401+0.00060438i
0.0016256+0.0010882i,0.00044816+0.00033785i,-0.00064092-0.0012459i,-0.0010627-0.0021196i,-0.0012701-0.0021772i,-0.0018552-0.0020282i,-0.0015844-0.00188i,-0.00095921-0.0010416i,-0.00044743-0.00040271i,0.00064195-0.00021986i,0.0012611-0.00037591i,0.00074762+0.0002266i,0.00058786+0.00075052i,0.00074309+0.00033922i,0.00042346-7.6209e-05i,0.00029688-0.00018574i,0.00047647-0.00052031i,8.87e-05-0.00097081i,-0.00033783-0.0012693i,-0.00033529-0.00069573i,-0.0005117+0.00035642i,-0.0004183+0.00040171i,-0.000557-0.00039281i
4.5752e-05-0.0014714i,0.00030669-0.0015867i,-0.00045203-0.0013261i,-0.0012365-0.0013139i,-0.0022609-0.0016228i,-0.0017436-0.0015528i,-0.00093201-0.0011206i,-0.00082857-0.00087991i,-0.0010827-0.0008293i,-0.0013554-0.0010434i,-0.001267-0.00039899i,-0.0013534-8.4129e-06i,-0.00038039+4.5691e-05i,0.0001989+0.00042074i,0.00047596+0.0010754i,-6.7894e-05+0.00052034i,-0.0010168-0.00071317i,-0.00066984-0.00060633i,0.00024836-0.00038439i,0.00081789-0.00099338i,0.0010414-0.00080493i,0.0012767-0.00037536i,0.0013626-0.00044369i
0.00051235+0.0023044i,0.00082017+0.0025224i,0.0019171+0.0014185i,0.0014784+0.00036592i,0.000237-0.0013642i,-0.0012695-0.0027682i,-0.00069626-0.0019545i,0.00041224-0.00040497i,9.7775e-05+0.0002181i,-0.0012947-0.00011336i,-0.00053745-0.0005027i,0.00066693-0.00016583i,0.00023911+0.0003603i,-0.0006827+0.00063962i,-0.0014982+0.00032201i,-0.0013977+0.00065888i,-0.0010019+0.0010493i,-0.00025578+0.00092008i,0.00090443+0.00105i,0.00078577+0.00019128i,0.00020771-0.00075105i,0.00019518-0.00067242i,-5.1933e-05-0.0007253i
0.0015863-0.0012887i,0.0006037-0.0016585i,6.4341e-05-0.00085444i,-0.00045517-0.0013293i,-0.00098517-0.0020532i,-0.0019169-0.0014296i,-0.0019056-0.00060197i,-0.0012722+0.00040215i,-0.00016074+0.0004219i,0.00028834-0.00023111i,-0.00028656-1.6173e-05i,-0.0012279-4.765e-05i,-0.001056-0.00042911i,-1.8145e-05+0.00021218i,7.2551e-05+0.00043216i,-0.00063095-0.00059347i,-0.00077315-0.0006035i,-0.00068918+7.6488e-05i,-0.00055564-0.00028822i,-0.00070225-0.0010162i,-0.00090834-0.0010188i,-0.00061585-0.00089794i,-8.3709e-05-0.0004729i
-0.0019151-0.0011624i,-0.00083794-0.00083561i,0.00039892+0.0005974i,8.662e-05+0.00074847i,-0.00080315-0.00029841i,-0.0016027-0.00072367i,-0.0022915-0.00073551i,-0.0017956-0.00036107i,-0.00082112-3.0714e-05i,-0.00072658-1.3226e-05i,-0.00097859+1.2508e-05i,-0.00017337-2.0492e-05i,0.00019742-2.2735e-05i,-0.00022346-0.00040181i,-0.00015965-0.00051468i,0.0004849+0.00022208i,3.6589e-05+0.00031537i,-1.5625e-05-9.579e-05i,0.0004683-0.00023512i,0.00015484-0.00043973i,-0.00022107-0.00042068i,-0.00026402-0.00030329i,-0.00039643-0.00034117i
6.8303e-06+0.0015869i,5.2471e-05+0.001767i,-0.00013872+0.00044679i,0.00019913-0.00064318i,-0.00026308-0.0015531i,-0.0015721-0.0023762i,-0.0020669-0.0026206i,-0.0016567-0.0014963i,-0.0013474-0.00060089i,-0.00086766-0.00069195i,-0.00049579-0.00090949i,-0.00062975-0.0011119i,0.00011019-0.0017232i,0.00044382-0.0015997i,4.1039e-06-0.00041489i,-0.00032935-0.00022141i,-0.00059926-0.00047126i,-0.00023514-0.00038062i,0.00034774+0.00019994i,0.00031735+0.00048511i,-0.00020898-1.5476e-05i,-0.00062003-0.00036428i,-0.00025403-0.00035792i
0.0021206-0.001355i,6.9711e-05-0.0006696i,7.5231e-05+0.00024041i,0.00047057-0.00062767i,-0.00029356-0.0012911i,-0.00092896-0.0011014i,-0.00097277-0.0013516i,-0.00050373-0.0012572i,2.1338e-05-0.00087415i,-0.00055096-0.00078009i,-0.0010499+4.5191e-05i,-0.00033019+0.00053159i,0.0010274-6.4285e-05i,0.0016112-1.7858e-05i,0.0004026+0.00031901i,-0.00020932+0.00020266i,7.8377e-05+0.00059014i,0.00054315+0.00085817i,0.00051637-0.0001213i,3.8147e-05-0.00062213i,-0.0003645-0.00012939i,-0.00056473+0.00020754i,-0.00037278-0.0003662i
-0.0015459+0.0018844i,-0.0015088-0.00066175i,-0.00092306-0.0012909i,3.0749e-05-0.0013489i,-0.00014822-0.0020135i,-0.0013687-0.0022141i,-0.001545-0.0010991i,-0.00071163+0.00021433i,0.00025812+0.00044927i,0.00022624+0.00014047i,-0.00026732+0.00041456i,0.00057575+0.00059451i,0.00058512-4.0638e-06i,-0.00024078-0.00054707i,-0.00044514-0.00062697i,6.4152e-05-0.00025027i,0.00072379-1.0155e-05i,0.0013423+0.00016647i,0.0011982+0.00016316i,0.00018646-1.7222e-05i,-0.00013111+1.931e-05i,0.00012402+3.5872e-05i,0.00027171-0.00041177i
-0.00025549+0.001372i,0.00023357+0.0013278i,6.4728e-06+0.0011206i,0.00053565-0.00011633i,0.00027704-0.0012982i,-0.0017475-0.0015424i,-0.002714-0.00075294i,-0.0016534-7.1394e-05i,-0.0010981+6.8453e-05i,-0.00092772+0.0002836i,-0.00064464-2.6797e-05i,-0.0004353-0.00077007i,-0.00033929-0.0012047i,-0.00079428-0.00054546i,-0.00030314+0.00032184i,-3.1694e-05+0.00045514i,-0.00042088+0.00061647i,-0.00082889+0.0013167i,-0.0010943+0.00098244i,-0.0011428+7.0951e-05i,-0.0010104-0.00014974i,-0.00082562-0.00021782i,-0.00053933+9.8198e-05i
4.8994e-05+0.00031927i,3.8131e-05+0.001925i,0.0012278+0.002602i,0.0018925+0.00070114i,0.00097499-0.0018844i,-0.00029482-0.0022076i,-0.00073515-0.00095973i,-0.00065969-0.00018588i,-0.00013661+0.00042636i,0.00037331+0.00017139i,0.00014885-0.00016127i,-3.612e-05-0.0007327i,-1.152e-06-0.00034372i,-0.00050474+0.00044318i,-0.0010918+0.00011069i,-0.00066843-0.00037508i,-0.00030325-0.00014619i,-0.0004086-2.6039e-05i,-0.00038058-1.7645e-05i,-0.00019025+2.2978e-05i,-0.00025656+9.3793e-05i,-0.0002836+0.00030891i,-0.00016912-0.00038199i
-0.0019936+0.0011729i,-0.0011991+0.00029164i,-0.00080836-0.00073888i,-7.7868e-05-0.0011742i,-0.00037902-0.0014645i,-0.001047-0.001107i,-0.00092406-0.00095322i,-0.00047979-0.00055826i,-0.00041477+0.00076752i,-0.00067669+0.0012039i,-0.00052164+0.00073345i,1.552e-05-0.00030954i,0.00053668-0.0014429i,5.6267e-05-0.00076639i,-0.0013488-3.4058e-05i,-0.0010173-0.0010862i,-0.00018125-0.00083453i,1.8615e-05+0.00010003i,5.0339e-05+5.7451e-05i,0.00038663-0.0002267i,0.00046032-0.00042069i,0.00064083-4.9411e-05i,0.0010494+0.00035837i
2.6065e-05-0.00068118i,-0.00096556-0.00044159i,-0.002006-0.00057562i,-0.00197-0.0014699i,-0.0017656-0.0023199i,-0.0024326-0.0014985i,-0.0018917-0.00035891i,-0.0010887-0.00016905i,-0.00092417-0.0010531i,-0.00040157-0.00083543i,-0.00045026+9.8139e-05i,-0.00042526+0.0006613i,0.00012303+0.0011177i,0.0003149+0.00056246i,7.2323e-05+0.0005041i,-0.00028039+0.00073952i,-0.00053541+0.00017241i,-0.0006433-0.0002427i,-0.00029724-0.00041743i,-0.00012911-0.00016125i,-1.6563e-06-5.8823e-05i,0.00010183-0.000212i,0.0002233+7.8287e-05i
-0.0012409+0.0013878i,-0.0015441+0.0018941i,0.00026422+0.00067164i,0.0006228-0.0015155i,-0.00014208-0.0018973i,-0.0013444-0.0021565i,-0.0024424-0.0019117i,-0.0020152-0.00082885i,-0.0011454-0.00060139i,-0.00070925-0.00054227i,-0.00059315+0.00031517i,8.6083e-05+0.00015409i,-0.00023408-3.2692e-05i,-0.00096349-1.8806e-05i,-0.00068503-0.00021165i,-0.00025076+0.00015491i,-1.3311e-05+0.0006623i,0.00070974+0.00075005i,0.0016179+0.00093261i,0.0015617+0.00086514i,0.0010959+0.00069006i,0.00086689+0.00045105i,0.00084924+7.3787e-06i
-0.00048246+0.0005564i,0.0012175+0.00026588i,0.00045962+0.00011768i,-0.0014132+7.1898e-05i,-0.0017533-0.00086512i,-0.0015685-0.001716i,-0.0014522-0.0012018i,-0.00054565-0.00028407i,5.0543e-05-0.00041738i,0.00019332-0.00033881i,8.8242e-05+0.00079165i,0.00022935+0.00027257i,0.00013447-0.0010877i,-0.00031904-0.0011704i,-0.00017489-0.00034708i,-4.6558e-05+0.00050671i,-0.00021931+0.00033323i,-0.00016667-0.00029145i,-0.00015119-0.00036673i,0.0001009-7.038e-05i,0.00012269+0.00030333i,7.0591e-05+0.0005805i,0.0004134+0.00084615i
-0.00042239-0.0010405i,-0.00053729-0.0012315i,4.6772e-05-0.0007946i,-1.5871e-05-0.0011119i,-0.0012842-0.0019101i,-0.002547-0.0015854i,-0.0020695-0.0014339i,-0.0008985-0.0017583i,-0.00064593-0.0016466i,-0.00021009-0.00091145i,-3.0798e-05-0.00074896i,-0.00079933-0.00035881i,-0.00020691+0.00084649i,0.0005338+0.0015885i,0.00034059+0.0014316i,0.00031402+0.00084974i,-0.00041975+0.00030154i,-0.0010028+0.00018798i,-0.00019693+0.0002225i,2.5193e-05-0.00032974i,-0.00017397-0.00089042i,0.00026259-0.0010743i,-0.00014695-0.00024965i
-0.0021747-0.0018647i,-0.0027666-3.7041e-05i,-0.0012889+0.0017388i,-0.00053335+0.0012797i,-0.0016048+0.00036032i,-0.0015466-0.00014318i,-0.00041237+0.00021379i,-7.6889e-05+0.00063227i,0.00034856+2.2305e-05i,0.00019784-0.00017532i,-7.6805e-06-3.7547e-05i,0.00020684+0.00049625i,0.00040507+0.00044766i,0.00032011-0.00025164i,8.4232e-06-0.00039549i,7.4589e-05-0.00010464i,0.00056905+0.00027523i,0.00082612+0.00046095i,0.00041692+0.00031308i,0.00066811+2.6156e-05i,0.00058592+0.00053678i,-4.4295e-05+0.00056485i,-0.00062585-0.00019192i
0.0037305+0.0021046i,0.0033494+0.0011723i,0.0016609-0.00021204i,-0.00012292-0.0022172i,-0.0010243-0.0026873i,-0.00173-0.0023745i,-0.0013816-0.0017715i,0.00039486-0.00053437i,0.00088636-0.00022031i,0.0003796-0.00036129i,0.00044785-0.00015828i,-0.00032803+0.00047528i,-0.0013784+0.00087421i,-0.0009349+0.00051681i,-0.00077573+0.00066738i,-0.0013778+0.00024648i,-0.00063245-0.00033089i,0.00016312+3.3609e-06i,0.00035429-1.8118e-05i,0.00057892-8.3036e-05i,0.00037155-0.0002179i,0.00054506-0.00048196i,0.00080609-0.00016157i
-0.00085174-0.00011206i,-0.001653-0.00085312i,-0.0003628-0.001157i,0.00024702-0.0024364i,-0.0012973-0.0027994i,-0.0025643-0.0018389i,-0.0032431-0.00099248i,-0.0026269-0.00036162i,-0.0016723-0.00039594i,-0.00080501+0.00017135i,-0.00058019+0.0004459i,0.00010748+0.00014i,0.00098377+0.00023281i,0.00047788+0.00013962i,0.00013536-0.00032051i,0.00046278-0.00045474i,0.00077936-0.00076773i,0.00088213-0.00057458i,0.0006897-0.00030883i,0.00030774-0.00034885i,-1.2273e-05+0.00040588i,-1.3135e-05+0.00093071i,0.00031272+0.00063149i
0.0026016-0.001644i,0.0019626-0.0014253i,0.00063209-0.0019415i,-0.0013957-0.002576i,-0.0025622-0.0024632i,-0.0031245-0.0018593i,-0.0030299-0.00072606i,-0.0012114-0.00041127i,-4.5716e-05-0.00030297i,-0.00072797+0.0002414i,-0.0015528+0.00064814i,-0.000619+0.00097415i,0.00065466+0.00052895i,0.00045992+0.0001342i,0.00032249-0.00013233i,0.00037014+1.1591e-05i,6.7867e-05+0.00013385i,-0.00064161-7.7954e-05i,-0.0010376-0.00016437i,-0.00039133+0.0005204i,0.00024493+0.00076341i,0.00077641+0.00073169i,0.00022373+0.00072614i
0.00045335+0.0007872i,-0.00029637+0.00061938i,0.0003947+0.00013934i,0.00039036-0.00069398i,0.00016109-0.0013373i,-0.0003662-0.0011732i,-0.0012911-0.00024496i,-0.00091448+0.00034372i,0.00023093-0.0003491i,-0.00035208-0.00052826i,-0.0012158+0.00010329i,-0.00084257+0.00062184i,-0.00095873+0.0003243i,-0.0015386-2.6474e-05i,-0.00097304-0.00021137i,-0.00044816+0.00026431i,-0.00060481-0.00028703i,-0.00075939-0.0013358i,-0.00031546-0.0012695i,-0.00010607-0.0004223i,5.7751e-05+8.218e-05i,0.00026814+0.00044919i,0.00010061-0.00020326i
0.0022732-0.0007089i,0.0013055-0.0024055i,0.00087789-0.0029855i,-0.00024276-0.0027344i,-0.0019408-0.0030584i,-0.0023478-0.0021139i,-0.0018482-0.0013507i,-0.00039117-0.0012579i,0.00055309-0.00070708i,0.00027629-0.00070597i,-0.00035074-0.00044878i,-0.00072366+0.00036566i,-0.00042349+0.00086273i,0.00019243+0.0011034i,7.0851e-05+0.00096213i,-0.0002724+0.00108i,-0.00053155+0.00073827i,-0.0010062+0.00079829i,-0.00097793+0.00080737i,-0.00076471-0.00019037i,-0.00012312-0.0010616i,0.00068227-0.00093025i,0.00048248-0.00027715i
-0.00041919-0.0019814i,-0.0001863-0.002258i,-0.002266-0.0014047i,-0.0029778-0.00051712i,-0.0024667-6.1649e-05i,-0.002111-0.00019663i,-0.0023214-0.00039111i,-0.0018169-0.0001704i,-0.0013467-0.00015266i,-0.00127+0.00019149i,-0.00094794+0.00064293i,-0.00061574+6.2778e-05i,0.00015504-0.00071306i,0.0010263-0.00067744i,0.0010241-0.0003919i,0.00023476-0.00066671i,0.00068192-0.00061007i,0.00051712-0.00033911i,0.00030595-6.6332e-06i,0.00042933+0.00089894i,0.00014877+0.0010252i,0.00059885-0.00016178i,0.00028813-0.00052559i
-0.0008496+0.00036352i,-0.00085055+0.00097091i,-0.00061102+0.0012722i,-0.00030441+0.0013957i,-0.00066522-0.00033265i,-0.0020276-0.0022598i,-0.0019554-0.0012633i,-0.00082409-4.1583e-05i,-0.00017351-0.00059793i,-7.4374e-05-0.00027795i,-0.00038441+0.00034428i,-0.00050796-0.00026206i,0.0001527-0.00048141i,0.00072737-8.2736e-05i,0.0010702+8.2866e-05i,0.0015383+0.00041408i,0.0010959+0.00029324i,0.00026308-0.00050093i,0.00078498-0.00054352i,0.00083282-8.7489e-05i,5.8775e-07-0.00043672i,-0.00011685-0.00067433i,-3.0217e-05-0.00022174i
-0.00095483-0.0014072i,-0.00077624-0.0011763i,-0.0017523-0.00049212i,-0.0019369+0.00074349i,-0.0019631+0.00042512i,-0.0018928-0.0011991i,-0.001112-0.0010258i,-0.00088705+0.00053314i,-0.00050141+0.00085873i,-0.00049483+0.00064195i,-0.00046975+0.00091384i,0.00024304+0.00044259i,0.00087924+0.00020761i,0.00031389-4.5472e-05i,-0.0005426-0.00031753i,-0.00011248+4.5413e-05i,0.00042779+0.00084047i,0.00051184+0.00068534i,0.00073046-0.00025826i,0.00016346-0.00071179i,-9.04e-06+8.2937e-05i,-1.1601e-05+0.00049091i,-0.00037837-8.6074e-05i
-6.5582e-05+0.00075524i,-0.00055972+0.00064626i,-5.368e-06+0.001875i,0.0010804+0.00092427i,0.00062873-0.0018724i,-0.0001906-0.0023472i,-0.00073452-0.0013437i,-0.00081209-0.0005949i,-0.00048237+8.2704e-05i,8.7542e-05+0.00053414i,0.00035772+0.0007815i,-0.00015527+0.00040335i,-0.00055848+7.0485e-05i,-0.00054473+1.2506e-05i,-0.00068576+0.00017893i,-0.000541+0.00028658i,0.00022172+0.00021316i,0.00075916-5.3183e-05i,0.00058103-8.2832e-05i,5.1967e-05+0.00069406i,-0.00019756+0.00055285i,-0.00086447+0.00051951i,-0.001184+0.00075942i
-0.00094769+0.0019644i,0.00059769+0.0015042i,0.0011535+0.00091482i,0.00026509-0.00046656i,2.5427e-05-0.0022496i,-0.00060446-0.0021083i,-0.001475-0.0012586i,-0.0011877-0.00071553i,-0.00044253-0.00034555i,-4.1124e-05+0.00021128i,-0.0002552+0.00076407i,-0.00078156+0.001009i,-0.00075103+0.0010373i,-9.3165e-05+0.00059311i,-0.00012141-0.00014622i,-0.00071545-8.631e-05i,0.00012649+1.4715e-05i,0.00060704-0.00047906i,0.00034762-0.0010474i,-0.00023419-0.00044729i,-0.00066529+0.00081663i,9.5562e-05+0.0012288i,0.00018842+0.00050508i
-0.0015059-0.0020013i,-0.0020484-0.00051316i,-0.0017565-0.00010174i,-0.0010198-0.0010092i,-0.0017658-0.0019502i,-0.0025516-0.0018992i,-0.0018182-0.001189i,-0.0010551-0.00040678i,-0.00076995-0.00047919i,-0.00016536-0.0004994i,0.00022107-0.00030765i,0.00060062-0.00014413i,0.0011216+6.6029e-05i,0.00077563+4.2316e-05i,0.0002767+0.00024755i,-0.00011904+0.00032423i,-0.00030546-0.0001262i,-7.9715e-05+7.6135e-05i,0.00061499+0.00052112i,0.00095145-0.0001149i,0.00099739-0.00050903i,0.00074952-0.00035997i,0.00043676+0.00049069i
0.0011587-0.0001201i,0.0012764-2.8194e-05i,0.002753-0.00067809i,0.00138-0.0010604i,-0.00065234-0.0018655i,-0.0013238-0.0027255i,-0.0015909-0.0024608i,-0.00083168-0.0014715i,-0.00042708-0.00060977i,-0.00093419-0.00039513i,-0.0009852+5.8622e-05i,-0.00043951+0.00011586i,-0.00041362-0.00044405i,-0.00042945-0.0005345i,-0.00017974-0.00063172i,-0.00021113-6.806e-05i,-0.00029353+0.00049336i,-0.00016594+0.00049471i,-0.00066486+0.00057829i,-0.0011271+0.00029515i,-0.0011228-0.00041288i,-0.0019237-0.0010175i,-0.001518-0.00086946i
-0.00059112+0.0029246i,-0.0012128+0.0015558i,-0.0012529+9.7399e-05i,-0.00051506-0.0013659i,0.00011925-0.0019505i,-0.00053437-0.0017078i,-0.0014037-0.00088981i,-0.001606+7.2189e-06i,-0.00085515+1.4293e-05i,-8.7129e-06+1.3625e-05i,0.00033276+4.7423e-05i,-0.00033579+1.2995e-05i,-0.0005674+0.0003326i,-0.00089747+0.00022287i,-0.0010036+0.00021943i,-0.00052676+0.00017965i,-4.8593e-05-0.00042884i,0.00054037-0.00045939i,0.00065283-6.8268e-05i,0.00024237+0.00052942i,0.00017327+0.00075239i,-6.5321e-05+0.00070353i,-0.00076347+0.00094845i
-0.0011286+0.0011839i,-0.0011532+0.0024235i,-0.00065138+0.0011595i,-0.00061812-0.00077405i,-0.0014359-0.0025188i,-0.0025539-0.0019688i,-0.0022435+0.00022612i,-0.00054452+2.8098e-06i,0.00032047-0.0014382i,-9.5216e-05-0.00054912i,-0.00064995+0.00047576i,-0.00055146+0.00063317i,-0.00060897+0.00019512i,-0.00064336+8.1256e-05i,-0.00084259-1.6604e-05i,-0.00089827-0.00085345i,-0.00011101-0.00073203i,0.00036822-7.1781e-05i,-1.6182e-05+0.0010497i,0.00020819+0.0012029i,0.00055726+0.00028916i,0.00054316+0.00016778i,6.1514e-05+0.0008525i
0.0012793-0.00018492i,0.0014229+0.0012421i,0.0017935+0.0024417i,0.0016857+0.0022731i,0.0017225+0.00062206i,0.0015698-0.0004996i,0.00088874-0.00033508i,-0.0001907-0.00015505i,-0.00030786+7.9731e-05i,0.00036162+0.00038318i,0.00078958-0.00052112i,0.00068008-0.0015083i,0.00048677-0.00084351i,0.00044537+0.00019777i,9.6634e-05+5.9621e-05i,-0.00047679-0.000672i,-0.00012298-0.0011854i,0.00089449-0.0012421i,0.0014126-0.00017825i,0.00091537+0.00046073i,0.00020483-0.00049996i,0.00049635-0.00078842i,0.0011769+3.2571e-06i
-0.009423-0.01128i,-0.013176-0.014732i,-0.019102-0.007106i,-0.01528+0.0023417i,-0.0081592+0.0059554i,-0.0011475+0.0039923i,0.00027611+0.0001142i,-0.00076018-0.00011174i,-0.0016405+0.0012672i,-0.0026248+0.0023232i,-0.00081927+0.0034211i,0.001291+0.0023842i,0.0024383-9.7897e-05i,0.0036509-0.0013014i,0.003385-0.0017192i,0.0010288-0.0011783i,-0.0011155+0.00054746i,-0.0010266+0.00096891i,-0.0011388-0.00020796i,-0.0014425-0.00094564i,-0.00056851-0.0012392i,7.6718e-05-0.0016193i,-0.00032367-0.00075563i
