-0.0015336+0.0011735i,-7.5732e-05+0.00067925i,-0.00067268-0.0006538i,-0.0012278-0.00088405i,-0.0015165+0.00019513i,-0.0021051+0.00055274i,-0.0017922+0.00098415i,-0.00010525+0.0013042i,0.0010901+0.0014421i,0.00079968+0.00086509i,-6.4359e-05-7.8069e-05i,-0.00066285-0.00067507i,-0.00060565-0.00064741i,-0.00051547-0.0001732i,0.00027471+8.6646e-05i,0.00026498+0.00094631i,-6.4107e-05+0.00088309i,0.00025967-0.00011819i,5.315e-05+0.00011117i,-0.0004499+0.00060252i,-0.00029067-0.00014191i,0.00016654-0.00068261i,0.00031359-4.0757e-05i
-0.046391-0.01955i,-0.09519-0.0075768i,-0.10218+0.022934i,-0.051862+0.049346i,-0.0040874+0.062994i,0.023064+0.066172i,0.054156+0.037433i,0.056399-0.019368i,0.0076535-0.044864i,-0.041262-0.024023i,-0.05494+0.0050567i,-0.045329+0.01529i,-0.027443+0.0079864i,-0.011499-0.0055807i,-0.00029619-0.01814i,0.015133-0.023536i,0.035988-0.023224i,0.04466-0.020906i,0.030361-0.017965i,0.011591-0.013641i,0.0080816-0.0086241i,0.0096646-0.0050795i,0.0070206+0.0026369i
-0.021111-0.053111i,-0.12598-0.11841i,-0.28705-0.13338i,-0.32689-0.064539i,-0.18047-0.010233i,-0.055316-0.029477i,-0.052186-0.038625i,-0.051094-0.007215i,-0.017819+0.015562i,0.010002+0.02916i,0.030563+0.031654i,0.033176+0.016352i,0.013494+0.0022297i,-0.011693+0.0021623i,-0.029371+0.014307i,-0.037922+0.024483i,-0.047944+0.022014i,-0.053078+0.010987i,-0.0414+0.0037604i,-0.022329+0.0015389i,-0.012366-0.0035233i,-0.014405-0.010005i,-0.016974-0.01367i
0.052633+0.0082938i,0.1217+0.0049571i,0.17076-0.0029175i,0.15994-0.00079455i,0.11156-0.0094868i,0.073902-0.041356i,0.061298-0.054551i,0.053412-0.054017i,0.029637-0.066269i,0.001455-0.071586i,-0.0093983-0.06288i,-0.007831-0.047913i,0.0072345-0.0241i,0.036923-0.007283i,0.060728-0.0077965i,0.066482-0.011607i,0.065457-0.0062098i,0.059642+0.0030143i,0.038779+0.0042258i,0.012052+0.0064051i,0.0023065+0.01771i,0.007968+0.0221i,0.0081436+0.014312i
0.028458+0.021113i,0.094943-0.02285i,0.17538-0.15707i,0.14459-0.28017i,0.021738-0.23853i,-0.029635-0.099073i,-0.017389-0.035729i,-0.03172-0.013932i,-0.036999+0.036706i,-0.012275+0.064511i,0.0025199+0.058762i,0.00076506+0.041037i,-0.010873+0.015657i,-0.025365-0.0035597i,-0.040035-0.014768i,-0.054347-0.023175i,-0.061823-0.031105i,-0.056672-0.033892i,-0.039191-0.021288i,-0.018332-0.0063971i,-0.0034678-0.0059235i,0.006836-0.011483i,0.015686-0.013672i
-0.046835+0.031367i,-0.1042+0.12191i,-0.16177+0.25838i,-0.16996+0.33269i,-0.11202+0.27686i,-0.048378+0.17077i,-0.011849+0.095717i,0.016912+0.05062i,0.046911+0.013802i,0.062912-0.014778i,0.0601-0.031413i,0.046625-0.035447i,0.023096-0.026564i,0.0021517-0.0065865i,0.0026045+0.016018i,0.018713+0.032203i,0.034121+0.042839i,0.037217+0.045344i,0.028408+0.031977i,0.01233+0.012276i,-0.0050229+0.0067384i,-0.01155+0.01416i,-0.0077643+0.017521i
0.014074-0.022539i,0.054195+0.0073811i,0.17997+0.08565i,0.32261+0.11824i,0.30083+0.056645i,0.13522+0.00091411i,0.022025+0.0088619i,-0.012363+0.0099463i,-0.045924-0.0056218i,-0.074294-0.0081527i,-0.078339-0.0038016i,-0.057368+0.0017546i,-0.018226-0.0077534i,0.0025899-0.036387i,-0.0095715-0.061137i,-0.030937-0.069312i,-0.04096-0.067413i,-0.03254-0.059911i,-0.013991-0.040796i,0.0047334-0.019622i,0.016852-0.012941i,0.01395-0.013474i,0.0064721-0.0073177i
0.012185-0.036627i,-0.047912-0.16568i,-0.20607-0.34901i,-0.3431-0.41102i,-0.30018-0.28104i,-0.14586-0.1276i,-0.040957-0.060927i,0.012273-0.02559i,0.047705-0.0060952i,0.05107-0.0016723i,0.039263+0.016438i,0.03165+0.034699i,0.018722+0.039456i,0.0021818+0.045527i,-0.0043296+0.061074i,0.00018619+0.075381i,0.0048852+0.078674i,0.0043348+0.071896i,0.0033912+0.047362i,-0.00077218+0.016151i,-0.0093594+0.0021432i,-0.014947+0.0010821i,-0.017807-0.00154i
-0.010356+0.067989i,-0.042626+0.15703i,-0.11238+0.2862i,-0.1553+0.37969i,-0.092796+0.31409i,-0.0078077+0.14644i,-0.017011+0.041054i,-0.055854+0.0070886i,-0.050222-0.018125i,-0.026265-0.037211i,-0.010778-0.051018i,-0.017799-0.052302i,-0.026576-0.018974i,-0.0044081+0.015075i,0.027185+0.0090207i,0.038642-0.024158i,0.034461-0.04959i,0.024547-0.054281i,0.0076753-0.036226i,-0.0026378-0.0067129i,0.003775+0.0084262i,0.011856+0.006777i,0.013668+0.0041713i
0.0025103-0.0023763i,0.10422+0.0037993i,0.32619-0.025744i,0.47141-0.11396i,0.35844-0.15745i,0.15646-0.091505i,0.08125-0.008646i,0.073292+0.029827i,0.045977+0.052362i,0.019786+0.061984i,0.0016736+0.05565i,-0.0063955+0.038436i,-0.0074754+0.0066637i,-0.020173-0.018421i,-0.039967-0.014191i,-0.050016+0.01625i,-0.049638+0.048566i,-0.041017+0.056818i,-0.025858+0.037178i,-0.015351+0.010198i,-0.012375-0.0029989i,-0.009549-0.0062049i,-0.0060809-0.0093823i
-0.02232-0.054227i,-0.096389-0.11837i,-0.23884-0.16361i,-0.35175-0.13122i,-0.32139-0.02771i,-0.19852+0.031491i,-0.11039-0.014075i,-0.07641-0.076898i,-0.052642-0.085894i,-0.028774-0.057109i,0.003202-0.027482i,0.036534-0.020854i,0.039184-0.026869i,0.026225-0.019782i,0.031635-0.010917i,0.048372-0.020353i,0.060607-0.039886i,0.057645-0.04911i,0.03672-0.035263i,0.017183-0.0085962i,0.01161+0.0060308i,0.011424+0.00488i,0.0081552+0.0032911i
0.045729+0.028983i,0.086303+0.10723i,0.12667+0.23592i,0.18041+0.31667i,0.20701+0.25065i,0.16665+0.13496i,0.11063+0.11823i,0.070113+0.13633i,0.031633+0.097433i,0.004996+0.039467i,-0.012859+0.0016398i,-0.030003-0.0079669i,-0.020543+0.00103i,0.0026944-0.0042869i,-0.00018054-0.021642i,-0.030666-0.024701i,-0.060772-0.010863i,-0.059865+0.0073256i,-0.026421+0.013027i,0.0015509-0.00021211i,0.0027866-0.010469i,-0.0042067-0.0056528i,-0.0018894-0.0028702i
0.0039688+0.021349i,0.036942-0.041953i,0.10441-0.22333i,0.12311-0.41002i,0.062542-0.41667i,0.03637-0.28611i,0.073975-0.20194i,0.10665-0.16368i,0.10789-0.10643i,0.083666-0.057107i,0.050363-0.023957i,0.027575-0.0050539i,0.0032252-0.0069222i,-0.027049-0.005577i,-0.038769+0.013902i,-0.013639+0.03143i,0.028144+0.028365i,0.04461+0.01372i,0.02508+0.002097i,0.00035247+0.0020302i,-0.0075232+0.0089567i,-0.0067869+0.013957i,-0.0074642+0.016897i
-0.10148+0.0044836i,-0.24218+0.029684i,-0.42675+0.12157i,-0.50343+0.2558i,-0.37446+0.30476i,-0.22282+0.22968i,-0.19893+0.14418i,-0.19315+0.10303i,-0.13472+0.070408i,-0.074637+0.045853i,-0.02791+0.023216i,-0.0016846-0.0054672i,0.00014878-0.010592i,0.0041541+0.0037967i,0.010503+0.0025361i,-0.0079891-0.013918i,-0.046591-0.018644i,-0.065863-0.0075625i,-0.047651+0.0035024i,-0.015873+0.00020468i,-0.0013603-0.011395i,-0.0021069-0.012474i,0.00083192-0.0067119i
0.044132-0.048317i,0.11401+0.009836i,0.21805+0.16022i,0.29042+0.26766i,0.2558+0.20768i,0.17208+0.086933i,0.1474+0.029384i,0.13427+0.0078022i,0.078378-0.00022752i,0.029597+0.0022852i,0.0034806+0.0093645i,-0.00074519+0.030535i,0.026557+0.031537i,0.044649-0.0041785i,0.031243-0.02807i,0.021613-0.013972i,0.038456+0.01392i,0.053966+0.016942i,0.037286-0.0023298i,0.006717-0.0063228i,-0.0024919+0.003921i,0.0055098+0.0022871i,0.0059493-0.0073812i
0.093553+0.001181i,0.1711-0.068628i,0.19719-0.21469i,0.11594-0.33736i,-0.018336-0.32162i,-0.10369-0.22882i,-0.1475-0.17251i,-0.16009-0.13314i,-0.11962-0.09272i,-0.064819-0.065346i,-0.028661-0.038201i,-0.013126-0.020829i,-0.026322-0.0075182i,-0.041399+0.019051i,-0.027709+0.034577i,-0.0077711+0.013844i,-0.012372-0.02552i,-0.030213-0.039314i,-0.028242-0.015453i,-0.0043609+0.010862i,0.014326+0.014687i,0.015486+0.0065526i,0.010265+0.0012315i
-0.066809+0.08607i,-0.12841+0.13305i,-0.15924+0.11575i,-0.10313+0.062147i,-0.0017578+0.066311i,0.059754+0.13575i,0.078879+0.1974i,0.083365+0.18621i,0.072035+0.12053i,0.051368+0.061919i,0.030815+0.018164i,0.0032845-0.011526i,-0.015338-0.010204i,-0.0033224+0.0030947i,0.013139+0.0057947i,0.012638+0.015081i,0.012663+0.039982i,0.022112+0.053281i,0.026324+0.03386i,0.010969+0.0032474i,-0.010496-0.0068901i,-0.017174-0.0015342i,-0.012543+0.0024884i
-0.08551-0.061862i,-0.13234-0.1007i,-0.11768-0.10782i,-0.060668-0.068711i,-0.001139-0.018674i,0.060834-0.019173i,0.096077-0.071064i,0.078748-0.096569i,0.044028-0.063143i,0.018428-0.029644i,0.0042586-0.014035i,0.013253-0.011365i,0.020098-0.035071i,-0.004084-0.053602i,-0.030969-0.04284i,-0.033659-0.031253i,-0.024099-0.041164i,-0.020211-0.054143i,-0.023287-0.042679i,-0.019017-0.017363i,-0.0070338-0.0044468i,-0.002617-0.0038663i,-0.0042031-0.0029698i
0.073181-0.10025i,0.084023-0.18274i,0.0031355-0.16937i,-0.11308-0.042689i,-0.16693+0.035016i,-0.16958+0.0089008i,-0.14402+0.0049329i,-0.072802+0.041522i,-0.0099984+0.034898i,-0.0032982+0.01315i,-0.0081643+0.01329i,-0.002196+0.013802i,0.0027534+0.018723i,0.014544+0.030505i,0.026552+0.031019i,0.018501+0.027852i,0.0020656+0.040943i,0.0025421+0.056791i,0.01935+0.044274i,0.027147+0.010322i,0.017584-0.0099353i,0.011148-0.0072892i,0.010143-0.0035156i
0.067804+0.13987i,0.13065+0.30029i,0.15479+0.40238i,0.13736+0.31761i,0.11114+0.13583i,0.085568+0.039246i,0.078588+0.010538i,0.067549-0.039433i,0.028254-0.067612i,0.0091474-0.042975i,0.017877-0.020237i,0.013396-0.010474i,0.0095303-0.0040735i,0.010749-0.018062i,0.0025064-0.034775i,0.0025556-0.037398i,0.015145-0.039375i,0.019757-0.040399i,0.0063477-0.028229i,-0.0097548-0.0044603i,-0.013291+0.013386i,-0.0093349+0.015977i,-0.0030142+0.011778i
-0.09306+0.074392i,-0.12639+0.17603i,-0.04433+0.25896i,0.092934+0.25587i,0.15373+0.17944i,0.1455+0.088011i,0.083455+0.035686i,-0.00074112+0.039647i,-0.021799+0.054213i,-0.00033892+0.034064i,0.0028966+0.0098622i,0.00059106-0.0007388i,-0.0072502-0.012768i,-0.027632-0.012422i,-0.037628+0.0032661i,-0.033771+0.013783i,-0.035996+0.017406i,-0.044461+0.023608i,-0.040084+0.030385i,-0.02045+0.027724i,-0.0016706+0.016659i,0.0057904+0.0071875i,0.0059953+0.0021482i
-0.052148-0.17133i,-0.10781-0.38105i,-0.13946-0.5328i,-0.11477-0.47422i,-0.091445-0.27657i,-0.1082-0.12336i,-0.087328-0.072373i,-0.022882-0.063873i,0.0039167-0.052877i,-0.0049067-0.033904i,-0.0085663-0.0093897i,0.00012407+0.012908i,0.013614+0.022041i,0.025377+0.015705i,0.026825+0.00026764i,0.021275-0.0091811i,0.023537-0.015843i,0.026472-0.031713i,0.01718-0.04217i,0.0063353-0.035083i,0.0041695-0.023687i,0.0034668-0.018831i,-0.00064903-0.011185i
0.13095-0.031668i,0.19861-0.1142i,0.098917-0.25717i,-0.16249-0.33017i,-0.31661-0.23156i,-0.25135-0.062643i,-0.16461+0.023537i,-0.15389+0.040355i,-0.12794+0.056067i,-0.06692+0.054518i,-0.024734+0.025149i,-0.014855+0.0025636i,-0.010664+0.002344i,0.0015714+0.011599i,0.0090735+0.012431i,0.0017902+0.0058897i,-0.014221+0.0089283i,-0.020694+0.01914i,-0.0097307+0.018429i,0.0012332+0.0097561i,0.003591+0.010179i,0.0074463+0.016827i,0.011465+0.012431i
-0.011986+0.15419i,0.016548+0.3223i,0.10053+0.45311i,0.21014+0.42644i,0.28771+0.25427i,0.28932+0.058695i,0.22857-0.019335i,0.18115-0.00011796i,0.14729-0.0081001i,0.091739-0.028889i,0.047793-0.020769i,0.018831-0.018489i,-0.013701-0.018745i,-0.029495-0.004682i,-0.023937+0.0063588i,-0.013352+0.0044832i,-0.0028302+4.707e-05i,0.013316+0.0020643i,0.022124+0.0065553i,0.011032+0.0060965i,-0.0066623+0.0011478i,-0.017672-0.0042518i,-0.01832-0.006001i
-0.15276-0.055588i,-0.31665-0.022467i,-0.3798+0.10725i,-0.22198+0.21132i,-0.046097+0.1693i,-0.052167+0.072883i,-0.10647+0.014834i,-0.092043-0.034665i,-0.057875-0.065079i,-0.034781-0.058471i,-0.014588-0.044721i,0.0050398-0.033335i,0.014046-0.025631i,0.004621-0.017684i,-0.0051047+0.0013142i,-0.0040895+0.019061i,-0.0071757+0.022569i,-0.021648+0.018413i,-0.029931+0.014169i,-0.022745+0.0050059i,-0.015631-0.0050253i,-0.012032-0.0046204i,-0.0037929+0.00025439i
0.11991-0.066744i,0.16903-0.12564i,0.13237-0.11496i,0.020292+0.0069859i,-0.065281+0.13909i,-0.051282+0.20742i,0.029627+0.21941i,0.079083+0.17133i,0.062847+0.09495i,0.026478+0.038723i,-0.0063534+0.012895i,-0.024217+0.0044019i,-0.017934-0.0065248i,-0.001996-0.025588i,0.0057506-0.039165i,0.0073564-0.035572i,0.019894-0.021558i,0.039188-0.013528i,0.039736-0.012937i,0.023906-0.0099855i,0.019922-0.0071407i,0.024192-0.013069i,0.015914-0.018804i
0.094118+0.13137i,0.27851+0.14816i,0.4817-0.0021231i,0.48021-0.24307i,0.29614-0.36577i,0.17503-0.33642i,0.13977-0.29042i,0.08122-0.24549i,0.0073966-0.15473i,-0.024677-0.053723i,-0.0089157+0.00047362i,0.0097331+0.0060067i,0.00094352-0.0017428i,-0.020781-0.00098241i,-0.034891+0.0051777i,-0.037699+0.0073937i,-0.040937+0.0020302i,-0.045564-0.0027102i,-0.036547-0.00023468i,-0.015978+0.0084139i,-0.0001053+0.019925i,0.0054601+0.027197i,0.007208+0.02163i
-0.1938-0.019506i,-0.32517+0.035823i,-0.36819+0.12318i,-0.29508+0.15895i,-0.17886+0.13775i,-0.12592+0.089214i,-0.13641+0.061858i,-0.12069+0.083554i,-0.042258+0.087838i,0.015068+0.047051i,0.021923+0.017081i,0.024574+0.0080217i,0.029484+0.0029733i,0.03493-0.0011164i,0.041205-0.012587i,0.037953-0.030455i,0.02569-0.034963i,0.011485-0.020465i,0.00026659-0.0026495i,-0.0047724+0.0060372i,-0.0042649+0.0047615i,-0.0031196+0.00053466i,-0.00070312+0.00065596i
0.10339-0.19913i,0.021199-0.32043i,-0.20044-0.28842i,-0.33303-0.064464i,-0.23714+0.15927i,-0.076755+0.22809i,0.0056871+0.17982i,0.034406+0.10325i,0.046092+0.04598i,0.049021+0.013904i,0.044173+0.0059303i,0.038274+0.015584i,0.036411+0.015586i,0.022085-0.0050748i,-0.0092075-0.019209i,-0.036537-0.012004i,-0.041311-0.0030044i,-0.030508-0.0092971i,-0.017815-0.018241i,-0.0076403-0.018713i,-0.0061198-0.015896i,-0.0080954-0.00925i,-0.005843-0.00041904i
0.15981+0.18536i,0.26063+0.12991i,0.21076-0.080469i,0.0064876-0.2264i,-0.12825-0.22154i,-0.096044-0.18447i,-0.061944-0.13488i,-0.075652-0.051603i,-0.07072+0.0031793i,-0.038157+0.00034304i,-0.014213-0.030635i,-0.01964-0.046902i,-0.03137-0.02189i,-0.021611+0.024467i,0.0013091+0.053863i,0.018638+0.056189i,0.028673+0.046054i,0.039635+0.036211i,0.041577+0.02046i,0.02632+0.0048345i,0.016048+0.0032907i,0.017664+0.0017143i,0.014439-0.0048375i
-0.33176+0.13044i,-0.40182+0.33124i,-0.15933+0.47905i,0.22632+0.37085i,0.34629+0.10043i,0.16828-0.050409i,0.034657-0.048674i,0.044327-0.058588i,0.034856-0.10084i,-0.030687-0.083567i,-0.061066-0.023192i,-0.043255+0.0055331i,-0.021748-0.0024791i,-0.0080331-0.016355i,0.0017303-0.022649i,0.0038362-0.020082i,-0.0064905-0.012545i,-0.01692-0.0031162i,-0.014561+0.0045752i,-0.011081+0.00289i,-0.019976-0.0042924i,-0.027771-0.0026602i,-0.018192-0.00019085i
-0.00085066-0.32018i,-0.087227-0.34632i,-0.15501-0.12411i,-0.11554+0.085925i,-0.03871+0.13852i,0.006127+0.16056i,0.043679+0.15291i,0.037066+0.081544i,0.012447+0.031982i,0.023241+0.017425i,0.028886+0.0041892i,0.016431-0.0062781i,-0.0023887-0.017195i,-0.025444-0.020077i,-0.028653-0.010934i,-0.0070725-0.0069668i,0.012265-0.010007i,0.013982-0.011289i,-0.0007135-0.011475i,-0.016601-0.0091502i,-0.015785-0.0031476i,-0.0041363-0.0041332i,-0.0028051-0.0073998i
0.45376+0.10885i,0.66864+0.013194i,0.52697-0.12537i,0.13857-0.069969i,-0.076019+0.07486i,-0.026615+0.044786i,0.040603-0.059822i,0.068463-0.042081i,0.096827+0.019798i,0.095772+0.026504i,0.059672+0.011203i,0.016285+0.016499i,-0.00029401+0.037366i,0.0088328+0.041304i,0.0082729+0.024401i,-0.01175+0.013446i,-0.030191+0.014306i,-0.035351+0.012494i,-0.027196+0.018765i,0.00035088+0.031799i,0.027251+0.026374i,0.02611+0.010838i,0.010965+0.0043153i
-0.25897+0.3797i,-0.19507+0.50445i,0.092131+0.27889i,0.27955-0.11874i,0.17782-0.28888i,-0.012976-0.20388i,-0.12282-0.094344i,-0.15867-0.065139i,-0.16117-0.066628i,-0.13249-0.043461i,-0.055103-0.022282i,0.019747-0.041705i,0.033816-0.073693i,0.0096946-0.073626i,-0.010895-0.048526i,-0.017781-0.025295i,-0.015271-0.0026398i,-0.00084938+0.021627i,0.018182+0.023814i,0.019233+0.0080985i,0.0091286+0.0067906i,0.011716+0.016396i,0.023426+0.01359i
-0.36612-0.44289i,-0.64284-0.53302i,-0.70063-0.31557i,-0.48474-0.00050092i,-0.19472+0.17985i,0.025864+0.23354i,0.14322+0.20233i,0.15525+0.12204i,0.13425+0.0455i,0.097495-0.0086751i,0.041516-0.026666i,0.010943-0.030273i,-0.0031296-0.040295i,-0.014077-0.041015i,-0.014915-0.03477i,-0.015979-0.03156i,-0.018062-0.036462i,-0.021745-0.045137i,-0.028583-0.03702i,-0.030207-0.015779i,-0.030791-0.0036231i,-0.032262-0.00035826i,-0.025861+0.0038612i
0.50021-0.21166i,0.51306-0.40981i,0.10212-0.38488i,-0.24915-0.11418i,-0.16592+0.037782i,0.001021-0.070037i,-0.014205-0.14674i,-0.053954-0.062827i,-0.019154+0.030085i,0.03254+0.043766i,0.039078+0.02575i,0.025955+0.038609i,0.039801+0.056246i,0.045338+0.0402i,0.028463+0.023988i,0.024425+0.02302i,0.030412+0.015582i,0.030052-0.0017718i,0.024174-0.026359i,0.01251-0.048596i,0.0038181-0.048021i,0.0065481-0.027962i,0.0086742-0.0094362i
0.0075354+0.66475i,0.13382+0.98529i,0.20508+0.86305i,0.08559+0.42464i,-0.1184+0.086397i,-0.22326+0.0022176i,-0.18231+0.043653i,-0.076632+0.071698i,-0.024892+0.061476i,-0.028506+0.055291i,-0.027586+0.046675i,-0.032657+0.027886i,-0.039909+0.032832i,-0.023159+0.047357i,-0.0067353+0.037324i,-0.014759+0.020131i,-0.02516+0.019234i,-0.016596+0.025086i,-0.0008384+0.029671i,0.0073135+0.033919i,0.0072333+0.030013i,0.0011316+0.01189i,-0.0027993-0.0083717i
-0.53939-0.12312i,-0.63365+0.0075931i,-0.19058+0.21317i,0.34731+0.22643i,0.41509+0.1352i,0.24427+0.15749i,0.16251+0.12833i,0.071286-0.040363i,-0.063753-0.15458i,-0.12027-0.13691i,-0.07814-0.075349i,-0.031516-0.048821i,-0.035814-0.050059i,-0.054479-0.038359i,-0.059138-0.015262i,-0.054197+0.0020824i,-0.049351+0.0067199i,-0.04834+0.0098116i,-0.042945+0.01373i,-0.033136+0.011733i,-0.019875+0.011774i,-0.0039622+0.012956i,0.011202+0.0093707i
0.38841-0.60919i,0.42966-1.0325i,0.19383-1.0686i,-0.069388-0.6866i,-0.11645-0.3137i,-0.041065-0.16748i,0.012315-0.11379i,0.066154-0.051824i,0.14621-0.010533i,0.18456-0.024264i,0.14418-0.061794i,0.087696-0.082875i,0.048993-0.078263i,0.025375-0.04591i,0.027956-0.015101i,0.035728-0.011016i,0.028237-0.016031i,0.02321-0.015948i,0.023894-0.01274i,0.019466-0.01626i,0.011232-0.031932i,-0.002322-0.039402i,-0.01693-0.019164i
0.3303+0.50856i,0.50027+0.61921i,0.37282+0.40614i,0.10831+0.16249i,-0.010063+0.07927i,-0.071587-0.0018502i,-0.16878-0.044712i,-0.18465+0.0089748i,-0.11944+0.053541i,-0.062045+0.065971i,-0.027407+0.067586i,-0.013895+0.067061i,-0.0055769+0.053823i,-0.0089353+0.0042769i,-0.037218-0.037381i,-0.064504-0.032565i,-0.069168-0.0053378i,-0.049483+0.0054792i,-0.021637-0.012232i,-0.0049887-0.029948i,0.0035042-0.02027i,0.015832-0.0011508i,0.020407-0.0064026i
-0.63471+0.22796i,-0.88192+0.52866i,-0.71313+0.67321i,-0.34445+0.47749i,-0.10803+0.21901i,0.043642+0.16751i,0.16931+0.16434i,0.18364+0.081326i,0.091359+0.0071816i,0.0045528-0.01044i,-0.003076-0.012389i,0.012331-0.048139i,-0.01222-0.082693i,-0.040208-0.069441i,-0.044323-0.045156i,-0.038734-0.042668i,-0.023852-0.045687i,0.0058453-0.030223i,0.038598+0.00010416i,0.052285+0.024472i,0.040155+0.036044i,0.016405+0.032737i,0.0053675+0.020336i
0.07676-0.59463i,-0.013428-0.81688i,-0.12035-0.50975i,-0.10341+0.058959i,-0.018592+0.28714i,0.011394+0.16789i,-0.012026+0.043175i,-0.013189-0.013189i,0.029525-0.1055i,0.039386-0.18646i,0.0028347-0.16126i,-0.0058959-0.09515i,0.0083439-0.061843i,0.01491-0.043206i,0.011698-0.034432i,-0.022657-0.03706i,-0.072787-0.028443i,-0.099424-0.0029628i,-0.087108+0.020136i,-0.045983+0.021527i,-0.0045768+0.0076978i,0.020852-0.0053256i,0.032741-0.013102i
0.50296+0.24011i,0.77421+0.17808i,0.65589-0.07596i,0.25343-0.24817i,-0.034007-0.23616i,-0.12984-0.23596i,-0.15176-0.26408i,-0.086211-0.22049i,0.031835-0.10227i,0.11435+0.020517i,0.1678+0.052828i,0.19292-0.0075408i,0.15003-0.06873i,0.070747-0.06295i,0.038484-0.0195i,0.060304-0.020727i,0.077401-0.065442i,0.068988-0.070628i,0.053023-0.015974i,0.044767+0.036509i,0.034956+0.048902i,0.01669+0.04295i,0.0076113+0.036675i
-0.40661+0.34715i,-0.4915+0.5628i,-0.30874+0.46126i,-0.11084+0.123i,-0.049256+0.0043183i,0.021161+0.16327i,0.092416+0.29022i,0.048528+0.28777i,-0.060773+0.21545i,-0.14041+0.12714i,-0.16794+0.10246i,-0.13937+0.12347i,-0.0631+0.11186i,0.0082805+0.046742i,0.021892-0.028166i,0.00084382-0.060549i,-0.013275-0.042439i,-0.032916+0.0040966i,-0.050307+0.052002i,-0.039236+0.070974i,-0.018168+0.058232i,0.00087712+0.035255i,0.027137+0.0090477i
-0.17908-0.48672i,-0.48778-0.6251i,-0.76985-0.35316i,-0.73997+0.078686i,-0.4336+0.18874i,-0.1495-0.01304i,-0.051808-0.22311i,-0.047632-0.28042i,0.027505-0.19735i,0.14611-0.11973i,0.19264-0.13733i,0.1631-0.17854i,0.094076-0.17968i,0.024368-0.1397i,0.014352-0.099641i,0.04179-0.11795i,0.018538-0.18349i,-0.064655-0.21155i,-0.14308-0.1637i,-0.16036-0.076477i,-0.12274-0.012373i,-0.073982+0.015636i,-0.025433+0.03929i
0.43183+0.13963i,0.67361+0.10327i,0.64594-0.04654i,0.38799-0.20914i,0.10155-0.2823i,-0.089138-0.20716i,-0.091527-0.010025i,0.071005+0.14813i,0.22914+0.161i,0.24661+0.10689i,0.1873+0.10935i,0.19514+0.13768i,0.22546+0.077063i,0.17057-0.015938i,0.10327-0.041408i,0.12757-0.031646i,0.20909-0.039944i,0.23913-0.092562i,0.16052-0.15888i,0.039797-0.16073i,-0.019184-0.10064i,-0.010389-0.04649i,0.007758-0.024049i
-0.1767+0.32363i,-0.045127+0.4672i,0.30199+0.34706i,0.52177+0.066843i,0.44064-0.014491i,0.27663+0.046559i,0.15235-0.039678i,0.030476-0.20716i,-0.064378-0.23473i,-0.081325-0.11155i,-0.038064-0.0055301i,-0.0082272+0.0069964i,-0.0077584-0.0097235i,-0.012512+0.0086319i,0.013299+0.087171i,0.095349+0.18207i,0.17287+0.22031i,0.19492+0.17009i,0.15768+0.074659i,0.090878+0.016039i,0.045788+0.013142i,0.028948+0.040286i,0.037457+0.073336i
-0.78709+8.5873i,0.30753+8.4084i,4.0096+8.3421i,6.0813+4.842i,5.5436+0.86477i,3.4074-1.4751i,1.328-1.3426i,0.6253-0.11157i,1.1324+0.45329i,1.5084-0.2164i,0.78303-1.1885i,-0.37015-1.4367i,-1.2129-0.98583i,-1.6759-0.16381i,-1.6538+0.54236i,-1.181+0.81208i,-0.51733+0.74878i,0.0042259+0.57929i,0.26497+0.48532i,0.34742+0.53153i,0.39174+0.6125i,0.39034+0.60265i,0.27677+0.49942i
0.30258+0.079233i,0.26991+0.071026i,-0.010969+0.13546i,-0.195+0.2647i,-0.1568+0.18863i,-0.20136-0.071271i,-0.34732-0.093851i,-0.36389+0.13503i,-0.30649+0.30515i,-0.24053+0.30091i,-0.18255+0.18128i,-0.19872+0.12699i,-0.14437+0.16027i,0.0096792+0.08712i,0.083263-0.035822i,0.091775-0.040397i,0.13139+0.00033128i,0.15355-0.021886i,0.098306-0.066402i,0.015774-0.057498i,-0.025923-0.012261i,-0.027765+0.029459i,-0.0037755+0.062066i
-0.27627+0.26701i,-0.24606+0.51971i,0.13063+0.59667i,0.54694+0.33238i,0.58183+0.021837i,0.38717+0.016098i,0.32638+0.15804i,0.35474+0.14958i,0.26996+0.048871i,0.12262+0.02354i,0.050712+0.084682i,0.07043+0.15388i,0.0825+0.1455i,0.01383+0.095646i,-0.042411+0.073234i,0.0090699+0.037193i,0.083681-0.033085i,0.067401-0.089727i,-0.019868-0.090156i,-0.07038-0.038148i,-0.047182+0.013049i,-0.005047+0.025617i,0.023485+0.0042398i
-0.017482-0.37508i,-0.059068-0.554i,-0.088187-0.51106i,-0.066552-0.34239i,0.01142-0.25238i,0.10759-0.30378i,0.098736-0.48232i,-0.10862-0.62378i,-0.30937-0.53365i,-0.26547-0.30534i,-0.062081-0.18113i,0.082927-0.21137i,0.076537-0.23853i,0.027861-0.17002i,0.044573-0.099808i,0.079135-0.11224i,0.083308-0.16528i,0.063784-0.1667i,0.024425-0.085431i,-0.012125+0.0053414i,-0.027291+0.036659i,-0.023275+0.02825i,0.0016068+0.017091i
