-7.4456e-06+0.00049666i,0.00045883+6.5533e-05i,0.00064047-0.00044965i,0.00023058-0.0013525i,-0.00050684-0.0012219i,-0.0013504+0.00032308i,-0.0012791+0.0021709i,-0.00061829+0.0022363i,0.0006647+0.0012099i,0.00083908+0.00057534i,0.00040391+4.5689e-05i,0.00057594-0.00078037i,0.00020064-0.0008451i,-0.00020156-0.00021524i,-0.00034592-8.0315e-06i,-0.00041659-0.00020144i,-8.7683e-05-0.00051988i,-0.00017285-0.0003594i,-0.00053518-0.00046194i,-0.00038708-0.0002841i,-2.8696e-05+0.00045824i,-0.00036178+0.00041344i,-0.00096059+0.00040701i
0.0029418+0.0008173i,0.0035261-7.4812e-05i,0.0049897-0.00020879i,0.004217+9.7486e-05i,0.0019317+0.00058953i,0.00084239+0.0010573i,0.0013632+0.0013101i,0.0016723+0.00017083i,-0.00041947-0.0010197i,-0.0030762-0.00043747i,-0.0034348+0.0020381i,-0.0015135+0.0046866i,-0.00033793+0.0054599i,-0.0012858+0.0033253i,-0.0018213+0.00087183i,-0.001234-0.00034879i,-0.00012126-0.0016884i,0.0011462-0.0025169i,0.0012748-0.00070293i,0.00071029+0.0011025i,0.00041763+0.0011377i,4.3311e-05+0.000105i,-0.00044171-0.00032369i
-0.0007013+0.0033498i,0.00095722+0.0033623i,0.0014858+0.0014702i,-3.263e-05-0.00033923i,-0.00074696-0.00036166i,-0.00071293-0.00041848i,-8.9446e-06-0.0005323i,0.0016008-0.0017458i,0.0011348-0.004008i,-0.0012362-0.0043836i,-0.0029855-0.0032553i,-0.0044735-0.0016835i,-0.0043284-0.0012523i,-0.0017584-0.002014i,3.2359e-05-0.0014099i,0.00042335-0.00054179i,0.00068775-8.8589e-07i,0.0011388-0.00034385i,0.0016271-0.0013875i,0.0010037-0.0012945i,0.0005649-8.248e-05i,-0.00015115-0.00016054i,-0.00070626-0.0012004i
0.00031874-0.00020606i,9.1798e-05-0.00014742i,-0.001318-7.8263e-05i,-0.0015863+0.00058803i,-0.00049175+0.0010482i,0.00037893+0.00091305i,0.0014025+0.00051765i,0.0025933-0.00032507i,0.0029848-0.0012511i,0.0031031-0.0015573i,0.0031172-0.0022654i,0.003331-0.0039439i,0.0034282-0.0043698i,0.0031619-0.0021171i,0.0027917-0.00021979i,0.0010618+0.00025887i,-0.0016098+0.00093334i,-0.002464+0.00041371i,-0.0017691-0.00030563i,-0.0017464-0.00025386i,-0.0017454+0.00029379i,-0.00059783-0.00013337i,0.00046771-0.00094785i
0.0019885+0.0008793i,0.0034184-0.00076529i,0.0049809-0.0022544i,0.0047099-0.0031537i,0.0028618-0.0018178i,0.0019035+0.0009212i,0.0026388+0.0034312i,0.0037267+0.0039966i,0.0031756+0.0027135i,0.0012173+0.0019084i,0.00066109+0.0021602i,0.0022921+0.0030666i,0.0029541+0.0046838i,0.0012649+0.0044413i,-0.00065752+0.0021963i,-0.001011+0.00067682i,-0.00059122-0.00076459i,-0.0013284-0.0013521i,-0.0018542-0.00068196i,-0.0014736-0.00015417i,-0.0013104+2.6807e-05i,-0.0009194+0.00052113i,-0.00027557+0.0011158i
0.003656-0.0013425i,0.0047886-0.00087312i,0.0033818-0.00031554i,0.00043188+0.00024057i,-0.00086784+0.0011539i,-0.00034956+0.0026121i,0.00060792+0.003378i,0.0010974+0.0033391i,-5.6055e-05+0.0020454i,-0.0011034+0.00041464i,-0.0023721+8.5784e-05i,-0.0040669+0.0013299i,-0.0048139+0.0013618i,-0.0037309-2.6632e-05i,-0.0018492-0.00036412i,-0.00065134+7.9892e-05i,0.00016184-0.00035302i,0.00038363+1.1299e-07i,-0.00049926+0.00045547i,-0.0017413+4.0224e-05i,-0.0018752-0.00059092i,-0.0013018-0.0011534i,-0.0012287-0.00061742i
-0.002407+0.002942i,-0.002048+0.0045794i,-0.00094677+0.0044121i,0.0010268+0.0029509i,0.0014068+0.0011745i,-0.00017026+0.00016779i,-0.0012486+0.0014125i,-0.00040041+0.0027404i,0.00071413+0.0021715i,0.0017782-0.00029171i,0.0016913-0.0029799i,0.0006331-0.0048056i,0.00031666-0.0058056i,0.00137-0.0053527i,0.0026248-0.0037628i,0.0028221-0.0018732i,0.00090078-0.00020958i,-0.00054895+0.00028167i,8.6194e-05-0.00035396i,0.00070056-0.00088198i,0.00050031-0.00094273i,0.00077324-0.0011207i,0.0012315-0.0014801i
0.0024544+0.0066096i,0.0039797+0.0083587i,0.00516+0.0069694i,0.005089+0.0032942i,0.0038905+0.0013443i,0.0022133+0.0015859i,0.00084607+0.0028642i,-0.00013379+0.0035716i,-0.00015163+0.0036894i,0.0012168+0.0038367i,0.0030443+0.0028449i,0.0046469+0.00096122i,0.0040657+0.0012028i,0.002452+0.0015454i,0.0013576+0.0013323i,0.00040917+0.00086985i,-0.00010291-0.00071446i,9.3818e-05-0.0012117i,0.00080664+0.00010353i,0.0007454+0.0012191i,0.0010571+0.0012203i,0.0013023+0.0011074i,0.00080412+0.0011825i
-0.00040836+0.006152i,0.0026146+0.0051159i,0.0044396+0.0037766i,0.0038601+0.0019879i,0.0031698+3.5801e-05i,0.0016278+2.1366e-05i,-0.00040316+0.0010701i,-0.0022504+0.0015961i,-0.0028506+0.0023016i,-0.0022322+0.003102i,-0.0015382+0.0031316i,-0.001645+0.0032371i,-0.0033254+0.0023452i,-0.0045542-0.00028976i,-0.0048659-0.0016503i,-0.0035296-0.00085104i,-0.00095867+0.00029435i,0.00015733+0.00069348i,-0.001154-0.0004177i,-0.0014872-0.00085191i,-0.00070008-7.4226e-05i,0.00027907+0.00024875i,0.0006995+0.00030296i
-0.001121+0.0037708i,0.0011202+0.0037718i,0.0026422+0.0029495i,0.0012322+0.0014631i,-0.00061134+0.00085055i,-0.0021568-0.00050713i,-0.0028747-0.0013885i,-0.0027162-0.001455i,-0.0032098-0.0017051i,-0.0035567-0.0015931i,-0.0036206-0.0024426i,-0.0043726-0.0029185i,-0.0039023-0.0030274i,-0.0014341-0.0037807i,-0.00050679-0.0043334i,-0.00093219-0.0030768i,-0.00069102-0.00083256i,-0.00078419+0.0003566i,-0.0009189+0.00060731i,-0.00091987+7.9805e-05i,-0.001206-0.00047241i,-0.0015201-0.0010495i,-0.0012027-0.0009189i
-0.0090985+0.018015i,-0.00080026+0.022481i,0.010025+0.02578i,0.013984+0.01574i,0.013429+0.0029374i,0.0048936-0.0065935i,-0.0042422-0.0063973i,-0.0056275-0.0032014i,-0.0022939-0.0012749i,0.0037456-0.0018615i,0.0063538-0.0051658i,0.0050535-0.0071286i,0.0035443-0.008247i,0.0023365-0.010241i,0.0021113-0.01131i,0.0021825-0.0078461i,0.0026343-0.0025727i,0.001539-0.00050277i,-0.0014594+0.00045086i,-0.0023773+0.0021949i,-0.00071978+0.0030834i,0.0015687+0.0022747i,0.003147+7.5867e-05i
0.0096395-0.006932i,0.0089583-0.0085125i,0.00369-0.009642i,-0.0015323-0.0056511i,-0.0038263+8.5702e-05i,-0.0021045+0.0049038i,0.0020673+0.0038712i,0.0046373-9.0253e-05i,0.0036179-0.001396i,-0.00053818+0.00013669i,-0.0021588+0.0022492i,-0.0011655+0.003273i,-0.0021275+0.0052864i,-0.0035401+0.0074969i,-0.0027174+0.0077027i,-0.0011721+0.0053932i,-2.453e-05+0.0020619i,0.00054193+0.00098543i,3.6714e-05+0.0016709i,-0.00022044+0.0017885i,5.2199e-05+0.0016878i,8.5465e-05+0.0016667i,-0.00025745+0.0010852i
0.0070968+0.0009965i,0.0073305-0.0008038i,0.004155-0.0027762i,0.00079132-0.0025193i,-0.00070015-0.0025242i,-0.0017146-0.0030166i,-0.0018726-0.0033698i,-0.00030155-0.0027597i,0.00028384-0.0026009i,-0.0020085-0.0025643i,-0.0044331-0.0014032i,-0.0044352-0.00085238i,-0.00318-0.00058649i,-0.002732+0.00011083i,-0.0026547+5.7436e-05i,-0.0023594-0.00033265i,-0.0024842-0.00050658i,-0.0020762-0.0010747i,-0.0010084-0.0014816i,-4.1895e-05-0.0013168i,-0.00014443-0.00070114i,-0.00059355+2.5158e-05i,-4.3591e-05+0.00084146i
0.0023182+0.00084432i,0.0024688+0.00019941i,0.00076397-0.0024934i,-0.0014974-0.0020528i,-0.0020471+0.0007789i,0.00041377+0.0030806i,0.0029531+0.0032243i,0.004251+0.0019058i,0.0039524+0.00025151i,0.0018791-0.0012429i,0.0010942-0.0023805i,0.0012122-0.0030987i,0.0013463-0.0024531i,0.0029347-0.00053965i,0.0038764+0.0023252i,0.0030813+0.002686i,0.0022153+0.0008472i,0.0012526-0.00041282i,0.00089781-0.00065858i,0.0011362-0.00088534i,0.0011334-0.00189i,0.00035273-0.0013759i,-0.00026523-0.00053421i
-0.00039725+0.0003089i,0.00042235-0.0016654i,0.0007382-0.002404i,-0.0004824-0.0011604i,-0.0016111+0.00043664i,-0.00064118+0.0012843i,0.00074525+0.002336i,0.0015872+0.0034969i,0.0027876+0.0026812i,0.0042793+0.0016219i,0.0047769+0.0017376i,0.0031668+0.0018259i,0.0010571+0.0016711i,-0.00067034+0.0023266i,-0.002488+0.0031444i,-0.0025953+0.003578i,-0.0013869+0.0026139i,-0.00037587+0.0015038i,-0.00038597+0.0018685i,-0.00081616+0.0020592i,-0.00039693+0.0016445i,0.00073954+0.0006498i,0.0017418-2.4753e-05i
0.0035436-0.0041932i,0.0019094-0.0043264i,0.0007995-0.0038825i,0.00046345-0.0022143i,0.00066668-0.00051977i,0.0021889+0.0014144i,0.0044418+0.0028287i,0.0039877+0.0031608i,0.0011298+0.0028327i,-0.00092791+0.0029087i,-0.0011653+0.0029913i,-0.00092547+0.0016592i,-0.0013746+0.0012061i,-0.0024327+0.0012544i,-0.0036108-0.00027709i,-0.0036607-0.0013656i,-0.0026057-0.00090518i,-0.00099987-0.00076682i,3.1948e-05-0.00077812i,-9.306e-05-0.00066679i,-0.00069522-0.00024547i,-0.0010766+0.00047117i,-0.00089148+0.00059887i
0.0043309-0.0020555i,0.0045062-0.0017681i,0.0025487-0.0014658i,0.00079949-0.00097766i,-0.00090702+0.00010502i,-0.0017294+0.0026282i,-0.0011215+0.0042107i,-8.7508e-05+0.0035561i,-0.00089912+0.0015159i,-0.0020895+0.00033555i,-0.0015307+0.00053387i,-0.00079028+0.00040612i,-6.5119e-05-0.00035136i,0.0014788-0.0010803i,0.0032402-0.001112i,0.0034227-0.00091832i,0.0025381-0.0013214i,0.0016935-0.0013741i,0.00075999-0.0012803i,0.00074899-0.0011466i,0.00073761-0.00076937i,-0.0002075-0.00036281i,-0.00074058+0.00033063i
0.0008021+0.001686i,0.0012225+0.0018048i,0.00046638+0.0021056i,-4.6401e-05+0.0029897i,0.00069363+0.002932i,0.0019222+0.0027933i,0.0024125+0.0021526i,0.0011986+0.0013049i,-0.0001327+0.0010139i,0.0001162+0.00055708i,0.00055453+0.00015047i,0.00060504+0.000643i,0.00053027+0.0011605i,0.00085388+0.0021167i,0.00086051+0.0027946i,0.000568+0.0029539i,0.00016451+0.0029547i,6.7741e-06+0.0016495i,0.00017784+0.0011436i,0.00097509+0.0010158i,0.0014049+0.00024334i,0.0013167+7.1951e-05i,0.00075632+0.00033559i
0.0010954+0.002924i,0.0031305+0.0021558i,0.0033628-0.00043258i,0.00092938-0.0013895i,-0.00079916-0.00086548i,-0.0016561+0.00034505i,-0.0020332+0.00084637i,-0.0012081+0.0010265i,-0.0014067+0.0016247i,-0.001902+0.0025006i,-0.0017299+0.0028337i,-0.0016539+0.0018216i,-0.0020271+0.0010509i,-0.0032127+0.00042852i,-0.0038777+6.3365e-05i,-0.0030658-3.1883e-05i,-0.0021947-0.0001936i,-0.0017134-0.00055155i,-0.0016602-0.00048289i,-0.0016112-0.00060461i,-0.00054051-0.00073728i,0.00013122-0.00011623i,-3.7658e-05+0.00046237i
0.00081528-0.00094889i,0.0022497-5.2144e-05i,0.0022958+0.00070301i,0.0012193+0.00028521i,-0.00038117+0.00082704i,-0.00099009+0.002448i,0.00042705+0.0027481i,0.00075378+0.001709i,-0.0010712-0.00026498i,-0.0036286-0.0020962i,-0.0047326-0.0022886i,-0.0035911-0.0014396i,-0.0017539-0.0013241i,-0.00064313-0.0019498i,-5.1059e-05-0.0029851i,0.00060511-0.0032602i,0.0011248-0.0029156i,0.0013453-0.0020533i,0.00021106-0.00044121i,-0.00029048+0.00018183i,-0.00038757-0.00037926i,-0.00099118+0.00026355i,-0.0012732+0.0014342i
0.0017897-0.0020283i,0.0010334-0.0027613i,4.9182e-05-0.0030641i,-0.0018953-0.0022514i,-0.0031286-0.00017753i,-0.0028781+0.0020453i,-0.0013966+0.0028769i,0.00035081+0.0014859i,0.00063701-0.0018334i,0.00078419-0.0037097i,0.00063132-0.0036642i,0.00036486-0.0023886i,0.00037076-7.6055e-05i,0.00081197+0.0021267i,0.0012949+0.0030457i,0.00063254+0.002762i,0.00048126+0.0016003i,0.00041282+0.00086172i,0.00077483+0.00042587i,0.0012604+0.00019378i,0.00065531+0.00011325i,0.00065767-0.00048279i,0.00067187-0.00094711i
0.0011454-0.00025574i,0.0009028+0.00018861i,-0.00058193+0.00064068i,-0.00072185+0.00084965i,0.00023631+0.0017139i,0.00059198+0.0017718i,0.00039979+0.0010814i,0.00082053+0.0008023i,0.0022274+0.00091445i,0.0032373+0.0010881i,0.0037095+0.0010372i,0.0027476+5.4386e-05i,0.00087935-0.001377i,-0.00063092-0.00010663i,-0.0016305+0.00062465i,-0.0019091+0.00029154i,-0.0019095+0.00025064i,-0.0014061+0.00062766i,-0.00055199+0.00047816i,-0.00042888+0.00046346i,-0.00079624+0.0014006i,-0.00098951+0.0016619i,-0.00036511+0.00099785i
0.0016331-0.00033662i,0.0022092-7.1946e-05i,0.0016934+0.00029839i,0.00092273+0.0003339i,0.00010297+0.00015959i,-6.1355e-05+0.0015923i,3.8973e-05+0.0018848i,9.5758e-05+0.00037657i,0.00049255+0.00064057i,-0.00035869+0.0023126i,-0.0017597+0.0032639i,-0.00084677+0.0027027i,0.00066692+0.00083756i,0.00060663-0.00068879i,0.00041241-0.0017102i,0.0012413-0.0021217i,0.0011735-0.0016505i,-0.00031603-0.0011472i,-0.0006549-0.0015701i,0.00022836-0.0018421i,0.00016501-0.00097223i,-0.00067699+0.00031538i,-0.00069193+0.0010474i
0.00051662+0.0025094i,0.00022995+0.0027768i,-0.00080884+0.0015377i,-0.0022586-0.00035842i,-0.0022606-0.0006068i,-0.001758+0.00014197i,-0.0016166+0.00036753i,-0.00041528-4.915e-05i,-0.00026242-0.0001117i,-0.00056375-0.00026297i,0.00010855-0.00060603i,0.00025993-0.00088416i,0.00096744-0.00046634i,0.0019373+0.00018832i,0.0019592+0.0004351i,0.0016695+0.00052051i,0.0013409+0.00043025i,0.0012618-1.3294e-05i,0.0014342-0.00064559i,0.0014953-0.00020426i,0.0012529+0.00080237i,0.00064085+0.00023924i,0.00015884-0.00024227i
-0.00025453+0.0010244i,0.00027613+0.00074963i,0.0011817+0.0015387i,0.0013203+0.0012945i,0.0011119+0.00048167i,-0.00023088-0.00026655i,-0.00093487-0.00022676i,-5.2664e-05+0.0011854i,0.0013019+0.0013775i,0.00263+0.00059083i,0.002271-7.5457e-05i,0.00076514-0.00034631i,-0.0010851+8.9677e-05i,-0.0018918+0.00061127i,-0.0011393+0.0011026i,-0.00060483+0.001325i,-0.00026289+0.00083848i,4.5015e-05+0.000882i,1.6704e-05+0.0013216i,2.0282e-06+0.00076786i,-0.00016076+0.00045509i,3.2445e-06+0.0009399i,0.00022172+0.00080139i
0.0039572+0.0024767i,0.0040757+0.0015543i,0.0038284-0.0011814i,0.0026601-0.0017525i,-0.00018088-0.00021226i,-0.0023277+0.0012644i,-0.0024697+0.002237i,-0.001279+0.0015708i,-0.00037862+0.0013328i,-0.001012+0.0029764i,-0.0013172+0.0036872i,-0.00070205+0.0017826i,0.00034917-0.00011516i,0.00059625-0.00043092i,-0.00027372-0.0002059i,-0.00063827-0.00067791i,-0.00063102-0.0009088i,-0.0013691-0.00081795i,-0.001702-0.00025487i,-0.0013106-0.00011224i,-0.00066383-0.00022375i,-9.9539e-05+0.00048794i,0.00062008+0.00027993i
0.0038369-0.00015793i,0.0052286-0.00084077i,0.0042616-0.0014242i,0.0014237-0.0015125i,0.00066615-0.0005459i,0.0010015+1.5298e-05i,0.0010337+0.00043963i,0.00089241+0.00086389i,-0.00016409+0.00056314i,-0.0021001+0.00012144i,-0.0031082-0.00047285i,-0.0019156-0.00031672i,-3.4181e-05+0.00097879i,0.00090156+0.0013317i,0.0015982+0.00065049i,0.0021343+0.00031296i,0.00116-0.00042393i,5.9634e-05-0.0013535i,0.00038997-0.0014723i,0.0015139-0.0011164i,0.0013443-0.0010529i,0.00072224-0.00058698i,-0.00018092+0.00021287i
-0.0016795-0.00040314i,-0.0032899+0.0013845i,-0.0029614+0.0026759i,-0.00068074+0.0025309i,0.0012651+0.0012513i,0.001128+0.00075587i,0.00077063+0.00096308i,0.0002373-0.00015757i,-0.00040264-0.0015888i,-0.00070497-0.001811i,-0.00083868-0.002078i,-0.00047644-0.0018433i,-0.00072895-0.00037963i,-0.0012923+0.00060602i,-0.0007733+0.0014822i,0.00040165+0.0012547i,0.0015252+0.00053187i,0.0016513+0.0010363i,0.00099963+0.0013691i,0.00095402+0.00080893i,0.0010395+0.00070544i,0.00017843+0.0010728i,0.0002045+0.00075593i
0.00013673-0.0022744i,0.00060664-0.0015644i,0.00025101-0.00061628i,-0.00022179+0.00073808i,-0.00055255+0.0012827i,-0.0001511+0.0018756i,0.0011604+0.0022063i,0.0018056+0.001129i,0.00085688-0.0002406i,0.0012886+9.7182e-05i,0.0026213+0.00064417i,0.0022579+0.00043541i,0.00073595-0.00070681i,0.00037569-0.0010717i,0.0003316-0.00059558i,9.7687e-05-0.00037448i,-0.0005871+0.00018313i,-0.0018757-0.0001026i,-0.0025272-5.9542e-05i,-0.002354+0.00015102i,-0.0012311+9.0914e-05i,0.00015125+0.00049948i,0.00065493+0.0011309i
0.0020088+0.00038368i,0.0026065+0.00011976i,0.0023407+0.00056814i,0.0023863+0.00093207i,0.0028136+0.00070303i,0.0021619+0.00069858i,0.00071536+0.001196i,-0.00051049+0.0013665i,0.00012954+0.00086802i,0.00016293+0.00039791i,-0.00096406+0.000349i,-0.0018213-2.9054e-05i,-0.0013141+2.6986e-05i,-0.0011778+0.00045216i,-0.00169-0.0001073i,-0.0014564-0.00082273i,-0.0006539-0.00070885i,9.9826e-05-0.00059724i,-5.914e-05-0.00064112i,-7.9841e-05-0.00040272i,0.00034755-0.00010769i,0.00053512+0.00024213i,0.00011284+0.0013822i
0.001413+0.0038489i,5.9147e-06+0.0046048i,-0.00083571+0.0032485i,-0.0011629+0.0019452i,-0.0017482+0.0013267i,-0.00095012+0.0023508i,-3.3083e-05+0.0029882i,-3.3254e-05+0.0022186i,-0.00077864+0.00059926i,-0.0019772-0.00093673i,-0.0022629-0.0018021i,-0.0015477-0.0011676i,-0.0009448+0.00045607i,-0.00057681+0.0012378i,-0.00016888+0.0011937i,0.00042982+0.0012425i,0.0010202+0.0012141i,0.00154+0.00073382i,0.00071676+0.0010842i,-0.0001628+0.0021236i,4.3728e-05+0.0013696i,0.0004035+0.00040397i,0.0004221-0.00036546i
0.0026709-0.0019589i,0.0042934-0.0021832i,0.003946-0.002381i,0.00099152-0.0016009i,-0.00030654+0.00098337i,0.0010593+0.0031316i,0.0015932+0.0029385i,0.001232+0.0014935i,0.0012449-9.0611e-05i,0.0023323-7.755e-05i,0.0030422+0.00024935i,0.0019807-0.00013947i,-3.9655e-05+0.00018404i,-0.0006625-1.5655e-05i,-0.00011144-0.0001371i,-0.00021588+0.0010931i,-0.0011886+0.0014802i,-0.0019117+0.0011592i,-0.0016453+0.00052256i,-0.0006603-0.00034243i,0.00031446-0.00043286i,0.00067258+0.00024033i,0.00047324+0.00044184i
0.00069596-0.0016357i,0.0014586-0.0018716i,0.00098419-0.0018782i,-0.00013535-0.0016944i,-0.0011644-0.0003819i,-0.0021006+0.0014199i,-0.001379+0.0026414i,-0.00010822+0.002958i,0.00078891+0.0020271i,0.00011835+0.0025229i,-0.00018803+0.0040946i,0.00058406+0.0029189i,0.00089891+0.00087109i,0.00087196+0.00096538i,0.00015532+0.0012358i,-0.00055773+0.00063506i,-0.0007529-0.0010749i,0.00028659-0.0027218i,0.0011112-0.0019878i,0.000426-0.0013577i,-6.0577e-05-0.0013422i,3.5435e-05-0.00056461i,6.9991e-05+0.00040114i
0.0023968+0.0010922i,0.0021477+0.0023058i,0.0012365+0.0033775i,0.00091958+0.0031008i,0.00074221+0.0022427i,0.0011899+0.0024872i,0.0012684+0.0025864i,0.00051919+0.0015091i,-0.00089139+0.00097781i,-0.0021612+0.00128i,-0.0026712+0.0010611i,-0.0016113+0.00059668i,-0.00038893-9.2625e-05i,-0.0002739-0.00080692i,0.00068897-0.00014509i,0.0012093+0.00016526i,0.0019306-0.00047807i,0.0022819+3.4165e-05i,0.0012512+0.0013654i,0.00059656+0.0010335i,0.00014324+0.00024801i,-0.00081464+0.00026897i,-0.00076423+0.0001809i
0.0011773-0.0007471i,0.0025907-0.0019562i,0.0011626-0.0022712i,-0.00018401-0.0015807i,0.00011339-0.00025902i,0.00068969+0.00048701i,0.00010434+0.00038638i,-0.00093643+8.9107e-05i,-0.000599-0.00044359i,-0.00033934-0.0012785i,0.00015649-0.0016909i,0.0005263-0.0020976i,5.7908e-05-0.0014376i,-0.0010103-0.0002978i,-0.0010601-0.00048715i,-0.00073533-0.00051114i,-0.00059295+0.00049443i,-0.0011176+0.00090689i,-0.0012435+7.7239e-05i,-0.00079764-0.00058928i,-0.00087703-0.00041854i,-0.00033112-4.5199e-05i,-0.00010336+0.00033573i
-0.00046407+0.0018689i,-0.0014192+0.0020422i,-0.0020237+0.0018487i,-0.001497+0.0013645i,-0.0013024+0.00092207i,-0.0013899+0.00087629i,-0.0014429+0.0014248i,-0.00085388+0.0010466i,-0.00015201-0.0005854i,-0.00017335-0.00017614i,0.00065309+0.0011639i,0.0013315+0.0013594i,0.00046737+0.0011293i,-0.00015387+0.00090256i,0.0001172+0.0008406i,-0.00049412+0.00040095i,-0.0017122-0.0002206i,-0.002331-0.00078152i,-0.0014681-0.00061013i,-0.00011975+0.00028989i,0.00051785+0.00059988i,0.00046496+0.00049065i,0.00051645+0.00034967i
0.001259-0.00044072i,0.0026493+0.00022929i,0.0031972+0.00098851i,0.0026298+0.00080318i,0.0019947+0.00019189i,0.001091-0.00050461i,0.00061769-0.0012277i,0.00075795-0.0011897i,-0.00012295-0.00016087i,-0.0018541+0.0013316i,-0.0027159+0.0014596i,-0.0024624+0.00076402i,-0.00078608+0.00081167i,0.00015573+0.0010716i,0.00028978+0.00029504i,0.0012514-0.0001468i,0.0016731-0.00082731i,0.0015743-0.00089921i,0.0013027-4.4556e-07i,0.00089383-0.00010558i,0.00077429-0.00027033i,0.00057192-0.00049723i,-1.2327e-05-0.00047118i
0.0022711-0.002406i,0.002924-0.002759i,0.0012535-0.0045954i,-0.0008285-0.0035578i,-0.0014509-0.00010291i,-0.00063384+0.0020918i,0.00062462+0.002346i,0.0010725+0.0011995i,9.5832e-05-0.00054658i,-0.0017852-0.0020181i,-0.0020131-0.0027021i,-0.0010419-0.0017127i,-0.00058581+6.53e-05i,-0.00055084+0.00026994i,-0.00048857+0.00032577i,-0.00067411+0.001293i,-0.0012159+0.0012283i,-0.0010658+0.00050715i,-0.00013049+0.0003034i,0.00027754+0.00010497i,0.00021188+4.1829e-05i,-0.00068224-3.2455e-07i,-0.001054+4.4711e-05i
-0.00023322+0.0011468i,0.0011262+0.0022325i,0.00092451+0.0030519i,-0.0003454+0.0028969i,3.4071e-05+0.0014623i,0.00039557+0.0011981i,-3.0899e-06+0.00186i,0.00053882+0.00092442i,0.00045585-0.0001953i,0.00086001-0.00012173i,0.0022727-4.2794e-05i,0.0021302+0.00031869i,0.0011744+8.1014e-05i,0.0010522-0.000158i,0.0012258-0.00034843i,-0.0001963-0.00089868i,-0.0011386-0.00076102i,-0.001017-0.00087588i,-0.00088044-0.0008314i,-0.00088457-0.0010881i,-0.00078965-0.0012053i,-0.00033622-0.00059931i,0.00063889-0.00042037i
0.00090225+0.0018191i,0.0018388+0.00083994i,0.0021655-0.00038924i,0.0017349-0.00027984i,0.0005477+0.00027797i,0.00028269+7.8327e-05i,0.00031664-0.00046213i,0.00038003+0.0002621i,0.00078323+0.00095369i,0.00057014+0.001115i,-0.00062263+0.0020296i,-0.00047688+0.0018599i,-0.00043178+0.00030403i,-0.0010081-0.00031365i,-0.00029754-5.227e-05i,0.0014886-0.00022923i,0.0021595-0.00074971i,0.0017948-0.001297i,0.001252-0.00057429i,-2.1684e-05+0.00028579i,-0.000995-0.00017573i,-0.00015629-0.00029935i,0.00081866+0.00017677i
1.5802e-05+0.0018592i,-0.00023629+0.001765i,-0.00012968+0.0016782i,-3.4257e-06+0.00041258i,0.00037219-1.5524e-06i,3.9194e-05+0.0014653i,-0.00013979+0.0024307i,0.0004458+0.0023955i,0.00045552+0.0014362i,-0.0004956-8.7352e-05i,-0.0019339-0.0016619i,-0.0027182-0.0019929i,-0.0021516-0.00097415i,-0.0020435-0.00024067i,-0.0017338+0.00023984i,-0.00067672+0.0012028i,-0.00075052+0.0023514i,-0.00068966+0.0015629i,0.00022772+0.00034174i,0.0007373-0.00017722i,0.0011811-0.00020346i,0.0011801-0.00029587i,0.001133+0.00032214i
0.0032232+0.0023288i,0.0042254+0.0027047i,0.0044137+0.0029354i,0.0031234+0.0019548i,0.0014086+0.00053244i,-0.00048302+0.00037209i,-0.0011659+0.0010778i,-0.00043681+0.00080484i,0.00062063-9.1047e-05i,0.0012292-0.00072444i,0.0016056-0.0016318i,0.00089245-0.0019658i,-0.0010087-0.0012997i,-0.0016435-0.00070203i,-0.0012195-0.00049909i,-0.0013314-0.0012403i,-0.0015825-0.0014372i,-0.0011737-0.00054051i,-0.001038+0.00069639i,-0.00086768+0.00099323i,-0.00042745+0.00080349i,-0.00031132+0.00082685i,-0.00020228+0.00088586i
-0.00020889-0.00062616i,0.00097764-0.0016685i,0.0010837-0.0030499i,-0.00018709-0.0030886i,-0.00098953+9.4091e-05i,-0.0005111+0.0021628i,1.781e-06+0.001491i,2.201e-05+0.0010374i,0.00051367+0.0014308i,0.001763+0.0017149i,0.0019915+0.0025733i,0.0012508+0.0029628i,0.0010661+0.00070318i,0.00075518-0.0009703i,0.00063189-0.00034274i,0.0011333-0.00044715i,0.00073412-0.0012049i,0.00043031-0.0016422i,0.0001277-0.00093285i,-0.00021399+0.00011762i,-0.00018591-0.00010142i,0.00015264-8.6216e-05i,-0.00010509+0.00016002i
0.00034777-0.00074294i,0.00018939+0.0009929i,-0.0013865+0.0022584i,-0.0021571+0.0017275i,-0.0020617+0.0007508i,-0.0018017+0.00098225i,-0.0014063+0.0024659i,-0.00036113+0.0028686i,0.0003026+0.0026308i,-0.00054618+0.0028036i,-0.0019162+0.0025301i,-0.0025999+0.00092517i,-0.0011759-0.00047496i,0.00034816-0.00081586i,6.3909e-05-0.00013269i,-0.00033248+0.0014972i,0.00019633+0.0016106i,0.00043396+0.00058485i,0.00063711+0.00034965i,0.0010277+0.00028311i,0.00084463+0.00011125i,0.00033228+0.00011332i,-2.9676e-05+2.5665e-05i
