0.00063045-7.0004e-05i,0.00099011-4.2222e-05i,0.00046223-0.0010401i,-0.00061818-0.0016269i,-0.00149-5.1328e-05i,-0.0014921+0.0022675i,-0.00040506+0.0037837i,0.0006999+0.0031733i,0.0017928+0.0013175i,0.0022166-0.00011581i,0.0014417-0.00098106i,0.00059553-0.001114i,0.00050404-6.5077e-05i,0.00033342+0.0010299i,-4.311e-05+0.00095268i,0.00027433+0.00089363i,2.464e-05+0.00055938i,-0.00013481+0.00040987i,-0.00046425+0.00071912i,-0.0010115+0.00017414i,-0.0010628-0.00053331i,-0.00030879-0.00018623i,0.00048437+0.0002581i
0.0012859+0.0015431i,0.00082163+0.0014898i,0.00051236+0.00012975i,0.00054837-0.00066497i,-0.00012006-0.00089349i,-0.00097473-0.00038947i,-0.0016573+0.00081805i,-0.00031434+0.0013547i,0.00081351+0.0010045i,-4.2039e-05+0.00055564i,-1.1646e-05-0.00046376i,5.8273e-05-0.0012113i,-0.00082622-0.0013605i,-0.00068968-0.00097634i,-7.6473e-05+3.1256e-05i,-1.9867e-05+0.00035487i,-0.00029907+0.00013294i,0.00045178+0.00035593i,0.00027503+0.00071757i,-0.0010191+0.00030666i,-0.00079695-0.00037525i,-0.00089613-0.00055116i,-0.00050538+0.00012601i
0.00067314+0.00096568i,0.0019888-0.00010512i,0.0021396-0.0008188i,0.0014641-0.00053028i,0.00042351+0.00014197i,-0.00017988+0.00086091i,-8.5914e-05+0.0016916i,-8.7386e-05+0.001902i,0.0006238+0.00061139i,0.0016785-0.00062218i,0.00095812-0.00023298i,-0.00042889+0.00060702i,-0.00099456+0.00052995i,-0.0010384-0.00028613i,-0.00054142-0.00079798i,5.2706e-05-0.00049739i,-0.00040654-0.00051109i,-0.00068588-0.00035954i,-0.00024717+0.00066981i,-0.000367+0.00087674i,-0.0004062+0.0004397i,0.00056214-0.00011909i,0.0011656-0.00028064i
-0.00047654+0.00020551i,-8.3476e-05+0.00090836i,0.00062649+0.00051514i,0.0015575-0.00070253i,0.00099185-0.00080533i,-0.00018487+0.00012738i,-0.00012124+0.00033233i,0.00047054+0.00056137i,0.00059119+0.00017619i,0.00032226-0.00036197i,0.0002583-0.00094035i,0.00033435-0.0013823i,5.6112e-06-0.00074723i,-9.4068e-05-0.00047607i,0.00041033-0.00051842i,0.00079613+0.00025259i,1.7746e-05+0.001021i,-0.00091439+0.0010266i,-0.00078394+0.00020605i,0.0001332+0.00017617i,0.00080929+0.00068482i,0.00053443+0.00091112i,-0.00065266+0.00040366i
0.0016916+0.00075747i,0.0018699-0.00017792i,0.0010519-0.00085131i,0.00034353-0.00096136i,-1.0402e-05-0.00021353i,-0.0010391+0.0013329i,-0.0011843+0.0024952i,-0.00017346+0.0022942i,0.00072796+0.0009936i,0.0012577+0.00026242i,0.000674+0.00017428i,-0.00036127-0.00031605i,-0.00050943-8.4127e-05i,-0.0001529+0.00048948i,-0.0002935-9.8377e-05i,0.00021425+0.00030387i,0.00057699+0.00076234i,0.00017445-2.1868e-05i,2.8667e-05+0.00010495i,0.00010276+5.1376e-05i,-0.00011687-0.000103i,0.00011814+0.00011126i,0.00050046-0.00013039i
-0.0027284+0.00094024i,-0.0021783+0.00059362i,-0.0012713+0.00010694i,-0.0004499+1.6385e-05i,0.000309+0.00029077i,-4.3515e-05+0.00023333i,8.321e-05+0.00071475i,0.00078899+0.0010823i,0.00036066+0.00049488i,1.9402e-05+0.00025444i,8.7474e-05+0.00045488i,0.00034086+9.8685e-05i,0.0010002-7.7759e-05i,0.00081067+0.00018254i,5.4953e-05+0.00035394i,-0.00012822+7.0723e-05i,-0.00010523-0.00039738i,-0.00029067-0.00047175i,-0.00012824-0.00093986i,-0.00012277-0.00056559i,-0.00058761-0.00021001i,-0.0015303-0.0006731i,-0.0017212-0.000787i
0.00012175-0.0020187i,0.0015912-0.0012994i,0.00088465-0.00029691i,-0.0011146+0.0002057i,-0.0010835+0.00019375i,-0.00045876+0.00068064i,8.9147e-05+0.0019947i,0.00070044+0.0019111i,0.0009338+0.00034104i,0.0007521-0.00089584i,0.00053433-0.0005361i,-0.00016418+0.00052547i,-0.00095126-0.00031501i,-0.00060455-0.00060421i,4.4107e-07-0.00012922i,-3.9123e-05-0.00028088i,0.00035189-0.00077916i,0.00099733-0.00052554i,0.0005042-0.00019947i,-0.00040917-0.00040608i,-0.00051433-0.00078712i,-0.00048698-0.0012073i,-0.00027939-0.00095925i
0.0033783-0.00070592i,0.0035464+5.9801e-05i,0.0028964-0.00069787i,0.0016659-0.0008788i,-0.00018744+0.00066044i,-0.0021085+0.0019981i,-0.0017523+0.0024023i,-0.00034167+0.0018998i,9.9923e-05+0.00068906i,0.00025593+0.00048109i,-0.00010064+0.00025968i,-0.00040965-0.00062813i,-0.00061999-0.0012206i,-0.00053971-0.00024477i,-0.00026869+0.00028104i,-0.0006183-0.00052126i,-0.001012-0.00068197i,-0.0010595-9.5721e-05i,-0.0009478+0.00012797i,-0.0001103+0.0008555i,0.00018292+0.0012111i,-0.00065032+0.00080182i,-0.00058917+0.00046354i
-0.0020646+0.00092394i,-0.001961+0.00082786i,-0.00065219+0.00089259i,0.00093506+0.00033943i,0.0016397-0.000366i,0.00081765+0.0002811i,0.00052126+0.00106i,0.00063198+0.00071179i,0.0006763-0.00053672i,0.0012791-0.00063283i,0.0010757-8.963e-05i,0.00012951-0.00056657i,-0.00016304-0.00069024i,0.00066149-0.00050803i,0.00054341-0.00014919i,4.0498e-06+0.0002659i,-7.8874e-06+0.00035928i,0.00021784-0.00027537i,0.00039186+0.00015508i,0.00043447+0.00058558i,1.8584e-05-0.00030556i,-0.00072079-0.00029178i,-0.00074697+0.00051225i
1.745e-05-0.0015273i,-9.5552e-05-0.00065191i,-0.0010841-0.0012109i,-0.0015649-0.0013413i,-0.0023643+0.00033277i,-0.0027825+0.0014415i,-0.001552+0.0017172i,-0.00011321+0.0014939i,0.00055283+0.00042707i,0.00014003-0.00077801i,-0.00070411-0.00085314i,-0.00059719-0.00012996i,-0.0005435+0.00063194i,-0.00053197+0.00070309i,0.00027113+0.00021456i,0.0012279-0.00044806i,0.0010856-0.00047555i,0.00074005+0.0001219i,0.001066+0.00043317i,0.00067018+0.00022771i,0.00039602+0.00069406i,0.00024145+0.0011249i,0.00039436+0.00071042i
0.00082571-0.0018805i,0.0003562-0.0019386i,0.00049405-0.0018162i,-0.0001601-0.00085207i,-0.00093738+0.00041783i,-0.00055696+0.0013418i,0.00032875+0.0018748i,0.0012219+0.00096213i,0.0010271-0.00024912i,0.0004729-0.00054261i,0.00024373-0.00065072i,9.1402e-05-0.00087821i,0.00014945+0.00022385i,0.00011472+0.0012865i,0.00019244+0.0013273i,0.00057991+0.0012616i,0.00097095+0.00031341i,0.00069851-0.00058188i,-8.8067e-05-0.00039211i,0.00023702-8.2742e-05i,0.00046597-0.00062044i,0.00012084-0.0008462i,0.0004514+0.00034283i
-0.0014638-0.0020896i,-0.0011321-0.0017028i,-0.0014012-7.1214e-05i,-0.00085898+0.0012218i,0.0012295+0.0014303i,0.0014854+0.0014475i,0.0014464+0.0016025i,0.0022593+0.0019025i,0.0018121+0.0012006i,0.00050367+0.00033911i,7.5579e-05-0.00013992i,0.00067964-0.00063067i,0.00067154-0.00053204i,0.00020905-0.00025623i,0.00055279-0.00043596i,-1.844e-05-0.00025031i,-0.00035553-0.00010585i,0.00045771+6.8371e-05i,0.00046714-0.00023187i,-0.00035935-0.00062615i,-0.00043817+9.9027e-05i,-0.00049789+0.00041603i,-0.0010372-0.00048565i
0.00015411+0.00072512i,0.0007644+0.0007464i,0.0017211+0.00034287i,0.0022275-0.00049017i,0.0012532-0.00017264i,2.5413e-05+0.00032758i,-0.00041672+0.0011763i,-0.00049063+0.0014363i,-0.0008714+0.0004824i,-0.00052756+0.00021441i,-7.9568e-05-3.624e-05i,-3.9743e-05-0.00019211i,-0.00040264-0.00011694i,2.3212e-05-0.001049i,0.00071878-0.00087087i,0.00059197+0.00044747i,-0.00040422-0.00022839i,-0.00083515-0.0012994i,0.00037264-0.00069572i,0.00077111+0.00013341i,0.00066367+0.0001531i,0.0012781+9.1929e-06i,0.00087963+0.0005457i
0.00022035-0.00040944i,0.0010316+0.00028688i,0.00086714+0.0015574i,3.9557e-05+0.0012847i,-0.00073314+0.00046373i,-0.00017258+0.00082266i,0.00058063+0.0017972i,0.00064358+0.0016379i,0.00029321+0.00023086i,-7.6655e-05-0.00040555i,0.00029109+0.00014028i,0.00049612+0.00073219i,-0.00031833+0.00073826i,-0.00089977+9.0503e-05i,-0.0005264-0.00029783i,-0.00029274-0.00030097i,4.5459e-05+0.00016666i,0.00058364+0.00057342i,0.00044795+0.000139i,4.4597e-05+0.00018305i,8.7361e-05+0.00023659i,0.00060623-0.00039947i,0.00098036-9.5274e-05i
-0.0015463+9.2395e-05i,-0.00096159+0.00022968i,-0.0013859+0.00099231i,-0.00075003+0.001422i,-0.00092026+0.0015955i,-0.0017267+0.00075832i,-0.00099724+0.0010164i,-0.00023781+0.0017089i,-0.00048752+0.0012274i,-0.00097376+0.00099702i,-0.00078778+0.00045875i,-0.00056168-0.00050946i,0.00025173-0.00091208i,0.0010656-0.00078096i,0.0013727-0.00083334i,0.0013806-0.00014206i,0.00039965+0.00015485i,-0.00039755-0.00049801i,-0.00038583-0.0010303i,-0.00023232-0.00077234i,-0.00023159-0.00036693i,-0.00014709-3.5366e-05i,0.00041645+0.00097425i
0.00026507-9.2286e-05i,0.00089437+0.0006005i,0.001372-5.8027e-05i,0.0022452-0.00099205i,0.0020041-0.00046598i,0.0015819-2.1147e-05i,0.0013792+0.00053003i,0.00072685+0.0012292i,0.00037659+0.00098932i,0.00022519+0.00067076i,-0.00033659+0.00039468i,-0.00064454+0.00038516i,-0.00098386+0.00025095i,-0.00041275-6.7779e-05i,0.00040374-0.00032769i,0.00041553-0.00025074i,3.6754e-05-0.00059198i,-0.00052721-0.0010678i,-0.00074375-0.0011636i,-0.0010996-0.00092091i,-0.0016821+9.11e-05i,-0.0011235+0.00014901i,-0.00018732-0.00084667i
-0.00054469+0.00012141i,-0.00081169-0.00038511i,-0.00049564+7.2475e-06i,-0.00016693+0.00059509i,-0.00055013+0.00065522i,-0.0013682+0.0015232i,-0.0015463+0.0021564i,-0.00079333+0.0020431i,-0.00039065+0.0017365i,-0.00041564+0.00092735i,-0.00034939+2.415e-05i,-0.00044978-0.00059825i,-0.00029394-0.00023666i,-1.2396e-05-0.000178i,0.00028605-0.00065524i,0.00069291-0.00014665i,0.00048121+0.00057935i,0.00038143+0.00024256i,0.00026169+3.0669e-05i,-0.00040816+2.5325e-05i,-0.00053985-0.00067773i,-0.00012268-0.00084266i,0.00031619-5.8871e-05i
0.00084455+0.00038809i,0.0017405-0.00051058i,0.0018788-0.00065502i,0.0011989-0.0012251i,0.00095159-0.0010465i,0.0004255+0.00093867i,-1.4045e-05+0.0015685i,0.00076613+0.0011504i,0.00093144+0.00012115i,-5.8719e-05-0.00051782i,-0.00025056-0.00066997i,7.9654e-05-0.00069395i,-0.0004416+3.3638e-05i,-0.0014252-5.5481e-06i,-0.0014887-0.00027466i,-0.00052862-0.00017524i,0.00018831-6.7704e-05i,0.0002241-0.00016806i,0.00017003-0.00059359i,-0.00018733-0.00087421i,-0.00027452-0.00098409i,8.6445e-05-0.0009007i,0.00038258-1.1626e-05i
9.1489e-05+0.0015559i,0.0003736+0.0014592i,0.001491+0.0015591i,0.001832+0.00022494i,0.00038401-0.00083802i,2.4571e-05+0.0006019i,0.00026805+0.0026652i,0.00088398+0.0030324i,0.0016133+0.0018742i,0.0011966+0.00078919i,7.0048e-05+0.00010219i,-0.00045532-0.0010846i,-0.00040918-0.0012304i,-0.00018763-0.00049531i,-0.0007444-0.0010052i,-0.0012253-0.0014506i,-0.0014269-0.00043408i,-0.0012827+0.00039001i,-0.00057649+0.00040088i,-0.0004712+0.00027689i,-0.000946-4.792e-05i,-0.00063409+0.00016219i,-3.8009e-05+0.00050415i
9.828e-05+0.0010714i,-8.6257e-05+0.0015536i,0.00015267+0.0013862i,0.00061109+0.0013427i,0.0010182+0.0011455i,0.0013485+0.00085601i,0.0010064+0.0006253i,5.954e-05-7.9103e-05i,-0.00042342-0.00038695i,-0.00022138+0.000176i,0.00049685+0.00056092i,0.00077148+0.00051055i,0.00046948+0.00042954i,-0.00018401+0.00034522i,6.1703e-05-0.00026888i,5.8177e-05-0.00061569i,-0.001034-0.00059717i,-0.0016332-0.00027486i,-0.00064868-0.00038934i,-0.00010691+2.1076e-05i,-0.00070745+0.00017534i,-0.00084548-0.00038266i,-0.00076861-0.00043744i
-0.00071637+0.0017917i,-0.0010002+0.0016491i,-0.0009205+0.0011805i,-3.9884e-05+0.00066243i,0.00063573+0.00052251i,-0.00011092+0.0012548i,-0.00078025+0.00099925i,0.00016602+0.00061202i,0.00018207+0.00060728i,-0.00015818-0.00011357i,0.00043387-0.00085582i,0.00043206-0.0011911i,0.00038935-0.0011348i,0.00024865-0.00047753i,0.00071435-0.00025616i,0.0010339-0.00091856i,0.00084973-0.00083644i,0.00035753+7.8049e-05i,0.00016916+0.00047865i,0.00025594+0.00045361i,0.00033715+0.00040443i,0.00044515+0.00086132i,0.00067389+0.00095034i
-0.0010898-0.00090533i,-0.00022325-0.0003502i,6.7083e-05-0.00020954i,0.00053438+0.00026424i,0.00088865+0.0005056i,0.00020654+0.0015768i,-0.00027022+0.002315i,6.1474e-05+0.0017998i,-0.00084391+0.0011693i,-0.0016398+0.00066515i,-0.00085629-0.00020377i,-9.6198e-05-0.0013952i,0.00041325-0.0015055i,0.00074759-0.00019526i,0.00042037+0.00087668i,-0.00024339+0.0010423i,-0.00063471+0.00077135i,-0.00058926+0.00049679i,-0.00061092+0.00037977i,-0.00020104+0.00017294i,-7.1885e-05-0.00020336i,-0.00042318-9.4131e-05i,0.00016569+0.00070714i
0.0014351-0.0013639i,0.0011372-0.00078426i,0.0011281-0.00057788i,0.00065759-0.00052706i,-0.00016421+0.00012125i,-0.00040149+0.00075939i,0.00019648+0.0014589i,0.00067959+0.001344i,0.00059647-0.00010145i,0.00021587-0.0002318i,0.00031942-4.5381e-05i,0.00057339-0.00018689i,0.00043483-8.6677e-05i,-0.00016593+6.5772e-05i,-0.00062992+0.00023933i,-0.00051715+0.00020837i,-0.00022363-2.2184e-06i,-0.00028121-0.00042838i,-0.00028939-0.0008318i,-0.00017809-0.00060288i,-0.00018746+0.00030789i,0.00019477+0.00039502i,0.00037632+0.00014693i
0.0015445+0.00025974i,0.00070317+5.7972e-05i,0.00099866-0.00089534i,0.00070166-0.0016187i,-0.00060405-0.0015915i,-0.00050714-0.00038452i,0.00069538+0.0012813i,0.00077868+0.001251i,0.00039979-0.00016334i,-0.00051777-0.00027442i,-0.00067714-0.00037208i,-9.8015e-05-0.0011197i,-0.0003597-0.00063863i,-0.00038391-0.00010258i,0.00029336-0.00055614i,0.00056676-0.00062553i,1.0745e-06-0.00054906i,-0.00044672-0.00073616i,7.4187e-05-0.00011569i,0.00063822+0.00040776i,0.00062677+0.00028297i,0.00016632+0.00019898i,-0.00019411-7.0532e-05i
0.00094785-0.00095436i,0.0013511-0.0015393i,0.00050839-0.0011904i,0.0011244+0.00017939i,0.0011152+0.000852i,0.00060416+0.0013253i,-1.36e-05+0.001956i,-5.4304e-06+0.0015277i,0.00030768+0.00028898i,0.00035467-0.00071173i,-3.9241e-05-0.0003017i,-5.4529e-05-0.0004693i,0.00052687-0.00049125i,0.00076093-5.3988e-05i,0.00046059-0.00018343i,-0.0002523-0.00025625i,-0.00036072+0.00013117i,-0.00017563-0.00028507i,0.00032676-0.00093316i,0.0015112-0.0011603i,0.0012059-0.00068557i,-0.00029275-0.00050872i,-0.001492-0.00075441i
0.00075947-0.0002276i,0.0007655-0.00033381i,0.00090972-0.00040808i,0.00057589-0.00086644i,-0.00015319-0.00062682i,-0.0002256+0.00041726i,-0.00015534+0.0017576i,0.00035581+0.0022592i,0.00033978+0.0013944i,-3.6925e-05+0.00066983i,-9.9867e-05+0.00054236i,-0.00062536+7.9414e-05i,-0.00072387+0.00048185i,-0.00032279+0.0010307i,-0.00064078+0.00062069i,-0.00094334-6.1585e-05i,-0.00053439-0.00014016i,-0.00030915+0.00011484i,-0.00012281+0.00031127i,-0.00039886+0.00022522i,0.00011289+0.00010557i,6.8564e-05+0.00013239i,-0.00042705+0.00031326i
0.00036296-0.0015949i,0.00059297-0.001316i,0.00066928-0.00053702i,0.00078058-0.00023887i,0.00053541+7.6566e-05i,0.00062472+0.00036377i,0.00040876+0.00066699i,-0.00024899+0.00073841i,-4.7482e-05+0.00015128i,-0.00047124-0.00014917i,-0.00099871-0.00037496i,-0.00041799-0.00064303i,-0.00047691-0.0009918i,-0.00065116+0.00026938i,-0.00046462+0.0013286i,0.0002374+0.00095138i,9.2081e-06+0.00063875i,-0.00016676+0.00019432i,-8.9777e-05+6.5405e-05i,-0.00020775-3.7592e-06i,-6.2661e-05+7.6503e-05i,0.00067165+0.0004881i,0.00018001+0.00023585i
0.00030836+0.0010911i,0.0015436+0.00088295i,0.0015622+0.0006342i,0.0013612-0.00011425i,0.0012325-0.00016125i,0.00033534+0.00080923i,-0.00041236+0.0023545i,-0.00011273+0.0025324i,0.0001831+0.0014281i,0.00014831+0.00051199i,-0.00010058-8.102e-05i,-0.00047907-0.00059354i,-4.9557e-05-5.4063e-05i,5.4074e-05-0.000227i,3.0224e-05-0.0014009i,0.00022123-0.0012993i,7.0359e-06+6.6117e-06i,-0.00029707+0.00053818i,-0.00026026+0.0001732i,-0.00054264+0.0002966i,-0.00081545+7.3975e-05i,-2.6841e-06-0.00041233i,9.3895e-05-0.00072835i
0.00035175-0.00016442i,0.0011758+0.00014744i,0.0013182-0.00016906i,0.0007423-0.00041808i,-0.0001076-0.0002009i,-0.0006107+0.00040737i,-0.00046193+0.00034317i,-0.00019605-0.00027487i,-0.00056741+0.00010553i,-0.0010444+0.00041317i,-0.00096533-0.00014455i,-0.00057073-0.00076158i,-0.00099895-0.0012462i,-0.00079724-0.00072663i,-0.00026624+0.00029547i,-2.1751e-06+0.00037003i,0.0002705+6.1345e-05i,-9.6026e-05-3.2101e-06i,-0.0006604+0.0004725i,-0.00054053+0.00096731i,5.1088e-05+0.00042406i,0.00053551-0.00029031i,0.00035074+0.00045558i
9.7062e-05-0.00044253i,-0.00036403-0.00012023i,4.283e-05+6.451e-05i,0.00075979+0.00017772i,0.00065193+0.00052002i,0.0005493+0.00051116i,0.0006589+0.00082462i,0.00030176+0.0016533i,-0.00016911+0.0010454i,0.00016615+0.00019149i,0.00072002-0.00015595i,0.0005142-0.00059799i,5.0614e-05-2.6937e-05i,-0.00031843+0.00071768i,3.4608e-05+0.00042614i,0.00033895+0.00020146i,0.00017292+0.00028478i,0.00055429+0.00015587i,0.00061824+0.00014542i,-5.6579e-05+0.00042924i,-0.00042525+0.00035345i,-0.00025922-0.00060267i,0.00027069-0.00086741i
0.0011499-0.00012802i,0.0011544+0.00023274i,0.001412-0.00030295i,0.00106-0.0012777i,0.00064731-7.5593e-05i,-0.00019073+0.0013896i,7.5698e-05+0.0016803i,0.00057243+0.0010397i,-0.00032726-4.6202e-05i,-0.00075921-0.00065959i,-0.00077096-0.0012477i,-0.00023167-0.0005481i,0.0001391+0.00092534i,-0.00056024+0.0017951i,-0.00081591+0.0018033i,-0.00025633+0.00093289i,0.00017346+4.9877e-05i,-0.00021012-0.00010644i,-1.025e-05+0.00050381i,0.00040039+0.001063i,0.00053147+0.00079946i,0.00057978+0.00093814i,0.00040521+0.0011101i
0.0013355+0.0010091i,0.002955+0.0015757i,0.0030951+0.0016228i,0.0028087+0.00056791i,0.0012795+0.00051558i,-0.00017438+0.0011639i,-0.00023212+0.0016158i,-8.2189e-05+0.0016829i,0.00023017+0.0014658i,6.3692e-05+0.00067908i,0.00039724+0.0007057i,1.5195e-06+0.00072533i,-0.0010719+0.00043982i,-0.00071447+0.00048687i,0.0005045+0.00012484i,0.00094475-0.00046137i,2.2922e-05-0.00043309i,-0.0005082-0.00014677i,-0.00048596-0.00029368i,7.0902e-05-0.00043051i,0.00060509+0.00023127i,0.0008162+0.00069031i,0.0002714+9.9234e-05i
2.4587e-05+0.0004258i,-0.00040325+0.00059145i,-0.00040563+0.0003321i,-0.00057949-0.00018446i,-0.0007351-0.00043301i,-0.00023389-0.00025928i,-0.00077863+0.00033504i,-0.00082318+0.0009752i,-0.0003411+0.0014316i,-2.7195e-05+0.00099275i,0.00030607-0.00035923i,0.00042905-0.0010158i,9.3563e-05-0.00090815i,0.0003168-0.00056473i,0.0010356-0.00022004i,0.00069058+6.1041e-06i,-0.00012103+0.00052351i,-0.00019402+0.0002742i,0.00029086-3.7823e-05i,0.00042498+0.00015327i,-0.00015636+0.00014223i,-0.00054712+0.00049413i,-0.0004985+0.00052743i
-0.00021529+0.00083907i,0.00078686+0.0015958i,0.0020696+0.0025059i,0.0021118+0.0015914i,0.0013157+0.0010253i,0.00033863+0.00030109i,-0.00063669+0.00012481i,-0.0014097+0.0003616i,-0.0012363+8.8824e-05i,-0.00031163-0.00021889i,0.0010915-0.0011831i,0.0016963-0.0012178i,0.0013722-0.00026368i,0.0010104-0.00017091i,0.0014492-0.00076467i,0.0016062-0.00062518i,0.0011209-0.00046431i,0.00050849-0.00023549i,0.00014865+0.00039448i,0.0003619+0.00029686i,0.00027358+0.00054355i,-0.0003605+0.0012272i,-0.00012681+0.0010391i
-0.0010914+0.00027071i,-2.3023e-05+0.0011342i,0.00040804+0.0018515i,0.0007654+0.0013884i,0.00091867+0.00029009i,-8.737e-05+0.0008614i,-0.00053521+0.0015899i,6.3906e-05+0.0003421i,0.00048514-0.00082481i,0.00030067-0.00035841i,0.00041297+0.00021621i,0.00037537-0.00080134i,-0.00049981-0.00085367i,-0.00078597+0.00065679i,-3.0799e-05+0.00067485i,0.00015097+0.00039842i,4.6054e-07+0.00037685i,0.0001878-0.00017266i,0.00067128-0.00026815i,0.00046356-9.5477e-05i,-0.00024861-0.0001749i,-0.00017929-0.00033715i,-0.00020246-0.000284i
0.00034436+0.0013553i,0.0013621+0.00078213i,0.0021044+0.0009933i,0.0018963-4.2105e-05i,0.001272-0.00083067i,-1.1286e-05-0.00011296i,-0.00078625+0.0012008i,-0.0010174+0.0013491i,-0.00065059+0.0005293i,3.7589e-05+0.00020381i,0.00069227-0.00017835i,0.00050146-0.00038958i,-0.00034805+0.00018578i,-0.0008737-0.00013243i,-0.00015817-0.00072323i,-6.5123e-05-0.00066121i,-0.00026402+1.4023e-05i,0.00024553+0.0010675i,-0.00056788+0.0011202i,-0.0010033+0.00077343i,4.3015e-05+0.00015567i,0.00076324+0.00019123i,0.00068965+0.00011571i
0.00088003+0.00085405i,0.0020954+0.00040006i,0.0024055+7.5472e-05i,0.0013564+0.00011153i,0.00043923+0.00036278i,6.2451e-05+0.0013044i,0.00031172+0.0017952i,0.0017844+0.00080797i,0.0019408-0.00011126i,-0.00011005-0.00036848i,-0.00078882+0.0003785i,-0.00016013+0.00074755i,0.00044727+0.00062011i,0.00037762+0.00078671i,-0.00015303+0.00085492i,-0.00019994+0.00062261i,0.00028628+0.00064495i,-1.4384e-05+0.0010778i,-0.00057893+0.00043734i,-0.00054532-0.00025219i,-0.00041312+0.00017715i,-0.0003718+9.6406e-05i,-0.00018489-0.00014297i
-0.0010371-0.00079861i,-0.0026653-0.001016i,-0.0038873-0.00075543i,-0.0028606-8.4044e-05i,-0.001343+0.00036908i,-0.00016018+0.0004285i,0.0010528+0.0012391i,0.0013682+0.0013165i,0.0013161+3.8007e-05i,0.0012051-0.00036108i,0.0014474+0.00024033i,0.0008463+0.00036358i,-0.00048265-0.00031934i,-0.00034442-0.0001048i,0.00036688+7.9553e-05i,0.00067547+0.00014094i,0.00052339+0.00037127i,-9.7254e-05+0.00016324i,-0.00042279-0.00014865i,-0.0002395-4.2235e-05i,0.00018609+0.00050436i,0.00028822+0.00051684i,-0.00034116-5.9449e-05i
0.0015217+0.00013681i,0.0021748-0.00067076i,0.002567-0.0014879i,0.0022255-0.0013296i,0.0013804-0.00016535i,0.0010083+0.0011263i,0.00013908+0.0017336i,-0.000586+0.0019029i,-0.00039704+0.00088449i,0.00029555-0.00017751i,0.00032523-0.00027936i,3.8268e-05-0.00089476i,-0.00028246-0.0013815i,-0.00025339-0.00095387i,-0.00023848-0.00026551i,1.3154e-05-0.0001842i,-0.0003048-0.00038182i,-0.00036365-3.4305e-05i,0.00041886+0.00088761i,-0.00013931+0.00091754i,-0.000649+0.00048282i,-0.00011851-0.00046179i,0.00030472-0.00049852i
0.00023505+0.00014658i,0.00094445+0.0013324i,0.0018258+0.002312i,0.0019586+0.0020908i,0.0014292+0.0018019i,0.00080197+0.0015921i,0.00030832+0.0024094i,0.0005002+0.0021941i,0.00036873+0.0010708i,0.00027042+0.00063258i,-4.4311e-05+0.00091291i,-0.00016601+0.0001808i,-0.00044377-0.0012545i,-0.0002879-0.00084147i,0.00084673-8.884e-05i,0.0011158-0.00059462i,0.00091127-0.0010145i,0.00043509-0.00069016i,-0.00024461+7.5682e-05i,-4.2594e-05+0.00027882i,0.00028206-0.00041713i,-0.00041731-0.00054352i,-0.00093047-6.2769e-05i
-0.00017395-0.00077112i,-0.00070178-0.0010577i,-0.0010635-0.0012366i,-0.00080614-0.00065359i,-0.00041583-0.00025377i,-0.00031739-2.2757e-05i,-0.0005615+0.000693i,-0.00076702+0.0011762i,0.00010561+0.00088869i,0.00019835+0.00033659i,-0.00025097-0.00050847i,0.00015688-0.00083667i,0.0011075-0.00029415i,0.00099911+0.00043277i,0.00033466+7.6569e-06i,0.00031326-0.0004183i,0.00024452+0.00013883i,0.00031429+0.00068256i,2.4203e-05+0.00038385i,-0.00013068-0.0001976i,-0.00073363-0.00010705i,-0.00083727-0.00013331i,-0.00043433+4.4073e-05i
0.00027924+0.0018607i,0.0019783+0.00010701i,0.0032444-0.0011883i,0.003614-0.0014983i,0.0025062-0.00096072i,0.00068776-0.00067152i,0.00032189+0.00017656i,8.4135e-05+0.0010382i,-0.00044832+0.00074419i,-3.6819e-05+6.1254e-05i,0.00054517-0.00044428i,0.00095227-0.00012651i,0.00098495+0.00046795i,0.00097752+0.00054595i,0.001117+0.00063354i,0.0013227+0.00019414i,0.00087483-0.00035091i,1.106e-05-0.00058889i,-0.00046634-0.00035471i,-0.00059209+0.00084595i,-0.00058585+0.0013644i,-0.00056332+0.0010287i,0.0003616-9.0702e-05i
0.00014473+0.00028964i,-0.00012511+0.00047483i,-0.0010214+0.00060308i,-0.0015768+0.00075676i,-0.00064817+0.0008107i,-0.00038395+0.00148i,-0.00054344+0.0014055i,0.00020441+0.001297i,0.00027613+0.0008371i,-0.00020941+0.00063067i,-0.00055715+0.0002267i,-0.0005755-0.0009894i,0.00037726-0.00034443i,0.00048865+0.00055635i,-0.00030569+0.00082064i,-0.00055311+0.0016117i,-0.00037725+0.00098442i,-4.7422e-06-0.00024388i,0.00048789-0.00013541i,0.00046975+0.00048802i,-0.00046451+0.00020697i,-0.0008335+0.00012772i,-0.00012253-2.6008e-05i
-0.00090846-3.2858e-05i,-0.00086627-0.00054151i,0.00040176-0.00038977i,0.00095289-0.0003745i,0.00014728-0.00043222i,-0.00056746-0.0003391i,-0.00074097+0.00055283i,0.00026064+0.00070844i,0.00083529+0.00023317i,0.00021807+0.00053237i,0.00025254-0.00053876i,0.0004016-0.0012055i,-0.00037103-0.00095841i,-0.00019267-0.0014303i,0.0007501-0.0013073i,0.0014284-0.00032728i,0.0012612-0.00011809i,0.00045395-0.00031933i,-0.00013768+0.00037261i,-0.00026882+0.00076252i,-9.5627e-05-0.00014855i,-0.00015466-0.00010419i,-0.00038483+0.0003175i
