-0.0014218+0.00070947i,0.00023762-7.8751e-05i,-0.00021218-0.00069261i,-0.00073623-0.00032582i,-0.0004762+0.00025435i,-0.00019995+0.0012277i,0.00019341+0.0017846i,0.0005638+0.001556i,0.0008628+0.0013888i,0.0013383+0.0014073i,0.0011757+0.00080088i,0.00043449+5.0743e-05i,-0.00019281+0.00062919i,-0.00054289-2.3258e-05i,-0.00097921-0.00084472i,-0.001433+0.00016538i,-0.0011382+0.00082461i,-0.00016659+0.00030178i,0.00064679+0.00069831i,0.00091075+0.0011676i,0.00026399+0.0002064i,-0.00012135-3.9613e-05i,0.00092469+0.0002745i
-0.00054568-0.00090447i,-0.00019251-0.00035331i,-0.00075354-0.0005554i,0.0011094-0.0011127i,0.0023282-0.00014419i,0.0016784+0.00071354i,0.0020236+0.00030593i,0.0018328-0.00093539i,0.00025011-0.0013452i,-0.0015182-0.00052094i,-0.0018104-0.00014464i,-0.00093855-0.00016348i,-0.00050216+0.00035571i,-0.00058645+0.00068344i,-0.00070321+0.00041084i,-0.00021279+5.3873e-06i,0.00073916+0.00083604i,0.0010358+0.0012434i,0.00098412+0.00021624i,0.00033477+0.00011359i,-9.2421e-05+0.00030423i,0.00061313-0.00027141i,0.0010287-2.4717e-05i
-0.0020637+0.00079783i,-0.0028085+0.00056199i,-0.0018212+0.0015271i,-0.0012953+0.0019846i,-0.00072951+0.0017563i,0.0008117+0.0010077i,0.0013522+0.00074948i,0.00032421+0.00012572i,-0.00056285-0.00044674i,-0.00018063-5.4348e-06i,0.00079313+0.0010256i,0.0010665+0.0011245i,0.0006231+0.00076837i,0.00048403+0.00070479i,0.00059436+0.00016741i,5.5476e-05+0.00029924i,-0.0005156+0.00033632i,-0.00023921+0.00017092i,-0.00018096+9.9345e-05i,-9.7774e-05-3.3225e-05i,0.00035871+0.00025404i,0.00036432+0.00044807i,-0.00020692+0.00026237i
0.002176-0.00081037i,0.0027607-0.0001746i,0.0018186+4.3627e-05i,0.00013957-0.00028132i,-0.0010516+0.00063485i,-0.00050436+0.00093566i,0.00032711+0.00067415i,-2.0855e-06+0.00018016i,-0.00022091+0.00029254i,0.00016138+0.00044221i,0.00023548+3.6865e-05i,-0.00047041+0.00011299i,-0.00097368+0.00025841i,-0.00076056+0.00012789i,-0.000453-5.774e-05i,0.0003665-7.1135e-05i,0.00037054+0.00097779i,-0.00026887+0.00095214i,-0.00059506+0.00017212i,-0.00084147-0.00088546i,-0.00044312-0.00053527i,-0.00036333+0.0010657i,-0.00021762+0.00056169i
0.0014997-0.00050899i,0.0011998-0.00033946i,0.0011547-0.00034718i,0.00042975+0.00017169i,0.00015326+0.0015647i,0.00032091+0.0023399i,0.0011934+0.0017822i,0.0011797+0.00034629i,0.00025799-0.00075661i,0.00028148-0.00088717i,0.0003555-0.00043114i,0.00018812-0.00015099i,-0.00043826-0.00034367i,-0.00091798-0.00038465i,-0.0009673-0.00039713i,-0.00051307+2.8589e-05i,-0.00034988-0.00023476i,-0.00043804-0.00028487i,-0.00025713+0.00020425i,-0.0004889-0.00048605i,-0.0014397-0.00062956i,-0.0012392+0.00025931i,-0.00042368+0.00038315i
-0.0012916+0.00028289i,-0.0013368-0.00066905i,-0.0015862-0.0002772i,-0.0010092-0.00082416i,-0.00026898-0.0010203i,-0.00010085-0.0008359i,0.00048499-0.00088415i,0.001537-0.00059784i,0.0017407-0.00047842i,0.0012236-0.00048367i,0.00019055-4.3902e-05i,-0.00058565-0.00041712i,6.1438e-05-0.0011344i,-5.3427e-05-0.00082948i,-0.00083154-0.0010336i,-0.00048873-0.0012519i,-0.00016479-0.00093461i,-3.2074e-06-0.00058233i,7.8337e-05-9.4697e-05i,-0.00022026+0.00010778i,-0.00027938+0.00035009i,0.00013763+0.00063611i,-1.3359e-05-0.0001807i
0.00039151-0.00025293i,0.00030788-0.0012158i,0.00034358-0.0014279i,-0.00031964-0.00048358i,6.48e-05+0.00057863i,0.0010337+0.001472i,0.0013571+0.0013024i,0.0015024+0.00055407i,0.0007225+0.0004215i,0.00024168+0.00071358i,4.2628e-05+0.00018556i,-0.00066858+7.7306e-05i,-0.00040891+0.00099277i,0.00011166+0.0010179i,0.00012178+0.00020455i,2.055e-05-0.00029578i,0.00064087-0.00092741i,0.0017119-0.0010932i,0.0012577-0.00031573i,0.00044382+0.00053138i,0.00016799+0.0008275i,-0.00029861+0.00019316i,-1.5846e-05-0.00028323i
-0.00062828+0.0014338i,-0.00056716+0.00094176i,-0.0012067+0.001322i,-0.00074186+0.0021238i,-7.1645e-05+0.0029544i,0.00042562+0.0030282i,0.0006601+0.0022495i,0.00060073+0.0011376i,7.7007e-07-9.3262e-06i,-0.00083231+0.00013572i,-0.00056565+0.0001314i,-0.00042003-0.00044711i,-0.00082133-0.00051129i,-0.00066289-0.0007947i,0.00012867-0.00026861i,6.6707e-05+0.00029279i,-0.00014022-0.00023889i,0.00044525-0.00049662i,0.0011818-0.00016144i,0.00050377+0.00058236i,-0.00018941+0.00067167i,-0.00058893+0.00050997i,-0.00065413+6.9008e-07i
-0.00072151-0.0012678i,0.00012467-0.0014994i,0.00042002-0.0020472i,-0.00017107-0.0021881i,-5.544e-05-0.0010479i,0.00049753+0.00023291i,0.00059919+0.00065851i,2.4556e-05+4.6569e-05i,-0.00080246+7.3299e-05i,-0.00085515+0.0011525i,-0.00054029+0.00095716i,-0.0005028-0.00029059i,-0.00083718-1.6391e-05i,-0.0011667+0.00062679i,-0.00073748+0.00064225i,-0.00024613+0.00090094i,-0.00040145+0.00078403i,-0.0006811+0.00063042i,-0.00039499+0.00016328i,-0.00064577-0.00050591i,-0.00055184-0.00058484i,-0.0004843-6.764e-05i,-0.000663+0.00052383i
-0.0020765+0.00052009i,-0.0027807+0.00098664i,-0.0032082+0.0018207i,-0.0025793+0.0020736i,-0.0012406+0.0021025i,-0.00079476+0.0012076i,-5.9854e-05+9.9455e-05i,0.00059038-0.00042575i,-3.5632e-05-0.00075472i,-0.00012236-0.00052359i,7.2605e-05+0.00011459i,-0.00023137+6.8316e-05i,-0.00071921+0.0003358i,-0.00071646+0.00031084i,-0.00024892-0.0003955i,0.00012061-0.00035197i,-2.828e-05-0.00043141i,-0.00068754-0.0006229i,-0.00063598+0.00020056i,9.7299e-05+0.00067464i,0.00040283+0.00033426i,-6.1239e-06+0.00090552i,-0.00052387+0.001241i
0.00076203-0.0013287i,0.00068265-0.0012602i,-0.00048892-0.00073779i,-0.0010868-0.00075062i,0.00013988-0.00034539i,0.0013141+0.00030411i,0.0016096+0.00032125i,0.0020655-0.00035782i,0.0015702-0.00077983i,0.001259-0.0003771i,0.0013993-8.1568e-05i,0.00056964-0.00029056i,-0.00058452-6.1463e-05i,-0.00064616+0.00014733i,-0.0004224+8.9176e-06i,-0.00026718+0.00011987i,-0.00015799-9.3454e-05i,-0.00044248-0.00058584i,-0.00041761-0.0010684i,-0.00010437-0.00068858i,0.00013508-0.00011189i,-0.00021259-0.00047961i,-0.00070561-0.00014616i
-0.0011543+0.00036567i,-0.00010535+0.00088854i,-0.0017492+0.00087028i,-0.0018346+0.001626i,0.0003639+0.0019003i,0.0010168+0.0023233i,0.00095426+0.0015803i,0.0011599+0.00072207i,0.0005494+0.00094332i,-0.00049132+0.00043876i,-0.00049063-0.00023583i,0.00060676-0.00025364i,0.0012042-6.662e-05i,0.0010334+0.00057622i,-4.7913e-05+0.00016997i,-0.00079434-0.00013463i,-5.5599e-05-0.000379i,0.00064164-0.0010771i,0.00028122-0.00073043i,3.6645e-06-0.00060261i,-0.00026916-0.00054658i,-0.00056305-7.6544e-05i,4.9086e-05-0.00027534i
-0.0012264+0.0002897i,-0.0011416+0.00091441i,-0.0020168+0.00076252i,-0.0020155+0.00011913i,-0.0014289+8.4254e-05i,0.00041227+0.00034487i,0.0014967+0.0003029i,0.0013551+0.00061059i,0.00085878+0.00064522i,0.00087756+0.0001495i,0.0011474+2.1351e-05i,0.0006906+1.9043e-05i,0.00038621+0.0001978i,0.00015614+0.00018381i,-0.00088508-0.00034534i,-0.00074267-0.0010108i,-0.0001312-0.00080779i,-0.00095711+6.6433e-05i,-0.0011117-0.00027964i,-0.00036762-0.00041933i,5.4842e-05-0.00019275i,-1.3741e-05-0.00016446i,5.9887e-05-0.00031461i
0.0020105+0.0026417i,0.0017743+0.0033797i,0.0027896+0.0029538i,0.0035917+0.0015851i,0.0022731+0.00098675i,2.0173e-05+0.00096536i,2.9052e-05+0.0011083i,0.00058048+0.0006616i,-0.00036886-0.00010781i,-0.0002605-0.00017096i,0.00061247-2.8885e-05i,0.00053641-1.4067e-05i,0.00042158-0.00020787i,2.0362e-05+0.0004804i,-0.00031717+0.00095799i,-0.00051649+0.00024259i,-0.00067437-0.00015395i,-0.00017109-0.00040237i,5.2051e-05+5.7515e-05i,-0.00023715+0.0003227i,-0.0003615+0.00012557i,-0.00044436+0.00025255i,-0.00085015+0.00023567i
0.001341-0.0025786i,0.000324-0.0031769i,0.00028684-0.0030389i,-0.00014675-0.0015424i,-0.0010639-9.0144e-05i,-0.00051916+0.00074287i,0.00093658+0.00081083i,0.001172+0.00011341i,0.00042965-0.00089937i,-0.00019794-0.0010762i,-0.00024293-0.00031551i,-0.00092262+7.4482e-05i,-0.001192-0.00025178i,-0.001529-0.00051418i,-0.0013523-1.3397e-05i,-0.00067509+3.6544e-05i,-0.00018426-0.00030093i,-0.0001805+4.6233e-05i,-0.00054095+0.00035963i,-0.00044708+0.0007595i,-0.00078407+0.00051061i,-0.00072675+0.00052346i,0.00021012+0.00044446i
0.00030983-0.00047054i,0.00033707-0.00010752i,6.2848e-05-0.00051554i,0.00023289-0.00044729i,0.0011579+0.00026643i,0.001303+2.6027e-05i,0.0018999-0.00040923i,0.0019775+0.00053177i,0.00094938+0.0009502i,-9.4774e-05+0.001078i,-0.00098833+0.00097836i,-0.0014098+0.00020539i,-0.0012205-0.00020113i,-0.00056547-0.00031068i,-0.00069413-0.00041599i,-0.00083114-0.00062471i,-0.00073952+6.356e-05i,-0.00075991+0.00025711i,-0.0011374-0.00048171i,-0.0011441+8.6007e-05i,-0.00079637+0.0010329i,-0.00079461+0.0012085i,-0.00041931+0.00065981i
0.00049096+0.0021816i,0.00090375+0.0022234i,0.00097591+0.0020158i,0.00065541+0.00098811i,-0.0005509-3.8419e-05i,-0.00088238-0.00010253i,0.00061312+0.00023241i,0.0010429-9.9991e-05i,0.00063573+1.5883e-05i,0.00074525+0.00035683i,0.00093054+0.00022949i,0.00094526-0.00028158i,0.00041796-0.00040758i,-0.00022085-0.00037517i,2.7393e-05-0.00030455i,0.00040438+7.2375e-05i,0.00024979+0.00016426i,0.00029721-0.00017335i,6.4501e-05-5.4878e-05i,-5.4674e-05+0.00031975i,0.0003215-9.5044e-05i,0.00034068-0.00024473i,0.00035212-0.00015647i
-0.00047133+0.00080856i,-0.00093675-9.0348e-05i,-0.00078932+0.0018399i,-0.00049941+0.0026755i,-4.3284e-06+0.0018725i,0.00056207+0.0014057i,0.00064715+0.00088267i,0.0003202-0.00046719i,-4.1768e-06-0.0017291i,-0.00017989-0.0013179i,0.00034376-3.2358e-05i,0.0007056+0.00019369i,0.00048937-0.00031637i,0.00059821-0.00073892i,0.00022273-0.00096477i,-0.00050564-0.00086406i,-0.0011624-0.0006103i,-0.00069959-0.00025629i,-0.00014376-9.9545e-05i,1.128e-05-0.00032615i,8.2704e-05-0.00091114i,-0.00053528-0.00083231i,0.00015392-0.00032743i
0.0009765+0.0009864i,0.0012421+0.00080817i,0.0012473+0.00079193i,0.0011706+0.0010613i,0.0013614+0.00032574i,0.0014273-0.00015184i,0.0018388+0.00027667i,0.0012756+0.0002736i,0.00043193+1.8015e-05i,4.579e-05+0.00022761i,-0.00028832+0.00011612i,-0.00033085-0.00016852i,-0.00030595-0.00030935i,-0.0003474-0.00079609i,-0.00042253-0.0012908i,-5.5036e-05-0.0014971i,0.00063754-0.00078367i,-0.00012566+5.2584e-05i,-0.0003022+0.00031276i,0.0001471+0.00078905i,-0.00031105+0.00044435i,0.00029963-0.00072387i,0.00092377-0.00037188i
-0.0011594-0.00089882i,-0.00011476-0.00027671i,-0.0011205-0.00042768i,-0.0024084+0.00037952i,-0.0020856+0.0015033i,-0.00028267+0.0017519i,0.00072433+0.00072758i,0.00041507+1.1261e-05i,-0.00049223+0.00016279i,-0.00031769+0.00039819i,0.00050671+0.00033305i,0.00057201+0.0010285i,-0.00039437+0.0015334i,-0.0010236+0.0010163i,-0.00056096+0.00086756i,7.0155e-05+0.0011644i,0.00030743+0.00069478i,0.00013791+0.000254i,3.3661e-05-9.615e-05i,0.00053501-0.00053024i,0.00077988+5.9408e-05i,0.00032492+0.00074742i,-0.00033468+0.00051757i
-0.00018656+0.00031079i,-0.0011795+0.00018481i,-0.0018694+0.0008987i,-0.0010801+0.0010823i,-0.00010332+0.00088222i,0.0010057+0.00096367i,0.0021632+0.00011312i,0.0010642-0.00025217i,-0.00051977+0.00013549i,-0.00058114+5.4333e-05i,-0.00047703+4.0026e-05i,-0.00084072-0.00013958i,-0.0007917-0.00032782i,-0.00080786+9.0089e-05i,-0.0009139+0.00035095i,-0.00022118+0.00062358i,0.00038987+0.00092797i,0.00030446+0.00048704i,-0.00024797+0.00039918i,-0.00054739+0.00093408i,-0.00021918+0.0011806i,-2.8629e-05+0.0008704i,6.2964e-05+0.00057377i
-0.0024507-0.00023517i,-0.0036897-0.0010468i,-0.0036159-0.00097035i,-0.0021962+0.00048669i,-0.0011873+0.001536i,-0.0007059+0.0015769i,-0.00023693+0.0013693i,2.618e-05+0.00064291i,-4.9237e-05+0.0003723i,-0.0003449+0.00039132i,-0.0011671-8.8715e-05i,-0.0013499+9.6656e-05i,-0.00053441+0.0011122i,-0.00020079+0.0014332i,-0.00038197+3.9418e-05i,-0.00031068-0.0013719i,-0.00049648-0.00094718i,-0.00052803-0.00067502i,-0.00029214-0.00068982i,-0.00065632-0.00049471i,-0.00048005-0.00022598i,0.00020461+8.5418e-05i,0.00033834-0.00027199i
-0.00034942-0.0033594i,-0.00013447-0.0040024i,0.00051737-0.0043516i,0.00081533-0.0024237i,0.00040515+0.00086442i,0.00054948+0.0025301i,0.0013329+0.0018288i,0.00081904+0.00037738i,-0.00035155-0.00050123i,-0.00027929-0.00027199i,0.00013833+0.00034553i,-0.00059472+0.00033595i,-0.00079226-0.0004106i,-0.00010389-0.00011398i,-0.00020413+0.00038444i,-0.00069038-0.00032737i,-0.00059121-0.00051418i,-0.000337-0.00032572i,0.0001192-0.00070127i,-0.00015802-0.00040301i,-0.00048921-0.00013908i,0.00028131-0.00041638i,0.00012946-0.00019726i
0.0019988-0.0031332i,0.0014814-0.0026243i,0.0015059-0.0018007i,0.00052035-0.001221i,-0.0012971-0.00055512i,-0.0014397+0.00076135i,-7.6422e-05+0.00091044i,0.0014846-0.00034484i,0.00091984-0.0011543i,0.00037429-0.00043425i,0.00041789-9.8061e-05i,-8.0824e-05-0.00040385i,-0.00066337+1.7578e-05i,-0.00073073+0.00057498i,0.0002624+0.00039224i,0.00040351-0.00021i,0.00049849-0.00045026i,0.00052633+0.00019508i,-8.2779e-06+0.00070715i,0.00047558+0.00038359i,0.0011818+0.00062766i,0.00097104+0.00099214i,0.00013967+0.0009696i
0.00077045-0.0016405i,0.001385-7.4115e-05i,-7.9326e-05+0.0012997i,-0.0006867+0.0014974i,-0.00078016+0.0017657i,-0.00040969+0.0017071i,0.00087878+0.0011882i,0.0015918+0.00038059i,0.00080476+1.9568e-05i,0.00065242+0.00013851i,0.0011337+0.00015311i,0.00074307+5.5294e-05i,-0.00052144+0.00024418i,-0.0010138+0.00066567i,-0.00079435+0.00050452i,-0.00020909-0.00016266i,0.00056259-0.00019322i,0.00041458+0.0003436i,-0.00016692+0.00054565i,-0.00051356+0.00010029i,-0.00036085-0.0001725i,-0.00018074+0.00010726i,-0.00021424-0.00034605i
-0.0020254+0.00039535i,-0.0023597+0.0010692i,-0.0013666+0.0010481i,-0.00046875+0.00018809i,-0.00020392-0.0004885i,0.00065758-0.00020813i,0.0020292+0.00061555i,0.0019372+0.00029411i,0.00046716-0.00030299i,-0.00062559-0.00067688i,-0.00058764-0.00082537i,-0.00029516-0.00095852i,-0.00019251-0.0011418i,-0.00015877-0.0008105i,2.2866e-05-0.00042417i,-0.00033528+0.00037126i,-0.0012154+0.00073805i,-0.00099306+0.00028224i,-0.00020746+8.3302e-05i,-0.0010298+0.00059558i,-0.0016206+0.00057463i,-0.0012284-0.00037462i,-0.00060478-0.00025893i
0.00052665+1.1048e-05i,-0.00068668-0.00058078i,-2.4071e-05-0.00071233i,0.00050921-0.00036133i,0.00037851-0.00044391i,0.00021003+0.00021669i,-0.00018288+0.001116i,-0.00095381+0.0012724i,-0.00061473+0.00067313i,0.00075243+3.2263e-05i,0.00086792+3.1085e-05i,0.00024608-0.00027199i,-7.1776e-05-0.00017003i,-1.6537e-05+0.00055367i,9.1882e-05-0.00021738i,-2.2583e-05-0.00054748i,0.0002081-0.00030789i,5.9439e-05-0.00067334i,-0.00012597-9.0618e-06i,-0.0003194-9.7394e-05i,-0.00031487-0.00056035i,0.000141-6.8334e-05i,0.00040878+0.00034253i
-0.00065634+0.001444i,0.0014557+0.0017717i,0.0021193+0.0018886i,0.0015206+0.002161i,0.00059362+0.002577i,0.0003308+0.0021213i,0.0001675+0.00085081i,-0.00066819-0.00029146i,-0.0011696-0.0001694i,-0.00042889+0.00048572i,0.00013281+0.00064942i,-0.00016287+0.00095248i,-7.3613e-05+0.0018189i,0.0010503+0.0015377i,0.0014878+0.0012909i,0.00045095+0.00097364i,-0.00065361+0.00021884i,-0.00095579+3.3082e-05i,-0.00097574-0.00017281i,-0.00026162-0.00073236i,0.00015086-0.00076219i,-0.0002351-6.056e-05i,-3.9757e-05+0.00025114i
-0.00058327+0.0022724i,-0.0025139+0.0023634i,-0.0032785+0.002884i,-0.0017683+0.0020826i,-0.00051912+0.00096426i,0.00024184+0.0010111i,0.00094181+0.00059597i,0.00081442-0.00047528i,0.00030749-0.00029468i,0.00052183+0.00053652i,0.00053531+0.0011268i,9.4534e-05+0.0014413i,-0.00028089+0.0021379i,-0.00041281+0.0017714i,-2.2622e-05+0.00011685i,-7.009e-05-0.00036419i,-0.00051919-0.00088875i,-0.00088718-0.0010057i,-0.0012532-0.0005262i,-0.00079673-0.00044447i,-0.00064109+0.00018004i,-0.00064084+0.0007078i,-0.00067636+0.00080153i
-0.0032985+0.0025845i,-0.0034031+0.0017342i,-0.0035445+0.0013023i,-0.0014006+0.00075699i,0.0012183+0.0011972i,0.0013889+0.0010695i,0.0012629+0.00023323i,0.0020889-3.9197e-05i,0.0013599-0.00036049i,0.00043214+0.00037349i,0.0011091+0.0011069i,0.0013278+0.00089033i,0.00064905+0.00016446i,0.00027183-0.00067551i,0.00026433-0.00026431i,0.00071459+0.00012705i,0.00084109-0.00023004i,0.00035172-0.00052731i,-7.4739e-05+0.00055895i,-0.00039479+0.0017233i,8.9961e-05+0.0010718i,0.00024274+0.00056978i,-0.00025426+0.00033676i
-0.0024887+0.00056617i,-0.0024659-0.00018823i,-0.0026217-0.00010722i,-0.0020073+0.00084231i,-0.0012691+0.0018206i,0.00048074+0.0021922i,0.0019405+0.0020094i,0.0017593+0.00090279i,0.0010372-0.00020175i,0.00044802-0.00049206i,0.00041874-0.00044976i,0.00049375-0.0013048i,-0.0002391-0.0018232i,-0.0016732-0.00096647i,-0.0024005-0.000576i,-0.0014921-0.00043755i,-0.00051784-0.00040765i,0.00030478-0.00056272i,0.00076356-0.00042648i,0.00044543-0.00026191i,-1.8744e-05+0.0010888i,-8.6656e-05+0.0015742i,0.0001605+0.00053148i
0.0012417+0.00084415i,0.0013124+0.0012059i,0.00085144+0.002078i,0.00039542+0.0014572i,0.0015424+0.0018021i,0.0022498+0.0018518i,0.001773+0.0005327i,0.00036185-5.2735e-05i,4.4421e-05-1.3043e-06i,0.00025266-0.00027178i,4.671e-05-0.00072889i,0.00042737-0.00076448i,0.00081704-0.00059359i,0.00023778-7.8796e-05i,-0.0007391-0.00024215i,-0.0012573-0.00030655i,-0.0012001-0.00018107i,-1.8754e-05-0.00032826i,0.00057491+0.00039409i,0.00047906+0.00075327i,-0.0004144+0.00035206i,-0.0008455+6.4278e-05i,-0.00047099-0.00020861i
-0.0023268+0.00033122i,-0.0025373-0.0002515i,-0.0022055-0.0017075i,-0.0012631-0.00072542i,-0.00096744+0.0012187i,-0.00027689+0.0016882i,0.00045859+0.0013432i,0.00037751-0.00016629i,-0.00038788-0.0011728i,-0.000743-0.00021238i,-0.00081285+0.0002654i,-0.0011006-9.3957e-05i,-0.00069979+0.0006098i,-6.257e-05+0.0015456i,-0.00028079+0.0020977i,-0.00048057+0.0020337i,-0.00012846+0.001166i,0.00055822+0.00047479i,0.00091627-6.3313e-05i,0.00083327-0.00081568i,0.00063817-0.0010876i,0.00034598-0.0005503i,0.0003069+0.00010675i
-0.0024565+0.0022544i,-0.0031019+0.0032616i,-0.0025033+0.0027815i,-0.0018797+0.0022352i,-0.0016214+0.0022346i,-0.00095606+0.0015486i,0.00037254+0.00041086i,0.0013332-0.00054595i,0.00073442-0.00040144i,-0.00040802+0.00016057i,-0.00056573+0.00032365i,-0.000562+0.00052738i,-0.00040869+0.0012427i,0.00039168+0.0017918i,0.000769+0.0014988i,0.00058644+0.0012041i,0.00029967+0.0006066i,-0.00031573-0.00027337i,-0.00049132-0.00043267i,-0.0007466+7.9212e-05i,-0.0010858+0.00022751i,-0.00057396-0.00013402i,0.00013139+0.00027948i
0.00049674-0.0018073i,5.0238e-05-0.0024608i,0.00011444-0.0015605i,0.0013863-0.00057885i,0.0015937+0.00039762i,0.0014851+0.0021057i,0.0020451+0.0020867i,0.0021992+0.00055042i,0.00072472-0.0004242i,-0.00038032-2.5959e-05i,-0.00019809+0.00053738i,-0.0010371+0.00023822i,-0.001105+0.00074752i,0.00011553+0.0010735i,0.00038571-3.9682e-05i,-0.00025763-0.00037833i,-2.3862e-05-0.00023922i,0.00022446-0.00066503i,-0.00019675-0.00066487i,9.9991e-05-0.0003983i,0.00054314+0.00010073i,0.00011492+0.00046362i,-0.0006322+0.00091764i
0.0032108-0.0012943i,0.0034281-0.001966i,0.0023426-0.0012429i,0.0002863-0.0011688i,-0.00048468-0.00028863i,0.0007364+0.0011108i,0.0018759+0.00091101i,0.0016022-0.00028749i,0.0010271-0.00039348i,0.00022284-0.00038576i,0.00030372-0.00059362i,0.00039428-0.00022997i,-0.0003793-0.00066988i,-0.00065429-0.0012062i,-0.00055206-0.0013363i,-0.00021487-0.001332i,-0.00024882-0.0011465i,-0.00031706-0.0007246i,-0.00054398-0.000279i,-0.00086215-0.00018724i,-0.00016651+3.8372e-06i,0.00040416+0.00052193i,-0.00025746+0.00033681i
0.001536+0.0041127i,0.0016817+0.0057654i,0.0011432+0.00564i,0.00053355+0.0040988i,0.00024837+0.0023167i,4.977e-05+0.001595i,9.9292e-06+0.0018445i,0.00020334+0.0018112i,7.5961e-05+0.0010901i,0.00017791+0.00039098i,0.0012565-0.00010833i,0.0011235-0.00077701i,0.00025073-0.0011735i,-4.9446e-05-0.0013507i,0.00014063-0.0012635i,0.00053457-0.00095522i,0.00030473-0.0004668i,0.00039249-0.00021296i,-7.5063e-05-0.00047903i,1.4546e-05-0.00035877i,0.00027243+5.7861e-05i,-0.00047556+4.019e-05i,-0.00051293-0.00024218i
-0.0022498-0.0025078i,-0.003105-0.0036736i,-0.0035171-0.0032375i,-0.0024073-0.0010459i,-0.0012264+0.0015717i,-0.00086722+0.0024205i,-0.00015648+0.00083353i,0.00028621-0.0012117i,-0.00062306-0.0019264i,-0.00087843-0.001276i,-0.00034446-0.00056093i,-0.00032051-0.00051811i,-0.000939+0.00054136i,-0.0012577+0.0015978i,-0.0010947+0.0016606i,-0.00032858+0.0011851i,0.00054765+0.00092491i,0.00064485+0.0008962i,0.00050939+0.00061876i,0.00038786+0.00024643i,-0.00015846-0.00044512i,-0.00028065-0.00030553i,0.00070628+2.7551e-05i
0.0017625-6.0724e-05i,0.0019246-0.00092952i,0.0022337-0.0009928i,0.0018961-0.0012524i,0.0014261-0.00050955i,0.0018558-1.8021e-05i,0.0018496-0.00043688i,0.0010886-0.0018513i,-0.00042139-0.0025764i,-0.0011506-0.0018788i,-0.00025271-0.001365i,-0.0004002-0.0012478i,-0.00068626-0.00024644i,-0.00034714+0.0015711i,0.00030048+0.0015624i,0.0013591+0.00095143i,0.00066131+0.00065523i,-0.00017239+0.00047625i,-0.00047909+0.00062431i,-0.00067867+0.00035168i,-0.00062441-8.5756e-05i,0.00020183+0.00040542i,0.0012561+0.0010989i
-0.00068529+0.00028475i,-9.0243e-05+0.00078743i,-0.00077957+0.0014681i,-0.00078796+0.00099536i,-0.00021795+5.6343e-05i,0.00073598+0.00073126i,0.0013138+0.0011494i,0.00117+0.00045878i,0.0010851-0.00035053i,0.00070718-0.00019937i,-7.6686e-05+0.00049569i,-0.00035629+0.00044241i,-0.00018266+0.00017226i,0.00018355+0.00030817i,0.00046534-0.00034058i,0.00068931-0.00092526i,0.00018209-0.00014226i,-6.6918e-05+0.00044446i,0.0003175+0.00072187i,-0.00016852+0.0016035i,4.9633e-05+0.0015797i,0.00059018+0.0010424i,0.00089537+0.0010151i
-0.0006263-0.0011185i,-0.0018334-0.00017129i,-0.0027928-0.00053564i,-0.0023747-1.9205e-08i,-0.00059151+0.0019291i,0.00073779+0.0030198i,0.0016894+0.002396i,0.0019082+0.00089225i,0.0013682-0.00073966i,0.0010138-0.00026255i,0.0010079+0.0010494i,0.00051013+0.0011529i,-0.00015988+0.00045458i,0.00015656-0.00012787i,0.00047118-0.00057063i,-4.0517e-05-0.00082283i,-4.2645e-05-0.000818i,0.00057332-0.00052072i,0.00023686-0.00069872i,-0.0007631+7.5315e-05i,-0.00094845+0.00062027i,-0.0006116-0.00017689i,-0.00084162-0.0001228i
0.0010161-0.00090881i,0.0017251+0.00077474i,0.0024687+0.0013827i,0.0016143+0.00060359i,-3.5511e-05-4.7745e-05i,-0.00078112+0.00080116i,0.00024331+0.0011175i,0.0013222+0.00062427i,0.0011707+0.00089479i,0.00075148+0.0006139i,0.00043731+0.00021747i,-6.0461e-05-0.00030467i,-7.989e-05-0.0012956i,-0.00095499-0.0018262i,-0.0015398-0.0018636i,-0.00072059-0.0013266i,-0.00013704-0.00081236i,5.9509e-05-0.00028762i,0.00022993+2.1533e-05i,-0.00050416+0.00098636i,-0.00089858+0.0017665i,-2.3862e-05+0.001005i,0.000645+0.00016361i
0.00017021-0.0022243i,-0.00064286-0.0026364i,-0.00046648-0.0021348i,0.0006229-0.0018664i,0.0005105-0.002069i,6.3064e-05-0.0011827i,0.00047297-9.5576e-05i,0.00047149-5.3167e-05i,-0.00021964-0.00080555i,-0.00020691-0.0009963i,0.00035075-0.00016171i,0.00021755-0.00018366i,-9.2036e-05-0.00046632i,-0.00016294-0.00029333i,-0.00072814-0.00027518i,-0.0012256+0.00068087i,-0.00090177+0.00088504i,-0.00043233+0.00057059i,7.8267e-05+0.00051892i,0.00045241+0.00060211i,-2.7857e-05+0.0010712i,-0.00018992+0.00083152i,0.00026277-0.00016451i
