-0.0036294+0.001298i,-0.003574+0.0011378i,-0.0037773+0.00049081i,-0.0028018+0.00059462i,-0.0012772+0.0016383i,-0.000949+0.0018967i,-0.00022466+0.00078534i,0.00068959+5.6913e-05i,0.0010769-3.8284e-05i,0.0011876-0.00023737i,0.0010084-0.00071047i,0.00058449-0.00069986i,2.7407e-05+0.00029667i,-0.00020978+0.00062249i,-5.3868e-05+0.00055404i,0.0004661-1.2833e-05i,0.00054-0.0017256i,-2.0558e-05-0.0021237i,-0.00016801-0.0014358i,-0.00062084-0.00081971i,-0.00063603+2.585e-05i,-0.00046674+0.00032487i,-0.00066268+0.00055979i
0.0023444-0.00047744i,0.0022369-0.0003714i,0.0016449+4.5417e-06i,0.0013674+0.00019506i,0.0016078+0.00063787i,0.0011144+0.00093753i,0.00091337+0.00078965i,0.00068258+0.00082788i,0.00019058+0.00033863i,0.00039184-0.0005049i,0.00020506-0.00069988i,-0.00011882+0.00024914i,9.8024e-05+0.00055518i,0.00040706+0.00022628i,-1.4284e-05+0.00018125i,-0.00012776+0.00024193i,-0.00011786-0.00048344i,0.00045344-0.0012346i,0.00026803-0.0011864i,-0.00063218-0.00081249i,-5.9641e-05-0.00070345i,0.00065583-0.00013746i,0.00041247+0.00030351i
-0.00014947+0.00037259i,0.0002391+0.00040381i,0.00068948+0.00023752i,-7.7839e-05-0.00067483i,-0.00057546-0.00097682i,-0.00039499-0.00075276i,-0.00010564-0.00046402i,4.9333e-05-0.00023996i,-0.00049307-1.0386e-05i,-0.00075881-0.00032619i,-0.00096685-0.00048859i,-0.00063682-0.00021364i,0.00028288-0.0002427i,0.00056792-0.00027038i,0.00020669-0.00059828i,-3.8378e-06-0.00050833i,-7.0075e-05-0.00018757i,-0.00021401-0.00073933i,-0.00029115-0.0008669i,-2.9736e-05-0.00021246i,0.0004575-0.00012471i,0.0003771-0.00014962i,0.00016963+0.00021252i
-0.0014623-0.00022976i,-0.0025934-7.7991e-05i,-0.0015667+0.00054076i,-0.0011647+0.001144i,-0.0010499+0.001268i,0.0011239+0.0009686i,0.00244+0.00051434i,0.0020248-0.00011808i,0.00097885+0.0001996i,0.00022828+0.00016153i,-0.00057574-0.00083449i,-0.00034173-0.00031138i,0.00011085+0.00048198i,-0.00030046+0.00037374i,-0.00021974+0.00059755i,-0.00033061+0.00013087i,-0.00023791+0.00012681i,-0.00015171+0.00047838i,-0.00020729-0.00024312i,0.00018611-0.00072833i,0.0010701-0.00079572i,0.0016199+0.00022091i,0.001098+0.00055967i
0.00044111-0.00076174i,0.00016035-0.001165i,2.1709e-05-0.0013541i,-0.00049609-0.00052155i,-0.00018428-0.00022006i,0.0010811-0.00086952i,0.0012755-0.00071572i,0.00023361+4.4568e-05i,0.00040627+0.0007653i,0.00058095+0.0010741i,-5.6584e-06+0.0010016i,-0.00040094+0.00076313i,-0.00020528+0.00071426i,0.00013293+8.6604e-05i,-0.0003296-0.00023751i,-0.00016745-0.00015447i,0.00017867-5.4214e-06i,2.8911e-05+0.00016663i,0.00084047-0.0003931i,0.00071318-0.0010752i,-2.0792e-05-0.0014918i,3.8185e-05-0.00088758i,5.4294e-05+5.2826e-05i
-0.0040231-0.00086166i,-0.0034078-0.0008402i,-0.0035054-0.00016555i,-0.0022268+0.00025121i,-0.00050515+0.00049128i,0.00031574+7.5466e-05i,0.00047531-0.00068518i,0.0001661-0.00026842i,-0.00039447+0.00068176i,-0.00065082+0.0014867i,-0.00074808+0.0017559i,-0.00070761+0.00072272i,-0.00064078+0.00035004i,-0.00071974+0.00066864i,-0.00044353+9.06e-05i,0.00082536-0.00053313i,0.0015423-0.00028527i,0.0006753+0.00020835i,0.00011238-0.00043757i,-0.00015261-0.0013781i,-0.00031776-0.0011452i,-0.00047993-0.00017713i,-0.00085544+0.00020398i
-0.0013227-0.00080667i,-0.0015571-0.00015254i,-0.0013456+0.00097205i,-0.0015541+0.0012202i,-0.001168+0.00065793i,4.7775e-05+9.8158e-05i,0.00060434-0.00014044i,0.00069648+0.00018172i,0.00028313-0.0001389i,-0.00038192+0.00015783i,-0.00043676+0.00017477i,9.2316e-05-0.00085774i,0.0002913-0.00066097i,-9.3455e-05+7.8032e-05i,-0.00038088-5.4174e-05i,-0.00028954-0.0011012i,0.00045925-0.0015652i,0.00021914-0.0012255i,-0.00070612-0.00091267i,0.00018699-0.00057346i,0.0011198-0.00012438i,0.00073977+0.00022454i,0.00022504+0.00028999i
0.0017532-0.0022611i,0.0027672-0.0021995i,0.001505-0.0026767i,-9.2266e-05-0.0026189i,-0.00058345-0.00067213i,-0.00058829+0.00040343i,-0.00053562+0.00057545i,-0.00054892+0.00043464i,-0.0003404+0.00023213i,4.5355e-05-0.00031919i,0.00079579-0.00031383i,0.00030857+0.0003443i,0.00052892-0.0001078i,0.00081899-0.00080888i,1.1124e-05-0.00054188i,0.00010312+0.00032377i,0.00023418+0.00055287i,-1.0435e-05+8.7252e-05i,0.00048125+0.00017142i,-9.6407e-05+0.00024013i,-0.0009225-0.00030991i,-0.00071784-0.00017705i,-0.0002329-0.00013721i
-0.00099275+0.0027635i,-0.0004146+0.0023693i,0.00057479+0.0023599i,0.0014454+0.0026819i,0.0020082+0.0023017i,0.0018613+0.0013594i,0.0009402+9.8312e-05i,0.00081339-0.0012206i,0.00094401-0.001097i,0.00072996+0.00014331i,0.00077386+6.4499e-05i,0.00045609-0.00034864i,-3.1801e-05+0.00028488i,5.4131e-05+1.5108e-06i,0.00063383-0.00084511i,0.00087515-0.00074944i,0.00030384-0.00022087i,0.00037449-2.2756e-05i,0.00067352-0.00038981i,-6.8844e-05-0.00025438i,3.1593e-05+0.00033934i,0.00025828+0.00081317i,-0.00042263+0.00038188i
-0.00079989+0.00051302i,-0.00042916+0.0001718i,-0.0005738-0.00076458i,-0.0012672-0.0004279i,-0.0015283+0.00032268i,-0.0012943+0.00093054i,-0.00093669+0.0010473i,-0.00028577+0.00030607i,0.00059827-0.00013974i,-0.00039677-4.3474e-05i,-0.0010047-0.00048792i,3.9798e-05-0.00099077i,0.00070621-0.00074054i,0.00046154-0.00054436i,0.00033168-0.00075399i,0.00038159-0.00020866i,-0.00023935+5.1851e-05i,2.8889e-05-0.00039858i,0.0010016-0.00048148i,0.0014371+0.00020131i,0.00097644+0.00067682i,-0.00042249+0.00032567i,-0.00068607+9.7348e-05i
-0.0013944+0.00045069i,-0.0010084-9.9875e-05i,-0.0011647-0.00044079i,4.502e-05-0.0006422i,0.0012642+0.00010957i,0.0012768+0.0012508i,0.0015125+0.0013784i,0.00079369+0.00063046i,-0.00064198+0.0005714i,-0.0010227+0.0010955i,-0.00093542+0.0012538i,-0.00094739+0.0010853i,-0.00078808+0.00074592i,-0.00053731+0.00031689i,-2.5042e-05+0.00028792i,0.00043972+0.00027482i,0.00086694-0.00013816i,0.0011897-0.00038527i,0.0010414-0.00061823i,0.00040654-0.00087978i,0.00032102-0.00067913i,2.3309e-06+0.00017046i,-0.00038317+0.00051774i
-0.00067587-2.2443e-05i,-0.0017288+0.00060967i,-0.0022293+0.0012082i,-0.0018393+0.001761i,-0.001148+0.0021038i,0.00025514+0.0015873i,0.001227+0.00087631i,0.00048035+0.00035803i,-0.00075466-0.00021463i,-0.0010757-7.8498e-05i,-0.0011246+0.00023702i,-0.00042914+0.0002619i,6.0263e-05+0.00043785i,-0.00023162+0.00040203i,-0.00030734+0.00052501i,0.0006645+0.00057409i,0.00093467+0.00013885i,0.00013352-0.00047658i,-0.00013224-0.00091022i,0.00027897-0.00078121i,0.00032137-0.0004822i,-0.0004767-0.00099923i,-0.00033967-0.0015504i
-0.00073372-0.0010947i,-0.00023452-0.00079679i,0.0011727-0.00098142i,0.0012522-0.0019811i,0.001062-0.0017759i,0.0011183-0.0013908i,0.00090165-0.00067848i,0.00046802+8.6996e-05i,7.9772e-05+0.00044145i,-0.00033892+0.00073402i,-0.00047073+0.00071314i,-0.00078038+0.00051157i,-0.00092106-0.00031931i,-0.00040242-0.001291i,-0.00012041-0.00095099i,-0.00072917-0.00032014i,-0.00074134-0.0010622i,-2.8072e-05-0.0019042i,1.2638e-05-0.0013199i,-6.155e-05-5.127e-05i,-0.00047325+0.00063636i,-0.00054383+0.00072832i,-0.00032863+9.5817e-05i
0.002285+0.00079332i,0.0020205+0.00056859i,0.0018337+0.0010133i,0.0013544+0.0014719i,-0.00016287+0.00068048i,-0.0012824-0.00025521i,-0.00081637-0.00015205i,0.00021846-0.00026631i,0.00052508-0.00033414i,-0.00031021+0.00017676i,-0.001402+0.00022923i,-0.0016944-0.00040757i,-0.00074471-0.00014805i,0.00052245-0.00017639i,0.00038983-0.00056032i,-0.00037568-0.00036691i,-0.00058599-0.00036373i,-0.00054192-0.00047744i,8.1743e-05-0.00041626i,0.00080276-9.7815e-05i,0.00046281+2.369e-05i,0.00041362-0.00015364i,0.00041781-0.00063416i
-0.0007857+0.0016928i,-0.0016201+0.00064017i,-0.0010236-0.00025141i,-0.0011486-0.0010338i,-0.0010737-0.00049962i,-0.00024828+0.000461i,0.00054641+0.0005057i,0.0006825-0.00039008i,0.00076527-0.00055239i,0.00055607-9.1116e-05i,-0.0003812-0.0012805i,-0.00099923-0.0015855i,-0.00033759-0.00059823i,0.00025472-0.00057296i,0.00025729-0.00046913i,-0.00062561+7.8001e-05i,-0.001065+0.00024437i,-0.00057105+0.0001932i,-6.0153e-05-0.00014994i,0.00038736-0.00021747i,0.00030481+0.00019184i,-0.00042239+0.00039783i,-0.00061862+0.00029709i
0.0014266-0.00034753i,0.00098536-0.00015969i,0.0014842-0.00065584i,0.0008765+9.8126e-05i,-0.00010069+0.00053728i,-0.00082867-0.00018572i,-0.00064584-0.00031267i,-2.7142e-05+0.00015943i,-0.00062449+0.00051992i,-0.0014347+6.2914e-06i,-0.00085311-0.00047316i,-0.00016447+0.00010964i,-0.00027336+0.00039447i,-0.00042311+4.5501e-05i,-0.00013013-0.00035788i,0.00012998-0.00068336i,0.00031928-0.0013678i,0.00097339-0.001734i,0.00055844-0.0010613i,0.00027846-0.00087327i,0.00064396-0.00081976i,0.00017854-0.00057714i,-0.0004655+0.00024079i
0.002325+7.656e-05i,0.0021533+6.0497e-05i,0.00098057-0.00033781i,-0.00019047-0.00063936i,-0.00056517-0.00086969i,-0.00070441-0.00069694i,-0.00017741-0.0003903i,0.00027043-0.00046771i,-0.00063164-0.00040453i,-0.0013421+0.00027895i,-0.0013076+0.00077779i,-0.0011682+0.00049498i,-0.00099571+0.00055759i,-0.00098685+0.0011717i,-0.0010774+0.00093235i,-0.00054131+0.00034184i,-0.00016469-0.00030655i,-0.00015177-0.00082853i,8.6297e-05+6.5358e-05i,-0.00012855-7.6609e-05i,-0.000816-0.0014825i,-0.0009078-0.0010454i,-0.00019049+1.3407e-05i
-0.0025594+4.7226e-05i,-0.0023317+0.00051167i,-0.00098058+0.00039022i,0.00041731-8.8424e-05i,0.00049314+0.00023893i,-0.00034752+0.00098106i,-0.00043431+0.00080843i,-0.00056847+0.00042791i,-0.0015089+0.00034901i,-0.0022463+0.00050571i,-0.0012363+0.00056763i,-0.00019086+0.00040829i,1.4199e-05+0.00064674i,0.00054861+0.0005975i,0.00049402+0.0010789i,-8.1254e-05+0.0015124i,-0.00014969-5.3173e-05i,0.00032515-0.00097534i,0.0004395-0.0010269i,0.00010148-0.00096581i,-0.00011956-0.00029873i,-6.9514e-05+0.00040061i,4.3623e-05+0.0001065i
-0.00026474-0.0019805i,-0.00075234-0.0021788i,-0.0016173-0.0012873i,-0.0019807+0.0001444i,-0.00073549+0.00019879i,0.00061868+0.00028726i,0.00069897+0.00037459i,0.00059305-0.0002404i,0.0003613-0.00063252i,-0.00042134-2.44e-06i,-0.001309+0.00082118i,-0.0010021+0.00014708i,-0.00027456-0.00036748i,6.6623e-06-0.00032834i,9.3885e-05-0.00034135i,0.00035847-0.00055158i,0.00016203-0.00086922i,-0.00080513-0.00073464i,-0.00093377-0.00074694i,-0.00036989-0.00077642i,2.0111e-05-0.0006294i,0.00044376-0.00044831i,0.00055268-0.00010115i
0.0015019+0.0011643i,0.0023225+0.0010284i,0.0024413+0.00062001i,0.00079929+0.00013497i,-0.00032927-0.00065992i,0.00034261-0.0010684i,0.00018113-0.00057426i,-0.00023282+0.00035129i,0.00067231+0.00015205i,0.0013942-0.0010064i,-0.00012863-0.00052851i,-0.00071416+0.00075276i,0.00065457+0.00082848i,0.00079743-1.2137e-05i,-0.00010743+0.00026291i,2.4712e-05+0.00063419i,0.001007-0.00014074i,0.001348-0.00084164i,0.00043036-0.00061935i,-0.00041512-0.00022854i,-8.454e-05+5.496e-05i,0.00061719+0.00071808i,0.00065665+0.00069038i
3.8925e-05+0.0022033i,-0.00050826+0.0037713i,-0.00049578+0.0039279i,8.4099e-05+0.0022941i,0.00036989+0.00039439i,0.00062399-0.00015226i,0.000379-0.00024874i,-0.00018935-0.00041754i,-0.00020054+5.5188e-05i,-0.00028449+0.00028926i,-0.00037321-0.00032347i,-0.00045344-0.00040726i,3.7626e-05+0.00030325i,0.0005529+0.00026298i,0.00017718+0.00040474i,-0.00027558+0.00093809i,-4.9151e-05+0.00026793i,0.00050151-0.00067913i,0.00029668-0.00089297i,8.0149e-06-0.00070185i,0.00049481-0.0002377i,0.00081602-0.00017457i,0.00026529-0.00026462i
-0.0011268-0.0010747i,-0.0011592-0.0021355i,-0.00066189-0.00070516i,-0.0005329+0.00055774i,0.00028033+6.6359e-05i,0.0012002-0.0001368i,0.00091531+0.00029839i,0.00030441+0.00051858i,0.00040714+0.0009124i,3.2584e-05+0.00067098i,6.7578e-05-0.0002352i,0.00097912-0.00051389i,0.0010296-0.00050122i,0.00095267-0.00025603i,0.0010673+3.6999e-05i,0.00020143-3.7808e-05i,0.00013138-0.00080537i,0.00059807-0.00097414i,0.00028419-0.00021197i,0.00052686-0.0003724i,0.0002678-0.00061518i,-0.00035707-2.8739e-06i,-0.00033677-0.00059331i
0.0027166+0.0014361i,0.0030146+0.00041379i,0.0027102-0.00030104i,0.0013875-0.00062996i,-0.00035316-0.00088436i,-0.00081537-3.004e-05i,-0.00025609+0.00042564i,-0.00031442+0.00022861i,-5.4716e-05-0.00017343i,0.00038701+5.2595e-05i,-0.00011055+0.00010087i,-0.00026476-0.00030318i,0.00025876-6.1299e-05i,0.00033623+0.00036076i,-5.9252e-05-0.00014205i,8.8229e-05-0.0010702i,0.00047912-0.00073902i,-0.00030155-7.6467e-05i,-0.00064099-0.00026427i,-0.00043635-0.00042814i,0.00041781-0.00023237i,0.00086232+0.00011587i,0.00048638+0.00043901i
-0.0025162+0.0012272i,-0.0036361+0.0017341i,-0.0034783+0.0014791i,-0.0024673+0.0015512i,-0.00089684+0.0012971i,0.00045767+0.00076919i,0.00057593-0.00013643i,0.0007546-0.00067589i,0.00019945-0.00095948i,-0.00065032-0.00043167i,-0.0005773-0.00014745i,-0.00021769-0.00078145i,0.00026284-0.00060635i,0.00028873+2.741e-05i,-0.00022183-0.00015962i,-6.215e-05+6.8839e-05i,0.00023907-2.1966e-05i,0.00035306-0.00061108i,0.00020769-0.00066176i,-0.00046726-0.00031985i,-0.00046895-0.00048377i,-0.00042157-0.00041557i,-0.00040112-8.3632e-05i
8.261e-05+0.00021752i,-0.00032204+0.00048114i,-9.2994e-05+0.00050055i,0.00069095-0.0010429i,0.0014226-0.00093943i,0.00023584+0.00028856i,-0.00066993-0.00026173i,-5.3225e-07-0.00026916i,0.00062349-7.3221e-05i,0.00036044-0.0009228i,0.00026375-0.0012088i,0.00075014-0.00048115i,0.00078581-0.00072792i,0.00076865-0.0014479i,0.000708-0.00075818i,-5.8884e-05+0.0002382i,-0.00021419+0.00016336i,0.00019987+4.3563e-05i,0.00028193+0.00023425i,0.00026161-0.00015824i,7.5221e-05-0.0002736i,0.00036638-0.00017125i,0.00063351-0.00057449i
0.00083738-0.00042026i,0.00033316-0.00048753i,-0.00017615+0.00091714i,8.1016e-05+0.0013811i,0.00012514+0.0013029i,0.00071568+0.0011795i,0.0011445+0.00048662i,0.0010347+5.5684e-05i,0.0008429-0.00010861i,8.7986e-05-1.7957e-05i,-0.00011344+0.00038434i,-0.00041017+0.00097338i,-0.00083716+0.00068733i,-6.4636e-05+0.00063695i,0.001066+0.0010553i,0.00067504+0.001248i,-0.00026917+0.0003767i,0.00036967-0.00079808i,0.00096102-0.00089637i,0.00046832-0.000723i,0.00049373-0.00037677i,0.00040402+0.00013039i,0.00047096+1.6908e-05i
-0.0025826+0.00077343i,-0.0030472-0.00036669i,-0.0029219-0.0015065i,-0.0015802-0.0014872i,-0.00061644-0.00064713i,-5.7363e-05+0.00045746i,0.00087647+0.00028099i,0.00080507-0.0012919i,-0.00014676-0.0013231i,-0.00028105-0.00041869i,-0.00021277-8.0623e-05i,-6.9358e-06+0.00033559i,8.581e-05+0.00045341i,0.00041686-1.3423e-05i,0.00039527-0.00017479i,0.00026612+0.00026835i,0.0010088+0.00035514i,0.0015926-0.00035097i,0.00099345-0.00038929i,0.00026467-0.00016434i,-0.00055828-0.00052112i,-0.0011559-0.00073897i,-0.00041345-0.00044449i
0.000595-0.00062954i,0.0010153-9.9583e-05i,0.0021736+0.00072964i,0.00175+0.00090701i,0.00056881+0.00011529i,0.00054286-0.00041721i,0.00068134+0.00031215i,0.00049831+0.00052399i,0.00051847+1.5097e-05i,0.0005637+8.8192e-05i,-0.00054291+0.00032978i,-0.0013378+0.00088453i,-0.00034911+0.00060183i,0.00082363+9.6307e-05i,0.0012042-2.6672e-05i,0.00061656-4.0533e-05i,-0.0004999+0.00048858i,-0.0010395+0.00014706i,-0.0013728-0.00011494i,-0.001673+0.00035257i,-0.00077523+0.00029916i,0.00024251-0.00022872i,0.00024722-0.00059152i
0.00057111-0.001432i,0.0011042-0.0014241i,0.00092827-0.0012329i,-0.00027436-0.00025985i,-0.00082907+0.00023004i,-0.00022566-0.00011317i,-1.0447e-05-0.00038625i,-4.3039e-05-0.00088535i,-0.00064621-0.00093932i,-0.00097686-0.00043316i,-0.00041843+0.00050368i,-0.00031216+0.0010036i,-0.0003241+0.0003483i,-0.00037645+0.00029643i,-0.00059669+0.00054878i,-0.00056949+0.00045603i,-0.00034529+0.00027942i,-0.0003757-8.2109e-05i,-6.2096e-05-2.4548e-06i,-0.00013739+0.00015179i,-0.00029709+0.00032956i,-0.00055323+0.00042724i,0.00022183+0.000694i
-0.00012208-0.00025904i,-0.00031309-0.00023359i,-0.00024316-0.0013086i,0.0012344-0.0017017i,0.0012587-0.00057113i,0.0003506+0.00014065i,0.001048-0.00028566i,0.001069-0.00086349i,0.00016946-0.0008138i,-5.5026e-05-0.00034408i,-0.00021455-0.00033762i,-0.00087282-0.00040286i,-0.0012885-3.4567e-05i,-0.00089366-5.9398e-07i,-0.00023281+5.6538e-05i,-4.8506e-05+0.00047074i,0.00025227+0.00054503i,0.0006621-5.461e-05i,6.6444e-05-8.0245e-05i,-0.00039337-0.00022768i,-0.00085607-0.0001178i,-0.0010935+0.000201i,-0.00080188-0.00047323i
-0.00042559-0.00033079i,0.00057603+0.00022633i,0.0014839+6.0143e-05i,0.00056375-0.00045614i,-0.00016671-0.00075179i,0.00018522-0.00040077i,0.00045166-0.00049988i,-0.00029297-0.001024i,-0.00032962-0.00061756i,-0.00061905+0.00017136i,-0.00096682-0.00036872i,-0.00025256-0.0012512i,0.00056383-0.00059152i,0.00041725-0.00041527i,0.00030404-0.00062189i,-0.00019264-8.6964e-05i,-0.0010511+0.0001021i,-0.00057461-0.00065464i,0.00014654-0.0013624i,0.0002785-0.00059183i,0.00042343+0.00040151i,0.0001317+0.00064499i,-6.9884e-06-0.00012308i
0.00048006-0.0004282i,0.00059999-0.00048978i,-0.00023476-0.00077316i,4.4922e-05-8.1542e-05i,0.00035286+0.00018183i,0.00084919-6.6359e-05i,0.0010243-0.00019427i,4.3864e-05-0.00037491i,-0.00062764-0.00013646i,-0.00062664+0.00030867i,-0.00064305+0.00048112i,-0.00046118+0.00010414i,-3.0366e-05-0.00014884i,0.00074039+0.00010149i,-0.00026729+7.2568e-06i,-0.00062276-0.00010957i,0.00039589+0.00037393i,0.00028948+0.00013813i,-0.00056334-0.00052283i,-0.0006841-0.00035891i,-8.51e-05-0.00019242i,-0.00016643-0.00029777i,0.00029215-0.00026444i
-0.00075173+0.001448i,-0.00046836+0.0011048i,0.00039418+0.0025133i,0.0007483+0.0030189i,0.00060667+0.0017868i,1.8193e-05+0.00065288i,-0.00064482+0.00055832i,-0.00154+0.0004586i,-0.0019043+0.00023215i,-0.00096034+0.00049711i,-5.3916e-05+0.00084239i,0.00010104+0.00078487i,0.00028002+0.00024763i,0.00038709-0.0002557i,8.6502e-05-0.00020674i,-0.00031728-0.00026712i,-0.00033247-2.4356e-05i,-0.00031012+0.00020625i,5.1192e-05-0.00026518i,0.00010027-0.00079029i,-0.00041644-0.0008771i,-0.00034588-0.00030546i,-4.0745e-06+0.00037865i
-0.00046319-0.00085434i,4.1119e-05-0.00081968i,0.00057908-0.00071885i,0.0005204-0.00030024i,0.00013739+0.00035045i,0.00028437+0.00014524i,0.0005133-0.00012099i,-0.00051261+0.0003598i,-0.0017672+0.00061048i,-0.0010368+0.00039352i,-0.00020505+0.00050944i,-0.00030862+0.0002138i,-0.00014298-0.00040875i,0.00063058-0.0009904i,0.00032531-0.00089948i,-0.00032493-0.0003028i,0.00015054-0.00030051i,0.00034739-0.00045974i,8.6828e-05+4.454e-05i,0.000198+0.0004047i,-2.4647e-05+0.00024633i,-0.00038009-0.00014761i,-1.7079e-05-0.00077357i
-0.0013806+0.0015741i,-0.00018429+0.0011566i,-0.00032607+0.0014149i,-0.00077443+0.00083319i,0.0002439+4.1468e-05i,0.0010126+4.773e-05i,0.0011842+0.00038241i,0.00080607+0.00067357i,0.00046193+0.0004107i,3.8427e-06+0.00029545i,-0.00058975+0.00028953i,-0.00038239+0.00021956i,0.00049206+0.00020882i,0.00062927+7.1192e-05i,2.293e-05-3.679e-05i,-8.8611e-05+0.00061636i,6.1374e-05+0.00056402i,0.00026921-0.00036458i,0.00051149-0.00057386i,0.00035772+8.1825e-05i,0.00030697+0.00026304i,-1.7103e-05-0.00067971i,-0.00090494-0.0004469i
-0.0018053-0.00013286i,-0.0031916+0.00064175i,-0.0025168+0.001822i,-0.0013411+0.0022187i,-0.00042338+0.0017139i,-0.0003528+0.00093068i,-0.00058884-3.1748e-05i,-0.00042516-0.00040576i,-0.00062759-0.00061872i,-0.00091696-0.00051189i,-0.00046696-0.0003787i,0.00026564-0.00042807i,0.00044939-0.00024996i,0.00069588-0.00034211i,0.00085966-0.00026207i,0.00046511-8.2141e-05i,0.00047861-0.00064452i,0.00093125-0.00058168i,0.0010122+0.00026222i,0.00042632+0.00040544i,-0.00036425-2.246e-05i,-0.00094517+0.00021777i,-0.00063639+0.00067862i
0.00039732-0.002054i,0.00094727-0.00080414i,0.00026293-0.0018756i,-0.00057165-0.0020319i,-0.00057879-0.00077435i,-0.00061327-0.00062088i,-0.00049587-0.00041986i,-6.4107e-05-0.00017881i,5.414e-05-0.00038161i,6.2772e-05-0.00057151i,-0.00033193-0.00040694i,-0.00086156+0.00021313i,-0.00043318+0.00022324i,0.00076109+9.7397e-05i,0.00136+0.00056868i,0.00066542+0.0006343i,0.00010328+0.00016521i,0.00024023-0.00069176i,0.00019195-0.00065543i,0.00035012+0.00036352i,0.00025461+0.00038363i,0.0004582-0.00010814i,0.00054162-1.9883e-05i
-4.2336e-05+0.0025955i,0.0010569+0.0023395i,0.0013355+0.0028864i,0.0012645+0.0027133i,0.001096+0.0014469i,0.00073006+0.00061568i,5.8109e-05-0.00018757i,-1.0954e-05-0.00095276i,0.00022565-0.0011915i,-2.6523e-06-0.00063523i,3.3838e-05+0.00018194i,-8.7436e-05+3.6869e-05i,0.00018057+0.00013359i,0.00044421+1.4715e-05i,0.00036906-0.00047066i,-0.00027371-0.00018447i,-0.00045279+7.3312e-05i,-0.00013582-0.00011524i,0.00016777-0.00068593i,0.00046147-0.0010374i,-0.00013856-0.00070372i,-0.00084996-0.00017645i,-0.00083597+0.00035819i
-0.0028054-0.00044319i,-0.0033757+4.2151e-05i,-0.0030266+0.00030608i,-0.0021396-0.00015404i,-0.00028557+0.00018785i,0.0010921+0.00055194i,0.00040607+0.0002661i,-1.9562e-05+0.00015048i,-0.00073177+0.00031665i,-0.00082584+0.00052738i,-0.00010844+0.00036933i,-0.00019001+0.0005261i,0.00050471+0.0004646i,0.0010104+4.7313e-05i,0.00040905+0.00051363i,0.00022435+0.00052105i,3.3037e-05-0.00021644i,-0.00028144+0.00013272i,0.00015274+0.00064215i,0.00013419+0.00047074i,-0.00017497+0.00082858i,8.4358e-05+0.00077545i,0.00026929+0.00065351i
0.00089767-0.0008206i,-0.00011136-0.0011588i,-0.00038585-0.0014033i,0.00018817-0.00070175i,0.00013228+0.00031969i,-3.0275e-05-7.2271e-05i,-4.5137e-05-0.000303i,-0.00048189-2.6582e-05i,-0.001304-0.00038454i,-0.001234-0.00024099i,-0.00070396+0.00013447i,-0.0004719+0.00061593i,-0.00028258+0.00093847i,0.00038066+0.00047369i,0.00066412+0.00052595i,0.00091253+1.096e-05i,0.0010673-0.00046154i,5.4843e-05-0.00060306i,-0.00075157-0.00092225i,-0.00068884-0.00014337i,-0.00031339+0.00045946i,0.0007189+0.00034265i,0.0011662+2.0932e-05i
0.0017491+0.0026174i,0.0028027+0.0024733i,0.0035272+0.00091223i,0.0025924-0.0003516i,0.00072568+0.00019674i,-0.00061973+0.00022993i,-0.000524-0.0010594i,0.00051087-0.0015693i,0.00035041-0.00071728i,-0.00073741-0.0001624i,-0.00048949+0.00021368i,0.00037781+0.00091009i,0.00087783+0.00098305i,0.0007995+3.1254e-05i,0.0003063-0.00041513i,-0.00055885-3.3147e-05i,-0.00078452+0.00061064i,-3.681e-06+0.0011634i,0.00018342-5.8012e-05i,-0.00051163-0.0015683i,-0.00054741-0.0009467i,-0.00038769-0.00015801i,-0.00023477-7.2807e-05i
-0.0029606+0.0012231i,-0.0035424+0.0022454i,-0.0032541+0.0018419i,-0.0021203+0.0014226i,-0.00095526+0.0010885i,-0.00014299+0.00052685i,-2.9804e-05+8.3559e-05i,-0.00036208-0.0004169i,-0.00045083-0.0002641i,-0.00027677+0.0002827i,-4.0294e-05+0.00010071i,-8.0409e-06-1.9602e-05i,0.00061258+3.129e-05i,0.0010265-0.00057175i,0.00093984-0.00078142i,0.00072431-0.00030002i,0.00046158+7.5842e-05i,0.00012164-0.00037534i,-0.00029681-0.00094568i,0.00019702-0.00070481i,0.00086107-5.745e-05i,0.0010841+0.00075599i,0.00053599+0.00028183i
0.00017964-0.00077426i,0.001347-0.0015496i,0.0017183-0.0027587i,0.00014533-0.0015203i,-0.00081378-0.00034805i,-0.00023958-5.6935e-05i,0.00038434+0.00057406i,7.2146e-05+0.00041495i,-0.00034234-0.00074726i,0.00014436-0.00067065i,0.00029419-0.00027892i,-0.00045125+0.00037197i,-0.00017368+0.0010247i,0.00057918+0.00029994i,0.00064662-0.00055604i,0.00082514-0.00047326i,0.0012353-0.00081036i,0.0015342-0.0010693i,0.0011129-0.00052423i,0.00054446+0.00023975i,0.00022132+0.00058992i,1.5573e-05+0.00019769i,0.00030427-0.00035111i
