-0.0037967+0.00025199i,-0.0021613+0.0003452i,-0.0018493+0.0010626i,-0.0011864+0.0017107i,8.6659e-05+0.0029063i,0.00084956+0.0032294i,0.00092735+0.0023403i,0.00054239+0.0014861i,0.00053316+0.00078085i,0.0013239-5.9718e-05i,0.0011315-0.00047111i,3.617e-06-0.0007345i,-0.00068978-0.0014243i,-0.0013216-0.0014578i,-0.0015444-0.00069375i,-0.00072577-0.0002332i,2.3696e-05-3.8641e-05i,-3.9906e-05-0.0004421i,-2.6459e-06-0.0011153i,0.0003866-0.00085341i,-0.00020704-0.00052153i,-0.00077763-0.00053182i,-0.00049046-0.00011383i
-0.35236+0.034856i,-0.20252+0.12358i,-0.03448+0.20075i,0.040845+0.28432i,0.06357+0.31633i,0.058078+0.2499i,0.057117+0.14644i,0.065008+0.057138i,0.051077+0.0092089i,0.02709+0.0069222i,0.0030789+0.01418i,-0.018009+0.022274i,-0.019069+0.031965i,-0.0099326+0.030785i,-0.0010937+0.018405i,0.0063944+0.0010938i,0.0086543-0.0090163i,0.01382-0.0074457i,0.021876-0.0011906i,0.023085+0.0067094i,0.0202+0.012214i,0.01683+0.011698i,0.011535+0.0067296i
0.30867-0.32274i,0.19938-0.36018i,0.067585-0.3298i,-0.03415-0.28408i,-0.071131-0.19361i,-0.024133-0.098475i,0.0055287-0.057914i,-0.012782-0.023014i,-0.011069+0.007808i,0.0029143+0.0031554i,0.0065582-0.011036i,0.0095601-0.021512i,0.0050333-0.028248i,-0.0046314-0.024339i,-0.0083776-0.012807i,-0.0072435-0.00046303i,-0.0059753+0.0049382i,-0.011465+0.0014116i,-0.020225-0.0051881i,-0.021978-0.0082994i,-0.017433-0.0077983i,-0.0090791-0.0040673i,-0.00035088+0.0024641i
-0.071916+0.35528i,-0.015135+0.25905i,0.02829+0.1754i,0.11969+0.1748i,0.20094+0.12799i,0.16626+0.044476i,0.092046+0.00089047i,0.049669-0.030259i,0.016947-0.045488i,0.00053637-0.030529i,0.0014132-0.0062826i,0.0082065+0.010609i,0.018582+0.010921i,0.024177+0.0025112i,0.018656-0.0074364i,0.0046227-0.015431i,-0.0046203-0.013571i,-0.0025011-0.0042107i,0.0038016+0.0059218i,0.0083548+0.011216i,0.0078183+0.0066629i,0.00097179-0.002901i,-0.0046627-0.0080153i
-0.24665-0.35142i,-0.28897-0.25648i,-0.25467-0.19835i,-0.24665-0.19925i,-0.22131-0.16351i,-0.13181-0.12078i,-0.070705-0.077297i,-0.041903-0.0095529i,-0.007662+0.027078i,-0.0028395+0.018566i,-0.019853-0.0007157i,-0.036315-0.013627i,-0.049248-0.0096579i,-0.049861+0.002743i,-0.036333+0.013717i,-0.014677+0.020234i,0.0015306+0.016004i,0.0041753+0.0082476i,0.0019275+0.0045653i,0.0019264+0.0025676i,0.0011113+0.0059143i,-5.2234e-05+0.013692i,0.0011881+0.014845i
0.34183+0.20682i,0.26412+0.17663i,0.17144+0.21567i,0.19214+0.21314i,0.17528+0.10166i,0.062677+0.030113i,0.00019254+0.020079i,-0.0081711-0.0086735i,-0.022671-0.035248i,-0.023693-0.030446i,-0.0079985-0.0092918i,0.011295+0.0086979i,0.025635+0.011655i,0.028419+0.0061226i,0.020921-0.00077973i,0.007474-0.0062195i,-0.0016451-0.0059634i,0.00039219-0.0037497i,0.0090204-0.0059503i,0.012457-0.012764i,0.008511-0.016778i,0.004848-0.014818i,0.00074154-0.0086168i
-0.35808+0.12444i,-0.21326+0.11969i,-0.11016-0.036653i,-0.15777-0.13059i,-0.17826-0.076453i,-0.11774-0.024183i,-0.063225-0.0021607i,-0.01795+0.020096i,0.0075833+0.026132i,0.0047664+0.027123i,0.00047161+0.022737i,-0.0045336+0.011948i,-0.0067683+0.0084507i,-0.0015343+0.0088415i,0.0047942+0.0072925i,0.0086958+0.0014134i,0.0044923-0.0043913i,-0.0059218-0.0031219i,-0.01666+0.001726i,-0.021665+0.0083786i,-0.015391+0.010906i,-0.0041968+0.0047656i,0.0026404-0.0045242i
0.25361-0.32116i,0.12872-0.20316i,0.080911+0.030629i,0.10681+0.11961i,0.065846+0.09878i,0.02875+0.10971i,0.048469+0.089967i,0.032105+0.033084i,-0.0074443+0.013874i,-0.012458+0.013678i,0.00051738+0.0034011i,0.01107-0.0089996i,0.010634-0.021071i,-0.0025057-0.028299i,-0.016051-0.022139i,-0.0203-0.0058671i,-0.011928+0.0072479i,0.0032116+0.0086983i,0.01519+0.0020821i,0.017759-0.0044072i,0.0094676-0.0034646i,-0.00011272+0.0032454i,-0.0038048+0.0072604i
0.05096+0.38577i,0.13701+0.17418i,0.053801-0.073667i,-0.056211-0.088154i,-0.027321-0.0064966i,0.022605-0.006545i,0.012963-0.023505i,0.016502-0.015814i,0.039493-0.013414i,0.043009-0.011605i,0.023716-0.0023876i,0.004774+0.010243i,0.0011869+0.021105i,0.0063954+0.026443i,0.013449+0.022232i,0.017322+0.0091345i,0.01283-0.0024521i,0.0013951-0.0066462i,-0.010261-0.0026093i,-0.012697+0.0020703i,-0.0041961-0.001602i,0.0044649-0.007968i,0.0053878-0.0084303i
-0.28492-0.32689i,-0.24464-0.10472i,-0.018472+0.10072i,0.14319+0.099629i,0.14459+0.040155i,0.12203+0.024291i,0.094281-0.00013227i,0.031125-0.011917i,-0.013661+0.0022493i,-0.026224+0.0050208i,-0.022692-0.0026387i,-0.014625-0.012103i,-0.013352-0.018302i,-0.014702-0.015098i,-0.014632-0.007372i,-0.012002+0.00056602i,-0.0059942+0.002633i,-0.00065802-0.0015836i,0.0013681-0.0053281i,-0.0016932-0.0052583i,-0.0083434-0.0025212i,-0.012684+4.0774e-05i,-0.010165+0.0028275i
0.4052+0.041716i,0.24677-0.19364i,-0.05879-0.31633i,-0.18837-0.25465i,-0.13021-0.18709i,-0.095807-0.15235i,-0.090195-0.078361i,-0.048401-0.022536i,-0.0089781-0.022344i,0.0029111-0.027969i,0.0011221-0.01883i,0.0016293-0.005535i,0.0065867+0.0013792i,0.011788-0.00055021i,0.01529-0.0068769i,0.011807-0.010748i,0.0050324-0.0069317i,0.0025117+0.0047119i,0.007545+0.017674i,0.014834+0.020441i,0.012448+0.014027i,0.0029544+0.008031i,-0.0047127+0.0037046i
-0.43837+0.23903i,-0.24204+0.39671i,0.058655+0.38293i,0.15626+0.25177i,0.084625+0.14395i,0.04166+0.066744i,0.032989+0.0064341i,0.018741-0.0056948i,0.0052848+0.0087441i,-0.0082551+0.018792i,-0.015087+0.018768i,-0.018877+0.013357i,-0.021459+0.013115i,-0.018348+0.014096i,-0.012018+0.012858i,-0.0012169+0.0089151i,0.0070952+0.0001536i,0.0082005-0.010205i,0.002253-0.020029i,-0.0056754-0.023272i,-0.0032056-0.014292i,0.0071066-0.0011858i,0.013277+0.0060175i
0.23564-0.43231i,-0.018434-0.46784i,-0.26779-0.32305i,-0.28853-0.17342i,-0.20653-0.096082i,-0.16023-0.021433i,-0.099002+0.036784i,-0.033688+0.02726i,-0.016645-0.0061952i,-0.017037-0.016091i,-0.0055538-0.012604i,0.0096738-0.011814i,0.01886-0.015539i,0.016444-0.020141i,0.0048911-0.021568i,-0.0091434-0.019829i,-0.01886-0.015541i,-0.020319-0.0082769i,-0.013159+0.00028435i,-0.0047261+0.0038461i,-0.0026794-0.00073545i,-0.0025677-0.0083044i,-0.0015316-0.011213i
0.068531+0.56085i,0.3182+0.51511i,0.44854+0.29472i,0.36077+0.14733i,0.22413+0.11182i,0.14447+0.078407i,0.084341+0.025983i,0.036245+0.00058313i,0.020226+0.015348i,0.02363+0.034775i,0.023919+0.03282i,0.014605+0.023162i,0.0027437+0.01916i,-0.0040258+0.01965i,-0.0038046+0.01988i,0.0011033+0.018398i,0.002926+0.017627i,0.0018581+0.014421i,-0.0010095+0.0080503i,-0.0028764+0.0058453i,-0.00068261+0.0072444i,0.0012453+0.0064198i,0.0023174+0.0026092i
-0.33694-0.46911i,-0.50935-0.33492i,-0.51029-0.099057i,-0.37402+0.005195i,-0.22584+0.024653i,-0.0974+0.050515i,-0.0061489+0.050241i,0.014776+0.021142i,0.00020525-0.00076499i,-0.0098501-0.011335i,-0.013343-0.014728i,-0.012804-0.01559i,-0.010783-0.016331i,-0.010149-0.014343i,-0.0094693-0.0073574i,-0.0075713+0.0016041i,-0.00272+0.0077966i,0.0034218+0.0097401i,0.0075219+0.0055808i,0.0075114-0.0023822i,0.0042043-0.0064989i,-0.00034258-0.0063864i,-0.0071757-0.003032i
0.57433+0.21339i,0.70146+0.041675i,0.61899-0.12695i,0.45521-0.13335i,0.32375-0.089996i,0.19649-0.093103i,0.072615-0.080932i,0.014044-0.03813i,0.01503-0.014296i,0.020691-0.0141i,0.013271-0.010009i,0.0088192+0.0026124i,0.011009+0.011306i,0.014036+0.010223i,0.014402+0.0038604i,0.013083-0.0039145i,0.014037-0.01104i,0.011813-0.014804i,0.0037045-0.0095491i,-0.002254+9.6481e-05i,-0.0027812+0.001454i,-0.0013162-0.0019477i,0.002178-0.0020641i
-0.62408+0.063828i,-0.67567+0.18682i,-0.53541+0.22645i,-0.3699+0.14281i,-0.24579+0.048755i,-0.13248+0.0095626i,-0.051178-0.0018477i,-0.019909-0.00037846i,-0.019736+0.0029648i,-0.02842+0.0039072i,-0.029163+0.004318i,-0.027335+0.0011665i,-0.025252-0.0016166i,-0.016307-0.0016825i,-0.0063381-7.4173e-06i,-0.0017035+0.0052764i,-0.002962+0.010964i,-0.0036294+0.01386i,0.0012161+0.0096701i,0.0041564+0.0032567i,-0.0013045+0.0042468i,-0.0090053+0.0076622i,-0.010275+0.0092789i
0.47987-0.37772i,0.45547-0.49459i,0.30721-0.44496i,0.18465-0.29284i,0.0982-0.17515i,0.016735-0.10862i,-0.019697-0.049835i,-0.0092079-0.015474i,0.0046497-0.011662i,0.01121-0.011728i,0.015244-0.0096332i,0.017554-0.0074098i,0.017295-0.0043809i,0.013188-0.0031117i,0.0091169-0.0063489i,0.0074503-0.013997i,0.0068077-0.022063i,0.0027149-0.0247i,-0.0019312-0.020688i,-0.0018436-0.015088i,0.0026516-0.009793i,0.0088289-0.0050278i,0.0099783-0.0039891i
-0.2556+0.58208i,-0.23819+0.67129i,-0.18806+0.55384i,-0.16088+0.37579i,-0.12432+0.24869i,-0.071356+0.16184i,-0.024194+0.086886i,-0.0027701+0.032504i,-0.0088689+0.013677i,-0.016033+0.019347i,-0.010134+0.023541i,-0.0040401+0.018869i,-0.0036944+0.012249i,-0.0061804+0.0072225i,-0.0079744+0.0035346i,-0.0075754+0.0020672i,-0.0063561+0.004215i,-0.0029032+0.0071714i,-0.0010197+0.0086719i,-0.0026001+0.0086592i,-0.0022609+0.0061293i,-0.0012078+0.0036893i,0.00037849+0.0043747i
-0.049642-0.59278i,-0.068736-0.62083i,-0.017359-0.4622i,0.052011-0.29304i,0.054052-0.16396i,0.027969-0.058162i,0.019735-0.0031713i,0.015911-0.00019648i,0.010001-0.0084462i,0.0056108-0.011919i,0.0023459-0.012621i,0.0022486-0.013016i,0.0020866-0.0155i,2.8795e-05-0.014234i,-0.0026648-0.0074729i,-0.0092181-0.0030163i,-0.019325-0.002877i,-0.025638-0.0011835i,-0.020582+0.0014077i,-0.009707+0.00079854i,-0.0039311-0.0013093i,-0.0023341-0.0040319i,-0.0023963-0.0094146i
0.33726+0.4862i,0.35583+0.52777i,0.22132+0.41706i,0.081612+0.28494i,0.052576+0.1813i,0.067943+0.093706i,0.056338+0.034934i,0.030148+0.015466i,0.016646+0.017699i,0.015372+0.016758i,0.011088+0.0093639i,0.0043824+0.0058249i,0.00095345+0.0059695i,0.00029969+0.0058015i,-0.00040745+0.0052442i,0.0027045+0.0083506i,0.014196+0.015154i,0.026216+0.015785i,0.026765+0.0078663i,0.018365+0.00064543i,0.011355+0.00053112i,0.0060407+0.0030561i,0.0014794+0.0042783i
-0.47314-0.25885i,-0.45369-0.32148i,-0.24776-0.29684i,-0.069921-0.22887i,-0.016821-0.16109i,-0.0051356-0.10457i,-0.00084647-0.062861i,-0.0067237-0.031837i,-0.0091848-0.02022i,-0.011242-0.021322i,-0.014259-0.015233i,-0.014615-0.0053348i,-0.012713+0.00062327i,-0.0088369+0.0026242i,-0.003769+0.0027865i,-0.0023176+0.0022316i,-0.0045494+0.0010579i,-0.0058778+0.0023148i,-0.0065379+0.0061361i,-0.00848+0.0075926i,-0.010374+0.0027199i,-0.0097427-0.0034049i,-0.0089711-0.0028493i
0.50008-0.03131i,0.49932+0.022214i,0.30041+0.075933i,0.11904+0.080597i,0.056739+0.041633i,0.025249-0.0059813i,-0.003531-0.021842i,-0.0094984-0.010206i,-0.0050856+0.0040289i,-0.00041753+0.010828i,0.0021574+0.0088343i,0.0027222+0.0048861i,0.0038377+0.0034473i,0.004138+0.0035281i,0.0057381+0.0070328i,0.012967+0.0074105i,0.019681-0.0033002i,0.015271-0.018162i,0.0095644-0.022983i,0.0097909-0.01799i,0.0064472-0.011363i,0.0023878-0.0037048i,0.0032733+0.0018098i
-0.41687+0.24297i,-0.45086+0.15829i,-0.32113-0.0068468i,-0.18787-0.08769i,-0.13016-0.06767i,-0.091344-0.02415i,-0.050644+0.0033536i,-0.025798+0.0056492i,-0.019594-0.0024196i,-0.019579-0.0021013i,-0.012841+0.0019818i,-0.0048509+0.0028146i,-0.00098525+0.0023554i,0.0010074-0.00071011i,0.0011656-0.0078963i,-0.0028751-0.011652i,-0.0099231-0.0040097i,-0.012605+0.0080565i,-0.01065+0.011612i,-0.0081699+0.0093416i,-0.0043512+0.0081781i,-0.00090958+0.0057094i,0.00017834+0.0019584i
0.19905-0.36841i,0.2301-0.28112i,0.16714-0.052629i,0.092232+0.084033i,0.043731+0.087124i,0.015904+0.058756i,0.012912+0.035664i,0.020529+0.014189i,0.022071+0.0016479i,0.018311-0.0030837i,0.0117-0.0041629i,0.0062497-0.0041118i,0.0035087-0.0068014i,0.0011054-0.0081996i,0.00045806-0.005649i,0.0017376-0.0068596i,0.0031617-0.013886i,0.0011758-0.017102i,-0.0049938-0.011753i,-0.008119-0.0058457i,-0.0050677-0.0043725i,-0.0005137-0.0026788i,0.0024506-0.0010238i
0.0077806+0.40445i,-0.060028+0.36013i,-0.098945+0.15335i,-0.077319+0.019066i,-0.027427+0.011156i,0.009159+0.026462i,0.023197+0.023596i,0.018281+0.012798i,0.002474+0.0060352i,-0.0073642+0.0062573i,-0.0058626+0.0065381i,-0.00084875+0.0025525i,0.00041704-0.00095425i,-0.0029091-0.00031449i,-0.0086985+0.0012374i,-0.01318+0.0054682i,-0.013666+0.012579i,-0.0064732+0.015188i,0.0060987+0.012658i,0.012711+0.010245i,0.010582+0.0068069i,0.0044506+0.0020681i,-0.00034715-0.00070462i
-0.17035-0.29896i,-0.063111-0.27636i,0.07339-0.11352i,0.11056-0.0045581i,0.08002+0.001792i,0.050784-0.0046385i,0.02841-0.0060089i,0.01376-0.0059064i,0.014381-0.0052495i,0.014528-0.007772i,0.0066542-0.006169i,-0.0011695-0.00095322i,-0.004789+0.0009402i,-0.0041086-0.00028037i,-0.00087255-0.002614i,0.00039594-0.0055383i,-0.0028232-0.0061809i,-0.007764-0.0028179i,-0.010614-0.00053998i,-0.011425-0.0025455i,-0.0094732-0.0024103i,-0.0033141-0.00028113i,0.00092779-0.00049766i
0.28263+0.13618i,0.19849+0.15288i,0.028514+0.06031i,-0.051189-0.021531i,-0.035861-0.031757i,-0.0083745-0.037319i,-0.0014305-0.039136i,-0.010127-0.021542i,-0.015406-0.00049618i,-0.011801+0.0092322i,-0.0085668+0.0058517i,-0.0096626+0.0015229i,-0.0082345+0.0032944i,-0.0038518+0.0051915i,-0.0018054+0.0087463i,0.00062881+0.016898i,0.0086877+0.022174i,0.016903+0.016135i,0.016124+0.0054389i,0.011309+0.00083921i,0.0070325-0.0014135i,-0.00040742-0.0032899i,-0.0073522-0.0014996i
-0.28711+0.0034288i,-0.22111-0.068206i,-0.046132-0.079994i,0.043223-0.046505i,0.028509-0.032928i,0.00074973-0.01929i,-0.0092636-0.0061507i,-0.0065866-0.008777i,-0.0063808-0.017027i,-0.010919-0.016391i,-0.0084229-0.0092687i,-0.00041239-0.0049424i,0.0041154-0.0011666i,0.0052058+0.0022699i,0.0071539+0.0014864i,0.0090963-0.0051827i,0.0054869-0.015959i,-0.00063434-0.019158i,-0.00053997-0.01001i,0.00067797+0.00031334i,-0.00041781+0.0047872i,0.00090205+0.0056009i,0.0042358+0.0041074i
0.20084-0.14585i,0.14993-0.075904i,-0.0064919+0.00108i,-0.091273+0.019237i,-0.079607+0.015073i,-0.052543+0.0098215i,-0.029723+0.010609i,-0.010055+0.01496i,5.7396e-05+0.01584i,0.0042102+0.014319i,0.0040943+0.011333i,0.0013901+0.0080438i,0.00030223+0.0031124i,0.0015305-0.0017483i,0.0047948-0.00548i,0.0071922-0.0066104i,0.0061319-0.0030173i,0.0015733+3.8624e-05i,-0.0034865-0.0046828i,-0.0042472-0.011253i,-0.0031341-0.010536i,-0.0031315-0.0040289i,-0.0031385+0.001095i
-0.10446+0.21743i,-0.10922+0.15332i,-0.037636+0.039386i,0.01084+0.0010709i,0.015241+0.015729i,0.017404+0.027209i,0.020904+0.022843i,0.017948+0.0067994i,0.0067082-0.0079241i,-0.0041204-0.010946i,-0.0049146-0.007822i,-0.00067695-0.0070501i,0.00031878-0.0087577i,-0.0022225-0.0085633i,-0.0076903-0.0064102i,-0.01433-0.003885i,-0.017424-0.00058523i,-0.013773+0.0038833i,-0.0078022+0.0096421i,-0.0035622+0.012886i,0.00041215+0.0084293i,0.0037156+0.00022579i,0.0031917-0.0045602i
-0.020102-0.20125i,0.012512-0.1332i,0.0087545+0.0061347i,-0.0018584+0.066006i,0.00017658+0.056821i,0.0013587+0.038158i,0.005471+0.021083i,0.011027+0.012017i,0.015246+0.0095054i,0.014163+0.0069139i,0.0094895+0.0066669i,0.0058854+0.0087385i,0.0021626+0.0090745i,-0.0018287+0.0060332i,-0.0025972+0.0012362i,0.0028591-0.0019437i,0.011858-0.0054369i,0.01649-0.0078994i,0.013303-0.0070462i,0.0067299-0.0053602i,0.00058657-0.0027765i,-0.0023675+0.0030656i,-0.0006885+0.0076998i
0.12712+0.1447i,0.085857+0.11608i,0.045303+0.0086063i,0.034514-0.052325i,0.033154-0.05034i,0.033543-0.037122i,0.021019-0.027015i,0.0011089-0.017936i,-0.011893-0.005335i,-0.013423+0.0041956i,-0.010009+0.0024343i,-0.010107-0.0035695i,-0.0087217-0.0038927i,-0.0014849-0.00011939i,0.0041704+0.0017911i,-0.00034405+0.0032014i,-0.012383+0.0066159i,-0.018347+0.0073946i,-0.010918+0.0019759i,-0.00044751-0.0027964i,0.0033829-0.0032676i,0.0024075-0.0051348i,-0.00055804-0.0083228i
-0.15571-0.066617i,-0.10017-0.078505i,-0.017368-0.025768i,0.013119+0.012368i,0.010687+0.0063009i,0.003003-0.00043297i,0.0024979+2.4606e-05i,0.0079496-0.0016209i,0.0099803-0.007425i,0.0072358-0.011761i,0.0056756-0.010549i,0.0068781-0.0049354i,0.0063847+0.00082214i,0.0014212+0.0033761i,-0.0047404+0.0048472i,-0.0047124+0.005606i,0.0028293+0.0022911i,0.008546+0.00062789i,0.0037785+0.0032612i,-0.0050743+0.0055276i,-0.0061915+0.006575i,-0.0014674+0.0052511i,0.0013785+0.0026877i
0.14793-0.036242i,0.10482-0.021368i,0.011184-0.038i,-0.038918-0.05024i,-0.043541-0.03689i,-0.031744-0.025967i,-0.021901-0.015853i,-0.018013-0.0042278i,-0.01431+0.0012582i,-0.011422+0.0025858i,-0.012085+0.0031983i,-0.012588+0.0029712i,-0.010326+0.0011943i,-0.0056416-0.0021897i,0.0012243-0.0040404i,0.0082798-0.0026034i,0.011177+0.0014864i,0.0093382+0.0037612i,0.0089716+0.0015314i,0.010301-0.00060341i,0.0061016-0.0023549i,-0.0023979-0.0024498i,-0.0072472-0.00032594i
-0.10876+0.088633i,-0.10083+0.055787i,-0.039135+0.018194i,-0.001292+0.0080499i,0.0037104+0.01401i,0.0014445+0.018327i,0.0066681+0.0092738i,0.012685-0.0049703i,0.0081233-0.012776i,0.00052369-0.011159i,-0.00050673-0.0060788i,0.0040504-0.0043282i,0.0070965-0.0040866i,0.0054515-0.00063181i,0.0025363+0.001016i,-0.002895-0.0049726i,-0.010862-0.014916i,-0.014472-0.019417i,-0.010844-0.015224i,-0.0049807-0.0080194i,0.0010543-0.0017187i,0.0064354+0.0013949i,0.0086956-3.6745e-05i
0.038081-0.11567i,0.034521-0.078503i,-0.011214-0.0095602i,-0.039515+0.025697i,-0.038152+0.025701i,-0.023262+0.019936i,-0.0071503+0.021289i,0.0023765+0.021681i,0.0061084+0.018198i,0.005846+0.01367i,0.0033675+0.012311i,-0.00052739+0.01207i,-0.0044255+0.0083573i,-0.0060046+0.00097555i,-0.0070808-0.0043807i,-0.006144+0.00026806i,0.001373+0.013151i,0.0083769+0.020333i,0.0052897+0.013942i,-0.0015922+0.0046472i,-0.0054511+0.00062132i,-0.0070247+0.0012664i,-0.0062547+0.0026223i
0.027884+0.11728i,0.012875+0.10179i,0.020067+0.042762i,0.033123+0.0048886i,0.038718-0.00065701i,0.032145+0.0010559i,0.014536-0.0049362i,0.00045609-0.0097849i,-0.0069101-0.0059388i,-0.0089593-0.00093219i,-0.006787-0.00025188i,-0.0023922-0.0019919i,0.0015243-0.0015842i,0.0045557+0.0024393i,0.0083509+0.0066295i,0.010854+0.0051717i,0.0071556-0.0026127i,0.0016273-0.0075432i,0.0021986-0.0026463i,0.0044437+0.0038541i,0.0042897+0.0035363i,0.0028414-0.00075885i,0.00098093-0.004039i
-0.069273-0.074682i,-0.03424-0.067654i,0.0013288-0.018623i,0.011345+0.013114i,0.008831+0.012436i,0.007548+0.0057988i,0.010586+0.0057872i,0.011583+0.0065593i,0.010259+0.0025496i,0.0081915-0.0010618i,0.0065089-0.0023046i,0.0043854-0.0017342i,0.0017449-3.5893e-05i,-0.00025834+8.2128e-05i,-0.0036211-0.0034262i,-0.0047488-0.009353i,-0.0011943-0.014083i,0.0024391-0.015654i,0.0028336-0.015661i,0.0007068-0.012588i,-0.00042576-0.0052275i,0.00021357+0.0013295i,0.0015044+0.0025751i
0.09195+0.018462i,0.069129+0.02222i,0.025318-0.013339i,0.00042959-0.044662i,-0.0054866-0.044539i,-0.0036307-0.029566i,-0.00508-0.015948i,-0.0075163-0.0088388i,-0.006905-0.0050914i,-0.0050794-0.0018213i,-0.0036164-0.0017267i,-0.0027358-0.0046785i,-0.0017354-0.007488i,0.00040521-0.0087095i,7.2689e-05-0.0089346i,-0.0060646-0.0036673i,-0.01484+0.0098797i,-0.018782+0.019047i,-0.014595+0.016047i,-0.0080471+0.0081704i,-0.0036304+0.0016225i,-0.003035-0.0024814i,-0.0042446-0.0042525i
-0.079325+0.020164i,-0.070363-0.0073575i,-0.027541-0.012863i,-0.0024667+0.0013599i,-0.0033895+0.0087934i,-0.0053365+0.0039215i,0.0061877-0.0031485i,0.01476-0.0080641i,0.0099308-0.011379i,0.00098267-0.011503i,-0.0035668-0.0084702i,-0.0040574-0.00314i,-0.0046647+0.0021101i,-0.0073103+0.0069259i,-0.0060979+0.012172i,0.0031075+0.011984i,0.013658+0.0022692i,0.017191-0.0068676i,0.012113-0.0046401i,0.0055467+0.0020567i,0.0028198+0.0048961i,0.0015259+0.0052134i,0.0009917+0.0049234i
0.047496-0.049871i,0.041056-0.028925i,-0.0023539-0.0076412i,-0.031954-0.0031763i,-0.02874-0.0027924i,-0.016689+0.0044517i,-0.0099303+0.01174i,-0.0057143+0.012947i,-0.0022739+0.01109i,7.1516e-05+0.010037i,0.0010739+0.0099913i,0.0010417+0.0062064i,0.00078387+0.0018071i,0.00044308-7.7488e-05i,-0.0019742-0.0032675i,-0.005689-0.0039387i,-0.0072168+0.00043408i,-0.004088+0.0039776i,0.0015893+0.0010311i,0.0039526-0.0033347i,0.0012628-0.0031302i,-0.00091401-0.00067765i,0.00022329+0.00080559i
-0.017155+0.064757i,-0.030752+0.054039i,-0.01473+0.024756i,0.0077772+0.012037i,0.015637+0.015022i,0.0094919+0.011932i,-0.0010146-0.0002197i,-0.0064727-0.0066634i,-0.0065931-0.0047348i,-0.0069736-0.00094816i,-0.0090048+0.002321i,-0.0084629+0.0055651i,-0.0046364+0.0065488i,0.00033233+0.0047264i,0.0057658+0.0036945i,0.0080026+0.0029632i,0.0018474-4.284e-05i,-0.0069125-0.0032568i,-0.01052-0.0028605i,-0.008773-0.0024713i,-0.003676-0.0036038i,0.00044742-0.0038639i,0.0013954-0.0037517i
-0.010788-0.054251i,0.007941-0.042473i,0.0089412-0.0040065i,-0.00266+0.017031i,-0.0035975+0.011731i,0.0044692+0.0050666i,0.0081143+0.006651i,0.006343+0.0067501i,0.0054067+0.0024429i,0.0084288-0.00136i,0.011075-0.0032478i,0.008656-0.0047983i,0.0040576-0.0046183i,-6.4254e-05-0.0029837i,-0.0014546-0.00028393i,0.0042257+0.0033391i,0.016093+0.0049097i,0.022394+0.0042041i,0.017335+0.0025938i,0.0090995+0.0021194i,0.0023256+0.0027012i,-0.001616+0.0025286i,-0.0014023+0.0010439i
0.037081+0.033362i,0.024194+0.03332i,0.014002+0.0052959i,0.01661-0.017898i,0.016828-0.017397i,0.0098864-0.0073174i,0.0033615-0.0012566i,3.3862e-05+0.0010918i,-0.0026367+0.0012145i,-0.0054436+0.0024628i,-0.0054863+0.0047008i,-0.00080571+0.0046934i,0.0039959+0.0031319i,0.0057874-0.00031685i,0.0054354-0.0081025i,-0.00061936-0.019669i,-0.012884-0.025618i,-0.019268-0.020295i,-0.012203-0.011309i,-0.0034937-0.0051694i,-0.0011567-0.0027579i,-0.00093063-0.0015013i,-0.00034994-0.00045968i
-0.044396-0.015028i,-0.028501-0.029304i,-0.0054131-0.018497i,-0.0033232-0.00036529i,-0.010014+0.00088501i,-0.00511-0.0053732i,0.0074519-0.0062594i,0.013522-0.0054041i,0.010512-0.006409i,0.0058512-0.0090741i,0.0032588-0.013427i,-0.00020045-0.014455i,-0.0041452-0.011417i,-0.006855-0.0068174i,-0.010159+0.0016838i,-0.012065+0.011619i,-0.0084268+0.014412i,-0.0049083+0.0096172i,-0.0059263+0.0023287i,-0.0055155-0.0019081i,-0.001605-0.0015409i,0.00032534-0.00018542i,-0.00089441+0.00028525i
0.033609-0.0098722i,0.025897+0.00018485i,-0.00066913-0.0050538i,-0.014472-0.014013i,-0.011601-0.0088706i,-0.0054118+0.0010809i,-0.00051017+0.0043206i,0.0022044+0.002981i,0.001347+0.003531i,-0.001249+0.0081266i,-0.002397+0.011677i,-0.0011148+0.010803i,-0.00016651+0.0074758i,-0.0018616+0.0033638i,-0.0042722+0.00084027i,-0.0051497+0.0025897i,-0.0022114+0.0097645i,0.0025054+0.016162i,0.0043317+0.016013i,0.0015625+0.011691i,-0.0017927+0.0068852i,-0.0019792+0.0038473i,-0.00072247+0.0031997i
-0.030182+0.024199i,-0.035762+0.011912i,-0.020596+0.0039582i,-0.0061868+0.0096601i,-0.0023053+0.015411i,-0.0032003+0.009124i,-0.0053125-0.0035064i,-0.0050366-0.0089199i,-0.0041901-0.0069729i,-0.0056967-0.0059788i,-0.0096277-0.0075281i,-0.011092-0.0062877i,-0.0085458-0.0011745i,-0.0019316+0.0036222i,0.0079735+0.0054807i,0.015919+0.00098122i,0.016816-0.0093468i,0.011696-0.015519i,0.007364-0.013246i,0.0068575-0.00847i,0.0065252-0.0053686i,0.004219-0.0034591i,0.0023077-0.0016851i
