-0.00011734+0.0006892i,0.0010043-7.95e-05i,-0.0010265-6.5668e-05i,-0.00082792-9.4196e-05i,-3.5574e-05+0.0011099i,-0.0013339+0.0025494i,-0.0019944+0.0034552i,-0.00039819+0.0029584i,0.0012684+0.00034306i,0.0013996-0.0018193i,0.00074064-0.0025113i,0.00087875-0.0025223i,0.0011774-0.0016541i,0.00030841-0.00091498i,-0.00048301-0.00068334i,-6.694e-05-0.00054066i,-0.00021031+0.00012504i,-0.00078271+0.00068814i,-0.00015969+0.00012885i,0.00036649+0.00014058i,0.00048849+6.9107e-05i,0.00061237-0.00036488i,0.00080597-0.00018017i
0.0022922+0.00044442i,0.0012259-0.00042489i,0.0017225-0.0013333i,0.00041623-0.0003764i,-0.0018977+0.0016871i,-0.0022774+0.0026881i,0.00029002+0.0023225i,0.0025968+0.0014773i,0.0022715+0.00056229i,0.00058078-0.001472i,-0.00033784-0.0029791i,0.00045904-0.0030036i,0.0018847-0.0027484i,0.0025727-0.0029773i,0.00091628-0.0026495i,-0.0007179-0.00061405i,-6.523e-05+0.0018954i,-0.00025315+0.0037487i,-0.0016468+0.0044899i,-0.0028886+0.0030453i,-0.0034094+0.00030423i,-0.0027403-0.00049349i,-0.0012249-0.00026139i
0.0015622-0.0020828i,0.0034147-0.0024113i,0.0034132-0.003395i,0.002792-0.0029998i,0.0011609-0.0022913i,0.0017753-0.001543i,0.0041901-0.0007637i,0.0036118-0.00087805i,0.0014156-0.0020341i,-0.00051897-0.0021732i,-0.0019031-0.0018062i,-0.0035814-0.001499i,-0.0058466+0.00044731i,-0.0063057+0.0020394i,-0.0040979+0.0013879i,-0.0026668-7.0549e-05i,-0.0026806-0.00032992i,-0.0025082+9.4018e-05i,-0.0013751-0.00033815i,0.00033844-0.00032327i,0.002051+0.00082724i,0.002956+0.0010695i,0.0029134-0.00013989i
0.00031215+0.0024902i,-0.00065605+0.0027832i,-0.0014291+0.002404i,-0.00091237+0.0016372i,0.00040842+0.0009419i,0.0010565+0.0012708i,0.0020219+0.0007318i,0.0022551-0.0021659i,0.00030737-0.0044345i,-0.0024101-0.0038683i,-0.0040632-0.0030614i,-0.0035846-0.0065879i,-0.0035575-0.010062i,-0.0044557-0.0078416i,-0.0029855-0.0036969i,3.1246e-05-0.0012244i,0.0014936+0.00016659i,0.0028064+0.0013027i,0.0033181+0.0017487i,0.002176+0.0016916i,0.00075306+0.0018448i,0.00025749+0.0012868i,0.00044861+0.00068965i
0.0027912-0.0020611i,0.0028542-0.0033962i,0.0034696-0.0045034i,0.00097518-0.0038052i,-0.0021803-0.0016457i,-0.0020521-0.00078111i,0.0009608-0.00057802i,0.0025453-0.0018433i,0.00045162-0.0045287i,-0.0025059-0.00471i,-0.0031467-0.0034154i,-0.00095595-0.0020294i,0.00046044-0.00027841i,0.00031713+0.0008029i,-1.2024e-05+0.0013549i,-0.001097+0.0015347i,-0.0017989+0.0018041i,-0.0020617+0.0027361i,-0.003144+0.0024901i,-0.0029323+0.00042016i,-0.0010408-0.0011645i,-0.00026005-0.0015782i,-0.00039399-0.00090722i
9.3852e-05+0.0018658i,0.00030574+0.0016041i,0.0015717+0.0030614i,0.003016+0.0018238i,0.0047967-0.00092284i,0.0049105+0.00029056i,0.0027536+0.0019463i,0.00075505+0.00013587i,-0.00059754-0.0019891i,-0.0015092-0.0024292i,-0.0019059-0.0019523i,-0.0030852-0.0027226i,-0.0046838-0.0043767i,-0.0046006-0.0038681i,-0.0026823-0.0019544i,-0.0010467-0.0028027i,-0.0010474-0.0034584i,3.4059e-06-0.0023399i,0.0018952-0.0016761i,0.0025435+0.00018705i,0.0022641+0.0024921i,0.0019392+0.0027302i,0.0018914+0.0010863i
0.0038771-0.001984i,0.0029511-0.0014585i,0.0012735-0.002238i,-0.0010179-0.002482i,-0.0028151-0.0002452i,-0.0032178+0.001708i,-0.00071253+0.0014485i,0.0018124+0.00059964i,0.0019876-0.00060709i,-0.00033589-0.0015957i,-0.0019818-0.001232i,-0.00051035-0.00015493i,0.0012723+0.00076745i,0.0013724+0.0010332i,-0.00030791+0.0018707i,-0.00069041+0.0028257i,-1.3579e-05+0.0020897i,-0.00074716+0.0015311i,-0.0015306+0.0025069i,-0.0018546+0.0019599i,-0.001368-0.0002399i,0.00017908+0.00030238i,0.0014964+0.001622i
-0.0020179+0.0010278i,-0.0017815+0.00030675i,-0.00022065-0.00074039i,0.00053517-0.0012487i,0.00049559-0.0012071i,0.0013593-0.00081637i,0.0025467-4.0498e-05i,0.002076-0.00013512i,0.00046869-0.0010834i,-0.0014188-0.0017124i,-0.0031684-0.0022352i,-0.0050195-0.0023485i,-0.006853-0.00062501i,-0.0077039+0.00069929i,-0.0069747-6.8819e-06i,-0.0057409-0.00048047i,-0.0043278-5.0174e-05i,-0.0033785-0.00029485i,-0.0031019-0.00059151i,-0.0020085-0.00077395i,0.00029126-0.0009982i,0.00087812-0.00092575i,-0.00027753-0.0013343i
-0.0008844+0.0010473i,-0.0012282+0.00093452i,-0.0012681+0.0016655i,-0.000164+0.0022932i,0.0019483+0.0019644i,0.0029618+0.0014396i,0.0020961+4.4022e-05i,0.0014263-0.0018625i,0.00027349-0.0012232i,-0.0018649-0.00093546i,-0.001784-0.0024892i,0.00018091-0.0053134i,0.0014465-0.0071088i,0.0020056-0.005627i,0.0024119-0.003266i,0.0027867-0.0011137i,0.0019201+0.00071931i,0.00055505+0.0024631i,-0.00066744+0.0041549i,-0.0011573+0.0046191i,-7.1311e-05+0.003998i,0.0015027+0.0027303i,0.0026681+0.0012765i
0.0046864-0.0014066i,0.0053764-0.00092238i,0.0044676-0.0020148i,0.0020629-0.0016731i,0.00062864-0.00064603i,0.00037681-0.00072586i,0.0020622-0.00079772i,0.001693-0.0014568i,-0.0013732-0.0027906i,-0.0034384-0.0026787i,-0.0038949-0.0020344i,-0.0028982-0.0018018i,-0.0027598-0.00055754i,-0.003301+0.0013004i,-0.0040192+0.0024093i,-0.0045079+0.0029213i,-0.0032353+0.0031975i,-0.0017074+0.002892i,-0.0019132+0.0011462i,-0.002338-0.00076702i,-0.0020378-0.00057762i,-0.0010902-0.00067341i,-0.00056904-0.00042695i
0.00067629+0.0018314i,0.00083646+0.0022933i,0.0016006+0.0020335i,0.0022224+8.2588e-05i,0.0014318-0.0021882i,0.0013082-0.00068296i,0.0019934+0.0013227i,0.00079715+0.00049069i,-0.0015048-0.00085421i,-0.0028532-0.0015185i,-0.0025243-0.0023285i,-0.0024011-0.0034168i,-0.002534-0.0045892i,-0.0015261-0.0047553i,0.00025625-0.0044584i,0.0011114-0.0047686i,0.00058338-0.00389i,0.00055755-0.0019704i,0.0019162+0.00010733i,0.0027508+0.0013763i,0.0025259+0.00086669i,0.0025873-0.00038588i,0.0019885-0.0011252i
0.009119-0.0098171i,0.011306-0.01006i,0.011997-0.013511i,0.0045127-0.010958i,-0.0024221-0.0052808i,-0.0041165+0.00025287i,-0.00062909+0.00091428i,0.0024734-0.0020757i,0.0011852-0.0042997i,-0.0027315-0.0043083i,-0.0053283-0.0016331i,-0.0041341+0.00052985i,-0.0020735+0.0017662i,-0.0024064+0.0032878i,-0.0029802+0.0041235i,-0.0021402+0.0036712i,-0.0017268+0.0025492i,-0.0022046+0.0010798i,-0.0023694+0.00054794i,-0.0019577+0.00024619i,-0.0010044-0.00016478i,-9.998e-05-0.00018369i,0.0010743+0.00077265i
-0.00023727+0.0039301i,-0.00024025+0.0024241i,0.00036067+0.0037997i,0.00084774+0.0028326i,0.0019623+6.3983e-05i,0.0032565-0.001537i,0.0027499-0.0014141i,0.0014002-0.0010368i,-0.00031417-0.0011872i,-0.0017903-0.0016174i,-0.0040979-0.00223i,-0.0066349-0.0034221i,-0.0076269-0.0037417i,-0.0066724-0.0033594i,-0.0048219-0.0030786i,-0.0037533-0.0018427i,-0.0022272-0.001606i,-0.0012358-0.0022185i,-0.00089018-0.0017314i,0.00063235-0.001077i,0.0024338-0.00089574i,0.0025502-0.0010472i,0.0015157-0.0014443i
-0.001893+0.0020903i,-0.0023816+0.0024386i,-0.0028419+0.0038408i,-0.0015383+0.0038214i,0.00013877+0.0028985i,-2.141e-05+0.0025787i,0.00096511+0.0012709i,0.0019869-0.00087847i,0.00022481-0.0021035i,-0.00047064-0.0019156i,0.00070104-0.0014984i,0.0015294-0.0023781i,0.001854-0.0031773i,0.0020597-0.0015381i,0.002525+0.0010392i,0.0024983+0.0019516i,0.00087476+0.002474i,-0.00063078+0.0029502i,-0.0015798+0.0030502i,-0.002166+0.0034681i,-0.0021953+0.0029822i,-0.00086537+0.0016174i,0.0012992+0.00098158i
0.001333-0.0022244i,0.00022963-0.0035526i,-0.00088477-0.0051801i,-0.00069749-0.0042818i,-0.00080649-0.0022093i,-3.3276e-05-0.00020588i,0.00074567+0.00054676i,-5.9226e-05-0.0012674i,-0.0011503-0.0025125i,-0.001938-0.0018315i,-0.0016278-0.0022632i,-0.0011786-0.002532i,-0.0026267-0.0010684i,-0.0044463-0.00018226i,-0.0036503-8.8365e-05i,-0.0020914+0.00072556i,-0.0016511+0.0017579i,-0.0012943+0.0023749i,-0.00097022+0.0019999i,-0.00048079+0.0011629i,-0.00069769+0.0005396i,-0.0013828-0.00026508i,-0.0010147-0.00046599i
-0.0010957+0.0019976i,-0.00085156+0.0020772i,-0.00071174+0.0029841i,-0.00088063+0.0018338i,-0.00024068-0.00044112i,0.00047353-0.00017374i,0.00043456+0.00057686i,0.00037161+0.00011916i,-0.00063405+0.0001679i,-0.0011067+0.00019145i,-0.00072296-0.00047452i,-0.00014068-0.0023834i,0.0010932-0.0038725i,0.0024098-0.0039792i,0.003401-0.0031558i,0.0030018-0.0019302i,0.0015555-0.00099726i,0.00095807+0.00036575i,0.0010079+0.0018768i,0.0016407+0.0022239i,0.0016046+0.0015546i,0.0016573+0.00063211i,0.0018989-0.00024703i
-0.00050514+0.0014045i,-0.0019133+0.0024372i,-0.0022916+0.0027766i,-0.00094243+0.0034243i,-5.3682e-05+0.0035759i,0.0012604+0.0021677i,0.002869+0.00065087i,0.0030081-0.0016223i,0.00034245-0.0026857i,-0.0036136-0.001579i,-0.0049101+0.00018217i,-0.0035947+0.0018789i,-0.0032751+0.00338i,-0.0034861+0.0048789i,-0.0031286+0.0050128i,-0.002813+0.00386i,-0.0017191+0.0025516i,0.00028997+0.0015605i,0.0012398+0.00092836i,0.00069384+0.00012893i,-0.00064345-0.00049003i,-0.001465-0.0010217i,-0.0010364+0.00012961i
-0.0021835+0.00032087i,-0.0035162-0.000805i,-0.0018414+0.00068168i,0.00033878+0.0010905i,0.0011124+0.00016386i,0.0021805+0.00048333i,0.00296+0.00048166i,0.0017373-0.00042949i,-0.00032742-0.00094138i,-0.0030224-0.0012044i,-0.0051277-0.0020997i,-0.0056668-0.003469i,-0.0059335-0.0045206i,-0.0053643-0.004121i,-0.0036712-0.0029249i,-0.0023622-0.0020779i,-0.001476-0.0015484i,-0.00087072-0.0012041i,-0.00033287-0.0011365i,0.001586-0.0014346i,0.0029234-0.00071024i,0.0023504+0.00026017i,0.0017671+0.00012222i
0.0017249-0.0011486i,0.0026829-0.001606i,0.0018444-0.0016218i,0.0003874-0.0015136i,0.00010123-0.0016486i,-0.00017571-0.00077597i,0.0010865+0.00025932i,0.0022494-0.00020224i,0.0011735-0.0020474i,-0.0010598-0.0035395i,-0.0018587-0.0040476i,-0.0004687-0.00395i,0.00065288-0.0025582i,0.00058372-0.00052189i,-0.0002631+0.00062135i,-0.00077305+0.00092709i,-0.00059587+0.001169i,-0.00043425+0.00083465i,-0.00095316+0.0011839i,-0.001777+0.0019477i,-0.0023087+0.0021702i,-0.0014762+0.0017929i,0.00033055+0.00043361i
-0.0026739+0.0031592i,-0.0022409+0.0033078i,-0.0016066+0.0033089i,-0.0011975+0.0026556i,-0.0010893+0.001672i,-0.00041001+0.00070188i,0.00093427+0.00041378i,0.0014279-0.00060999i,0.001215-0.001863i,0.00098658-0.0030045i,0.00056967-0.0035128i,-0.00013157-0.0036101i,-0.0019769-0.0031448i,-0.0039232-0.0023833i,-0.0033363-0.0022275i,-0.0013525-0.0018451i,-0.002082-0.0008796i,-0.003654+9.287e-06i,-0.0031271+0.00086751i,-0.0019169+0.00062726i,-0.0001101-8.1037e-05i,0.00038354-0.00087487i,0.00032685-0.0014127i
0.0012705+0.0039032i,0.0010881+0.003415i,0.0019111+0.003464i,0.0021905+0.0026631i,0.0023758+0.00087493i,0.0018383-0.00015411i,0.0013203+0.00065914i,0.0016294+0.00098239i,0.00083992-3.6983e-05i,0.00010779-0.00053501i,0.00044096-0.0015272i,0.00091749-0.002755i,0.0025753-0.0031698i,0.0043487-0.0020869i,0.0043456-0.0010322i,0.0032964-0.0001538i,0.0022546+0.0012967i,0.00063652+0.0021527i,-0.0005726+0.0019764i,-0.00082865+0.0014974i,-0.0010766+0.001595i,-0.00042781+0.0018925i,0.00077626+0.0022768i
0.0013089+0.0002081i,0.0006811+0.00045858i,0.00072163-0.0001847i,0.00017183-8.2615e-05i,-0.0004607-0.00013895i,0.00015405-0.00037529i,0.00084296-0.00040793i,0.00067735-0.00041502i,-0.00055188-0.0013735i,-0.002934-0.0020229i,-0.0038416-0.0012547i,-0.0035979+0.00025821i,-0.004542+0.0018446i,-0.0052199+0.0026834i,-0.0045102+0.0021433i,-0.0032751+0.0005655i,-0.002253+0.0010712i,-0.0015363+0.0025976i,-0.00028888+0.0027552i,0.00060018+0.0012264i,0.00098842-0.00030496i,0.00066024-0.00072237i,0.0002101-0.00091986i
0.00033074-0.00068416i,0.00065696-0.00050978i,-0.00050457-0.00064664i,-0.00042002-0.0011946i,0.00012991-0.0010515i,0.0011364+0.00031122i,0.002455+0.0012327i,0.0024517-0.00031424i,0.00075927-0.0013631i,-0.0019844-2.2153e-05i,-0.0038308+0.00039357i,-0.0052218-0.0021077i,-0.0060317-0.0040696i,-0.0048999-0.0040669i,-0.0027299-0.0028042i,-0.0011948-0.0010433i,-0.00064331-0.00017658i,0.0004296-0.00059207i,0.0018581-0.00061822i,0.0016381+0.00036984i,0.0013521+0.0010781i,0.0012308+0.0013158i,0.0014691+0.0011724i
-0.0025691-0.0048877i,-0.0032618-0.0056251i,-0.0046524-0.0044818i,-0.0045631-0.0017573i,-0.0024666+0.00078417i,0.00029826+0.0025826i,0.0027505+0.0008976i,0.0028514-0.0020736i,0.00098276-0.0037186i,-0.0011491-0.0032154i,-0.0026575-0.0020631i,-0.0021893-0.0023762i,-0.00058331-0.0017164i,1.2794e-06+0.00094677i,-0.00078959+0.0028449i,-0.001797+0.0020135i,-0.0023156+0.0009345i,-0.0015694+0.0018087i,-0.00028472+0.0013557i,-0.00063861+0.0001371i,-0.001186-0.0004087i,-0.00082633-0.00012899i,-0.00037416+0.00020748i
-0.0001168+0.0028615i,0.00018541+0.0036672i,0.0011339+0.0045494i,0.0018894+0.00223i,0.0020863-1.5839e-05i,0.001327-0.001071i,0.00099372-0.0014611i,0.00096004-0.0013606i,0.00086808-0.0019711i,0.0010763-0.0029156i,0.00079647-0.0028997i,-0.00011291-0.0018982i,-0.0020062-0.0021837i,-0.0031988-0.0034074i,-0.0025982-0.0037475i,-0.0011664-0.0029471i,-0.0015244-0.0020776i,-0.0023661-0.0016037i,-0.0013963-0.0010725i,-2.5526e-05-0.00056542i,0.00083526+0.00029049i,0.0015771+0.00087856i,0.0013083+0.00033413i
0.00033505+0.00034997i,-0.00027111+0.00089089i,0.00069877-0.00014862i,0.0011544-0.0018918i,0.00052175-0.0016726i,0.00042296-0.00074147i,0.0011836+0.00047566i,0.0023406-0.00030472i,0.0021801-0.0014813i,0.00079212-0.00092581i,-0.00038014-0.0013145i,-0.00044376-0.0026579i,0.0012307-0.0032006i,0.0030561-0.0023441i,0.0028066-0.0001405i,0.0013311+0.00072864i,0.00020523+0.00071335i,-0.0001936+0.0017115i,-0.00085882+0.0026557i,-0.0011333+0.0033066i,-0.0006717+0.0035666i,9.2004e-06+0.0025476i,0.00017907+0.0016604i
-0.00029819+0.0001955i,-0.0013379-0.00034237i,-0.0013824-0.00055525i,-0.0011989-0.00092193i,-0.001289-0.0011388i,-0.00014352-0.0004608i,0.0015056+0.00030765i,0.0013181+3.3977e-05i,-0.00092758-0.0012619i,-0.0023937-0.0016874i,-0.0020553-0.0016302i,-0.0013859-0.00086602i,-0.0015294+0.00092301i,-0.0024617+0.0020385i,-0.0028464+0.0016909i,-0.0026632+0.001095i,-0.0024702+0.00033223i,-0.0021814-0.00047022i,-0.0015539-0.00064249i,-0.00069136-0.0010085i,-0.00022333-0.0014124i,0.00011217-0.0012343i,0.00033862-0.00069455i
0.0013171-0.0012878i,0.0012147-0.0018804i,0.00064574-0.00071395i,-0.0001398+0.00077434i,-4.7611e-05+0.0016274i,0.00016509+0.0025369i,0.0012029+0.0020525i,0.0019017-0.00025019i,0.00040543-0.0018218i,-0.0023238-0.0012906i,-0.0039326-0.00085649i,-0.0048108-0.0021357i,-0.0046479-0.0027578i,-0.0037013-0.0019836i,-0.0024753-0.00059051i,-0.0010274+0.0012877i,0.00071884+0.0021602i,0.0016609+0.0017739i,0.0021388+0.0016442i,0.002427+0.0018223i,0.0013344+0.0015114i,0.00033967+0.0014282i,0.00013002+0.0011509i
0.00018663+0.0001597i,-0.00026021+0.00060811i,0.00044202+0.00015846i,0.00061334-0.00080889i,0.00050091-0.001903i,0.0009359-0.0021167i,0.0015402-0.0011323i,0.00091318-0.00097649i,-0.0018091-0.0022528i,-0.0041996-0.0025509i,-0.0039385-0.0019584i,-0.0028178-0.0025186i,-0.002599-0.0027251i,-0.0021247-0.00016772i,-0.00097325+0.002113i,-0.00083102+0.0018303i,-0.0018774+0.0014056i,-0.0027008+0.00066596i,-0.0028327-0.0012234i,-0.0024882-0.0022316i,-0.0016217-0.0019828i,-0.00069915-0.0011588i,-0.00025812-0.00031469i
0.0011831+0.0010413i,0.0010238+0.0010221i,0.001318+0.00084848i,0.0011514+0.00057838i,0.00040938+0.00064903i,0.00034435+0.00086993i,0.001686+0.00052692i,0.0025175-0.0013995i,0.0021022-0.0027902i,0.0006288-0.0033709i,-0.00025149-0.0032538i,-0.0012729-0.002704i,-0.0034873-0.0030178i,-0.0048364-0.0029759i,-0.0031519-0.0021449i,-0.0011799-0.0015351i,-0.00076847-0.00096925i,-0.00037965-0.0002989i,-2.9334e-05-0.0003463i,0.00086668-0.00032912i,0.0024761+0.0006156i,0.0032829+0.0013257i,0.0029801+0.0010796i
-0.0018961+0.0010509i,-0.0016728+0.00023744i,-0.0024644+0.0010263i,-0.0022231+0.0023736i,-0.0011835+0.0025887i,0.00016895+0.00070165i,0.00078786-0.00036406i,0.0012827-0.00034153i,0.00099488-0.0014381i,0.00022358-0.0027191i,-1.8988e-05-0.0027214i,-6.2761e-05-0.003041i,0.00064238-0.0036367i,0.0012923-0.0035061i,0.00058006-0.002377i,2.0042e-05-0.00039159i,-0.0013415+0.00092986i,-0.0029494+0.0012893i,-0.0026365+0.0021978i,-0.0028447+0.0033674i,-0.0031224+0.0027279i,-0.0015862+0.0010317i,1.5998e-06-0.00039508i
-0.0024178-0.00063523i,-0.0021762-0.00049669i,-0.0021014-0.00083555i,-0.0010673-0.0011646i,6.8645e-05-0.00035705i,0.00073301+0.0012202i,0.0012955+0.001374i,0.0010568-0.00030033i,-0.00031996-0.0020471i,-0.001879-0.0027695i,-0.0015292-0.0024754i,-0.00079709-0.0010265i,-0.00082845+0.00021024i,-0.0010049+0.000969i,-0.0019553+0.001198i,-0.0018579+0.0011035i,-0.00046813+0.00072794i,-0.00018121+0.00013696i,0.00021817-0.00049284i,0.00057585-0.00089211i,-6.2281e-05-0.0010353i,-0.0009126-0.00034207i,-0.00039866+0.0002618i
-0.00082658+0.0015779i,-0.0010704+0.0023581i,-0.0011125+0.0028102i,-0.0014631+0.0024252i,-0.00091518+0.0024426i,-0.00033226+0.0020601i,-4.9301e-05+0.00075096i,0.00075396-0.00037306i,0.00047827-0.0010573i,-0.0006309-0.0019144i,-0.0010826-0.0016488i,-0.0014907-0.001548i,-0.002501-0.0026397i,-0.001987-0.0029098i,0.00019759-0.0013459i,0.00024893+0.0005171i,-0.00091886+0.0015388i,-0.00069739+0.0023437i,1.2608e-05+0.002835i,0.00045134+0.0028526i,0.00062209+0.0032131i,0.000414+0.0028144i,0.00096794+0.0018686i
0.0023108+0.00032405i,0.0017133-0.00029887i,0.0017009-0.00073539i,0.0012749-0.0011581i,0.00042614-0.00058182i,0.00027316+0.00052624i,0.00091723-0.00011441i,0.0007078-0.00069982i,-0.0013617-0.0003845i,-0.0031814-3.816e-05i,-0.0028828-0.00056936i,-0.0020188-0.0018567i,-0.0014404-0.0017147i,-8.7579e-05+0.00055907i,0.00048948+0.0017839i,1.8951e-06+0.0012157i,-0.00056684+0.0012256i,-0.0008181+0.0014419i,-0.00085814+0.00018853i,-0.0016008-0.0011741i,-0.0014044-0.0010441i,-0.00024797-0.00021018i,-0.0001902+3.9988e-05i
-0.00063315-0.00065457i,0.00012693-0.0011176i,0.00026862-0.0014887i,0.0011584-0.00047826i,0.0020593+0.00097756i,0.0024852+0.0011452i,0.0026678+0.0002341i,0.0025836-0.001367i,0.00098237-0.0028454i,-0.0013905-0.0031473i,-0.0022775-0.0026858i,-0.0017926-0.0023494i,-0.0033302-0.0016717i,-0.0053357-0.00078816i,-0.0042012-0.0001976i,-0.0027716+0.00041142i,-0.0018797+0.0013198i,-0.0011799+0.0020384i,-0.00046588+0.001542i,0.0010183+0.0009306i,0.0024556+0.00019967i,0.0022998-0.00015814i,0.0015289-0.00089535i
-0.00085625+0.002126i,-0.0011851+0.0028342i,-0.0027585+0.0029022i,-0.004105+0.0020138i,-0.0040727+0.0010089i,-0.001907+0.00029586i,0.00016751+0.00017073i,0.00029774-0.00085208i,0.00037534-0.0026707i,-0.00075546-0.0024901i,-0.001643-0.0015667i,-0.0011366-0.0026206i,-0.00076112-0.0041585i,-0.0011111-0.0039248i,-0.00027037-0.002696i,0.00058245-0.0015296i,-0.00055532-0.00040984i,-0.0014976-0.0001591i,-0.0016026+0.00055532i,-0.0014311+0.0019886i,-0.00095547+0.0022256i,1.035e-05+0.0016389i,0.00062572+0.0012512i
-0.0014538-0.00071789i,-0.0020028-0.00078106i,-0.0013273-0.00039349i,0.0006991+0.0006037i,0.0010581+0.0017941i,0.0008779+0.001997i,0.0017363+0.0014672i,0.0019878-0.00046815i,0.00029168-0.0024665i,-0.0018159-0.0034387i,-0.0028223-0.003604i,-0.0022968-0.0025284i,-0.0019233-0.00076759i,-0.0021754+3.6854e-05i,-0.0022264+0.00031497i,-0.0013886+0.00020409i,-0.00047105-0.00030196i,-0.00069865-0.00016193i,-0.00068242+0.00093252i,-9.2668e-05+0.00056773i,3.973e-05+0.00028471i,-0.00013866+0.00084703i,-0.00052734+0.00074654i
0.0012915-0.0017216i,0.0019416-0.0029358i,0.0012922-0.0031322i,-0.00013273-0.0015765i,-0.00066895+6.5931e-05i,-0.00050762+0.00092226i,0.00084797+0.00051475i,0.0015256-0.00028359i,0.00071416-0.0019588i,-6.9406e-05-0.0030861i,-0.0007638-0.0029687i,-0.0014797-0.0027799i,-0.0021094-0.0022532i,-0.0018714-0.0016513i,-0.0010274-0.0011522i,-0.00013688-0.00072844i,-0.0002374-0.00033006i,-0.0010962+0.0001278i,-0.0012679+0.00045279i,-0.0008542+0.00057425i,-6.9406e-05+0.0011846i,0.00024628+0.0014647i,0.00056999+0.0010139i
-0.0027531-0.0001229i,-0.0029584+0.00016248i,-0.0030009+0.00025365i,-0.0026349-5.5854e-05i,-0.001962+0.00078366i,-0.00024623+0.0018245i,0.0011589+0.0012945i,0.0017281+0.00034199i,0.0013207-0.0010364i,-0.00057945-0.00094388i,-0.001224-0.00066903i,-0.0010074-0.0019491i,-0.0013448-0.0014942i,-0.0013645+0.00035872i,-0.00082126+0.0010881i,-0.00024596+0.0018211i,0.00024906+0.0022748i,0.0011296+0.002309i,0.0012574+0.0018401i,0.00056335+0.00052263i,4.0428e-06-0.00016143i,-0.00011007+0.0001664i,5.9987e-05+0.0010725i
-0.004087+0.00035961i,-0.0039006+0.0013705i,-0.0029092+0.0029476i,-0.00087688+0.0045283i,0.00088666+0.0043436i,0.0020393+0.0028812i,0.0024533+0.0015737i,0.0015491+2.4177e-05i,0.0001508-0.0011653i,-0.00091637-0.0016065i,-0.0011643-0.0012345i,-0.001532-0.0017513i,-0.0026757-0.0017887i,-0.0035902-0.00077711i,-0.0032389-0.00053955i,-0.0029991-0.00032676i,-0.0029521-8.3438e-05i,-0.0024379+0.00010375i,-0.0013769+0.00027651i,-0.00036281+0.00070501i,-1.4507e-05+0.00066453i,0.00037072+0.00020065i,0.00083401-0.00024513i
-0.0020826+0.0019975i,-0.0021608+0.0015812i,-0.0021519+0.00063475i,-0.0011106-0.00076939i,0.00022756-0.00091806i,0.00074695-0.00079982i,0.00138-0.001412i,0.0013424-0.0018539i,-2.8157e-05-0.0023339i,-0.001419-0.0020135i,-0.0010369-0.0017431i,-0.00028577-0.0032297i,-0.0011721-0.0041197i,-0.0011884-0.0026987i,0.00050955-0.0014363i,0.002225-0.0010516i,0.0025055-0.00032318i,0.0024517-6.4619e-06i,0.00093319+0.00043454i,-0.00042287+0.0012666i,0.00022952+0.0013981i,0.00096043+0.00025507i,0.0014725+6.1181e-05i
-0.003351+0.0014219i,-0.0024927+0.0030502i,-0.0022118+0.0027034i,-0.0015066+0.0020646i,0.00015183+0.0024706i,0.0014065+0.0027728i,0.0019336+0.001659i,0.0021326+1.1747e-05i,0.00075019-0.0015222i,-0.001456-0.0020868i,-0.001752-0.00090354i,-0.00089295-0.00063237i,-0.00041161-0.0017448i,-0.0012747-0.0015874i,-0.0023454-0.00069419i,-0.0027675+0.001162i,-0.0025429+0.0022538i,-0.0023395+0.0015346i,-0.0020237+0.0005638i,-0.00085114-0.00018235i,-0.00039577-0.00070192i,-5.9106e-05-0.00042224i,0.00036263-0.00028403i
-0.0014306-0.0012377i,-0.0022197-0.0012092i,-0.0033466-0.00026923i,-0.003441+0.00048722i,-0.0026782+0.0013359i,-0.00035694+0.0015047i,0.0018624+0.00085823i,0.0024713-0.00056183i,0.001317-0.0020944i,-0.00032497-0.0026126i,-0.001232-0.0021411i,-0.0021044-0.0019713i,-0.0023721-0.0019631i,-0.0018959-0.0017582i,-0.0011766-0.0014644i,-0.00040722-0.00087379i,0.00023029-0.00099905i,0.00057172-0.0007569i,0.00024876+0.00049724i,-0.00056345+0.00084563i,-0.0012204+0.00078758i,-0.00092264+0.00030657i,0.00065746-0.00017081i
0.0015179+0.00052013i,0.0013498+0.00048668i,0.00089758+0.00045897i,0.00076724-0.00051643i,0.00078829-0.0011544i,0.00069419-0.00082578i,0.00097849-0.00041438i,0.0017017-0.0004609i,0.0012939-0.0011267i,-0.00043194-0.0015806i,-0.0010905-0.0014007i,-0.00067381-0.0020298i,-0.00075449-0.00168i,-0.0013596-3.5614e-05i,-0.0014605+0.0014577i,-0.0014524+0.0027489i,-0.0013472+0.0040971i,-0.001672+0.0040471i,-0.0016777+0.0022198i,-0.00081626+0.0008454i,-0.00063045+0.00026411i,-0.00018458+3.3889e-05i,0.00034553+0.00044114i
