-0.0011189+0.00052745i,-0.00029129-3.6417e-05i,-0.0013635-0.0017841i,-0.0014984-0.00080097i,-0.0010232+0.00081713i,-0.0010388+0.00034106i,-0.0003173-1.8391e-05i,0.00020658+0.00081529i,0.00042852+0.00068432i,0.00091639+0.00090675i,0.0012542+0.001631i,0.00025638+0.001492i,-0.00061958+0.00033451i,-0.00014371-0.00038186i,3.6196e-05+0.0001822i,-0.00034509+0.00053303i,0.00081053+0.00031044i,0.0015235-0.00025051i,0.00078693+8.6274e-05i,0.00018252+0.00035734i,4.0677e-05-0.00063611i,0.00043972-0.0003475i,-9.9292e-05+0.00053452i
3.6857e-05+0.0010939i,0.00023745+0.0008559i,0.00059613+0.0020341i,0.00057671+0.00098477i,0.00031546-0.00026588i,0.00047123-0.00026734i,0.00036697-0.00061144i,0.00020392-0.00064099i,0.00056273-0.00040314i,0.0011612+0.00025288i,0.00091643-0.00030441i,0.00065196-0.0011431i,0.00050953-0.00024208i,0.00037005-0.00055073i,0.00028335-0.0014207i,-0.00058524-0.0011836i,-0.001014-0.00079422i,-0.00076512-0.00019982i,-0.00067382-0.00037075i,-0.00058389-0.00031923i,-0.00044958+0.00014802i,-0.00048014+0.00011058i,-0.00015507+4.9832e-05i
0.0016275+0.0005543i,0.00099888-0.00015213i,0.00097769-0.00088009i,0.0010446-0.0012371i,0.00056661-0.00071391i,2.2829e-05-0.00075652i,0.00021345-0.00083221i,0.00071816-0.00074993i,0.00045004-0.00074701i,-0.00034849-0.00022042i,-0.00017709+4.8877e-05i,0.00020137-0.00019216i,-0.00040166+0.00011851i,-0.001104+0.0007432i,-0.00069263+0.0002945i,-0.0004116-0.00022399i,-7.6068e-05+0.00021033i,-0.00021465+0.00047872i,-0.00010308+0.0002747i,2.4949e-05+3.1766e-05i,-0.00039016-0.00017398i,6.2054e-05+0.00058966i,0.00040721+0.00095945i
0.00062193+0.0017215i,0.00068991+0.0015856i,0.00031352+0.00066296i,2.9941e-05+0.00028774i,0.00054322+0.00033812i,0.00061783-0.00014193i,-6.6417e-05-0.00061856i,0.00051494+9.2476e-05i,0.00052664+0.00051933i,-0.00060544+0.0002062i,-0.00087389-0.00055808i,-0.00092401-0.00049914i,-0.0010171-0.0002577i,-0.00019415-0.00055759i,0.00041878-0.00075336i,0.00019614-0.0010524i,0.00015108-0.00093339i,1.3036e-05-0.00095164i,-0.0006925-0.0004077i,-0.00089606+0.00031975i,-0.00078013+0.0001067i,-0.00061684-0.00059863i,-0.00066256-0.0005996i
0.00027439+0.00086382i,0.00060773+0.0012744i,0.0018184+0.00029474i,0.0019181-0.00088154i,0.00084862-0.0022591i,3.3874e-05-0.0025422i,-0.00063374-0.0013853i,1.6921e-05-0.0011232i,0.0011833-0.00072494i,0.00072227+5.9489e-05i,0.0004537+0.00016844i,0.00071636-0.00052769i,0.00013616-0.00085287i,-0.00019333-0.0012505i,-0.00056115-0.0012679i,-0.0006808-0.0010601i,0.00060052-0.00024948i,0.0002174+0.00059593i,-0.0007169-0.00010606i,-0.00040839-0.00058655i,1.7446e-05-0.00041752i,-0.00034237-0.00031477i,-0.00030603+2.7586e-05i
0.00055331+0.00052658i,-1.5994e-05+0.00030436i,-0.00029324-9.3474e-06i,-0.00018459-0.00072369i,-0.00070383-0.0011476i,-0.00089382-0.00099903i,-0.00056472-0.00051008i,-0.00055147+0.00031221i,-0.00074563+0.00096581i,-0.00061986+0.001253i,0.00041206+0.00099468i,0.00078035+0.00039737i,0.0005056-0.00032415i,0.00030147-0.00095636i,0.00016349-0.00076018i,5.2839e-05+7.5227e-05i,-4.6841e-05-0.0002238i,-9.0792e-05-0.00065215i,0.00010609-0.00030712i,0.0002965+0.00068599i,-1.3892e-05+0.00080178i,-0.00013301+0.00055213i,5.5946e-05+0.00054924i
-0.00072699+0.0010919i,-0.0008828+0.00075834i,-0.0012129+0.0010498i,-0.0013027+0.00059526i,-0.00082029+0.00014953i,-0.00034602+0.00016441i,0.00017982-3.1362e-06i,0.00019618+0.00015175i,-0.00056279+0.0002977i,-0.00054357+0.00047694i,-0.00019749+0.00047614i,-0.00056615+0.00046i,-0.00034557+0.0011226i,0.00012866+0.00088507i,0.00031015-0.00040671i,0.00020576-0.0010004i,0.00033042-0.0012206i,-3.346e-05-0.00071113i,-0.00066613+0.0001413i,-8.4909e-05+0.00021284i,4.2767e-05+0.00016805i,-5.0063e-05+0.00053153i,0.0003457-6.5702e-05i
-0.0013867+0.0007155i,-0.0010443+0.00038945i,0.00014101+0.00034491i,0.00018905+0.0010231i,-6.7826e-06+0.00023333i,0.00022373-0.00072863i,0.00051715-0.00039707i,0.00056661+0.00031087i,-0.00022474+0.00065209i,-0.00040888+0.00059036i,-0.00039381+0.00035406i,-0.00028584+0.00080274i,0.00024703+0.0011588i,-0.00030892+0.00035704i,-0.00023683+0.00021673i,-1.3662e-05+0.00021984i,-0.00053035-0.00038586i,-0.0011509-0.00016637i,-0.00046062+0.00017091i,0.00071776-7.5698e-06i,0.00044472-0.00067146i,-4.181e-05-0.00067171i,-0.00016595-0.00018126i
0.00047062-0.0027284i,0.0014049-0.0011936i,0.00099534-0.00086713i,-0.00015623-0.00067266i,-0.00067848-0.00057749i,0.00043091-0.00050251i,0.0012647-0.00056734i,0.00032806-0.0010982i,-0.00072699-0.00067778i,-0.00080303+0.0008438i,-0.00048335+0.0017213i,-0.00025819+0.0020427i,0.00019374+0.0012248i,0.00048618-3.0312e-05i,0.00017129-0.00080016i,-0.00026769-0.00082015i,-0.00062125-0.0005022i,-0.0006423-0.00084856i,-0.00057073-0.0013016i,-0.00011121-0.0010227i,0.00071864-7.5238e-05i,-1.2622e-05+0.00016473i,-0.00070054-0.00066179i
0.0011619+0.00041696i,0.00035771+0.00082737i,-0.00052041-0.00059216i,-0.0010468-0.0017183i,-0.00035397-0.0023147i,0.00042706-0.0030777i,0.00044162-0.0016621i,-0.00025038-8.4422e-05i,-0.0002553-0.00045159i,0.00066095-0.00068191i,0.00070798+2.9674e-05i,0.00036425+0.0003742i,0.00046332+0.00071244i,0.00068506+0.00028343i,0.00036915-0.00018582i,-0.00012154+9.4038e-05i,-2.1438e-05+5.5092e-05i,0.00070765-0.00015758i,0.00063155+0.0006379i,-0.00053939+0.001064i,-0.00050057+0.00017865i,0.00045866-0.00096365i,0.0010519-0.0011586i
-3.8521e-05+0.0014323i,0.00026422+0.00074229i,6.5392e-05-0.00036071i,-0.0004-0.00028507i,-0.00036741+0.00016877i,8.2917e-05-2.9551e-05i,4.4948e-05-0.00040822i,-0.00029071-0.00054171i,-0.00044976-0.00072847i,-0.0003328-0.00027457i,-0.00023077+0.00058083i,-0.00023163+0.00086597i,0.00051581+0.00010686i,0.00098181-0.00030036i,0.00026172+0.00035609i,-0.00068872+0.00035873i,-0.00084755+0.00025909i,-0.00027486+0.00029422i,-0.00013406+0.0005072i,2.7025e-05+0.00079607i,-0.00031669-0.00030337i,-0.00064648-0.00078521i,8.7876e-05-6.9324e-05i
0.00094628+0.00019289i,0.00058633-0.00046579i,0.00050503-0.00065502i,-0.00091792-0.0012071i,-0.001377-0.0018625i,-0.00018876-0.0020573i,0.00025314-0.00098494i,-4.3186e-05-0.00017185i,0.00041404+5.5646e-05i,0.00037106+6.247e-05i,0.00016381-0.00034213i,-0.00012671-0.00055569i,-0.00031704-0.0001903i,-0.00063712-0.00018638i,-0.00065074+0.00024298i,0.00016593+0.00046323i,0.00051668+0.00032781i,0.00015155+0.00028678i,-0.00014165+0.00055542i,5.488e-05+0.00031997i,0.00038822+0.00076555i,0.00023738+0.001639i,-0.00013483+0.0018161i
0.00038585-0.0013682i,0.0006525+0.00041231i,-0.00038672+0.0008741i,-0.00057209-7.441e-05i,-0.00023507-0.00068252i,7.8295e-05-0.00071172i,0.00022072-0.00083895i,0.00026997-0.00065548i,0.00012329-0.00040137i,2.1371e-05-0.00019503i,9.422e-05-0.00011964i,0.00021726-0.0001677i,0.00068549-2.4253e-05i,0.00072883+0.00068343i,0.00053227+0.00083174i,-2.4001e-05+0.00059456i,0.0002889+0.0004358i,0.00071656+0.00042605i,0.0002161+0.00056055i,0.00058621+0.00043333i,0.00047429+0.00010811i,-0.00089932-0.00030378i,-0.0010081-0.00066883i
0.0010121+0.0014824i,0.00071543+0.0011022i,0.00052691+0.0010199i,0.00016937+0.00069053i,3.3794e-05-0.00018695i,0.00035228-0.00099215i,0.00086065-0.00065973i,0.0013305-0.00043914i,0.0011695-0.00094727i,0.00073257-0.001054i,0.0012352-0.00061993i,0.0010863+0.00030428i,0.00016715+0.00067554i,0.00023313+0.00051844i,0.00057552+0.00034786i,0.00046307-1.2865e-05i,0.00042966-0.00082026i,0.00027031-0.00096475i,0.00018293+0.00014161i,-8.4322e-05+0.00050915i,0.00067277+0.0003862i,0.00091719+0.0011897i,3.2802e-05+0.00095722i
-0.0013546+0.0023827i,0.00048998+0.0016356i,0.00071962+0.00097302i,-0.00043946+0.00020269i,-0.00031421-0.00077125i,0.00030166-0.0011937i,0.00023607-0.00068827i,-0.00035522-0.00016583i,-0.00044726-2.3158e-05i,0.0004149-0.00013127i,0.00046087-0.00053723i,0.00030776-0.00045111i,0.00010076-0.00015094i,-0.00046967-0.00010849i,-9.7567e-05-0.00057006i,0.00034362-0.00040835i,-6.7933e-05+0.0003625i,0.00010215+0.00065352i,0.00045113+0.00081891i,0.00025253+0.00016427i,8.5197e-06-0.00078449i,0.00016688-0.0006097i,-1.6067e-05-0.00038018i
0.00030729+0.00040008i,0.00052212+0.00071622i,6.9636e-05+0.00030517i,0.00055674-0.0008873i,0.00066845-0.00081536i,0.00027972-0.00016678i,-1.3097e-05-0.00034594i,-0.0002747-0.00060481i,-0.00015036-0.00086825i,0.00011939-0.00098973i,-1.1292e-05-0.00028955i,-0.00026665-0.00027729i,-0.0003046-0.0010077i,9.046e-05-0.0014975i,0.00038393-0.001658i,0.00023231-0.00090164i,-0.00030667-0.00021115i,-0.00093044+5.3051e-05i,-0.0015092+0.00066768i,-0.0010645+0.00045581i,-2.6469e-05-2.8116e-05i,-0.00051584+7.5635e-05i,-0.00072117+0.00013525i
0.001625-0.00053002i,0.00084777-0.0006024i,-0.00014518-0.0009552i,-0.00078644-0.00072185i,-0.00045594-0.00042641i,-0.00071141+8.3329e-05i,-0.0011074-0.00024481i,-0.00062961-0.00044484i,-7.0262e-05-0.00074088i,5.1394e-06-0.0013304i,9.6046e-05-0.00080587i,3.2635e-05-0.00046405i,0.00067054-7.4538e-05i,0.0011751-0.00031226i,0.00087716-0.00030399i,-6.1154e-05+4.7477e-05i,-0.00011889-0.00046823i,0.00054057-0.0007842i,-0.00012107-0.00085058i,-0.00036234-9.6802e-05i,-0.00029887+0.00065195i,-0.00025153+0.00033341i,0.00068615-0.00038264i
0.0012077+0.00082864i,0.0012236+0.00086961i,0.001129+0.00099981i,0.00022762-0.0006263i,-0.00085873-0.0011914i,-0.0014508-0.00059674i,-0.00081682-0.00048367i,-0.0002056-0.00016257i,0.00018927+0.00048238i,-0.00013208+0.00011065i,-0.00065582+0.00014897i,-0.00031248+0.000338i,-7.4257e-05-0.00028364i,-0.00012666-0.00057399i,-0.00041483-5.094e-05i,-0.00056431+0.00025592i,-0.00068232+0.00026379i,-0.00024643+0.00060112i,0.00046632+0.00085449i,9.5435e-05+0.00018687i,-0.00061171-0.00047481i,-0.0005781-6.9433e-05i,-0.00044167-5.7277e-05i
0.00075648-0.00012129i,0.00055856+1.1786e-05i,7.9568e-05+0.00014158i,-0.00019749-0.00036744i,-0.00028039-0.0010149i,-0.00013916-0.00049973i,-0.00033814-0.000158i,-0.00029325-0.00034034i,0.00027628-0.0007857i,0.00032979-1.3517e-05i,-6.4462e-05+0.00074096i,-0.00040922+0.00024913i,3.4997e-05-0.00020078i,0.00049527-0.00038804i,0.00058004-0.00056408i,0.0010775-0.00026618i,0.0008647+1.7553e-06i,0.00021349+0.00011719i,-0.00045381+0.00030821i,-0.00036098-0.00039556i,-0.00021541-0.00069126i,-0.00058106-0.00028555i,-0.00045781-0.00016975i
-0.00055465-0.0016984i,-0.00095215-0.0021301i,-0.00086801-0.0019149i,-0.0010033-0.00078945i,-0.0013232+0.00013777i,-0.0010055+0.00099691i,-0.00041821+0.001179i,0.00039414+0.0004425i,0.00034082-0.00046121i,-0.00068924-0.00025327i,-0.00080177+0.0004647i,-0.00027484+0.00046484i,-0.00067122+0.00024864i,-0.00042691+0.00042235i,-0.00044773+0.00028857i,-0.0009237-0.000208i,-0.0013189-0.00097468i,-0.00094383-0.0015534i,-0.00043039-0.00058194i,0.00015512+0.00014325i,0.00031339+0.00074318i,0.0003651+0.00087714i,4.7901e-05+0.00045399i
0.00065898+1.3986e-05i,-0.0007445-0.0002541i,-0.0017415-0.0005934i,-0.0012207-0.0011685i,-0.00076103-0.00069335i,-0.00024326+3.0988e-05i,-2.3191e-05+0.00018479i,-0.00037899-0.00061212i,-0.00088475-0.0011224i,-0.00077781-0.00088395i,-0.00065767-0.00042208i,-0.00058455-6.245e-05i,-9.4515e-05+0.00016096i,-5.5502e-06+0.00024207i,0.00018937+0.00011474i,-0.00011287+0.00022748i,-0.00053724+0.00066645i,-0.00027711+0.00080823i,-0.00022294+0.00028334i,-0.00026937+0.00010478i,-0.00071689+0.00014773i,-0.00015648+0.00045815i,0.00018039+7.498e-05i
0.0025381-0.0014989i,0.0020962-0.0023189i,0.0010615-0.0024613i,-0.00026704-0.0017676i,-0.00064339-0.0015054i,-0.00049516-0.00096541i,-0.00069793-0.00028259i,-0.00022116+0.00029652i,0.00023201+0.00038975i,0.00017088-0.00042097i,-0.00042723-0.00031576i,-0.00095602+0.00037443i,-0.00049336-0.00014432i,-0.00027842+0.00010718i,0.00020174+0.00059139i,0.00050027-0.00011002i,-0.00047466-0.00059394i,-0.00074272-0.00095444i,0.00024367-0.00088249i,0.00087118-0.00018754i,0.00034365+0.00023961i,-0.00042128+7.2024e-06i,-0.00042548-0.00027578i
-0.00085331+0.0011905i,-0.00035691+0.0016006i,0.00023458+0.00097239i,0.00027442+9.2607e-06i,0.00034538-0.00058374i,0.00056903-0.0014355i,0.00059245-0.00068004i,0.00038785-1.5593e-05i,0.00109-6.6242e-05i,0.0013446+0.00094084i,0.00062718+0.0008368i,9.2364e-05-4.6812e-05i,-1.5396e-05-3.3828e-06i,0.00012148+0.00064923i,0.0005643+0.00027353i,0.00079687-0.00015766i,0.00018902+0.00031378i,-0.00059777+0.00063154i,-2.0769e-05+0.0002258i,0.0011625-0.0001614i,0.0006972-0.000129i,-0.00029311-8.716e-05i,-0.00044089-0.00031696i
0.0024699+0.0012112i,0.0017928+0.00087216i,1.013e-05+8.427e-05i,-5.7814e-05-0.0010065i,0.00030373-0.0013237i,-0.00033136-0.00062361i,-0.00054473-0.00053986i,-0.00040209-0.00084628i,-0.00040652-0.0009627i,-5.7171e-05-0.00048828i,0.00015993-7.5185e-05i,0.00014185-8.2223e-05i,-0.00012068+0.00020552i,-0.00021826-3.5076e-05i,0.00047986-0.0005307i,0.00024123-0.00074846i,-0.00024131-0.00049359i,0.00014914-0.00010492i,0.00063203-1.6436e-05i,0.00023539-0.00033806i,0.00015276-0.00049443i,0.00023351-0.00039478i,-0.00028186+0.00024282i
0.0011085-0.00036154i,0.0012437-0.00018857i,0.00076871-0.00066435i,0.00023178-0.00060195i,-0.00025037-8.7694e-06i,-0.00047445+0.00016332i,-0.00024779-0.00048803i,-0.00011892-0.00050523i,-0.00010085+0.00026631i,0.0003398+0.0010425i,0.00041751+0.00080233i,8.5846e-05+0.00038208i,-0.0002413+0.00022252i,-7.9931e-05-7.1e-05i,-0.00011107-0.00045385i,-0.00054542-0.00032794i,-0.00092808+0.00012412i,-0.0012602+0.00077877i,-0.00038241+0.0010581i,0.00032879+0.00111i,-5.3858e-05+0.00090514i,-5.1039e-05+0.00053221i,0.00060374+0.00049818i
0.00060569+0.00079863i,0.00088434+0.00090911i,0.00095456+0.00069286i,0.00050354+0.00015163i,-3.3609e-06-0.00010895i,-0.00038371-0.00090522i,0.00050989-0.00098558i,0.00088552-8.043e-05i,-2.1486e-05-8.7712e-05i,-0.00071317-0.00016239i,-0.0010094+9.7167e-05i,-0.00093778-0.00044687i,-0.0012243-8.4742e-05i,-0.00066019+4.4015e-05i,-3.186e-05-0.00073417i,-0.00055836-0.0011126i,-0.00017731-0.00089718i,0.00020793-0.00050149i,0.00019046-0.00030105i,-0.00021243-2.3074e-05i,-0.00062696+0.00029851i,-7.755e-05+0.0008916i,0.00035513+0.0012043i
0.0010003-4.5963e-05i,0.0014305-0.00013957i,0.0016463+0.00020072i,0.00066137-6.477e-05i,-0.00037661-0.0005773i,-0.00010285-0.00074237i,0.00068679-0.0010721i,0.00091075-0.00095829i,0.00056862-0.00037512i,0.000314-0.00022374i,0.00019527-0.00013302i,-0.00021511-2.2101e-07i,-0.00047454-0.00022048i,-0.00034326-0.00030954i,0.00012584+0.00050468i,0.00024663+0.00084238i,0.00024543-0.0001022i,0.00011054-0.00068783i,7.627e-05-0.0002313i,0.0001945+0.00012756i,-0.0002684-0.00020786i,-0.0011044-0.00070131i,-0.0013112-0.00086836i
-3.1167e-05+0.00033426i,0.0010401+0.00051093i,0.0019698+0.00010485i,0.0014096-0.00061831i,0.00073538-0.0013454i,0.00071822-0.0014955i,0.0003655-0.0011893i,0.00012721-0.0013337i,3.411e-05-0.0005159i,-0.00020617+0.00063372i,0.00027033+5.4308e-05i,0.00097236-0.00040501i,0.00090325+9.5764e-05i,0.00021915+0.00085066i,0.00022612+0.0012436i,0.00015266+0.00063528i,-0.00043826+9.6218e-05i,-0.00054333-0.00028813i,0.00011395-0.00047098i,0.00057728+0.00010324i,0.00053509+0.00014395i,0.00038174-0.00026082i,0.00063247-0.00019581i
-0.00017099+0.00082931i,-0.00064254+0.00087979i,-0.0012074+1.2437e-05i,-0.0010461-0.00019215i,-0.0016508+0.00016325i,-0.0021705-0.00087831i,-0.00058597-0.00099483i,0.00031749+0.00022979i,-1.2116e-05+0.00086323i,0.00035889+0.00096876i,0.00057914+0.00069777i,1.3747e-05-0.00014892i,6.1955e-05-0.00077966i,0.00059325-0.00043937i,0.00041015+0.00031362i,0.00028906+0.00084271i,7.5611e-05+0.00035397i,-1.2831e-05-0.00037433i,-0.00012228-0.00018096i,-0.00060035+0.00054993i,-0.00023829+0.00046756i,-0.0003075+0.00044363i,-0.00044999+0.00027985i
3.9299e-05+0.00073721i,0.00077144+0.00025543i,0.00078877-9.8242e-05i,5.0096e-05-6.9385e-05i,5.1029e-05-5.1301e-05i,0.00022549+0.00029295i,0.00022272+0.00042694i,-0.00036883+0.00022334i,-0.00076114+0.00034057i,0.00030416+0.00047925i,0.0011725+0.00042171i,0.00046179+0.00096861i,0.00014012+0.00041147i,0.0003364-0.00063736i,-0.00046871-0.00053283i,-0.0012811+0.00042294i,-0.0010783+0.00126i,0.0001624+0.0010603i,5.3536e-05+0.0003554i,-8.368e-05+2.7463e-05i,2.8905e-05-4.4099e-05i,0.00030654-0.00023484i,0.0011013-8.1761e-05i
0.0017711+0.00028363i,0.0020389+0.00096129i,0.0010883-0.00023624i,0.00033953-0.0010517i,0.0010517-0.00044652i,0.0010308+0.0003874i,7.6642e-06+0.00038207i,0.0001838-0.00047349i,0.00086309-0.0015092i,0.00091937-0.0007726i,-9.3026e-05+0.00059547i,-0.00038951+0.00031934i,-0.0001171-0.00017121i,-0.00027717-0.00039708i,-0.00056521-0.0008122i,-0.00026133-0.00078283i,0.00022478-0.0003798i,0.00016425-0.00033048i,0.0002241-0.0012028i,-0.00015422-0.0012973i,-0.00039138-0.00067394i,0.00022909-0.00017005i,4.456e-05-2.896e-05i
0.0020816-0.00046685i,0.0015127-0.00056573i,0.0010947-0.0004608i,0.00077007-0.00080789i,-7.2613e-06-0.0011056i,-0.00023946-0.00074736i,-0.00055767-0.00059208i,-0.00083312-0.00079578i,-0.00075764-0.00058703i,-0.00074418-0.00052884i,-0.00046951-0.00023235i,-5.8082e-06-3.8848e-05i,0.00028454-0.00043348i,0.00074848-0.00076731i,0.00028396-0.00055837i,-0.00026415-0.0007072i,0.00022905-0.00068454i,-5.9247e-05-0.00035044i,-0.00033119+0.00049205i,-0.00039999+0.00092044i,-0.00067143+0.0012041i,-0.00058322+0.00094171i,-0.00030872+0.00047961i
-5.8942e-05-0.0012315i,-0.00028593-0.0021703i,-0.00034274-0.0023399i,-0.0007728-0.00085015i,-0.0012547+0.00040897i,-0.00057773+0.00051264i,0.00056313+0.00042382i,0.00079874-0.00019316i,0.0002768-0.00020252i,5.6079e-05+0.00038433i,-0.00011034+0.00088636i,-0.00036882+0.00089592i,-6.0057e-05+0.00023171i,-6.1071e-05-1.9262e-05i,0.00022546+7.1059e-05i,0.00028805-8.8275e-05i,-0.0004999-0.00062608i,0.00023529-0.00094187i,0.00061511-0.00037169i,0.00033509-0.00025551i,0.00016988-0.0008224i,0.00066256-0.00048718i,0.00089306-0.00016353i
0.0018866+0.00095753i,0.0013601+0.001353i,0.0010356+0.0014645i,-0.00012402+0.0013164i,-0.00056495+0.00046303i,0.00042846-0.00084223i,0.00094953-0.001062i,0.0012593-0.0006098i,0.00067769-6.161e-05i,-0.00015575+0.00036142i,-0.00013178+0.00098077i,0.00024851+0.0011323i,0.00016225-0.00011093i,-7.3594e-05-0.00099513i,-0.00031736-0.00032347i,-0.00019002+0.0001908i,0.00076804+0.00014479i,0.00061449+0.00034187i,-4.6115e-05-0.00052135i,0.00066987-0.0008358i,0.0006964-0.00020299i,0.00038723+0.00018213i,0.00033229+0.00036582i
-0.00074222-0.0019215i,-0.00063547-0.001855i,-0.0008212-0.0013213i,-0.00047488+0.00011693i,-1.3955e-05+0.0012641i,-0.00016805+0.00062335i,-0.00022623+6.4643e-05i,0.00026229+0.00033805i,0.00024532-0.00017205i,-0.00050206-0.00023506i,-0.00015893+0.0004919i,0.00039471+0.00038871i,0.00074577+0.00031286i,0.00076975+0.00023037i,-0.00018606-0.00065172i,-0.00037533-0.00091146i,0.00033409-9.5166e-05i,0.00017199+2.3345e-05i,8.8205e-05-0.00040396i,-0.00027198-0.00021785i,-0.00012429+0.00015105i,0.00021576-8.3258e-05i,0.00064709-0.00034418i
-0.0010431+0.00033818i,-0.0012342+0.00025465i,-0.00036637+0.00034267i,0.0007178+0.0002243i,0.0010288-0.00012696i,0.0008731-9.9015e-05i,0.00056429-0.0004038i,0.00039407-0.00050188i,0.00014305+1.0463e-05i,-0.00022545+4.7378e-05i,7.2553e-05-6.2005e-05i,-0.00034379+0.00052353i,-0.0010229+0.00063969i,-0.00071125-0.00022306i,-0.00044733-0.00041727i,-0.00050983-0.00011763i,-0.00024199-0.00061102i,0.00075286-0.00028952i,0.00098482+0.0011076i,2.7053e-05+0.0013497i,-0.0011688+0.0009822i,-0.00088203+0.00032242i,-0.00034781-0.00085626i
0.0011022+0.00080568i,0.00094156+0.0010024i,0.00075066-0.00067416i,0.00061466-0.0016999i,0.00025811-0.0014543i,-4.4716e-05-0.0011552i,9.4711e-05-0.0005817i,0.00025481+0.00036336i,0.0011802+0.00054043i,0.00077022+0.00038985i,-0.00055908+0.000203i,-0.00022376+0.0001326i,-0.00022219-6.1728e-05i,-0.0010608-0.00037829i,-0.0010091-0.00038086i,2.775e-05-0.00015941i,0.00032201-0.00010378i,-0.00078822-1.6518e-05i,-0.00097315+0.00013953i,-0.00092209-0.00012888i,-0.00068891-0.0012176i,-0.00013797-0.00057738i,-0.00069881+0.00079488i
0.0010126-0.0016583i,-0.00011483-0.00058461i,-0.0007839+0.00034794i,-0.00084907+0.00030156i,-0.0012133-5.856e-05i,-0.00097459-0.00046236i,0.0001579-0.00065824i,-0.00016317+5.8053e-05i,-0.0013823+0.0009793i,-0.001358+0.0013997i,-0.00038736+0.00055033i,0.00055205-0.00034936i,0.00033-0.00079028i,-0.00048127-0.00094589i,-0.00042423-0.00036459i,7.3116e-05+3.5202e-05i,-5.9057e-05-0.00010251i,-0.00036633-9.765e-05i,-8.7571e-05-6.9321e-05i,-0.00045215-0.00011744i,-0.00095533+0.00023112i,-0.00075873+0.00032376i,-0.00031243-0.00024105i
0.0020423+0.0023386i,0.0023539+0.0021024i,0.0020121+0.0017785i,0.00068979-0.00035037i,-0.00038242-0.0019382i,-0.00033183-0.0010459i,0.00024697+0.00022464i,0.00051002+0.00037705i,0.00079241-0.00065365i,0.00043493-0.00040276i,-0.00017921-0.00017581i,-0.00043854-0.00052784i,-0.00087461-5.5684e-05i,-0.00049654+0.00012791i,-0.00019247+1.5006e-05i,-0.00062121+0.00013597i,-0.00053913-0.00012992i,0.00033184-0.00042889i,0.0004849-0.00037797i,-7.0312e-05+2.0742e-05i,9.535e-05+0.00043515i,0.00026888+0.00086133i,0.0001462+0.0010912i
-5.8097e-06+0.002056i,0.00041977+0.0017348i,0.0017333+6.5904e-05i,0.0021921-0.0014755i,0.0011944-0.0018114i,-0.00021415-0.001539i,-0.00025433-0.00074673i,-9.1269e-05-0.00014714i,-0.00014293+0.00016042i,-7.9943e-05-0.00027739i,-0.00040054-0.00072683i,-0.00066698-0.00035153i,-7.8529e-05+0.0003135i,0.00023522+0.0011063i,-0.00060609+0.00078664i,-3.9985e-05+0.00019974i,0.00077754-1.9902e-05i,0.00096932-0.00088733i,0.00059533-0.00076523i,5.4459e-05-8.7872e-06i,0.00017242-0.00015208i,-0.00036091-0.0003943i,-0.00024311-0.00034812i
0.0017231-0.0012286i,0.00079847-0.00070611i,0.00081769-0.00068757i,0.0014003-0.0010752i,0.000784-0.001838i,-0.00060179-0.0018567i,-0.0010478-0.0012519i,-0.00025452-0.00055906i,0.00070006+0.00010187i,0.00091231+0.00066807i,0.00040454+0.0011944i,0.00026772+0.0013174i,0.00060868+0.0010828i,0.00062897+0.0007948i,-0.00039996+0.00020669i,-0.00082944+0.00043929i,6.5553e-05+0.00056519i,0.00032572+0.00046022i,-0.00025393+0.00022519i,-0.00080587+0.00035763i,-5.6227e-05+0.00076421i,0.00038449-3.1686e-06i,0.00019659+4.737e-06i
0.0017109+0.0001169i,0.0018325-0.00018618i,0.00095416-0.0008484i,-0.00065525-0.00077835i,-0.0014953-0.00091472i,-0.00077183-0.00081252i,0.00014359-0.00016565i,0.00056139-0.00019544i,0.00087324-0.00046846i,0.00082996-0.00067084i,0.00034632-0.00055621i,3.171e-05-0.00049684i,-3.1897e-05-0.00073301i,0.00046387-0.00059865i,0.00078811+0.00035105i,0.00075147+0.00021984i,0.00078057-0.00040264i,0.001078-0.00022821i,0.00072723+1.7566e-05i,-0.00041249-0.00014305i,-0.00037035-0.00063274i,-0.00041326-0.00010389i,-0.00035658+0.00047822i
0.000534+0.0020205i,-0.00044866+0.0018949i,-0.00084899+0.00094263i,-0.00020848+0.00016723i,-3.7909e-05-0.00042796i,-0.00051062-0.00072681i,-0.00048703-0.00047156i,-1.6492e-05-0.00024747i,0.00080379-0.0004342i,0.0012776-5.6677e-05i,0.00098885+0.00029619i,9.8029e-05+0.00063345i,-0.00044818+0.0010088i,-4.5588e-05+0.00035183i,-0.00017763+5.885e-06i,-0.00034258+0.00070295i,0.00013381+0.0013501i,0.00043279+0.0011102i,0.00015303+0.00071645i,0.00025196+0.00069172i,8.4776e-05+0.00010129i,0.00012977-4.8172e-05i,-3.5487e-05+0.00013434i
