-0.0011189+0.00052745i,-0.00029129-3.6417e-05i,-0.0013635-0.0017841i,-0.0014984-0.00080097i,-0.0010232+0.00081713i,-0.0010388+0.00034106i,-0.0003173-1.8391e-05i,0.00020658+0.00081529i,0.00042852+0.00068432i,0.00091639+0.00090675i,0.0012542+0.001631i,0.00025638+0.001492i,-0.00061958+0.00033451i,-0.00014371-0.00038186i,3.6196e-05+0.0001822i,-0.00034509+0.00053303i,0.00081053+0.00031044i,0.0015235-0.00025051i,0.00078693+8.6274e-05i,0.00018252+0.00035734i,4.0677e-05-0.00063611i,0.00043972-0.0003475i,-9.9292e-05+0.00053452i
0.13185-0.019458i,0.25514-0.049999i,0.30243-0.11158i,0.22794-0.16159i,0.11662-0.14538i,0.04202-0.085197i,0.01497-0.02889i,0.0034378-0.0039555i,-0.0079918+0.0031095i,-0.0049815+0.0072592i,0.0061961+0.0037521i,0.0087068-0.0014543i,0.0064815-0.00061143i,0.0057679+0.003114i,0.0047438+0.00579i,0.0028818+0.0045662i,0.0010348+0.0027303i,0.0007798+0.0025831i,0.0020131+0.0020928i,0.001307+0.0020535i,0.00077804+0.0034044i,0.0030227+0.0064106i,0.0057745+0.0072918i
-0.02336+0.13896i,-0.10476+0.22996i,-0.17468+0.2257i,-0.14377+0.12617i,-0.05621+0.032122i,0.0084912-0.020307i,0.023865-0.036862i,0.018957-0.030129i,0.010903-0.020031i,-0.00065225-0.0073347i,-0.0050008+0.0029757i,-0.0049998+0.003123i,-0.0071529+0.0019458i,-0.0035299+0.002335i,0.0033367+0.0012307i,0.0071742-0.0019871i,0.0082185-0.0076982i,0.0068218-0.010226i,0.0038258-0.0068561i,0.000829-0.0024852i,-0.0024362-0.0003517i,-0.0067237+0.00053658i,-0.0084434+0.0015531i
-0.076041+0.034218i,-0.057947+0.045222i,0.043778+0.071033i,0.14214+0.10694i,0.15222+0.10785i,0.096107+0.09496i,0.040204+0.079969i,0.0097416+0.056274i,0.00051243+0.028531i,-0.0039823+0.0096124i,-0.0052886+0.0099394i,0.0022552+0.011716i,0.0061186+0.0063146i,-0.0012458+0.0047666i,-0.0099042+0.0061782i,-0.01246+0.0075339i,-0.0099185+0.0092843i,-0.0069011+0.01052i,-0.0035638+0.010499i,-5.6617e-05+0.0060677i,-0.00010549-0.0010355i,-0.0025311-0.0058658i,-0.005267-0.0060485i
-0.10935-0.12963i,-0.21061-0.22983i,-0.28097-0.26222i,-0.2895-0.18413i,-0.22477-0.060825i,-0.11779-0.0037373i,-0.032782-0.0058569i,0.0097182-0.0075426i,0.029444+0.0010995i,0.032611-0.0031166i,0.017405-0.013783i,0.00071259-0.013145i,-0.0017982-0.010134i,0.0017238-0.010048i,0.001917-0.0077082i,0.0015295-0.0031409i,0.0020575+0.0010936i,0.0026441+0.0020331i,0.0024311+0.00052399i,0.00235-0.00080624i,0.0051333-0.00077509i,0.0096468-0.002547i,0.01169-0.0066123i
0.15484-0.047979i,0.27951-0.028355i,0.31573+0.054001i,0.23711+0.079631i,0.10533+0.01497i,-0.0035511-0.020321i,-0.047265-0.0067166i,-0.046605+0.0012994i,-0.036342+0.0005886i,-0.021508+0.0044349i,-0.0088977+0.0046028i,-0.0045635+0.003793i,-0.0020597+0.0053949i,-0.00012759+0.0033157i,-0.0005189-0.00094984i,-0.0018734-0.0030901i,-0.0035461-0.0034482i,-0.0059984-0.0029047i,-0.0062719-0.0016681i,-0.0037292+0.00035808i,-0.0011133+0.0049202i,0.0026199+0.010596i,0.00568+0.01248i
0.079661+0.053033i,0.12011+0.032323i,0.087508-0.088034i,0.026532-0.18418i,0.023527-0.16739i,0.049067-0.11173i,0.048528-0.06989i,0.029414-0.037202i,0.0079068-0.012933i,-0.0045342+0.002074i,0.00038672+0.0044204i,0.0059304-0.0029539i,0.0038636-0.0046719i,0.006014+0.0010946i,0.012667+0.0052555i,0.016723+0.0041761i,0.01538+0.00037735i,0.011486-0.0039849i,0.0073553-0.0065314i,0.00090999-0.0049214i,-0.0059426-0.0021229i,-0.0091746+0.00097357i,-0.0073136+0.004115i
-0.081123+0.18818i,-0.17578+0.36439i,-0.17082+0.46526i,-0.057845+0.41364i,0.026462+0.27777i,0.032526+0.13988i,0.0026363+0.044167i,-0.018793-0.0029642i,-0.020251-0.023613i,-0.0203-0.024956i,-0.020386-0.0078779i,-0.014077+0.0058561i,-0.0097322+0.0050983i,-0.0097089+0.00053951i,-0.010812-0.0016207i,-0.010581-0.0018083i,-0.0088908-0.0013718i,-0.0054052-0.00045191i,-0.0019347+0.0012387i,-7.8937e-05-0.00051902i,0.00070942-0.0065711i,-0.0034248-0.011934i,-0.010792-0.011648i
-0.12332-0.11146i,-0.13904-0.27064i,-0.087734-0.34657i,-0.053569-0.27727i,-0.057434-0.14646i,-0.031649-0.021718i,0.020698+0.041046i,0.045001+0.046341i,0.042515+0.038397i,0.036494+0.024196i,0.026322+0.0079936i,0.01746-0.0014209i,0.013266-0.0044447i,0.0069122-0.00065109i,-0.00065087+0.0038452i,-0.0058681+0.0071232i,-0.0071398+0.010296i,-0.0040775+0.011384i,0.00024317+0.0082014i,0.0036943+0.0033086i,0.007086-1.9867e-05i,0.011506-0.0041469i,0.010955-0.0080542i
-0.021352-0.14154i,-0.062555-0.15746i,-0.14986-0.091717i,-0.17638-0.0052851i,-0.11743+0.021736i,-0.078111-0.012139i,-0.063209-0.023776i,-0.033945-0.013238i,-0.0076552-0.010802i,0.0023256-0.0095598i,-0.00020072-0.0097597i,-0.0088348-0.0074221i,-0.0087867-0.0042121i,-0.00325-0.0074582i,-0.0015347-0.011463i,-0.0012832-0.012074i,-0.0018737-0.010447i,-0.0031006-0.0056538i,-0.0034597+0.00049743i,-0.0018315+0.0056376i,0.0010866+0.010597i,0.0044062+0.013644i,0.0078087+0.010212i
0.26863+0.0018354i,0.4599+0.012112i,0.55309-0.022796i,0.46199-0.10085i,0.27234-0.13352i,0.13247-0.082263i,0.057941-0.016856i,0.014563+0.017973i,-0.010063+0.024574i,-0.018673+0.019927i,-0.011232+0.016749i,0.00071025+0.011344i,0.0056426+0.0083696i,0.0063069+0.010572i,0.008572+0.011482i,0.011051+0.0080863i,0.010335+0.0019388i,0.0054864-0.0032939i,0.00048906-0.0051254i,-0.0047378-0.0047567i,-0.010623-0.0022276i,-0.013926+0.0040955i,-0.010177+0.011296i
-0.058163+0.19303i,-0.16945+0.2344i,-0.26486+0.2003i,-0.25273+0.18267i,-0.13585+0.16644i,-0.031911+0.076026i,-0.0074902-0.027595i,-0.012184-0.061889i,-0.003367-0.051787i,0.0024427-0.03809i,-0.0013659-0.026185i,-0.0049629-0.014308i,-0.0047795-0.0066071i,-0.00031486-0.0054413i,0.0043016-0.0046898i,0.0061575-0.0022768i,0.0059776-0.0013999i,0.0048747-0.0026736i,0.001833-0.0035027i,-0.00090294-0.0031267i,-0.0012287-0.0056196i,-0.0036118-0.010116i,-0.0075272-0.0095059i
-0.15457+0.09686i,-0.15166+0.20614i,-0.034121+0.27662i,0.058307+0.19411i,0.032689+0.0769i,-0.01588+0.061546i,-0.007263+0.071206i,0.00050342+0.049043i,-0.0080633+0.034285i,-0.0063941+0.028122i,-0.0021255+0.021146i,-0.0017551+0.016672i,-0.004409+0.011119i,-0.0069435+0.0070727i,-0.010383+0.0054715i,-0.014306+0.0062877i,-0.013075+0.0089989i,-0.0043135+0.0091164i,0.0044494+0.0044351i,0.0091421-0.00092979i,0.012868-0.0038519i,0.013851-0.0065525i,0.0080825-0.0082471i
-0.091973-0.29214i,-0.16569-0.48637i,-0.24355-0.52811i,-0.25318-0.37723i,-0.18625-0.19637i,-0.095797-0.10056i,-0.027519-0.055002i,0.014651-0.030888i,0.028431-0.017146i,0.02518-0.004402i,0.020112-0.0056442i,0.011395-0.015196i,0.0049025-0.01681i,0.0036777-0.013168i,0.0029771-0.010993i,0.00042634-0.0096359i,-0.0029673-0.0065606i,-0.0047838-0.0015744i,-0.0040693+0.0032543i,-0.0022509+0.0072055i,0.00020814+0.011939i,0.004346+0.013453i,0.0088793+0.0072457i
0.19226+0.0089952i,0.23557+0.090943i,0.2029+0.149i,0.19478+0.11873i,0.19401+0.031159i,0.10426-0.010541i,0.0055092+0.027658i,-0.021792+0.054395i,-0.024779+0.02717i,-0.033159+0.00095784i,-0.029193+0.00050531i,-0.014816+0.0050297i,-0.0063477+0.0039572i,-0.0041957+0.0014365i,-0.0006036+0.00062278i,0.0032204-0.00069816i,0.0048266-0.0025475i,0.0037468-0.0022364i,0.0012204+0.00018105i,-0.0010128+0.00047103i,-0.0055903-0.0012027i,-0.011447+0.00096064i,-0.010847+0.0054836i
0.1605+0.12305i,0.27717+0.047822i,0.32886-0.10192i,0.20001-0.13505i,0.056692-0.038133i,0.060358+0.0060966i,0.07953-0.037638i,0.05084-0.049453i,0.037804-0.023513i,0.034838-0.01331i,0.024439-0.0088632i,0.017199-0.0025447i,0.013353+0.00211i,0.012154+0.0035856i,0.01244+0.002776i,0.01131+0.0036097i,0.0082015+0.0015197i,0.0019777-0.0035638i,-0.0050233-0.0062911i,-0.007434-0.0052203i,-0.00607-0.0066837i,-0.0051514-0.010327i,-0.0047448-0.007229i
-0.26769+0.15819i,-0.39035+0.26102i,-0.37646+0.34324i,-0.23114+0.30792i,-0.10523+0.18499i,-0.074049+0.091613i,-0.070044+0.04743i,-0.05968+0.022134i,-0.044415+0.010813i,-0.024078+0.0061866i,-0.015532+0.0030028i,-0.017067+0.0065846i,-0.014507+0.0078073i,-0.010943+0.0041948i,-0.010398+0.0037701i,-0.0095679+0.0052711i,-0.0055326+0.0067012i,0.0016531+0.0063661i,0.0060773+0.0035268i,0.0078679+0.001961i,0.012464+0.0017198i,0.014562-0.00081593i,0.0088905-0.0050559i
-0.015949-0.16551i,0.091773-0.13868i,0.17246-0.072317i,0.12668-0.082582i,0.018608-0.10773i,-0.0135-0.060722i,0.036668-0.018888i,0.059371-0.016635i,0.036167+0.0010237i,0.019045+0.0229i,0.015596+0.019948i,0.010318+0.0061615i,0.0027933-0.0005927i,-0.00036905-0.0018031i,-0.00076423-0.0042196i,-0.0019982-0.0070855i,-0.0027095-0.0073893i,-0.0013355-0.0055142i,0.0010009-0.003415i,-0.00027049+0.00077609i,-0.0032674+0.0081669i,-0.0014449+0.013422i,0.0031749+0.011742i
0.068793-0.16847i,-0.10775-0.25641i,-0.29263-0.26129i,-0.23809-0.13498i,-0.057382-0.036207i,-0.014811-0.043574i,-0.077456-0.029696i,-0.080081-0.0016271i,-0.045743-0.018776i,-0.031091-0.034378i,-0.019619-0.02904i,-0.0096927-0.021011i,-0.00573-0.014771i,-0.0043151-0.010054i,-0.00082227-0.0063122i,0.0044113-0.0046652i,0.0045581-0.0019609i,0.0013796+0.0051102i,-9.8783e-05+0.0097733i,-0.00046147+0.0073336i,-0.0047832+0.001109i,-0.0098346-0.0022267i,-0.0082409-0.0016784i
0.15677+0.24569i,0.24019+0.29857i,0.27052+0.24211i,0.18575+0.12949i,0.080186+0.062908i,0.065974+0.062551i,0.093453+0.056906i,0.0864+0.041561i,0.059176+0.030551i,0.033858+0.018882i,0.017762+0.014843i,0.012483+0.012897i,0.010081+0.0088045i,0.011712+0.007095i,0.013316+0.0064975i,0.010228+0.0057891i,0.0064507+0.0027662i,0.0024139-0.0034373i,-0.001641-0.0077357i,-0.0021401-0.010008i,-0.00020006-0.013664i,-0.00039627-0.014329i,-0.0029696-0.0080378i
-0.15163-0.026164i,-0.089914-0.18856i,-0.012227-0.31853i,-0.028251-0.25944i,-0.050397-0.098636i,-0.031926-0.040199i,-0.0423-0.067628i,-0.059696-0.064555i,-0.040898-0.033211i,-0.013645-0.014225i,-0.0030881-0.0066939i,-0.0020259-0.0013415i,-0.0012537+0.0018478i,-0.0040075+0.0029859i,-0.0093213+0.0034627i,-0.012264+0.0054736i,-0.013251+0.0075938i,-0.011611+0.0071866i,-0.0072433+0.0052398i,8.7847e-05+0.0054472i,0.0089485+0.0064625i,0.015149+0.0031543i,0.013092-0.0026301i
-0.11381-0.047877i,-0.14096+0.16579i,-0.097339+0.36022i,-0.0041497+0.27804i,0.0062008+0.07588i,-0.026065+0.033526i,0.015544+0.082522i,0.051576+0.075794i,0.024468+0.047316i,-0.0064334+0.034622i,-0.015814+0.02446i,-0.015248+0.015103i,-0.010179+0.0075127i,-0.004847+0.0026757i,-0.0012269-0.00097021i,0.0016441-0.0050382i,0.0063662-0.0068018i,0.011184-0.0069327i,0.011544-0.0061857i,0.0059539-0.0030544i,-0.0013851+0.0048592i,-0.0052208+0.012088i,-0.0044854+0.011726i
0.25237-0.10762i,0.31203-0.1528i,0.29039-0.16669i,0.22491-0.10469i,0.16588-0.041824i,0.10516-0.063388i,0.022929-0.10955i,-0.028242-0.10296i,-0.020087-0.071248i,0.0011829-0.049629i,0.0071049-0.033746i,0.0052627-0.01891i,0.0027129-0.0090823i,-0.0012126-0.0078601i,-0.0034149-0.0071634i,0.00048761-0.0050608i,0.0023384-0.0055765i,-0.0018748-0.0033942i,-0.0052009+0.0025466i,-0.0068561+0.0048774i,-0.010135+0.00084807i,-0.011017-0.0020266i,-0.0051513+7.2499e-05i
-0.10906+0.17195i,-0.33116+0.14883i,-0.48243+0.11792i,-0.40399+0.12696i,-0.20895+0.11007i,-0.097635+0.089089i,-0.056751+0.11384i,-0.013179+0.11671i,0.0093662+0.075298i,0.0086781+0.037276i,0.0077391+0.013687i,0.0071825+0.00082308i,0.0067011-0.001128i,0.0095651+0.0040887i,0.011897+0.0094145i,0.010396+0.010729i,0.009713+0.012209i,0.010187+0.011928i,0.0080255+0.0062407i,0.0055284-0.002744i,0.005247-0.010801i,0.0031281-0.014657i,-0.0030646-0.012164i
-0.048071+0.043001i,0.13857+0.020055i,0.28664-0.015737i,0.21183-0.03823i,0.069117-0.003178i,0.052723+0.011755i,0.078073-0.055959i,0.045816-0.094614i,0.013983-0.060078i,0.010324-0.018094i,0.0088419+0.0017915i,0.0034025+0.0058655i,-0.0033303+0.0026723i,-0.0062255-0.0017873i,-0.0082416-0.0053827i,-0.01285-0.005197i,-0.016969-0.0046385i,-0.017431-0.0060924i,-0.014081-0.0062091i,-0.0062025-0.0026731i,0.004108+0.0044778i,0.012272+0.0084774i,0.013056+0.0058354i
-0.05389-0.26774i,-0.090927-0.35856i,-0.1541-0.37656i,-0.16971-0.3131i,-0.12959-0.21502i,-0.11364-0.11119i,-0.11041+0.0068991i,-0.069671+0.07059i,-0.037852+0.052611i,-0.036249+0.020809i,-0.028382+0.0078528i,-0.011912+0.00058819i,-0.0024131-0.0020769i,-0.00088538+0.0015641i,0.00021529+0.0024921i,0.0015808-0.00054651i,0.001539+0.00057065i,0.0020339+0.0038745i,0.0049361+0.0033233i,0.0046832+0.0028666i,-0.0019581+0.0055767i,-0.006756+0.0076785i,-0.0060428+0.0041303i
0.19293+0.16564i,0.21593+0.39123i,0.25+0.48958i,0.27946+0.36683i,0.22497+0.18505i,0.15042+0.072169i,0.12398-0.0052915i,0.09603-0.051787i,0.05937-0.051145i,0.033868-0.0333i,0.011855-0.018021i,-0.0025972-0.0065107i,-0.0045247-0.0051368i,0.00059224-0.010228i,0.0047218-0.010703i,0.0091698-0.0081373i,0.013535-0.010867i,0.012712-0.014494i,0.0077597-0.0106i,0.002105-0.0055421i,-0.0036898-0.0066022i,-0.0084319-0.0073672i,-0.0067284-0.00076481i
-0.0036521+0.070823i,-0.018535-0.11016i,-0.014606-0.26207i,-0.019956-0.2409i,-0.022652-0.14691i,-0.032765-0.084389i,-0.076868-0.035027i,-0.093642+0.017361i,-0.057852+0.039566i,-0.019622+0.027317i,3.2157e-05+0.013073i,0.0094015+0.011918i,0.0098607+0.015527i,0.004132+0.01943i,-0.00068813+0.020405i,-0.0018274+0.018837i,-0.00057366+0.018837i,0.00065928+0.020293i,0.00045047+0.018436i,0.0024931+0.010248i,0.0083328-0.0020459i,0.011282-0.012397i,0.0073672-0.014891i
-0.3026+0.0071416i,-0.38629+0.083962i,-0.36542+0.231i,-0.23887+0.297i,-0.10993+0.23651i,-0.027286+0.15575i,0.053174+0.088492i,0.08781+0.018275i,0.057286-0.0092471i,0.028486+0.0012864i,0.015479+0.0013692i,0.0036739-0.0089264i,0.00076117-0.013424i,0.0040669-0.01332i,0.0023802-0.012185i,-0.0033759-0.0094005i,-0.0049015-0.0059578i,-0.0026633-0.004661i,-0.0035679-0.005329i,-0.0048695-0.0010947i,-0.00051075+0.0093392i,0.0041142+0.015866i,0.0032203+0.013986i
0.2228-0.19466i,0.39556-0.21086i,0.40145-0.22492i,0.23836-0.22877i,0.10124-0.18012i,0.036135-0.124i,-0.028808-0.08391i,-0.067971-0.041671i,-0.060037-0.020782i,-0.040249-0.019273i,-0.02392-0.010917i,-0.01295-0.00041372i,-0.013032+0.0033266i,-0.017043+0.0036464i,-0.012498+0.00048531i,-0.0061436-0.0056305i,-0.0088943-0.0078404i,-0.015265-0.0048839i,-0.014575-0.0020408i,-0.010409-0.00061437i,-0.011897+0.0020776i,-0.011655+0.0053836i,-0.0055702+0.003336i
0.070379+0.056053i,-0.10767+0.042453i,-0.27006+0.027904i,-0.2553+0.081201i,-0.139+0.12043i,-0.047056+0.093266i,0.0071594+0.070532i,0.048318+0.053548i,0.058508+0.02234i,0.039127+0.0045468i,0.023373-0.0023435i,0.014768-0.010849i,0.014362-0.010475i,0.020907-0.0053249i,0.022601-0.0020803i,0.020912+0.0007649i,0.020772-0.00040794i,0.019815-0.0040234i,0.01702-0.0063966i,0.010666-0.0091692i,0.0014039-0.013439i,-0.0073082-0.015849i,-0.010734-0.010303i
-0.065516+0.2949i,0.01827+0.35864i,0.17993+0.253i,0.22994+0.028683i,0.14663-0.08832i,0.068415-0.070557i,0.021474-0.056978i,-0.027936-0.042511i,-0.040436-0.0071678i,-0.022808+0.0066951i,-0.015931+0.011635i,-0.014871+0.018978i,-0.016694+0.014812i,-0.018893+0.0083394i,-0.016832+0.0067199i,-0.011978+0.0072355i,-0.0069647+0.0073011i,-0.0032447+0.0054714i,-8.61e-05+0.0063017i,0.0064268+0.0062699i,0.015885+5.746e-05i,0.022655-0.005992i,0.021281-0.0074741i
-0.16943-0.29009i,-0.16155-0.45605i,-0.15035-0.43484i,-0.15499-0.24938i,-0.14809-0.095946i,-0.11268-0.024577i,-0.048488+0.01805i,0.010114+0.031159i,0.020755+0.025898i,0.0088566+0.025502i,0.0097157+0.01888i,0.018077+0.0071093i,0.023127+0.0049594i,0.019001+0.0073102i,0.0090088+0.0040457i,-0.0018248+0.00094085i,-0.0051154+0.004463i,-0.0022034+0.0099513i,-0.00063443+0.011166i,-0.0016021+0.012058i,-0.0016715+0.016958i,0.0002352+0.019036i,-0.00054811+0.013071i
0.11312-0.050152i,0.093107+0.11375i,0.078183+0.2564i,0.14179+0.21671i,0.16564+0.069956i,0.091131-0.012291i,0.02367-0.024449i,-0.0048123-0.039292i,-0.01559-0.049554i,-0.012277-0.04487i,-0.015614-0.036475i,-0.023276-0.025481i,-0.020825-0.023978i,-0.015407-0.028959i,-0.0075466-0.025159i,8.0295e-05-0.01929i,-0.0021213-0.018436i,-0.0095688-0.016502i,-0.014917-0.012125i,-0.017093-0.0069821i,-0.017693-0.0010607i,-0.017875+0.0057791i,-0.011213+0.010928i
0.27151+0.15255i,0.34191+0.11663i,0.26688+0.024237i,0.078945+0.028138i,-0.0099309+0.091995i,0.022179+0.073103i,0.029814+0.024568i,0.018837+0.020004i,0.020502+0.017393i,0.011559+0.010874i,0.0078214+0.011703i,0.0090291+0.012828i,0.0049915+0.021344i,0.0053894+0.028461i,0.0082897+0.024951i,0.0095336+0.01798i,0.0089543+0.010152i,0.006628+0.0021139i,0.004771-0.0037335i,0.0025898-0.0095436i,-0.00049941-0.018174i,-0.0039795-0.024258i,-0.0084069-0.022452i
-0.34837+0.12002i,-0.49778+0.096142i,-0.45725+0.079665i,-0.24186+0.069942i,-0.049474+0.044925i,0.0099833+0.028055i,0.00082995+0.021636i,-0.013405+0.015285i,-0.014193+0.013541i,-0.0025862+0.0098498i,0.00073552+0.00089067i,-0.00099277-0.0078171i,0.00321-0.014549i,0.0039044-0.014181i,-0.00037619-0.0052203i,-0.0011506+0.0027869i,0.0031611+0.0039627i,0.0088238+0.0021675i,0.012195+0.00067928i,0.015347+0.00044482i,0.019588+0.00080296i,0.020922+0.00023275i,0.017551-0.00042163i
-0.028541-0.14902i,0.084577-0.10882i,0.14352-0.070606i,0.052071-0.10393i,-0.074613-0.096263i,-0.072008-0.020644i,0.0055094+0.014399i,0.032595+0.011046i,0.017663+0.012291i,0.00063828+0.012567i,-0.0032988+0.015572i,-6.4835e-05+0.01929i,-0.007646+0.01907i,-0.014527+0.016255i,-0.015011+0.004565i,-0.016709-0.0044185i,-0.015047-1.7034e-06i,-0.0085716+0.0082208i,-0.0025408+0.011543i,-0.00026071+0.012572i,-0.0014448+0.014873i,-0.00012044+0.01619i,0.0040646+0.010766i
0.21972-0.23796i,0.17131-0.35763i,0.056581-0.37603i,0.018669-0.25092i,0.048517-0.13945i,0.01515-0.11379i,-0.047357-0.083647i,-0.047267-0.045919i,-0.017608-0.027984i,0.0052187-0.019668i,0.013228-0.020404i,0.013835-0.020709i,0.021938-0.019518i,0.024915-0.022214i,0.019659-0.019164i,0.015814-0.013372i,0.0085321-0.010373i,-0.0014685-0.0066745i,-0.0082916-0.0027517i,-0.013293-0.00032884i,-0.017933+0.0018816i,-0.020863+0.0056523i,-0.018235+0.011764i
0.048451+0.38063i,0.041916+0.50018i,0.045709+0.46296i,0.024577+0.30018i,-0.027098+0.15648i,-0.034867+0.097032i,0.0049847+0.066481i,0.027339+0.033819i,0.021573+0.0076749i,0.0029448-0.0022088i,-0.013239+0.0011053i,-0.02264+0.0029083i,-0.032309+0.0020187i,-0.029194+0.0037358i,-0.013539+0.0043109i,-0.0019965+0.0041648i,0.0021156+0.0011684i,0.0011865-0.0054298i,-0.00058685-0.010048i,0.0012444-0.013017i,0.0060919-0.017501i,0.0082063-0.020109i,0.0050744-0.018365i
-0.15485-0.0024463i,-0.038919-0.064551i,0.11695-0.08817i,0.18329-0.057266i,0.16804-0.019582i,0.11619-0.020052i,0.038944-0.036884i,-0.022027-0.028819i,-0.04126-0.0040107i,-0.032979+0.014039i,-0.014625+0.015323i,0.00088377+0.01149i,0.013767+0.015067i,0.017603+0.018149i,0.0082723+0.0193i,0.0014739+0.018205i,0.0013409+0.011588i,0.0024673+0.0048691i,0.0048185+0.00054351i,0.0079647+0.00054149i,0.012462+0.0038252i,0.01482+0.0033221i,0.0096606-6.3846e-05i
-0.18397-0.25754i,-0.33052-0.18936i,-0.38591-0.047823i,-0.2843+0.012212i,-0.16674-0.010507i,-0.10321+0.0040318i,-0.030501+0.058766i,0.030274+0.064817i,0.041653+0.030538i,0.028272+0.0009705i,0.012595-0.0086168i,0.0066055-0.0083445i,0.0018597-0.014162i,-0.0059819-0.017725i,-0.0063611-0.016895i,-0.0046258-0.015598i,-0.0033366-0.0085475i,0.0016072+0.00031016i,0.0061416+0.0056448i,0.0063043+0.0094362i,0.0021424+0.013611i,0.0008711+0.016214i,0.0067127+0.012166i
0.37553+0.038216i,0.43961+0.039395i,0.35817+0.013977i,0.22089+0.021279i,0.1587+0.039638i,0.14017+0.0040915i,0.082748-0.060999i,0.017799-0.079011i,-0.01049-0.051883i,-0.0072011-0.020644i,0.0040947-0.0049353i,0.0065338+0.0058211i,0.0092014+0.016556i,0.012173+0.014232i,0.0070508+0.0064989i,0.0035485+0.0030744i,0.0028155+0.0002617i,-0.0020898+0.00016887i,-0.006757+0.0010357i,-0.0094709-0.0032206i,-0.01474-0.010605i,-0.020743-0.011765i,-0.020929-0.0035046i
-0.05416+0.14327i,-0.11762-0.0084968i,-0.19117-0.15245i,-0.24963-0.13765i,-0.22624-0.050044i,-0.13998-0.0074585i,-0.072817+0.017074i,-0.024614+0.045707i,0.01529+0.045384i,0.022411+0.021476i,0.0084668+0.0036486i,-0.0019571-0.010657i,-0.0097703-0.021828i,-0.0094302-0.018271i,-5.7778e-05-0.0083847i,0.0045963-0.0026921i,0.0042728+0.00029838i,0.0030314+0.0019237i,0.00034363+0.002513i,0.00058025+0.0011603i,0.0060363-0.0018471i,0.010606-0.0039043i,0.0080026-0.0026999i
-0.28298+0.10157i,-0.19978+0.26394i,-0.0067224+0.33845i,0.12672+0.23179i,0.11435+0.12358i,0.05148+0.089398i,0.024444+0.043046i,0.0013006-0.013839i,-0.029334-0.030761i,-0.040102-0.016248i,-0.02954-0.0021797i,-0.019636+0.0051374i,-0.017526+0.013093i,-0.014318+0.015894i,-0.014132+0.010861i,-0.014746+0.0062687i,-0.0090747+0.001243i,-0.0038286-0.0054604i,-0.0015663-0.0084067i,0.0020744-0.0051634i,0.0079003+0.0022176i,0.012296+0.0043602i,0.0093571-0.0021412i
0.15536-0.31884i,0.19518-0.37161i,0.16223-0.33977i,0.092218-0.28089i,0.012683-0.24134i,-0.050159-0.1568i,-0.059472-0.033302i,-0.026409+0.043696i,0.01032+0.057376i,0.029913+0.037843i,0.026487+0.017497i,0.024926+0.0075858i,0.028775-0.0038452i,0.02107-0.011605i,0.013559-0.0089846i,0.0099598-0.0065547i,0.003502-0.0045598i,-0.00084881+0.00066914i,-0.0012343+0.0048167i,-0.0045702+0.0062071i,-0.012609+0.0082132i,-0.016673+0.01255i,-0.0082892+0.01477i
0.090192+0.079251i,-0.071354+0.093324i,-0.16177+0.11723i,-0.073335+0.15017i,0.040894+0.12272i,0.068657+0.04575i,0.059732-0.017688i,0.04643-0.061096i,0.019953-0.073899i,0.0021783-0.048818i,0.00021707-0.023225i,-0.0054605-0.0083942i,-0.0082428+0.0043505i,-0.0018317+0.0067377i,0.00015975+0.0026913i,-0.00024963+0.0016012i,0.0018071+0.0011679i,0.0051575-0.0010208i,0.008286-0.0020471i,0.0099439-0.0057063i,0.0085431-0.013968i,0.0020443-0.018038i,-0.0045211-0.013639i
0.028561+0.26506i,0.15596+0.22927i,0.19226+0.093951i,0.056387-0.01135i,-0.032562-0.0072021i,0.0036568+0.010266i,0.023115-0.0010271i,-0.0023873+0.010541i,-0.017773+0.030023i,-0.021247+0.02793i,-0.020521+0.018907i,-0.012413+0.0093082i,-0.0060474-0.00032124i,-0.0053356-0.00099927i,-0.0018786+0.0047369i,0.001975+0.0058689i,0.0014845+0.0034146i,6.3505e-05+0.002085i,-0.0011409+0.0017455i,-0.0013712+0.0004294i,0.004038-0.0017165i,0.0099019-0.0025986i,0.007127-0.0019927i
-0.23898-0.20179i,-0.25983-0.23816i,-0.22648-0.13007i,-0.12511+0.029408i,-0.02627+0.095641i,0.0038469+0.063538i,-0.0034426+0.02026i,0.00062629-0.0026159i,0.00605-0.020305i,0.00050553-0.026471i,-0.002301-0.020645i,-0.0047118-0.015206i,-0.010432-0.0061279i,-0.0087545+0.0011553i,-0.0042512-0.0026127i,-0.0047046-0.0064399i,-0.0048034-0.004549i,-0.0036776-0.0012907i,-0.00286+0.0033385i,-0.0024942+0.011688i,0.00021652+0.02006i,0.0058542+0.020257i,0.0099771+0.010271i
0.072451-0.0074465i,0.057208+0.15983i,0.065378+0.21485i,0.086127+0.07841i,0.036384-0.059982i,-0.034926-0.046982i,-0.051532+0.026783i,-0.037032+0.060795i,-0.013969+0.064413i,0.0076751+0.04783i,0.012565+0.028053i,0.013239+0.019186i,0.018148+0.0055306i,0.015404-0.0071963i,0.0094232-0.0059447i,0.0082114-0.00090853i,0.0072511-0.0013057i,0.002773-0.0043622i,-0.0024942-0.0055927i,-0.0076208-0.0086691i,-0.016618-0.011678i,-0.023219-0.0062964i,-0.019231+0.0027582i
