-0.0011074+0.00088047i,0.00017358-0.0006362i,2.7278e-05-0.00106i,-0.00055251+0.00029393i,0.00020498+0.0012558i,0.00096057+0.00043164i,0.00023704-0.00016745i,-0.00055103-0.00019402i,-0.00038431+0.00023011i,0.00015772+0.00066344i,-2.9906e-05+6.6554e-05i,-0.00065197-0.0010873i,-0.0008725-0.0012786i,-0.00041226-0.001203i,0.00069553-0.00090368i,0.00056688-0.00065241i,-2.1342e-05-0.00035378i,0.00084525-0.00050815i,0.0015084-0.0013529i,0.00041452-0.001296i,-0.00092906-0.00053134i,-0.0012265-0.00034959i,-0.0003283-3.2843e-06i
0.0020456-0.0058598i,0.0011858-0.0059516i,-0.00048379-0.0049674i,-0.0011988-0.0027117i,-0.0011828-0.0012962i,-0.0011802-0.0012962i,-0.0012454-0.0010293i,-0.0010931-0.0017195i,-0.00013347-0.002036i,0.0004484-0.00058756i,1.0411e-05+0.00058928i,-0.00025984-6.0378e-05i,0.00024925-0.00042255i,0.00033569+0.00014999i,0.00078515+0.00033306i,0.00087703+0.00043435i,0.00019982+0.0001468i,0.00052895-4.2004e-05i,0.00051629-0.00030651i,0.00026137-0.00010933i,0.00013408+0.00034002i,-0.00056579+0.00038138i,-0.00040453-4.3212e-06i
-0.00041563+0.0038264i,-0.0019874+0.0036788i,-0.0029455+0.0026908i,-0.00078482+0.00093538i,0.00050966-0.0004935i,0.00067675-0.0013195i,-0.00030609-0.0017729i,-0.0015725-0.0013405i,-0.0011406-9.5934e-05i,-0.00051552+0.00097418i,-0.00049922+0.0012972i,0.00019201+0.00077939i,0.00075532+0.00017153i,0.00048358-0.00073475i,-0.00022305-0.00089173i,-0.00060615-0.0003069i,-0.00015707-1.1384e-05i,0.00012052-0.00014775i,3.2257e-05-4.1246e-05i,-0.00015211+0.00068535i,6.7514e-06+0.00086173i,0.00033796+0.00041111i,0.00055086-2.7245e-05i
0.0014565+0.00058083i,0.0025648-0.00045603i,0.0023992-0.00033769i,0.0018829+0.00015081i,0.0019193-0.00025823i,0.0016207-0.0010946i,0.0008535-0.0021425i,-0.00014448-0.0019042i,-0.00043059-0.001087i,-0.00028005-3.5845e-05i,-0.00037497+0.0010842i,-0.00063773+0.00091496i,-0.0004634+0.00015424i,-0.00023212+0.00031959i,-0.00059+0.00043576i,-0.00067388-0.0003854i,-9.2761e-05-0.0010795i,0.00023321-0.00095285i,-0.00016837-0.00087171i,-0.00010034-0.00061338i,0.00020329+9.04e-05i,-0.00018809+0.00023605i,-0.00023519+0.00015717i
-0.00050339-0.0024255i,0.00047916-0.0020783i,0.0012473-0.0018058i,0.00040434-0.0015686i,-0.00061849-0.0013366i,-0.000954-0.0015191i,-0.0010626-0.0013711i,-0.00041226-0.00097715i,0.00076655-0.00097978i,0.00045894-0.00070843i,-0.00060199+4.4986e-05i,-0.00041451+0.00029828i,0.00048013-0.00033472i,0.00073767-0.00024645i,0.00026487+0.00011922i,0.00035994+0.00020752i,-1.0487e-05+0.0004124i,-0.00015567+0.00056365i,0.00033377+0.0005815i,0.00021126+0.00063463i,9.6921e-05-0.0001141i,0.00037076-0.00072705i,0.00027693-0.00067782i
0.0024533-0.0020123i,-0.00026596-0.0021307i,-0.0015789-0.0030665i,0.00064744-0.0033451i,0.0014289-0.0029108i,0.00088274-0.0027303i,-0.00042117-0.0017914i,-0.00069181-0.00048284i,0.0002228-0.00060078i,-0.00010088-0.00068574i,-8.5644e-05-2.4015e-05i,0.00061903+0.00085616i,0.00045124+0.0013093i,0.00042338+0.00071122i,0.0010269+0.00026596i,0.00065674+0.00017314i,-0.00028925-0.00053492i,-0.00054256-0.00048925i,-0.00021102+0.00039482i,6.2109e-05+0.00048489i,-5.5708e-05-0.0002791i,0.00062992-4.5065e-06i,0.0013746+0.00071411i
0.0026769+0.0030118i,0.0039667+0.0024775i,0.0030613+0.0019327i,0.0012302+0.00049524i,0.00074559-0.00074712i,0.00038412-0.001642i,-0.00016892-0.0018344i,-0.00032946-0.00051836i,0.0002632+0.00035281i,5.5657e-05+0.0001055i,-0.00012044-9.7737e-05i,0.00050403-0.00033238i,0.00086668-0.00017355i,0.00046835-8.0089e-05i,-0.0005816-0.00014081i,-0.0010791-0.00012456i,-0.00069722+8.6433e-05i,0.00021397+0.00041771i,0.00059291+0.0004574i,0.00036338-0.00012844i,0.000356-0.00012552i,0.00075015+0.00041677i,0.00043017+0.00030876i
-0.0023649-0.0026957i,-0.0017547-0.0034416i,-0.0015044-0.0035492i,-0.00089316-0.0015794i,-0.00091917-0.00045423i,-0.00051545-0.001087i,-0.000269-0.0014385i,-0.0005826-0.0019442i,-0.00056376-0.0016658i,-0.0003979-0.0005202i,-6.0619e-05+0.00027247i,0.00035774-5.9747e-05i,4.8042e-05-3.2041e-05i,0.00030099-4.8661e-05i,0.00060862+0.00021417i,-0.00035429+0.00040996i,-0.00094002+0.00022908i,-0.00079884+0.00011004i,-0.00040164+2.2629e-05i,-8.1602e-05-0.00039637i,2.5741e-05-0.00024104i,6.6299e-05-0.00013537i,0.00048161-0.00024197i
-0.0001964-0.0028264i,-0.0011098-0.0012834i,-0.0010341-0.00011268i,-0.00078433-0.00068088i,-0.0010634-0.0017359i,-0.0010519-0.0014405i,-0.0012046-0.00032783i,-0.0017908-6.3764e-05i,-0.0011572+0.00035941i,-0.00044865+0.0004194i,-0.00067868+0.00039693i,-5.453e-05+0.00043233i,0.00081972-0.00017318i,0.00079-0.00042241i,0.00030199-0.00010247i,0.00044532+0.00063077i,0.0002658+0.00069151i,3.8195e-05+0.00043331i,5.5357e-06+0.00027483i,-0.00033114-0.00012206i,-5.087e-05-4.7914e-05i,0.00041989-0.00013921i,-0.00026705-0.00017704i
0.0041693+0.001289i,0.0040675+0.0013395i,0.002508+0.0013383i,0.0013916+0.00035346i,-1.1601e-05-0.00052544i,-0.0010343-0.00084207i,-0.0012955-0.00036717i,-0.0014651+0.00017921i,-0.0011111+0.00012162i,-0.00052239-0.00060133i,2.6768e-05+6.3724e-05i,-0.00061037+0.00079383i,-0.0013663+0.00017479i,-0.00093497-0.00027053i,0.00014205-0.00021758i,3.369e-05-0.00032358i,-0.00047012-0.0012976i,-0.00028614-0.0010284i,-0.00031242+6.8815e-05i,5.3376e-05+0.00037903i,0.00022564-9.8855e-05i,-0.0004232-0.00044811i,-0.00052565-0.00082328i
-0.00054282+0.00075546i,-0.00096698-0.00040421i,-0.00011836-0.0015676i,0.0011436-0.0016538i,0.0010475-0.0022262i,-0.00062603-0.0027183i,-0.001603-0.0022512i,-0.00079082-0.0017375i,-6.027e-05-0.0012577i,-0.00069881-0.00084672i,-0.001364-0.00063141i,-0.00032954+0.00019692i,0.00070138+0.00059038i,-0.00010738+0.00031566i,-0.00066766-0.00020877i,6.7895e-05-1.2184e-05i,0.00026702+5.2455e-05i,-0.00028069-5.3936e-05i,-0.00035124+0.00019247i,-1.7087e-05+0.00011373i,0.00043802-0.00010012i,0.00049155+3.9666e-05i,-1.6931e-05+0.00049236i
-0.0027564-0.0012863i,-0.0021772+0.00025141i,-0.0012166+0.00073499i,5.3814e-06+0.0001176i,0.0010246+0.00017149i,0.00050343-0.00071088i,-0.00047947-0.0011214i,-0.00032722-0.00064916i,9.2327e-05-0.00049593i,-0.00020708-0.00048285i,-0.00077125-0.00055718i,-0.00066371+0.0001606i,0.00029203+0.00019436i,0.001579-0.00037i,0.0016617-0.00056575i,0.00071813-0.00077955i,0.00022616+4.1907e-05i,0.0010147+0.00051423i,0.00049945-0.00055309i,-0.0010463-0.00096334i,-0.00095066-0.00030634i,-0.00043404+0.00018135i,-0.00056958+0.0001361i
0.0038197-0.00076538i,0.0034776-0.00075844i,0.0031041-0.0014446i,0.0016599-0.0020679i,0.00020597-0.0019948i,-9.0789e-05-0.0020873i,-0.00075429-0.0012587i,-0.00084067-0.00024686i,0.00066558-7.8502e-05i,0.00053523-0.00011767i,-0.0010476+0.00070586i,-0.0018591+0.0010898i,-0.00089274+0.0010317i,-0.00069301+8.668e-05i,-0.0005645-0.0008356i,-2.2948e-05-0.00025912i,-0.00012107+0.00021954i,-0.00036082-0.00021154i,-0.00038076+9.8048e-05i,0.00025097+0.00085698i,0.001127+0.0011321i,0.00067505+0.00077564i,5.6401e-06+0.00047844i
0.00015994+0.0013534i,-0.0006851+0.0013101i,-0.0020019+0.00087437i,-0.0016435+0.00068565i,-0.00018299-0.00041777i,0.00012014-0.0018574i,-0.0001252-0.0023854i,0.00015857-0.0011316i,0.00025256+0.0005857i,-0.00031327+0.0011821i,-0.00079763+0.00056015i,-4.4094e-05+5.4724e-05i,0.00066004+0.00046304i,0.00070219+0.00085338i,0.000555+0.00065067i,1.245e-05+0.00051174i,0.00034687+0.0006866i,0.00067458+0.00075658i,0.00021329+0.00088037i,-0.00016007+0.00016715i,-0.00021177+0.00023036i,-0.00017769+0.0013123i,-0.00027815+0.0015669i
-0.0019249-0.00097521i,-0.00088417-0.00051606i,0.00014422-0.00012724i,0.00036912+0.00030315i,0.00030388+0.00047686i,0.00055784-0.0004657i,0.00061033-0.001905i,0.00013808-0.0017353i,-3.7266e-05-0.0014258i,1.1406e-05-0.00076544i,-2.1677e-05+0.00025032i,0.00045776+0.00066644i,0.00014919+0.00051579i,9.9967e-05+8.9283e-05i,0.00040394-0.00017227i,0.00017203+7.1446e-05i,-0.00036482+0.00014171i,-0.00014992+0.00080205i,0.00051624+0.00067839i,-5.8834e-05+0.00015065i,-6.0998e-05+0.00050767i,0.0006865+0.00043003i,0.00010721+5.4809e-05i
0.0026534-0.0045437i,0.0022527-0.0056225i,0.0010911-0.0044602i,0.00083927-0.0034821i,8.9419e-05-0.0028676i,-0.00018534-0.0023731i,0.0004662-0.001074i,-5.596e-05+0.00013383i,6.3471e-05-0.00023914i,0.00030263-0.00092785i,-0.00024293-0.001255i,-0.00057176-0.00093755i,-9.2326e-05-0.00048422i,-0.00042254+5.2758e-05i,-0.0014567+0.00061992i,-0.00081789+0.00024921i,0.00026457-6.7873e-05i,0.00037602-8.2995e-06i,1.0309e-06+0.00021499i,0.00012206+8.5072e-06i,0.00022421-0.00066229i,-0.00030328-0.00081858i,-0.00093253-0.00048847i
0.00078081+0.0053679i,0.0010483+0.0036332i,0.0011258+0.0012667i,0.00089323+0.00032231i,0.00090748-0.00025825i,0.00035322-0.0017621i,-0.00036432-0.0021293i,-0.00053127-0.001899i,-0.00042384-0.0010802i,-0.00011528-7.4779e-05i,-0.00065468+0.00013338i,-0.00047149-0.00032683i,7.4484e-05-0.00077381i,0.00046529-0.00089744i,0.00071417-0.00054617i,0.00016114+0.00044748i,-0.0003918+0.00034381i,-0.00031923+6.208e-05i,-0.00010604+8.6656e-05i,-0.00037578-0.00063833i,-0.0003718-0.00068444i,-0.00048398+7.348e-05i,-0.00055086-0.00018346i
-0.0012805-0.0014381i,7.6646e-05-0.00089163i,0.00040459-0.00075736i,2.1692e-05-4.4155e-05i,-0.00054853+1.0201e-06i,-5.5399e-05-0.00083529i,0.00039859-0.0013283i,-0.00034186-0.00072762i,-0.00022361-0.00042672i,0.00010242-0.00025361i,-0.00023318-2.9077e-05i,0.000282-0.00019189i,0.00015004-0.00036816i,0.00027583+0.0002018i,0.00082446+0.00018723i,0.001111-0.00016843i,0.0006666+0.00039489i,-0.00019412+0.00036442i,-0.00080815-3.8245e-05i,-0.00073332+6.35e-05i,-0.00061633+0.00047161i,-0.00024123+0.00026292i,1.4022e-05+2.5976e-05i
0.00022717-0.0025271i,-0.0010638-0.0045914i,-0.00066711-0.0050777i,0.00013799-0.0038384i,-0.00030707-0.0020649i,-0.00047803-0.0013194i,1.7264e-05-0.0010606i,0.00052396-0.00087537i,0.00089982-0.00076591i,0.00055242+0.00014239i,-0.0003462+0.00076572i,0.00012636+0.00060045i,0.00029475-2.1627e-05i,-0.00040798-0.00048288i,-6.4951e-05-0.00026693i,0.00036531-6.6202e-05i,0.00036763-0.00041399i,1.0665e-05-0.00011259i,-0.00015103-0.000181i,-9.9006e-05-0.00032596i,-0.00038497+0.00060593i,-0.00013988+0.0010924i,0.0001822+0.00060654i
-0.00067887+0.0015952i,-0.0016161+0.002572i,-0.0022327+0.0027038i,-0.00102+0.0029921i,0.00058187+0.0014619i,0.00063532-0.00030365i,-0.00036137-2.6141e-05i,-0.0013521-0.00043691i,-0.00077307-0.00021272i,-0.00018293+0.00065733i,-5.1985e-05+0.00073771i,0.0010195+0.00052066i,0.0015778+0.00010691i,0.0013434+0.00020875i,0.00042028+2.2089e-05i,-0.00045151+0.00023513i,-0.00022334+0.00087509i,0.00027657+0.00049625i,-3.9944e-05+0.00029862i,4.0091e-05+0.00024451i,0.00021397-5.8252e-05i,-4.984e-06+3.5534e-05i,0.00083389+0.00042792i
-0.00063145-0.0001239i,-0.00072067+6.1961e-05i,0.0005971+0.00092886i,0.0011918+0.00080883i,0.00018074-0.00049491i,-0.00037356-0.0014428i,-0.00049906-0.0015373i,-0.00059714-0.0011644i,-0.00026019-0.00060046i,0.00062902-0.00027543i,0.00078431-3.2423e-05i,-4.3843e-05+0.00054381i,0.00013305+0.0013573i,7.3725e-05+0.0018876i,-0.00037744+0.0012807i,0.00014858+0.00082458i,0.00021193+0.00078964i,0.00019888+0.00056759i,0.00016164+4.6637e-05i,0.00014915+0.00066442i,-3.6174e-05+0.002085i,-1.4561e-05+0.0017113i,0.00013764+0.00019519i
0.0013849-0.0031438i,0.00069878-0.0034343i,-0.00088672-0.0025026i,-0.0011719-0.0017607i,-0.00014302-0.0019618i,0.00052108-0.0020147i,-0.00049377-0.0012859i,-0.00078929-0.00072776i,-0.00015686-0.00041235i,-2.0127e-05+0.0005035i,-0.00021321+0.00064751i,-0.00012086-0.00010559i,0.00049723-1.6336e-06i,0.00033619+0.00034715i,-0.0003024+0.00051459i,-6.811e-05-0.00028776i,-0.00027704-0.00094434i,-0.00058358-0.00020336i,-0.00059121-8.2876e-05i,-0.00044955-0.00025625i,-0.00016238+3.5287e-05i,-0.00012943+0.000723i,-0.00038588+0.00051685i
0.0004996+0.00071112i,-0.0013017+0.00092206i,-0.0011233+0.0021744i,0.00022876+0.0020027i,0.0010175+2.7329e-06i,0.00028367-0.0016045i,-0.00075278-0.0026562i,-0.0013323-0.0017882i,-0.0016248-0.00015434i,-0.00063292+0.00065964i,0.00031069+0.00051432i,0.00053749-9.3836e-05i,0.00019457+0.00033636i,0.00012391+0.0009743i,0.00068977+0.00065344i,0.0005756-0.00010149i,0.00056377-0.0004467i,0.00065812+0.00017204i,0.00050557+0.00044574i,0.00039051-0.00038441i,0.00030281-0.00012949i,-9.2312e-05+0.00030034i,-0.00034161-0.00021183i
0.0016972-0.0014533i,0.001844-0.0016446i,0.0014829-0.00066706i,0.0012189-9.8564e-05i,0.0005282-0.00018333i,-0.00078962-0.0010557i,-0.00064734-0.0019583i,0.0002737-0.001394i,4.4645e-05-0.00048979i,-0.000378+0.0004729i,-0.00048961+0.00092643i,-0.00030736+0.00085303i,-0.00042454+0.00076634i,-0.00057046+0.0007523i,-0.00010989+0.0007883i,-6.2791e-05+0.00045501i,-0.00053716+0.00047508i,-0.0012081+0.00078547i,-0.001263+0.00063604i,-0.00014421-0.0005979i,2.1686e-05-0.0010873i,-0.00025562-0.0002794i,1.0434e-05+0.00056712i
-0.0019937-0.00055664i,-0.0015573-0.0018742i,-0.0011967-0.0024174i,-0.0011023-0.0016325i,4.743e-05-0.00056259i,0.0015127-0.0010333i,0.0010256-0.0020965i,0.00010131-0.0015435i,0.00016023-0.00034135i,-0.0006337+0.00050016i,-0.0015487+0.00067775i,-0.00068821+0.0004145i,0.0004722+4.6278e-05i,0.00069639-0.00070178i,3.9446e-05-0.00049303i,-0.00019594-0.00015044i,-0.00015181-5.2883e-05i,0.00031603+0.00028276i,0.00071017+5.0272e-05i,0.00041162+0.00030247i,0.00017497+0.00035574i,-2.5852e-05+0.00010154i,-0.00044992+0.00080163i
-0.0019438-0.0012888i,-0.0028236-0.00084127i,-0.0027979+0.0007053i,-0.0024572+0.00065014i,-0.00078996-0.00071538i,0.00029659-0.0012636i,-0.00023348-0.0015621i,-0.00056978-0.0015151i,-0.00057506-0.0009152i,-0.00056624-0.00027734i,-0.00042958+0.00050776i,-0.00057922+0.0011648i,-0.00044433+0.0013439i,-0.00018294+0.0011943i,-0.00030607+0.00017807i,-0.00011237-0.00075248i,-0.00028412-0.0010479i,-0.00011599-0.00064421i,0.00085401+0.00017681i,0.0015354+9.1357e-05i,0.00052992-1.9809e-05i,-0.00025418+0.00033568i,-0.0005356+0.00063155i
0.0030375-0.00043809i,0.0042168-0.00047017i,0.0028302-0.00030293i,0.0016431-0.00031566i,0.0010546-0.0012285i,0.00071974-0.0023715i,0.00054242-0.002377i,-8.025e-06-0.0014882i,1.9241e-06-0.00098403i,-0.00065232-0.00025944i,-0.00078376+0.00037604i,-0.00057747-1.4211e-05i,-0.00051915-0.00062675i,-0.00045371-0.00059125i,-0.00031863-2.1245e-05i,-6.5576e-05+0.00013229i,0.00094927+4.7817e-05i,0.0012451+0.00020524i,-0.00038009+0.00051863i,-0.0011764-0.00036789i,-0.0007606-0.00082229i,-0.00056111-0.00015065i,-0.00065957+7.0108e-05i
0.00018697+0.0017181i,0.0013393-0.00029948i,0.0021237-0.0025924i,0.0016427-0.0023611i,0.0012139-0.0020631i,0.0012137-0.0021629i,6.9434e-05-0.0016166i,-0.00099769-0.00131i,-0.00067951-0.0011769i,0.00018258-0.00077431i,0.00026383+8.3952e-05i,-0.00020081+0.00025226i,0.00051964-0.00063281i,0.0011166-0.0010578i,0.00068787-0.00073708i,0.00013132-2.3382e-05i,-0.00061102+0.00037166i,-0.00087423+0.00091841i,-0.00067196+0.00084185i,-0.00064978+0.00018365i,-0.00053205+8.3998e-05i,-0.00024669-0.00010934i,-0.00024705-0.00036603i
-0.003229-0.00020003i,-0.0022658+0.001597i,-0.00087063+0.0017636i,-1.5918e-05+3.4783e-05i,0.00033809-0.0015344i,-0.00048859-0.0024412i,-0.0010495-0.0024397i,-0.00080326-0.0018256i,-0.00071843-0.00054147i,-6.8638e-05-8.4242e-05i,0.00031514-0.00043512i,0.00025677-0.00088854i,0.0006235-0.0016895i,0.00030693-0.0017207i,-0.00025427-0.00083916i,-0.00062378-0.00012223i,-3.2468e-05+0.00029237i,9.6518e-05+0.00022194i,-0.00066367-0.00026897i,-0.00026359+0.00028423i,-6.4456e-05+0.0003579i,2.8985e-05+0.00037081i,0.00052759+0.00045473i
0.0015552-0.0012198i,0.0018055-0.00053732i,0.0014429+0.00053623i,0.00070784+0.00069667i,0.00094925-0.00032536i,0.0012063-0.0019436i,0.00041843-0.0026752i,-6.6155e-05-0.0019454i,-0.00061217-0.0016974i,-0.001288-0.0010007i,-0.0011466+0.00019722i,-0.0004892+0.00059196i,-0.00020032+0.00016479i,-0.00010638-0.00030714i,-0.0002926+0.00026315i,-0.00053233+0.00071878i,-4.0507e-05+0.0010191i,-0.00017271+0.0011771i,3.4205e-05+0.00066285i,6.8609e-05-0.0001648i,-0.00062175-0.00011478i,-0.00032967+7.4373e-05i,0.0003053+0.00033834i
0.0037374+0.0005171i,0.0026859-0.00080425i,0.0023344-0.0026702i,0.001494-0.0022512i,8.666e-05-0.0015449i,-0.00011623-0.0018414i,0.0010568-0.0016254i,0.00082608-0.00099065i,0.00033674-0.00056654i,0.00045035+0.00043673i,-0.00038322+0.00089645i,-0.00034863+0.00028463i,0.00018487-1.6603e-06i,-0.00042296-0.00014325i,-0.0011211-0.00017332i,-0.0013981+0.00019706i,-0.0014608+6.4531e-05i,-0.0010845-6.2027e-05i,-0.00058437-3.4188e-05i,-0.00019065+0.00010437i,0.00033618+0.00011653i,8.8221e-05-0.00012164i,2.8965e-05-0.00040333i
-0.0023593+0.00016817i,-0.0025253-0.00068378i,-0.0019663+0.00018501i,-0.00086588+0.00052169i,-0.00014802+0.00046975i,0.00029318+0.00016173i,2.0487e-06-0.00089873i,-0.00033191-0.001264i,-0.0003731-0.00038378i,-0.0013209-0.00017939i,-0.0016194+0.00017265i,-0.00050639+0.00076533i,0.00063749+0.00024053i,0.0012383-0.00023643i,0.00084505-0.00026018i,0.00060413-0.00026307i,0.000215-1.2524e-05i,-0.00046343-0.0003571i,4.8596e-05-0.00078099i,0.00059938-6.2206e-05i,-0.00043977-0.00025738i,-0.0007879-0.00094972i,-0.00019792-0.00058275i
0.001801+0.00038623i,0.0011232+0.00018823i,-9.6157e-05-0.0007188i,-0.00084757-0.00083924i,-0.00089475-0.0015974i,-0.00076239-0.0024811i,-0.00034234-0.0026889i,-0.00071284-0.0022886i,-0.0009619-0.00078861i,-0.0001255+0.00039441i,-5.5737e-05+0.00076002i,-0.00034706+0.00037785i,-0.00029916-0.00066223i,-0.00024883-0.00067308i,0.00011448-2.4738e-05i,0.00014928+0.00054393i,9.8353e-05+0.0010992i,-0.00014863+0.0012645i,-0.0003175+0.0013522i,-8.2571e-05+0.00048062i,0.00046344-0.00019428i,0.0005482-0.00058805i,0.00077379-0.00056205i
0.0024201+0.00070854i,0.0014137-8.9697e-05i,0.0011678-0.0017378i,0.0011007-0.0023422i,0.00038981-0.0021226i,-0.00036072-0.0021517i,-0.00082191-0.0021603i,-0.00047955-0.001808i,-7.6441e-05-0.0013013i,-0.00073839-0.00065416i,-0.0010919+0.00032336i,-0.0001841+0.00091343i,-3.3981e-05+0.00034185i,-0.00014353-0.00031231i,-0.00047948+0.00012999i,-0.0010674+0.00042712i,-0.00094281-9.9e-05i,-0.0013001-1.0059e-05i,-0.0011102+0.00079912i,-0.00032488+0.0012442i,-0.00067899+0.00064372i,-0.00069807-7.4186e-05i,-0.00037291-0.00024467i
0.0011238+0.0011651i,0.0016125-0.00080521i,0.0013265-0.0013343i,0.00038561-0.00069663i,0.0007629-0.00038146i,-0.00015314-0.00053401i,-0.0013039-0.00070119i,-0.00077536-0.00071394i,-0.00053002-0.00065234i,-0.00095503+0.00019626i,-0.00079701+0.00085438i,-0.00051036+0.00036258i,0.00016194-0.00012517i,-0.00020189-1.528e-05i,-0.00075605+0.00021903i,-7.3094e-05-0.00014758i,0.00031138-0.00044791i,7.6946e-05-0.00011801i,0.00041146+0.00031733i,0.0003559+0.00045869i,-0.00049959+0.00011677i,-0.00057-3.9471e-05i,-0.0001551+0.00045476i
-0.00045135-0.00075414i,-0.0012032-1.0087e-05i,-0.00092249-0.00024431i,0.00088639-0.0013109i,0.0017396-0.0011314i,0.0011871-0.00054462i,-7.266e-05-0.0011146i,-0.00026948-0.0016104i,-6.52e-05-0.0010862i,-0.00010054-6.557e-05i,3.2526e-05+0.00061023i,6.865e-05+0.00056028i,0.00031444+1.9448e-06i,0.00015104-0.0002057i,-0.00054016-0.00038475i,-0.0011226-0.00092744i,-0.0012773-0.00079157i,-0.00039734+0.00039383i,0.000706+0.00063743i,0.00068735+0.00097906i,4.1876e-05+0.0012339i,-0.00015483+0.00019458i,-0.00011108-0.00033098i
0.0011264-8.9333e-05i,0.00080921-0.00033731i,0.00077058-0.001572i,0.0008281-0.0017842i,0.0012445-0.00073218i,0.00059339-0.0014163i,-0.00056009-0.0022385i,-0.001262-0.0011286i,-0.00055263-0.00014656i,8.6339e-05-0.00025431i,5.1734e-05-0.00012487i,-0.0006088+0.00059833i,-0.0012517+0.00044905i,-0.0011556-0.00017739i,-0.00084762+0.00021881i,-0.0005884+0.00053613i,-0.00013324+0.00012724i,0.00051186-0.0001093i,0.00011527-0.00029542i,-0.00085856-0.00010092i,-0.00060757-0.0003995i,0.00016492-0.00044844i,0.00055186-0.00025118i
0.00045676+4.7792e-05i,0.00030697-0.00058754i,-0.00067721-0.00042385i,-0.0014333+0.00051197i,-0.00096022+0.0012835i,-0.00038715+0.00099702i,-0.00024676+0.00047275i,-0.00043888-0.00015173i,0.00027153-0.00019136i,0.00059175+0.00040091i,-0.00087414+0.0004536i,-0.00072798+0.00021745i,0.00070348+0.00038866i,0.00057933+0.00032012i,-0.00049691-7.1233e-05i,-0.00073807+0.00056762i,-0.00049135+0.00077315i,-0.00023024+0.0001131i,7.1692e-05+4.7781e-05i,-0.00031433-6.0692e-05i,-0.00013418-0.00021742i,-0.00041557-0.00021619i,-0.00083989+4.7041e-05i
0.00025209-0.00081646i,-0.00030312-0.0010233i,-0.00053028-0.00021538i,-0.00058703+0.00015705i,-1.6382e-05+4.7733e-05i,0.00055693-0.00057131i,-0.00014412-0.0011891i,-0.00093559-0.00080643i,-0.00051086+2.6587e-05i,-0.00012533+0.00053481i,-0.00061306+0.00088458i,-0.00064716+0.0014053i,-0.00033643+0.00062902i,-0.00014616+0.00023344i,-7.2018e-05+0.00025767i,0.00018588+0.00051787i,0.00051502+0.00042479i,0.00018978-0.00032768i,-0.00016282-0.00095098i,-0.00026821-0.00042907i,0.00025378+0.00064511i,0.00048333+0.00068788i,0.00058366+0.00048782i
0.00069567-0.00083731i,-5.057e-05-0.0010701i,-0.00016442-0.00062943i,-4.0725e-05-8.1183e-05i,7.9917e-05-0.00020081i,-0.00024412-0.0010715i,0.00022787-0.0016659i,0.0010005-0.0016448i,0.00058829-0.00118i,0.00050402-0.0008738i,8.1154e-05-0.00019256i,-0.00071884+0.0010583i,-0.00095798+0.0012324i,-0.00074372+0.00067279i,-0.00015159+0.00088049i,-0.00038967+0.00082005i,-0.00126+0.00019057i,-0.0010541+0.0002414i,-0.00087127+0.00027809i,-0.00083194+0.00020087i,-0.0010038+0.00028355i,-0.00093219+0.00038991i,-0.00019115+0.00020016i
0.00037386-0.0012796i,0.0012455-0.0013879i,0.0019788-0.0012975i,0.0018691-0.00091314i,0.0013413-0.00027843i,0.0010288-0.00065324i,-8.9571e-05-0.0014146i,-0.0012898-0.0013605i,-0.00092435-0.00047106i,-0.00058116-0.00033366i,-0.000629-0.0001152i,-0.00015424+0.00020927i,0.00045945-0.00012476i,0.00019334+0.00015654i,0.00076436+0.00061431i,0.001021+0.00051203i,-0.0001767+0.00056774i,-0.00079222-0.00021159i,-0.000925-0.00055061i,-0.00035517+0.00042778i,0.00036201+0.00091236i,0.0003953+0.00084488i,0.0004711+0.00089727i
0.00070511-0.0014663i,0.00032909-0.0010323i,-0.00051858-0.00075388i,-0.0016232-0.00070648i,-0.0013245-0.00052752i,-7.0013e-05-0.0009409i,0.00031286-0.0017366i,-0.00061245-0.0011524i,-0.0014834-0.00025705i,-0.00099117+0.0005761i,-0.00028115+0.00024107i,0.0003589+3.4764e-05i,0.001037+0.00026067i,0.0013212+0.00051898i,0.00083208+0.0011529i,0.0011279+0.0010227i,0.0010128+0.00021262i,-9.848e-05-0.00041232i,0.00012074-0.00019703i,0.00046893+0.00086877i,-8.475e-05+0.00069085i,-0.0012791+3.6879e-05i,-0.00084894-2.8812e-05i
0.0011576-0.0012033i,-0.00013213-0.00095732i,-0.0010244-0.00062992i,0.00038782-9.4639e-05i,0.0014502-0.00050668i,0.00061946-0.0018004i,0.00029107-0.0024711i,0.00033307-0.0021775i,0.00082641-0.0011545i,0.00097911-0.00044198i,9.6572e-05-0.00015783i,4.4272e-05+0.00020292i,0.00073428+0.00011894i,0.00071929+0.00046815i,0.00025568+0.00066317i,0.00026462+0.00050913i,0.00061964+0.00089993i,0.00029243+0.00059374i,-0.00026355-0.00056693i,-0.0007249-0.00096492i,-0.00062778-0.00010705i,-0.00016439+0.00043898i,-0.00020603+0.00039126i
