-0.0023582+0.00056872i,-0.00094994-0.00035788i,-0.0011802-0.00066314i,-0.0010922+0.00032106i,-0.00049296+0.0010514i,-0.00027969+0.001085i,-0.00067921+0.0012531i,-0.00016647+0.0015134i,0.00029322+0.0018003i,0.00021249+0.00044939i,0.00051066-0.0011349i,-0.00025564-0.0013782i,-0.0007318-0.0006254i,9.0516e-05-0.00047383i,-0.00016358-0.0005864i,-0.00090561-0.00055716i,-0.0013744-0.0007515i,-0.001743-0.00064196i,-0.0010344-0.00013178i,-7.0716e-05+0.00094158i,4.9027e-05+0.001419i,-4.2884e-05+0.0010651i,0.00025534+0.00010409i
0.0014542+0.0017799i,0.0027537+0.002512i,0.0035653+0.0024156i,0.0017845+0.0013476i,-0.00037791-8.9923e-05i,-0.00042113-0.00080794i,0.0003181-0.00080008i,0.0009613+0.00077445i,0.00088522+0.0013271i,-0.00048478+9.7102e-06i,-0.0022859-0.0006899i,-0.0020347-0.0011499i,-0.0002655-0.0013566i,-0.0002137-0.00042548i,-0.0015577+0.0001161i,-0.0020587+0.00015418i,-0.0010046+0.00031956i,2.9654e-05+0.00028146i,0.00023683+4.2222e-05i,0.0007825+0.00050872i,0.0013446+0.0015083i,0.0015517+0.0013582i,0.001107+0.00054768i
0.0023121-0.00059854i,0.0027885-0.0021169i,0.0026477-0.0036871i,0.00057171-0.0029467i,-0.00072156-0.0016664i,-0.00068821-0.0015879i,-0.00060568-0.001457i,-0.00045642-0.00070274i,0.00033191-0.00044495i,0.0009466-0.0021484i,0.00095844-0.0031462i,0.0016412-0.0020905i,0.0026577-0.00061798i,0.0026749-0.00034914i,0.0015711-0.0011507i,-0.00010988-0.0013164i,-0.0015053-0.00098901i,-0.0013056-0.00068482i,-0.00073508+1.5293e-05i,-0.00026421+0.00016109i,-0.00064222+1.5549e-05i,-0.00082156+0.00059312i,-0.00079442+0.00040611i
0.00094712-0.00095006i,0.0010769-0.0015284i,0.00081033-0.0028845i,0.00014049-0.0031989i,-0.00077945-0.0019803i,-0.0011306-0.0007091i,-0.00086186-0.0005566i,0.00019688-0.0011453i,0.0017225-0.0019i,0.0025264-0.0016742i,0.0034921-0.00038389i,0.0035248+0.0013333i,0.0021709+0.0024175i,0.0016702+0.0019879i,0.0024492+0.00088707i,0.00254+0.00027318i,0.0011707+0.00014846i,-0.00046878+7.2514e-05i,-0.0010803-0.00037519i,-0.00041423-0.00057177i,0.00033327-0.0010644i,0.00060675-0.00086107i,0.00026275+0.00030728i
-0.00012254+0.00088611i,0.00095318+0.00026251i,0.0003683-0.00014924i,-9.8982e-05-0.00059043i,0.00022965-0.0010866i,0.00028797-0.0013963i,-6.6165e-05-0.0018273i,-0.00042638-0.00095993i,7.4073e-05+0.00081359i,0.00089688+0.0021495i,-0.00034793+0.0036397i,-0.0026123+0.0032461i,-0.0034766+0.0016074i,-0.0021434+0.0014072i,-3.5171e-05+0.0018878i,0.00076007+0.0012547i,0.00092888+0.00051008i,0.000933+4.6997e-05i,-0.00017208-0.00067653i,-0.00065426-0.0011462i,0.00040908-0.0010352i,0.0010099-0.00049248i,0.00087973-0.00022002i
-0.00053989+0.0013565i,0.00041454+0.0013883i,0.00022736+0.0021881i,8.8007e-05+0.0031304i,0.00043178+0.0033886i,0.00029198+0.0019975i,-0.00021067+0.0005287i,-0.00097803+0.00094731i,-0.0011585+0.0012721i,-0.0018613+0.00057072i,-0.0026086-0.00030884i,-0.0026226-0.0011497i,-0.002581-0.0016654i,-0.002294-0.0020756i,-0.0025709-0.0014988i,-0.0025756-7.4401e-05i,-0.0017981+0.0012158i,-0.00077501+0.0012108i,0.00031162+0.00018699i,0.00056149+0.00011798i,-7.2644e-05+0.00068585i,-5.1204e-05+0.0013862i,0.00020079+0.0018495i
-0.00086813-0.0012385i,-0.00087345-0.0020059i,-0.00069655-0.0020398i,0.000326-0.0012563i,0.00073932-0.0015692i,6.4878e-06-0.0021649i,-0.00049203-0.002446i,0.00024214-0.0021315i,0.0004382-0.0011974i,2.8797e-05-0.0015619i,1.3905e-05-0.003194i,0.001032-0.0033962i,0.0020006-0.0027647i,0.0012601-0.0018693i,-0.00023366-0.00070276i,-0.00053125-0.00067351i,-0.00047746-0.0014737i,-0.00070925-0.0013245i,-0.0007913-0.00070344i,-0.0007081-6.7228e-05i,-0.00097026+0.00059488i,-0.0012817+0.00061867i,-0.0015511+0.00087782i
0.00070554-0.00077973i,0.00048308-0.0018929i,-0.00027509-0.0029829i,-0.0015221-0.0027613i,-0.0018145-0.0012204i,-0.0021119-0.00034065i,-0.001299-0.0013655i,0.00020845-0.0020254i,0.0013549-0.0019962i,0.0019453-0.0017357i,0.0027574-0.0011819i,0.0039487-0.00014662i,0.0042563+0.0010697i,0.0034808+0.0014874i,0.0030558+0.00032292i,0.0023041-0.0012847i,0.000821-0.0018955i,8.0785e-05-0.0018059i,-0.00028747-0.00081427i,-0.00045325-0.00024295i,-0.00026333-0.00024747i,-0.00039175-0.00033348i,-0.00075214-0.00056059i
-0.00068555+0.00071936i,-0.0011696+0.001406i,-0.0022407+0.0026244i,-0.0020782+0.0026877i,-0.00098478+0.0025172i,0.00047137+0.001725i,0.0012287-8.29e-05i,0.0012972-0.0012828i,0.0012906-0.0002i,0.0021065+0.0015794i,0.002467+0.0033087i,0.001394+0.0043617i,0.0014334+0.0047819i,0.0010194+0.0043251i,0.00054509+0.0029822i,0.0011897+0.0020325i,0.0015748+0.00081786i,0.0016688-0.00027666i,0.0011673-0.00079622i,0.00041849-0.00094315i,4.1309e-05-0.00089062i,0.0002337-0.001366i,0.00034483-0.0016618i
1.4495e-05-0.0028142i,0.00011987-0.002519i,-0.00073254-0.0021349i,-0.0018233-0.0018056i,-0.0020133-0.0012567i,-0.0017961-0.0011543i,-0.0015425-0.0011782i,-0.00065663-0.00034718i,-0.00038699-0.00037504i,-0.0013845+0.00017182i,-0.0030647+0.0013139i,-0.0044995+0.0018144i,-0.0044782+0.0012745i,-0.0033063+0.00015859i,-0.0019558+0.00041061i,-0.00105+0.00078624i,-0.00042497+0.00032679i,0.00035873+0.00028096i,0.001084+0.00026724i,0.0014315+0.00013766i,0.0011683+0.00024192i,0.0015791+0.00080558i,0.0010354+0.00099551i
0.0015831+0.00022527i,0.0011483-0.0014499i,0.00068372-0.0021052i,-0.00046005-0.0019315i,-0.0020274-0.0020872i,-0.0026438-0.002739i,-0.0015208-0.0028619i,-0.00060243-0.00187i,-0.00052891-0.0018701i,-0.0012574-0.0022005i,-0.0020985-0.0025421i,-0.0023653-0.0041235i,-0.0022735-0.0053717i,-0.0018731-0.0041215i,-0.00073804-0.0018032i,-0.00059203-0.00070721i,-0.0012033-0.00072244i,-0.00075266-0.00014321i,8.2158e-05+0.0010753i,-6.0065e-06+0.0014692i,-0.00013177+0.0016057i,-0.00029144+0.0020166i,-0.00035071+0.0013334i
0.00052631+0.00098832i,0.0010995+0.00026498i,0.0014422-0.00088472i,0.0014683-0.0006563i,0.0016694+4.5593e-06i,0.0011941-0.00011652i,-7.2269e-05-0.00072017i,9.3618e-05-0.0014616i,0.00075575-0.0025914i,0.0013269-0.0031176i,0.0023447-0.0036394i,0.0035882-0.0039183i,0.0042269-0.0029933i,0.0035835-0.0020489i,0.0017284-0.0014086i,0.00028539-0.0011828i,-1.2134e-05-0.0012867i,4.3617e-05-0.0011443i,-0.00033231-0.00050915i,-0.00083966-7.1249e-05i,-0.0018577-0.00010203i,-0.0024603-0.00099096i,-0.0018777-0.0010497i
-0.0035422+0.0010785i,-0.0028648+0.0017402i,-0.0026546+0.0021468i,-0.0021927+0.0024239i,-0.00044643+0.0029331i,0.0014225+0.0025092i,0.0012373+0.00079269i,0.00094083-0.0005524i,0.0018108-0.00049493i,0.0030299+0.00042873i,0.004296+0.0018291i,0.0047913+0.0032011i,0.0041141+0.0035392i,0.0029701+0.0025966i,0.001895+0.0013645i,0.0013933+0.0003821i,0.0014423-0.00075875i,0.00068798-0.0015708i,0.00050394-0.0010662i,0.00068275-0.00096043i,0.00061424-0.0011605i,0.0010698-0.0020558i,0.0015381-0.0023729i
-0.00040616-0.00037762i,-0.00026959-0.00044154i,-0.00065676-0.0012458i,-0.0014191-0.00087928i,-0.0017045+0.000378i,-0.0003199+0.00040213i,-3.3589e-05+8.2491e-05i,-0.00076695+0.0011201i,-0.00071646+0.0024371i,-0.00068695+0.0034797i,-0.0012844+0.0044957i,-0.00281+0.0055194i,-0.0034058+0.0048981i,-0.0018535+0.0033676i,-0.0011044+0.0024616i,-0.00042549+0.0016415i,0.0010803+0.00091923i,0.0013319+0.00089089i,0.0014189+0.00095144i,0.0015154+0.00084194i,0.0016954+0.0011454i,0.0020788+0.0012104i,0.0016469+0.00078693i
0.00040205-0.0012569i,0.0011484-0.0010525i,0.0015236-0.0005596i,0.00095839-0.0002704i,0.00078504-0.00057112i,-0.00014775-0.0015418i,-0.0012227-0.0021493i,-0.0014339-0.0021414i,-0.0016699-0.0012131i,-0.0035019-0.00045043i,-0.0056822-0.00081747i,-0.0067052-0.0020039i,-0.0068507-0.0029888i,-0.0054159-0.0030786i,-0.0027153-0.0024659i,-0.00081754-0.0015985i,-0.00046945-0.00015055i,-0.00063875+0.00096645i,-0.00052647+0.00097037i,0.00023716+0.00097901i,0.00060228+0.0011394i,4.5569e-05+0.001625i,-0.0001618+0.0020648i
-0.0010205+0.0011886i,-0.0006551+0.00094419i,-0.0010143+0.0010639i,-0.0013617+0.00030449i,-0.00026493-7.2713e-05i,0.0012091-0.00068795i,0.0016061-0.001349i,0.0015704-0.0015709i,0.00065951-0.0026261i,0.00035917-0.0038643i,0.00070162-0.0051147i,0.0013065-0.0068713i,0.0020677-0.006685i,0.0013016-0.00427i,5.7536e-05-0.0018478i,-0.00067491-0.0010164i,-0.0010204-0.0013454i,-0.00053525-0.0010832i,-0.00017624-0.00068034i,-0.0012851-0.00016851i,-0.0021045-0.00012118i,-0.002214-6.9162e-05i,-0.0021149+0.00063488i
-0.0025141-0.00082177i,-0.0024991-0.00085571i,-0.0027531-0.0010149i,-0.0023441+0.00069607i,-0.0021791+0.002394i,-0.0011048+0.0018219i,6.5564e-06-0.00025354i,0.0010515-0.0013288i,0.0024597-0.0011762i,0.0043975-0.00062552i,0.0064274-2.7476e-05i,0.0067013+0.00086436i,0.0061355+0.0012706i,0.0046936+0.0010597i,0.0018759+0.0002134i,0.00013128-0.0015i,-0.00024119-0.0020671i,-0.00071598-0.0011971i,-0.00076856-0.00087497i,1.8425e-05-0.0011716i,0.00036884-0.0018918i,-0.00010781-0.0022668i,-0.00066253-0.0021089i
-0.00025935-0.00044701i,0.00052566-0.00048189i,0.0015375+0.00038681i,0.00091477+0.00023476i,-0.00057498-0.00055841i,-0.00081286-0.0013343i,-0.00072877-0.0014901i,-0.00031205+0.00024212i,0.00038744+0.0030551i,0.00029162+0.0047895i,0.00052218+0.0058063i,0.00067576+0.0071928i,0.00088148+0.0071023i,0.00055213+0.0043312i,-0.00072661+0.0012946i,-0.0015505+5.9669e-05i,-0.0012995+0.00074849i,-0.00041852+0.00060732i,0.0010632-0.00034556i,0.0015503-0.0006351i,0.0017844-0.0010871i,0.0023647-0.0006477i,0.0021393-9.6386e-05i
0.0012536-0.00036674i,0.00059155-0.0012364i,-0.00072904-0.001735i,-0.0013756-0.0015838i,-0.001522-0.0015294i,-0.0015796-0.0015762i,-0.00063481-0.0019153i,-0.00086319-0.0012639i,-0.0027119-0.00070483i,-0.0043932-0.00068129i,-0.006865-5.1316e-05i,-0.0079455+0.00044776i,-0.0063099+0.0012005i,-0.0040098+0.0013682i,-0.002469+0.00013579i,-0.0012112-9.7887e-05i,-0.00013068-6.9692e-06i,0.00046752-0.00012194i,0.00046973+0.00038539i,-9.5804e-05+0.0010096i,-0.00012847+0.0017478i,0.00034022+0.0025627i,0.00060169+0.0025895i
-0.001579-0.0041711i,-0.0022135-0.0026478i,-0.0033606-0.0022957i,-0.0039086-0.00054033i,-0.0030028+0.0011632i,-0.00074017+0.0012209i,0.0011608+0.00029856i,0.0016537-0.0016852i,0.00071978-0.0035504i,-0.0016582-0.0052177i,-0.0030309-0.0067907i,-0.0029018-0.0069436i,-0.0025908-0.006222i,-0.0016365-0.0042513i,0.00022681-0.0017693i,0.00072347-0.0012331i,0.00098471-0.0019807i,0.0014109-0.0016666i,0.00057745-0.0006813i,-0.00032594+6.8005e-05i,-0.0015022+0.00074191i,-0.0025258+0.000739i,-0.0017109+0.00042867i
0.0027824-0.0019145i,0.0025872-0.0025814i,0.00068091-0.0032954i,-0.0022194-0.00325i,-0.002709-0.0013238i,-0.0011836+0.0008813i,-0.00040002+0.0007918i,0.00099491-0.00055926i,0.0040911-0.0012865i,0.0065194-0.0011383i,0.0073974-0.0017049i,0.0072622-0.00322i,0.0056889-0.0035228i,0.0038799-0.0023975i,0.0022732-0.00060866i,0.0010915+0.00048219i,0.00058664+0.00071693i,-7.0341e-05+0.00099914i,-0.00051208-0.00029211i,-0.0005921-0.0020267i,-0.00060899-0.0020974i,-0.00024191-0.0014924i,-0.0007415-0.00079042i
-0.0023064-0.00071754i,-0.0029531+0.00067237i,-0.0024117+0.0012247i,-0.0011226+0.0018184i,-0.00030849+0.0020957i,-0.00012883+6.5077e-06i,-0.00016306-0.0014328i,-5.673e-05-0.00051933i,0.00030093+0.0019632i,0.0017201+0.0046191i,0.0042353+0.0062536i,0.0063534+0.006981i,0.0063221+0.0055175i,0.0044653+0.003009i,0.0022291+0.0019436i,0.00048763+0.0011888i,-0.0001922+0.00023305i,-0.00034831-8.9126e-05i,0.00048376-0.00060961i,0.0013205-0.00098875i,0.0012884-0.0014726i,0.0014504-0.0018241i,0.0011584-0.0017182i
0.00053453+0.00099182i,0.0016223+0.00059564i,0.0012815+0.0014413i,0.00074623+0.0011393i,0.00092061+6.6957e-05i,0.00064414-0.00092392i,-0.00037036-0.002277i,-0.0011362-0.0018886i,-0.0028689+0.0001675i,-0.0051199+0.0022637i,-0.0068766+0.0032739i,-0.0069458+0.0044654i,-0.0054804+0.0053487i,-0.0028403+0.0036903i,-0.0012143+0.0010215i,-0.00083281-0.00062257i,-0.00032156-0.0009457i,0.00031335-0.0012856i,0.00073734-0.00072702i,0.000801+0.0010883i,0.0006167+0.0018036i,-7.5858e-05+0.0020132i,-0.0003966+0.0014917i
-0.0018475-0.0023635i,-0.0026652-0.0025952i,-0.0035574-0.003013i,-0.0026986-0.00215i,-0.0014887-0.00050367i,-0.00067382+0.00068137i,0.0004165+3.2288e-05i,0.00087861-0.0020844i,0.00049774-0.0045216i,-0.0013277-0.0063052i,-0.0048268-0.0067808i,-0.0072316-0.0053154i,-0.0067396-0.0029556i,-0.003916-0.0010821i,-0.00081749-0.00033682i,0.0012632-0.000545i,0.0022297-0.00089175i,0.0023729-0.00068142i,0.0020199-2.0973e-05i,0.00081598+0.00061697i,-0.00078233+0.0013307i,-0.0012522+0.0018878i,-0.00086528+0.00032203i
0.0020941+0.00043172i,0.0024742+0.00050591i,0.0038538-0.00035618i,0.003298-0.0020143i,0.00087064-0.0022191i,-0.0002402-0.00098286i,0.00011722-0.00032879i,0.0020312-0.00063569i,0.0044555-0.0010302i,0.0055506-0.0018582i,0.0050733-0.0042864i,0.0037093-0.0065052i,0.0016049-0.0063217i,0.0001095-0.0040286i,0.00045321-0.0014542i,0.0010509-0.00020489i,0.00053765+0.00026366i,-0.00064366+0.00038802i,-0.0013151+0.00042642i,-0.0010612+0.0002822i,-0.0010189-0.00085578i,-0.0010863-0.0011179i,-0.00092436-5.7159e-05i
0.0021588+0.0013297i,0.0023893-0.00054887i,0.00021509-0.0010904i,-0.00082428-0.00014691i,-0.00076882+0.00077366i,-0.0011651+0.00062893i,-0.0010086-9.4713e-05i,-2.2759e-05+0.0010855i,0.0013771+0.0040514i,0.0035256+0.0054887i,0.0067417+0.0051777i,0.0085771+0.003076i,0.0074771+0.00065704i,0.0044164+0.00087638i,0.0021163+0.0015391i,0.00088216+0.0011047i,-0.00030492-4.8391e-05i,-0.00080834-0.0009041i,-0.00037893-0.0012709i,-7.3778e-05-0.0013002i,0.00032733-0.00076693i,0.00079085-0.00065605i,0.00038799-0.00062087i
-0.0024241-0.0017214i,-0.0028567-0.0023053i,-0.0033939-0.0029686i,-0.003398-0.0019897i,-0.0031767-0.00067786i,-0.0022941-0.00045806i,-0.0010628-0.0010351i,-0.0013287-0.0019407i,-0.0033843-0.0013139i,-0.0048857+0.00098923i,-0.003692+0.0042388i,-0.0015095+0.007132i,-0.00042891+0.0067137i,-0.00041567+0.0038i,-0.00057044+0.0011678i,-0.00027228-0.00026445i,-0.00057974-0.0011382i,-0.00082179-0.0011224i,-0.00025639-0.00061207i,0.00053293-0.00010303i,0.00093129+0.00087548i,0.00093326+0.0011572i,0.0013326+0.00077742i
0.0042405-0.00075976i,0.0036938-0.0011823i,0.002414-0.0025013i,-3.8024e-05-0.0021197i,-0.0020539-0.0016924i,-0.0018286-0.0020816i,-0.00033079-0.0025023i,0.00056056-0.0032072i,0.00047053-0.0043567i,-0.00086785-0.0053644i,-0.004892-0.0045967i,-0.0077288-0.0019476i,-0.0059836+0.00059127i,-0.0028828+0.00057124i,-0.0011669-0.00078773i,-0.00020409-0.00077127i,0.00087942+0.0002143i,0.0012212+0.00021044i,0.0012419+2.5679e-05i,0.00032366+0.001015i,-0.00087592+0.0018857i,-0.00059309+0.0022347i,-0.00037983+0.001049i
-0.00078314+0.0022639i,2.2915e-05+0.0013967i,0.0012466+0.00060944i,0.0022723+2.8199e-05i,0.0027961+0.00057549i,0.0016919-0.00017946i,0.00047543-0.0015036i,0.0015707-0.0011717i,0.003474-0.0019969i,0.0042996-0.0038683i,0.0027227-0.0059422i,-0.00053293-0.0071363i,-0.0027526-0.0058804i,-0.0020075-0.0038034i,-9.0657e-05-0.0019933i,0.00036452-0.00060709i,0.00021957+0.00048005i,-4.5481e-05+0.00099856i,-0.0009549+0.00042616i,-0.0013579-0.00012516i,-0.0016761-5.1984e-05i,-0.0017515+7.8309e-05i,-0.0012108+0.00013002i
-0.0014634+0.0012753i,-0.00069283-0.00027734i,1.7544e-05-0.0012829i,-0.00059761-0.00027209i,-0.0013437+9.4743e-05i,-0.00091679+2.442e-05i,-0.00023335+8.3637e-05i,-3.5768e-05+0.0009409i,0.00052831+0.0021082i,0.0023825+0.0030841i,0.0050959+0.0026011i,0.0068395+0.00010502i,0.0048135-0.0021369i,0.0021797-0.0010238i,0.00085114+0.00099307i,0.00064789+0.00067486i,-0.00032208-0.00080961i,-0.0016036-0.00083038i,-0.00063338-0.0002439i,-6.6782e-05-0.00086836i,7.9719e-05-0.0015218i,0.00016147-0.0011603i,-6.4148e-05-0.00094794i
0.0004958+0.00016345i,0.00075027+0.00075438i,-0.00028004-0.00028056i,-0.0021081-0.00077225i,-0.0030665-4.8047e-05i,-0.0028298-0.00022284i,-0.0019642-0.001093i,-0.0026917-0.0016932i,-0.0034413-0.0013725i,-0.0025606+0.0016083i,-0.00021857+0.0047254i,0.0031636+0.0055074i,0.0046684+0.0037418i,0.0031071+0.0011838i,0.00092561+0.00043639i,0.00084473+0.00027893i,0.00067128-0.0010146i,-0.00033129-0.0019033i,-1.7324e-05-0.0012491i,0.0013575-0.00058463i,0.00154-0.00016424i,0.00025888-2.6634e-05i,-0.00039821+0.00012097i
-0.0002573-0.0045845i,-0.001991-0.003518i,-0.0029937-0.0019023i,-0.0039765-0.0011842i,-0.0043613-7.8082e-05i,-0.0022634+0.00070977i,-0.00087809+7.4339e-05i,-0.00017085-0.0022481i,2.3489e-05-0.0037703i,-0.0022024-0.0028013i,-0.0044598-0.00050029i,-0.005042+0.0030041i,-0.0030456+0.0043813i,-0.00013239+0.0021619i,0.001151+0.00050051i,0.0018025+0.0012736i,0.0023425+0.0017708i,0.0020946+0.0016039i,0.0012507+0.0015901i,0.0007832+0.0015374i,0.00043147+0.0016475i,-0.00079437+0.0019303i,-0.0016187+0.0012526i
-0.0018309-0.0012156i,-0.0022245-0.0011371i,-0.002286-0.0005396i,-0.0014997+0.00035201i,-0.00047982-0.00013578i,0.00085083-0.0010653i,0.0016561-0.0016694i,0.0019574-0.0017336i,0.0027441-0.00095035i,0.0022223-0.0023191i,0.0003616-0.0047057i,-0.0019206-0.0041851i,-0.0032226-0.0017074i,-0.0019532-0.00031519i,-0.0007655-0.00021204i,-0.00090435+0.00010395i,-0.0011065+0.00084774i,-0.00049115+0.0011545i,-0.00058063+0.00064473i,-0.0012846+0.00061962i,-0.0015143+0.0010493i,-0.0010017+0.0012972i,-5.6492e-05+0.00067718i
-0.00090381-0.00097363i,3.63e-05-0.0010028i,-0.00024578-0.00082552i,-0.0011324+0.00031348i,-6.6541e-05+0.0021319i,0.0013554+0.0023852i,0.00067073+0.0012777i,-0.00064855+0.0015057i,-0.00037396+0.0013944i,0.0011464+0.00082777i,0.0035426-0.0013703i,0.0040896-0.0040715i,0.0019081-0.0038946i,0.00013797-0.0019687i,-4.3423e-05-0.00059845i,-0.00030993-0.0011496i,-0.0014963-0.0017735i,-0.0023419-0.00076192i,-0.0019958-0.00077011i,-0.001322-0.0019248i,-0.00059416-0.0024495i,0.00011146-0.0021687i,0.0008064-0.001386i
0.00079593-0.0012958i,0.0023053-0.00085914i,0.0024376-0.00061471i,0.0020021-0.00043662i,0.0010963+0.00020347i,-0.00088564+8.5469e-06i,-0.0014891-0.0006078i,-0.0002831-0.0016098i,0.00059729-0.000791i,0.0011649+0.0013497i,0.0030866+0.0034954i,0.0049697+0.0043479i,0.0049208+0.0024696i,0.0021288+0.0003286i,0.00050287-0.00047271i,0.002045-0.0012823i,0.0023837-0.0019122i,0.0011323-0.0018854i,0.00085584-0.00096288i,0.0018961-0.00049875i,0.0022431-0.00099605i,0.0012275-0.00088968i,-5.4939e-05-2.0609e-05i
0.0005233+0.002381i,0.00040756+0.0023303i,0.000127+0.00051831i,-0.0027983-0.0012378i,-0.0057706-0.0012181i,-0.0054759-0.0013723i,-0.0026101-0.0027028i,-0.0002343-0.0025569i,-3.0034e-05-0.0021068i,-0.0018876-0.0009315i,-0.0036795+0.0018505i,-0.0029898+0.0037732i,-0.001093+0.0021789i,0.00029564-0.0006408i,0.0012772-0.00087867i,0.0024165+0.00022853i,0.0029839+0.00064193i,0.0021967+0.00063811i,0.0019394+0.0010472i,0.0014041+0.0021566i,5.5274e-05+0.0024878i,-0.00037789+0.0010478i,-0.00048979+0.0010817i
0.00083485-0.0034186i,0.0011191-0.0069045i,-2.9814e-05-0.0065765i,-0.0022378-0.0043615i,-0.00279-0.0040586i,-0.0006186-0.0043638i,0.0011807-0.0033945i,0.0013325-0.0015897i,0.0010374-0.0014808i,4.8117e-05-0.0036716i,-0.0029037-0.0045851i,-0.0050293-0.0025859i,-0.0028509+0.00048772i,0.00060917+0.0010155i,0.0016215+0.00015451i,0.00015316+0.00073507i,-0.00099028+0.0016851i,-0.0011425+0.0023749i,-0.001446+0.0023354i,-0.0023433+0.0013132i,-0.0035946+0.00024491i,-0.003494-1.7347e-05i,-0.0019951-0.00031435i
0.0018783+0.00098013i,0.0032058+2.5541e-05i,0.0043117-0.0010587i,0.0051102-0.0019771i,0.0055442-0.0021763i,0.0042117-0.001032i,0.0012923-0.00087127i,0.00019506-0.0012136i,0.0019009-0.0010858i,0.0035658-0.0014266i,0.0032959-0.0039726i,0.0022258-0.0051626i,0.00074074-0.0028718i,-0.00043891+0.00016937i,-0.00051204+0.0011613i,-0.00026477-0.00036256i,-0.00083521-0.0018777i,-0.0013337-0.0010144i,-0.0016308-5.1655e-05i,-0.0016659-0.0013962i,-0.0011119-0.0023332i,0.00029275-0.0017582i,0.0017852-0.0010175i
0.0018365+0.0016508i,0.0019253+0.002789i,0.0019708+0.0031153i,0.0011059+0.0042632i,-0.00022382+0.0059347i,-0.00031699+0.0047686i,-0.00018944+0.0012805i,0.00017003-0.00069716i,0.0012282-0.00044103i,0.0021516+0.0011331i,0.0033879+0.0030144i,0.0043214+0.0032871i,0.002321+0.0013842i,-0.0010243+0.00026107i,-0.0012174+0.00097869i,0.00023785+0.0010902i,-0.00015848-9.2593e-05i,-0.00071289-0.0014106i,-0.0003158-0.0015827i,0.00086916-0.00082344i,0.001402+0.0001681i,0.0015048+0.00037213i,0.0016132+0.0005843i
-0.00084866-0.0037677i,-0.00221-0.0058517i,-0.0028087-0.0054271i,-0.0045015-0.0029153i,-0.0076498-0.0012457i,-0.0076118-0.0012419i,-0.0034651-0.0018234i,0.00035507-0.0011931i,0.00064452+0.00024011i,-0.00096173+0.0021287i,-0.0013575+0.0043795i,0.00062489+0.0047622i,0.0019707+0.0021175i,0.0011979-0.00067484i,0.00064171-0.00072935i,0.0012252+0.0007127i,0.0014471+0.00061694i,0.0018702-0.0010531i,0.0023385-0.0010699i,0.0010257+0.0012831i,-0.00040345+0.0030768i,-0.00089893+0.0024492i,-0.0010394+0.001374i
0.00081615-0.00096266i,0.00077998-0.0022032i,-0.0018217-0.0034206i,-0.004943-0.0038676i,-0.0041826-0.0049886i,-0.00019374-0.0052863i,0.001958-0.0039024i,0.00136-0.0029079i,-0.00025068-0.002835i,-0.0017303-0.0038489i,-0.0038761-0.0043373i,-0.0046523-0.0029197i,-0.0024914-0.0012721i,9.1439e-05-0.0015955i,-0.00048579-0.0021328i,-0.001486-0.0012488i,-0.00056009+5.9162e-05i,0.00065622+0.0010446i,0.00025938+0.0014597i,-0.0014082+0.0006494i,-0.0019326+0.00014509i,-0.0014631-0.00015417i,-0.001539-0.00021788i
-0.00018303-0.0011626i,0.00083606-0.00026753i,0.0018643-0.00056975i,0.003144-0.0014559i,0.0059411-0.0011209i,0.0066873-0.00014522i,0.0034835-0.00041373i,0.00064424-0.0010333i,0.00077368-0.0014189i,0.001594-0.0028876i,0.00143-0.0051691i,0.00014013-0.0063664i,-0.00079345-0.0043223i,4.1213e-05-0.00075388i,0.0014989+0.00024899i,0.0020896-0.0011207i,0.0012565+9.854e-05i,-0.00016177+0.0023297i,-0.00092289+0.0016153i,-0.0017716-7.5412e-05i,-0.0011916-0.00060082i,0.00040953-0.0004235i,0.001151-8.9689e-05i
0.00071372+0.0020983i,0.00050903+0.0018043i,0.0021011+0.0012983i,0.0034127+0.002378i,0.0019186+0.0043307i,-0.0014508+0.0040319i,-0.003402+0.0016609i,-0.0018931+0.00013159i,0.0018337+0.00038385i,0.0043182+0.0011118i,0.005436+0.00082066i,0.0044905+0.00035151i,0.0015842+0.00078135i,0.00011448+0.0017021i,0.00042968+0.0023034i,0.0014241+0.0026234i,0.0006343+0.0021106i,-0.0015868-0.00031804i,-0.0020001-0.0017582i,-0.0004645-0.00098591i,0.0013086+0.00045164i,0.0011893+0.0010245i,0.00090028+0.0015183i
0.0021784-0.0027495i,0.0023635-0.0037455i,0.00074391-0.0038151i,-0.0030271-0.0016958i,-0.0076348+0.00085457i,-0.008688-0.00012975i,-0.0046769-0.0020921i,-0.0015085-0.0016629i,-0.0013534+0.00010933i,-0.0016117+0.0031256i,-0.001462+0.0056825i,-0.00055607+0.0067747i,-0.00037296+0.0052895i,-0.00081509+0.0029951i,-0.00086788+0.0020556i,-0.0010156+0.0021247i,-0.0011397+0.00092263i,-0.00020178-0.0018173i,0.00045153-0.0022939i,-0.00023137+0.00022835i,-0.00053813+0.0020861i,-0.00092014+0.0020594i,-0.0013668+0.0012933i
