-0.0052415-0.0026131i,-0.0042002-0.001927i,-0.0041088+0.000362i,-0.0025725+0.0011873i,0.00014743+0.0013554i,0.0002213+0.00050587i,-0.0011712+6.5701e-05i,-0.00015888+0.0012685i,0.00135+0.0017157i,0.0015192+0.00074505i,0.00117+0.00014545i,4.7605e-05-0.00013154i,0.00036305-0.00088889i,0.0012931-0.0005843i,0.00087548+0.00051098i,0.00050434+0.000613i,-0.00049719+4.3948e-05i,-0.0012949+8.6431e-06i,-0.00055898+0.00062978i,-1.8643e-05+0.00078134i,-0.00027139+0.00060866i,-0.00041461+0.00039133i,-0.00066732+0.00011341i
-0.0017832-0.0011734i,-0.0013987-0.0002321i,-0.00033636-0.00098536i,0.0003073-0.00081642i,0.00065318+0.00080746i,0.00057659+0.00078422i,0.0007397+0.00027802i,0.00092729+0.00035216i,0.00037531+0.00021735i,-0.00012522-0.0005038i,-0.00032463-0.00049069i,-0.0011366-0.00030315i,-0.0013438+0.00010664i,2.2685e-06+0.00065144i,0.00019898+0.00035296i,0.00026552-0.000454i,0.0010701-0.00044439i,0.00097271+0.0010553i,0.0005089+0.0015419i,0.00020272+0.00088678i,-0.00010127+0.00018418i,1.3885e-05+0.00020447i,3.5441e-06+0.001441i
0.0020613-0.001886i,-0.00033943-0.0026306i,-0.0017673-0.0021654i,-0.000789-0.0010048i,-0.00047563-0.00015032i,-0.00068937+0.00036652i,-0.00049674+0.00041398i,2.1298e-05+0.00028043i,0.00053274-0.00011338i,0.00091166-0.00020362i,0.00089895-8.2986e-05i,0.00087735-5.0312e-05i,0.00064103+9.9112e-05i,0.00010497-0.00026415i,-4.2136e-05+0.00031068i,-5.0417e-05+0.00064048i,-0.00051364+0.00074916i,-0.00049781+0.00045482i,-0.00033796-0.00027567i,-0.00017313-0.00020088i,-0.00018206+0.00059011i,0.00018204+0.001062i,0.00083647+0.00072452i
-0.0013362+0.0002017i,-0.001491+0.00034367i,-0.0024036+0.00051966i,-0.0021281+0.0012302i,-0.0010103+0.0010651i,-5.8713e-05+0.0011002i,0.00036516+0.00049269i,0.00046743-0.00066181i,0.00026159-0.00077473i,-0.00069739-0.00050281i,-0.0010136-0.00042066i,-0.00026148-0.00032469i,-0.0001585-6.6088e-05i,-0.00074534+0.00019442i,-0.0013019+0.00053065i,-0.0016398+0.00030307i,-0.00080417-0.00038098i,2.6624e-05-0.00066965i,-3.3481e-05-0.00066329i,-0.00012368-0.001032i,-2.2151e-05-0.00081852i,0.00047895-0.00022042i,0.00020905-0.00038061i
0.0011251-0.0021631i,0.00087972-0.0013103i,0.00044319-0.00070716i,-0.00056659-8.8124e-05i,-0.0014031-6.1496e-05i,-0.00068102+0.00018809i,7.0928e-05+0.00050791i,-0.00020452-2.6317e-05i,-0.00086116+1.701e-05i,-0.0013519+0.00033977i,-0.00097991-3.3921e-05i,-0.00034444-0.00037012i,-0.00073096-7.5878e-05i,-0.00036747+0.00034038i,0.00075059+0.00076276i,0.0011229+0.00041369i,0.0011701-0.00011337i,0.0012818+0.00039479i,0.00018615+0.00073003i,-0.00052446+0.00040428i,0.0001034+0.00061366i,5.7373e-05+0.0005193i,-2.1938e-05-0.00028996i
-1.7126e-05-0.0016548i,-0.0003071-0.0020261i,-0.0016365-0.0015761i,-0.00098506-0.00033288i,0.00074567+0.00076162i,0.001237+0.00055122i,0.00095434-4.2364e-05i,0.0009877+0.0003222i,0.0011934-0.00038895i,0.00046667-0.0013037i,-0.00017194-0.0008534i,2.4771e-05-0.00073187i,0.00061604-0.00020744i,2.8736e-05+0.00069484i,-0.00019571+0.00039865i,0.00073571+0.00072701i,0.001269+0.0010119i,0.0008207+0.00073723i,-0.00012029+0.00086032i,-0.00075222+0.00054872i,-0.00049799+0.00019882i,0.0005213+7.7099e-05i,0.00055454+0.00028742i
-0.0028654-0.0034238i,-0.0032315-0.0023033i,-0.0025503-0.00048234i,-0.0014745+0.0017229i,-0.00022058+0.0017463i,0.00029342+0.00084461i,-0.00018438-5.3883e-05i,-0.00051109-0.00063141i,-0.00014438-0.00068755i,0.00020574-0.00023444i,0.00030129+0.00071391i,4.5119e-05+0.0010349i,0.00049907+0.0006357i,0.0010493+0.00038599i,0.00073621+0.00089448i,-2.3238e-05+0.00076464i,-0.00042294+0.00070779i,-0.00032038+0.0010004i,-0.00055425+0.00086575i,-0.00043504+0.00068826i,0.0003311+0.0010706i,0.00092699+0.00097845i,0.00093513+0.00064598i
-0.00025841+0.00076805i,-0.00069017+0.0015102i,-0.00065352+0.0012959i,0.00063964+0.0011811i,0.0015956+0.0012892i,0.00094579+0.001149i,-0.00025906+0.00090398i,-0.00066288-0.0001274i,-0.00044062-0.00052756i,-0.00053764+2.8662e-05i,-0.00032947-0.00022506i,0.00010889-8.8342e-05i,0.00011157+0.00056217i,-0.00012055+0.00051794i,-0.00024385+0.00010469i,3.661e-05-0.00075222i,0.00033785-0.001325i,0.00022406-0.0011968i,-0.00043183-0.0011651i,-0.0002623-0.001111i,0.00038496-0.0012711i,0.00046585-0.00027711i,-0.00013095+0.00068798i
0.00062317-0.00073496i,0.001315-0.0015502i,0.0010957-0.0025654i,0.00065915-0.0016766i,0.00083117-0.00017614i,0.00073467-0.00056942i,0.00064575-0.00089889i,0.00037804+0.00013248i,0.00035512+0.00013681i,0.00033486-6.1161e-05i,-4.7133e-05-0.00047598i,-0.00039949-0.00031789i,-0.00065332+0.00057974i,-0.00097286+0.00044912i,-0.0012495-0.0003398i,-0.00069374-0.00067709i,-0.00017121-0.00090861i,0.00040053-0.00096571i,0.00091268+4.4727e-05i,0.00061575+0.000727i,0.00012742+0.00024084i,0.00038705-0.00039055i,-0.00011891-0.0010779i
0.0011343-1.7633e-05i,-0.00017873+0.00061963i,-0.0010651+0.00065476i,-0.001205+0.00031361i,-0.001742+0.00028582i,-0.0018585+0.0012194i,-0.0011255+0.0011495i,-0.00033-3.2751e-06i,0.00018326+0.00013938i,0.00020607+0.00062081i,0.00070016+0.0006209i,0.0011714+0.00046468i,0.00052561-0.00023637i,0.0004227-0.0011069i,0.00115-0.00047174i,0.0013116+0.00051775i,0.00088324+0.00077683i,0.00086075+0.0011899i,-0.000113+0.0012385i,-0.0010141-6.6468e-06i,-0.00077645-0.000522i,-0.00014406-0.00011405i,0.00043276-0.00016951i
0.001368-0.0018982i,0.001307-0.0019442i,0.00064867-0.002057i,-0.00028334-0.00074029i,6.6235e-05+0.00068093i,0.0013828+0.00081401i,0.001633+0.00019862i,0.00069112-0.00015074i,-0.00077983-0.00031578i,-0.0012287+0.00026529i,-0.0013944+0.00015078i,-0.0013184-0.00027384i,-0.0010171-0.00015627i,-0.00052168+0.00028455i,0.00011032+0.00068688i,-0.0006119+0.00099018i,-0.0010585+0.0001581i,0.00016046-0.00025555i,4.38e-05+0.00021492i,-0.00055878+0.00018409i,-0.00010361+0.00062357i,-0.00021685+0.00086035i,-0.00030117+0.00082524i
-0.00018181-0.0022096i,-0.00045928-0.0016062i,-0.00060531-0.00058285i,-0.0011596-0.00019627i,-0.00093068+0.00011978i,-0.00064329+0.00084111i,-0.0010415+0.00081255i,-0.00097143+0.00060623i,-0.00031027+0.00023248i,-9.6678e-05-0.0010682i,0.00011256-0.0012142i,5.1439e-05-5.1126e-05i,-0.00035061-1.0943e-05i,-0.00043995+0.00062671i,-0.00010452+0.0010111i,-0.00015793+0.00038375i,0.00028556+0.00073113i,0.00020319+0.00062346i,-0.00010106+0.00037784i,-4.5389e-05+0.00065524i,-9.576e-05-3.1091e-05i,-0.00038877+2.3717e-05i,-0.00099239-1.0458e-05i
-0.00089756-0.00048893i,-0.0011643-0.00052491i,-0.0024701+6.4267e-05i,-0.0013682+0.00027359i,0.00035232+0.00045194i,0.00062891-0.00011718i,0.00012016+0.00023225i,-0.00014543+0.00091593i,-0.00018013+0.00041995i,-0.0001655-0.00020899i,0.00051169+0.00046475i,0.00079571+0.00076657i,0.00048506-0.000222i,-3.5102e-05-0.00056651i,-0.00013232-0.0002618i,8.5338e-05-0.00067026i,-7.1406e-05-0.00055666i,-0.00049055+0.00032202i,-0.0012441+0.00063433i,-0.0011514+0.00082553i,-0.00072146+0.00051551i,-0.00023081-0.00052133i,0.00038008-0.0010121i
-0.0012154-0.0010403i,-0.0008398-8.6034e-05i,-0.0009443+0.0010297i,-0.00047991+0.002033i,-0.00030791+0.001859i,0.00038811+0.0014937i,0.0001325+0.0011593i,-0.00051177+0.00041156i,-0.00075826+0.00036115i,-0.00066999+0.00097489i,-0.00023878+0.0016554i,0.00018052+0.0014865i,0.00038515+0.000613i,0.0010389+0.00011246i,0.00095448+0.00016886i,0.00043843+0.00076781i,0.00062531+0.00023528i,0.00074736-0.00084358i,0.00099993-0.00087231i,0.0008249+0.00021857i,-0.00043872+0.00045149i,-0.00062681-0.00059332i,0.00015956-0.00071728i
0.00015-0.0006248i,-0.00030281+0.00027817i,-0.00029371+0.00024122i,0.00016526-0.00052498i,0.00061119-0.0016458i,0.00062601-0.0011768i,0.00034114+0.00039458i,0.00010844+0.00028497i,9.1876e-05-0.00024578i,0.00055443-0.00018747i,0.00076227+1.7134e-05i,0.00030498-0.00043399i,-0.00020884-0.00033424i,-0.001022+0.00063924i,-0.00061498+0.0006822i,0.00014043+0.00064642i,0.00015919+0.0007585i,0.0009457+0.00088905i,0.00094918+0.000521i,0.00056567+0.0007689i,0.00080315+0.0011403i,0.00075703+0.00088937i,0.00028927+0.0010476i
-0.0021851-0.00099563i,-0.0010744-0.0014773i,-0.00078636-0.00041955i,-0.00077719+0.0010263i,-0.00030893+0.00093052i,-0.00041615+8.3006e-05i,-0.0010623+0.00047774i,-0.00078904+0.0011226i,2.4341e-05+0.00069377i,6.575e-05+0.00071118i,0.00015621+0.0012146i,0.00056305+0.00069827i,6.9836e-05-0.00068662i,-0.00045718-0.00060919i,-0.00052977-0.00020543i,-0.0010462-0.00050518i,-0.0013352-1.5054e-05i,-0.00081808+0.00032128i,-3.7294e-05+0.00069248i,0.00020033+0.00094646i,0.00020019-0.00042357i,-0.00040325-0.00087236i,-0.00078031+0.0003908i
0.00028766-0.00058744i,5.3676e-05+0.00026537i,-0.00046876+0.00031265i,0.00034404+8.1437e-05i,0.00085224-6.6128e-05i,0.00091734-7.1746e-05i,0.00083924+0.00012912i,0.00032787+0.00018047i,0.00025231-0.00017347i,6.9163e-05-4.2879e-05i,-0.00057003+0.00010127i,-0.00050259-0.0004726i,-0.0002248-0.00074827i,-0.00020195-0.00069358i,-5.8317e-05-0.00022093i,4.6771e-05-0.00057341i,0.00049698-0.0014551i,0.00053904-0.00061523i,-0.00011675+0.00010022i,-0.00052555-8.0868e-05i,-0.00019036-0.00031423i,0.00043057-0.00042193i,-0.00048724-0.00035176i
-0.0013281-0.0009872i,-0.0017508-4.0628e-05i,-0.0016212+0.00066866i,-0.0011873-0.00013492i,-0.00096087-0.0005042i,-0.0010258+0.00012003i,-0.00096388+2.8927e-05i,-0.00053557+2.4275e-05i,-3.6843e-05+0.00045041i,-0.00064187-4.8839e-05i,-0.0012486-0.00039599i,-0.0010913-0.00033957i,-0.00088986+0.00034004i,-7.7326e-05+0.0012135i,0.0008725+0.0013246i,0.00098195+0.0012192i,0.00049138+0.00068975i,3.5279e-05+0.00013437i,-0.00014132-0.00028347i,-6.7918e-05-0.00024313i,0.00045401+0.00021009i,0.001339+0.00052671i,0.0011578+1.8603e-05i
6.3446e-05-0.00024744i,0.00089524-0.0011123i,0.00084531-0.0015259i,0.0010679-0.0002666i,0.001107+0.00040605i,0.00084895-5.6248e-05i,0.00072437-5.8207e-05i,0.00034312-0.0001277i,0.00029711-0.00016709i,-0.00020888-0.00051827i,-0.00059948-0.0012574i,-0.00028077-0.00075713i,-0.00047832+0.00056394i,-0.0010225+0.0004076i,-0.0010956-0.00043433i,-0.0013852-0.00063483i,-0.0011371-0.0006446i,-0.00033426-0.00042165i,-0.00041048+0.00026051i,-0.0002324+0.0013892i,0.00029689+0.0011631i,-8.7927e-06+0.0002687i,-0.0004458-0.00013033i
-0.0015752+1.4966e-05i,-0.0021762+5.4675e-05i,-0.0013223+2.4851e-05i,-0.00031899+0.00022827i,-3.3001e-05-0.00048856i,0.00039931-0.0012838i,-4.1287e-05-0.0007638i,-0.00085888-0.00040598i,-0.00093818-9.8668e-05i,-0.00012813+0.0007793i,0.00070357+0.0014941i,0.00048754+0.0016184i,0.00057489+0.00049141i,0.00094715-0.00067658i,0.00031767-0.00044737i,-0.00017354-0.00036105i,-0.00072793-0.00027758i,-0.00078844+6.9352e-05i,-0.00064285+0.00026399i,-0.00072311-0.00031767i,-0.00058743-0.0002876i,-0.00037789+0.0002825i,-0.00019427+0.00045352i
-0.0014608-0.00061133i,-0.0012882-0.00049752i,-0.0013938+0.0013024i,4.7464e-05+0.0017229i,0.0018924+0.0009847i,0.0015364+0.00052721i,-0.00015882+0.00086492i,-0.00035555+0.00096497i,0.00022672+0.00030866i,0.0011506-0.00032675i,0.0012192-0.00039545i,0.0005714-0.00048698i,0.00033937-0.00046942i,0.00046752-0.00036646i,0.001012-0.00069299i,0.0015676-0.0013647i,0.0010575-0.00053201i,0.00015033+0.00034718i,-0.00020282-0.00034694i,-0.00043714-0.00064168i,-4.3044e-05-0.00052923i,0.00032944-0.00014227i,0.0003523+6.461e-05i
0.0018377+0.0018217i,0.0015683+0.00092654i,0.0015864+3.9729e-05i,0.00069558-0.00029239i,-0.0003427-0.0011965i,-0.00024861-0.0019879i,-0.00046062-0.0018824i,-0.0010422-0.000811i,-0.00015572+2.2053e-05i,0.0010218+7.929e-05i,0.00042247-0.00061838i,0.00011359-0.0017062i,-0.0001616-0.0011829i,-0.00022493-0.00043244i,0.0003739+0.00011165i,0.00031264+0.0010553i,-0.00012835+0.0010332i,-6.201e-05+0.00011258i,0.0005347-0.00043129i,0.001207+7.8024e-05i,0.00079385+0.00065948i,0.00059279-8.9135e-05i,0.00039031-0.00011317i
-0.0011181-0.0030658i,-0.002072-0.0029294i,-0.0023802-0.0018658i,-0.0011056-0.00088466i,-0.0004827+0.00019163i,-0.00072306+0.00075436i,-0.00056179+0.00042051i,-3.7279e-05+0.00011893i,3.78e-05+0.00065094i,-0.0005589+0.00093895i,-0.00089599+0.0011254i,-0.00065266+0.0011663i,-0.00063851-4.9154e-05i,-4.2203e-05-0.00038107i,3.4459e-05-1.2641e-05i,-0.00092334+7.953e-05i,-0.00086878+0.00040557i,-0.00058452+0.0010925i,-0.0007564+0.0015692i,-0.00059174+0.0014269i,-0.00034392+0.00065411i,-0.00010915-0.00031832i,-0.00030609-1.8886e-06i
0.0038587+0.00093038i,0.0020684+0.00054312i,0.0011455-0.00080482i,0.00089391-0.0014464i,0.0010519-0.00168i,0.0014595-0.0015934i,0.001147-0.00075212i,0.00073228-0.00039092i,3.8165e-06-0.00056655i,-0.0010632-0.00056722i,-0.0021492-0.00022888i,-0.00223+4.0067e-06i,-0.0018065+0.00044847i,-0.0013317+8.9652e-05i,-0.00075434-0.00067996i,-0.00051884-0.0015312i,-0.00037474-0.0018056i,-0.00051211-0.0014375i,9.6979e-05-0.0014887i,-0.00016375-0.00069837i,-0.00090891+0.00067001i,-0.00062017+0.00049765i,-0.00059627-0.00026357i
-0.0016337+5.8773e-05i,-0.0021443-0.0012485i,-0.0010173-0.0006419i,0.00022668-0.00078187i,0.00024786-0.00063529i,-8.0702e-06+0.00018834i,0.00015199+0.00057007i,-0.00012343+0.001188i,4.022e-05+0.0011149i,0.00064831-0.00024236i,-4.5948e-05-0.00063113i,-0.0011044-0.00028676i,-0.0011609+0.00026973i,-0.00082972+0.00098017i,-0.00033912+0.0010877i,0.00043882+0.0007873i,0.0012676+0.00018751i,0.0014387-0.00012401i,0.00053704-0.0004888i,-0.00011703-0.0014323i,-0.00041023-0.0013939i,-0.0002352-0.00075849i,0.0004235-0.00065673i
0.0015781-0.00098763i,0.00051884-0.0016298i,0.00040004-0.0017376i,7.8724e-05-0.0016613i,-3.7799e-05-0.0017675i,0.00069886-0.0011402i,0.00036088-0.00032947i,-0.00041559+0.00057159i,-0.00019694+0.0012944i,6.1071e-05+0.0013862i,0.00076819+0.00093891i,0.0013591+0.00023354i,0.00076818-0.00028438i,0.00031098-0.0003567i,0.00016799-0.00010226i,-0.00030047+9.3403e-05i,-0.00015102+0.00046724i,0.00012163+0.0013757i,0.00058714+0.0013198i,0.0006603+0.00035211i,0.00012291-0.00010285i,-0.00015497-0.00045444i,9.2382e-05-0.0006407i
-0.00024703+0.0014375i,3.6645e-05+0.0020532i,0.00029254+0.0026338i,0.00066117+0.0016154i,0.00023759+0.00042618i,-0.00035681-0.00058899i,-0.00060138-0.00013931i,-0.00072673+0.00027727i,-0.00061615+0.00085668i,-0.00078339+0.00056768i,-0.0007086-0.00028662i,5.1086e-05-0.00073527i,0.00061313-0.00039918i,0.00064257-0.00010568i,0.00014983-4.7156e-05i,-0.00060302-0.00014774i,-0.0014267-0.00045464i,-0.0018001+0.00013728i,-0.0013726+0.00089993i,-0.0008335+0.0011058i,-0.00087189+0.0010515i,-0.001275+0.00077878i,-0.0012724+0.00084724i
-0.00089211-0.0028137i,-0.0011076-0.0026492i,-0.00072003-0.0014412i,-9.4331e-05+0.00022606i,-2.3857e-05+0.00074439i,0.00012889+0.00070515i,-0.00031291+0.0002151i,-0.0010123-0.00049024i,-0.00043204-0.0002191i,-0.00025247+1.308e-05i,-0.00047079-0.00029037i,-6.7958e-06-0.00041125i,-0.00015889-0.00036175i,-0.00046875-0.00057709i,-0.0002421-0.00088091i,0.00035954-0.00067913i,0.00075396-0.00043394i,0.0003018+3.5924e-05i,9.2403e-06+0.00039049i,0.0004248+0.00022326i,0.000811+0.00042057i,4.8855e-05+0.00040473i,-0.00081762-0.00028909i
0.0012104-0.0007918i,0.0007901-0.00093167i,-0.0015529-0.0011584i,-0.0026346-0.00043061i,-0.0016512+0.00036697i,-0.00051786+0.00080206i,0.00042541+0.00098544i,0.00048629+0.0011961i,-7.5428e-05+0.0010787i,0.00029694+0.0005845i,0.00071487+6.4771e-05i,0.00057331-0.00031591i,7.0504e-05-0.00099187i,0.00025483-0.00036414i,0.00095473+0.00064015i,0.001341+0.00081627i,0.0013128+0.0007338i,0.0012045+0.00043746i,0.001151+0.00058453i,0.00019076+0.00056168i,-0.00046372-6.9457e-05i,0.00029928-7.882e-05i,0.0004744-9.4843e-05i
-0.0030111-0.0012475i,-0.0024042-0.0022545i,-0.0012506-0.0010647i,-0.00097006-0.00010797i,-0.0003607-0.00025164i,0.001131-3.3833e-05i,0.0010945+0.00016583i,0.00016989+0.00052037i,0.0003436+5.999e-05i,0.00064802-0.00019889i,5.8776e-06+0.00068013i,2.2029e-05+0.0012861i,0.0003617+0.0010621i,0.0011456+0.00065738i,0.0013469+0.00038754i,-0.00014369+0.00010795i,-0.00089576-0.00022921i,-6.9241e-05-0.00043185i,0.00027929-6.1611e-05i,0.00027317+4.9921e-05i,0.00058834-2.6407e-06i,0.00096999+0.00067054i,0.00051553+0.00042352i
0.0014775+0.00050644i,0.00095936+0.00019062i,0.0018864-0.00038736i,0.0025938-0.00024394i,0.0015776-0.00020796i,0.00045452-0.00030704i,-0.00011107+0.00015372i,-0.00014908-0.00017973i,0.00038857-0.0006515i,0.00070662-0.0011279i,-1.5608e-05-0.0013866i,-0.0012791-0.00092778i,-0.0012584-0.00047241i,-0.00059701-4.9611e-05i,5.6785e-05-6.1872e-05i,0.00050133+0.00020432i,0.00053343+0.00019129i,0.00055466-1.5522e-05i,6.1602e-05-2.8536e-05i,0.00010691-0.00042875i,0.00012404-0.00054308i,-0.00018267-0.00038842i,-0.00056333+4.3926e-05i
-0.0026234+0.0011858i,-0.0019784+0.00026075i,-0.0028129+0.00022697i,-0.0023528+0.00078097i,-0.00056507+0.00098681i,-0.00036833+0.00046787i,-0.00068705+0.00058959i,-0.00065016+0.0010787i,-0.00085755+0.0015684i,-0.0007701+0.0014389i,-0.0001484+0.00048259i,0.00040785-0.0007277i,0.00011489-0.0011676i,-0.00067704-0.00064029i,-0.00079724-2.4564e-05i,-0.00041631+0.00028419i,-0.00024251-0.00091487i,0.00041103-0.001738i,0.00046092-0.0013401i,0.00019279-0.00032188i,-0.00021542+0.00061666i,-0.00059088+0.00062477i,-0.000503-0.00019939i
0.00077896-0.0027159i,0.0013749-0.002905i,0.00093023-0.0023952i,-0.00012326-0.0014373i,-0.00046088-0.0011226i,-0.00026326-0.00039534i,-0.00052508+0.00086103i,-0.00074626+0.0013705i,-0.00085518+0.00095404i,-0.0015147+0.00084129i,-0.0019351+0.0012698i,-0.00084642+0.0012818i,0.0012048+0.00078084i,0.0012727-0.00015818i,0.00012502-0.00059839i,-0.00034939-0.00065101i,-0.00014392-0.00075549i,0.00093534-0.0003002i,0.0011693+0.00039372i,0.00064556+0.00017367i,0.00063869-0.00038652i,0.0008943-0.00061239i,0.0010607-0.000228i
0.0029244+7.5626e-05i,0.0024574+0.00022287i,0.00094929-0.00044693i,-0.00061517-0.00027817i,-0.00086523-0.00061583i,-0.00065521-0.00075904i,-0.00092979+0.00012063i,-0.0003874+0.00078223i,0.00044972+0.00049935i,0.00036968-0.00043408i,-0.00022077-0.00059611i,-0.0011331-0.00023673i,-0.0018579-0.00010347i,-0.0012228+0.00029974i,-6.2888e-06+0.00027033i,-0.00015727+0.00025161i,-0.00019368+0.00030106i,0.00011356+0.00052781i,-6.75e-05+0.0012972i,-5.8904e-06+0.0013667i,0.00046312+0.0011064i,0.00073947+0.00087508i,0.00096785+0.00054628i
-0.00089416-9.5458e-05i,-0.0020077-0.00011158i,-0.0025132-2.9256e-05i,-0.002315+0.00025945i,-0.0012943-0.00036534i,-0.00022428-0.00092557i,8.0511e-05+1.3096e-06i,-3.0475e-05+0.00020818i,0.00052292+0.00012493i,0.0015861+0.00045658i,0.0012361+0.00052909i,-0.00041879-6.1757e-05i,-0.00052304-0.0006173i,-0.00048753-0.00057427i,-0.001019-0.00079723i,-0.0013925-0.00062108i,-0.0013764+0.00021988i,-0.0014713+0.00021155i,-0.0015194-0.00019052i,-0.0017732-0.0003804i,-0.0017589+0.00011582i,-0.00064146+0.00068492i,-0.00019913+0.00068314i
-0.00019864-0.0026328i,0.00025447-0.0036105i,0.00086908-0.0014519i,0.0018433+0.00068706i,0.0019511+0.00047885i,0.0018903-8.0127e-05i,0.00056051+0.00013942i,-0.00054669+0.00040767i,-0.00027399+0.00033666i,0.000239+0.00080298i,0.00076782+0.0007415i,0.001059-0.00014586i,0.0020988-0.00041621i,0.0020535-0.00080029i,0.0007662-0.00052803i,0.00014699-0.0002968i,-7.1857e-06-0.00025884i,0.0005356-0.00013959i,0.00095804-0.0004781i,0.00027858-0.00067776i,-0.00060258-0.00039377i,-0.00088277-0.00027059i,-0.00087011-0.00038242i
0.00076144+0.0013277i,0.00071931+0.0012439i,0.00038052+0.00033231i,-0.001164-0.0011192i,-0.0013673-0.0007457i,-0.00048581-0.00026783i,-0.0004067-0.00018719i,-0.00034525-0.00024823i,-5.093e-05-0.00071005i,-0.001006-0.0012527i,-0.0018989-0.00077961i,-0.001763-0.00016736i,-0.0017512+0.00035465i,-0.0014366+0.00082119i,-0.00069896-0.00024955i,-9.6066e-05-0.0013654i,-0.00041003-0.00057753i,0.00023993+0.0012745i,0.00085632+0.0015671i,0.00028462+0.00069457i,0.00086202+0.00014951i,0.0010378+0.00018055i,0.00012564+8.4959e-05i
-0.0012323-0.0022689i,-0.0011681-0.0024729i,-0.00090385-0.00085849i,0.00069609+0.0010503i,0.00099685+0.00086186i,0.00046191+0.00086206i,-7.2849e-05+0.00067224i,-0.00044602-0.00068287i,6.9119e-05-0.0014074i,0.00068004-0.0010418i,0.00038809-0.0013002i,-0.00028281-0.0011271i,-0.001064-0.0002398i,-0.0012839+0.00056874i,-0.0011704+0.00095244i,-0.00039837+0.0010079i,0.00026135+0.00089647i,0.00039318+0.00091299i,0.00029+0.0012904i,0.00013121+0.00046396i,0.00063868-0.00016035i,0.00091119+0.00035109i,0.00073776+0.00067337i
0.0021559-0.0012635i,0.0011829-0.0012118i,-0.00019827-0.0019247i,-0.0011592-0.0013156i,-0.00089014-0.00030929i,-0.00097054-0.00087388i,-0.00093284-0.0013962i,-0.00060749-0.00060088i,-0.00053284-0.00018094i,-0.00064081+0.00019692i,-0.00024014+0.0012621i,0.0003291+0.00084955i,0.00058331-0.00020819i,0.00076044-0.00040134i,0.0012177-0.00030731i,0.00057269+0.00024211i,-0.00061344+0.00063011i,-0.00045325-6.3492e-05i,-0.00033207-0.00058241i,-0.00077305+9.6827e-05i,-0.00033418+0.00093956i,-0.00049458+0.0012144i,-0.00093878+0.0010071i
0.00010061-0.0022659i,0.000363-0.0020608i,2.555e-05-0.0010475i,-2.7044e-05-0.00016008i,0.00082128-0.00030335i,0.0016792-0.00023567i,0.001637+1.8679e-06i,0.00091097+0.00049869i,-0.00059693+0.00088588i,-0.0012187+2.6146e-05i,-0.00057339-0.00037746i,-1.4087e-05+0.00068218i,-4.6584e-06+0.0013435i,0.00041821+0.0012025i,0.00056739+0.00026521i,0.00048427-0.0011203i,0.00090811-0.0020003i,0.00054801-0.0013032i,5.1265e-05-0.00055326i,7.9166e-05-0.00047624i,-0.0001873+2.7015e-06i,-0.00030384-0.00029867i,-6.2859e-05-9.2814e-05i
0.0026543-0.0010424i,0.0023517-0.00064656i,0.00056449-0.0012553i,0.00012874-0.00084981i,-3.5588e-05+0.0001691i,-0.00075448+0.00092757i,-9.2616e-05+0.00048928i,0.00058634-0.00087996i,0.00041933-0.0010155i,-0.00011467-0.00084679i,-0.00055651-0.0016954i,-0.00071913-0.0016129i,-0.00088003+0.00033229i,-0.00027601+0.0004772i,0.00074381-0.00021536i,0.00096288-0.00010421i,0.0012064-0.00048799i,0.0014332-0.00049974i,0.00062064+0.00024902i,0.00022277+0.00054048i,-6.3942e-05-0.0001527i,-8.3577e-05-0.00073178i,-8.0938e-05-0.00028937i
-0.0044641-0.00094199i,-0.0046586-0.0015368i,-0.0031584-0.00060846i,-0.0009973+0.00017756i,0.00025455-1.0218e-05i,0.00063313-0.00039103i,-0.0001916-4.8319e-05i,-0.00074279-0.00012248i,0.00026575-0.00025469i,0.00079634+0.00033228i,0.00088654+0.00036872i,0.0012183-0.00071117i,0.00037571-0.0010359i,-0.00050661-0.00043855i,-0.0006743+0.00046147i,-0.0007724+0.0012287i,-0.0006622+0.0014102i,-0.00051869+0.00090852i,-0.00073801+7.9542e-05i,-0.00077753+0.00039591i,-0.00038832+0.00092707i,0.00010301+0.0014013i,0.00078125+0.0012387i
-8.371e-05-0.0018306i,-2.5283e-05-0.0026447i,-0.00082445-0.0018369i,-0.00045878-0.00078555i,0.0013445-0.00037557i,0.001338+0.00043598i,0.0005453+0.00045125i,0.00017227+0.00052075i,-0.00084272-6.553e-07i,-0.0014378-0.0011903i,-0.00093855-0.00088387i,-0.00018274+0.00037141i,0.00039786+0.00066402i,0.00052294-0.00015296i,5.2933e-05+8.343e-05i,-0.00069144+0.0002551i,-0.0011436-0.00030165i,-0.00094937-0.00066702i,-0.00074119-0.00087266i,-0.00035436-0.00018568i,-0.00020762+0.00044168i,-0.00042596-0.00030077i,-0.00055312-0.00061999i
