-0.002524+0.0022812i,-0.0026993+0.0017192i,-0.0022636+0.0017962i,-0.001536+0.0013225i,-0.0011266+0.00070565i,-0.0015046+0.00025458i,-0.0013818-9.0859e-05i,-7.3387e-05-0.00063788i,0.00079791-0.00040056i,0.00076724+0.00043627i,0.00088099+0.00059522i,0.0013763+3.2338e-05i,0.0018523-0.00017506i,0.0009572-0.0005653i,0.00038985-0.0014555i,8.767e-05-0.00069956i,5.4001e-05+0.00029373i,0.00052913-0.00055767i,-8.6207e-05-0.00064769i,-0.0013094-8.3308e-05i,-0.0011432+4.1621e-05i,-6.6713e-05+0.0005104i,0.00036593+0.00066175i
-0.0047525-0.0020747i,-0.011114-0.0011813i,-0.015036+0.001795i,-0.011993+0.0040903i,-0.0069615+0.0031588i,-0.0077336+0.0021867i,-0.012082+0.0017948i,-0.014662+0.0016956i,-0.012955+0.0020515i,-0.0082372+0.0023939i,-0.0035136+0.0026978i,-0.0010631+0.0026286i,0.00028696+0.0036077i,0.0003037+0.0043464i,-0.0012718+0.0030019i,-0.0031468+0.0012822i,-0.004519-8.8596e-05i,-0.0049897-0.00022627i,-0.0024761+0.001213i,0.0013532+0.0013701i,0.0040498+0.00041607i,0.0048226+0.00043446i,0.0041567+0.0015692i
-0.00057252+0.00041491i,-0.00073204+0.0057901i,-0.00038334+0.012649i,-0.00063309+0.013475i,-0.0012272+0.0093064i,-0.0042469+0.0068487i,-0.0069558+0.0049528i,-0.0068497+0.0019414i,-0.0053637-0.00055229i,-0.0037675-0.00036097i,-0.0019379+0.0010512i,0.00011521+0.00069726i,0.0010143-0.00047202i,0.00035902+0.00022464i,-0.00066068+0.00072067i,0.00020268+0.00035277i,0.0014816+0.00038863i,0.0023429+6.8422e-05i,0.0027466-0.00062385i,0.0020198-0.00037541i,0.0011902-0.00016439i,0.0013671+0.00027337i,0.0018604+0.0016284i
0.0028178+0.00081592i,0.0084205+0.0025369i,0.014391+0.0042358i,0.014786+0.0031299i,0.0096782+0.0010252i,0.0052982+0.0011469i,0.005003+0.0020815i,0.0067886+0.00053804i,0.007553-0.0014486i,0.0058946-0.0019081i,0.0030187-0.00075523i,0.0015271+0.00040235i,0.00011136+0.00084499i,-0.0016643+0.00099544i,-0.002065+0.00059682i,-0.0013392+0.00026835i,-0.00069915+0.0012179i,-0.00066101+0.0021087i,-0.0010501+0.0012406i,-0.0014468-0.00075354i,-0.0015484-0.0028532i,-0.0018024-0.0038766i,-0.00083169-0.0040711i
0.0013763-0.00027474i,0.0044472-0.0026126i,0.0076535-0.0061124i,0.0071355-0.0070611i,0.004265-0.0049668i,0.005195-0.0036195i,0.0087632-0.0036179i,0.011236-0.0034407i,0.010099-0.0032569i,0.0061852-0.0027869i,0.0035539-0.0022364i,0.001671-0.0019688i,0.00048746-0.0014234i,0.00085178-0.0018009i,0.002633-0.0031269i,0.0029419-0.0045508i,0.00092204-0.0052074i,-0.0013416-0.0045362i,-0.0026144-0.0027442i,-0.0010399-0.00035658i,0.0011986+0.0010816i,0.0019248+0.0011222i,0.0023426+0.00021607i
-0.0040036+0.00062443i,-0.0039069-0.00018901i,-0.003031-0.0031841i,-0.001574-0.0060288i,0.00034669-0.0050923i,0.0025283-0.0050264i,0.0048328-0.0062732i,0.0052745-0.0052658i,0.0031317-0.0033438i,0.0017961-0.0020256i,0.0016277-0.0014534i,0.0020668-0.0017198i,0.0030572-0.001813i,0.0029101-0.0018467i,0.0029808-0.0021425i,0.0027016-0.0019802i,0.0021701-0.0024957i,0.0019484-0.0015778i,0.00050732-8.4889e-05i,-0.00076825+0.00051059i,-0.0022943+0.0013559i,-0.0031061+0.0027151i,-0.0026189+0.0030756i
-0.0061478-0.00030737i,-0.0077697-0.00066097i,-0.0082142+0.00097264i,-0.0053446+0.0012537i,-0.0018451+0.00056863i,-0.0020109-0.00083026i,-0.0049618-0.0010456i,-0.0068102+0.0013426i,-0.0055375+0.0026815i,-0.0032338+0.0015351i,-0.0031274+0.00017467i,-0.0035876+0.00051348i,-0.0029531+0.0010003i,-0.0030672-0.00018397i,-0.0032454-0.0014599i,-0.0027398-0.00091133i,-0.0029977+0.00086877i,-0.0030452+0.0016475i,-0.00083404+0.0010187i,0.00091444-0.00013087i,0.00070461-0.0012975i,0.00015566-0.0018109i,-0.00092516-0.0021605i
-0.0024426-0.00020292i,-0.0060438+0.00052244i,-0.0063052+0.0035167i,-0.0043557+0.0048694i,-0.0039203+0.0036714i,-0.0059034+0.0036049i,-0.009058+0.0057998i,-0.010744+0.007642i,-0.0089524+0.0064338i,-0.005129+0.0035682i,-0.0022687+0.001031i,-0.0014319+0.00053216i,-0.00089333-0.00043111i,-0.001135-0.0022546i,-0.0021219-0.0026377i,-0.0018904-0.0016961i,-0.0010544-0.00080479i,-0.00103-0.00092664i,-0.0013995-0.0011771i,-0.00097909-0.00013837i,0.00033469+0.00088694i,0.0017495+0.0004659i,0.0026571+0.00017338i
0.0062906+0.0015179i,0.010297+0.0045429i,0.010509+0.0056988i,0.0071799+0.0047396i,0.0028273+0.0039477i,-0.00063304+0.0050973i,-0.0023384+0.0065888i,-0.0033498+0.0059947i,-0.0029179+0.0057811i,-0.00064367+0.0068791i,0.0017065+0.0066691i,0.0021237+0.0042163i,0.0022669+0.0024844i,0.0028997+0.0032577i,0.0020144+0.0040635i,0.00045753+0.0035738i,0.00053633+0.0023328i,0.0016729+0.0012289i,0.0011545+0.00020874i,-0.0015741-0.00076738i,-0.003918-0.00083086i,-0.0045893-0.00073127i,-0.0041649+0.00025667i
0.0016002+0.0014742i,0.0048904+0.0031246i,0.0084128+0.0035796i,0.0087537+0.002064i,0.0054176+0.00076308i,0.001815+0.0006616i,0.001218-0.00040474i,0.0027777-0.002231i,0.0024471-0.0016206i,0.0010289+0.0013165i,0.0010987+0.0020167i,-0.00013548+0.0010521i,-0.0025699+0.0010299i,-0.0044856+0.00134i,-0.0042657+0.0014134i,-0.001931+0.00079061i,-0.00069957+0.00073204i,-0.00088874+0.00026341i,-0.001666+8.5069e-05i,-0.0019797+1.2099e-05i,-0.0013402-0.0015464i,-0.00021446-0.0022862i,4.2748e-05-0.0017134i
-0.0040057+9.5699e-05i,-0.001677+0.0014607i,0.00069943+0.0011435i,0.0027207-0.0011901i,0.0033546-0.0033487i,0.0041919-0.0053051i,0.0052711-0.0082964i,0.0055812-0.0091218i,0.0041074-0.0066308i,0.0022693-0.004374i,0.0019638-0.0038922i,0.0019991-0.0042502i,0.0020058-0.0046377i,0.0027492-0.0058515i,0.0034409-0.0060927i,0.002509-0.0049665i,0.0013787-0.0037405i,0.00036178-0.0020294i,-0.0007804-0.0013377i,-0.0011495+4.8654e-06i,-0.0010696+0.0021859i,6.1808e-05+0.0028383i,0.0019369+0.0020771i
-0.0021636-0.0019789i,-0.0022543-0.0043421i,-0.00060781-0.0045515i,0.0013311-0.0034109i,0.0025118-0.0025556i,0.0035388-0.0044508i,0.0024112-0.0073055i,0.0001808-0.0075401i,-0.0010864-0.0053856i,-4.5461e-05-0.0033603i,0.002487-0.0022081i,0.0031884-0.00092927i,0.0030077+0.00044047i,0.0053391+0.0015838i,0.0069379+0.00038396i,0.0051987-0.0024069i,0.0024521-0.0026559i,0.00069681-0.00119i,-0.0011693-0.00041177i,-0.0029065-0.00056056i,-0.0030546-0.00025387i,-0.0018542+0.00072629i,-0.00012702+0.00047189i
-0.0057811-0.0013752i,-0.0092398-0.001281i,-0.011159-0.00039815i,-0.0082837-0.0010033i,-0.0048995-0.00020511i,-0.0048813+0.0013599i,-0.0050366+0.00060011i,-0.0042818-0.00045991i,-0.0032761-0.0015099i,-0.0040328-0.0029386i,-0.0043519-0.0015297i,-0.0038866+0.00099262i,-0.004342+0.0015037i,-0.0066822+0.0016835i,-0.0076368+0.0025303i,-0.0054385+0.0026743i,-0.0025658+0.0017686i,-0.00049095+0.0012794i,-8.9695e-05+0.0011053i,0.0010435+0.0012129i,0.002898+0.00035147i,0.0039481-0.0011104i,0.0031752-0.002198i
0.0052183+0.0046067i,0.0048979+0.0060119i,0.0025506+0.0071443i,-6.7622e-05+0.0062996i,-0.0011019+0.0024067i,-0.0020021+0.0014395i,-0.002855+0.0042564i,-0.0031828+0.0063616i,-0.0028708+0.0039155i,-0.0022026+0.00016801i,-0.0018821-0.001494i,-0.001246-0.0017861i,-0.00095345-0.0034093i,-0.0014874-0.005882i,-0.0032726-0.0057274i,-0.0047613-0.003744i,-0.0047521-0.0010182i,-0.0030819+0.0016302i,-0.00082037+0.0026401i,-0.00034646+0.0021328i,-0.00096325+0.0019486i,-0.0012221+0.0016429i,-0.0013209+0.00043826i
0.0077687+0.0015463i,0.0095197+0.0056132i,0.010292+0.0070738i,0.0091574+0.0050265i,0.005714+0.0031921i,0.002696+0.0040145i,0.0027283+0.0056073i,0.004017+0.0046969i,0.0042743+0.0041636i,0.0040973+0.0054631i,0.0036372+0.0062725i,0.0029222+0.0045503i,0.0036842+0.0036533i,0.0048977+0.0056869i,0.0051438+0.00674i,0.0045288+0.0043695i,0.003382+0.0010138i,0.0014508-2.4518e-05i,0.00011738-0.0004773i,-0.0010221-0.0017308i,-0.0025371-0.0027457i,-0.0035152-0.0029674i,-0.0033375-0.001861i
-0.0011704-0.0034164i,0.00197-0.0035403i,0.0065694-0.0038359i,0.0072351-0.0033669i,0.0048085-0.0017863i,0.0039561-0.00091733i,0.0040356-0.0028125i,0.0039824-0.0030247i,0.0027904+0.00046436i,0.0010846+0.003648i,-0.00027862+0.0037788i,-0.0016394+0.0032464i,-0.0035785+0.002594i,-0.0059981+0.0013317i,-0.0065646+0.00218i,-0.0029631+0.003469i,0.00039047+0.0023674i,0.00068789-0.00037455i,0.00031712-0.0024977i,0.00066321-0.0026574i,0.00076824-0.0011914i,-0.00032236+0.00075579i,-0.0011994+0.0011402i
-0.0035405-0.0018751i,-0.0044281-0.0074564i,-0.0022725-0.011993i,-0.0014619-0.0098739i,-0.0024957-0.0049109i,-0.0025123-0.0037365i,-0.002029-0.0051573i,-0.0015322-0.0042536i,0.00077539-0.0019642i,0.0032665-0.001662i,0.0023276-0.0032098i,-0.00019576-0.0042906i,-0.00061007-0.0044937i,0.0017883-0.0065491i,0.0030368-0.0086915i,0.0010526-0.0068978i,-8.037e-05-0.0031523i,9.663e-05-0.0011648i,-0.0015096+0.0004076i,-0.0028816+0.0021536i,-0.0020845+0.0039404i,-0.00035533+0.0040689i,0.001578+0.0030839i
-0.00033487-0.007985i,-0.0042741-0.007996i,-0.010354-0.0059294i,-0.012115-0.001612i,-0.01002+0.0019322i,-0.0078127+0.0018331i,-0.0055707-0.0010964i,-0.0040697-0.0029017i,-0.0038512-0.0029291i,-0.0029566-0.0021218i,-0.0013522-0.00055103i,0.0014046+0.00084339i,0.0029059+0.0024053i,0.0028921+0.0046379i,0.0037063+0.0046692i,0.003368+0.0016896i,0.0012759-0.00012298i,-0.00049557+9.0585e-05i,-0.00053187-0.00013098i,0.00069881-0.0012037i,0.0012491-0.0027176i,0.0014908-0.0030568i,0.0015304-0.0023286i
0.0021701+0.0034688i,0.0028665+0.0062875i,0.0027046+0.0086904i,0.0025741+0.0077924i,0.0029563+0.0040546i,0.0019371+0.0011561i,-0.00064241+0.0010319i,-0.0027213+0.0010877i,-0.0035278-0.00042275i,-0.0043123-0.0011468i,-0.0047316-0.00016326i,-0.0032874+0.00084599i,-0.0026948-0.00042602i,-0.0040619-0.0023837i,-0.0058031-0.0026275i,-0.0047757-0.0010951i,-0.0022406+0.0010119i,-0.00077756+0.00084893i,0.0010618-0.000379i,0.002198-0.00093645i,0.0025038-0.001408i,0.0021727-0.0022124i,0.0010635-0.0027633i
0.005397+0.0046505i,0.0076698+0.0059364i,0.0097815+0.0063597i,0.0076545+0.0032164i,0.0037528-0.0011247i,0.0018334-0.00076332i,0.0015905+0.0014795i,0.00034477+0.0011707i,-0.0012638-0.00062366i,-0.00055065-0.0015806i,0.00043718-0.0011915i,0.0008732-0.00094803i,0.0018914-0.0014362i,0.0026429-0.0022578i,0.0025745-0.0026226i,0.00018421-0.0023103i,-0.0017642-0.0011718i,-0.0017366-0.00056788i,-0.002356+0.00024825i,-0.0034648+0.00096815i,-0.0034705-0.00035729i,-0.0034546-0.0021783i,-0.003731-0.0016727i
-0.0057128-0.00057722i,-0.0037315+0.00026926i,0.0023893+0.0018501i,0.0053904+0.001655i,0.0040392+0.00031401i,0.0041377-0.00029003i,0.0042792-0.0006763i,0.0030493-0.00089577i,0.0021022+9.5266e-05i,0.0031944+0.0028538i,0.004432+0.0047317i,0.0037744+0.0038667i,0.0019279+0.0031781i,0.00027574+0.0035022i,0.00014535+0.0046311i,0.00068548+0.0035128i,0.0012687+0.00021389i,0.0009788-0.0014825i,-0.0010378-0.001778i,-0.0031417-0.002007i,-0.0028075-0.0023295i,-0.0017733-0.00097391i,-0.0018722+0.0014525i
-0.0033529-0.0013373i,-0.0024337-0.0022026i,0.0004237-0.0050827i,0.0016668-0.0058467i,0.00033331-0.0046901i,-0.0015295-0.0043213i,-0.0016742-0.0038002i,1.2603e-05-0.0028746i,0.0012476-0.00039595i,0.001184+0.0020146i,-0.00055673+0.0025725i,-0.001754+0.003127i,-0.0013474+0.0023615i,-0.001551+0.00011962i,-0.0025855-0.00026685i,-0.0013269+0.0014177i,0.00078622+0.0024272i,0.00087678+0.002415i,0.00039876+0.0023203i,0.001168+0.0033379i,0.0014888+0.0042363i,0.00021813+0.0042999i,0.00026657+0.0038181i
0.0023621-0.0022389i,-0.00013506-0.0037737i,-0.0043568-0.0045094i,-0.0058371-0.004069i,-0.0053499-0.0030927i,-0.0043386-0.0027094i,-0.0033805-0.0024599i,-0.0025685-0.00099294i,-0.00069012+8.0817e-05i,0.0014923-0.0011916i,0.00087722-0.0028994i,-0.00056359-0.0023276i,0.00023824-0.00044443i,0.00011986-0.00039079i,-0.00042488-0.0017448i,-0.0012178-0.0021624i,-0.0019039-0.0014584i,-0.0020652-0.00054443i,-0.0023834-4.5215e-05i,-0.0015537+0.00053487i,-0.00054031+0.001583i,0.00044733+0.0015155i,0.0025876+0.00081118i
0.00090364+0.0017808i,-0.00045798+0.0046211i,-0.001355+0.005945i,-0.00031287+0.0061788i,0.00097231+0.0049145i,0.00049387+0.0025136i,-0.0012026+0.0013092i,-0.0028355+0.001725i,-0.0032123+0.0020585i,-0.0018439+0.0016759i,-0.00026084+0.0015691i,0.00039069+0.0017375i,-0.00012055+0.0010899i,-0.00047453-0.00051722i,-2.6067e-05-0.0017933i,0.00036903-0.0031826i,0.0009771-0.0036035i,0.0021092-0.0029059i,0.001653-0.002905i,2.9851e-05-0.0034915i,-0.00041417-0.0033037i,0.00050216-0.0029416i,0.00070166-0.0026761i
-0.00012331+0.0003451i,0.00089497+0.00042365i,0.0026251+0.0022744i,0.0038129+0.0025024i,0.0035792+0.0018909i,0.0020092+0.0020322i,0.00050012+0.001558i,-0.00033428+0.001109i,-0.0016845+5.8175e-05i,-0.0041363-0.0008328i,-0.0050906-0.00083842i,-0.0037103-0.00059611i,-0.0012006-0.00064896i,0.001017-0.0011332i,0.00058935-0.00086854i,-0.0012748+4.3752e-05i,-0.0021983+0.00040285i,-0.0019866+0.00016137i,-0.0016666+0.00060442i,-0.00054706+0.00080046i,0.00037587+0.00048105i,-0.0005441-0.00080177i,-0.0021384-0.0021474i
-0.0044069-0.0026387i,-0.0043366+0.00022425i,-0.002148+0.0038268i,0.00090342+0.0031982i,0.0025447+0.0013667i,0.0032474+0.001972i,0.0035295+0.0020211i,0.0018385-0.0004404i,-0.00058381-0.0029717i,-0.0013728-0.0036101i,-0.00071405-0.0031036i,2.4302e-05-0.0031675i,-0.0012041-0.0013836i,-0.0027505+4.0614e-05i,-0.0030789-0.00137i,-0.0035571-0.002035i,-0.0026587-0.00017001i,-0.0009468+0.00064998i,-0.00034988-0.00064369i,-0.0014182-0.00023751i,-0.00281-0.00057786i,-0.0034938-0.0011888i,-0.0036263-0.00043793i
0.0019023+0.00083336i,0.0054106+0.0016666i,0.0074385+0.0031646i,0.0075232+0.0011674i,0.0057559-0.0011303i,0.0042549-0.0023886i,0.0028437-0.0027324i,0.00090825-0.0027946i,0.00090614-0.001402i,0.0025077+0.0012182i,0.0040425+0.0030672i,0.0046137+0.0021134i,0.0032368-0.00074366i,0.0026557-0.0023005i,0.0041787-0.0021897i,0.0046464-0.00094343i,0.0035956+0.00059244i,0.002808+0.00087541i,0.0018238-0.00027257i,0.00044375-0.0012008i,-0.00048007-0.00073667i,-0.00072799+0.0012309i,-0.00047051+0.0025939i
0.001882-0.002425i,0.0019745-0.0047642i,0.0017505-0.0071468i,0.0005727-0.0063441i,-0.00078386-0.003564i,-0.0020738-0.002766i,-0.002636-0.0031191i,-0.0013179-0.0021046i,0.001252-0.00019677i,0.0015956+0.00071695i,-0.00057181+0.0011319i,-0.0023336+0.0022183i,-0.0017691+0.002598i,-0.00057205+0.0037359i,-0.00024775+0.0045515i,-0.00052344+0.0041054i,-0.00020528+0.0031505i,0.00023743+0.0013621i,0.00031341-1.6495e-05i,0.00028903+6.7813e-06i,0.00029422+0.0017283i,0.0013317+0.0026855i,0.0027016+0.0017735i
-0.007658+0.0030495i,-0.0091375+0.0034851i,-0.0083157+0.0032158i,-0.0065698+0.002269i,-0.0052087+0.001075i,-0.0047747+0.00037549i,-0.0048718+0.00078463i,-0.0037976+0.0022825i,-0.00065692+0.0029028i,0.0021959+0.0013773i,0.0020847-0.0003736i,0.0011896-0.0010496i,0.00080853-0.0010293i,-0.00082616-0.0019274i,-0.0020684-0.0034176i,-0.0015523-0.0044813i,-0.00081327-0.0048746i,-0.00079803-0.0036702i,-0.0011317-0.0018115i,-0.001898-0.00067433i,-0.0018188+7.5195e-05i,0.00051284-0.00039115i,0.0023363-0.0014924i
-0.0018405+0.0015879i,-0.00054602+0.0047589i,0.00074883+0.0080731i,0.00092852+0.0084299i,0.00050574+0.0065821i,-0.00040281+0.0045503i,-0.0015922+0.0044699i,-0.0016401+0.0051521i,-0.0012269+0.0047213i,-0.00094531+0.0043935i,4.9714e-07+0.0042446i,0.0017977+0.0041109i,0.0035899+0.0017716i,0.0051487-0.00063385i,0.0057297-0.0013846i,0.0049283-0.0018322i,0.0028558-0.0011259i,0.00063571+0.0001077i,-0.00022528+0.00054905i,5.4755e-05-0.00042643i,0.00060912-0.0018146i,0.00044314-0.0024576i,-0.00059782-0.002618i
-0.00038035-0.0040167i,0.0018778-0.0029986i,0.0040949-0.0022778i,0.0042355-0.0019995i,0.0034109-0.0015198i,0.0020333-0.0010533i,0.0014311-0.00074825i,-0.00047264+0.00051794i,-0.0031526+0.0018076i,-0.0048752+0.0016178i,-0.0052035+0.00080918i,-0.0057267+0.00026025i,-0.0051665+0.0010863i,-0.0036281+0.0022327i,-0.0043192+0.0028456i,-0.0050744+0.0026632i,-0.0040586+0.0014736i,-0.0023085+0.00075819i,-0.00094607+0.00036246i,-0.00058451+0.00013216i,-0.00019564+0.00024982i,-0.0018043-0.00012103i,-0.004322+0.00011043i
0.0021969-0.0013822i,0.0022479-0.00083038i,0.0017288+0.00054102i,0.0019967+0.00061957i,0.0022951-0.0012263i,0.0030706-0.0033889i,0.0025747-0.0046139i,-0.00054672-0.0048456i,-0.002837-0.0040556i,-0.00096789-0.0033969i,0.0014488-0.0029i,0.0012791-0.0031203i,-0.00048343-0.0038513i,-0.0019978-0.0049334i,-0.0026341-0.0050901i,-0.0027457-0.0038902i,-0.001896-0.0024656i,-0.00026055-0.0011492i,0.00073382-0.00063736i,-0.00048101-0.00036355i,-0.0026956-0.00072658i,-0.0037416+4.4371e-05i,-0.0026719+0.0019002i
0.0021672-0.00096962i,0.0027825-0.0003636i,0.0037263-0.00013855i,0.0041659-0.00017373i,0.0030519-0.00088895i,0.0013769-0.0021238i,-0.00010065-0.004001i,-0.00047036-0.0055699i,-0.00089953-0.0047061i,-0.00044652-0.0023431i,0.001045+0.00033757i,0.0013936+0.0026965i,0.0017368+0.0034534i,0.0038922+0.0025503i,0.0046982+0.0022233i,0.0032376+0.0025459i,0.0031874+0.0020946i,0.0030736+0.00063464i,0.001775+2.7173e-05i,0.00097345+0.00015836i,4.4777e-05+0.00050395i,0.00012432+0.0013986i,0.0013257+0.0027306i
-0.00053644+0.0021826i,-0.00018618+0.0012166i,0.001046-0.0022866i,-9.3241e-05-0.0051941i,-0.0029899-0.0043738i,-0.0049822-0.0015307i,-0.0042436-0.00095078i,-0.0020347-0.0013686i,-0.0001557-0.0013305i,-0.00025717-0.0012128i,-0.0018153-0.0010109i,-0.0032337-0.00089372i,-0.0036549+0.00042209i,-0.0039575+0.0014335i,-0.0039555+0.0016217i,-0.0033011+0.0013341i,-0.0025508+0.00023273i,-0.0016089-0.00026997i,-0.0013545+0.00053994i,-0.00046323+0.0013203i,0.0013118+0.0013099i,0.0029843+0.0010538i,0.0030915+0.00022038i
0.0023069-0.0030862i,0.0018599-0.003508i,-0.00055042-0.0030386i,-0.0028733-0.0014346i,-0.0028385+0.00029637i,-0.0013377+0.00066461i,0.00050099+0.0010723i,0.0027037+0.0016001i,0.004468+0.00057912i,0.0050848-0.00031583i,0.0054318-0.00042964i,0.0057197-0.0013681i,0.0048076-0.0027983i,0.0038042-0.0035817i,0.0028295-0.0038786i,0.0020935-0.0031969i,0.0013498-0.0020387i,0.00041319-0.0011085i,-0.00058946-0.00020071i,-0.0010766-0.00032156i,-0.00024028-0.0019251i,0.00088975-0.0033507i,0.00059315-0.0038088i
-0.0031427+0.0012208i,-0.0028852+0.0032712i,-0.0012785+0.0069987i,0.00098626+0.0072314i,0.0023835+0.005098i,0.00185+0.0025239i,0.00090158+0.0013124i,0.00094442+0.0022164i,0.00163+0.0036671i,0.0013833+0.0037349i,0.00040768+0.0043775i,-5.6247e-05+0.0054576i,0.00083544+0.0044721i,0.0025479+0.0017125i,0.0032619-0.00017481i,0.0022188-0.00068377i,0.00058727-0.00098581i,-0.00012627-0.00098132i,-0.00061308-0.0014945i,-0.0015092-0.001563i,-0.0017894-0.00091257i,-0.0018501-0.002087i,-0.0016491-0.0025068i
-0.0012603+0.0026048i,0.0023919+0.0042705i,0.0055046+0.0040406i,0.0071143+0.0027888i,0.0057622+0.0016228i,0.0038509+0.00075777i,0.0027751-0.00020337i,0.0018899+0.00014011i,0.00028049+0.0017744i,-0.0017629+0.001709i,-0.0036255+0.00029337i,-0.0043034-0.00085719i,-0.0050196-0.0017006i,-0.0056684-0.001816i,-0.0047851-0.00093536i,-0.0034433-0.00023907i,-0.0028912-0.00047259i,-0.0017934+6.3146e-05i,-0.0011993+0.00073261i,-0.0018543+0.0014532i,-0.0026122+0.0019795i,-0.0038047+0.0020305i,-0.0039428+0.0019259i
-0.0053892-0.0044396i,-0.0060412-0.0030637i,-0.0048849+0.00080125i,-0.0018951+0.0014688i,-0.00044277+0.00062718i,7.4237e-05+0.00042007i,-0.00033031+3.4788e-05i,-0.0022503-0.00018694i,-0.0032484-0.00017809i,-0.0017371-0.00049218i,0.0010356-0.00082885i,0.0037506-0.0010312i,0.0046476-0.00076434i,0.0042011-0.00095048i,0.0032769-0.0010795i,0.0013414-0.00080351i,-0.00018392-0.00014274i,-0.00079219+4.5884e-05i,-0.00089312-0.00079992i,-0.00020825-0.00084188i,0.00014869+0.00022007i,0.00065242+0.0016433i,0.0010018+0.0022498i
-0.00060872-0.0028718i,-0.0015271-0.0028612i,-0.0012943-0.00163i,-0.0010391-0.0013666i,-0.0020783-0.0020194i,-0.0034126-0.0025112i,-0.0046505-0.0033998i,-0.0053299-0.0028304i,-0.0041552-0.00060944i,-0.0021908+0.0013595i,-0.00040965+0.0031221i,-0.00049473+0.0044924i,-0.00063122+0.0044891i,-0.00019565+0.0043303i,0.00027509+0.0046934i,0.0012092+0.0041626i,0.001685+0.0021175i,0.0018679+0.00070829i,0.00182-0.00015619i,0.0015146-0.00088733i,0.0017309-0.00019607i,0.0021226+0.00057491i,0.0025789+0.00079977i
0.0032655+0.0007127i,0.0022384-0.00069455i,0.00086567-0.0018863i,0.0017598-0.002137i,0.0016256-0.001577i,-0.0010301-0.0022477i,-0.0026845-0.0027427i,-0.0029499-0.0023343i,-0.0028502-0.0019122i,-0.0022688-0.0017185i,-0.0021356-0.0025297i,-0.0025578-0.0035088i,-0.0020863-0.0040984i,-0.00024152-0.0032564i,0.00074578-0.00099689i,0.00044891+0.00016213i,0.00026718-4.7207e-05i,-0.00010158-0.00056644i,-0.00027965-0.0010306i,-0.00050271-0.0013502i,-0.00098834-0.0023333i,-0.00088957-0.002507i,0.00022875-0.0018783i
-0.0015519+0.00091048i,-0.002361+0.0024442i,-0.0031314+0.0020953i,-0.0039312+0.0024446i,-0.0036796+0.00377i,-0.001697+0.0045815i,-0.00054298+0.0039158i,0.00069291+0.0015925i,0.001534-0.00027829i,0.0018071-0.0005891i,0.0040949-0.0001493i,0.0062992+0.0011564i,0.0059138+0.0017622i,0.0048238+0.0010659i,0.0032467+0.00032128i,0.0014405-0.0006476i,0.000619-0.0013813i,0.00065945-0.00077421i,0.0001201-0.00044138i,-0.0011489-0.0009064i,-0.0019814-0.0022328i,-0.0016722-0.0026049i,-0.0010834-0.0015132i
-0.002708-0.0065098i,-0.0016915-0.0042885i,-0.00010801-0.001062i,0.0017631+0.0013208i,0.0015206+0.0021197i,0.0014911-0.00012634i,0.0021381-0.0025682i,0.0026925-0.0028415i,0.0034377-0.0015902i,0.0025729+0.00050249i,0.00035506+0.0023688i,-0.0014681+0.0030337i,-0.0017165+0.0026905i,-0.0012659+0.0015226i,-0.001084-4.3397e-06i,-0.0012078-6.0197e-05i,-0.0014485+0.00034147i,-0.00090533+0.00031739i,-0.00023409+0.00076627i,-0.00054131+0.0013224i,-0.00098218+0.001324i,-0.0014183+0.0015678i,-0.001563+0.0012273i
-0.0042157-0.0029406i,-0.0050212-0.0027122i,-0.0038625+0.0022801i,0.00092353+0.0045735i,0.0043797+0.0031795i,0.0045442+0.00085786i,0.0038849-0.0019268i,0.003259-0.003548i,0.0018183-0.0026718i,0.0009529-0.00042384i,0.0013168-9.9279e-05i,0.001546-0.00185i,0.0017665-0.0033839i,0.0031426-0.0037279i,0.0034228-0.0028576i,0.0014216-0.002557i,-0.0013685-0.0025309i,-0.0018529-0.0018405i,-0.0013389-0.00062579i,-0.0014366+8.2135e-05i,-0.0011964+0.001151i,-0.0015893+0.0017298i,-0.0013434+0.00089286i
-0.028244-0.0021059i,-0.034237+0.0026772i,-0.034856+0.018288i,-0.016955+0.023537i,0.0011064+0.019626i,0.010283+0.0084372i,0.0072098-0.0027208i,0.0010124-0.0059417i,-0.0041824-0.0027859i,-0.0035508+0.0036197i,0.0038435+0.0052544i,0.0081852+0.0034822i,0.009929+0.002771i,0.013314+0.0019718i,0.014583+0.00048554i,0.010248-0.00033391i,0.0037631-0.001327i,0.00035408-0.0031665i,0.00012221-0.0057582i,-7.2849e-05-0.0062964i,-0.00043103-0.0038278i,0.00029747-0.001121i,0.0012537+0.00012138i
0.0063893+0.010394i,0.011093+0.008257i,0.012752+0.0021499i,0.0078935-0.0012391i,0.0010973-0.0027835i,-0.0048282-0.0018139i,-0.0075731+0.0017362i,-0.0068826+0.0043842i,-0.0034581+0.0042714i,-0.0019953+0.0023409i,-0.0035764+0.0012026i,-0.0049185+0.0012947i,-0.0056549+0.0003184i,-0.0052736-0.00094032i,-0.0044662-0.00074167i,-0.0035594+0.00018743i,-0.0013181+4.0488e-05i,-0.00019725+0.00014272i,-0.00044667+0.00032186i,-0.00034073-0.00057762i,0.00076444-0.00090831i,0.001317-0.0012362i,0.00063065-0.001642i
