-0.002524+0.0022812i,-0.0026993+0.0017192i,-0.0022636+0.0017962i,-0.001536+0.0013225i,-0.0011266+0.00070565i,-0.0015046+0.00025458i,-0.0013818-9.0859e-05i,-7.3387e-05-0.00063788i,0.00079791-0.00040056i,0.00076724+0.00043627i,0.00088099+0.00059522i,0.0013763+3.2338e-05i,0.0018523-0.00017506i,0.0009572-0.0005653i,0.00038985-0.0014555i,8.767e-05-0.00069956i,5.4001e-05+0.00029373i,0.00052913-0.00055767i,-8.6207e-05-0.00064769i,-0.0013094-8.3308e-05i,-0.0011432+4.1621e-05i,-6.6713e-05+0.0005104i,0.00036593+0.00066175i
0.13111-0.079736i,0.251-0.29777i,0.24759-0.57424i,0.042645-0.65291i,-0.11505-0.46696i,-0.065412-0.25476i,-0.0061122-0.14744i,-0.012829-0.056121i,-0.0034801+0.017202i,0.0049997+0.028765i,-0.0080891+0.020158i,-0.022905+0.015062i,-0.03049+0.011226i,-0.024584+0.0095497i,-0.006891+0.005973i,0.0099575-0.0025201i,0.015341-0.01323i,0.0078519-0.018751i,-0.0042667-0.013839i,-0.01014-0.0024853i,-0.0093038+0.0069577i,-0.011192+0.012783i,-0.018401+0.016513i
-0.011046+0.15056i,0.080813+0.38595i,0.26869+0.5794i,0.42708+0.52192i,0.40489+0.3275i,0.25201+0.21991i,0.1506+0.16471i,0.090593+0.078027i,0.020408+0.01523i,-0.0096398+8.9672e-05i,-0.0036116-0.01086i,0.0063815-0.025968i,0.019337-0.03446i,0.025416-0.031225i,0.014224-0.016135i,-0.0007967+0.0022114i,-0.0034265+0.014713i,0.005301+0.016567i,0.011895+0.0087889i,0.0070009-0.0011366i,-0.0028061-0.0061997i,-0.0089334-0.010473i,-0.009445-0.015694i
-0.12333-0.10169i,-0.3822-0.15933i,-0.67509-0.097688i,-0.73489+0.073823i,-0.54759+0.13702i,-0.33894+0.051254i,-0.21171-0.0068314i,-0.10552-0.0039328i,-0.021602-0.0085145i,0.0044091-0.01591i,0.0029961-0.0051648i,0.0013183+0.014476i,-0.00082187+0.029187i,-0.0056636+0.026596i,-0.0095182+0.0086993i,-0.010453-0.0080604i,-0.010698-0.012778i,-0.010788-0.0059406i,-0.0090184+0.0041735i,-0.001238+0.0079304i,0.0083963+0.0049892i,0.01389+0.0029721i,0.016849+0.0059044i
0.16782-0.047544i,0.40718-0.19901i,0.62186-0.44044i,0.59445-0.57948i,0.38691-0.47684i,0.20858-0.28218i,0.09142-0.15527i,0.012795-0.06729i,-0.0090861-0.0019947i,0.0011195+0.016982i,0.0011956+0.012492i,-0.0073393+0.0069224i,-0.01143-5.2321e-05i,-0.0085274-0.0040863i,-0.0018411-0.0010423i,0.0036495+0.0041959i,0.0072836+0.0043495i,0.0066527-0.0029573i,0.0006727-0.007924i,-0.0050117-0.004593i,-0.0079535+0.00016716i,-0.0096009+0.0040438i,-0.012715+0.0076201i
-0.066161+0.16679i,-0.090076+0.4289i,-0.043444+0.70776i,0.061068+0.74644i,0.10798+0.54021i,0.080514+0.33843i,0.065305+0.20821i,0.045394+0.09115i,0.005057+0.019725i,-0.01416+0.0062986i,-0.0085754+0.0022739i,0.001618-0.0094655i,0.0082985-0.015877i,0.0077574-0.011611i,0.0018176-0.0024303i,-0.0035982+0.0034893i,-0.0061818+0.0052173i,-0.003366+0.0071645i,0.0042357+0.0056014i,0.0062401+0.00035761i,0.00095218-0.0022287i,-0.0036564-0.0034615i,-0.0011804-0.0062177i
-0.092636-0.14938i,-0.27146-0.34248i,-0.493-0.52367i,-0.58106-0.5184i,-0.46243-0.34561i,-0.27939-0.20169i,-0.15893-0.12129i,-0.07174-0.061529i,-0.010125-0.035909i,0.0052659-0.032284i,0.0019851-0.021811i,-0.00071247-0.0034565i,-0.0065764+0.0099995i,-0.011629+0.0098245i,-0.010312+0.0015223i,-0.0026978-0.0049494i,0.0043982-0.0059682i,0.0034516-0.0031859i,-0.0011075+0.0012218i,-0.0017766+0.0040196i,0.0021094+0.0038556i,0.0095304+0.0020821i,0.014562+0.00046796i
0.17555+0.0074785i,0.43076-0.014247i,0.68085-0.054506i,0.70474-0.088491i,0.50166-0.09656i,0.2804-0.076776i,0.14383-0.060251i,0.061056-0.038325i,0.022892-0.004308i,0.019642+0.01451i,0.018404+0.014654i,0.010228+0.0081075i,0.0060075+0.0064499i,0.010647+0.0089566i,0.014462+0.0069774i,0.0090908+0.0041328i,0.00066096+0.0030249i,-0.0028742-0.00029626i,-0.0029764-0.0058343i,-0.0043689-0.0084613i,-0.0050995-0.0058799i,-0.0038486-0.00070467i,-0.0052637+0.0020397i
-0.11974+0.12719i,-0.28769+0.31548i,-0.45348+0.50859i,-0.46173+0.53816i,-0.30703+0.40092i,-0.1346+0.2453i,-0.03255+0.14758i,0.0019617+0.076905i,-0.0067533+0.02773i,-0.021494+0.014066i,-0.020361+0.010029i,-0.012603-0.0017506i,-0.0090456-0.011388i,-0.0093481-0.012017i,-0.0069434-0.0072841i,-0.0029078-0.0050174i,-0.0016861-0.0080945i,-0.00079493-0.010486i,-0.00042707-0.0074696i,-0.00052393-0.0017149i,-0.0017836+0.0015003i,-0.0057786+7.2998e-05i,-0.0072386-0.0012043i
-0.036868-0.15604i,-0.077799-0.36713i,-0.10659-0.56595i,-0.092745-0.56687i,-0.065429-0.38805i,-0.073843-0.21226i,-0.08526-0.10535i,-0.056799-0.041322i,-0.018642-0.016747i,-0.002248-0.020405i,0.00052625-0.020303i,0.0039121-0.0086283i,0.0084109-0.0011436i,0.0069481-0.0046628i,0.0010237-0.0088611i,-0.0017957-0.0052222i,0.00018477+0.0028417i,0.00059317+0.0096404i,-0.0015086+0.012009i,-0.00052753+0.0077582i,0.0023444+0.0024702i,0.0053127+0.00085432i,0.0060371+0.0014527i
0.14828+0.071271i,0.3397+0.19192i,0.51734+0.32478i,0.50861+0.33891i,0.3259+0.21359i,0.16291+0.07845i,0.078209+0.011472i,0.023792+0.0036169i,0.0053321+0.017797i,0.013627+0.025869i,0.018494+0.025011i,0.016314+0.020937i,0.012138+0.018663i,0.0079043+0.019974i,0.0031015+0.017023i,-0.0031124+0.0097374i,-0.0092069+0.0045456i,-0.01022+0.00033162i,-0.0067825-0.0018968i,-0.0031886-0.0012907i,-0.00078942-0.00037706i,-0.00047169+0.0013861i,-0.00012578+0.0036681i
-0.12555+0.067161i,-0.30383+0.1216i,-0.47564+0.12276i,-0.47552+0.063796i,-0.2945+0.028513i,-0.116+0.047661i,-0.027433+0.061965i,2.3806e-05+0.037298i,-0.0058975+0.013788i,-0.018101+0.01041i,-0.021132+0.0093466i,-0.017761+0.00095203i,-0.016387-0.012997i,-0.01906-0.02124i,-0.015861-0.016129i,-0.0033863-0.0078259i,0.0078532-0.0065421i,0.013593-0.0087831i,0.014086-0.0077595i,0.008574-0.0032362i,0.0016387-0.00043932i,-0.0027028-0.0012634i,-0.002659-0.0023373i
0.020531-0.13985i,0.098726-0.31224i,0.21214-0.43706i,0.24985-0.38312i,0.15533-0.21776i,0.042938-0.10636i,-0.0082129-0.073702i,-0.012965-0.05434i,-0.00025503-0.037592i,0.0062746-0.033943i,0.0033056-0.030527i,0.00012113-0.018304i,0.0040434-0.0049728i,0.010327-0.0001383i,0.0093146-0.0015585i,0.0036711-0.0011666i,-0.00075426+0.0037176i,-0.0034215+0.0091822i,-0.0051076+0.0089342i,-0.0045081+0.0044018i,-0.0013947+0.0013149i,0.0034607+0.00063114i,0.007164-0.00047269i
0.081344+0.086907i,0.14311+0.22731i,0.13686+0.36854i,0.060576+0.36855i,0.015735+0.22061i,0.029683+0.071034i,0.043204+0.00099694i,0.034418-0.014034i,0.021029-0.0059583i,0.015905+0.0066303i,0.014601+0.010373i,0.0096934+0.0094394i,0.0036371+0.013357i,0.0014059+0.016273i,-0.00019882+0.010941i,-0.0047714+0.0012452i,-0.010231-0.0073385i,-0.012515-0.01238i,-0.011987-0.012108i,-0.0099676-0.0082092i,-0.0071846-0.0040419i,-0.0040994-0.0010409i,-0.0021973-0.00099376i
-0.11084+0.013981i,-0.26091-0.026993i,-0.36735-0.11262i,-0.30151-0.15838i,-0.14034-0.10066i,-0.036999-0.0032812i,0.0012267+0.048072i,0.012268+0.042995i,0.0012961+0.018389i,-0.015169+0.0049294i,-0.020962+0.0020415i,-0.020104-0.00079871i,-0.014493-0.0056643i,-0.0058983-0.010475i,-0.00033412-0.010702i,0.0048927-0.0056393i,0.010831+0.00045639i,0.013737+0.0043453i,0.012673+0.004433i,0.0091733+0.002083i,0.0043414+0.00089103i,0.0011286-0.00068638i,-0.0012233-0.0019517i
0.045477-0.076116i,0.15418-0.13265i,0.28106-0.12584i,0.2874-0.047793i,0.15501+0.0056096i,0.023819-0.0028432i,-0.028299-0.014083i,-0.025725-0.0077298i,-0.0087263-0.0080547i,0.0021492-0.015457i,0.0047622-0.018793i,0.0043269-0.014804i,0.0037255-0.0050804i,0.0023759+0.0051868i,3.5576e-05+0.0097906i,-0.0037182+0.01014i,-0.0062266+0.011287i,-0.006377+0.011883i,-0.0055888+0.010593i,-0.0035702+0.0076048i,0.00026101+0.0030931i,0.0029291+0.00041319i,0.00071172+0.00070793i
0.036204+0.082975i,0.033608+0.20175i,-0.025591+0.28153i,-0.085809+0.21442i,-0.068818+0.07447i,-0.017778+0.0043636i,0.0076532+0.00090147i,0.0081319+0.0097331i,0.0078719+0.020182i,0.013846+0.025456i,0.020797+0.021108i,0.024241+0.011664i,0.017936+0.0014984i,0.0060094-0.0044192i,-0.0011738-0.0050389i,-0.0031406-0.0058115i,-0.0033789-0.0097972i,-0.0028264-0.013032i,-0.0024978-0.011907i,-0.0028239-0.0078467i,-0.0041811-0.0054497i,-0.0051694-0.0037576i,-0.0038321-0.00049831i
-0.065547-0.024729i,-0.12323-0.10502i,-0.12405-0.21591i,-0.056283-0.23516i,-0.0060846-0.12715i,-0.0023045-0.02025i,-0.012731+0.020112i,-0.019992+0.023967i,-0.019709+0.018055i,-0.015299+0.012734i,-0.013011+0.012601i,-0.012501+0.013014i,-0.0090052+0.0075393i,-0.001193+0.0011075i,0.0054847-0.00098253i,0.0094724-0.00035973i,0.01038+0.0015545i,0.0093535+0.0029464i,0.0076813+0.0038233i,0.0057708+0.0030178i,0.0028175+0.00065325i,-0.00078805+0.000658i,-0.00051358+0.0020023i
0.051904-0.045785i,0.13081-0.057743i,0.18338-0.009276i,0.13178+0.060274i,0.033706+0.05849i,-0.01788+0.004263i,-0.029012-0.035621i,-0.022745-0.042477i,-0.0069515-0.031355i,0.0031647-0.021295i,0.00032433-0.018052i,-0.0073345-0.014439i,-0.01353-0.0065012i,-0.016637+0.001954i,-0.016107+0.0050833i,-0.015171+0.0040997i,-0.014838+0.0040031i,-0.012069+0.0059836i,-0.0074505+0.0055026i,-0.0046133+0.0023505i,-0.0024091+0.00073447i,0.00038943+0.0014672i,0.0019958+0.0014145i
-0.00052317+0.050829i,-0.05497+0.10652i,-0.13669+0.12458i,-0.1521+0.073356i,-0.077116+0.018195i,-0.0030382-0.0035162i,0.02426-0.010637i,0.024862-0.0071973i,0.016684+0.00087203i,0.0089463+0.0042657i,0.0082824+0.0046003i,0.012391+0.003649i,0.014041-0.0015745i,0.010845-0.0088464i,0.0058504-0.011652i,0.002012-0.011324i,0.000678-0.010948i,0.00067755-0.0092326i,1.5613e-05-0.0078075i,-0.0021896-0.0062072i,-0.0039633-0.003279i,-0.0031299-0.0013821i,-0.00090755-0.0019145i
-0.04298-0.019558i,-0.058896-0.070627i,-0.019642-0.11363i,0.047839-0.084649i,0.061604-0.018457i,0.032101+0.019544i,0.011691+0.030339i,0.0021806+0.023031i,-0.006997+0.0074123i,-0.013272+0.00012993i,-0.015505+0.0044909i,-0.014398+0.012302i,-0.0073677+0.016362i,0.00067461+0.013303i,0.0050534+0.00746i,0.0068559+0.0054511i,0.0079546+0.0058122i,0.007604+0.0043328i,0.0047924+0.0022711i,0.0023806+0.0026158i,0.0024407+0.0034063i,0.0027875+0.0017547i,0.0012267+0.00047869i
0.036432-0.0020069i,0.090611+0.029481i,0.12187+0.088955i,0.087247+0.10549i,0.032965+0.053309i,0.0056731+0.0055345i,0.0023039-0.011236i,0.0054472-0.015916i,0.0059095-0.01487i,0.0034512-0.011813i,-0.001068-0.01389i,-0.0056466-0.017885i,-0.0094572-0.015588i,-0.012996-0.0098986i,-0.0139-0.0067242i,-0.01288-0.004472i,-0.01223-0.0016936i,-0.0099632+0.00050683i,-0.0067159+0.0027176i,-0.0042041+0.0050312i,-0.00038733+0.0037683i,0.0029733+8.958e-05i,0.0020341-0.0019865i
-0.0047363+0.030939i,-0.03155+0.047463i,-0.061442+0.015749i,-0.052663-0.045648i,-0.016495-0.057809i,0.0046108-0.028155i,0.010765-0.0027937i,0.0083171+0.0090858i,0.0032862+0.013455i,0.0059773+0.011165i,0.014972+0.0061474i,0.021581+0.0013441i,0.020585-0.0043184i,0.015939-0.0079793i,0.011387-0.0069728i,0.0088156-0.0046663i,0.0075051-0.0039346i,0.0039693-0.0036875i,0.00060994-0.0033794i,-0.00068981-0.002135i,-0.0021242-0.0019315i,-0.0045452-0.0024838i,-0.0037767-0.0016699i
-0.007758-0.028437i,0.0046576-0.073889i,0.040206-0.10654i,0.052649-0.081955i,0.021775-0.032446i,-0.0048645-0.0015581i,-0.015482+0.0082933i,-0.020755+0.0050586i,-0.018329+0.0012146i,-0.0098751+0.0041905i,-0.0051732+0.010978i,-0.0074249+0.016316i,-0.0091628+0.018084i,-0.0066228+0.016196i,-0.0031823+0.01256i,-0.00039249+0.0095713i,0.00086756+0.0068195i,0.0012086+0.0051572i,0.002993+0.0040944i,0.0041008+0.0016542i,0.0020547+0.0001149i,-0.0011711+0.0017507i,-0.0024218+0.002066i
0.016621-0.0088384i,0.021463+0.0066134i,-0.0067649+0.037273i,-0.051647+0.045748i,-0.057807+0.026517i,-0.036666+0.0022135i,-0.022206-0.016923i,-0.010763-0.021407i,-0.00099402-0.016465i,0.00027584-0.012649i,-0.0043811-0.012932i,-0.0089202-0.013914i,-0.010279-0.011155i,-0.0082968-0.0061089i,-0.0054279-0.0042473i,-0.0050784-0.0062903i,-0.0054096-0.0072549i,-0.0040288-0.0053929i,-0.0034519-0.0036451i,-0.0031593-0.0031614i,-0.001631-0.0011322i,0.00058494+0.0017204i,0.0022211+0.002417i
-0.018354+0.012569i,-0.051282+0.020236i,-0.075869+0.01312i,-0.055058+0.0042286i,-0.01767+0.005311i,0.0012257+0.004741i,0.0080277+0.0044595i,0.01134+0.0072042i,0.011774+0.0063997i,0.0090198+0.0018995i,0.0095075-0.00012036i,0.013582+0.0018408i,0.014128+0.0019259i,0.01079+0.0010571i,0.0081744+0.0023211i,0.0072197+0.0021998i,0.0060465+0.0011224i,0.0037183+0.00087792i,0.00011693-0.00070014i,-0.0032379-0.0024949i,-0.0041806-0.0020562i,-0.0018222+0.00015804i,0.00026786+0.0012639i
-0.00046411-0.0022715i,0.013009-0.0066054i,0.044534+0.0089954i,0.059734+0.035655i,0.041899+0.037528i,0.020147+0.025988i,0.0097969+0.022199i,0.0062944+0.019498i,0.0045577+0.014124i,0.0001715+0.0095326i,-0.0064615+0.011062i,-0.01112+0.013572i,-0.010777+0.0099169i,-0.0092013+0.0028038i,-0.0088364-0.0012709i,-0.0089711-0.0010242i,-0.0078917-1.3978e-05i,-0.0050533+0.00019175i,-0.0020879+0.00030755i,-0.0009293+0.0012888i,-6.5384e-05+0.0019226i,0.0011929+0.0011327i,0.0017767-0.00038254i
0.013325+0.0048044i,0.027329+0.022863i,0.02889+0.037929i,0.018803+0.026185i,0.013616+0.0042795i,0.0073433-0.0034089i,0.0041544-0.0029006i,0.0059226-0.00018823i,0.0046328+0.00033165i,-0.00097597-0.0029036i,-0.005463-0.0084951i,-0.0049714-0.013106i,-0.0018913-0.011932i,0.00040921-0.0074131i,-0.0012851-0.0057389i,-0.0032034-0.0060745i,-0.0021632-0.0050349i,-0.0002148-0.0025529i,0.00037133+0.0005774i,-0.00094157+0.0023676i,-0.00067003+0.00047259i,0.0012877-0.0023945i,0.0025899-0.0028672i
-0.0012107+0.0016316i,0.0009881-0.0066602i,0.014568-0.033835i,0.031323-0.053542i,0.028691-0.041657i,0.017255-0.020461i,0.0087271-0.0072485i,-0.0012688-0.00084687i,-0.0045732+0.0025151i,0.0045117+0.0035388i,0.014867+0.0016778i,0.016231+0.00041208i,0.0093683+0.0014971i,0.0021137+0.0028437i,-0.0004989+0.0038715i,0.0010356+0.0055964i,0.0020328+0.0069491i,0.00026784+0.0072758i,-0.0010157+0.005008i,-0.0010914+0.0026097i,-0.0019326+0.0014484i,-0.0031583+0.00034503i,-0.0042383-0.00026428i
0.0019536-0.016352i,0.0045652-0.032825i,0.0060214-0.039648i,-0.0054254-0.029163i,-0.01511-0.014812i,-0.015186-0.0059186i,-0.018446-0.0055517i,-0.023125-0.0070431i,-0.021169-0.001148i,-0.012078+0.0077302i,-0.0051904+0.011133i,-0.0062094+0.0099646i,-0.0074442+0.0064137i,-0.0043847+0.0015843i,-0.0026108-0.0015594i,-0.002557-0.0025496i,-0.0011893-0.002855i,0.00090012-0.0032516i,0.0025425-0.0022019i,0.0031154-0.0010583i,0.0012099-0.00096151i,-0.0015938-0.00010486i,-0.0029151+0.0011065i
-0.0077086-0.0018706i,-0.021813+0.00051061i,-0.045929+0.0012765i,-0.055679-0.0027362i,-0.04188-0.0043948i,-0.024702-0.007677i,-0.015263-0.014939i,-0.012727-0.019959i,-0.01278-0.017426i,-0.012323-0.011285i,-0.011122-0.009901i,-0.0063547-0.0090377i,0.0027436-0.0050014i,0.0095265-0.00033449i,0.010055-0.00020169i,0.0074056-0.0034474i,0.0043711-0.0047972i,0.0024775-0.0033536i,0.0017291-0.0016625i,0.0020228-0.001409i,0.0022562-0.0012706i,0.0020981+0.00041985i,0.001924+0.0026804i
-0.010764+0.012384i,-0.02101+0.021472i,-0.02229+0.02998i,-0.012177+0.033645i,-0.0033684+0.02703i,0.00018701+0.013604i,0.0028652+0.0061654i,0.0075155+0.0030222i,0.011657-0.0013128i,0.010695-0.0044507i,0.0078218-0.0037793i,0.0064401-0.00018323i,0.0021456+0.0026653i,-0.0025185+0.0032264i,-0.0026265+0.002905i,-0.0012685+0.0024687i,-0.0025607+0.0017927i,-0.0049066+0.00045729i,-0.0059981-0.0017432i,-0.0059536-0.0022461i,-0.0034892-0.00011211i,-2.0117e-06+0.00155i,0.0019594+0.0015172i
0.0047631+0.0035972i,0.013029+0.012708i,0.024453+0.029558i,0.026139+0.035837i,0.017848+0.023791i,0.0097129+0.016102i,0.0097511+0.016401i,0.015974+0.015479i,0.014962+0.012131i,0.0049347+0.010322i,-0.0025932+0.011728i,-0.0044759+0.0089882i,-0.0054967+0.00079181i,-0.0056112-0.0053962i,-0.004919-0.0059104i,-0.0045898-0.003695i,-0.0033937-0.0025624i,-0.0028584-0.002027i,-0.0025991-0.0017205i,-0.0019173-0.0017689i,-0.0018709-0.0015518i,-0.00039845-0.0016685i,0.0017971-0.0029191i
0.0079901+0.00021616i,0.021489+0.0037285i,0.034343+0.00075218i,0.036498-0.0059623i,0.028256-0.0044434i,0.019513-0.0012619i,0.016511+0.00086703i,0.01429+0.0031391i,0.007451+0.00046652i,-0.0012803-0.0038946i,-0.004896-0.0058837i,-0.0018428-0.0057926i,0.0024926-0.0031951i,0.0036411-0.00034255i,0.002303+0.00015361i,0.00061625+0.00031592i,-3.5651e-05+0.0024094i,-3.6465e-05+0.0042086i,-0.00075343+0.004564i,-0.00075145+0.0043281i,4.6708e-06+0.0017269i,-0.00020392-0.0029744i,-0.0013351-0.0047849i
-0.00099182-0.0048231i,0.0034444-0.01137i,0.011894-0.020772i,0.017429-0.022341i,0.014282-0.014635i,0.0083336-0.0072124i,0.0017192-0.0030141i,-0.0034839-0.00084973i,-0.0013926-0.00036747i,0.0082236-0.001879i,0.014298-0.0035445i,0.01076-0.0022231i,0.002522+0.0019658i,-0.0037008+0.0034383i,-0.0053455+0.002435i,-0.0035405+0.0025759i,-0.00047103+0.0031471i,0.0018009+0.0027967i,0.0011396+0.0021508i,-0.0012839+0.0029131i,-0.0025192+0.0043856i,-0.0030574+0.0037015i,-0.0043224+0.003598i
-0.0032226-0.0054847i,-0.0092826-0.017031i,-0.01663-0.029013i,-0.020418-0.031761i,-0.017263-0.022072i,-0.013951-0.010307i,-0.016604-0.0059311i,-0.020886-0.0028078i,-0.016783+0.0045578i,-0.0062613+0.011192i,0.00010653+0.011398i,4.3314e-05+0.007142i,-0.0013705+0.0017313i,-0.00034723-0.0022981i,0.0010103-0.0035158i,0.0011964-0.0041292i,0.0017837-0.0048544i,0.0025699-0.0038825i,0.0034438-0.0023383i,0.0035412-0.0019121i,0.0017499-0.00079492i,-0.00058664+0.001912i,-0.0012638+0.0049895i
-0.0045842+0.0030716i,-0.014002+0.0053356i,-0.024215+0.0057734i,-0.02497+0.0047804i,-0.017993+0.0016249i,-0.01419-0.0030489i,-0.015973-0.0066404i,-0.017576-0.0077694i,-0.015109-0.0068993i,-0.011988-0.007212i,-0.011612-0.0066931i,-0.0084396-0.0037812i,-0.0001329-0.00067162i,0.0047771-0.00011914i,0.0034744-0.00015937i,0.0013638+0.00020347i,2.5587e-05-0.00085749i,-0.00057505-0.00232i,0.0002567-0.0024189i,0.001469-0.0014637i,0.0028512-0.001818i,0.0040794-0.0020548i,0.0045246-0.0010696i
-0.0035265+0.0096513i,-0.0079469+0.019991i,-0.0093046+0.031868i,-0.0080803+0.031749i,-0.0067449+0.018426i,-0.0042605+0.0077669i,0.00057673+0.0032513i,0.0058188-0.00049346i,0.0085804-0.0026338i,0.0081982-0.0042113i,0.0066645-0.0049456i,0.0031119-0.0026309i,-0.0026788-0.00036559i,-0.0058214-0.00083616i,-0.0049071-0.0012482i,-0.0031264-0.00066607i,-0.0026269+0.00017028i,-0.0037452+0.00070034i,-0.0050949-0.00061565i,-0.0059341-0.0021232i,-0.0044508-0.0017685i,-0.00067054-0.00084562i,0.0024276-0.00039146i
0.0031816+0.0031644i,0.012841+0.0081921i,0.02303+0.015915i,0.024898+0.017292i,0.019351+0.0119i,0.013483+0.0084139i,0.01374+0.0089603i,0.015578+0.0092011i,0.011263+0.0093825i,0.0039158+0.011783i,0.0010498+0.012294i,0.0013436+0.0078599i,0.0012577+0.0013495i,0.0021519-0.0019277i,0.0034806-0.0028356i,0.0031197-0.0022039i,0.001191-0.00029036i,-0.00082887+0.00059191i,-0.0022204+2.4009e-05i,-0.003036-0.0015367i,-0.0028111-0.0029561i,-0.0024983-0.00297i,-0.0016631-0.0030011i
0.0091303-0.0031368i,0.019906-0.0059081i,0.029464-0.0093024i,0.028676-0.0090231i,0.017774-0.0042901i,0.011437-0.00035031i,0.011991-0.00021454i,0.010477-0.0017818i,0.0033092-0.003233i,-0.0049027-0.00367i,-0.0064644-0.0042306i,-0.0033442-0.0037175i,-0.00040205-0.0010187i,0.00054555+0.0022681i,-0.0011302+0.0032998i,-0.0024393+0.0027109i,-0.00031331+0.0029576i,0.0021699+0.0026825i,0.0021393+0.0039459i,0.0010062+0.0052167i,0.0010345+0.0039974i,0.0011003+0.0015729i,-0.00062852-0.00096532i
-0.002455-0.0033977i,-0.0046988-0.011912i,-0.0039552-0.020328i,-0.0016454-0.020984i,0.00086417-0.013495i,0.001348-0.0080871i,-0.0019617-0.0069143i,-0.0045839-0.0051857i,-0.0017556-0.0033457i,0.0049309-0.0036163i,0.008443-0.0055913i,0.0062484-0.0051524i,0.001414-0.0029548i,-0.0013049-0.0041099i,-0.0024384-0.0054123i,-0.0028414-0.0037895i,-0.0021799-0.0013348i,-0.00095893-0.00065597i,-0.00040444-0.00030485i,-0.001573+0.00099583i,-0.0017235+0.0020442i,-0.0015094+0.0024026i,-0.0021426+0.0021192i
-0.0028644-0.00069043i,-0.0084517-0.0061165i,-0.014074-0.011336i,-0.013254-0.012186i,-0.0088719-0.0086708i,-0.0094062-0.0054336i,-0.01469-0.0023869i,-0.017064+0.00095267i,-0.012332+0.0039106i,-0.0057903+0.0058885i,-0.0022832+0.0065273i,-0.00059075+0.0060427i,0.0014062+0.0037877i,0.0020287+0.0010155i,0.0015359-0.00029216i,0.00068778-0.0013569i,-0.00056154-0.0034594i,-0.00012827-0.0043972i,0.0014966-0.0034696i,0.0031135-0.0022455i,0.0030519-0.0017603i,0.0020922-0.001182i,0.00063315+0.00079288i
-0.0042383+0.0027926i,-0.0091984+0.0092289i,-0.014734+0.015127i,-0.013788+0.015064i,-0.0086248+0.0089485i,-0.0071624+0.0029964i,-0.009181+0.00044153i,-0.0095552-0.0016094i,-0.0083115-0.0034698i,-0.0080842-0.0044941i,-0.0080788-0.003783i,-0.0053341-0.0010952i,-0.0022146+0.001075i,-0.002202+0.0014461i,-0.0033195+0.0013206i,-0.0026387+0.00050214i,-0.0019212-0.00035438i,-0.0020632-0.00019021i,-0.0013901+0.00082768i,-0.0002006+0.0014667i,0.00079105+0.001182i,0.0015466+0.0012393i,0.0022664+0.0017589i
-0.0046637+0.0039299i,-0.0044528+0.011883i,-0.00051063+0.020911i,0.003196+0.019357i,0.0037013+0.010946i,0.0013835+0.0060251i,0.0015962+0.0041129i,0.0060115+0.0032431i,0.010387+0.0017304i,0.0098284-0.00046235i,0.0065573-0.0019436i,0.0038066-0.0012973i,0.0016083-3.3391e-05i,-0.00036724-0.0010801i,-0.00068694-0.0027561i,-0.00032482-0.0018891i,-0.00065651+0.00096551i,-0.00068713+0.0025881i,-0.0010225+0.0016097i,-0.0029938-0.00052715i,-0.0043217-0.001967i,-0.0030743-0.0020431i,-0.00073505-0.0012579i
0.0094092-0.0025519i,0.018406-0.0022872i,0.026778-0.0013862i,0.023823-0.00083847i,0.012865-0.000817i,0.0080377+0.00070027i,0.011378+0.0019959i,0.013173+0.0029249i,0.010752+0.0045276i,0.0057649+0.0064509i,0.0019563+0.0068971i,0.00050461+0.0056138i,-0.00011986+0.0044369i,0.00042487+0.0038018i,0.0012922+0.0029023i,0.0016134+0.0014035i,0.0020396+0.00062098i,0.0022326+0.00054446i,0.0012438-0.00021236i,0.00048648-0.00061101i,0.0010526-0.001174i,0.0016261-0.0019773i,0.0021137-0.0024628i
0.0027638-0.0061546i,0.0043104-0.0098174i,0.0059383-0.014018i,0.0050739-0.013146i,0.0020551-0.0070858i,0.0038275-0.0036609i,0.0070189-0.0047153i,0.005322-0.0045673i,0.00015224-0.0029372i,-0.0029866-0.0019759i,-0.002766-0.003192i,-0.0019797-0.0041305i,-0.00058333-0.0026909i,0.00018951-0.0012i,0.00045551-0.00093567i,0.0001287-0.0010978i,0.00018174-0.0020059i,0.0012632-0.0029212i,0.00059184-0.0020525i,-0.001416+0.00034988i,-0.0028814+0.0026472i,-0.0028365+0.0022719i,-0.0019453+0.00062738i
-0.0037397+0.0015891i,-0.0072727-0.0034234i,-0.01026-0.0094905i,-0.0084819-0.011369i,-0.0036669-0.0076718i,-0.0027908-0.0047062i,-0.005189-0.0037488i,-0.0071441-0.0018785i,-0.0062462-0.00023507i,-0.002943-0.00012605i,6.8584e-05-0.0014204i,0.00094864-0.0024528i,0.00055262-0.0019679i,-0.00034935-0.0022311i,-0.0014049-0.0022582i,-0.0025066-0.00085931i,-0.0023935+0.0011274i,-0.0016682+0.0024771i,-0.0015062+0.0022282i,-0.0017227+0.0020237i,-0.0021435+0.001588i,-0.0030166+0.00061446i,-0.0035577-0.000232i
