0.002078+0.00090661i,0.0014671+0.00076157i,5.898e-05+6.3724e-06i,-0.00068327-0.00022907i,-0.0019345+0.00084266i,-0.0015047+0.0022495i,-0.00051956+0.0023713i,-7.8184e-06+0.0023983i,0.00098643+0.0018521i,0.00064603+0.00030061i,-0.00023019-0.00059124i,-0.00023857-0.00079114i,-0.00022027-0.00059356i,-0.00083804-0.00071181i,-0.000894-0.00060049i,-0.00019695-0.00010812i,0.00030564+0.00031951i,-6.3482e-05+0.00036282i,5.5929e-05-0.00027349i,0.0004137-0.00060088i,0.00034294-0.00073698i,-0.00019747-0.00085887i,-0.00052533-0.0010266i
0.59686-0.29868i,0.61712-0.45245i,0.49794-0.34616i,0.4244-0.08944i,0.35939+0.049211i,0.20899+0.05733i,0.069336+0.042816i,0.01768+0.024112i,0.00053963-0.0075149i,-0.019315-0.042157i,-0.03426-0.047764i,-0.023584-0.019062i,0.0076862+0.0017186i,0.021841-0.0017102i,0.01529-0.008939i,0.013506-0.0086689i,0.018324-0.0034093i,0.02198+0.0036758i,0.025216+0.009905i,0.023967+0.014643i,0.017757+0.022909i,0.016903+0.029314i,0.019585+0.022818i
-0.35397+0.18402i,-0.35726+0.35827i,-0.13867+0.31596i,0.099878+0.037295i,0.15175-0.19676i,0.10131-0.21404i,0.068394-0.12764i,0.043315-0.069478i,0.0039111-0.02984i,-0.02075+0.018681i,-0.011802+0.047806i,0.0098257+0.037573i,0.020225+0.0093913i,0.021194-0.012517i,0.013554-0.028861i,-0.0094154-0.047039i,-0.038551-0.055886i,-0.056471-0.046238i,-0.058815-0.025355i,-0.046172-0.0031118i,-0.01797+0.0065189i,0.0074401-0.002485i,0.011206-0.015474i
-0.11526+0.10101i,0.020906+0.10093i,0.033234+0.006648i,-0.12573-0.042231i,-0.2073-0.0126i,-0.16075-0.00018553i,-0.11467-0.0083221i,-0.081041+0.0027389i,-0.020028+0.017871i,0.036052+0.025566i,0.057149+0.021939i,0.044317+0.015086i,0.022437+0.024797i,0.020123+0.049506i,0.038363+0.075667i,0.05781+0.085333i,0.059044+0.071281i,0.043781+0.04598i,0.028246+0.021054i,0.015444-0.0066261i,-0.0014365-0.032747i,-0.021308-0.039491i,-0.031822-0.025012i
0.20509-0.39699i,-0.008706-0.55318i,-0.18184-0.44698i,-0.17931-0.24119i,-0.16159-0.10377i,-0.15297-0.0019147i,-0.078349+0.047542i,-0.017051+0.013811i,-0.0123-0.038461i,-0.020439-0.069i,-0.028027-0.066442i,-0.02659-0.043409i,-0.018457-0.038824i,-0.023527-0.054314i,-0.038292-0.066013i,-0.04045-0.054015i,-0.015369-0.023428i,0.022916-0.0018916i,0.044788-0.00044474i,0.042332-0.0039288i,0.025876+0.0018675i,0.012872+0.011836i,0.012832+0.014493i
0.15911+0.46857i,0.24153+0.55173i,0.22261+0.43652i,0.11421+0.28268i,0.03171+0.2281i,0.047139+0.17552i,0.058146+0.063437i,-0.0016238+0.0032126i,-0.051189+0.029023i,-0.035717+0.049347i,0.001637+0.030806i,0.015162+0.0094239i,0.0030073+0.0064633i,-0.011139+0.0093308i,-0.016675+0.0025386i,-0.022782-0.015894i,-0.036265-0.036166i,-0.054369-0.037842i,-0.060259-0.014238i,-0.043479+0.015463i,-0.018554+0.033932i,-0.0010466+0.034523i,0.0023059+0.019596i
-0.35218-0.18951i,-0.2778-0.11439i,-0.14995-0.0010651i,-0.056716+0.08616i,0.041826+0.083101i,0.072251+0.0098663i,0.014175-0.02461i,-0.015894+0.0087563i,0.0064613+0.026528i,0.020237+0.0065025i,0.012501-0.019001i,0.012515-0.02725i,0.039103-0.022268i,0.064655-0.021393i,0.064626-0.020949i,0.041104-0.018086i,0.0021115-0.01022i,-0.022542+0.0052843i,-0.023336+0.012011i,-0.023323+0.0057142i,-0.020348-0.00076964i,-0.0083913-0.0041321i,-0.00022855-0.0064882i
-0.15497-0.20284i,-0.31617-0.26031i,-0.27909-0.24719i,-0.12254-0.24904i,-0.040298-0.24441i,-0.0181-0.19165i,-0.014257-0.14678i,-0.042351-0.10999i,-0.049321-0.054086i,-0.02846-0.014814i,-0.033096+0.00022545i,-0.054372+0.0015443i,-0.075348-0.0074005i,-0.096506-0.002043i,-0.10325+0.024963i,-0.076866+0.059413i,-0.017433+0.082986i,0.037295+0.068995i,0.052068+0.027143i,0.044654-0.0028142i,0.038118-0.016986i,0.02317-0.025436i,0.0052369-0.018487i
0.77211+0.46286i,0.77981+0.43521i,0.48148+0.33994i,0.15542+0.24312i,-0.07926+0.15725i,-0.19626+0.13303i,-0.16644+0.16816i,-0.07771+0.16455i,-0.024648+0.10975i,-0.012898+0.050891i,-0.019382+0.033017i,-0.018943+0.056859i,-0.0024357+0.07351i,0.020705+0.065119i,0.040673+0.041765i,0.047066+0.010253i,0.035977-0.017632i,0.017901-0.023678i,0.013422-0.0061247i,0.02044+0.0035349i,0.014768-0.0045935i,0.0033991-0.0056672i,0.0064157-0.003284i
-0.57335-0.30226i,-0.45331-0.24402i,-0.18492-0.13468i,-0.017676+0.010843i,0.080576+0.15102i,0.18262+0.20183i,0.22833+0.12727i,0.1798+0.025663i,0.099757-0.014014i,0.058503+0.004516i,0.070391+0.027515i,0.096131+0.021408i,0.10452-0.0068501i,0.096671-0.038151i,0.072043-0.058254i,0.037069-0.066875i,0.0015556-0.06432i,-0.023294-0.051306i,-0.03301-0.040514i,-0.038823-0.027947i,-0.03346-0.003429i,-0.017069+0.01078i,-0.012389+0.0044602i
-0.39548-0.01906i,-0.4853+0.034079i,-0.37922-0.046985i,-0.22874-0.17203i,-0.13821-0.19113i,-0.090275-0.18905i,-0.10829-0.20349i,-0.13054-0.14186i,-0.076231-0.05294i,0.0063356-0.0321i,0.042871-0.051855i,0.033809-0.055778i,0.011641-0.037107i,-0.011433-0.017304i,-0.036643+0.003139i,-0.053836+0.027883i,-0.048868+0.043234i,-0.033586+0.046265i,-0.024752+0.043499i,-0.014398+0.033762i,-0.00070921+0.014673i,0.0022222+0.00023561i,-0.0051434+0.0049331i
1.1164+0.14917i,1.1259+0.038725i,0.78854+0.087809i,0.50088+0.13875i,0.32208+0.053725i,0.14919-0.025667i,0.0084516-0.019018i,-0.060005+0.0017096i,-0.057251-0.002812i,-0.043248-0.035544i,-0.052133-0.04983i,-0.050232-0.036054i,-0.041117-0.023633i,-0.031367-0.0068828i,-0.00056837+0.0057723i,0.033651+0.0069989i,0.046036+0.012478i,0.045256+0.02316i,0.04606+0.027843i,0.043151+0.020136i,0.025238+0.0078809i,0.010748+0.0050807i,0.015048+0.0078705i
-0.78382-0.0046928i,-0.77648-0.011892i,-0.57565-0.062352i,-0.40665-0.11695i,-0.31996-0.10731i,-0.22827-0.0083132i,-0.069124+0.089209i,0.056594+0.090281i,0.045682+0.046587i,-0.0019838+0.050846i,-0.0042845+0.057504i,-0.0044275+0.025528i,-0.019399-0.010632i,-0.037937-0.027136i,-0.049359-0.029052i,-0.047768-0.032502i,-0.038889-0.038578i,-0.020596-0.044183i,-0.0048626-0.043007i,-0.0023037-0.025447i,0.0047732-0.0027054i,0.015993-0.00030105i,0.012338-0.01863i
-0.21766+0.19703i,-0.15482+0.31646i,-0.05888+0.15744i,-0.10276-0.034917i,-0.099814-0.040734i,0.018346-0.10208i,-0.005055-0.25952i,-0.13798-0.2505i,-0.1352-0.11758i,-0.042006-0.051439i,-0.0053765-0.040455i,-0.0085479-0.011023i,0.010164+0.038697i,0.044403+0.060017i,0.047351+0.04726i,0.017236+0.032181i,-0.0097042+0.024974i,-0.020658+0.022209i,-0.016087+0.012412i,-0.0042143-0.0073596i,-0.0013829-0.024578i,-0.0093211-0.029586i,-0.018943-0.021985i
0.86493-0.4793i,0.60507-0.54327i,0.20153-0.196i,0.080336+0.11142i,0.047172+0.10178i,-0.036228+0.086092i,-0.015971+0.13899i,0.024244+0.10891i,0.014031+0.076737i,0.024612+0.050695i,0.015463+0.010524i,-0.0088936+0.012189i,0.0062567+0.013061i,0.028139-0.017403i,0.03897-0.046734i,0.040982-0.057652i,0.030782-0.043743i,0.010664-0.019702i,-0.018151+0.00081702i,-0.026962+0.018976i,-0.0099319+0.025488i,0.0059014+0.023995i,0.01094+0.030048i
-0.75046+0.299i,-0.64962+0.25384i,-0.37806+0.036406i,-0.2202-0.14349i,-0.20125-0.17005i,-0.17147-0.11273i,-0.13099-0.058115i,-0.10961-0.023534i,-0.092787-0.023236i,-0.08064-0.014286i,-0.048057+0.034785i,0.0030668+0.064883i,0.027168+0.047385i,0.0027767+0.024584i,-0.046325+0.030947i,-0.071264+0.049362i,-0.057922+0.045895i,-0.027976+0.029006i,0.007823+0.020178i,0.034174+0.012193i,0.035143+0.0043247i,0.018921-0.00059932i,0.0041256-0.012086i
-0.13784+0.43951i,-0.10988+0.65977i,-0.13142+0.59847i,-0.26614+0.39714i,-0.32744+0.32228i,-0.18486+0.27461i,-0.049442+0.1264i,-0.060469+0.036563i,-0.042963+0.060522i,0.038714+0.042728i,0.066092-0.016417i,0.05052-0.044003i,0.031306-0.058476i,0.020075-0.067535i,0.027311-0.068419i,0.038749-0.069347i,0.030346-0.062347i,0.0080388-0.049128i,-0.013707-0.044233i,-0.038295-0.042863i,-0.051017-0.026671i,-0.036624-0.0010076i,-0.011148+0.011641i
0.75755-0.64357i,0.60221-0.68439i,0.41427-0.35194i,0.32965-0.022792i,0.21272+0.090553i,0.082835+0.086887i,-0.024746+0.023836i,-0.11837+0.0056585i,-0.10948+0.043333i,-0.042747+0.026851i,-0.028841+0.0096572i,-0.021915+0.026092i,0.00096822+0.01316i,-0.0021039-0.0092447i,-0.033683-0.012582i,-0.067993+0.0023834i,-0.070503+0.046033i,-0.032707+0.0977i,0.013548+0.1262i,0.056529+0.12947i,0.09616+0.10215i,0.10409+0.046828i,0.069504+0.0081999i
-0.4411+0.58399i,-0.348+0.68i,-0.14907+0.50153i,-0.096541+0.25328i,-0.13388+0.093919i,-0.12511-0.051609i,-0.12847-0.13079i,-0.12424-0.060443i,-0.05828+0.0085158i,0.0068304+0.0019423i,0.054939-0.019675i,0.074356-0.031023i,0.040977-0.017858i,-0.0091515+0.0078423i,-0.039846+0.040354i,-0.039642+0.065544i,-0.021589+0.053372i,-0.0044345+0.023652i,0.012077-0.012967i,0.018099-0.064948i,0.004953-0.091808i,0.00020293-0.080566i,0.011483-0.067063i
0.16078-0.064462i,0.38778-0.16799i,0.33238-0.25511i,0.079065-0.12118i,-0.039814+0.12044i,-0.071046+0.19285i,-0.15354+0.14893i,-0.18548+0.16112i,-0.12185+0.21475i,-0.028689+0.20311i,0.037816+0.11936i,0.065373+0.02216i,0.068886-0.062907i,0.060391-0.10204i,0.049539-0.085906i,0.031314-0.049327i,0.016163-0.014647i,0.025076-0.01365i,0.032286-0.048858i,0.0021602-0.072017i,-0.046835-0.066476i,-0.094688-0.052028i,-0.12419-0.017651i
0.40933+7.285i,2.8434+6.3162i,5.7893+5.8472i,6.5289+3.5629i,5.5476+0.72884i,3.3395-1.6211i,0.61302-1.992i,-0.88484-0.82864i,-0.53537+0.21257i,0.70862+0.12428i,1.279-0.80157i,0.81548-1.3296i,0.26636-0.9835i,0.077002-0.39896i,0.10588-0.16378i,0.12055-0.16157i,-0.018103-0.086178i,-0.1786+0.19661i,-0.14925+0.52176i,-0.009571+0.64781i,0.055865+0.64481i,0.065265+0.67964i,0.12822+0.7155i
-0.48927+0.51065i,-0.43986+0.44227i,-0.35383+0.1691i,-0.28952-0.044203i,-0.25419-0.1487i,-0.28256-0.17223i,-0.30046-0.076526i,-0.21465+0.030909i,-0.13083+0.041707i,-0.098019+0.039701i,-0.04874+0.066656i,0.0068218+0.06734i,0.035554+0.044297i,0.043965+0.030105i,0.038713+0.029406i,0.023446+0.032477i,0.015094+0.017953i,0.026229-0.025607i,0.042589-0.082743i,0.027475-0.11748i,-0.02074-0.10054i,-0.065643-0.0609i,-0.080919-0.028955i
0.0061622-0.21389i,0.15829-0.073253i,0.2703+0.061877i,0.26907+0.097627i,0.20881+0.076811i,0.17143+0.093091i,0.2183+0.10731i,0.23286+0.032317i,0.15374-0.0069686i,0.091207+0.029733i,0.04242+0.035776i,-0.031867+0.032837i,-0.066655+0.040298i,-0.05749+0.010088i,-0.059102-0.036146i,-0.061884-0.056157i,-0.045211-0.06202i,-0.033421-0.068153i,-0.036266-0.062194i,-0.039835-0.043596i,-0.034081-0.017711i,-0.015035+0.013174i,0.009426+0.036591i
0.23711-0.74926i,0.049106-0.93066i,-0.0029199-0.82968i,0.11355-0.63523i,0.049512-0.52411i,-0.21312-0.33715i,-0.28545-0.052288i,-0.10288+0.034724i,0.0076371-0.047073i,-0.0096012-0.045091i,-0.021192+0.0041653i,-0.023564+0.019793i,-0.014209+0.037254i,0.026473+0.051941i,0.069744+0.037228i,0.081968+0.01526i,0.067491+0.0036271i,0.037665-0.0059306i,0.0072793-0.0034222i,0.00097823+0.010101i,0.012782+0.002969i,0.013439-0.012102i,0.0035652-0.0071804i
-0.18269+0.71629i,-0.17687+0.60655i,-0.22067+0.35178i,-0.17866+0.18949i,0.015832+0.028628i,0.1302-0.14503i,0.1262-0.16975i,0.13253-0.14908i,0.10953-0.16658i,0.051715-0.13406i,0.010838-0.073585i,-0.017522-0.02817i,-0.02533+0.008387i,-0.0056424+0.024516i,0.024432+0.019836i,0.043671+0.0098975i,0.045285-0.00055329i,0.033929-0.011587i,0.019322-0.013827i,0.0045477-0.0007612i,-0.015583+0.020325i,-0.028152+0.037599i,-0.021557+0.040818i
-0.061644-0.48424i,0.23759-0.53808i,0.44286-0.49514i,0.42263-0.3724i,0.31522-0.24771i,0.15075-0.12249i,0.024381+0.033348i,0.04006+0.099068i,0.039845+0.067031i,-0.02187+0.086344i,-0.032553+0.10277i,-0.042602+0.048358i,-0.080268+0.028696i,-0.085211+0.070751i,-0.066044+0.10938i,-0.03393+0.11392i,0.016376+0.072164i,0.057399+0.00055602i,0.059773-0.05241i,0.026535-0.061826i,-0.0041258-0.03949i,-0.006523-0.0089796i,0.0076498+0.0050931i
0.26513-0.3572i,0.16164-0.22689i,0.18032-0.02666i,0.28353-0.024778i,0.23879-0.16686i,0.084275-0.24093i,-0.023029-0.20532i,-0.029918-0.12225i,-0.0067265-0.058429i,-0.027816-0.02188i,-0.046977+0.00016278i,-0.033311-0.008826i,-0.021727-0.019028i,-0.0054038-0.0056525i,0.021075-0.0047395i,0.016883-0.020755i,-0.025985-0.0073925i,-0.061571+0.039189i,-0.063593+0.071986i,-0.043621+0.068364i,-0.021959+0.047402i,-0.010793+0.031355i,-0.0091153+0.025564i
0.16244+0.80717i,0.20896+0.63513i,0.039458+0.36056i,-0.058149+0.30224i,0.14+0.25888i,0.33021+0.031596i,0.29477-0.13565i,0.21232-0.14071i,0.15794-0.14844i,0.06878-0.16391i,0.0070042-0.12578i,0.0053618-0.097973i,-0.0095194-0.11433i,-0.053186-0.12667i,-0.082254-0.11166i,-0.079515-0.075224i,-0.052189-0.034491i,-0.023747-0.012548i,-0.012649-0.0029732i,-0.0077379+0.010798i,5.1723e-05+0.02261i,0.0042146+0.024615i,0.0086748+0.015975i
-0.4796-0.37087i,-0.3749-0.37085i,-0.18498-0.261i,-0.055338-0.10265i,0.023084+0.081233i,0.055778+0.27217i,0.081785+0.36337i,0.12422+0.31444i,0.13646+0.22428i,0.11468+0.15579i,0.093212+0.098733i,0.080816+0.062384i,0.07694+0.051007i,0.072369+0.052884i,0.064652+0.064498i,0.067633+0.06057i,0.069032+0.015384i,0.050716-0.041835i,0.024852-0.068494i,0.0068186-0.060936i,-0.0062303-0.037186i,-0.016402-0.012733i,-0.014677+0.0056471i
0.29585-0.40695i,0.14085-0.21652i,0.1-0.029402i,0.11984-0.050255i,0.023666-0.11042i,-0.068354-0.12121i,-0.098206-0.13064i,-0.11985-0.089088i,-0.11059-0.0016192i,-0.072378+0.045785i,-0.040512+0.041537i,-0.016182+0.022574i,0.020791+0.011085i,0.06455-0.0090512i,0.075758-0.04935i,0.039287-0.076727i,-0.010173-0.060861i,-0.030632-0.015702i,-0.01774+0.01984i,-0.0028953+0.024396i,0.0030783+0.0065374i,0.0072393-0.013934i,0.0008173-0.025449i
0.4058+0.57207i,0.45525+0.37032i,0.23302+0.14335i,-0.007013+0.15563i,-0.045027+0.19194i,-0.013993+0.10675i,0.0093807+0.044756i,0.041845+0.013203i,0.025996-0.043533i,-0.027991-0.065649i,-0.055766-0.038146i,-0.056034-0.0057065i,-0.064828+0.0089452i,-0.091842+0.023541i,-0.10076+0.054744i,-0.067506+0.082889i,-0.011923+0.086633i,0.027378+0.06324i,0.03037+0.031058i,0.013797+0.01228i,-0.0034955+0.0069449i,-0.01493+0.0057095i,-0.010051+0.0034231i
-0.71969-0.25137i,-0.65914-0.27225i,-0.39178-0.26431i,-0.12927-0.25553i,0.010585-0.22994i,0.034828-0.11782i,0.034573+0.02786i,0.046978+0.080961i,0.039619+0.055463i,0.025382+0.035265i,0.015157+0.023787i,-0.0017966+0.023991i,-0.0015848+0.046172i,0.018893+0.06046i,0.038055+0.04834i,0.047342+0.020365i,0.035609-0.010974i,0.0097108-0.023924i,0.00048042-0.014732i,0.015359-0.010023i,0.025415-0.015931i,0.019579-0.016579i,0.013956-0.010677i
0.31957-0.28943i,0.35848-0.042214i,0.40866+0.11123i,0.32505-0.013248i,0.077039-0.12654i,-0.095928-0.1098i,-0.12744-0.10133i,-0.11981-0.093973i,-0.096238-0.036947i,-0.049779+0.011121i,-0.0085064+0.0084499i,0.0088493-0.022531i,0.014382-0.043338i,0.028415-0.052045i,0.038312-0.067429i,0.017263-0.077313i,-0.019402-0.057958i,-0.03742-0.025637i,-0.040171-0.0065963i,-0.042059+0.008573i,-0.026888+0.027085i,0.0033999+0.030292i,0.016011+0.016606i
0.39772+0.41472i,0.36051+0.17073i,0.10709+0.027189i,-0.00051189+0.13848i,0.13453+0.15755i,0.21624+0.013042i,0.17928-0.052572i,0.14455-0.059355i,0.081431-0.091911i,-0.010489-0.077353i,-0.049601-0.026039i,-0.056256-0.0027279i,-0.075851+0.01098i,-0.091116+0.032496i,-0.088929+0.057759i,-0.059703+0.082843i,-0.005959+0.077341i,0.030535+0.033149i,0.029674-0.0083845i,0.0090314-0.024713i,-0.01882-0.027224i,-0.0404-0.013982i,-0.035589+0.008327i
-0.72868-0.098353i,-0.71731-0.11878i,-0.48856-0.14134i,-0.23889-0.11896i,-0.06018-0.038907i,0.031146+0.03882i,0.056391+0.074102i,0.07756+0.064155i,0.096523+0.017725i,0.070361-0.024192i,0.034311-0.027704i,0.032845-0.017522i,0.044427-0.015461i,0.053444-0.004422i,0.07012+0.0025984i,0.082531-0.013737i,0.072512-0.03321i,0.050617-0.035284i,0.035901-0.022129i,0.033736-0.0084292i,0.031452+0.0023672i,0.021386+0.0090214i,0.0074827+0.0050165i
0.38467-0.25453i,0.3994-0.018442i,0.34993+0.13455i,0.19173+0.040892i,0.0093498-0.040823i,-0.031444-0.023503i,0.0025483-0.018779i,0.0025266-0.0045794i,0.006395+0.035001i,0.026763+0.039843i,0.029905+0.018459i,0.021363+0.0034839i,0.018055-0.014151i,0.0062876-0.044119i,-0.025175-0.06596i,-0.063256-0.055953i,-0.085853-0.016133i,-0.078971+0.026598i,-0.050316+0.040084i,-0.024977+0.027885i,-0.0090911+0.011196i,0.0017739-0.0039975i,0.0057404-0.0097496i
0.40153+0.24698i,0.41413-0.08016i,0.23327-0.26014i,0.082849-0.10437i,0.041264+0.065547i,-0.035836+0.1071i,-0.10363+0.13098i,-0.07721+0.12705i,-0.048519+0.082049i,-0.040937+0.056846i,-0.024745+0.039892i,-0.024653+0.022057i,-0.039196+0.028318i,-0.038757+0.050566i,-0.016457+0.071312i,0.018199+0.070835i,0.044009+0.032466i,0.037701-0.017004i,0.012143-0.032007i,-0.0020917-0.020182i,-0.0066369-0.017759i,-0.013916-0.018362i,-0.012686-0.010415i
-0.80335-0.033639i,-0.85992+0.088003i,-0.60173+0.12867i,-0.21444+0.022881i,0.03664-0.13581i,0.076511-0.21743i,0.038155-0.18963i,0.015378-0.13109i,-0.0041337-0.089313i,-0.022999-0.053104i,-0.027833-0.016677i,-0.014742+0.010326i,0.014944+0.020576i,0.041105+0.016104i,0.051169-0.00045924i,0.049411-0.02029i,0.040123-0.023764i,0.029879-0.010537i,0.016853-0.0020353i,-0.0028788+0.005336i,-0.012475+0.028665i,0.003069+0.045801i,0.020068+0.035809i
0.5292-0.25198i,0.622-0.04973i,0.54765+0.12128i,0.30572+0.11707i,0.075843+0.093062i,0.026964+0.097311i,0.059854+0.056078i,0.049828+7.5234e-05i,0.026345-0.022398i,0.0049028-0.016823i,-0.0061274-0.0087453i,-0.0094051-0.022904i,-0.024334-0.041516i,-0.039602-0.048525i,-0.054409-0.050454i,-0.074292-0.034762i,-0.077433-0.00056824i,-0.050361+0.022911i,-0.0094322+0.020223i,0.022186+6.6458e-06i,0.03263-0.02303i,0.023292-0.033296i,0.0066609-0.030004i
0.21307+0.28454i,0.16796-0.021634i,0.017778-0.19781i,-0.056225-0.092068i,-0.03229+0.0072992i,-0.02555-0.0039629i,-0.040042+0.010576i,-0.0058531+0.042453i,0.030516+0.028169i,0.028808+0.0013608i,0.019526-0.0075639i,0.013604-0.0021821i,0.0049251+0.011095i,0.00024093+0.035744i,0.014365+0.066995i,0.045123+0.075615i,0.061887+0.04453i,0.044241+0.0013289i,0.010451-0.014866i,-0.01267-0.0076574i,-0.02694-0.0036755i,-0.037948-0.0023644i,-0.033436+0.0046751i
-0.7904-0.059705i,-0.79006+0.027981i,-0.54202-0.015901i,-0.25221-0.11933i,-0.045703-0.10815i,0.050358-0.019271i,0.076785+0.025079i,0.066123+0.018221i,0.035469+0.014764i,0.016369+0.019586i,0.010775+0.013368i,0.0090663+0.0047484i,0.018177-0.0017921i,0.03256-0.024696i,0.02982-0.05979i,0.0074864-0.076094i,-0.013148-0.059127i,-0.020156-0.02565i,-0.016632-0.0022441i,-0.0098688+0.010869i,0.0019473+0.022034i,0.017592+0.021007i,0.019627+0.0087541i
0.63431-0.24564i,0.72595-0.030932i,0.62568+0.18859i,0.39155+0.16991i,0.14881+0.017238i,0.00095188-0.072584i,-0.042609-0.081256i,-0.035865-0.054649i,-0.023859-0.033126i,-0.026098-0.018735i,-0.024429+0.00135i,-0.013952+0.012294i,-0.014731+0.016358i,-0.024827+0.029586i,-0.028843+0.041269i,-0.025784+0.03995i,-0.017371+0.028559i,-0.0050916+0.012918i,0.0051095+0.0015131i,0.015036-0.0047408i,0.018116-0.0094453i,0.011753-0.0078595i,0.0086103-0.0042388i
0.11912+0.29708i,0.037673-0.053395i,-0.10136-0.26311i,-0.13136-0.093192i,-0.033389+0.11249i,0.042076+0.12918i,0.033562+0.083709i,0.018842+0.050399i,0.019778+0.021242i,0.022671+0.0018475i,0.014074-0.011622i,-0.0097593-0.018176i,-0.026229-0.012639i,-0.024116+0.001311i,-0.0074219+0.019914i,0.020833+0.032296i,0.03856+0.025197i,0.03286+0.0065355i,0.015877-0.0109i,-0.0063924-0.021527i,-0.028214-0.022998i,-0.039146-0.015524i,-0.037434-0.0014421i
-0.75025-0.032055i,-0.74168+0.14405i,-0.47321+0.14729i,-0.20323-0.039712i,-0.086223-0.14768i,-0.047832-0.1042i,-0.0047342-0.042355i,0.022174-0.022231i,0.013606-0.014968i,-0.011038-0.00059304i,-0.013158+0.011356i,0.0095155+0.0063226i,0.032361-0.014031i,0.042868-0.040681i,0.032062-0.069047i,0.0026342-0.082382i,-0.022326-0.064117i,-0.026149-0.025407i,-0.018538+0.006772i,-0.011565+0.026033i,0.0030013+0.036917i,0.020638+0.03088i,0.026645+0.011718i
0.70865-0.3462i,0.75559-0.24984i,0.57454-0.033059i,0.33716+0.071132i,0.1617+0.03572i,0.057428+0.00084196i,0.011992+0.0075189i,0.002656+0.017984i,0.0089615+0.013641i,0.0069657+0.0047744i,-0.0087308+0.0048i,-0.02041+0.016778i,-0.029093+0.034056i,-0.040073+0.050792i,-0.041518+0.065505i,-0.028191+0.070396i,-0.0093452+0.056382i,0.00091695+0.028357i,0.0072561+0.0059051i,0.017685-0.0086896i,0.018341-0.021023i,0.0059575-0.018132i,-0.00076338-0.0066148i
-0.0033828+0.42701i,-0.024769+0.17339i,-0.066343-0.071669i,-0.07955-0.059716i,-0.043381+0.0084997i,-0.023611-0.020586i,-0.038156-0.037456i,-0.031073-0.018102i,-0.020665-0.01331i,-0.015322-0.0098189i,0.0034544-0.0094516i,0.013969-0.024615i,0.011283-0.033898i,0.018594-0.026048i,0.035513-0.013774i,0.047106-0.010193i,0.04507-0.017487i,0.031134-0.025837i,0.013521-0.029828i,-0.0039937-0.028093i,-0.013422-0.018342i,-0.0099149-0.008942i,-0.0047383-0.0065382i
-0.71148-0.15927i,-0.72507+0.026596i,-0.46949+0.090756i,-0.17638+0.0054085i,0.016793-0.0050953i,0.11729+0.052451i,0.13235+0.051656i,0.089808+0.020512i,0.049334+0.0072103i,0.020817+0.004626i,0.00010804+0.010348i,-0.004452+0.017299i,-0.0017905+0.014183i,-0.0082314-0.00051435i,-0.022338-0.019526i,-0.0346-0.027718i,-0.036873-0.013429i,-0.028971+0.012484i,-0.022576+0.03116i,-0.018123+0.041604i,-0.011002+0.038075i,-0.0076441+0.021714i,-0.0073832+0.012427i
0.80926-0.30818i,0.83846-0.26463i,0.60088-0.067502i,0.2913+0.039549i,0.03083-0.0042561i,-0.1245-0.038323i,-0.12826-0.015436i,-0.05526-0.00037819i,-0.0087539+0.00047491i,0.0056079+0.0035203i,0.0074981-0.0021652i,-0.00056582-0.0067832i,-0.006398+0.0028968i,0.00098491+0.015333i,0.0094291+0.020998i,0.0078716+0.024716i,0.0042849+0.020922i,0.0046435+0.0085018i,0.014262+0.0030452i,0.027492-0.00050011i,0.028609-0.0074226i,0.020607-0.0069611i,0.013131-0.0061812i
-0.18569+0.53435i,-0.1928+0.2738i,-0.21105-0.041724i,-0.16754-0.075131i,-0.030944-0.012761i,0.057991-0.02613i,0.043741-0.020008i,0.016429+0.0052802i,0.0032347+1.3146e-05i,-0.0063286-0.010269i,-0.0059709-0.0067796i,0.00099012-0.00071566i,0.008358+0.0018726i,0.014099+0.0058244i,0.022331+0.011282i,0.033708+0.0054216i,0.038053-0.0082055i,0.030537-0.020854i,0.013749-0.036877i,-0.0085511-0.047081i,-0.02144-0.036306i,-0.015801-0.016134i,-0.0041374-0.0025293i
-0.58762-0.27807i,-0.5227-0.038731i,-0.22064+0.079712i,-0.0032902-0.010628i,0.023273-0.035712i,0.017819+0.024767i,0.022992+0.021617i,0.010044-0.0032568i,-0.00036478-0.00027957i,-0.0087106+0.01008i,-0.018536+0.014535i,-0.023673+0.0069201i,-0.028986-0.0094292i,-0.039433-0.027323i,-0.053221-0.039273i,-0.063807-0.035434i,-0.061174-0.01698i,-0.04852+0.0043609i,-0.037397+0.024202i,-0.026276+0.042123i,-0.013478+0.041366i,-0.0090066+0.020804i,-0.011731+0.0043422i
0.7871-0.29109i,0.68323-0.28667i,0.37881-0.067724i,0.19191+0.091645i,0.13538+0.045277i,0.087415-0.027317i,0.066896-0.024275i,0.068444-0.015978i,0.053496-0.019373i,0.034905-0.018054i,0.027274-0.013203i,0.026741-0.0032573i,0.027387+0.012497i,0.033154+0.032463i,0.047214+0.047934i,0.060625+0.048027i,0.061936+0.028501i,0.052401+0.0086072i,0.046302+0.0046328i,0.043945+0.00059812i,0.030737-0.0050004i,0.013558+0.002735i,0.0089917+0.011675i
